HEROP_ID,G_STATEFP,GEOID,STUSPS,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Age15_24P,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,UnempP,PovP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,Ndvi,ParkArea,StateArea,Cover,TotTracts,CntBupT,CntMetT,CntNalT,AvBupTime,AvMetTime,AvNalTime,PctBupT,PctMetT,PctNalT,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,DrgRlDth,TotHcv,MlHcv,FmHcv,Un50Hcv,A50_74Hcv,Ov75Hcv,BlkHcv,NonBlkHcv,HcvD13,MlHcvD13,FlHcvD13,AmInHcvD13,AsPiHcvD13,BlkHcvD13,HspHcvD13,U50HcvD13,A50_74HcvD13,O75HcvD13,HcvD14,MlHcvD14,FlHcvD14,AmInHcvD14,AsPiHcvD14,BlkHcvD14,HspHcvD14,U50HcvD14,A50_74HcvD14,O75HcvD14,HcvD15,MlHcvD15,FlHcvD15,AmInHcvD15,AsPiHcvD15,BlkHcvD15,HspHcvD15,U50HcvD15,D50_74Hcv15,O75HcvD15,HcvD16,MlHcvD16,FlHcvD16,AmInHcvD16,AsPiHcvD16,BlkHcvD16,HspHcvD16,U50HcvD16,A50_74HcvD16,O75HcvD16,HcvD17,MlHcvD17,FlHcvD17,AmInHcvD17,AsPiHcvD17,BlkHcvD17,HspHcvD17,U50HcvD17,A50_74HcvD17,O75HcvD17,AvHcvD,AvMlHcvD,AvFlHcvD,AvAmInHcvD,AvAsPiHcvD,AvBlkHcvD,AvHspHcvD,AvU50HcvD,Av50_74HcvD,AvO75HcvD,TotPcp,TotSp,OpRxRt20,PrMsuse20P,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,OdMortRtAv,AnyPdmpFr,AnyPdmphFr,OpPdmpFr,MsAcPdmpFr,ElcPdmpFr,AnyPdmpDt,AnyPdmphDt,OpPdmpDt,MsAcPdmpDt,ElcPdmpDt,AnyGslDt,GslArrDt,AnyGslFr,GslArrFr,AnyNalDt,NalPrStDt,NalPresDt,AnyNalFr,NalPrStFr,NalPresFr,MedcdExp19,MedcdExp18,TradFedExp,TradSttExp,ExpnFedExp,ExpnSttExp,ExpSsp,NoPrphLw,NtPrFrDsSy,PrExcInj,PrNtRefInj,NoLwRmUnc,MdMarijLaw,CrrctExpS,PlcFyrExpS,HlthExpS,WlfrExpS,CrrctExpL,PlcFyrExpL,HlthExpL,WlfrExpL,CrrctExpT,PlcFyrExpT,HlthExpT,WlfrExpT
040US13,G13,13,GA,10297484,10037150,636725,4241003,4721065,59.04,31.46,0.33,3.91,0.06,5.21,9.4,76,13.98,61.21,13.13,655810,1415275,721206,718646,4232187,704947,702308,656064,578604,1352289,7796189,6443900,12.3,13.32,8.22,2.57,21.87,6.4,16,28283,29523,12.97,110.09,0.48,9.28,19.23,11.55,11.71,2108005,44.65,15.06,12.53,9.04,21.2,36.92,73.48,57715.08,999,0.02,0,0.3,0.56,0.34,0.31,0.6,0.1,0.43,0.58,0.03,0.17,9891240198,960219902.1,10.3,1969,1799,1515,1457,11.21,22.14,22.43,0.91,0.77,0.74,1834,14,0.93,1840,13.98,0.94,1946,5.38,0.99,1760,14.88,0.89,1751,13.89,0.89,1559,21,0.79,11084,56800,36000,17900,13900,38700,1300,20600,33400,409,300,109,NA,NA,148,NA,30,344,13,426,304,122,NA,NA,151,10,24,372,10,396,277,119,NA,NA,133,NA,30,343,NA,368,264,104,NA,NA,119,NA,17,320,13,344,242,102,NA,NA,122,NA,11,308,11,388.6,277.4,111.2,NA,NA,134.6,1.2,22.4,337.4,9.2,6293,11241,53.9,2.98,11.9,12.7,13.3,14.7,14.3,13.1,18,13.62,1,1,1,1,1,5/13/2011,7/1/2011,5/1/2013,7/13/2014,7/1/2011,4/24/2014,4/24/2014,1,1,5/1/2014,5/1/2014,,1,1,0,10908940349,10668670800,7329941100,3338729800,,,1,0,0,0,0,0,0,1249401,416467,1249401,2498802,2491740,3493626,2491740,4983480,3741141,3910093,3741141,7482282
040US15,G15,15,HI,1422029,1377998,105563,539053,677446,25.01,1.85,0.21,37.75,10.08,25.11,10.4,78,12.27,57.43,17.3,90388,168781,77674,96819,557572,86972,89653,92789,89919,245955,1115528,869573,11.2,8.16,9.82,4.36,24.77,4.5,9.9,34016,34035,5.53,41.27,0.44,9.09,12.73,11.42,11.53,313938,46.34,11.85,15.26,0.2,32.17,41.69,83.93,6422.39,104,0.02,0,0.34,0.29,0.03,0.22,0.27,0.11,0.33,0.22,0.36,0.12,6909375004,3359454869,2.06,331,0,0,0,NA,NA,NA,0,0,0,344,10.6,0.98,309,12.24,0.93,342,12.24,0.97,305,11.84,0.87,345,10.4,0.98,226,28.33,0.65,NA,6700,4700,1600,900,5200,200,200,6100,67,54,13,NA,21,NA,NA,NA,48,NA,87,61,26,NA,33,NA,NA,NA,68,NA,68,51,17,NA,23,NA,NA,NA,44,NA,70,53,17,NA,24,NA,10,NA,48,NA,67,47,20,NA,17,NA,NA,NA,45,NA,71.8,53.2,18.6,NA,23.6,NA,1.2,NA,50.6,NA,1296,2115,27.3,2.79,10.9,11.3,12.8,13.8,14.6,15.9,18.3,13.68,1,1,1,0,1,1/1/1943,1/1/1990,2/1/2012,,6/18/1996,7/7/2015,7/7/2015,1,1,7/1/2016,7/1/2016,,1,1,0,2223706647,2282099900,890604900,734972600,611344700,45177700,1,0,0,0,0,0,1,134631,44877,134631,269262,0,693798,0,0,134631,738675,134631,269262
040US16,G16,16,ID,1687809,1657779,115045,711731,768701,90.49,0.68,1.35,1.41,0.16,5.91,12.39,74,13.87,60.9,15.04,114164,250361,120633,113385,663428,98136,100923,105507,101489,253801,1248633,994832,13.3,9.43,9.24,2.66,23.03,4.7,13.8,26198,26772,6.28,62.24,0.45,8.98,23.21,13.48,11.99,368213,47.9,13.25,13.12,8.33,18.47,30.73,8.61,82644.71,120,0,0,0.37,0.74,0.01,0.17,0.81,0.14,0.29,0.67,0.01,0.25,30419936378,4908907421,6.2,298,248,84,210,16.71,43.32,24.15,0.83,0.28,0.7,249,17.12,0.84,250,16.72,0.84,262,9.59,0.88,244,15.4,0.82,243,16.25,0.82,88,43.05,0.3,2252,11200,7500,3700,2500,8500,200,100,11100,110,79,31,NA,NA,NA,10,NA,85,NA,110,88,22,NA,NA,NA,12,NA,90,NA,99,77,22,NA,NA,NA,NA,NA,90,NA,115,74,41,NA,NA,NA,NA,NA,90,NA,84,60,24,NA,NA,NA,NA,NA,60,NA,103.6,75.6,28,NA,NA,NA,3.8,NA,83,NA,985,1677,49.9,3.71,13.7,14.2,15.2,14.4,21.3,15.1,15.9,16.04,1,1,1,0,1,1/1/1967,1/1/1990,4/1/2008,,4/4/2000,7/1/2018,,0.5,0,7/1/2015,,7/1/2015,1,0,1,2162996139,1985771800,1414507000,571264800,,,1,0,0,0,0,0,0,191931,63977,191931,383862,428508,614081,428508,857016,620439,678058,620439,1240878
040US17,G17,17,IL,12821497,12523597,595185,5347268,6225964,71.67,14.23,0.25,5.39,0.04,8.43,16.96,77,13.44,59.05,14.78,776957,1639302,847578,875317,5154249,835418,871121,868764,780783,1894903,9894936,8000033,10.9,11.11,6.03,2.43,20.26,6.6,13.1,31597,34463,11.71,78.12,0.48,9.32,19.13,13.59,10.76,2746439,44.11,13.83,9.67,2.46,26.47,33.97,96.32,55513.73,1288,0.02,0,0.48,0.78,0.12,0.36,0.82,0.08,0.46,0.85,0.03,0.19,5072662067,1429030796,3.55,3123,2929,2488,2822,7.97,19.64,10.29,0.94,0.8,0.9,2861,10.48,0.92,2980,9.63,0.95,3090,3.65,0.99,2941,9.33,0.94,3005,7.46,0.96,2550,17.71,0.82,10233,54900,35100,16700,16600,33000,2100,19300,32500,349,236,113,NA,NA,79,24,20,280,34,364,259,105,NA,NA,98,29,NA,298,38,399,281,118,NA,NA,92,32,19,318,50,354,259,95,NA,NA,108,40,NA,300,20,288,199,89,NA,NA,90,22,NA,242,20,350.8,246.8,104,NA,NA,93.4,29.4,7.2,287.6,32.4,10167,17182,40.2,3.03,13.1,14.1,18.9,21.6,25.6,21.9,28.1,20.42,1,1,1,0,1,1/1/1961,1/1/1990,12/1/2009,,4/1/2000,6/1/2012,,1,0,1/1/2010,1/1/2010,,1,1,0,18589281649,22315492600,8592722500,8288756400,4403251600,1030762100,1,0,0,0,0,0,1,1227459,409153,1227459,2454918,2179767,7527125,2179767,4359534,3407226,7936278,3407226,6814452
040US18,G18,18,IN,6637426,6449747,390220,2870670,3164414,83.59,9.33,0.22,2.18,0.04,4.62,6.78,76,14.1,59,15.01,418299,883260,458348,477704,2614698,419401,445154,448932,411619,996063,5063133,4067070,13.8,11.42,7.71,2.78,20.83,5.4,14.1,28562,28461,14.76,95.37,0.45,9.11,27,13.81,11.09,1598278,50.51,16.29,11.04,4.85,24.92,31.05,80.13,35825.99,913,0.03,0,0.51,0.85,0.07,0.36,0.86,0.08,0.5,0.86,0.03,0.27,3026849803,1017717910,2.97,1511,1422,843,1367,9.72,31.06,12.57,0.94,0.56,0.9,1320,13.69,0.87,1443,11.14,0.96,1503,5.34,0.99,1466,10.17,0.97,1458,9.59,0.96,973,25.56,0.64,10632,40200,26200,13200,14600,24000,800,8000,31500,264,192,72,NA,NA,42,NA,22,209,NA,263,193,70,NA,NA,49,12,13,229,NA,270,198,72,NA,NA,52,NA,NA,235,NA,295,208,87,NA,NA,48,13,25,249,NA,269,189,80,NA,NA,54,NA,NA,232,NA,272.2,196,76.2,NA,NA,49,4.4,11.6,230.8,NA,4389,7969,56.9,3.26,18.2,19.5,24,29.4,9.6,26.6,36.7,21.82,1,1,1,1,1,12/31/1987,1/1/1990,7/1/2007,7/1/2014,1/1/1994,3/26/2014,7/1/2016,1,1,5/1/2015,5/1/2015,,1,1,0,12497966677,12791473100,6101336100,3197243000,3043033400,449860700,1,0,0,0,1,0,0,670386,223462,670386,1340772,1288020,2104036,1288020,2576040,1958406,2327498,1958406,3916812
040US19,G19,19,IA,3132499,3032415,188867,1386722,1609481,90.28,3.51,0.37,2.4,0.1,3.35,5.85,77,14.16,57.96,16.39,197430,410184,214740,228772,1208062,186082,203506,213388,200535,513312,2402467,1889155,11.6,8.01,7.87,2.64,21.51,3.9,11.7,30824,31085,7.86,39.23,0.44,10.02,25.91,14.38,11.69,767333,47.68,15,9.37,3.73,24.69,28.86,24.83,55853.77,172,0,0,0.45,0.86,0.03,0.31,0.88,0.07,0.45,0.83,0.02,0.19,3777774205,1469882899,2.57,825,579,268,462,20.16,51.85,29.25,0.7,0.32,0.56,542,25.74,0.66,771,12.18,0.93,813,6.33,0.99,676,15.7,0.82,698,14.11,0.85,265,49.93,0.32,3028,12600,8300,3600,3000,8600,300,1600,10300,144,101,43,NA,NA,NA,NA,12,118,NA,112,82,30,NA,NA,NA,NA,NA,79,NA,125,89,36,NA,NA,11,NA,NA,100,NA,109,80,29,NA,NA,NA,NA,NA,95,NA,122,91,31,NA,NA,16,NA,NA,106,NA,122.4,88.6,33.8,NA,NA,4.8,NA,1.6,99.6,NA,2260,3124,40.2,3.18,8.8,10.3,10.6,11.5,12.4,11.5,14.3,11.26,1,1,1,0,1,5/31/2006,5/1/2006,3/1/2009,,5/31/2006,7/1/2018,,0.5,0,6/1/2016,6/1/2016,,1,1,0,5268433098,5005002500,2318971200,1640684800,961083900,84262600,0,0,0,0,0,1,0,286545,95515,286545,573090,445464,988953,445464,890928,732009,1084468,732009,1464018
040US20,G20,20,KS,2908776,2828708,181453,1266378,1428660,84.59,5.84,0.83,2.87,0.07,5.8,11.71,75,14.36,60.08,15.05,194202,402193,200544,217162,1151317,169015,184222,192663,177387,437777,2193231,1755454,13,9.27,8.34,2.5,20.39,4.4,12.4,30095,30757,8.33,41.11,0.46,10.69,22.97,14.01,10.72,658949,46.12,14.5,11.2,4.42,22.38,33.68,15.49,81758.82,659,0.01,0,0.27,0.77,0.03,0.19,0.82,0.12,0.33,0.72,0.01,0.19,1428561400,2028044622,0.7,770,590,386,556,18.46,36.73,23.9,0.77,0.5,0.72,607,18.79,0.79,715,10.35,0.93,744,5.59,0.97,659,14.25,0.86,648,14.33,0.84,393,33.75,0.51,3131,14600,9500,4400,3700,9900,300,2000,12000,115,77,38,NA,NA,10,NA,11,89,NA,126,88,38,NA,NA,18,NA,NA,101,NA,141,96,45,NA,NA,15,NA,NA,114,NA,148,107,41,NA,NA,13,11,NA,126,NA,141,100,41,NA,NA,17,NA,NA,121,NA,134.2,93.6,40.6,NA,NA,14.6,1.4,1.4,110.2,NA,2042,3157,59.8,3.43,11.7,11.8,11.1,11.8,30.9,14.3,17.4,15.98,1,1,1,0,1,7/1/2008,7/1/2008,4/1/2011,,7/1/2008,,,0,0,7/1/2017,7/1/2017,,0.5,0.5,0,3620593018,3470336900,1905097100,1565239900,,,0,0,0,0,0,1,0,323604,107868,323604,647208,697572,1108566,697572,1395144,1021176,1216434,1021176,2042352
040US21,G21,21,KY,4440204,4309065,273675,1974406,1959442,87.08,7.98,0.22,1.41,0.06,3.24,3.58,77,13.45,57.77,15.57,274440,564733,290396,306631,1726143,287568,306536,309964,279311,691509,3428185,2736676,17.4,14.3,8.02,2.75,20,6.1,17.9,25702,26948,10.88,53.37,0.48,9.52,23.58,14.23,11.93,991654,50.61,17.89,12.45,12,25.59,33.03,50,39490.15,602,0.02,0,0.41,0.87,0.07,0.36,0.87,0.04,0.46,0.8,0.01,0.2,3651406797,871682842.9,4.19,1115,1039,678,938,10.31,27.86,15.41,0.93,0.61,0.84,1028,12.45,0.92,1016,14.2,0.91,1094,6.7,0.98,1051,12.13,0.94,1067,10.12,0.96,668,28.45,0.6,9931,42500,28800,15000,18200,25000,700,5000,38900,239,172,67,NA,NA,24,NA,36,161,NA,250,174,76,NA,NA,20,NA,20,198,NA,270,182,88,NA,NA,21,NA,39,203,NA,269,184,85,NA,NA,28,NA,45,193,NA,306,215,91,NA,NA,35,NA,45,238,NA,266.8,185.4,81.4,NA,NA,25.6,NA,37,198.6,NA,2878,5368,68.2,3.44,24.7,29.9,33.5,37.2,25.4,32.5,49.2,31.7,1,1,1,1,1,7/15/1998,7/1/1998,7/1/1999,7/20/2012,7/15/1998,3/25/2015,,1,0,7/1/2013,7/1/2013,,1,1,0,10246350395,10192341600,5067931400,2045343300,2901052000,178014900,1,0,0,0,0,0,0,726039,242013,726039,1452078,913584,977663,913584,1827168,1639623,1219676,1639623,3279246
040US22,G22,22,LA,4663616,4534221,250497,2045554,2031115,62.21,32.23,0.56,1.71,0.03,3.26,5.04,76,13.53,60.08,14.51,309339,615510,301500,329326,1876915,281619,305087,310932,287507,676707,3555142,2878435,15,15.19,7.08,2.56,19.99,6.9,19.4,25737,27027,10.84,50.2,0.49,9.26,20.89,14.33,11.58,1011686,49.81,20.84,15.13,13.12,26.13,34.73,47.35,43203.7,277,0.01,0,0.42,0.49,0.45,0.37,0.6,0.06,0.53,0.58,0.02,0.16,6175933958,1910198658,3.23,1148,1049,686,913,10.28,32.94,18.38,0.91,0.6,0.8,1062,10.35,0.93,1086,10.37,0.95,1105,5.66,0.96,1017,13.29,0.89,990,14.53,0.86,686,32.94,0.6,7024,50000,35400,17200,14500,36400,1700,24300,28300,309,220,89,NA,NA,144,NA,24,248,11,400,284,116,NA,NA,171,NA,29,322,13,396,296,100,NA,NA,164,10,32,331,NA,383,263,120,NA,NA,154,NA,20,327,NA,382,279,103,NA,NA,166,NA,12,328,15,374,268.4,105.6,NA,NA,159.8,1.2,23.4,311.2,7.4,2958,6077,68.3,3.39,16.9,19,21.8,24.5,27.9,28.3,42.7,24.3,1,1,1,0,1,7/1/2006,7/1/2006,1/1/2009,,7/1/2006,8/1/2014,,1,0,9/1/2015,9/1/2015,,1,1,0,11832706272,10648405300,5087538500,2879179700,2527183400,154503700,1,0,0,0,0,0,0,728616,242872,728616,1457232,1443519,2166712,1443519,2887038,2172135,2409584,2172135,4344270
040US23,G23,23,ME,1332813,1296802,107091,739077,665188,94.48,1.34,0.62,1.12,0.02,2.41,1.61,81,11.79,50.53,19.45,64437,143379,79747,77353,465663,89226,101508,108271,101153,259176,1078152,818976,15.9,7.69,9.95,3.42,22.32,4.6,12.5,28070,31253,9.54,49.56,0.45,10.58,19.07,17.16,13.21,312792,47.02,13.66,24.64,8.3,30.39,27.8,23.96,30844.57,55,0,0,0.48,0.91,0.03,0.34,0.92,0.03,0.48,0.92,0.02,0.22,16442784025,5294099446,3.11,358,320,125,227,14.49,46.96,29.4,0.89,0.35,0.63,289,17.01,0.81,280,23.3,0.79,326,14.38,0.91,296,20.09,0.83,303,18.58,0.85,167,39.97,0.47,2004,7000,5000,1800,2600,4100,100,100,6700,52,41,11,NA,NA,NA,NA,NA,35,NA,59,47,12,NA,NA,NA,NA,NA,35,NA,57,51,NA,NA,NA,NA,NA,NA,37,NA,40,29,11,NA,NA,NA,NA,NA,14,NA,32,29,NA,NA,NA,NA,NA,NA,NA,NA,48,39.4,6.4,NA,NA,NA,NA,NA,24,NA,1434,2039,40.3,3.01,16.8,21.2,28.7,34.4,37.2,29.9,39.7,30.28,1,1,1,0,1,6/23/2003,1/1/2004,1/1/2005,,9/13/2003,,,0,0,5/1/2014,11/1/2015,,1,1,0,2941220236,2774730800,1787971900,986758900,,,1,0,0,0,0,0,1,271104,90368,271104,542208,293139,387204,293139,586278,564243,477572,564243,1128486
040US24,G24,24,MD,6003435,5862883,372462,2437740,3051333,56.19,29.78,0.26,6.23,0.05,7.48,9.81,78,12.89,58.02,14.58,366174,748555,384501,389347,2368200,411253,440672,421695,371549,875337,4659258,3783921,10.9,9.96,8.04,2.97,22.1,5.6,9.4,38749,40517,8.94,85.45,0.45,9.93,12.35,13.87,9.55,1190162,39,10.69,10.06,1.42,26.36,33.23,251.03,9710.85,1095,0.11,0,0.42,0.57,0.3,0.37,0.63,0.11,0.4,0.66,0.06,0.19,5332753373,1109326654,4.81,1406,1392,1314,1386,4.75,12.85,8.12,0.99,0.93,0.99,1338,11.32,0.95,1364,11.12,0.98,1399,3.49,1,1380,8.43,0.98,1384,7.37,0.98,1334,11.84,0.95,4775,40600,27400,13000,10600,28600,1200,21900,18500,299,203,96,NA,10,152,NA,23,238,17,335,235,100,NA,NA,184,NA,13,292,NA,366,280,86,NA,NA,220,NA,14,322,NA,327,242,85,NA,NA,169,NA,25,269,13,340,258,82,NA,NA,178,NA,27,277,15,333.4,243.6,89.8,NA,1.2,180.6,NA,20.4,279.6,8.6,5191,10488,39.5,3.43,17.4,20.9,33.2,36.3,32.8,38.2,44.6,32.28,1,1,1,0,1,5/10/2011,10/1/2011,12/1/2013,,10/1/2011,10/1/2009,10/1/2015,1,1,10/1/2013,10/1/2015,,1,1,0,11808141383,11510733800,4436728700,4374220100,2544578800,155206200,1,0,0,0,0,0,1,1639605,546535,1639605,3279210,1313001,3301963,1313001,2626002,2952606,3848498,2952606,5905212
040US25,G25,25,MA,6830193,6579553,315859,2882739,3570257,78.48,7.48,0.21,6.48,0.03,7.32,11.55,80,13.94,56.8,15.79,362681,766847,459381,492489,2750218,460384,496392,481780,433667,1078224,5450296,4372072,11.6,9.57,5.8,2.69,24.56,5.4,10.8,35972,41794,9.57,68.72,0.48,11.7,15.56,16.51,10.32,1410862,39.52,10.95,9.74,0.82,29.79,37.7,369.52,7801.21,1430,0.18,0,0.49,0.64,0.14,0.43,0.66,0.18,0.42,0.74,0.08,0.12,4575571460,1515618384,3.02,1478,1475,1398,1454,3.59,11.64,7.57,1,0.95,0.98,1460,8.92,0.99,1449,8.09,0.98,1475,2.65,1,1461,6.78,0.99,1463,6.5,0.99,1443,10.18,0.98,8099,38100,26800,10800,13600,23000,800,5300,32400,275,199,76,NA,11,39,26,19,224,10,303,217,86,NA,NA,21,35,35,231,14,317,229,88,NA,NA,48,50,39,248,NA,261,187,74,NA,NA,32,39,15,214,NA,267,191,76,NA,NA,44,41,16,215,NA,284.6,204.6,80,NA,1.4,36.8,38.2,24.8,226.4,4.2,6848,13731,33.3,3.56,19,25.7,33,31.8,26.6,32.1,33.9,29.84,1,1,1,1,1,1/1/1992,12/1/1992,1/1/2011,7/1/2014,1/1/1994,8/2/2012,,1,0,9/1/2012,7/1/2014,,1,1,0,17622935900,17407502400,7648074800,7621002500,1896927000,241498200,1,0,1,0,1,0,1,2568345,856115,2568345,5136690,0,3026686,0,0,2568345,3882801,2568345,5136690
040US26,G26,26,MI,9957488,9728101,564783,4580939,4598487,78.52,13.81,0.53,3.06,0.03,4.05,5,78,13.92,56.25,16.28,572374,1226636,669114,717149,3802412,646308,698963,722076,667775,1620944,7761390,6140446,14.3,9.47,7.28,2.75,20.66,6.5,15,28178,30336,15.31,87.62,0.47,8.53,25.75,14.89,10.97,2204163,47.93,14.69,14.66,5.28,28.54,28.97,80.93,56602.68,1302,0.02,0,0.49,0.79,0.12,0.29,0.85,0.06,0.45,0.86,0.03,0.14,26110560734,1816027545,14.38,2813,2614,1980,2446,9.83,25.44,15.86,0.93,0.7,0.87,2495,14.33,0.89,2540,13.52,0.92,2731,5.58,0.97,2544,12.68,0.9,2546,12.16,0.91,2037,24.42,0.73,15268,69100,46000,22900,19600,47600,1700,24900,44100,516,387,129,NA,NA,178,23,19,447,34,511,361,150,NA,NA,172,23,34,439,27,512,363,149,NA,NA,160,24,20,431,40,415,283,132,NA,NA,124,20,14,364,NA,368,256,112,NA,NA,115,17,NA,328,11,464.4,330,134.4,NA,NA,149.8,21.4,17.2,401.8,22.2,7934,13119,54.4,3.31,18,20.4,24.4,27.8,11.5,24.4,28.6,21.7,1,1,1,0,1,1/1/1988,1/1/1990,1/1/2003,,1/3/2002,1/4/2017,,1,0,11/1/2014,4/1/2017,,1,0.75,0,18357881940,16413947500,8119737900,4415242500,3573748200,305218900,0,0,1,0,0,0,1,1420932,473644,1420932,2841864,1852605,3055552,1852605,3705210,3273537,3529196,3273537,6547074
040US27,G27,27,MN,5527358,5394498,310097,2420473,2931458,83.33,6.19,1.07,4.75,0.04,4.62,5.3,77,13,58.51,15.02,351740,725424,356498,361934,2156944,345274,380440,393455,343969,830112,4235751,3405639,10.8,7.03,7.32,2.65,22.91,3.9,10.1,34446,36245,9.29,63.59,0.45,9,22.13,16.24,11.03,1284453,43.82,11.63,10.44,3.34,26.08,28.44,30.4,79625.07,995,0.01,0,0.42,0.85,0.04,0.3,0.85,0.07,0.41,0.82,0.03,0.05,22287826772,2505976540,8.89,1338,1138,799,989,13.05,31.47,22.62,0.85,0.6,0.74,824,34.81,0.62,1216,13.32,0.91,1287,6.22,0.96,1151,13.83,0.86,1159,12.88,0.87,807,31.78,0.6,5308,24300,16700,6800,5500,17400,600,6700,16900,229,161,68,15,11,36,NA,12,190,NA,245,161,84,13,NA,43,10,10,208,NA,234,184,50,16,NA,35,12,12,197,NA,240,176,64,16,NA,36,15,NA,212,NA,235,167,68,15,12,43,NA,NA,207,NA,236.6,169.8,66.8,15,4,38.6,7,6.4,202.8,NA,4842,7441,30.2,2.92,9.6,10.6,12.5,13.3,10.8,14.2,19,12.28,1,1,1,0,1,7/1/2007,1/1/2009,4/1/2010,,7/1/2007,7/1/2014,,1,0,6/1/2014,6/1/2014,,1,1,0,12767857927,12883636300,5602849400,5472277900,1708089800,100419200,1,0,0,0,0,0,1,1071069,357023,1071069,2142138,1649442,2112958,1649442,3298884,2720511,2469981,2720511,5441022
040US28,G28,28,MS,2988762,2892341,168996,1316108,1228537,58.59,37.67,0.46,0.95,0.02,2.31,3.03,76,14.22,59.59,15.04,188575,407928,212886,212059,1184622,183522,194751,197536,182350,449478,2268454,1818976,16.3,16.08,7.49,2.39,16.52,8.2,20.8,23725,23434,13.98,74.98,0.48,9.75,23.72,14.98,11.66,650010,52.91,24.44,16,15.2,28,31.8,28.05,46924.14,438,0.01,0,0.31,0.47,0.48,0.4,0.52,0.05,0.52,0.47,0.01,0.27,1813837282,1506882006,1.2,664,506,187,326,17.85,56.37,34.9,0.76,0.28,0.49,571,13.51,0.86,590,14.26,0.89,638,7.46,0.96,567,15.18,0.85,462,22.04,0.7,192,56.06,0.29,3289,22900,15200,7800,5700,16600,600,7800,15200,179,130,49,NA,NA,40,NA,19,129,10,171,126,45,NA,NA,42,NA,NA,130,NA,162,111,51,NA,NA,32,NA,12,123,NA,183,127,56,NA,NA,48,NA,11,151,NA,159,113,46,NA,NA,43,NA,10,131,NA,170.8,121.4,49.4,NA,NA,41,NA,10.2,132.8,1.2,1646,3032,64.2,3.65,11.6,12.3,12.1,12.2,27.5,13.6,21.1,15.54,1,1,1,0,1,1/1/2005,6/1/2006,7/1/2008,,6/30/2006,7/1/2015,7/1/2015,1,1,7/1/2015,7/1/2015,,1,1,0,5526832167,5295631600,4011296400,1284335200,,,0,0,0,0,0,1,0,407751,135917,407751,815502,558639,925545,558639,1117278,966390,1061462,966390,1932780
040US29,G29,29,MO,6090062,5915004,413189,2775635,2888094,82.24,11.57,0.44,1.92,0.11,3.72,4.09,77,13.43,57.6,16.12,372932,774218,396819,421255,2360618,374569,413391,425339,387303,981692,4704999,3723307,14.6,10.44,8.82,2.78,20.22,5.1,14.2,28121,29537,9.58,61.91,0.46,9.2,20.28,14.97,11.79,1339991,46.4,15.85,13.67,6.21,23.81,33.15,40.38,68745.48,572,0.01,0,0.4,0.87,0.07,0.3,0.87,0.05,0.44,0.84,0.01,0.15,13221052702,1568884482,8.43,1393,1195,799,1195,13.27,34.64,14.98,0.86,0.57,0.86,1277,12.05,0.92,1213,14.29,0.87,1352,5.72,0.97,1185,14.65,0.85,1246,12.95,0.89,814,33.09,0.58,7414,40300,27100,12700,12900,25900,900,9900,29900,330,246,84,NA,NA,63,11,18,279,NA,314,231,83,NA,NA,60,13,17,255,13,275,203,72,NA,NA,61,NA,10,242,10,258,193,65,NA,NA,54,NA,NA,223,NA,247,176,71,NA,NA,51,NA,14,214,NA,284.8,209.8,75,NA,NA,57.8,4.2,11.6,242.6,4,4234,7956,54.4,3.27,18.2,17.9,23.6,23.4,12.2,26.9,32.1,20.8,0.5,0.5,0,0,0.5,7/1/2017,7/1/2017,,,7/1/2017,8/28/2017,8/28/2017,1,1,9/1/2016,9/1/2016,,1,1,0,10252142000,10451425600,6799087300,3652338300,,,0,0,0,0,0,1,0,822222,274074,822222,1644444,639198,2401509,639198,1278396,1461420,2675583,1461420,2922840
