HEROP_ID,GEOID,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_54,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,ChildrenP,PovP,UnempP,VacantP
050US26089,26089,14007,7221,8148,911,2243,1275,921,6143,1388,723,734,1865,15.68,66.37,13.31,98.22,0.13,0.51,1.27,0.14,0.01,0.24,23.16,28.51,8.28,9.9,30.44
050US26091,26091,89948,33533,52612,7107,15644,8837,7534,40692,8798,4593,3943,9171,18.2,70.53,10.2,96.2,0.84,5.08,0.19,0.32,0,2.44,32.18,31.31,8.45,10.56,10.4
050US26093,26093,100289,33261,58792,7693,19834,10295,7130,49294,9365,3901,3160,7042,17.37,76.6,7.02,98.52,0.48,0.78,0.41,0.26,0.01,0.32,22.72,34.36,4.82,9.73,5.76
050US26095,26095,6659,2438,3805,500,1042,580,484,2760,698,377,370,912,15.98,64.6,13.7,95.99,0.02,0.24,3.81,0.12,0.02,0.05,41.55,29.16,12.63,11.7,10.09
050US26097,26097,10178,4382,5608,751,1563,1024,706,4145,1049,587,555,1528,17,63.46,15.01,90.84,0.05,0.29,8.85,0.13,0,0.13,36.99,29.89,13.03,24.28,16.02
050US26099,26099,694600,236435,433646,46651,117226,69757,64414,332586,78601,37659,28382,53495,19.32,71.47,7.7,97.2,1.32,0.96,0.28,0.8,0.01,0.4,30.85,29.87,4.62,9.89,2.8
050US26101,26101,23019,9901,13019,1469,3546,2159,1729,9477,2342,1335,1270,3580,16.89,62.96,15.55,98.24,0.2,1.37,0.88,0.21,0.01,0.45,37.75,27.89,10.74,15.21,14.25
050US26103,26103,74101,26900,46781,6253,10958,7766,10246,39093,5828,2799,2630,6540,24.31,75.98,8.83,96.58,1.71,0.66,0.83,0.42,0.04,0.42,24.37,28.04,9.84,10.13,8.87
050US26105,26105,26365,12026,15068,1912,3967,2340,2068,11053,2576,1484,1444,3929,16.72,64.22,14.9,97.58,0.68,1.4,0.64,0.35,0,0.75,33.9,27.95,12.1,11.72,19.4
050US26107,26107,36961,14642,24981,2311,4729,6064,7307,20981,2634,1448,1508,3350,36.18,75.81,9.06,96.8,2.12,0.55,0.42,0.31,0.01,0.34,30.41,23.35,18.25,10.4,23.96
050US26109,26109,26201,10310,14603,2090,4191,2497,2045,10928,2500,1361,1427,3704,17.34,65.68,14.14,98.57,0.02,0.22,1.17,0.14,0,0.1,32.94,30.13,9.75,10.2,9.96
050US26111,26111,73578,26075,44529,5812,13268,7587,6378,35807,7521,3245,2569,5356,18.98,74.6,7.28,97.64,0.77,1.1,0.26,0.78,0.01,0.53,23.12,32.2,8,9.17,6.05
050US26113,26113,10009,4083,5536,850,1729,970,770,4245,876,542,520,1247,17.38,68.18,12.46,99.16,0.02,0.26,0.34,0.15,0,0.33,40.47,32.23,14.33,15.01,16.07
050US26115,26115,134659,45124,78491,11080,25173,13621,11350,62747,13464,6050,4858,11287,18.54,73.52,8.38,97.3,1.72,1.34,0.19,0.2,0,0.58,36.65,33.33,7.25,11.83,4.46
050US26117,26117,47555,18564,26682,3856,8364,4449,3786,20267,4606,2405,2271,5786,17.32,68.31,12.17,98.6,0.24,1.22,0.34,0.23,0.01,0.6,36.2,31.73,11.99,9.9,10.89
050US26119,26119,7492,5014,4085,524,1119,635,504,2678,738,517,583,1333,15.2,57.67,17.79,99.51,0.01,0.59,0.25,0.09,0.01,0.12,39.87,27.68,20.2,21.9,43.88
050US26121,26121,157589,57694,92288,12487,26149,15842,13917,70561,15783,8360,7386,16863,18.88,69.29,10.7,86,12.17,1.8,0.71,0.24,0.01,0.87,34.73,30.74,12.29,10.93,5.49
050US26123,26123,34917,13834,19330,2743,5983,3443,2412,14466,3465,1929,1761,4570,16.77,66.42,13.09,96.82,1.59,1.95,0.41,0.17,0,1.01,39.42,31.55,13.63,10.72,12.29
050US26125,26125,1011793,371516,632090,67489,163667,91920,88238,480364,113242,55714,41524,89793,17.81,70.32,8.87,93.11,4.74,1.43,0.27,1.15,0.01,0.72,22.16,28.65,5.33,7.43,4.4
050US26127,26127,22002,8346,12161,1806,3848,2247,1559,9336,2140,1120,1035,2717,17.3,68.13,12.35,95,0.19,5.14,1,0.15,0,3.66,36.36,32.38,13.25,14.17,11.12
050US26129,26129,16436,12793,9147,1176,2613,1518,1142,6447,1589,1023,1081,2507,16.18,62.28,15.25,99.4,0.05,0.32,0.38,0.1,0,0.07,42.52,29.09,18.39,16.77,53.57
050US26131,26131,9861,4055,5314,626,1686,899,530,3827,1019,517,614,1572,14.49,62.26,15.94,99.11,0.03,0.16,0.63,0.16,0,0.07,35.36,30.17,12.64,11.73,13.09
050US26133,26133,18928,8328,10416,1486,3351,1815,1354,7883,1783,980,949,2496,16.74,67.2,13.19,99.19,0.09,0.56,0.41,0.18,0.01,0.13,38.26,31.78,14.12,13.36,21.25
050US26135,26135,6858,4695,3722,462,1016,628,449,2563,680,434,491,1212,15.7,58.92,17.67,99.4,0.01,0.15,0.44,0.03,0,0.12,40.69,28.05,15.36,16.08,46.39
050US26137,26137,14993,6154,8452,1252,2710,1439,1111,6594,1446,698,659,1634,17.01,70.41,10.9,99.31,0.04,0.33,0.19,0.37,0,0.09,29.1,32.73,9.4,10.41,20.04
050US26139,26139,157174,52817,93396,13155,27370,16612,15030,76201,14401,6677,5663,13707,20.13,74.27,8.72,97.21,0.4,3.19,0.27,0.43,0.01,1.68,30.86,31.86,6.05,5.91,4.48
050US26141,26141,14267,5822,7876,1062,2269,1371,975,5599,1522,842,830,2143,16.44,62.59,15.02,99.37,0.04,0.27,0.28,0.21,0,0.1,43.05,29.78,16.46,16.74,13.98
050US26143,26143,16374,12948,9194,959,2099,1432,991,5785,1599,1283,1465,3184,14.8,54.01,19.45,99.49,0,0.39,0.31,0.09,0,0.11,37.14,24.4,12.91,17.33,49.65
050US26145,26145,228059,79436,132792,18272,41553,22999,20730,105879,22126,10440,8789,21000,19.17,72.66,9.21,80.01,15.72,5.42,0.4,0.35,0.01,3.52,34.24,32.56,11.67,13.61,4.18
050US26147,26147,138802,50221,79811,10646,24712,13945,11485,62212,13575,6875,5972,14810,18.32,70.29,10.67,96.62,2.02,1.49,0.4,0.21,0.01,0.74,34.96,31.83,9.68,13.12,5.8
050US26149,26149,56083,21248,32200,4680,9424,5016,4552,24516,5515,2752,2498,6698,17.06,68.86,11.94,96.74,2.42,0.69,0.25,0.29,0,0.28,34.3,30.64,9.67,9.25,6.84
050US26151,26151,40789,15679,22369,3161,6946,3992,3112,16795,3914,2109,2189,5675,17.42,65.95,13.91,98.36,0.04,2.11,0.23,0.12,0,1.25,39.18,31.25,11.61,13.71,10.97
050US26153,26153,8575,3676,4725,632,1366,790,592,3383,878,512,484,1320,16.12,62.75,15.39,95.66,0.03,0.23,4.09,0.15,0,0.06,41.25,29.5,13.8,16.97,17.17
050US26155,26155,71140,24398,40962,5995,13447,7084,5837,32961,6777,3171,2611,6178,18.16,73.66,8.68,98.78,0.09,1.15,0.45,0.2,0.01,0.47,32.38,33.74,7.9,11.5,4.26
050US26157,26157,56961,19461,32442,4512,10778,5748,4599,26001,5269,2581,2334,5486,18.17,72.49,9.63,98.03,0.57,1.77,0.32,0.2,0.01,0.88,37.35,33.41,9.74,13.94,6.02
050US26159,26159,66814,25468,37536,5409,11799,6109,5067,29011,6398,3158,2907,8132,16.73,69.18,12.17,90.11,7.54,2.24,0.7,0.17,0.01,1.47,37.91,31.65,13.51,10.94,9.22
050US26161,26161,264748,97397,183707,17237,35303,27622,43315,157247,21196,9579,7333,16853,26.79,79.24,6.37,85.78,10.7,1.53,0.27,2.11,0.01,1.13,19.08,24.24,10.96,6.75,4.58
050US26163,26163,2337891,874718,1407619,171398,384638,211408,220509,1051525,242170,132936,110561,244663,18.47,68.76,10.47,62.36,35.5,1.98,0.29,0.63,0.02,1.2,38.58,29.33,14.26,14.32,5.78
050US26165,26165,25102,10682,14127,1963,4169,2329,1963,10620,2473,1331,1239,3307,17.1,66.74,13.17,99.22,0.05,0.53,0.34,0.19,0,0.21,37.44,30.55,12.44,14.64,15.91
050US27001,27001,13404,7026,7074,929,1967,1196,800,4985,1248,766,904,2605,14.89,58.8,19.43,98.65,0.09,0.34,0.95,0.14,0.01,0.16,38.46,27.79,18.16,15.1,28.74
050US27003,27003,195998,62495,118280,17389,39076,20746,17284,102858,17571,6393,4514,8197,19.4,81.29,4.18,98.11,0.19,0.65,0.57,0.75,0.01,0.36,19.91,35.47,4.59,4.55,2.85
050US27005,27005,29336,11698,15775,2370,5057,2884,2181,12183,2670,1330,1446,4280,17.27,66.85,14.59,93.7,0.03,0.43,5.86,0.15,0,0.25,39.88,31.64,15.97,10.61,13.56
050US27007,27007,30982,11005,18574,2479,4721,3836,3997,15409,2581,1235,1168,3389,25.28,72.97,10.94,86.62,0.12,0.42,12.64,0.16,0,0.45,34.41,29.11,19.58,10.44,8.92
050US27009,27009,25187,8654,14172,2458,4247,2456,2633,11879,1946,975,912,2770,20.2,73.78,11,99.16,0.14,0.44,0.22,0.24,0,0.24,33.64,32.74,11.26,5.04,4.38
050US27011,27011,7716,3177,4021,530,1130,689,492,2799,777,469,429,1582,15.31,57.79,20.5,99.09,0,0.36,0.22,0.38,0,0.31,38.01,27.38,15.52,7.57,9.57
050US27013,27013,52314,19139,33315,3871,6580,6211,8169,27233,4297,2220,2088,6025,27.49,72.03,11.52,98.38,0.4,0.66,0.17,0.56,0.01,0.5,24.98,24.8,12.97,5.04,5.89
050US27015,27015,28645,10458,15958,2127,4350,2997,2650,12166,2722,1387,1420,4473,19.71,65.08,15.62,99.5,0.01,0.25,0.09,0.32,0,0.07,38.54,28.68,10.45,5.02,4.49
050US27017,27017,29936,10941,16854,2305,5023,2888,2180,12761,3080,1562,1401,3804,16.93,67.11,12.71,96.94,0.1,0.23,2.73,0.16,0,0.07,33.31,30.99,8.82,10.89,7.61
050US27019,27019,37046,12550,21786,3206,6439,3830,3534,18062,3468,1436,1139,3296,19.88,74.79,8.9,99.29,0.12,0.34,0.18,0.28,0,0.13,26.97,32.29,5.99,3.34,4.29
050US27021,27021,21050,9648,11041,1532,3228,1936,1091,7744,2022,1208,1395,3921,14.38,59.4,18.63,90.52,0.07,0.5,9,0.19,0,0.21,37.04,28.92,19.77,13.28,22.84
050US27023,27023,14941,6021,8070,1228,2130,1303,1064,5859,1437,876,748,2663,15.84,61.69,17.82,98.87,0.02,0.61,0.17,0.47,0.02,0.46,37.81,28.16,13.53,6.12,7.27
050US27025,27025,25717,8743,13995,2259,4722,2466,1841,11328,2184,1105,1021,3098,16.75,71.19,12.05,99.16,0.11,0.35,0.3,0.22,0.01,0.21,31.74,33.53,7.27,5.71,4.53
050US27027,27027,49327,17589,31651,3503,6663,6537,7824,26036,4325,1993,1860,4947,29.11,73.39,10.03,98.23,0.3,0.98,0.41,0.34,0.01,0.72,26.99,25.81,11.02,6.74,7.9
050US27029,27029,8761,3430,4448,722,1470,871,586,3413,774,408,453,1521,16.63,63.98,17.36,92.65,0.02,0.18,7.16,0.08,0,0.09,47.46,31.87,22.13,17.15,13.12
050US27031,27031,4092,2093,2409,260,596,335,274,1776,407,221,223,609,14.88,64.32,14.88,92.38,0.27,0.15,6.79,0.22,0,0.34,23.64,26.25,11.42,11.69,24.37
050US27033,27033,14854,5799,7803,1179,2279,1217,1006,5632,1437,789,760,2778,14.97,61.2,18.7,99.54,0.05,0.28,0.08,0.22,0.02,0.09,36.17,28.77,13.57,4.23,5.57
050US27035,27035,41722,17773,23067,3188,6470,3985,2862,17101,3909,2195,2348,6511,16.41,64.14,15.61,98.98,0.12,0.29,0.46,0.33,0.01,0.1,35,29.11,15.48,11.69,14.64
050US27037,27037,194279,66790,116829,16762,36833,19137,16951,99860,17096,6862,5340,11526,18.58,78.99,5.93,97.83,0.6,0.96,0.23,0.79,0.01,0.55,16.37,33.93,4.3,3.94,4.05
050US27039,27039,14773,5407,8084,1395,2512,1396,1089,6408,1288,665,625,1880,16.82,69.82,12.73,99.41,0.07,0.61,0.15,0.24,0,0.14,31.4,32.55,10.41,5,7.62
050US27041,27041,27839,10797,15534,2178,4141,2874,2365,11769,2490,1396,1436,4429,18.82,64.97,15.91,99.33,0.01,0.26,0.16,0.32,0,0.17,37.16,28.29,15.58,6.1,7.47
050US27043,27043,19714,7901,10677,1480,2790,1749,1442,7608,2002,1083,1158,3593,16.19,60.25,18.23,98.75,0.02,1.41,0.04,0.31,0,0.88,35.75,27.61,11.91,7.4,6.62
050US27045,27045,21930,8378,11595,1643,3401,1969,1408,8333,2160,1194,1212,3987,15.4,61,18.18,99.4,0.05,0.3,0.12,0.2,0,0.23,38.7,28.95,16.46,5.41,6.56
050US27047,27047,36329,13773,20529,2686,5514,3314,2775,15048,3658,2054,1898,5471,16.76,63.99,15.06,98.59,0.01,2.62,0.1,0.21,0,1.1,34.9,28.43,9.1,6.13,3.99
050US27049,27049,38749,14236,21098,2936,6068,3837,2802,16493,3600,1810,1738,6104,17.13,65.8,15.75,98.87,0.11,0.33,0.48,0.38,0.01,0.14,34.28,29.8,8.07,4.58,4.27
050US27051,27051,7171,2950,3707,506,1008,615,425,2588,705,394,435,1535,14.5,57.2,21.41,99.62,0,0.35,0.11,0.22,0,0.04,40.87,26.9,14.56,6.11,10.03
050US27053,27053,941411,379144,606032,59771,125730,82803,102328,476849,91911,46813,38275,102062,19.67,70.36,10.84,93.52,3.5,0.85,1.11,1.03,0.01,0.82,18.29,24.78,7.47,3.67,3.59
050US27055,27055,18382,6653,10068,1443,3023,1734,1392,7630,1815,911,843,2717,17.01,65.8,14.78,99.47,0.04,0.25,0.14,0.15,0,0.2,35.74,30.45,11.2,6.92,4.76
050US27057,27057,14098,5776,7544,1083,2234,1327,870,5594,1397,712,772,2306,15.58,63.21,16.36,97.75,0.06,0.31,1.76,0.33,0.03,0.07,35.86,30.13,19,14.49,12.97
050US27059,27059,23600,7840,12990,2008,4537,2332,1724,10881,1997,845,784,2548,17.19,73.84,10.8,99.08,0.19,0.47,0.32,0.25,0,0.16,34.95,34.16,7.83,6.44,4.3
050US27061,27061,43069,16668,24282,3658,7153,4033,3223,18458,4085,2195,2194,5326,16.85,67.96,12.37,96.99,0.07,0.34,2.52,0.21,0,0.21,29.97,31.25,10.61,14.63,10.19
050US27063,27063,13690,5369,7677,1009,2038,1267,1184,5516,1417,739,750,2221,17.9,62.55,16.22,99.53,0.02,0.24,0.04,0.23,0,0.18,35.61,27.7,16.28,3.94,7.1
050US27065,27065,12161,4554,6543,1005,2117,1183,854,4995,1149,572,615,1708,16.75,66.75,14.04,99.21,0.06,0.37,0.14,0.42,0,0.17,41.27,32.15,14.79,8.58,6.68
050US27067,27067,36763,13686,21352,2928,5434,3747,3533,16511,3311,1714,1784,5081,19.8,67.66,13.82,99.01,0.07,0.56,0.17,0.38,0,0.38,34.38,28.1,11.09,6.05,5.95
050US27069,27069,6672,2857,3582,498,985,510,450,2516,675,343,391,1264,14.39,59.94,18.94,99.52,0,0.61,0.09,0.1,0,0.28,38.12,27.37,12.91,10.03,13.02
050US27071,27071,17571,6684,10058,1408,2962,1740,1312,7612,1789,900,854,2046,17.37,68.19,11.64,97.45,0.07,0.26,2.03,0.2,0.02,0.23,34.53,31.11,12.18,14.63,8.27
050US27073,27073,10592,4270,5661,769,1520,879,754,3922,1076,659,602,2044,15.42,58.64,19.3,99.5,0.04,0.21,0.16,0.29,0,0.01,41.44,27.26,15.98,5.25,9.02
050US27075,27075,13043,5001,7781,1017,1961,1232,1032,5770,1552,675,602,1466,17.36,67.07,11.24,99.12,0.15,0.38,0.34,0.3,0,0.1,27.14,29.1,4.36,16.57,8.46
050US27077,27077,3764,2003,2059,257,588,349,239,1492,362,237,208,620,15.62,62.09,16.47,99.34,0.05,0.19,0.24,0.24,0,0.13,39.9,28.83,16.98,5.9,30.65
050US27079,27079,23434,8524,12576,1945,4025,2266,1745,9809,2081,1084,1100,3390,17.12,67.33,14.47,99.45,0.03,0.37,0.15,0.26,0,0.12,33.52,31.87,9.17,6.42,5.76
050US27081,27081,8207,3247,4208,630,1270,771,477,2982,798,459,493,1575,15.21,59.49,19.19,99.59,0.01,0.13,0.23,0.13,0,0.04,43.19,29.54,22.06,4.44,9.82
050US27083,27083,25207,9193,14540,2023,3826,2707,2843,11522,2126,1178,1150,3382,22.02,68.91,13.42,98.86,0.1,0.5,0.19,0.51,0.01,0.32,35.12,28.9,12.13,5.14,5.59
050US27085,27085,29657,10889,16513,2417,4905,2660,2298,12690,2729,1387,1374,4155,16.72,67.48,14.01,99.22,0.06,0.59,0.12,0.35,0.01,0.24,36.69,30.31,8.79,5.2,4.71
050US27087,27087,5535,1939,2720,468,1070,575,342,2052,502,296,278,869,16.57,64.86,15.7,81.46,0.02,0.49,18.12,0.14,0.02,0.23,48.47,35.16,23.97,12.63,8.1
050US27089,27089,13027,5113,6901,1124,2191,1228,847,5137,1226,700,696,1953,15.93,64.88,14.99,99.6,0.02,0.39,0.18,0.09,0,0.1,43.52,32.03,16.16,11.06,12.71
050US27091,27091,24687,9752,13738,1837,3615,2115,1969,10041,2414,1327,1310,4143,16.54,62.76,16.78,99.35,0.04,0.32,0.06,0.41,0,0.14,35.37,27.57,9.59,4.55,4.42
050US27093,27093,20594,7668,10983,1711,3326,1913,1416,8164,1964,1053,1064,3312,16.16,64.1,16.08,99.2,0.04,0.84,0.09,0.19,0,0.48,37.98,30.59,13.56,5.31,6.39
050US27095,27095,18430,6973,9656,1567,2987,1835,1236,7433,1625,869,905,3044,16.66,65.04,16.52,96.76,0.11,0.39,2.69,0.23,0.01,0.21,42.36,31.09,12.6,7.44,7.77
050US27097,27097,29311,10200,15084,2651,5405,3035,2096,11669,2739,1365,1380,4102,17.51,67.3,13.99,99.54,0.02,0.21,0.18,0.14,0,0.11,45.53,34.54,20.51,9.03,6.81
050US27099,27099,40390,15664,22849,2812,5855,4016,2854,15822,4599,2576,2359,6367,17.01,60.63,15.76,99.27,0.09,0.44,0.06,0.29,0.01,0.27,33.43,27.67,10.02,6.5,4.44
050US27101,27101,11507,4481,6166,924,1856,1115,741,4385,1213,658,660,1811,16.13,62.27,15.74,99.56,0.02,0.13,0.03,0.25,0,0.15,40.23,30.68,17.68,5.87,9.93
050US27103,27103,26929,8939,16498,2139,3992,3347,3297,13708,2329,1034,908,2819,24.67,73.67,10.47,98.92,0.19,0.5,0.19,0.43,0,0.26,26.41,28.27,9.77,4.32,4.02
050US27105,27105,21840,8200,12074,1615,3394,2134,1804,8933,2254,1131,1104,3409,18.03,63.84,15.61,98.82,0.14,0.69,0.24,0.45,0,0.35,39.18,29.11,12.69,4.6,4.73
050US27107,27107,9379,3879,4760,724,1437,765,553,3304,920,552,509,1933,14.05,58.27,20.61,99,0,0.35,0.5,0.33,0.01,0.16,43.9,28.64,15.97,6.49,11.55
050US27109,27109,92006,34278,56252,7185,14570,9036,9508,46697,8293,3671,3016,8574,20.16,74.4,9.32,98.02,0.45,0.58,0.14,1.07,0,0.33,18.29,29.54,6.56,4.05,4.67
050US27111,27111,51937,20742,28206,3675,7636,4787,3665,20321,5239,2766,2973,9327,16.27,60.9,17.96,99.3,0.05,0.27,0.23,0.25,0.01,0.16,41.08,27.73,15.49,7.36,10.57
050US27113,27113,15258,5955,8578,1258,2388,1545,1430,6814,1305,632,658,2203,19.5,68.55,14.44,99.08,0.08,0.46,0.4,0.28,0,0.17,33.6,29.34,11.2,12.31,8.7
050US27115,27115,19871,7927,10724,1651,3224,1903,1424,8131,1858,1006,997,3004,16.74,65.45,15.12,97.13,0.73,0.42,1.37,0.51,0.02,0.24,40.71,30.91,15.28,11.58,13.57
050US27117,27117,11690,4636,6211,896,1734,1169,868,4488,1135,676,603,2158,17.43,60.89,18.46,98.91,0.04,0.32,0.68,0.2,0,0.17,43.1,28.41,19.69,5.05,6.02
050US27119,27119,34844,13672,19263,2656,5484,3633,2945,14622,3260,1736,1726,5360,18.88,65.33,15.38,97.78,0.18,1.61,0.77,0.24,0.01,1.03,37.17,29.33,13.35,8.88,11.1
050US27121,27121,11657,4637,6181,906,1717,989,755,4279,1161,682,695,2217,14.96,59.21,19.02,99.75,0.01,0.14,0.05,0.15,0,0.04,38.63,27.96,17.82,7.39,8.54
050US27123,27123,459784,176851,286040,32044,63910,43728,52339,225637,43169,22405,19293,53326,20.89,69.94,11.6,92.9,3.2,2.02,0.65,1.16,0.02,2.07,22.82,26.19,8.07,4.08,3.59
050US27125,27125,5471,2003,2808,467,980,571,409,2170,490,244,276,844,17.91,66.11,15.43,99.69,0,0.26,0.13,0.15,0,0.04,45.43,33.25,19.62,16.47,9.24
050US27127,27127,19341,7365,10199,1498,3094,1765,1334,7487,1745,1015,1101,3401,16.02,62.45,17.58,98.83,0.01,0.36,0.72,0.25,0,0.19,39.67,29.68,15.43,4.17,7.1
050US27129,27129,20401,7826,10897,1592,3115,1873,1519,7815,2077,1096,1167,3539,16.63,61.38,17.35,99.38,0.02,0.57,0.25,0.13,0.02,0.2,39.66,29.24,12.57,5.37,6.56
050US27131,27131,46087,15053,27680,3461,6947,5976,5783,23139,3734,1801,1693,5312,25.51,72.79,11.53,98.79,0.26,0.49,0.13,0.46,0.01,0.34,31.77,28.41,9.93,5.45,5.16
050US27133,27133,10703,4095,5845,887,1707,937,798,4173,1042,632,607,1655,16.21,63.23,15.46,99.52,0.06,0.19,0.12,0.23,0,0.07,40.46,29.93,14.26,4.1,5.86
050US27135,27135,12574,4733,6747,1074,2148,1133,960,5122,1108,640,600,1882,16.65,66.36,14.97,99.02,0.01,0.17,0.68,0.14,0,0.14,44.4,31.37,15.31,13.44,8.49
050US27137,27137,222229,86592,132048,16123,31940,21673,21780,100677,20974,11333,11156,30026,19.55,66.93,13.51,97.75,0.43,0.35,1.27,0.35,0.01,0.19,27.98,27.07,9.23,8.92,5.9
050US27139,27139,43784,14021,25060,3831,8645,4678,3548,21578,3727,1511,1256,3236,18.79,77.78,7.39,98.81,0.14,0.46,0.44,0.36,0,0.24,25.93,35.37,5.43,4.04,3.71
050US27141,27141,29908,9665,17060,2805,5780,3039,2836,14817,2240,980,846,2440,19.64,78.25,8.16,98.24,0.47,0.45,0.45,0.43,0,0.4,27.05,34.8,8.77,6.22,7.18
050US27143,27143,15448,5625,8291,1245,2436,1435,1110,6032,1623,719,851,2542,16.47,62.88,16.46,99.46,0.02,0.58,0.14,0.16,0,0.22,45.4,29.87,12.47,4.37,5.07
050US27145,27145,108161,33690,64225,8827,17523,14588,14538,54360,9002,4162,3738,10549,26.93,74.62,9.75,99,0.15,0.33,0.18,0.41,0.01,0.25,33.01,30.87,12.39,5.94,4.68
050US27147,27147,30328,11065,17442,2541,4750,2997,2812,13787,2716,1412,1298,3824,19.15,69.5,12.61,99.17,0.04,0.83,0.09,0.39,0,0.31,30.86,29.88,7.93,3.98,4.2
050US27149,27149,11322,4193,6665,863,1566,1372,1420,5184,1065,523,526,1595,24.66,67.24,14.09,98.59,0.46,0.43,0.12,0.52,0,0.31,33.85,27.04,19.18,5.88,7.44
050US27151,27151,12920,5131,6787,1035,2045,1174,917,4863,1211,759,743,2264,16.18,61.48,17.52,99.43,0.02,0.26,0.15,0.28,0,0.12,41.39,29.95,17.33,6.25,8.52
050US27153,27153,24991,9443,12998,2210,4246,2542,1648,9857,2251,1278,1279,3870,16.77,65.28,15.49,99.48,0.03,0.32,0.14,0.22,0.01,0.11,43.81,32.5,20.92,6.84,9.84
050US27155,27155,5542,2277,2847,368,802,536,338,1958,640,325,310,1139,15.77,56.44,20.55,98.09,0.07,0.16,1.41,0.29,0,0.14,42.34,28.08,17.05,5.44,10.5
050US27157,27157,19335,7139,10432,1594,3148,1838,1397,8061,1707,897,956,2972,16.73,66.22,15.37,99.57,0.03,0.28,0.12,0.19,0.01,0.08,36.05,30.67,11.12,4.74,5.52
050US27159,27159,14192,5290,7386,1154,2384,1476,954,5587,1321,703,715,2328,17.12,64.3,16.4,99.14,0.17,0.22,0.4,0.18,0,0.11,42.18,31.55,18.36,7.04,8.83
050US27161,27161,18448,6808,10447,1678,2814,1854,1683,8079,1639,888,858,2492,19.17,68.14,13.51,99.45,0.12,0.76,0.04,0.24,0,0.15,31.79,29.86,9.23,3.96,4.98
050US27163,27163,113571,36566,67477,9516,22313,11818,8583,57700,10546,4022,2910,6564,17.96,78.83,5.78,97.99,0.54,0.92,0.33,0.73,0.01,0.41,17.08,34.81,4.27,4.38,4.04
050US27165,27165,12361,4920,6826,968,1735,1047,937,4829,1328,663,677,2161,16.05,60.93,17.48,98.58,0.01,1.93,0.1,0.26,0.01,1.05,39.81,27.3,11.49,7.79,5.77
050US27167,27167,8454,3233,4598,652,1347,880,672,3420,906,403,411,1315,18.36,64.1,15.55,99.17,0.02,0.13,0.39,0.31,0,0.11,37.94,30.06,10.65,4.93,9.28
050US27169,27169,46256,16410,27885,3230,6475,5749,5884,22579,3898,1958,1872,6244,25.15,69.79,13.5,98.95,0.23,0.42,0.16,0.35,0,0.31,33.87,26.22,11.2,6.74,4.9
050US27171,27171,58681,19438,31816,5749,11319,5756,4580,26765,4576,2182,2054,6036,17.61,74.7,10.29,99.33,0.05,0.29,0.21,0.27,0,0.13,30.91,35.5,6.94,5.46,5.21
050US27173,27173,13653,5377,7436,1048,1900,1429,1054,5383,1355,727,742,2498,18.19,61.02,18.3,98.87,0,0.47,0.7,0.22,0,0.21,39.78,27.24,17.16,6.32,7.18
050US28001,28001,38035,13541,21612,3082,6582,3910,3261,16476,3960,1917,1695,4323,18.85,68.73,11.37,51.35,48.45,0.73,0.03,0.11,0,0.05,43.93,31.81,27.79,8.09,5.43
050US28003,28003,33036,12805,18939,2491,5643,2839,2529,14448,3210,1592,1486,4166,16.25,68.36,12.61,89.18,10.43,0.49,0.06,0.26,0,0.08,50.41,30.06,18.54,6.76,6.76
050US28005,28005,13369,5232,6939,1153,2435,1329,998,5179,1258,679,690,1975,17.41,65.58,14.77,52.33,47.61,0.82,0.01,0.03,0.02,0,54.9,33.32,31.11,6.57,16.57
050US28007,28007,19865,7580,10377,1506,3468,1865,1350,7535,1969,1015,1056,3316,16.18,62.97,16.69,60.67,39.14,0.58,0.12,0.04,0.01,0.03,55.52,31.07,31.29,8.92,9.47
050US28009,28009,8153,2822,4245,726,1490,862,670,3229,780,410,363,1155,18.79,66.79,14.17,61.99,37.94,0.81,0.04,0.01,0,0.02,61.07,33.77,24.41,12.05,8.68
050US28011,28011,45965,14546,23088,4454,9679,5347,4379,19402,3265,1831,1796,5538,21.16,72.96,12.05,36.95,62.15,1.72,0.06,0.35,0.01,0.48,54.2,37.72,40.54,10.17,6.7
050US28013,28013,15664,5958,8522,1176,2703,1428,1238,6340,1475,802,785,2383,17.02,65.24,15.21,74.37,25.46,0.6,0.07,0.07,0.01,0.02,54.67,30.38,23.54,4.69,9.03
050US28015,28015,9776,3548,5173,820,1688,1014,733,3970,877,455,526,1440,17.87,66.26,14.73,54.54,45.26,1.49,0.06,0.02,0,0.11,59.66,32.35,30.11,8.92,9.72
050US28017,28017,17853,6341,9606,1585,3207,1699,1461,7516,1617,796,779,2353,17.7,68.94,13.18,63.76,36.04,0.89,0.08,0.04,0,0.08,52.83,33.01,21.36,5.33,7.41
050US28019,28019,8996,3352,4668,796,1560,910,675,3673,797,397,399,1374,17.62,67.02,15.27,71.67,28.12,0.99,0.01,0.03,0,0.17,55.29,32.84,28.48,5.7,10.59
050US28021,28021,12279,4213,7054,1070,1940,1650,1740,5856,936,477,505,1495,27.61,72.2,12.18,25.03,74.53,0.66,0.01,0.23,0.01,0.2,50.84,30.38,32.88,11.35,15.17
