"","GEOID","total_18_39"
"25484","73762",549
"25485","73763",400
"25486","73764",32
"25487","73766",284
"25488","73768",421
"25489","73771",64
"25490","73772",1253
"25491","73773",527
"25492","73801",4381
"25493","73832",203
"25494","73834",271
"25495","73835",50
"25496","73838",51
"25497","73840",188
"25498","73841",641
"25499","73842",109
"25500","73843",184
"25501","73844",75
"25502","73848",710
"25503","73851",50
"25504","73852",687
"25505","73853",155
"25506","73855",38
"25507","73857",196
"25508","73858",389
"25509","73859",360
"25510","73860",386
"25511","73901",51
"25512","73931",92
"25513","73932",569
"25514","73933",365
"25515","73937",32
"25516","73938",169
"25517","73939",933
"25518","73942",4350
"25519","73944",151
"25520","73945",675
"25521","73946",0
"25522","73947",96
"25523","73949",471
"25524","73950",415
"25525","73951",307
"25526","74001",75
"25527","74002",461
"25528","74003",4151
"25529","74006",7149
"25530","74008",8219
"25531","74010",2662
"25532","74011",7208
"25533","74012",18005
"25534","74014",11131
"25535","74015",2462
"25536","74016",1421
"25537","74017",8093
"25538","74019",5004
"25539","74020",1782
"25540","74021",5366
"25541","74022",422
"25542","74023",3407
"25543","74026",229
"25544","74027",265
"25545","74028",340
"25546","74029",939
"25547","74030",926
"25548","74032",477
"25549","74033",3698
"25550","74034",27
"25551","74035",1401
"25552","74036",1880
"25553","74037",5154
"25554","74038",438
"25555","74039",986
"25556","74041",818
"25557","74042",105
"25558","74044",1687
"25559","74045",93
"25560","74046",27
"25561","74047",1808
"25562","74048",1525
"25563","74050",58
"25564","74051",369
"25565","74052",251
"25566","74053",1312
"25567","74054",188
"25568","74055",13490
"25569","74056",1193
"25570","74058",911
"25571","74059",1682
"25572","74060",121
"25573","74061",490
"25574","74062",219
"25575","74063",7864
"25576","74066",9252
"25577","74068",6
"25578","74070",3919
"25579","74071",39
"25580","74072",482
"25581","74073",1352
"25582","74074",15463
"25583","74075",13822
"25584","74078",2310
"25585","74079",1099
"25586","74080",692
"25587","74081",398
"25588","74082",16
"25589","74083",191
"25590","74084",127
"25591","74085",566
"25592","74103",1398
"25593","74104",5641
"25594","74105",7235
"25595","74106",4905
"25596","74107",5808
"25597","74108",2391
"25598","74110",4444
"25599","74112",7324
"25600","74114",4673
"25601","74115",6963
"25602","74116",1251
"25603","74117",0
"25604","74119",1259
"25605","74120",1952
"25606","74126",2954
"25607","74127",4282
"25608","74128",3806
"25609","74129",6351
"25610","74130",584
"25611","74131",480
"25612","74132",2662
"25613","74133",14293
"25614","74134",4883
"25615","74135",6401
"25616","74136",11633
"25617","74137",6906
"25618","74145",6110
"25619","74146",5725
"25620","74301",2925
"25621","74330",967
"25622","74331",1301
"25623","74332",350
"25624","74333",300
"25625","74337",1200
"25626","74338",1260
"25627","74339",610
"25628","74340",28
"25629","74342",646
"25630","74343",775
"25631","74344",2915
"25632","74346",1972
"25633","74347",814
"25634","74349",98
"25635","74350",158
"25636","74352",1548
"25637","74354",5256
"25638","74358",92
"25639","74359",144
"25640","74360",0
"25641","74361",4785
"25642","74363",681
"25643","74364",380
"25644","74365",1130
"25645","74366",316
"25646","74367",106
"25647","74368",15
"25648","74369",466
"25649","74370",811
"25650","74401",4287
"25651","74403",8819
"25652","74421",1130
"25653","74422",207
"25654","74423",252
"25655","74425",308
"25656","74426",2242
"25657","74427",166
"25658","74428",291
"25659","74429",4382
"25660","74430",130
"25661","74431",241
"25662","74432",1474
"25663","74434",2027
"25664","74435",789
"25665","74436",1340
"25666","74437",2355
"25667","74438",33
"25668","74441",1809
"25669","74442",234
"25670","74445",795
"25671","74446",125
"25672","74447",5046
"25673","74450",418
"25674","74451",989
"25675","74452",122
"25676","74454",896
"25677","74455",673
"25678","74456",30
"25679","74457",65
"25680","74458",25
"25681","74459",26
"25682","74460",45
"25683","74462",1766
"25684","74463",1197
"25685","74464",11568
"25686","74467",3785
"25687","74468",74
"25688","74469",880
"25689","74470",327
"25690","74471",450
"25691","74472",236
"25692","74477",0
"25693","74501",8213
"25694","74521",44
"25695","74522",60
"25696","74523",1499
"25697","74525",2362
"25698","74528",43
"25699","74530",19
"25700","74531",167
"25701","74533",224
"25702","74534",27
"25703","74535",41
"25704","74536",306
"25705","74538",939
"25706","74540",54
"25707","74543",65
"25708","74546",176
"25709","74547",953
"25710","74549",18
"25711","74552",280
"25712","74553",280
"25713","74554",553
"25714","74555",223
"25715","74556",108
"25716","74557",100
"25717","74558",71
"25718","74560",141
"25719","74561",460
"25720","74562",189
"25721","74563",493
"25722","74565",177
"25723","74567",0
"25724","74569",563
"25725","74570",302
"25726","74571",906
"25727","74572",168
"25728","74574",337
"25729","74576",12
"25730","74577",42
"25731","74578",1694
"25732","74601",5940
"25733","74604",2621
"25734","74630",232
"25735","74631",1906
"25736","74632",113
"25737","74633",85
"25738","74636",71
"25739","74637",402
"25740","74640",93
"25741","74641",109
"25742","74643",113
"25743","74644",109
"25744","74646",51
"25745","74647",807
"25746","74650",185
"25747","74651",230
"25748","74652",184
"25749","74653",1075
"25750","74701",8483
"25751","74720",130
"25752","74722",79
"25753","74723",268
"25754","74724",125
"25755","74726",491
"25756","74727",437
"25757","74728",3015
"25758","74729",757
"25759","74730",1413
"25760","74731",282
"25761","74733",708
"25762","74734",284
"25763","74735",302
"25764","74736",273
"25765","74738",180
"25766","74740",426
"25767","74741",210
"25768","74743",1907
"25769","74745",2752
"25770","74747",17
"25771","74748",164
"25772","74750",75
"25773","74753",0
"25774","74754",59
"25775","74755",29
"25776","74756",175
"25777","74759",393
"25778","74760",99
"25779","74761",17
"25780","74764",850
"25781","74766",441
"25782","74801",6286
"25783","74804",6652
"25784","74820",10270
"25785","74824",359
"25786","74825",446
"25787","74826",256
"25788","74827",75
"25789","74829",507
"25790","74830",61
"25791","74831",200
"25792","74832",255
"25793","74833",249
"25794","74834",1806
"25795","74836",71
"25796","74837",59
"25797","74839",251
"25798","74840",468
"25799","74842",27
"25800","74843",97
"25801","74844",116
"25802","74845",146
"25803","74848",2744
"25804","74849",829
"25805","74850",62
"25806","74851",3261
"25807","74852",331
"25808","74854",465
"25809","74855",1085
"25810","74856",231
"25811","74857",2175
"25812","74859",1473
"25813","74860",489
"25814","74864",1337
"25815","74865",438
"25816","74867",168
"25817","74868",3654
"25818","74869",120
"25819","74871",510
"25820","74872",913
"25821","74873",3067
"25822","74875",364
"25823","74878",308
"25824","74880",476
"25825","74881",1259
"25826","74883",577
"25827","74884",1288
"25828","74901",395
"25829","74902",1035
"25830","74930",589
"25831","74931",320
"25832","74932",644
"25833","74935",58
"25834","74936",297
"25835","74937",1537
"25836","74939",387
"25837","74940",800
"25838","74941",730
"25839","74942",36
"25840","74943",34
"25841","74944",321
"25842","74945",114
"25843","74946",44
"25844","74948",3054
"25845","74949",44
"25846","74951",315
"25847","74953",3539
"25848","74954",1468
"25849","74955",3884
"25850","74956",426
"25851","74957",266
"25852","74959",1939
"25853","74960",3732
"25854","74962",915
"25855","74963",96
"25856","74964",704
"25857","74965",1161
"25858","74966",788
"25859","75001",7806
"25860","75002",17774
"25861","75006",15731
"25862","75007",15795
"25863","75009",3085
"25864","75010",10006
"25865","75013",9652
"25866","75019",9746
"25867","75020",5871
"25868","75021",1991
"25869","75022",5049
"25870","75023",14783
"25871","75024",14365
"25872","75025",12885
"25873","75028",11061
"25874","75032",7589
"25875","75034",25993
"25876","75035",16492
"25877","75038",13174
"25878","75039",10486
"25879","75040",19098
"25880","75041",10353
"25881","75042",12175
"25882","75043",17738
"25883","75044",11932
"25884","75048",7398
"25885","75050",15324
"25886","75051",13711
"25887","75052",29296
"25888","75054",2801
"25889","75056",20457
"25890","75057",5475
"25891","75058",591
"25892","75060",14474
"25893","75061",18354
"25894","75062",16977
"25895","75063",15180
"25896","75065",3525
"25897","75067",26795
"25898","75068",19190
"25899","75069",11493
"25900","75070",26533
"25901","75071",15611
"25902","75074",18029
"25903","75075",10637
"25904","75076",1615
"25905","75077",9178
"25906","75078",6010
"25907","75080",18713
"25908","75081",12527
"25909","75082",6233
"25910","75087",8640
"25911","75088",6747
"25912","75089",9394
"25913","75090",7494
"25914","75092",6511
"25915","75093",11389
"25916","75094",5222
"25917","75098",16480
"25918","75101",158
"25919","75102",278
"25920","75103",3366
"25921","75104",14919
"25922","75105",49
"25923","75109",934
"25924","75110",7833
"25925","75114",1996
"25926","75115",13026
"25927","75116",5753
"25928","75117",720
"25929","75119",8379
"25930","75124",1007
"25931","75125",1686
"25932","75126",13403
"25933","75127",426
"25934","75132",530
"25935","75134",6776
"25936","75135",1828
"25937","75137",5031
"25938","75140",2060
"25939","75141",2560
"25940","75142",5471
"25941","75143",3213
"25942","75144",834
"25943","75146",4927
"25944","75147",1863
"25945","75148",1425
"25946","75149",15944
"25947","75150",20071
"25948","75152",1460
"25949","75153",42
"25950","75154",11632
"25951","75155",804
"25952","75156",3476
"25953","75157",48
"25954","75158",777
"25955","75159",5396
"25956","75160",7187
"25957","75161",1856
"25958","75163",449
"25959","75164",171
"25960","75165",13089
"25961","75166",1277
"25962","75167",2967
"25963","75169",3155
"25964","75172",1558
"25965","75173",1097
"25966","75180",7675
"25967","75181",8736
"25968","75182",1457
"25969","75189",8075
"25970","75201",10249
"25971","75202",1246
"25972","75203",6013
"25973","75204",19142
"25974","75205",8096
"25975","75206",20824
"25976","75207",5278
"25977","75208",10488
"25978","75209",4440
"25979","75210",2878
"25980","75211",27583
"25981","75212",8046
"25982","75214",11647
"25983","75215",4910
"25984","75216",15314
"25985","75217",26613
"25986","75218",6033
"25987","75219",11273
"25988","75220",16076
"25989","75223",4799
"25990","75224",12743
"25991","75225",3085
"25992","75226",2099
"25993","75227",18238
"25994","75228",24585
"25995","75229",9178
"25996","75230",7031
"25997","75231",16329
"25998","75232",8522
"25999","75233",4745
"26000","75234",10076
"26001","75235",7913
"26002","75236",6920
"26003","75237",7879
"26004","75238",10035
"26005","75240",10703
"26006","75241",8069
"26007","75243",26657
"26008","75244",4801
"26009","75246",896
"26010","75247",123
"26011","75248",10444
"26012","75249",5555
"26013","75251",1108
"26014","75252",10207
"26015","75253",8084
"26016","75254",10903
"26017","75270",0
"26018","75287",24781
"26019","75390",0
"26020","75401",5962
"26021","75402",4700
"26022","75407",5153
"26023","75409",5000
"26024","75410",1103
"26025","75411",284
"26026","75412",132
"26027","75413",55
"26028","75414",700
"26029","75415",14
"26030","75416",921
"26031","75417",653
"26032","75418",4072
"26033","75420",231
"26034","75421",94
"26035","75422",705
"26036","75423",549
"26037","75424",865
"26038","75426",1178
"26039","75428",5111
"26040","75431",675
"26041","75432",919
"26042","75433",586
"26043","75435",339
"26044","75436",495
"26045","75437",234
"26046","75438",216
"26047","75439",304
"26048","75440",1421
"26049","75441",34
"26050","75442",2387
"26051","75446",795
"26052","75447",383
"26053","75448",131
"26054","75449",281
"26055","75450",52
"26056","75451",219
"26057","75452",1268
"26058","75453",734
"26059","75454",2677
"26060","75455",8023
"26061","75457",1691
"26062","75459",1530
"26063","75460",6518
"26064","75462",2607
"26065","75468",134
"26066","75469",38
"26067","75470",79
"26068","75471",395
"26069","75472",907
"26070","75473",890
"26071","75474",3071
"26072","75475",47
"26073","75476",254
"26074","75477",324
"26075","75478",222
"26076","75479",367
"26077","75480",301
"26078","75481",93
"26079","75482",6622
"26080","75486",453
"26081","75487",380
"26082","75488",101
"26083","75489",299
"26084","75490",618
"26085","75491",1159
"26086","75492",119
"26087","75493",152
"26088","75494",2414
"26089","75495",2310
"26090","75496",987
"26091","75497",475
"26092","75501",10712
"26093","75503",7048
"26094","75550",238
"26095","75551",2378
"26096","75554",554
"26097","75555",347
"26098","75556",343
"26099","75558",666
"26100","75559",1032
"26101","75560",176
"26102","75561",1219
"26103","75562",53
"26104","75563",969
"26105","75565",35
"26106","75566",49
"26107","75567",1331
"26108","75568",691
"26109","75569",1218
"26110","75570",4160
"26111","75571",708
"26112","75572",915
"26113","75573",23
"26114","75574",403
"26115","75601",4979
"26116","75602",7030
"26117","75603",1546
"26118","75604",9066
"26119","75605",8263
"26120","75630",215
"26121","75631",828
"26122","75633",3763
"26123","75638",1205
"26124","75639",802
"26125","75640",1116
"26126","75641",28
"26127","75642",0
"26128","75643",675
"26129","75644",3533
"26130","75645",2522
"26131","75647",3058
"26132","75650",2649
"26133","75651",223
"26134","75652",5744
"26135","75654",3458
"26136","75656",1001
"26137","75657",1697
"26138","75661",658
"26139","75662",7952
"26140","75667",344
"26141","75668",625
"26142","75669",115
"26143","75670",5165
"26144","75672",4072
"26145","75681",413
"26146","75682",131
"26147","75683",910
"26148","75684",2374
"26149","75686",3194
"26150","75691",799
"26151","75692",1280
"26152","75693",2117
"26153","75701",12564
"26154","75702",9473
"26155","75703",13061
"26156","75704",2937
"26157","75705",990
"26158","75706",2876
"26159","75707",3613
"26160","75708",2558
"26161","75709",1542
"26162","75750",714
"26163","75751",4849
"26164","75752",1633
"26165","75754",1604
"26166","75755",1083
"26167","75756",1292
"26168","75757",3135
"26169","75758",1678
"26170","75759",6
"26171","75760",505
"26172","75762",3271
"26173","75763",1549
"26174","75764",45
"26175","75765",1461
"26176","75766",7082
"26177","75770",887
"26178","75771",5042
"26179","75773",3169
"26180","75778",622
"26181","75779",30
"26182","75780",106
"26183","75783",1739
"26184","75784",209
"26185","75785",3343
"26186","75788",0
"26187","75789",1791
"26188","75790",1089
"26189","75791",3601
"26190","75792",428
"26191","75801",4976
"26192","75803",7619
"26193","75831",1286
"26194","75832",107
"26195","75833",520
"26196","75835",2863
"26197","75838",82
"26198","75839",1155
"26199","75840",1903
"26200","75844",1350
"26201","75845",753
"26202","75846",774
"26203","75847",335
"26204","75848",53
"26205","75849",19
"26206","75850",18
"26207","75851",1391
"26208","75852",3110
"26209","75853",64
"26210","75855",562
"26211","75856",30
"26212","75858",0
"26213","75859",298
"26214","75860",1930
"26215","75861",3903
"26216","75862",1889
"26217","75901",9372
"26218","75904",9255
"26219","75925",1025
"26220","75926",249
"26221","75928",516
"26222","75929",353
"26223","75930",480
"26224","75931",172
"26225","75932",443
"26226","75933",200
"26227","75934",129
"26228","75935",3830
"26229","75936",205
"26230","75937",237
"26231","75938",353
"26232","75939",1152
"26233","75941",2217
"26234","75942",20
"26235","75943",362
"26236","75944",216
"26237","75946",975
"26238","75948",1012
"26239","75949",2014
"26240","75951",4334
"26241","75954",632
"26242","75956",1812
"26243","75959",83
"26244","75960",88
"26245","75961",5847
"26246","75962",3165
"26247","75964",5409
"26248","75965",7450
"26249","75966",941
"26250","75968",429
"26251","75969",683
"26252","75972",1238
"26253","75973",608
"26254","75974",1015
"26255","75975",836
"26256","75976",173
"26257","75977",69
"26258","75978",43
"26259","75979",4409
"26260","75980",483
"26261","76001",8994
"26262","76002",12359
"26263","76006",10113
"26264","76008",4227
"26265","76009",5679
"26266","76010",21200
"26267","76011",9942
"26268","76012",6750
"26269","76013",12164
"26270","76014",12252
"26271","76015",5380
"26272","76016",7490
"26273","76017",14795
"26274","76018",10588
"26275","76020",7140
"26276","76021",10385
"26277","76022",3970
"26278","76023",1682
"26279","76028",18992
"26280","76031",5042
"26281","76033",7299
"26282","76034",4710
"26283","76035",283
"26284","76036",7145
"26285","76039",11941
"26286","76040",10654
"26287","76041",115
"26288","76043",1947
"26289","76044",866
"26290","76048",5563
"26291","76049",6477
"26292","76050",1421
"26293","76051",15491
"26294","76052",6801
"26295","76053",9908
"26296","76054",2427
"26297","76055",412
"26298","76058",4907
"26299","76059",2037
"26300","76060",2128
"26301","76061",0
"26302","76063",18741
"26303","76064",440
"26304","76065",9578
"26305","76066",504
"26306","76067",6044
"26307","76070",134
"26308","76071",1269
"26309","76073",1376
"26310","76077",89
"26311","76078",2945
"26312","76082",5210
"26313","76084",3138
"26314","76085",2385
"26315","76086",7779
"26316","76087",6066
"26317","76088",2684
"26318","76092",4258
"26319","76093",434
"26320","76102",4042
"26321","76103",4586
"26322","76104",5934
"26323","76105",7111
"26324","76106",13187
"26325","76107",11511
"26326","76108",13257
"26327","76109",8939
"26328","76110",11221
"26329","76111",7079
"26330","76112",13233
"26331","76114",8147
"26332","76115",7160
"26333","76116",17442
"26334","76117",10148
"26335","76118",4937
"26336","76119",15175
"26337","76120",6374
"26338","76123",10643
"26339","76126",5822
"26340","76127",1144
"26341","76129",2920
"26342","76131",12814
"26343","76132",9206
"26344","76133",14683
"26345","76134",8149
"26346","76135",6516
"26347","76137",20539
"26348","76140",9501
"26349","76148",7516
"26350","76155",3177
"26351","76164",5033
"26352","76177",3713
"26353","76179",18552
"26354","76180",11965
"26355","76182",7559
"26356","76201",20093
"26357","76205",11153
"26358","76207",4667
"26359","76208",7738
"26360","76209",9281
"26361","76210",13533
"26362","76225",920
"26363","76226",5048
"26364","76227",9224
"26365","76228",198
"26366","76230",2244
"26367","76233",825
"26368","76234",4273
"26369","76238",71
"26370","76239",234
"26371","76240",7067
"26372","76244",23606
"26373","76245",489
"26374","76247",3518
"26375","76248",8301
"26376","76249",2381
"26377","76250",164
"26378","76251",156
"26379","76252",797
"26380","76253",76
"26381","76255",1283
"26382","76258",1430
"26383","76259",1788
"26384","76261",50
"26385","76262",9647
"26386","76263",41
"26387","76264",407
"26388","76265",459
"26389","76266",3889
"26390","76268",67
"26391","76270",274
"26392","76271",455
"26393","76272",1065
"26394","76273",2451
"26395","76301",4101
"26396","76302",4114
"26397","76305",885
"26398","76306",4384
"26399","76308",7012
"26400","76309",3840
"26401","76310",4824
"26402","76311",7602
"26403","76351",551
"26404","76354",3064
"26405","76357",140
"26406","76360",818
"26407","76363",117
"26408","76364",48
"26409","76365",929
"26410","76366",460
"26411","76367",5782
"26412","76370",45
"26413","76371",355
"26414","76372",371
"26415","76373",72
"26416","76374",1049
"26417","76377",174
"26418","76379",208
"26419","76380",740
"26420","76384",3614
"26421","76388",64
"26422","76389",384
"26423","76401",13184
"26424","76402",847
"26425","76424",2607
"26426","76426",3279
"26427","76427",227
"26428","76429",41
"26429","76430",535
"26430","76431",800
"26431","76432",185
"26432","76433",344
"26433","76435",89
"26434","76436",27
"26435","76437",1340
"26436","76442",1593
"26437","76443",374
"26438","76444",857
"26439","76445",62
"26440","76446",2036
"26441","76448",1751
"26442","76449",516
"26443","76450",2853
"26444","76452",40
"26445","76453",139
"26446","76454",364
"26447","76455",226
"26448","76457",1011
"26449","76458",1930
"26450","76459",85
"26451","76460",63
"26452","76462",660
"26453","76463",82
"26454","76464",52
"26455","76466",0
"26456","76469",11
"26457","76470",1018
"26458","76471",442
"26459","76472",406
"26460","76474",6
"26461","76475",119
"26462","76476",652
"26463","76481",110
"26464","76483",250
"26465","76484",192
"26466","76486",239
"26467","76487",837
"26468","76490",20
"26469","76491",67
"26470","76501",4266
"26471","76502",12288
"26472","76504",8099
"26473","76508",8
"26474","76511",983
"26475","76513",11838
"26476","76518",377
"26477","76519",123
"26478","76520",1765
"26479","76522",12832
"26480","76523",0
"26481","76524",781
"26482","76525",255
"26483","76527",954
"26484","76528",4918
"26485","76530",536
"26486","76531",922
"26487","76534",657
"26488","76537",2168
"26489","76538",193
"26490","76539",1922
"26491","76541",7186
"26492","76542",18630
"26493","76543",11874
"26494","76544",18421
"26495","76548",9550
"26496","76549",20016
"26497","76550",3216
"26498","76554",592
"26499","76556",326
"26500","76557",1264
"26501","76559",2232
"26502","76561",243
"26503","76565",21
"26504","76566",104
"26505","76567",2444
"26506","76569",578
"26507","76570",657
"26508","76571",1569
"26509","76573",9
"26510","76574",5683
"26511","76577",917
"26512","76578",361
"26513","76579",1172
"26514","76596",738
"26515","76597",1144
"26516","76598",298
"26517","76599",1133
"26518","76621",180
"26519","76622",249
"26520","76623",49
"26521","76624",402
"26522","76626",272
"26523","76627",493
"26524","76628",4
"26525","76629",457
"26526","76630",350
"26527","76631",132
"26528","76632",483
"26529","76633",1311
"26530","76634",1460
"26531","76635",377
"26532","76636",325
"26533","76637",110
"26534","76638",499
"26535","76639",377
"26536","76640",806
"26537","76641",298
"26538","76642",1942
"26539","76643",4417
"26540","76645",2991
"26541","76648",704
"26542","76649",97
"26543","76650",49
"26544","76651",916
"26545","76652",228
"26546","76653",272
"26547","76654",34
"26548","76655",2061
"26549","76656",715
"26550","76657",2366
"26551","76660",172
"26552","76661",2750
"26553","76664",918
"26554","76665",523
"26555","76666",55
"26556","76667",3087
"26557","76670",471
"26558","76671",308
"26559","76673",409
"26560","76676",69
"26561","76678",73
"26562","76679",281
"26563","76680",98
"26564","76681",141
"26565","76682",706
"26566","76685",14
"26567","76686",48
"26568","76687",409
"26569","76689",786
"26570","76690",328
"26571","76691",1520
"26572","76692",1955
"26573","76693",386
"26574","76701",1137
"26575","76704",2219
"26576","76705",10732
"26577","76706",19565
"26578","76707",5272
"26579","76708",8383
"26580","76710",7998
"26581","76711",3380
"26582","76712",6681
"26583","76798",1559
"26584","76801",7224
"26585","76802",1269
"26586","76820",0
"26587","76821",900
"26588","76823",586
"26589","76824",0
"26590","76825",1616
"26591","76827",64
"26592","76828",22
"26593","76831",0
"26594","76832",92
"26595","76834",1310
"26596","76836",0
"26597","76837",1350
"26598","76841",0
"26599","76842",32
"26600","76844",739
"26601","76845",32
"26602","76848",0
"26603","76849",697
"26604","76852",26
"26605","76853",274
"26606","76854",0
"26607","76856",907
"26608","76857",156
"26609","76858",63
"26610","76859",475
"26611","76861",533
"26612","76862",20
"26613","76864",87
"26614","76865",12
"26615","76866",140
"26616","76869",42
"26617","76870",43
"26618","76871",100
"26619","76872",114
"26620","76873",0
"26621","76874",0
"26622","76875",95
"26623","76877",1426
"26624","76878",369
"26625","76882",30
"26626","76884",31
"26627","76885",83
"26628","76887",0
"26629","76888",16
"26630","76890",213
"26631","76901",9497
"26632","76903",9691
"26633","76904",13217
"26634","76905",3917
"26635","76908",2522
"26636","76930",15
"26637","76932",1243
"26638","76933",228
"26639","76934",381
"26640","76935",395
"26641","76936",904
"26642","76937",16
"26643","76939",0
"26644","76940",8
"26645","76941",297
"26646","76943",957
"26647","76945",274
"26648","76949",5
"26649","76950",1044
"26650","76951",176
"26651","76953",36
"26652","76955",46
"26653","76957",0
"26654","76958",5
"26655","77002",8639
"26656","77003",4668
"26657","77004",20397
"26658","77005",8344
"26659","77006",11423
"26660","77007",20265
"26661","77008",15188
"26662","77009",11730
"26663","77010",198
"26664","77011",5355
"26665","77012",6191
"26666","77013",7341
"26667","77014",12407
"26668","77015",17947
"26669","77016",8390
"26670","77017",11433
"26671","77018",8499
"26672","77019",8206
"26673","77020",8212
"26674","77021",9574
"26675","77022",8509
"26676","77023",10102
"26677","77024",7406
"26678","77025",10108
"26679","77026",6634
"26680","77027",8371
"26681","77028",4415
"26682","77029",5088
"26683","77030",4737
"26684","77031",6132
"26685","77032",4038
"26686","77033",8958
"26687","77034",14502
"26688","77035",12128
"26689","77036",29484
"26690","77037",6349
"26691","77038",10782
"26692","77039",9649
"26693","77040",16703
"26694","77041",10230
"26695","77042",17296
"26696","77043",8622
"26697","77044",15191
"26698","77045",12072
"26699","77046",387
"26700","77047",11239
"26701","77048",4724
"26702","77049",12102
"26703","77050",1499
"26704","77051",5518
"26705","77053",9961
"26706","77054",13896
"26707","77055",14465
"26708","77056",7926
"26709","77057",16643
"26710","77058",7249
"26711","77059",3258
"26712","77060",16650
"26713","77061",8859
"26714","77062",7135
"26715","77063",17354
"26716","77064",16288
"26717","77065",13067
"26718","77066",11896
"26719","77067",11923
"26720","77068",3495
"26721","77069",4652
"26722","77070",17878
"26723","77071",8411
"26724","77072",20019
"26725","77073",15053
"26726","77074",14826
"26727","77075",15004
"26728","77076",12356
"26729","77077",21457
"26730","77078",4074
"26731","77079",7481
"26732","77080",15774
"26733","77081",21309
"26734","77082",21025
"26735","77083",25520
"26736","77084",35972
"26737","77085",5641
"26738","77086",8827
"26739","77087",11408
"26740","77088",17220
"26741","77089",18179
"26742","77090",14736
"26743","77091",8846
"26744","77092",13846
"26745","77093",15377
"26746","77094",1709
"26747","77095",19744
"26748","77096",10342
"26749","77098",6828
"26750","77099",18738
"26751","77201",0
"26752","77301",12588
"26753","77302",4971
"26754","77303",5695
"26755","77304",10111
"26756","77306",3576
"26757","77316",5492
"26758","77318",3855
"26759","77320",12075
"26760","77326",0
"26761","77327",6125
"26762","77328",4464
"26763","77331",1745
"26764","77334",166
"26765","77335",677
"26766","77336",3277
"26767","77338",14440
"26768","77339",11343
"26769","77340",15843
"26770","77342",0
"26771","77345",6188
"26772","77346",18633
"26773","77350",37
"26774","77351",8615
"26775","77354",9394
"26776","77355",7137
"26777","77356",5155
"26778","77357",7397
"26779","77358",1402
"26780","77359",68
"26781","77360",1040
"26782","77362",1188
"26783","77363",620
"26784","77364",142
"26785","77365",9784
"26786","77367",43
"26787","77368",0
"26788","77369",125
"26789","77371",2122
"26790","77372",3761
"26791","77373",18753
"26792","77374",81
"26793","77375",16901
"26794","77376",34
"26795","77377",9619
"26796","77378",4513
"26797","77379",20898
"26798","77380",9062
"26799","77381",7827
"26800","77382",6775
"26801","77384",5148
"26802","77385",8375
"26803","77386",17017
"26804","77388",14685
"26805","77389",9415
"26806","77396",21136
"26807","77401",3405
"26808","77406",13029
"26809","77407",17549
"26810","77412",31
"26811","77414",6543
"26812","77415",14
"26813","77417",719
"26814","77418",2546
"26815","77419",454
"26816","77420",710
"26817","77422",3853
"26818","77423",3723
"26819","77426",373
"26820","77428",0
"26821","77429",23683
"26822","77430",469
"26823","77432",12
"26824","77433",23357
"26825","77434",1307
"26826","77435",1075
"26827","77436",31
"26828","77437",4356
"26829","77440",0
"26830","77441",2291
"26831","77442",171
"26832","77443",112
"26833","77444",246
"26834","77445",4282
"26835","77446",5464
"26836","77447",4237
"26837","77448",74
"26838","77449",41095
"26839","77450",18772
"26840","77451",15
"26841","77453",127
"26842","77454",0
"26843","77455",520
"26844","77456",506
"26845","77457",78
"26846","77458",50
"26847","77459",18106
"26848","77460",0
"26849","77461",2994
"26850","77464",46
"26851","77465",1684
"26852","77466",170
"26853","77467",0
"26854","77468",0
"26855","77469",14774
"26856","77470",174
"26857","77471",12698
"26858","77473",16
"26859","77474",3228
"26860","77475",235
"26861","77476",39
"26862","77477",13529
"26863","77478",6166
"26864","77479",21875
"26865","77480",1710
"26866","77481",0
"26867","77482",270
"26868","77483",80
"26869","77484",2890
"26870","77485",1074
"26871","77486",1707
"26872","77488",4295
"26873","77489",10834
"26874","77493",9443
"26875","77494",30538
"26876","77498",15132
"26877","77502",12201
"26878","77503",8587
"26879","77504",7735
"26880","77505",7750
"26881","77506",12605
"26882","77507",0
"26883","77510",3679
"26884","77511",14219
"26885","77514",1406
"26886","77515",9708
"26887","77517",1430
"26888","77518",3086
"26889","77519",229
"26890","77520",10978
"26891","77521",19468
"26892","77523",6454
"26893","77530",10047
"26894","77531",4891
"26895","77532",8221
"26896","77533",153
"26897","77534",554
"26898","77535",11234
"26899","77536",10064
"26900","77538",243
"26901","77539",13411
"26902","77541",5559
"26903","77545",8290
"26904","77546",12827
"26905","77547",3450
"26906","77550",7012
"26907","77551",7649
"26908","77554",2806
"26909","77560",116
"26910","77561",0
"26911","77562",2817
"26912","77563",2975
"26913","77564",438
"26914","77565",1836
"26915","77566",9011
"26916","77568",4046
"26917","77571",10967
"26918","77573",25399
"26919","77575",4543
"26920","77577",400
"26921","77578",5480
"26922","77580",177
"26923","77581",13890
"26924","77583",12136
"26925","77584",28363
"26926","77585",188
"26927","77586",6220
"26928","77587",4827
"26929","77590",8778
"26930","77591",4612
"26931","77597",240
"26932","77598",11846
"26933","77611",2832
"26934","77612",2288
"26935","77613",162
"26936","77614",0
"26937","77615",242
"26938","77616",65
"26939","77617",0
"26940","77619",4626
"26941","77622",385
"26942","77623",85
"26943","77624",110
"26944","77625",3008
"26945","77627",5738
"26946","77629",149
"26947","77630",7920
"26948","77632",6002
"26949","77640",4209
