origin,count within 30,minutes
1001,30,8.04
1002,20,0.0
1003,19,0.0
1005,2,0.0
1007,13,15.1
1008,2,18.59
1009,13,7.56
1010,6,15.87
1012,9,18.82
1013,40,0.0
1020,42,8.18
1022,39,11.97
1027,38,0.0
1028,36,9.12
1029,2,17.18
1030,30,0.0
1031,4,13.85
1032,7,20.34
1033,38,13.72
1034,1,28.85
1035,19,8.62
1036,25,18.45
1037,2,22.36
1038,24,13.51
1039,9,9.84
1040,44,0.0
1050,10,23.03
1053,19,0.0
1054,14,12.8
1056,34,12.78
1057,16,11.2
1060,43,0.0
1062,19,7.9
1063,38,1.19
1066,24,14.86
1068,1,20.46
1069,28,0.0
1071,3,16.41
1072,4,19.13
1073,35,8.19
1074,2,7.28
1075,39,7.19
1077,22,11.41
1079,29,4.24
1080,31,6.52
1081,5,16.87
1082,5,0.0
1083,4,16.55
1084,1,27.03
1085,35,0.0
1086,29,6.74
1088,24,11.64
1089,38,0.0
1092,4,12.76
1093,17,13.9
1094,2,10.35
1095,31,11.22
1096,7,16.05
1097,27,9.78
1103,40,0.0
1104,40,0.0
1105,40,0.0
1106,36,8.14
1107,40,0.0
1108,42,3.96
1109,40,0.0
1118,34,5.84
1119,32,7.18
1128,33,9.16
1129,31,8.49
1151,34,6.96
1199,40,1.19
1201,8,0.0
1220,1,11.55
1222,1,19.89
1224,8,14.13
1225,8,20.84
1226,7,10.91
1229,10,5.35
1230,3,0.0
1235,7,21.6
1236,3,10.07
1237,7,15.63
1238,10,10.85
1240,9,13.34
1242,9,15.96
1244,2,18.48
1245,3,0.0
1247,1,0.0
1253,1,14.11
1254,9,19.24
1255,2,20.62
1256,1,30.0
1257,2,14.11
1258,1,24.17
1259,1,26.86
1260,10,4.25
1262,10,0.0
1264,3,11.13
1266,9,13.24
1267,5,14.31
1270,7,22.83
1301,11,0.0
1330,1,26.1
1331,3,0.0
1337,7,14.95
1340,5,23.68
1341,7,27.79
1342,15,10.43
1343,1,23.77
1344,8,15.57
1347,9,18.82
1349,9,15.09
1350,1,27.07
1351,9,16.39
1354,5,10.99
1355,5,13.26
1360,8,19.2
1364,2,0.0
1366,4,16.95
1368,3,14.83
1370,5,18.67
1373,24,15.33
1375,17,9.62
1376,6,10.15
1378,2,13.91
1379,1,19.6
1420,9,0.0
1430,5,15.24
1431,7,15.75
1432,21,0.0
1434,13,12.5
1436,4,11.8
1438,10,7.22
1440,8,0.0
1450,6,11.53
1451,19,11.68
1452,2,15.02
1453,15,0.0
1460,31,10.49
1462,8,12.58
1463,6,20.07
1464,9,14.31
1467,17,13.22
1468,10,9.97
1469,7,21.17
1473,8,11.05
1474,7,19.15
1475,6,14.99
1501,18,6.28
1503,32,9.25
1504,39,6.67
1505,17,9.64
1506,5,21.11
1507,12,12.32
1510,24,0.0
1515,7,19.6
1516,20,13.51
1518,3,11.3
1519,16,12.2
1520,14,11.41
1521,5,18.53
1522,10,22.35
1523,23,10.5
1524,13,7.14
1525,16,7.43
1527,21,7.46
1529,19,15.77
1531,2,14.68
1532,24,0.0
1534,16,9.48
1535,6,22.17
1536,20,10.74
1537,16,11.48
1540,21,14.75
1541,19,23.59
