origin,count within 30,minutes
1001,52,8.04
1002,22,18.07
1003,19,20.03
1005,6,16.97
1007,23,18.88
1008,5,18.59
1009,19,7.56
1010,13,15.87
1012,7,18.82
1013,60,0.0
1020,60,0.0
1022,59,8.46
1027,53,0.0
1028,58,0.0
1029,5,27.51
1030,51,0.0
1031,9,13.85
1032,6,20.34
1033,51,13.72
1034,5,28.85
1035,19,13.71
1036,37,12.26
1037,5,22.06
1038,25,13.51
1039,7,9.84
1040,61,0.0
1050,12,23.03
1053,19,0.0
1054,11,26.89
1056,56,0.0
1057,30,11.2
1060,57,0.0
1062,19,7.9
1063,51,1.19
1066,25,14.86
1068,3,23.48
1069,48,0.0
1071,12,16.41
1072,2,28.2
1073,50,8.19
1074,7,20.38
1075,57,7.19
1077,36,11.41
1079,42,4.24
1080,49,6.52
1081,8,16.87
1082,7,0.0
1083,11,16.55
1084,1,27.03
1085,56,0.0
1086,47,6.74
1088,25,11.64
1089,58,0.0
1092,14,12.76
1093,13,13.9
1094,6,22.63
1095,50,11.22
1096,6,16.05
1097,42,9.78
1103,61,0.0
1104,61,0.0
1105,61,0.0
1106,58,7.36
1107,61,0.0
1108,62,0.0
1109,61,0.0
1118,56,3.85
1119,55,7.08
1128,51,7.58
1129,50,7.53
1151,56,0.0
1199,61,1.19
1201,11,0.0
1220,5,11.55
1222,3,12.15
1224,16,14.13
1225,16,20.84
1226,11,10.91
1229,13,16.29
1230,3,0.0
1235,11,21.6
1236,2,10.07
1237,11,15.63
1238,13,21.71
1240,13,13.34
1242,13,18.36
1244,3,23.15
1245,2,17.41
1247,5,0.0
1254,13,20.24
1255,1,29.5
1256,5,30.0
1257,3,14.11
1258,2,24.17
1259,1,19.06
1260,13,16.79
1262,13,16.88
1264,2,27.17
1266,13,19.2
1267,6,14.31
1270,11,22.83
1301,11,0.0
1330,1,26.1
1331,11,0.0
1337,13,14.95
1340,6,23.68
1341,7,27.79
1342,12,10.43
1343,5,23.77
1344,12,15.57
1347,8,18.82
1349,8,15.09
1350,5,27.07
1351,8,16.39
1354,6,10.99
1355,6,13.26
1360,15,19.2
1364,6,0.0
1366,8,0.0
1368,8,14.83
1370,6,18.67
1373,25,15.85
1375,13,19.39
1376,6,10.15
1378,4,13.91
1379,2,19.6
1420,21,0.0
1430,14,15.24
1431,19,0.0
1432,22,11.66
1434,18,14.91
1436,11,11.8
1438,25,7.22
1440,24,0.0
1450,3,21.32
1451,17,0.0
1452,6,15.02
1453,31,0.0
1460,27,13.96
1462,18,12.58
1463,11,20.4
1464,14,17.48
1467,16,7.3
1468,25,9.97
1469,14,15.33
1473,22,0.0
1474,14,10.06
1475,10,14.99
1501,44,6.28
1503,53,12.06
1504,37,6.67
1505,36,9.29
1506,16,9.07
1507,39,12.32
1510,46,18.68
1515,21,0.0
1516,37,13.51
1518,8,11.3
1519,36,10.06
1520,35,8.49
1521,9,18.53
1522,28,21.19
1523,39,12.64
1524,40,8.34
1525,33,7.43
1527,42,0.0
1529,8,15.77
1531,6,19.72
1532,47,9.4
1534,36,9.48
1535,16,9.09
1536,37,9.14
1537,42,12.04
1540,47,9.31
1541,46,0.0
1542,40,10.37
1543,29,17.2
1545,46,0.0
1550,19,0.0
1560,36,9.25
1561,27,16.77
1562,37,8.64
1564,46,12.87
1566,26,6.12
1568,48,11.9
1569,18,10.24
1570,45,0.0
1571,19,8.06
1581,47,0.0
1583,41,7.26
1585,11,12.17
1588,42,0.0
1590,39,9.89
1602,41,0.0
1603,45,0.0
1604,40,0.0
1605,40,0.0
1606,45,0.0
1607,38,4.43
1608,41,0.0
1609,40,0.0
1610,45,0.0
1611,43,5.2
1612,34,8.82
1701,28,7.75
1702,28,0.0
1718,20,11.76
1719,16,12.5
1720,27,9.27
1721,17,9.18
1730,49,0.0
1731,62,10.8
1740,47,14.43
1741,32,10.49
1742,32,0.0
1745,49,10.24
1746,14,15.2
1747,22,4.66
1748,38,12.15
1749,49,7.14
1752,43,0.0
1754,24,11.1
1756,11,10.69
1757,22,0.0
1760,44,10.04
1770,20,11.46
1772,50,10.46
1773,83,10.22
1775,24,14.96
1776,19,16.36
1778,59,13.48
1801,139,0.0
1803,113,6.78
1810,34,0.0
1821,42,9.14
1824,36,8.62
1826,29,7.24
1827,17,14.7
1830,26,0.0
1832,29,5.04
1833,21,0.0
1834,19,7.55
1835,30,5.15
1840,35,0.0
1841,30,0.0
1843,36,0.0
1844,32,6.26
1845,32,9.53
1850,29,5.07
1851,38,0.0
1852,37,0.0
1854,32,0.0
1860,15,9.43
1862,41,0.0
1863,32,7.31
1864,62,14.93
1867,122,7.94
1876,35,0.0
1879,28,12.06
1880,122,0.0
1886,30,15.51
1887,77,0.0
1890,119,6.4
1901,113,0.0
1902,111,0.0
1904,92,4.47
1905,114,0.0
1906,116,0.0
1907,88,5.29
1908,81,8.06
1913,18,0.0
1915,31,0.0
1921,24,16.96
1922,15,12.72
1923,42,0.0
1929,13,11.49
1930,13,0.0
1937,50,7.48
1938,15,20.93
1940,100,11.02
1944,22,10.84
1945,52,8.31
1949,50,9.32
1950,16,0.0
1951,7,6.95
1952,13,10.87
1960,49,0.0
1966,4,9.0
1969,17,13.16
1970,64,0.0
1982,26,11.29
1983,40,10.8
1984,25,8.75
1985,18,12.94
2019,31,10.53
2021,103,0.0
2025,13,0.0
2026,132,12.32
2030,58,22.04
2032,70,12.66
2035,45,0.0
2038,19,17.37
2043,48,7.51
2045,13,11.78
2047,4,19.13
2048,40,8.32
2050,6,21.06
2052,29,19.99
2053,18,14.09
2054,17,19.06
2056,24,12.39
2061,38,0.0
2062,101,11.17
2066,6,10.92
2067,43,11.25
2071,21,9.54
2072,89,0.0
2081,52,12.94
2090,104,12.15
2093,23,13.4
2108,127,2.38
2109,123,0.0
2110,132,0.0
2111,127,0.0
2113,132,2.42
2114,125,0.0
2115,125,0.0
2116,126,0.0
2118,129,0.0
2119,125,0.0
2120,125,1.91
2121,136,0.0
2122,139,0.0
2124,133,0.0
2125,125,0.0
2126,130,0.0
2127,128,0.0
2128,130,0.0
2129,128,0.0
2130,125,0.0
2131,121,6.36
2132,127,9.46
2134,130,0.0
2135,128,0.0
2136,123,6.23
2138,117,5.03
2139,117,0.0
2140,118,0.0
2141,124,4.14
2142,123,4.44
2143,120,0.0
2144,121,0.0
2145,128,4.62
2148,134,3.8
2149,128,0.0
2150,126,0.0
2151,126,4.97
2152,116,7.19
2155,136,0.0
2163,126,4.47
2169,120,0.0
2170,137,4.64
2171,135,6.84
2176,136,7.19
2180,140,5.29
2184,98,7.3
2186,120,5.06
2188,107,5.33
2189,92,0.0
2190,96,0.0
2191,92,6.13
2199,115,7.04
2203,132,1.36
2210,117,6.16
2215,126,0.0
2301,52,0.0
2302,50,0.0
2322,92,8.73
2324,28,16.3
2330,12,20.27
2332,8,21.43
2333,31,15.94
2338,19,27.17
2339,39,8.48
2341,20,18.96
2343,91,7.8
2346,12,21.9
2347,29,21.13
2351,43,8.93
2356,31,11.58
2357,40,11.41
2359,21,17.78
2360,4,0.0
2364,4,17.12
2366,3,18.28
2367,10,24.48
2368,101,0.0
2370,43,10.25
2375,32,14.65
2379,31,10.51
2382,32,8.92
2420,107,10.97
2421,110,7.98
2445,118,3.83
2446,118,0.0
2451,105,0.0
2452,110,4.97
2453,110,0.0
2457,103,15.12
2458,128,0.0
2459,122,5.27
2460,121,2.98
2461,122,5.69
2462,115,7.58
2464,122,8.77
2465,111,4.42
2466,110,4.67
2467,121,0.0
2468,122,7.32
2472,126,0.0
2474,125,0.0
2476,111,3.82
2478,121,0.0
2481,98,14.22
2482,97,14.64
2492,128,12.14
2493,102,9.0
2494,122,9.75
2532,14,0.0
2534,11,0.0
2535,1,23.06
2536,11,0.0
2537,12,15.12
2538,6,9.22
2539,1,17.01
2540,10,0.0
2542,11,8.95
2543,9,11.92
2553,11,8.9
2554,2,0.0
2556,12,6.08
2557,1,7.48
2558,4,6.85
2559,11,7.56
2561,17,11.93
2562,9,11.16
2563,12,16.6
2564,2,15.14
2568,1,0.0
2571,13,0.0
2575,1,8.08
2576,12,7.3
2584,2,12.72
2601,7,0.0
2630,7,10.15
2631,1,21.94
2632,8,0.0
2633,1,24.2
2635,14,6.1
2637,7,10.13
2638,5,12.94
2639,5,8.24
2641,5,14.58
