GEOID,ZIPCODE,areaSqMi,totPopE,alcTotal,alcDens,alcPerCap
"12742","12742",2.15081776061776,"90",0,0,0
"12743","12743",8.19311196911197,"413",0,0,0
"12745","12745",1.60660772200772,"143",0,0,0
"12746","12746",14.1808980694981,"1004",0,0,0
"12747","12747",13.9531077220077,"1992",0,0,0
"12748","12748",21.92741003861,"2160",0,0,0
"12749","12749",2.94120308880309,"331",0,0,0
"12750","12750",4.25473861003861,"417",0,0,0
"12751","12751",3.4172722007722,"926",0,0,0
"12752","12752",1.73270193050193,"251",0,0,0
"12754","12754",26.5701042471042,"6608",3,0.11290885320207,0.000453995157384988
"12758","12758",152.3952996139,"3908",2,0.0131237643488158,0.000511770726714432
"12759","12759",6.18594671814672,"2000",1,0.161656743189601,0.0005
"12760","12760",42.312572972973,"416",0,0,0
"12762","12762",6.34105521235521,"709",0,0,0
"12763","12763",14.2707737451737,"648",0,0,0
"12764","12764",59.4757057915058,"1583",2,0.0336271755565385,0.00126342387871131
"12765","12765",12.4936776061776,"1095",0,0,0
"12766","12766",8.0371722007722,"452",0,0,0
"12767","12767",2.9565667953668,"136",0,0,0
"12768","12768",34.8451007722008,"794",0,0,0
"12769","12769",4.93608687258687,"160",0,0,0
"12770","12770",4.49467567567568,"293",0,0,0
"12771","12771",34.6351135135135,"14757",2,0.0577448663253165,0.000135528901538253
"12775","12775",10.4826401544402,"1986",1,0.0953958149156182,0.000503524672708963
"12776","12776",109.687374517375,"2214",0,0,0
"12777","12777",52.7556957528958,"850",0,0,0
"12778","12778",5.71358532818533,"628",0,0,0
"12779","12779",8.58405984555985,"1959",1,0.116494993976219,0.000510464522715671
"12780","12780",23.8253459459459,"2097",0,0,0
"12781","12781",4.26782046332046,"240",0,0,0
"12783","12783",33.2526768339768,"1992",0,0,0
"12784","12784",2.2604972972973,"46",0,0,0
"12785","12785",16.6652849420849,"1119",0,0,0
"12786","12786",14.9635517374517,"271",1,0.0668290535259176,0.003690036900369
"12787","12787",3.51037837837838,"377",0,0,0
"12788","12788",23.4990258687259,"2717",0,0,0
"12789","12789",9.58998223938224,"1952",0,0,0
"12790","12790",44.3961081081081,"3956",1,0.0225244969123176,0.000252780586450961
"12791","12791",6.55757837837838,"485",0,0,0
"12792","12792",3.39127567567568,"205",0,0,0
"12801","12801",3.94856525096525,"14381",3,0.759769640191873,0.000208608580766289
"12803","12803",5.91845521235521,"8525",1,0.168963008778444,0.000117302052785924
"12804","12804",53.105405019305,"26272",6,0.112982849821386,0.000228380024360536
"12808","12808",22.093172972973,"328",0,0,0
"12809","12809",50.6225528957529,"3493",0,0,0
"12810","12810",66.402571042471,"747",0,0,0
"12811","12811",1.72055945945946,"28",0,0,0
"12812","12812",61.9491127413127,"104",0,0,0
"12814","12814",45.5036223938224,"1354",2,0.0439525447598546,0.00147710487444609
"12815","12815",36.682777992278,"1072",0,0,0
"12816","12816",63.1557428571429,"4269",1,0.015833872816,0.000234246896228625
"12817","12817",53.5747034749035,"2119",1,0.018665525614499,0.00047192071731949
"12819","12819",28.9758787644788,"323",0,0,0
"12821","12821",5.54820038610039,"2766",0,0,0
"12822","12822",65.8228768339768,"6123",1,0.015192286452661,0.000163318634656214
"12823","12823",4.26056409266409,"472",0,0,0
"12824","12824",15.163816988417,"970",0,0,0
"12827","12827",123.353646718147,"3665",0,0,0
"12828","12828",46.3071552123552,"8546",0,0,0
"12831","12831",67.1809926640927,"17228",1,0.0148851626084187,5.80450429533318e-05
"12832","12832",80.3848451737452,"6569",2,0.0248803116517444,0.000304460344040189
"12833","12833",35.245411969112,"4182",1,0.0283724872013518,0.000239120038259206
"12834","12834",86.6772393822394,"6286",2,0.0230741082001951,0.000318167356029271
"12835","12835",97.4081664092664,"2328",0,0,0
"12836","12836",43.9464424710425,"698",0,0,0
"12837","12837",14.79451003861,"1059",0,0,0
"12838","12838",5.08095521235521,"530",0,0,0
"12839","12839",32.5445335907336,"13265",2,0.0614542529676769,0.000150772710139465
"12841","12841",16.9678664092664,"107",0,0,0
"12842","12842",189.642526640927,"811",0,0,0
"12843","12843",58.8747795366795,"420",0,0,0
"12844","12844",2.73744401544402,"269",0,0,0
"12845","12845",44.2849432432432,"4647",2,0.0451620766230777,0.000430385194749301
"12846","12846",58.1660629343629,"3243",0,0,0
"12847","12847",440.588717760618,"413",1,0.0022696904384722,0.00242130750605327
"12849","12849",2.71946486486486,"346",0,0,0
"12850","12850",46.7622571428571,"3204",0,0,0
"12851","12851",111.114996138996,"368",0,0,0
"12852","12852",122.157915444015,"428",0,0,0
"12853","12853",86.9833864864865,"1577",1,0.0114964482344609,0.000634115409004439
"12855","12855",182.180553281853,"242",0,0,0
"12856","12856",63.5902741312741,"137",0,0,0
"12857","12857",42.9322088803089,"629",0,0,0
"12858","12858",9.78572162162162,"113",0,0,0
"12859","12859",22.0173011583012,"2489",0,0,0
"12860","12860",16.0876359073359,"597",0,0,0
"12861","12861",32.7907328185328,"612",0,0,0
"12862","12862",2.32813359073359,"5",0,0,0
"12863","12863",3.59025250965251,"729",0,0,0
"12864","12864",0.210132432432432,"24",0,0,0
"12865","12865",72.3483011583012,"3688",0,0,0
"12866","12866",67.0191841698842,"39178",19,0.283500914482004,0.000484966052376334
"12870","12870",106.898962548263,"1576",0,0,0
"12871","12871",29.757432046332,"4492",1,0.0336050502759448,0.000222617987533393
"12872","12872",0.304639382239382,"47",0,0,0
"12873","12873",21.1188274131274,"856",0,0,0
"12874","12874",21.4179428571429,"153",0,0,0
"12878","12878",85.5791104247104,"621",0,0,0
"12883","12883",79.8508903474903,"4885",1,0.0125233418894675,0.000204708290685773
"12884","12884",0.498117760617761,"539",0,0,0
"12885","12885",71.838416988417,"4432",1,0.0139201285596429,0.000225631768953069
"12886","12886",14.4125498069498,"258",0,0,0
"12887","12887",83.6477027027027,"4919",1,0.0119549009439525,0.00020329335230738
"12901","12901",75.9642799227799,"32846",7,0.0921485730808706,0.000213115752298606
"12903","12903",0.577749806949807,"1215",0,0,0
"12910","12910",64.9393505791506,"2006",0,0,0
"12911","12911",0.0951223938223938,"25",0,0,0
"12912","12912",90.347916988417,"2119",0,0,0
"12913","12913",27.1220903474903,"1162",0,0,0
"12914","12914",31.9004343629344,"902",0,0,0
"12916","12916",41.4630540540541,"2056",0,0,0
"12917","12917",43.0785548262548,"1332",0,0,0
"12918","12918",39.0997806949807,"2208",0,0,0
"12919","12919",38.334049034749,"3121",1,0.0260864694750487,0.000320410124959949
"12920","12920",92.795106949807,"2339",0,0,0
"12921","12921",33.219116988417,"2464",0,0,0
"12922","12922",43.9675424710425,"39",0,0,0
"12923","12923",52.3857675675676,"589",0,0,0
"12924","12924",2.7232555984556,"88",0,0,0
"12926","12926",48.4802212355212,"2192",0,0,0
"12927","12927",110.595181853282,"262",0,0,0
"12928","12928",75.498871042471,"1858",0,0,0
"12929","12929",1.19070038610039,"3916",0,0,0
"12930","12930",36.1662185328185,"756",0,0,0
"12932","12932",63.7277015444015,"1194",2,0.0313835263398998,0.0016750418760469
"12933","12933",0.027357528957529,"52",0,0,0
"12934","12934",58.8517305019305,"967",0,0,0
"12935","12935",98.6102722007722,"1651",0,0,0
"12936","12936",30.8097737451737,"409",0,0,0
"12937","12937",32.725767953668,"2045",0,0,0
"12939","12939",4.13589613899614,"211",0,0,0
"12941","12941",40.4739868725869,"1345",0,0,0
"12942","12942",52.9351532818533,"846",0,0,0
"12943","12943",103.005133204633,"373",0,0,0
"12944","12944",90.1168088803089,"4100",1,0.0110967089539109,0.00024390243902439
"12945","12945",33.2023853281853,"581",0,0,0
"12946","12946",129.485823938224,"4790",5,0.0386142656232812,0.00104384133611691
"12950","12950",47.1392872586873,"735",0,0,0
"12952","12952",28.8408262548263,"493",0,0,0
"12953","12953",210.417755598456,"15569",1,0.0047524506530158,6.42302010405293e-05
"12955","12955",30.6847459459459,"381",0,0,0
"12956","12956",9.01124092664093,"1370",0,0,0
"12957","12957",31.9528637065637,"1899",1,0.0312960994414589,0.000526592943654555
"12958","12958",37.1008189189189,"2362",0,0,0
"12959","12959",38.6279189189189,"1108",0,0,0
"12960","12960",30.4029158301158,"1099",0,0,0
"12961","12961",4.00059382239382,"212",0,0,0
"12962","12962",43.1992467181467,"5831",0,0,0
"12964","12964",34.4978957528958,"186",0,0,0
"12965","12965",9.5349166023166,"596",0,0,0
"12966","12966",86.1575884169884,"2685",0,0,0
"12967","12967",37.6071640926641,"1186",1,0.0265906782424753,0.000843170320404722
"12969","12969",98.6505293436293,"410",0,0,0
"12970","12970",50.2767806949807,"984",0,0,0
"12972","12972",82.7254247104247,"6034",0,0,0
"12973","12973",35.6864505791506,"86",0,0,0
"12974","12974",8.03961814671815,"1602",1,0.124384016970782,0.000624219725343321
"12975","12975",2.85162818532819,"264",0,0,0
"12976","12976",38.3701459459459,"213",0,0,0
"12977","12977",8.94462895752896,"1849",0,0,0
"12978","12978",2.61358532818533,"303",0,0,0
"12979","12979",3.40007876447876,"2223",1,0.294110833680437,0.000449842555105713
"12980","12980",255.790538610039,"1276",0,0,0
"12981","12981",106.004594208494,"2301",0,0,0
"12983","12983",210.504041312741,"7371",4,0.0190020104842419,0.000542667209333876
"12985","12985",55.3345262548263,"1277",0,0,0
"12986","12986",226.352256756757,"6071",2,0.00883578555238018,0.000329435018942514
"12987","12987",6.20053127413127,"198",0,0,0
"12989","12989",147.752791119691,"1024",0,0,0
"12992","12992",63.5666231660232,"4517",0,0,0
"12993","12993",72.063532046332,"1387",0,0,0
"12996","12996",50.8813996138996,"2079",0,0,0
"12997","12997",65.2204679536679,"1199",1,0.015332610013016,0.000834028356964137
"12998","12998",12.0378088803089,"363",0,0,0
"13020","13020",0.467657915057915,"110",0,0,0
"13021","13021",120.194859459459,"38114",4,0.0332792934572145,0.000104948312955869
"13024","13024",0.0415355212355212,"1723",0,0,0
"13026","13026",28.1509656370656,"1734",0,0,0
"13027","13027",68.0544420849421,"32949",5,0.0734705898221788,0.000151749673738201
"13028","13028",18.6874482625483,"1109",0,0,0
"13029","13029",17.7317382239382,"7243",1,0.0563960502558051,0.000138064337981499
"13030","13030",13.319827027027,"4057",1,0.0750760500095773,0.000246487552378605
"13031","13031",24.3035474903475,"15451",2,0.0822925130907053,0.00012944146009967
"13032","13032",81.5211648648649,"12057",1,0.0122667530776538,8.29393713195654e-05
"13033","13033",61.6491347490348,"3801",1,0.0162208278197393,0.000263088660878716
"13034","13034",24.3021189189189,"1987",0,0,0
"13035","13035",74.7855617760618,"8851",2,0.0267431299906366,0.000225963168003615
"13036","13036",48.7854845559846,"8798",1,0.0204979003304238,0.000113662195953626
"13037","13037",40.9372745173745,"9442",0,0,0
"13039","13039",22.5870057915058,"16837",2,0.0885464863497814,0.000118786007008374
"13040","13040",96.1053934362934,"2434",0,0,0
"13041","13041",18.2609231660232,"11453",0,0,0
"13042","13042",33.5129872586873,"2604",0,0,0
"13044","13044",27.7750208494208,"2621",1,0.0360035733338019,0.000381533765738268
"13045","13045",106.578894980695,"29223",6,0.056296323968144,0.000205317729185915
"13051","13051",0.235707722007722,"299",0,0,0
"13052","13052",48.4431683397683,"1522",0,0,0
"13053","13053",33.1906891891892,"4980",1,0.0301289314693025,0.000200803212851406
"13054","13054",22.1014359073359,"1665",0,0,0
"13057","13057",27.8465343629344,"13772",4,0.143644445943129,0.000290444379901249
"13060","13060",15.9907749034749,"2809",0,0,0
"13061","13061",25.9878702702703,"1073",0,0,0
"13062","13062",0.180380308880309,"40",0,0,0
"13063","13063",34.7738606177606,"1988",0,0,0
"13064","13064",0.17835250965251,"161",1,5.60687372411151,0.0062111801242236
"13066","13066",14.9707633204633,"12550",3,0.200390583685158,0.000239043824701195
"13068","13068",51.1325683397683,"5160",0,0,0
"13069","13069",107.219937837838,"24511",1,0.00932662357548113,4.0798009057158e-05
"13071","13071",24.8177185328185,"895",0,0,0
"13072","13072",47.0497972972973,"738",0,0,0
"13073","13073",54.8996266409266,"6475",0,0,0
"13074","13074",42.4605297297297,"4078",0,0,0
"13076","13076",15.3081806949807,"2314",0,0,0
"13077","13077",70.560032046332,"7135",0,0,0
"13078","13078",38.9454698841699,"10607",0,0,0
"13080","13080",28.0562193050193,"3329",0,0,0
"13081","13081",28.9582027027027,"1105",0,0,0
"13082","13082",23.5704733590734,"4380",0,0,0
"13083","13083",58.026167953668,"2069",0,0,0
"13084","13084",42.996866023166,"3734",0,0,0
"13087","13087",0.205233976833977,"66",0,0,0
"13088","13088",7.95362200772201,"21986",5,0.628644408188572,0.00022741744746657
"13090","13090",15.061006949807,"29758",4,0.265586491881359,0.00013441763559379
"13092","13092",48.5241787644788,"2479",0,0,0
"13101","13101",39.105561003861,"2301",0,0,0
"13102","13102",0.0581984555984556,"32",0,0,0
"13103","13103",0.342248262548263,"287",0,0,0
"13104","13104",47.2416567567568,"15515",3,0.0635032766832616,0.000193361263293587
"13108","13108",29.1754088803089,"6050",1,0.0342754408036736,0.000165289256198347
"13110","13110",24.5736745173745,"2038",0,0,0
"13111","13111",26.6093895752896,"1616",0,0,0
"13112","13112",20.2534486486487,"1843",0,0,0
"13113","13113",0.519364092664093,"304",0,0,0
"13114","13114",62.8850111969112,"6120",1,0.0159020405811603,0.000163398692810458
"13115","13115",0.463635907335907,"185",0,0,0
"13116","13116",1.32087335907336,"3504",1,0.757074849856565,0.000285388127853881
"13117","13117",0.814535521235521,"264",0,0,0
"13118","13118",102.487949034749,"6039",1,0.00975724472406941,0.000165590329524756
"13120","13120",17.0980586872587,"2250",0,0,0
"13122","13122",18.713977992278,"1289",0,0,0
"13123","13123",2.36603397683398,"511",0,0,0
"13124","13124",4.68536756756757,"94",0,0,0
"13126","13126",100.770715444015,"36335",4,0.0396940716593627,0.000110086693270951
"13131","13131",52.9313193050193,"3736",1,0.0188924064831532,0.000267665952890792
"13132","13132",23.7257737451737,"3397",0,0,0
"13134","13134",0.0825444015444015,"208",0,0,0
"13135","13135",31.9461505791506,"6689",1,0.0313026759678721,0.000149499177754522
"13136","13136",18.640744015444,"407",0,0,0
"13138","13138",0.0397401544401544,"0",0,0,
"13140","13140",52.2713806949807,"4509",0,0,0
"13141","13141",13.1041324324324,"577",0,0,0
"13142","13142",70.5305853281853,"6338",1,0.014178246151608,0.000157778479015462
"13143","13143",43.1941776061776,"2706",0,0,0
"13144","13144",38.4278397683398,"1986",0,0,0
"13145","13145",16.6841606177606,"1566",0,0,0
"13146","13146",54.3803868725869,"2354",0,0,0
"13147","13147",35.8859111969112,"1147",0,0,0
"13148","13148",60.0629849420849,"10605",1,0.0166491891963784,9.42951438000943e-05
"13152","13152",64.6582281853282,"8208",2,0.0309318714126755,0.000243664717348928
"13153","13153",0.894284555984556,"382",0,0,0
"13155","13155",20.4512911196911,"586",0,0,0
"13156","13156",29.9601150579151,"1896",0,0,0
"13157","13157",0.554765637065637,"552",1,1.80256298008899,0.00181159420289855
"13158","13158",71.3587803088803,"1539",0,0,0
"13159","13159",78.0949397683398,"5348",0,0,0
"13160","13160",21.2887760617761,"2055",0,0,0
"13162","13162",1.75748532818533,"560",0,0,0
"13163","13163",0.530878378378378,"473",0,0,0
"13164","13164",10.7392455598456,"2587",0,0,0
"13165","13165",67.9830088803089,"10559",2,0.029419115642869,0.000189411876124633
"13166","13166",40.8187814671815,"5572",1,0.0244985265129486,0.000179468772433597
"13167","13167",34.1257177606178,"3215",0,0,0
"13202","13202",0.997589961389961,"6581",4,4.00966344371261,0.000607810363166692
"13203","13203",1.69973513513514,"16528",1,0.588326957141176,6.05033881897386e-05
"13204","13204",4.39209150579151,"18728",2,0.455363918844304,0.000106791969243913
"13205","13205",3.44960347490347,"17479",2,0.579776781462096,0.000114423021912009
"13206","13206",3.95177760617761,"16360",2,0.506101354710221,0.000122249388753056
"13207","13207",3.09007799227799,"13135",1,0.323616427319624,7.61324704986677e-05
"13208","13208",4.17405521235521,"22738",1,0.239575173093063,4.39792417978714e-05
"13209","13209",12.7075876447876,"12940",2,0.157386284156014,0.000154559505409583
"13210","13210",4.56608223938224,"28234",2,0.438012259777123,7.08365800099171e-05
"13211","13211",4.71003822393822,"6145",0,0,0
"13212","13212",10.5924351351351,"21349",3,0.283220993258575,0.000140521804299967
"13214","13214",3.65541003861004,"8685",1,0.273567120907795,0.000115141047783535
"13215","13215",33.9367444015444,"14892",1,0.0294665860746057,6.7150147730325e-05
"13219","13219",4.96026872586873,"14781",3,0.604805942136651,0.000202963263649279
"13224","13224",2.9791806949807,"8296",3,1.00698826528192,0.000361620057859209
"13290","13290",0.242479150579151,"0",0,0,
"13301","13301",2.44346640926641,"108",0,0,0
"13302","13302",44.1607312741313,"1722",0,0,0
"13303","13303",35.3897972972973,"1113",0,0,0
"13304","13304",17.3857575289575,"1593",2,0.115036690041767,0.00125549278091651
"13305","13305",0.959366023166023,"249",0,0,0
"13308","13308",38.6548193050193,"3106",0,0,0
"13309","13309",145.391041312741,"5823",1,0.00687800287398014,0.000171732783788425
"13310","13310",7.57970656370656,"624",0,0,0
"13312","13312",63.7276405405405,"391",0,0,0
"13313","13313",2.25088455598456,"484",0,0,0
"13314","13314",3.87516061776062,"373",0,0,0
"13315","13315",49.0994108108108,"1543",0,0,0
"13316","13316",162.235813513514,"6179",1,0.00616386714094237,0.000161838485191779
"13317","13317",46.1280131274131,"3954",2,0.043357601257953,0.000505816894284269
"13318","13318",25.3826988416988,"1305",0,0,0
"13319","13319",0.886481853281853,"811",0,0,0
"13320","13320",76.8620135135135,"2102",0,0,0
"13321","13321",0.806804633204633,"917",0,0,0
"13322","13322",12.1472030888031,"902",0,0,0
"13323","13323",38.040928957529,"11097",1,0.0262874758162835,9.01144453455889e-05
"13324","13324",119.344761776062,"2382",0,0,0
"13325","13325",77.3897351351351,"1067",0,0,0
"13326","13326",95.3875799227799,"5584",5,0.0524177257044125,0.00089541547277937
"13327","13327",133.417542471042,"2056",0,0,0
"13328","13328",15.8637652509653,"1554",0,0,0
"13329","13329",52.9412996138996,"4330",1,0.0188888449526738,0.00023094688221709
"13331","13331",80.6681548262548,"120",0,0,0
"13332","13332",49.1835316602317,"2939",0,0,0
"13333","13333",1.70072895752896,"34",0,0,0
"13334","13334",29.0894911196911,"1121",0,0,0
"13335","13335",38.1534200772201,"1519",0,0,0
"13337","13337",18.4975127413127,"595",0,0,0
"13338","13338",243.062553667954,"1121",0,0,0
"13339","13339",108.168388030888,"6396",1,0.00924484517338323,0.000156347717323327
"13340","13340",57.8741277992278,"8075",0,0,0
"13341","13341",0.184160231660232,"107",0,0,0
"13342","13342",7.94040926640927,"202",0,0,0
"13343","13343",56.1798918918919,"1772",0,0,0
"13345","13345",4.9387416988417,"174",0,0,0
"13346","13346",37.8062444015444,"6045",1,0.0264506569173835,0.000165425971877585
"13348","13348",36.9729567567568,"1419",0,0,0
"13350","13350",30.420761003861,"9827",1,0.0328722874445212,0.000101760455886842
"13352","13352",0.167762162162162,"32",0,0,0
"13353","13353",197.913618918919,"10",0,0,0
"13354","13354",52.0805494208494,"3944",0,0,0
"13355","13355",29.1090057915058,"897",0,0,0
"13357","13357",31.5417552123552,"10855",2,0.0634080122217352,0.000184246890833717
"13360","13360",61.6610046332046,"163",2,0.0324354105467006,0.0122699386503067
"13361","13361",28.3240521235521,"813",0,0,0
"13362","13362",0.276022393822394,"173",0,0,0
"13363","13363",21.187788030888,"2279",0,0,0
"13364","13364",2.95635791505791,"106",0,0,0
"13365","13365",134.093680694981,"8469",1,0.00745747297573756,0.000118077695123391
"13367","13367",453.355619305019,"8617",0,0,0
"13368","13368",45.5826355212355,"1063",1,0.0219381786192273,0.000940733772342427
"13402","13402",25.3879262548263,"1774",0,0,0
"13403","13403",26.7063617760618,"7258",1,0.0374442617225514,0.000137779002480022
"13404","13404",2.94634015444015,"158",0,0,0
"13406","13406",10.9101046332046,"710",0,0,0
"13407","13407",54.2891123552124,"5155",0,0,0
"13408","13408",37.6420343629344,"3775",0,0,0
"13409","13409",34.4635046332046,"2519",0,0,0
"13410","13410",0.109991505791506,"281",0,0,0
"13411","13411",68.4550200772201,"3189",1,0.0146081324477293,0.000313577924114142
"13413","13413",19.885916988417,"16382",2,0.100573687457558,0.000122085215480405
"13415","13415",1.97944980694981,"66",0,0,0
"13416","13416",52.0052374517375,"2346",1,0.0192288324984197,0.000426257459505541
"13417","13417",1.30683243243243,"3317",0,0,0
"13418","13418",5.21606216216216,"324",0,0,0
"13420","13420",217.637465637066,"933",2,0.00918959423712101,0.00214362272240086
"13421","13421",42.0101837837838,"13291",3,0.0714112562668203,0.000225716650364909
"13424","13424",11.1476061776062,"2468",0,0,0
"13425","13425",25.5329027027027,"2113",0,0,0
"13428","13428",15.7743675675676,"1754",0,0,0
"13431","13431",36.8572115830116,"1773",0,0,0
"13433","13433",43.6091065637066,"1844",0,0,0
"13435","13435",0.208290347490347,"287",0,0,0
"13436","13436",38.3364378378378,"123",0,0,0
"13437","13437",96.124611969112,"423",0,0,0
"13438","13438",85.8185328185328,"3253",0,0,0
"13439","13439",86.1145061776062,"3518",1,0.0116124453868151,0.000284252416145537
"13440","13440",112.888006563707,"41243",4,0.0354333478086768,9.69861552263414e-05
"13441","13441",3.59304362934363,"124",0,0,0
"13450","13450",2.38097760617761,"42",0,0,0
"13452","13452",76.3119223938224,"4553",0,0,0
"13454","13454",43.0493702702703,"571",0,0,0
"13456","13456",28.0722046332046,"3962",0,0,0
"13459","13459",50.9131444015444,"2405",0,0,0
"13460","13460",71.4986911196911,"4279",1,0.013986270018929,0.000233699462491236
"13461","13461",2.31842702702703,"3031",1,0.431326924825546,0.000329924117452986
"13464","13464",38.3458378378378,"1378",0,0,0
"13468","13468",9.72638494208494,"471",0,0,0
"13469","13469",4.01661003861004,"926",0,0,0
"13470","13470",66.9133266409266,"649",0,0,0
"13471","13471",93.8364061776062,"3313",0,0,0
"13472","13472",14.4447127413127,"66",0,0,0
"13473","13473",46.1343972972973,"642",0,0,0
"13475","13475",0.0151081081081081,"16",0,0,0
"13476","13476",21.3559787644788,"3736",0,0,0
"13477","13477",20.2502285714286,"1437",0,0,0
"13478","13478",35.7873953667954,"2760",1,0.0279427991266397,0.00036231884057971
"13480","13480",53.7488146718147,"3398",1,0.0186050614530927,0.000294290759270159
"13483","13483",6.91943861003861,"324",0,0,0
"13484","13484",2.54999034749035,"297",0,0,0
"13485","13485",44.1699312741313,"1009",0,0,0
"13486","13486",29.4506034749035,"864",0,0,0
"13488","13488",4.18435250965251,"151",0,0,0
"13489","13489",42.6992795366795,"679",0,0,0
"13490","13490",11.8327177606178,"1757",0,0,0
"13491","13491",72.3489409266409,"3617",1,0.0138219023968017,0.000276472214542438
"13492","13492",15.0794980694981,"11268",3,0.198945613850916,0.000266240681576145
"13493","13493",74.5384065637066,"1792",0,0,0
"13494","13494",17.5092637065637,"332",0,0,0
"13495","13495",0.872723552123552,"2197",1,1.14583821826139,0.000455166135639508
"13501","13501",8.74872432432432,"37646",2,0.228604757203212,5.31264941826489e-05
"13502","13502",53.7613915057915,"32542",3,0.0558021270650486,9.21885563272079e-05
"13601","13601",140.684075675676,"37624",6,0.0426487501956656,0.000159472677014671
"13602","13602",9.74908725868726,"4007",0,0,0
"13603","13603",5.45310077220077,"9589",0,0,0
"13605","13605",80.7165888030888,"4816",1,0.0123890270244143,0.000207641196013289
"13606","13606",35.1526857142857,"2716",0,0,0
"13607","13607",17.8208154440154,"1247",2,0.112228309994178,0.00160384923817161
"13608","13608",39.5584633204633,"1544",0,0,0
"13612","13612",17.7125806949807,"2322",0,0,0
"13613","13613",83.3061474903475,"2574",0,0,0
"13614","13614",8.96486911196911,"333",0,0,0
"13615","13615",3.82846988416988,"1162",0,0,0
"13616","13616",5.54029922779923,"2229",0,0,0
"13617","13617",127.685554054054,"11034",3,0.0234952185642707,0.000271886895051658
"13618","13618",50.363371042471,"1563",1,0.0198557002698788,0.000639795265515035
"13619","13619",108.806740540541,"10640",1,0.0091906070803344,9.3984962406015e-05
"13620","13620",46.2769463320463,"2245",0,0,0
"13621","13621",27.206322007722,"469",0,0,0
"13622","13622",58.1839540540541,"2344",0,0,0
"13623","13623",0.396470656370656,"13",0,0,0
"13624","13624",63.4028702702703,"5715",3,0.0473164698571494,0.0005249343832021
"13625","13625",55.3343930501931,"1863",0,0,0
"13626","13626",99.3007254826255,"2245",0,0,0
"13628","13628",0.184257528957529,"209",0,0,0
"13630","13630",48.0048420849421,"1451",0,0,0
"13633","13633",19.8059088803089,"332",0,0,0
"13634","13634",44.1377250965251,"4049",0,0,0
"13635","13635",55.2608768339768,"1177",0,0,0
"13636","13636",3.2082694980695,"271",0,0,0
"13637","13637",35.2261806949807,"4057",0,0,0
"13638","13638",1.22471274131274,"362",0,0,0
"13639","13639",19.310228957529,"286",0,0,0
"13640","13640",12.356350965251,"362",0,0,0
"13641","13641",0.30952277992278,"65",0,0,0
"13642","13642",180.987218146718,"9871",0,0,0
"13643","13643",0.0362138996138996,"36",0,0,0
"13646","13646",107.503532432432,"2030",0,0,0
"13647","13647",0.0913092664092664,"37",1,10.9517909772465,0.027027027027027
"13648","13648",183.266792277992,"2298",0,0,0
"13650","13650",41.3127544401544,"1687",0,0,0
"13651","13651",2.44791312741313,"153",0,0,0
"13652","13652",66.4118571428571,"1696",0,0,0
"13654","13654",66.5171845559846,"2722",0,0,0
"13655","13655",20.2191849420849,"3431",0,0,0
"13656","13656",85.0741073359073,"3108",0,0,0
"13658","13658",78.7057980694981,"2288",0,0,0
"13659","13659",56.8204374517375,"479",0,0,0
"13660","13660",53.7760544401544,"1558",0,0,0
"13661","13661",46.048332046332,"1368",0,0,0
"13662","13662",88.8191378378378,"16069",4,0.0450353392002411,0.000248926504449561
"13664","13664",0.983947876447876,"292",0,0,0
"13665","13665",43.3542135135135,"703",0,0,0
"13666","13666",39.1140648648649,"228",0,0,0
"13667","13667",49.6022104247104,"3118",0,0,0
"13668","13668",36.7534150579151,"3291",0,0,0
"13669","13669",102.278168725869,"15782",2,0.0195545151513272,0.000126726650614624
"13670","13670",72.6350328185328,"434",0,0,0
"13672","13672",124.70022046332,"763",0,0,0
"13673","13673",34.9019231660232,"2260",0,0,0
"13674","13674",0.567195366795367,"145",0,0,0
"13675","13675",1.0529332046332,"227",0,0,0
"13676","13676",159.425872200772,"17016",1,0.00627250763126235,5.87682181476258e-05
"13677","13677",0.196480694980695,"112",0,0,0
"13678","13678",0.785111196911197,"276",0,0,0
"13679","13679",62.4834810810811,"1989",0,0,0
"13680","13680",35.145983011583,"1460",1,0.0284527537519844,0.000684931506849315
"13681","13681",33.7951003861004,"885",0,0,0
"13682","13682",31.3473675675676,"885",0,0,0
"13684","13684",157.694149420849,"1107",0,0,0
"13685","13685",20.1694042471042,"2520",0,0,0
"13687","13687",134.416355212355,"503",0,0,0
"13690","13690",51.6410984555985,"835",1,0.0193644215538872,0.00119760479041916
"13691","13691",72.2200142857143,"2878",0,0,0
"13692","13692",0.272895366795367,"64",0,0,0
"13693","13693",19.3500945945946,"402",0,0,0
"13694","13694",22.3496776061776,"1441",1,0.0447433747198033,0.000693962526023595
"13695","13695",17.0008463320463,"184",0,0,0
"13696","13696",1.86193976833977,"47",0,0,0
"13697","13697",65.5199258687259,"1896",0,0,0
"13730","13730",49.0495243243243,"2683",1,0.0203875575507689,0.000372717107715244
"13731","13731",89.6023413127413,"880",0,0,0
"13732","13732",32.9494266409266,"7796",1,0.0303495417658617,0.00012827090815803
"13733","13733",90.7231621621622,"4861",1,0.0110225434846788,0.00020571898786258
"13734","13734",36.2191374517375,"2028",0,0,0
"13736","13736",60.6855239382239,"2153",0,0,0
"13739","13739",40.2600633204633,"796",0,0,0
"13740","13740",39.5604501930502,"547",0,0,0
"13743","13743",58.7971895752896,"3576",0,0,0
