"GEOID","year","essnWrkE","wrkPopE","essnWrkP"
"19943",2018,2122,5400,39.3
"19944",2018,41,184,22.28
"19945",2018,1328,2844,46.69
"19946",2018,1177,2149,54.77
"19947",2018,3807,8048,47.3
"19950",2018,1462,2959,49.41
"19951",2018,401,971,41.3
"19952",2018,2435,4922,49.47
"19953",2018,1375,2367,58.09
"19954",2018,293,657,44.6
"19955",2018,8,11,72.73
"19956",2018,2956,6840,43.22
"19958",2018,4239,10586,40.04
"19960",2018,1847,3322,55.6
"19962",2018,2318,5369,43.17
"19963",2018,4363,10109,43.16
"19964",2018,234,500,46.8
"19966",2018,5689,11857,47.98
"19967",2018,96,431,22.27
"19968",2018,2244,5578,40.23
"19970",2018,1399,3741,37.4
"19971",2018,1744,6410,27.21
"19973",2018,5153,11343,45.43
"19975",2018,1867,4092,45.63
"19977",2018,4928,11140,44.24
"19979",2018,248,461,53.8
"20001",2018,5346,29684,18.01
"20002",2018,8264,38141,21.67
"20003",2018,1908,18526,10.3
"20004",2018,198,1489,13.3
"20005",2018,1755,9763,17.98
"20006",2018,159,1012,15.71
"20007",2018,2619,16878,15.52
"20008",2018,1921,19979,9.62
"20009",2018,5353,37512,14.27
"20010",2018,6285,22598,27.81
"20011",2018,13339,36308,36.74
"20012",2018,2544,8648,29.42
"20015",2018,1126,8195,13.74
"20016",2018,2514,17843,14.09
"20017",2018,2848,10129,28.12
"20018",2018,2820,9100,30.99
"20019",2018,10918,24163,45.18
"20020",2018,8941,20482,43.65
"20024",2018,1554,8260,18.81
"20032",2018,7097,15046,47.17
"20036",2018,400,4471,8.95
"20037",2018,1149,8522,13.48
"20045",2018,0,0,NA
"20052",2018,7,251,2.79
"20053",2018,0,0,NA
"20057",2018,189,1371,13.79
"20064",2018,225,738,30.49
"20105",2018,1968,10744,18.32
"20106",2018,906,2466,36.74
"20109",2018,9710,22763,42.66
"20110",2018,10549,24789,42.56
"20111",2018,8230,18731,43.94
"20112",2018,4245,14290,29.71
"20115",2018,1352,3641,37.13
"20117",2018,296,1139,25.99
"20118",2018,0,6,0
"20119",2018,806,2226,36.21
"20120",2018,4907,23337,21.03
"20121",2018,5421,17409,31.14
"20124",2018,1487,8362,17.78
"20129",2018,79,340,23.24
"20130",2018,20,114,17.54
"20132",2018,2279,9416,24.2
"20135",2018,547,1791,30.54
"20136",2018,4211,16473,25.56
"20137",2018,303,777,39
"20139",2018,48,99,48.48
"20141",2018,712,3519,20.23
"20143",2018,131,507,25.84
"20144",2018,206,401,51.37
"20147",2018,7706,35429,21.75
"20148",2018,3581,25446,14.07
"20151",2018,3715,12508,29.7
"20152",2018,2990,18043,16.57
"20155",2018,4414,17537,25.17
"20158",2018,426,2260,18.85
"20164",2018,9185,23724,38.72
"20165",2018,3600,18291,19.68
"20166",2018,1928,6806,28.33
"20169",2018,3209,12068,26.59
"20170",2018,8386,24825,33.78
"20171",2018,4659,27901,16.7
"20175",2018,3973,18079,21.98
"20176",2018,7632,28394,26.88
"20180",2018,951,3920,24.26
"20181",2018,1563,5070,30.83
"20184",2018,133,357,37.25
"20186",2018,2815,7575,37.16
"20187",2018,2732,8783,31.11
"20190",2018,2371,11436,20.73
"20191",2018,4142,16636,24.9
"20194",2018,993,7396,13.43
"20197",2018,127,882,14.4
"20198",2018,415,1091,38.04
"20202",2018,0,0,NA
"20204",2018,0,0,NA
"20228",2018,0,0,NA
"20230",2018,0,0,NA
"20240",2018,0,0,NA
"20245",2018,0,0,NA
"20260",2018,0,0,NA
"20307",2018,0,0,NA
"20317",2018,16,16,100
"20319",2018,0,0,NA
"20373",2018,56,62,90.32
"20390",2018,7,7,100
"20405",2018,0,0,NA
"20418",2018,0,0,NA
"20427",2018,0,0,NA
"20506",2018,0,0,NA
"20510",2018,0,0,NA
"20520",2018,0,0,NA
"20535",2018,0,0,NA
"20540",2018,0,0,NA
"20551",2018,0,0,NA
"20553",2018,0,0,NA
"20560",2018,0,0,NA
"20565",2018,0,0,NA
"20566",2018,0,0,NA
"20593",2018,0,0,NA
"20601",2018,5203,13980,37.22
"20602",2018,5644,13234,42.65
"20603",2018,5176,16433,31.5
"20606",2018,38,170,22.35
"20607",2018,1928,6443,29.92
"20608",2018,129,291,44.33
"20609",2018,150,390,38.46
"20611",2018,356,893,39.87
"20612",2018,27,40,67.5
"20613",2018,2712,7350,36.9
"20615",2018,59,287,20.56
"20616",2018,1306,3278,39.84
"20617",2018,92,278,33.09
"20618",2018,89,252,35.32
"20619",2018,1755,6520,26.92
"20620",2018,434,723,60.03
"20621",2018,147,526,27.95
"20622",2018,1028,2350,43.74
"20623",2018,612,1729,35.4
"20624",2018,355,769,46.16
"20625",2018,88,241,36.51
"20626",2018,63,223,28.25
"20628",2018,35,148,23.65
"20629",2018,26,116,22.41
"20630",2018,50,233,21.46
"20632",2018,79,164,48.17
"20634",2018,1167,4032,28.94
"20636",2018,2010,6016,33.41
"20637",2018,1347,3054,44.11
"20639",2018,2457,7617,32.26
"20640",2018,1698,4545,37.36
"20645",2018,119,469,25.37
"20646",2018,3161,9779,32.32
"20650",2018,2139,6453,33.15
"20653",2018,4072,12079,33.71
"20657",2018,4269,10048,42.49
"20658",2018,195,327,59.63
"20659",2018,5029,12116,41.51
"20660",2018,0,0,NA
"20662",2018,626,1241,50.44
"20664",2018,676,1703,39.69
"20667",2018,44,224,19.64
"20670",2018,114,263,43.35
"20674",2018,68,315,21.59
"20675",2018,389,1103,35.27
"20676",2018,845,2176,38.83
"20677",2018,488,1428,34.17
"20678",2018,2623,6036,43.46
"20680",2018,122,330,36.97
"20684",2018,188,729,25.79
"20685",2018,1381,3603,38.33
"20686",2018,102,362,28.18
"20687",2018,29,150,19.33
"20688",2018,220,538,40.89
"20689",2018,290,982,29.53
"20690",2018,90,319,28.21
"20692",2018,442,882,50.11
"20693",2018,269,557,48.29
"20695",2018,965,4046,23.85
"20701",2018,0,0,NA
"20705",2018,6709,15231,44.05
"20706",2018,11257,21684,51.91
"20707",2018,6915,17884,38.67
"20708",2018,6239,15205,41.03
"20710",2018,2635,4635,56.85
"20711",2018,1465,3416,42.89
"20712",2018,2648,5585,47.41
"20714",2018,951,2221,42.82
"20715",2018,4260,13937,30.57
"20716",2018,3795,12351,30.73
"20720",2018,3841,13374,28.72
"20721",2018,4868,16113,30.21
"20722",2018,1679,3255,51.58
"20723",2018,5102,19205,26.57
"20724",2018,3994,10378,38.49
"20732",2018,1828,5130,35.63
"20733",2018,673,1553,43.34
"20735",2018,7085,20028,35.38
"20736",2018,1678,4931,34.03
"20737",2018,6205,11072,56.04
"20740",2018,5620,17419,32.26
"20742",2018,254,1232,20.62
"20743",2018,8762,19645,44.6
"20744",2018,11701,29125,40.18
"20745",2018,7507,14763,50.85
"20746",2018,5322,14689,36.23
"20747",2018,8876,21175,41.92
"20748",2018,8359,19583,42.68
"20751",2018,433,1223,35.4
"20754",2018,1043,3457,30.17
"20755",2018,791,2283,34.65
"20758",2018,74,254,29.13
"20759",2018,666,2450,27.18
"20762",2018,148,649,22.8
"20763",2018,473,1105,42.81
"20764",2018,739,2066,35.77
"20765",2018,99,168,58.93
"20769",2018,1265,3834,32.99
"20770",2018,5116,13695,37.36
"20772",2018,7809,23766,32.86
"20774",2018,8438,25727,32.8
"20776",2018,532,1547,34.39
"20777",2018,301,1875,16.05
"20778",2018,233,1149,20.28
"20779",2018,135,454,29.74
"20781",2018,2876,6430,44.73
"20782",2018,9279,18188,51.02
"20783",2018,16136,24476,65.93
"20784",2018,8182,15336,53.35
"20785",2018,9493,20004,47.46
"20794",2018,1832,5841,31.36
"20812",2018,16,160,10
"20814",2018,2211,16165,13.68
"20815",2018,2051,15978,12.84
"20816",2018,949,7849,12.09
"20817",2018,2899,18078,16.04
"20818",2018,186,1132,16.43
"20832",2018,3959,14649,27.03
"20833",2018,903,4110,21.97
"20837",2018,1031,3235,31.87
"20838",2018,24,154,15.58
"20839",2018,0,25,0
"20841",2018,1074,5028,21.36
"20842",2018,335,962,34.82
"20850",2018,5666,27732,20.43
"20851",2018,3341,8317,40.17
"20852",2018,5265,25831,20.38
"20853",2018,5930,16600,35.72
"20854",2018,4631,24017,19.28
"20855",2018,1482,7710,19.22
"20860",2018,265,1120,23.66
"20861",2018,158,966,16.36
"20862",2018,40,165,24.24
"20866",2018,3337,8894,37.52
"20868",2018,113,392,28.83
"20871",2018,2348,10179,23.07
"20872",2018,2112,7175,29.44
"20874",2018,10300,34396,29.95
"20876",2018,4720,15850,29.78
"20877",2018,9657,20682,46.69
"20878",2018,7705,35052,21.98
"20879",2018,5451,14937,36.49
"20880",2018,24,225,10.67
"20882",2018,2009,7489,26.83
"20886",2018,6787,18306,37.08
"20895",2018,1915,10403,18.41
"20896",2018,90,457,19.69
"20899",2018,121,191,63.35
"20901",2018,5967,20100,29.69
"20902",2018,10944,27885,39.25
"20903",2018,8082,13648,59.22
"20904",2018,10977,29742,36.91
"20905",2018,2958,9491,31.17
"20906",2018,15799,35413,44.61
"20910",2018,5977,26132,22.87
"20912",2018,5777,14896,38.78
"21001",2018,5109,12343,41.39
"21005",2018,429,969,44.27
"21009",2018,5574,16675,33.43
"21010",2018,16,39,41.03
"21012",2018,2994,11571,25.88
"21013",2018,520,2433,21.37
"21014",2018,5619,18262,30.77
"21015",2018,4553,14938,30.48
"21017",2018,1287,3526,36.5
"21028",2018,402,1464,27.46
"21029",2018,1408,5704,24.68
"21030",2018,4279,13933,30.71
"21031",2018,0,0,NA
"21032",2018,1056,3992,26.45
"21034",2018,781,1650,47.33
"21035",2018,1036,4074,25.43
"21036",2018,212,1070,19.81
"21037",2018,3923,11479,34.18
"21040",2018,5101,11979,42.58
"21042",2018,4439,20939,21.2
"21043",2018,6527,25145,25.96
"21044",2018,6571,25080,26.2
"21045",2018,6361,21516,29.56
"21046",2018,1756,8755,20.06
"21047",2018,1986,6164,32.22
"21048",2018,1972,5400,36.52
"21050",2018,3651,9769,37.37
"21051",2018,48,165,29.09
"21052",2018,62,122,50.82
"21053",2018,400,1544,25.91
"21054",2018,1244,5531,22.49
"21056",2018,0,90,0
"21057",2018,541,2247,24.08
"21060",2018,7510,17793,42.21
"21061",2018,11295,29067,38.86
"21071",2018,99,366,27.05
"21074",2018,2832,7870,35.98
"21075",2018,5562,17844,31.17
"21076",2018,3165,10521,30.08
"21077",2018,57,192,29.69
"21078",2018,3409,9034,37.74
"21082",2018,144,297,48.48
"21084",2018,1238,3955,31.3
"21085",2018,3230,8527,37.88
"21087",2018,787,2697,29.18
"21090",2018,1873,5576,33.59
"21093",2018,4667,19271,24.22
"21102",2018,2274,6328,35.94
"21104",2018,745,2862,26.03
"21105",2018,0,0,NA
"21108",2018,2872,9991,28.75
"21111",2018,949,2676,35.46
"21113",2018,5082,17946,28.32
"21114",2018,3598,14781,24.34
"21117",2018,12123,32519,37.28
"21120",2018,1190,3705,32.12
"21122",2018,11666,33559,34.76
"21128",2018,2498,7384,33.83
"21130",2018,147,175,84
"21131",2018,910,3576,25.45
"21132",2018,705,1570,44.9
"21133",2018,6169,16104,38.31
"21136",2018,5708,18039,31.64
"21140",2018,504,1764,28.57
"21144",2018,5997,17969,33.37
"21146",2018,3319,13915,23.85
"21152",2018,823,3072,26.79
"21153",2018,59,111,53.15
"21154",2018,1167,2914,40.05
"21155",2018,540,1697,31.82
"21156",2018,33,123,26.83
"21157",2018,6946,19237,36.11
"21158",2018,4477,10541,42.47
"21160",2018,836,1561,53.56
"21161",2018,958,2871,33.37
"21162",2018,900,2203,40.85
"21163",2018,784,3545,22.12
"21201",2018,3087,9137,33.79
"21202",2018,3020,9333,32.36
"21204",2018,2495,9927,25.13
"21205",2018,2537,5015,50.59
"21206",2018,11603,25391,45.7
"21207",2018,10207,22648,45.07
"21208",2018,6265,17512,35.78
"21209",2018,4201,14295,29.39
"21210",2018,1163,6470,17.98
"21211",2018,2667,10206,26.13
"21212",2018,5526,16703,33.08
"21213",2018,5863,11528,50.86
"21214",2018,4673,10823,43.18
"21215",2018,10134,21199,47.8
"21216",2018,6915,12656,54.64
"21217",2018,6014,12830,46.87
"21218",2018,8266,21404,38.62
"21219",2018,1946,4406,44.17
"21220",2018,8828,19797,44.59
"21221",2018,9555,19462,49.1
"21222",2018,11886,24945,47.65
"21223",2018,4387,8460,51.86
"21224",2018,11071,27947,39.61
"21225",2018,6737,13815,48.77
"21226",2018,1044,3142,33.23
"21227",2018,7333,17017,43.09
"21228",2018,7757,24868,31.19
"21229",2018,9974,22005,45.33
"21230",2018,6063,20793,29.16
"21231",2018,2991,9760,30.65
"21234",2018,14146,35681,39.65
"21236",2018,6861,20703,33.14
"21237",2018,6816,15672,43.49
"21239",2018,6491,15300,42.42
"21240",2018,0,0,NA
"21244",2018,7821,19239,40.65
"21250",2018,153,576,26.56
"21251",2018,27,148,18.24
"21252",2018,98,530,18.49
"21286",2018,3223,10146,31.77
"21401",2018,5534,18972,29.17
"21402",2018,220,438,50.23
"21403",2018,5359,16899,31.71
"21405",2018,25,149,16.78
"21409",2018,3310,10889,30.4
"21502",2018,7918,16484,48.03
"21520",2018,449,1048,42.84
"21521",2018,250,445,56.18
"21522",2018,75,128,58.59
"21523",2018,59,88,67.05
"21524",2018,133,373,35.66
"21529",2018,114,207,55.07
"21530",2018,440,817,53.86
"21531",2018,487,899,54.17
"21532",2018,2758,6543,42.15
"21536",2018,1154,2082,55.43
"21538",2018,103,167,61.68
"21539",2018,614,1141,53.81
"21540",2018,24,34,70.59
"21541",2018,309,679,45.51
"21542",2018,163,284,57.39
"21543",2018,19,52,36.54
"21545",2018,370,824,44.9
"21550",2018,2961,6443,45.96
"21555",2018,355,663,53.54
"21557",2018,308,570,54.04
"21561",2018,556,1010,55.05
"21562",2018,725,1359,53.35
"21601",2018,4482,11259,39.81
"21607",2018,198,452,43.81
"21610",2018,60,155,38.71
"21612",2018,20,134,14.93
"21613",2018,3474,7759,44.77
"21617",2018,2082,5885,35.38
"21619",2018,1056,3251,32.48
"21620",2018,2344,5983,39.18
"21622",2018,215,473,45.45
"21623",2018,421,916,45.96
"21624",2018,45,95,47.37
"21625",2018,501,1411,35.51
"21626",2018,0,46,0
"21627",2018,0,0,NA
"21628",2018,109,188,57.98
"21629",2018,2096,4781,43.84
"21631",2018,511,1229,41.58
"21632",2018,1167,2610,44.71
"21634",2018,39,81,48.15
"21635",2018,396,978,40.49
"21636",2018,419,702,59.69
"21638",2018,988,2592,38.12
"21639",2018,1099,2096,52.43
"21640",2018,364,687,52.98
"21641",2018,23,56,41.07
"21643",2018,1463,2968,49.29
"21644",2018,11,21,52.38
"21645",2018,306,753,40.64
"21647",2018,33,116,28.45
"21648",2018,99,153,64.71
"21649",2018,652,987,66.06
"21650",2018,69,120,57.5
"21651",2018,499,1442,34.6
"21652",2018,0,23,0
"21653",2018,13,69,18.84
"21654",2018,124,298,41.61
"21655",2018,1456,2907,50.09
"21657",2018,217,464,46.77
"21658",2018,659,1972,33.42
"21659",2018,314,725,43.31
"21660",2018,777,1834,42.37
"21661",2018,467,1114,41.92
"21662",2018,86,245,35.1
"21663",2018,424,1454,29.16
"21664",2018,110,211,52.13
"21665",2018,47,107,43.93
"21666",2018,2238,6596,33.93
"21667",2018,34,120,28.33
"21668",2018,442,916,48.25
"21669",2018,64,133,48.12
"21671",2018,194,345,56.23
"21672",2018,35,68,51.47
"21673",2018,1065,1971,54.03
"21675",2018,23,46,50
"21676",2018,122,258,47.29
"21677",2018,41,140,29.29
"21678",2018,279,745,37.45
"21679",2018,46,120,38.33
"21701",2018,6180,20655,29.92
"21702",2018,7776,21721,35.8
"21703",2018,7252,19805,36.62
"21704",2018,2177,8132,26.77
"21705",2018,0,0,NA
"21710",2018,707,2387,29.62
"21711",2018,290,518,55.98
"21713",2018,2220,5009,44.32
"21714",2018,24,112,21.43
"21716",2018,990,2651,37.34
"21717",2018,14,38,36.84
"21718",2018,32,86,37.21
"21719",2018,239,519,46.05
"21722",2018,1183,2650,44.64
"21723",2018,130,524,24.81
"21727",2018,1123,3037,36.98
"21733",2018,202,538,37.55
"21734",2018,120,311,38.59
"21737",2018,448,1250,35.84
"21738",2018,223,1467,15.2
"21740",2018,11709,26539,44.12
"21742",2018,6283,15939,39.42
"21746",2018,0,0,NA
"21750",2018,961,1591,60.4
"21754",2018,964,3649,26.42
"21755",2018,996,2961,33.64
"21756",2018,835,1988,42
"21757",2018,848,1674,50.66
"21758",2018,891,2349,37.93
"21762",2018,33,138,23.91
"21766",2018,120,214,56.07
"21767",2018,86,385,22.34
"21769",2018,1959,5830,33.6
"21770",2018,911,3028,30.09
"21771",2018,4758,15762,30.19
"21773",2018,1147,3008,38.13
"21774",2018,1870,6899,27.11
"21776",2018,1120,3059,36.61
"21777",2018,219,946,23.15
"21778",2018,236,523,45.12
"21779",2018,428,607,70.51
"21780",2018,380,763,49.8
"21781",2018,8,37,21.62
"21782",2018,872,1952,44.67
"21783",2018,1747,4409,39.62
"21784",2018,6237,20139,30.97
"21787",2018,2594,5299,48.95
"21788",2018,2859,6271,45.59
"21790",2018,0,21,0
"21791",2018,1191,2755,43.23
"21793",2018,1701,5110,33.29
"21794",2018,286,1190,24.03
"21795",2018,1956,4257,45.95
"21797",2018,1441,4413,32.65
"21798",2018,387,956,40.48
"21801",2018,5638,13073,43.13
"21802",2018,9,18,50
"21804",2018,8730,20733,42.11
"21810",2018,73,422,17.3
"21811",2018,4337,10598,40.92
"21813",2018,475,1238,38.37
"21814",2018,111,166,66.87
"21817",2018,831,1772,46.9
"21821",2018,143,365,39.18
"21822",2018,436,1018,42.83
"21824",2018,32,42,76.19
"21826",2018,1324,2611,50.71
"21829",2018,183,326,56.13
"21830",2018,892,1924,46.36
"21835",2018,44,179,24.58
"21837",2018,786,1642,47.87
"21838",2018,516,962,53.64
"21840",2018,95,227,41.85
"21841",2018,255,738,34.55
"21842",2018,2066,5349,38.62
"21849",2018,719,1500,47.93
"21850",2018,661,1513,43.69
"21851",2018,1298,3007,43.17
"21853",2018,1954,4117,47.46
"21856",2018,196,362,54.14
"21861",2018,220,435,50.57
"21862",2018,12,24,50
"21863",2018,940,1998,47.05
"21864",2018,224,347,64.55
"21865",2018,94,182,51.65
"21866",2018,17,22,77.27
"21867",2018,0,10,0
"21869",2018,303,589,51.44
"21871",2018,461,859,53.67
"21872",2018,261,390,66.92
"21874",2018,485,942,51.49
"21875",2018,1484,3046,48.72
"21890",2018,0,0,NA
"21901",2018,4025,8954,44.95
"21902",2018,0,0,NA
"21903",2018,1319,2986,44.17
"21904",2018,1473,3459,42.58
"21911",2018,2537,5396,47.02
"21912",2018,251,641,39.16
"21913",2018,225,438,51.37
"21914",2018,186,319,58.31
"21915",2018,719,1503,47.84
"21916",2018,2,2,100
"21917",2018,551,1415,38.94
"21918",2018,898,1954,45.96
"21919",2018,483,1309,36.9
"21920",2018,91,144,63.19
"21921",2018,8970,21834,41.08
"21930",2018,63,113,55.75
"22003",2018,11567,31976,36.17
"22015",2018,5786,23091,25.06
"22025",2018,2185,8991,24.3
"22026",2018,2746,7614,36.07
"22027",2018,157,1023,15.35
"22030",2018,7677,31834,24.12
"22031",2018,4932,18876,26.13
"22032",2018,3781,15604,24.23
"22033",2018,3940,22811,17.27
"22035",2018,0,0,NA
"22039",2018,1682,9061,18.56
"22041",2018,5959,14154,42.1
"22042",2018,6817,21006,32.45
"22043",2018,3295,14179,23.24
"22044",2018,2644,7193,36.76
"22046",2018,1697,9839,17.25
"22060",2018,627,2178,28.79
"22066",2018,1580,8448,18.7
"22079",2018,6575,18790,34.99
"22101",2018,1807,13221,13.67
"22102",2018,2153,13329,16.15
"22124",2018,1758,9334,18.83
"22125",2018,191,575,33.22
"22134",2018,368,1182,31.13
"22150",2018,5602,14078,39.79
"22151",2018,3155,9652,32.69
"22152",2018,3537,15217,23.24
"22153",2018,3828,15813,24.21
"22172",2018,2265,5170,43.81
"22180",2018,2542,13091,19.42
"22181",2018,1402,7741,18.11
"22182",2018,1776,13553,13.1
"22185",2018,0,0,NA
"22191",2018,16428,37484,43.83
"22192",2018,9362,30492,30.7
"22193",2018,17434,42015,41.49
"22201",2018,3305,27964,11.82
"22202",2018,2199,17187,12.79
"22203",2018,2686,15723,17.08
"22204",2018,12145,33392,36.37
"22205",2018,1554,10339,15.03
"22206",2018,3216,13274,24.23
"22207",2018,2702,17036,15.86
"22209",2018,1170,9065,12.91
"22211",2018,36,60,60
"22213",2018,291,1911,15.23
"22214",2018,0,0,NA
"22301",2018,1223,8401,14.56
"22302",2018,2689,11179,24.05
"22303",2018,2268,9332,24.3
"22304",2018,9384,29309,32.02
"22305",2018,4041,10562,38.26
"22306",2018,8084,18130,44.59
"22307",2018,1153,5568,20.71
"22308",2018,1050,6348,16.54
"22309",2018,8662,18608,46.55
"22310",2018,4585,18002,25.47
"22311",2018,4391,11032,39.8
"22312",2018,8323,19390,42.92
"22314",2018,3175,21638,14.67
"22315",2018,3617,16092,22.48
"22401",2018,5513,15332,35.96
"22405",2018,5293,14985,35.32
"22406",2018,4261,12412,34.33
"22407",2018,11202,28968,38.67
"22408",2018,5042,15792,31.93
"22427",2018,654,1461,44.76
"22432",2018,57,74,77.03
"22433",2018,62,171,36.26
"22435",2018,548,1033,53.05
"22436",2018,149,272,54.78
"22437",2018,162,532,30.45
"22438",2018,48,177,27.12
"22443",2018,1293,3667,35.26
"22448",2018,35,137,25.55
"22454",2018,339,811,41.8
"22460",2018,361,747,48.33
"22469",2018,191,496,38.51
"22473",2018,1189,2127,55.9
"22476",2018,49,197,24.87
"22480",2018,50,152,32.89
"22482",2018,464,1145,40.52
"22485",2018,4362,12738,34.24
"22488",2018,141,315,44.76
"22503",2018,771,1616,47.71
"22504",2018,101,202,50
"22508",2018,2798,6602,42.38
"22509",2018,0,40,0
"22511",2018,112,383,29.24
"22514",2018,504,1131,44.56
"22520",2018,1107,2811,39.38
"22529",2018,38,87,43.68
"22530",2018,17,35,48.57
"22534",2018,682,1402,48.64
"22535",2018,76,220,34.55
"22538",2018,36,58,62.07
"22539",2018,371,853,43.49
"22542",2018,454,1023,44.38
"22546",2018,3482,8181,42.56
"22548",2018,60,60,100
"22551",2018,3967,9357,42.4
"22553",2018,2487,7295,34.09
"22554",2018,8820,27983,31.52
"22556",2018,4627,14845,31.17
"22560",2018,1246,2903,42.92
"22567",2018,532,1454,36.59
"22572",2018,1245,2735,45.52
"22576",2018,379,858,44.17
"22578",2018,519,958,54.18
"22579",2018,0,53,0
"22580",2018,850,2280,37.28
"22601",2018,5856,14272,41.03
"22602",2018,6082,15562,39.08
"22603",2018,2906,6920,41.99
"22610",2018,498,844,59
"22611",2018,1847,4330,42.66
"22620",2018,566,1384,40.9
"22623",2018,109,378,28.84
"22624",2018,693,1400,49.5
"22625",2018,563,1515,37.16
"22627",2018,127,239,53.14
"22630",2018,6412,15397,41.64
"22637",2018,654,1246,52.49
"22639",2018,58,235,24.68
"22640",2018,151,419,36.04
"22641",2018,89,198,44.95
"22642",2018,1132,2601,43.52
"22643",2018,6,117,5.13
"22644",2018,674,1305,51.65
"22645",2018,811,2192,37
"22646",2018,8,62,12.9
"22650",2018,77,268,28.73
"22652",2018,245,580,42.24
"22654",2018,241,454,53.08
"22655",2018,4490,11209,40.06
"22656",2018,667,1600,41.69
"22657",2018,2279,4875,46.75
"22660",2018,596,1089,54.73
"22663",2018,512,841,60.88
"22664",2018,1658,3862,42.93
"22701",2018,7897,17586,44.91
"22709",2018,282,544,51.84
"22711",2018,0,0,NA
"22712",2018,2353,5067,46.44
"22713",2018,494,830,59.52
"22714",2018,198,481,41.16
"22715",2018,350,441,79.37
"22716",2018,129,287,44.95
"22718",2018,238,392,60.71
"22719",2018,103,195,52.82
"22720",2018,188,384,48.96
"22722",2018,25,69,36.23
"22723",2018,0,23,0
"22724",2018,507,1240,40.89
"22726",2018,173,387,44.7
"22727",2018,951,2650,35.89
"22728",2018,687,1782,38.55
"22729",2018,27,90,30
"22730",2018,0,84,0
"22731",2018,3,10,30
"22732",2018,0,61,0
"22733",2018,231,453,50.99
"22734",2018,729,1544,47.22
"22735",2018,902,1618,55.75
"22736",2018,111,212,52.36
"22737",2018,587,1275,46.04
"22738",2018,213,662,32.18
"22740",2018,285,542,52.58
"22741",2018,48,48,100
"22742",2018,317,980,32.35
"22743",2018,0,93,0
"22747",2018,166,461,36.01
"22749",2018,20,94,21.28
"22801",2018,7625,19226,39.66
"22802",2018,6686,15293,43.72
"22807",2018,317,747,42.44
"22810",2018,168,384,43.75
"22811",2018,149,334,44.61
"22812",2018,1776,4394,40.42
"22815",2018,2007,4569,43.93
"22820",2018,48,137,35.04
"22821",2018,1097,2590,42.36
"22824",2018,1443,3097,46.59
"22827",2018,2121,4927,43.05
"22830",2018,431,779,55.33
"22831",2018,339,618,54.85
"22832",2018,267,622,42.93
"22834",2018,300,614,48.86
"22835",2018,2663,5285,50.39
"22840",2018,825,2176,37.91
"22841",2018,825,1631,50.58
"22842",2018,1027,2511,40.9
"22843",2018,500,1271,39.34
"22844",2018,1076,2407,44.7
"22845",2018,0,9,0
"22846",2018,582,1497,38.88
"22847",2018,189,463,40.82
"22849",2018,1083,2193,49.38
"22850",2018,277,553,50.09
"22851",2018,1200,2780,43.17
"22853",2018,1027,1927,53.3
"22901",2018,6838,18512,36.94
"22902",2018,5194,13895,37.38
"22903",2018,6865,19367,35.45
"22904",2018,324,1094,29.62
"22911",2018,3148,9062,34.74
"22920",2018,934,2029,46.03
"22922",2018,425,952,44.64
"22923",2018,809,2679,30.2
"22931",2018,51,172,29.65
"22932",2018,1359,3806,35.71
"22935",2018,255,451,56.54
"22936",2018,644,2406,26.77
"22937",2018,513,1013,50.64
"22938",2018,315,687,45.85
"22939",2018,864,2756,31.35
"22940",2018,177,478,37.03
"22942",2018,1607,4053,39.65
"22943",2018,73,155,47.1
"22946",2018,75,98,76.53
"22947",2018,592,1677,35.3
"22948",2018,28,81,34.57
"22949",2018,287,496,57.86
"22952",2018,375,891,42.09
"22958",2018,304,894,34
"22959",2018,460,843,54.57
"22960",2018,2183,4601,47.45
"22963",2018,2793,7536,37.06
"22964",2018,51,117,43.59
"22967",2018,385,883,43.6
"22968",2018,2276,5847,38.93
"22969",2018,325,541,60.07
"22971",2018,444,827,53.69
"22972",2018,99,272,36.4
"22973",2018,1160,2579,44.98
"22974",2018,804,2201,36.53
"22976",2018,138,416,33.17
"22980",2018,6307,15278,41.28
"22989",2018,0,15,0
"23002",2018,2418,4949,48.86
"23004",2018,290,429,67.6
"23005",2018,3181,8682,36.64
"23009",2018,1283,3231,39.71
"23011",2018,107,356,30.06
"23015",2018,680,1981,34.33
"23021",2018,21,64,32.81
"23022",2018,242,595,40.67
"23023",2018,142,231,61.47
"23024",2018,1702,4015,42.39
"23025",2018,0,111,0
"23027",2018,106,436,24.31
"23030",2018,971,2302,42.18
"23032",2018,117,179,65.36
"23035",2018,310,614,50.49
"23038",2018,444,841,52.79
"23039",2018,224,434,51.61
"23040",2018,1259,2208,57.02
"23043",2018,402,759,52.96
"23045",2018,72,72,100
"23047",2018,392,1014,38.66
"23050",2018,181,403,44.91
"23055",2018,59,391,15.09
"23056",2018,35,180,19.44
"23059",2018,4505,17969,25.07
"23060",2018,6079,21045,28.89
"23061",2018,4537,10294,44.07
"23062",2018,530,986,53.75
"23063",2018,1081,2311,46.78
"23064",2018,55,197,27.92
"23065",2018,217,728,29.81
"23066",2018,21,56,37.5
"23068",2018,41,127,32.28
"23069",2018,862,1503,57.35
"23070",2018,68,184,36.96
"23071",2018,251,673,37.3
"23072",2018,2541,5607,45.32
"23075",2018,2441,4902,49.8
"23076",2018,96,216,44.44
"23079",2018,42,117,35.9
"23083",2018,406,1125,36.09
"23084",2018,309,737,41.93
