"GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","a15_24P","und45P","ovr65P","disbP"
"05494",2018,1823,97.48,0,0,1.65,0,0.88,1.48,4.26,11.03,50.14,14.21,9.7
"05495",2018,10148,93.65,1.7,0.14,1.54,0,2.97,1.6,4.53,11.63,56.14,15.3,11.3
"05602",2018,11785,94.59,1.24,0.15,1.64,0,2.38,1.92,4.6,9.17,49.75,19.78,12.8
"05640",2018,121,97.52,0,0,0,0,2.48,0,3.12,12.4,31.4,22.31,11.6
"05641",2018,16382,97.31,0.91,0.01,0.21,0,1.57,1.96,9.41,10.57,50.95,19.73,17.8
"05647",2018,1024,92.19,0,0,1.76,0,6.05,0,8.14,9.18,45.9,22.56,12.1
"05648",2018,439,98.86,0,0,0,0,1.14,0,3.38,13.67,45.56,20.27,7.7
"05649",2018,356,98.03,0,0,0,0,1.97,5.9,11.15,7.02,33.15,21.63,16.9
"05650",2018,1213,98.52,0,0.41,0,0,1.07,4.04,5.42,9.48,43.2,18.05,16.6
"05651",2018,1420,93.59,1.69,0,0.63,0,4.08,2.04,5.28,8.52,43.87,21.13,11.9
"05652",2018,745,95.17,0.94,0,0,0,3.89,0,17.01,13.29,52.75,16.78,10.7
"05653",2018,466,98.93,0,0,1.07,0,0,0,19.15,13.73,52.58,18.24,9.7
"05654",2018,1023,89.83,4.99,0,0,0,5.18,0,5.45,18.28,49.66,15.44,13.4
"05655",2018,2932,97.31,0,0.55,0.72,0,1.43,0.61,5.54,7.74,51.36,17.7,11.4
"05656",2018,3587,96.65,1.09,0.67,0.47,0,1.12,1.76,7.27,33.93,68.02,11.65,13
"05657",2018,81,100,0,0,0,0,0,0,0,9.88,9.88,40.74,7.4
"05658",2018,1518,96.57,0,0,0.66,0.4,2.37,1.45,3.2,7.71,45.06,19.7,14
"05660",2018,1716,94.17,0,4.08,0.29,0.35,1.11,1.28,1.31,10.9,45.63,16.38,9.3
"05661",2018,5832,92.99,2.62,1.22,0,0,3.17,2.61,11.76,10.68,56.22,17.64,14
"05663",2018,6597,95.66,1.29,0.79,0.39,0.11,1.76,3.14,9.74,32.32,60.39,16.54,9.5
"05664",2018,175,100,0,0,0,0,0,0,0,16,78.29,0,0
"05667",2018,2200,94.32,0,0,1.77,0.23,3.68,0.5,7.51,13.18,54.27,15.23,11.6
"05669",2018,675,99.26,0,0.3,0.44,0,0,1.78,7.93,9.93,45.19,22.37,16.7
"05672",2018,4436,94.88,0.68,1.44,2.39,0,0.61,0.92,2.13,5.37,44.14,22.88,12.5
"05673",2018,2525,95.09,0.48,0.67,0.91,0,2.85,3.13,1.89,6.85,46.14,23.88,8.9
"05674",2018,1613,97.89,0.74,0,0.37,0,0.99,1.61,5.3,5.46,52.76,23.5,11
"05675",2018,1136,92.61,0.79,2.82,0.7,0,3.08,4.4,11.09,13.64,45.33,18.49,18.9
"05676",2018,4862,95.52,0,0.45,2.2,0,1.83,1.13,5.81,13.82,56.05,13.86,8.4
"05677",2018,2328,98.88,0,0,0,0,1.12,2.02,7.76,10.35,60.4,10.74,19.9
"05678",2018,263,100,0,0,0,0,0,3.42,0,11.79,86.31,0,10.3
"05679",2018,3388,99.11,0,0.18,0,0,0.71,0.32,6.12,8.44,49.88,17.86,17.7
"05680",2018,2277,97.85,0.44,0,0,0,1.71,2.55,10.23,7.95,58.76,13.09,13.5
"05681",2018,405,93.83,0,0,0,0.74,5.43,0,0.96,5.93,37.53,18.77,11.6
"05682",2018,1226,94.21,1.14,2.2,0.16,0,2.28,0.73,5.22,9.22,47.15,18.52,10.9
"05701",2018,20031,95.64,1.45,0.16,1.68,0,1.06,1.48,7.81,11.61,47.49,21.77,17.1
"05730",2018,279,97.85,0,0,2.15,0,0,0,16.11,12.9,41.58,18.28,6.1
"05732",2018,792,99.49,0,0,0,0,0.51,0,2.51,5.3,55.18,10.61,16
"05733",2018,5933,96.71,0.08,1.75,0.98,0,0.47,1.18,9.5,12.14,45.39,22.13,15.2
"05734",2018,1407,93.6,2.99,0.5,1.42,0,1.49,1.49,6.54,8.96,45.77,21.25,11.4
"05735",2018,4211,97.27,1.73,0,0.62,0,0.38,1,10.5,33.7,54.24,17.79,20.9
"05736",2018,542,100,0,0,0,0,0,0,6.33,4.06,50.55,16.05,22
"05737",2018,922,99.46,0,0,0.54,0,0,0,2,10.52,48.05,21.48,13.7
"05738",2018,1197,96.74,0,0.17,1,0,2.09,1.17,7.97,5.6,41.02,23.81,13.3
"05739",2018,1423,99.09,0,0.49,0.14,0,0.28,1.97,14.21,13.07,51.65,21.5,15
"05740",2018,22,100,0,0,0,0,0,0,0,0,0,100,100
"05742",2018,626,100,0,0,0,0,0,0,5.51,8.63,32.11,25.56,12.3
"05743",2018,3862,97.51,0,0.36,0,0,2.12,3.18,10.93,11.91,52.77,18.93,19
"05744",2018,636,94.65,0,0,0,0,5.35,0,13.53,22.8,53.14,23.9,19.3
"05747",2018,323,95.98,0,0.93,1.55,0,1.55,1.55,5.88,10.84,56.66,9.91,4.6
"05748",2018,323,91.95,0,0.62,0.93,0,6.5,0.93,16.54,8.05,39.01,30.03,16.1
"05751",2018,726,92.29,0,0,6.47,0,1.24,0,4.01,10.61,41.05,22.18,8.1
"05753",2018,10444,87.57,3,0.34,4.89,0,4.2,4.2,5.97,30.9,60.07,18.53,15.4
"05757",2018,845,96.8,0,0,0.95,0,2.25,1.3,2.3,10.65,44.38,23.91,15.3
"05758",2018,640,100,0,0,0,0,0,0.94,4.48,7.5,38.28,25.47,10.2
"05759",2018,1692,95.86,0.89,0,1.6,0,1.65,4.31,6.48,7.27,45.21,21.63,15.9
"05760",2018,1196,96.91,0.33,0,1.34,0,1.42,0,5.8,15.8,45.74,21.57,18.2
"05761",2018,844,95.85,1.18,2.25,0,0,0.71,3.32,6.92,5.45,40.4,23.58,13.7
"05762",2018,367,97.55,0,0,0,0,2.45,7.63,2.14,5.18,45.78,21.8,12
"05763",2018,2652,95.74,0.72,1.4,0.94,0,1.21,0,3.59,10.26,45.51,18.85,12
"05764",2018,3333,93.37,2.64,0.81,0.42,0,2.76,1.41,9,20.31,54.16,18.81,19.2
"05765",2018,1696,98.23,0.53,0,0,0,1.24,0,5.23,12.26,49.47,18.04,11.1
"05766",2018,533,94.56,0,3.56,0,0,1.88,4.5,7.33,6.38,49.34,18.39,15.9
"05767",2018,1105,99.28,0,0,0,0,0.72,0.54,4.85,9.14,32.13,29.14,19.5
"05769",2018,1115,96.95,0.36,0.72,0.9,0,1.08,0.81,6.65,10.94,46.73,22.87,12.2
"05770",2018,943,89.93,0.64,2.12,0,0,7.32,9.97,11.94,8.17,49.52,19.09,12.4
"05772",2018,692,98.41,0,0,0.43,0,1.16,0.87,3.28,8.96,40.32,21.68,9
"05773",2018,2255,98.98,0,0.35,0.22,0,0.44,0.93,5.56,11.84,46.47,22.17,17.8
"05774",2018,1035,97.97,0,0,0.97,0,1.06,0,4.01,13.14,42.51,23.96,12.7
"05775",2018,545,91.01,3.12,5.87,0,0,0,0,15.67,6.61,56.51,17.43,20.7
"05776",2018,716,99.86,0,0,0.14,0,0,8.94,4,14.53,38.69,25,9.4
"05777",2018,3436,99.13,0,0.17,0,0,0.7,2.33,5.99,11.67,49.13,19.38,14.5
"05778",2018,602,98.01,0.83,0.33,0.5,0,0.33,0.33,9.33,5.65,51.99,14.95,19.6
"05819",2018,9145,97.22,0.43,0.13,1.04,0,1.18,2.11,8.92,10.56,49.24,19.38,19.6
"05820",2018,543,100,0,0,0,0,0,5.89,18.1,7.37,40.52,19.89,18
"05821",2018,1070,96.17,1.59,0.19,0,0,2.06,1.12,7.35,11.03,39.35,28.13,16.4
"05822",2018,1567,98.02,0,0.57,0,0,1.4,0.38,12.6,9.38,31.65,34.08,24.4
"05824",2018,1220,97.21,0.25,0.33,0.41,0,1.8,1.31,9.55,17.3,54.02,17.46,14.5
"05825",2018,75,100,0,0,0,0,0,0,2.82,0,14.67,46.67,32
"05826",2018,960,93.54,0.21,0,0,0,6.25,0.73,5.37,18.02,59.69,22.4,19.1
"05827",2018,365,87.4,1.1,0,0,0,11.51,6.3,8.93,21.37,58.36,21.1,17.3
"05828",2018,2041,97.8,0,0.34,0.88,0,0.98,1.22,6.7,8.87,46.94,22,13.4
"05829",2018,1631,94.79,0,0,0.61,0,4.6,2.51,13.62,12.69,41.57,28.45,18.3
"05830",2018,1415,95.62,0.14,0.49,0.71,0,3.04,0,7.39,13.85,52.51,17.81,14
"05832",2018,879,96.36,0.46,0.46,0.91,0,1.82,0,3.08,8.87,48.35,18.89,11.1
"05833",2018,302,100,0,0,0,0,0,2.32,5.17,10.26,51.66,25.17,19.2
"05836",2018,1111,92.98,1.62,1.71,2.07,0,1.62,0,9.99,11.25,56.71,13.95,17.3
"05837",2018,337,98.52,0.89,0.59,0,0,0,1.48,21.25,7.42,37.98,27.6,21.7
"05839",2018,767,99.74,0,0.26,0,0,0,1.04,15.14,5.74,44.2,24.64,14.6
"05841",2018,379,100,0,0,0,0,0,0,3.94,7.39,21.11,48.28,19.8
"05842",2018,567,93.3,0.53,0,0,0,6.17,4.23,9.92,10.93,59.96,12.52,11.9
"05843",2018,2484,95.65,1.17,0,0.2,0,2.98,0.76,14.18,9.7,46.54,22.18,27.4
"05845",2018,1319,98.64,1.36,0,0,0,0,5.99,8.04,12.81,55.34,17.82,11
"05846",2018,1123,95.46,0.89,0,0.98,0,2.67,0.36,13.36,10.69,40.25,22.62,17.3
"05847",2018,754,95.62,1.06,0,0,0,3.32,2.52,14.31,6.76,52.25,13.4,12.7
"05850",2018,306,28.76,35.62,0,0,0,35.62,0,43.95,0,66.01,0,59.8
"05851",2018,6491,98.47,0.45,0.05,0.32,0,0.71,1.09,6.23,23.43,57.97,17.16,17.3
"05853",2018,512,99.02,0,0.59,0,0,0.39,9.96,7.36,5.47,29.88,43.55,16.8
"05855",2018,7147,96.81,0.52,0.5,0.25,0,1.92,0.83,15.04,9.91,51.11,19.14,18.5
"05857",2018,2357,96.69,0.55,0.21,0.76,0,1.78,0.89,15.54,11.07,44.34,24.78,16.8
"05858",2018,431,99.3,0,0,0,0,0.7,1.16,15.14,8.82,39.68,19.03,11.8
"05859",2018,1730,94.1,0.98,3.7,0.12,0,1.1,0,15.7,15.55,64.8,13.24,11.2
"05860",2018,2584,95.2,0.62,0.23,0.15,0,3.79,0,10.11,10.02,55.88,16.06,15.9
"05862",2018,237,96.2,1.69,1.69,0,0,0.42,0,1.63,5.49,37.55,29.11,16
"05866",2018,695,95.4,2.01,0,0,0,2.59,4.75,13.75,12.09,47.48,17.27,20.1
"05867",2018,885,94.35,0.45,0,0,0,5.2,3.39,10.18,11.19,58.19,20,10.8
"05868",2018,334,100,0,0,0,0,0,0,8.37,4.79,47.6,18.86,15.6
"05871",2018,1509,95.83,0.33,0.27,0.33,0,3.25,0.73,10.42,8.02,50.36,18.16,14.8
"05872",2018,815,95.95,0,0.49,0,0,3.56,0,17.09,9.69,44.91,23.56,18.8
"05873",2018,643,94.09,5.44,0,0,0,0.47,1.87,11.24,7.47,35.61,21.62,19.8
"05874",2018,541,97.04,0,1.48,0.37,0,1.11,0,7.14,9.98,42.7,24.95,7.4
"05875",2018,466,97.21,0,0,0,0,2.79,4.72,4.51,3,38.2,26.39,7.3
"05901",2018,14,100,0,0,0,0,0,0,0,0,0,92.86,7.1
"05902",2018,204,96.57,0,0,0,0,3.43,0,45.9,1.96,28.43,36.76,20.1
"05903",2018,904,92.37,5.75,0,1.44,0,0.44,1.88,14.24,12.5,45.35,22.9,19
"05904",2018,255,97.25,0,2.75,0,0,0,0,16.17,1.57,51.37,18.82,29.4
"05905",2018,711,96.48,0,0.56,0.56,0,2.39,1.83,10.45,6.33,31.36,30.38,19.5
"05906",2018,1256,98.17,0,0.24,0,0,1.59,1.83,13.91,8.52,45.22,29.94,22.1
"05907",2018,142,95.07,0,0,1.41,0,3.52,0,10.17,1.41,36.62,16.9,23.9
"06001",2018,18532,84.02,0.76,0,12.41,0,2.82,4.76,2.4,9.69,48.61,21.31,8
"06002",2018,20952,33.53,59.1,0.12,2.64,0,4.61,7.77,9.86,10.74,43.11,26.65,12.3
"06010",2018,60308,83.61,5.25,0.53,1.93,0.04,8.65,16.49,10.68,12.04,55.89,15.81,13.5
"06013",2018,9607,96.21,0.92,0,1.42,0,1.46,2.79,2.49,12.39,52.22,14.85,6.5
"06016",2018,6900,79.67,8.59,0,2.9,0,8.84,8.59,5.86,8.61,55.01,13.22,9.8
"06018",2018,2885,95.15,4.06,0,0,0,0.8,5.27,9.4,11.37,50.29,22.98,14.5
"06019",2018,10211,89.8,3.43,0,4.88,0,1.9,4.39,2.33,8.2,46.8,18.14,9.2
"06020",2018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06021",2018,325,94.46,2.46,0,3.08,0,0,5.23,2.87,21.23,56.31,7.08,1.5
"06022",2018,95,75.79,0,0,0,0,24.21,37.89,0,0,82.11,0,0
"06023",2018,1247,85.4,0,0,3.29,0,11.31,12.19,11.82,13.79,48.28,19.73,10
"06024",2018,402,96.77,0,0,1.74,0,1.49,0,14.18,1.74,28.86,31.59,14.9
"06026",2018,5256,87.27,2.26,0.68,2.61,0,7.17,6.75,2.66,7.1,51.94,17.54,10.5
"06027",2018,1405,92.17,0.07,5.69,1,0,1.07,0.28,5.64,10.04,40.78,17.3,15.1
"06029",2018,15988,89.42,1.46,0,4.99,0,4.13,4.8,4.33,11.81,54.23,13.39,10.2
"06031",2018,1476,94.99,2.78,0,0.75,0,1.49,2.78,2.44,7.59,35.5,23.31,11.4
"06032",2018,17624,82.72,2.4,0.32,11.17,0,3.39,4.95,4.57,9.81,49.14,21.47,8.2
"06033",2018,29026,84.46,1.89,0.27,9.19,0,4.19,5.82,2.97,10.82,48.98,17.94,8.7
"06035",2018,7525,95.77,0.4,0,1.93,0,1.9,0.66,3.51,10.87,43.96,19.93,9.9
"06037",2018,19272,94.7,1.15,0,1.94,0,2.21,4.27,8.35,9.95,44.19,21.37,12.1
"06039",2018,2028,97.98,0.35,0,0.69,0,0.99,0.35,4.5,10.31,46.6,25.99,5.2
"06040",2018,34602,65.66,17.45,0.51,8.53,0,7.86,14.23,8.63,12.62,59.35,14.96,12.5
"06042",2018,23353,63.18,10.91,0.42,17.09,0.03,8.36,11.48,5.83,9.05,62.14,13.68,10.7
"06043",2018,4928,94.18,1.18,0,1.77,0,2.88,6.88,6.26,15.22,48.36,19.38,7.9
"06051",2018,30220,64.37,16.46,0.18,1.48,0,17.51,55.16,24.82,13.54,66.82,10.31,13.7
"06052",2018,7859,74.95,13.59,0,1.63,0,9.84,28.06,12.39,12.2,57.81,15.38,12.1
"06053",2018,34772,77.43,9.27,0.05,4.58,0.47,8.2,32.29,15.75,16.81,63.7,14.47,10.5
"06057",2018,6371,98.41,0.82,0.25,0,0,0.52,1.1,3.06,13.07,48.36,17.91,6.4
"06058",2018,1536,96.09,0.33,0,0.33,0,3.26,2.21,7.76,6.71,33.66,29.36,11.9
"06059",2018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06060",2018,2949,98.03,0.68,0,0,0,1.29,0.34,1.93,15.09,57.1,12.44,6.2
"06061",2018,104,100,0,0,0,0,0,0,0,21.15,21.15,30.77,21.2
"06062",2018,17720,88.22,1.56,1.77,3.29,0,5.17,10.33,10.89,10.78,51.93,17.8,17.1
"06063",2018,3160,95,0.06,0,3.26,0,1.68,1.14,5.43,11.55,45.44,18.29,8.9
"06065",2018,797,92.72,0.5,0,1.25,0,5.52,0,5.43,11.67,43.66,13.3,11
"06066",2018,29210,79.7,6.49,0.14,6.76,0,6.92,9.08,7.17,10.88,56.83,17.71,13.9
"06067",2018,20137,73.1,5.24,0.02,17.5,0,4.14,3.37,6.24,8.83,51.55,20.82,11.5
"06068",2018,1396,90.97,0.5,0,2.08,0,6.45,6.09,6.37,9.89,24.5,54.66,11.7
"06069",2018,2411,93.7,1.2,0,1.33,0,3.77,2.9,5.79,7.34,30.36,28.78,14.2
"06070",2018,15689,90.96,2.22,1.35,2.84,0,2.63,5.13,3.96,10.68,48.45,19.43,8.9
"06071",2018,11289,86.66,6.84,0.04,1.67,0,4.78,6.09,9.68,11.37,48.39,20.02,10.5
"06073",2018,5515,93.51,0.96,0,3.79,0,1.74,3.59,3.44,10.7,49.85,14.47,5.9
"06074",2018,25823,82.77,2.59,0.03,10.32,0,4.29,6.78,3.37,13.05,52.53,17.17,10.1
"06076",2018,12577,94.76,0.97,0.1,0.79,0,3.38,3.03,7.91,16.37,52.06,16.32,14.8
"06078",2018,12540,78.14,11.75,0.14,3,0,6.98,7.85,10.19,14.67,53.01,15.46,9.7
"06081",2018,1414,80.98,5.87,2.9,4.46,0,5.8,14.64,7.67,10.61,64.78,7.64,13.4
"06082",2018,44455,81.47,7.23,0.62,2.65,0.03,8,10.06,8.55,12.91,55.99,15.89,13.6
"06084",2018,14766,93.66,1.46,0,2.85,0,2.03,1.78,1.96,13.85,51.31,14.95,7
"06085",2018,7548,86.09,0.6,0.05,11.75,0,1.51,5.55,4.31,13.98,55.48,13.63,9.5
"06088",2018,4479,80.22,7.21,0.02,9.82,0,2.72,2.92,5.06,7.84,45.14,21.05,13.1
"06089",2018,3156,97.12,0.35,0,2.53,0,0,2.98,2.03,10.65,52.15,13.31,10.9
"06090",2018,857,94.63,0,0,0,0,5.37,2.8,0,6.53,30.81,15.29,11.7
"06091",2018,122,90.98,0,0,0,0,9.02,18.03,3.23,15.57,49.18,33.61,17.2
"06092",2018,4322,92.62,0.67,0,3.79,0.32,2.59,3.52,1.08,10.94,49.98,14.88,6.1
"06093",2018,3122,94.2,1.99,0,0,0,3.81,2.53,2.55,10.79,49.49,15.28,7.4
"06095",2018,28948,50.03,39.51,0.07,4.97,0.1,5.32,8.81,7.57,13.68,51.37,17.78,11.2
"06096",2018,12613,84.35,5.8,0.06,5.43,0,4.35,4,8.24,12.61,51.34,18.93,15.3
"06098",2018,12374,94.48,1.82,1.2,0.82,0,1.69,4.78,10.68,14.07,46.52,18.44,14.4
"06103",2018,1861,62.06,9.35,0,19.88,0,8.7,14.99,4.45,11.98,72.22,7.68,7.3
"06105",2018,19373,38.38,36.67,0.1,6.51,0,18.32,24.94,17.19,17.04,64.12,13.36,14.5
"06106",2018,37819,45.21,22.03,0.89,2.68,0,29.19,58.61,30.16,18.18,66.14,11.52,16.1
"06107",2018,18914,90.31,1.27,0.03,5.74,0,2.65,3.9,1.96,9.73,52.34,18.64,8.1
"06108",2018,24672,50.84,29.52,1.12,3.12,0,15.4,44.24,20.42,17.39,65.74,11.88,15.3
"06109",2018,26267,85.86,4.48,0.09,4.3,0.14,5.12,9.36,6.7,11.34,50.15,20.17,9.9
"06110",2018,12658,67.96,9.25,0.09,12.12,0,10.57,23.87,12.96,14.12,58.94,14.08,12
"06111",2018,30323,81.25,5.44,0.25,5.61,0,7.46,9.46,8.32,12.64,49.7,21.32,12.8
"06112",2018,21100,11.89,77.89,0.02,0.19,0.01,10,13.45,21.1,20.7,62.48,13.66,14.4
"06114",2018,28691,31.86,21.26,0.22,3.22,0.23,43.21,63.32,30.41,19.83,68.54,8.5,13.1
"06117",2018,16165,79.76,7.76,0.45,7.66,0,4.36,6.29,2.99,18.21,51.95,21.37,10.3
"06118",2018,25818,56.55,23.27,0.38,4.73,0,15.07,27.55,14.14,13.24,56.67,16.16,12.3
"06119",2018,15715,79.95,9.19,0,5.78,0,5.08,13.2,6.49,14.6,59.46,15.56,9.8
"06120",2018,14534,24.11,49.71,0.6,0.34,0,25.24,46.61,27.12,16.88,74.97,6.96,16.2
"06160",2018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06226",2018,19870,63.86,6.02,2.84,3.35,0,23.92,46.93,21.08,30.37,73.74,9.43,13.3
"06231",2018,3952,96.26,0.2,0,2.45,0,1.09,1.64,2.59,15.38,49.52,11.66,8.2
"06232",2018,3223,96.28,2.45,0,0,0,1.27,3.32,4.63,13.84,48.4,12.57,10.1
"06234",2018,8269,92.15,2.32,0.17,2.38,0,2.97,2.15,8.39,9.06,48.17,19.11,18.4
"06235",2018,2309,94.2,0,0.74,0.48,0,4.59,6.24,8.69,8.88,41.19,17.24,16.5
"06237",2018,5447,96.13,0.13,0,0.95,0,2.79,8.3,2.54,12.34,43.95,19.66,8.6
"06238",2018,12396,95.98,0.37,0,0.49,0,3.15,4.23,2.46,11.85,52.59,15.03,11
"06239",2018,11406,87.81,2.35,0,1.82,0,8.01,4.48,15.48,9.81,52.65,15.25,12.4
"06241",2018,6206,96.12,0.56,0,0.9,0,2.42,2.85,11.77,10.94,55.69,15.15,8.7
"06242",2018,1308,98.47,0,0,0,0,1.53,2.45,4.23,11.09,45.49,16.51,9.1
"06243",2018,131,100,0,0,0,0,0,0,13,11.45,56.49,22.9,0
"06247",2018,2705,96.45,0.22,0.48,0.3,0,2.55,3.59,6.29,10.5,43.55,17.3,12.3
"06248",2018,5570,96.21,0.29,0,1.76,0,1.74,1.24,4.65,15.94,50.56,17.22,10.2
"06249",2018,7256,96.28,0.43,0,1.56,0,1.74,2.33,3.72,7.15,48.61,17.16,5.9
"06250",2018,4741,88.48,1.73,0,8.04,0,1.75,5.19,4.67,22.17,56.87,15.78,13.1
"06254",2018,1842,95.49,0.87,0.22,0.43,0,2.99,3.37,5.07,12.38,44.79,19.38,14.8
"06255",2018,4560,97.35,0,0,0,0,2.65,1.67,11.68,12.04,59.65,11.14,11.3
"06256",2018,2308,82.58,11.87,0,0,0,5.55,23.05,11.51,8.71,50.56,21.88,24.1
"06259",2018,4465,97.11,1.01,0.11,0.2,0,1.57,3.2,4.34,16.98,52.16,14.74,10.2
"06260",2018,9353,95.62,0.53,0,0.82,0.18,2.84,2.78,7.81,11.44,48.97,18.04,14.3
"06262",2018,642,100,0,0,0,0,0,0,15.23,13.08,36.14,20.87,8.7
"06263",2018,251,96.02,0,0,0,0,3.98,0,5.92,0,77.29,0,10
"06264",2018,88,73.86,0,0,0,0,26.14,26.14,27.71,5.68,21.59,59.09,22.9
"06266",2018,538,94.24,3.53,0,0.93,0,1.3,0.93,12.24,12.83,76.58,10.22,6.4
"06268",2018,10695,80.62,5.14,0.07,9.14,0,5.03,5.95,4.77,56.65,74.56,12.32,8.4
"06269",2018,10124,79.62,4.98,0,12.19,0,3.21,4.93,0,99.01,99.87,0.06,1.9
"06277",2018,4068,95.45,0.34,0.15,1.5,0,2.56,1.45,10.3,8.65,48.53,18.68,13
"06278",2018,4363,93.12,0.8,0,1.21,0,4.86,5.78,7.57,9.05,49.12,13.91,14
"06279",2018,5912,91.12,0.54,0,6.16,0,2.18,7.19,7.17,24.22,58.36,12.77,6.7
"06280",2018,2723,89.17,2.83,0,0.55,0,7.46,13.81,7.18,11.35,40.69,27.65,12.7
"06281",2018,6635,97.94,0,0,0.56,0,1.51,0.71,3.21,10.87,49.75,17.62,11.4
"06282",2018,1258,100,0,0,0,0,0,11.45,3.74,4.53,58.03,16.06,7.2
"06320",2018,27074,56.5,15.41,0.19,2,0.08,25.81,34.63,17.39,25.38,65.24,10.89,16.6
"06330",2018,3290,89.85,1.61,0.33,0,0.36,7.84,4.04,6.45,11.55,54.35,14.92,12.1
"06331",2018,5074,95.68,1.18,0,1.75,0,1.38,0.59,9.06,9.28,51.4,16.24,13.5
"06332",2018,642,100,0,0,0,0,0,1.87,8.84,22.74,56.54,20.72,9.8
"06333",2018,7125,84.18,2.93,0,9.07,0,3.82,6.04,3.4,13.74,49.81,17.96,8.2
"06334",2018,2493,91.98,2.09,0,0.92,0,5.01,0.92,6.09,13.68,46.21,20.78,12.8
"06335",2018,6428,91.61,3.42,0,1.84,0,3.13,5.91,1.15,9.44,55.37,17.61,11.8
"06336",2018,106,84.91,15.09,0,0,0,0,0,0,3.77,87.74,0,7.5
"06339",2018,8307,82,2.3,4.06,5.86,0,5.78,4.84,2.39,11.39,56.88,12.56,11.4
"06340",2018,30764,73.39,8.73,0.52,5.78,0,11.59,15.63,6.27,21.64,68.61,12.03,12.1
"06350",2018,46,100,0,0,0,0,0,0,12.9,0,54.35,36.96,8.7
"06351",2018,15975,89.77,1.33,0.62,3.09,0,5.2,2.23,10.29,15.4,54.56,15.7,11.1
"06353",2018,64,100,0,0,0,0,0,0,0,0,51.56,26.56,26.6
"06354",2018,6326,94.51,0.76,0,3.86,0.09,0.77,9.61,17.39,12.24,53.98,18.04,18.3
"06355",2018,12432,92.56,2.25,0.14,2.23,0,2.82,4.79,5.38,9.48,40.08,25.59,13.6
"06357",2018,11641,84.76,4.6,0,2.69,0,7.95,6.79,7.28,9.29,43.61,25.56,15.1
"06359",2018,5341,88.26,1.8,0.39,1.7,0,7.84,1.8,5.98,9.77,47.2,19.85,15.3
"06360",2018,36632,67.02,11.06,0.76,9.33,0,11.82,14.52,13.39,12.36,58.29,16.32,14.2
"06365",2018,4666,86.05,0.81,0.62,5.79,0,6.73,0.92,7.4,10.54,48.35,19.1,12.2
"06370",2018,6932,87.49,1.24,1.5,3.13,0,6.64,5.51,6.08,12.15,49.45,16.08,15.4
"06371",2018,9687,96.51,1.14,0.04,0.55,0.26,1.51,4.18,4.32,10.48,38.34,27.34,9.8
"06373",2018,325,92.92,0,0,0,0,7.08,0,15.38,18.46,48.92,12,40
"06374",2018,7170,91.13,3.11,0.14,1.16,0,4.46,3.04,13.02,10.5,50.07,20.11,16.1
"06375",2018,3767,90.97,1.81,0,1.88,0,5.34,4.46,4.46,12,50.73,16.62,9.7
"06376",2018,213,100,0,0,0,0,0,0,0,7.98,29.11,40.38,16.4
"06377",2018,2898,96.93,0.72,1.76,0,0,0.59,3.14,6.71,13.32,54.07,10.66,13.6
"06378",2018,5505,94.97,1.69,0.33,1.44,0,1.58,1.8,4.06,9.88,38.26,25.56,11.9
"06379",2018,8856,92.47,2.43,0.2,1.49,0,3.41,5.76,5.78,13.92,49.22,18.51,12.9
"06380",2018,2888,73.06,15.89,1.32,0,0,9.73,11.36,15.48,12.33,60.18,14.72,20.4
"06382",2018,11971,72.82,7.52,1.28,7.37,0,11.02,9.3,13.4,10.26,53.3,17.49,14.1
"06384",2018,2759,93.37,3.12,0.25,0.83,0.51,1.92,2.32,5.81,10.69,50.13,15.59,16.8
"06385",2018,15370,87.57,3.81,0.33,3.02,0,5.28,6.34,5.1,9.72,44.98,24.27,15.4
"06387",2018,481,93.76,0,6.24,0,0,0,0,8.97,22.66,84.82,0,5.2
"06389",2018,15,100,0,0,0,0,0,0,0,0,100,0,100
"06390",2018,183,95.63,0,0,0,0,4.37,2.19,3.57,2.73,39.89,19.13,15.3
"06401",2018,18787,71.4,14.54,0,1.81,0.12,12.13,23.03,12.03,11.45,56.51,16.12,15.6
"06403",2018,6115,96.35,1.85,0,0.69,0,1.11,2.85,6.43,13.28,49.44,17.45,8.4
"06405",2018,27825,90.31,1.23,0,4.11,0,4.35,5.21,4.96,9.54,45.25,22.12,12.2
"06409",2018,466,97.85,0,0,0,0,2.15,2.15,0,6.44,34.76,28.54,30.7
"06410",2018,29138,81.98,4.92,0.16,7.68,0,5.26,4.14,5.49,13.61,48.18,17.93,9.4
"06412",2018,4268,97.05,0.75,0,1.92,0,0.28,3.21,3.93,10.33,44.03,24.11,11.8
"06413",2018,12958,95.58,0.43,0.16,0.96,0,2.86,9.28,6.42,9.39,47.65,19.93,10.5
"06414",2018,91,100,0,0,0,0,0,0,24.18,0,18.68,64.84,0
"06415",2018,16639,92.69,1.49,0.28,2.27,0,3.28,3.49,4.64,11.67,53.97,13.67,8.8
"06416",2018,13973,88.41,6.31,0,3.23,0,2.05,9.76,5.98,8.67,52.48,18.08,10
