"GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","a15_24P","und45P","ovr65P","disbP"
"54844",2018,216,95.83,1.39,2.78,0,0,0,2.78,1.06,6.48,22.69,42.13,23.1
"54845",2018,119,53.78,0,21.85,0,0,24.37,0.84,19.51,6.72,59.66,26.05,14.3
"54846",2018,460,96.09,0,3.48,0.43,0,0,1.96,8.15,4.57,43.7,27.39,17.4
"54847",2018,2194,95.67,0.77,1.14,0.36,0,2.05,2.51,5.25,9.53,38.29,27.21,17.1
"54848",2018,5737,95.24,1.5,0.52,0.42,0.3,2.02,2.44,14.6,11.56,47.66,20.97,20.1
"54849",2018,1835,95.2,0.16,0.71,0.98,0,2.94,1.04,3.48,6.87,42.45,19.78,13.5
"54850",2018,202,97.03,0,0,0,0,2.97,8.91,5.75,5.94,31.68,32.67,21.8
"54853",2018,4179,91.27,0.22,5.79,1.77,0,0.96,1.75,6.98,8.59,44.2,23.62,14.8
"54854",2018,1094,95.25,0.82,1.83,0,0,2.1,1.37,2.55,11.52,54.02,15.36,8
"54855",2018,939,97.76,0.11,0.85,0.21,0,1.06,1.7,5.42,12.25,70.93,12.25,8
"54856",2018,1691,95.68,0,3.43,0.12,0,0.77,1.24,4.23,9.99,47.37,20.17,14.2
"54857",2018,46,100,0,0,0,0,0,0,26.47,6.52,36.96,43.48,0
"54858",2018,1721,96.05,0.41,0.93,0.46,0.17,1.98,4.71,9.22,11.45,54.85,18.54,15
"54859",2018,1698,95.35,0.12,2.83,0.53,0,1.18,0.29,10.19,6.01,31.27,30.98,18.5
"54861",2018,128,10.94,0,80.47,0,0,8.59,3.91,21.98,0,57.03,11.72,19.5
"54862",2018,206,97.57,0,0.49,0.49,0,1.46,1.94,13.07,4.85,27.67,30.1,18.9
"54864",2018,1325,93.06,1.66,1.58,1.58,0,2.11,0.38,5.55,8.38,52.3,16.83,11.6
"54865",2018,446,95.52,1.79,1.12,0,0,1.57,1.57,4.29,6.95,24.89,41.48,22.2
"54867",2018,468,74.15,0.85,19.66,0,0,5.34,0,7.5,20.73,58.12,19.44,16.9
"54868",2018,15383,96.34,0.09,0.55,1.07,0,1.95,1.38,6.33,12.21,51.74,20.89,13.8
"54870",2018,1537,97.33,0.13,0.98,0,0,1.56,1.95,5.06,8.07,33.18,32.14,12
"54871",2018,2993,95.92,0.67,0.8,0.33,0,2.27,1.84,8.73,11.19,46.48,24.92,20.1
"54872",2018,2733,94.37,0.44,1.35,0.18,0,3.66,1.35,5.91,12.66,44.9,22.43,19.7
"54873",2018,2813,94.74,0.43,1.1,0.5,0.11,3.13,0.75,6.82,7.07,32.46,33.13,16.9
"54874",2018,3841,95.05,0.57,2.58,0.55,0,1.25,0.99,6.65,9.45,52.49,16.19,11.7
"54875",2018,1082,97.97,0,0.37,0.65,0,1.02,0,7.76,9.24,46.86,20.89,12.8
"54876",2018,1450,70.34,1.79,16,0.76,0,11.1,10.07,10.82,7.45,45.72,27.86,10.6
"54880",2018,29958,92.19,1.58,1.49,1.31,0,3.44,1.9,6.82,13.79,56.7,16.35,15.5
"54888",2018,1288,96.97,0,1.63,0,0,1.4,0.54,8.02,6.44,31.68,28.03,17.3
"54889",2018,2536,96.96,0,1.1,0.87,0,1.06,1.3,7.04,10.57,48.11,22.48,13.6
"54891",2018,3318,91.05,0.12,4.01,0.48,0,4.34,2.29,3.19,7.93,45.39,21.4,14.1
"54893",2018,3711,85.64,0.54,9.27,0.65,0,3.91,1.91,8.84,10.35,42.2,27.73,16.7
"54895",2018,914,95.08,1.42,0.66,0,0.55,2.3,0.33,10.77,8.21,42.89,24.07,17.4
"54896",2018,1406,93.53,0,1.21,0.64,0,4.62,3.41,11.32,5.97,24.47,35.7,21.7
"54901",2018,38812,89.57,4.9,0.4,3.59,0,1.55,3.26,10.44,28.26,67.64,10.72,11.9
"54902",2018,22110,93.7,2.08,0.23,2.33,0,1.66,3.29,6.47,14,55.67,17.81,14.6
"54904",2018,21482,94.68,0.81,0.13,3.38,0.04,0.96,1.25,5.23,11.94,51.54,19.02,10.9
"54909",2018,2106,96.34,0.47,0,0,0,3.18,5.37,10.16,13.3,55.84,16,9.9
"54911",2018,26928,85.55,2.78,0.8,6.8,0.08,3.98,4.65,9.62,17.17,59.15,16.92,14.8
"54913",2018,20699,92.21,1.13,0.14,4.93,0,1.6,2.05,2.45,10.86,57.69,13.82,5.9
"54914",2018,31030,83.38,3.51,0.42,6.61,0.03,6.05,7.05,7.94,12.84,61.45,13.24,10.7
"54915",2018,43045,88.9,1.77,0.36,5.32,0,3.65,6.1,5.93,12.08,58.74,12.6,10
"54921",2018,1167,95.89,0,2.57,0.26,0,1.29,11.57,15.52,15,50.9,15.08,8.7
"54922",2018,1347,88.86,0.59,1.04,0,0,9.5,10.99,15.45,9.87,48.85,17.45,14
"54923",2018,8816,96.94,0.41,0.26,0.02,0,2.37,6.32,11.97,12.03,52.19,18.68,12.4
"54927",2018,482,100,0,0,0,0,0,0,0,9.96,53.73,18.05,7.5
"54928",2018,385,92.73,0,0.52,0.52,0,6.23,0,11.65,13.25,53.77,20.78,14.8
"54929",2018,8682,95.65,0.02,1.38,0.13,0,2.82,2.56,9.68,11.21,48.78,19.47,15.6
"54930",2018,1593,98.31,0.38,0.38,0.19,0,0.75,1.69,16.45,8.66,46.39,22.6,14.1
"54931",2018,323,95.36,0,0,0,0,4.64,0,2.3,7.12,57.59,16.1,14.2
"54932",2018,1364,97.95,0,0,1.69,0,0.37,2.35,5.8,12.02,50.29,19.57,9.2
"54933",2018,353,100,0,0,0,0,0,2.55,6.22,5.1,61.76,12.46,18.1
"54934",2018,514,88.91,0,0,0,0,11.09,29.96,45.72,20.43,77.43,4.67,12.5
"54935",2018,42107,89.33,2.3,0.76,1.65,0,5.97,7.59,8.91,13.15,57.83,16.02,12.9
"54937",2018,19364,93.76,1.93,0.5,1.92,0,1.9,3.95,6.45,13.07,51.57,18.25,10.6
"54940",2018,4000,98.15,0.12,0.22,0.6,0.22,0.68,0.98,5.33,8.28,42.23,19.32,12.7
"54941",2018,2366,95.73,2.58,0.21,0.51,0,0.97,1.39,4.63,6.85,35.59,29.5,12.5
"54942",2018,9699,97.06,0.48,0.34,0.99,0,1.12,0.43,0.96,9.85,58.2,9.18,4.5
"54943",2018,1947,95.84,0.21,0.41,0,0,3.54,8.47,14.3,8.32,41.81,27.94,16.7
"54944",2018,9145,96.95,0.16,0.16,1.5,0.07,1.16,1.61,4.07,11.82,57.53,13.17,9.5
"54945",2018,3326,99.13,0.09,0.18,0,0,0.6,1.2,7.37,10.46,41.7,24.95,15.3
"54946",2018,96,94.79,0,3.12,0,0,2.08,0,5.21,0,0,91.67,NA
"54947",2018,2476,97.25,0.57,0.12,1.21,0,0.85,1.62,5.2,10.42,42.93,17.93,9.5
"54948",2018,257,99.22,0,0.78,0,0,0,1.17,7.49,17.9,35.8,22.96,13.2
"54949",2018,3370,97.51,0.15,0.27,0.47,0.09,1.51,0.62,7.66,12.05,53.44,17.39,13.6
"54950",2018,2901,97.41,0,0.59,0,0,2,1.31,14,10.1,50.64,20.54,14.2
"54952",2018,26707,88.62,2.27,1.24,2.61,0.04,5.22,6.57,8.06,11.99,57.81,15,12.7
"54956",2018,43736,94.2,0.89,0.9,1.97,0,2.03,4.71,5.23,10.99,56.48,14.38,9.3
"54960",2018,2472,95.95,0.32,0.57,0.61,0,2.55,0.57,11.49,5.78,26.9,35.64,18.9
"54961",2018,13649,94.19,0.7,0.12,0.86,0,4.12,5.69,7.05,14.86,56.44,15.27,13
"54962",2018,1158,98.62,0,0.69,0.26,0,0.43,2.42,8.68,8.72,46.37,17.18,11.8
"54963",2018,6826,95.05,0,0,0.81,0,4.15,5.13,3.69,12.97,55.83,17.59,11.8
"54964",2018,979,99.28,0.72,0,0,0,0,1.02,8.67,10.93,45.86,25.43,9.7
"54965",2018,1368,97.66,0,1.61,0.44,0,0.29,0,9.47,8.7,42.47,21.56,14.3
"54966",2018,1981,89.45,1.31,0,1.01,0,8.23,15.09,15.11,12.12,51.39,20.55,14.6
"54967",2018,352,84.38,0,0,0,0,15.62,17.9,14.55,11.93,36.93,23.58,17
"54968",2018,2813,96.16,1.14,0,0.28,0,2.42,1.24,8.62,10.31,43.3,24.88,17
"54970",2018,3684,84.45,8.93,1.25,0.84,0,4.53,4.48,20.07,7.22,51.38,14.79,16.8
"54971",2018,10579,96.97,0.22,0.41,1.14,0,1.27,3.56,9.83,15.46,51.97,19.84,12.5
"54974",2018,1474,97.15,0.27,0,0,0,2.58,0.81,6.23,10.72,56.65,14.72,7.5
"54977",2018,1560,97.82,1.03,0,0.26,0.06,0.83,0.71,5.7,11.92,51.86,16.22,12
"54979",2018,1394,97.06,0,0,2.37,0,0.57,1.58,5.26,11.84,40.32,23.03,8.5
"54980",2018,103,100,0,0,0,0,0,0,4.35,0,41.75,28.16,14.6
"54981",2018,15254,96.77,0.94,0.43,0.37,0,1.49,3.1,7.06,10.43,46.75,24.09,13.9
"54982",2018,7079,91.57,0.58,0.27,0.44,0,7.15,10.75,14.85,10.55,46.05,24.62,15.3
"54983",2018,4485,95.18,0.49,0.71,0,0.02,3.59,5.98,9.47,9.43,49.1,18.35,13.6
"54984",2018,3172,98.01,0.69,0,0.09,0,1.2,1.99,9.46,8.42,36.35,31.97,19.8
"54985",2018,415,55.66,37.11,1.45,1.69,0,4.1,13.73,36.08,14.22,71.81,3.37,NA
"54986",2018,5058,99.23,0,0.24,0.1,0,0.43,1.8,5.05,9.07,42.76,21.29,13.2
"55001",2018,3019,93.04,1.32,0,3.54,0.03,2.05,3.08,2.87,8.88,41.44,22.99,10.8
"55003",2018,4262,73.53,14.99,4.34,0.8,0.02,6.31,3.71,8.8,10,62.2,13.42,11.8
"55005",2018,4623,95.63,0.91,0,0.95,0,2.51,0.76,4.65,13.45,63.27,9.97,8.6
"55006",2018,3902,96.08,0.77,0.28,0.1,0,2.77,3.87,11.93,12.51,57.15,15.09,18.1
"55007",2018,2385,94.47,0.59,0.96,0.75,0,3.23,2.43,13.04,13.25,48.09,17.11,19.6
"55008",2018,15651,93.69,0.54,0.57,2.11,0,3.09,1.12,7.5,11.53,56.28,17.56,15.1
"55009",2018,7761,97.22,0.09,0.08,0.54,0,2.07,1.49,4.92,11.79,51.2,17.1,9.1
"55011",2018,10494,90.48,0.95,0.63,5.94,0,2,1.71,4.49,13.36,54.97,10.42,8.6
"55012",2018,2013,97.27,0.75,0.2,0.25,0,1.54,0.89,4.07,10.93,44.41,17.88,15.7
"55013",2018,6810,95.76,0.19,0.26,0.56,0,3.23,2.07,6.95,11.48,51.41,18.75,13.8
"55014",2018,28039,88.51,2.85,0.58,3.15,0,4.9,1.99,4.28,13.06,56.75,9.86,8.5
"55016",2018,35783,83.06,4.76,0.48,7.44,0,4.26,4.45,4.49,13.77,62.99,10.44,8.9
"55017",2018,843,94.54,0.36,2.14,2.97,0,0,0.24,11.36,14.12,52.55,12.93,15.1
"55018",2018,916,97.49,0,0,0,0,2.51,4.26,5.14,10.15,50.22,13.86,8.1
"55019",2018,1983,95.51,0.66,0.15,2.27,0,1.41,3.33,4.17,9.43,59.2,12.61,6.1
"55020",2018,3750,94,0.24,0,3.07,0,2.69,0.37,2.22,10.99,63.81,7.76,3.5
"55021",2018,30035,81.43,9.83,0.68,2.03,0.08,5.95,10.02,13.92,12.03,56.3,16.27,12.3
"55024",2018,35035,89.78,1.31,1.03,1.75,0.06,6.07,4.63,3.99,12.27,68.37,6.66,6.2
"55025",2018,24679,91.91,1.05,0.99,1.72,0.06,4.27,4.04,5.14,13.68,56.5,14.08,10.9
"55026",2018,382,96.6,0,0,1.83,0,1.57,0,1.4,8.64,37.7,24.61,8.4
"55027",2018,3068,97.59,0.1,0.46,0,0,1.86,5.74,5.78,12.26,65.97,10.69,7.3
"55029",2018,84,85.71,0,0,0,0,14.29,0,0,0,61.9,38.1,38.1
"55030",2018,1306,94.79,3.6,0.84,0,0,0.77,3.91,14.6,19.83,49,18.91,16.2
"55031",2018,2099,96.76,0.86,0,0.29,0,2.1,1.38,4.55,13.86,59.12,11.01,8
"55032",2018,3506,95.32,1.91,0.68,0.8,0,1.28,0.8,5.73,11.24,52.94,12.69,10.7
"55033",2018,30054,94.93,1.24,0.64,0.66,0.1,2.43,3.32,4.23,11.87,54,16.59,10.9
"55036",2018,93,93.55,0,0,3.23,0,3.23,0,33.33,3.23,48.39,13.98,25.8
"55037",2018,4789,85.13,0.94,6.64,0.54,0,6.74,3.63,10.62,13.16,52.47,17.69,15.8
"55038",2018,22082,95.48,0.48,0.06,1.87,0,2.1,2.26,2.24,11.72,62.82,9.5,7.7
"55040",2018,12893,97.08,0.46,0.23,0.42,0.05,1.77,2.5,8.88,12.72,60.51,11.22,11.3
"55041",2018,7800,95.62,1.22,0.03,0.24,0,2.9,3.15,9.01,9.22,45.81,25.33,13.5
"55042",2018,9618,90.81,2.46,0.09,2.26,0,4.38,6.4,4.89,12.75,53.86,12.56,9.2
"55043",2018,3682,97.94,0.16,0,1.2,0,0.71,0.62,3.3,11.92,50.24,15.94,10.4
"55044",2018,53547,87.61,2.86,0.08,5.71,0,3.74,3.21,2.93,12.73,60.18,10.1,5.8
"55045",2018,7598,95.26,0,0.04,2.91,0,1.79,0.88,4.12,13.15,53.9,15.23,9.6
"55046",2018,5463,96.01,0.6,0.05,1.43,0.62,1.28,3.83,6.67,10.23,69.14,8.82,9.1
"55047",2018,2372,96.75,0.08,1.39,0.38,0,1.39,0.42,2.42,8.18,32.42,24.41,9.7
"55049",2018,2679,87.01,0.3,0,0.93,0.9,10.86,20.42,11.74,11.27,66.11,10.94,9.4
"55051",2018,9413,97.31,0.17,0.7,0.35,0,1.47,1.77,9.39,9.98,50.21,21.85,19.3
"55052",2018,1992,98.54,0.3,0,0.4,0,0.75,3.51,6.97,9.94,51.86,17.47,9.3
"55053",2018,1083,98.89,0,0,0.74,0,0.37,0.55,3.15,13.67,54.11,13.3,5.5
"55054",2018,2620,92.6,5.5,0,1.41,0,0.5,0,2.39,7.71,79.92,3.82,2.7
"55055",2018,3506,79.06,10.75,0,4.11,0,6.08,3.99,5.78,12.81,56.53,13.58,12
"55056",2018,13895,96.33,0.81,0.33,1.07,0.07,1.39,3.35,5.75,12.57,57.8,12.51,10.4
"55057",2018,25091,89.37,2.13,0.26,2.68,0.06,5.5,7.4,4.16,29.3,62.52,14.62,7.2
"55060",2018,29020,89.86,3.72,0.4,1.67,0.02,4.34,7.11,7.93,12.22,56.23,16.5,11.4
"55063",2018,9609,95.88,0.94,0.16,0.67,0.05,2.31,1.6,8.11,9.66,50.38,20.15,16.4
"55065",2018,1184,99.66,0,0,0,0,0.34,0.42,6.39,12.33,55.57,13.6,8.2
"55066",2018,18192,90.97,2.17,1.3,0.73,0,4.84,4.99,5.41,10.78,50.76,20.98,12.7
"55068",2018,29474,88.29,4.04,0,4.15,0.08,3.43,4.07,4.61,10.32,62.37,10.4,6.6
"55069",2018,5279,86.08,8.79,2.12,1.36,0.19,1.46,2.05,9.42,12.62,57.66,14.96,14.7
"55070",2018,7810,95.12,0,0.09,0.31,0,4.48,4.01,8.01,12.34,65.85,9.3,10.7
"55071",2018,5684,86.26,0.76,0.16,7.44,0,5.38,5,8.28,13.92,62.49,11.07,11.1
"55072",2018,4535,79.01,9.13,6.35,0.77,0.31,4.43,6.44,10.62,9.72,53.91,16.21,21.8
"55073",2018,3600,99,0.42,0.19,0,0,0.39,2.5,2.41,10,49.19,17.64,8.6
"55074",2018,2378,97.18,0.08,0.42,0.13,0,2.19,3.07,5.11,11.06,64.34,9.21,8.1
"55075",2018,20274,81.12,2.79,0.74,2.06,0,13.29,14.69,9.2,14.11,62.28,12.35,11.5
"55076",2018,21681,82.11,3.73,0.12,4.09,0,9.95,11.68,6.16,10.12,54.87,16.92,11.8
"55077",2018,13474,80.02,6.03,0.06,6.96,0,6.93,11.58,6.38,14.87,58.13,13.26,9.4
"55079",2018,8726,94.16,0.63,0.47,1.29,0,3.45,0.69,7.62,11.35,54.72,12.03,11.1
"55080",2018,2554,98.71,0,0.08,0.12,0,1.1,0.7,7.72,10.02,51.96,17.03,11.3
"55082",2018,35867,94.16,2.11,0.35,1.2,0,2.18,1.87,3.13,12.13,51.01,18.92,10.8
"55084",2018,1653,96.37,0,0.91,0.12,0,2.6,1.09,2.99,9.5,52.15,17.6,11.9
"55085",2018,498,97.79,0,0,2.21,0,0,3.61,5.7,10.64,51.81,14.26,14.5
"55087",2018,325,100,0,0,0,0,0,0,2.68,8,60.31,10.77,4
"55088",2018,1722,98.55,0,0.12,0.58,0,0.75,0.46,6.82,11.38,49.42,19.11,8.2
"55089",2018,1843,86.11,1.3,10.42,0.87,0,1.3,0.65,6.9,13.19,47.59,16.06,10.2
"55090",2018,280,98.57,0,0,0,0,1.43,7.14,7.29,21.79,45.71,21.07,13.9
"55092",2018,10836,96.87,0.28,0.62,0.23,0,2,1.57,5.13,12.4,54.74,15.61,10.8
"55101",2018,7234,72.34,11.61,1.33,7.45,0.07,7.2,5.82,1.97,10.62,63.6,13.44,11.6
"55102",2018,18346,77.6,11.39,0.89,2.03,0,8.09,7.89,7.4,10.91,58.84,15.95,15.2
"55103",2018,13947,32.16,34.28,0.52,25.79,0,7.24,4.95,24.38,14.91,69.43,8.64,17
"55104",2018,45535,63.12,19.25,1.46,8.55,0.07,7.54,6.68,9.62,19.73,69.35,9,11.1
"55105",2018,26729,91.51,2.14,0.12,3.33,0,2.9,3.19,1.04,21.45,62.93,11.26,6.2
"55106",2018,58160,40.49,14.47,0.87,35.97,0,8.2,12.43,23.25,15.14,71.66,7.6,13.4
"55107",2018,15171,57.02,13.77,2.54,5.24,0,21.43,33.24,18.3,15.69,69.55,9.43,11.3
"55108",2018,15929,75.58,8.27,0.48,11.62,0,4.06,4.14,3.84,18.39,65.5,15.41,6.7
"55109",2018,34135,70.39,10.63,0.35,12.33,0,6.3,6.63,8.93,10.23,58.01,16.55,13.8
"55110",2018,40336,92.01,1.66,0.45,3.6,0,2.27,2.84,3.45,9.78,50.8,19,11.2
"55111",2018,20,25,75,0,0,0,0,0,0,0,0,25,50
"55112",2018,45895,79.56,7.37,0.25,6.53,0.11,6.18,5.78,5.81,14.35,59.35,17.08,10.4
"55113",2018,41608,77.41,7.92,0.52,8.82,0.03,5.3,3.68,6.16,13.22,55.38,20.28,11.3
"55114",2018,2931,69.7,11.7,0,14.91,0.27,3.41,3.68,4.85,22.93,71.68,7.37,7.9
"55115",2018,9113,91.77,4.24,0.7,1.71,0.15,1.43,2.29,2.05,11.34,49.22,16.89,9.9
"55116",2018,24196,78.12,12.07,0.16,4.05,0,5.6,3.55,4.49,9.66,56.45,16.67,11.4
"55117",2018,45486,51,16.3,0.89,25.81,0.05,5.95,9.52,16.77,14.35,66.97,10.49,12.9
"55118",2018,28402,80.91,3.91,0.31,3.49,0,11.38,17.04,6.45,12.46,52.67,19.69,12.7
"55119",2018,42792,54.73,17.87,0.45,18.74,0.07,8.14,9.48,12.03,12.17,66.32,11.03,12.4
"55120",2018,4355,90.42,2.66,0.11,3.63,0,3.17,1.97,1.92,11.6,45.95,20.16,9.9
"55121",2018,8571,73.47,11.45,0.48,10.28,0,4.33,4.68,4.46,14.7,67.05,10.98,8.7
"55122",2018,32253,74.31,10.83,0.4,8,0.33,6.13,5.9,4.55,10.91,59.42,12.99,8.3
"55123",2018,25612,85.52,4.09,0.13,7.29,0,2.98,3.99,1.75,11.51,56.81,9.62,6
"55124",2018,51931,80.16,7.7,0.21,5.73,0.02,6.19,6.66,5.18,12.35,57.34,13.75,9
"55125",2018,43438,81.85,5.13,0.22,8.78,0.13,3.89,4.34,2.65,13.22,59.22,12.42,7.9
"55126",2018,26736,85.07,1.82,0.13,9.84,0.12,3.02,3.24,2.07,9.48,49.98,18.63,9.5
"55127",2018,18487,88.49,2.42,0.16,6.2,0,2.73,2.47,2.11,9.08,43.43,24,9.4
"55128",2018,28849,76.72,8.61,0.69,9.26,0,4.72,5.69,6.98,13.19,55.96,15.72,10.9
"55129",2018,25248,76.49,6.77,0.21,11.18,0,5.34,6.37,2.72,10.19,65.8,9.06,5.3
"55130",2018,18259,26.44,22.17,2,37.82,0,11.58,14.49,30.69,15.62,76.06,5.44,13.2
"55150",2018,225,83.11,0,2.22,3.56,0,11.11,20,11.04,12.44,60,8.89,11.1
"55155",2018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55301",2018,12760,91.43,3.35,0,1.9,0,3.32,0.15,3.27,7.89,72.97,6.39,5.9
"55302",2018,7093,94.81,0.62,0.04,0.08,0,4.44,4.74,7.76,8.88,50.27,20.12,10.8
"55303",2018,49377,88.76,3.53,0.86,2.62,0.01,4.22,2.88,5.66,13.34,59.15,13.51,10.3
"55304",2018,48981,91.2,2.53,0.16,2.81,0.02,3.28,2.62,3.59,13.48,56.85,11.73,8.2
"55305",2018,20818,82.3,7.84,0.45,6.86,0,2.55,2.22,2.41,7.03,54.27,20.73,9.9
"55306",2018,16125,71.21,12.27,0.07,5.41,0,11.03,13.58,9.99,13.79,57.46,14.59,8.7
"55307",2018,3310,97.04,0.88,0,0.54,0,1.54,17.07,12.33,13.23,52.9,18.34,11.1
"55308",2018,10045,95.28,0.4,1.26,1.31,0,1.74,0.56,4.41,15.22,66.12,7.11,6.3
"55309",2018,18886,93.38,0.53,0.78,0.89,0,4.42,5.27,5.2,13.51,67.44,8.29,7.8
"55310",2018,1303,97.85,0,0,0.08,0,2.07,1.38,8.44,12.36,43.51,20.95,11.7
"55311",2018,37703,82.93,4.77,0.12,8.8,0,3.37,1.33,1.86,9.71,58.98,10.71,4.8
"55312",2018,1487,95.09,3.5,0.54,0.47,0,0.4,1.55,9.18,9.95,50.37,19.64,13.7
"55313",2018,24379,97.67,0.55,0.37,0.63,0.02,0.75,1.98,4.97,14.51,59.72,14.03,10.3
"55314",2018,1111,90.64,1.08,2.25,0,0,6.03,4.86,12.83,7.02,48.24,24.21,8.9
"55315",2018,5651,90.89,3.73,0,0.67,0,4.71,2.14,5.03,11.33,64.89,7.68,4.9
"55316",2018,24478,85.77,8.54,0.05,2.66,0,2.98,2.57,2.31,10.96,57.02,9.89,6.9
"55317",2018,21739,89.36,1.65,0.04,6.53,0,2.42,4.26,1.97,12.76,58.69,10.62,4.6
"55318",2018,27657,90.08,2.3,0.41,3.34,0,3.87,7.88,4.83,13.66,62.81,9.14,7.9
"55319",2018,5261,96.94,0.76,0.63,0.46,0,1.22,0.78,4.67,12.28,53.49,15.19,8.7
"55320",2018,5168,96.83,0.52,0.48,0.81,0,1.35,2.84,3.94,14.63,57.45,12.93,9.5
"55321",2018,5480,94.76,1.26,0.35,0.62,0.18,2.83,4.67,8.85,15.68,61.53,14.27,10.5
"55322",2018,3505,92.38,5.08,0.11,0.29,0,2.14,2.4,3.28,10.53,59.66,12.47,6.3
"55324",2018,1218,98.6,0,0.08,0.9,0,0.41,1.56,5.09,7.22,42.2,27.5,9.7
"55325",2018,4620,96.84,0,0,0.56,0,2.6,1.99,6.12,12.21,55.63,16.73,9.9
"55327",2018,3402,97.5,0,0,1.91,0,0.59,0.44,1.84,10.41,45.12,14.67,9.7
"55328",2018,9400,95.9,0,0.1,0.29,0,3.71,2.99,3.29,10.23,57.2,13.85,8.5
"55329",2018,1924,95.84,0.88,0.36,0.42,0,2.49,0.94,9.89,13.93,55.2,18.24,10.4
"55330",2018,38283,93.9,1.93,0.39,1.39,0,2.4,1.9,4.82,10.84,60.92,11.52,8.9
"55331",2018,18475,96,0.47,0.17,1.52,0.11,1.74,4.42,2.31,10.68,47.84,16.57,6.3
"55332",2018,1652,87.11,0.91,0.18,1.51,0,10.29,10.17,14.06,9.69,47.22,24.33,12.1
"55333",2018,825,86.55,1.45,5.82,0.12,0,6.06,3.03,13.84,16,47.39,18.42,13
"55334",2018,2576,92.24,1.32,0.39,1.9,0.08,4.08,14.05,8.63,10.44,49.61,20.15,10.3
"55335",2018,1733,96.13,0.92,0.75,1.04,0,1.15,6.75,12.26,9.41,58.17,18.98,12.1
"55336",2018,7836,89.54,0.51,0.08,0.14,0,9.74,13.26,11.45,13.07,56.24,18.87,13
"55337",2018,45158,73.23,13.98,0.19,4.65,0.04,7.9,5.82,6.82,13.14,59.7,15.72,10.4
"55338",2018,1155,96.28,1.65,0,0,0,2.08,5.97,7.45,11.08,61.56,15.06,7.9
"55339",2018,1085,95.39,0,0.18,2.21,0,2.21,0.74,5.67,14.65,54.19,12.9,6.5
"55340",2018,8023,87.46,0.21,0.2,9.26,0,2.87,3.96,4.72,9.37,56.74,9.66,4.5
"55341",2018,3226,97.61,0.03,0.03,1.7,0,0.62,1.49,1.39,8.99,69.37,6.23,4.8
"55342",2018,1800,91.17,0.33,0.17,0.11,0,8.22,7.78,10.34,14.06,43.89,21.06,11.6
"55343",2018,25185,68,17.97,0.37,7.98,0,5.68,7.44,5.36,10.09,61.44,14.47,11.1
"55344",2018,17097,60.25,20.31,0.01,14.09,0,5.34,11.3,7.43,10.55,68.63,11.39,8.7
"55345",2018,21905,92.7,1.74,0.24,1.94,0.06,3.32,2.1,2.2,9.15,48.38,19.25,9.4
"55346",2018,16413,86.8,3.69,0.14,5.36,1.02,2.98,1.99,2.58,12.42,53.79,12.69,7.4
"55347",2018,30390,82.26,1.33,0.22,13,0,3.2,2.64,1.83,9.82,53.72,12.26,5.2
"55349",2018,3880,95.54,1.39,0.28,0.64,0,2.14,3.89,6.74,11.88,54.56,17.04,9.9
"55350",2018,17872,95.83,0.43,0.3,1.1,0,2.34,3.44,4.86,12.15,53.91,18.71,11.4
"55352",2018,9391,91,1.73,0.12,1.19,0.99,4.97,10.96,5.56,15.59,63.01,10.06,9.7
"55353",2018,3540,97.74,0.25,0,0.34,0,1.67,0.56,4.99,13.81,52.94,13.98,10.4
"55354",2018,2783,97.23,0.22,0,0.11,0,2.44,11.86,9.26,11.17,63.56,13.22,9.7
"55355",2018,9469,97.18,1.14,0.27,0.03,0.12,1.26,5.83,7.42,10.93,51.68,20.16,12.2
"55356",2018,5429,94.82,1.36,0,1.97,0,1.84,1.09,3.11,11.51,48.54,16.87,7.9
"55357",2018,3229,98.54,0.19,0,0.68,0,0.59,0.68,3.74,11.43,51.01,14.21,6.9
"55358",2018,5117,97.07,0.33,0.23,0.04,0,2.33,1,6.6,10.47,51.81,16.79,11.6
"55359",2018,6349,93.46,3.81,0.05,0.57,0,2.11,3.32,4.01,11.23,49.94,15.39,8.3
"55360",2018,2774,94.77,0.61,0.07,2.56,0,1.98,0.65,2.97,12,65.54,10.02,5.8
"55362",2018,19348,92.14,0.94,0.77,1.17,0,4.98,5.48,7.85,10.65,62.63,11.91,10.3
"55363",2018,4808,95.28,0.98,0.12,0.48,0,3.14,4.6,8.46,11.46,71.44,9.01,9.3
"55364",2018,15269,95.02,0.27,0.18,1.72,0,2.82,0.75,2.01,10,47.95,14.72,8.7
"55366",2018,541,94.82,0,0,0,0,5.18,7.95,16.26,29.02,65.25,11.28,14
"55367",2018,1004,98.51,0,0,0.2,0,1.29,2.79,6,14.24,60.66,12.25,7.4
"55368",2018,2190,96.48,0.23,0,0.27,0,3.01,3.01,5.29,10.14,52.05,21,15
"55369",2018,36800,85.84,5.16,0.46,4.95,0.06,3.54,4.22,3.42,8.74,55.67,14.89,8.8
"55370",2018,722,99.58,0,0,0.28,0,0.14,0,6.79,9,42.94,22.71,10.8
"55371",2018,16968,96.1,0.21,0.88,0.67,0.08,2.07,1.46,7.32,12.17,59.98,12.25,10.6
"55372",2018,33286,92.18,0.43,1.21,3.3,0,2.88,2.45,2.38,11.18,56.49,12.22,7.6
