"GEOID","year","totWrkE","eduP","hghRskP","hltCrP","retailP"
"31550",2018,233,0,18.03,0,0
"31551",2018,366,0,17.76,0,0
"31552",2018,347,0,11.82,5.48,0
"31553",2018,1517,0.2,16.81,2.64,1.38
"31554",2018,2142,0.28,20.68,2.29,0.89
"31555",2018,1186,0.08,33.56,1.94,0.34
"31556",2018,24,0,16.67,0,0
"31557",2018,1383,0.07,11.28,1.45,0
"31558",2018,7934,0.69,37.43,1.32,2.27
"31560",2018,1210,1.98,20,1.57,0.17
"31561",2018,0,NA,NA,NA,NA
"31562",2018,868,0,17.28,4.15,0
"31563",2018,493,0,5.88,5.48,0.61
"31565",2018,1012,3.46,45.55,0.79,0.99
"31566",2018,1505,0,28.37,0,0
"31567",2018,284,0,27.46,0,0
"31568",2018,281,6.05,17.79,0,0
"31569",2018,2468,4.34,33.75,2.19,0.41
"31601",2018,11479,1.45,18.27,0.73,1.06
"31602",2018,16152,0.92,26.09,2.04,1.08
"31605",2018,8997,2.1,32.8,1.43,1.12
"31606",2018,1443,1.52,19.96,1.32,0.21
"31620",2018,4564,1.18,23.33,1.82,0.57
"31622",2018,758,0.66,24.41,3.69,1.98
"31623",2018,26,0,23.08,0,0
"31624",2018,490,0,30.2,0,0.61
"31625",2018,405,0,53.33,0,0
"31626",2018,1470,1.02,32.72,0.61,1.29
"31627",2018,83,0,19.28,0,0
"31629",2018,210,0,80,0,0
"31630",2018,121,0,6.61,0,0
"31631",2018,166,0,34.94,0,0
"31632",2018,5887,0.37,27.18,0.41,0.83
"31634",2018,1970,0.2,20.56,2.13,0.76
"31635",2018,2197,2,27.04,1.55,0.64
"31636",2018,4411,0.2,28.54,0.34,1.38
"31637",2018,1250,1.52,29.92,0.48,0.48
"31638",2018,347,0,32.28,1.15,0
"31639",2018,3649,2.25,18.39,1.75,1.48
"31641",2018,1006,0,45.63,1.19,1.69
"31642",2018,1910,0.73,18.17,0.84,0
"31643",2018,3163,3.51,22.23,1.64,0.63
"31645",2018,1733,1.73,21.23,1.27,0.98
"31647",2018,1447,0,13.41,2.56,0.28
"31648",2018,450,0,16.89,0,1.78
"31649",2018,397,0,46.35,6.3,0
"31650",2018,1581,0,27.83,1.01,1.52
"31698",2018,117,0,51.28,0,0
"31699",2018,33,33.33,0,0,0
"31701",2018,6573,1.87,19.76,1.46,1.05
"31705",2018,10942,1.76,18.31,2.18,0.27
"31707",2018,10939,0.76,30.76,3.14,0.44
"31709",2018,6464,0.46,31.42,5.2,1.42
"31711",2018,403,0.74,27.3,5.46,0
"31712",2018,436,0,20.64,2.29,0
"31714",2018,2356,0.47,18.93,2.08,0
"31716",2018,963,1.04,12.67,1.25,0.83
"31719",2018,3241,0.74,24.5,4.07,1.14
"31720",2018,121,0,23.97,1.65,3.31
"31721",2018,9764,0.24,40.41,4.09,1.11
"31722",2018,206,0,12.14,6.31,0.49
"31730",2018,3505,0.14,28.25,5.45,0.51
"31733",2018,620,0,45.48,0,1.94
"31735",2018,147,0,19.05,0,0
"31738",2018,893,1.9,22.51,1.46,3.36
"31743",2018,192,0.52,14.06,4.17,0
"31744",2018,1278,0.86,35.13,1.02,0.39
"31747",2018,43,0,0,0,0
"31749",2018,1091,1.37,17.69,0.37,0.18
"31750",2018,6811,1.12,21.69,1.76,0.88
"31756",2018,333,0,27.63,5.41,0
"31757",2018,4844,0.45,34.52,0.17,0
"31763",2018,10781,1.52,39.15,2.26,1.11
"31764",2018,673,0.3,17.83,1.93,0
"31765",2018,1112,0,20.86,0,1.8
"31768",2018,9079,0.2,19.81,1.5,1.12
"31771",2018,2919,0.75,15.52,0.89,0
"31772",2018,180,0,0,0,0
"31773",2018,1584,1.2,40.47,1.96,2.4
"31774",2018,2201,1.27,24.44,0.86,0.82
"31775",2018,1416,0,5.37,0,2.05
"31778",2018,1076,0.09,21.38,3.9,0.46
"31779",2018,3458,0.87,34.12,3.24,2.28
"31780",2018,848,1.89,28.42,3.54,2.59
"31781",2018,857,0.23,13.77,0,2.1
"31783",2018,294,0,23.47,2.04,0
"31784",2018,285,0.7,30.88,0,3.86
"31787",2018,566,0,36.22,1.77,0.88
"31788",2018,4157,0.17,24.37,0.77,1.49
"31789",2018,309,0,36.89,1.62,0
"31790",2018,690,1.01,32.46,1.16,0
"31791",2018,5461,1.25,21.61,0.15,0.92
"31792",2018,9347,0.46,31.53,1.73,1.03
"31793",2018,4632,0.63,33.27,2.18,1.01
"31794",2018,11985,0.53,20.83,0.79,0.85
"31795",2018,739,0.27,21.65,0,0
"31796",2018,371,0,19.95,0.27,0
"31798",2018,411,0,14.11,12.65,0
"31801",2018,1379,1.16,34.16,0.36,2.25
"31803",2018,2185,1.97,27.46,2.43,0
"31804",2018,3013,1.73,27.95,0,3.68
"31805",2018,942,2.76,27.6,4.78,0
"31806",2018,2163,0.92,23.25,5.92,1.94
"31807",2018,1539,0,54.06,0,1.17
"31808",2018,3661,0.38,46.3,1.53,1.34
"31810",2018,85,0,28.24,0,0
"31811",2018,2695,2.6,30.5,1.52,0.11
"31812",2018,166,0,23.49,0,0.6
"31814",2018,124,0,90.32,0,0
"31815",2018,714,0.42,30.25,5.74,0
"31816",2018,2061,0,17.52,0,1.36
"31820",2018,5359,2.65,60.35,1.03,1.74
"31821",2018,36,0,0,0,0
"31822",2018,2387,1.21,21.45,1.21,2.3
"31823",2018,308,18.51,20.78,0,0
"31824",2018,688,0,20.2,8.43,0
"31825",2018,844,1.66,18.84,6.64,0
"31826",2018,1022,0.2,23.78,0,2.64
"31827",2018,785,0,17.96,1.78,0
"31829",2018,509,3.14,27.9,7.86,0
"31830",2018,917,1.31,35.33,0.65,0
"31831",2018,1369,1.9,26.88,2.34,2.48
"31832",2018,96,0,21.88,5.21,0
"31833",2018,2852,1.09,30.05,0,2.35
"31836",2018,260,0,23.85,2.69,0
"31901",2018,2517,0,28.33,0,0.36
"31903",2018,6678,1.41,11.83,0.12,0.36
"31904",2018,13897,1.4,35.91,1.05,0.35
"31905",2018,3060,1.86,27.22,1.34,1.83
"31906",2018,7983,1.3,29.07,0.96,0
"31907",2018,23457,1.85,23.68,2.44,0.45
"31909",2018,17793,1.08,40.78,1.55,1.28
"32003",2018,13243,1.93,49.55,0.7,1.71
"32008",2018,2234,0.63,16.74,4.34,1.61
"32009",2018,2118,0.99,35.51,1.46,0
"32011",2018,6543,1.64,32.22,1.71,1.27
"32024",2018,8000,2.8,35.7,3.02,1.59
"32025",2018,7886,2.36,24.41,3.74,1.53
"32026",2018,0,NA,NA,NA,NA
"32033",2018,1906,4.41,25.03,0.52,0.63
"32034",2018,15374,1.04,41.64,0.57,2.71
"32038",2018,3546,1.04,21.01,3.44,1.18
"32040",2018,3347,2.42,25.43,2.96,0.87
"32043",2018,10470,1.02,31.64,0.99,1.78
"32044",2018,734,0,34.33,10.9,0.27
"32046",2018,3976,0.75,23.14,1.51,0.13
"32052",2018,2365,1.65,33.36,3.81,0.42
"32053",2018,812,0,30.54,3.94,0
"32054",2018,3350,1.4,25.91,9.64,0.33
"32055",2018,6418,0.5,20.77,6.06,0.55
"32058",2018,1205,0,28.05,3.24,0
"32059",2018,967,1.34,11.38,5.48,0
"32060",2018,8602,0,26.45,6.42,0.98
"32061",2018,179,0,0,0,0
"32062",2018,868,8.41,18.32,3.69,0
"32063",2018,5442,2,25.49,4.91,1.75
"32064",2018,3130,1.28,16.33,2.24,0.73
"32065",2018,17515,0.99,37.93,1.34,1.84
"32066",2018,1928,0,23.96,6.85,0
"32068",2018,25728,1.05,33.08,1.08,1.34
"32071",2018,1426,2.31,24.75,1.89,2.59
"32072",2018,144,0,25,0,0
"32073",2018,19554,1.47,30.27,0.43,0.96
"32079",2018,18,0,0,0,0
"32080",2018,9717,1.44,38.64,0.09,0.57
"32081",2018,5316,1.9,71.24,0.41,2.35
"32082",2018,14091,0.4,67.38,0.75,1.7
"32083",2018,425,5.18,15.29,20.24,2.59
"32084",2018,16637,1.24,34.36,0.64,1.15
"32086",2018,13749,1.29,30.82,0.1,1.77
"32087",2018,1732,3.64,10.97,4.04,0.75
"32091",2018,5987,1.72,33.04,5.11,0.99
"32092",2018,16270,3.13,59,2.43,1.19
"32094",2018,589,6.79,10.7,5.26,0
"32095",2018,4254,0,52.16,0,0.73
"32096",2018,776,5.28,23.2,2.19,0
"32097",2018,8363,2.7,35.62,1.45,1.93
"32102",2018,761,0,31.01,0,0
"32110",2018,3065,0.39,22.74,1.4,1.17
"32112",2018,2552,0.94,12.15,2.23,0
"32113",2018,1846,0,12.41,0.81,1.08
"32114",2018,12506,0.58,22.49,0.45,1.18
"32117",2018,10124,1.09,24.74,1.36,1.39
"32118",2018,6955,1.04,34.95,0.75,0.63
"32119",2018,9587,1.65,24.78,0.92,0.89
"32124",2018,1857,0,49.06,3.5,0
"32127",2018,13076,1.41,30.62,1.19,1
"32128",2018,8539,2.17,35.19,2.67,2.68
"32129",2018,10304,2.58,29.05,0.91,1.28
"32130",2018,2461,1.06,22.47,0.53,4.1
"32131",2018,1528,1.44,27.16,0.92,0.52
"32132",2018,3202,1.44,26.45,1.06,1.5
"32133",2018,25,0,164,0,0
"32134",2018,2069,0.82,34.03,0.77,0
"32136",2018,2983,1.24,42.74,0.1,0.77
"32137",2018,15549,1.16,32.84,1.37,1.13
"32139",2018,125,14.4,29.6,0,5.6
"32140",2018,676,1.48,13.91,0,0
"32141",2018,7560,2.12,25.85,0.65,1.01
"32145",2018,2409,1.37,15.53,0.42,0.37
"32147",2018,173,0,16.18,0,0
"32148",2018,2792,0.9,30.3,3.04,2.76
"32157",2018,57,0,0,0,0
"32159",2018,8195,0.99,37.03,1.2,0.88
"32162",2018,7354,1.06,45.74,0,2.65
"32164",2018,18521,0.93,27.07,1.23,1.78
"32168",2018,11156,2.36,33.66,2.06,1.77
"32169",2018,4078,1.18,56.62,0.2,2.94
"32174",2018,20815,1.83,36.98,1.44,0.74
"32176",2018,5670,2.54,40.72,0.44,0.58
"32177",2018,9935,1,22.1,0.78,0.13
"32179",2018,3029,1.45,17.37,0.26,0
"32180",2018,1558,1.41,27.28,0.51,2.05
"32181",2018,731,6.7,17.37,3.97,0
"32187",2018,846,0,55.08,0,2.13
"32189",2018,1709,0,11.82,0.29,0.41
"32190",2018,518,1.93,20.27,0,0
"32193",2018,181,0,40.88,0,0
"32195",2018,1386,4.33,11.98,2.02,1.88
"32202",2018,1342,0,42.55,0,0
"32204",2018,3964,0.81,56.91,0.23,1.36
"32205",2018,14825,1.76,38.64,0.56,2.02
"32206",2018,6505,3.09,23.6,0.6,0.38
"32207",2018,18144,0.56,34.25,0.17,1.47
"32208",2018,12311,2.01,19.84,0.41,0.06
"32209",2018,11837,2.52,12.66,1.51,0.26
"32210",2018,28517,0.85,28.28,1.08,1.46
"32211",2018,16082,2.03,22.15,0.25,0.95
"32212",2018,337,0,12.17,0,0
"32216",2018,18615,1.34,41.23,0.77,1.34
"32217",2018,9764,0.08,34.08,0.19,1.01
"32218",2018,27078,2.05,33.02,1.38,1.1
"32219",2018,5562,0.16,25.89,1.26,0.18
"32220",2018,5952,1.97,28.49,1.19,2.91
"32221",2018,13972,1.51,31.96,1.93,1.34
"32222",2018,4516,3.76,30.25,4.01,2.04
"32223",2018,12255,0.74,50.35,0.86,3.12
"32224",2018,21245,1.95,48.42,0.4,1.67
"32225",2018,27604,1.56,44.63,1.01,1.51
"32226",2018,7397,2.2,41.75,1.87,0.73
"32227",2018,317,1.89,18.3,4.42,0
"32228",2018,30,0,0,0,0
"32233",2018,11887,0.89,38.93,0.83,1.3
"32234",2018,2911,4.33,19.07,0.55,0.79
"32244",2018,28224,1.53,30.21,0.27,1.67
"32246",2018,27180,1.25,44.24,0.4,0.77
"32250",2018,15146,0.98,58.04,0.96,2.2
"32254",2018,4517,1.62,20.68,0.15,0.13
"32256",2018,25878,1.64,55.68,0.22,0.75
"32257",2018,20002,0.63,46.12,0.14,2.46
"32258",2018,17691,1.02,54.19,1.05,2.91
"32259",2018,23666,1.2,65.15,1.06,2.15
"32266",2018,3907,0.95,46.79,0.36,1.31
"32277",2018,15930,1.95,37.59,0.65,0.94
"32301",2018,16576,1.09,44.85,1.51,0.58
"32303",2018,28518,1.02,37.95,1.55,0.49
"32304",2018,22738,2.3,21.91,1.12,0.77
"32305",2018,8357,2.39,36.26,1.09,0.08
"32308",2018,11608,0.69,47.24,0.39,1.18
"32309",2018,15565,1.09,57.71,2.59,1.82
"32310",2018,6614,3.64,26.01,1.07,0.76
"32311",2018,11024,1.27,50.24,1.14,0.7
"32312",2018,16906,0.82,57.76,1.06,1.85
"32317",2018,7518,1.72,53.06,1.92,2.11
"32320",2018,1726,2.03,17.84,4,0.29
"32321",2018,1601,0,13.43,3.56,1.5
"32322",2018,840,0,14.05,4.4,0.24
"32323",2018,107,0,61.68,0,0
"32324",2018,1193,3.44,35.46,2.6,0
"32327",2018,11863,1.27,42.47,2.42,2.46
"32328",2018,1338,0.75,34.98,11.88,0
"32330",2018,235,0,11.06,0,0
"32331",2018,1549,0.84,39.19,5.29,0.45
"32332",2018,438,1.14,39.27,5.25,0.91
"32333",2018,4252,0.85,41.77,3.01,0.68
"32334",2018,824,0.85,36.17,10.19,0
"32336",2018,612,3.1,42.81,0,0
"32340",2018,3482,3.19,25.27,2.67,1.06
"32343",2018,1732,0.69,43.13,2.71,0.35
"32344",2018,4428,0.81,31.84,3.55,0.5
"32346",2018,765,0,22.48,9.41,0
"32347",2018,3101,0.45,17.48,6.74,0
"32348",2018,3078,1.3,23.62,3.57,3.67
"32350",2018,383,0,50.13,14.62,0
"32351",2018,5689,0.49,28.19,2.37,1
"32352",2018,2847,0,25.82,6.15,0.63
"32355",2018,105,0,36.19,0,0
"32356",2018,0,NA,NA,NA,NA
"32358",2018,760,0,61.18,0.66,8.55
"32359",2018,381,2.62,34.12,8.66,0
"32361",2018,117,0,13.68,0,0
"32399",2018,0,NA,NA,NA,NA
"32401",2018,9037,0.75,28.79,0.94,1.76
"32403",2018,630,1.27,30.16,3.33,4.13
"32404",2018,17193,1.24,26.7,1.51,1.13
"32405",2018,14287,1.81,31.62,1.48,2.87
"32407",2018,5438,2.13,30.42,1.82,2.56
"32408",2018,9374,1.12,33.09,2.07,3.61
"32409",2018,4515,0.55,26.69,1.17,2.04
"32410",2018,339,1.18,41.89,0,1.77
"32413",2018,7216,1.27,42.54,1.66,0.94
"32420",2018,685,1.61,12.41,1.75,0
"32421",2018,2219,1.62,19.29,4.78,0
"32423",2018,438,0,8.22,23.97,0
"32424",2018,1708,0.64,22.66,7.03,1.29
"32425",2018,4044,1.19,29.95,2.5,0.96
"32426",2018,296,0,9.12,9.12,2.36
"32427",2018,247,0.4,13.36,0,0.81
"32428",2018,5547,1.6,26.43,5.28,3.08
"32430",2018,527,3.23,6.07,11.76,0
"32431",2018,1683,0.24,31.02,5.47,1.9
"32432",2018,0,NA,NA,NA,NA
"32433",2018,6361,1.56,25.81,3.14,1.29
"32435",2018,3123,1.18,33.91,3.39,0
"32437",2018,307,0.65,8.14,2.28,0.33
"32438",2018,1142,1.23,6.39,0,0.96
"32439",2018,5080,1.28,41.24,0.77,1.56
"32440",2018,2486,2.86,24.18,2.9,1.89
"32442",2018,1412,0.71,28.82,5.31,0
"32443",2018,1198,4.26,20.45,7.43,1.34
"32444",2018,10216,1.32,39.4,1.52,3.91
"32445",2018,483,0,20.7,7.45,1.24
"32446",2018,4026,0.42,29.66,4.89,0.77
"32447",2018,0,NA,NA,NA,NA
"32448",2018,3295,2.49,25.16,4.1,0.46
"32449",2018,229,0,24.45,9.17,0
"32455",2018,1893,1.53,28.16,3.22,0.95
"32456",2018,3777,1.99,32.86,2.59,2.28
"32459",2018,8035,1.43,62.85,0.19,0.88
"32460",2018,1361,3.45,24.76,17.85,0
"32461",2018,23,0,200,0,0
"32462",2018,1725,0,11.83,6.43,1.28
"32463",2018,60,0,0,6.67,0
"32464",2018,1540,0.65,22.92,8.77,0
"32465",2018,2148,0.51,28.07,11.64,2.42
"32466",2018,2450,0,13.43,2.2,0
"32501",2018,4009,0.35,30.33,0.25,2.32
"32502",2018,1522,3.02,50.59,1.71,0.66
"32503",2018,16600,2.03,28.44,0.6,1.05
"32504",2018,10270,1.38,35.98,0.85,2.64
"32505",2018,10806,1.52,23.06,1.18,0.81
"32506",2018,15236,1.06,27.74,1.77,1.48
"32507",2018,12521,0.81,36.07,1.31,2.22
"32508",2018,667,3,11.39,0,0.75
"32509",2018,0,NA,NA,NA,NA
"32511",2018,70,0,11.43,0,0
"32514",2018,20308,1.85,34,1.35,1.07
"32526",2018,16948,1.78,26.55,2.04,1.37
"32530",2018,0,NA,NA,NA,NA
"32531",2018,2177,2.53,29.31,3.45,1.79
"32533",2018,12876,0.54,40.88,1.22,1.55
"32534",2018,6833,1.79,29.55,0.66,0.29
"32535",2018,1731,0.35,11.38,2.89,0.35
"32536",2018,9277,2.03,40.83,3.34,3
"32539",2018,10372,1.81,33.86,2.95,2.47
"32541",2018,9924,0.64,53.11,0.86,1.37
"32542",2018,608,2.8,29.11,6.25,0
"32544",2018,316,0,31.96,0,12.03
"32547",2018,15307,1.52,30.48,0.5,1.76
"32548",2018,10676,1.53,32.91,0.62,2.33
"32550",2018,3762,0.45,58.93,0,1.46
"32561",2018,4609,0.5,63.48,0.48,2.19
"32563",2018,11959,0.67,37.9,0.56,2.27
"32564",2018,1254,0,23.13,8.61,6.46
"32565",2018,2221,0.63,35.75,0.59,1.4
"32566",2018,16277,0.81,41.8,1.57,3.15
"32567",2018,1184,1.27,29.65,1.01,2.36
"32568",2018,1182,1.35,50.51,0,1.78
"32569",2018,6297,1.79,33.81,0.89,1.75
"32570",2018,12502,1.44,32.33,2.38,1.06
"32571",2018,16454,1.32,36.12,2.74,3.04
"32577",2018,1912,0.37,34,1.94,0.73
"32578",2018,14998,1.77,50.03,1.21,4.05
"32579",2018,4465,2.11,43.2,0.94,5.82
"32580",2018,1962,2.45,28.59,0.61,1.12
"32583",2018,9998,0.96,26.52,2.87,1.84
"32601",2018,9641,1.58,32.96,0.13,1.83
"32603",2018,2631,0.84,22.42,0.84,3
"32605",2018,13277,0.29,36.11,0.58,1.89
"32606",2018,11703,1.84,50.52,1.58,3.77
"32607",2018,15907,0.31,32.88,0.62,1.95
"32608",2018,24129,0.75,34.66,1.26,1.37
"32609",2018,8667,0.7,25.14,2.38,0.77
"32612",2018,1199,5.09,8.92,0,0.42
"32615",2018,6901,0.87,37.7,1.36,2.97
"32616",2018,390,0,10,0,2.05
"32617",2018,1776,5.35,29.45,2.14,0
"32618",2018,3755,0.93,35.47,0.75,1.6
"32619",2018,2185,0.27,11.76,1.83,0.23
"32621",2018,1809,0.33,13.43,0.11,0
"32622",2018,327,3.06,29.97,0.92,0
"32625",2018,641,0,19.19,1.4,0
"32626",2018,3141,0.89,19.07,5.38,0.7
"32628",2018,1165,2.15,10.64,7.3,1.89
"32631",2018,84,0,42.86,0,0
"32639",2018,52,0,0,0,0
"32640",2018,4239,1.39,19.18,1.67,0.4
"32641",2018,5418,1.27,29.42,1.4,0.37
"32643",2018,5195,1.77,36.71,1.21,1.08
"32648",2018,211,0,49.29,10.9,0
"32653",2018,6336,0.77,42.82,1.85,3.06
"32656",2018,5718,2.26,22.67,2.66,0.16
"32658",2018,173,0,1.16,0,0
"32664",2018,254,4.33,24.02,0,2.76
"32666",2018,2557,0.23,39.23,5.08,2.07
"32667",2018,1736,1.67,36.92,1.04,0.92
"32668",2018,1784,1.35,33.02,1.85,0
"32669",2018,6570,0.93,39.76,1.99,2.19
"32680",2018,2996,2.8,21.09,5.87,0
"32681",2018,15,0,0,0,0
"32683",2018,15,0,66.67,0,0
"32686",2018,1860,0.54,34.78,6.56,2.96
"32692",2018,108,0,159.26,0,0
"32693",2018,4378,2.31,24.9,3.77,0.75
"32694",2018,1096,1.82,34.67,1,2.37
"32696",2018,5256,1.88,27.93,3.23,0.59
"32697",2018,115,0,12.17,10.43,0
"32701",2018,11661,1.87,44.92,0.66,1.41
"32702",2018,773,1.03,23.42,0,0
"32703",2018,24166,1.38,33.25,0.79,1.46
"32707",2018,17215,1.73,36.17,1.52,1.57
"32708",2018,22141,1.25,52.23,0.3,3.22
"32709",2018,800,0,58.5,1.75,2.25
"32712",2018,23024,1.06,40.57,0.4,1.9
"32713",2018,8914,2.43,47.85,2.21,2.18
"32714",2018,19610,0.68,40.09,1.2,1.18
"32720",2018,12774,1.63,33.67,0.57,0.96
"32724",2018,14365,1.83,33.21,0.33,1.94
"32725",2018,20770,0.88,27.99,0.92,1.5
"32726",2018,9630,1.08,24.87,2.01,1.02
"32730",2018,2997,0.67,35.97,0,0.37
"32732",2018,2664,0.41,52.82,2.63,3.12
"32735",2018,1724,1.45,21.58,0,6.21
"32736",2018,4511,1.44,32.72,1.49,0.8
"32738",2018,20135,1.64,28.16,1.24,1.69
"32744",2018,1706,0.59,35.76,1.17,1
"32746",2018,21941,0.84,61.78,0.55,2.42
"32750",2018,12966,1.8,48.67,0.44,2.97
"32751",2018,10912,1.95,50.75,0.72,1.79
"32754",2018,4149,1.01,40.78,2.51,4.58
"32757",2018,11715,1.95,34.76,0.67,0.71
"32759",2018,825,0.97,24.73,0,2.3
"32763",2018,10013,2.31,24.92,0.28,1.97
"32764",2018,1598,2.44,27.85,1.69,3.19
"32765",2018,32268,1.56,51.35,1,4.21
"32766",2018,7917,0.64,60.12,1.16,5.15
"32767",2018,1462,1.09,32.76,2.12,0
"32771",2018,26367,1.13,46.7,0.97,2.35
"32773",2018,13903,1.47,31.48,0.77,1.7
"32776",2018,6251,0.85,39.93,0.59,0.78
"32778",2018,7653,1.99,27.41,2.87,0.1
"32779",2018,14167,0.68,61.41,0.83,2.32
"32780",2018,14203,1.13,37.75,0.96,5.75
"32784",2018,4788,3.63,30.12,1.29,0.58
"32789",2018,12453,0.39,59.95,0.91,2.16
"32792",2018,27060,0.8,38.44,0.85,1.65
"32796",2018,8288,0.77,29.31,0.57,2.59
"32798",2018,837,1.43,39.43,0,0
"32801",2018,7445,0.21,74.91,0.32,5.1
"32803",2018,13557,0.72,55,0.27,3.19
"32804",2018,9935,0.85,53.86,0.78,1.25
"32805",2018,8316,2.47,18.94,0.26,0.57
"32806",2018,15231,2.33,42.99,0.89,2.34
"32807",2018,17158,2.49,22.11,0.45,0.68
"32808",2018,25750,1.51,14.52,0.4,0.26
"32809",2018,13901,1.93,21.23,0.6,0.96
"32810",2018,19889,1.01,29.86,0.2,1.01
"32811",2018,21734,1.95,26.03,0.28,0.56
"32812",2018,19089,1.19,43.09,0.67,1.74
"32814",2018,4268,0.33,43.23,0.56,2.04
"32817",2018,18267,1.34,39.84,0.76,3.11
"32818",2018,26391,3.73,17.49,0.77,0.72
"32819",2018,14737,1.12,53.6,0.54,2.22
"32820",2018,4877,1.93,46.85,1.17,1.76
"32821",2018,10858,3.08,35.57,0.73,0.97
"32822",2018,28922,2.06,20.96,0.37,0.44
"32824",2018,23778,1.59,29,1.03,2.52
"32825",2018,31313,1.17,36.69,0.94,2.91
"32826",2018,11847,1.76,31.79,0.51,3.59
"32827",2018,4707,2.34,52.22,0,2.91
"32828",2018,33247,0.89,43.73,0.82,3.04
"32829",2018,10145,2.25,46.76,0.33,2.06
"32830",2018,5,0,200,0,0
"32831",2018,25,0,0,100,0
"32832",2018,12467,0.91,58.84,0.67,3.22
"32833",2018,4919,0.59,31.59,1.12,1.24
"32835",2018,26789,1.58,42.03,0.4,1.52
"32836",2018,10102,2.05,61.46,0.98,1.88
"32837",2018,27803,1.67,36.66,0.72,1.22
"32839",2018,26201,2.42,21.18,0.46,0.6
"32901",2018,9952,0.7,33.5,0.66,3.32
"32903",2018,6769,0.96,51.19,0.44,6.51
"32904",2018,13012,1.11,48.53,0.66,6.62
"32905",2018,9676,0.36,27.87,1.23,1.96
"32907",2018,18325,1.87,30.1,0.8,3.28
"32908",2018,5521,1.9,32.78,0,2.32
"32909",2018,13423,1.49,28.09,0.9,3.94
"32920",2018,4376,1.42,46.41,0,6.92
"32922",2018,6012,0.83,19.41,0.22,1.61
"32925",2018,391,3.84,36.57,1.28,4.09
"32926",2018,9501,1.82,32.93,1.64,3.43
"32927",2018,12525,2,28.19,2.03,4.1
"32931",2018,5412,0.31,46.56,0.5,4.16
"32934",2018,8191,1.53,53.53,0.16,5.4
"32935",2018,19657,1.54,34.57,0.67,2.97
"32937",2018,12101,2.13,48.76,0.19,5.22
"32940",2018,16415,0.67,50.63,0.71,5.28
"32948",2018,2802,0.71,14.56,0,0
"32949",2018,1178,1.78,42.11,0,8.15
"32950",2018,1995,3.51,43.41,0.25,4.81
"32951",2018,4372,0.21,62.88,0,4.46
"32952",2018,9551,0.65,49.75,0.51,6.36
"32953",2018,10809,1.89,45.22,1.09,7.11
"32955",2018,17665,1.26,45.84,1.44,3.38
"32958",2018,9573,1.38,30.7,0.77,1.23
"32960",2018,8897,1.15,29.61,1.03,1.61
"32962",2018,10944,0.66,21.05,0.7,1.54
"32963",2018,4521,0.38,58.28,1,1.7
"32966",2018,5994,3.29,34.38,0.85,0.28
"32967",2018,8070,1,26.02,1.35,1.39
"32968",2018,6130,1.17,37.59,0.8,1.71
"32970",2018,0,NA,NA,NA,NA
"32976",2018,2066,0.39,29.62,0.77,0.68
"33001",2018,147,0,18.37,0,1.36
"33004",2018,8029,1.36,30.46,0.16,1.68
"33009",2018,19631,1.82,32.71,0.5,1.61
"33010",2018,21156,2.86,15.04,0.56,0.39
"33012",2018,34214,1.78,17.22,0.57,0.66
"33013",2018,15283,1.45,15.02,0.59,0.43
"33014",2018,19301,1.52,30.55,0.86,1.2
"33015",2018,33924,1.07,33.81,0.85,1.04
"33016",2018,25575,2.33,20.43,0.31,0.43
"33018",2018,28485,1.31,27.9,0.67,1.16
"33019",2018,7046,2.46,60.57,0.57,4.13
"33020",2018,24029,2.36,28.92,0.71,0.52
"33021",2018,24154,1.15,37,0.77,0.97
"33023",2018,36466,2.37,20.83,1.26,0.66
"33024",2018,38577,2.23,31.53,1.1,0.85
"33025",2018,37612,1.88,36.63,1.29,0.7
"33026",2018,16357,2.34,42.77,1.55,1.17
"33027",2018,27371,1.51,50.69,0.89,1.38
"33028",2018,14906,1.42,54.42,1.44,0.66
"33029",2018,23386,1.43,53.95,1.05,1.81
"33030",2018,15574,2.86,20.84,1.16,0.57
"33031",2018,3753,1.55,22.44,2.85,0.35
"33032",2018,21536,2.09,22.82,1.14,0.66
"33033",2018,24299,2.31,21.66,0.97,0.61
"33034",2018,7058,5.92,15.85,0.11,0.24
"33035",2018,7680,6.6,26.3,3.92,0
"33036",2018,1736,3.23,40.96,0,1.15
"33037",2018,5062,2.73,41.74,0,0.69
"33039",2018,251,0,0,0,0
"33040",2018,19573,2.01,32.96,1.11,0.57
"33042",2018,3445,1.6,40.52,1.42,1.19
"33043",2018,2462,2.92,34.61,2.52,2.64
"33050",2018,4884,0.94,27.99,1.23,0.27
"33051",2018,312,0,24.04,2.88,0
"33054",2018,11259,4.2,14.48,2.07,0.04
"33055",2018,18815,1.79,19.26,1.97,1.43
"33056",2018,14921,4.59,14.93,2.04,0.5
"33060",2018,17055,1.25,26.12,0.47,1.05
"33062",2018,9165,0.77,58.27,0.62,1.63
"33063",2018,28646,1.43,34.79,1.05,0.69
"33064",2018,30214,1.38,24.76,0.63,0.98
"33065",2018,28325,2.69,32.07,0.61,1.11
"33066",2018,6893,1.42,44.92,3.76,1.7
"33067",2018,14974,1.49,55.13,0.51,0.79
"33068",2018,27405,2.18,16.72,0.66,0.54
"33069",2018,11299,1.58,27.66,0.82,0.53
"33070",2018,2758,0.73,42.6,0,0.91
"33071",2018,21138,2.14,47.75,1.49,1.05
"33073",2018,18496,1.58,43.1,1.41,1.05
