"GEOID","year","totWrkE","eduP","hghRskP","hltCrP","retailP"
"13311",2018,12294,0.68,34.2,2.39,1.33
"13313",2018,47247,1.1,22.11,0.5,0.57
"13315",2018,2418,0.5,28.04,7.44,2.69
"13317",2018,4035,0.55,20.82,2.55,0.64
"13319",2018,3258,0,22.59,4.85,0.77
"13321",2018,8801,0.9,23.63,0.49,0.92
"15001",2018,86515,1.71,29.87,0.77,1.17
"15003",2018,470748,2.14,35.19,1.05,2
"15005",2018,57,0,28.07,3.51,0
"15007",2018,36129,2.71,27.74,1.4,1.28
"15009",2018,83997,2.37,29.28,1.01,1
"16001",2018,221254,1.01,43.35,0.93,3.07
"16003",2018,1517,0.66,43.11,0.92,1.25
"16005",2018,36974,0.91,32.9,1.5,2.42
"16007",2018,2514,0.36,26.93,0.28,0.84
"16009",2018,3429,0.93,21.61,0.26,1.25
"16011",2018,19674,1.52,30.53,0.8,1.62
"16013",2018,12435,1.58,26.9,1.51,2.31
"16015",2018,2858,1.01,46.5,0.21,6.82
"16017",2018,17690,0.39,29.62,0.83,1.18
"16019",2018,49395,0.69,36.71,0.63,2.74
"16021",2018,4401,1.89,24.61,2.18,1.32
"16023",2018,967,1.45,39.09,3,2.38
"16025",2018,382,0,51.57,0,0
"16027",2018,91663,1.01,28.13,0.93,1.1
"16029",2018,3011,1.36,32.95,0,2.52
"16031",2018,10138,0.54,31.31,0.15,0.59
"16033",2018,463,0,12.74,0.43,0
"16035",2018,2939,0.99,26.85,1.87,0.58
"16037",2018,1619,0.86,37.74,0.93,1.91
"16039",2018,9733,1.06,25.59,0.76,1.18
"16041",2018,5861,0.02,29.64,0.36,1.4
"16043",2018,5212,0.61,27.53,1.5,1.42
"16045",2018,6654,0.72,27.83,0.81,1.02
"16047",2018,6970,0.77,25.34,0.52,1.03
"16049",2018,6291,2.16,31.09,2.5,1.1
"16051",2018,12485,1.08,32.07,0.84,2.44
"16053",2018,10607,0.12,25.9,0.42,0.77
"16055",2018,70446,1.38,32.6,0.76,2.04
"16057",2018,19601,0.34,37.19,0.76,1.98
"16059",2018,3212,1.03,33.5,0.65,0.16
"16061",2018,1515,1.58,37.29,1.45,1.12
"16063",2018,2494,2.09,26.06,0.2,0.24
"16065",2018,17962,0.94,30.53,0.99,0.93
"16067",2018,9339,0.75,23.32,0.66,0.73
"16069",2018,18892,0.96,32.86,0.84,1.56
"16071",2018,1700,1.24,29.24,0,1.65
"16073",2018,4964,0.81,29.83,0.24,0.34
"16075",2018,9859,0.55,21.67,1.68,0.43
"16077",2018,3218,0.4,24.95,0.56,0.56
"16079",2018,4866,2.24,26.59,0.31,1.54
"16081",2018,5698,0.84,43.17,0.49,1.54
"16083",2018,39657,0.84,29.49,0.64,0.57
"16085",2018,4118,0.83,28.44,0.12,1.29
"16087",2018,4024,4.35,29.9,3.01,0.07
"17001",2018,32501,0.93,29.92,0.72,1.02
"17003",2018,2218,2.34,30.16,1.89,0.27
"17005",2018,7481,0.35,24.69,0.33,0.68
"17007",2018,25748,1.18,29.88,1.14,1.55
"17009",2018,2448,0.65,31.37,4.17,0.2
"17011",2018,16029,0.87,29,0.78,1.35
"17013",2018,2047,0.15,38.69,0.93,1.27
"17015",2018,6595,0.74,31.19,0.73,1.7
"17017",2018,6130,0.98,23.36,1.37,0.34
"17019",2018,103515,1.02,37.15,0.58,1.46
"17021",2018,14965,0.39,31.8,1.09,1.23
"17023",2018,7773,0.53,25.91,1.38,1.25
"17025",2018,6093,0.16,27.34,1.36,1.25
"17027",2018,18709,0.82,34.28,1.09,1.54
"17029",2018,24987,0.69,26.71,0.48,1.32
"17031",2018,2548996,1.5,41.26,0.99,1.45
"17033",2018,8000,1.39,26.64,2,0.88
"17035",2018,5270,0.28,23.74,0.57,2.03
"17037",2018,52449,1.4,32.87,1.37,1.38
"17039",2018,8119,1.6,33.29,1.28,1.5
"17041",2018,9382,0.25,28.73,1.08,0.64
"17043",2018,489858,0.79,50.67,0.59,2.47
"17045",2018,8306,0.98,27.39,1.65,1.44
"17047",2018,3043,0.49,23.63,1.15,0.89
"17049",2018,17344,0.62,31.18,0.55,1.79
"17051",2018,8627,0.8,22.6,2.91,0.67
"17053",2018,6264,0.37,35.34,0.35,0.62
"17055",2018,15528,0.64,24.75,2.13,0.96
"17057",2018,15077,0.63,27.98,1.65,1.47
"17059",2018,2139,0.47,31.14,1.31,1.96
"17061",2018,6026,0.86,22.45,1.91,0.55
"17063",2018,25041,1.37,30.62,1.03,1.78
"17065",2018,3635,0.11,34.94,2.17,0.61
"17067",2018,8127,0.27,28.92,0.53,1.06
"17069",2018,1379,0,18.13,1.16,0.51
"17071",2018,3262,1.44,24.65,0.55,1.66
"17073",2018,22904,0.62,31.08,1.31,1.48
"17075",2018,13260,0.37,29.01,0.72,0.78
"17077",2018,25059,0.87,25.83,1.7,0.47
"17079",2018,4438,0.38,31.82,0.72,1.35
"17081",2018,16150,0.67,24.9,1.34,1.52
"17083",2018,10675,0.44,34.82,0.73,0.74
"17085",2018,10723,0.28,32.11,0.87,1.42
"17087",2018,3878,0.72,36.36,4.1,1.11
"17089",2018,266113,1,38.73,0.57,1.85
"17091",2018,50539,1,27.45,1.13,0.95
"17093",2018,64083,0.87,39.14,1.85,2.46
"17095",2018,21236,0.74,24.18,1.07,1.23
"17097",2018,350731,1.03,48.07,0.46,1.7
"17099",2018,51365,1.25,25.11,1.42,1.65
"17101",2018,6333,0.49,34.66,1.26,1.53
"17103",2018,15455,1.19,27.07,1.29,1.07
"17105",2018,16284,0.65,25.26,3.08,0.96
"17107",2018,12456,1.04,32.2,1.89,0.8
"17109",2018,13464,0.39,28.36,1.93,1.2
"17111",2018,163471,1.41,41.93,0.79,1.81
"17113",2018,90407,0.94,44.28,0.55,1.17
"17115",2018,47876,1.29,31.64,0.7,2.33
"17117",2018,20652,0.59,30.67,0.85,0.83
"17119",2018,125733,1.15,34.13,0.99,1.75
"17121",2018,16723,0.89,19.85,1.81,0.71
"17123",2018,5404,0.83,29.81,0.83,1.57
"17125",2018,6162,0.42,28.12,1.28,0.84
"17127",2018,5617,0.57,26.63,1.83,1.01
"17129",2018,6077,0.72,36.71,2.02,1.55
"17131",2018,7392,0.77,32.62,0.97,0.72
"17133",2018,17910,0.43,46.53,0.98,2.28
"17135",2018,11245,0.88,29.72,2.4,1.34
"17137",2018,15653,0.64,31,1.24,0.65
"17139",2018,6925,0.48,34.95,1.07,2.14
"17141",2018,24879,0.8,31.39,0.84,1.44
"17143",2018,83236,1.38,35.04,0.72,3.89
"17145",2018,7988,2.53,21.58,3.14,0.45
"17147",2018,8575,0.68,38.48,1.71,1.31
"17149",2018,6935,0.2,27.71,1.7,0.69
"17151",2018,1267,0,25.34,0.55,0
"17153",2018,1863,0.54,25.39,2.31,0.43
"17155",2018,2993,0.84,29.4,0.63,1.97
"17157",2018,12944,1.14,24.8,3.01,0.43
"17159",2018,7257,0.85,27.24,1.38,1.02
"17161",2018,68166,1.32,29.57,0.79,1.51
"17163",2018,118602,1.44,34.58,1.12,1.37
"17165",2018,9736,0.69,20.35,2.14,1.21
"17167",2018,95308,1.07,41.83,1.16,1.37
"17169",2018,2872,0.59,24.86,3.1,0.49
"17171",2018,2343,0.43,32.65,1.02,1.96
"17173",2018,10347,0.84,26.9,1.23,0.64
"17175",2018,2508,0.32,40.71,1.04,3.03
"17177",2018,21222,0.47,28.66,0.24,1.63
"17179",2018,63328,1.01,35.87,0.94,2.46
"17181",2018,7148,1.44,20.78,2.85,0.67
"17183",2018,31575,0.53,27.59,1.01,1.03
"17185",2018,5325,0.79,27.81,0.69,1.67
"17187",2018,8086,1.29,28.56,0.52,0.37
"17189",2018,7121,0.98,31.93,1.9,1.45
"17191",2018,7507,0.43,26.48,0.89,1.61
"17193",2018,5926,0.29,26.65,1.21,1.28
"17195",2018,26393,0.75,23.06,0.98,1.91
"17197",2018,348560,1.22,36.88,1.33,1.79
"17199",2018,28899,1.32,27.85,2.41,0.91
"17201",2018,132751,0.87,29.49,0.57,2.44
"17203",2018,18800,0.76,37.9,0.98,3.64
"18001",2018,15536,0.71,23.05,0.63,1.17
"18003",2018,179102,0.82,32.25,0.52,1.97
"18005",2018,40192,0.67,46.14,0.56,9.15
"18007",2018,4073,0.61,27.08,0.07,1.28
"18009",2018,5348,0.45,24.72,0.58,1.31
"18011",2018,33689,0.78,55.25,0.73,2.49
"18013",2018,7022,1.2,31.6,0.57,2.55
"18015",2018,9242,0.65,30.19,0.92,1.49
"18017",2018,17098,0.98,24.37,1.93,0.81
"18019",2018,57679,1.35,34.37,1.06,1.22
"18021",2018,12218,1.15,24.99,2.25,1.49
"18023",2018,15129,0.65,23.57,0.59,1.26
"18025",2018,4361,1.51,22.47,0.48,1.61
"18027",2018,14513,0.72,24.81,0.75,1.38
"18029",2018,24790,1.16,31.35,0.71,2.06
"18031",2018,13121,1.11,35.33,0.65,2.42
"18033",2018,21374,0.14,29.49,1.1,1.82
"18035",2018,53067,0.91,28.86,0.96,1.11
"18037",2018,22194,0.12,31.85,0.69,3.36
"18039",2018,96156,0.45,26.84,0.53,1.68
"18041",2018,9858,0.18,23.03,0.94,1.15
"18043",2018,38611,0.71,37.82,1.08,1.83
"18045",2018,7506,0.77,28.4,0.69,2.01
"18047",2018,11080,0.2,29.28,1.01,1.81
"18049",2018,9557,0.81,26.43,1.8,1.22
"18051",2018,16281,0.52,26.12,0.77,1.93
"18053",2018,29052,1.32,22.05,1.06,0.64
"18055",2018,14124,0.7,30.78,2.02,3.43
"18057",2018,168749,0.46,60.32,0.41,2.48
"18059",2018,38632,0.94,37.81,0.96,2.22
"18061",2018,17765,0.28,28.36,1.23,0.88
"18063",2018,84103,1.09,40.62,1.05,2.65
"18065",2018,20056,0.72,26.16,1.46,1.38
"18067",2018,36898,0.88,26.68,0.67,2.96
"18069",2018,18366,0.95,28.92,0.56,1.58
"18071",2018,20533,1.05,30.28,0.88,2.33
"18073",2018,15493,0.6,26.96,0.5,0.68
"18075",2018,9491,0.89,23.52,0.61,0.59
"18077",2018,14454,0.68,29.29,1.14,2.25
"18079",2018,13225,0.53,25.7,0.78,1.39
"18081",2018,76397,1.64,42.68,0.88,2.38
"18083",2018,18068,1.19,24.24,1.44,1.05
"18085",2018,39265,0.68,29.1,0.42,2.76
"18087",2018,16906,0.16,25.54,0.53,1.38
"18089",2018,217505,1.38,29.08,1.03,1.26
"18091",2018,47006,1.15,25.94,1.26,1.51
"18093",2018,20460,1.15,26.34,1.04,2.71
"18095",2018,56373,0.8,26.3,1.69,1.56
"18097",2018,457060,1.16,34.96,0.66,1.33
"18099",2018,21365,0.43,26.2,0.09,1.32
"18101",2018,4705,0.98,24.34,0.74,4.21
"18103",2018,15271,0.53,19.87,1.38,1.19
"18105",2018,72599,1.17,38.33,0.37,2.76
"18107",2018,18836,0.81,23.66,1.31,1.15
"18109",2018,33028,0.87,31.77,1.5,1.63
"18111",2018,6161,0.71,18.58,1.41,0.8
"18113",2018,22947,0.51,25.04,0.84,1.49
"18115",2018,3004,0.17,31.56,3.16,0.77
"18117",2018,8424,1,28.54,0.42,1.7
"18119",2018,9411,0.38,25.45,0.92,2
"18121",2018,6748,1.36,22.69,1.64,0.46
"18123",2018,8351,1.1,24.44,1.02,2.01
"18125",2018,5726,1.45,23.23,0.86,1.66
"18127",2018,80189,1.05,35.51,0.91,1.84
"18129",2018,12398,0.65,30.6,0.87,3.3
"18131",2018,5536,0.58,25.16,1.05,1.16
"18133",2018,16250,0.76,30.34,1.51,1.62
"18135",2018,11271,0.61,28.01,1.54,0.96
"18137",2018,13884,0.44,29.02,0.66,1.2
"18139",2018,7440,0.99,23.24,0.56,0.83
"18141",2018,128360,1.09,31.82,0.62,1.79
"18143",2018,10004,0.16,20.77,0.54,0.97
"18145",2018,22158,1.55,32.35,1.1,2.22
"18147",2018,9947,1.54,27.43,0.59,1.39
"18149",2018,9661,0.63,23.81,0.54,0.13
"18151",2018,17250,0.9,28.39,0.69,2.38
"18153",2018,8286,0.84,18.72,4.33,0.76
"18155",2018,4355,1.79,15.02,0.83,0.25
"18157",2018,94285,0.82,33.14,0.51,3.03
"18159",2018,7450,0.27,34.23,1.54,2.21
"18161",2018,3368,0,21.38,0.56,0.83
"18163",2018,87595,1.07,32.18,0.55,2.4
"18165",2018,6549,2.15,22.48,1.62,1.56
"18167",2018,48565,0.94,28.41,2.12,2.12
"18169",2018,14813,0.22,28.3,1.07,1.12
"18171",2018,3948,0.23,36.63,0.58,1.47
"18173",2018,31570,0.62,40.12,0.61,2.54
"18175",2018,12021,0.57,30.54,0.27,1.16
"18177",2018,29728,0.84,25.17,0.97,1.11
"18179",2018,13750,0.3,30.7,0.86,2.09
"18181",2018,11453,0.71,29.23,0.67,1.71
"18183",2018,16976,0.25,26.52,0.39,1.81
"19001",2018,3580,0.53,30.11,0.06,1.06
"19003",2018,1756,0.11,42.77,0.34,0.4
"19005",2018,6923,0.52,27.73,0.17,0.43
"19007",2018,5520,0.22,23.24,0.29,0.27
"19009",2018,2908,0.1,28.4,0.21,1
"19011",2018,13323,0.65,30.29,0.7,1.49
"19013",2018,69573,1.02,29.25,0.39,2.18
"19015",2018,13879,0.68,31.59,0.4,1.29
"19017",2018,12957,0.6,37.12,0.55,2.82
"19019",2018,10407,0.53,33.25,0.77,1.6
"19021",2018,10523,0.84,26.46,0.56,0.25
"19023",2018,7287,0.19,33.48,0.23,0.49
"19025",2018,4416,0.29,32.65,2.22,0.95
"19027",2018,10632,0.4,35.36,0.86,0.51
"19029",2018,6455,0.23,30.19,0.45,0.84
"19031",2018,9920,0.71,37.91,0.99,1.89
"19033",2018,21912,0.58,33.11,0.78,1.42
"19035",2018,5930,0.22,25.01,0.61,0.29
"19037",2018,6457,0.93,33.47,0.31,1.66
"19039",2018,4612,0.82,35.71,0.11,1.34
"19041",2018,8262,1.26,35.21,0.33,1.44
"19043",2018,9181,0.63,33.29,0.77,1.08
"19045",2018,22653,0.88,28.99,0.57,1.93
"19047",2018,7993,0.31,24.62,0.33,0.56
"19049",2018,46027,0.73,62.24,0.6,1.89
"19051",2018,4158,0.48,32.08,1.06,0.87
"19053",2018,3720,0.16,38.31,0.3,0.86
"19055",2018,9334,0.43,35.45,0.62,0.99
"19057",2018,19087,0.76,26.2,0.68,1.55
"19059",2018,9189,0.23,36.14,0.88,1.67
"19061",2018,50388,0.77,33.98,0.59,2.45
"19063",2018,4802,0.37,35.07,0.17,2.33
"19065",2018,9937,0.26,32.32,0.32,0.77
"19067",2018,7920,0.71,34.32,0.19,1.09
"19069",2018,4845,1.18,34.24,0.54,0.6
"19071",2018,3373,0.65,36.53,1.27,0.44
"19073",2018,4498,0.02,39,0.62,0.84
"19075",2018,6244,0.32,41.48,0.43,1.94
"19077",2018,5275,0.89,38.27,0.47,1.18
"19079",2018,7607,0.24,34.14,0.74,1.16
"19081",2018,5653,0.32,39.36,0.74,1.91
"19083",2018,8713,0.65,36.26,1.64,0.61
"19085",2018,7347,0.37,35.67,0.73,1.22
"19087",2018,9335,0.39,31.74,1.71,1.95
"19089",2018,4783,0.15,31.86,0.02,1.28
"19091",2018,4672,0.26,36.15,0.79,0.73
"19093",2018,3443,0.46,36.19,0,1.68
"19095",2018,8353,0.55,33.99,0.57,0.92
"19097",2018,9531,0.48,32.81,1.05,0.46
"19099",2018,17587,0.38,29.1,0.84,1.64
"19101",2018,8235,0.01,41.18,0.64,1.57
"19103",2018,82627,0.79,37.65,0.44,1.55
"19105",2018,9825,0.48,38.91,0.88,1.12
"19107",2018,4996,0.22,35.53,0.34,0.4
"19109",2018,7496,0.43,41.53,0.73,0.91
"19111",2018,15928,1.04,22.53,2.11,1.24
"19113",2018,118580,0.85,41.22,0.53,3
"19115",2018,5510,0.78,26.33,0.6,0.89
"19117",2018,3981,1.11,28.06,0.45,0.8
"19119",2018,6089,0.07,44.61,0.89,1
"19121",2018,8363,0.3,46.16,0.85,0.91
"19123",2018,10783,0.3,34.5,0.28,1.71
"19125",2018,16957,1.32,33.74,0.62,2.43
"19127",2018,19085,0.92,28.36,0.62,1.95
"19129",2018,7475,0.88,32.79,1,1.36
"19131",2018,5225,0.08,36.86,0.48,0.61
"19133",2018,4269,2.51,26.77,0.47,0.33
"19135",2018,3662,0.63,32.17,0.74,1.56
"19137",2018,4779,0.21,32.33,1.13,1.36
"19139",2018,21523,0.26,29.67,0.32,3.24
"19141",2018,7379,0.18,30.03,0.33,0.6
"19143",2018,3162,0.19,32.67,0.57,0.41
"19145",2018,7143,0.49,34.79,1.69,1.37
"19147",2018,4781,1.21,37.48,1.17,1.57
"19149",2018,13314,0.68,35.48,0.86,1.16
"19151",2018,3396,0.44,32.63,0.91,0.38
"19153",2018,253971,0.92,43.21,0.58,1.5
"19155",2018,47226,1.26,31.75,0.91,1.15
"19157",2018,9850,0.43,35.48,0.58,0.94
"19159",2018,2121,0.33,39.04,0.38,1.41
"19161",2018,5027,0.1,30.97,1.95,0.72
"19163",2018,84812,0.85,37.86,0.67,2.1
"19165",2018,6006,0.47,37.2,0.67,0.63
"19167",2018,18820,0.36,36.32,0.39,1.53
"19169",2018,51875,0.47,39.33,0.58,2.86
"19171",2018,8512,1.53,28.82,0.33,1.17
"19173",2018,2993,0.17,31.74,1.3,0.87
"19175",2018,6071,0.49,27.72,0.16,0.87
"19177",2018,3138,0,30.98,1.98,1.47
"19179",2018,16399,1.01,21.13,0.49,0.57
"19181",2018,25999,0.62,45.37,0.84,0.83
"19183",2018,11115,0.5,29.25,0.31,0.55
"19185",2018,2817,0.75,32.16,0.5,0.46
"19187",2018,17033,1,27.74,0.73,0.82
"19189",2018,5296,1.08,34.52,0.42,0.66
"19191",2018,11802,0.44,30.55,0.31,1.14
"19193",2018,51572,0.68,28.92,0.6,1.35
"19195",2018,3854,1.06,23.33,0.49,0.57
"19197",2018,5729,0.19,31.35,0.38,1.78
"20001",2018,5887,0.17,28.27,0.66,1.29
"20003",2018,3524,0.09,21.96,0.51,0.11
"20005",2018,7721,0.65,29.65,1.74,1.4
"20007",2018,2172,0,29.1,2.21,0.55
"20009",2018,13479,0.35,28.05,2,0.8
"20011",2018,6334,0.76,34.23,0.73,0.36
"20013",2018,4500,2.87,34.91,1.29,1.04
"20015",2018,31098,0.76,37.26,1.28,2.85
"20017",2018,1116,0,27.78,1.16,0.18
"20019",2018,1403,0.21,26.73,1.07,0
"20021",2018,8699,0.67,30.24,0.83,1.1
"20023",2018,1243,1.05,38.29,0.32,2.74
"20025",2018,1020,0.2,43.04,1.37,0.69
"20027",2018,4016,0.4,39.19,0.12,0.02
"20029",2018,4496,0.04,28.58,0.42,0.73
"20031",2018,4126,2.16,32.38,0.9,2.96
"20033",2018,958,0,40.61,0.63,0
"20035",2018,15544,1.6,25.96,1.58,0.72
"20037",2018,18831,0.82,29.7,0.45,0.57
"20039",2018,1386,0.51,32.03,1.73,0
"20041",2018,8617,0.35,28.93,0.77,1.18
"20043",2018,3712,1.72,31.41,0.86,0.7
"20045",2018,66273,0.91,37.2,0.82,2.12
"20047",2018,1444,1.52,38.92,1.39,0.07
"20049",2018,993,1.31,30.41,0.3,0.6
"20051",2018,16239,0.81,29.53,0.96,0.99
"20053",2018,2678,0.6,30.4,3.81,1.61
"20055",2018,18631,1.19,20.35,0.45,0.57
"20057",2018,16646,0.67,24.68,0.62,0.55
"20059",2018,12787,0.32,27.04,0.52,1.8
"20061",2018,11798,1.9,27.11,3.4,1.08
"20063",2018,1290,0,43.95,0.39,0.62
"20065",2018,1149,0.09,36.29,0.61,0.87
"20067",2018,3611,0,31.87,4.38,0.36
"20069",2018,3166,1.11,38.31,0.51,0.09
"20071",2018,565,1.24,31.86,1.06,0
"20073",2018,2866,1.22,31.75,2.72,1.08
"20075",2018,1192,0.84,32.97,0.34,0
"20077",2018,2536,0.08,30.44,0.24,1.03
"20079",2018,16922,1.45,32.36,0.77,2.09
"20081",2018,1938,1.03,34.11,0.72,0
"20083",2018,946,0.85,43.45,0.21,0.42
"20085",2018,6199,1.02,34.7,2.4,0.9
"20087",2018,9287,0.94,37.34,1.41,1.25
"20089",2018,1228,0,44.71,0.24,0.08
"20091",2018,317390,0.74,54.91,0.54,2.87
"20093",2018,1693,0,51.09,0.65,1.06
"20095",2018,3579,0.25,36.99,1.48,1.06
"20097",2018,1249,0.24,40.75,0.72,0.16
"20099",2018,9545,0.8,27.82,1.08,0.93
"20101",2018,885,1.13,43.62,1.02,0
"20103",2018,35313,1.12,34.13,2.91,1.6
"20105",2018,1464,0,49.39,0.82,0.41
"20107",2018,4145,0.43,23.33,0.51,0.63
"20109",2018,1422,0,43.95,1.2,0
"20111",2018,17377,0.81,23.18,0.56,0.86
"20113",2018,14932,0.32,38.68,0.68,1.94
"20115",2018,5632,0.46,33.22,0.8,1.28
"20117",2018,4759,1.16,34.1,0.69,0.65
"20119",2018,2084,0,44.91,0.91,0.53
"20121",2018,16404,1.01,36.33,0.78,1.43
"20123",2018,2753,0,35.56,0.76,0.73
"20125",2018,14519,0.94,26.76,1.1,1.95
"20127",2018,2602,0.38,35.66,1.58,0.88
"20129",2018,1276,0.16,37.07,0.24,1.57
"20131",2018,5132,0.31,38.76,0.82,1.6
"20133",2018,7359,0.37,27.9,0.99,0.63
"20135",2018,1387,0,33.96,0.5,0.43
"20137",2018,2440,0,34.71,2.75,1.52
"20139",2018,7419,0.7,27.17,0.97,1.23
"20141",2018,1771,0.11,39.53,0.79,0.17
"20143",2018,2949,0.61,36.83,0.92,0.78
"20145",2018,2595,1.93,37.46,0.77,0.23
"20147",2018,2690,0.07,30.33,1.19,1.34
"20149",2018,10868,0.4,34.06,1.6,1.15
"20151",2018,4515,0.47,30.39,0.04,0.82
"20153",2018,1226,1.55,51.96,0.24,1.63
"20155",2018,29866,0.84,28.64,1.83,1.53
"20157",2018,2332,0.17,44.13,0.64,0.51
"20159",2018,4753,0.59,31.54,1.2,0.93
"20161",2018,36646,0.73,35.34,0.97,2.01
"20163",2018,2414,0.12,29.62,1.86,0.91
"20165",2018,1489,0,40.5,1.81,1.41
"20167",2018,3221,0.03,22.82,0.37,1.24
"20169",2018,27342,0.78,30.37,0.86,2.27
"20171",2018,2589,0,49.75,2.2,0
"20173",2018,246997,1,34.05,0.73,2.97
"20175",2018,10733,1.26,19.3,1.02,0.7
"20177",2018,84391,1.17,36.15,0.81,1.75
"20179",2018,1261,0.71,47.18,0,0.08
"20181",2018,2905,0.65,31.5,1.2,0.07
"20183",2018,1697,1.3,41.31,0.24,0.77
"20185",2018,2040,1.03,40.74,1.62,0.93
"20187",2018,1030,1.17,57.38,0.68,0
"20189",2018,2549,0.55,27.27,0.39,0.04
"20191",2018,10727,0.56,31.46,1.22,1.25
"20193",2018,4327,0.74,32.1,0.95,0.21
"20195",2018,1634,0.37,30.91,0,0
"20197",2018,3368,0.59,36.73,0.65,0.83
"20199",2018,781,0.38,59.03,0.77,0
"20201",2018,2692,0.45,33.99,0.11,0.85
"20203",2018,1084,2.31,40.87,0,0
"20205",2018,4045,0.37,33.72,0.37,0.74
"20207",2018,1400,0.14,41.71,0.57,0.86
"20209",2018,74707,1.51,22.57,1.06,1.25
"21001",2018,8020,1.15,24.66,1.03,0.27
"21003",2018,8616,1.25,22.1,2.15,0.49
"21005",2018,10381,0.62,38.8,0.97,1.89
"21007",2018,3341,0.96,29.81,1.14,2.99
"21009",2018,18622,0.79,24.98,1.27,0.73
"21011",2018,4750,0.88,28.69,0.74,0.36
"21013",2018,7543,1.58,14.03,1.67,0.12
"21015",2018,66174,0.89,44.03,0.99,2.25
"21017",2018,9402,0.73,33.32,0.82,1.18
"21019",2018,18353,1.01,29.47,1.49,1.13
"21021",2018,12357,0.45,30.8,1.18,1.4
"21023",2018,3622,0.41,23.72,0.25,1.05
"21025",2018,3950,1.22,23.24,2,0.25
"21027",2018,7785,0.27,23.39,0.31,0.95
"21029",2018,39278,1.03,27.69,0.8,1.22
"21031",2018,5078,0.63,24.89,0.61,1.73
"21033",2018,5365,0.02,26.32,2.74,0.71
"21035",2018,17816,0.67,25.64,1.12,0.62
"21037",2018,46679,1.25,43.87,0.77,1.35
"21039",2018,1862,1.61,29.75,1.45,0.27
"21041",2018,4446,0.4,23.12,1.33,0.74
"21043",2018,8769,0.35,19.52,2.6,0.41
"21045",2018,5563,0,18.12,1.92,1.01
"21047",2018,23711,2.56,26.29,0.55,1.61
"21049",2018,16231,1.59,35.33,0.97,1.52
"21051",2018,5492,1.27,10.31,1.13,0.87
"21053",2018,3573,0,22.73,1.26,0.28
"21055",2018,3643,1.59,23.58,3.35,0.22
"21057",2018,2440,0,20.66,0.37,2.05
"21059",2018,45375,1.23,30.43,0.96,1.35
"21061",2018,4642,1.08,18.98,0.8,3.34
"21063",2018,1792,0,18.92,3.29,0
"21065",2018,4625,0.37,15.83,0.93,1.79
"21067",2018,166264,0.85,39.35,0.64,2.14
"21069",2018,6145,0.52,26.04,0.5,0.13
"21071",2018,10592,1.12,21.74,1.29,0.42
"21073",2018,24329,1.27,39.99,0.85,1.33
"21075",2018,2223,0,26.45,2.92,0.4
"21077",2018,3808,1.34,22.61,1.55,0.53
"21079",2018,7471,0.4,28.83,0.46,1.12
"21081",2018,10685,0.97,20.77,0.92,1.33
"21083",2018,15639,0.9,25.46,0.54,0.22
"21085",2018,10556,0.69,23.98,2.39,0.77
"21087",2018,4562,0.24,17.67,2.3,0.15
"21089",2018,14012,0.98,26.91,1.11,1.66
"21091",2018,3628,0.91,22.02,0.5,1.52
"21093",2018,47969,1.25,31.51,0.97,0.87
"21095",2018,7489,2.22,18.01,2.11,0.49
"21097",2018,8008,0.86,23.94,0.72,1.09
"21099",2018,7096,1,23.44,0.9,0.48
"21101",2018,20402,1.49,27.47,1.53,0.84
"21103",2018,7058,1.57,25.23,1.19,0.17
"21105",2018,1613,0.31,34.28,0.19,0
"21107",2018,18721,0.87,23.53,1.65,1.42
"21109",2018,4290,0.42,18.37,1.54,0.4
"21111",2018,380718,1.07,36.64,0.62,1.43
"21113",2018,24081,1.25,32.91,0.76,1.71
"21115",2018,6854,0.93,29.03,2.98,0.31
"21117",2018,83543,1.14,41.29,0.4,1.49
"21119",2018,4626,3.37,20.86,3.96,0.13
"21121",2018,10191,0.26,23.2,1.27,0.63
"21123",2018,6287,0.43,21.09,1.78,1.11
"21125",2018,23236,0.7,23.57,1.43,0.64
"21127",2018,4679,0.66,25.75,1.3,0.88
"21129",2018,1838,0.44,20.08,3.32,0
"21131",2018,2880,1.42,16.67,4.65,0.45
"21133",2018,6993,1.53,19.58,1.09,0.27
"21135",2018,4590,0.85,18.58,0.28,1.61
"21137",2018,9763,1.75,22.42,1.28,0.34
"21139",2018,3955,1.24,16.56,0.38,0.76
"21141",2018,10758,1.57,23.6,1.01,2.16
"21143",2018,2857,1.68,21.84,6.76,1.86
"21145",2018,28879,0.65,29.79,0.93,1.6
"21147",2018,4407,1.02,22.6,0.32,0.41
"21149",2018,3771,1.33,23.71,0.72,1.11
"21151",2018,42056,1.28,30.55,1.21,1.7
"21153",2018,3654,2.44,24.38,3.28,0.38
"21155",2018,7751,0.05,28.68,0.58,0.83
"21157",2018,12950,0.25,29.74,0.49,1.07
"21159",2018,3099,1.13,16.3,2,0
"21161",2018,7067,0.17,32.89,0.69,1.71
"21163",2018,12105,1.88,25.06,0.32,1.15
"21165",2018,2293,0.44,18.62,1.13,1.61
"21167",2018,9480,1.33,28.41,0.9,1.79
"21169",2018,3920,0.71,21.22,2.07,2.5
"21171",2018,4397,0.18,31.66,0.64,0.68
"21173",2018,11353,0.66,19.41,1.63,1.27
"21175",2018,3671,1.04,21.36,4.09,0.93
"21177",2018,11770,1.29,18.46,0.7,1.08
"21179",2018,21821,0.7,28.99,0.84,0.97
