GEOID10,ZCTA5CE10,AFFGEOID10,minDistZ_mi
"03076","03076",8600000US03076,8.21962714715476
"97368","97368",8600000US97368,6.45162553247231
"15316","15316",8600000US15316,16.7987299261603
"19137","19137",8600000US19137,2.31774409397788
"29440","29440",8600000US29440,3.07877537721305
"69341","69341",8600000US69341,14.4255471284427
"11550","11550",8600000US11550,1.44624734991467
"78404","78404",8600000US78404,0.818009928142645
"84753","84753",8600000US84753,54.0747486406494
"05450","05450",8600000US05450,21.4577463062202
"24171","24171",8600000US24171,21.8770198146098
"23092","23092",8600000US23092,12.6164109535568
"24622","24622",8600000US24622,10.1017972185958
"44123","44123",8600000US44123,1.75980510268864
"98382","98382",8600000US98382,6.79557027693337
"73505","73505",8600000US73505,1.59125921649259
"25425","25425",8600000US25425,4.97531415423038
"97630","97630",8600000US97630,12.55514000638
"82225","82225",8600000US82225,23.7526118828948
"35079","35079",8600000US35079,18.1008991528827
"08073","08073",8600000US08073,1.39057550521859
"87506","87506",8600000US87506,12.9552307701831
"88301","88301",8600000US88301,40.5639408488551
"87558","87558",8600000US87558,30.3050665485383
"88042","88042",8600000US88042,36.4744169960854
"88055","88055",8600000US88055,33.0804113832242
"10171","10171",8600000US10171,1.26481037124536
"10110","10110",8600000US10110,1.27447161357748
"12758","12758",8600000US12758,20.023462197074
"10282","10282",8600000US10282,0.88136499518492
"14212","14212",8600000US14212,3.01098853077209
"11956","11956",8600000US11956,10.7683502926031
"14788","14788",8600000US14788,4.19794027269571
"10040","10040",8600000US10040,1.7186970581789
"11501","11501",8600000US11501,0.58858914362226
"14035","14035",8600000US14035,13.2350355748786
"13617","13617",8600000US13617,14.9357556923984
"13316","13316",8600000US13316,26.9442424335484
"34287","34287",8600000US34287,9.84593014880318
"33413","33413",8600000US33413,3.56722116705741
"32421","32421",8600000US32421,10.7727412286789
"30417","30417",8600000US30417,1.58470675402706
"30816","30816",8600000US30816,11.7915467642754
"30332","30332",8600000US30332,1.43409172752183
"30705","30705",8600000US30705,3.44625575535376
"31631","31631",8600000US31631,28.393390169185
"31038","31038",8600000US31038,14.5816699771062
"30464","30464",8600000US30464,11.0537888947268
"31018","31018",8600000US31018,12.789187944159
"30428","30428",8600000US30428,4.20993769762023
"96777","96777",8600000US96777,3.72091554161965
"96746","96746",8600000US96746,4.74550551221194
"83553","83553",8600000US83553,26.6604788968928
"61414","61414",8600000US61414,16.927382265469
"13102","13102",8600000US13102,8.98320966046463
"27893","27893",8600000US27893,3.63715115790513
"27295","27295",8600000US27295,5.66372929789697
"28504","28504",8600000US28504,6.60221564044353
"28787","28787",8600000US28787,12.0125751633206
"27825","27825",8600000US27825,7.09444007963529
"28611","28611",8600000US28611,10.8367122235348
"28089","28089",8600000US28089,8.63041551185418
"58205","58205",8600000US58205,21.8244626830638
"43084","43084",8600000US43084,13.6924645701007
"44493","44493",8600000US44493,7.92170121342946
"44233","44233",8600000US44233,11.7074259049694
"43203","43203",8600000US43203,0.471479829397402
"44671","44671",8600000US44671,13.5105420384971
"43330","43330",8600000US43330,9.94949779656572
"01236","01236",8600000US01236,7.05974137679381
"01003","01003",8600000US01003,10.5959409619
"49861","49861",8600000US49861,24.1297163229166
"48625","48625",8600000US48625,22.8041471769189
"48233","48233",8600000US48233,2.4406707301966
"48091","48091",8600000US48091,2.25148146366267
"49948","49948",8600000US49948,24.4626954516901
"55029","55029",8600000US55029,7.50138110144979
"56467","56467",8600000US56467,16.4668548122279
"56639","56639",8600000US56639,18.4715251168625
"56671","56671",8600000US56671,20.25173514158
"56001","56001",8600000US56001,3.12026827766433
"56313","56313",8600000US56313,20.2082798458131
"39140","39140",8600000US39140,15.6381558573756
"39759","39759",8600000US39759,3.29558739181624
"38920","38920",8600000US38920,10.6552015059571
"39170","39170",8600000US39170,15.3340059464695
"39069","39069",8600000US39069,2.15375566203075
"38945","38945",8600000US38945,7.10408202494819
"39332","39332",8600000US39332,20.1878993027645
"64093","64093",8600000US64093,2.65553472567219
"90301","90301",8600000US90301,0.880199145721136
"95545","95545",8600000US95545,24.7865650517914
"80023","80023",8600000US80023,1.97914857216094
"81227","81227",8600000US81227,19.4623175016532
"80515","80515",8600000US80515,11.7245218873659
"06412","06412",8600000US06412,17.8049089302227
"06481","06481",8600000US06481,4.12394783745469
"19716","19716",8600000US19716,6.18098466947058
"34488","34488",8600000US34488,14.1457188036985
"34202","34202",8600000US34202,3.37424691308508
"62982","62982",8600000US62982,0.745104219001042
"47708","47708",8600000US47708,0.72283447061733
"51243","51243",8600000US51243,11.5476996610739
"30660","30660",8600000US30660,15.1520296360854
"41073","41073",8600000US41073,2.22254539936615
"70357","70357",8600000US70357,16.1659788888831
"71254","71254",8600000US71254,5.8635465689606
"42464","42464",8600000US42464,12.363960607187
"41083","41083",8600000US41083,12.8774480574355
"40444","40444",8600000US40444,12.7272425739584
"41035","41035",8600000US41035,7.62071011019864
"40057","40057",8600000US40057,19.3947260291639
"41612","41612",8600000US41612,9.07126559805049
"40025","40025",8600000US40025,4.23014664622092
"40313","40313",8600000US40313,4.49408686244383
"41725","41725",8600000US41725,14.3467664463935
"40144","40144",8600000US40144,4.63470647298375
"71360","71360",8600000US71360,6.05661710537512
"71268","71268",8600000US71268,7.82314698987715
"70575","70575",8600000US70575,4.00610951815935
"71479","71479",8600000US71479,6.10477078216257
"04039","04039",8600000US04039,21.4720463870097
"04622","04622",8600000US04622,35.4418295977239
"04354","04354",8600000US04354,21.5071346681705
"04975","04975",8600000US04975,9.55819135522213
"04920","04920",8600000US04920,35.4152549595376
"20899","20899",8600000US20899,3.74832972626005
"21717","21717",8600000US21717,7.81039369873628
"64125","64125",8600000US64125,4.34407977981989
"63653","63653",8600000US63653,6.26026102430041
"64066","64066",8600000US64066,13.7889541478674
"65556","65556",8600000US65556,20.6695390933308
"65623","65623",8600000US65623,6.81484486907466
"65612","65612",8600000US65612,17.4797699134185
"59456","59456",8600000US59456,38.53043596272
"59054","59054",8600000US59054,59.3255622880666
"59735","59735",8600000US59735,29.9760559681362
"59834","59834",8600000US59834,25.7240128004658
"68137","68137",8600000US68137,2.74055383841353
"69333","69333",8600000US69333,62.2912215718903
"68841","68841",8600000US68841,15.0326126779959
"68304","68304",8600000US68304,17.4883071980786
"03280","03280",8600000US03280,23.4273219015424
"03753","03753",8600000US03753,13.8416242002064
"07621","07621",8600000US07621,2.72144879461392
"08740","08740",8600000US08740,6.53846059402345
"16244","16244",8600000US16244,18.7924721949312
"15422","15422",8600000US15422,8.78379928809919
"18444","18444",8600000US18444,9.16531196581285
"17576","17576",8600000US17576,7.46714147107361
"15049","15049",8600000US15049,4.1817093825707
"19102","19102",8600000US19102,0.354250136160133
"18617","18617",8600000US18617,14.0589960202357
"29108","29108",8600000US29108,1.4486504498942
"29030","29030",8600000US29030,12.2618968088635
"29483","29483",8600000US29483,7.35693470172207
"29591","29591",8600000US29591,4.81328204894163
"29117","29117",8600000US29117,3.62911492166654
"29368","29368",8600000US29368,8.99378892966717
"57422","57422",8600000US57422,28.1463141297756
"57054","57054",8600000US57054,16.2993412530489
"37066","37066",8600000US37066,1.6456710976775
"38301","38301",8600000US38301,4.48522147624868
"37174","37174",8600000US37174,15.1214973935417
"60129","60129",8600000US60129,11.7589984291195
"61839","61839",8600000US61839,8.51274844086196
"61049","61049",8600000US61049,11.4553335569385
"60144","60144",8600000US60144,13.1266473237192
"60302","60302",8600000US60302,0.983101549517015
"60472","60472",8600000US60472,2.52129339684759
"47421","47421",8600000US47421,3.0917503232247
"47916","47916",8600000US47916,12.7833513517912
"47860","47860",8600000US47860,7.82216329955327
"46961","46961",8600000US46961,7.61062493548834
"47281","47281",8600000US47281,15.3016986930409
"50230","50230",8600000US50230,22.5186909579745
"50227","50227",8600000US50227,14.7045023817111
"50551","50551",8600000US50551,16.7909713876775
"50105","50105",8600000US50105,7.45607348140689
"52033","52033",8600000US52033,20.4611373057969
"50559","50559",8600000US50559,16.1149547332308
"51230","51230",8600000US51230,12.1078923098536
"67747","67747",8600000US67747,15.8994666053035
"66621","66621",8600000US66621,0.93439625188782
"67457","67457",8600000US67457,16.0838273274865
"40372","40372",8600000US40372,13.4101994402595
"99109","99109",8600000US99109,1.03630085997595
"99166","99166",8600000US99166,10.3800954234666
"98304","98304",8600000US98304,38.2721895505708
"98830","98830",8600000US98830,28.6224705562358
"26405","26405",8600000US26405,13.1829316588173
"26554","26554",8600000US26554,3.55486354127852
"25271","25271",8600000US25271,4.51483589345226
"98638","98638",8600000US98638,20.8437850446167
"24844","24844",8600000US24844,15.1147615978897
"24845","24845",8600000US24845,16.610426220145
"24736","24736",8600000US24736,13.5087045334402
"26250","26250",8600000US26250,11.779808735608
"54521","54521",8600000US54521,2.38756562281283
"24847","24847",8600000US24847,17.0062270238301
"54985","54985",8600000US54985,0.0346790451649449
"83116","83116",8600000US83116,1.64179022891917
"26151","26151",8600000US26151,6.5802748706538
"98305","98305",8600000US98305,12.0818764176558
"24656","24656",8600000US24656,10.4638482316795
"19731","19731",8600000US19731,8.76977341150308
"46376","46376",8600000US46376,20.8442378086759
"54896","54896",8600000US54896,32.8394295380911
"33404","33404",8600000US33404,2.07679305965462
"35548","35548",8600000US35548,12.5094607105938
"36775","36775",8600000US36775,16.6109410801339
"71651","71651",8600000US71651,28.0069250651538
"53504","53504",8600000US53504,17.4007722480461
"03101","03101",8600000US03101,0.635084761676367
"21802","21802",8600000US21802,1.8955302015846
"02141","02141",8600000US02141,1.09279783513303
"66019","66019",8600000US66019,10.1241771130289
"61315","61315",8600000US61315,9.66451954457844
"46987","46987",8600000US46987,6.74001908254915
"48083","48083",8600000US48083,3.6841699103644
"04490","04490",8600000US04490,46.5351994841993
"06059","06059",8600000US06059,19.5704433784504
"80290","80290",8600000US80290,1.18587719351079
"99124","99124",8600000US99124,7.07386031744327
"05747","05747",8600000US05747,14.8490400658406
"76483","76483",8600000US76483,6.61138427979005
"88134","88134",8600000US88134,47.1113670046803
"07702","07702",8600000US07702,2.65506788539434
"17083","17083",8600000US17083,1.93015632493007
"84629","84629",8600000US84629,24.1873131568257
"19103","19103",8600000US19103,0.6961494542117
"15015","15015",8600000US15015,4.33086016454059
"17250","17250",8600000US17250,3.31332910354007
"43970","43970",8600000US43970,15.3881691887673
"43529","43529",8600000US43529,18.0160519027528
"12307","12307",8600000US12307,1.79682551990916
"36522","36522",8600000US36522,20.775811118418
"30165","30165",8600000US30165,5.75446639489101
"85922","85922",8600000US85922,52.8427835137767
"85620","85620",8600000US85620,7.67421888630759
"84531","84531",8600000US84531,48.3505609992782
"96120","96120",8600000US96120,16.711470002994
"82063","82063",8600000US82063,48.9282107198242
"93643","93643",8600000US93643,36.1446162268779
"96080","96080",8600000US96080,11.3380978136803
"95458","95458",8600000US95458,11.743591396544
"74578","74578",8600000US74578,1.79340208604066
"97624","97624",8600000US97624,46.2366986813669
"97343","97343",8600000US97343,22.92629387093
"97148","97148",8600000US97148,16.4281781542836
"16616","16616",8600000US16616,15.8635926368104
"97123","97123",8600000US97123,7.68621818554956
"97424","97424",8600000US97424,5.75527848328911
"17756","17756",8600000US17756,2.62856091498591
"97758","97758",8600000US97758,59.7510406269315
"97494","97494",8600000US97494,8.85519720751832
"19442","19442",8600000US19442,4.73584229615148
"17887","17887",8600000US17887,12.6004019880258
"15078","15078",8600000US15078,10.4498836473471
"15737","15737",8600000US15737,6.0397727756933
"15546","15546",8600000US15546,11.8963803486366
"18428","18428",8600000US18428,17.5850280531389
"18814","18814",8600000US18814,10.8888896737727
"17041","17041",8600000US17041,7.0584699570738
"85019","85019",8600000US85019,1.99871360028855
"71665","71665",8600000US71665,22.2385507942024
"71671","71671",8600000US71671,2.95911584269462
"71998","71998",8600000US71998,2.44169572999104
"72476","72476",8600000US72476,3.8263664299202
"71837","71837",8600000US71837,19.4675264860898
"71763","71763",8600000US71763,26.383171979613
"71858","71858",8600000US71858,22.5551461465117
"93254","93254",8600000US93254,38.1522213156215
"20520","20520",8600000US20520,0.604995939885374
"20427","20427",8600000US20427,0.223063097542349
"32714","32714",8600000US32714,1.27500837262761
"32134","32134",8600000US32134,22.920044653007
"33498","33498",8600000US33498,2.703839463359
"31021","31021",8600000US31021,3.27998651529969
"30521","30521",8600000US30521,12.8997800193266
"31804","31804",8600000US31804,11.4571039725299
"30252","30252",8600000US30252,11.5942205659922
"39842","39842",8600000US39842,22.3732690235237
"30474","30474",8600000US30474,3.80184957754701
"95835","95835",8600000US95835,9.4972973051665
"93203","93203",8600000US93203,22.5440824402096
"95364","95364",8600000US95364,43.7147826448859
"91203","91203",8600000US91203,2.13754870746881
"95363","95363",8600000US95363,21.2197419336087
"93665","93665",8600000US93665,17.1543231417781
"90071","90071",8600000US90071,0.732199213567955
"95724","95724",8600000US95724,8.88535223836747
"80302","80302",8600000US80302,9.41377733017157
"80746","80746",8600000US80746,11.8163232570142
"81223","81223",8600000US81223,26.3499533833964
"81243","81243",8600000US81243,31.3264644769612
"80218","80218",8600000US80218,1.30834795992869
"19977","19977",8600000US19977,13.127471013275
"20202","20202",8600000US20202,1.81554620455466
"34681","34681",8600000US34681,3.80585856522031
"32097","32097",8600000US32097,9.47449751601277
"30513","30513",8600000US30513,8.72374781674406
"31318","31318",8600000US31318,18.4811933512952
"31780","31780",8600000US31780,9.77936518024821
"30326","30326",8600000US30326,2.74510516565925
"30293","30293",8600000US30293,8.99066271468969
"96786","96786",8600000US96786,4.46935976233503
"83244","83244",8600000US83244,33.1122920001289
"83544","83544",8600000US83544,7.28500303359059
"83218","83218",8600000US83218,17.0324382806286
"83467","83467",8600000US83467,15.9818218782844
"62089","62089",8600000US62089,2.16172724895071
"61243","61243",8600000US61243,17.0231316153771
"62987","62987",8600000US62987,13.4843942441533
"60171","60171",8600000US60171,1.38514894819955
"60643","60643",8600000US60643,2.67616813416033
"62865","62865",8600000US62865,11.5986202053625
"61936","61936",8600000US61936,14.1297000891706
"61039","61039",8600000US61039,14.3346767850695
"47457","47457",8600000US47457,19.5086888923928
"47337","47337",8600000US47337,13.7028169425212
"46183","46183",8600000US46183,6.52381979001191
"46068","46068",8600000US46068,6.41040162456899
"47836","47836",8600000US47836,11.4882557590242
"47683","47683",8600000US47683,16.4937651131413
"47969","47969",8600000US47969,12.7919570294242
"52060","52060",8600000US52060,2.94668763767311
"51244","51244",8600000US51244,8.23797366227612
"50603","50603",8600000US50603,15.21391665171
"52647","52647",8600000US52647,15.8896747661955
"51036","51036",8600000US51036,9.66521629494825
"66216","66216",8600000US66216,3.72866723543747
"66728","66728",8600000US66728,9.61543139756473
"67520","67520",8600000US67520,10.4935667256169
"40380","40380",8600000US40380,17.1403117061448
"42431","42431",8600000US42431,1.43514302662086
"41260","41260",8600000US41260,4.2159716518302
"40404","40404",8600000US40404,0.376610809505925
"42210","42210",8600000US42210,20.6463405119888
"42411","42411",8600000US42411,10.7957017006291
"40049","40049",8600000US40049,12.3504179521405
"70549","70549",8600000US70549,15.4527449514082
"70582","70582",8600000US70582,12.1506922328337
"95441","95441",8600000US95441,9.62097130594784
"94574","94574",8600000US94574,5.71274640054479
"90621","90621",8600000US90621,3.7666034129241
"95485","95485",8600000US95485,10.0548081587946
"93664","93664",8600000US93664,38.1913005115448
"37338","37338",8600000US37338,17.0616740575169
"37374","37374",8600000US37374,12.1594386064258
"76597","76597",8600000US76597,6.50694134019989
"37132","37132",8600000US37132,4.33126195699231
"37246","37246",8600000US37246,0.892716388378213
"75752","75752",8600000US75752,6.67578445338805
"78076","78076",8600000US78076,47.5876584945599
"79781","79781",8600000US79781,27.1768120296927
"78653","78653",8600000US78653,10.6257389233833
"77880","77880",8600000US77880,11.5440106442004
"75779","75779",8600000US75779,14.5614191875401
"78014","78014",8600000US78014,42.1786431109727
"76305","76305",8600000US76305,10.7490376334546
"75652","75652",8600000US75652,7.12307215005409
"77575","77575",8600000US77575,4.49558924111793
"76801","76801",8600000US76801,6.21503555121882
"78058","78058",8600000US78058,33.6475874094776
"76877","76877",8600000US76877,35.1131548927197
"78881","78881",8600000US78881,21.4338096154449
"75844","75844",8600000US75844,22.0561215511616
"77954","77954",8600000US77954,1.24749118177423
"78620","78620",8600000US78620,14.2072812811664
"79731","79731",8600000US79731,9.51518502549066
"76148","76148",8600000US76148,4.17214338303149
"75929","75929",8600000US75929,24.0311114981195
"75831","75831",8600000US75831,23.91563745392
"79081","79081",8600000US79081,3.68060612112002
"76676","76676",8600000US76676,15.7774419115834
"24153","24153",8600000US24153,6.32799794777542
"84648","84648",8600000US84648,4.49369205550996
"84751","84751",8600000US84751,8.17427890041307
"05056","05056",8600000US05056,17.7694386167534
"05079","05079",8600000US05079,23.8826664063972
"05405","05405",8600000US05405,0.592283214459665
"22514","22514",8600000US22514,26.2149216330565
"24483","24483",8600000US24483,14.9349941225097
"24013","24013",8600000US24013,1.15737670648391
"22845","22845",8600000US22845,22.1687811343148
"17885","17885",8600000US17885,27.3462558207679
"98045","98045",8600000US98045,21.305686744902
"99203","99203",8600000US99203,2.08475733783668
"26562","26562",8600000US26562,24.6953791531068
"26763","26763",8600000US26763,11.4569295077854
"15027","15027",8600000US15027,7.04391220597763
"54143","54143",8600000US54143,5.87927279621318
"97838","97838",8600000US97838,1.61375165448184
"36766","36766",8600000US36766,15.1666690128433
"35650","35650",8600000US35650,2.97772975322925
"36784","36784",8600000US36784,20.065103947026
"35579","35579",8600000US35579,19.0446255834055
"36268","36268",8600000US36268,11.3644342907442
"99833","99833",8600000US99833,12.9654219907986
"99701","99701",8600000US99701,421.497751138118
"99654","99654",8600000US99654,33.5243516238779
"86520","86520",8600000US86520,23.0302469544437
"86326","86326",8600000US86326,2.99790995140034
"85924","85924",8600000US85924,39.7653752663361
"29670","29670",8600000US29670,10.5000645115431
"57346","57346",8600000US57346,45.962081556426
"37324","37324",8600000US37324,6.67857802685263
"57236","57236",8600000US57236,32.6219262234958
"37377","37377",8600000US37377,7.57563951699869
"37315","37315",8600000US37315,5.15924951793321
"37725","37725",8600000US37725,12.4414947675082
"38029","38029",8600000US38029,3.06599344810435
"38047","38047",8600000US38047,9.28291049329312
"37770","37770",8600000US37770,23.8236055886488
"70772","70772",8600000US70772,19.8315438929646
"70128","70128",8600000US70128,1.67826461239002
"70648","70648",8600000US70648,1.7449224488417
"04450","04450",8600000US04450,14.6473124268732
"04472","04472",8600000US04472,16.9051346661278
"33432","33432",8600000US33432,1.65791082015842
"83823","83823",8600000US83823,34.4638928107413
"46327","46327",8600000US46327,2.44683632245368
"61112","61112",8600000US61112,2.17372358787822
"04851","04851",8600000US04851,31.4004274337315
"60958","60958",8600000US60958,20.0742300750507
"46799","46799",8600000US46799,11.8665134185241
"20818","20818",8600000US20818,4.16304158989382
"50314","50314",8600000US50314,0.831647956703888
"70517","70517",8600000US70517,4.28320705335064
"40383","40383",8600000US40383,3.85425143966942
"49878","49878",8600000US49878,27.0881482455073
"04739","04739",8600000US04739,26.8484035885385
"38844","38844",8600000US38844,19.2026390083169
"63775","63775",8600000US63775,1.82949930207329
"01340","01340",8600000US01340,11.9699625161726
"49248","49248",8600000US49248,14.8270895180446
"02343","02343",8600000US02343,4.41409516661837
"49780","49780",8600000US49780,32.0518829366296
"07720","07720",8600000US07720,1.99317724164611
"87830","87830",8600000US87830,51.0179374214208
"49722","49722",8600000US49722,8.9226274439341
"27053","27053",8600000US27053,9.37253905247782
"65802","65802",8600000US65802,4.07912404929948
"65742","65742",8600000US65742,10.9945835350419
"58801","58801",8600000US58801,9.53143896878226
"07079","07079",8600000US07079,1.68914131830705
"07870","07870",8600000US07870,5.28484414631372
"03447","03447",8600000US03447,16.8513045481421
"07723","07723",8600000US07723,4.20639874936038
"02873","02873",8600000US02873,15.9567056336291
"57754","57754",8600000US57754,14.2732763320501
"10605","10605",8600000US10605,0.793371247818614
"37738","37738",8600000US37738,16.3707915768088
"11207","11207",8600000US11207,1.89982823280559
"37620","37620",8600000US37620,9.108680151323
"79346","79346",8600000US79346,7.53820007676359
"75488","75488",8600000US75488,20.251991163482
"05488","05488",8600000US05488,11.6768913659292
"57641","57641",8600000US57641,36.0949711015495
"24605","24605",8600000US24605,9.10182663835069
"23310","23310",8600000US23310,19.7241093000111
"24426","24426",8600000US24426,13.6650129625648
"98422","98422",8600000US98422,4.46381147957064
"99114","99114",8600000US99114,15.9786668462391
"25514","25514",8600000US25514,5.18118781336478
"28533","28533",8600000US28533,0.819691408204544
"28032","28032",8600000US28032,4.21180579961345
"45142","45142",8600000US45142,14.0341541334767
"58368","58368",8600000US58368,11.5362802963994
"58622","58622",8600000US58622,31.1414515508508
"58007","58007",8600000US58007,37.6202735660288
"43467","43467",8600000US43467,8.44883154849811
"43008","43008",8600000US43008,9.87425281348356
"44615","44615",8600000US44615,23.4657925746928
"45745","45745",8600000US45745,17.6634915615643
"44682","44682",8600000US44682,4.76413561827023
"44507","44507",8600000US44507,3.63332682420283
"43142","43142",8600000US43142,11.819226660736
"43736","43736",8600000US43736,6.80147099724187
"43750","43750",8600000US43750,6.38478344270328
"44011","44011",8600000US44011,2.51692592165698
"74016","74016",8600000US74016,18.0655941460107
"74003","74003",8600000US74003,9.04590074498977
"74464","74464",8600000US74464,2.66423836459675
"73441","73441",8600000US73441,20.9770781181456
"97525","97525",8600000US97525,17.6166912419632
"97064","97064",8600000US97064,32.4426181011743
"97355","97355",8600000US97355,6.15624602315081
"97434","97434",8600000US97434,21.4398560984283
"16617","16617",8600000US16617,8.43545081185242
"97886","97886",8600000US97886,26.3220489430628
"16340","16340",8600000US16340,18.3563532187049
"17097","17097",8600000US17097,21.8858484187452
"15557","15557",8600000US15557,11.7425973973143
"15420","15420",8600000US15420,10.2497276171759
"16652","16652",8600000US16652,4.26807862854015
"19559","19559",8600000US19559,15.8133183795762
"18430","18430",8600000US18430,20.1691184374627
"15301","15301",8600000US15301,1.88432065006873
"17965","17965",8600000US17965,1.73382832852927
"15901","15901",8600000US15901,0.522991093780569
"17829","17829",8600000US17829,19.9822808583073
"19564","19564",8600000US19564,15.1209665771398
"15077","15077",8600000US15077,10.5187682440969
"17920","17920",8600000US17920,14.9826365478488
"17822","17822",8600000US17822,0.00738299597519105
"19107","19107",8600000US19107,0.199483661945417
"02876","02876",8600000US02876,4.97807608785269
"29646","29646",8600000US29646,2.92034360491438
"29003","29003",8600000US29003,27.8303491175246
"29014","29014",8600000US29014,12.2280060903321
"29135","29135",8600000US29135,12.7262987231642
"10456","10456",8600000US10456,0.322438954758841
"13343","13343",8600000US13343,13.7323172003792
"14456","14456",8600000US14456,3.02643590083001
"11417","11417",8600000US11417,2.91825082262396
"13440","13440",8600000US13440,1.80730239361683
"13856","13856",8600000US13856,2.66516411703061
"11104","11104",8600000US11104,2.1867351225114
"10024","10024",8600000US10024,1.47465216556028
"12456","12456",8600000US12456,9.91820672079613
"10535","10535",8600000US10535,7.55497991953891
"11212","11212",8600000US11212,0.698944031099357
"11694","11694",8600000US11694,6.53219957525895
"11415","11415",8600000US11415,1.09899481304824
"28777","28777",8600000US28777,0.889355162847585
"27827","27827",8600000US27827,10.6827385707567
"27891","27891",8600000US27891,12.2676641001481
"28465","28465",8600000US28465,5.82921727471947
"38053","38053",8600000US38053,10.0182100376958
"37727","37727",8600000US37727,13.7353770345239
"11209","11209",8600000US11209,1.3579509307952
"37148","37148",8600000US37148,1.58786230927365
"10703","10703",8600000US10703,0.924061418634234
"79714","79714",8600000US79714,10.6136768345042
"75551","75551",8600000US75551,2.81703941900271
"78851","78851",8600000US78851,73.0480850066883
"28607","28607",8600000US28607,1.67227838918846
"58239","58239",8600000US58239,30.1184665605404
"98244","98244",8600000US98244,35.9818408795562
"99141","99141",8600000US99141,27.0340946246734
"26836","26836",8600000US26836,11.2832714592153
"86054","86054",8600000US86054,61.3691604486289
"82835","82835",8600000US82835,42.8126765772885
"35654","35654",8600000US35654,6.35554528115554
"35242","35242",8600000US35242,1.32219077151887
"02139","02139",8600000US02139,1.12296372680427
"63853","63853",8600000US63853,10.9113071647312
"70139","70139",8600000US70139,0.547837201852781
"47654","47654",8600000US47654,16.8251085926631
"50673","50673",8600000US50673,15.9062238021079
"02180","02180",8600000US02180,1.92408431617002
"04952","04952",8600000US04952,10.3019726524184
"01199","01199",8600000US01199,0.132699840572325
"92662","92662",8600000US92662,1.76040205249886
"99174","99174",8600000US99174,14.4108853692295
"24577","24577",8600000US24577,19.7231761501648
"07662","07662",8600000US07662,0.864648487612763
"88028","88028",8600000US88028,28.2492629432305
"11360","11360",8600000US11360,3.32557979237132
"14854","14854",8600000US14854,6.36430519474335
"87025","87025",8600000US87025,22.1216590250353
"16253","16253",8600000US16253,19.9888423168919
"84329","84329",8600000US84329,76.0302865420959
"15715","15715",8600000US15715,8.58157696067869
"38562","38562",8600000US38562,18.9291608734876
"04068","04068",8600000US04068,25.2616527801981
"04750","04750",8600000US04750,7.61559871177257
