"GEOID","DmySgrg","DmyBlckBlt","PrcNtvRsrv"
"19157",0,0,0
"17179",0,0,0
"08039",1,0,0
"21227",0,0,0
"19153",0,0,0
"48421",0,0,0
"35061",0,0,0.205001
"72129",0,0,0
"72149",0,0,0
"28123",0,1,5.1e-05
"31063",0,0,0
"01083",0,0,0
"12035",0,0,0
"12053",0,0,0
"12091",0,0,0
"13095",1,1,0
"13253",0,1,0
"28113",0,1,0
"28061",0,1,0
"46045",0,0,0
"47099",0,0,0
"28047",0,0,0
"72093",0,0,0
"72089",0,0,0
"72085",0,0,0
"55137",0,0,0
"47173",0,0,0
"01001",0,1,0
"29089",0,0,0
"29115",0,0,0
"48363",0,0,0
"40129",0,0,0.999786
"13135",1,0,0
"13167",0,1,0
"05077",0,1,0
"05123",0,1,0
"05037",0,0,0
"55085",0,0,0.001118
"55125",0,0,0.110171
"46035",0,0,0
"39125",0,0,0
"42075",0,0,0
"46017",0,0,0.530277
"42007",1,0,0
"42039",0,0,0
"29061",0,0,0
"29021",0,0,0
"29199",0,0,0
"37103",0,0,0
"48187",0,0,0
"48293",0,0,0
"12121",0,0,0
"53043",0,0,0.008276
"13017",0,0,0
"13019",0,0,0
"56041",0,0,0
"55071",0,0,0
"50019",0,0,0
"31173",0,0,0.993452
"32027",0,0,5e-06
"48405",0,0,0
"22037",0,1,0
"37029",0,0,0
"37041",0,0,0
"48031",0,0,0
"51720",0,0,0
"37139",0,0,0
"51700",0,0,0
"48115",0,0,0
"48317",0,0,0
"06055",0,0,0
"22067",1,0,0
"40015",0,0,1
"41037",0,0,0
"29077",0,0,0
"48247",0,0,0
"18149",0,0,0
"42073",0,0,0
"29105",0,0,0
"29119",0,0,3e-05
"29121",0,0,0
"29127",0,0,0
"27163",0,0,0
"31087",0,0,0
"22111",1,0,0
"29011",0,0,0
"31085",0,0,0
"39023",0,0,0
"37005",0,0,0
"34021",0,0,0
"35021",0,0,0
"48143",0,0,0
"48107",0,0,0
"47145",0,0,0
"26043",0,0,0
"20207",0,0,0
"17041",0,0,0
"42105",0,0,0
"35037",0,0,0
"27085",0,0,0
"29145",0,0,2.4e-05
"31167",0,0,0
"51177",1,0,0
"38045",0,0,0
"27123",0,0,0
"31007",0,0,0
"37191",0,1,0
"38073",0,0,0
"48179",0,0,0
"37045",0,0,0
"42121",0,0,0
"29209",0,0,0
"31023",0,0,0
"05061",0,0,0
"51197",0,0,0
"38091",0,0,0
"51530",0,0,0
"31053",0,0,0
"37109",0,0,0
"05097",0,0,0
"51660",0,0,0
"20013",0,0,0.28351
"19001",0,0,0
"01037",0,0,0
"38015",0,0,0
"40097",0,0,1
"72009",0,0,0
"17109",0,0,0
"20147",0,0,0
"26055",0,0,0.000449
"51735",0,0,0
"28059",0,0,7.5e-05
"19011",0,0,0
"28161",0,0,0
"37135",0,0,0.118856
"48155",0,0,0
"51149",1,1,0
"19089",0,0,0
"13149",1,0,0
"12027",0,0,0
"21205",0,0,0
"48087",0,0,0
"55089",1,0,0
"42069",0,0,0
"48175",0,0,0
"17113",0,0,0
"39149",0,0,0
"48359",1,0,0
"32510",0,0,0.038339
"36025",0,0,0
"72049",0,0,0
"18169",0,0,0
"21145",0,0,0
"05087",0,0,0
"51135",0,1,0
"01007",1,0,0
"40033",0,0,0.995874
"08025",0,0,0
"48389",0,0,0
"28057",0,0,0
"13143",1,0,0
"46009",0,0,0.009792
"55105",0,0,0
"18101",0,0,0
"31117",0,0,0
"48081",0,0,0
"45077",0,0,0
"48243",0,0,0
"26039",0,0,0
"42059",0,0,0
"32009",0,0,0.001389
"51590",0,0,0
"12007",0,0,0
"18137",0,0,0
"35051",0,0,0
"51775",1,0,0
"08041",0,0,0
"08101",0,0,0
"08043",0,0,0
"48489",0,0,0
"48253",0,0,0
"48319",0,0,0
"08119",0,0,0
"48173",0,0,0
"48433",0,0,0
"29213",0,0,0
"20019",0,0,0.000524
"37043",0,0,0
"36077",0,0,0
"48449",0,0,0
"48467",0,0,0
"31071",0,0,0
"48063",0,0,0
"22099",0,0,0
"48213",0,0,0
"47127",0,0,0
"36007",0,0,0
"51113",1,0,0
"36017",0,0,0
"51157",1,0,0
"51031",0,0,0
"40147",0,0,0.999872
"51079",0,0,0
"54069",0,0,0
"01131",0,1,0
"54045",0,0,0
"01119",0,1,0
"51091",0,0,0
"54073",0,0,0
"28043",0,1,0
"29025",1,0,0
"29197",0,0,0
"29211",0,0,0
"30091",0,0,0.125929
"54049",0,0,0
"54033",0,0,0
"54021",0,0,0
"54007",0,0,0
"72019",0,0,0
"54019",0,0,0
"72063",0,0,0
"72039",0,0,0
"37083",0,1,0.106015
"19097",0,0,0
"21077",1,0,0
"17175",0,0,0
"20027",0,0,0
"38101",0,0,0.01158
"46077",0,0,0
"48079",0,0,0
"72135",0,0,0
"20187",0,0,0
"31171",0,0,0
"26011",0,0,0.003394
"39037",0,0,0
"08087",0,0,0
"17053",0,0,0
"48349",0,0,0
"46097",0,0,0
"17183",0,0,0
"20017",0,0,0
"20185",0,0,0
"72077",0,0,0
"18175",1,0,0
"48123",0,0,0
"18113",0,0,0
"48067",0,0,0
"21129",0,0,0
"47183",0,0,0
"18095",1,0,0
"55065",0,0,0
"05057",0,0,0
"19127",0,0,0
"40041",0,0,0.99976
"17013",1,0,0
"31107",0,0,0.162401
"72001",0,0,0
"19053",0,0,0
"39127",1,0,0
"13267",0,0,0
"48471",0,0,0
"51685",1,0,0
"39031",0,0,0
"17101",0,0,0
"20035",0,0,0.000208
"21191",1,0,0
"08003",0,0,0
"39063",0,0,0
"31163",0,0,0
"46007",0,0,0.999283
"46095",0,0,0.328816
"27073",0,0,0
"31069",0,0,0
"20183",0,0,0
"51009",0,0,0
"19049",0,0,0
"39027",0,0,0
"46123",0,0,0.065017
"26119",0,0,0
"31019",0,0,0
"08067",0,0,0.404676
"37169",1,0,0
"51063",0,0,0
"05099",0,0,0
"18081",1,0,0
"28137",0,0,0
"47089",0,0,0
"72003",0,0,0
"18033",0,0,0
"72143",0,0,0
"72031",0,0,0
"18045",0,0,0
"39111",0,0,0
"31031",0,0,0.000513
"13071",0,0,0
"28025",0,1,0
"47031",0,0,0
"48171",0,0,0
"13317",0,1,0
"20119",0,0,0
"42057",0,0,0
"17047",0,0,0
"19123",0,0,0
"48429",0,0,0
"47095",0,0,0
"29035",0,0,0
"21163",0,0,0
"26077",0,0,0
"29139",0,0,0
"19185",0,0,0
"27043",0,0,0
"01087",0,1,0
"18093",0,0,0
"26125",1,0,0
"48011",1,0,0
"55057",0,0,0.000805
"18179",0,0,0
"38031",0,0,0
"11001",1,0,0
"17151",0,0,0
"26003",0,0,5.8e-05
"31009",0,0,0
"28007",0,1,0.000939
"38027",0,0,0.122686
"26009",0,0,0.000442
"48295",0,0,0
"19045",0,0,0
"72147",0,0,0
"12041",0,0,0
"26165",0,0,0
"38067",0,0,0
"26007",0,0,0
"26091",0,0,0
"55039",0,0,0
"72059",0,0,0
"26111",0,0,2e-06
"20141",0,0,0
"20163",0,0,0
"72131",0,0,0
"72125",0,0,0
"31039",0,0,0.122694
"72091",0,0,0
"38033",0,0,0
"18069",0,0,0
"18009",0,0,0
"46101",0,0,0.006695
"19031",0,0,0
"01089",0,0,0.145205
"18103",0,0,0
"39091",0,0,0
"18159",0,0,0
"19115",0,0,0
"37149",0,0,0
"19173",0,0,0
"55077",0,0,0
"20039",0,0,0
"20101",0,0,0
"27173",0,0,0.003052
"38079",0,0,0.138182
"20137",0,0,0
"27135",0,0,0.005822
"55005",0,0,0.000239
"13197",0,1,0
"48399",0,0,0
"13259",0,1,0
"48027",0,0,0
"48379",0,0,0
"51185",0,0,0
"28031",0,0,0
"27111",0,0,8e-06
"55115",0,0,0.031905
"26147",1,0,0
"21117",1,0,0
"19117",0,0,0
"27143",0,0,0
"48493",0,0,0
"13255",1,0,0
"48397",0,0,0
"48437",0,0,0
"27115",0,0,0.0016
"53027",0,0,0.153713
"13069",0,0,0
"22049",0,0,0
"36109",0,0,0
"51740",0,1,0
"48353",0,0,0
"27063",0,0,0
"21169",0,0,0
"20205",0,0,0
"40109",1,0,0.218301
"36093",0,0,0
"01027",0,0,0
"51045",1,0,0
"55117",0,0,0
"54029",0,0,0
"72101",0,0,0
"48071",1,0,0
"51036",1,1,0.243934
"46107",0,0,0.00741
"47189",1,0,0
"08051",0,0,0
"13003",0,0,0
"13091",0,0,0
"16011",0,0,0.166839
"18013",1,0,0
"18027",0,0,0
"37035",0,0,0
"72017",0,0,0
"21225",0,0,0
"37141",0,0,0
"21123",0,0,0
"48249",0,0,0
"18117",0,0,0
"22027",0,0,0
"39077",0,0,0
"27149",0,0,0
"49041",0,0,0.001127
"19025",0,0,0
"31047",0,0,0
"08033",0,0,0
"12055",0,0,0.003308
"19109",0,0,0
"21047",0,0,0
"37065",0,1,0
"37151",0,0,0
"20191",1,0,8e-06
"37193",0,0,0
"26159",0,0,0.001918
"27019",0,0,0
"45015",0,0,0.007273
"46059",0,0,0
"45047",0,0,0
"51033",0,0,0
"27101",0,0,0
"51103",0,0,0
"51119",0,0,0
"42053",0,0,0
"21079",0,0,0
"34007",1,0,0
"05023",0,0,0
"17037",1,0,0
"26113",0,0,0
"05051",0,0,0
"48197",0,0,0.005133
"12125",0,0,0
"26027",0,0,0.005631
"20145",0,0,0
"48237",0,0,0
"19047",0,0,0
"13023",0,0,0
"19093",0,0,0
"19143",0,0,0
"19129",1,0,0
"13099",0,1,0
"13191",0,0,0
"39041",1,0,0
"13005",0,0,0
"27109",0,0,0
"55081",0,0,0.001877
"39131",0,0,0
"48135",0,0,0
"48165",0,0,0
"55101",1,0,0
"29013",1,0,0
"29101",0,0,0
"29083",0,0,0
"28097",0,1,0
"48475",0,0,0
"48263",0,0,0
"36039",0,0,0
"05071",0,0,0
"51047",1,0,0
"54011",0,0,0
"29129",0,0,0
"72045",0,0,0
"72029",0,0,0
"12113",0,0,0
"28039",0,0,0
"18183",1,0,0
"55017",0,0,0
"19171",0,0,0.014314
"17141",0,0,0
"20195",0,0,0
"13283",0,0,0
"48367",0,0,0
"21197",0,0,0
"13085",1,0,0
"20081",0,0,0
"37081",0,0,0
"54059",0,0,0
"29141",0,0,0
"40057",0,0,0.997727
"13075",0,0,0
"17103",0,0,0
"28067",0,0,0.001292
"42047",0,0,0
"47149",1,0,0
"40133",0,0,1
"31083",0,0,0
"41027",0,0,0.000469
"08079",0,0,0
"31017",0,0,0
"08103",0,0,2.4e-05
"48451",0,0,0
"35055",0,0,0.083284
"21015",1,0,0
"22075",1,0,0
"38001",0,0,2.3e-05
"16027",0,0,0
"23009",0,0,0.017072
"01047",0,1,0
"28071",0,0,0
"36011",0,0,0.039529
"38093",0,0,0
"34011",0,0,0.038754
"17081",0,0,0
"18041",0,0,0
"20105",0,0,0
"13055",0,0,0
"17135",0,0,0
"28105",0,1,0
"72057",0,0,0
"20041",0,0,0
"18147",0,0,0
"22011",0,0,0.018222
"38023",0,0,0.000752
"17099",0,0,0
"36037",0,0,0.018503
"72067",0,0,0
"37111",0,0,0
"20157",0,0,0
"21147",0,0,0
"20093",0,0,0
"40093",0,0,0.000247
"44001",0,0,0
"18177",0,0,0
"16021",0,0,0.003565
"19147",0,0,0
"06099",0,0,0
"20037",0,0,0
"26061",0,0,0
"06077",0,0,0
"26081",1,0,0
"17045",0,0,0
"47131",0,0,0
"46047",0,0,5.9e-05
"44003",0,0,0
"45061",0,1,0
"41017",0,0,0
"20057",0,0,0
"42085",0,0,0
"35017",0,0,0
"05029",0,0,0
"42123",0,0,4.8e-05
"51610",1,0,0
"51690",0,0,0
"30067",0,0,0
"12019",1,0,0
"29229",0,0,0
"39099",0,0,0
"39109",1,0,0
"48453",0,0,0
"31121",0,0,0
"21211",1,0,0
"54051",0,0,0
"54031",0,0,0
"12107",0,0,0
"72119",0,0,0
"20051",0,0,0
"38041",0,0,0
"46029",0,0,0.079705
"47037",1,0,0
"48275",0,0,0
"41023",0,0,0
"48271",0,0,0
"55129",0,0,5.8e-05
"32029",0,0,0.002157
"26045",0,0,0
"08021",0,0,0
"20177",0,0,0
"20069",0,0,0
"31111",0,0,0
"51167",0,0,0
"20125",0,0,2.7e-05
"16065",0,0,0
"04001",0,0,0.683349
"12071",0,0,0
"16007",0,0,0
"18019",1,0,0
"48039",1,0,0
"48265",0,0,0
"48297",0,0,0
"49017",0,0,0
"49051",0,0,0.525263
"51061",1,0,0
"55103",0,0,0
"55025",0,0,6e-06
"20175",0,0,0
"22091",0,1,0
"24035",1,0,0
"25017",1,0,0
"27049",0,0,0.004913
"30105",0,0,0.222082
"29163",0,0,0
"37115",1,0,0
"48077",0,0,0.010573
"02240",0,0,0.015572
"05079",0,0,0
"05025",0,0,0
"06011",0,0,0.00136
"13057",1,0,0
"13193",0,1,0
"17115",0,0,0
"20149",0,0,0
"21229",0,0,0
"22079",0,0,0.021128
"27053",0,0,0
"27087",0,0,0.998918
"28089",0,1,0
"30111",0,0,0.138517
"34013",1,0,0
"35053",0,0,0.025713
"37195",0,1,0
"13009",0,1,0
"42043",0,0,0
"46075",0,0,0.00441
"48299",0,0,0
"48289",0,0,0
"48331",0,0,0
"48153",0,0,0
"56017",0,0,0.20918
"54037",1,0,0
"72005",0,0,0
"72115",0,0,0
"54057",0,0,0
"51161",1,0,0
"51089",0,0,0
"53001",0,0,0
"72047",0,0,0
"48105",0,0,0
"48501",0,0,0
"35033",0,0,0
"36121",0,0,0
"39089",1,0,0
"28017",0,1,0
"22043",0,0,9.8e-05
"21001",0,0,0
"28065",0,0,0
"29055",0,0,0
"29167",0,0,0
"33015",1,0,0
"54055",0,0,0
"47163",0,0,0
"18089",1,0,0
"18119",0,0,0
"19181",0,0,0
"21089",0,0,0
"41025",0,0,0.001859
"31147",0,0,0.038561
"34009",0,0,0
"05067",0,0,0
"06023",0,0,0.056307
"08057",0,0,0
"09001",0,0,1e-06
"16033",0,0,0
"13101",0,0,0
"21003",0,0,0
"22017",0,0,0
"23005",0,0,0
"27155",0,0,0.003171
"29153",0,0,0
"32013",0,0,0.004802
"35031",0,0,0.526688
"29095",1,0,0
"36081",1,0,0
"21111",1,0,0
"37173",0,0,0.06622
"48465",0,0,0
"51133",0,0,0
"51029",0,0,0
"51153",1,0,0
"55123",0,0,0.002338
"37019",0,0,0
"48485",0,0,0.007243
"28095",0,0,0
"02060",0,0,0.344795
"02290",0,0,0.003996
"02185",0,0,0.001343
"06105",0,0,0.000327
"06029",0,0,0
"01009",1,0,0
"48315",0,0,0
"49009",0,0,0.000713
"50021",0,0,0
"21041",0,0,0
"49001",0,0,0
"50027",0,0,0
"51121",0,0,0
"51077",0,0,0
"29155",0,0,0
"12119",0,0,0
"15003",0,0,0.017485
"38007",0,0,0
"30061",0,0,0
"30041",0,0,0.041008
"32003",1,0,0.01537
"36115",0,0,0
"39123",1,0,0
"39035",1,0,0
"41065",0,0,0.245784
"39045",1,0,0
"40031",0,0,1
"46061",0,0,0
"48209",0,0,0
"47133",0,0,0
"45033",0,1,0.098768
"48099",0,0,0
"48361",0,0,0
"48333",0,0,0
"48019",0,0,0
"55009",0,0,0.07796
"56005",0,0,0
"55035",0,0,0.000379
"72071",0,0,0
"18165",0,0,0
"46013",0,0,0
"54103",0,0,0
"72054",0,0,0
"48169",0,0,0
"36123",1,0,0
"26051",0,0,0
"26001",0,0,0
"27171",0,0,0
"40063",0,0,1
"28107",0,0,0
"19099",0,0,0
"12037",0,0,0
"22059",0,0,5.3e-05
"42117",0,0,0
"34035",1,0,0
"05135",0,0,0
"06111",0,0,0
"06003",0,0,0.001418
"06001",0,0,0
"13083",1,0,0
"13257",0,0,0
"18083",0,0,0
"36091",0,0,0
"38065",0,0,0
"17043",1,0,0
"18057",1,0,0
"19135",0,0,0
"19183",0,0,0
"21045",0,0,0
"21153",0,0,0
"22001",0,0,0
"22039",0,0,0
"25015",1,0,0
"27039",0,0,0
"36095",0,0,0
"29007",0,0,0
"31097",0,0,0
"39175",0,0,0
"21039",0,0,0
"50013",0,0,0
"53039",0,0,0.127671
"38017",0,0,0
"18065",0,0,0
"20067",0,0,0
"31081",0,0,0
"21137",0,0,0
"22009",0,1,0.001397
"24027",1,0,0
"21065",0,0,0
"31005",0,0,0
"13321",1,1,0
"38059",0,0,0.00231
"37183",0,0,0
"17061",0,0,0
"17017",0,0,0
"40075",0,0,1
"40099",0,0,1
"42109",0,0,0
"45027",0,1,0
"47185",0,0,0
"29171",0,0,0
"34001",0,0,0
"30031",0,0,0
"30101",0,0,0
"40141",0,0,0.992979
"16041",0,0,0
"17163",1,0,0
"18077",0,0,0
"19177",0,0,0
"19085",1,0,0
"29227",0,0,0
"26071",0,0,0
"27169",0,0,0
"28131",0,0,0
"40083",1,0,0.122765
"39067",0,0,0
"12001",0,0,0
"20181",0,0,0
"29051",0,0,0
"37047",0,0,0.043333
"39155",0,0,0
"21029",1,0,0
"30029",0,0,0.008824
"13287",0,1,0
"31141",0,0,0
"17039",0,0,0
"24039",0,0,0
"06093",0,0,0.000404
"04012",0,0,0.085538
"12087",0,0,0
"12033",0,0,4e-06
"20007",0,0,0
"13047",1,0,0
"13033",0,1,0
"21027",0,0,0
"24005",1,0,0
"30035",0,0,0.707291
"31021",0,0,0.012005
"36055",1,0,0
"37099",0,0,0.066688
"39015",1,0,0
"39135",0,0,0
"39053",0,0,0
"45069",0,1,0.107188
"51760",1,0,0
"51097",1,0,0
"01121",0,0,0
"02195",0,0,0.000796
"02020",0,0,0.005167
"08109",0,0,0
"13063",1,0,0
"13153",0,1,0
"13037",0,1,0
"28093",0,1,0
"29147",0,0,0
"13207",0,1,0
"06115",0,0,0.000103
"08059",1,0,0
"12133",0,0,0
"13015",1,0,0
"18131",0,0,0
"18143",0,0,0
"19037",0,0,0
"31073",0,0,0
"21151",0,0,0
"31113",0,0,0
"22121",0,1,0
"22041",0,0,0
"26135",0,0,0
"28159",0,1,0.001276
"29043",0,0,0
"39019",0,0,0
"46115",0,0,0
"47177",0,0,0
"47035",0,0,0
"48183",0,0,0
"48417",0,0,0
"54067",0,0,0
"49029",0,0,0
"04005",0,0,0.382585
