"GEOID","DmySgrg","DmyBlckBlt","PrcNtvRsrv"
"51015",0,0,0
"05003",0,0,0
"05091",0,0,0
"53071",0,0,0
"21035",0,0,0
"51800",0,1,0
"51620",0,0,0
"51023",1,0,0
"55073",0,0,2e-04
"56029",0,0,0
"72051",0,0,0
"48347",0,0,0
"17165",0,0,0
"36023",0,0,0
"27167",0,0,0
"36079",1,0,0
"19105",0,0,0
"42049",0,0,0
"29109",0,0,0
"29005",0,0,0
"42065",0,0,0
"13235",0,1,0
"31025",1,0,0
"38013",0,0,0.000458
"17015",0,0,0
"01111",0,0,0
"06037",0,0,0
"06045",0,0,0.011514
"12003",1,0,0
"36103",1,0,0.001224
"29183",1,0,0
"41015",0,0,1.1e-05
"47103",0,0,0
"48205",0,0,0
"48215",0,0,0
"49019",0,0,0.085006
"51179",1,0,0
"01031",0,0,0.7712
"01025",0,1,0
"39105",0,0,0
"16037",0,0,0
"04027",0,0,0.00296
"04023",0,0,0
"05133",0,0,1.1e-05
"12059",0,0,0.000153
"08083",0,0,0.339762
"45059",0,0,0
"46031",0,0,0.997425
"47049",0,0,0
"47047",0,0,0
"48407",0,0,0
"48345",0,0,0
"48431",0,0,0
"18001",0,0,0
"08053",0,0,0
"20071",0,0,0
"29207",0,0,0
"13159",1,0,0
"30047",0,0,0.678321
"30093",0,0,0
"21031",0,0,0
"13061",0,1,0
"17033",0,0,0
"19167",0,0,0
"22019",0,0,0
"22085",0,1,0.085799
"22029",0,1,0
"28109",0,0,0
"28151",0,1,0
"30021",0,0,0
"28111",0,0,0
"38003",0,0,0
"37067",1,0,0
"47059",0,0,0
"41003",0,0,0
"42079",0,0,0
"45019",0,0,0
"47087",0,0,0
"48193",0,0,0
"48029",0,0,0
"18061",1,0,0
"18171",0,0,0
"19043",0,0,0
"22051",1,0,0
"19191",0,0,0
"23025",0,0,0.009895
"02070",0,0,0.015366
"06039",0,0,0.000308
"16051",0,0,0
"17143",0,0,0
"17063",1,0,0
"18071",0,0,0
"18059",1,0,0
"20159",0,0,0
"20179",0,0,0
"31125",0,0,0
"22033",0,1,0
"26155",0,0,0
"39073",1,0,0
"01055",1,0,0
"42125",1,0,0
"48487",0,0,0.007316
"49047",0,0,0.643038
"51019",0,0,0
"56045",0,0,0
"01015",0,0,0
"01041",0,0,0.006473
"08035",1,0,0
"40069",0,0,1
"28055",0,1,0
"20161",0,0,0
"40071",0,0,0.8654
"40009",0,0,0.999979
"13097",1,0,0
"31101",0,0,0
"31177",1,0,6e-06
"29045",0,0,0
"32017",0,0,0
"34039",1,0,0
"46071",0,0,0.571555
"46041",0,0,0.990468
"46067",0,0,0.001622
"47141",0,0,0
"47119",1,0,0
"48439",0,0,0
"42103",1,0,0
"48343",0,0,0
"46127",0,0,0
"46109",0,0,0.797215
"55053",0,0,0.002759
"72105",0,0,0
"72117",0,0,0
"53077",0,0,0.449349
"55013",0,0,0.002658
"72065",0,0,0
"42071",0,0,0
"48133",0,0,0
"27029",0,0,0.333324
"29093",0,0,0
"30097",0,0,0
"30039",0,0,0
"30015",0,0,0.013165
"36113",0,0,0
"37025",0,0,0
"38047",0,0,0
"29017",0,0,0
"42033",0,0,0
"48125",0,0,0
"48119",0,0,0
"48391",0,0,0
"48351",0,0,0
"54101",0,0,0
"47065",1,0,0
"56019",0,0,0
"54083",0,0,0
"54025",0,0,0
"47039",0,0,0
"47001",0,0,0
"47187",1,0,0
"26115",0,0,0
"48369",0,0,0
"35039",0,0,0.210178
"36061",1,0,0
"27151",0,0,0
"40111",0,0,1
"28077",0,0,0
"21199",0,0,0
"21201",0,0,0
"30027",0,0,0
"41053",0,0,0.002208
"13011",0,0,0
"22101",0,0,0.021496
"22015",0,0,0
"22087",1,0,0
"17173",0,0,0
"05055",0,0,0
"06083",0,0,8.5e-05
"09013",1,0,0
"12085",0,0,0
"13027",0,1,0
"18075",0,0,0
"18047",1,0,0
"13179",0,0,0
"23027",0,0,0
"24033",1,0,0
"24003",1,0,0
"25009",1,0,0
"28103",0,1,8e-06
"29099",1,0,0
"36029",1,0,0.025389
"39043",0,0,0
"41063",0,0,0
"42051",1,0,0
"30085",0,0,0.736084
"31129",0,0,0
"32023",0,0,0.000998
"34031",1,0,0.020323
"35007",0,0,0.000169
"35045",0,0,0.631538
"39121",0,0,0
"40065",0,0,0.985591
"46053",0,0,0.036486
"38029",0,0,0.004645
"51035",0,0,0
"53049",0,0,0.000906
"53051",0,0,0.007525
"55091",0,0,0
"01035",0,1,0
"13121",1,0,0
"13163",0,1,0
"13031",0,0,0
"13169",0,1,0
"13007",0,1,0
"17107",0,0,0
"18133",1,0,0
"20047",0,0,0
"22055",0,0,0
"26123",0,0,0
"29049",1,0,0
"29159",0,0,0
"31093",0,0,0
"31183",0,0,0
"31091",0,0,0
"31175",0,0,0
"39069",0,0,0
"47157",0,1,0
"23013",0,0,0
"23017",0,0,2.2e-05
"24041",0,0,0
"25005",0,0,0.000375
"29023",0,0,0
"21059",0,0,0
"49053",0,0,0.017561
"30003",0,0,0.702864
"16059",0,0,0
"35003",0,0,0.002514
"06013",0,0,1.1e-05
"05125",0,0,0
"21195",0,0,0
"37165",0,1,0.998423
"17031",1,0,0
"17055",0,0,0
"21095",0,0,0
"20061",0,0,0
"47137",0,0,0
"24043",0,0,0
"17193",0,0,0
"20199",0,0,0
"48085",0,0,0
"48075",0,0,1.1e-05
"21121",0,0,0
"21125",0,0,0
"20115",0,0,0
"21127",0,0,0
"21133",0,0,0
"21135",0,0,0
"21139",0,0,0
"20197",0,0,0
"17067",0,0,0
"27011",0,0,0
"06009",0,0,0
"48131",0,0,0
"25001",0,0,0.000497
"21017",0,0,0
"21075",0,0,0
"24013",1,0,0
"22081",0,0,0
"16079",0,0,0
"06019",0,0,0.000151
"06107",0,0,0.017453
"16035",0,0,0.045719
"37095",0,0,0
"48279",0,0,0
"51139",0,0,0
"51049",0,0,0
"54097",0,0,0
"01039",0,0,0.000292
"01115",1,0,0
"51175",0,1,0
"53073",0,0,0.018706
"53025",0,0,7.4e-05
"53011",0,0,4e-04
"72043",0,0,0
"51101",1,0,0.002645
"51770",1,0,0
"51173",0,0,0
"47071",0,0,0
"55119",0,0,0
"12127",0,0,0
"18151",0,0,0
"27127",0,0,0.003007
"28127",0,0,0
"20209",1,0,0
"37127",0,1,0.034732
"37145",0,0,0.115336
"13035",1,0,0
"39033",0,0,0
"21037",1,0,0
"21083",0,0,0
"21009",0,0,0
"37155",0,1,0.991928
"31027",0,0,0
"39087",0,0,0
"38097",0,0,0
"17127",0,0,0
"40035",0,0,1
"48217",0,0,0
"31015",0,0,0.002923
"38099",0,0,0
"01077",0,0,0
"08069",0,0,0
"13239",0,1,0
"13295",1,0,0
"17119",1,0,0
"19111",0,0,0
"18153",0,0,0
"12077",0,0,0
"41009",0,0,0
"06033",0,0,0.001149
"53037",0,0,0
"12129",0,0,0
"12131",0,0,0.000358
"27041",0,0,0
"46003",0,0,0
"20203",0,0,0
"37037",0,0,0
"21149",0,0,0
"49011",0,0,0
"49057",0,0,0
"21159",0,0,0
"26083",0,0,0
"21165",0,0,0
"37085",0,0,0.207802
"49049",0,0,0.006045
"26105",0,0,0.001903
"54087",0,0,0
"54089",0,0,0
"55027",0,0,0
"46051",0,0,0.132044
"26117",1,0,0
"47045",0,0,0
"21183",0,0,0
"06053",0,0,0
"24021",1,0,0
"51107",1,0,0
"16087",0,0,0
"24023",0,0,0
"54077",0,0,0
"17159",0,0,0
"24029",0,0,0
"47105",0,0,0
"24031",1,0,0
"26005",0,0,0.001072
"21091",0,0,0
"17185",0,0,0
"02130",0,0,0.00591
"13107",0,1,0
"04025",0,0,0.000509
"08029",0,0,0
"12095",0,0,0
"16061",0,0,0.815155
"17025",0,0,0
"18017",0,0,0
"19055",0,0,0
"20031",0,0,0
"31123",0,0,0
"21239",0,0,0
"21113",0,0,0
"20167",0,0,0
"21203",0,0,0
"21179",0,0,0
"27061",0,0,0.170331
"28073",0,0,0
"28133",0,1,0
"36083",0,0,0
"36069",1,0,0
"38061",0,0,0.215773
"37137",0,0,0
"13001",0,0,0
"40049",0,0,1
"40119",0,0,0.197258
"40117",0,0,0.999693
"47041",0,0,0
"47153",1,0,0
"47011",0,0,0
"48291",1,0,0
"51087",1,0,0.002887
"46027",0,0,0
"55055",0,0,0
"72013",0,0,0
"01127",0,0,0
"51099",0,0,0
"55043",0,0,0
"42045",1,0,0
"49037",0,0,0.255371
"47069",0,0,0
"55021",0,0,0
"48419",0,0,0
"48061",0,0,0
"06075",0,0,0
"17085",0,0,0
"27015",0,0,0
"27081",0,0,0
"37061",0,1,0
"18007",0,0,0
"19103",0,0,0
"19165",0,0,0
"20083",0,0,0
"28029",0,1,0
"35035",0,0,0.108027
"18181",0,0,0
"18085",0,0,0
"38085",0,0,0.982713
"34005",1,0,0
"19193",0,0,0.002822
"21051",0,0,0
"41007",0,0,0
"05093",0,0,0
"12039",0,1,0
"12045",0,0,0
"12075",0,0,0
"26093",1,0,0
"35019",0,0,0
"42131",0,0,0
"48223",0,0,0
"48473",1,0,0
"36087",1,0,0.00084
"28125",0,1,0
"21155",0,0,0
"21057",0,0,0
"01071",0,0,0.00114
"22105",0,0,0
"32019",0,0,0.041643
"39001",0,0,0
"02170",0,0,0.525349
"09005",0,0,0.000442
"39103",1,0,0
"37175",0,0,0
"01061",0,0,0.214384
"16053",0,0,0
"09011",0,0,0.005746
"20121",1,0,0
"06081",0,0,0
"13025",0,0,0
"12081",0,0,0
"13029",1,0,0
"22077",0,1,0
"23011",0,0,0
"41019",0,0,0.0014
"55023",0,0,0.000481
"48227",0,0,0
"48257",0,0,0
"13241",0,0,0
"05143",0,0,3.3e-05
"36031",0,0,0
"17167",0,0,0
"22025",0,0,0
"17139",0,0,0
"21105",0,0,0
"21167",0,0,0
"36051",1,0,0
"37097",0,0,0
"39159",1,0,0
"47033",0,0,0
"13243",0,1,0
"30057",0,0,0
"38077",0,0,0.029945
"23015",0,0,0
"30063",0,0,0.066072
"29187",0,0,0
"08061",0,0,0
"08065",0,0,0
"48495",0,0,0
"22083",0,0,0
"08089",0,0,0
"26033",0,0,0.003689
"08093",1,0,0
"41011",0,0,0.00626
"06109",0,0,0.000279
"22021",0,0,0
"02122",0,0,0.174595
"13021",0,1,0
"29203",0,0,0
"21073",0,0,0
"22089",1,0,0
"29015",0,0,0
"40125",0,0,1
"48065",1,0,0
"51730",1,0,0
"29073",0,0,0
"51143",0,0,0
"29125",0,0,0
"42093",0,0,0
"05011",0,0,0
"29069",0,0,0
"16019",0,0,0
"18141",0,0,0.000624
"06091",0,0,0
"37177",0,0,0
"05139",0,0,0
"32001",0,0,0.015384
"51820",0,0,0
"55045",0,0,0
"16017",0,0,0
"16075",0,0,0
"01019",0,0,0
"17195",0,0,0
"19057",0,0,0
"26089",0,0,0.001246
"37021",1,0,0
"05031",0,0,0
"33009",0,0,0
"02275",0,0,0.000297
"05039",0,0,0
"05041",0,1,0
"12063",0,0,0
"13275",0,0,0
"28023",0,0,0
"72141",0,0,0
"54081",0,0,0
"37049",0,0,0
"72035",0,0,0
"26047",0,0,0.003159
"17007",0,0,0
"20053",0,0,0
"19015",0,0,0
"06073",0,0,0.048921
"48491",0,0,0
"32021",0,0,0.101332
"35001",0,0,0.307236
"51131",0,0,0
"06095",0,0,0
"05129",0,0,0
"27157",0,0,0
"05117",0,0,0
"39093",1,0,0
"48355",0,0,0
"36075",1,0,0
"08117",0,0,0
"51137",0,0,0
"38063",0,0,0.001262
"39079",0,0,0
"36059",1,0,0
"36065",0,0,0
"31067",0,0,0
"36071",0,0,4.8e-05
"36105",0,0,0
"51680",0,0,0
"40121",0,0,1
"01125",0,0,0
"24001",0,0,0
"51069",0,0,0
"54079",0,0,0
"08077",0,0,0
"39117",1,0,0
"06041",0,0,0
"51053",1,1,0
"08081",0,0,0
"39119",0,0,0
"01101",0,1,0
"17133",1,0,0
"20127",0,0,0
"06035",0,0,0.000462
"08099",0,0,0
"26029",0,0,0.000515
"05027",0,0,0
"02261",0,0,0.008027
"56013",0,0,0.334825
"27089",0,0,0.000207
"27125",0,0,9.9e-05
"05103",0,0,0
"02282",0,0,0.012437
"37161",0,0,0
"40089",0,0,0.9925
"12089",1,0,0
"53007",0,0,7.8e-05
"53061",0,0,0.023674
"08017",0,0,0
"26129",0,0,0
"32005",0,0,0.194175
"23007",0,0,0.041416
"19067",0,0,0
"19073",0,0,0
"21109",0,0,0
"37069",0,1,0.013579
"19189",0,0,0
"28163",0,1,0
"30079",0,0,0
"37133",0,0,0
"27129",0,0,0
"37131",0,1,0
"55121",0,0,0
"51195",0,0,0
"06113",0,0,0.000738
"55011",0,0,0
"37143",0,0,0
"08011",0,0,0
"29091",0,0,0
"36089",0,0,0.003149
"08031",1,0,0
"29157",0,0,0
"36119",1,0,0
"05015",0,0,0
"48203",0,0,0
"05047",0,0,0
"36043",0,0,0
"40139",0,0,0
"38055",0,0,0.200676
"13141",0,1,0
"16031",0,0,0
"48283",0,0,0
"08075",0,0,0
"34041",0,0,0
"50017",0,0,0
"04013",0,0,0.045535
"17203",0,0,0
"20045",0,0,0
"22005",0,1,0
"08085",0,0,0
"36027",0,0,1.5e-05
"08014",1,0,0
"42107",0,0,0
"47151",0,0,0
"36047",1,0,0
"39065",0,0,0
"51169",0,0,0
"55067",0,0,3.5e-05
"01123",0,0,0
"29143",0,0,0
"30077",0,0,0
"06065",0,0,0.034009
"20049",0,0,0
"35005",0,0,0
"35047",0,0,0
"08015",0,0,0
"26141",0,0,0
"28149",0,1,0
"05089",0,0,0
"48301",0,0,0
"08001",1,0,0
"23031",0,0,0
"49027",0,0,0.000295
"01013",0,1,0
"08037",0,0,0
"22007",0,0,0.041208
"34027",1,0,0
"17029",0,0,0
"25023",1,0,0
"51043",1,0,0
"01103",0,0,0.000404
"18037",0,0,0
"19091",0,0,0
"21093",0,0,0
"48167",1,0,0
"05045",0,0,0
"31153",1,0,0
"35059",0,0,0
"51181",0,1,0
"31029",0,0,0
"37079",0,1,0
"29149",0,0,0
"51059",1,0,0
"42005",1,0,0
"48199",0,0,0
"05115",0,0,0
"39151",0,0,0
"48219",0,0,0
"28147",0,0,0
"30001",0,0,0
"53059",0,0,0
"27031",0,0,0.044815
"53067",0,0,0.006533
"13065",0,0,0
"55029",0,0,0
"19005",0,0,0
"55063",0,0,0.000401
"51650",0,0,0
"05005",0,0,0
"08027",0,0,0
"01003",0,0,0
"51083",0,0,4.6e-05
"53013",0,0,0
"22045",0,0,0
"05141",0,0,0
"48339",1,0,0
"53035",0,0,0.026092
"51810",0,0,0
"13129",0,0,0
"16043",0,0,0
"13247",1,0,0
"42061",0,0,0
"29181",0,0,0
"38039",0,0,0
"33017",1,0,0
"37033",0,0,1e-06
"05053",0,0,0
"38103",0,0,0
"37071",0,0,0
"31057",0,0,0
"48189",0,0,0
"51191",0,0,0
"36085",1,0,0
"06097",0,0,0.000646
"17069",0,0,0
"45073",0,0,0
"40131",0,0,1
"55079",1,0,0.000223
"20153",0,0,0
"51111",0,1,0
"30013",0,0,0
"51115",0,0,0
"53075",0,0,0
"26021",0,0,0.001809
"29053",0,0,0
"48097",0,0,0.021132
"30033",0,0,0
"39081",0,0,0
"28083",0,1,0
"37117",0,1,0
"13291",0,0,0
"06007",0,0,0.001192
"22047",0,1,0
"51095",0,0,0
"37073",0,1,0
"26099",1,0,0
"26145",1,0,0
"72011",0,0,0
"72097",0,0,0
"22057",0,0,0.160972
"38009",0,0,0
"72153",0,0,0
"17089",1,0,0
"72113",0,0,0
"30005",0,0,0.198728
"02050",0,0,0.014819
"02100",0,0,0.000958
"05095",0,0,0
"54071",0,0,0
"51171",0,0,0
"28079",0,1,0.009166
"41013",0,0,0
"21185",1,0,0
"21099",0,0,0
"13227",1,0,0
"39129",1,0,0
"06025",0,0,0.017861
"49023",0,0,0.021932
"13313",0,0,0
"13249",0,1,0
"13293",0,1,0
"30049",0,0,0
"31155",1,0,0
"27145",0,0,0
"31049",0,0,0
"13297",1,0,0
"27121",0,0,0
"37011",0,0,0
"13151",1,0,0
"13045",1,0,0
"48371",0,0,0
"48401",0,0,0
"48447",0,0,0
"17035",0,0,0
"25027",0,0,5e-06
"20029",0,0,0
"41029",0,0,0
"41033",0,0,0
"42055",0,0,0
"31169",0,0,0
"18023",0,0,0
"13115",0,0,0
"30099",0,0,0
"16039",0,0,0
"50025",0,0,0
"48139",0,0,0
"29186",0,0,0
"51670",1,0,0
"05109",0,0,0
"41041",0,0,0.007368
"17121",0,0,0
"19133",0,0,0.008872
"40055",0,0,1
"46102",0,0,0.995153
"46137",0,0,0.99649
"51067",1,0,0
"29223",0,0,0
"29179",0,0,0
"08123",0,0,0
"39165",1,0,0
"12011",0,0,0.116341
"48483",0,0,2e-06
"13245",0,1,0
"13281",0,0,0
"16003",0,0,0
"16023",0,0,0
"28121",0,0,0
"13309",0,0,0
"13175",0,1,0
"05127",0,0,8e-06
"28157",0,1,0
"50007",0,0,0
"30017",0,0,0
"25021",1,0,0
"48457",0,0,0
"13209",0,0,0
"13189",0,1,0
"41055",0,0,0.00503
"41059",0,0,0.083336
"41061",0,0,0.000572
"13133",0,0,0
"02110",0,0,0.022967
"40079",0,0,0.999499
"54053",0,0,0
"32031",0,0,0.11133
"18003",1,0,0
"19139",0,0,0
"19163",0,0,0
"02158",0,0,0.019077
"05017",0,1,0
"22123",0,1,0
"01063",0,1,0
"18053",0,0,0
"18067",0,0,0
"53003",0,0,0
"06057",0,0,0
"31051",0,0,0.009125
"35023",0,0,0
"20033",0,0,0
"17197",1,0,0
"29107",1,0,0
"48191",0,0,0
"23023",0,0,0
"54093",0,0,0
"05137",0,0,0
"30075",0,0,0
"39145",0,0,0
"48403",0,1,0
"37075",0,0,0.0126
"01091",0,1,0
"54043",0,0,0
"54099",0,0,0
"48411",0,0,0
"37091",0,1,0.090236
"48409",0,0,0
"51165",0,0,0
"48373",0,0,0.011491
"26127",0,0,0
"36073",1,0,0
"37013",0,0,0
"37187",0,0,0
"29087",0,0,0.000269
"06051",0,0,0.000225
"45057",0,0,0
"31045",0,0,2.3e-05
"16063",0,0,0
"48177",0,0,0
"42063",0,0,0
"16067",0,0,0
"42067",0,0,0
"17097",1,0,0
"18161",1,0,0
"29221",0,0,0
"29103",0,0,0
"42081",0,0,0
"13165",0,1,0
"13117",1,0,0
"39147",0,0,0
"12105",1,0,0
"48427",0,0,0
"13103",1,1,0
"48443",0,0,0
"13119",0,0,0
"12021",0,0,0.000753
"13127",0,0,0
"39157",0,0,0
"13139",0,0,0
"39161",0,0,0
"13147",0,0,0
"48313",0,0,0
"40143",0,0,1
"13125",0,1,0
"38051",0,0,0
"10003",1,0,0
"19159",0,0,0
"24510",1,0,0
"48013",0,0,0
"26157",0,0,0
"38011",0,0,0
"38053",0,0,0.056259
"30095",0,0,0
"27079",0,0,0
"53005",0,0,0
"29173",0,0,0
"56021",0,0,0
"41045",0,0,0.002847
"22023",0,0,0
"24009",1,0,0
"28119",0,1,0
"29063",0,0,0
"29081",0,0,0
"54085",0,0,0
"51750",0,0,0
"30019",0,0,0.159975
"30055",0,0,0.008674
"51021",0,0,0
"54017",0,0,0
"31061",0,0,0
"31099",0,0,0
"40005",0,0,1
"48051",0,0,0
"36107",0,0,0
"40013",0,0,0.990887
"36035",0,0,0
"40029",0,0,1
"48287",0,0,0
"40091",0,0,1
"40123",0,0,1
"48395",0,0,0
"40061",0,0,1
"54009",0,0,0
"39009",0,0,0
"54063",0,0,0
"51003",0,0,0
"45049",0,1,0
"47125",0,0,0
"29001",0,0,0
"48251",0,0,0
"30037",0,0,0
"30043",0,0,0
"13161",0,0,0
"48463",0,0,0
"12051",0,0,0.059601
"48469",0,0,0
"39025",1,0,0
"48479",0,0,0
"39047",0,0,0
"13199",1,1,0
"54041",0,0,0
"54091",0,0,0
"39039",0,0,0
"30083",0,0,0.002577
"35049",0,0,0.077082
"12057",0,0,6.4e-05
"16073",0,0,0.029564
"48321",0,0,0
"21101",0,0,0
"31001",0,0,0
"37121",0,0,0
"40115",0,0,0.999159
"41071",0,0,0.022615
"55111",0,0,0.003019
"55141",0,0,0.001534
"47025",0,0,0
"39057",1,0,0
"29165",1,0,0
"12109",1,0,0
"21005",0,0,0
"13213",0,0,0
"19155",1,0,0
"34003",1,0,0.010448
"31033",0,0,0
"42127",0,0,0
"06101",0,0,0
"39059",0,0,0
"13215",0,1,0
"13221",0,0,0
"13231",1,0,0
"13237",0,1,0
"13251",0,1,0
"45091",0,0,0.002261
"29185",0,0,0
"39167",0,0,0
"01099",0,1,1e-06
"22125",0,1,0
"51027",0,0,0
"54061",0,0,0
"51155",0,0,0
"55083",0,0,0.000193
"27139",0,0,0.009031
"46117",0,0,0.038976
"39061",1,0,0
"51005",0,0,0
"28099",0,1,0.054979
"48037",0,0,0.009907
"47171",0,0,0
"56011",0,0,0
"47179",0,0,0
"45063",0,0,0
"45067",0,1,0
"55095",0,0,0.001545
"38057",0,0,0.087667
"30009",0,0,0.002071
"47093",0,0,0
"50001",0,0,0
"33011",0,0,0
"48245",0,0,0
"08045",0,0,0
"19029",0,0,0
"12111",0,0,0.000154
"05131",0,0,0.000146
"18121",0,0,0
"08049",0,0,0
"40039",0,0,1
"30007",0,0,0
"37163",0,1,0.067062
"48055",0,0,0
"01133",0,0,0.000882
"55007",0,0,0.014731
"55139",0,0,0
"36021",0,0,0
"42027",0,0,0
"56003",0,0,0.00027
"33019",0,0,0
"26131",0,0,0.002705
"05063",0,0,0
"42133",1,0,0
"55109",0,0,0
"45075",0,1,0.025064
"56039",0,0,0
"56027",0,0,0
"45079",0,1,0
"06047",0,0,0
"12099",0,0,0
"20043",0,0,0.004538
"13265",0,1,0
"40085",0,0,0.973087
"21085",0,0,0
"22113",0,0,0
"06087",0,0,0
"09015",0,0,0
"18163",0,0,0
"22119",0,0,0
"37179",0,0,0
"48261",0,0,0
"48147",0,0,0.018593
"02105",0,0,0.005474
"06085",0,0,0
"22127",0,0,0
"13263",0,1,0
"28027",0,1,0
"26069",0,0,0
"26063",0,0,0
"48273",0,0,0
"08121",0,0,0
"48311",0,0,0
"08097",0,0,0
"51085",1,0,0
"21053",0,0,0
"30059",0,0,0
"29009",0,0,0
"06061",0,0,0.001172
"40043",0,0,0.999123
"06015",0,0,0.02647
"42091",1,0,0
"36063",1,0,0.017355
"29169",0,0,0
"40017",1,0,0.912532
"72095",0,0,0
"50005",0,0,0
"37027",0,0,0
"09003",1,0,0
"28003",0,0,0
"42095",0,0,0
"01085",0,1,0
"56037",0,0,0
"27099",0,0,0
"25011",1,0,0
"55133",1,0,0
"45089",0,1,0
"05001",0,1,0
"22061",0,0,0
"33001",0,0,0
"34015",1,0,0
"01113",0,1,0
"12069",0,0,0
"01117",1,0,0
"27093",0,0,0
"40095",0,0,0.985103
"54027",0,0,0
"48269",0,0,0
"19059",0,0,0
"06043",0,0,0
"29075",0,0,0
"21131",0,0,0
"31011",0,0,0
"47143",0,0,0
"48207",0,0,0
"48423",0,0,0
"13211",1,0,0
"21187",0,0,0
"55135",0,0,0
"40151",0,0,0
"37001",0,0,0.109367
"22069",0,1,0.113424
"38089",0,0,0
"47115",1,0,0
"20005",0,0,0.071341
"27037",0,0,6.8e-05
"01005",0,1,0
"01097",1,0,0.000159
"48307",0,0,0
"48113",0,0,0
"72123",0,0,0
"26163",1,0,0
"19009",0,0,0
"45031",0,1,0
"42029",1,0,0
"21173",0,0,0
"28015",0,1,0.00213
"31043",0,0,0.000433
"47091",0,0,0
"06069",0,0,0
"41047",0,0,0.007997
"30081",0,0,0
"47015",1,0,0
"42001",0,0,0
"51550",0,0,0
"31149",0,0,0
"40047",0,0,2.1e-05
"05013",0,0,0
"19075",0,0,0
"08091",0,0,0
"23021",0,0,0.001661
"13053",0,1,0
"05121",0,0,0
"08107",0,0,0
"48413",0,0,0
"72025",0,0,0
"72021",0,0,0
"54015",0,0,0
"54039",0,0,0
"72027",0,0,0
"72033",0,0,0
"72037",0,0,0
"72041",0,0,0
"53053",0,0,0.01903
"16045",0,0,0
"37101",0,1,0.000116
"13145",0,1,0
"50011",0,0,0
"01065",0,1,0
"18073",1,0,0
"16005",0,0,0.162202
"53031",0,0,0.010241
"48277",0,0,0.014241
"17077",0,0,0
"36057",0,0,0
"13177",1,1,0
"47083",0,0,0
"27069",0,0,0
"48241",0,0,0
"41057",0,0,0
"45043",0,0,0
"49021",0,0,0.001163
"25007",0,0,0.003994
"38087",0,0,0
"40101",0,0,1
"22109",0,0,0.192179
"40135",0,0,0.999985
"41035",0,0,8.1e-05
"38049",0,0,0.000136
"23029",0,0,0.023247
"49039",0,0,0
"51093",0,1,0
"32015",0,0,0.000191
"39075",0,0,0
"47013",0,0,0
"47097",0,0,0
"51081",0,1,0
"54107",0,0,0
"48281",0,0,0
"18173",0,0,0
"72055",0,0,0
"53033",0,0,0.002767
"31065",0,0,0
"51001",0,0,0
"47003",0,0,0
"40023",0,0,0.991466
"17147",0,0,0
"06059",0,0,0
"35027",0,0,9.1e-05
"04017",0,0,0.665959
"37053",0,0,0
"45071",0,0,0
"17149",0,0,0
"53029",0,0,0.011252
"06071",0,0,0.00508
"29057",0,0,0
"51595",0,1,0
"48059",0,0,0
"36117",1,0,0
"47051",0,0,0
"39007",0,0,0
"01069",0,0,0.571087
"26097",0,0,0.000293
"35009",0,0,0
"32033",0,0,0.012973
"53055",0,0,1
"53057",0,0,0.0548
"53063",0,0,0.000421
"53065",0,0,0.096742
"13277",0,0,0
"50003",0,0,0
"53017",0,0,0.004072
"54003",0,0,0
"01093",0,0,0
"50015",0,0,0
"28069",0,1,0.006912
"48435",0,0,0
"48201",1,0,0
"13229",0,0,0
"46093",0,0,0.000524
"27071",0,0,0.055269
"40145",0,0,1
"29003",0,0,0
"05035",0,1,0
"17059",0,0,0
"26017",0,0,0
"40007",0,0,0
"37031",0,0,0
"12083",0,0,0
"21209",0,0,0
"53045",0,0,0.011288
"28143",0,1,0
"30025",0,0,0
"12005",0,0,0
"54035",0,0,0
"12017",0,0,0
"49055",0,0,0
"41069",0,0,0
"01105",0,1,0
"13311",0,0,0
"31003",0,0,0
"46023",0,0,0.586308
"17189",0,0,0
"23001",0,0,0
"48121",0,0,0
"21143",0,0,0
"21157",0,0,0
"49035",0,0,0
"21177",0,0,0
"47165",1,0,0
"48365",0,0,0
"21023",1,0,0
"46083",0,0,0
"50023",0,0,0
"55127",0,0,0
"72099",0,0,0
"72111",0,0,0
"18135",0,0,0
"20103",1,0,0
"19197",0,0,0
"48181",0,0,0.01138
"29189",1,0,0
"13079",0,1,0
"41049",0,0,0
"42013",0,0,0
"47053",0,0,0
"46125",0,0,0
"21007",0,0,0
"02188",0,0,0.00247
"18099",0,0,0
"40149",0,0,1
"17125",0,0,0
"19113",0,0,0
"02180",0,0,0.025217
"31119",0,0,0
"05085",0,0,0
"13217",1,0,0
"27001",0,0,0.000838
"37051",0,1,0.539893
"41067",0,0,0
"47123",0,0,0
"28063",0,1,0
"36053",1,0,0.000123
"01095",0,0,0.068503
"51011",0,0,0
"48003",0,0,0
"47021",1,0,0
"46079",0,0,0
"42025",0,0,0
"35057",0,0,0.007688
"48069",0,0,0
"72069",0,0,0
"06005",0,0,0.004301
"28053",0,1,0
"12047",0,0,0
"17095",0,0,0
"19013",0,0,0
"01021",1,0,0
"21235",0,0,0
"08007",0,0,0.292483
"47061",0,0,0
"48001",0,0,0
"45005",0,1,0
"42011",0,0,0
"47017",0,0,0
"47079",0,0,0
"48007",0,0,0
"45011",0,1,0.000218
"20021",0,0,2.4e-05
"30109",0,0,0
"13299",0,0,0
"02220",0,0,0.000834
"51540",0,0,0
"08115",0,0,0
"06103",0,0,0.001131
"18167",0,0,0
"17079",0,0,0
