"GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","a15_24P","und45P","ovr65P","disbP"
"29079",2018,10039,95.81,0.52,1.29,0.36,0.19,1.83,2.34,12.11,13.05,53.95,21.14,16.2
"29081",2018,8554,96.28,0.89,0.16,0.09,0,2.57,2.16,12.8,10.71,52.47,21.9,18
"29083",2018,21765,95.36,1.33,0.55,0.34,0,2.42,2.35,12.11,10.53,50.82,20.86,20.6
"29085",2018,9368,96.23,0.1,1.65,0.09,0.04,1.89,1.61,15.11,8.35,37.41,33.52,24.6
"29087",2018,4456,96.68,0.67,0.83,0.76,0.02,1.03,0.58,9.13,8.62,45.89,23.86,17.5
"29089",2018,10113,91.73,5.25,0.53,0.18,0,2.3,1.51,11.58,16.37,55.5,17.99,16.6
"29091",2018,40102,96.26,0.47,0.54,0.44,0,2.29,2.11,12.74,12.44,54.94,19.23,21.7
"29093",2018,10221,95.66,1.21,0.72,0.19,0.08,2.14,1.73,19.2,11.2,49.6,21.33,24.9
"29095",2018,692003,66.64,23.62,0.38,1.86,0.29,7.22,8.86,9.7,12.27,60.1,14.28,13.3
"29097",2018,119238,90.36,2.01,1.63,1.1,0.11,4.78,7.86,12.97,13.62,61.06,14.79,14.3
"29099",2018,223302,96.03,0.91,0.29,0.74,0.02,2.01,1.9,11.17,11.76,57.31,14.08,13.2
"29101",2018,53689,89.12,4.34,0.52,1.74,0.31,3.96,4.21,7.99,24.19,66.53,11.97,12
"29103",2018,3951,96.48,0.53,0,0.46,0.46,2.08,1.01,11.96,13.9,51.13,21.26,21.1
"29105",2018,35507,95.2,0.55,0.77,0.33,0.02,3.13,2.38,16.42,11.62,55.59,17.32,18.1
"29107",2018,32589,94.02,1.95,0.13,0.57,0.23,3.11,2.75,9.42,12.02,53.03,18.24,14.8
"29109",2018,38133,95.49,0.63,0.51,0.22,0,3.15,7.27,16.77,12.39,55.93,17.56,18.4
"29111",2018,10027,94.29,3.29,0.77,0.02,0.11,1.53,1.77,13.02,16.14,55.98,18.22,13.5
"29113",2018,55563,94.73,1.91,0.28,0.39,0.03,2.67,2.39,11.71,13.38,59.73,12.73,14.4
"29115",2018,12186,96.69,0.57,0.16,0.3,0.04,2.24,2.22,11.03,11.7,52.55,20.56,14.5
"29117",2018,15076,93.82,2.71,0.54,0.53,0.15,2.25,1.76,14.03,11.05,55.59,19.96,14.2
"29119",2018,22827,87.48,1.97,3.06,1.44,1.84,4.21,11.57,23.46,12.97,58.5,14.89,17
"29121",2018,15254,94.5,1.86,0.64,0.52,0.02,2.46,1.38,12.37,11.24,51.84,21.86,17.5
"29123",2018,12205,97.11,1.01,0.28,0.25,0,1.36,2.38,17.84,11.19,53.81,18.6,23.4
"29125",2018,8884,98.29,0.24,0.82,0.25,0,0.41,2.62,13.61,12.02,49.99,20.68,19
"29127",2018,28672,91.61,4.07,0.38,0.7,0.19,3.05,1.73,11.55,13,56.31,17.16,14
"29129",2018,3664,96.89,0.38,0,0.52,0.11,2.1,1.94,10.21,12.72,52.13,20.66,15.4
"29131",2018,25049,96.23,0.44,0.95,0.43,0,1.95,1.88,13.44,11.99,54.17,18.16,15.9
"29133",2018,13748,73.21,24.16,0.95,0.05,0.04,1.58,2.05,25.51,10.85,56.02,17.06,20.3
"29135",2018,15958,92.61,3.77,0.56,0.18,0,2.89,4.61,15.79,12.38,59.34,15.37,12.4
"29137",2018,8654,94.7,3.54,0.21,0.44,0.17,0.95,1.64,10.52,11.43,49.45,21.97,18.1
"29139",2018,11545,94.98,1.54,0.1,0.25,0.09,3.03,1.87,15.84,10.23,51.1,20.14,17.2
"29141",2018,20137,95.74,0.8,0.5,0.91,0,2.06,2.21,20.7,10.78,48.75,23.39,17.5
"29143",2018,17811,81.44,15.73,0.38,0.03,0,2.42,1.79,21.96,11.64,54.06,18.24,23.4
"29145",2018,58202,90.75,0.98,2.29,1.39,0.95,3.64,5.26,13.29,12.96,55.99,17.5,14.6
"29147",2018,22547,93.63,2.83,0.21,1.37,0.13,1.83,1.66,7.53,31.33,65.34,14.48,12.3
"29149",2018,10699,95.52,0.15,1.46,0.41,0.25,2.21,1.72,18.18,10.83,48.34,23.61,24.3
"29151",2018,13619,97.9,0.29,0.67,0.07,0,1.08,0.79,10.11,13,54.94,16.74,12.9
"29153",2018,9236,96.19,0.03,0.44,0.35,0,2.99,1.74,17.06,9.48,43.07,26.88,21.2
"29155",2018,17031,70.09,27.19,0.08,0,0.01,2.62,2.48,22.93,13.39,57.97,16.17,26.4
"29157",2018,19146,97.27,0.29,0.41,0.69,0,1.33,2.24,12.48,11.84,55.13,17.55,15.6
"29159",2018,42371,91.11,3.15,0.14,0.46,0,5.14,8.67,14.91,13.03,58.1,16.17,17
"29161",2018,44789,90.59,2.69,0.84,3.76,0,2.12,2.47,12.25,19.98,60.08,15.43,16.4
"29163",2018,18489,89.07,7.6,0.36,0.32,0.06,2.59,2.24,16,12.76,56.38,16.85,13.7
"29165",2018,98824,85.69,6.71,0.41,2.71,0.08,4.4,5.89,4.64,12.53,59.17,13.87,11.7
"29167",2018,31549,95.46,0.95,1.07,0.5,0.05,1.97,2.4,12.48,17.37,57.56,17.67,16.2
"29169",2018,52591,74.57,12.32,1.02,2.75,0.3,9.03,10.97,8.59,26.06,73.61,8.32,20.4
"29171",2018,4815,96.37,0.27,0.19,0.62,0,2.55,0.15,10.69,11.65,48.56,23.74,19.2
"29173",2018,10217,96.65,1.34,0.53,0.51,0.02,0.95,1.23,11.44,11.42,50.02,20.43,14.3
"29175",2018,24945,90.14,5.9,0.53,0.48,0.06,2.89,2.04,13.66,12.99,57.41,15.93,17.1
"29177",2018,22825,95.87,1.73,0.5,0.17,0,1.73,2.4,12.89,12.16,53.38,17.63,15.2
"29179",2018,6315,95.06,1.92,0.41,0.14,0.25,2.22,1.92,21.43,11.21,48.99,22.12,26.1
"29181",2018,13693,96.28,0.38,0.47,0.24,0.24,2.39,1.34,20.01,10.54,52.82,19.82,31.3
"29183",2018,389985,89.94,4.4,0.17,2.48,0.01,2.99,3.21,5.26,12.78,58.78,14.23,10
"29185",2018,9383,95.68,0.75,0.74,0.2,0,2.63,1.27,15.87,9.72,44.31,26.73,22.7
"29186",2018,17871,96.68,1.77,0,0.57,0,0.98,1.14,11.32,11.86,51.09,18.45,15.8
"29187",2018,66342,92.93,4.45,0.31,0.52,0,1.79,1.54,15.57,12.22,57.47,15.84,21.2
"29189",2018,998684,68.39,24.06,0.18,4.17,0.03,3.17,2.83,6.71,12.76,55.44,17.26,12
"29195",2018,23102,85.62,4.72,0.38,0.88,1.07,7.33,9.94,15.93,14.93,57.83,17.84,17.4
"29197",2018,4502,97.36,0.51,0,0,0,2.13,0.62,14.39,12.57,55.29,19.32,16.4
"29199",2018,4898,97.43,1.61,0,0,0,0.96,0,22.9,12.58,57.64,18.19,14.2
"29201",2018,38729,85.22,11.51,0.39,0.41,0,2.47,2.27,15.39,12.06,55.87,17.45,19.7
"29203",2018,8246,95.51,0.15,0.46,0,0,3.88,1.82,19.17,11.53,49.95,20.74,25.2
"29205",2018,6061,96.82,1.93,0.08,0.15,0,1.02,1.91,9.9,11.3,52.9,20.43,15.6
"29207",2018,29512,97.13,1.15,0.01,0.03,0,1.68,1.7,19.3,12.04,53.87,19.53,23.7
"29209",2018,31527,96.36,0.16,1.05,0.15,0.09,2.2,2.2,13.48,9.85,40.16,29.7,20.2
"29211",2018,6317,91.39,2.91,0.68,0.09,0.19,4.73,18.2,15.5,10.51,53.21,20.22,12.9
"29213",2018,54720,92.19,1.24,0.93,0.87,0.04,4.73,5.76,11.3,13.73,53.44,20.75,17.7
"29215",2018,25671,93.02,2.26,2.23,0.47,0,2.02,2.1,16.64,10.93,52.15,20.11,23.7
"29217",2018,20691,95.55,0.89,0.61,0.67,0,2.28,2.1,11.46,13.81,55.38,18.4,17.9
"29219",2018,33908,93.47,2.09,0.26,0.63,0.09,3.46,3.3,12.15,11.35,54.67,17.26,15.6
"29221",2018,24931,95.22,1.97,0.45,0.09,0.02,2.25,1.33,23.34,11.78,55.45,15.86,25.9
"29223",2018,13308,96.69,0.56,0.38,0.34,0,2.03,1.73,24.73,10.47,47.35,22.84,29.8
"29225",2018,38082,95.68,1.15,0.46,0.37,0.19,2.16,2.01,13.19,12.58,58.8,15.23,14.8
"29227",2018,2040,97.11,0.34,0.05,0.2,0,2.3,0.69,12.91,10.49,47.45,24.12,16.2
"29229",2018,18293,96.37,0.57,0.37,0.48,0,2.2,1.77,19.17,11.74,53.03,19.53,20.3
"29510",2018,311273,46.25,46.92,0.24,3.24,0.06,3.29,3.97,13.09,12.61,62.18,12.6,15.4
"30001",2018,9393,94.99,0.06,2.49,0.46,0.14,1.86,4.48,4.57,17.97,52.41,21.23,15.4
"30003",2018,13376,31.35,0.04,65.9,0.15,0.02,2.53,6.26,11.83,14,65.58,11.78,8.9
"30005",2018,6727,45.32,0.39,50.94,0.07,0,3.27,3.54,10.92,13.5,62.05,14.6,21.2
"30007",2018,5834,96.09,0.05,1.23,0,0,2.62,2.76,5.61,11.11,45.85,23.09,18.1
"30009",2018,10546,96.76,0.39,1.4,0.2,0,1.25,2.46,5.85,9.12,43.58,24.25,15.9
"30011",2018,1318,97.5,0,0.53,0,0,1.97,0.23,7.11,7.59,44.61,25.42,13.6
"30013",2018,81746,88.07,1.29,4.83,0.86,0.09,4.85,4.37,8.28,13.26,57.05,17.86,14.9
"30015",2018,5789,77.42,0.05,19.38,0.47,0.03,2.64,2.35,7,12.89,53.65,19.28,11.5
"30017",2018,11845,93.9,0.57,1.97,0.29,0.03,3.23,3.3,7.35,11.78,53.82,18.71,18.4
"30019",2018,1753,98.29,0,0.8,0.63,0,0.29,4.79,4.73,7.47,44.27,26.93,15.6
"30021",2018,9191,94.76,1.24,2.13,0.2,0,1.68,3.1,5.86,11.94,55.45,17.89,12.9
"30023",2018,9100,92.88,0.69,1.73,0.67,0.09,3.95,3.36,10.18,11.86,45.79,22.19,24.1
"30025",2018,2838,95.17,1.41,1.3,0.7,0,1.41,2.15,4.8,10.71,57.19,17.58,12.6
"30027",2018,11273,95.13,0.16,0.72,1.04,0.64,2.32,2.29,6.79,9.53,48.82,22.73,12.3
"30029",2018,98082,94.51,0.36,1.58,0.64,0.05,2.86,2.7,6.08,11.01,53.37,18.2,11.5
"30031",2018,104729,94.26,0.34,0.86,1.4,0.01,3.14,3.61,3.29,19.18,65.73,11.76,7.9
"30033",2018,1141,99.91,0,0,0,0,0.09,0.18,4.64,17.27,52.5,19.81,10.5
"30035",2018,13699,32.49,0.28,65.11,0.12,0.1,1.9,2.93,11.05,14.64,65.8,11.45,11.3
"30037",2018,724,93.23,3.87,0,0,0,2.9,8.15,5.24,6.08,33.29,25,15.7
"30039",2018,3269,97.89,0.15,0.49,0.06,0,1.41,2.26,8.61,9.91,39.95,28.63,18.8
"30041",2018,16439,70.52,0.23,23.92,0.46,0,4.87,3.61,10.42,14.36,61.77,14.29,15.5
"30043",2018,11778,94.7,0.22,1.09,0.07,0,3.92,2.42,5.16,11.33,46.5,20.05,13
"30045",2018,1951,96.92,0,1.85,0,0,1.23,2.26,4.71,9.07,41.62,20.81,14.5
"30047",2018,29774,67.2,0.27,24.36,0.37,0.23,7.57,4.41,8.79,11.68,52.31,20.78,14.4
"30049",2018,67077,93.8,0.28,1.8,0.63,0.07,3.42,3.23,5.01,11.84,54.34,17.3,13.9
"30051",2018,2280,98.77,0,0,0,0,1.23,2.15,24.96,7.54,45.79,24.91,17.2
"30053",2018,19358,94.91,0.06,0.7,0.5,0.16,3.67,2.97,12.17,9.54,41.07,27.01,21.4
"30055",2018,1630,97.42,0,1.96,0.37,0,0.25,3.62,6.84,9.63,45.89,25.71,12.8
"30057",2018,8218,94.33,0.24,0.91,0.05,0,4.47,5.01,4.67,8.31,42.03,27.78,14.4
"30059",2018,1968,94.51,0,1.58,0,0,3.91,2.69,5.39,7.32,49.19,22.76,15
"30061",2018,4211,93.23,0.07,2.54,1.45,0,2.71,1.92,10.79,10.33,41.91,28.02,23.3
"30063",2018,115983,91.69,0.51,2.31,1.62,0.12,3.76,3.2,4.5,17.43,61.36,14.55,12.8
"30065",2018,4807,98.79,0,0.17,0.42,0,0.62,2.66,10.47,10.61,45.75,24.32,14.8
"30067",2018,16246,96.02,0.31,0.55,0.09,0.06,2.97,2.98,4.57,8.91,48.2,21,11.1
"30069",2018,432,98.15,0,0,1.85,0,0,0,1.18,4.63,40.74,19.44,13.4
"30071",2018,4124,85.33,0,10.31,0.44,0,3.93,2.47,10.62,10.91,48.88,21.48,16.6
"30073",2018,6044,82.05,0.43,15.06,0.08,0,2.38,1.97,7.38,12.08,53.87,19.76,17.1
"30075",2018,1619,94.87,0,1.54,0,0,3.58,2.72,5.19,12.72,40.64,24.34,16.6
"30077",2018,6861,90.88,0.35,4.39,0.5,0,3.89,1.89,11.27,11.28,49.41,19.46,14.9
"30079",2018,1342,98.66,0,1.34,0,0,0,1.34,7.2,6.33,45.08,28.24,16
"30081",2018,41902,96.04,0.08,0.92,0.56,0,2.4,3.44,9.04,10.42,45.33,24.29,19.8
"30083",2018,11360,93.47,0,3.02,0,0,3.51,5.32,7.68,12.61,58.77,14.23,12.9
"30085",2018,11228,36.56,0.31,57.1,0.37,0,5.66,3.69,13.22,14.18,66.89,10.79,12
"30087",2018,9250,58.76,0.11,37.45,1.07,0,2.62,4.94,12.87,13.64,59.16,14.78,18.4
"30089",2018,11521,92.27,0.16,3.56,0.51,0.01,3.49,2.84,10.71,9.3,40.15,28.86,19.8
"30091",2018,3574,93.54,0,1.26,0.45,0,4.76,2.66,7.62,10.16,50.14,21.91,12.9
"30093",2018,34814,94.24,0.59,2.56,0.8,0,1.81,4.59,8.16,15.76,54.48,18.31,18.7
"30095",2018,9410,95.81,0.21,1.03,0.43,0,2.52,3.93,5.1,10.83,47.77,21.13,13.2
"30097",2018,3653,95.89,0.22,1.09,0.27,0,2.52,3.04,4.89,9.64,43.55,29.67,13.5
"30099",2018,6080,94.72,0.18,0.92,0.21,0,3.96,1.56,7.77,11.22,50.54,22.62,15.5
"30101",2018,4976,90.53,0.16,4.58,2.65,0,2.07,3.68,14.84,12.56,53.24,16.26,18.3
"30103",2018,777,96.27,0,0,1.8,0,1.93,0.77,5.79,12.36,40.28,23.55,15.6
"30105",2018,7532,86.46,0.08,8.54,0.4,0.23,4.3,2.64,6.15,11.56,50.96,21.67,15
"30107",2018,2149,94.83,0,2.75,0.47,0,1.95,2.65,20.22,11.91,55.14,20.47,12.1
"30109",2018,1175,99.32,0,0.34,0.34,0,0,4.17,12.64,7.06,47.66,20.94,13.2
"30111",2018,157816,90.72,0.63,4.4,0.64,0.13,3.48,5.49,6.27,11.96,58.01,16.13,12.4
"31001",2018,31583,93.29,0.67,0.52,1.33,0.03,4.16,9.95,10.05,15.51,57.33,17.22,14.2
"31003",2018,6372,97.55,0.75,0.14,0.16,0,1.4,3.19,7.56,11.25,49.8,22.77,15.2
"31005",2018,418,95.69,0,0.48,0,0,3.83,0.72,5.71,11,48.09,25.36,11
"31007",2018,696,97.56,0,0,0,0,2.44,6.03,2.92,7.61,48.13,19.25,14.4
"31009",2018,480,100,0,0,0,0,0,0,3.69,7.5,45.62,25.62,11.7
"31011",2018,5313,98.42,0.41,0.09,0.11,0.09,0.87,2.11,5.82,11.24,50.37,22.02,11.9
"31013",2018,11089,91.77,0.38,3.85,0.3,0,3.71,12.36,8.27,11.13,54.24,17.22,10.7
"31015",2018,2042,95.54,0.44,1.18,0.83,0,2.01,0.73,5.44,8.57,43.54,28.16,17.7
"31017",2018,2988,97.46,0.03,0.23,0.33,0,1.94,1.41,7.99,7.36,44.34,26.51,14.3
"31019",2018,49030,92.15,1.15,0.14,1.42,0.01,5.12,8.82,6.96,19.05,64.25,13.53,11.1
"31021",2018,6528,95.21,0.7,1.7,0.49,0,1.9,2.94,9.56,10.37,48.09,23.84,16
"31023",2018,8067,96.68,0.45,0.2,0.66,0,2.02,3.24,7.86,12.02,51.44,20.19,11.5
"31025",2018,25702,96.28,0.6,0.12,0.28,0.21,2.51,3.16,5.09,11.46,54.24,16.54,9.4
"31027",2018,8523,97.99,0.05,0.89,0.07,0.02,0.97,1.83,7.45,11.52,51.46,21.06,11.4
"31029",2018,3734,99.17,0.05,0,0.27,0,0.51,9.88,11.4,10.42,49.12,22.36,12
"31031",2018,5790,91.38,0.02,3.33,0.33,0.16,4.78,3.14,8.74,9.52,52.44,21.14,13.7
"31033",2018,9852,95.45,0.1,0.61,1.28,0.02,2.54,6.76,6.71,10.96,54.82,17.93,14.3
"31035",2018,6232,96.69,0.06,0.29,0.16,0,2.79,8.97,9.33,11.42,52.76,19.58,15.3
"31037",2018,10760,86.89,3.48,1.54,0.59,0.2,7.3,45.46,29.77,13.01,64.75,12.42,9.6
"31039",2018,8991,94.15,0.08,0.17,0.31,0.12,5.17,9.91,12.62,11.58,51.6,21.55,10.6
"31041",2018,10830,96.84,0.23,0.08,0.74,0,2.11,3.03,7.13,10.92,51.79,21.63,13.1
"31043",2018,20317,68.88,4.7,2.91,3.29,0.11,20.11,38.51,25.41,14.73,63.63,12.89,10.3
"31045",2018,8896,89.23,1.93,4.61,0.57,0,3.65,5.05,4.74,24.63,60.11,17.73,11.4
"31047",2018,23804,88.46,6.17,0.79,0.34,0.08,4.18,33.12,22.09,13.04,60.25,15.37,12.7
"31049",2018,1894,94.51,0.21,1.53,0.69,0,3.06,7.81,10.19,8.87,47.36,24.55,17.2
"31051",2018,5746,94.27,0.28,0.44,0.07,0,4.94,13.26,11.41,12.16,52.71,19.61,13.8
"31053",2018,36683,94.18,0.92,0.95,0.43,0.16,3.36,12.32,10.68,12.88,55.92,18.74,13.2
"31055",2018,554992,79.55,11.08,0.59,3.64,0.06,5.08,12.39,9.97,13.24,63.88,12.28,10.6
"31057",2018,2023,99.21,0.2,0.1,0,0,0.49,15.67,18.08,10.03,55.22,19.92,10.6
"31059",2018,5574,96.99,0.56,0.66,0.3,0,1.49,3.95,8.09,10.94,47.17,23.29,15.8
"31061",2018,3006,98,0.37,0,0.13,0.13,1.36,2.23,7.32,10.05,43.71,26.48,17
"31063",2018,2609,97.43,0.08,0.77,0.11,0,1.61,1.03,4.61,15.91,49.29,24.88,17.9
"31065",2018,4786,96.51,0.15,0.33,0.4,0.06,2.55,3.97,11.45,11.35,48.45,23.9,17.8
"31067",2018,21595,96.54,0.74,0.7,0.58,0.11,1.33,2.39,10.27,10.81,51.32,20.37,15.4
"31069",2018,1860,98.33,0.22,0.43,0,0,1.02,4.35,6.79,6.67,43.98,25.97,16.9
"31071",2018,1975,98.23,0.2,0,0.35,0,1.22,1.97,3.9,11.49,44.56,28.25,15.6
"31073",2018,2015,97.97,0.45,0.05,0.55,0,0.99,2.28,4.29,9.68,43.33,25.16,13
"31075",2018,718,98.33,0.7,0,0,0,0.97,1.67,3.25,12.67,49.72,22.14,11.7
"31077",2018,2410,97.51,0.5,0.17,0.41,0,1.41,2.07,6.31,10.87,49.13,25.02,14.7
"31079",2018,61343,87.68,2.5,0.58,1.13,0.36,7.76,27.23,15.31,12.86,61.28,14.37,12.4
"31081",2018,9178,96.27,0.52,0.62,0.07,0,2.52,3.25,5.35,12.63,53.14,18.96,11.1
"31083",2018,3438,95.49,0.81,0.55,0.35,0.03,2.76,3.93,9.95,10.67,47.29,24.96,16.3
"31085",2018,943,98.41,0,0,0,0,1.59,7.32,11.8,6.89,50.48,18.13,15.7
"31087",2018,2843,99.61,0.11,0.07,0,0,0.21,1.09,7.26,9.53,48.36,24.76,18.5
"31089",2018,10245,97.23,0.12,0.78,0.5,0.03,1.35,4.53,7.32,10.37,50.76,21.21,13.9
"31091",2018,691,98.7,0.87,0,0,0,0.43,3.04,6.46,13.75,39.36,32.71,25.6
"31093",2018,6405,96.47,0.19,0.03,0.2,0.03,3.08,2.58,7.17,10.29,52.12,21.06,13.2
"31095",2018,7188,96.84,0.25,0.58,0.15,0,2.17,3.73,8.76,9.95,48.69,23.16,16.9
"31097",2018,5197,86.84,6.52,0.83,0.92,0,4.89,10.08,13.85,12.49,54.61,18.24,16.4
"31099",2018,6552,96.47,0.12,0.38,0.32,0,2.7,6.09,3.86,11.49,54.11,19.08,11.6
"31101",2018,8099,96.28,0.86,1.07,0.69,0.2,0.89,7,8.84,9.29,45.6,26.46,13.4
"31103",2018,792,98.48,0,0,0,0,1.52,1.01,4.72,14.65,48.86,23.23,10.5
"31105",2018,3667,95.12,0.22,0.71,0.33,0,3.63,10.74,11.46,10.23,49.41,24.43,17.5
"31107",2018,8460,86.82,0.27,9.88,0.32,0.13,2.58,2.64,8.84,10.84,48.48,24.15,13.6
"31109",2018,310094,86.41,4.03,0.57,4.26,0.07,4.66,6.86,6.52,18.76,64.51,13.04,10.7
"31111",2018,35433,95.21,1.37,0.36,0.33,0.03,2.7,8.35,6.77,11.67,55.53,18.26,14.6
"31113",2018,886,98.65,0,0.45,0,0,0.9,2.93,7.35,11.4,54.51,19.41,9.9
"31115",2018,585,99.66,0,0.34,0,0,0,1.71,2.17,9.4,37.95,28.89,17.3
"31117",2018,454,95.81,0,0,0,0,4.19,1.98,10.95,6.17,40.75,22.03,10.8
"31119",2018,35164,91.62,1.48,1.52,1.5,0,3.89,14.82,9.85,13.62,59.1,15.31,11.1
"31121",2018,7803,95.41,0.86,0.12,0.29,0,3.32,4.25,6.04,11.25,51.49,19.84,15.8
"31123",2018,4841,95.21,0.85,0.43,0.25,0,3.26,15.53,13.37,10.39,52.63,20.16,14.4
"31125",2018,3554,99.04,0.45,0.39,0.06,0,0.06,2.67,8.51,11,50.59,20.09,15.8
"31127",2018,7004,96.15,1.5,0.51,0.74,0.01,1.09,2.68,6.96,17.08,55.73,19.37,14.2
"31129",2018,4275,97.78,0.16,0.16,1.33,0,0.56,2.71,7.56,10.48,45.89,26.78,17
"31131",2018,15896,94.65,0.38,0.55,0.26,0,4.15,7.78,8.49,11.64,53.98,18.97,14.9
"31133",2018,2676,96.41,0,0.19,0,0,3.4,1.79,11.78,10.01,44.66,27.39,13.4
"31135",2018,2907,98.93,0.28,0.03,0,0,0.76,4.02,10.66,8.74,52.29,22.67,13.2
"31137",2018,9120,96.4,0.25,0.21,0.26,0,2.87,5.53,6.34,12.12,52.64,19.78,12.4
"31139",2018,7157,97.48,0.24,0.11,0.42,0.08,1.66,1.73,5.23,11.61,53.42,18.49,11.2
"31141",2018,33063,95.38,0.48,0.37,0.77,0.01,2.99,18.4,11.34,12.62,57.86,16.89,9.7
"31143",2018,5255,97.51,0.19,0.29,0.06,0,1.96,5.37,8.03,11.42,49.67,21.1,12.6
"31145",2018,10806,96.22,0.74,0.18,0.19,0,2.67,5.02,7.88,13.29,54.11,19.55,14.5
"31147",2018,8009,94.12,0.21,2.14,0.21,0,3.32,1.96,6.82,10.15,47.57,23.76,16.1
"31149",2018,1350,98.07,0.74,0,0,0,1.19,1.26,5.07,12.52,44.22,27.19,13.2
"31151",2018,14288,88.3,1.05,0.27,3.14,0.12,7.12,24.62,15.73,16.79,62.99,14.19,11.4
"31153",2018,178351,87.95,3.89,0.39,2.53,0.1,5.13,9.04,4.75,12.91,65.2,10.98,9
"31155",2018,21024,97.36,0.3,0.28,0.34,0,1.72,2.17,7.25,11.4,53.59,17.81,13.7
"31157",2018,36255,91.9,0.84,1.75,0.65,0.31,4.55,23.69,12.46,12.38,56.41,18.44,14.5
"31159",2018,17127,96.25,0.48,0.18,0.57,0,2.53,2.67,5.93,17.1,58.1,16.66,10.6
"31161",2018,5234,82.75,0.76,9.59,0.8,0.04,6.06,4.99,9.58,11.18,48.38,25.11,18
"31163",2018,3042,97.96,0,0.03,0.62,0.03,1.35,2.17,7.04,9.73,44.58,26.13,15.7
"31165",2018,1266,91.94,0.47,0.24,0.24,0,7.11,0.47,6.69,9.24,48.74,21.8,9.3
"31167",2018,5992,96.98,1.42,0,0.47,0,1.13,5.31,7.03,10.81,54.71,16.59,11.3
"31169",2018,5098,97.06,0.45,0.33,0,0,2.16,2.33,7.34,10.08,47.25,25.07,15.2
"31171",2018,645,97.67,0,0.47,0,0,1.86,0.47,7.49,11.32,57.21,22.33,14.1
"31173",2018,7140,39.23,0.27,57.97,0.71,0,1.82,5.57,12.41,15.57,67.18,12.06,12.6
"31175",2018,4224,98.2,0.47,0.38,0,0,0.95,3.12,7.54,10.61,49.48,24.41,15.7
"31177",2018,20219,96.93,1.15,0.03,0.31,0.04,1.54,2.89,4.27,12.04,53.84,17.17,14.4
"31179",2018,9367,95.07,1.77,0.57,0.51,0,2.08,5.78,4.19,26.73,62.93,15.14,10
"31181",2018,3571,95.24,0.25,0,0,0.28,4.23,4.93,7.8,11.12,49.71,22.29,15.4
"31183",2018,822,98.78,0,0,0.24,0,0.97,0.61,4.83,7.06,43.67,23.6,15.5
"31185",2018,13799,95.03,1.52,0.25,0.41,0,2.79,5.01,6.27,13.27,55.1,19.3,14
"32001",2018,24010,84.1,2.45,4.47,2.76,0.21,6.01,13.58,9.06,12.54,54.5,18.52,14.3
"32003",2018,2141574,60.66,11.48,0.77,9.61,0.74,16.73,30.92,14.35,12.41,60.83,14.09,12.2
"32005",2018,47828,89.27,0.65,2.12,1.43,0.32,6.2,12.51,6.25,9.69,43.05,26.37,15.3
"32007",2018,52252,86.38,0.55,6.43,1.13,0.23,5.27,24.24,14.78,13.58,64.1,10.48,11.8
"32009",2018,981,94.9,1.12,0.71,0,0,3.26,18.96,12.22,2.55,46.28,27.42,19
"32011",2018,1830,94.26,0.05,5.25,0,0,0.44,6.56,6.8,7.6,48.03,15.46,18
"32013",2018,16904,87.57,0.41,5.48,0.5,0,6.04,26.75,16.39,11.73,61.64,12.32,11.3
"32015",2018,5746,90.11,0.1,4.39,0.12,0.87,4.4,26.07,15.11,11.31,58.27,14.31,11
"32017",2018,5174,89.18,3.71,0.23,1.2,0,5.68,8.54,14.41,15.66,49.46,23.68,21.1
"32019",2018,53155,85.17,1.01,2.93,1.12,0.16,9.62,16.64,12.87,10.51,51.51,20.58,17.9
"32021",2018,4448,66.88,2.5,22.59,2.9,0,5.13,12.07,12.9,10.05,44.83,24.71,18.7
"32023",2018,43705,83.03,2.41,1.49,1.67,0.38,11.02,14.38,14.24,8.72,41.52,28.93,24.3
"32027",2018,6611,81.21,4.42,4.07,1.39,0.45,8.46,24.16,18.32,7.58,53.55,16.05,14.1
"32029",2018,3941,89.29,0.81,1.9,0.96,0,7.03,5.15,5.16,6.95,39.18,29.84,22.3
"32031",2018,450486,78.85,2.29,1.56,5.24,0.62,11.43,24.18,11.74,12.76,58.14,15.5,12.1
"32033",2018,9737,85.6,5.32,5.55,1.14,0.15,2.24,15.63,14.1,10.62,56.6,16.3,16.1
"32510",2018,54467,80.28,1.75,2.51,2.7,0.07,12.69,23.74,12.7,11.63,52.13,19.58,21.9
"33001",2018,60640,96.48,0.68,0.38,0.8,0.02,1.63,1.63,7.45,10.79,47.28,20.85,15.8
"33003",2018,47840,97.22,0.47,0.09,0.73,0.03,1.47,1.42,6.18,9.76,41.05,26.16,15.6
"33005",2018,76263,95.27,0.77,0.19,1.38,0.01,2.38,1.78,7,15.63,52.51,18.61,13.8
"33007",2018,32038,93.91,2.87,0.35,0.62,0.08,2.17,2.93,11.37,10.41,45.68,22.49,20.8
"33009",2018,89811,92.46,1.24,0.4,3.71,0.06,2.13,2.33,7.22,16.47,52.29,19.31,14.5
"33011",2018,411087,89.65,2.8,0.12,4.07,0.05,3.3,6.53,8.18,12.77,55.43,14.8,11.7
"33013",2018,149452,94.18,1.31,0.17,2.08,0.01,2.25,2.08,6.32,13.29,52.73,17.2,13.6
