"GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","a15_24P","und45P","ovr65P","disbP"
"01001",2018,55200,76.88,19.14,0.29,1.03,0.06,2.61,2.77,11.31,13.03,58.83,14.58,19.3
"01003",2018,208107,86.27,9.5,0.73,0.81,0,2.69,4.49,9.74,11.29,52.77,19.54,14
"01005",2018,25782,47.38,47.58,0.28,0.37,0,4.39,4.29,26.97,11.99,55.81,17.97,22.2
"01007",2018,22527,76.65,22.28,0.04,0.16,0,0.87,2.43,16.79,13.34,56.45,16.25,16.7
"01009",2018,57645,95.51,1.5,0.24,0.34,0.03,2.38,9.13,19.84,11.98,55.44,17.75,14.2
"01011",2018,10352,21.99,76.25,1.18,0.54,0,0.05,0.49,24.77,14.28,57.64,15.61,14.4
"01013",2018,20025,52,45.22,0.01,1.15,0,1.61,0.33,15.42,11.81,54.74,19.01,17.7
"01015",2018,115098,74.33,20.57,0.31,0.93,0.01,3.85,3.65,15.95,13.38,56.32,16.84,20.8
"01017",2018,33826,57.6,39.38,0.29,1.2,0,1.54,2.27,18.6,13.26,52.99,18.95,16.7
"01019",2018,25853,92.82,4.9,0.91,0.21,0,1.15,1.54,19.77,11.55,48.84,21.74,20
"01021",2018,43930,83.31,9.44,0.28,0.43,0,6.53,7.78,17.8,12.29,58.22,15.77,17.7
"01023",2018,13075,56.75,42.75,0.07,0.1,0,0.33,0.56,18.59,11.48,49.03,22.06,28.4
"01025",2018,24387,53.04,45.82,0.1,0.5,0,0.54,0.2,18.82,13.07,53.43,18.97,17.1
"01027",2018,13378,83.02,14.78,1.16,0.13,0,0.91,3.1,24.5,13.27,51.88,19.82,15.3
"01029",2018,14938,94.18,2.63,0.26,0.02,0,2.91,2.42,22.63,11.08,53.71,18.76,22.6
"01031",2018,51288,75.89,17.21,1.2,1.3,0,4.39,6.92,13.84,12.4,57.74,16.33,17.7
"01033",2018,54495,79.43,15.81,0.67,0.49,0.05,3.54,2.48,15.57,11.56,53.01,19.27,18.7
"01035",2018,12514,50.89,47.71,0.45,0.14,0,0.8,0.84,19.25,11.87,50.38,21.63,22.8
"01037",2018,10855,65.71,34.21,0.08,0,0,0,0.46,20.35,10.4,46.47,21.81,22.6
"01039",2018,37351,84.67,12.92,0.16,0.43,0.03,1.8,1.62,17.13,11.08,51.69,20.48,20.9
"01041",2018,13865,71.68,23.07,0.79,1.36,0,3.12,1.98,21.61,11.61,54.09,18.33,21.1
"01043",2018,82313,95.24,1.21,0.42,0.41,0,2.72,4.3,18.19,11.89,55.21,17.98,17.6
"01045",2018,49255,72.86,19.79,0.77,1.29,0.01,5.28,6.23,14.18,12.86,58.5,16.12,21.3
"01047",2018,40029,28.12,70.47,0.02,0.56,0.06,0.76,1.03,19.3,13.56,56.35,16.75,17.8
"01049",2018,71200,85.63,1.41,1.31,0.2,0.87,10.57,14.35,25.89,12.65,57.49,16.32,15.5
"01051",2018,81212,74.9,21.43,0.26,0.48,0,2.94,2.89,13.62,12.92,58.8,14.49,17.9
"01053",2018,37328,61.87,31.93,3.85,0.36,0.19,1.79,2.24,18.46,11.95,56.65,17.35,18.8
"01055",2018,102939,80.35,15.75,0.73,0.72,0.06,2.39,3.77,15.48,12.43,54.38,18.34,19.6
"01057",2018,16585,84.99,11.93,0,0.65,0.04,2.4,1.72,17.58,12.02,52.11,20.45,25.7
"01059",2018,31542,83.91,4.4,1.55,0.38,0,9.76,16.91,23.23,13.63,59.27,16.17,15.5
"01061",2018,26491,86.33,9.55,0.79,0.41,0.02,2.9,3.88,20.92,11.57,52.78,19.45,21.5
"01063",2018,8426,17.15,79.67,0.57,0,0,2.61,1.7,24.1,12.79,51.8,20.37,25.1
"01065",2018,14887,39.62,58.76,0.19,0.26,0,1.16,0.87,16.35,13.25,54.63,18.25,21.1
"01067",2018,17124,71.12,27.73,0.02,0,0,1.12,2.62,19.82,11.78,51.11,21.58,18.7
"01069",2018,104352,69.37,26.91,0.29,0.84,0.02,2.58,3.29,14.31,12.09,56.75,16.88,17.8
"01071",2018,52094,91.01,3.45,1.18,0.41,0.15,3.79,2.89,17.53,11.04,52.49,19.14,18.8
"01073",2018,659892,51.92,42.69,0.24,1.55,0.03,3.57,3.8,10.26,12.81,59.08,15.02,15.5
"01075",2018,13933,87.47,11.18,0,0,0,1.35,1.56,17.6,10.97,50.77,21.09,24.4
"01077",2018,92585,87.01,10.11,0.45,0.66,0.07,1.7,2.61,12.58,15.13,54.34,19.31,14.7
"01079",2018,33171,78.21,10.93,5.66,0.13,0.07,4.99,2.13,21.03,11.23,53.51,17.45,20.5
"01081",2018,159287,70.3,23.02,0.14,4.13,0.01,2.39,3.68,9.53,22.49,66.8,11.14,13.2
"01083",2018,93052,80.75,13.4,0.92,1.26,0.03,3.64,5.89,15.74,12.26,57.53,14.75,16.3
"01085",2018,10236,24.87,74.26,0.13,0,0,0.74,0.68,22.51,12.18,54.02,17.86,25
"01087",2018,19054,15.88,82.61,0.33,0.26,0,0.92,1.72,18.25,21.64,56.27,18.59,17.3
"01089",2018,357560,68.19,24.06,0.55,2.54,0.09,4.57,4.84,8.87,13.62,57.79,14.35,13.1
"01091",2018,19538,45.32,53.83,0.26,0,0,0.58,0.59,16.21,11.98,54.07,18.89,25
"01093",2018,29965,93.06,3.66,0.41,0.16,0,2.71,2.51,20.34,11.69,51.33,20.75,25.9
"01095",2018,95145,92.37,2.58,0.41,0.6,0.05,3.99,13.62,19.09,12.43,57.55,16.75,15.5
"01097",2018,414659,58.76,35.56,0.7,1.96,0.01,3.01,2.89,13.77,13.4,58.78,15.35,14
"01099",2018,21512,54.92,41.5,1.61,0.56,0,1.42,1.4,16.33,12.96,53.13,18.87,13.8
"01101",2018,226941,36.51,57.67,0.18,2.69,0.02,2.93,3.41,14.43,14.12,60.99,14.18,16.2
"01103",2018,119122,80.56,12.78,0.62,0.65,0.04,5.34,8.14,16.66,12.14,55.82,16.68,16.8
"01105",2018,9486,29.92,69.45,0.06,0.22,0,0.35,0.94,21.93,21.01,59.03,18.6,25.2
"01107",2018,20298,55.98,41.22,0.12,0.06,0.04,2.58,4.59,19.42,12.4,52.97,18.37,24.5
"01109",2018,33403,56.76,38.01,0.63,2.14,0.01,2.45,0.79,19.01,25.97,64.23,14.63,17.1
"01111",2018,22574,77.27,20.14,0.23,0.3,0.23,1.83,2.95,21.22,12.47,52.62,19.99,14.3
"01113",2018,58213,50.26,42.87,0.28,0.89,0.12,5.57,5.36,16.68,12.32,61.19,13.36,18.8
"01115",2018,87306,87.31,9.45,0.36,0.84,0.01,2.03,2.39,15.25,11.49,56.45,15.91,16.5
"01117",2018,211261,80.28,12.05,0.22,2.01,0.02,5.42,5.74,7.85,12.51,58.66,14.26,11.2
"01119",2018,12985,24.65,71.98,0.06,2.6,0,0.71,0.1,15.75,23.65,57.74,16.93,21.8
"01121",2018,80565,64.2,32.28,0.43,0.58,0.03,2.47,2.26,19.01,12.79,55.05,17.08,19.3
"01123",2018,40636,69.52,27.43,0.32,0.38,0,2.35,2.35,19.53,12.25,50.91,20.36,19
"01125",2018,206213,64.44,31.65,0.19,1.6,0.04,2.09,3.61,11.56,20.68,64.81,12.46,12
"01127",2018,64493,90.78,6.21,0.17,0.49,0,2.34,2.4,19.14,11.93,53.83,18.64,24.1
"01129",2018,16643,66.11,24.55,7.37,0.37,0,1.59,1.09,19.56,13.5,51.87,18.25,24.5
"01131",2018,10809,26.86,69.49,0.2,0,0,3.45,0.65,23.07,13.99,56.15,18.36,18.4
"01133",2018,23875,96.34,0.38,0.39,0.13,0.04,2.73,3.07,21.85,10.89,50.05,21.06,25.2
"02013",2018,3425,17.66,4.2,39.39,25.64,0.73,12.38,10.1,13.58,11.91,52.18,8.82,8.5
"02016",2018,5750,29.55,4.28,11.32,40,2.57,12.28,13.88,11.18,13.98,60.78,5.81,7.7
"02020",2018,296112,62.99,5.55,7.39,9.61,2.33,12.14,9.07,6.18,14.38,65.38,9.96,11.1
"02050",2018,18040,11.01,0.66,82.74,1.04,0.02,4.53,2.38,18.58,16.31,72.44,7.12,10.6
"02060",2018,890,56.29,0.45,32.7,0.34,0.22,10,3.6,5.58,9.33,52.92,9.55,14.2
"02068",2018,2232,81.09,0.81,1.97,4.53,0,11.6,0.4,1.56,19.04,53.41,7.26,13.7
"02070",2018,4975,17.59,1.35,72.1,1.53,0.06,7.38,3.48,12.75,15.5,67.5,8.64,12.5
"02090",2018,99653,75.54,4.51,7.26,3.08,0.56,9.05,7.98,5.47,17.1,68.6,9.16,11.3
"02100",2018,2518,81.02,0.04,8.62,2.94,0.16,7.23,3.85,3.04,6.39,50.2,24.38,11.3
"02105",2018,2132,45.54,3.19,38.51,2.81,0.14,9.8,6.66,8.51,7.32,42.03,19.47,15.5
"02110",2018,32330,68.61,1.01,10.92,7.16,0.99,11.31,6.57,3.91,12.71,58.98,11.99,11.8
"02122",2018,58220,83.29,0.64,7.72,1.52,0.33,6.51,4.08,7.21,11.92,55.11,15.62,14.6
"02130",2018,13804,66.78,0.75,14.58,7.69,0.04,10.16,5.08,7.32,12.11,56.48,14.13,14.6
"02150",2018,13649,53.37,0.26,13.64,23.03,0.66,9.03,8.93,10.12,13.55,65.44,9.14,12.8
"02158",2018,8198,3.89,0.73,91.24,0.39,0.02,3.72,0.99,22.3,17.13,76.08,5.56,11
"02164",2018,1375,22.84,0.65,67.35,2.47,0.36,6.33,1.38,14.47,16.29,64.44,7.93,13.9
"02170",2018,103464,83.05,1.08,5.69,1.39,0.22,8.57,4.78,7.63,13.16,63.2,10.66,13.2
"02180",2018,9925,16.13,0.9,74.52,1.61,0.43,6.41,2.55,15.93,15.79,71.1,7.48,10
"02185",2018,9797,31.63,0.86,51.99,5.59,1.79,8.15,2.11,10.23,11.22,63.04,6.4,10.1
"02188",2018,7734,11.11,1.12,82.52,0.98,0,4.27,1.15,18.13,15.8,72.16,7.71,10.1
"02195",2018,3255,72.07,0.71,7.28,9.28,0.52,10.14,10.35,10.26,15.36,54.5,21.54,18.5
"02198",2018,6474,47.16,0.37,39.9,1.17,0.63,10.77,3.77,9.84,11.03,54.16,14.83,21.4
"02220",2018,8738,64.72,1.18,12.79,7.23,0.09,13.98,6.48,6.04,11.41,57.99,14.51,12.2
"02230",2018,1061,86.43,1.23,5.18,1.79,0,5.37,5.18,6.3,9.52,58.72,11.31,11
"02240",2018,6876,76.63,0.68,13.19,2.27,0.03,7.2,5.54,9.79,12.19,60.34,12.89,17.1
"02261",2018,9301,73.14,0.27,12.77,3.52,0.61,9.69,5.01,4.01,10.13,57.5,12.39,12.2
"02275",2018,2484,67.23,0.08,19.97,2.78,0.36,9.58,4.87,11.68,9.38,43.48,22.06,17.9
"02282",2018,689,44.85,0.29,28.3,8.27,2.32,15.97,7.26,8.2,12.19,60.67,12.34,8.7
"02290",2018,5415,22.7,0.13,70.54,0.61,0,6.02,2.42,14.33,13.04,61.16,13.65,14.9
"04001",2018,71522,22.88,0.72,73.69,0.4,0.03,2.29,6.21,20.45,15.14,61.05,14.57,14.7
"04003",2018,126279,84.93,3.75,1.3,1.87,0.37,7.79,35.32,12.82,12.38,54.24,21.02,17.1
"04005",2018,140217,63.83,1.33,26.66,2.07,0.13,5.97,14.03,10.37,23.98,65.98,11.6,11.9
"04007",2018,53400,76.96,0.59,16.03,0.91,0.04,5.47,18.71,14.68,9.98,45.22,27.68,22.2
"04009",2018,37879,78.98,1.99,12.69,0.65,0.13,5.56,32.88,14.36,15.27,65.53,13.23,13
"04011",2018,9504,90.93,2.24,4.59,0.31,0,1.94,46.44,11.05,14.28,65.59,12.15,13
"04012",2018,20701,76.88,0.82,14.12,0.76,0.04,7.38,27.12,22.66,9.29,39.41,37.91,22.5
"04013",2018,4253913,77.62,5.47,1.94,4.15,0.22,10.59,30.82,12.61,13.56,61.49,14.46,11.1
"04015",2018,206064,90.51,1.1,2.36,1.22,0.25,4.57,16.25,14.73,9.62,43.61,28.8,22.5
"04017",2018,108705,47.78,0.89,44.46,0.63,0.08,6.17,11.34,17.18,13.27,58.87,16.88,17.9
"04019",2018,1019722,76.24,3.53,3.75,2.89,0.16,13.44,36.95,11.68,15.73,57.37,18.66,15.2
"04021",2018,419721,80.2,4.47,4.95,1.81,0.34,8.23,29.87,14.56,11.8,57.71,19.28,15.2
"04023",2018,46584,85.13,0.53,0.78,0.92,0,12.64,83.5,24.38,14.66,59,16.94,12.4
"04025",2018,224645,91.54,0.57,1.43,1,0.1,5.36,14.45,9.68,9.75,41.47,29.76,18.3
"04027",2018,207829,74.99,2.16,1.29,1.32,0.06,20.18,63.35,27.86,15.63,61.76,18.01,12
"05001",2018,18124,72.53,25.81,0.1,0,0,1.56,3.06,17,12.4,54.38,18.44,24.4
"05003",2018,20537,71.76,25.68,0.24,0.23,0,2.09,5.34,17.69,12.66,53.63,19.38,23.1
"05005",2018,41219,96.59,0.18,0.32,0.42,0.03,2.46,2.25,11.84,8.82,42.07,30.69,21.2
"05007",2018,258980,87.89,1.68,1.43,3.81,0.56,4.63,16.44,11.92,12.42,63.74,13.1,9.5
"05009",2018,37288,96.12,0.42,0.78,0.51,0.1,2.07,2.41,13.01,11.48,53.53,20.09,18.8
"05011",2018,10948,65.38,29.01,1.16,0,0,4.45,15.11,18.04,11.57,55.59,18.4,21.4
"05013",2018,5202,76.16,21.63,0.13,0,0.19,1.88,3.96,17.31,11.63,49.77,20.8,24.6
"05015",2018,27887,92.61,1.2,0.67,1.2,0.75,3.57,15,14.19,11.47,50.19,21.88,15.7
"05017",2018,10826,43.72,54.14,0.22,0.4,0,1.52,5.36,19.28,11.47,52.85,19.51,24.4
"05019",2018,22385,71.2,24.01,0.38,0.7,0.04,3.67,4.69,10.79,25.34,60.85,16.05,19.6
"05021",2018,15061,95.9,0.62,0.44,0,0,3.05,1.99,19.34,11.63,52.29,20.84,23.5
"05023",2018,25230,97,0.55,1.08,0.6,0,0.76,2.45,15.28,10.1,45.66,26.54,17.8
"05025",2018,8226,86.38,11.23,0.16,0.04,0,2.19,1.87,11.39,12.07,52.35,20.06,20.4
"05027",2018,23892,60.59,34.95,0.36,1.12,0,2.98,2.72,15.01,20.98,59.84,16.89,18.5
"05029",2018,20906,85.17,10.92,0.31,0.09,0,3.52,3.88,14.11,11.25,53.66,18.8,23.3
"05031",2018,105701,79.45,13.83,0.45,1.26,0.19,4.82,4.97,10.88,15.25,64.28,13.34,17.5
"05033",2018,62472,88.35,1.57,1.98,1.87,0.01,6.21,7.55,14.84,12.47,57.57,16.12,20.2
"05035",2018,49013,44.4,48.54,0.32,0.72,0.16,5.87,2.47,17.57,13.85,61.63,13.25,17
"05037",2018,16998,74.69,19.46,0.14,0.06,0,5.65,1.94,17.2,12.67,55.67,17.96,19.9
"05039",2018,7432,55.48,41.62,0.42,0.35,0.2,1.94,3.08,16.36,11.87,50.98,21.26,23.2
"05041",2018,11887,49.26,47.08,0.25,0.33,0,3.09,5.87,21.17,12.12,55.52,18.14,20.7
"05043",2018,18502,68.65,28.82,0.1,0.23,0,2.2,3.29,14.87,18.72,58.94,16.71,20.4
"05045",2018,122416,82.22,11.36,0.4,1.33,0.13,4.55,4.05,8.67,19.4,65.73,11.84,14.6
"05047",2018,17780,94.17,0.97,1.54,0.59,0.21,2.53,3.07,17.44,13.36,54.6,18.9,21
"05049",2018,12139,96.27,0.58,0.45,0.05,0.04,2.6,1.51,15.45,10.6,46.31,25.3,24.1
"05051",2018,98296,86.22,8.17,0.8,0.53,0.01,4.27,5.53,11.62,11.03,50.1,22.83,20.5
"05053",2018,18086,95,2.99,0.18,0.05,0,1.77,2.66,8.52,12.4,55.06,17.23,19.7
"05055",2018,44623,95.39,1.61,0.24,0.29,0.09,2.38,2.79,12.68,13.06,59.27,15.57,23
"05057",2018,22018,59.35,30.49,0.23,0.08,0.23,9.63,12.65,19,12.81,56.49,17.59,17.9
"05059",2018,33520,84.56,12.03,0.07,0.42,0.03,2.89,3.42,14.58,11.25,54.05,18.34,23.7
"05061",2018,13389,66.95,20.62,0.2,0.25,0.1,11.87,12.18,17.08,12.31,56.79,17.46,18.4
"05063",2018,37264,91.92,1.86,0.2,0.63,0.02,5.37,6.19,14.22,12.61,56.8,17.17,19.7
"05065",2018,13559,94.66,1.87,1.44,0.13,0,1.9,2.23,14.92,10.19,46,24.93,24.5
"05067",2018,17225,78.47,12.44,0.1,0.04,0.04,8.91,2.82,21.1,11.41,56.11,17.33,22.2
"05069",2018,70424,40.09,56.64,0.3,0.94,0,2.03,2.03,13.97,14.3,57.21,16.28,18
"05071",2018,26291,91.41,1.61,0.17,1.86,0.13,4.81,13.8,20.63,13.95,58.33,16.01,20.3
"05073",2018,6915,60.68,36.63,0.3,0.51,0,1.88,2.49,18.26,12.23,48.17,22.82,22.7
"05075",2018,16669,96.75,1.04,0.28,0.1,0.01,1.83,1.44,14.51,14.21,54.76,19.23,23.7
"05077",2018,9398,42.33,56.53,0.29,0.14,0,0.71,1.78,26.98,12.36,55.71,18.42,23.9
"05079",2018,13695,66.48,31.34,0.36,0,0,1.83,3.77,18.73,11.46,58.05,14.62,23.5
"05081",2018,12417,73.51,22.24,1.15,0.35,0,2.74,0.86,11.84,10.95,53.38,20.42,21.6
"05083",2018,21757,91.49,1.35,1.05,2.31,0,3.81,2.95,14.91,11.76,53.36,19.23,21
"05085",2018,72206,89.03,6.06,0.6,0.74,0.12,3.46,4.43,11.29,12.65,62.31,12.84,13.8
"05087",2018,16076,93.96,0.54,1.31,1.01,0.37,2.81,5.57,20.32,12.55,53.33,18.42,19.1
"05089",2018,16438,96.15,0.88,1.14,0.43,0,1.4,2.23,13.13,8.81,41.81,27.35,22.9
"05091",2018,43759,70.49,24.78,1.09,0.41,0.08,3.15,3.21,14.02,12.3,57.77,16,19.3
"05093",2018,42831,60.38,35.18,0.07,0.55,0.06,3.76,4.03,19.28,13.79,60.79,14.07,19.5
"05095",2018,7249,55.98,39.96,0.5,0.43,0,3.13,2.75,22.86,12.69,48.19,22.43,23.6
"05097",2018,8993,91.24,0.22,1.79,1.36,0,5.39,4.26,21.78,10.43,43.73,26.61,26.1
"05099",2018,8440,63.36,34.68,0.07,0.31,0.01,1.56,0.28,13.22,10.65,50.14,19.91,22.2
"05101",2018,7848,94.74,0.03,2.61,0.23,0,2.4,0.93,17.36,11.17,46.06,24.58,22.6
"05103",2018,24106,56.65,41.09,0.2,0.06,0,2.01,2.26,14.43,11.74,53.12,19.09,19.2
"05105",2018,10322,92.79,1.9,0.61,0,0,4.7,2.88,16.64,11.93,52.23,18.96,24.1
"05107",2018,19034,36.21,62.63,0.03,0.06,0,1.07,1.8,21.6,13.57,56.65,17.58,22.8
"05109",2018,10808,90.12,3.28,0.69,0.5,0,5.4,6.5,15.22,11.95,52.36,20.14,27.3
"05111",2018,24054,88.58,4.78,0.22,0.05,0,6.37,2.94,19.37,12.48,56.18,17.45,21.8
"05113",2018,20163,91.94,0.45,1.64,0.78,0,5.19,6.54,15.36,11.26,51.75,22.17,22.5
"05115",2018,63644,91.18,2.98,0.56,1.03,0,4.26,8.74,15.16,17.28,60.59,15.07,16.7
"05117",2018,8244,85.36,13.02,0.35,0.35,0,0.92,0.74,17.78,10.77,48.19,22.93,21.2
"05119",2018,393463,56.54,36.47,0.24,2.18,0.04,4.52,6.12,9.56,12.66,60.09,14.48,15.5
"05121",2018,17603,95.75,1.14,0.48,0,0,2.64,1.95,17.29,11.77,54.44,19.78,21.6
"05123",2018,26294,40.86,55.62,0.57,0.58,0,2.37,2.69,19.36,12.11,59.16,15.15,18.9
"05125",2018,118009,89.15,7.03,0.34,1.19,0.05,2.24,4.62,9.57,11.56,57.76,17.16,16.9
"05127",2018,10442,87.9,0.27,2.38,0.9,0,8.55,7.58,21.15,11.55,54.37,19.89,22.1
"05129",2018,7923,93.66,0.68,2.56,1.21,0,1.88,2.31,15.51,10.17,47.38,24.75,22.7
"05131",2018,127461,74.9,6.96,1.29,4.39,0.02,12.43,14.01,16.83,13.58,59.07,15.21,18.8
"05133",2018,17193,63.15,5.08,2.12,0.35,0.29,29,33.17,25.72,13.67,62.9,14.1,13.8
"05135",2018,17043,95.15,0.7,0.56,0.11,0,3.48,2.19,16.43,10.36,46.81,25.69,26.6
"05137",2018,12446,96.61,0.07,0.51,0.11,0,2.7,1.9,20.42,10.81,45.17,26.38,22.3
"05139",2018,39732,64.14,32.65,0.98,0.57,0,1.65,3.88,15.25,11.75,55.71,16.93,16.9
"05141",2018,16684,95.88,0.49,0.72,0.08,0,2.84,3.04,14.19,9.94,46.07,25.31,23.9
"05143",2018,228529,77.61,3.57,0.97,2.49,2.2,13.16,16.65,15.03,18.71,67.8,11.13,10.3
"05145",2018,78804,90.92,4.07,0.35,0.7,0.03,3.94,4.29,14.64,15.86,59.23,15.77,16.1
"05147",2018,6660,69.56,27.7,0,1.37,0.09,1.28,0.18,19.97,10.63,48.9,22.27,24.3
"05149",2018,21573,78.6,2.51,0.54,1.12,0,17.23,20,19.95,12.4,56.26,16.98,20.9
"06001",2018,1643700,41.48,10.78,0.65,29.59,0.84,16.67,22.45,12.04,12.02,61.06,13.14,9.4
"06003",2018,1146,63.09,0.79,27.14,0.7,0.7,7.59,9.16,11.1,16.23,51.75,25.57,20.7
"06005",2018,37829,87.21,2.09,0.81,1.32,0.19,8.39,13.57,9.7,9.27,43.31,26.31,18.5
"06007",2018,227075,81.95,1.53,1.27,4.47,0.19,10.59,16.01,10.7,18.16,58.11,17.71,17
"06009",2018,45235,91.47,0.67,1.09,1.26,0.28,5.24,11.71,9.63,9.67,41.5,27,21.4
"06011",2018,21464,87.84,1.69,0.94,1.51,0.25,7.78,58.96,30.61,13.48,61.64,13.82,12.3
"06013",2018,1133247,57.21,8.59,0.49,16.33,0.49,16.89,25.42,10.62,12.43,57.46,14.98,11.2
"06015",2018,27424,76.42,2.86,7.38,3.56,0.06,9.71,19.47,18.95,10.96,56.58,16.72,21
"06017",2018,186661,87.97,0.8,0.68,4.44,0.22,5.89,12.66,6.9,11.41,48.89,19.69,13.3
"06019",2018,978130,64.15,4.84,1.12,10.23,0.18,19.48,52.74,24.71,14.95,66.53,11.7,13
"06021",2018,27897,82.9,0.91,2.4,2.94,0.18,10.66,41.24,24.69,13.68,60.24,15.41,16.8
"06023",2018,135768,80.12,1.17,5.01,3.06,0.32,10.32,11.31,9.66,16.11,58.33,16.68,16.3
"06025",2018,180216,64.27,2.55,1,1.49,0.23,30.47,83.8,31.03,15.3,65.99,12.46,14.4
"06027",2018,18085,80.49,0.89,11.62,1.6,0.19,5.2,21.71,11.16,10.14,49.25,22.94,14.1
"06029",2018,883053,75.15,5.46,1.07,4.74,0.19,13.39,52.75,26.23,15.23,67.65,10.42,11.2
"06031",2018,150075,65.59,6.45,1.53,3.96,0.22,22.25,54.08,26.29,15.46,68.91,9.71,12.4
"06033",2018,64148,77.11,2.43,3.78,1.03,0.05,15.6,20,14.81,10.52,49,21.73,20.1
"06035",2018,31185,82.32,8.78,2.81,1.4,0.66,4.03,18.71,17.21,14.95,62.32,13.33,16.8
"06037",2018,10098052,51.36,8.16,0.7,14.56,0.28,24.94,48.46,21.34,13.8,61.89,12.87,9.9
"06039",2018,155013,72.01,3.24,1.62,2.12,0.11,20.9,57.29,28.12,14.29,63.9,13.42,13.2
"06041",2018,260295,78.12,2.19,0.28,5.76,0.22,13.42,15.88,6.76,10.08,47.76,20.99,8.9
"06043",2018,17540,88.82,0.95,2.26,1.39,0.31,6.28,10.88,9.63,9.16,42.08,26.74,18.4
"06045",2018,87422,83.64,0.61,4.11,1.93,0.19,9.52,24.8,13.11,11.37,52.29,20.41,16.8
"06047",2018,269075,57.37,3.26,0.74,7.48,0.23,30.92,58.9,30.65,16.5,67.83,10.9,13.6
"06049",2018,8938,90.02,1.67,3.33,1.57,0.07,3.35,14.46,14.38,8.31,46.46,25.65,18.1
"06051",2018,14174,84.78,0.74,3.72,2.39,0,8.37,27.28,11.26,13.91,56.15,14.32,6.5
"06053",2018,433212,59.26,2.59,0.74,5.62,0.46,31.33,58.31,28.71,14.39,64.16,12.81,8.9
"06055",2018,140530,73.09,2.04,0.85,8.09,0.19,15.73,33.93,14.94,12.75,55.04,18.05,11.8
"06057",2018,99092,92.42,0.66,0.87,1.02,0.16,4.88,9.37,5.79,9.46,44.44,25.41,14.9
"06059",2018,3164182,61.66,1.73,0.46,20.09,0.3,15.77,34.14,14.89,13.52,59.47,13.92,8.6
"06061",2018,380077,82.52,1.63,0.5,7.24,0.22,7.89,13.81,5.43,11.75,53.96,18.71,10.7
"06063",2018,18699,89.06,1.04,2.29,1.07,0.22,6.32,8.71,6.06,9.04,41.86,26.68,18.4
"06065",2018,2383286,60.85,6.44,0.81,6.38,0.29,25.23,48.44,18.32,14.6,62.33,13.79,11.4
"06067",2018,1510023,58,9.87,0.68,15.59,1.11,14.74,22.98,12.63,12.92,61.58,13.39,12.1
"06069",2018,59416,82.22,0.74,0.71,2.93,0.2,13.21,59.32,20.11,14.43,62.06,12.11,9.4
"06071",2018,2135413,61.11,8.35,0.84,7.02,0.3,22.37,52.81,20.49,15.42,65.41,10.93,10.9
"06073",2018,3302833,70.71,5.04,0.64,11.82,0.42,11.37,33.51,12.86,14.28,62.3,13.31,9.8
"06075",2018,870044,46.73,5.22,0.32,34.21,0.33,13.19,15.25,11.52,9.23,59.85,15.11,10.3
"06077",2018,732212,56.26,7.1,0.65,15.43,0.61,19.95,41.14,21.15,14.6,64.13,12.22,12.4
"06079",2018,281455,86.01,1.87,0.68,3.64,0.09,7.72,22.38,9.13,18.49,55.68,18.74,11.5
"06081",2018,765935,51.05,2.33,0.38,28.11,1.37,16.75,24.68,10.83,10.83,57.46,15.39,8.5
"06083",2018,443738,77.53,1.94,0.99,5.38,0.18,13.98,45.09,19.01,19.58,62.88,14.6,9.9
"06085",2018,1922200,45.02,2.5,0.48,35.85,0.39,15.75,25.78,11.91,12.26,61.61,12.85,7.9
"06087",2018,273765,76.15,0.95,0.5,4.6,0.12,17.68,33.49,13.6,18.39,58.56,14.98,11.1
"06089",2018,179085,87.02,1.23,2.63,3.03,0.11,5.98,9.83,9.2,11.74,52.94,19.89,17.8
"06091",2018,2930,98.63,0.2,0.85,0,0,0.31,11.06,6.7,7.65,39.83,29.11,13.2
"06093",2018,43540,84.91,1.45,3.37,1.56,0.34,8.36,12.26,10.01,10.31,47.02,24.03,19.4
"06095",2018,438530,52.71,14.1,0.48,15.46,0.94,16.31,26.09,12.02,12.98,58.57,14.68,12.4
"06097",2018,501317,74.91,1.59,0.97,4.01,0.33,18.2,26.53,11.97,11.98,53.96,18.17,12.1
"06099",2018,539301,75.8,2.88,0.79,5.42,0.74,14.36,45.61,21.67,14.3,63.91,12.57,13.2
"06101",2018,95872,69.63,2.09,0.98,15.27,0.59,11.45,30.62,22.01,13.34,61.1,14.84,13.8
"06103",2018,63373,85.4,0.74,2.56,1.52,0.03,9.75,24.65,15.61,11.72,54.57,18.88,20.1
"06105",2018,12862,86.58,0.68,4.49,1.61,1.23,5.42,7.23,9.35,8.99,41.76,26.35,21.4
"06107",2018,460477,76.5,1.59,1.19,3.57,0.15,17,64.1,30.23,15.48,68.1,10.94,12.1
"06109",2018,53932,87.5,1.72,1.85,1.39,0.25,7.3,12.1,9.57,9.95,46.43,24.76,19
"06111",2018,848112,80.2,1.75,0.83,7.28,0.21,9.72,42.45,15.56,13.8,58.86,14.55,10.9
"06113",2018,214977,67.81,2.71,0.58,13.77,0.46,14.66,31.54,13.63,23.62,66.69,11.83,9.3
"06115",2018,75493,74.63,3.22,1.43,6.76,0.45,13.5,27.8,17.96,13.98,65.46,12.02,15.8
"08001",2018,497115,82.5,3.32,1.26,3.88,0.12,8.92,39.68,17,13.1,66.87,9.89,10.5
