GEOID10,ZCTA5CE10,AFFGEOID10,minDistZips_mi
"24622","24622",8600000US24622,12.9207810238814
"44123","44123",8600000US44123,5.68570455617882
"98382","98382",8600000US98382,25.0278585059536
"73505","73505",8600000US73505,1.7843910641525
"25425","25425",8600000US25425,3.8763512096368
"97630","97630",8600000US97630,83.8727172942004
"82225","82225",8600000US82225,92.1201771461105
"35079","35079",8600000US35079,18.3740339193319
"08073","08073",8600000US08073,5.55427653372114
"87506","87506",8600000US87506,6.60097587792397
"88301","88301",8600000US88301,39.7186007270101
"87558","87558",8600000US87558,14.0266690979456
"88042","88042",8600000US88042,23.9694173109895
"88055","88055",8600000US88055,21.5326093675522
"10171","10171",8600000US10171,0.344509451602244
"10110","10110",8600000US10110,0.239729344352355
"12758","12758",8600000US12758,23.1382903427994
"10282","10282",8600000US10282,0.887968407999814
"14212","14212",8600000US14212,1.14615315486647
"11956","11956",8600000US11956,10.7416166905346
"14788","14788",8600000US14788,3.82509752790688
"10040","10040",8600000US10040,0.518200459187
"11501","11501",8600000US11501,3.33838123240542
"14035","14035",8600000US14035,22.8000688188732
"13617","13617",8600000US13617,2.24037277923699
"13316","13316",8600000US13316,21.5520677615437
"34287","34287",8600000US34287,0.237891792556927
"33413","33413",8600000US33413,3.71520570066684
"32421","32421",8600000US32421,11.8045879150722
"30417","30417",8600000US30417,3.23795645551179
"30816","30816",8600000US30816,8.22485414455405
"30332","30332",8600000US30332,0.597306584396155
"30705","30705",8600000US30705,2.29161298125729
"31631","31631",8600000US31631,36.7668275458651
"31038","31038",8600000US31038,13.2625429288636
"30464","30464",8600000US30464,11.4974997264026
"31018","31018",8600000US31018,12.9115485475289
"30428","30428",8600000US30428,7.55740378924837
"96777","96777",8600000US96777,16.0648544698719
"96746","96746",8600000US96746,4.66099654807654
"83553","83553",8600000US83553,77.0554894883701
"61414","61414",8600000US61414,20.2987220736921
"13102","13102",8600000US13102,7.8549206929309
"27893","27893",8600000US27893,2.80678898652384
"27295","27295",8600000US27295,5.83692378418927
"28504","28504",8600000US28504,4.75276671848874
"28787","28787",8600000US28787,8.81326279475276
"27825","27825",8600000US27825,7.32465859968664
"28611","28611",8600000US28611,8.34600156931662
"28089","28089",8600000US28089,5.81970364431135
"58205","58205",8600000US58205,17.4886818881878
"43084","43084",8600000US43084,13.6341962092136
"44493","44493",8600000US44493,8.80875388447664
"44233","44233",8600000US44233,11.2490254247502
"43203","43203",8600000US43203,0.566542678770522
"44671","44671",8600000US44671,1.61781980351655
"43330","43330",8600000US43330,18.6112329286843
"01236","01236",8600000US01236,4.95463959590318
"01003","01003",8600000US01003,1.24073069370036
"49861","49861",8600000US49861,51.9671955878381
"48625","48625",8600000US48625,24.6122989397329
"48233","48233",8600000US48233,1.95929692219944
"48091","48091",8600000US48091,1.77278601829814
"49948","49948",8600000US49948,24.4997154239815
"55029","55029",8600000US55029,48.1191219308646
"56467","56467",8600000US56467,99.2469399603453
"56639","56639",8600000US56639,18.8075998446402
"56671","56671",8600000US56671,71.9489235493072
"56001","56001",8600000US56001,3.08719727016084
"56313","56313",8600000US56313,65.2452117007938
"39140","39140",8600000US39140,2.33669496790625
"39759","39759",8600000US39759,2.13518032169836
"38920","38920",8600000US38920,18.9287234729352
"39170","39170",8600000US39170,3.07293956682875
"39069","39069",8600000US39069,2.30826470639542
"38945","38945",8600000US38945,6.66979446310222
"39332","39332",8600000US39332,9.81450013009601
"64093","64093",8600000US64093,2.39527749931114
"90301","90301",8600000US90301,0.7234171216882
"95545","95545",8600000US95545,17.0211653359514
"80023","80023",8600000US80023,5.58242696072655
"81227","81227",8600000US81227,28.4583770718753
"80515","80515",8600000US80515,7.40988969656374
"06412","06412",8600000US06412,8.63070706662614
"06481","06481",8600000US06481,1.92405865607201
"19716","19716",8600000US19716,3.17409613385723
"34488","34488",8600000US34488,10.0045492943944
"34202","34202",8600000US34202,7.12935413201901
"62982","62982",8600000US62982,0.928572101275132
"47708","47708",8600000US47708,0.658257905755069
"51243","51243",8600000US51243,28.0541158791192
"30660","30660",8600000US30660,13.6262550634555
"41073","41073",8600000US41073,1.29394511349401
"70357","70357",8600000US70357,13.5554968429281
"71254","71254",8600000US71254,16.4679872139733
"42464","42464",8600000US42464,12.2442928469739
"41083","41083",8600000US41083,9.9337155012142
"40444","40444",8600000US40444,5.96555334857514
"41035","41035",8600000US41035,8.25441642582027
"40057","40057",8600000US40057,10.1053113607319
"41612","41612",8600000US41612,10.7240294182649
"40025","40025",8600000US40025,5.29285095999178
"40313","40313",8600000US40313,21.1644427615688
"41725","41725",8600000US41725,3.38067564541357
"40144","40144",8600000US40144,27.3414687102862
"71360","71360",8600000US71360,2.48820560886756
"71268","71268",8600000US71268,6.69813905018927
"70575","70575",8600000US70575,2.79807317372518
"71479","71479",8600000US71479,7.84631476511147
"04039","04039",8600000US04039,17.2304598472042
"04622","04622",8600000US04622,18.4893141803189
"04354","04354",8600000US04354,13.0493543866814
"04975","04975",8600000US04975,13.7244855679549
"04920","04920",8600000US04920,8.85874698078747
"20899","20899",8600000US20899,1.62678305409034
"21717","21717",8600000US21717,6.61759114454752
"64125","64125",8600000US64125,2.30720721922159
"63653","63653",8600000US63653,0.432004902059273
"64066","64066",8600000US64066,5.02528271891825
"65556","65556",8600000US65556,2.02457163501044
"65623","65623",8600000US65623,5.07543138541688
"65612","65612",8600000US65612,9.97337248743112
"59456","59456",8600000US59456,39.8446493705589
"59054","59054",8600000US59054,74.1650801752795
"59735","59735",8600000US59735,48.8813037478144
"59834","59834",8600000US59834,25.0601878741307
"68137","68137",8600000US68137,1.78306019309383
"69333","69333",8600000US69333,101.394715618001
"68841","68841",8600000US68841,19.4752042252697
"68304","68304",8600000US68304,19.5815077179019
"03280","03280",8600000US03280,23.2243660243039
"03753","03753",8600000US03753,25.5834114797809
"07621","07621",8600000US07621,3.45742499386876
"08740","08740",8600000US08740,6.23794672511166
"16244","16244",8600000US16244,19.7537596777833
"15422","15422",8600000US15422,4.87902939101567
"18444","18444",8600000US18444,10.1646841066519
"17576","17576",8600000US17576,6.48413161240491
"15049","15049",8600000US15049,2.84592283198281
"19102","19102",8600000US19102,0.200622851217282
"18617","18617",8600000US18617,5.2768341369316
"29108","29108",8600000US29108,1.58776796922394
"29030","29030",8600000US29030,11.5398957563845
"29483","29483",8600000US29483,1.98305744672781
"29591","29591",8600000US29591,4.18123003277541
"29117","29117",8600000US29117,1.98647003542101
"29368","29368",8600000US29368,11.1412770047239
"57422","57422",8600000US57422,38.2290201456178
"57054","57054",8600000US57054,21.988631560122
"37066","37066",8600000US37066,19.8271134771546
"38301","38301",8600000US38301,5.2928663371085
"37174","37174",8600000US37174,4.02422271837457
"60129","60129",8600000US60129,14.4154123348386
"61839","61839",8600000US61839,25.7601534846363
"61049","61049",8600000US61049,18.3240145859777
"60144","60144",8600000US60144,14.3710104656698
"60302","60302",8600000US60302,0.976579782350139
"60472","60472",8600000US60472,0.340160033539123
"47421","47421",8600000US47421,26.2457451657676
"47916","47916",8600000US47916,12.5790587312539
"47860","47860",8600000US47860,7.74021190244904
"46961","46961",8600000US46961,10.059207300477
"47281","47281",8600000US47281,16.8056874472141
"50230","50230",8600000US50230,30.2768108003572
"50227","50227",8600000US50227,53.0701509857435
"50551","50551",8600000US50551,35.4299748203812
"50105","50105",8600000US50105,8.39149107102565
"52033","52033",8600000US52033,24.4577210767813
"50559","50559",8600000US50559,66.955931369548
"51230","51230",8600000US51230,28.4149585829468
"67747","67747",8600000US67747,51.4878326346981
"66621","66621",8600000US66621,1.08600956362179
"67457","67457",8600000US67457,22.6592840157211
"40372","40372",8600000US40372,9.88202626079294
"99109","99109",8600000US99109,1.11446164814051
"99166","99166",8600000US99166,41.6697736102025
"98304","98304",8600000US98304,46.5512419398985
"98830","98830",8600000US98830,16.3013272120529
"26405","26405",8600000US26405,11.6916894326254
"26554","26554",8600000US26554,1.60377402826009
"25271","25271",8600000US25271,1.92933083711514
"98638","98638",8600000US98638,20.7701441441099
"24844","24844",8600000US24844,9.09996525176998
"24845","24845",8600000US24845,8.80814974084565
"24736","24736",8600000US24736,8.69564163288119
"26250","26250",8600000US26250,1.67333396234973
"54521","54521",8600000US54521,3.67494781493188
"24847","24847",8600000US24847,8.30412874698529
"54985","54985",8600000US54985,6.59621094632212
"83116","83116",8600000US83116,56.3965619118445
"26151","26151",8600000US26151,5.83960759294561
"98305","98305",8600000US98305,68.9641253424379
"24656","24656",8600000US24656,4.49629750639864
"19731","19731",8600000US19731,9.41469884292759
"46376","46376",8600000US46376,23.4471207538783
"54896","54896",8600000US54896,8.75990654058641
"33404","33404",8600000US33404,1.94098466751982
"35548","35548",8600000US35548,22.5826461277575
"36775","36775",8600000US36775,14.4073907709478
"71651","71651",8600000US71651,18.0266668493472
"53504","53504",8600000US53504,30.4419322409294
"03101","03101",8600000US03101,0.51073670308944
"21802","21802",8600000US21802,1.97271195764688
"02141","02141",8600000US02141,1.15535101019379
"66019","66019",8600000US66019,14.4189762993487
"61315","61315",8600000US61315,29.6824069735143
"46987","46987",8600000US46987,6.45054400256431
"48083","48083",8600000US48083,6.70594776645824
"04490","04490",8600000US04490,23.0044082344723
"06059","06059",8600000US06059,8.72941165510479
"80290","80290",8600000US80290,0.21679964089231
"99124","99124",8600000US99124,20.2353195548052
"05747","05747",8600000US05747,9.47517727065647
"76483","76483",8600000US76483,37.7114692356463
"88134","88134",8600000US88134,19.1538073804421
"07702","07702",8600000US07702,1.61519477072563
"17083","17083",8600000US17083,5.50555660835787
"84629","84629",8600000US84629,27.8679442141025
"19103","19103",8600000US19103,0.691993431820815
"15015","15015",8600000US15015,14.7941023208212
"17250","17250",8600000US17250,1.80734415899171
"43970","43970",8600000US43970,14.8273431041912
"43529","43529",8600000US43529,19.1673338493398
"12307","12307",8600000US12307,0.513539934009845
"36522","36522",8600000US36522,2.94015277285342
"30165","30165",8600000US30165,16.8981259179954
"85922","85922",8600000US85922,31.1339554572018
"85620","85620",8600000US85620,7.4237467695261
"84531","84531",8600000US84531,24.3110038561073
"96120","96120",8600000US96120,36.8638937714187
"82063","82063",8600000US82063,49.1877182552709
"93643","93643",8600000US93643,15.5688139109532
"96080","96080",8600000US96080,10.1811018000608
"95458","95458",8600000US95458,11.4975919445617
"74578","74578",8600000US74578,1.85493683847052
"97624","97624",8600000US97624,19.0705179855616
"97343","97343",8600000US97343,14.4106176731323
"97148","97148",8600000US97148,14.5379257605395
"16616","16616",8600000US16616,6.46611834184597
"97123","97123",8600000US97123,7.57822699638745
"97424","97424",8600000US97424,19.8525727033484
"17756","17756",8600000US17756,18.9074264312715
"97758","97758",8600000US97758,57.6074970860612
"97494","97494",8600000US97494,5.25087111727122
"19442","19442",8600000US19442,10.620925729497
"17887","17887",8600000US17887,13.2268687104301
"15078","15078",8600000US15078,3.50502836153105
"15737","15737",8600000US15737,10.6166873751091
"15546","15546",8600000US15546,18.8675726456029
"18428","18428",8600000US18428,5.05992438605875
"18814","18814",8600000US18814,32.5847457663597
"17041","17041",8600000US17041,13.4871747097285
"85019","85019",8600000US85019,1.04915860021186
"71665","71665",8600000US71665,5.4192244006811
"71671","71671",8600000US71671,3.65908537167937
"71998","71998",8600000US71998,2.51315840717337
"72476","72476",8600000US72476,4.35123358216805
"71837","71837",8600000US71837,18.9843740470845
"71763","71763",8600000US71763,20.4000099537101
"71858","71858",8600000US71858,22.6945091781389
"93254","93254",8600000US93254,6.07007743758794
"20520","20520",8600000US20520,1.26089420654812
"20427","20427",8600000US20427,1.02375119972254
"32714","32714",8600000US32714,2.67941446141898
"32134","32134",8600000US32134,13.8149735962758
"33498","33498",8600000US33498,4.2786448989877
"31021","31021",8600000US31021,3.39529505063179
"30521","30521",8600000US30521,13.3962960832416
"31804","31804",8600000US31804,11.9092160130795
"30252","30252",8600000US30252,16.0355369093487
"39842","39842",8600000US39842,1.02307901064948
"30474","30474",8600000US30474,4.81450632882029
"95835","95835",8600000US95835,2.53730894772426
"93203","93203",8600000US93203,8.21886907983602
"95364","95364",8600000US95364,69.7221043048742
"91203","91203",8600000US91203,1.0726555260666
"95363","95363",8600000US95363,5.22317513360548
"93665","93665",8600000US93665,2.64686157027627
"90071","90071",8600000US90071,0.427123898403597
"95724","95724",8600000US95724,22.2530888655777
"80302","80302",8600000US80302,5.99286693661421
"80746","80746",8600000US80746,52.2617121606838
"81223","81223",8600000US81223,25.5772914771704
"81243","81243",8600000US81243,50.7157609605432
"80218","80218",8600000US80218,1.24093618399428
"19977","19977",8600000US19977,7.13351102442003
"20202","20202",8600000US20202,0.920456756827615
"34681","34681",8600000US34681,4.99334377429464
"32097","32097",8600000US32097,10.9067982631309
"30513","30513",8600000US30513,2.27021679235524
"31318","31318",8600000US31318,16.7024475327075
"31780","31780",8600000US31780,11.8950815206292
"30326","30326",8600000US30326,3.66388347262263
"30293","30293",8600000US30293,8.79172312962638
"96786","96786",8600000US96786,4.81585481437895
"83244","83244",8600000US83244,71.907359950007
"83544","83544",8600000US83544,60.1709479863602
"83218","83218",8600000US83218,17.4541077023388
"83467","83467",8600000US83467,53.5488267225687
"62089","62089",8600000US62089,22.2531425376183
"61243","61243",8600000US61243,14.8200098852823
"62987","62987",8600000US62987,13.3220375284026
"60171","60171",8600000US60171,1.86160517431879
"60643","60643",8600000US60643,2.10612537242952
"62865","62865",8600000US62865,2.27953439386289
"61936","61936",8600000US61936,15.2155787076035
"61039","61039",8600000US61039,23.9841902370119
"47457","47457",8600000US47457,20.0991614606612
"47337","47337",8600000US47337,13.3584472753694
"46183","46183",8600000US46183,9.47582915155394
"46068","46068",8600000US46068,6.74624317195771
"47836","47836",8600000US47836,11.835364848889
"47683","47683",8600000US47683,14.2309784729443
"47969","47969",8600000US47969,20.835288014028
"52060","52060",8600000US52060,37.9999003505686
"51244","51244",8600000US51244,22.8053749086411
"50603","50603",8600000US50603,40.8061438017459
"52647","52647",8600000US52647,16.5940491269545
"51036","51036",8600000US51036,10.6181920490232
"66216","66216",8600000US66216,2.66207846182477
"66728","66728",8600000US66728,9.60136030356272
"67520","67520",8600000US67520,27.4817689863322
"40380","40380",8600000US40380,3.42447180943851
"42431","42431",8600000US42431,5.31047803882197
"41260","41260",8600000US41260,3.45266407215697
"40404","40404",8600000US40404,0.237885398601745
"42210","42210",8600000US42210,1.97711595285885
"42411","42411",8600000US42411,12.5812373200242
"40049","40049",8600000US40049,3.70927413475517
"70549","70549",8600000US70549,27.5046480740154
"70582","70582",8600000US70582,4.80370535121838
"95441","95441",8600000US95441,8.94097128987966
"94574","94574",8600000US94574,6.10387561614053
"90621","90621",8600000US90621,0.553568722294611
"95485","95485",8600000US95485,9.9835177739315
"93664","93664",8600000US93664,30.7488971814093
"37338","37338",8600000US37338,16.4033326189224
"37374","37374",8600000US37374,16.1367017469774
"76597","76597",8600000US76597,20.4940594994354
"37132","37132",8600000US37132,1.55643310546845
"37246","37246",8600000US37246,1.05076451817017
"75752","75752",8600000US75752,3.7381823862587
"78076","78076",8600000US78076,8.17271587943997
"79781","79781",8600000US79781,79.792420112078
"78653","78653",8600000US78653,1.7928813072571
"77880","77880",8600000US77880,11.7729944964486
"75779","75779",8600000US75779,13.3592669417257
"78014","78014",8600000US78014,8.54788442964385
"76305","76305",8600000US76305,9.15626786551648
"75652","75652",8600000US75652,8.14967883471002
"77575","77575",8600000US77575,4.46485770005634
"76801","76801",8600000US76801,5.41054720713926
"78058","78058",8600000US78058,31.3208200623656
"76877","76877",8600000US76877,40.1678761226614
"78881","78881",8600000US78881,20.4770801902634
"75844","75844",8600000US75844,23.1672794193249
"77954","77954",8600000US77954,29.0129087232156
"78620","78620",8600000US78620,16.4637195509475
"79731","79731",8600000US79731,34.5423185014888
"76148","76148",8600000US76148,11.5350074857057
"75929","75929",8600000US75929,23.74256384018
"75831","75831",8600000US75831,17.6268874654755
"79081","79081",8600000US79081,43.3666112267577
"76676","76676",8600000US76676,24.4114747702066
"24153","24153",8600000US24153,7.81099500553684
"84648","84648",8600000US84648,33.8789039609467
"84751","84751",8600000US84751,54.1880075525812
"05056","05056",8600000US05056,11.9041725619219
"05079","05079",8600000US05079,9.2443459284607
"05405","05405",8600000US05405,1.04246952189363
"22514","22514",8600000US22514,7.87186849510327
"24483","24483",8600000US24483,10.954616052983
"24013","24013",8600000US24013,0.987280273177693
"22845","22845",8600000US22845,8.45112909669234
"17885","17885",8600000US17885,29.2992709352993
"98045","98045",8600000US98045,36.9578450242989
"99203","99203",8600000US99203,2.15239813164906
"26562","26562",8600000US26562,2.83181377163952
"26763","26763",8600000US26763,12.2426971769753
"15027","15027",8600000US15027,4.15390561968849
"54143","54143",8600000US54143,6.14402218688844
"97838","97838",8600000US97838,1.87917704502628
"36766","36766",8600000US36766,8.48598207054965
"35650","35650",8600000US35650,21.017197490926
"36784","36784",8600000US36784,29.3200644193816
"35579","35579",8600000US35579,7.12600985564767
"36268","36268",8600000US36268,12.425625261481
"99833","99833",8600000US99833,60.3721224012275
"99701","99701",8600000US99701,145.717421634854
"99654","99654",8600000US99654,14.1812758957267
"86520","86520",8600000US86520,38.6579801697044
"86326","86326",8600000US86326,3.1594397114006
"85924","85924",8600000US85924,39.5886528852742
"29670","29670",8600000US29670,7.03427832452585
"57346","57346",8600000US57346,17.8198879155069
"37324","37324",8600000US37324,22.4256514766968
"57236","57236",8600000US57236,39.1555600089598
"37377","37377",8600000US37377,9.14457193076334
"37315","37315",8600000US37315,11.830590260638
"37725","37725",8600000US37725,7.23748956962168
"38029","38029",8600000US38029,3.61841375963164
"38047","38047",8600000US38047,13.5716425859075
"37770","37770",8600000US37770,6.5176513599615
"70772","70772",8600000US70772,5.60700072542516
"70128","70128",8600000US70128,1.95483724033773
"70648","70648",8600000US70648,12.4882341846872
"04450","04450",8600000US04450,10.1374797044818
"04472","04472",8600000US04472,6.86194664856578
"33432","33432",8600000US33432,0.332553160862607
"83823","83823",8600000US83823,34.5329770182979
"46327","46327",8600000US46327,0.74197924690279
"61112","61112",8600000US61112,5.19933365643062
"04851","04851",8600000US04851,1.36885579994491
"60958","60958",8600000US60958,18.0312256879075
"46799","46799",8600000US46799,17.1899565564923
"20818","20818",8600000US20818,6.00283271831522
"50314","50314",8600000US50314,0.477645174901438
"70517","70517",8600000US70517,12.5939662774072
"40383","40383",8600000US40383,3.89110608538918
"49878","49878",8600000US49878,50.4431841613449
"04739","04739",8600000US04739,7.11386894443627
"38844","38844",8600000US38844,12.0932067512836
"63775","63775",8600000US63775,0.585881432757844
"01340","01340",8600000US01340,11.777172607438
"49248","49248",8600000US49248,10.4156465039959
"02343","02343",8600000US02343,5.75070570067717
"49780","49780",8600000US49780,25.4489513646559
"07720","07720",8600000US07720,2.21397334861933
"87830","87830",8600000US87830,1.47900416852742
"49722","49722",8600000US49722,2.60575698374743
"27053","27053",8600000US27053,23.8641047991166
"65802","65802",8600000US65802,1.02560131951978
"65742","65742",8600000US65742,11.085196315467
"58801","58801",8600000US58801,11.8464212573204
"07079","07079",8600000US07079,2.63739057404263
"07870","07870",8600000US07870,4.92220478851849
"03447","03447",8600000US03447,20.0748481552229
"07723","07723",8600000US07723,2.30150692614493
"02873","02873",8600000US02873,4.7453897047893
"57754","57754",8600000US57754,48.3843370167767
"10605","10605",8600000US10605,2.25154743693189
"37738","37738",8600000US37738,4.36954411361797
"11207","11207",8600000US11207,0.135766548238356
"37620","37620",8600000US37620,6.69111343000238
"79346","79346",8600000US79346,31.4206767535931
"75488","75488",8600000US75488,20.8641891606595
"05488","05488",8600000US05488,0.186314568217399
"57641","57641",8600000US57641,5.03583141184353
"24605","24605",8600000US24605,9.3624255021342
"23310","23310",8600000US23310,7.1507502528548
"24426","24426",8600000US24426,7.54579376363514
"98422","98422",8600000US98422,5.08449036640278
"99114","99114",8600000US99114,16.0969577559009
"25514","25514",8600000US25514,4.97504354207411
"28533","28533",8600000US28533,2.42948996565343
"28032","28032",8600000US28032,2.10219548877886
"45142","45142",8600000US45142,4.5489334912039
"58368","58368",8600000US58368,44.4098228307024
"58622","58622",8600000US58622,59.551296077989
"58007","58007",8600000US58007,38.177089368971
"43467","43467",8600000US43467,8.4134668151538
"43008","43008",8600000US43008,12.1410954010482
"44615","44615",8600000US44615,16.8765668463331
"45745","45745",8600000US45745,17.1032475099456
"44682","44682",8600000US44682,10.9534767091813
"44507","44507",8600000US44507,3.29922105843055
"43142","43142",8600000US43142,11.4988331570182
"43736","43736",8600000US43736,6.84640784353187
"43750","43750",8600000US43750,5.08152169511921
"44011","44011",8600000US44011,7.01381217433305
"74016","74016",8600000US74016,18.1377905000553
"74003","74003",8600000US74003,26.865430646442
"74464","74464",8600000US74464,1.62843090078242
"73441","73441",8600000US73441,30.1842894115693
"97525","97525",8600000US97525,1.27147404916201
"97064","97064",8600000US97064,23.1220654120404
"97355","97355",8600000US97355,6.2119389309617
"97434","97434",8600000US97434,36.2813222352375
"16617","16617",8600000US16617,8.80217476873693
"97886","97886",8600000US97886,27.4554799904926
"16340","16340",8600000US16340,11.0723448065818
"17097","17097",8600000US17097,19.1918246518278
"15557","15557",8600000US15557,21.1180122868019
"15420","15420",8600000US15420,0.920095983358847
"16652","16652",8600000US16652,4.2615349353615
"19559","19559",8600000US19559,18.7191549575852
"18430","18430",8600000US18430,8.95802439673727
"15301","15301",8600000US15301,0.327755424858934
"17965","17965",8600000US17965,6.65467772288972
"15901","15901",8600000US15901,6.42122712666147
"17829","17829",8600000US17829,32.8270691815702
"19564","19564",8600000US19564,14.5637666927616
"15077","15077",8600000US15077,7.31631169041388
"17920","17920",8600000US17920,8.232194990436
"17822","17822",8600000US17822,15.0323892524452
"19107","19107",8600000US19107,0.163862242422936
"02876","02876",8600000US02876,5.21067680281457
"29646","29646",8600000US29646,3.08054652604215
"29003","29003",8600000US29003,5.61394168953331
"29014","29014",8600000US29014,14.2364146598197
"29135","29135",8600000US29135,2.008732936637
"10456","10456",8600000US10456,0.231174080032136
"13343","13343",8600000US13343,13.7183484166293
"14456","14456",8600000US14456,1.37146883039862
"11417","11417",8600000US11417,0.79642954570724
"13440","13440",8600000US13440,0.406728181429324
"13856","13856",8600000US13856,31.7099522628107
"11104","11104",8600000US11104,0.927688087232604
"10024","10024",8600000US10024,0.136416015633335
"12456","12456",8600000US12456,4.97753186259767
"10535","10535",8600000US10535,8.32008130567426
"11212","11212",8600000US11212,0.203226247275918
"11694","11694",8600000US11694,3.87910779303676
"11415","11415",8600000US11415,0.722583692815161
"28777","28777",8600000US28777,0.850789164025424
"27827","27827",8600000US27827,10.587049663066
"27891","27891",8600000US27891,2.0740124264068
"28465","28465",8600000US28465,4.20756863709765
"38053","38053",8600000US38053,10.6222245042017
"37727","37727",8600000US37727,7.40763851224436
"11209","11209",8600000US11209,0.690373103528072
"37148","37148",8600000US37148,18.2193892500596
"10703","10703",8600000US10703,2.03468400691902
"79714","79714",8600000US79714,42.5828680365105
"75551","75551",8600000US75551,2.66831919105878
"78851","78851",8600000US78851,86.3735472170414
"28607","28607",8600000US28607,1.28491053467134
"58239","58239",8600000US58239,63.2955248385026
"98244","98244",8600000US98244,30.9416197293331
"99141","99141",8600000US99141,25.9196042322056
"26836","26836",8600000US26836,6.87520570027666
"86054","86054",8600000US86054,31.1474870091329
"82835","82835",8600000US82835,80.136886101273
"35654","35654",8600000US35654,6.97733585497557
"35242","35242",8600000US35242,9.59628123598539
"02139","02139",8600000US02139,0.179707788489374
"63853","63853",8600000US63853,11.5087391981821
"70139","70139",8600000US70139,0.396102793432676
"47654","47654",8600000US47654,12.9581059730068
"50673","50673",8600000US50673,24.5498913541593
"02180","02180",8600000US02180,5.45569901873693
"04952","04952",8600000US04952,8.13997052147417
"01199","01199",8600000US01199,0.756281680244746
"92662","92662",8600000US92662,3.21162003097234
"99174","99174",8600000US99174,32.8305935580679
"24577","24577",8600000US24577,21.3527984469445
"07662","07662",8600000US07662,2.77792124193599
"88028","88028",8600000US88028,4.79366592996808
"11360","11360",8600000US11360,3.77052944636352
"14854","14854",8600000US14854,15.0054635565578
"87025","87025",8600000US87025,21.1870957221374
"16253","16253",8600000US16253,19.1727580855032
"84329","84329",8600000US84329,71.6445664664375
"15715","15715",8600000US15715,6.25028663689506
"38562","38562",8600000US38562,1.04135447555331
"04068","04068",8600000US04068,4.63356888780462
"04750","04750",8600000US04750,12.6948355981383
