"GEOID","year","essnWrkE","wrkPopE","essnWrkP"
"02150",2018,3225,6919,46.61
"02158",2018,948,2088,45.4
"02164",2018,271,594,45.62
"02170",2018,20457,43000,47.57
"02180",2018,1454,3664,39.68
"02185",2018,2179,5465,39.87
"02188",2018,1208,2636,45.83
"02195",2018,813,1577,51.55
"02198",2018,1381,2789,49.52
"02220",2018,1843,4746,38.83
"02230",2018,270,695,38.85
"02240",2018,1559,2896,53.83
"02261",2018,2125,4744,44.79
"02275",2018,464,1128,41.13
"02282",2018,155,357,43.42
"02290",2018,897,2118,42.35
"04001",2018,9316,18365,50.73
"04003",2018,19417,43097,45.05
"04005",2018,27202,66310,41.02
"04007",2018,9237,18162,50.86
"04009",2018,6214,12837,48.41
"04011",2018,2403,3812,63.04
"04012",2018,3635,6466,56.22
"04013",2018,756344,2004236,37.74
"04015",2018,34608,71244,48.58
"04017",2018,17226,33272,51.77
"04019",2018,183275,440596,41.6
"04021",2018,66517,150294,44.26
"04023",2018,8008,17233,46.47
"04025",2018,37616,84142,44.71
"04027",2018,40371,75912,53.18
"05001",2018,3000,7796,38.48
"05003",2018,3941,7728,51
"05005",2018,6768,16232,41.7
"05007",2018,43418,125343,34.64
"05009",2018,7029,16145,43.54
"05011",2018,2304,4209,54.74
"05013",2018,955,2155,44.32
"05015",2018,4931,11867,41.55
"05017",2018,1528,3583,42.65
"05019",2018,4464,10475,42.62
"05021",2018,2920,6249,46.73
"05023",2018,5137,10235,50.19
"05025",2018,1468,3230,45.45
"05027",2018,4006,9469,42.31
"05029",2018,4668,8870,52.63
"05031",2018,21779,48814,44.62
"05033",2018,10940,25985,42.1
"05035",2018,9647,20402,47.28
"05037",2018,3781,7516,50.31
"05039",2018,1421,2944,48.27
"05041",2018,2187,4426,49.41
"05043",2018,3253,7825,41.57
"05045",2018,22546,57226,39.4
"05047",2018,2769,6773,40.88
"05049",2018,1972,4045,48.75
"05051",2018,18179,40302,45.11
"05053",2018,3493,7594,46
"05055",2018,8464,18971,44.62
"05057",2018,4332,8834,49.04
"05059",2018,6455,13232,48.78
"05061",2018,2466,5559,44.36
"05063",2018,7035,15547,45.25
"05065",2018,2202,4654,47.31
"05067",2018,2890,5563,51.95
"05069",2018,11629,26047,44.65
"05071",2018,4507,10363,43.49
"05073",2018,1078,2630,40.99
"05075",2018,2961,6613,44.78
"05077",2018,1369,2708,50.55
"05079",2018,1659,3366,49.29
"05081",2018,2080,4804,43.3
"05083",2018,4156,8723,47.64
"05085",2018,13610,32335,42.09
"05087",2018,2981,6574,45.35
"05089",2018,2338,5322,43.93
"05091",2018,7647,17600,43.45
"05093",2018,7804,17337,45.01
"05095",2018,1362,2984,45.64
"05097",2018,1772,3284,53.96
"05099",2018,2001,3151,63.5
"05101",2018,1482,3080,48.12
"05103",2018,4267,9839,43.37
"05105",2018,1785,3763,47.44
"05107",2018,3362,6851,49.07
"05109",2018,2359,4548,51.87
"05111",2018,4340,9539,45.5
"05113",2018,3614,7292,49.56
"05115",2018,12440,27105,45.9
"05117",2018,1583,3465,45.69
"05119",2018,70960,184451,38.47
"05121",2018,3581,6831,52.42
"05123",2018,4385,8697,50.42
"05125",2018,24246,56382,43
"05127",2018,1898,3763,50.44
"05129",2018,1503,3129,48.03
"05131",2018,24296,56926,42.68
"05133",2018,3713,7498,49.52
"05135",2018,2798,5871,47.66
"05137",2018,2678,4540,58.99
"05139",2018,6500,15821,41.08
"05141",2018,3064,5675,53.99
"05143",2018,41722,110021,37.92
"05145",2018,13963,32028,43.6
"05147",2018,1034,2526,40.93
"05149",2018,4136,8983,46.04
"06001",2018,268312,847170,31.67
"06003",2018,158,366,43.17
"06005",2018,5725,13289,43.08
"06007",2018,41071,94908,43.27
"06009",2018,7091,17114,41.43
"06011",2018,5227,9663,54.09
"06013",2018,191369,547323,34.96
"06015",2018,4884,8823,55.36
"06017",2018,30193,83049,36.36
"06019",2018,193157,400175,48.27
"06021",2018,5760,10994,52.39
"06023",2018,26270,60970,43.09
"06025",2018,30813,59919,51.42
"06027",2018,3744,8090,46.28
"06029",2018,177439,339384,52.28
"06031",2018,28896,53217,54.3
"06033",2018,12386,23589,52.51
"06035",2018,4859,8788,55.29
"06037",2018,1832627,4869658,37.63
"06039",2018,29367,57799,50.81
"06041",2018,37090,131425,28.22
"06043",2018,3343,7051,47.41
"06045",2018,17773,37712,47.13
"06047",2018,53177,102638,51.81
"06049",2018,1560,3125,49.92
"06051",2018,3330,8278,40.23
"06053",2018,95432,185025,51.58
"06055",2018,29633,70888,41.8
"06057",2018,16869,43368,38.9
"06059",2018,508989,1578079,32.25
"06061",2018,59331,173493,34.2
"06063",2018,3781,7536,50.17
"06065",2018,454779,1007795,45.13
"06067",2018,264657,686019,38.58
"06069",2018,13292,28831,46.1
"06071",2018,411798,892435,46.14
"06073",2018,565583,1564930,36.14
"06075",2018,137733,515382,26.72
"06077",2018,146188,305509,47.85
"06079",2018,52631,129358,40.69
"06081",2018,132369,409911,32.29
"06083",2018,91323,211751,43.13
"06085",2018,273566,985838,27.75
"06087",2018,51676,134904,38.31
"06089",2018,33052,72392,45.66
"06091",2018,703,1251,56.2
"06093",2018,7953,16725,47.55
"06095",2018,89399,202713,44.1
"06097",2018,101509,253421,40.06
"06099",2018,105862,222532,47.57
"06101",2018,18964,38664,49.05
"06103",2018,12548,24265,51.71
"06105",2018,2216,4758,46.57
"06107",2018,94892,177236,53.54
"06109",2018,10571,20930,50.51
"06111",2018,157470,412228,38.2
"06113",2018,38218,97374,39.25
"06115",2018,14349,28954,49.56
"08001",2018,109976,255711,43.01
"08003",2018,3415,6894,49.54
"08005",2018,121603,339873,35.78
"08007",2018,2613,5823,44.87
"08009",2018,793,1627,48.74
"08011",2018,765,1526,50.13
"08013",2018,47827,173653,27.54
"08014",2018,9431,36792,25.63
"08015",2018,4168,8674,48.05
"08017",2018,352,835,42.16
"08019",2018,2258,5287,42.71
"08021",2018,1527,2882,52.98
"08023",2018,672,1287,52.21
"08025",2018,1008,1821,55.35
"08027",2018,844,1405,60.07
"08029",2018,5312,10912,48.68
"08031",2018,136562,389034,35.1
"08033",2018,410,855,47.95
"08035",2018,43985,176575,24.91
"08037",2018,15449,33571,46.02
"08039",2018,5333,13449,39.65
"08041",2018,120231,314102,38.28
"08043",2018,7033,14196,49.54
"08045",2018,13823,31397,44.03
"08047",2018,1119,3645,30.7
"08049",2018,4453,8630,51.6
"08051",2018,4456,9560,46.61
"08053",2018,172,404,42.57
"08055",2018,1179,2593,45.47
"08057",2018,340,672,50.6
"08059",2018,99354,312767,31.77
"08061",2018,313,673,46.51
"08063",2018,1672,3587,46.61
"08065",2018,1654,4129,40.06
"08067",2018,11003,29546,37.24
"08069",2018,62650,177391,35.32
"08071",2018,2941,6021,48.85
"08073",2018,544,1529,35.58
"08075",2018,5517,10690,51.61
"08077",2018,30149,69681,43.27
"08079",2018,176,422,41.71
"08081",2018,3247,6266,51.82
"08083",2018,5150,11183,46.05
"08085",2018,8090,17337,46.66
"08087",2018,7115,13191,53.94
"08089",2018,3607,6993,51.58
"08091",2018,882,2346,37.6
"08093",2018,3479,9038,38.49
"08095",2018,1022,2028,50.39
"08097",2018,3712,11742,31.61
"08099",2018,2546,5350,47.59
"08101",2018,31834,67809,46.95
"08103",2018,1365,2935,46.51
"08105",2018,2295,4481,51.22
"08107",2018,6282,14631,42.94
"08109",2018,1367,2510,54.46
"08111",2018,127,310,40.97
"08113",2018,1786,5075,35.19
"08115",2018,415,970,42.78
"08117",2018,9214,19827,46.47
"08119",2018,5028,11679,43.05
"08121",2018,938,2297,40.84
"08123",2018,60542,146177,41.42
"08125",2018,2692,5078,53.01
"09001",2018,158328,475513,33.3
"09003",2018,154119,447893,34.41
"09005",2018,34623,97390,35.55
"09007",2018,29575,89022,33.22
"09009",2018,159643,427791,37.32
"09011",2018,50714,133036,38.12
"09013",2018,28010,80396,34.84
"09015",2018,24736,59404,41.64
"10001",2018,35295,79233,44.55
"10003",2018,98618,274190,35.97
"10005",2018,42251,97523,43.32
"11001",2018,89558,369194,24.26
"12001",2018,47649,123777,38.5
"12003",2018,4992,10762,46.39
"12005",2018,37253,81102,45.93
"12007",2018,4633,9324,49.69
"12009",2018,94696,245287,38.61
"12011",2018,375729,949870,39.56
"12013",2018,2879,4799,59.99
"12015",2018,27791,60875,45.65
"12017",2018,21819,45771,47.67
"12019",2018,39067,93396,41.83
"12021",2018,73344,154513,47.47
"12023",2018,13476,25965,51.9
"12027",2018,8760,13309,65.82
"12029",2018,2673,4768,56.06
"12031",2018,173963,440797,39.47
"12033",2018,55757,134938,41.32
"12035",2018,17092,40662,42.03
"12037",2018,2366,4158,56.9
"12039",2018,7785,16386,47.51
"12041",2018,3354,6775,49.51
"12043",2018,1977,3763,52.54
"12045",2018,2805,5654,49.61
"12047",2018,1773,3658,48.47
"12049",2018,5402,10011,53.96
"12051",2018,9795,16808,58.28
"12053",2018,29556,66227,44.63
"12055",2018,16384,32793,49.96
"12057",2018,254560,665406,38.26
"12059",2018,3284,6567,50.01
"12061",2018,24957,56931,43.84
"12063",2018,8516,16418,51.87
"12065",2018,2338,5247,44.56
"12067",2018,1128,2456,45.93
"12069",2018,57461,135768,42.32
"12071",2018,135592,299106,45.33
"12073",2018,47398,145442,32.59
"12075",2018,8137,14954,54.41
"12077",2018,1274,2425,52.54
"12079",2018,2777,6169,45.02
"12081",2018,64794,156850,41.31
"12083",2018,55537,122825,45.22
"12085",2018,26817,65578,40.89
"12086",2018,550803,1301540,42.32
"12087",2018,18664,40392,46.21
"12089",2018,15701,36402,43.13
"12091",2018,37161,87493,42.47
"12093",2018,8454,14722,57.42
"12095",2018,259956,661930,39.27
"12097",2018,73236,155492,47.1
"12099",2018,271383,669887,40.51
"12101",2018,84071,208871,40.25
"12103",2018,162930,446120,36.52
"12105",2018,125219,273691,45.75
"12107",2018,12688,24985,50.78
"12109",2018,35450,108015,32.82
"12111",2018,61743,126185,48.93
"12113",2018,29711,72986,40.71
"12115",2018,70753,166424,42.51
"12117",2018,74388,226769,32.8
"12119",2018,11008,25437,43.28
"12121",2018,9061,16817,53.88
"12123",2018,3223,6486,49.69
"12125",2018,1858,3724,49.89
"12127",2018,94454,220015,42.93
"12129",2018,5326,13328,39.96
"12131",2018,11926,29404,40.56
"12133",2018,4682,8527,54.91
"13001",2018,3850,7296,52.77
"13003",2018,1403,3168,44.29
"13005",2018,2075,4146,50.05
"13007",2018,538,1251,43.01
"13009",2018,8487,17708,47.93
"13011",2018,3611,7795,46.32
"13013",2018,13809,35632,38.75
"13015",2018,19448,47997,40.52
"13017",2018,2714,6313,42.99
"13019",2018,3365,7085,47.49
"13021",2018,26349,62200,42.36
"13023",2018,2138,4230,50.54
"13025",2018,3382,6729,50.26
"13027",2018,2664,5800,45.93
"13029",2018,6076,15755,38.57
"13031",2018,14862,33249,44.7
"13033",2018,4296,9028,47.59
"13035",2018,3866,8915,43.37
"13037",2018,891,1622,54.93
"13039",2018,9215,21340,43.18
"13043",2018,2108,4272,49.34
"13045",2018,21216,50923,41.66
"13047",2018,11937,31719,37.63
"13049",2018,2232,4199,53.16
"13051",2018,60037,135574,44.28
"13053",2018,1048,2177,48.14
"13055",2018,3663,8946,40.95
"13057",2018,38040,122561,31.04
"13059",2018,22905,58766,38.98
"13061",2018,438,876,50
"13063",2018,59852,126643,47.26
"13065",2018,1000,2257,44.31
"13067",2018,125388,389803,32.17
"13069",2018,7391,16627,44.45
"13071",2018,9923,18736,52.96
"13073",2018,24838,65411,37.97
"13075",2018,3220,7078,45.49
"13077",2018,26485,68690,38.56
"13079",2018,2393,4644,51.53
"13081",2018,3751,8798,42.63
"13083",2018,3178,7331,43.35
"13085",2018,4130,11230,36.78
"13087",2018,4763,9645,49.38
"13089",2018,131294,375217,34.99
"13091",2018,3555,7467,47.61
"13093",2018,2702,5038,53.63
"13095",2018,15781,35167,44.87
"13097",2018,27154,67891,40
"13099",2018,1898,3761,50.47
"13101",2018,806,1675,48.12
"13103",2018,12505,28083,44.53
"13105",2018,3016,7626,39.55
"13107",2018,3976,8340,47.67
"13109",2018,1945,4297,45.26
"13111",2018,4427,9586,46.18
"13113",2018,17715,52689,33.62
"13115",2018,17626,41259,42.72
"13117",2018,27319,109504,24.95
"13119",2018,3999,8644,46.26
"13121",2018,146474,516732,28.35
"13123",2018,6004,12787,46.95
"13125",2018,762,1364,55.87
"13127",2018,17118,38572,44.38
"13129",2018,11000,25667,42.86
"13131",2018,5143,10303,49.92
"13133",2018,2919,6305,46.3
"13135",2018,165045,450670,36.62
"13137",2018,7275,18083,40.23
"13139",2018,36102,91959,39.26
"13141",2018,995,1977,50.33
"13143",2018,5637,12285,45.89
"13145",2018,6053,15186,39.86
"13147",2018,4134,9948,41.56
"13149",2018,2537,4905,51.72
"13151",2018,43992,104676,42.03
"13153",2018,26691,68567,38.93
"13155",2018,1580,3277,48.21
"13157",2018,11213,29560,37.93
"13159",2018,2416,5349,45.17
"13161",2018,2899,5530,52.42
"13163",2018,2754,5933,46.42
"13165",2018,1525,3309,46.09
"13167",2018,2372,4211,56.33
"13169",2018,5236,12114,43.22
"13171",2018,3398,7132,47.64
"13173",2018,1646,3643,45.18
"13175",2018,8565,17326,49.43
"13177",2018,4964,13267,37.42
"13179",2018,11520,22691,50.77
"13181",2018,1515,3259,46.49
"13183",2018,3146,6232,50.48
"13185",2018,19737,46705,42.26
"13187",2018,6783,15665,43.3
"13189",2018,3960,8513,46.52
"13191",2018,2878,5900,48.78
"13193",2018,2126,4416,48.14
"13195",2018,5388,12522,43.03
"13197",2018,1768,3432,51.52
"13199",2018,3864,8133,47.51
"13201",2018,1141,2371,48.12
"13205",2018,3755,8216,45.7
"13207",2018,4497,11536,38.98
"13209",2018,1712,3519,48.65
"13211",2018,3298,8139,40.52
"13213",2018,7524,16935,44.43
"13215",2018,32704,79636,41.07
"13217",2018,21202,46939,45.17
"13219",2018,5988,18115,33.06
"13221",2018,2995,6684,44.81
"13223",2018,28165,76827,36.66
"13225",2018,5147,10524,48.91
"13227",2018,5598,13613,41.12
"13229",2018,3627,7687,47.18
"13231",2018,3429,7774,44.11
"13233",2018,7807,18048,43.26
"13235",2018,1556,3704,42.01
"13237",2018,4345,9234,47.05
"13239",2018,396,799,49.56
"13241",2018,2941,6142,47.88
"13243",2018,1207,2408,50.12
"13245",2018,36621,80890,45.27
"13247",2018,15097,39286,38.43
"13249",2018,1022,2173,47.03
"13251",2018,2518,5539,45.46
"13253",2018,1381,2864,48.22
"13255",2018,12006,25042,47.94
"13257",2018,5019,10301,48.72
"13259",2018,635,1498,42.39
"13261",2018,5135,11841,43.37
"13263",2018,1355,2536,53.43
"13265",2018,284,580,48.97
"13267",2018,3711,7801,47.57
"13269",2018,1329,2987,44.49
"13271",2018,2627,4919,53.41
"13273",2018,1519,3332,45.59
"13275",2018,7780,18645,41.73
"13277",2018,8878,18126,48.98
"13279",2018,5202,10541,49.35
"13281",2018,1763,4267,41.32
"13283",2018,1419,2523,56.24
"13285",2018,11737,29824,39.35
"13287",2018,1661,3120,53.24
"13289",2018,1368,2647,51.68
"13291",2018,3743,8119,46.1
"13293",2018,4542,10005,45.4
"13295",2018,12132,29376,41.3
"13297",2018,16898,40399,41.83
"13299",2018,6226,13200,47.17
"13301",2018,1003,2165,46.33
"13303",2018,3506,7504,46.72
"13305",2018,5393,10612,50.82
"13307",2018,478,1058,45.18
"13309",2018,1078,1928,55.91
"13311",2018,5140,12294,41.81
"13313",2018,17404,47247,36.84
"13315",2018,1225,2418,50.66
"13317",2018,1969,4035,48.8
"13319",2018,1682,3258,51.63
"13321",2018,3791,8801,43.07
"15001",2018,40483,86515,46.79
"15003",2018,195954,470748,41.63
"15005",2018,26,57,45.61
"15007",2018,18092,36129,50.08
"15009",2018,39918,83997,47.52
"16001",2018,78671,221254,35.56
"16003",2018,650,1517,42.85
"16005",2018,15231,36974,41.19
"16007",2018,1249,2514,49.68
"16009",2018,1901,3429,55.44
"16011",2018,9295,19674,47.25
"16013",2018,6116,12435,49.18
"16015",2018,1047,2858,36.63
"16017",2018,7654,17690,43.27
"16019",2018,20119,49395,40.73
"16021",2018,2125,4401,48.28
"16023",2018,440,967,45.5
"16025",2018,181,382,47.38
"16027",2018,43697,91663,47.67
"16029",2018,1356,3011,45.03
"16031",2018,4969,10138,49.01
"16033",2018,282,463,60.91
"16035",2018,1482,2939,50.43
"16037",2018,780,1619,48.18
"16039",2018,4658,9733,47.86
"16041",2018,2637,5861,44.99
"16043",2018,2498,5212,47.93
"16045",2018,3394,6654,51.01
"16047",2018,3777,6970,54.19
"16049",2018,2872,6291,45.65
"16051",2018,5508,12485,44.12
"16053",2018,5693,10607,53.67
"16055",2018,29424,70446,41.77
"16057",2018,6939,19601,35.4
"16059",2018,1324,3212,41.22
"16061",2018,757,1515,49.97
"16063",2018,1451,2494,58.18
"16065",2018,7046,17962,39.23
"16067",2018,4960,9339,53.11
"16069",2018,8213,18892,43.47
"16071",2018,857,1700,50.41
"16073",2018,2561,4964,51.59
"16075",2018,4413,9859,44.76
"16077",2018,1588,3218,49.35
"16079",2018,2504,4866,51.46
"16081",2018,2785,5698,48.88
"16083",2018,19300,39657,48.67
"16085",2018,2120,4118,51.48
"16087",2018,2108,4024,52.39
"17001",2018,13546,32501,41.68
"17003",2018,1149,2218,51.8
"17005",2018,3322,7481,44.41
"17007",2018,10876,25748,42.24
"17009",2018,1226,2448,50.08
"17011",2018,7466,16029,46.58
"17013",2018,998,2047,48.75
"17015",2018,2744,6595,41.61
"17017",2018,2811,6130,45.86
"17019",2018,35600,103515,34.39
"17021",2018,6847,14965,45.75
"17023",2018,3384,7773,43.54
"17025",2018,2680,6093,43.98
"17027",2018,8357,18709,44.67
"17029",2018,10493,24987,41.99
"17031",2018,936595,2548996,36.74
"17033",2018,3345,8000,41.81
"17035",2018,2518,5270,47.78
"17037",2018,21008,52449,40.05
"17039",2018,3330,8119,41.01
"17041",2018,3822,9382,40.74
"17043",2018,146624,489858,29.93
"17045",2018,3820,8306,45.99
"17047",2018,1492,3043,49.03
"17049",2018,7539,17344,43.47
"17051",2018,4231,8627,49.04
"17053",2018,2747,6264,43.85
"17055",2018,7336,15528,47.24
"17057",2018,7522,15077,49.89
"17059",2018,1123,2139,52.5
"17061",2018,3011,6026,49.97
"17063",2018,11392,25041,45.49
"17065",2018,1831,3635,50.37
"17067",2018,3774,8127,46.44
"17069",2018,816,1379,59.17
"17071",2018,1622,3262,49.72
"17073",2018,9233,22904,40.31
"17075",2018,6466,13260,48.76
"17077",2018,10036,25059,40.05
"17079",2018,1944,4438,43.8
"17081",2018,7569,16150,46.87
"17083",2018,4945,10675,46.32
"17085",2018,4785,10723,44.62
"17087",2018,1786,3878,46.05
"17089",2018,98242,266113,36.92
"17091",2018,22456,50539,44.43
"17093",2018,22058,64083,34.42
"17095",2018,10123,21236,47.67
"17097",2018,109458,350731,31.21
"17099",2018,24125,51365,46.97
"17101",2018,3095,6333,48.87
"17103",2018,6915,15455,44.74
"17105",2018,7438,16284,45.68
"17107",2018,5226,12456,41.96
"17109",2018,5296,13464,39.33
"17111",2018,56189,163471,34.37
"17113",2018,29240,90407,32.34
"17115",2018,20544,47876,42.91
"17117",2018,9278,20652,44.93
"17119",2018,50934,125733,40.51
"17121",2018,8372,16723,50.06
"17123",2018,2457,5404,45.47
"17125",2018,3042,6162,49.37
"17127",2018,2744,5617,48.85
"17129",2018,2673,6077,43.99
"17131",2018,3155,7392,42.68
"17133",2018,6335,17910,35.37
"17135",2018,5325,11245,47.35
"17137",2018,6866,15653,43.86
"17139",2018,2745,6925,39.64
"17141",2018,10634,24879,42.74
"17143",2018,33241,83236,39.94
"17145",2018,4229,7988,52.94
"17147",2018,3484,8575,40.63
"17149",2018,3416,6935,49.26
"17151",2018,675,1267,53.28
"17153",2018,1013,1863,54.37
"17155",2018,1464,2993,48.91
"17157",2018,5955,12944,46.01
"17159",2018,3646,7257,50.24
"17161",2018,27182,68166,39.88
"17163",2018,49107,118602,41.4
"17165",2018,4825,9736,49.56
"17167",2018,36568,95308,38.37
"17169",2018,1379,2872,48.02
"17171",2018,1098,2343,46.86
"17173",2018,4938,10347,47.72
"17175",2018,1025,2508,40.87
"17177",2018,8608,21222,40.56
"17179",2018,24636,63328,38.9
"17181",2018,3880,7148,54.28
"17183",2018,14573,31575,46.15
"17185",2018,2290,5325,43
"17187",2018,3596,8086,44.47
"17189",2018,2988,7121,41.96
"17191",2018,3401,7507,45.3
"17193",2018,2728,5926,46.03
"17195",2018,11469,26393,43.45
"17197",2018,137848,348560,39.55
"17199",2018,12932,28899,44.75
"17201",2018,51082,132751,38.48
"17203",2018,7120,18800,37.87
"18001",2018,6473,15536,41.66
"18003",2018,69170,179102,38.62
"18005",2018,12824,40192,31.91
"18007",2018,1667,4073,40.93
"18009",2018,2295,5348,42.91
"18011",2018,11423,33689,33.91
"18013",2018,2893,7022,41.2
"18015",2018,4150,9242,44.9
"18017",2018,7302,17098,42.71
"18019",2018,23980,57679,41.57
"18021",2018,5300,12218,43.38
"18023",2018,6749,15129,44.61
"18025",2018,2144,4361,49.16
"18027",2018,7072,14513,48.73
"18029",2018,10723,24790,43.26
"18031",2018,4969,13121,37.87
"18033",2018,8347,21374,39.05
"18035",2018,22471,53067,42.34
"18037",2018,8503,22194,38.31
"18039",2018,35130,96156,36.53
"18041",2018,4622,9858,46.89
"18043",2018,14688,38611,38.04
"18045",2018,3218,7506,42.87
"18047",2018,4590,11080,41.43
"18049",2018,3922,9557,41.04
"18051",2018,7182,16281,44.11
"18053",2018,13605,29052,46.83
"18055",2018,6510,14124,46.09
"18057",2018,45724,168749,27.1
"18059",2018,14607,38632,37.81
"18061",2018,7669,17765,43.17
"18063",2018,31734,84103,37.73
"18065",2018,8637,20056,43.06
"18067",2018,15613,36898,42.31
"18069",2018,7171,18366,39.04
"18071",2018,7997,20533,38.95
"18073",2018,7231,15493,46.67
"18075",2018,4402,9491,46.38
"18077",2018,5856,14454,40.51
"18079",2018,5398,13225,40.82
"18081",2018,28045,76397,36.71
"18083",2018,8869,18068,49.09
"18085",2018,14054,39265,35.79
"18087",2018,5740,16906,33.95
"18089",2018,93769,217505,43.11
"18091",2018,21063,47006,44.81
"18093",2018,8869,20460,43.35
"18095",2018,25521,56373,45.27
"18097",2018,186172,457060,40.73
"18099",2018,8290,21365,38.8
"18101",2018,2208,4705,46.93
"18103",2018,7354,15271,48.16
"18105",2018,25940,72599,35.73
"18107",2018,8212,18836,43.6
"18109",2018,14740,33028,44.63
"18111",2018,3107,6161,50.43
"18113",2018,8420,22947,36.69
"18115",2018,1301,3004,43.31
"18117",2018,3704,8424,43.97
"18119",2018,4445,9411,47.23
"18121",2018,3266,6748,48.4
"18123",2018,3717,8351,44.51
"18125",2018,2701,5726,47.17
"18127",2018,33188,80189,41.39
"18129",2018,5126,12398,41.35
"18131",2018,2641,5536,47.71
"18133",2018,7096,16250,43.67
"18135",2018,5331,11271,47.3
"18137",2018,5964,13884,42.96
"18139",2018,3216,7440,43.23
"18141",2018,49522,128360,38.58
"18143",2018,4036,10004,40.34
"18145",2018,9269,22158,41.83
"18147",2018,4274,9947,42.97
"18149",2018,4023,9661,41.64
"18151",2018,6765,17250,39.22
"18153",2018,4544,8286,54.84
"18155",2018,2323,4355,53.34
"18157",2018,33811,94285,35.86
"18159",2018,3209,7450,43.07
"18161",2018,1683,3368,49.97
"18163",2018,34706,87595,39.62
"18165",2018,2969,6549,45.34
"18167",2018,20862,48565,42.96
"18169",2018,6575,14813,44.39
"18171",2018,1688,3948,42.76
"18173",2018,12662,31570,40.11
"18175",2018,5522,12021,45.94
"18177",2018,13424,29728,45.16
"18179",2018,5824,13750,42.36
"18181",2018,4868,11453,42.5
"18183",2018,7004,16976,41.26
"19001",2018,1607,3580,44.89
"19003",2018,708,1756,40.32
"19005",2018,3439,6923,49.67
"19007",2018,2411,5520,43.68
"19009",2018,1377,2908,47.35
"19011",2018,5637,13323,42.31
"19013",2018,27411,69573,39.4
"19015",2018,6136,13879,44.21
"19017",2018,4550,12957,35.12
"19019",2018,4508,10407,43.32
"19021",2018,3871,10523,36.79
"19023",2018,2719,7287,37.31
"19025",2018,2067,4416,46.81
"19027",2018,4639,10632,43.63
"19029",2018,2805,6455,43.45
"19031",2018,3971,9920,40.03
"19033",2018,9863,21912,45.01
"19035",2018,3020,5930,50.93
"19037",2018,2717,6457,42.08
"19039",2018,2030,4612,44.02
"19041",2018,3408,8262,41.25
"19043",2018,3912,9181,42.61
"19045",2018,9322,22653,41.15
"19047",2018,3338,7993,41.76
"19049",2018,13125,46027,28.52
"19051",2018,1836,4158,44.16
"19053",2018,1577,3720,42.39
"19055",2018,4020,9334,43.07
"19057",2018,8224,19087,43.09
"19059",2018,3830,9189,41.68
"19061",2018,19240,50388,38.18
"19063",2018,2170,4802,45.19
"19065",2018,4472,9937,45
"19067",2018,3054,7920,38.56
"19069",2018,2104,4845,43.43
