ID,address,city,state,zip,Longitude,Latitude,Match Score
251,"Indian Health Service - Cherokee Nation 1325 E. Boone Street, Suite 101",Tahlequah,OK,74464,-94.95148939776769,35.91262746877639,95.48
252,Mind & Body Wellness Medical Center 420 64th Street,Brooklyn,NY,11220,-74.02000280749986,40.63808166451661,94.91
253,4400 EASTON CMNS STE 125 ,Columbus,OH,43219,-82.91055708327822,40.04506079947818,100
254,Sussex Correctional Institution 23203 Dupont Boulevard,Georgetown,DE,19947,-75.37081799999999,38.65954400000004,100
255,"Lake Erie Endocrinology 1700 Peach Street, Suite 220",Erie,PA,16510,-80.0799092557656,42.118817699196946,99.05
256,12610 Towne Park Way ,Middletown,KY,40243,-85.52140509035505,38.242922992558604,100
257,Port 45 Recovery 1907 11th Street,Portsmouth,OH,45662,-82.97690185856861,38.73878226091103,96.89
258,624 E 9 Mile ,Hazel Park,MI,48030,-83.09885863359032,42.46147254130866,98.84
259,"Larry James PA 777 37th Street, Suite B107",Vero Beach,FL,32960,-80.38805500622281,27.660222895285013,99.52
260,16620 North 40th Street Suite H-4 ,Phoenix,AZ,85021,-111.99837709404453,33.63730620762213,98.78
261,1627 US Highway 1 ,Sebatian,FL,32958,-80.47493477374087,27.824414278298743,98.1
262,700 Plaza Circle Suite N,Clinton,SC,29325,-81.93616038407218,34.47768243879967,100
263,Ideal Option 1372 Bridge Street,Clarkston,WA,99403,-117.06250817721896,46.419985112600436,97.44
264,420 East Main Street building 1 suite 13 ,Branford,CT,6405,-72.77792569583319,41.297365073336216,100
265,4630 200th st SW suite F ,Lynnwood,WA,98290,-122.29628233345983,47.81733935597221,99.71
266,"Clinic 5, LLC 1466 Northwest Boulevard",Columbus,OH,43212,-83.04079861521754,39.9882169114371,97.87
267,2685 Palmer Street Suite D,Missoula,WA,99336,-114.03053004016671,46.887002543959284,99.62
268,190 Independence Avenue Suite B,North Wilkesboro,NC,28659,-81.15049496346641,36.15846198338943,97.96
269,5900 US Route 60 Suite B,Ashland,KY,41102,-82.68778658119824,38.43734499185852,100
270,120 Oxmoore Boulevard Suite 170,Homewood,AL,35209,-86.83400467356394,33.46087330647794,96.86
271,CARR 164 KM 7.7 PO Box 619,Naranjito,PR,00719-3009,-66.2633646653996,18.310506000650715,97.18
272,Chief Medical Executive 14901 Central Avenue,Chino,CA,91710,-117.68892132170936,33.98271404805312,95.88
273,201 East Second ,Skiatook,OK,74070,-95.99984965100877,36.369544247337465,98.84
274,Spero Health 809 19th Street,Middlesboro,KY,40965,-83.71331381124922,36.61851190615931,88.12
275,4540 US Route 60 ,Huntington,WV,25705,-82.35918501501865,38.413045996992395,100
276,"205 Lilly Road, NE Suite C",Olympia,WA,98506,-122.84568222372124,47.04913633738149,100
277,"Right Path Treatment Centers 5001 W Village Green Drive, Suite 205",Midlothian,VA,23112,-77.63917893061388,37.41972010462534,99.31
278,7404 Executive Place ,Lanhan,MD,20706,-76.82592863069192,38.992488262705734,98.14
279,Nulease Medical Solutions 5722 Outer Loop,Louisville,KY,40014,-85.65383103008098,38.13862843817943,94.72
280,OhioGuideStone 202 East Bagley Road,Berea,OH,44017,-81.84534476224583,41.3724590937478,96.74
281,"283 West 2nd Street, Suite 200 ",Oswego,NY,13126,-76.50832515978637,43.44924295016065,100
282,927 North Pennsylvania ,Indianapolis,IN,46204,-86.15576084989848,39.77981241409657,98.84
283,California Correctional Institute 24900 Highway 202,Tehachapi,CA,93314,-118.56992199999996,35.11050800000004,98.52
284,100 Highview Avenue ,Columbus,OH,45417,-82.99582425644424,39.8886003810394,96.3
285,Complete Healthcare for Women 5888 Cleveland Avenue,Columbus,OH,43231,-82.95056608642938,40.091576213059746,95.67
286,8737 Highway 613 Suite 2B,Moss Point,MS,39562,-88.5455053350274,30.468438552886614,100
287,1301 Winchester Rd. Ste 147 ,Lexington,KY,40505,-84.45886793754015,38.04275262544102,100
288,"Doctors Specialty Care 27 Trovato Street, Suite 103",BRIDGEPORT,WV,26330,-80.28388077406395,39.258965267454755,97.77
289,CDCR-LAC 44750 60th W.,Lancaster,CA,93536,-118.23657261052209,34.69142407166325,95.74
290,1600 Ventura Drive ,Morgan Hill,CA,95037,-121.64340030478468,37.16029454356069,100
291,Step Wellness Center 1616 Grant Street,Portsmouth,OH,45662,-82.9820569804786,38.74254657362703,96.4
292,1017 Dupont Road ,Louisville,KY,40207,-85.6365638891802,38.23522708399958,100
293,1115 Old Post Circle ,Garnet Valley,PA,19060,-75.51671566338864,39.84067452964233,100
294,Spero Health 415 KY-225,Barbourville,KY,40906,-83.87400999999994,36.851256000000035,100
295,1555 Meadowview Drive Suite 7,Danville,VA,24541,-79.52714629449274,36.60599735873087,100
296,CSP-LAC 44750 60th Street West,Lancaster,CA,93536,-118.23657261052209,34.69142407166325,98.54
297,315 Audubon Boulevars ,Lafayette,LA,70503,-92.01703672856888,30.205303640200402,97.57
298,1327 East Broadway Suite B,Campbellsville,KY,42718,-85.33018990668018,37.3528625244987,98.84
299,PO Box 207 ,Avondale,WV,24811,-81.78823252899997,37.41570500000006,98
300,"Greenwood Family Practice, Inc. (DBA Physicians Care) 805 Montague Avenue, Suite A",Greenwood,SC,29649,-82.17440947991544,34.20711607402518,98.95
301,6934 Beach Drive SW 174 Biltmore Road,Whiteville,NC,28472,-78.7132246041267,34.29998001749616,94.1
302,"Bright Heart Health 2960 Camino Diablo, Suite 105",Walnut Creek,CA,94597,-122.08435068935354,37.89860589331894,99.42
