originGEOID,minDisBup
1467,2.884061668
1468,2.003871488
1469,7.06532369
1473,1.410921191
1474,6.004497048
1475,4.776466075
1501,0.239213514
1503,3.859834309
1504,1.894803015
1505,0.827922318
1506,3.46191416
1507,0.452928023
1510,4.063244189
1515,4.707372527
1516,1.961595309
1518,3.3173352
1519,3.338668008
1520,0.677160095
1521,5.313559859
1522,2.329220438
1523,2.966259107
1524,3.734298428
1525,0.72570081
1527,0.337633495
1529,3.26425463
1531,5.148106227
1532,0.586606975
1534,1.900824942
1535,3.54278407
1536,1.792177569
1537,3.753665009
1540,5.509862089
1541,1.803136068
1542,3.82939408
1543,5.374647563
1545,0.79567107
1550,0.164106361
1560,3.903075778
1561,3.249469257
1562,7.103306693
1564,1.322017529
1566,1.235631012
1568,3.602774181
1569,0.564634316
1570,1.571790569
1571,0.688395897
1581,2.340651566
1583,1.918850089
1585,0.920395275
1588,1.24926933
1590,3.534746977
1602,0.65237476
1603,0.109783515
1604,1.073307838
1605,0.06210101
1606,0.831147702
1607,1.335325162
1608,0.149909301
1609,0.573125264
1610,0.178725042
1611,1.582721786
1612,4.391333975
1701,1.121312792
1702,0.322763247
1718,4.50002475
1719,4.138206769
1720,2.835422343
1721,2.426753894
1730,0.14477107
1731,2.376760632
1740,0.621725231
1741,0.53588653
1742,0.417627039
1745,1.656554576
1746,0.4857191
1747,0.63326952
1748,5.185412458
1749,1.805946453
1752,0.652421406
1754,0.170670129
1756,1.317425908
1757,1.208321764
1760,1.024224383
1770,2.592950125
1772,1.156345861
1773,1.431470547
1775,3.139476075
1776,0.680514948
1778,2.278537575
1801,0.440196611
1803,0.804467755
1810,0.457496409
1821,1.790155056
1824,0.714334075
1826,2.277882313
1827,3.266436982
1830,0.556332167
1832,1.479462076
1833,2.185368199
1834,1.365250058
1835,1.18100439
1840,0.089119223
1841,0.175641401
1843,0.19477141
1844,0.557998483
1845,0.912965738
1850,0.752917109
1851,0.323015445
1852,0.629602999
1854,0.237251962
1860,3.729187509
1862,0.476779709
1863,1.545362337
1864,2.187863373
1867,1.003313261
1876,0.231818132
1879,1.860605348
1880,1.127605078
1886,3.89010432
1887,2.039144073
1890,1.269064771
1901,0.057108314
1902,0.101754964
1904,1.165149766
1905,0.393970667
1906,2.393057633
1907,0.20981755
1908,0.346941039
1913,0.523380025
1915,0.121229695
1921,1.77817022
1922,0.980933767
1923,1.066055265
1929,4.611245923
1930,0.499953798
1937,0.38249317
1938,2.162811556
1940,1.492549122
1944,4.203017468
1945,0.458602534
1949,1.121098258
1950,0.177717049
1951,2.853627223
1952,2.987214353
1960,0.582403702
1966,3.754107492
1969,0.776954485
1970,0.324903405
1982,0.94925136
1983,2.866956156
1984,0.840134503
1985,2.674849005
2019,4.060246808
2021,0.497071427
2025,0.855220759
2026,0.650177207
2030,2.66724347
2032,0.924147453
2035,0.370003339
2038,0.857821912
2043,2.972459428
2045,3.806981049
2047,4.13546594
2048,0.859458592
2050,2.916174858
2052,3.433372203
2053,2.277613009
2054,1.534363416
2056,1.179475213
2061,1.544394712
2062,0.194349269
2066,2.215945368
2067,0.797012545
2071,0.462423439
2072,1.950796283
2081,0.22548344
2090,1.434107388
2093,2.974860993
2108,0.254803615
2109,0.111288801
2110,0.176620714
2111,0.07908766
2113,0.079221049
2114,0.050352392
2115,0.043254892
2116,0.041488596
2118,0.082935992
2119,0.607735622
2120,0.390755467
2121,0.388880584
2122,0.264818753
2124,0.112504345
2125,0.360187474
2126,0.100060396
2127,0.280703747
2128,0.617183631
2129,0.134386678
2130,0.209240287
2131,0.254730198
2132,0.764208318
2134,0.269844315
2135,0.118356776
2136,1.646816838
2138,0.48074232
2139,0.049547688
2140,0.163986793
2141,0.172081235
2142,0.672082572
2143,0.241823183
2144,0.046011648
2145,0.763871832
2148,0.941239334
2149,0.377812003
2150,0.330431044
2151,0.410398393
2152,2.203433255
2155,0.114165172
2163,0.28921483
2169,0.145602167
2170,0.536043061
2171,0.455626312
2176,0.07156523
2180,0.796604504
2184,1.357179428
2186,0.12742175
2188,0.322408376
2189,0.922476592
2190,0.212776955
2191,1.250976948
2199,0.059177129
2203,0.056510297
2210,0.148654856
2215,0.117979596
2301,0.548998685
2302,0.483038679
2322,1.762046514
2324,0.87085894
2330,3.720595843
2332,2.503723232
2333,1.159287399
2338,5.160671825
2339,1.662736312
2341,2.668730089
2343,2.301456591
2346,1.040353645
2347,1.674771995
2351,1.054865942
2356,2.008699119
2357,0.73120085
2359,0.55536161
2360,1.515135145
2364,2.940371591
2366,0.288260954
2367,4.774438998
2368,0.167897094
2370,2.5083896
2375,0.659420513
2379,1.83316078
2382,1.692582605
2420,0.533515411
2421,0.956871361
2445,0.271989865
2446,0.109795609
2451,0.203421605
2452,0.715143265
2453,0.352735562
2457,1.002028222
2458,0.296938753
2459,0.796548771
2460,0.173737217
2461,0.213112771
2462,0.310731123
2464,0.781647111
2465,0.674643112
2466,0.517851827
2467,0.411153161
2468,0.291228937
2472,0.569435964
2474,0.035405249
2476,0.988252394
2478,0.500373211
2481,0.236031343
2482,0.398882234
2492,0.182268767
2493,2.291537737
2494,0.398704706
2532,0.514239152
2534,1.829706822
2535,4.896582164
2536,1.177943243
2537,3.041337403
2538,1.921331172
2539,0.681907633
2540,0.10697383
2542,3.174832188
2543,2.576533979
2553,1.698543564
2554,0.481078547
2556,0.577302877
2557,1.092535547
2558,1.741767724
2559,2.734553366
2561,1.403371556
2562,0.139156816
2563,2.941085579
2564,4.640552449
2568,0.379574895
2571,0.035532268
2575,1.424407222
2576,2.137329824
2584,3.271629302
2601,0.375299635
2630,1.670694193
2631,4.967008335
2632,1.032050797
2633,3.482921746
2635,3.066934769
2637,2.390583887
2638,2.206530744
2639,0.751255222
2641,4.128973509
2642,5.307030316
2643,9.085596973
2644,3.537290992
2645,1.70293897
2646,0.729836893
2647,1.364755826
2648,1.584822744
2649,1.173277267
2650,4.486454523
2651,3.033361404
2652,5.299182302
2653,7.798683134
2655,3.101672136
2657,0.298731595
2659,1.225887093
2660,2.252870967
2663,0.586594647
2664,1.202995996
2666,3.804029199
2667,0.983867159
2668,3.666113676
2669,2.542251137
2670,1.035972624
2671,1.746197217
2672,1.598428869
2673,1.795622161
2675,0.726389617
2702,5.657713597
2703,0.35473561
2713,11.60841507
2715,1.519116289
2717,1.671099554
2718,2.813010665
2719,1.845625541
2720,0.37703502
2721,0.522882907
2723,0.401089367
2724,0.431591518
2725,0.934597171
2726,2.269546483
2738,1.065842385
2739,1.391078667
2740,0.16799922
2743,3.097139318
2744,0.78920888
2745,1.903416234
2746,0.21970386
2747,0.95590256
2748,1.077599564
2760,2.307507753
2762,3.969407846
2763,1.099715995
2764,3.612560624
2766,0.686161728
2767,1.912655996
2769,4.774942484
2770,5.547157932
2771,2.280006583
2777,0.926195009
2779,4.468008579
2780,0.1448478
2790,1.005667811
2791,1.065864998
2802,1.11995776
2804,4.341298888
2806,0.430133551
2807,18.28243571
2808,4.262871111
2809,0.957173231
2812,5.175287238
2813,8.158076477
2814,4.095584761
2815,5.415782008
2816,0.94755067
2817,4.946951922
2818,0.928902978
2822,2.031827467
2825,2.684383623
2826,3.533254709
2827,7.690326552
2828,1.432980319
2830,2.754335836
2831,1.610244315
2832,8.390037267
2833,7.66388739
2835,2.881200539
2836,4.219595782
2837,4.013576112
2838,1.541966169
2839,2.929626094
2840,0.242139028
2841,0.60081104
2842,1.300345815
2852,1.616904386
2857,2.598577428
2858,2.761005844
2859,0.884116827
2860,0.36221
2861,0.912305846
2863,0.959662373
2864,2.42515206
2865,2.296154631
2871,3.081124716
2872,4.45665293
2873,9.047020368
2874,0.960909423
2875,4.833652106
2876,3.184273664
2878,1.916276402
2879,1.265106482
2881,1.531678577
2882,1.465339615
2885,2.248967416
2886,0.315463635
2888,0.232996605
2889,1.199846788
2891,0.461687251
2892,2.670112306
2893,0.449417258
2894,7.703009151
2895,0.10789639
2896,1.985224226
2898,6.493051358
2903,0.163965522
2904,0.765606446
2905,0.317013649
2906,0.212059425
2907,0.296341864
2908,0.196064903
2909,0.373426308
2910,0.127590814
2911,0.51554838
2912,0.491047609
2914,0.05268036
2915,0.490346571
2916,0.953986401
2917,2.011117498
2919,0.054783628
2920,0.592338204
2921,0.727758417
3031,1.033362463
3032,2.866263992
3033,3.788212243
3034,5.997408326
3036,5.659690818
3037,7.499839278
3038,1.406952461
3042,4.352881823
3043,6.566281619
3044,3.899090526
3045,0.274980601
3046,4.690975369
3047,6.86958138
3048,9.196291932
3049,0.80866733
3051,2.330628805
3052,1.642835394
3053,1.448114847
3054,1.926868422
3055,3.921000745
3057,3.914984489
3060,0.600046622
3062,0.91503571
3063,1.02676751
3064,0.686480428
3070,6.293288138
3071,8.437258782
3076,4.511090211
3077,0.767753154
3079,0.237794781
3082,7.991894973
3084,8.304877447
3086,7.482363769
3087,3.475859924
3101,0.041252288
3102,0.540213103
3103,0.870920628
3104,0.531627697
3106,3.391997885
3109,1.705181661
3110,0.082919957
3215,10.3280998
3216,5.167187114
3217,4.038856193
3218,10.34578073
3220,3.014230824
3221,10.4954092
3222,5.024155889
3223,5.345924006
3224,3.224373387
3225,12.19781627
3226,2.857747843
3227,6.660331681
3229,1.376628277
3230,5.59378033
3231,5.241875258
3233,2.084190591
3234,8.974541827
3235,0.338313469
3237,4.17632065
3238,9.316390567
3240,9.636489839
3241,5.639214092
3242,7.103908626
3243,2.803993664
3244,0.938771744
3245,3.775001613
3246,0.74176421
3249,1.568127364
3251,8.775631799
3253,0.864070572
3254,3.644391742
3255,6.99812932
3256,6.112562248
3257,0.294776667
3258,6.968402627
3259,3.527465889
3260,4.745160917
3261,12.04857269
3262,10.35279158
3263,9.801554962
3264,0.442101876
3266,5.802821369
3268,6.311241006
3269,4.346155096
3273,8.304236841
3275,4.923102892
3276,2.228425538
3278,8.357893571
3279,10.88131837
3280,9.599597931
3281,0.498458724
3282,9.30648694
3284,4.370997438
3285,9.939984609
3287,1.107395498
3290,7.407528169
3291,10.05255368
3293,13.69655001
3301,0.388175635
3303,4.878417816
3304,3.582593589
3307,4.711805401
3431,0.564089819
3440,1.742998994
3441,2.963696073
3442,1.795687245
3443,5.471772495
3444,5.848985078
3445,5.519633497
3446,2.878200873
3447,5.920793264
3448,6.74698879
3449,4.333901304
3450,8.581860876
3451,1.274053975
3452,0.590870311
3455,4.315469754
3456,11.68342893
3457,8.389728539
3458,5.933108741
3461,2.001592235
3462,5.256263341
3464,8.989714973
3465,8.158411738
3466,3.229731936
3467,3.590282064
3470,5.045663988
3561,0.944082905
3570,0.771076785
3574,4.113663408
3575,11.32585757
3576,19.46890593
3579,19.77403357
3580,3.833331347
3581,0.582525089
3582,8.457517603
3583,6.975227262
3584,0.353829361
3585,6.971716877
3586,4.593530753
3588,6.101548602
3590,12.75213085
3592,31.00063418
3593,5.478193516
3595,6.540393764
3597,20.17532692
3598,0.917158417
3601,5.420752334
3602,5.147766505
3603,0.55732316
3604,3.138414847
3605,8.405018597
3607,8.18693863
3608,3.890998563
3609,0.654694147
3740,3.291413922
3741,10.3453789
3743,1.043524245
3745,2.7419287
3746,5.865357163
3748,6.717534463
3750,3.862527377
3751,3.860276786
3752,9.774800314
3753,1.297485822
3754,7.558219182
3755,1.009529
3765,3.701171423
3766,0.396275368
3768,6.343880601
3770,6.939770996
3771,8.775592408
3773,8.019356335
3774,0.417699389
3777,0.246972763
3779,3.121407312
3780,3.771958697
3781,6.237146859
3782,5.533344211
3784,0.989432402
3785,1.612930832
3801,0.340012445
3809,9.244085798
3810,6.424952532
3811,2.322385232
3812,6.649269699
3813,4.510012983
3814,4.97999661
3816,6.133825863
3817,4.719738684
3818,1.017712533
3819,0.420139114
3820,1.368686251
3823,3.417308967
3824,1.496104597
3825,6.738726453
3826,1.351185766
3827,4.937850107
3830,5.798899734
3832,3.794381066
3833,1.391735188
3835,7.029295027
3836,2.488936495
3837,8.129669569
3838,5.099537207
3839,2.415722499
3840,2.671315705
3841,1.25425649
3842,0.703854416
3844,0.656960872
3845,2.437064477
3846,7.762615786
3847,0.947453679
3848,3.017894395
3849,0.727929259
3850,3.373875819
3851,8.505679652
3852,4.580115705
3853,4.742399037
3854,0.643985247
3855,9.411646988
3856,2.792187585
3857,0.277076765
3858,5.454766114
3860,1.484820426
3861,4.41642089
3862,1.792336786
3864,6.838043691
3865,2.993578058
3867,0.211787481
3868,2.238067858
3869,1.488071679
3870,1.138367747
3871,1.595577125
3872,1.142043144
3873,3.105719287
3874,2.13757279
3875,3.049808401
3878,0.48213697
3882,2.36034693
3883,2.776952873
3884,9.015018569
3885,3.090321858
3886,3.309561669
3887,5.833357027
3890,6.670178475
3894,1.018348139
3901,1.68154101
3902,4.820333126
3903,2.278042939
3904,2.247790191
3905,2.316347655
3906,6.766296289
3907,5.002677951
3908,1.419991555
3909,0.410737546
3910,2.124839509
3911,0.432185133
4001,5.967163015
4002,5.226796795
4003,9.273333476
4005,0.614246067
4006,2.288770077
4008,4.88250346
4009,0.92449388
4010,6.376959658
4011,0.430879733
4015,2.657042698
4017,5.914463786
4019,6.546516574
4020,4.261037592
4021,2.698656113
4022,6.359084266
4024,6.596122245
4027,7.050343223
4029,6.183115568
4030,1.755298631
4032,0.325584244
4037,2.321525616
4038,0.186856963
4039,0.41152101
4040,1.47567952
4041,2.76603961
4042,4.759427805
4043,0.894208648
4046,1.525302222
4047,3.959284048
4048,9.327254289
4049,10.62465789
4050,4.140598965
4051,10.69521898
4055,4.795659018
4056,10.59045214
4057,0.155646505
4061,5.612794662
4062,2.794027564
4063,1.010275615
4064,0.436087207
4066,8.708285327
4068,1.899754905
4069,3.295916284
4071,4.987933918
4072,0.177793846
4073,1.580968449
4074,1.564746944
4076,6.30576043
4079,6.438720386
4083,0.14821094
4084,6.758065788
4085,10.09859492
4086,1.744976191
4087,3.27189192
4088,6.933532285
4090,1.809285252
4091,4.274611981
4092,0.083007435
4093,5.451247402
4095,8.613774649
4096,2.339365222
4097,0.903304548
4101,0.1679636
4102,0.49679228
4103,0.328486227
4105,1.556664242
4106,0.486905059
4107,1.565799049
4108,2.248825367
4109,2.508869406
4110,2.830518834
4210,0.62410001
4216,11.52046022
4217,15.93610662
4219,11.44032035
4220,10.76018194
4221,6.263761267
4222,7.131926789
4224,6.454421018
4226,8.173895419
4227,3.285613165
4228,4.486603203
4231,13.1832182
4234,1.489273179
4236,5.862968136
4237,8.986275734
4238,10.38769508
4239,3.510640707
4240,0.455828564
4250,6.675021597
4252,7.759521296
4253,4.653833127
4254,1.739510711
4255,15.01041729
4256,8.167157867
4257,1.313009485
4258,6.185810957
4259,1.57467149
4260,4.787758985
4261,13.21619875
4263,1.527198677
4265,2.134207506
4267,9.185283315
4268,10.53781742
4270,8.995954304
4271,15.14473236
4274,5.125604313
4275,8.819932653
4276,0.839878322
4280,6.163264529
4281,13.44633816
4282,5.911615669
4284,5.389579081
4285,12.29330598
4286,15.48677518
4287,8.204989618
4289,15.93920024
4290,6.921443453
4292,13.96543359
4294,1.233836495
4330,1.634822828
4342,3.102017201
4343,0.34247435
4344,2.394832247
4345,0.631007191
4346,2.199382022
4347,0.565641896
4348,3.781569978
4349,6.355859983
4350,6.856741247
4351,0.313896109
4352,6.719369057
4353,4.015890938
4354,9.309085812
4355,1.385261031
4357,1.872038429
4358,9.495507145
4359,3.233579638
4360,8.82060724
4363,4.138062126
4364,0.480729675
4401,0.538014076
4406,11.85345569
4408,17.95564389
4410,10.30930794
4411,2.205829336
4412,0.357836774
4413,9.177868556
4414,5.920707562
4415,7.137378216
4416,1.928329638
4417,10.84859912
4418,9.408173602
4419,10.12947993
4421,9.40883859
4422,6.977290677
4424,0.337988022
4426,0.841485163
4427,2.407229774
4428,6.71832937
4429,4.841206604
4430,2.508035518
4431,5.382854382
4434,7.841031068
4435,3.769509082
4438,5.099213429
4441,26.99352569
4442,29.31163593
4443,6.992919172
4444,4.402297825
4448,9.838305352
4449,7.810994935
4450,6.764107082
4451,7.974276732
4453,9.798529918
4454,17.74446436
4455,10.95714597
4456,7.078566509
4457,1.628326302
4459,0.948595508
4460,0.087323372
4461,1.108352693
4462,10.51030872
4463,1.081297506
4464,13.9858767
4468,1.342630837
4469,0.058998154
4471,15.35845071
4472,3.746062726
4473,1.173119004
4474,3.708659299
4475,13.0408879
4476,7.927512377
4478,46.27677517
4479,4.76732297
4481,5.880861937
4485,21.08043072
4487,15.38968905
4488,6.735590514
4489,1.158251384
4490,15.4888067
4491,20.8786924
4492,9.52182944
4493,7.622814756
4495,5.339807913
4496,2.459514523
4497,9.797170083
4530,3.090525756
4535,6.023366935
4537,3.332406334
4538,0.680343784
4539,4.45199499
4541,8.289135853
4543,1.256129436
4544,2.528011746
4547,7.006827377
4548,5.585440914
4551,4.811652267
4553,1.920269363
4554,6.756664969
4555,5.471772364
4556,3.016075036
4558,7.170116325
4562,7.577587037
4563,3.215097053
4564,6.70062459
4568,4.312578019
4570,2.989655612
4571,3.816457442
4572,7.630655915
4573,5.325610373
4574,7.662906972
4575,0.610417219
4576,2.482808085
4578,1.19916411
4579,6.005806546
4605,1.254605662
4606,4.84214919
4607,4.500042647
4609,1.767479567
4611,3.33734422
4612,12.08380798
4613,4.294956518
4614,1.079206942
4616,8.652551595
4617,7.966890201
4619,0.825906471
4622,7.574818289
4623,4.297926353
4624,6.403429506
4625,9.514385547
4626,11.58858499
4627,2.936925045
4628,10.33552573
4629,3.161831518
4630,4.362163749
4631,3.788548873
4634,9.759713196
4635,15.80195758
4637,6.833211933
4640,5.128058401
4642,10.46952421
4643,1.445141824
4644,2.214528641
4645,8.867436396
4646,8.752325653
4648,6.421999226
4649,0.936970103
4650,7.261515279
4652,2.462343015
4653,12.00249731
4654,0.177571727
4655,4.541126896
4657,13.597917
4658,0.464823553
4660,5.897455808
4662,7.499364722
4664,8.858291412
4666,7.68281048
4667,2.107993238
4668,1.59350048
4669,4.509380092
4671,9.324784969
4673,8.569587236
4674,11.38629197
4675,5.949334527
4676,5.360592099
4677,6.58700557
4679,9.430920031
4680,3.929063244
4681,0.780613668
4683,2.973765134
4684,5.292114528
4685,11.52431873
4686,18.61729147
4691,10.39391666
4693,1.597268567
4694,7.282865839
4730,0.647910121
4732,19.18968305
4733,5.591769232
4734,11.08563533
4735,15.6127861
4736,0.617235155
4739,16.50893348
4740,6.076952085
4741,31.43314944
4742,0.235283603
4743,1.974486297
4745,5.017453272
4746,9.891331437
4747,12.39475896
4750,7.444922116
4756,0.571182832
4757,7.577588765
4758,8.853452024
4760,13.51373424
4761,5.803320364
4762,8.027768893
4763,13.82987806
4764,27.19128849
4765,11.60879441
4766,9.664034035
4768,25.22493642
4769,4.562290195
4772,8.19345611
4773,6.454252055
4774,19.86353553
4776,2.643991548
4777,2.160204002
4779,15.31423107
4780,16.60087432
4781,7.844696505
4783,12.91959409
4785,0.943659236
4786,7.80023013
4787,4.675871373
4841,0.617543712
4843,0.669462002
4847,5.176231556
4848,8.205295144
4849,6.924446749
4851,13.48457604
4852,16.95505303
4853,7.222225799
4854,2.271239737
4855,9.42994495
4856,1.316160514
4858,4.287161323
4859,5.553734819
4860,6.016683223
4861,2.735476302
4862,8.15352292
4863,0.779175118
4864,3.652049999
4901,0.361474154
4910,0.748678663
4911,3.329832647
4912,9.730700746
4915,1.597580066
4917,2.838259315
4918,3.313335765
4920,15.35539336
4921,1.27790832
4922,5.448663491
4923,7.930902256
4924,7.54950319
4925,22.57762064
4926,5.039678659
4927,8.51839328
4928,6.073503552
4929,4.087632089
4930,0.197245091
4932,10.37460618
4933,2.998091503
4936,29.5470055
4937,3.184407462
4938,1.1928829
4939,6.371449286
4940,3.938304348
4941,5.633734738
4942,8.258434771
4943,2.150809116
4944,5.521903313
4945,46.43118481
4947,4.346871447
4949,11.91890216
4950,1.853527271
4951,5.879456284
4952,5.574531025
4953,1.310106677
4955,6.959289849
4956,4.757008066
4957,0.886351267
4958,6.676404844
4961,4.024961326
4962,4.111366357
4963,2.517719019
4964,27.62103727
4965,4.196052212
4966,7.136776871
4967,0.290254669
4969,5.839797823
4970,23.21572447
4971,4.215279215
4973,9.152577521
4974,5.220442262
4975,5.104882593
4976,1.435475921
4978,5.753011389
4979,10.59326655
4981,5.789239918
4982,17.79428982
4983,1.124512966
4984,4.479703859
4985,29.66467018
4986,3.933846766
4987,6.148232506
4988,0.838800101
4989,6.456156692
4992,0.654108131
5001,1.17053251
5031,7.842230945
5032,1.96783495
5033,0.981508452
5034,13.20675747
5035,13.58327973
5036,2.414543931
5037,4.474762529
5038,8.549431987
5039,8.193120116
5040,6.06878474
5041,4.24483784
5042,4.356620902
5043,7.587034496
5045,4.508829032
5046,9.775497506
5048,5.905568251
5050,7.9520486
5051,3.36361836
5052,3.569355437
5053,8.612441268
5055,2.811308613
5056,13.39529786
5058,8.163871076
5059,3.987151981
5060,1.289793666
5061,1.951168767
5062,8.275933008
5065,8.69001941
5067,9.624456905
5068,3.768774914
5069,5.115116835
5070,10.05124134
5071,8.417914963
5072,11.83935938
5075,9.037354023
5076,9.297969564
5077,7.906159559
5079,10.42590242
5081,0.81904413
5083,8.322278015
5084,6.495079609
5086,11.12351915
5089,0.899637273
5091,9.777942093
5101,1.170723632
5141,6.079342383
5142,6.934632485
5143,5.718060289
5146,8.160602243
5148,11.41293246
5149,10.83300681
5150,1.450560974
5151,4.871228443
5152,7.468501915
5153,8.283068688
5154,3.404348138
5155,9.951901302
5156,0.473711234
5158,2.264795395
5161,13.51420592
5201,0.265570132
5250,1.092945154
5251,4.493829998
5252,2.413604301
5253,2.991547105
5254,0.208126157
5255,1.528514797
5257,4.382678224
5260,4.000968505
5261,2.25067177
5262,6.182650285
5301,1.095461138
5340,6.193023705
5341,2.534762793
5342,5.460919321
5343,6.915169002
5345,4.653357529
5346,1.689569004
5350,6.590412632
5352,4.804060558
5353,0.590350495
5354,2.283758542
5355,7.125618917
5356,3.897364405
5358,4.932844075
5359,6.738942975
5360,9.034039218
5361,6.851101382
5362,5.988605188
5363,4.576219829
5401,0.130188188
5403,0.65503773
5404,0.2705298
5405,0.325382527
5408,0.636467044
5439,0.733280127
5440,7.818464783
5441,8.255187551
5442,11.91386184
5443,1.122434447
5444,9.713912738
5445,5.711288211
5446,0.346126521
5447,4.646427443
5448,9.337796016
5450,0.428445082
5452,3.075294459
5454,3.895558427
5455,4.627512535
5456,2.707336364
5457,6.631382196
5458,7.203512585
5459,5.124503283
5461,1.363796059
5462,7.595023313
5463,4.511972187
5464,12.64523101
5465,3.158400647
5468,1.156046041
5471,10.31253863
5472,4.150248183
5473,6.044783206
5474,6.482436703
5476,7.730657361
5477,4.013021376
5478,0.512516596
5481,6.456044581
5482,2.863739329
5483,7.24132229
5485,7.335886691
5486,7.345996107
5487,7.927127184
5488,0.281049516
5489,6.525396489
5491,2.551305089
5492,13.08623729
5494,5.246239517
5495,1.240873789
5602,0.469799895
5640,5.605163487
5641,0.349811254
5647,7.494402639
5648,7.522170125
5649,5.163871626
5650,7.427575371
5651,2.805267225
5652,10.98440415
5653,11.40014949
5654,2.7525932
5655,4.086479123
5656,6.540699298
5657,3.371519984
5658,6.700028608
5660,9.316798794
5661,0.710090873
5663,6.482544124
5664,5.369799162
5667,0.8200197
5669,6.360409605
5672,0.988592601
5673,13.04011489
5674,11.63372689
5675,7.394755252
5676,3.720354897
5677,0.770592384
5678,2.147800474
5679,5.233394876
5680,5.491075602
5681,4.69339056
5682,7.870044027
5701,0.538024159
5730,13.56022072
5732,2.688755981
5733,0.711455681
5734,8.227964401
5735,1.282289066
5736,1.705738698
5737,8.03682077
5738,6.892872345
5739,10.83084464
5740,3.633271854
5742,10.91664437
5743,3.700081847
5744,7.329561063
5747,9.408181219
5748,9.854201374
5751,8.894967543
5753,0.369858268
5757,7.729540106
5758,13.21579473
5759,3.781686112
5760,6.065904662
5761,4.875836013
5762,11.63162318
5763,7.502277521
5764,6.53477841
5765,4.528284875
5766,7.244360115
5767,7.736172447
5769,6.166038228
5770,6.883588937
5772,7.714316323
5773,10.09560457
5774,2.47312383
5775,2.488461482
5776,8.715435696
5777,3.64675927
5778,4.496507529
5819,0.953792185
5820,8.864380567
5821,8.658326631
5822,4.507535929
5824,0.402459044
5825,4.358315335
5826,9.810513093
5827,11.84427149
5828,4.778779842
5829,2.695366841
5830,5.567064937
5832,10.53490273
5833,8.929913057
5836,3.70913439
5837,8.210055269
5839,8.549911319
5841,7.330764505
5842,6.548578904
5843,0.038075399
5845,4.320901837
5846,4.187336635
5847,11.96701975
5850,6.333762588
5851,6.599909239
5853,9.176838072
5855,0.394642849
5857,4.39123099
5858,6.019933297
5859,10.34187913
5860,2.119769835
5862,10.47296466
5866,13.15419332
5867,13.87431201
5868,8.790027782
5871,11.1345094
5872,7.03043473
5873,8.934659329
5874,12.08883197
5875,6.981571244
5901,14.90130437
5902,22.37258806
5903,18.91195608
5904,5.66847445
5905,11.3031807
5906,7.4690992
5907,13.60222451
6001,0.122832525
6002,0.555793429
6010,0.459461676
6013,4.92404222
