ID,STATE,ADDRESS,city,zip,Longitude,Latitude,Match Score
11532,OH,2971 E. 61 Street,Cleveland,44195,-81.6482427165136,41.4775308181893,98.28
13041,GA,2609 Charleston Drive,College Park,30337,-84.4751621058562,33.6472828936054,98.28
15990,DC,201 N Street NW,Washington,20024,-77.0137535384059,38.9072873538747,98.28
16530,CA,27287 Patrick Ave,Hayward,95444,-122.079428081438,37.634086607785,98.28
19928,TX,601 51st Street,Galveston,77553,-94.825335384731,29.29497937639,98.28
21294,MN,2740 1st Ave S,Minneapolis,55401,-93.2766074469671,44.9522470193693,98.28
22666,IL,2208 S 12TH ST,SPRINGFIELD,62702,-89.6395316858028,39.7764031168895,98.28
18461,DC,3534 East Capital St N.E.,Washington,20019,-76.953192072433,38.8901156787249,98.3
16815,CA,1230 S. Menlo Ave.,Los Angeles,90004,-118.290682536685,34.0479900008291,98.32
14673,TX,800 W Belt Line Rd,Cedar Hill,75103,-96.9589500115062,32.589872489958,98.33
924,NY,37 Broad Street,Glens Falls,12084,-73.6502456262942,43.3081989471373,98.33
1750,CA,1700 Yosemite Blvd.,MODESTO,95353,-120.967693012658,37.6381624758421,98.33
1751,CA,1700 Yosemite Blvd.,MODESTO,95353,-120.967693012658,37.6381624758421,98.33
3350,CA,5900 and 5906 Riverside Drive,Olivehurst,95961,-121.587335766101,39.1260451307175,98.33
5214,OR,5329 NE MLK Jr Blvd,Portland,97204,-122.661460983875,45.5621667651284,98.33
6338,NY,250 East 117th Street,Bronx,10035,-73.9376295702242,40.7977984104295,98.33
6364,NY,254 W 31st Street,Manhattan,10012,-73.9943632362384,40.7500492226099,98.33
6984,OR,23800 NW Flying M Rd,Yamhill,97128,-123.359032386615,45.3623163771641,98.33
8015,FL,836 and 840 34TH AVE S,ST PETERSBURG,33705,-82.645171025137,27.7375925135507,98.33
8124,CT,5 Scuppo Road,Danbury,6706,-73.4787374704516,41.3941660017679,98.33
9036,MA,35 West Street,Boston,2120,-71.0624812129245,42.3550013324036,98.33
13069,VA,7813 Halprin Drive,Norfolk,23517,-76.221198540284,36.9141125571514,98.33
13688,CA,1835 Alcatraz Ave,Berkeley,94537,-122.270267504393,37.8489178036568,98.33
14220,GA,1750 NORTON DR,GAINESVILLE,30504,-83.8113732094931,34.3262545179231,98.33
15933,DC,21 Kennedy St NW,WASHINGTON,20010,-77.010473998734,38.9568736399323,98.33
21238,MA,306 Ashley Blvd.,New Bedford,20740,-70.9300024672085,41.6643235002012,98.33
21991,WA,26420 NE Virginia St,Duvall,98109,-121.984887841151,47.7431333613318,98.33
24779,CA,140 E Santa Clara St,San Jose,95128,-121.887728004664,37.3375151759653,98.33
3808,NY,275 KOSCIUSCZKO ST,Brooklyn,11221,-73.9440138144158,40.6914845717566,98.34
7535,NV,3852 Palos Verde St,LAS VEGAS,89119,-115.150587835885,36.1192381131087,98.34
11923,GA,3841 Kensingston Rd,Decatur,30032,-84.2369295583279,33.769004179057,98.34
12836,NC,2127 Iotia Church Road,Franklin,28734,-83.4273760129825,35.2318319842368,98.34
18027,CT,586 Ella Grasso Boulevard,New Haven,6519,-72.946395172247,41.2951673014532,98.34
21213,NC,12 RAVENCROFT DR,ASHEVILLE,28801,-82.5535178475796,35.5921315707229,98.34
1181,NJ,505 Mitchell Ave,Burlinton,8016,-74.8479806980342,40.0758544449118,98.36
4917,KY,117 3rd Street,Carrolton,41008,-85.1833935892468,38.6819017781353,98.36
12581,VA,1600 South St.,Portmouth,23704,-76.3170589303212,36.8294878149544,98.36
15266,GA,3421 W. Stewart Mills Road,Douglasville,30135,-84.7592331863748,33.7144268414541,98.36
7791,CA,445 S. San Joaquin,Stockton,95202,-121.288565006707,37.9580425554691,98.37
68,WA,701 Franklin,Olympia,98501,-122.89879348264,47.0422430602099,98.38
125,TN,501 S Park Ave,Hohlenwald,38462,-87.5530842388921,35.5408891331104,98.38
491,WA,1329 LaVenture,Mount Vernon,98273,-122.313436736499,48.4332630589759,98.38
11376,IL,3333 Marshfield,Chicago,60657,-87.6699268481088,41.9424540325731,98.38
12709,IL,1530 Sedgwick,Chicago,60610,-87.6385786140518,41.9102389001801,98.38
12944,OR,800 11th,MEDFORD,97501,-122.880525314151,42.3201673216633,98.38
14226,DE,415 and 417 S HARRISON ST,WILMINGTON,19805,-75.5664016658284,39.7401370945108,98.38
16286,DC,152 Wayne PL SE,Washinton,20032,-77.0030793161146,38.8341158902431,98.38
16291,DC,4506 Georgia Ave NW,Washinton,20011,-77.0267271795435,38.9452431625432,98.38
18875,IL,1513 Jefferson,Naperville,60540,-88.1828932036566,41.7698537985655,98.38
18893,IL,1509 Jefferson,Naperville,60540,-88.1828932036566,41.7698537985655,98.38
21024,WI,9201 Watertown plank,milwaukee,53226,-88.0311759784963,43.0419070148104,98.38
548,NY,115 East 13th Street,New York,11713,-73.9890458406829,40.733204488984,98.39
820,TX,3511 N Sunbelt Dr,San Antonio,78240,-98.4282330136878,29.4930932435641,98.39
857,OH,8120 Kinsman Road,Cleveland,44107,-81.6284510314597,41.4722519793884,98.39
927,NY,75 Jamestown Street,Gowanda,14048,-78.9368494222578,42.4613249779033,98.39
3008,CA,3900 47th Avenue,Sacramento,95820,-121.462672306906,38.5095022565264,98.39
3403,CA,1825 Bell Street,Sacramento,95833,-121.411948968383,38.5991381614465,98.39
5224,OR,1435 NE 81st Avenue,Portland,97217,-122.580319467271,45.5335438230696,98.39
5268,OR,1435 NE 81st Avenue,Portland,97217,-122.580319467271,45.5335438230696,98.39
5294,OR,2740 SE Powell Blvd,Portland,97232,-122.637905153743,45.4977708661452,98.39
8532,MD,1000 Goodwill Ave,Cambridge,21638,-76.0735400840981,38.559860856533,98.39
12141,OH,1744 Payne Avenue,Cleveland,44102,-81.6800724729845,41.5046847763167,98.39
13811,MN,2700 107th Ln NW,Minneapolis,55418,-93.3359961646311,45.1644787356092,98.39
16129,IL,7 Vieux Carre Dr,East St. Louis,62205,-90.0559272012002,38.5952291770815,98.39
17003,CA,505 S. San Pedro St.,Los Angeles,90011,-118.244163728433,34.0438438086044,98.39
17249,CA,505 S. San Pedro St.,Los Angeles,90011,-118.244163728433,34.0438438086044,98.39
17271,CA,335 N. Juanita Ave.,Los Angeles,90810,-118.29052202324,34.0773534421238,98.39
17346,CA,682 S. Coronado St.,Los Angeles,90007,-118.282144311016,34.0593583341964,98.39
17382,CA,682 S. Coronado St.,Los Angeles,90007,-118.282144311016,34.0593583341964,98.39
21484,MD,5000 E Monument St,Baltimore,21202,-76.5544411414897,39.3001164439736,98.39
21742,WY,905 N. Gurley Avenue,Gillette,82601,-105.489180016093,44.3028990106205,98.39
22439,CA,1851 Tyburn Street,GLENDALE,91202,-118.253298913247,34.1195145408248,98.39
1057,NJ,14 HEGGAN LN,HAMMONTON,8060,-74.8775513818848,39.6863412017405,98.4
13017,RI,159 Winter Ave,Warwick,2886,-71.3805775397367,41.7184337562502,98.4
16698,ME,92 High Street,Sanford,4005,-70.7650165216834,43.4433846284838,98.4
22205,WA,Edit	816 F St SE,Auburn,98002,-122.221232616446,47.3003221523484,98.4
11326,WI,"2913 Commissioner St, Oneida, WI 54155",Oneida,54155,-88.1837474872283,44.4967912484411,98.41
17962,VT,215 N MAIN ST,WHITE RIV JCT,5009,-72.3223556014237,43.6502758863615,98.42
18049,VT,215 N MAIN ST,WHITE RIV JCT,5009,-72.3223556014237,43.6502758863615,98.42
3854,NY,7033 Amboy Road,Staten Island,10301,-74.2344553089862,40.5151628146485,98.44
4125,NY,915 WESTCHESTER AVENUE,Bronx,10453,-73.8982467790592,40.8214074237373,98.44
4347,NY,1775 GRAND CONCOURSE,NEW YORK,10018,-73.9101227623924,40.8461389834277,98.44
5231,OR,12350 SE Powell Blvd,Portland,97230,-122.53580200604,45.4968575320658,98.44
5233,OR,12350 SE Powell Blvd,Portland,97232,-122.53580200604,45.4968575320658,98.44
5234,OR,12350 SE Powell Blvd,Portland,97230,-122.53580200604,45.4968575320658,98.44
5289,NY,149 Manhattan Avenue,NEW YORK,10011,-73.9611719893111,40.7991216614839,98.44
7750,ID,550 WASHINGTON ST S,TWIN FALLS,83303,-114.479567452557,42.5413680041867,98.44
7977,FL,3480 and 3490 24th Avenue South,St. Petersburg,33711,-82.6804640342856,27.7465024766263,98.44
8632,MD,Germantown,Germantown,20874,-77.2806062378167,39.1668996006148,98.44
10763,IL,3857 West Polk Street,Chicago,60608,-87.7226490190824,41.8707252675065,98.44
11089,CA,2621 University Ave,San Diego,92102,-117.135288984112,32.7484324913231,98.44
11093,CA,2621 University Ave,San Diego,92102,-117.135288984112,32.7484324913231,98.44
11882,OR,12350 SE POWELL BLVD,portland,97204,-122.53580200604,45.4968575320658,98.44
11886,OR,12350 SE Powell Blvd,Portland,97230,-122.53580200604,45.4968575320658,98.44
14744,CA,2922 E Belvedere Road,Anaheim,92805,-117.865761117016,33.8406962732973,98.44
17033,CA,4456 Lockwood Ave.,Los Angeles,90044,-118.291268850812,34.0886899661685,98.44
17441,CA,8174 S. Western Ave.,Los Angeles,90074,-118.308940820955,33.9647088800211,98.44
17806,DC,"5505 5th Street, NW",Washington,20001,-77.0196775798778,38.9568619890869,98.44
18983,MI,Main,Lake City,49651,-85.2964410901439,44.329669995193,98.44
20743,CT,241-249 ARCH ST,NEW BRITAIN,6050,-72.7828042268673,41.6624784756743,98.44
21039,CA,1354 North G St.,San Bernardino,92408,-117.298679350549,34.1244888231738,98.44
23808,CA,4020 Finley Avenue,Santa Rosa,95402,-122.766898620299,38.4196469133811,98.44
24371,MA,South,Hyannis,2601,-70.2853446476925,41.6502851828008,98.44
1237,MA,460 Belmont St,Brockton,2130,-71.0385616081946,42.0742114736113,98.46
1598,NJ,18 Rector Street,Newark,7109,-74.1681024870687,40.7408935440429,98.46
7980,CT,405 Main STreet,Danbury,6818,-73.4591115794418,41.4025246870716,98.46
11282,CO,530 Communications Circle,,80905,-104.845295044208,38.8263880754931,98.46
13541,ME,7 Butler Street,Sanford,4401,-70.794953997617,43.4638834947087,98.46
16613,SC,â€‹26 Agnew Rd.,Greenville,29611,-82.437748593482,34.8602350171937,98.47
2339,PA,1855 Constitution Ave.,Woodlyn,19014,-75.3538416471515,39.8739506005348,98.48
2356,PA,1855 Constitution Ave.,Woodlyn,19014,-75.3538416471515,39.8739506005348,98.48
3546,FL,20 North 6th Street,Haines City,33845,-81.62669108325,28.107434142431,98.48
4020,NY,699 LEXINGTON AVENUE,Brooklyn,11226,-73.9329740097434,40.6897612943732,98.48
4196,NY,645 VAN SICLEN AVENUE,Brooklyn,11432,-73.8877617725579,40.6633895638695,98.48
6503,TN,960 South Third Street,Memphis,38104,-90.0550372107209,35.1211706619343,98.48
6798,TX,3303 SOUTHERN OAKS BLVD,DALLAS,75228,-96.773936765629,32.71847246807,98.48
9420,OR,2766 W Langenberg Ave,Roseburg,97470,-123.384295275148,43.212065097509,98.48
9555,LA,823 Carroll Street,Mandeville,70458,-90.0652721850504,30.364280683158,98.48
9924,PA,2404 W LEHIGH AVE,PHILADELPHIA,19134,-75.1710256166621,39.996056505477,98.48
11807,OR,5135 NE Columbia Blvd,Portland,97232,-122.609482790627,45.5701107557727,98.48
13095,VA,5320 Palmer Lane,Williamsburg,23601,-76.7333681121158,37.2857884398129,98.48
15064,GA,469 Marietta Street NW,Atlanta,30315,-84.3974076084817,33.7661990014898,98.48
17119,CA,10215-10231 Ruoff Ave.,Whittier,90604,-118.025327910681,33.9395909122842,98.48
22284,MN,1111 W 22nd Street,Minneapolis,55406,-93.2939755047178,44.9608787451688,98.48
6311,VA,18317 N R North St,Keller,23401,-75.7611114325752,37.6196257712411,98.49
14634,PR,58 Calle Mendez Vigo,Mayaguez,681,-67.1436767779029,18.2027975740855,98.49
2264,MD,160 Duke of Glouchester Street,An,21401,-76.4895527141585,38.976441402443,98.5
7424,NJ,434-436 Morris Ave.,Elizabeth,7202,-74.221378198928,40.6716993826775,98.51
13402,NE,620 5th,,68352,-97.1782313659939,40.1361151161491,98.51
1349,CA,1070-1076 IMOLA AVE,NAPA,94559,-122.269789568274,38.2802760639603,98.52
7925,NJ,415 Keim Blvd,Burlington,8060,-74.8663828311796,40.0745640090083,98.52
7996,NJ,5 Weston Forbes Ct,Edison,8818,-74.3632104737907,40.594376777365,98.52
9249,CT,4 merritt street,norwalk,6850,-73.4196899800653,41.0920124738905,98.52
12822,ME,12 MCLELLAN ST,SKOWHEGAN,4967,-69.7237206202575,44.7580021129727,98.52
20046,CT,177 State Street,Meriden,6460,-72.7976070869702,41.5416981845821,98.52
20055,CT,7 Thomas Lane,New Milford,6119,-73.4049658260331,41.5826268920595,98.52
4749,NY,828 Washington Avenue,Brooklyn,11208,-73.9629130782388,40.6732555668211,98.53
4859,NY,828 Washington Avenue,Brooklyn,11221,-73.9629130782388,40.6732555668211,98.53
4880,NY,828 Washington Avenue,Brooklyn,11221,-73.9629130782388,40.6732555668211,98.53
8323,FL,12320 SW 283rd Street,Homestead,33136,-80.3916475737429,25.50486758142,98.53
12073,IL,810 S. Independance Blvd,Chicago,60624,-87.7202724980751,41.8703235647968,98.53
24072,MN,435 Dorothy Day Place,Saint Paul,55104,-93.1024879930087,44.9471579887658,98.53
25054,IL,400 W. Pleasant,,62428,-88.1688506659907,39.2469853485223,98.53
6788,TX,"5787 S Hampton Rd Suite 270, Dallas, TX 75232",Dallas,75232,-96.8690039761686,32.6818109874995,98.54
8784,MA,School Street,Dorchester,2125,-71.0744295412288,42.2965312935818,98.54
5931,VA,6536 Moose Drive,Glouchester,23061,-76.5295840969913,37.3871465620524,98.55
13253,NJ,770 WOODLANE RD,Westhampton,8060,-74.8096669348002,40.0124133704287,98.55
15551,OH,204 MaryEllen St,South Lebanon,45065,-84.2098828331613,39.3710836578957,98.55
17335,CA,525 Broad Ave.,Wilimington,90744,-118.260928372974,33.7765538849759,98.55
750,RI,92 Budlong Avenue,Warwick,2886,-71.4313867927675,41.7521445135363,98.57
1143,CA,1060 Howard Street,San Francisco,94129,-122.408602350582,37.7786268702609,98.57
3691,NJ,513-515 Avon Avenue,Newark,7102,-74.215135776538,40.7286983359273,98.57
4857,NY,1510 Southern Blvd Bronx,New York,10460,-73.8897841581561,40.8339592818329,98.57
5500,KY,609 E. Dixie Avenue,Elizabethtown,42048,-85.8515995209345,37.6856655290749,98.57
7174,TN,2230-2242 Ball Rd.,Memphis,38114,-89.988344837906,35.0813170173588,98.57
13018,CA,19531 McLane St. Ste A,Palm Springs,92262,-116.552381597717,33.9067030483421,98.57
14674,UT,770 S. Denver Street,Salt Lake City,84116,-111.877907520103,40.7527370055917,98.57
16459,ME,72 Bishop Street,PORTLAND,4101,-70.2968376922872,43.6873416386951,98.57
17722,CA,36700 Pickfair St,Cathedral City,92240,-116.463487323589,33.7817063246768,98.57
24196,PA,2934 Smallman Street,Pittsburgh,16601,-79.973907349619,40.4592609267957,98.57
4944,NY,798-802 Fairmount Place,Bronx,10457,-73.8885126234444,40.8424126407329,98.58
8208,MA,136-138 PLEASANT ST,DORCHESTER,2124,-71.0591312176823,42.3110073210257,98.58
19363,PR,Calle Baldorioty de Castro Esq. Padilla Davila,,694,-66.3867998897968,18.443640036715,98.59
2988,CA,1250 Sutterville Road,SACRAMENTO,95821,-121.505156318427,38.5377907606483,98.61
3431,GA,55 ELIZABETH CHURCH RD NE,MARIETTA,30061,-84.5512681941275,33.9776180982485,98.61
3437,GA,55 ELIZABETH CHURCH RD NE,MARIETTA,30061,-84.5512681941275,33.9776180982485,98.61
12711,CA,72695 La Canada Way,Thousand Palms,92501,-116.393757432883,33.8199786813091,98.61
16568,MA,240-250 Osborn Street,FALL RIVER,2720,-71.1656138259757,41.6920899374839,98.61
16776,CA,14733-14803 S. Stanford Ave,Compton,90220,-118.261124174232,33.898122452152,98.61
17793,DC,1242 Florida Avenue NE,WASHINGTON,20009,-76.9889342677728,38.9024859009788,98.61
21611,MN,5812 Lyndale Avenue S,Minneapolis,55417,-93.2895926075472,44.8972823540202,98.61
1178,NJ,32 Winding Ridge Dr,Neptune,7024,-74.0505498992514,40.2185442346234,98.62
7806,FL,1380 Blountstown Hwy,Tall,32304,-84.3451545372627,30.4550659956158,98.62
8030,MA,8 Notre Dame Street,Roxbury,2118,-71.0960811614506,42.3189273394267,98.62
18158,PR,72 Calle Mayor,Ponce,733,-66.6130357019899,18.0091021929017,98.64
18159,PR,72 Calle Mayor,Ponce,733,-66.6130357019899,18.0091021929017,98.64
20094,PR,72 Calle Mayor,Ponce,733,-66.6130357019899,18.0091021929017,98.64
20297,PR,3 Calle Cesari,Yauco,698,-66.8520700311531,18.0334425196207,98.64
8671,MD,18715 N FREDERICK AVE,Gaithersburg,20871,-77.2239010581858,39.1635541474276,98.65
13730,GA,1420 S. Hairston Road,Stone Mountain,30058,-84.1904130131893,33.7536590098188,98.65
19241,MO,16 North Court Street,Bowling Green,63304,-91.195273348687,39.342461931213,98.65
20412,CA,1358 Valencia Street,San Francisco,94102,-122.420599703873,37.7512580704648,98.65
25095,CA,696 S Tippecanoe Ave,San Bernardino,92410,-117.259787487453,34.0881039873176,98.65
982,CA,847 C Brookside Dr,RICHMOND,94801,-122.358285534362,37.9651734176863,98.67
4953,NY,1351-1355 Boston Road,Bronx,10456,-73.8988900901279,40.8321212142856,98.67
19753,NH,2 INDUSTRIAL PARK DR,CONCORD,3302,-71.4849997085917,43.21296531391,98.67
5104,NY,2044 Richmond Terrace,Staten Island,10305,-74.1315838760377,40.6402982169018,98.68
14733,CA,1767 S. Wiliam Miller Dr.,Anaheim,92804,-117.95722067261,33.8034653262251,98.68
20824,TN,3006 Lake Brook Boulevard,KNOXVILLE,37917,-84.0302129667392,35.9468889171011,98.68
23932,FL,1577 N Military Trail,West Palm Beach,33403,-80.1139240246797,26.6999919836875,98.68
24604,KY,1015-C S PRESTON ST,LOUISVILLE,40203,-85.748936294461,38.2370302212597,98.69
20304,PR,262 Calle Villa,Ponce,730,-66.6246283457729,18.0103774080101,98.7
24036,PA,105 Grace Way,Punxutawney,15767,-78.9911661664914,40.9425381622009,98.7
24039,PA,105 Grace Way,Punxutawney,15767,-78.9911661664914,40.9425381622009,98.7
3629,CT,141 franklin street,stamford,6608,-73.5422908205269,41.0597871993947,98.71
6562,MA,35 Hansborough Street,boston,2125,-71.0918576880786,42.2883181796821,98.71
10119,OR,800 NE 2ND ST,McMinniville,97128,-123.190657972913,45.209272464369,98.71
10277,NJ,200 Wolverton Street,TRENTON,8650,-74.7532818421039,40.2043643074398,98.71
16758,CA,2423 - 2431 E 1st St.,Los Angeles,90033,-118.208755468116,34.0433020442926,98.71
18072,CA,5036 B County Park Road,Mariposa,95338,-119.96748159638,37.4846071831344,98.71
20252,CT,605 Baldwin Street,Waterbury,6710,-73.0341039099888,41.5443769151086,98.71
20689,MN,1600 E 19th st,Minneapolise,55404,-93.2517830157892,44.963724568935,98.71
21698,WA,Edit 1000 Auburn Way S.,Auburn,98002,-122.219578196397,47.2986725099845,98.71
20453,MN,1651 Jefferson Pkwy HS-200,Northfield,55057,-93.1667698981085,44.4411537677244,98.72
20645,MN,390 N Robert,St Paul,55101,-93.0913274051115,44.9479456781168,98.72
9204,CT,1803 Stratford Avene,BRIDGEPORT,6610,-73.1569994581663,41.1819587606853,98.73
9404,RI,"127 Johnnycake Hill Rd, RI",Middletown,2842,-71.2841486890261,41.5037067893443,98.73
11777,OR,1430 SW BROADWAY,,97205,-122.682320020479,45.5142770127925,98.74
3159,CA,Edit 1927 L Street,Sacramento,95811,-121.481034374554,38.5747815661946,98.75
3934,GA,1 Memorial Drive,Decatur,30032,-84.2510110130601,33.7694858053906,98.75
4677,NY,107-109 Ave D,New York,10009,-73.9763429826015,40.7236339900287,98.75
4902,NY,1130-1134 Bryant Avenue,Bronx,10459,-73.8888741349283,40.82725484894,98.75
5166,NY,139-141 Ave D,New York,10009,-73.9754312829932,40.7245557898305,98.75
6211,MA,1542-1544 Columbus Ave,Roxbury,2119,-71.0981680877033,42.323139706777,98.75
6587,KY,205 E. Short Street Lexington,LEXINGTON,40507,-84.4941338731414,38.0451610814991,98.75
6824,MO,2438-2440 N Spring Ave,St. Louis,63113,-90.224818945967,38.6531045421274,98.75
8913,NJ,301 Spring Garden Road,Winslow,8095,-74.862162962026,39.6831409911081,98.75
11103,CO,455 Gold Pass Heights,Colorado Springs,80903,-104.818237609437,38.7938324326061,98.75
14582,OH,4200 Park Avenue - Third Floor,Ashtabula,44004,-80.782438638053,41.8692505973713,98.75
14584,OH,4200 Park Avenue - Third Floor,Ashtabula,44004,-80.782438638053,41.8692505973713,98.75
18003,CT,255 Homestead Avenue,Hartford,6119,-72.6971815771876,41.7784016634237,98.75
18006,CT,132 Mansfield Ave,Willimantic,6119,-72.2238763758094,41.7171421468804,98.75
21272,MA,1261 Church Street,New Bedford,2740,-70.9438331103622,41.701154546673,98.75
23784,PA,4200 Crawford Avenue,Northern Cambria,15701,-78.781134448378,40.6618744510515,98.75
1140,CA,1631 Hayes Street,,94102,-122.443302675357,37.7742619103632,98.76
21869,WA,2113 3rd Ave,,98101,-122.34282729325,47.6135027024957,98.76
15153,MI,1221 W Laketon Ave,,49442,-86.2731257634871,43.2199384883344,98.77
16195,IL,50 Northgate Industrial Dr,Granite City,62220,-90.1338200597716,38.7463105510669,98.78
16197,IL,50 Northgate Industrial Dr,GRANITE CITY,62223,-90.1338200597716,38.7463105510669,98.78
858,MN,1812 - 1828 Belsly Blvd,Moorhead,56560,-96.7485754735528,46.8419634768935,98.79
1174,NJ,3 Executive Drive,Morris Plains,7054,-74.4968073707123,40.831637999845,98.79
6216,MA,3033-3091 Washington St,Roxbury,2119,-71.0978211607308,42.3167473321393,98.79
7501,MA,1035-1055 Tremont Street,Boston,2120,-71.0860011685109,42.3365173499735,98.79
8374,NJ,3 Executive Drive,Morris Plains,7054,-74.4968073707123,40.831637999845,98.79
11449,NJ,3 Executive Drive,Morris Plains,7054,-74.4968073707123,40.831637999845,98.79
12780,OH,3318 & 3322 Cherry Street,Toledo,43608,-83.553489625246,41.6822709989186,98.79
13026,NH,9 ISINGLAS DRIVE,ROCHESTER,3839,-70.9690048876074,43.2434900469349,98.79
14339,MO,2933-2935 Locust St.,SAINT LOUIS,63103,-90.2213288891228,38.6357081116344,98.79
18892,MI,36 - 40 - 44 Bridge Street,PETOSKEY,49770,-84.9635845725255,45.3688659124862,98.79
21774,WA,Edit 100 23rd Ave South,Seattle,98144,-122.302212613775,47.6011629065504,98.79
132,PR,606 Ave Barbosa,San Juan,928,-66.0431680111416,18.4129071600796,98.8
2032,PR,606 Barbosa Ave.,San Juan,928,-66.0431680111416,18.4129071600796,98.8
4816,NY,575 W. 155th,Manhattan,10032,-73.9451649011788,40.8325124815258,98.8
8491,ID,201 E Harrison,Coeur d'Alene,83814,-116.784044996269,47.6862974780083,98.8
10279,NJ,1901 North Olden Ave,Ewing,8618,-74.7816908242096,40.2508812398885,98.8
10280,NJ,1901 North Olden Ave,Ewing,8618,-74.7816908242096,40.2508812398885,98.8
13491,NJ,1901 North Olden Ave,Ewing,8618,-74.7816908242096,40.2508812398885,98.8
13493,NJ,1901 North Olden Ave,Ewing,8618,-74.7816908242096,40.2508812398885,98.8
15702,AR,1021 E washington,n little rock,72114,-92.2562387270183,34.7539030317003,98.8
16185,MO,600 N MAIN,MT VERNON,65712,-93.8185927861513,37.109994480267,98.8
16731,MO,110 N. Elm,Webster Grove,63119,-90.3565285682475,38.5962259110977,98.8
17714,PR,606 Barbosa Ave.,San Juan,928,-66.0431680111416,18.4129071600796,98.8
17799,DC,300 56th NE,WASHINGTON,20019,-76.9213414270996,38.8931563817398,98.8
18118,WA,16412 E Sprague,Spokane Valley,99037,-117.184792923361,47.6569886029031,98.8
248,TX,1318 A Myrtle,El Paso,79901,-106.475417710131,31.765250545817,98.81
2621,CO,2741 N Federal,Denver,80211,-105.025307473273,39.7570850093649,98.81
15833,FL,920 Northwest 7th Avenue,Fort Lauderdale,33313,-80.1509223320292,26.1359752277546,98.81
15780,MI,3840 Fairview,Detroit,48214,-82.982028984922,42.3782698728043,98.82
72,WA,1207 Commerce,Longview,98632,-122.935027108963,46.1355283372736,98.82
74,WA,1207 Commerce,Longview,98632,-122.935027108963,46.1355283372736,98.82
128,TN,2552 Poplar,Memphis,38112,-89.9757414730152,35.1379709714735,98.82
269,WA,1207 Commerce,Longview,98632,-122.935027108963,46.1355283372736,98.82
281,WA,7370 Guide Meridian,Lynden,98264,-122.485588119591,48.9091192506762,98.82
25111,WA,3530 Colby,EVERETT,98201,-122.208280732021,47.9703154591705,98.82
578,WA,1107 Broadway,Longview,98632,-122.931679376835,46.1378196981446,98.82
579,WA,1107 Broadway,Longview,98632,-122.931679376835,46.1378196981446,98.82
1015,WA,3530 Colby,EVERETT,98201,-122.208280732021,47.9703154591705,98.82
1016,WA,3530 Colby,EVERETT,98201,-122.208280732021,47.9703154591705,98.82
1498,CA,1164 Magnolia #1,Chico,95926,-121.847918909904,39.7380017208578,98.82
1553,KS,311 Kiowa,Leavenworth,66048,-94.9142261384587,39.325342774077,98.82
1756,MI,6309 Mack,DETROIT,48207,-83.0213332376542,42.3614320542484,98.82
1907,WA,1207 Commerce,Longview,98632,-122.935027108963,46.1355283372736,98.82
2138,MI,14750 St. Marys,Detroit,48227,-83.2063567932723,42.3964866820707,98.82
2149,MI,14750 St. Marys,Detroit,48227,-83.2063567932723,42.3964866820707,98.82
2457,MI,13130 WOODWARD,HIGHLAND PARK,48203,-83.0942075993372,42.4014159116901,98.82
2468,MI,11850 Woodrow Wilson,Detroit,48206,-83.1046496066752,42.3884603811375,98.82
2628,CO,2136 Champa,Denver,80205,-104.987226726947,39.7516606188154,98.82
2891,MI,882 Oakman,DETROIT,48238,-83.1138344123559,42.4024312116218,98.82
3112,TX,1717 Congress,Houston,77002,-95.3540116061242,29.7582585642852,98.82
3147,CO,1000 Alpine,Boulder,80304,-105.284225971105,40.0254924921437,98.82
3222,MN,"503 Hawthorne, Suite 45",Alexandria,56308,-95.3760659021213,45.8867153133669,98.82
3399,CO,1575 Yarmouth,Boulder,80304,-105.2777839756,40.0582674937595,98.82
3498,CO,1155 Cherokee,Denver,80204,-104.991706435099,39.7347653423132,98.82
3680,CO,2111 Champa,Denver,80205,-104.987725031091,39.7513509913122,98.82
3723,TX,1001 Montana,EL PASO,79902,-106.484736207167,31.7683466113026,98.82
5039,CO,4869 Broadway,Boulder,80304,-105.282167459504,40.0625819945999,98.82
5055,CO,4869 Broadway,Boulder,80304,-105.282167459504,40.0625819945999,98.82
5068,CO,4869 Broadway,Boulder,80304,-105.282167459504,40.0625819945999,98.82
5460,KY,530 Klutey Park Plaza,Henderson,42420,-87.5666972564379,37.8376100714494,98.82
5754,MI,4646 JOHN R,DETROIT,48201,-83.0603947504702,42.3552009055184,98.82
5760,MI,45666 Woodward,Pontiac,48341,-83.2845544957551,42.625508335841,98.82
5761,CA,"643 Bair Island, Suite 209",Redwood City,94063,-122.225096589991,37.4966019799453,98.82
5769,MI,45666 WOODWARD,PONTIAC,48341,-83.2845544957551,42.625508335841,98.82
5771,MI,570 Kirts,Troy,48084,-83.1559012565556,42.556637107654,98.82
5786,CA,643 Bair Island Suite 209,Redwood City,94063,-122.225096589991,37.4966019799453,98.82
6698,KY,308 Suwannee Trail,Bowling Green,42103,-86.3983280468882,36.9685072934827,98.82
7095,TN,2552 Poplar,Memphis,38112,-89.9757414730152,35.1379709714735,98.82
7125,TN,1331 Union Suite 935,Memphis,38104,-90.0172608951187,35.1369026979137,98.82
7536,NV,8936 Spanish Ridge,Las Vegas,89148,-115.287816019397,36.0919719916265,98.82
8071,NY,1451 Main,Buffalo,14202,-78.8748347993389,42.8845561566789,98.82
