"GEOID","GiniCoeff","MedInc"
"45065",0.4771,21545
"45067",0.5254,19224
"45069",0.4676,19335
"45071",0.4518,24596
"45073",0.4853,23985
"45075",0.4882,20535
"45077",0.4569,22145
"45079",0.4736,26839
"45081",0.4352,22904
"45083",0.4561,25297
"45085",0.4447,23432
"45087",0.4742,21035
"45089",0.4869,19735
"45091",0.4504,31169
"46003",0.4083,32329
"46005",0.3899,30569
"46007",0.3962,24038
"46009",0.404,24554
"46011",0.4267,25192
"46013",0.4556,31997
"46015",0.5013,26221
"46017",0.4545,15118
"46019",0.474,24667
"46021",0.5444,31094
"46023",0.4471,24367
"46025",0.5018,25703
"46027",0.5167,17152
"46029",0.4374,30466
"46031",0.5425,17645
"46033",0.4084,31178
"46035",0.4445,29647
"46037",0.4953,25942
"46039",0.3862,30956
"46041",0.463,25442
"46043",0.4337,26843
"46045",0.4169,33281
"46047",0.3861,26779
"46049",0.4372,28986
"46051",0.4176,31136
"46053",0.4683,25038
"46055",0.4615,22005
"46057",0.3557,31564
"46059",0.4598,31898
"46061",0.3702,31679
"46063",0.3861,31454
"46065",0.421,38042
"46067",0.4286,27383
"46069",0.4274,31733
"46071",0.4782,16732
"46073",0.5358,26461
"46075",0.4053,30203
"46077",0.4085,31456
"46079",0.4696,27323
"46081",0.4549,27199
"46083",0.4441,38823
"46085",0.3831,24254
"46087",0.3696,30750
"46089",0.4741,22012
"46091",0.3992,31396
"46093",0.4036,30092
"46095",0.4925,16445
"46097",0.4105,29000
"46099",0.4199,32184
"46101",0.4317,30521
"46102",0.5119,13794
"46103",0.4497,28832
"46105",0.4745,26930
"46107",0.4337,27778
"46109",0.4686,25666
"46111",0.4543,29136
"46115",0.4709,30231
"46117",0.3796,36265
"46119",0.5082,38581
"46121",0.5517,16514
"46123",0.4299,27128
"46125",0.427,31125
"46127",0.4502,36380
"46129",0.4506,29821
"46135",0.4824,28788
"46137",0.4554,20405
"47001",0.4655,25123
"47003",0.4534,24611
"47005",0.4704,18455
"47007",0.4922,22209
"47009",0.4611,26961
"47011",0.4686,25517
"47013",0.4893,21310
"47015",0.4332,26026
"47017",0.4667,20801
"47019",0.47,20725
"47021",0.3833,30317
"47023",0.4295,22441
"47025",0.4802,19620
"47027",0.4801,17990
"47029",0.4847,19887
"47031",0.4443,24879
"47033",0.4391,23936
"47035",0.434,23559
"47037",0.4844,31170
"47039",0.5178,21484
"47041",0.5013,26130
"47043",0.4571,26462
"47045",0.4912,25218
"47047",0.4769,28805
"47049",0.4451,17992
"47051",0.4761,23806
"47053",0.4528,22780
"47055",0.4303,24630
"47057",0.4268,22444
"47059",0.473,21625
"47061",0.4792,17875
"47063",0.4486,22316
"47065",0.4826,27827
"47067",0.4887,18488
"47069",0.4384,19760
"47071",0.4731,21156
"47073",0.466,22128
"47075",0.4846,22485
"47077",0.4365,23904
"47079",0.4462,21960
"47081",0.4816,21564
"47083",0.461,21780
"47085",0.4542,22204
"47087",0.4442,19519
"47089",0.4559,22092
"47091",0.4811,17211
"47093",0.4836,27832
"47095",0.5398,16994
"47097",0.4361,21893
"47099",0.445,22426
"47101",0.4234,22068
"47103",0.4314,25891
"47105",0.4496,26907
"47107",0.492,21484
"47109",0.4609,20051
"47111",0.4612,22255
"47113",0.472,26000
"47115",0.4482,22856
"47117",0.4216,26820
"47119",0.4373,28052
"47121",0.4384,23098
"47123",0.4462,21404
"47125",0.4204,29623
"47127",0.4608,27572
"47129",0.4569,21117
"47131",0.4669,22787
"47133",0.4489,22375
"47135",0.6254,19387
"47137",0.4243,21572
"47139",0.457,23274
"47141",0.4896,22793
"47143",0.4685,21511
"47145",0.4755,25030
"47147",0.4163,30555
"47149",0.4084,30945
"47151",0.4477,19222
"47153",0.3972,21479
"47155",0.4285,22426
"47157",0.5106,26979
"47159",0.4966,26517
"47161",0.4051,23450
"47163",0.477,23377
"47165",0.4427,31230
"47167",0.4439,28584
"47169",0.4022,22235
"47171",0.4441,20636
"47173",0.4628,22003
"47175",0.4102,20719
"47177",0.484,22152
"47179",0.4842,24148
"47181",0.4512,20422
"47183",0.4621,21232
"47185",0.4454,21842
"47187",0.4447,44151
"47189",0.4083,34235
"48001",0.4225,22448
"48003",0.4506,32158
"48005",0.4495,23385
"48007",0.5351,21495
"48009",0.4316,31454
"48011",0.3662,30833
"48013",0.451,24346
"48015",0.4278,30445
"48017",0.4342,26146
"48019",0.4245,24409
"48021",0.4189,29527
"48023",0.4555,21628
"48025",0.498,20043
"48027",0.4305,28292
"48029",0.4694,27125
"48031",0.4468,29162
"48033",0.3326,40441
"48035",0.4223,25420
"48037",0.4912,26009
"48039",0.4266,38462
"48041",0.5144,22788
"48043",0.453,25653
"48045",0.4326,27039
"48047",0.4822,13879
"48049",0.4691,25006
"48051",0.4332,28429
"48053",0.4505,26898
"48055",0.4494,26221
"48057",0.4195,27046
"48059",0.4696,25651
"48061",0.4863,18971
"48063",0.4255,23964
"48065",0.4151,36631
"48067",0.433,24539
"48069",0.4088,27060
"48071",0.4543,32746
"48073",0.439,23524
"48075",0.4452,25649
"48077",0.4399,25499
"48079",0.4662,25338
"48081",0.3979,25486
"48083",0.5029,26121
"48085",0.4324,45254
"48087",0.4742,21179
"48089",0.4656,27765
"48091",0.4408,33957
"48093",0.4356,26664
"48095",0.4888,22500
"48097",0.4209,30308
"48099",0.4155,25970
"48101",0.4697,20975
"48103",0.3891,27658
"48105",0.4195,31871
"48107",0.4598,20147
"48109",0.417,16875
"48111",0.4924,27294
"48113",0.4997,30118
"48115",0.5012,21292
"48117",0.3953,27269
"48119",0.4332,25345
"48121",0.4346,39350
"48123",0.516,26505
"48125",0.5054,22153
"48127",0.52,15526
"48129",0.4279,22131
"48131",0.4629,18472
"48133",0.5607,19545
"48135",0.4598,31032
"48137",0.4919,17500
"48139",0.4144,32629
"48141",0.4634,22105
"48143",0.4984,21941
"48145",0.4635,20400
"48147",0.4382,26291
"48149",0.4795,27412
"48151",0.4761,27169
"48153",0.4351,24398
"48155",0.423,22083
"48157",0.4352,40587
"48159",0.429,26793
"48161",0.4573,25537
"48163",0.5051,16072
"48165",0.4525,27394
"48167",0.4729,32160
"48169",0.4443,21462
"48171",0.4733,28041
"48173",0.4606,24529
"48175",0.4612,26871
"48177",0.4764,26697
"48179",0.4674,26125
"48181",0.4404,27294
"48183",0.4645,25520
"48185",0.4909,24823
"48187",0.4043,33106
"48189",0.4172,24715
"48191",0.5354,17952
"48193",0.4932,23158
"48195",0.4344,25223
"48197",0.4449,20171
"48199",0.4646,30109
"48201",0.4978,30657
"48203",0.4571,26566
"48205",0.3725,32001
"48207",0.438,21882
"48209",0.4547,30293
"48211",0.4351,28163
"48213",0.4678,22946
"48215",0.4907,18579
"48217",0.4549,23353
"48219",0.4407,25330
"48221",0.4573,30201
"48223",0.4583,26030
"48225",0.4601,19390
"48227",0.4798,25282
"48229",0.5103,13787
"48231",0.4479,24667
"48233",0.4345,24987
"48235",0.4715,31045
"48237",0.4601,25567
"48239",0.4161,27310
"48241",0.4662,24591
"48243",0.3696,26108
"48245",0.4888,26861
"48247",0.4975,17625
"48249",0.496,20107
"48251",0.41,31213
"48253",0.4561,19828
"48255",0.5403,28052
"48257",0.4156,31058
"48259",0.4825,33547
"48261",0.3614,22635
"48263",0.4826,29375
"48265",0.4609,26217
"48267",0.494,24401
"48269",0.3535,37563
"48271",0.4537,17665
"48273",0.4958,21050
"48275",0.4163,25250
"48277",0.4648,24314
"48279",0.4504,22846
"48281",0.42,28851
"48283",0.5494,21156
"48285",0.4768,27456
"48287",0.4396,28189
"48289",0.5351,24582
"48291",0.4432,26431
"48293",0.45,22476
"48295",0.4322,28872
"48297",0.4291,23966
"48299",0.5174,23705
"48301",0.2567,23750
"48303",0.4851,25326
"48305",0.4977,25049
"48307",0.4429,23848
"48309",0.4738,24661
"48311",0.4747,34435
"48313",0.4523,23584
"48315",0.5318,21868
"48317",0.457,29951
"48319",0.474,23948
"48321",0.4792,22712
"48323",0.4754,17902
"48325",0.4399,26111
"48327",0.4367,23595
"48329",0.4711,38480
"48331",0.4364,24774
"48333",0.4917,19345
"48335",0.4294,26229
"48337",0.4474,28135
"48339",0.48,35858
"48341",0.3876,29621
"48343",0.4406,23995
"48345",0.4731,23222
"48347",0.4865,20897
"48349",0.4567,24553
"48351",0.4437,21028
"48353",0.4998,24013
"48355",0.4657,26702
"48357",0.456,24839
"48359",0.4742,26009
"48361",0.4431,29416
"48363",0.4674,22932
"48365",0.4579,25499
"48367",0.4356,31936
"48369",0.4022,27449
"48371",0.4354,26872
"48373",0.4612,24905
"48375",0.4763,24951
"48377",0.4587,15395
"48379",0.4363,24473
"48381",0.4285,33585
"48383",0.3684,36406
"48385",0.4749,20867
"48387",0.4384,21938
"48389",0.4325,22351
"48391",0.437,23182
"48393",0.38,29405
"48395",0.4437,24659
"48397",0.403,42223
"48399",0.4469,23775
"48401",0.4458,24591
"48403",0.4967,19985
"48405",0.526,21378
"48407",0.431,21589
"48409",0.4412,26247
"48411",0.475,22096
"48413",0.4027,26774
"48415",0.4117,28544
"48417",0.4541,23862
"48419",0.462,23020
"48421",0.4116,28825
"48423",0.4683,26317
"48425",0.4244,27928
"48427",0.5136,13459
"48429",0.477,22545
"48431",0.3364,35385
"48433",0.466,23705
"48435",0.3973,31340
"48437",0.474,20954
"48439",0.4611,32029
"48441",0.4571,25651
"48443",0.4967,22703
"48445",0.4289,21918
"48447",0.4814,25482
"48449",0.4215,24209
"48451",0.4705,26737
"48453",0.4851,37402
"48455",0.4323,22127
"48457",0.4244,21658
"48459",0.4338,25410
"48461",0.4476,29575
"48463",0.4338,20638
"48465",0.4591,21643
"48467",0.4519,25242
"48469",0.4619,26700
"48471",0.4809,26341
"48473",0.4555,25082
"48475",0.4366,30440
"48477",0.4837,26639
"48479",0.488,20850
"48481",0.4853,25682
"48483",0.4362,28440
"48485",0.4629,24297
"48487",0.4222,24501
"48489",0.5015,14831
"48491",0.3963,38468
"48493",0.4263,31415
"48495",0.4314,28638
"48497",0.4303,28678
"48499",0.4789,24350
"48501",0.3925,32363
"48503",0.4334,26136
"48505",0.5389,16280
"48507",0.4233,14564
"49001",0.3751,28827
"49003",0.3801,28850
"49005",0.4263,23306
"49007",0.4155,25770
"49009",0.3435,NA
"49011",0.3813,32736
"49013",0.3906,29202
"49015",0.372,26325
"49017",0.421,23165
"49019",0.3707,25236
"49021",0.4389,21083
"49023",0.3654,25463
"49025",0.4306,26292
"49027",0.4287,27052
"49029",0.3921,36653
"49031",0.4358,16658
"49033",0.4257,29567
"49035",0.436,31680
"49037",0.4741,20990
"49039",0.3897,18089
"49041",0.4135,23790
"49043",0.4891,42086
"49045",0.3513,32806
"49047",0.4379,27941
"49049",0.4164,24955
"49051",0.426,34000
"49053",0.4384,25939
"49055",0.3923,22419
"49057",0.4007,30005
"50001",0.4128,30656
"50003",0.4622,27338
"50005",0.442,26016
"50007",0.4496,32629
"50009",0.4256,22707
"50011",0.4029,32434
"50013",0.463,35273
"50015",0.4762,30427
"50017",0.4021,30967
"50019",0.4409,25575
"50021",0.432,28515
"50023",0.4368,32657
"50025",0.4537,27892
"50027",0.4616,31082
"51001",0.4382,24781
"51003",0.4809,34970
"51005",0.4468,25969
"51007",0.4218,31377
"51009",0.4109,25455
"51011",0.4242,28929
"51013",0.4355,67089
"51015",0.4115,29594
"51017",0.4506,26646
"51019",0.4322,30297
"51021",0.4065,26502
"51023",0.4156,31198
"51025",0.4395,18522
"51027",0.4645,17550
"51029",0.4007,21346
"51031",0.4397,27185
"51033",0.4088,32024
"51035",0.4586,22506
"51036",0.5459,27526
"51037",0.4455,21645
"51041",0.4052,38129
"51043",0.4468,35450
"51045",0.386,27929
"51047",0.4076,32907
"51049",0.4399,25668
"51051",0.58,17941
"51053",0.4328,27593
"51057",0.4175,26317
"51059",0.4256,52747
"51061",0.4185,42344
"51063",0.4157,27825
"51065",0.4611,37722
"51067",0.4591,26264
"51069",0.3926,35002
"51071",0.3991,27962
"51073",0.3969,33897
"51075",0.4796,39096
"51077",0.4588,19666
"51079",0.4179,32924
"51081",0.41,19176
"51083",0.4342,22443
"51085",0.3935,39592
"51087",0.4584,36003
"51089",0.4527,21041
"51091",0.4375,26270
"51093",0.4266,34479
"51095",0.4527,36435
"51097",0.4129,29693
"51099",0.3741,38917
"51101",0.3948,35369
"51103",0.4972,26585
"51105",0.4896,17136
"51107",0.3859,57753
"51109",0.4529,28752
"51111",0.3901,22395
"51113",0.4618,26125
"51115",0.4538,29042
"51117",0.4698,23919
"51119",0.4553,26295
"51121",0.5009,23402
"51125",0.4833,30114
"51127",0.376,38654
"51131",0.4694,24439
"51133",0.4462,30449
"51135",0.5133,23851
"51137",0.3912,32591
"51139",0.4274,24100
"51141",0.4463,22062
"51143",0.4338,24351
"51145",0.371,37759
"51147",0.464,18766
"51149",0.3963,32636
"51153",0.3809,42278
"51155",0.4137,26391
"51157",0.4564,32554
"51159",0.4453,24335
"51161",0.4224,35292
"51163",0.4802,26153
"51165",0.43,29905
"51167",0.4588,19850
"51169",0.4436,20511
"51171",0.4158,27833
"51173",0.4593,21379
"51175",0.3965,27375
"51177",0.3927,36704
"51179",0.3702,44680
"51181",0.403,30509
"51183",0.4286,19375
"51185",0.4526,22226
"51187",0.3979,31986
"51191",0.4426,24119
"51193",0.4616,30025
"51195",0.485,20783
"51197",0.4666,23332
"51199",0.3756,41650
"51510",0.4443,55939
"51520",0.4711,20447
"51530",0.4398,16684
"51540",0.5168,30044
"51550",0.4073,36472
"51570",0.4214,30177
"51580",0.4578,24750
"51590",0.4787,21548
"51595",0.4793,19905
"51600",0.4061,46626
"51610",0.4527,65351
"51620",0.4612,26440
"51630",0.46,32662
"51640",0.5015,19641
"51650",0.4313,28890
"51660",0.4816,17505
"51670",0.4461,24901
"51678",0.5135,7506
"51680",0.4734,19132
"51683",0.397,35773
"51685",0.353,37135
"51690",0.5078,21843
"51700",0.4369,28357
"51710",0.4957,26058
"51720",0.5088,19333
"51730",0.4822,22325
"51735",0.3813,41821
"51740",0.4242,26726
"51750",0.5247,12815
"51760",0.5381,25725
"51770",0.4774,25367
"51775",0.4401,30176
"51790",0.4547,26903
"51800",0.4306,34286
"51810",0.4172,35969
"51820",0.4446,26772
"51830",0.5181,16061
"51840",0.4493,27319
"53001",0.4203,23809
"53003",0.4312,26656
"53005",0.4303,31649
"53007",0.451,27575
"53009",0.4408,27250
"53011",0.4266,34463
"53013",0.4667,30995
"53015",0.4401,26466
"53017",0.4229,28066
"53019",0.451,21329
"53021",0.4046,27453
"53023",0.3661,25968
"53025",0.4227,25692
"53027",0.4451,24480
"53029",0.4244,31912
"53031",0.4505,27941
"53033",0.4663,42772
"53035",0.4258,34483
"53037",0.4442,25540
"53039",0.3991,25410
"53041",0.4252,25381
"53043",0.4057,27167
"53045",0.4195,26869
"53047",0.432,23783
"53049",0.4201,23025
"53051",0.4302,26494
"53053",0.426,34523
"53055",0.4969,31568
"53057",0.4427,30705
"53059",0.4228,28940
"53061",0.4046,38522
"53063",0.4564,28666
"53065",0.436,25114
"53067",0.4091,35954
"53069",0.4103,27215
"53071",0.4494,26942
"53073",0.4463,27396
"53075",0.5015,17153
"53077",0.445,24475
"54001",0.4777,21545
"54003",0.394,31496
"54005",0.4607,21017
"54007",0.4313,23601
"54009",0.3897,26355
"54011",0.5052,22152
"54013",0.4423,18636
"54015",0.4336,18255
"54017",0.4176,20644
"54019",0.434,22234
"54021",0.4384,17339
"54023",0.4251,21809
"54025",0.466,22307
"54027",0.4275,22800
"54029",0.4256,25436
"54031",0.4327,25000
"54033",0.4541,26271
"54035",0.4572,26449
"54037",0.4074,33859
"54039",0.4797,26100
"54041",0.4542,22832
"54043",0.4423,21029
"54045",0.4772,22406
"54047",0.461,16210
"54049",0.4427,25787
"54051",0.4519,24431
"54053",0.433,22383
"54055",0.4417,21797
"54057",0.4083,25798
"54059",0.4703,19956
"54061",0.5261,23770
"54063",0.4386,22186
"54065",0.4182,26560
"54067",0.448,22148
"54069",0.4904,25831
"54071",0.462,23508
"54073",0.4732,25893
"54075",0.4556,21857
"54077",0.423,24382
"54079",0.4361,32207
"54081",0.4604,23025
"54083",0.5013,22747
"54085",0.4545,24310
"54087",0.47,19968
"54089",0.4273,20237
"54091",0.4295,25164
"54093",0.4035,22651
"54095",0.4669,23990
"54097",0.447,23750
"54099",0.4914,20954
"54101",0.4747,20097
"54103",0.4387,23794
"54105",0.396,23436
"54107",0.4644,25562
"54109",0.4401,21395
"55001",0.4342,22506
"55003",0.4322,23144
"55005",0.4359,27046
"55007",0.4168,27770
"55009",0.4317,31468
"55011",0.405,30517
"55013",0.4195,26256
"55015",0.3943,36392
"55017",0.4072,29517
"55019",0.4159,27443
"55021",0.4056,34688
"55023",0.4345,26419
"55025",0.4457,36194
"55027",0.3972,30771
"55029",0.4384,31209
"55031",0.4133,28517
"55033",0.4186,25158
"55035",0.4406,26980
"55037",0.485,26087
"55039",0.418,30758
"55041",0.4215,25252
"55043",0.4116,25302
"55045",0.4129,32487
"55047",0.4102,28755
"55049",0.4311,33484
"55051",0.4467,24497
"55053",0.4128,26907
"55055",0.3976,30923
"55057",0.4387,25599
"55059",0.4394,30335
"55061",0.3956,31633
"55063",0.448,28167
"55065",0.4088,30911
"55067",0.4078,26310
"55069",0.3938,29830
"55071",0.4062,30179
"55073",0.4421,30939
"55075",0.4228,26069
"55077",0.3935,26871
"55078",0.5043,23722
"55079",0.479,28338
"55081",0.3979,31089
"55083",0.3952,30307
"55085",0.4519,27465
"55087",0.4137,32148
"55089",0.4857,38738
"55091",0.4268,29199
"55093",0.3986,30685
"55095",0.4044,30372
"55097",0.4249,27773
"55099",0.4083,26205
"55101",0.4314,30607
"55103",0.3964,28903
"55105",0.415,29273
"55107",0.4146,25517
"55109",0.3935,39534
"55111",0.415,30409
"55113",0.5057,25118
"55115",0.4153,27774
"55117",0.4092,31470
"55119",0.4165,29731
"55121",0.397,30655
"55123",0.4528,27286
"55125",0.4717,25324
"55127",0.431,28149
"55129",0.4543,27103
"55131",0.4098,37085
"55133",0.4462,39763
"55135",0.4155,30241
"55137",0.4318,25962
"55139",0.4717,30037
"55141",0.4218,30448
"56001",0.4667,21787
"56003",0.3985,25762
"56005",0.3865,39204
"56007",0.4106,33845
"56009",0.3973,31636
"56011",0.4387,33539
"56013",0.4298,27213
"56015",0.4219,26621
"56017",0.4246,29398
"56019",0.4895,30828
"56021",0.4237,32239
"56023",0.4029,31600
"56025",0.4365,32263
"56027",0.4539,25083
"56029",0.4437,30703
"56031",0.4635,26358
"56033",0.4383,33460
"56035",0.358,32363
"56037",0.4127,35069
"56039",0.4879,41686
"56041",0.4002,27293
"56043",0.3898,27776
"56045",0.4284,27438
"72001",0.5259,NA
"72003",0.5035,NA
"72005",0.5605,NA
"72007",0.5356,NA
"72009",0.4789,NA
"72011",0.4697,NA
"72013",0.5108,NA
"72015",0.4428,NA
"72017",0.4961,NA
"72019",0.4921,NA
"72021",0.498,NA
"72023",0.5359,NA
"72025",0.5204,NA
"72027",0.5404,NA
"72029",0.5351,NA
"72031",0.4785,NA
"72033",0.5634,NA
"72035",0.4957,NA
"72037",0.5624,NA
"72039",0.5243,NA
"72041",0.5069,NA
"72043",0.51,NA
"72045",0.5215,NA
"72047",0.5205,NA
"72049",0.4175,NA
"72051",0.5563,NA
"72053",0.5259,NA
"72054",0.4521,NA
"72055",0.513,NA
"72057",0.5077,NA
"72059",0.4631,NA
"72061",0.5749,NA
"72063",0.5194,NA
"72065",0.5175,NA
"72067",0.4952,NA
"72069",0.5308,NA
"72071",0.4976,NA
"72073",0.4883,NA
"72075",0.5102,NA
"72077",0.4773,NA
"72079",0.5329,NA
"72081",0.5523,NA
"72083",0.5357,NA
"72085",0.5082,NA
"72087",0.4943,NA
"72089",0.4889,NA
"72091",0.5183,NA
"72093",0.477,NA
"72095",0.4721,NA
"72097",0.6106,NA
"72099",0.5594,NA
"72101",0.4698,NA
"72103",0.4467,NA
"72105",0.4776,NA
"72107",0.5515,NA
"72109",0.5057,NA
"72111",0.4733,NA
"72113",0.5814,NA
"72115",0.5155,NA
"72117",0.4746,NA
"72119",0.4705,NA
"72121",0.4993,NA
"72123",0.48,NA
"72125",0.5435,NA
"72127",0.6179,NA
"72129",0.4966,NA
"72131",0.5262,NA
"72133",0.5233,NA
"72135",0.4994,NA
"72137",0.4804,NA
"72139",0.4887,NA
"72141",0.5071,NA
"72143",0.5572,NA
"72145",0.5095,NA
"72147",0.4542,NA
"72149",0.5172,NA
"72151",0.5104,NA
"72153",0.5118,NA
