RegionType,State,Name,FIPSCode,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
County,IL,Madison County,17119,,2.1,2.2,2.1,2.2,2,2,2.1,1.9,1.8,2,1.9,2,1.9,1.8,1.7,1.6,1.4,1.5,1.6,1.7,1.6,1.5,1.6,1.9,1.8,1.6,1.7,1.7,1.7,1.6,1.8,1.7,1.8,1.6,1.4,1.5,1.5,1.4,1.3,1.5,1.4,1.4,1.3,1.1,1.1,1,1.1,1,1.1,1.1,1,1,0.9,0.9,1.1,1,0.9,0.9,1.1
County,IL,Peoria County,17143,,2.2,2.3,1.9,1.6,1.7,1.4,1.5,1.3,1.3,1.3,1.2,1.3,1.4,1.5,1.3,1.1,1.4,1.2,1.3,1.1,1.2,1.3,1.2,1.5,1.6,1.4,0.9,0.9,0.7,0.9,1.1,1.1,1.2,1.2,1.4,1.3,1.1,1.1,0.9,1.1,1.1,1,1.1,1.1,1.3,1.3,1,0.7,0.9,1.1,1,1.1,1.2,1.4,1.3,1.5,1.3,1.6,1.7
County,IL,Rock Island County,17161,,1.9,1.9,2,2.1,1.8,1.5,1.5,1.7,2,1.8,1.8,1.8,1.6,1.4,1.4,1.3,1.4,1.4,1.7,1.5,1.8,1.4,1.6,1.3,1.4,1.5,1.2,1.1,1.2,1.5,1.6,1.3,1.3,1.1,1.5,1.2,1.2,1,0.9,1,0.8,0.9,0.9,0.9,0.8,0.8,1.1,1.1,1.4,1.1,0.8,0.7,0.4,0.5,0.5,0.5,0.6,0.9,0.9
County,IL,St. Clair County,17163,,2.5,2.3,2.3,2,2.1,2,2,2.1,2.3,2.2,2.5,2.5,2.3,2,2,1.9,2.1,2.1,2.1,2.1,2.2,2.3,2.4,2.1,2.3,2.2,1.9,2,1.9,1.6,1.8,1.4,1.5,1.5,1.4,1.5,1.3,1.6,1.6,1.6,1.7,1.6,1.5,1.4,1.5,1.5,1.6,1.3,1.4,1.4,1.4,1.3,1.1,1.3,1.2,1.1,1.2,1.2,0.9
County,IL,Sangamon County,17167,,1.1,0.9,0.9,0.8,0.7,0.5,0.7,1,1.1,1.2,1.2,1.3,1.2,1.1,0.9,0.8,0.8,0.9,0.9,0.9,0.8,1,1,1.2,1.4,0.9,0.8,1,1.2,1.2,1.3,1.3,1.2,1,1,1.1,1,1.1,1,1.1,1,1,1,0.9,0.9,1.1,1.1,1,1,1.1,1.1,0.9,1,1,0.9,1,1,1,0.8
County,IL,Tazewell County,17179,,1.6,1.5,1.6,1.6,1.8,1.8,1.9,2,1.7,1.6,1.9,1.9,1.4,1.3,1.5,1.5,1.4,1.3,1.5,1.4,1.4,1.4,1.4,1.5,1.3,1.3,1.1,1.1,0.8,0.9,1.1,1.1,1.2,1.2,1.3,1.1,1.1,1.1,0.8,0.9,0.9,1,0.8,1.1,1.1,1.1,1.2,1.3,1,0.9,0.8,0.7,0.6,0.6,0.7,1.1,1,0.8,1.1
County,IL,Will County,17197,,2.8,2.9,2.7,2.9,2.8,2.7,2.6,2.6,2.5,2.3,2.4,2.4,2.2,2.2,2.2,2.3,2.1,2.2,2,1.9,2,1.9,1.8,1.7,1.9,1.7,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1,1.2
County,IL,Winnebago County,17201,,3.1,3,2.8,3,2.9,2.5,2.4,2.3,2.2,2,2.2,2.1,2.2,2,1.7,1.9,1.9,1.8,1.8,1.8,1.6,1.7,1.8,1.5,1.9,1.6,1.3,1.5,1.5,1.7,2,1.8,1.9,1.8,1.9,2,1.9,1.6,1.7,1.6,1.7,1.5,1.4,1.5,1.5,1.6,1.5,1.5,1.2,0.9,1,1,1,1.1,1,1.1,1.1,1.1,1.2
County,IN,Allen County,18003,,2,1.8,1.6,1.8,1.8,1.8,1.8,1.7,1.8,1.9,2,2,1.8,1.6,1.5,1.5,1.7,1.5,1.7,1.6,1.6,1.6,1.5,1.5,1.6,1.3,1.2,1.1,1.1,1.1,1.1,1,1.1,1.1,1.1,1.2,1.3,1,0.9,1.1,1.1,1,0.9,0.9,0.9,0.8,1,0.8,0.7,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5
County,IN,Elkhart County,18039,,1.9,1.6,1.9,1.9,2.1,2,2,2,1.8,1.8,1.8,2,1.7,1.2,1.4,1.3,1.4,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.5,1.4,1.1,1.4,1.5,1.5,1.1,1.3,1.3,1.2,1.4,1.2,1.2,0.9,0.9,1,1,1.3,1.1,1,0.9,1,1,1.1,1,1.1,0.6,0.8,0.9,1,1.1,1.2,1.1,1.1
County,IN,Hamilton County,18057,,1.1,1,1,1.1,1.1,1,1.1,1,1.1,1.2,1,1.1,1.3,1.3,1.1,1,1,1,1,1,0.9,0.9,0.9,1.1,1,1.1,0.9,1,0.9,0.8,0.9,0.8,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.7,0.7,0.6,0.7,0.5,0.4,0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.3,0.6,0.5,0.7,0.6,0.7,0.6
County,IN,Hendricks County,18063,,2,1.7,1.6,1.2,1.7,1.3,1.4,1.3,1.5,1.4,1.7,1.5,1.1,1.2,1.4,1,1.2,1.3,1.5,1.3,1,0.8,1,1.1,1.1,0.9,0.7,0.7,0.8,0.8,0.7,0.6,0.7,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.6,0.6,0.6,0.4,0.4,0.4,0.7,0.6,0.6,0.4,0.6,0.6,0.6,0.3,0.4,0.5,0.5,0.4
County,IN,Johnson County,18081,,2.5,2.5,2.4,2.6,2.4,2.4,2.6,2.4,2.1,2.1,2.4,2.3,1.8,1.8,1.5,1.6,1.5,1.3,1.4,1.6,1.3,1.1,1.1,1.1,1.4,1.2,1.3,1.3,1.5,1.4,1.4,1.4,1.7,1.6,1.6,1.5,1.1,1.2,1,1.2,1,1,0.8,1,0.7,0.8,1,1,0.8,0.9,0.5,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.6
County,IN,Lake County,18089,,2.7,2.8,2.8,2.9,2.8,2.9,2.7,2.9,3,3.1,3.1,3,2.9,2.7,2.6,2.2,2.5,2.5,2.5,2.4,2.6,2.4,2.3,2.3,2.4,2.3,2,2,1.8,2,2.2,2.3,2,2.1,2.1,2.1,1.7,1.8,1.6,1.6,1.4,1.3,1.3,1.3,1.5,1.7,1.8,1.8,1.9,1.6,1.5,1.3,1.3,1.3,1.3,1.5,1.6,1.6,1.5
County,IN,Marion County,18097,,2.8,2.8,2.8,2.9,2.6,2.6,2.6,2.6,2.6,2.7,2.8,2.6,2.6,2.6,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.3,2.4,2.1,1.9,2,1.8,1.8,1.8,1.7,1.6,1.8,1.7,1.8,1.8,1.7,1.5,1.4,1.5,1.5,1.6,1.5,1.4,1.4,1.4,1.5,1.4,1.4,1.3,1.4,1.5,1.4,1.4,1.3,1.3,1.2,1.3
County,IN,Porter County,18127,,2.4,2.2,2.2,2,2.1,1.9,1.5,1.6,1.5,1.7,1.7,1.7,1.6,1.5,1.2,1.5,1.4,1.6,1.3,1.3,1.2,1.5,1.5,1.3,1.5,1.5,1.6,1.6,1.3,1.1,1.5,1.2,1.6,1.7,1.6,1.6,1.7,1.5,1.5,1.6,1.4,1.3,1.6,1.5,1.5,1.5,1.5,1.8,1.7,1.6,1.6,1.3,1.2,1.3,1.1,1.4,1.4,1.3,1.3
County,IN,St. Joseph County,18141,,2.2,1.9,2,2.2,1.9,2,1.8,1.9,2.1,2.4,2.6,2.5,2.3,2.2,2.2,2.2,2,1.9,1.8,1.7,1.5,1.6,1.9,1.7,1.6,1.3,1.3,1.5,1.3,1.2,1.2,1.3,1.3,1.4,1.6,1.3,1.4,1.5,1.3,1.2,1.1,1.1,1,1.1,1.1,1.1,1.2,1.2,1,0.9,0.8,0.9,0.8,0.8,0.7,0.8,0.8,1,0.9
County,IN,Tippecanoe County,18157,,1,1,1.1,1.3,1.1,1,1.3,1.3,1.1,0.9,1.1,1.1,1.1,0.9,1.1,1.1,1.1,1,1.2,0.9,0.8,1,1.2,1,1.1,0.8,0.7,0.7,0.6,0.7,0.7,0.9,1.2,1.1,1,1.1,0.9,0.8,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.8,0.6,0.8,1,0.6,0.9,0.8,0.9,0.9,0.8,1.1,1.2,0.9,1.2
County,IN,Vanderburgh County,18163,,2,1.9,1.8,2,2.1,2.2,2.5,2.1,2.3,2.6,2.3,2,1.9,1.9,1.6,1.5,1.6,1.6,1.6,1.6,1.8,1.6,1.6,1.8,1.7,1.8,1.5,1.4,1.3,1.5,1.4,1.3,1.3,1.4,1.3,1.3,1.2,1,0.9,1,0.9,0.9,0.9,0.9,0.9,1.2,1,1.4,1.1,0.9,0.9,0.8,0.7,0.7,0.9,1.2,1.1,1.2,1.3
County,IA,Johnson County,19103,,0.4,0.5,0.5,0.7,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.8,0.9,0.9,0.8,1,1,0.8,0.6,0.7,0.8,0.8,0.6,0.3,0.3,0.5,0.5,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.6,0.8,0.9,0.6,0.8,0.6,0.3,0.3,0.5,0.5,0.4,0.5,0.5,0.6
County,IA,Linn County,19113,,1.2,1.1,1.2,1.4,1.3,1.2,1.3,1.2,1.1,1.1,1.1,1,1,0.8,1,1,0.9,1,0.8,0.7,0.7,0.8,0.7,0.7,0.8,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.9,1,1,0.9,0.9,0.9,0.9,0.7,0.6,0.7,0.8,0.7,0.8,0.9,0.8,0.8,0.7,0.6,0.6,0.7,0.7,0.6,0.5,0.7,0.8
County,IA,Polk County,19153,,1.5,1.3,1.2,1.3,1.4,1.5,1.5,1.6,1.6,1.5,1.4,1.3,1.4,1.3,1.2,1.3,1.4,1.3,1.2,1.2,1.2,1.2,1.1,1,1.1,1.2,1.1,1.1,1,1.1,1,0.9,0.9,1,1,1,0.9,0.9,0.8,0.6,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.9,0.9,0.8,0.6,0.7,0.8,0.6,0.6,0.7,0.8,0.8,0.8
County,IA,Scott County,19163,,2,1.7,2,1.7,1.9,1.7,1.8,1.8,1.8,1.7,1.8,1.6,1.5,1.6,1.5,1.7,1.5,1.4,1.5,1.1,1.4,1.3,1.3,1.5,1.4,1.2,1.1,1.2,1.2,1,1,0.9,1,1.1,0.8,1.1,1.1,1.1,1.1,1,0.8,0.9,0.8,0.9,1.1,1.2,1.3,1.4,1,1,0.7,0.7,0.8,0.9,0.7,0.7,1,1.3,1
County,KS,Johnson County,20091,,1.2,1.2,1.1,1.1,1.1,1.1,1,1.1,1,1,1,1,1,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.8,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.4,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.7
County,KS,Sedgwick County,20173,,1.9,1.8,1.7,1.7,1.6,1.5,1.7,1.8,1.9,1.8,1.8,1.9,1.9,1.7,1.7,1.5,1.3,1.3,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.2,1.1,1.3,1.4,1.3,1.2,1.2,1.1,1.1,1.1,1,1.1,1,0.9,0.8,0.9,0.8,0.8,0.7,0.7,0.7,0.8,1,0.8,0.7,0.8,0.7,0.8,0.7,0.6,0.7,0.6,0.6,0.8
County,KS,Shawnee County,20177,,2,1.9,1.9,1.9,2.1,2.1,1.9,1.9,2,2.2,2.1,1.9,1.9,1.7,1.5,1.4,1.5,1.4,1.4,1.2,1.1,1.4,1.3,1.3,1.9,1.6,1.8,1.7,1.7,1.4,1.3,1.5,1.7,1.6,1.4,1.3,1.5,1.6,1.3,1,0.9,1.1,1,1,0.9,1.3,1.3,1.4,1.1,0.9,0.9,0.9,0.9,1.2,1,0.9,0.8,0.7,0.8
County,KS,Wyandotte County,20209,,4.2,4.4,4,4.2,3.3,3.2,2.7,2.7,3.1,2.9,3.2,3,2.8,2.8,2.2,2.3,2.9,3.1,2.7,2.1,2.1,2.3,2.5,2.4,2.4,2.2,2.4,2.3,1.9,2,1.8,1.9,2,2,2,1.9,2.1,2.4,2,1.6,1.5,1.3,1.6,1.8,1.8,2.2,2.1,2.2,2,1.9,1.8,1.1,0.8,0.9,0.9,1.3,1.2,1.3,1.4
County,KY,Boone County,21015,,2.1,1.8,1.7,1.8,1.9,1.5,1.6,1.4,1.4,1.5,1.8,2.1,1.8,1.4,1.4,1.2,1.4,1.6,1.7,1.6,1.3,1.6,1.4,1.5,1.7,1.5,1.3,1.3,1.3,1.3,1.5,1.4,1.2,1.3,1,1,1,1.2,1.1,0.9,0.8,1.1,1,0.9,0.9,1,1.1,0.9,0.9,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.4,0.5,0.4
County,KY,Fayette County,21067,,1.3,1.1,1.2,1.2,1.1,1.1,1.1,1.1,1,1.1,1.4,1.2,1.2,1.1,1.1,1.2,1,1,1,1,1.3,1.1,1.1,1,1,1,0.9,0.9,0.9,1.1,1.1,1,0.9,0.9,0.9,0.8,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.4,0.4,0.6,0.7,0.6,0.6,0.7,0.7,0.8,0.7,0.8,0.8,0.6,0.6
County,KY,Jefferson County,21111,,2,2.1,2,2,1.9,2,2,1.8,1.9,1.9,2,2,1.9,1.8,1.8,1.7,1.6,1.6,1.6,1.7,1.7,1.6,1.7,1.8,1.8,1.8,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.5,1.3,1.4,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.2,1.2,1.1,1.2,1.2,1.1,1.2,1.2,1.3,1.2,1,1.1,1,0.9
County,KY,Kenton County,21117,,2.4,2.3,2.3,2.5,2.5,2.4,2.4,2.2,2.6,2.4,2.3,2.5,2.4,2.1,2,2,2,1.9,2,1.9,2,1.7,1.8,2.2,2.1,1.8,1.9,1.9,1.8,1.7,1.8,1.4,1.6,1.5,1.6,1.3,1.2,1.2,1.3,1.2,1,0.9,0.9,0.9,1,1.2,1.2,1.6,1,1,0.9,0.7,0.6,0.6,0.7,0.7,0.5,0.6,0.5
County,LA,Bossier Parish,22015,,1.7,1.6,1.4,1.1,1.4,1.4,0.9,0.9,1.1,1.3,1.3,1.5,1.1,1.3,1.3,1,1,1,0.9,1.2,1.2,1.2,1.4,1.8,1.9,2,1.8,1.6,1.1,1.2,1.4,1.4,1.8,2,1.7,1.9,1.6,1.3,1.5,1.3,1,1.2,1.3,1.3,1.5,1.5,2,1.7,1.6,1.3,1.5,0.9,0.7,1,0.8,1.2,1.1,1.4,1.4
County,LA,Caddo Parish,22017,,3.2,3.3,3,3.3,3.2,3,3,3.2,3.2,3.4,3.4,3.6,3.7,3.2,2.7,2.7,2.5,2.7,2.6,2.4,2.4,2.4,2.6,2.9,3.1,2.8,2.4,2.2,2.4,2.7,2.7,2.3,2.1,2.1,1.9,2.3,2.4,2.1,1.9,1.8,1.8,2.2,1.7,1.8,1.8,1.9,2,2.1,2,1.9,2,1.9,1.8,1.8,1.6,1.7,2,1.8,1.9
County,LA,Calcasieu Parish,22019,,1.5,1.6,1.5,1.6,1.5,1.7,1.8,1.5,1.5,1.5,1.4,1.5,1.3,0.9,0.9,1,1.1,1.1,1,0.9,0.8,0.7,0.9,1.1,0.8,0.6,0.4,0.5,0.5,0.5,0.4,0.9,0.7,1,1.2,1.1,0.9,1.2,1.1,1.3,1.2,1.2,1,1,1.2,1.2,1.1,1.1,0.9,1.1,1,1.1,1.2,1.1,1,0.8,0.6,0.8,1
County,LA,East Baton Rouge Parish,22033,,2.8,2.4,2.4,2.4,2.2,2.4,2.4,2.3,2.3,2.2,2.4,2.4,2.3,2.2,2.2,2.1,2,2.2,1.9,2,1.7,1.9,2,2.1,2.5,2,1.8,1.8,1.7,1.7,1.6,1.7,1.8,1.8,2.1,2.4,2.1,2,2,2,2.1,1.9,1.8,1.9,1.9,2,1.9,1.8,1.8,1.6,1.5,1.8,1.9,1.9,1.8,1.9,1.8,2,2
County,LA,Jefferson Parish,22051,,3.7,3.3,3.1,3.2,3.4,3.3,3.3,3.3,3.4,3.6,3.4,3.4,3.4,3,2.7,2.6,2.6,2.5,2.3,2.3,2,2.2,2.2,2.4,2.7,2.4,2.3,2.1,2.1,2.1,1.9,1.8,1.9,2,1.9,2,2.1,1.8,2,2,1.9,1.7,1.7,1.7,1.8,1.6,1.8,1.6,1.8,1.7,1.4,1.4,1.7,1.5,1.4,1.6,1.6,1.6,1.6
County,LA,Lafayette Parish,22055,,1.3,1.3,1.4,1.2,1.2,1.2,1.4,1.1,0.8,1.1,1.5,1.5,1.2,1.4,1.4,1.3,1.2,1.4,1.4,1.3,1.3,1.5,1.4,1.4,1.3,1.1,1,1.1,1.3,1.3,1.4,1.5,1.6,1.6,1.7,1.7,1.9,1.7,1.6,1.7,1.9,1.9,1.8,1.8,1.4,1.5,1.5,1.6,1.6,1.7,1.2,1.2,1.3,1.5,1.3,1.1,1.2,1.2,1.5
County,LA,Livingston Parish,22063,,3.2,2.9,2.6,3,2.8,3,3.1,3.5,3.5,2.8,3.4,2.6,2.5,2.9,2.7,2.4,2.8,2.4,2.4,2.4,1.7,1.9,2,2,2.3,2.1,2.2,2.2,2.3,2.4,2.5,2.7,2.2,2.3,2.2,2.7,2.9,2.7,2.4,2.2,2.3,2.2,2.2,2.2,2.1,2,2.6,2.7,2.7,2.6,2.3,2.5,2.2,1.9,1.7,1.5,1.5,1.5,1.7
County,LA,Orleans Parish,22071,,3.9,3.6,3.4,3.1,3.3,3.5,3.1,3.4,3.4,3.5,3.4,3.3,3.1,2.8,2.3,2.6,2.5,2.4,2.6,2.5,2.8,2.8,2.6,2.8,2.8,2.5,2.3,2.4,2.1,2.1,2.1,2.1,2,2.1,2.2,2.1,1.8,1.7,1.7,1.3,1.5,1.7,1.5,1.3,1.6,1.4,1.8,1.6,1.8,2.1,1.6,1.9,1.9,1.9,1.5,1.5,1.5,1.4,1.6
County,LA,St. Tammany Parish,22103,,2.5,2.2,2.1,2.2,2,1.8,1.7,1.8,1.9,1.9,2,1.9,1.7,1.8,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.3,1.1,1.2,1.5,1.4,1.3,1.2,1.3,1.7,1.8,1.6,1.7,1.8,1.6,1.8,1.3,1.2,1.6,1.3,1.4,1.4,1.7,1.7,1.7,1.6,1.7,1.6,1.7,1.7,1.6,1.6,1.4,1.5,1.4,1.4,1.2,1.1,1.2
County,ME,Cumberland County,23005,,2,2.1,2,1.8,1.5,1.6,1.7,1.6,1.7,1.7,1.9,1.8,1.8,1.8,1.8,1.8,1.9,2,1.9,1.6,1.6,1.5,1.5,1.4,1.4,1.2,1.1,1.2,1.3,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1,0.9,0.9,0.9,0.8,0.8,0.7,0.6,0.7,0.6,0.7,0.7,0.8,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6
County,ME,Penobscot County,23019,,3.5,3.4,3.4,3.6,3.3,3,3.1,3.2,3.2,3.5,3.7,3.6,3.6,3.2,3.6,3.5,3.3,3.3,3.1,3.1,3.5,3,3.1,3.4,3.7,3.2,3.1,3,3.3,2.5,2.4,2.5,2.4,2.4,2.6,3,3.6,3.1,3.3,3,3.3,2.9,2.9,2.7,2.4,2.4,2.7,2.4,2.5,1.8,1.9,2,2,1.7,1.5,1.4,1.9,1.3,1.4
County,ME,York County,23031,,2.7,2.5,2.7,2.7,2.8,2.7,2.8,2.6,2.7,2.7,2.9,3,3.1,2.9,2.8,2.7,2.7,2.6,2.4,2.6,2.6,2.1,2,2.1,2.1,1.8,1.5,1.5,1.3,1.4,1.4,1.5,1.3,1.4,1.2,1.5,1.7,1.6,1.4,1.4,1.3,1.1,1.1,1.2,1.2,1.3,1.3,1.2,1.1,1.2,1.1,1.2,1.2,1.1,1.1,1,0.9,1,1.1
County,MD,Anne Arundel County,24003,,2.7,2.5,2.6,2.7,2.5,2.5,2.5,2.4,2.3,2.4,2.2,2.2,2.2,2.2,1.9,1.9,1.8,1.8,1.6,1.6,1.6,1.5,1.6,1.6,1.8,1.6,1.4,1.4,1.2,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.1,1,1.1,1,0.9,1,1,0.9,1,1.1,1.2,1.1,1,1,1,1,0.9,0.9,0.9,0.9,0.9
County,MD,Baltimore County,24005,,3.8,3.6,3.4,3.6,3.5,3.2,3.3,3.3,3.2,3,3.3,3.2,3.3,3.1,3,3,2.9,2.9,2.9,2.8,2.7,2.6,2.4,2.5,2.8,2.5,2.4,2.4,2.3,2.2,2,1.9,2.2,2.2,2.2,2,2,2,2,1.9,1.8,1.9,1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.6,1.6,1.5,1.6,1.5,1.6,1.6,1.6,1.6,1.7
County,MD,Calvert County,24009,,3.1,2.8,2.7,2.6,2.2,1.9,2.2,2,1.8,1.8,1.7,1.8,1.5,1.6,1.4,1.6,2.1,2,2,1.8,1.7,1.6,1.2,1.5,1.4,1.5,1.4,1.4,1.5,1.6,1.3,1.1,1.2,1.2,1.5,1.4,1.5,1.3,1.3,1.1,1.2,1.2,1.4,1.5,1.6,1.4,1.3,1.1,1.3,1.4,1.3,1.1,1.1,1.2,1.1,1.2,1.2,1.2,1.2
County,MD,Carroll County,24013,,2,2,2.3,2.3,2.1,2.1,2,2,1.7,2,2,1.5,1.7,1.8,1.9,1.8,1.9,1.9,1.7,1.7,1.7,1.4,1.3,1.3,1.2,1.2,1,0.9,0.8,1.1,1,1.1,1.3,1.2,1.2,1.4,1.3,1.4,1.2,0.9,0.9,1.1,0.9,1.1,1.2,1.3,1.2,1.1,1,1,0.8,1,1,0.8,0.9,1.1,1.1,1,1
County,MD,Charles County,24017,,4.8,4.8,4.4,4.3,4.3,4.2,4.2,4,3.8,4.2,4.2,4.1,4.2,3.8,3.5,3.5,3.1,3.4,3.2,3.1,3,3,2.9,3,3.3,3.2,2.8,3,3,2.7,2.5,2.5,2.5,2.5,2.4,2.3,2.3,2.2,2.4,2.6,2.5,2.5,2.5,2.5,2.8,2.7,2.9,2.9,2.7,2.8,2.7,2.7,2.6,2.5,2.7,2.7,2.5,2.1,2.3
County,MD,Frederick County,24021,,3.1,2.6,2.4,2.5,2.1,2,2,2.1,2.2,2.2,2.3,2.3,2.1,2.4,2.2,2.1,2.1,1.9,1.9,1.7,1.4,1.5,1.5,1.4,1.5,1.5,1.3,1.3,1.5,1.4,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.6,1.3,1.4,1,1,1.1,1,1,1,1,1,1,1.1,0.8,0.9,0.8,0.8,0.8,0.9,1,1.1,1.1
County,MD,Harford County,24025,,2.8,2.6,2.6,2.8,2.7,2.5,2.5,2.3,2.3,2.5,2.5,2.2,2.2,2.2,2.2,1.9,1.9,1.9,2,1.8,1.9,1.9,2.1,2.1,2.3,2,1.9,1.8,1.7,1.6,1.7,1.5,1.3,1.5,1.5,1.5,1.4,1.4,1.3,1.3,1.1,1.1,1.2,1.6,1.2,1.3,1.2,1.4,1.3,1.4,1.2,1,1.1,0.9,1,1.2,1,0.9,1
County,MD,Howard County,24027,,2.4,2.2,2.1,2,1.9,1.8,1.9,1.9,2.1,2.1,2.1,2.2,2.2,2.2,2,1.8,1.8,1.7,1.7,1.6,1.5,1.2,1.1,1,1.1,1,0.9,0.9,0.9,0.9,1,1,1.2,1.2,1.1,1,1,0.9,0.9,0.8,0.8,0.9,0.7,0.6,0.6,0.6,0.6,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.5,0.6,0.7
County,MD,Montgomery County,24031,,2.2,2.1,2.1,2.2,2.1,2,1.9,1.9,1.7,1.7,1.8,1.7,1.6,1.5,1.5,1.5,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.3,1.2,1.1,1.1,1.1,1.1,1,1,1.1,1,1,1.1,1.1,1,0.9,0.9,1,0.9,1,1,1,1,1,1,1,0.9,0.8,0.8,0.7,0.6,0.7,0.6,0.6,0.6,0.6
County,MD,Prince George's County,24033,,6.2,6.1,5.8,5.8,5.5,5.5,5.4,5.4,5.1,5.3,5.1,4.9,4.7,4.6,4.3,4.2,4.2,4.3,4.2,4.1,4,3.9,3.7,3.7,4,3.7,3.2,3.2,3.1,3.1,3.1,3,3.2,3.2,3.2,3.1,2.9,2.8,2.7,2.8,2.8,2.7,2.7,2.5,2.6,2.6,2.6,2.6,2.6,2.4,2.2,2,2,2.2,2.2,2,2,2,2
County,MD,St. Mary's County,24037,,2.6,2.8,2.7,2.9,2.6,2.9,2.5,2.4,2.4,2.2,2,2.1,1.9,2.3,1.8,1.8,1.8,1.8,2,1.8,1.6,1.7,1.8,1.9,1.7,1.9,1.8,1.6,1.7,1.8,2,2,1.9,1.9,2,1.5,1.1,1,1.1,1.2,1,1,1,0.9,0.9,0.8,0.8,0.8,0.8,0.8,1,0.9,0.9,0.9,0.9,0.9,1,1.1,1
County,MD,Washington County,24043,,2.9,2.6,2.5,2.7,2.4,2.5,2.3,2.2,2.6,2.8,3,2.9,2.4,2,2,1.9,1.8,2,2.3,2.3,2.6,2.5,2.2,1.9,2.2,1.8,1.9,1.6,1.6,2.2,2,2.2,2.1,2.2,2.2,1.8,1.9,1.7,1.7,1.6,1.6,1.6,1.4,1.5,1.2,1.4,1.5,1.9,1.8,2,1.6,1,1.5,1.2,1.3,1.1,1.2,0.9,1
County,MD,Baltimore city,24510,,6.1,5.6,5.4,5.8,5.3,5.5,5.4,5.2,4.8,4.7,5.1,5.1,4.8,4.4,4.4,4.4,4.4,4.2,4,4.2,4.4,4.1,4,3.9,4.2,3.6,3.4,3.5,3.5,3.4,3.3,3,3.1,3,3.1,3.3,3.3,2.9,2.9,2.9,2.9,3,2.8,2.8,2.6,2.6,2.4,2.4,2.4,2.3,2.2,2,2.1,2.1,2.1,2.3,2.4,2.4,2.3
County,MA,Barnstable County,25001,,2.3,2.2,2.1,2.3,2,2,2,2,2.1,2.2,2.1,2.1,2.2,2.2,1.9,2,1.9,1.8,1.7,1.6,1.5,1.5,1.3,1.5,1.5,1.3,1.4,1.4,1.5,1.4,1.5,1.5,1.5,1.2,1.1,1.1,0.9,1,1,1.1,1.2,1,1.1,1.1,1.3,1.2,1.1,1,0.9,1,1,1.1,0.9,0.7,0.6,0.7,0.8,0.9,0.7
