RegionType,State,Name,FIPSCode,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
County,MA,Berkshire County,25003,,1.8,1.5,1.2,1.1,1.2,1,1.3,1.4,1.2,1.2,1.2,1.2,1,1,1.3,1.4,1.5,1.5,1.4,1.3,1.2,1.1,1.4,1.2,1.3,1.5,1.1,1.3,1.2,1.3,0.9,1,1.1,1.3,1.5,1.7,1.4,1,0.8,0.7,1,1.1,1.1,1.2,1.2,1.1,0.9,0.9,1.1,1.1,0.9,1.1,0.8,0.9,0.9,0.7,0.8,0.7,0.9
County,MA,Bristol County,25005,,3.1,2.8,2.8,2.7,2.7,2.6,2.6,2.8,2.5,2.5,2.8,2.6,2.5,2.5,2.5,2.4,2.1,2.2,2.2,2.2,2.1,2.1,2,2.2,2.3,2.1,1.8,1.8,1.7,1.5,1.6,1.7,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.5,1.3,1.4,1.3,1.2,1.2,1.2,1.2,1,1.1,1.1,1,0.9,1,1,0.9,1
County,MA,Essex County,25009,,2.6,2.4,2.4,2.3,2.2,2.3,2.2,2.2,2.5,2.4,2.4,2.4,2.1,2,1.9,2,1.8,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.3,1.3,1.3,1.3,1.3,1.4,1.5,1.4,1.3,1.3,1.2,1.1,1.2,1.2,1.3,1.3,1.3,1.3,1.1,1.1,1.2,1.1,1,0.9,0.9,0.9,0.8,0.7,0.8,0.8,0.9,0.7,0.8
County,MA,Hampden County,25013,,3.5,3.3,3,3,3.3,3.4,3.4,3.2,2.9,3,3.1,2.9,3.2,3.2,3.2,3.3,3.4,3.3,3.3,3.1,3.4,3.1,3.1,2.9,3.3,2.9,2.7,2.6,2.4,2.3,2.5,2.7,2.5,2.1,2.1,2.4,2.4,2.1,2,2,1.8,2,1.8,1.8,2,1.9,2.2,2.1,2,1.9,1.8,1.8,1.5,1.3,1.3,1.3,1.5,1.4,1.6
County,MA,Hampshire County,25015,,1.6,1.8,1.8,1.8,1.4,1.6,1.7,1.7,1.7,1.6,1.4,1.6,1.6,1.7,1.7,1.5,1.8,1.5,1.7,1.7,1.7,1.5,1.5,1.4,1.4,1.3,1.1,1.2,1,1,0.9,0.8,0.9,0.8,1.4,1.5,1.1,0.9,0.8,0.9,0.7,0.7,0.6,0.8,0.7,0.7,0.8,0.9,1,0.8,0.8,0.8,0.6,0.7,0.8,0.7,0.6,0.8,0.5
County,MA,Middlesex County,25017,,1.7,1.7,1.6,1.6,1.6,1.5,1.6,1.5,1.6,1.6,1.6,1.4,1.3,1.4,1.3,1.3,1.2,1.3,1.2,1.2,1.2,1.2,1,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
County,MA,Norfolk County,25021,,2,1.9,1.9,2,2,2,1.9,1.8,1.7,1.9,1.9,1.9,2,1.9,1.8,1.8,1.8,1.7,1.6,1.5,1.5,1.5,1.5,1.4,1.6,1.5,1.5,1.4,1.4,1.3,1.2,1.1,1,1.1,1,1.1,1,1,0.9,1.1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.8,0.9,0.9,0.8,0.9,0.8,0.7,0.6,0.7,0.6,0.5
County,MA,Plymouth County,25023,,3.9,3.4,3.6,3.7,3.6,3.5,3.5,3.5,3.7,3.4,3.5,3.5,3.4,3.3,3.3,3.1,3,3,2.9,2.7,2.8,2.7,2.7,2.5,2.6,2.4,2.3,2.2,2.1,2.2,1.9,2.1,2.1,2.1,2.2,2.1,2,2,1.7,1.8,1.6,1.5,1.6,1.7,1.5,1.6,1.5,1.5,1.5,1.5,1.2,1.5,1.3,1.2,1.2,1.2,1.1,1.3,1.1
County,MA,Suffolk County,25025,,2.7,2.6,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.2,2,1.9,1.9,1.9,1.8,1.8,1.7,1.8,1.6,1.4,1.4,1.5,1.1,1.2,1.1,1.1,1,1.1,1.1,1.2,1.1,1.2,1.2,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.9,1,0.9,0.9,0.8,0.8,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.6
County,MA,Worcester County,25027,,3.2,3,3,3.2,3,3,3,3.1,3.1,3.1,3.1,3,3.1,2.9,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.3,2.5,2.5,2.5,2.1,2,2,1.9,1.9,1.8,1.7,1.8,1.8,1.7,1.7,1.6,1.5,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.5,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.2,1.2
County,MI,Berrien County,26021,,1.4,1.6,1.7,1.8,1.7,1.1,1.1,1.2,1.4,1.7,1.9,1.9,1.5,1.3,1.2,1.2,1.3,1.3,1.3,1.1,1.2,1.3,1.3,1.5,1.7,1.4,1.4,1.6,1.3,1.4,1,1.1,1,1.4,1.5,1.5,1.3,1.3,1.2,1.2,1.1,1.2,1.3,1,0.9,1.1,1,0.8,1,0.8,0.9,0.9,1.1,0.9,0.7,0.7,0.6,0.3,0.6
County,MI,Eaton County,26045,,1.5,1.4,1.5,1.2,1.2,1.4,1.9,1.9,1.8,1.5,1.7,1.5,1.5,1.4,1.1,1,0.8,0.7,1,1.4,1.4,1.4,1.5,1.3,1.3,1,0.5,0.6,0.6,0.6,1,0.7,1,0.8,1,1.1,1.5,1.1,1,0.7,0.9,0.9,1,0.7,0.9,0.9,1,1,1.2,1,1,0.9,0.9,0.7,0.7,0.7,0.6,0.5,0.3
County,MI,Genesee County,26049,,3.2,3.2,3.2,2.9,2.9,2.9,2.8,2.9,2.7,2.5,2.5,2.7,2.2,2.1,2,1.9,1.8,1.9,1.5,1.6,1.6,1.5,1.6,1.5,1.8,1.4,1.2,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1,1.2,1.3,1.2,1.3,1.1,1.1,0.9,0.9,1,1.1,0.9,1,1,1,0.8,0.9,1,1.2,1.3,1.2,1.2,1.1,1.3,1.2
County,MI,Ingham County,26065,,1.8,1.8,1.6,1.6,1.8,1.7,1.8,1.7,2.2,1.8,1.9,2.1,2.2,2,2.1,1.9,1.9,1.7,1.6,1.4,1.2,1.3,1.3,1.4,1.3,1.5,1.1,1,1.1,0.9,0.9,0.9,1.1,1,0.9,1.2,1.1,1,0.8,0.7,0.8,0.6,0.7,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.7,0.5,0.6,0.7,0.6,0.7,0.5,0.6,0.6
County,MI,Jackson County,26075,,2,2.6,2.3,2.1,2.6,2.3,1.9,1.8,1.8,1.9,2.1,1.7,1.7,1.6,1.4,1.3,1.3,1.3,1.1,1.4,1.2,1.2,1.4,1.6,1.8,1.5,1.5,1.3,1.6,1.1,1.3,1.2,1.2,1.2,1.2,1.1,1.1,0.7,0.8,0.7,0.8,0.7,0.7,1.1,1,0.9,0.8,0.5,0.7,0.7,0.8,0.8,0.6,0.6,0.4,0.4,0.2,0.2,0.1
County,MI,Kalamazoo County,26077,,1.6,1.7,1.4,1.5,1.6,1.8,2.1,1.5,1.8,1.6,1.6,1.5,1.4,1.3,1.2,1.1,1.2,1.1,1.1,1,1,0.9,0.7,1,1,0.7,0.7,0.7,0.5,0.5,0.5,0.3,0.5,0.5,0.6,0.9,0.9,0.9,0.8,0.7,0.4,0.4,0.4,0.3,0.4,0.5,0.4,0.6,0.6,0.4,0.4,0.7,0.6,0.5,0.6,0.9,0.9,1,1
County,MI,Kent County,26081,,1.2,1.1,1,1,1,1.2,1.2,1.2,1.1,1.2,1.3,1.1,1,1,0.8,0.9,0.9,0.7,0.7,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.5,0.5,0.6,0.6,0.5,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.4
County,MI,Livingston County,26093,,1.2,1.3,1,1,1,1,1,0.9,1,0.8,0.6,0.5,0.4,0.7,0.7,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.5,0.5,0.6,0.6,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.4,0.4,0.5,0.4,0.4,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.1,0.2
County,MI,Macomb County,26099,,1.4,1.4,1.6,1.6,1.6,1.5,1.3,1.3,1.3,1.3,1.4,1.5,1.5,1.4,1.4,1.3,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.2,1.2,1,1,1,1,0.9,0.9,0.8,0.7,0.8,0.8,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.8,0.9,0.8,0.7,0.6,0.6,0.7,0.9,0.9,0.8,0.7,0.7,0.6
County,MI,Monroe County,26115,,1.6,1.4,1.7,1.9,1.5,1.6,1.7,1.5,1.3,1.4,1.4,1.7,1.8,1.4,1.1,1.1,1,1.2,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.3,0.8,0.8,0.6,0.9,1.2,1.3,0.9,1.1,1.1,0.9,1,0.9,0.9,0.7,0.9,1.2,1,1.2,1.5,1.4,0.9,0.9,1.1,0.9,0.8,0.9,0.6,0.6,0.6,0.8,0.5,0.6,0.7
County,MI,Muskegon County,26121,,2.1,2,1.7,1.4,1.6,1.4,2,2.1,2.1,1.9,2,1.9,1.7,1.5,1.5,1.7,1.5,1.6,1.6,1.3,1.7,1.7,1.6,1.4,1.7,1.6,1.4,1.3,1.2,1.6,1.7,1.7,1.7,1.8,1.9,1.6,1.5,1.6,1.2,1.1,1.1,1,1.1,1.2,1,1.1,1.6,1.7,1.5,1.4,1.1,1.1,1.1,0.9,1.1,0.9,1.1,0.9,1.1
County,MI,Oakland County,26125,,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.2,1.1,1.1,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1,1,0.9,0.8,0.8,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
County,MI,Ottawa County,26139,,1.1,1,1,0.9,1.1,1.1,1,1,1,1,0.8,0.8,1,0.9,0.7,0.7,0.8,0.8,0.9,0.9,0.8,0.8,0.9,0.6,0.7,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.2,0.1
County,MI,Saginaw County,26145,,2.1,2.2,2,2.4,2.6,2.5,2.6,2.4,2.6,2.7,2.6,2.7,2.3,2,1.9,1.8,1.8,1.7,1.8,1.7,1.9,1.8,2.2,2,1.8,1.6,1.3,1.1,1.2,1.3,1.3,1.4,1.4,1.3,1.5,1.4,1.4,1.3,1.2,1.4,1,0.8,0.8,0.8,1,1.2,0.9,1.2,1.1,1.2,1,1.1,1,1,1.1,1,0.8,0.7,0.6
County,MI,St. Clair County,26147,,1.4,1.3,1.6,1.7,1.5,1.7,1.5,1.4,1.4,1.3,1.5,1.4,1.4,1.2,1.1,1.2,1.2,0.7,0.8,0.9,0.9,1,1.2,1.3,1.4,1.1,1.1,1,0.8,0.9,0.8,0.7,0.5,0.7,1,0.8,0.8,0.8,0.8,0.9,0.9,0.5,0.7,0.5,0.5,0.6,0.8,0.9,0.9,1,0.7,0.6,0.6,0.9,0.7,0.8,0.8,0.8,0.5
County,MI,Washtenaw County,26161,,1,1,1.1,1,1,0.9,1.1,1.1,1,1.1,0.9,1,0.9,0.8,1,0.7,0.7,0.6,0.7,0.6,0.7,0.6,0.6,0.9,0.7,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.5,0.4,0.5,0.6,0.6,0.5,0.5,0.3,0.3,0.4,0.5,0.4,0.5,0.6,0.5,0.6
County,MI,Wayne County,26163,,3.6,3.4,3.1,3.2,3.3,3.2,3.2,3.1,3.1,3,3,2.9,2.8,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.3,2.2,2.1,2.1,2,1.8,1.5,1.7,1.5,1.4,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.2,1.1,1,1.1,1.1,1,1,1,0.9,1,1.1,1.1,1,0.9,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.9
County,MN,Anoka County,27003,,1.6,1.5,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.4,1.2,1.3,1.2,1.2,0.9,0.9,1,0.9,1.1,1.1,1.1,1,0.9,0.9,0.9,0.8,0.7,0.8,0.7,0.8,0.9,0.9,0.9,0.6,0.7,0.7,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.5,0.6,0.4,0.4,0.2,0.3,0.3,0.4,0.4,0.5,0.4,0.6,0.5
County,MN,Carver County,27019,,0.7,0.8,1,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.4,0.4,0.7,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.1,0.3,0.3,0.5,0.4,0.3
County,MN,Dakota County,27037,,1.1,1,1,1.2,1.1,0.9,1,1,1.1,1.1,1.1,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.8,1,1,0.9,0.9,1.1,1,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5
County,MN,Hennepin County,27053,,1.1,1.3,1.3,1.2,1.3,1.3,1.2,1.1,1.2,1.2,1.2,1.1,1.1,1,1,1,1,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
County,MN,Olmsted County,27109,,1.3,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.1,1,1.1,1,0.9,1,0.9,0.8,0.6,0.7,0.8,0.8,0.9,0.7,0.8,0.9,1,0.8,0.6,0.6,0.4,0.4,0.3,0.4,0.4,0.5,0.4,0.3,0.3,0.6,0.4,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.1,0,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.4,0.3,0.3
County,MN,Ramsey County,27123,,1.5,1.5,1.3,1.3,1.5,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.3,1.3,1.2,1,1.1,1.1,1,1,1,1.2,1,1.1,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1,1.1,0.9,0.9,0.9,0.8,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.4
County,MN,St. Louis County,27137,,1.7,1.5,1.7,1.4,1.6,1.8,1.3,1.3,1.2,1.1,1.5,1.3,1.4,1.3,1.1,1.2,1.1,0.9,0.8,0.9,1.1,1.1,0.9,0.9,0.9,0.8,0.4,0.6,0.6,0.8,0.8,0.7,0.6,0.6,0.8,0.7,0.8,0.9,0.9,0.9,1,0.8,0.6,0.8,0.8,1.2,1.2,1.2,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.9,0.8
County,MN,Scott County,27139,,1.4,1.4,1.2,1.2,0.9,1.1,1.2,1,1.1,1,0.9,0.9,0.6,0.6,0.9,0.7,0.5,0.6,0.5,0.6,0.5,0.4,0.4,0.5,0.5,0.7,0.5,0.6,0.7,0.6,0.7,0.6,0.7,0.9,1,0.8,0.7,0.7,0.6,0.5,0.5,0.8,0.5,0.7,0.7,0.5,0.5,0.6,0.4,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.3,0.3,0.3
County,MN,Stearns County,27145,,0.8,0.8,0.7,0.8,0.8,0.8,0.7,0.9,0.9,1.1,0.9,0.6,0.8,0.7,0.8,0.8,0.9,0.7,0.7,0.6,0.7,0.6,0.5,0.7,0.7,0.5,0.6,0.5,0.6,0.6,0.4,0.6,0.6,0.7,0.5,0.7,0.9,0.8,0.8,0.6,0.4,0.4,0.3,0.3,0.3,0.4,0.6,0.7,0.8,0.7,0.7,0.6,0.5,0.6,0.3,0.4,0.2,0.4,0.4
County,MN,Washington County,27163,,1.6,1.4,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1,0.8,0.8,0.7,0.6,0.8,0.6,0.9,0.9,0.6,0.6,0.7,0.8,0.9,0.9,0.9,0.8,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.8,0.9,1.1,1,0.8,0.6,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.6,0.6,0.4,0.5,0.5,0.5,0.4,0.3,0.4,0.4,0.3,0.4
County,MN,Wright County,27171,,1,0.8,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.9,0.8,0.7,0.8,0.7,0.9,1.3,1.3,1.3,1,0.8,0.8,0.4,0.4,0.4,0.6,0.7,0.4,0.7,0.4,0.6,0.4,0.7,0.9,0.6,0.5,0.4,0.3,0.4,0.4,0.3,0.4,0.3,0.6,0.7,0.5,0.6,0.8,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5
County,MS,DeSoto County,28033,,3.4,3.4,3.1,2.9,3.1,3.2,2.8,3,2.5,2.8,3.3,3.1,2.9,2.8,2.4,2.4,2.5,2.3,1.9,2.3,2.5,2.4,2.4,2.2,2.1,1.9,1.8,1.8,2.1,2.1,1.8,1.6,1.9,1.8,1.9,2.1,2.1,1.6,1.8,1.9,1.8,1.8,2,2.1,2,1.8,1.6,1.8,1.7,1.4,1.4,1.2,1.1,1,0.9,1.1,1.3,1.1,1.3
County,MS,Harrison County,28047,,2.9,2.3,2.5,2.7,2.4,2.2,2.3,2.3,1.8,1.8,1.7,2.2,2.2,1.7,1.6,1.7,1.8,1.7,1.6,1.7,1.9,1.7,2,2.4,2.4,2.2,1.9,1.9,2.4,2.6,2.3,2.2,2.3,2.3,1.7,1.5,1.3,1.1,1.9,2,1.9,1.8,1.5,1.3,1.4,1.5,1.3,1.1,0.6,0.7,0.9,1,0.8,0.9,0.6,0.6,0.8,1,1
County,MS,Hinds County,28049,,4.8,5,4.4,4.8,4.6,4.3,4.4,4.9,4.5,4.7,4.4,3.9,3.6,3.6,3.5,3.3,3.7,3.1,3.5,3.6,3.4,3.5,3.6,3.6,3.4,3.4,3,3.1,3.3,3.2,2.8,3.1,3.2,2.6,2.6,2.8,2.8,2.5,2.3,2.6,2.4,2.7,2.5,2.6,2.4,2.9,3.1,3.1,3.2,2.8,2.3,1.6,1.7,1.6,2.3,2.3,2,1.7,2.1
County,MS,Rankin County,28121,,1.6,1.8,1.8,1.8,2.2,2.3,2.4,2.4,2.4,2.5,2.5,2.4,2.1,2.1,2.3,2,2.3,2.3,2.2,2,1.7,1.5,1.4,1.5,1.7,1.2,1,1.1,1.2,1,1.3,1.4,1.1,0.9,1.5,1.5,1.3,1.5,1.6,1.6,1.4,1.4,1.1,0.9,1,1.2,1.5,1.4,1.5,1.3,1.1,1.3,0.9,1.2,1.2,1.3,1.4,1.5,1.3
County,MO,Boone County,29019,,1.4,1.1,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.1,0.9,0.9,0.7,0.6,0.7,0.7,0.8,0.8,0.6,0.6,0.6,0.4,0.4,0.2,0.2,0.3,0.5,0.4,0.5,0.2,0.2,0.5,0.5,0.6,0.8,0.7,0.4,0.2,0.2,0.2,0.2,0.3,0.5,0.2,0.3,0.3,0.5,0.3,0.3,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.3
County,MO,Clay County,29047,,1.8,1.9,1.2,1.4,1.3,1.4,1.5,1.4,1.4,1.4,1.4,1.5,1.4,1.7,1.5,1.3,1.2,0.9,0.7,0.8,0.8,1.1,1.2,1.3,1.1,1.2,1.1,1.1,0.9,0.9,0.9,0.7,0.8,0.7,0.7,0.8,0.7,0.7,0.6,0.7,0.5,0.6,0.7,0.7,0.8,1,1,1.1,0.7,0.7,0.6,0.6,0.7,0.8,0.6,0.8,0.7,0.6,0.6
County,MO,Greene County,29077,,1.2,1.2,1.3,1.5,1.4,1.3,1.3,1.4,1.5,1.5,1.6,1.4,1.4,1.3,1.3,1.3,1.1,1.1,0.9,1,1.2,1,1.1,1,1,0.9,0.8,0.9,0.9,0.9,1,0.8,0.8,0.8,0.9,0.7,0.5,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.6,0.7,0.6,0.6,0.4,0.5,0.6,0.7,0.5,0.7,0.7,0.6,0.5,0.6,0.5
County,MO,Jackson County,29095,,2.8,2.6,2.6,2.5,2.5,2.4,2.1,2.2,2.3,2.3,2.4,2.4,2.2,2.2,2,2,1.9,1.8,1.6,1.6,1.5,1.7,1.8,1.7,1.7,1.6,1.4,1.4,1.5,1.3,1.3,1.3,1.5,1.3,1.5,1.3,1.4,1.2,1.1,1.2,1.1,1.1,1.1,1,1,0.9,0.9,0.9,0.9,0.9,0.8,1,0.9,0.9,0.8,0.9,0.7,0.8,0.9
County,MO,Jefferson County,29099,,1.9,2,2,1.9,2,2.1,1.9,2.1,2.3,2.4,2.3,2.2,2.2,2,1.8,1.6,1.4,1.5,1.5,1.4,1.6,1.4,1.6,1.7,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.2,0.9,1,1.2,1,1,1,0.8,0.9,1,1,0.9,1,1.4,1.5,1.3,1.2,1.1,1.2,1,1.3,1.2,1,1.2,0.9,1.1,1.3,1.1
County,MO,St. Charles County,29183,,1.6,1.4,1.5,1.5,1.3,1.3,1.2,1.2,1.4,1.3,1.4,1.3,1.3,1.1,1.1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.6,0.7,0.7,0.7,0.6,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.6,0.6,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.3
County,MO,St. Louis County,29189,,2.1,1.9,1.9,1.9,1.8,1.8,1.9,1.7,1.8,1.9,1.9,2,1.8,1.6,1.5,1.6,1.5,1.6,1.5,1.5,1.6,1.4,1.5,1.5,1.6,1.4,1.2,1.2,1.2,1.2,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1,0.9,0.9,1,0.9,0.8,0.9,0.9,1,1,1,1,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.7
County,MO,St. Louis city,29510,,3.6,3.3,3.4,3.3,3.1,3.1,3.3,3.3,3.1,3,3.5,3.3,2.8,2.7,2.7,2.6,2.5,2.3,2.4,2.4,2.5,2.4,2.4,2.6,2.6,2.5,2.1,2.1,2,2,1.8,1.8,1.6,1.7,1.5,1.6,1.3,1.4,1.3,1.4,1.4,1.5,1.7,1.9,2,2.1,2.1,1.9,1.3,1.4,1.3,1.1,1,0.9,0.9,1.2,1.3,1.3,1.1
County,MT,Yellowstone County,30111,,0.8,0.9,1,1.2,1,1,1.1,1,1,1.1,0.9,1.1,1.2,1,0.7,0.8,0.8,0.7,1.1,0.9,0.8,0.8,0.9,0.8,1,0.8,0.8,0.9,0.8,0.8,0.7,0.6,0.7,0.8,1,1.1,0.8,0.6,0.7,0.6,0.4,0.5,0.4,0.7,0.9,0.8,0.8,0.8,0.7,0.9,0.6,0.6,0.5,0.6,0.6,0.7,0.5,0.5,0.7
County,NE,Douglas County,31055,,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.3,1.3,1.5,1.5,1.3,1.1,1.2,1.1,1,1.1,1.2,1.2,1.1,1,1,1,1.1,1,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.5,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.6,0.6
County,NE,Lancaster County,31109,,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.9,1,0.9,1.1,0.8,0.8,0.8,0.9,0.7,0.7,0.8,0.7,0.7,0.8,1,1.2,0.9,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.7,0.8,0.6,0.5,0.6,0.5,0.4,0.4,0.4,0.4,0.3,0.4
County,NE,Sarpy County,31153,,1.3,1.2,1.2,1,1,0.9,0.8,1,0.8,0.9,1,0.8,0.9,0.8,0.7,0.7,0.9,0.6,0.6,0.6,0.7,0.7,0.8,0.6,0.6,0.6,0.5,0.4,0.5,0.3,0.4,0.6,0.5,0.4,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.5,0.7,0.6,0.7,0.7,0.7,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.3,0.2,0.2
County,NV,Clark County,32003,,4.3,4.1,4,3.9,3.8,3.6,3.6,3.5,3.4,3.3,3.4,3.4,3.2,3.1,3,3,2.9,2.8,2.7,2.6,2.5,2.4,2.4,2.3,2.4,2.2,2,2.1,1.8,1.8,1.7,1.7,1.6,1.4,1.5,1.5,1.4,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.2,1,1,0.9,0.8,0.8,0.9,0.8,0.7,0.7,0.7,0.7,0.7
County,NV,Washoe County,32031,,3.1,2.8,2.8,2.6,2.7,2.7,2.4,2.4,2.5,2.4,2.3,2.1,2,2,2,1.9,2,1.7,1.7,1.6,1.5,1.1,1.1,1.1,1.1,1.1,1,1.1,1,1,1,0.9,1,1,1,1.1,1,0.9,0.8,0.9,1,1,1,0.8,0.8,0.6,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.5
