ID,row_,STATE,ADDRESS,city,zip
135,443487,NC,,,
218,441417,CA,43434 E. Sahuayo St.,Lancaster,93535
365,470010,OK,711 Muskogee Ave,Tahlequah,74464
598,468671,WA,TBD,Wenatchee,98801
762,436467,MA,794 MASSACHUSETTS AVE,BOSTON,2118
795,469869,CA,,,
824,404604,SD,,,57103
891,445967,IL,4101 N. Ravenswood,Chicago,60613
905,413282,WY,,,82501
954,402720,CA,,,93060
1200,408529,CT,36 Main Street,Groton,6340
1203,409187,NJ,,,
1216,446646,MD,,,21014
1391,463025,MO,,,
1436,458436,PA,,,19133
1569,458307,KS,900 W BROADWAY ST BLDG 7,NEWTON,67114
1715,402657,CO,,,81001
1994,467684,KS,2800 N HILLSIDE ST,WICHITA,67219
2312,408910,PA,634 SPROUL ST,CHESTER,19013
2478,464941,CO,2323 Curtis Street,DENVER,80205
2679,465582,CA,10566 PETER A MCCUEN BLVD,MATHER,95655
2699,470097,FL,,,
2849,470014,NJ,,,8873
2877,404821,WV,215 SCOTT PL,FAIRMONT,26554
2903,447247,PA,,,19138
2940,469974,MD,6401 York Rd,Baltimore,21212
2963,469950,MD,,,21740
2973,469934,WV,1901 Cameron Ave.,Parkersburg,26101
3125,464882,CO,P.O. Box 19589,Boulder,80308
3268,435012,MN,1125 W RIVER RD,DETROIT LAKES,56501
3299,401207,NV,37 W OWENS AVE,N LAS VEGAS,89030
3333,458587,LA,425 SAINT JOHN ST,LAFAYETTE,70501
3351,469697,CA,5730 Packard Ave,Marysville,95901
3367,451019,MT,,,
3381,456476,CA,614 S PINE ST,SANTA MARIA,93458
3634,469467,VA,,,20111
3744,411330,MS,710 B ST,MERIDIAN,39301
3809,467580,TX,820 MONTANA AVE,EL PASO,79902
3858,469618,CA,,,95927
3926,465385,NJ,,ELIZABETH,7208
4353,467264,NY,491 FLETCHER AVE,BRONX,10457
4435,450857,PA,,,
4883,450845,PA,616 N LIME ST,LANCASTER,17602
5028,450855,PA,105 E KING ST,LANCASTER,17602
5034,466988,NY,2382 CRESTON AVE,BRONX,10468
5210,451094,MT,56243 US 93,Pablo,59855
5303,458222,NJ,4 Executive Dr,Marlton,8053
5637,469445,RI,214 Roosevelt Ave,Pawtucket,2860
5656,451058,MT,533 N LAST CHANCE GULCH,HELENA,59601
5668,469405,PA,17 N 7TH AVE,COATESVILLE,19320
5828,448006,MA,803 CAMBRIDGE ST,CAMBRIDGE,2141
5850,465222,CA,295 N ACCESS RD,SOUTH SAN FRANCISCO,94080
5969,402677,WA,,,
6005,463402,OH,,,45212
6062,409016,HI,670 WAIALE RD,WAILUKU,96793
6170,436802,MA,,,2108
6408,466541,NY,,Brooklyn,
6575,441982,KY,,,40502
6763,436719,MA,419 WALNUT AVE,ROXBURY,2119
6776,412776,MD,805 BRIGHTSEAT RD,LANDOVER,20785
6818,436516,MA,301 S HUNTINGTON AVE,JAMAICA PLAIN,2130
6947,465721,CA,729 N. California Street,Stockton,95202
7111,457999,MN,,,55702
7263,465432,VA,,,22204
7326,465439,VA,2020 14TH ST N,ARLINGTON,22201
7388,465408,NC,,,28205
7409,436537,MA,1 KINGBIRD RD,BOSTON,2124
7510,465270,PA,837 Hoe Road,Levittown,19056
7558,465207,OK,409 N Ellison,Guymon,73942
7642,462868,VA,,,
7661,435903,WI,,,
7706,465164,CA,1400 W. Lacey Blvd,Hanford,93230
7723,465153,CT,,,
7875,465090,NJ,635 Amboy Ave,Edison,8837
7891,465112,FL,413 S. Main Street,Gainesville,32601
7932,405283,NJ,,,8015
8072,463291,FL,,,32609
8157,446345,NJ,117 Truman Dr S,Edison,8817
8226,401254,WA,3301 BROADWAY,EVERETT,98201
8236,458579,VA,,,23508
8340,458589,LA,625 N UNIVERSITY AVE,LAFAYETTE,70506
8443,462869,VA,123 WALNUT ST,WARSAW,22572
8682,413858,NC,,Charlotte,28206
8705,457990,MN,,,55792
8727,428886,NJ,,,8109
9091,404408,SC,1204 N KINGS HWY,MYRTLE BEACH,29577
9155,458063,CT,80 FAIR ST,NORWALK,6851
9573,447234,PA,,,
9725,450375,CA,1404 Fifth ave,San Diego,92101
9897,447250,PA,,,19134
9969,449956,MO,,,
9988,449938,MO,,,
9994,449884,MO,2005 NE PARVIN RD,KANSAS CITY,64116
10024,449885,MO,829 JEFFERSON ST,FULTON,65251
10049,449920,MO,,,
10077,450657,MA,528 UNION ST,SPRINGFIELD,1109
10163,409204,NJ,9 N GEORGIA AVE,ATLANTIC CITY,8401
10561,453570,NM,,,87102
10598,436240,MA,545 WESTMINSTER ST,FITCHBURG,1420
10679,454900,CA,236 G Street,Fresno,93706
10692,456280,OK,323 CALLAHAN ST,MUSKOGEE,74403
10855,450595,WI,605 E. Hancock St.,Appleton,54911
10871,411783,CA,3050 LEXINGTON CT,MARINA,93933
10934,436538,MA,21 RAMSEY ST,DORCHESTER,2125
10950,450823,PA,100 DOYLE ST,DOYLESTOWN,18901
11203,449793,VA,10829 Fairfax Blvd,Fai,22030
11291,452092,GA,1247 Adcox Road,Stone Mountain,30088
11714,413301,WA,"3706 140th Ave SE,",Bellevue,98006
11850,429072,ME,,,4101
11866,444611,OR,3308 NE PEERLESS PL,PORTLAND,97232
12167,429094,ME,,,
12404,445895,IL,50 N Hoyne,Chicago,60612
12407,445868,IL,2601 West Marquette Road,Chicago,60629
12472,436151,WI,1000 Wisconsin 13,Wisconsin Dells,53965
12640,410023,RI,3192 POST RD,WARWICK,2886
12658,450539,LA,,,70892
12692,447406,CA,330 GOLDEN HIND PSGE,CORTE MADERA,94925
12821,448329,TN,,,
12892,405032,GA,,,31520
12905,409875,WV,,,
13006,449823,OR,,,
13072,435516,TX,,,75206
13273,447459,VA,,,22003
13304,448234,MI,,,49037
13322,447448,VA,11975 Bowman Towne Dr,Reston,20190
13416,411092,NE,2633 P ST,LINCOLN,68503
13607,409631,CA,1292 PAGE ST,SAN FRANCISCO,94117
13933,412107,WA,500 4TH AVE,SEATTLE,98104
14013,408842,PA,,,
14047,412084,WA,6940 62ND AVE NE,SEATTLE,98115
14064,406531,WV,1030 7TH AVE,HUNTINGTON,25701
14187,411946,NJ,,,
14188,411945,NJ,209 ROUTE 28,BRIDGEWATER,8807
14222,444307,DE,1627 W 8TH ST,WILMINGTON,19805
14243,411915,CA,,,92240
14346,434586,GA,275 PRYOR ST SW,ATLANTA,30303
14355,408540,CT,161 State Street,Meriden,6450
14481,446673,FL,,,
14524,446541,PA,,,
14527,446577,PA,,,
14544,446543,PA,,,
14581,408266,CT,,,
14639,446643,CA,,,92584
14668,446159,CA,,Anaheim,92801
14673,446636,TX,800 W Belt Line Rd,Cedar Hill,75103
14734,446152,CA,928 W. North Street,Anaheim,92805
14765,429053,ME,,,
14937,437251,FL,319 TARPON DR,FT LAUDERDALE,33301
15147,444348,DE,1011 River Road,Wilmington,19809
15219,413395,MN,,,56301
15268,408753,IN,,,
15532,445045,OH,PO Box 702,Ashtabula,44004
15647,412561,UT,,,84532
15667,444915,LA,,,
15697,434134,MI,,,49855
15780,444879,MI,3840 Fairview,Detroit,48214
15813,409139,WI,101 E MIFFLIN ST,MADISON,53703
15878,442016,OK,1325 SW WISCONSIN AVE,LAWTON,73501
15950,413404,MN,,,56401
15995,414616,DC,,,20003
16071,435819,DC,3237 HIATT PL NW,WASHINGTON,20010
16120,422085,AZ,2940 N Flowing Wells Rd,TUCSON,85705
16150,429089,ME,,,
16212,408750,IN,,,46222
16348,443527,MN,,,56265
16365,443524,MN,1400 S SARATOGA ST,MARSHALL,56258
16439,429074,ME,31 Croquet Lane,Portland,4103
16634,404468,OK,3131 N Pennsylvania Ave,Oklahoma City,73112
16701,429000,ME,140 HAMMOND ST,BANGOR,4401
16913,441695,CA,670 W. 9th St.,San Pedro,90731
17240,441289,CA,2131 Ave. J-8,Lancaster,93534
17401,441088,CA,2040 W Holt Ave,Pomona,91768
17590,437648,FL,2407 Roberts Ave,Tallahassee,32310
17705,422016,PA,,,16504
17877,414462,DC,651 10TH ST NE,WASHINGTON,20002
17938,414336,NJ,,,7305
18219,437076,MN,,,56557
18242,433616,MN,,,
18279,433626,MN,312 N MAIN ST,BADGER,56714
18363,433613,MN,1016 ALICE DR,THIEF RVR FLS,56701
18390,422030,PA,,,16503
18438,419079,VT,189 CHURCH ST,BURLINGTON,5401
18729,408795,IN,,,46204
19056,414078,TX,,,78602
19199,435585,KY,,,
19254,428954,ME,263 MAIN ST,BANGOR,4401
19347,409548,CA,3048 16TH ST,SAN FRANCISCO,94103
19348,409652,CA,88 6TH ST,SAN FRANCISCO,94103
19412,433907,MI,,ROSCOMMON,48653
20319,413605,MS,110 PRESTO LN,JACKSON,39206
20358,421738,TX,,,76205
20603,405904,NC,,,27856
20614,413958,FL,707 E NEW ST,DELAND,32724
20648,409230,MN,1822 PARK AVE,MINNEAPOLIS,55404
20700,408475,CT,232 ARCH ST,NEW BRITAIN,6051
20792,404638,SD,"705 E. 41, Suite 200",Rapid City,57702
20883,409256,MN,1 VETERANS DR,MINNEAPOLIS,55417
20953,412490,AL,403 W POWELL ST,DOTHAN,36303
21031,414278,NC,,,
21231,413817,MA,,,2740
21232,413796,MA,556 County Street,New Bedford,2740
21314,413203,IL,433 S Carlton Ave,Wheaton,60187
21318,413209,IL,214 WALNUT ST,ST CHARLES,60174
21331,404722,NY,913 ALBANY ST,SCHENECTADY,12307
21765,410981,NM,,,
21911,412239,WA,,,98138
22224,412418,WA,,,98118
22821,409689,CA,64 TURK ST,SAN FRANCISCO,94102
23054,403344,PA,437 RAILROAD ST,BRIDGEVILLE,15017
23102,405687,NC,,,
23262,411678,AZ,,,85008
23449,411075,NY,,,
23508,410349,OH,599 E 8TH AVE,COLUMBUS,43201
23786,401725,PA,,,16103
23869,401093,CA,2447 SUMMERFIELD RD,SANTA ROSA,95405
23970,408178,OK,516 N INDEPENDENCE ST,ENID,73701
24042,401664,PA,112 BEYER AVE,PUNXSUTAWNEY,15767
24084,409127,MN,,,
24165,409087,PA,PO BOX 167,HOLLIDAYSBURG,16648
24286,403131,MD,1029 E BALTIMORE ST,BALTIMORE,21202
24385,401875,IL,1331 EAGLE ST,JOLIET,60432
24468,403312,PA,2012 CENTRE AVE,PITTSBURGH,15219
24570,401529,PA,1223 BITTNER BLVD,LEBANON,17046
24822,404161,MN,,,55101
24853,402167,WA,,,98371
24965,404124,MN,,,55104
25082,401034,IL,1725 DARROW AVE,EVANSTON,60201
1,448302,TX,1915 E Martin Luther King Jr Blvd,Austin,78702
2,413067,TX,6633 E HIGHWAY 290 STE 212,AUSTIN,78723
3,457823,CA,3500 HILL RD E,LAKEPORT,95453
4,450566,MD,409 ALDERSGATE DR,DENTON,21629
5,470490,CA,816 E 21ST ST,Bakersfield,93305
6,470489,CA,816 E 21ST ST,Bakersfield,93305
7,406463,CA,816 E 21ST ST,BAKERSFIELD,93305
8,470488,CA,1600 E TRUXTUN AVE,BAKERSFIELD,93305
9,406462,CA,1600 E TRUXTUN AVE,BAKERSFIELD,93305
10,470192,CA,237 E Gobbi St,Ukiah,95482
11,468639,WA,1305 Ironside Rd,Bremerton,98310
12,468617,WA,683 Rock Creek Drive,Stevenson,98648
13,468590,WA,1250 E Steuben,Bingen,98605
14,468589,WA,112 E Main St,Goldendale,98620
15,469096,WA,501 Cayuse Street,Walla Walla,99362
16,469034,WA,1520 Kelly Place,Walla Walla,99362
17,469125,WA,201  & 205 SE 3rd St.,College Place,99324
18,468601,WA,140 Columbia St,Cathlamet,98612
19,469221,WA,1141 Beach Drive East,Port Orchard,98366
20,468645,WA,219 14th St.,Leavenworth,98826
21,468677,WA,210 Pacific Ct,Shelton,98584
22,468551,WA,832 6th Street,Bremerton,98337
23,468696,WA,832 Burwell Street,Bremerton,98337
24,469283,WA,832 Burwell Street,Bremerton,98337
25,468611,WA,515 East Chestnut,Bellingham,98225
26,468899,WA,2317 Lincoln St,Bellingham,98225
27,468678,WA,900 7th Street,Clarks,99403
28,468988,WA,1007 Koala Drive,Omak,98841
29,468724,WA,504 N. Cle Elum St,Ellensburg,98926
30,468692,WA,1020 N. State St.,Bellingham,98225
31,468882,WA,1020 N. State St.,Bellingham,98225
32,468603,WA,1020 N. State St.,Bellingham,98225
33,468723,WA,1020 N. State St.,Bellingham,98225
34,468683,WA,1020 N. State St.,Bellingham,98225
35,469294,WA,1020 N. State St.,Bellingham,98225
36,468684,WA,125 N. 5th Street,Mount Vernon,98273
37,469193,WA,125 N. 5th Street,Mount Vernon,98273
38,468553,WA,711 Rentschler Ln,Toppenish,98948
39,469204,WA,711 West Walnut,Yakima,98902
40,468821,WA,2902 Powerhouse Road,Yakima,98902
41,468697,WA,504 N. Cle Elum St,Ellensburg,98926
42,468867,WA,P.O. Box 28487,Bellingham,98229
43,469212,WA,P.O. Box 28487,Bellingham,98229
44,468586,WA,P.O. Box 28487,Bellingham,98229
45,468823,WA,P.O. Box 28487,Bellingham,98229
46,469180,WA,582 Ash st.,Walla Walla,99362
47,468595,WA,702 N Tower,Centralia,98531
48,469109,WA,730 W. 1st Street,Newport,99156
49,468705,WA,2321 W 18th St,Port Angeles,98363
50,469021,WA,2311 West 17th St,Port Angeles,98363
51,468672,WA,2321 W 18th St,Port Angeles,98363
52,469288,WA,520 E 1st St,Port Angeles,98362
53,469117,WA,520 E 1st St,Port Angeles,98362
54,468642,WA,P.O. Box 2002,Olympia,98501
55,468793,WA,1112 Grant Place,Kennewick,99336
56,469149,WA,19777 SR 20,Coupeville,98239
91,465981,AL,,,36104
57,468703,WA,19777 SR 20,Coupeville,98239
58,468602,WA,969 N Main,Colville,99114
59,468675,WA,209 E Juniper,Colville,99114
60,468718,WA,620 Park Street,Davenport,99122
61,469179,WA,"2625 Bruneau Place, Ste. A",Kennewick,99336
62,469189,WA,2207 Harrison Avenue,Centralia,98531
63,469188,WA,2207 Harrison Avenue,Centralia,98531
64,469234,WA,900 7th Street,Clarks,99403
65,469060,WA,900 7th Street,Clarks,99403
66,469015,WA,250 Ash Ave,Forks,98331
67,468580,WA,2828 Martin Way,Olympia,98506
68,468549,WA,701 Franklin,Olympia,98501
69,468635,WA,2828 Martin Way,Olympia,98506
70,468592,WA,125 NW Chehalis Ave.,Chehalis,98532
71,468593,WA,16 S Market St,Centralia,98532
72,469065,WA,1207 Commerce,Longview,98632
73,468969,WA,705 Clark St,Kelso,98632
6173,436799,MA,,,2108
74,468725,WA,1207 Commerce,Longview,98632
75,468861,WA,820 11th Avenue,Longview,98632
76,468929,WA,1206 12th Ave SE,Olympia,98501
77,469300,WA,431 5th Ave West,Omak,98841
78,469127,WA,403 Boundary Ave,Mattawa,99349
79,468631,WA,837 - 7th Ave,Olympia,98501
80,468548,WA,3545 7th Ave SW,Olympia,98502
81,468670,WA,730 W. 1st Street,Newport,99156
82,469011,WA,730 W. 1st Street,Newport,99156
83,468669,WA,730 W. 1st Street,Newport,99156
84,468651,WA,1330 - 11th Ave,Longview,98632
85,441044,CA,3107 S. Grand Ave.,Los Angeles,90007
86,441348,CA,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,90073
87,434626,GA,385 Holly St NW,Atlanta,30318
88,434546,GA,234 MEMORIAL DR SW,ATLANTA,30303
89,446198,GA,34 PEACHTREE ST NW STE 700,ATLANTA,30303
90,465985,AL,,,36104
92,404973,SC,,,
93,404968,SC,,,
94,470487,NC,412 LIBERTY ST,Durham,27701
95,435870,NC,412 LIBERTY ST,DURHAM,27701
96,470486,NC,501 E CARVER ST,DURHAM,27704
97,413939,NC,501 E. Carver Street,Durham,27701
98,470485,NC,,,27701
99,413940,NC,,,27701
100,470484,NC,,,27701
101,413943,NC,,,27701
102,448293,PR,Calle Luis Mu̱oz Rivera #25,,794
103,453578,KY,,,40601
104,453576,KY,,,40601
105,437543,KY,306 W Main St,Frankfort,40601
106,437442,KY,2944 Winchester Ave,Ashland,41101
107,437590,KY,152 Douglas Parkway,Pikeville,41501
108,467621,TN,,,
109,466041,TN,130 N Main Street,KNOXVILLE,37921
110,467620,TN,PO BOX 209,JACKSBORO,37757
111,409508,TN,531 CALLAHAN DR,KNOXVILLE,37912
112,409491,TN,2977 General Carl W Stiner Hwy,LaFollette,37766
113,409507,TN,4313 BALL CAMP PIKE STE 201,KNOXVILLE,37921
114,409855,TN,100 Federal Drive #2,JACKSON,38305
115,409851,TN,108 S CHURCH ST,JACKSON,38301
116,450465,TN,1331 S JEFFERSON AVE,COOKEVILLE,38506
117,450460,TN,1513 JEFFERS RD,HUNTSVILLE,37756
118,450461,TN,,,
119,450466,TN,219 VIRGINIA AVE,LEBANON,37087
120,450459,TN,,,
121,450473,TN,104 TRINITY DR,LEBANON,37087
122,413936,TN,705 DREXEL ST,Nashville,37203
123,411041,TN,,,37203
124,409781,TN,,,37115
125,457861,TN,501 S Park Ave,Hohlenwald,38462
126,435809,TN,200 Spring St.,Franklin,37064
127,435801,TN,1498 Golf Club Lane,Clarksville,37040
128,465636,TN,2552 Poplar,Memphis,38112
129,465653,TN,1325 Jefferson Ave.,Memphis,38104
130,436407,SC,505 HILDA ST,SPARTANBURG,29306
131,413537,SC,,,29405
132,409901,PR,606 Ave Barbosa,San Juan,928
133,409949,PR,27 Calle Mercedes Moreno,Aguadilla,603
134,465590,NC,,,27510
136,447037,NC,141 Mercy Dr,BELMONT,28012
137,447038,NC,,,
138,447050,NC,,,
139,447049,NC,1100 BUFFALO ST,SHELBY,28150
140,447040,NC,,,
141,447046,NC,107 S BROAD ST,GASTONIA,28052
142,465312,NC,,,27606
143,465308,NC,,,27606
144,466042,NC,,,27601
145,445735,NC,,,
146,445727,NC,,,
147,445728,NC,1601 Brenner Avenue,Salisbury,28144
148,445721,NC,,Greensboro,27401
149,458342,KS,4101 S 4TH ST,LEAVENWORTH,66048
150,405733,NC,745 SHAWTOWN RD,LILLINGTON,27546
151,405753,NC,1985 TATE BLVD SE,HICKORY,28602
152,405698,NC,100 S JAMES ST,GOLDSBORO,27530
153,405701,NC,1325 W PINE ST,MOUNT AIRY,27030
154,405855,NC,601 E 5TH ST,Charlotte,28082
155,405854,NC,601 E 5TH ST,Charlotte,28082
156,405853,NC,601 E 5TH ST,Charlotte,28082
157,405852,NC,601 E 5TH ST,Charlotte,28082
158,405833,NC,110 CHADWICK SQUARE CT,HENDERSONVLLE,28739
159,405817,NC,,,28110
160,405727,NC,1708 E ARLINGTON BLVD,GREENVILLE,27858
161,405777,NC,924 THIRD AVE,REIDSVILLE,27320
162,405902,NC,,,27705
163,435087,NC,1204 N. Kings Boulevard,Myrtle Beach,29577
164,405796,NC,P.O. Box 5217,Statesville,28687
165,405738,NC,,,
166,405786,NC,226 N LONG ST,SALISBURY,28144
167,434994,NC,607 CROSSING DR,DURHAM,27703
168,470481,MO,4801 E LINWOOD BLVD,KANSAS CITY,64128
169,470480,MO,4801 E LINWOOD BLVD,KANSAS CITY,64128
170,414276,NC,,,28801
171,414289,NC,,,28806
172,421751,NC,500 W 4TH ST,WINSTON SALEM,27101
173,421768,NC,,,27101
174,437605,NC,100,winston salem,27104
175,450606,MS,7400 Fountainbleu Drive,Ocean Springs,39564
176,411320,MS,,,39339
177,419147,VT,713 HARTFORD AVE,WHITE RIV JCT,5001
178,411343,MS,,,39701
179,413611,MS,111 W MONUMENT ST,JACKSON,39202
180,413632,MS,4057 S. Siwell  Road,Jackson,39212
181,413624,MS,850 E RIVER PL,JACKSON,39202
182,413621,MS,4507 US 49,Hattiesburg,39401
183,435779,MS,1100 W. Capital St,Jackson,39203
184,446253,KY,2250 LEESTOWN RD,LEXINGTON,40511
185,441976,KY,,,40508
186,408670,KY,2500 W BROADWAY STE 400,LOUISVILLE,40211
187,408652,KY,831 S BROOK ST,LOUISVILLE,40203
188,465395,GA,47 Monroe Crossing,Cartersville,30120
189,446246,CA,,,91104
190,465450,CA,133 FORD ST,UKIAH,95482
191,465455,CA,1076 N STATE ST,UKIAH,95482
192,465454,CA,1076 N STATE ST,UKIAH,95482
193,470478,CA,10590 State Hwy 88,Jackson,95642
194,470477,CA,10590 State Hwy 88,Jackson,95242
195,470475,CA,10590 Hwy 88,Jackson,95642
196,446249,CA,,,91103
197,441935,CA,3651 E. 1st St.,Los Angeles,90063
198,441536,CA,,,91016
199,441950,CA,3750 E. Anaheim St. Suite #100,Long Beach,90713
200,441210,CA,3750 E. Anaheim St. Suite #100,Long Beach,90715
201,441301,CA,,,90201
202,441335,CA,,,93534
203,441612,CA,,,91731
204,441242,CA,,,91766
205,441368,CA,,,91731
206,441334,CA,,,93534
207,441532,CA,0,Los Angeles,91206
208,441749,CA,1350 3rd St.,La Verne,91750
209,441697,CA,4055 E. Olympic Blvd.,Los Angeles,90023
210,441438,CA,204 Hampton Dr.,Venice,90291
211,441432,CA,1118 N. McCadden Pl.,Los Angeles,90038
212,441860,CA,10217 Inglewood Ave.,Inglewood,90304
213,441674,CA,1208 Pleasant Ave.,Los Angeles,90033
214,441428,CA,6801 Coldwater Canyon Ave.,Los Angeles,91605
215,441427,CA,204 Hampton Dr.,Venice,90291
216,441422,CA,12101 N. Front St.,Norwalk,90650
217,441418,CA,1325 N. Western Ave.,Los Angeles,90027
219,441415,CA,599 W. 9th St.,San Pedro,90731
220,441898,CA,1044 S. Figueroa St.,Wilmington,90744
9223,447117,PA,5725 Sprague Street,Philadelphia,19138
221,441281,CA,"800 W. Sixth St., Ste. 1505",Los Angeles,90017
222,441279,CA,5627 Fernwood Ave.,Los Angeles,90028
223,441277,CA,240 N. Breed St.,Los Angeles,90033
224,441275,CA,506 W. Jackman St.,Lancaster,93534
225,433827,NH,96 MAIN ST,CLAREMONT,3743
226,433830,NH,161 MAIN ST,KEENE,3431
227,419051,VT,177 PEARL ST,BURLINGTON,5401
228,413087,TX,835 N PLEASANT VALLEY RD,Austin,78702
229,465204,OK,7565 OK 66,El Reno,73036
230,469728,VA,112 WEST MARKET ST,CHARLOTTESVLE,22902
231,469721,VA,500 OLD LYNCHBURG RD,CHARLOTTESVLE,22903
232,469722,VA,112 WEST MARKET ST,CHARLOTTESVLE,22902
233,469723,VA,1138 ROSE HILL DR,CHARLOTTESVLE,22903
234,469727,VA,207 RIDGE ST,CHARLOTTESVLE,22902
235,469733,VA,401 4TH ST NW,CHARLOTTESVLE,22903
236,469729,VA,,,
237,469730,VA,,,
238,469734,VA,112 WEST MARKET ST,CHARLOTTESVLE,22902
239,469732,VA,502 OLD LYNCHBURG RD,CHARLOTTESVLE,22903
240,469731,VA,1025 PARK ST,CHARLOTTESVLE,22901
241,469725,VA,907 HENRY AVE,CHARLOTTESVLE,22903
242,469726,VA,1600 5TH ST,CHARLOTTESVLE,22902
243,469724,VA,1201 BROAD ROCK BLVD,RICHMOND,23249
244,470474,TX,9009 DYER ST,EL PASO,79904
245,470472,TX,4554 HERCULES AVE,EL PASO,79904
246,467605,TX,5959 GATEWAY BLVD W,EL PASO,79925
247,467601,TX,1208 MYRTLE AVE,EL PASO,79901
248,467604,TX,1318 A Myrtle,El Paso,79901
249,467602,TX,1208 MYRTLE AVE,EL PASO,79901
250,467600,TX,1208 MYRTLE AVE,EL PASO,79901
251,469105,WA,660 George Washington Way,Richland,99354
252,468714,WA,1407 Commercial St.,Bellingham,98225
253,468616,WA,1407 Commercial St.,Bellingham,98225
254,469076,WA,10125 Frontier Place NW,Silverdale,98383
255,468747,WA,220 W 4th,Ellensburg,98926
256,469143,WA,1111 Cornwall Ave.,Bellingham,98225
257,469253,WA,226 West 1st Street,Port Angeles,98362
258,469349,WA,823 Commerce Loop,Port Townsend,98368
259,469350,WA,"1520 Kelly Pl, Ste 140",Walla Walla,99328
260,469352,WA,350 SE Fairmont Rd,Pullman,99163
261,469344,WA,621 S. Diamond St.,Centralia,98531
262,469053,WA,1122 Cornwall Ave,Bellingham,98225
263,469172,WA,208 Unity St.,Bellingham,98225
264,468716,WA,CONFIDENTIAL,Davenport,99122
265,470469,OR,,,97015
266,411735,OR,2316 SE Willard St,Milwaukie,97222
267,469262,WA,1744 10th  Avenue,Longview,98632
268,468970,WA,820 - 11th Ave,Longview,98632
269,469064,WA,1207 Commerce,Longview,98632
270,469273,WA,413 Franklin St. NE,Olympia,98501
271,469274,WA,413 Franklin St. NE,Olympia,98501
272,468764,WA,413 Franklin St. NE,Olympia,98501
273,468738,WA,425 W Lewis,Pasco,99301
274,468736,WA,249 E. Main,Dayton,99328
275,469281,WA,"205 S British Columbia Ave., Suite 117",Lynden,98264
276,469115,WA,217 3rd Street,Raymond,98577
277,468745,WA,PO Box 5000,Coupeville,98239
278,468731,WA,1450 S. Wenatchee,Wenatchee,98801
279,469261,WA,1450 S. Wenatchee,Wenatchee,98801
280,468754,WA,1006 Wicker Road,Sedro-Woolley,98284
281,469279,WA,7370 Guide Meridian,Lynden,98264
282,468746,WA,1045 10th Street,Port Townsend,98368
283,468629,WA,"3311 West Clearwater, Suite C140",Kennewick,99336
284,469033,WA,"3311 West Clearwater, Suite C140",Kennewick,99336
285,468625,WA,"3311 West Clearwater, Suite C140",Kennewick,99336
286,469056,WA,2306 Sumner Ave,Hoquiam,98520
287,465953,NJ,,,8601
288,465990,NJ,,,
9920,457887,MD,,,
289,465140,NJ,,,
290,458187,GA,,,
291,466010,GA,1532 3RD AVE,COLUMBUS,31901
292,458194,GA,1200 11TH AVE,COLUMBUS,31901
293,458188,GA,2903 2ND AVE,COLUMBUS,31904
294,458202,GA,1000 WYNNTON RD,COLUMBUS,31906
295,401953,GA,393 W Hancock Ave # 1,Athens,30601
296,412833,FL,PO Box 9202,Naples,34101
297,469559,FL,,,33901
298,446667,FL,2400 EDISON AVE,FORT MYERS,33901
299,446682,FL,2440 Thompson St,Fort Myers,33901
300,446678,FL,2440 THOMPSON ST,FORT MYERS,33901
301,446680,FL,1820 Paul St.,Fort Myers,33901
302,446676,FL,3821 BROADWAY,FORT MYERS,33901
303,450750,FL,3524 N TAMIAMI TRAIL,PORT CHARLOTTE,33952
304,450746,FL,340 GULF BREEZE AVE,PUNTA GORDA,33950
305,446689,FL,1145 West Broward Blvd,Fort Lauderdale,33312
306,447617,FL,1150 NW 72ND AVE STE 100,MIAMI,33126
307,446707,FL,7463 W GROVER CLEVELAND BLVD,HOMOSASSA,34446
308,446702,FL,7463 W GROVER CLEVELAND BLVD,HOMOSASSA,34446
309,470098,FL,,,
310,435708,FL,,,
311,452085,FL,2944 Pennsylvania Ave,Marianna,32448
312,452075,FL,2121 LISENBY AVE,PANAMA CITY,32405
313,452073,FL,2121 LISENBY AVE,PANAMA CITY,32405
314,452082,FL,609 ALLEN AVE,PANAMA CITY,32401
315,452074,FL,2121 LISENBY AVE,PANAMA CITY,32405
316,452080,FL,609 ALLEN AVE,PANAMA CITY,32401
317,469685,FL,609 ALLEN AVE,PANAMA CITY,32401
318,452079,FL,2420 E BALDWIN RD,PANAMA CITY,32405
319,470122,FL,,,32401
320,452078,FL,140 Richard Jackson Blvd,Panama City,32407
321,401897,FL,2310 NE 24TH ST,OCALA,34470
322,401889,FL,1629 NW 4TH ST,OCALA,34475
323,401883,FL,320 NW 1ST AVE,OCALA,34475
324,402594,FL,435 NW 2nd Street,Ocala,34475
325,402204,FL,320 NW 1st Ave,Ocala,34475
326,402203,FL,320 NW 1st Avenue,Ocala,34475
327,402124,FL,320 NW 1st Avenue,Ocala,34475
328,402123,FL,320 NW 1st Avenue,Ocala,34475
329,402122,FL,320 NW 1st Avenue,Ocala,34475
330,402005,FL,3601 W. Silver Spring BLVD.,Ocala,34475
331,402004,FL,3601 W. Silver Spring BLVD.,Ocala,34475
332,402002,FL,5930 SE Robinson Road,Bellevue,34420
333,402001,FL,5930 Robinson Rd,Bellevue,34420
334,402000,FL,5930 SE Robinson,Bellevue,34420
335,401888,FL,,,
336,458180,FL,,,32502
