,State,GEOID,population,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01
25,MS,28,2988762,0.0,3.2885092317726965,8.508061675225873,10.874067590527456,21.40398886610194,41.985850424260725,20.926007873111693,17.08782049940029,24.377030642501136,47.16238457834476,67.91153948405008
26,MT,30,1041732,0.0,2.084440692451198,0.10970740486585331,0.5485370243292625,3.181514741109723,11.258722424358114,12.136381663284949,30.964915023386897,76.46606119149926,78.2076662437447,36.43657184107126
27,NC,37,10155624,0.0,1.5318746398195577,4.414162185265174,7.483538185344396,14.888302284527267,17.984405206696984,16.4342437254471,20.689451058279182,18.136326658579947,35.579160022916504,66.53456252417371
28,ND,38,752201,0.0,1.9371721882088129,6.818086427127095,4.216198291983891,4.216198291983882,16.446971715576783,33.634626914880464,61.47672914933264,117.69270637578445,88.445204710671,29.36145297030219
29,NE,31,1904760,0.0,1.065001065001065,20.032520032520033,14.72251472251472,8.242508242508231,13.507513507513522,16.79251679251677,25.522525522525548,58.41005841005842,93.01509301509304,48.78754878754886
30,NH,33,1343622,0.0,1.6373652708871986,6.156068128855119,5.241695315242786,2.179609613843346,2.1051839197121143,1.5416750927184597,2.881337587080712,9.228786072273303,34.51225759285616,77.46651534859828
31,NJ,34,8881845,0.0,22.95855035910734,30.468251327768712,9.751834862495993,3.4259291204216424,5.138893680632464,3.639848638269606,6.986965304747238,17.779446242789163,44.85071996382995,123.83366615510944
32,NM,35,2092434,0.0,1.7068297358141626,6.772700391710596,5.0317340611801455,8.622903825333148,11.77029785817446,6.294788065682626,9.763066088856997,36.068725977224894,89.28767713991049,51.00007250612725
33,NV,32,2922849,0.0,4.12513368194623,3.431094602756226,3.582610176382218,23.181882764776024,35.47419462507791,13.758591605069471,15.606104083476632,24.887654867855677,72.63461095663855,70.83108687057431
34,NY,36,19618453,0.0,35.8022986973394,26.74158718980399,6.515003283606802,3.2862646494822263,3.3255862296001135,3.4486482118209096,5.2312265104986055,10.391819812266997,35.14475449647911,63.347793747331316
35,OH,39,11641879,0.0,2.259085496422012,4.395461297220886,4.2997477346348365,7.492654014748942,10.924844201328174,9.957891799817828,9.287896861715483,25.62791993089286,71.39863639832421,57.34224076469335
36,OK,40,3918137,0.0,2.023556457717387,2.6725529432555755,1.596968880144532,9.494308136749689,27.801113495666804,18.86465065266621,26.109347376061642,26.896893673119198,68.8009195623911,66.61693700712502
37,OR,41,4081943,0.003499733897733086,1.6448749319345504,1.4033932929909676,1.245905267592978,5.207604039826829,8.206875990184082,5.442086210974935,6.981969125977506,11.647114411655723,32.62101966077008,24.806113867132158
38,PA,42,12791181,0.0,5.14863661589519,9.28764904507254,4.577930908580113,4.524322544683595,7.048383011478222,5.316162753071824,7.511871991000232,17.476326630266353,51.452860931516625,56.36249359170636
39,RI,44,1056611,0.013520315693963328,5.570370065912891,30.975043254869984,7.084645423636792,3.839769657085591,8.531319202890861,9.139733409119215,8.977489620791662,30.596474415439065,83.8124369868787,62.58554134735615
40,SC,45,4955925,0.0,2.504938172850823,3.418707333718154,5.667098328912219,28.733283897556962,29.984311707703423,18.327269163389506,16.17688495516547,21.169465985519505,23.080598331434366,64.7968989499581
41,SD,46,864289,0.0,1.4545399248895419,8.016498449675314,7.388401663927555,6.7272471526141215,9.289220883953655,37.09076808468334,50.214685134254914,134.18130807106016,100.04920642450452,57.86754860270776
42,TN,47,6651089,0.0,3.00058274023139,6.7765487082534275,6.063453883803301,16.078999565763915,36.170231457048395,23.023082600243534,20.512215582827334,29.284141073954743,70.14103791338312,79.71412114402821
43,TX,48,27885195,0.0,1.566115229656044,3.2326421652370425,4.581027930514998,21.59261521084166,28.62963149954151,15.830725126464326,14.895769191193656,21.982991332856013,35.29573924186544,58.704986642553585
44,UT,49,3045350,0.0,3.1429650356867262,4.948997183058948,7.031797893275227,18.444982866149562,14.57022298633277,12.323237535446326,32.20835512690311,54.781411472760546,75.89087813035803,122.45367058442753
45,VA,51,8437639,0.0,1.8505515244591189,7.674794199792485,12.986029453432243,6.272912532590161,12.176730616569037,11.817794730763646,8.849801297664985,15.253082052929715,27.893720370964274,45.32073486433819
46,VT,50,624977,0.0,4.183011077664801,1.188615169609672,0.4800176646500591,0.5714496007738765,0.5485916167429252,1.4400529939501772,0.7085975049596088,2.8115320358074882,10.926116366796577,14.423387923532735
47,WA,53,7294336,0.019584667179732722,5.896943287817523,3.290224086195098,3.719128297431244,6.741042443263999,11.039876889215341,6.2866781646941945,7.520512197017362,10.607055744543231,31.893630502194746,32.27357304548156
48,WI,55,5778394,0.0,2.385734563221941,4.843164776530346,7.305539517430922,8.494698403347757,15.15992159759269,12.588767249664377,43.07425211918745,80.36093469174018,73.98002183404489,42.468547489146395
49,WV,54,1829054,0.0,1.0934614286948334,1.0309779184836998,1.9369888165451346,2.5071508472217254,7.138741041621984,8.685207919347542,10.294158307284224,23.220434482212436,52.63454691410347,-36.87308146334505
50,WY,56,581836,0.0,2.160648115865737,1.7432501843916748,1.6450389063977784,5.7699125821414565,7.9551135175056755,5.6962541236460345,19.102093569812983,116.25760032527572,94.43014379113212,42.84467002483767
