,State,GEOID,population,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01
0,AK,2,738516,0.0,1.605536353598684,0.48359528722851863,1.1219410663701643,3.8494184863390126,15.43636156833434,8.801434227559055,15.803893986628006,50.487347986657404,0.0,35.109017852790465
1,AL,1,4864680,0.0,2.114366060196002,3.7236335615674045,8.962562799608609,20.256801504488926,32.94593448519296,30.464490983990736,14.935646919662304,28.27377281606544,47.08869413228188,68.4907772527101
2,AR,5,2990671,0.0,1.5237860858459042,2.479137863805718,6.61103430348192,18.390521725726426,23.96977610901175,19.32676646812703,26.65431460507885,35.78270084348488,52.20042114772423,76.9631392324427
3,AZ,4,6946685,0.0,2.0832135862542454,3.9443274022069517,7.327235940596125,49.60022555465561,34.879946334114784,6.313391618756733,6.915940069667353,19.145822791734513,62.25374302377934,157.6702721205459
4,CA,6,39148760,0.003649084743862714,2.42810098856625,3.9906390758882657,6.763213664275156,15.168150554814142,22.203585940981448,12.5298622850014,8.270285663490442,10.591833377535945,35.850433066079276,91.35593128802624
5,CO,8,5531141,0.0,5.5116501795405854,8.838269406929657,6.012709286771545,4.842710443598223,8.982905025511789,5.100988333923461,10.331115613009517,38.27420056729703,79.73813308011079,38.671948518397976
6,CT,9,3581504,0.0,9.959901921491243,19.859972634002766,7.375193693567196,2.839988052904183,4.040600979763959,4.327790782866616,5.069697774215196,20.546037163636907,45.01301288907838,51.63034460223571
7,DC,11,684498,0.0,7.408975002744451,23.583497896059807,13.190062540097156,4.946273452536453,8.869899651172934,7.617678523948533,5.259328734342554,12.563951976484987,26.63056930563919,37.90055945065894
8,DE,10,949495,0.0,3.7463523843125635,21.906381813490334,9.62917881911663,9.04240073482671,9.975227432928639,8.440577058631918,12.593160424375972,17.52811456917321,55.08191196372809,66.09528523809266
9,FL,12,20598139,0.0,3.8706686768436427,2.9017878057541315,3.5259773433207493,34.63974515922462,45.342515096700154,17.59729015186414,11.100864153656923,19.91025916051376,37.89038556208535,52.56716222206848
10,GA,13,10297484,0.0,4.211847143576875,6.406558006929515,7.0086468278492635,17.91422337450862,32.25753286641946,20.704086551627565,12.108366887068184,14.371055520524676,21.249296013888983,51.39396880136649
11,HI,15,1422029,0.0,1.5169471629220344,0.16073612322352712,0.08036806161176356,0.8840486777293981,5.7965464437484355,16.746694838351193,7.363723645177823,4.591025519571986,5.5554422589131525,0.0
12,IA,19,3132499,0.0,1.8378754014423808,15.396196911338658,9.768558585333949,12.295067201708841,15.063281516040174,37.624000153597144,28.594240116733804,65.8807643901653,69.42882161677127,38.24878658039025
13,ID,16,1687809,0.0,4.545199469506664,1.4388899624136562,2.36147235007888,14.608965147799811,27.795968450390838,16.022462934406153,28.14299485309058,54.11919070395834,72.57083845726278,71.78368100723648
14,IL,17,12821497,0.001114200181594574,5.672393124497977,18.10575295091183,10.347577086468798,6.098017593867098,11.793808922178544,14.535855569082807,15.637799548679855,47.94403381401454,72.35058879184362,36.47445714468007
15,IN,18,6637426,0.0,4.489692239130048,10.787314238983603,6.702253898682151,6.060869293092131,12.057169666158448,18.864886134216153,15.068233636696798,42.07956518083971,81.52471842462508,63.761808525516635
16,KS,20,2908776,0.0,1.7533147963267024,8.21651443768788,4.788464779883855,9.989474217726931,13.47645882666799,21.575103362081823,22.945340976017764,42.24162622746768,75.40726997983256,131.3070711333073
17,KY,21,4440204,0.0,1.4027669513768803,3.5873512632688573,4.758468626344966,4.793859535668697,12.747162067328434,14.854529849786834,17.911017473199763,37.623753966516624,65.39918307485739,48.20241849891837
18,LA,22,4663616,0.0,14.118413081792571,7.860240392249888,7.976643016920775,23.605226992469852,38.431245503182836,14.611592623161348,12.727708039671986,10.384339411429144,47.98851363405564,57.518212722243206
19,MA,25,6830193,0.0,12.15401756792022,28.67101580124771,15.688743035100613,3.0871330115729245,5.839617458205664,4.8879606016571415,7.504494068782931,17.790754333630957,35.57314245313838,21.84000196940685
20,MD,24,6003435,0.0,3.72881763285757,16.297812359567008,13.425647150339776,6.841321438714431,13.36615739869876,9.08289528054713,8.82827914352369,13.958675325043064,37.29055591864134,40.593426929749384
21,ME,23,1332813,0.0,2.1115383135411454,1.682799569674923,3.6871531972495126,3.322725264963225,1.3076531687919766,1.9293243473980024,2.2937522796842864,5.487855921487649,12.647792944053565,35.79968511282956
22,MI,26,9957488,0.0,9.826058253131427,7.301038173483115,2.9123811145943654,3.6698871384888565,8.194837894858633,7.222131295994099,9.537689482671599,30.455185369758187,66.34346792225968,26.291771579338015
23,MN,27,5527358,0.0,1.0338186370931128,7.128179502757014,9.888475263795629,7.637335181525373,12.754737435136283,14.494137292045448,18.541537256264974,47.310125379973606,101.72516934336947,28.161219674416447
24,MO,29,6090062,0.0,2.8829169320678276,2.77266705752984,2.721060733278015,7.13105571479755,24.717083574612438,21.407241596461322,22.629373184424985,40.25762440044595,52.96216313444048,48.05956233051724
