"GEOID","bupTimeWalk","bupCountWalk60","bupCountWalk30","metTimeWalk","metCountWalk60","metCountWalk30","nalTimeWalk","nalCountWalk60","nalCountWalk30"
80814,0,1,1,NA,0,0,286.37,0,0
80828,0,1,1,NA,0,0,0,1,1
80863,0,1,1,NA,0,0,0,1,1
80902,0,5,1,756.37,0,0,77.5,0,0
80903,0,12,4,125.78,0,0,48.28,3,0
80904,0,6,2,154.95,0,0,0,2,2
80905,0,10,6,166.67,0,0,0,1,1
80906,0,9,9,NA,0,0,0,3,3
80907,0,19,19,93.49,0,0,0,3,3
80908,0,1,1,227.47,0,0,162.93,0,0
80909,0,22,22,108.39,0,0,0,4,4
80910,0,13,13,156.87,0,0,0,4,2
80911,0,1,1,NA,0,0,96.98,0,0
80913,0,5,4,NA,0,0,85.01,0,0
80914,55.16,1,0,176.85,0,0,76.22,0,0
80915,0,1,1,130.95,0,0,71.53,0,0
80916,41.34,13,0,165.78,0,0,0,4,2
80917,0,9,9,60.89,0,0,0,1,1
80918,0,9,9,0,1,1,0,4,4
80919,0,2,2,110.13,0,0,0,1,1
80920,0,6,6,63.53,0,0,63.53,0,0
80922,51.17,9,0,99.58,0,0,51.17,1,0
80923,0,4,4,77.4,0,0,0,1,1
80924,55.54,6,0,108.14,0,0,89.77,0,0
80927,51.02,4,0,119.81,0,0,51.02,1,0
81001,0,14,14,0,1,1,0,4,4
81003,0,14,14,65.75,0,0,65.75,0,0
81004,0,24,21,123.93,0,0,0,5,2
81005,0,24,3,138.7,0,0,0,5,3
81008,0,9,9,0,1,1,0,2,2
81019,0,2,2,NA,0,0,514.53,0,0
81050,0,4,4,NA,0,0,0,5,5
81052,0,3,3,0,1,1,0,2,2
81054,0,1,1,824.95,0,0,0,2,2
81073,0,1,1,931.57,0,0,0,1,1
81082,0,5,5,NA,0,0,0,2,2
81089,0,2,2,NA,0,0,1084.53,0,0
81101,0,16,16,0,1,1,0,6,6
81120,0,1,1,NA,0,0,775.4,0,0
81125,0,1,1,NA,0,0,0,1,1
81140,0,2,2,327.36,0,0,327.36,0,0
81147,0,2,2,NA,0,0,NA,0,0
81152,0,1,1,NA,0,0,0,1,1
81201,0,5,5,NA,0,0,0,1,1
81212,0,7,7,NA,0,0,0,5,5
81240,0,1,1,NA,0,0,276.1,0,0
81301,0,3,3,190.66,0,0,836.54,0,0
81303,0,5,5,0,1,1,659.94,0,0
81324,0,2,2,NA,0,0,797.19,0,0
81328,0,2,2,1148.1,0,0,416.14,0,0
81334,0,1,1,NA,0,0,404.12,0,0
81401,0,3,3,NA,0,0,0,3,3
81419,0,2,2,NA,0,0,406.11,0,0
81423,0,2,2,NA,0,0,NA,0,0
81425,0,2,2,NA,0,0,277.82,0,0
81435,0,1,1,NA,0,0,NA,0,0
81501,0,27,18,0,1,1,0,4,2
81504,0,1,1,72.44,0,0,0,1,1
81505,0,3,3,97.89,0,0,64.56,0,0
81506,0,27,9,49.46,1,0,0,4,2
81507,0,1,1,110.95,0,0,0,1,1
81520,59.65,1,0,109.48,0,0,59.65,1,0
81521,0,1,1,245.89,0,0,189.98,0,0
81601,0,5,5,NA,0,0,0,3,3
81611,0,1,1,NA,0,0,555.25,0,0
81620,0,2,2,NA,0,0,NA,0,0
81621,0,2,2,NA,0,0,236.01,0,0
81625,0,6,6,NA,0,0,0,1,1
81631,0,2,2,NA,0,0,NA,0,0
81632,0,1,1,NA,0,0,NA,0,0
81648,0,1,1,NA,0,0,0,1,1
81650,0,1,1,NA,0,0,1771.83,0,0
81657,0,2,2,NA,0,0,452.25,0,0
82001,0,15,15,NA,0,0,0,3,3
82007,0,7,7,NA,0,0,68.84,0,0
82009,0,3,3,NA,0,0,99.41,0,0
82070,0,1,1,NA,0,0,84.69,0,0
82072,0,2,2,NA,0,0,0,1,1
82073,53.59,2,0,NA,0,0,53.59,1,0
82225,0,1,1,NA,0,0,1178.58,0,0
82240,0,1,1,NA,0,0,0,1,1
82301,0,3,3,NA,0,0,NA,0,0
82401,0,1,1,NA,0,0,NA,0,0
82414,0,2,2,NA,0,0,0,2,2
82435,0,1,1,NA,0,0,506.76,0,0
82443,0,2,2,NA,0,0,NA,0,0
82501,0,2,2,NA,0,0,NA,0,0
82514,0,1,1,NA,0,0,NA,0,0
82520,0,1,1,NA,0,0,NA,0,0
82601,0,25,17,NA,0,0,0,4,4
82609,0,25,8,NA,0,0,55.05,4,0
82633,0,1,1,NA,0,0,1091.93,0,0
82636,0,1,1,NA,0,0,168.98,0,0
82644,59.97,17,0,NA,0,0,59.97,4,0
82716,0,1,1,NA,0,0,0,1,1
82718,0,1,1,NA,0,0,174.58,0,0
82801,0,14,14,NA,0,0,0,2,2
82834,0,1,1,NA,0,0,738.67,0,0
82901,0,5,5,NA,0,0,0,5,5
82930,0,10,10,NA,0,0,1767.43,0,0
82935,0,1,1,NA,0,0,0,1,1
83001,0,8,8,NA,0,0,NA,0,0
83011,0,1,1,NA,0,0,NA,0,0
83201,0,28,28,NA,0,0,0,4,4
83202,0,3,3,NA,0,0,86.85,0,0
83203,0,1,1,NA,0,0,NA,0,0
83204,0,1,1,NA,0,0,68.75,0,0
83209,44.74,29,0,NA,0,0,44.74,4,0
83211,0,1,1,NA,0,0,NA,0,0
83221,0,1,1,NA,0,0,562.49,0,0
83246,0,1,1,NA,0,0,NA,0,0
83254,0,2,2,NA,0,0,NA,0,0
83276,0,1,1,NA,0,0,NA,0,0
83301,0,13,13,NA,0,0,NA,0,0
83318,0,6,6,NA,0,0,NA,0,0
83330,0,5,5,NA,0,0,0,3,3
83352,0,4,4,NA,0,0,364.6,0,0
83401,0,1,1,NA,0,0,83.7,0,0
83404,0,18,18,NA,0,0,0,1,1
83406,0,4,4,NA,0,0,0,3,3
83422,0,1,1,NA,0,0,NA,0,0
83442,0,1,1,NA,0,0,0,1,1
83445,0,2,2,NA,0,0,264.5,0,0
83501,0,13,13,NA,0,0,0,1,1
83530,0,2,2,NA,0,0,565.49,0,0
83544,0,1,1,NA,0,0,501.9,0,0
83605,0,7,4,193.19,0,0,0,3,3
83607,0,7,3,243.78,0,0,50.59,3,0
83611,0,2,2,NA,0,0,630.31,0,0
83612,0,1,1,NA,0,0,714.11,0,0
83615,0,1,1,NA,0,0,294.48,0,0
83616,0,4,4,179.76,0,0,0,1,1
83617,0,4,4,NA,0,0,0,1,1
83638,0,5,5,NA,0,0,0,1,1
83642,0,15,15,0,1,1,0,5,5
83646,0,1,1,68.76,0,0,68.76,0,0
83647,0,4,4,NA,0,0,0,1,1
83651,0,7,7,76.82,0,0,0,1,1
83661,0,3,3,NA,0,0,0,1,1
83686,0,3,3,0,1,1,0,2,2
83687,0,5,5,90.89,0,0,71.82,0,0
83702,0,27,21,169.11,0,0,0,3,2
83703,0,25,2,173.48,0,0,0,4,1
83704,0,33,33,96.83,0,0,0,6,6
83705,53.76,2,0,102.81,0,0,0,4,2
83706,0,6,2,155.28,0,0,0,4,2
83709,0,2,2,0,2,2,0,4,4
83712,0,27,4,182.66,0,0,42.06,4,0
83714,0,4,2,166.53,0,0,0,2,1
83805,0,4,4,NA,0,0,635.26,0,0
83811,0,1,1,NA,0,0,NA,0,0
83814,0,18,18,NA,0,0,0,5,5
83815,0,3,3,NA,0,0,0,1,1
83835,0,1,1,NA,0,0,76.61,0,0
83837,0,2,2,NA,0,0,NA,0,0
83840,26.86,13,3,NA,0,0,48.89,1,0
83843,0,6,6,NA,0,0,0,1,1
83844,23.96,6,6,NA,0,0,23.96,1,1
83851,0,6,6,NA,0,0,0,1,1
83852,0,13,13,NA,0,0,29.04,1,1
83854,0,10,10,NA,0,0,163.76,0,0
83858,0,2,2,NA,0,0,206.48,0,0
83861,0,1,1,NA,0,0,408.15,0,0
83864,0,13,13,NA,0,0,0,1,1
83871,0,1,1,NA,0,0,253.39,0,0
84003,0,4,4,173.48,0,0,0,4,4
84010,0,19,18,0,1,1,0,2,2
84014,0,1,1,72.7,0,0,72.7,0,0
84015,0,1,1,99.66,0,0,0,5,5
84017,0,1,1,NA,0,0,390.69,0,0
84020,0,10,10,NA,0,0,0,11,11
84025,0,6,6,155.34,0,0,0,2,2
84026,0,1,1,NA,0,0,NA,0,0
84032,0,2,2,NA,0,0,0,3,3
84036,0,1,1,NA,0,0,254.89,0,0
84037,0,4,4,84.09,0,0,0,7,7
84040,0,1,1,65.78,0,0,105.17,0,0
84041,0,3,3,0,1,1,84.09,0,0
84042,0,18,4,43.09,1,0,0,8,4
84043,0,7,7,270.15,0,0,0,1,1
84044,0,5,2,NA,0,0,101.61,0,0
84047,0,12,7,75.73,0,0,0,13,5
84049,0,1,1,NA,0,0,0,2,2
84054,0,3,2,62.61,0,0,62.61,0,0
84056,55.55,1,0,75.83,0,0,55.55,5,0
84057,0,32,14,0,2,1,0,12,4
84058,0,28,6,0,2,1,0,8,1
84060,0,2,2,NA,0,0,0,1,1
84062,0,1,1,106.57,0,0,0,1,1
84065,0,1,1,NA,0,0,0,3,3
84066,0,2,2,NA,0,0,NA,0,0
84067,0,4,4,102.64,0,0,72.9,0,0
84070,0,16,5,126.35,0,0,0,15,8
84074,0,4,4,NA,0,0,0,2,2
84075,0,1,1,101.84,0,0,64.79,0,0
84078,0,7,7,NA,0,0,0,3,3
84084,0,6,2,90.8,0,0,0,5,2
84087,0,21,1,45.42,1,0,45.42,2,0
84088,0,13,4,128.03,0,0,0,9,3
84092,53.08,4,0,176.29,0,0,0,5,3
84093,53.12,10,0,117.87,0,0,0,8,2
84094,0,9,4,139.03,0,0,0,13,2
84095,0,11,7,179.41,0,0,0,7,4
84096,0,1,1,NA,0,0,0,2,2
84097,0,28,8,43.85,2,0,0,8,3
84098,0,2,2,NA,0,0,127.21,0,0
84101,0,39,19,20.32,2,2,0,18,10
84102,0,95,18,24.79,2,2,0,21,13
84103,0,53,14,34.04,2,0,34.04,19,0
84104,0,21,2,51.56,2,0,38.56,10,0
84105,0,133,6,47,4,0,0,24,2
84106,0,32,17,42.87,2,0,0,8,1
84107,0,57,50,0,3,2,0,15,10
84108,0,93,35,75.6,0,0,0,5,2
84109,0,40,4,85.83,0,0,39.74,6,0
84111,0,66,23,0,4,2,0,26,18
84112,0,97,52,61,0,0,4.09,13,1
84113,0,125,52,58.29,2,0,0,18,1
84115,0,42,5,0,4,2,0,13,5
84117,0,25,6,61.54,0,0,0,6,1
84118,0,11,4,86.5,0,0,0,4,2
84119,0,2,2,68.86,0,0,0,1,1
84120,0,14,7,110.68,0,0,0,4,2
84121,0,10,10,94.92,0,0,0,8,6
84123,0,57,7,0,3,1,0,15,5
84124,0,29,19,86.78,0,0,0,6,5
84128,0,12,3,150.99,0,0,58.75,2,0
84144,19.73,39,33,25.13,2,2,19.73,18,10
84180,17.29,39,5,36.37,2,0,17.29,18,5
84302,0,1,1,NA,0,0,0,1,1
84310,0,2,2,303.72,0,0,251.36,0,0
84318,55.18,4,0,55.18,1,0,55.18,3,0
84319,0,1,1,NA,0,0,119.12,0,0
84321,0,8,5,60.33,0,0,0,3,2
84326,33.28,3,0,119.33,0,0,33.28,1,0
84332,0,8,3,92.49,0,0,0,3,1
84341,0,4,4,0,1,1,0,3,3
84401,0,5,5,0,1,1,0,3,3
84403,0,26,21,100.37,0,0,0,4,1
84404,0,4,4,107.91,0,0,0,2,2
84405,0,26,5,118.08,0,0,0,4,3
84414,0,1,1,157.32,0,0,97.13,0,0
84501,0,6,6,0,1,1,0,3,3
84511,0,1,1,NA,0,0,0,1,1
84520,0,4,3,664.17,0,0,664.17,0,0
84525,0,2,2,NA,0,0,0,1,1
84526,0,4,4,202.22,0,0,202.22,0,0
84532,0,1,1,NA,0,0,0,1,1
84535,0,1,1,NA,0,0,498.94,0,0
84539,0,4,1,NA,0,0,NA,0,0
84601,0,36,6,38.39,1,0,0,8,3
84604,0,36,25,51.09,1,0,0,8,3
84606,0,36,5,0,1,1,0,8,2
84622,51.23,1,0,NA,0,0,51.23,1,0
84624,0,1,1,NA,0,0,NA,0,0
84627,0,2,2,NA,0,0,NA,0,0
84632,0,1,1,NA,0,0,NA,0,0
84634,0,1,1,NA,0,0,0,1,1
84647,0,2,2,NA,0,0,NA,0,0
84648,0,2,2,NA,0,0,483.68,0,0
84651,0,1,1,NA,0,0,0,1,1
84653,0,1,1,NA,0,0,85.36,0,0
84654,0,1,1,NA,0,0,NA,0,0
84655,0,1,1,NA,0,0,114.01,0,0
84660,0,5,5,198.54,0,0,0,2,2
84663,0,1,1,112.16,0,0,0,5,4
84664,56.9,1,0,166.83,0,0,0,5,1
84701,0,4,4,NA,0,0,NA,0,0
84715,0,2,2,NA,0,0,NA,0,0
84720,0,2,2,NA,0,0,0,2,2
84721,0,2,2,NA,0,0,112.71,0,0
84723,0,1,1,NA,0,0,NA,0,0
84770,0,23,23,0,1,1,0,5,5
84780,0,1,1,127.64,0,0,117.89,0,0
84790,0,9,9,104.31,0,0,0,2,2
85003,0,57,31,0,3,2,0,8,3
85004,0,57,31,12.32,3,2,0,8,3
85006,0,62,22,35.8,3,0,0,11,3
85007,0,40,31,0,2,2,0,3,3
85008,0,56,21,0,1,1,0,9,4
85009,0,25,9,50.76,1,0,50.76,1,0
85012,0,83,63,18.61,4,2,0,10,7
85013,0,77,67,0,4,3,0,9,6
85014,0,83,43,31.91,4,0,0,10,3
85015,0,78,34,0,4,4,26.8,9,6
85016,0,66,10,0,1,1,0,8,3
85017,0,35,15,0,4,2,0,6,2
85018,0,44,13,49.01,2,0,0,9,2
85019,0,23,5,29,3,1,29,2,2
85020,0,24,7,50.29,1,0,0,2,1
85021,0,30,17,0,1,1,0,4,1
85022,0,5,5,63.81,0,0,0,1,1
85023,0,10,2,0,1,1,59.35,1,0
85027,0,8,8,61.52,0,0,77.27,0,0
85028,0,3,3,107.46,0,0,62.1,0,0
85029,0,11,3,70.72,0,0,57.07,1,0
85031,0,13,8,0,2,1,55.19,4,0
85032,0,30,30,88.93,0,0,0,5,5
85033,0,27,4,0,2,1,0,6,4
85034,0,41,4,0,2,1,0,7,2
85035,49.83,12,0,49.83,2,0,55.12,4,0
85037,0,16,12,58.66,1,0,0,5,1
85040,35.16,5,0,80.2,0,0,35.16,1,0
85041,0,1,1,97.08,0,0,97.08,0,0
85042,0,5,5,105.98,0,0,0,1,1
85043,0,1,1,95.53,0,0,95.53,0,0
85044,0,7,7,141.28,0,0,0,1,1
85045,0,1,1,NA,0,0,95.22,0,0
85048,0,6,6,208.75,0,0,0,4,4
85050,0,9,9,0,1,1,0,2,2
85051,0,23,6,59.4,1,0,0,3,2
85053,0,13,8,59.35,1,0,0,1,1
85054,0,8,8,61.95,0,0,61.95,0,0
85083,0,2,2,158.78,0,0,44.05,1,0
85085,0,3,3,172.03,0,0,0,1,1
85086,0,5,5,NA,0,0,138.01,0,0
85087,0,1,1,NA,0,0,249.48,0,0
85119,0,1,1,132.34,0,0,63.27,0,0
85120,0,6,6,78.91,0,0,0,1,1
85121,0,1,1,NA,0,0,240.84,0,0
85122,0,16,16,0,1,1,0,5,5
85131,0,2,2,305.41,0,0,305.41,0,0
85132,0,10,10,NA,0,0,0,2,2
85139,0,2,2,NA,0,0,1021.24,0,0
85140,0,7,7,309.44,0,0,0,1,1
85142,0,4,4,NA,0,0,0,2,2
85143,0,1,1,NA,0,0,138.42,0,0
85147,0,3,3,279.5,0,0,253.74,0,0
85201,0,14,13,0,1,1,0,3,2
85202,0,24,13,71.58,0,0,0,3,1
85203,0,26,1,54.99,1,0,0,10,1
85204,0,8,7,88.36,0,0,0,8,7
85205,0,16,3,51.16,1,0,0,5,2
85206,0,16,13,0,1,1,0,5,3
85207,0,5,5,70.72,0,0,0,2,2
85208,47.42,5,0,0,1,1,70.72,0,0
85209,0,5,5,47.42,1,0,66.38,0,0
85210,0,24,11,65.41,0,0,0,3,2
85212,0,4,4,100.53,0,0,0,1,1
85213,0,6,5,89.03,0,0,41.97,1,0
85215,0,3,3,113.55,0,0,67.3,0,0
85224,0,37,29,140.84,0,0,0,4,1
85225,0,37,8,172.64,0,0,0,4,3
85226,0,10,7,118.29,0,0,0,2,1
85233,0,4,4,148.3,0,0,71.58,0,0
85234,0,13,11,66.76,0,0,0,7,6
85248,0,1,1,NA,0,0,0,2,2
85249,0,1,1,NA,0,0,95.13,0,0
85250,0,26,4,84.48,0,0,0,5,2
85251,0,27,22,40.92,1,0,0,5,3
85253,0,7,7,0,1,1,0,2,2
85254,0,2,2,115.27,0,0,0,2,2
85255,0,9,9,187.17,0,0,0,6,6
85257,0,23,1,0,1,1,40.92,3,0
85258,0,21,21,108.33,0,0,0,4,4
85259,0,7,7,196.72,0,0,0,2,2
85260,0,24,24,152.06,0,0,0,4,4
85266,0,3,3,180.56,0,0,0,1,1
85268,0,1,1,NA,0,0,0,1,1
85281,0,31,11,43.79,1,0,0,3,1
85282,0,45,20,0,1,1,0,4,2
85283,0,37,14,46.11,1,0,0,4,1
85284,0,24,3,78.23,0,0,0,3,1
85286,0,1,1,NA,0,0,77.51,0,0
85295,0,11,9,145.56,0,0,54.36,1,0
85296,0,22,2,112.26,0,0,0,7,1
85297,0,4,4,NA,0,0,67.06,0,0
85298,0,7,7,NA,0,0,0,2,2
85301,0,6,3,0,1,1,0,4,3
85302,0,23,12,68.45,0,0,0,6,4
85303,0,11,3,55.36,2,0,0,8,1
85304,0,29,11,53.66,2,0,0,8,2
85305,0,4,1,80.44,0,0,50.44,1,0
85306,0,17,6,0,2,2,0,4,2
85307,0,1,1,191.5,0,0,87.98,0,0
85308,0,8,8,62.55,0,0,0,2,2
85310,44.05,2,0,123.34,0,0,0,1,1
85321,0,1,1,NA,0,0,NA,0,0
85323,0,4,4,0,1,1,0,1,1
85324,0,2,2,NA,0,0,606.99,0,0
85326,0,1,1,300.79,0,0,207.01,0,0
85338,0,3,3,114.56,0,0,0,2,2
85339,0,4,4,172.8,0,0,0,1,1
85344,0,1,1,NA,0,0,0,1,1
85345,0,15,8,133.41,0,0,0,1,1
85349,0,1,1,518.49,0,0,0,1,1
85350,0,1,1,335.44,0,0,190.3,0,0
85351,0,2,2,135.06,0,0,0,1,1
85353,0,1,1,77.49,0,0,77.49,0,0
85363,52.06,2,0,NA,0,0,52.06,1,0
85364,0,9,9,170.76,0,0,0,2,2
85365,0,1,1,0,1,1,0,3,3
85367,0,1,1,186.87,0,0,186.87,0,0
85374,0,4,4,NA,0,0,62.7,0,0
85375,0,8,8,NA,0,0,0,1,1
85379,0,1,1,NA,0,0,0,1,1
85381,0,15,7,80.99,0,0,55.42,1,0
85382,0,3,3,115.23,0,0,0,2,2
85383,0,4,4,209.91,0,0,0,1,1
85387,0,1,1,NA,0,0,216.81,0,0
85390,0,10,10,NA,0,0,0,3,3
85392,0,4,4,85.39,0,0,0,1,1
85395,0,13,13,135.84,0,0,0,2,2
85501,0,3,3,NA,0,0,0,3,3
85541,0,8,8,0,2,2,0,3,3
85546,0,3,3,0,1,1,0,1,1
85602,0,1,1,NA,0,0,0,2,2
85603,0,1,1,543.91,0,0,0,1,1
85607,0,2,2,NA,0,0,0,1,1
85621,0,16,16,NA,0,0,NA,0,0
85623,0,2,2,NA,0,0,403.37,0,0
85626,43.09,2,0,NA,0,0,43.09,1,0
85631,0,1,1,NA,0,0,539.05,0,0
85635,0,8,8,0,1,1,0,3,3
85641,0,1,1,353.79,0,0,0,1,1
85648,0,1,1,NA,0,0,NA,0,0
85653,0,7,7,437.33,0,0,0,1,1
85701,0,29,9,0,1,1,0,3,2
85704,0,16,16,0,2,2,0,6,6
85705,0,12,12,0,2,2,0,3,3
85706,52.83,12,0,106.13,0,0,52.83,1,0
85710,46.34,12,0,0,1,1,0,8,2
85711,0,35,19,0,2,1,0,9,7
85712,0,42,16,0,3,1,0,12,2
85713,0,41,20,47.99,1,0,29.75,4,1
85714,0,32,25,64.64,0,0,0,2,2
85715,0,6,6,46.34,1,0,0,4,2
85716,0,46,7,0,2,1,0,9,3
85718,0,7,7,118.23,0,0,104.96,0,0
85719,0,30,23,35.69,1,0,0,7,4
85723,0,41,32,52.12,1,0,0,4,2
85724,0,30,23,32.01,1,0,19.15,7,4
85726,39.09,20,0,39.09,1,0,39.09,2,0
85730,0,6,6,59.4,1,0,0,6,4
85735,0,1,1,105.67,0,0,196.97,0,0
85737,0,3,3,146.95,0,0,76.96,0,0
85739,0,11,11,369.91,0,0,0,1,1
85741,0,3,3,87.78,0,0,87.78,0,0
85742,0,3,3,145.76,0,0,145.76,0,0
85743,0,3,3,249.99,0,0,0,1,1
85745,0,13,13,0,1,1,0,5,5
85746,0,3,3,91.46,0,0,0,3,3
85747,0,4,4,179.05,0,0,0,1,1
85749,0,2,2,137.44,0,0,0,1,1
85750,0,2,2,119.31,0,0,0,1,1
85756,0,1,1,183.3,0,0,135.43,0,0
85901,0,7,7,NA,0,0,0,2,2
85925,43.99,2,0,NA,0,0,NA,0,0
85929,0,1,1,NA,0,0,0,2,2
85935,0,3,3,NA,0,0,109.86,0,0
85936,0,1,1,NA,0,0,NA,0,0
85938,0,2,2,NA,0,0,NA,0,0
85941,0,2,2,NA,0,0,512.16,0,0
86001,0,12,12,157.68,0,0,0,2,2
86004,0,14,14,0,1,1,0,5,5
86011,18.68,12,12,142.51,0,0,18.68,2,2
86042,0,1,1,NA,0,0,NA,0,0
86045,0,1,1,1606.52,0,0,1174.22,0,0
86046,0,1,1,NA,0,0,0,1,1
86047,0,7,7,1355.48,0,0,0,5,5
86301,0,25,17,205.07,0,0,0,9,8
86303,0,15,7,222.04,0,0,0,6,5
86305,0,5,5,338.26,0,0,0,2,2
86313,0,32,8,197.25,0,0,0,14,1
86314,0,12,12,0,1,1,0,7,7
86322,0,2,2,1020.94,0,0,475.26,0,0
86326,0,9,9,550.21,0,0,0,1,1
86327,0,7,7,147.73,0,0,147.73,0,0
86333,0,1,1,1583.82,0,0,761.38,0,0
86335,0,1,1,NA,0,0,365.26,0,0
86336,0,3,3,NA,0,0,0,1,1
86401,0,8,8,NA,0,0,0,1,1
86403,0,7,7,0,1,1,0,5,5
86406,0,1,1,80.63,0,0,80.63,0,0
86409,0,6,6,NA,0,0,0,2,2
86426,0,4,4,132.85,0,0,0,1,1
86442,0,6,6,0,1,1,0,4,4
86503,0,5,5,NA,0,0,1178.31,0,0
86504,0,8,8,NA,0,0,NA,0,0
86505,0,1,1,NA,0,0,1763.31,0,0
86514,0,2,2,NA,0,0,1309.04,0,0
87002,0,5,5,0,1,1,NA,0,0
87004,0,2,2,267.95,0,0,264.79,0,0
87010,0,1,1,NA,0,0,384.77,0,0
87013,0,1,1,NA,0,0,NA,0,0
87015,0,3,3,NA,0,0,NA,0,0
87024,0,1,1,NA,0,0,NA,0,0
87031,0,2,2,216.36,0,0,374.52,0,0
87035,0,1,1,NA,0,0,NA,0,0
87043,0,3,3,404.06,0,0,364.85,0,0
87047,0,1,1,NA,0,0,299.97,0,0
87048,0,1,1,179.35,0,0,102.84,0,0
87049,0,2,2,NA,0,0,NA,0,0
87102,0,157,27,0,3,2,0,2,1
87104,57.96,27,0,57.96,2,0,57.96,1,0
87105,0,24,24,0,1,1,0,2,2
87106,0,198,130,0,3,1,0,7,1
87107,0,15,15,0,2,2,0,1,1
87108,0,191,41,50.07,1,0,0,7,5
87109,0,28,28,100.85,0,0,0,1,1
87110,0,61,20,75.74,0,0,0,6,1
87111,0,14,8,147.86,0,0,0,4,3
87112,0,14,6,130.43,0,0,0,4,1
87113,0,2,2,108.75,0,0,64.66,0,0
87114,0,5,5,150.61,0,0,89.66,0,0
87116,45.46,41,0,88.95,0,0,45.46,5,0
87117,44.85,41,0,83.61,0,0,44.85,5,0
87120,0,5,5,97.16,0,0,97.16,0,0
87121,0,4,4,70.68,0,0,70.68,0,0
87122,0,2,2,177.01,0,0,64.39,0,0
87123,47.34,6,0,119.91,0,0,47.34,1,0
87124,0,14,14,204.15,0,0,0,4,4
87144,0,2,2,NA,0,0,170.73,0,0
87301,0,22,22,NA,0,0,0,1,1
87313,0,2,2,NA,0,0,NA,0,0
87327,0,3,3,NA,0,0,NA,0,0
87401,0,8,8,0,1,1,75.4,0,0
87402,0,2,2,75.4,0,0,0,1,1
87410,0,1,1,253.3,0,0,0,1,1
87420,0,4,4,NA,0,0,NA,0,0
87501,0,21,21,62.93,0,0,0,1,1
87505,0,24,24,0,2,2,0,2,2
87506,0,2,2,345.47,0,0,309.49,0,0
87507,0,16,16,102.41,0,0,0,1,1
87508,0,6,6,239.9,0,0,213.72,0,0
87510,0,2,2,747.37,0,0,747.37,0,0
87511,0,1,1,208.57,0,0,86.6,0,0
87520,0,1,1,NA,0,0,262.81,0,0
87528,0,3,3,NA,0,0,747.25,0,0
87529,0,1,1,NA,0,0,97.53,0,0
87530,0,1,1,NA,0,0,NA,0,0
87532,0,23,23,0,1,1,0,2,2
87548,0,1,1,690.62,0,0,690.62,0,0
87552,0,1,1,529.15,0,0,529.15,0,0
87567,46.15,23,0,46.15,1,0,46.15,2,0
87571,0,9,9,NA,0,0,0,5,5
87575,0,1,1,NA,0,0,0,1,1
87701,0,13,13,NA,0,0,0,1,1
87710,0,1,1,NA,0,0,439.42,0,0
87715,0,1,1,NA,0,0,NA,0,0
87723,57.67,1,0,NA,0,0,NA,0,0
87732,0,2,2,NA,0,0,NA,0,0
87740,0,3,3,NA,0,0,0,1,1
87747,0,1,1,NA,0,0,1056.71,0,0
87801,0,8,8,NA,0,0,0,1,1
87825,0,1,1,NA,0,0,798.1,0,0
87901,0,2,2,NA,0,0,1357.93,0,0
88001,0,24,8,64.84,0,0,0,7,4
88003,30.75,8,0,83.06,0,0,30.75,4,0
88005,0,24,16,83.37,0,0,0,7,3
88007,0,3,3,175.04,0,0,99.17,0,0
88008,0,2,2,231.64,0,0,0,2,2
88011,0,16,16,0,1,1,0,3,3
88021,0,1,1,503.71,0,0,278.97,0,0
88030,0,4,4,NA,0,0,NA,0,0
88045,0,1,1,NA,0,0,NA,0,0
88046,59.56,16,0,131.56,0,0,59.56,3,0
88061,0,11,11,NA,0,0,NA,0,0
88101,0,3,3,NA,0,0,NA,0,0
88130,0,2,2,NA,0,0,NA,0,0
88201,0,6,6,NA,0,0,0,1,1
88210,0,5,5,NA,0,0,NA,0,0
88220,0,8,8,NA,0,0,NA,0,0
88240,0,3,3,NA,0,0,NA,0,0
88260,0,3,3,NA,0,0,NA,0,0
88301,0,1,1,NA,0,0,NA,0,0
88310,0,3,3,NA,0,0,NA,0,0
88345,0,2,2,NA,0,0,NA,0,0
88352,0,1,1,NA,0,0,NA,0,0
88355,33.82,2,0,NA,0,0,NA,0,0
88401,0,5,5,NA,0,0,1229.69,0,0
88435,0,1,1,NA,0,0,0,2,2
89002,51.62,5,0,150.82,0,0,0,1,1
89008,0,1,1,NA,0,0,NA,0,0
89012,0,6,6,79,0,0,0,1,1
89014,0,14,7,0,1,1,53.4,1,0
89015,0,5,5,99.21,0,0,51.62,1,0
89027,0,2,2,NA,0,0,261.16,0,0
89030,0,19,4,0,1,1,0,2,1
89031,0,4,1,51.55,1,0,51.55,2,0
89032,0,4,3,0,1,1,0,2,2
89048,0,3,3,NA,0,0,NA,0,0
89052,0,7,7,111.36,0,0,0,2,2
89074,0,14,7,53.4,1,0,0,1,1
89081,35.44,7,0,98.07,0,0,35.44,1,0
89084,42.14,1,0,86.62,0,0,78.16,0,0
89086,0,7,7,115.19,0,0,0,1,1
89101,0,20,14,47.76,1,0,0,3,1
89102,0,62,34,61.24,0,0,0,3,1
89103,0,49,16,100.35,0,0,0,5,3
89104,0,25,2,52.73,2,0,0,6,1
89106,0,16,16,69.29,0,0,0,1,1
89107,0,35,6,118.66,0,0,42.62,2,0
89108,0,23,1,85.86,0,0,54.6,1,0
89109,0,11,11,0,2,2,19.88,1,1
