origin,count within 60,count within 30,minutes
1013,3,0,43.59
1020,3,3,0.0
1022,3,0,53.25
1028,2,1,0.0
1040,7,7,0.0
1053,1,1,0.0
1056,1,0,54.3
1060,1,1,0.0
1062,2,0,55.34
1063,1,1,7.56
1069,4,4,0.0
1070,1,1,0.0
1079,4,0,31.94
1082,2,2,0.0
1085,3,3,0.0
1086,3,0,54.54
1089,2,2,0.0
1098,1,1,0.0
1103,7,5,0.0
1104,7,1,0.0
1105,8,5,12.72
1107,8,5,27.4
1108,7,0,35.08
1109,8,1,0.0
1118,3,1,0.0
1119,2,0,53.52
1128,2,0,42.27
1151,1,1,0.0
1199,6,0,30.09
1201,8,8,0.0
1230,2,2,0.0
1247,5,5,0.0
1301,6,6,0.0
1331,2,2,0.0
1366,1,1,0.0
1420,5,5,0.0
1431,2,2,0.0
1438,1,0,56.48
1440,1,1,0.0
1453,3,3,0.0
1473,4,4,0.0
1504,3,0,58.04
1515,1,1,0.0
1532,1,1,0.0
1541,1,1,0.0
1550,5,5,0.0
1570,2,2,0.0
1581,2,2,0.0
1602,10,1,0.0
1603,10,4,0.0
1604,3,1,0.0
1605,8,5,0.0
1606,5,0,43.21
1607,7,0,36.73
1608,16,2,20.4
1609,15,3,0.0
1610,11,2,0.0
1611,4,0,47.98
1701,1,1,0.0
1702,3,3,0.0
1730,1,1,0.0
1742,3,3,0.0
1747,3,0,41.89
1757,3,3,0.0
1760,1,1,0.0
1775,1,1,0.0
1801,4,4,0.0
1803,1,1,0.0
1824,1,1,0.0
1826,1,0,51.25
1830,3,3,0.0
1832,3,0,50.31
1835,3,0,49.62
1840,6,6,0.0
1841,6,2,9.71
1843,6,6,0.0
1844,2,0,38.12
1850,8,0,34.57
1851,8,1,0.0
1852,8,6,0.0
1854,8,1,0.0
1876,2,2,0.0
1880,1,0,42.53
1887,1,1,0.0
1890,5,0,55.33
1901,11,9,0.0
1902,11,9,0.0
1904,11,1,0.0
1905,12,1,0.0
1906,2,1,0.0
1907,9,0,43.07
1923,5,5,0.0
1930,2,2,0.0
1937,5,0,55.69
1940,1,1,0.0
1960,1,1,0.0
1970,1,1,0.0
2021,2,2,0.0
2026,1,0,56.53
2032,2,0,43.72
2038,1,1,0.0
2043,2,0,54.19
2045,1,1,0.0
2056,1,1,0.0
2061,2,2,0.0
2062,1,1,0.0
2072,6,6,0.0
2081,1,1,0.0
2090,1,0,44.72
2108,21,9,8.33
2109,16,3,8.69
2110,16,5,0.0
2111,22,9,14.49
2113,16,3,11.35
2114,17,5,0.0
2115,27,9,0.0
2116,22,10,0.0
2118,25,12,0.0
2119,29,9,0.0
2120,24,11,0.0
2121,23,4,24.86
2122,19,8,0.0
2124,14,7,0.0
2125,22,5,0.0
2126,10,2,0.0
2127,24,2,0.0
2128,8,3,0.0
2129,6,2,29.42
2130,18,3,0.0
2131,7,1,0.0
2132,2,1,0.0
2134,14,11,0.0
2135,15,8,0.0
2136,4,0,43.52
2138,8,0,39.81
2139,25,0,31.8
2140,6,2,15.52
