HEROP_ID,ZCTA,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_54,Age55_59,Age60_64,AgeOv65,A15_24P,Ovr65P,Und45P,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,UnempP,PovP,VacantP
860US36303,36303,27491,10474,15893,2458,4923,2538,2349,12466,2623,1247,1123,2649,17.78,9.64,72.2,57.25,42,0.32,0.25,0,0.18,40.46,6.15,21.38,9.34
860US36345,36345,5104,1861,2769,426,915,427,358,2101,448,267,220,727,15.39,14.24,67.43,69.04,30.77,0.14,0.03,0,0.02,53.01,5.58,21.62,5.23
860US35975,35975,39,16,23,3,6,4,3,17,4,2,2,5,17.32,13.61,65.3,99.29,0.66,0,0,0,0.05,65.21,8.41,18.32,9.77
860US35951,35951,7841,3092,4610,561,1313,656,654,3429,797,401,397,944,16.72,12.04,67.63,98.25,1.49,0.11,0.11,0,0.04,52.61,6.99,18.62,8.76
860US35962,35962,296,116,173,21,50,25,24,128,30,15,15,36,16.48,12.11,67.57,98.25,1.55,0.08,0.07,0,0.04,55.8,6.86,18.09,8.66
860US35956,35956,6661,2389,3913,505,1138,625,502,2995,690,313,320,701,16.91,10.52,69.62,99.52,0.17,0.19,0.03,0.01,0.07,55.84,8.07,15.97,5.9
860US35954,35954,13476,5045,7733,1078,2352,1161,1091,5691,1408,720,617,1608,16.72,11.93,67.69,87.8,11.78,0.23,0.1,0.01,0.09,50.82,9.83,19.18,7.83
860US36092,36092,10319,3604,6107,739,1708,990,917,4749,1017,509,459,1137,18.47,11.02,69.74,73.89,25.69,0.07,0.12,0.01,0.21,42.27,4.99,17.27,9.73
860US36025,36025,2262,772,1324,190,438,212,190,1077,219,92,71,174,17.78,7.71,75.41,79.5,20.08,0.11,0.21,0.02,0.08,36.56,5.63,17.18,9.5
860US36024,36024,3655,1685,2048,232,628,330,257,1483,374,197,203,538,16.08,14.72,64.12,81.32,18.51,0.03,0.02,0.01,0.11,46.67,5.41,21.3,24.45
860US36078,36078,7111,2908,3940,509,1164,597,523,2762,725,422,388,1140,15.75,16.03,62.38,79.45,20.37,0.02,0.05,0,0.1,47.04,6.22,20.12,12.19
860US36093,36093,4935,1719,2875,385,828,468,405,2207,494,252,224,544,17.69,11.03,69.31,70.86,28.7,0.05,0.12,0.01,0.26,41.75,4.74,17.06,7.39
860US36054,36054,5189,1780,3026,443,1014,486,428,2461,503,211,161,396,17.61,7.63,75.5,79.5,20.08,0.1,0.22,0.02,0.08,36.32,5.66,17.26,9.55
860US36020,36020,2051,703,1196,175,401,192,169,973,199,83,64,156,17.61,7.62,75.52,79.57,20.02,0.1,0.22,0.02,0.08,36.25,5.65,17.23,9.55
860US35904,35904,18429,7215,10842,1189,2761,1488,1347,7134,2222,1223,1179,2721,15.39,14.76,60.15,94.88,4.93,0.07,0.04,0,0.07,51.56,9.73,15.99,6.37
860US35906,35906,7605,2868,4595,600,1379,682,562,3580,786,378,292,583,16.35,7.67,73.11,98.6,0.8,0.09,0.4,0,0.12,30.83,4.75,9.56,8.98
860US35972,35972,1030,384,594,78,176,98,77,446,108,55,50,118,17.04,11.45,67.92,93.95,5.3,0.47,0.16,0,0.12,52.66,8.92,18.13,8.48
860US35907,35907,4963,1692,2982,374,927,480,371,2417,495,202,172,376,17.14,7.58,74.91,98.44,1.34,0.09,0.07,0,0.05,30.6,5.71,8.15,5.17
860US35990,35990,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35554,35554,693,271,380,52,117,58,52,284,64,37,32,108,15.87,15.55,65.28,93.92,5.83,0.02,0.13,0,0.09,63.12,10.68,18.07,8.46
860US35546,35546,979,370,576,63,163,96,72,438,103,50,47,114,17.18,11.64,67.94,95.72,4.09,0.1,0.06,0,0.03,53.1,6.8,14.17,9.34
860US35549,35549,4286,1671,2389,312,725,363,327,1780,413,227,197,632,16.11,14.75,65.73,95.47,4.32,0.02,0.11,0,0.08,61.51,10.77,18.95,8.95
860US35555,35555,112,42,66,7,19,11,8,50,12,6,5,13,17.15,11.38,68.12,95.75,4.07,0.08,0.06,0,0.03,51.74,6.77,13.62,8.95
860US36340,36340,5487,2168,3112,399,838,522,438,2293,591,286,265,815,17.5,14.85,64.33,86.55,13.05,0.26,0.05,0,0.09,52.42,6.25,17.47,9.29
860US36313,36313,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US36344,36344,5159,1988,2806,342,904,458,345,2039,516,270,284,804,15.57,15.59,63.68,85.16,14.31,0.26,0.05,0,0.21,52.32,5.93,21.36,6.85
860US36375,36375,5486,1997,3045,413,988,490,401,2279,536,276,259,735,16.24,13.41,67.07,88.76,9.83,1.09,0.03,0.01,0.27,54.77,4.39,23.16,6.46
860US36314,36314,581,226,316,38,102,52,38,229,58,31,33,91,15.48,15.71,63.43,85.3,14.27,0.19,0.06,0,0.18,51.89,5.94,20.62,7.02
860US36349,36349,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US36305,36305,5289,1936,3221,386,977,481,393,2626,525,219,154,402,16.54,7.59,75.41,94.77,4.26,0.5,0.33,0,0.15,26.28,3.25,9.73,8.26
860US36301,36301,26884,10509,16312,2013,4277,2379,2295,12300,3007,1311,1180,2797,17.39,10.4,69.15,92.28,6.53,0.35,0.7,0,0.13,40.2,3.91,12.27,6.2
860US35491,35491,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35462,35462,0,0,0,0,0,0,0,0,0,0,0,0,17.19,9.91,71.36,83.27,16.44,0.06,0.12,0.01,0.1,47.07,6.67,19.02,NA
860US35480,35480,1850,629,1077,141,342,174,144,838,203,72,71,183,17.19,9.91,71.36,83.27,16.44,0.06,0.12,0.01,0.1,47.07,6.67,19.02,4.86
860US35469,35469,385,131,224,29,71,36,30,174,42,15,15,38,17.19,9.91,71.36,83.27,16.44,0.06,0.12,0.01,0.1,47.07,6.67,19.02,4.86
860US35474,35474,824,285,477,72,156,72,63,384,74,36,31,72,16.35,8.77,74.16,84.57,15.28,0.02,0.07,0.01,0.04,46.01,5.56,12.44,8.28
860US36744,36744,0,0,0,0,0,0,0,0,0,0,0,0,16.35,8.77,74.16,84.57,15.28,0.02,0.07,0.01,0.04,46.01,5.56,12.44,NA
860US36310,36310,7022,2960,3914,565,1202,606,505,2836,704,375,364,976,15.82,13.9,65.54,58.4,41.38,0.17,0.02,0,0.02,57.15,7.02,22.21,19.08
860US36373,36373,449,200,260,33,74,36,36,180,51,27,24,60,16.02,13.43,63.8,67.63,31.98,0.4,0,0,0,52.51,6.54,17.67,24.68
860US36319,36319,2436,1028,1368,177,444,192,186,976,258,136,119,326,15.54,13.4,65.55,73.09,26.42,0.33,0.08,0,0.08,52.56,4.05,16.94,16.12
860US36302,36302,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US36312,36312,5122,1931,2913,394,863,492,414,2231,533,242,225,632,17.68,12.34,68.11,83.52,16.09,0.25,0.03,0,0.11,51.87,5.91,16.77,8.35
860US36376,36376,1628,622,940,154,280,147,166,747,148,71,67,161,19.17,9.91,72.54,84.19,15.33,0.35,0.01,0,0.12,50.39,3.93,14.89,9.5
860US36321,36321,1349,509,770,105,226,129,113,592,138,64,60,165,17.91,12.21,68.39,83.34,16.28,0.25,0.03,0,0.11,51.41,6.31,16.21,8.25
860US36370,36370,824,294,435,72,159,80,62,330,87,32,38,106,17.28,12.92,68.06,63.18,36.79,0.02,0,0,0.01,59.86,3.56,31.27,13.22
860US36343,36343,1584,560,831,140,308,155,119,631,167,60,73,205,17.3,12.94,68.12,61.86,38.14,0,0,0,0,60.51,3.34,32.53,13.3
860US36320,36320,2410,890,1363,180,419,234,162,1018,281,114,96,302,16.44,12.52,67.1,89.51,9.87,0.42,0.06,0,0.14,53.95,2.65,20.21,7.58
860US35776,35776,380,144,227,28,63,36,29,168,44,20,18,40,17.15,10.57,67.96,99.21,0.56,0.13,0.06,0,0.04,55.66,8.6,19.9,9.6
860US35748,35748,3010,1081,1811,208,503,305,232,1364,337,156,140,303,17.83,10.05,68.92,85.49,14.13,0.17,0.13,0.01,0.06,51.6,9.98,20.27,7.23
860US35769,35769,1171,448,701,85,192,110,89,515,136,64,54,125,16.97,10.67,67.66,99.6,0.19,0.12,0.07,0,0.03,56.09,8.44,20.05,10.44
860US35755,35755,369,146,216,24,57,33,31,159,38,20,20,50,17.32,13.61,65.3,99.29,0.66,0,0,0,0.05,65.21,8.41,18.32,9.77
860US35235,35235,14311,5232,9228,1038,2246,1252,1109,6999,1729,754,510,1023,16.49,7.15,71.85,97.28,1.97,0.1,0.44,0,0.21,22.6,4.75,5.14,4.37
860US35215,35215,41694,15305,27083,3329,6481,3886,3985,21314,4722,1942,1398,2506,18.88,6.01,74.65,97.5,2,0.11,0.18,0,0.2,22.18,3.83,7.98,4.95
860US35206,35206,22283,9283,13554,1321,2379,1709,1921,8912,2655,1648,1390,3968,16.29,17.81,56.6,82.22,17.34,0.06,0.23,0.01,0.15,36.04,4.93,10.27,4.13
860US35217,35217,20699,7586,12006,1460,2931,1890,1870,8727,2190,1152,1057,3181,18.17,15.37,63.38,68.51,31.27,0.05,0.12,0.01,0.04,51.24,6.61,16.01,5.51
860US35261,35261,2309,940,1394,156,283,191,210,973,263,153,136,345,17.37,14.96,61.11,84.47,15.04,0.07,0.32,0,0.1,41.76,5.09,10.4,4.69
860US35212,35212,19340,7413,10747,1681,3169,1840,1942,8495,1623,891,862,2618,19.55,13.54,69,34.14,65.5,0.05,0.16,0.03,0.13,48.18,11.72,28.24,7.1
860US35232,35232,1442,637,848,132,194,121,177,647,136,75,64,194,20.65,13.45,67.45,54.86,44.6,0.13,0.3,0,0.12,55.9,14.1,22.01,13.25
860US35234,35234,12935,4391,7379,1320,2141,1277,1440,6016,1136,526,473,1324,21.01,10.23,73.27,9.48,90.32,0.03,0.04,0.02,0.11,48.03,14.29,27.06,9.08
860US35222,35222,11963,5322,7378,721,1376,1039,1351,5391,1246,693,653,1884,19.98,15.75,62.59,57.97,41.36,0.08,0.36,0.04,0.19,34.62,7.67,22.63,7.29
860US35207,35207,17050,5514,9161,1503,3139,2145,1652,7482,1588,738,644,1956,22.27,11.47,71.11,11.56,88.29,0.03,0.02,0.04,0.05,56.92,15.85,42.07,5.28
860US35204,35204,23060,9269,12982,1752,3272,2118,2265,9418,2224,1305,1241,3848,19.01,16.69,62.62,9.36,90.39,0.02,0.05,0.09,0.09,49.67,11.24,29.57,6.09
860US35202,35202,3152,1102,1735,290,542,348,307,1385,289,141,132,374,20.78,11.87,70.32,3.69,96.15,0.02,0.03,0.03,0.07,54.74,18.61,41.23,7.34
860US35214,35214,22936,8074,13719,1735,3706,2023,1872,10149,2519,1246,1051,2519,16.98,10.98,67.97,51.47,48.33,0.04,0.08,0.04,0.05,38.66,6.92,13.63,4.28
860US35228,35228,13504,5050,8273,976,1852,1179,1256,5768,1616,898,687,1701,18.04,12.6,63.66,66.71,32.99,0.07,0.11,0.01,0.11,37.16,6.39,11.49,4.05
860US35208,35208,19168,7805,11487,1412,2343,1453,1990,8192,1815,1132,1094,3179,17.96,16.59,62.33,64.17,35.33,0.13,0.17,0.03,0.17,35.81,6.94,12.41,5.05
860US35218,35218,14170,5675,7856,1066,2178,1260,1341,5811,1262,787,735,2331,18.36,16.45,63.9,35.01,64.67,0.07,0.1,0.05,0.1,49.45,11.64,29.54,6.14
860US35203,35203,3343,1681,1754,284,440,216,344,1316,254,140,171,738,16.75,22.07,61.03,20.46,79.19,0.02,0.11,0.14,0.08,63.71,21.03,54.68,5.8
860US35210,35210,14544,5424,8965,1115,2185,1102,1057,6623,1672,787,587,1574,14.85,10.82,68.23,88.12,11.18,0.05,0.53,0.01,0.11,24.05,4.06,8.08,4.89
860US35213,35213,13766,5947,8486,866,1670,810,996,6121,1439,779,671,2220,13.12,16.13,62.88,96.91,2.24,0.05,0.66,0,0.14,11.7,3.14,4.61,4.48
860US35233,35233,1622,831,965,111,184,128,287,789,109,63,61,305,25.6,18.81,66.79,36.55,60.19,0.11,2.22,0.04,0.89,49.41,14.16,43.32,7.29
860US35270,35270,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35201,35201,1376,696,721,118,182,88,143,544,103,56,70,304,16.78,22.12,61.26,21.72,77.93,0.02,0.12,0.14,0.08,64.28,22.04,55.91,5.73
860US35285,35285,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35064,35064,13580,5186,8108,853,1771,1153,1277,5600,1461,891,795,2209,17.89,16.27,60.55,49.58,50,0.06,0.22,0.01,0.13,40.52,8.21,16.14,4.82
860US35224,35224,8996,3431,5091,633,1285,757,784,3518,953,535,564,1508,17.13,16.76,60.43,62.49,37.17,0.13,0.06,0.01,0.15,51.59,7.48,15.75,6.12
860US35127,35127,5713,1893,3456,448,966,464,386,2643,602,272,238,535,14.88,9.36,71.02,87.13,12.73,0.03,0.05,0,0.06,31.88,5.58,4.86,3.26
860US35221,35221,9148,2971,5057,770,1678,979,819,4013,843,415,383,1045,19.65,11.42,70.63,9.36,90.53,0.04,0,0.02,0.05,45.48,10.8,22.52,5.72
860US35211,35211,39260,14124,22472,3453,6739,3688,3831,17894,3591,1631,1613,4335,19.15,11.04,71.54,18.06,81.61,0.06,0.12,0.04,0.1,42.02,10,24.91,5.45
860US35205,35205,19427,11137,13427,868,1425,1121,3509,10855,1431,838,808,3196,23.83,16.45,67.68,65.71,32.76,0.1,0.83,0.02,0.58,26.83,5.92,21.66,9.3
860US35294,35294,2,1,1,0,0,0,0,1,0,0,0,0,29.87,17.5,69.35,41.57,53.6,0.14,3.37,0,1.32,43.4,12.73,39.52,7.62
860US35223,35223,10946,4375,6867,669,1563,860,717,4800,1388,707,559,1259,14.41,11.5,64.24,96.59,2.88,0.07,0.33,0.01,0.13,8.28,3.16,4.68,5.12
860US35209,35209,25669,12384,18128,1148,2169,1926,4036,14417,2131,1308,1187,3306,23.23,12.88,69.09,85.35,13.47,0.1,0.73,0.01,0.34,15.44,3.32,7.26,6.16
860US35255,35255,484,346,380,14,16,19,111,321,28,19,17,70,26.86,14.43,72.31,86.56,11.93,0.1,0.87,0,0.53,19.01,6.38,23.19,14.86
860US35068,35068,5931,2049,3638,437,970,552,425,2749,693,300,247,536,16.48,9.03,70.07,81.08,18.63,0.09,0.06,0.03,0.11,35.01,6.63,9.21,2.67
860US35023,35023,23651,8536,14446,1789,3663,2061,2001,10729,2637,1277,1085,2452,17.17,10.37,68.42,88.25,11.59,0.07,0.07,0,0.03,36.8,5.89,7.78,4.57
860US35020,35020,40481,14782,22091,3263,6657,3942,3688,16314,4000,2202,2008,6036,18.85,14.91,64.81,37.29,62.54,0.06,0.05,0.02,0.05,54.64,11.02,28.04,6.32
860US35021,35021,1913,744,1077,142,273,168,165,737,193,120,130,319,17.4,16.69,60.16,47.56,52.28,0.07,0.07,0,0.02,55.62,7.48,20.54,5.88
860US35022,35022,10914,3846,6539,890,1686,934,919,4891,1176,558,487,1223,16.98,11.2,68.43,81.28,18.48,0.14,0.04,0.02,0.05,39.43,7.05,10.46,4.85
860US35259,35259,756,354,440,42,80,52,59,316,70,43,47,158,14.76,20.95,57.98,78.38,20.61,0.08,0.78,0,0.15,24.85,3.96,9.9,6.36
860US35229,35229,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35216,35216,23317,10200,15560,1289,3094,1753,2532,11817,2527,1359,988,2242,18.38,9.61,69.48,96.94,1.91,0.11,0.85,0,0.19,10.07,2.3,4.4,6.29
860US35219,35219,583,297,472,23,41,40,110,405,55,26,10,21,25.82,3.56,80.61,97.07,1.23,0.27,1.26,0,0.17,12.58,2.21,3.75,7.64
860US35253,35253,774,363,418,45,97,38,38,299,63,40,44,186,9.91,24.08,57.01,99.36,0.23,0.06,0.3,0,0.06,9.05,2.65,4.31,2.36
860US35243,35243,11668,4330,7440,785,1916,989,752,5553,1496,656,411,852,14.92,7.3,70.74,99.01,0.26,0.04,0.42,0.01,0.26,12.47,3.08,3.61,6.68
860US35094,35094,10539,4053,6267,818,1732,970,935,4918,1037,519,409,1106,18.07,10.49,70.86,83.47,16.18,0.18,0.1,0.02,0.05,44.39,6.75,12.33,9.42
860US35173,35173,10322,3736,6206,834,1737,908,804,4850,1059,470,415,958,16.59,9.28,71.89,91.94,7.64,0.19,0.15,0,0.07,36.29,5.78,9.33,6.87
860US35015,35015,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35048,35048,227,76,136,23,43,20,17,118,17,7,7,13,16.23,5.59,80.67,97.6,1.97,0.25,0.15,0,0.02,30.73,5.27,6.55,6.7
860US35123,35123,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35116,35116,3011,1091,1805,222,522,283,272,1415,302,140,123,286,18.43,9.51,71.71,94.6,5.23,0.09,0.02,0.01,0.05,51.12,5.12,8.5,6.86
860US35091,35091,1531,552,911,108,259,147,137,710,151,72,67,164,18.55,10.73,70.36,92.05,7.81,0.06,0.03,0.01,0.04,52.38,6.5,10.57,5.57
860US35071,35071,11645,4113,7313,787,1768,1055,887,5313,1503,656,504,1114,16.68,9.57,67.57,97.05,2.77,0.06,0.05,0,0.08,36.62,4.8,6.55,3.28
860US35062,35062,7048,2566,4150,531,1240,678,541,3244,720,335,279,698,17.3,9.9,71.16,94.92,4.87,0.13,0.01,0,0.06,47.76,4.95,10.73,7.86
860US35073,35073,3333,1183,2012,243,546,292,270,1469,367,186,169,354,16.85,10.63,67.73,83.68,16.07,0.05,0.13,0,0.07,44.3,5.9,10.94,3.86
860US35148,35148,2793,1008,1611,217,516,255,226,1253,263,131,115,298,17.22,10.66,71.11,93.44,5.88,0.34,0.01,0.08,0.25,57.81,7.52,17.44,7.65
860US35036,35036,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35139,35139,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35181,35181,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35117,35117,4528,1644,2753,347,736,381,381,2029,512,257,195,451,16.83,9.97,68.73,97.56,2.25,0.1,0.04,0,0.05,45.35,3.69,10.49,4.62
860US35119,35119,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35005,35005,11248,3879,6780,891,1914,981,951,5189,1171,525,502,1038,17.18,9.23,71.07,82.2,17.59,0.07,0.06,0.01,0.06,43.54,6.45,9.56,3.7
860US35130,35130,3643,1343,2083,300,683,329,284,1595,356,184,163,362,16.83,9.94,70.78,85.11,14.56,0.23,0.06,0,0.05,58.09,8.21,15.9,9.39
860US35118,35118,4913,1701,2938,357,779,445,394,2173,529,268,250,554,17.08,11.28,67.36,83.18,16.51,0.15,0.05,0,0.1,44.08,6.28,9.61,4.28
860US35061,35061,2348,787,1326,182,376,223,217,956,237,133,131,332,18.74,14.16,64.51,40.15,59.76,0,0.04,0.03,0.01,56.11,11.55,14.12,4.11
860US35231,35231,1490,594,935,88,177,120,123,602,200,111,92,220,16.32,14.76,58.22,99.11,0.68,0.08,0.05,0,0.08,33.73,6.63,8.68,3.39
860US35060,35060,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35242,35242,9846,3699,6272,844,1691,789,723,5158,990,374,273,516,15.35,5.24,78.14,98.06,1.2,0.24,0.33,0.02,0.14,22.87,3.98,7.44,8.35
860US35266,35266,893,353,565,36,127,81,70,400,122,60,41,107,16.91,11.96,63.09,97.52,1.18,0.14,1.01,0,0.14,7.52,2.46,2.33,4.23
860US35244,35244,9057,3353,5775,672,1519,736,667,4515,1011,421,308,612,15.49,6.76,74.03,97.82,1.49,0.14,0.41,0.01,0.14,19.25,4.29,6,6.56
860US35444,35444,3397,1204,1976,245,642,328,248,1487,375,159,155,336,16.95,9.89,69.86,94.47,5.11,0.21,0.09,0.03,0.09,55.89,10.89,14.09,8.49
860US35006,35006,3409,1230,2006,238,619,314,248,1522,345,169,167,349,16.48,10.24,69.78,88.13,11.52,0.26,0.01,0.02,0.06,51.04,5.27,12.29,7.52
860US35142,35142,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35226,35226,19369,7088,12607,1184,3176,1644,1393,9298,2559,1123,718,1297,15.68,6.69,70.52,97.23,2.06,0.08,0.46,0,0.16,10.68,2.94,3.36,4.83
860US35236,35236,842,276,537,36,149,89,42,363,141,59,36,57,15.63,6.76,65.18,99.01,0.26,0.04,0.59,0,0.11,8.58,2.9,1.36,4.78
860US35260,35260,351,121,218,27,67,28,15,170,39,17,11,20,12.02,5.84,75.15,98.9,0.64,0.01,0.23,0,0.21,10.31,3.11,3.52,5.38
860US35630,35630,33966,13454,20678,2161,4736,3368,3781,15508,3499,1862,1681,4512,21.05,13.28,65.96,82.94,16.63,0.09,0.24,0,0.1,38.9,8.81,16.55,4.66
860US35632,35632,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35631,35631,1227,302,907,53,102,304,372,831,48,30,34,129,55.09,10.51,80.34,78.92,20.55,0.04,0.2,0.04,0.24,64.31,9.51,32.75,7.68
860US35634,35634,8004,2817,4930,591,1394,825,625,3891,883,373,297,576,18.12,7.19,73.41,97.62,2,0.09,0.14,0.01,0.14,35.13,8.25,9.26,6.77
860US35633,35633,16396,5729,9840,1193,2962,1705,1306,7713,1824,722,679,1303,18.36,7.95,72.38,92.02,7.39,0.28,0.2,0.01,0.11,42.3,7.74,14.8,6.94
860US35677,35677,1799,658,1034,135,303,200,151,819,181,76,90,196,19.49,10.88,69.83,97.55,2.05,0.35,0.01,0,0.04,60.15,8.7,27.55,9.58
860US35617,35617,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35645,35645,7827,2811,4794,531,1350,777,623,3749,797,397,338,665,17.89,8.5,71.92,97.68,2.07,0.1,0.1,0.01,0.03,46.15,9.25,9.18,7.32
860US35648,35648,3479,1307,2047,237,589,325,275,1566,352,167,161,405,17.23,11.66,68.78,98.19,1.66,0.04,0.08,0,0.03,50.97,6.92,11.94,7.37
860US35652,35652,6598,2529,3817,451,1105,643,525,2898,668,323,322,831,17.71,12.59,67.51,96.06,3.78,0.01,0.07,0,0.07,51.6,7.14,14.78,8.72
860US35614,35614,4602,1639,2653,349,833,454,383,2088,451,208,192,481,18.18,10.46,71.06,93.52,6.33,0.03,0.04,0.03,0.05,53.4,8.5,18.39,7.08
860US35610,35610,1686,645,968,117,285,169,134,736,171,84,81,212,17.97,12.59,67.45,95.37,4.47,0.01,0.06,0.02,0.08,52.35,8.06,17.86,9.49
860US35618,35618,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35643,35643,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US35673,35673,2331,824,1419,203,417,212,187,1164,217,99,76,155,17.16,6.63,76.54,92.5,7.27,0.02,0.09,0.02,0.1,34.84,7.84,10.04,NA
860US35650,35650,0,0,0,0,0,0,0,0,0,0,0,0,18.19,10.47,70.19,95.46,4.36,0.05,0.02,0,0.11,48.96,9.22,13.1,NA
860US35603,35603,13008,4604,7852,1060,2321,1221,1008,6310,1300,581,456,972,17.14,7.47,74.5,93.4,6.34,0.05,0.11,0.01,0.09,36.04,7.35,10.66,7.72
860US36804,36804,8916,3168,5314,803,1712,817,816,4424,812,312,278,569,18.32,6.38,77.83,75.37,24.1,0.26,0.11,0,0.17,42.34,7.07,14.21,9.05
860US36830,36830,18000,7722,13160,989,2070,2655,4633,11667,1174,557,453,1089,40.49,6.05,81.81,82.12,16.27,0.12,0.91,0.01,0.56,21.29,4.24,28.59,6.5
860US36849,36849,37,4,35,1,1,13,19,35,0,0,0,0,86.24,0.67,98.08,92.1,4.59,0.12,1.95,0.02,1.23,4.23,6.06,24.37,5.26
860US36832,36832,15293,5429,12260,670,1254,3295,5602,11430,678,337,288,637,58.18,4.16,87.32,75.45,22.91,0.09,0.98,0.02,0.55,30.91,5.92,38.67,7.39
860US36831,36831,1624,710,1211,94,181,224,493,1106,87,36,36,83,44.13,5.11,85.07,80.04,17.87,0.15,1.31,0,0.63,14,2.79,32.36,5.64
860US36865,36865,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US36866,36866,114,48,69,9,18,11,15,56,10,5,5,11,22.6,10.02,72.6,42.92,56.94,0.04,0,0,0.11,52.4,9.34,32.78,16.01
860US36874,36874,3692,1339,2229,271,676,373,304,1688,429,196,147,285,18.34,7.72,71.36,65.31,34.34,0.15,0.1,0.01,0.09,50.94,8.93,17.08,12.49
860US36877,36877,4024,1473,2495,260,706,414,326,1878,499,219,165,298,18.39,7.41,70.67,81,18.55,0.14,0.16,0.02,0.12,48.6,7.08,12.13,9.64
860US36870,36870,6133,2290,3811,415,1023,586,499,2872,727,326,264,507,17.7,8.27,70.27,89.17,10.41,0.12,0.17,0.02,0.12,47.66,7.05,12.04,7.64
860US36867,36867,16049,6420,9774,1084,2455,1404,1393,7088,1825,931,801,1864,17.42,11.62,66.22,82.95,16.68,0.1,0.19,0.01,0.08,51.39,8.48,18.86,7.62
860US35620,35620,5054,1770,2917,384,929,520,415,2330,488,215,211,496,18.51,9.82,72.09,93.37,6.47,0.05,0.06,0.02,0.04,55.93,9.53,17.86,7.09
860US35613,35613,8006,2809,4788,606,1423,805,689,3760,867,359,301,690,18.66,8.62,72.31,89.14,10.57,0.12,0.09,0,0.07,47.38,8.56,14.69,6.12
860US35773,35773,5114,1772,3014,368,929,522,438,2371,563,224,191,468,18.77,9.15,71.73,87.73,11.82,0.28,0.13,0.01,0.03,50.25,8.79,13.62,7.57
860US35739,35739,2414,852,1406,178,432,243,192,1116,245,108,94,242,18.02,10.02,71.49,96.33,3.4,0.13,0.12,0,0.02,54.98,11.12,15.19,7.25
860US35647,35647,840,314,477,61,148,81,65,364,86,42,35,104,17.4,12.36,68.22,98.08,1.82,0.03,0,0.07,0,56.76,9.45,24.38,9.25
860US35611,35611,19344,7034,11293,1443,3112,1833,1731,8587,2004,1002,823,2372,18.43,12.26,67.94,82.43,17.29,0.07,0.1,0.01,0.11,45.38,8.14,15.98,5.16
860US35749,35749,4129,1315,2518,299,737,505,453,2061,424,170,135,302,23.2,7.32,75.01,68,31.37,0.3,0.16,0,0.17,43.52,7.47,15.86,6.73
860US35757,35757,1851,577,1240,118,273,283,316,1070,169,64,47,110,32.39,5.96,78.9,54.77,44.51,0.13,0.17,0,0.42,38.03,6.6,22.69,7.52
