HEROP_ID,GEOID,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Age15_24P,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,BedCnt,PntInTm,YrlyBedCnt,UnempP,PovP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,Ndvi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,DrgRlDth,TotPcp,TotSp,PcpPer100k,SpPer100k,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US51530,51530,6399,5890,341,2878,2991,88.73,5.95,0.09,4.3,0.13,0.8,0.97,0.19,19.97,55.98,18.38,237,794,477,801,2551,465,384,395,397,1176,5193,4017,15.3,17.46,6.57,1.27,22.5,0,0,0,2.4,20.1,16684,19744,8,80,0.44,11.74,35.14,12.74,6.59,1979,66.17,22.21,11.78,2.02,27.42,33.28,447.02,6.44,NA,NA,NA,0,0.88,0.06,0,0.88,0.01,0,0.88,0.04,0.24,1,1,0,0,0,0,NA,0,0,NA,11.86,46.43,136.51,52.46,267.65,NA,50.37,205.63,NA,1,0,0,0,0,NA,0,0,NA,1,0,1,1,11.86,1,1,0,1,1,25.99,1,1,25.99,1,0,51.88,0,NA,1,1,15.63,15.63,25.5,12.4,13.5,15.2,16.3,16.4,10.7,13.7,0,0,1,NA,6650,6391,259,0.04,0,0,0,0.68,0.12,0.17,0.3,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.33,241.27,928.54,464.29,1533.58,295.08,0,527.34,5499.76,258.44,22.33,5.18,18.58,0.26,4.11,0.36,0,19.29,228.13,10.72
050US51540,51540,47042,44145,1753,20499,24605,70.42,18.75,0.31,7.15,0.05,3.32,5.38,0.16,22.4,68.43,10.71,2574,3806,3448,7089,25809,2545,2428,2853,1988,5039,39657,34618,9,9.06,4.44,3.97,43.19,231,227,159,4.1,24.6,30044,35026,3.98,16.46,0.52,21.11,7.93,17.2,9.52,9776,39.73,10.76,9.2,0.88,17.01,56.78,2000.95,10.24,10,0.98,0,0.37,0.55,0.31,0.45,0.58,0.12,0.31,0.65,0.12,0.15,12,12,12,11,12,10,0,12,12,5,1.73,4.71,12.45,9.77,24.84,70.26,4.08,11.12,30.32,1,1,0.92,1,0.83,0,1,1,0.42,12,3.41,1,12,4.87,1,12,1.61,1,12,2.26,1,12,2.66,1,12,9.77,1,39,69,166,146.68,352.88,153.8,11.1,11.6,12.8,14.2,14.2,11.5,13.9,1,0,0,1,43435,43475,0,0,0,0,0,0.36,0.01,0.84,0.87,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
050US51550,51550,237820,231596,27191,89882,110464,61.37,29.89,0.18,3.28,0.09,5.19,5.94,0.24,13.19,60.66,12.54,15066,32310,16092,15267,96874,15798,17382,16944,13617,29829,180053,150224,10.8,7.83,15.71,1.93,18.52,140,136,91,5.1,9,36472,33844,7.07,78.76,0.41,9.99,15.81,13,10.47,45844,41.5,8.05,6.29,2.28,24.91,28.67,265.52,338.51,11,0.03,0,0.38,0.44,0.43,0.29,0.55,0.08,0.32,0.58,0.05,0.16,41,41,41,13,39,6,NA,41,41,4,6.85,7.58,56.24,15.94,58.58,NA,10.63,12.07,87.97,1,1,0.32,0.95,0.15,NA,1,1,0.1,40,12.85,0.98,41,11.67,1,41,3.85,1,41,10.51,1,41,11.41,1,41,9.63,1,197,181,255,76.11,107.22,38,11.8,16.5,18.2,18.6,17.4,16.4,23.4,0.95,0.05,0,NA,222209,205261,16948,0.08,0,0,0,0.16,0.31,0.73,0.25,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.13,187.86,1105.71,15.11,1201.8,81.88,296.3,458.67,4459.51,343.51,1052,154,880,1,599,8.03,2,434,7205,555
050US51570,51570,17593,17416,1706,7752,7624,76.64,14.65,0.27,3.69,0.12,4.63,5.75,0.23,11.04,54.61,20.51,1228,2213,998,945,6166,1013,1247,1163,954,3609,13559,9950,15.6,9.15,12.63,4.09,13.76,0,0,0,9.1,13.5,30177,27579,6.86,41.2,0.42,9.44,16.05,11.18,16.15,3387,44.43,17.33,9,0,25.49,36.43,1030.93,7.52,NA,NA,NA,0.29,0.69,0.18,0.16,0.72,0.06,0.11,0.74,0.04,0.16,5,5,5,3,5,0,NA,5,4,0,2.1,5.93,17.14,18.61,67.99,NA,7.85,23.47,68.23,1,1,0.6,1,0,NA,1,0.8,0,5,7.85,1,5,11.64,1,5,0.49,1,5,4.7,1,5,4.7,1,5,13.52,1,14,27,45,153.47,255.78,73.1,16.5,18.4,21.6,25.6,26.3,23.8,23.7,1,0,0,NA,17411,17411,0,0,1,0,0,0.51,0.92,0.73,0.18,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445.56,1072.09,5844.1,237.11,13540.91,805.1,727.27,1567.22,22607.1,1199.91,369.02,60.08,298.4,1.15,238.32,5.37,0.4,121.35,2421.22,128.51
050US51580,51580,5582,5488,492,3006,2454,82.57,13.24,0,1.33,0.14,2.72,2.58,0.19,11.55,52.79,21.53,236,665,284,361,2046,244,423,341,425,1202,4510,3308,17.8,13.68,10.98,2.33,12.02,0,0,0,4.9,15.2,24750,24955,9.9,41.5,0.46,3.67,27.06,13.85,20.95,1517,61.82,19.09,19.86,4.46,24.69,26.48,549.68,5.47,NA,NA,NA,0.38,0.75,0.18,0.15,0.79,0.03,0.07,0.84,0.01,0.2,2,2,2,1,0,NA,NA,0,0,NA,2.54,6.75,18.91,80,NA,NA,54.04,280.84,NA,1,1,0.5,0,NA,NA,0,0,NA,2,12.64,1,2,18.3,1,2,2.54,1,2,2.54,1,2,2.38,1,0,80,0,10,1,2,17.91,35.83,117.6,17.1,18.6,20.9,26.6,22.3,20.2,29,0,0,1,NA,5961,5961,0,0,0,0,0,0.54,0.65,0.26,0.42,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.48,171.17,911.58,76.92,1619.61,946.67,727.27,349.26,7332.57,317.12,18.5,2.98,15.98,0.04,8.26,0.71,0.08,9.94,256.2,11.08
050US51590,51590,41512,39901,3143,22151,16636,45.27,49.25,0.06,1.09,0.07,4.26,4.12,0.22,12.25,53.53,20.06,2472,5189,2382,2703,14562,2337,2696,3020,2910,8326,32406,24080,19.1,17.95,9.71,3.43,13.44,12,10,12,9.2,21.9,21548,22200,14.51,59.93,0.48,9.34,22.26,20.06,11.63,9488,57.03,25.09,16.58,3.46,28.01,46.54,517.58,42.8,3,0.07,0,0.32,0.36,0.55,0.27,0.44,0.06,0.3,0.54,0.02,0.19,16,16,15,8,16,2,0,1,0,NA,4.22,11.79,32.13,11.98,63.6,183.29,35.87,160.27,NA,1,0.94,0.5,1,0.12,0,0.06,0,NA,16,5.05,1,16,5.89,1,16,3.11,1,16,4.89,1,16,6.75,1,15,24.73,0.94,69,44,84,105.99,202.35,67.8,16.5,14.9,16.8,17.8,19.8,22.2,30.4,0,0.94,0.06,NA,43055,41111,1944,0.05,0,0,0,0.89,0.96,0.74,0.88,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518.22,526.67,2687.45,244.95,1830.31,1059.85,1029.85,1364.04,15126.58,465.01,382,70,319,0.97,247,11.51,0.69,138,3806,117
050US51595,51595,5381,5141,207,2401,1939,25.72,69.67,0.06,0.28,0,4.27,5.5,0.26,10.91,58.06,16.34,243,920,332,255,1961,291,369,392,326,879,3970,3091,13.8,22.42,5.21,1.95,3.21,0,0,0,23.3,29,19905,18694,11.55,36,0.48,5.93,24.76,15.27,18.82,1229,63.38,27.8,11.75,3.5,23.19,58.52,347.78,6.9,2,0.29,0,0.47,0.19,0.74,0.42,0.2,0.06,0.17,0.39,0.01,0.2,2,2,0,NA,2,0,NA,0,NA,NA,17.82,63.92,NA,29.24,129.92,NA,42.83,NA,NA,1,0,NA,1,0,NA,0,NA,NA,2,1.96,1,2,2,1,2,2,1,2,2,1,2,9.64,1,2,29.24,1,NA,7,12,130.09,223.01,123.9,14.8,16.2,18.2,19.4,19.7,11.8,18.2,0,0,1,NA,5927,5553,374,0.06,0,1,0,0.98,0.86,0.63,0.87,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084.7,286.6,1875.83,850,1279.78,461.22,3285.71,565.37,10002.44,456.12,35.6,5.09,28.25,0.34,27.4,1.13,0.23,4.8,328.28,14.97
050US51600,51600,23865,23241,1440,8906,12717,68.98,4.61,0.19,17.01,0,9.22,16.92,0.23,12.25,59.09,14.4,1897,2719,1336,1588,9485,1591,1646,1729,1362,3436,18439,15003,7.2,7.02,7.84,3.26,34.93,53,49,4,4,8.7,46626,47047,6.14,55.6,0.41,12.05,10.08,9.59,8.49,3539,27.83,2.69,3.96,0,23.72,29.08,1427.14,6.24,5,0.8,0,0.24,0.54,0.05,0.15,0.55,0.18,0.15,0.55,0.18,0.15,5,5,0,5,5,0,0,5,5,5,0.84,37.3,5.69,13.7,39.3,105.58,2.89,6.79,17.05,1,0,1,1,0,0,1,1,1,5,13.41,1,5,12.33,1,5,0.81,1,5,3.49,1,5,11.35,1,5,13.7,1,25,27,38,113.14,159.23,58.2,9.1,11.3,12.6,13.4,12,19.4,22.5,1,0,0,NA,22565,22565,0,0,1,0,0,0.06,0.02,0.92,0.69,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
050US51610,51610,14067,14022,980,5901,7717,80.16,4.76,0.16,10.1,0,4.81,10.67,0.26,11.66,58.58,12.12,827,2149,908,732,5264,1017,1131,973,1001,1705,10464,8759,5.9,1.23,9.4,2.98,17.71,118,104,106,3.9,2.7,65351,69775,4.5,29.67,0.45,9.07,5.53,7.58,5.48,1312,17,3.46,10.83,0.25,22.66,38.37,2883.55,2.05,4,1.95,0,0.26,0.69,0.06,0.27,0.69,0.13,0.11,0.72,0.11,0.13,3,3,0,2,3,1,0,3,3,1,1.64,37.3,10.11,11.83,31.63,88.68,5.19,12.96,36.56,1,0,0.67,1,0.33,0,1,1,0.33,3,10.95,1,3,7.44,1,3,0,1,3,4.17,1,3,8.24,1,3,11.83,1,23,67,79,476.29,561.6,21.8,8.3,9.1,10.2,12.5,11.5,9.3,11.7,1,0,0,NA,12332,12332,0,0,1,0,0,0.01,0.11,0.66,0.35,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.22,81.14,514.46,30.85,3630.34,309.04,0,149.83,3149.51,70.26,26.2,3.91,23.83,0.31,16.99,3.18,0,10.35,297.66,6.64
050US51620,51620,8211,8081,781,3852,3402,37.13,58.86,0,0.33,0,3.68,1.1,0.24,9.9,55.27,18.78,491,1254,365,448,2793,394,550,388,799,1542,6227,4685,13.9,17.19,12.54,3.66,7.88,0,0,0,15,16.2,26440,25229,13.8,69.5,0.46,10.64,19.9,18.31,12.26,2038,59.91,22.8,8.46,0.91,22.44,50.23,462.66,8.33,NA,NA,NA,0.45,0.29,0.67,0.03,0.47,0.01,0.12,0.54,0.01,0.2,2,2,0,1,2,0,0,2,2,1,3.03,37.3,23.76,16.1,57.02,166.85,2.98,9.31,23.76,1,0,0.5,1,0,0,1,1,0.5,2,3.03,1,2,3.03,1,2,3.03,1,2,2.98,1,2,3.03,1,2,16.1,1,NA,17,19,207.04,231.4,57,13.3,14.5,16.2,18.4,17.9,14.4,19.5,0,0,1,NA,8582,8303,279,0.03,0,0,0,0.78,0.91,0.52,0.29,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.5,150.77,1526.91,320.75,895.36,351.56,260.87,607.87,4814.46,514.89,39.57,4.11,33.76,0.17,26.44,0.45,0.06,10.82,237.69,25.42
050US51630,51630,28469,25854,2021,11589,15332,62.64,22.15,0.2,2.34,0.16,12.51,10.76,0.21,22.04,69.19,10.62,2046,3080,2453,3822,14573,1443,1592,1459,1253,3023,22517,19494,12.1,10.26,9.03,3.24,24.08,322,286,322,5.4,14.1,32662,34722,9.76,58,0.46,12.41,9.48,10.38,11.84,5864,38.25,10.1,8.69,0.13,11.28,63.82,1108.93,10.45,5,0.48,0,0.23,0.56,0.23,0.24,0.56,0.12,0.16,0.59,0.03,0.15,6,6,6,4,6,2,0,6,5,1,3.23,11.39,27.92,10.6,34.81,97.75,4.5,17.74,47.11,1,1,0.67,1,0.33,0,1,0.83,0.17,6,4.79,1,6,5.21,1,6,1.1,1,6,3.23,1,6,4.5,1,6,10.59,1,28,70,192,245.88,674.42,220.4,15.8,18.5,19.9,21.1,23.9,20,39.1,1,0,0,NA,24286,24003,283,0.01,1,0,0,0.32,0.11,0.89,0.91,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.2,233.06,1148.59,12.24,1082.51,316.74,125,584.56,5227.41,473.24,128.38,25.62,106.98,0.09,51.69,6.11,0.09,74.8,1061.53,96.1
050US51640,51640,6638,6255,485,3367,2788,87.66,9.2,0,0.29,0,2.85,16.56,0.21,7.52,49.8,22.67,257,952,328,171,2097,513,382,405,527,1505,5225,3720,24.3,28.6,9.28,2.52,6.05,19,19,19,6.4,25.5,19641,21722,8.9,73,0.5,4.59,24.96,16.68,12.52,1784,63.99,24.6,18.56,7.54,26.92,34.39,408.8,8.24,NA,NA,NA,0.31,0.74,0.1,0.04,0.76,0.17,0.32,0.77,0,0.22,2,2,2,2,2,2,2,2,2,2,2.04,4.13,11.43,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,30.99,0,2,2.04,1,2,0,1,2,2.02,1,2,0,1,2,0,1,14,22,24,331.43,361.55,96.7,21.2,23.8,27.1,27.5,29.2,18.1,24.4,0,0,1,NA,7042,6076,966,0.14,0,0,0,0.9,0.99,0.83,0.92,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.57,315.36,1521.72,97.56,1617.86,37.54,0,1003.25,8515.8,274.32,30.85,6.55,29.08,0.04,4.53,0.22,0,30.85,339.61,10.94
050US51650,51650,135583,131022,18734,60124,61974,41.43,50.18,0.53,2.57,0.15,5.13,5.6,0.21,15.5,59.81,14.54,8306,15851,8907,12114,56934,7484,9248,10028,8013,19719,106719,87000,15.1,8.82,18.39,3.01,23.39,1083,986,983,7.2,15.8,28890,28384,9.02,74.59,0.43,9.75,19.25,12.86,9.55,29842,48.15,12.82,10.68,1.22,26.03,43.82,1169.59,51.41,4,0.08,0,0.38,0.31,0.58,0.27,0.41,0.08,0.44,0.39,0.05,0.13,34,34,34,34,34,9,NA,34,34,5,6.28,0,0,14.06,43.34,NA,7.4,0.63,52.13,1,1,1,1,0.26,NA,1,1,0.15,34,9.06,1,33,7.18,1,34,2.81,1,34,5.84,1,34,6.94,1,34,14.06,1,123,108,188,79.66,138.66,27.2,11.1,14.7,19,15.4,18.1,28,29.5,0.97,0,0.03,1,137467,137094,342,0,0,0,0,0.49,0.39,0.8,0.81,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.79,79.45,648.23,111.65,486.82,37.6,502.25,258.19,6218.78,248.09,339,37,286,2.98,227,2,2.23,92,5640,225
050US51660,51660,53391,45984,1421,18186,25898,81.06,7.41,0.03,3.97,0,7.53,19.34,0.16,35.61,74.84,8.8,2830,4720,8992,10018,32410,2516,2102,2193,1920,4700,44590,39890,8.9,15.9,3.19,5.25,51.42,198,157,142,4.5,28.2,17505,21793,3.42,25.33,0.48,18.18,19.39,9.68,9.7,13056,50.41,12.4,7.8,1.46,12.75,61.84,1048.84,17.34,5,0.29,0,0.19,0.63,0.08,0.34,0.6,0.26,0.18,0.69,0.05,0.15,11,11,11,7,11,11,4,0,0,NA,3.99,8.51,23.27,5.43,14.22,39.62,36.41,163.53,NA,1,1,0.64,1,1,0.36,0,0,NA,11,5.95,1,11,13.59,1,11,0.7,1,11,4.32,1,11,3.35,1,11,5.43,1,44,69,147,129.24,275.33,77.9,10.6,11.4,12.9,15,13.9,11.8,13.5,1,0,0,NA,48914,48914,0,0,0,0,0,0.75,0.04,0.89,0.98,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
050US51670,51670,22408,22180,1981,10275,9384,50.96,42.26,0.11,1.44,0,5.24,7.61,0.26,12.09,59.65,15.55,1672,3206,1398,1312,8489,1344,1521,1461,1230,3485,16659,13174,19.7,18.46,11.99,3.63,16.88,26,21,0,8.3,21,24901,22038,9.56,53,0.45,6.26,20.74,10.68,13.58,4954,52.79,21.36,10.53,0.7,23.89,50.27,992.3,10.35,NA,NA,NA,0.24,0.42,0.46,0.24,0.45,0.08,0.38,0.5,0.03,0.14,7,7,7,3,7,0,NA,7,7,3,4.43,9.97,28.27,22.9,84.04,NA,4.43,10.19,28.85,1,1,0.43,1,0,NA,1,1,0.43,7,13.77,1,7,4.43,1,7,5.89,1,7,13.77,1,7,4.43,1,7,20.55,1,18,19,28,84.79,124.96,49.2,14.2,15.8,21.2,23.7,25.7,31.8,48.3,0.86,0,0.14,NA,22591,22591,0,0,1,0,0,0.88,0.97,0.86,0.65,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445.56,1055.73,5945.14,727.27,5136.72,645.93,828.12,2411.79,22607.13,1199.91,485.17,78.99,392.32,1.52,313.34,7.06,0.53,159.54,3183.31,168.96
050US51678,51678,7110,3820,242,2312,2251,86.72,6.41,0,3.71,0,3.15,5.09,0.09,55.12,70.96,15.67,154,276,1880,2039,4615,260,183,270,238,1114,6483,5369,13.8,10.03,3.79,2.35,23.39,0,0,0,4.2,21.6,7506,17762,5.4,40,0.51,31.32,8.31,9.51,7.42,895,39.76,23.49,14.19,0.65,26.94,47.08,925.09,2.5,1,0.4,0,0,0.82,0.06,0,0.82,0.05,0,0.82,0.04,0.19,1,1,1,1,0,NA,NA,0,0,NA,0,0,0,47.84,NA,NA,47.25,244.66,NA,1,1,1,0,NA,NA,0,0,NA,1,11.28,1,1,0,1,1,0,1,1,23.66,1,1,23.66,1,0,47.25,0,NA,18,22,253.16,309.42,113.6,13.6,14.9,16.8,17.9,18,9.6,11.5,0,0,1,NA,7042,7042,0,0,0,0,0,0.64,0.02,0.25,0.67,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.4,313.98,743.49,145.92,1112.03,228.16,0,562.4,5499.82,258.49,29.16,6.76,24.26,0.34,5.36,0.47,0,25.19,297.87,14
050US51680,51680,80131,69450,4705,32364,36191,64.99,28.52,0.26,2.72,0.03,3.49,3.99,0.19,28.11,66.69,14.04,4891,8246,8645,13877,40303,3522,3998,3815,4104,11252,64614,53362,12.9,11.07,7.29,2.59,32.19,237,174,237,6.2,21.8,19132,22972,7.24,30.85,0.47,19.68,14.51,16.19,11.11,16896,46.69,16.72,13.27,0.77,20.77,50.29,660.84,48.97,6,0.12,0,0.44,0.47,0.46,0.25,0.63,0.05,0.31,0.69,0.05,0.19,19,19,19,7,19,8,1,19,15,6,5.64,14.1,38.05,10.79,34.29,95.53,7.9,20.04,55.91,1,1,0.37,1,0.42,0.05,1,0.79,0.32,19,6.36,1,19,8.97,1,19,3.29,1,19,4.12,1,19,4.69,1,19,10.79,1,70,99,221,123.55,275.8,104.5,9,9.9,11.4,12.5,13.1,16.5,17.7,1,0,0,NA,75568,73534,2034,0.03,0,0,0,0.71,0.13,0.77,0.89,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.86,197.77,1119.45,29.51,1062.86,140.25,696.43,513.79,6027.24,372.43,344.74,58.78,298.01,0.59,166.05,3.53,1.17,185.15,3395.93,209.84
050US51683,51683,41457,41385,2584,13583,22051,66.3,13.89,0.68,5.46,0.2,13.47,35.85,0.27,13.12,66.09,9.16,3498,6022,2597,2842,17877,2830,2671,2597,2166,3796,30293,26497,6.6,17.14,8.56,3.02,26.78,120,73,92,5.7,8.6,35773,31638,16.38,388,0.4,7.82,20.09,8.8,10.94,10156,46.06,8.67,6.14,1.02,18.77,34.89,1379.02,9.85,4,0.41,0,0.21,0.4,0.14,0.34,0.37,0.41,0.08,0.44,0.06,0.13,7,7,7,3,7,7,2,7,0,0,4.92,10.91,30.05,6.9,14.23,39.84,15.83,48.28,135.74,1,1,0.43,1,1,0.29,1,0,0,7,4.92,1,7,6.54,1,7,1.24,1,7,6.54,1,7,3.95,1,7,6.9,1,48,62,121,149.55,291.87,73.4,12.7,12.3,14.7,16.7,16.8,23.1,25,1,0,0,NA,37821,37821,0,0,1,0,0,0.38,0.21,0.97,0.28,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.93,65.63,476.58,20.12,816.84,174.06,142.86,208.57,2768.06,156.96,76.11,9.07,67.04,0.39,33.76,17.19,0.09,24.77,771.9,43.77
050US51685,51685,16423,16423,876,4884,8645,63.63,15.22,0.29,10.83,0.02,10,38.72,0.26,12.99,67.84,8.13,935,2538,1200,934,7668,1484,1000,931,532,1335,12229,10894,9.8,19.83,7.18,5.27,30.66,0,0,0,6.3,9.7,37135,31420,10.95,234.5,0.35,5.39,16.76,11.49,11.41,4040,46.73,5.84,3.64,0,15.5,34.17,1934.56,2.52,1,0.4,0,0.17,0.35,0.15,0.17,0.34,0.42,0.28,0.35,0.15,0.14,2,2,2,0,2,2,0,2,0,0,8.92,22.45,56.98,8.92,22.45,56.98,14.94,44.1,117.81,1,1,0,1,1,0,1,0,0,2,9.4,1,2,12.2,1,2,5.69,1,2,12.2,1,2,8.54,1,2,8.92,1,NA,0,1,0,6.09,-9,9.7,11.1,11.8,13.7,13.8,9.8,11.7,1,0,0,NA,14273,14273,0,0,1,0,0,0.46,0.35,0.98,0.26,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.91,67.75,462.42,11.75,847.54,157.27,111.11,259.43,2768.07,156.94,32.97,3.93,29.04,0.17,14.62,7.45,0.04,10.73,334.41,18.96
