HEROP_ID,GEOID,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,ChildrenP,PovP,UnempP,VacantP
050US31099,31099,6629,2756,3683,506,989,431,309,2678,369,304,310,316,1157,11.16,62.95,17.45,99.25,0,1.72,0.05,0.06,0,0.65,19.72,26.99,10.45,2.08,8.45
050US31101,31101,8584,4938,4747,603,1405,575,299,3229,493,458,490,456,1450,10.18,61.01,16.89,97.89,0.12,3.91,0.57,0.17,0,1.25,18.51,27.81,9.96,3.08,30.54
050US31103,31103,1029,584,543,50,167,65,31,371,53,55,61,55,217,9.33,57.14,21.09,99.9,0,0.1,0.1,0,0,0,23.19,26.14,25.66,0,28.25
050US31105,31105,4108,1967,2234,283,642,233,130,1483,245,222,201,251,781,8.84,58.62,19.01,99.17,0.05,3.55,0.22,0.15,0,0.41,26.19,26.61,11.54,3.88,16.12
050US31107,31107,9534,4799,4757,607,1481,577,302,3179,445,471,494,582,2275,9.22,55.24,23.86,94.72,0,0.09,5.06,0.18,0,0.04,28.87,26.24,19.99,4.91,20.46
050US31109,31109,213641,86734,139365,15194,28504,16930,23808,112441,10553,8293,7803,7625,23228,19.07,73.08,10.87,94.86,2.18,1.84,0.56,1.54,0.04,0.82,11.95,23.89,10.51,3.44,4.58
050US31111,31111,32508,14210,18172,2360,5501,2402,1573,13432,1719,1531,1454,1555,4956,12.23,65.5,15.25,96.45,0.29,4.99,0.37,0.34,0.01,2.53,18.64,28.85,12.06,3.68,10.8
050US31113,31113,878,387,451,71,181,59,24,330,35,33,59,35,134,9.45,66.29,15.26,99.43,0.34,0.34,0,0,0,0.23,17.1,33.37,13.44,2.49,17.31
050US31115,31115,683,399,367,49,111,37,16,238,48,37,31,41,128,7.76,58.27,18.74,99.85,0,0.15,0,0.15,0,0,21.66,27.53,16.44,0,30.83
050US31117,31117,546,257,278,40,90,34,15,194,25,29,31,29,108,8.97,59.34,19.78,99.82,0.18,0,0,0,0,0,22.01,29.3,33.15,0,17.51
050US31119,31119,32655,13069,18528,2667,5368,2242,2086,14429,1493,1271,1255,1356,4816,13.25,68.79,14.75,97.18,0.73,1.74,0.73,0.29,0.01,1.06,21.73,28.51,10.1,3.06,6.01
050US31121,31121,8042,3533,4375,576,1274,561,361,3081,469,412,411,389,1430,11.46,61.32,17.78,99.43,0.04,0.88,0.16,0.21,0.05,0.11,23.02,27.82,11.27,2.63,13.36
050US31123,31123,5423,2530,2883,401,857,361,190,1996,291,295,273,290,1020,10.16,60,18.81,95.92,0.02,8,0.61,0.09,0.04,3.32,25.94,28.03,14.82,4.44,17.67
050US31125,31125,4275,1807,2207,335,709,252,156,1550,170,204,229,239,839,9.54,60.68,19.63,99.42,0.02,0.89,0.12,0.19,0,0.26,29.01,28.75,12.51,3.09,12.29
050US31127,31127,7980,3432,4536,511,1141,646,635,3388,379,362,311,396,1492,16.05,63.16,18.7,98.7,0.9,0.25,0.16,0.18,0,0.06,22.76,24.46,12.7,2.59,10.29
050US31129,31129,5786,2699,2931,343,913,331,159,1937,299,275,329,333,1357,8.47,55.18,23.45,99.79,0.02,0.29,0.14,0,0,0.05,25.76,25.89,16.21,2.95,12.6
050US31131,31131,14252,6137,7572,951,2170,932,567,5285,798,637,691,767,2953,10.52,58.98,20.72,99.2,0.18,0.74,0.22,0.18,0,0.23,22.61,26.15,11.56,3.8,7.82
050US31133,31133,3317,1674,1599,213,439,168,130,1041,151,146,174,203,950,8.98,51.04,28.64,99.61,0.09,0.51,0.03,0.12,0,0.15,24.97,23.15,15.9,3.56,15.89
050US31135,31135,3367,1537,1675,226,608,226,104,1188,180,168,155,152,690,9.8,60.05,20.49,98.6,0,1.57,0.24,0.24,0,0.92,21.05,29.76,14.62,1.84,16.53
050US31137,31137,9715,4084,5328,705,1532,623,441,3845,495,470,463,474,1731,10.95,62.6,17.82,99.36,0.05,0.94,0.15,0.15,0.01,0.27,15.03,27.34,8.78,2.9,7.71
050US31139,31139,7827,3177,4036,619,1373,458,328,2840,410,343,342,398,1502,10.04,61.74,19.19,99.43,0,0.18,0.32,0.11,0,0.14,26.24,29.24,10.64,2.27,7.81
050US31141,31141,29820,11716,16604,2579,5346,2044,1633,12644,1461,1299,1288,1244,3959,12.33,68.98,13.28,99,0.18,0.86,0.2,0.25,0,0.36,20.54,31.04,8.77,2.23,6.5
050US31143,31143,5675,2742,2857,344,909,360,182,1985,285,264,285,299,1304,9.55,57.06,22.98,99.24,0.02,0.53,0.23,0.14,0.05,0.32,18.98,26.68,8.27,2.29,18.93
050US31145,31145,11705,5279,6521,838,1862,872,582,4704,533,561,578,623,2006,12.42,63.26,17.14,98.83,0.11,1.79,0.24,0.16,0.05,0.61,17.79,27.15,12.88,4.84,10.53
050US31147,31147,9937,4704,5101,695,1371,603,415,3514,522,476,432,564,2363,10.24,56.15,23.78,98,0.05,0.44,1.77,0.11,0,0.07,26.68,24.89,12.95,5.16,12.41
050US31149,31149,2019,1001,1069,144,336,149,59,767,108,83,103,111,367,10.3,61.76,18.18,99.9,0,0.3,0.05,0,0,0.05,20.58,28.88,15.39,1.12,20.28
050US31151,31151,12715,5299,6936,827,1840,1030,842,5174,605,514,557,582,2616,14.72,61.67,20.57,98.6,0.13,0.58,0.19,0.87,0.01,0.21,24.03,24.88,10.88,3.15,8.87
050US31153,31153,102583,35994,64621,9550,18612,7833,7699,53717,5471,4366,3542,2433,4892,15.14,79.82,4.77,91.35,5.2,3.3,0.39,1.79,0.13,1.14,9.05,32.24,4.49,3.78,5.65
050US31155,31155,18285,7594,10147,1365,3038,1188,811,7279,990,846,951,897,2919,10.93,63.89,15.96,99.3,0.08,0.57,0.25,0.15,0.01,0.21,20.94,28.54,9.61,2.67,10.34
050US31157,31157,36025,15514,20147,2540,5859,2664,1798,14797,1849,1604,1690,1871,5815,12.39,64.39,16.14,91.11,0.19,14.54,1.84,0.49,0.01,6.36,25.67,27.93,15.48,5.14,9.4
050US31159,31159,15450,5908,8885,1069,2445,1385,1210,6725,764,664,650,677,2456,16.8,66.27,15.9,99.25,0.13,0.52,0.2,0.23,0,0.19,19.45,26.6,9.2,2.78,8.06
050US31161,31161,6750,3211,3467,405,1158,449,267,2431,321,305,352,377,1401,10.61,59.17,20.76,91.85,0.04,1.01,7.76,0.24,0,0.1,25.55,27.88,18.09,3.67,18.47
050US31163,31163,3718,1874,1876,242,602,285,151,1302,186,184,204,206,792,11.73,57.72,21.3,99.52,0,0.22,0.08,0.27,0,0.13,27.81,28.24,19.27,2.95,23.64
050US31165,31165,1549,869,891,100,243,97,47,566,89,111,107,82,251,9.3,58.68,16.2,97.48,0,2.84,0.06,0.13,0,2.32,22.88,26.28,16.44,3.21,29.57
050US31167,31167,6244,2355,3419,572,1172,454,278,2583,338,286,270,260,763,11.72,69.3,12.22,98.77,0.37,0.37,0.59,0.08,0,0.19,20.57,33.02,13.46,3.1,7.98
050US31169,31169,6635,3017,3270,382,973,395,233,2217,317,327,326,365,1728,9.46,53.84,26.04,99.4,0.06,0.89,0.27,0.03,0.08,0.17,27.29,24.67,13.77,2.58,11.53
050US31171,31171,851,404,456,52,164,68,27,328,58,33,40,50,126,11.16,63.92,14.81,99.53,0,1.29,0.47,0,0,0,21.18,31.61,20.8,4.83,21.78
050US31173,31173,6936,2548,3555,756,1387,467,401,2594,320,290,307,333,949,12.51,68.3,13.68,55.67,0.12,0.89,43.92,0.09,0.01,0.2,29.36,35.06,30.94,11.39,10.2
050US31175,31175,5169,2469,2636,322,788,324,198,1811,251,259,251,294,1193,10.1,56.51,23.08,99.19,0.12,0.33,0.21,0.17,0.02,0.29,24.29,25.92,13.37,2.72,13.28
050US31177,31177,16607,6378,9801,1063,2729,1295,932,7224,966,852,767,754,2252,13.41,66.33,13.56,98.77,0.51,0.63,0.23,0.18,0.02,0.28,17.3,27.42,5.65,3.34,5.66
050US31179,31179,9364,3517,5793,642,1273,1123,1200,4608,394,349,387,397,1314,24.81,69.66,14.03,98.86,0.43,0.23,0.3,0.36,0,0.05,19.62,24.1,15.22,2.69,8.1
050US31181,31181,4279,2048,2120,263,577,252,115,1357,222,214,240,261,1145,8.58,51.34,26.76,99.46,0.02,0.26,0.14,0.28,0.02,0.07,26,23.7,16.06,2.7,14.31
050US31183,31183,948,561,498,89,177,58,30,349,37,57,49,50,140,9.28,64.87,14.77,99.68,0,0,0,0.32,0,0,21.04,32.7,14.24,0.47,37.61
050US31185,31185,14428,5861,8013,1143,2222,1053,745,5906,699,695,656,655,2452,12.46,64.26,16.99,98.53,0.62,0.78,0.33,0.3,0,0.21,18.24,27.47,6.61,3.02,6.72
050US32001,32001,17938,7290,10586,1500,2831,1193,1140,7915,986,821,781,807,2297,13.01,68.27,12.81,89.35,1.13,5.62,4.99,2.41,0.19,1.93,20.5,28.18,11,7.54,8.56
050US32003,32003,741459,317188,481972,56988,98408,45698,56395,356635,45637,38440,34195,33478,77678,13.77,69.06,10.48,81.28,9.54,11.18,0.87,3.28,0.24,4.8,22.65,24.52,10.53,6.7,9.51
050US32005,32005,27637,14121,17213,2053,4059,1468,1212,12290,1863,1374,1282,1364,3352,9.7,66.58,12.13,94.55,0.31,5.98,2.06,1.21,0.1,1.77,12.72,25.59,6.77,4.78,25.14
050US32007,32007,33530,13461,20678,3229,6006,2471,2316,16702,2019,1534,1129,869,2042,14.28,77.35,6.09,86.4,0.79,12.94,6.35,0.73,0.1,5.63,21.46,32.24,9.41,5.64,12.51
050US32009,32009,1344,966,873,85,182,89,74,613,95,83,76,62,148,12.13,65.48,11.01,87.13,0.52,9.3,5.51,0.45,0.15,6.25,28.51,24.03,15.55,8.56,39.13
050US32011,32011,1547,817,994,136,237,79,92,694,100,102,80,70,128,11.05,68.97,8.27,93.21,0.32,8.92,2.65,0.65,0.06,3.1,24.83,27.47,10.28,3.69,24.48
050US32013,32013,12844,5044,8015,1099,2248,856,905,6279,746,588,538,412,934,13.71,74.95,7.27,83.78,0.63,18.18,5.56,0.45,0.04,9.54,24.45,30.33,10.3,6.53,10.03
050US32015,32015,6266,2586,3754,616,1205,467,442,3045,389,284,209,147,371,14.51,77.66,5.92,90.38,0.14,12.59,4.71,0.24,0.02,4.52,26.83,34.17,10.72,7.1,14.46
050US32017,32017,3775,1800,1894,304,671,375,142,1433,200,199,199,170,599,13.7,63.79,15.87,94.17,2.15,4.13,1.54,0.42,0,1.72,22.43,33.96,14.36,4.59,26.39
050US32019,32019,20001,8722,11520,1589,3073,1183,853,7842,1188,1132,996,1162,3019,10.18,62.52,15.09,91.93,0.33,7.55,3.11,0.49,0.3,3.83,24.8,27.31,12.09,5.17,11.95
050US32021,32021,6475,2994,3754,568,980,489,339,2700,331,342,329,379,846,12.79,65.61,13.07,79.41,5.42,8.43,11.55,1.02,0.06,2.53,26.92,28.96,12.75,8.15,15.53
050US32023,32023,17781,8073,11190,1290,2469,999,853,7308,1218,1158,1116,1043,2179,10.42,62.24,12.25,92.19,1.64,6.96,2.81,0.66,0.21,2.49,24.86,24.81,10.54,5.35,17.45
050US32027,32027,4336,1908,2512,430,736,261,270,1816,256,214,197,183,504,12.25,68.77,11.62,86.79,0.3,15.27,4.7,0.55,0.02,7.63,26.85,30.44,13.05,7.94,15.41
050US32029,32029,2526,1085,1677,166,351,105,117,1101,227,164,123,131,263,8.79,64.05,10.41,94.62,0.32,3.8,2.02,1.11,0.04,1.9,15.56,23.2,9.52,6.11,7.28
050US32031,32031,254667,112193,169648,18730,31753,15500,19759,127722,15845,12805,11096,10576,26140,13.85,69.98,10.26,88.39,2.23,9.02,1.93,3.51,0.35,3.59,17.52,23.12,9.38,5.09,8.82
050US32033,32033,9264,3982,5609,707,1482,572,528,4070,549,484,465,417,1090,11.87,67.56,11.77,91.26,2.03,9.2,3.17,0.31,0.06,3.16,26.88,27.69,10.86,7.45,17.23
050US32510,32510,40443,16628,25365,2727,4879,2355,2509,18233,2579,2048,1870,2066,6041,12.03,63.89,14.94,90.73,1.73,7.69,2.73,1.29,0.12,3.4,17.28,22.35,8.01,5.06,4.41
050US33001,33001,49216,30306,29865,3468,7178,3103,2747,22151,2907,2264,2101,2404,6743,11.89,66.64,13.7,99.13,0.14,0.5,0.22,0.43,0.01,0.08,19.62,25.62,6.5,6.94,37.84
050US33003,33003,35410,32146,21233,2426,4826,1921,1680,15199,2062,1587,1702,1909,5699,10.17,63.4,16.09,99.27,0.19,0.37,0.17,0.3,0,0.08,16.46,23.94,8.99,6.83,55.66
050US33005,33005,70121,30350,43867,4944,9555,5534,5931,33323,3981,3146,2876,3108,9188,16.35,68.2,13.1,98.98,0.3,0.48,0.21,0.41,0.02,0.09,19.22,24.34,7.05,5.45,14.81
050US33007,33007,34828,18712,20509,2244,4810,2385,1983,14760,1894,1705,1802,1861,5752,12.54,62.63,16.52,99.24,0.11,0.43,0.18,0.37,0,0.1,30.03,24.6,10.12,8.56,26.26
050US33009,33009,74929,42206,48458,4928,9671,6425,7998,37808,4054,3061,3047,3074,9286,19.25,69.94,12.39,97.95,0.54,0.8,0.25,1.09,0.02,0.15,18.65,22.94,9.62,6.54,34.74
050US33011,33011,336073,135622,215446,27151,46023,22537,24800,169200,19448,14533,12897,12392,34429,14.09,72.12,10.24,97.25,0.89,1.69,0.18,1.11,0.02,0.54,17.81,25.65,5.85,6.06,8.15
050US33013,33013,120005,50870,75067,8957,16885,7793,7889,57994,6924,5028,4913,4727,14577,13.07,69.86,12.15,98.81,0.38,0.65,0.19,0.48,0.02,0.13,16.82,25.3,5.54,5.87,12.34
050US33015,33015,245845,101773,159274,19937,34674,15231,16356,124746,15041,11058,9490,8299,22600,12.85,72.96,9.19,97.71,0.95,0.97,0.16,0.9,0.02,0.27,13.79,26.02,4.4,6,12.43
050US33017,33017,104233,42387,68706,7671,13333,8976,11307,54629,5328,4192,4135,3866,11079,19.46,72.56,10.63,98.15,0.55,0.8,0.2,0.86,0.04,0.19,20.22,23.46,8.19,6.59,10.95
050US33019,33019,38592,19532,23043,2839,5411,2559,2271,17071,2269,1733,1740,1853,5676,12.52,65.61,14.71,99.04,0.17,0.43,0.33,0.37,0.01,0.09,25.02,25.58,9.77,6.76,23.85
050US34001,34001,224327,106877,140297,16045,27213,14800,16808,105905,11842,10207,9780,10741,32594,14.09,66.49,14.53,76.71,17.41,7.18,0.25,2.11,0.02,3.49,27.12,22.93,9.37,5.53,20.35
050US34003,34003,825380,324817,530653,48940,90716,47475,55171,368003,53952,45735,44987,46688,126359,12.44,61.51,15.31,86.98,4.85,6.03,0.13,6.62,0.01,1.41,18.41,20.4,3.91,4.43,4.91
050US34005,34005,395066,143236,254642,28361,54132,28271,29827,191889,24078,18869,18094,17455,42188,14.71,69.45,10.68,82.2,14.31,3.24,0.24,1.99,0.06,1.2,18.09,24.87,4.23,4.35,4.67
050US34007,34007,502812,190145,308559,39652,72997,33837,35679,234982,28359,22186,21396,22048,61190,13.83,69.14,12.17,76.64,16.24,7.16,0.21,2.29,0.01,4.61,24.53,26.46,10.26,5.86,5.99
050US34009,34009,95089,85537,54896,6377,11556,5427,5841,38820,4853,4205,4544,5603,19131,11.85,59.68,20.12,92.65,5.61,1.95,0.22,0.61,0.03,0.88,25.97,22.15,8.31,7.55,55.74
050US34011,34011,138053,50294,83447,10125,19831,10140,9899,62959,7767,6415,6030,6269,18657,14.52,67.3,13.51,73.5,16.89,13.29,0.95,0.8,0.02,7.84,36.6,26.04,13,7.43,6.31
050US34013,34013,778206,298710,491248,54671,102094,54799,62172,370647,44694,37965,35106,34708,98321,15.03,67.77,12.63,51.15,40.64,12.56,0.21,2.7,0.02,5.28,29.94,24.24,14.3,8.84,6.68
050US34015,34015,230094,82459,143790,17474,34720,16271,16772,110507,13243,10168,9585,9637,24762,14.36,70.71,10.76,89.32,8.66,1.8,0.19,1.23,0.02,0.57,22.52,26.75,6.17,4.98,4.38
050US34017,34017,553099,229682,360215,36844,65108,35607,46249,274273,29503,26633,24868,25469,70401,14.8,68.02,12.73,68.81,14.42,33.17,0.26,6.61,0.04,9.85,35.94,22.14,14.84,8.81,9.12
050US34019,34019,107776,39987,71634,7610,14222,6577,6733,52273,8584,5789,4776,4321,10201,12.35,68.76,9.47,96.28,2.06,1.61,0.1,1.28,0,0.27,14.08,24.07,2.65,2.76,5.2
050US34021,34021,325824,123666,210249,21771,39781,23207,27270,157902,19464,15352,14439,14886,42229,15.49,67.35,12.96,75.09,18.87,6.04,0.16,3.03,0.04,2.81,22.9,22.51,7.45,5.18,5.44
050US34023,34023,671780,250174,448332,44943,76292,45364,58728,339880,38988,31655,30152,31053,78817,15.49,68.64,11.73,81.87,7.98,8.9,0.16,6.66,0.02,3.31,20.61,21.53,5.12,5.03,4.53
050US34025,34025,551428,218408,346856,38850,73569,36118,35942,255342,36398,27098,25056,24945,70171,13.07,66.69,12.73,87.37,8.54,4.05,0.13,2.73,0.02,1.21,17.16,24.37,5.01,5.2,9.54
050US34027,34027,421353,155745,280640,27637,51981,27735,30046,201478,31909,24056,21024,18846,44422,13.71,66.71,10.54,91.77,2.96,4.7,0.1,3.96,0.01,1.18,13,22.85,2.77,3.45,4.49
050US34029,34029,425314,219863,230357,28291,52949,25102,23787,168598,21750,16605,16794,21749,98579,11.49,58.74,23.18,95.27,2.78,3.22,0.14,0.88,0.01,0.92,25.12,22.66,6,5.89,23.52
050US34031,34031,453060,162512,285882,32961,58017,31431,37012,215150,26115,21758,20235,20389,58435,15.11,67.57,12.9,71.85,14.58,21.65,0.26,2.62,0.02,10.67,31.23,24,10.05,7.14,4.46
050US34033,34033,65294,25349,38999,4322,9552,4692,4050,28588,3913,3235,3063,3063,9558,13.39,65.03,14.64,83.31,14.65,2.2,0.33,0.58,0,1.13,27.44,25.63,10.57,5.02,6.13
050US34035,34035,240286,92653,161381,16862,27604,13525,15358,117805,15985,12754,12056,11204,26014,12.02,67.53,10.83,87.97,6.17,4.24,0.1,4.38,0.01,1.37,13.66,22.01,2.57,3.38,4.65
050US34037,34037,130943,51574,82873,10894,19925,8875,7667,64430,9215,5991,4530,4274,11684,12.63,72.74,8.92,97.62,0.95,2.22,0.15,0.92,0.01,0.35,14.95,27.79,3.44,4.21,13.8
050US34039,34039,493812,187033,311602,32421,58290,29806,35178,223662,29618,25259,24734,25706,74124,13.16,63.66,15.01,74.4,18.79,13.73,0.18,2.76,0.02,3.85,24.81,21.89,7.22,6.1,3.72
050US34041,34041,91607,36589,56809,6942,12270,5752,5853,42287,5736,4202,4040,3987,12143,12.67,67.13,13.26,97.18,1.42,1.95,0.12,0.81,0,0.45,22.43,24.73,5.44,4.3,7.08
050US35001,35001,480577,201235,304459,37126,69914,32133,36788,236806,27073,21391,19439,18309,50519,14.34,71.55,10.51,76.88,2.75,37.1,3.39,1.47,0.07,15.45,17.92,26.14,14.56,6.59,7.78
050US35003,35003,2563,1552,1490,160,393,189,92,1011,153,165,130,160,391,10.96,61.02,15.26,97.85,0.27,28.4,0.82,0.08,0,0.98,26.73,26.61,25.63,12.86,34.92
050US35005,35005,57849,23386,31740,4728,10111,4839,3570,24451,2715,2426,2450,2571,8397,14.54,67.92,14.52,82.61,2.07,36.77,0.65,0.44,0.04,14.18,32.74,30.62,22.36,6.26,11.96
050US35006,35006,23794,9692,13715,2109,4712,1995,1489,10664,1247,1073,1040,944,2005,14.64,73.48,8.43,58.41,0.8,34.08,38.48,0.29,0.05,1.97,33.31,33.93,33.62,15.48,24.76
050US35007,35007,12925,8265,7125,902,2023,1164,531,5278,712,635,607,667,2101,13.11,63.47,16.26,82.76,0.34,47.89,0.74,0.16,0.02,15.98,28.9,28.62,18.59,7.53,40
050US35009,35009,42207,16906,24670,3826,7234,3264,3481,19890,1871,1713,1612,1485,4576,15.98,73.33,10.84,75.59,6.89,23.73,0.66,1.84,0.09,14.93,24.19,30.71,19.17,8.02,10.61
050US35011,35011,2252,1329,1177,141,341,124,89,749,122,121,115,156,507,9.46,54.66,22.51,93.56,0.09,32.68,1.87,0,0,4.48,37.01,25.22,21.94,5.52,31.3
050US35013,35013,135510,49148,82417,11647,23085,12256,13810,66995,6321,5387,5262,4920,11893,19.24,75.07,8.78,91.09,1.6,56.42,0.74,0.8,0.06,5.71,29.56,30.4,26.45,9.42,8.38
050US35015,35015,48605,20134,26565,3773,8613,3588,2551,19896,2409,2083,2197,2250,7384,12.63,66.42,15.19,81.47,1.7,35.27,0.51,0.39,0.02,15.91,32.72,30.15,20.44,7.55,13.22
050US35017,35017,27676,11349,15390,2084,4936,2270,1678,11330,1617,1217,1218,1394,3880,14.27,66.3,14.02,93.02,0.5,50.81,0.83,0.21,0.04,5.41,29.48,30.37,21.24,10.47,13.89
050US35019,35019,4156,2149,2315,314,753,309,233,1709,203,230,202,178,567,13.04,66.79,13.64,74.01,0.29,84.34,0.51,0.65,0.02,24.52,42.24,30.65,38.46,6.36,29.27
050US35021,35021,987,614,503,66,159,68,48,356,48,42,47,63,206,11.75,58.87,20.87,79.74,0.2,46.71,0.51,0.1,0,19.45,34.11,28.17,15.3,6.76,35.5
050US35023,35023,5958,2413,3298,477,1142,519,357,2556,324,264,259,249,687,14.7,70.07,11.53,91.59,0.18,50.08,0.34,0.6,0.02,7.27,28.42,33.12,20.74,6.99,16.95
050US35025,35025,55765,23333,31312,4855,10831,4482,3312,24288,2594,2415,2431,2429,5922,13.98,71.68,10.62,82.16,4.68,29.76,0.64,0.34,0.01,12.17,36.24,33.23,22.41,7.24,17.26
050US35027,35027,12219,12622,7216,812,1794,786,534,4955,767,631,626,736,1898,10.8,61.88,15.53,91.46,0.53,28.05,1.08,0.22,0.01,6.7,22.88,25.41,20.14,6.7,62.06
050US35028,35028,18115,7565,11730,1132,2742,1188,566,7584,1665,1356,1074,894,1668,9.68,63.25,9.21,94.2,0.53,11.08,0.7,2.34,0.03,2.21,5.32,26.04,2.4,2.09,4.65
050US35029,35029,18110,7766,9186,1311,3052,1344,890,6375,845,856,916,1106,3649,12.34,59.29,20.15,89.99,1.4,47.64,0.59,0.29,0,7.73,41.19,29.13,31.45,13.85,12.48
050US35031,35031,60686,20933,33257,7110,12946,5513,4408,28118,2657,2355,1945,1682,3873,16.35,79.38,6.38,21.91,0.49,12.79,71.8,0.38,0.02,5.41,41.53,38.82,43.48,13.58,20.76
050US35033,35033,4264,2486,2390,295,751,328,237,1749,220,192,235,192,630,13.25,65.55,14.77,56.82,0.05,84.97,0.49,0.07,0,42.57,40.34,29.17,36.18,16.68,38.9
050US35035,35035,51928,23177,31285,4959,8694,3810,4291,24738,2448,2182,2187,1964,4756,15.6,73.93,9.16,79.56,5.31,23.84,5.75,1.73,0.13,7.53,18.44,30.59,16.74,10.48,21.67
050US35037,35037,10823,5576,6034,732,1693,807,502,4211,684,566,591,535,1811,12.09,61.31,16.73,74.2,1.4,37.51,1.01,0.3,0.06,23.03,29.72,27.52,25.06,7.39,24
050US35039,35039,34365,14357,19894,3176,6173,2853,2245,15706,1777,1514,1372,1319,3328,14.83,72.91,9.68,70.78,0.4,72.62,15.2,0.15,0.02,13.45,34.08,32.43,27.53,11.83,20.17
050US35041,35041,16702,6902,9910,1233,2569,1770,1855,7894,741,689,664,652,2260,21.7,70.03,13.53,79.73,1.32,27.23,0.84,0.54,0.05,17.51,33.86,27.13,26.95,7.37,13.2
050US35043,35043,63319,23667,36655,6258,11321,4180,3368,29646,3149,2327,2062,2171,6385,11.92,74.58,10.08,68.61,1.48,27.44,19.73,0.75,0.05,9.39,20.7,32.03,15.64,7.06,11.83
050US35045,35045,91605,34248,51244,8915,19561,7460,5403,41461,4489,3724,3407,3027,7021,14.04,76.35,7.66,56.55,0.47,13.11,36.73,0.21,0.02,6.01,30.83,36.4,28.26,11.53,16.08
050US35047,35047,25743,11066,14951,2097,4457,2241,1853,11772,1319,1179,946,980,2993,15.9,71.19,11.63,63.68,0.66,79.6,0.86,0.55,0.03,34.22,31.59,30.3,30.17,12.14,21.37
050US35049,35049,98928,41464,63181,7207,14549,6614,5921,47773,6546,4880,4171,3752,10050,12.67,70.28,10.16,80.25,0.62,49.47,2.85,0.47,0.05,15.76,17.45,25.98,13.04,4.89,8.74
050US35051,35051,9912,6457,4833,553,1091,462,377,2730,481,495,631,806,3125,8.46,44.13,31.53,93.36,0.39,24,0.78,0.12,0,5.35,36.27,19.71,19.59,7.23,31.42
050US35053,35053,14764,6289,8747,1204,2559,1294,1125,6852,791,675,600,542,1541,16.38,71.9,10.44,77.37,0.77,47.8,10.1,1.42,0.01,10.32,32.83,30.32,29.9,10.22,17.05
050US35055,35055,23118,12020,13835,1747,3893,1714,1225,10331,1449,1151,1035,957,2555,12.71,69.08,11.05,72.96,0.27,64.92,6.8,0.36,0.01,19.6,28.22,29.1,27.52,11.79,27.19
050US35057,35057,10285,4878,5811,799,1945,800,438,4418,595,483,441,433,1171,12.04,69.64,11.39,87.03,0.42,37.84,1.24,0.19,0.03,11.08,27.38,32.11,21.06,8.58,24.76
050US35059,35059,4124,2299,2218,310,665,278,159,1510,251,205,206,236,741,10.6,60.26,17.97,96.17,0.05,33.71,0.32,0.1,0,3.37,36.36,28.25,20.99,4.73,29.75
050US35061,35061,45235,16781,26713,3820,7989,3296,2632,20660,2507,2036,1920,1731,4572,13.1,71.78,10.11,77.46,1.11,50.26,2.94,0.37,0.07,18.06,26.71,30.84,18.97,8.95,9.6
050US36001,36001,292594,124255,187152,18566,34141,21015,28474,143561,15412,12427,12271,13394,42822,16.91,67.08,14.64,89.06,8.44,1.82,0.18,1.69,0.01,0.61,19.12,21.4,9.66,4.36,6.79
050US36003,36003,50470,21951,30705,3469,7321,5932,4660,23649,2541,2236,2275,2213,6766,20.99,68.24,13.41,98.41,0.6,0.62,0.2,0.59,0.01,0.17,23.08,25.76,14.8,8,22.5
050US36005,36005,1196146,440955,727274,102260,176889,88551,101708,565899,63034,54134,48052,46549,139330,15.91,70.65,11.65,35.73,37.33,43.46,0.5,2.91,0.04,23.48,41.49,27.55,28.71,11.9,3.82
050US36007,36007,212160,87969,131754,14516,26593,14909,17809,97890,11493,9973,9608,10262,31825,15.42,65.52,15,95.66,2.04,1.17,0.17,1.73,0.01,0.4,21.12,22.9,10.53,5.7,6.96
050US36009,36009,84234,36839,49105,6332,13137,6915,6002,36959,4402,3749,3856,3969,11830,15.33,66.99,14.04,96.27,0.9,0.63,2.22,0.38,0.01,0.23,25.45,27.66,14.04,7.59,17.33
050US36011,36011,82313,33280,49134,6097,12154,5726,5788,37760,4306,3458,3369,3571,11598,13.99,68.05,14.09,95.15,3.64,1.46,0.33,0.38,0.02,0.48,26.69,26.22,10.22,7.2,12.64
050US36013,36013,141895,62682,83667,9810,20337,10852,10521,62016,7559,6381,6512,6984,22296,15.06,64.95,15.71,96.06,1.69,2.86,0.39,0.37,0.02,1.46,25.55,25.32,13.78,7.31,14.34
050US36015,36015,95195,37290,56722,6803,13547,6780,6730,42178,5124,4369,4241,4598,14335,14.19,65.68,15.06,92.83,5.51,1.51,0.22,0.71,0.02,0.71,22.77,25.36,11.36,7.29,5.4
050US36017,36017,51768,22164,30209,3901,8193,3533,3085,22401,3054,2481,2193,2318,7227,12.78,66.63,13.96,98.47,0.74,0.92,0.28,0.31,0.01,0.19,24.54,27.69,11.73,6.13,13.64
050US36019,36019,85969,32190,56214,6452,11693,6767,9450,45155,4217,3570,3393,3171,8318,18.86,73.63,9.68,93.75,4.36,2.45,0.24,0.76,0.04,0.86,25.8,24.94,13.24,6.82,9.53
