"GEOID","TotPop","TotUnits","Age18_64","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","DisbP","NoHsP","ChildrenP","PovP","UnempP","VacantP"
"05045",86014,34546,55843,5908,12404,7858,9021,42801,5453,4833,3626,2824,8165,19.62,71.05,9.49,88.33,8.48,1.75,0.52,0.72,0.03,1.95,36,16.65,25.58,12.55,6.75,7.71
"05047",17771,7673,10379,1149,2493,1486,970,7206,1196,1077,985,864,2801,13.82,61.04,15.76,96.17,0.62,1.74,0.8,0.26,0.06,2.15,53,28.91,25.83,15.2,5.94,10.31
"05049",11642,5973,6639,635,1490,778,487,4019,766,837,798,744,2353,10.87,52.77,20.21,97.67,0.2,0.53,0.67,0.21,0,1.25,53,27.84,22.76,16.29,5.89,19.47
"05051",88068,44953,50657,4879,10482,5385,4413,31976,5956,5916,5202,5005,18652,11.13,53.75,21.18,88.85,7.8,2.56,0.61,0.5,0.03,2.23,45,21.71,21.3,14.58,5.07,15.88
"05053",16464,6960,10191,1055,2467,1153,915,6940,1174,1130,933,760,2005,12.56,63.54,12.18,95.55,2.47,1.15,0.45,0.13,0.03,1.4,45,22.82,25.92,10.16,4.22,10.33
"05055",37331,16161,22728,2490,5363,2592,2376,15681,2524,2339,2076,1666,5192,13.31,63.04,13.91,97.45,0.13,1.16,0.42,0.17,0.02,1.83,52,27.94,25.21,13.32,5.56,8.73
"05057",23587,10166,13815,1769,3532,1810,1607,9844,1529,1401,1194,992,3326,14.49,64.21,14.1,63.28,30.36,8.25,0.42,0.17,0.02,5.78,46,30.83,27.33,20.31,6.47,11.87
"05059",30353,13384,17962,1913,4369,2067,1741,11841,2186,2054,1754,1453,4783,12.55,59.71,15.76,87.33,10.26,1.27,0.45,0.22,0.04,1.74,45,26.75,25.07,14.02,4.94,10.31
"05061",14300,6297,8300,959,2201,1083,821,5885,878,864,701,652,2160,13.31,63.25,15.1,73.6,21.86,5.08,0.41,0.5,0.01,3.64,41,29.26,26.85,15.5,4.94,13.12
"05063",34233,14841,20880,2194,4603,2685,2059,14218,2463,2275,1930,1593,4957,13.86,61.39,14.48,94.91,2.04,1.53,0.45,0.65,0.03,1.95,46,24.5,24.53,12.96,5.9,9.26
"05065",13249,6591,7681,677,1602,753,678,4749,820,868,885,848,2800,10.8,53.05,21.13,96.41,1.44,1,0.63,0.11,0.02,1.41,48,26.67,20.89,17.24,4.12,17.46
"05067",18418,7956,11294,1052,2277,1395,1466,7658,1224,1250,1021,893,3043,15.53,59.65,16.52,80.57,17.56,1.27,0.33,0.18,0.01,1.36,53,33.96,22.16,17.44,6.93,12.38
"05069",84278,34350,51229,5801,12391,6988,6119,36568,6078,5184,4046,3322,10888,15.55,64.98,12.92,48.46,49.58,0.96,0.24,0.66,0.04,1.06,44,25.18,26.3,20.53,8.33,11.05
"05071",22781,9926,13684,1521,3191,1676,1556,9526,1431,1429,1249,1070,3364,14.19,62.5,14.77,93.69,1.37,6.7,0.62,0.25,0.01,4.06,52,32.37,25.17,16.43,7.81,11.97
"05073",8559,4560,4868,515,1231,647,476,3209,565,563,520,439,1517,13.12,57.89,17.72,62.08,36.49,1.03,0.37,0.22,0.01,0.84,59,34.72,25.4,23.22,7.88,24.69
"05075",17774,8085,10421,1128,2368,1346,1115,7061,1092,1130,1035,865,3095,13.85,59.4,17.41,97.78,0.44,0.68,0.57,0.05,0.01,1.15,59,36.75,23.96,18.43,5.57,12.08
"05077",12580,4768,7545,807,1846,995,907,5514,797,768,602,488,1758,15.12,64.92,13.97,41.41,57.24,2.19,0.16,0.27,0,0.92,53,43.78,26.05,29.93,13.26,12.29
"05079",14492,4955,9556,831,1795,1047,1332,7187,957,850,619,532,1721,16.42,67.71,11.88,64.88,32.92,1.81,0.4,0.06,0.01,1.74,40,35,22.18,19.53,6.96,13.93
"05081",13628,6435,8144,939,1896,946,792,5247,934,1000,880,678,2054,12.75,59.3,15.07,74.52,21.27,1.72,1.45,0.2,0.03,2.56,50,26.55,25.17,15.4,6.53,15.07
"05083",22486,9942,13063,1455,3285,1614,1166,8777,1493,1465,1257,1155,3599,12.36,60.11,16.01,96.46,1.05,1.21,0.65,0.15,0.02,1.69,51,30.21,25.9,15.43,5.32,12.56
"05085",52828,20749,32149,3774,8704,4067,2869,23274,3597,3216,2625,2147,5491,13.13,67.68,10.39,91.03,6.44,1.75,0.49,0.42,0.03,1.62,40,22.36,28.75,10.54,3.9,7.17
"05087",14243,6537,8378,915,2217,1019,735,5597,1007,994,801,664,2048,12.31,61.29,14.38,95.94,0.11,3.06,1.22,0.06,0.09,2.66,45,32.18,26.8,18.57,2.65,16.43
"05089",16140,8235,9337,810,2072,1032,622,5421,1111,1224,1126,1144,3232,10.25,51.44,20.02,97.52,0.12,0.76,0.76,0.2,0.05,1.4,52,24.01,22.13,15.24,5.07,17.72
"05091",40443,17727,24402,3005,5910,2983,2742,17283,2757,2474,2074,1633,5307,14.16,64.78,13.12,74.02,22.99,1.58,0.63,0.37,0.02,1.99,44,25.7,26.54,19.3,6.78,11.79
"05093",51979,22310,30219,4223,8553,4211,3559,22062,3373,2997,2315,2103,6353,14.95,67.02,12.22,64.45,32.7,2.25,0.26,0.38,0.03,2.22,52,35.27,29.64,23.01,8.76,13.27
"05095",10254,5067,5618,709,1605,823,506,3762,700,634,555,515,1774,12.96,59.25,17.3,59.37,38.79,1.29,0.26,0.13,0.04,1.44,54,36.22,27.91,27.46,5.34,18.99
"05097",9245,5048,5322,562,1231,582,376,3269,621,612,594,607,1749,10.36,54.75,18.92,95.42,0.29,2.53,1.11,0.37,0.01,2.8,52,30.17,23.52,17.01,6.32,25.02
"05099",9955,4751,5840,635,1405,768,566,3936,691,677,534,471,1606,13.4,60.03,16.13,66.9,31.18,1.52,0.38,0.06,0,1.48,62,30.92,25.2,22.76,6.3,18.06
"05101",8608,4316,5190,501,1178,669,452,3273,648,634,609,489,1276,13.02,57.53,14.82,97.41,0.14,1.08,0.56,0.16,0.01,1.73,56,29.81,24.88,20.38,4.5,18.91
"05103",28790,13450,16464,1768,4293,2156,1529,11054,2148,1859,1531,1264,4873,12.8,59.45,16.93,59.74,38.64,0.73,0.25,0.24,0.03,1.12,53,26.52,25.89,19.52,8.48,13.66
"05105",10209,4702,6115,644,1501,688,504,4050,689,689,619,509,1508,11.68,60.68,14.77,95.62,1.73,1.18,0.98,0.15,0.02,1.52,52,26.18,25.33,14.05,4.75,15.16
"05107",26445,10859,14246,2245,4759,2361,1635,10144,1617,1497,1324,1173,3686,15.11,64.84,13.94,39.25,59.04,1.44,0.17,0.32,0.01,1.22,53,37.81,32.19,32.71,11.26,10.57
"05109",11303,5536,6569,719,1591,763,563,4307,707,744,685,632,1918,11.73,58.54,16.97,92.04,3.47,3.57,0.65,0.16,0.02,3.69,49,31.16,24.91,16.78,4.28,18.64
"05111",25614,11051,15272,1746,3755,1888,1568,10385,1728,1620,1500,1222,3658,13.49,62.02,14.28,90.98,7.13,1.43,0.23,0.16,0.02,1.5,59,37.99,26.1,21.22,6.25,9.28
"05113",20229,9236,11616,1357,2885,1463,1074,7598,1328,1298,1237,1087,3439,12.54,58.53,17,94.69,0.16,3.5,1.49,0.21,0.06,3.45,51,27.44,25.58,18.2,5.78,12.87
"05115",54469,22851,33626,3559,7908,4602,4145,24132,3655,3360,2712,2200,6943,16.06,65.36,12.75,93.73,2.61,2.06,0.68,0.64,0.03,2.34,45,22.55,25.52,15.19,5.85,9.41
"05117",9539,4790,5604,570,1286,647,498,3633,657,658,608,476,1651,12,57.54,17.31,84.83,13.71,0.81,0.36,0.18,0,0.92,53,31.76,23.94,15.51,4.48,18.71
"05119",361474,161135,228839,25905,50133,24512,25228,162152,27315,23843,17208,13493,41425,13.76,65.89,11.46,63.96,31.87,2.44,0.39,1.25,0.04,2.53,38,15.63,25.23,13.32,5.31,8.19
"05121",18195,8268,10618,1093,2566,1295,1041,7009,1244,1201,1052,932,3098,12.84,58.63,17.03,96.99,0.97,0.82,0.53,0.07,0.01,1.43,49,30.76,24.62,15.31,6.43,12.13
"05123",29329,11242,17656,2252,4527,2253,2054,12838,1990,1763,1419,1060,3480,14.69,66.89,11.87,48.36,49.01,4.88,0.25,0.56,0.02,1.81,47,34.85,27.93,27.49,11.79,10.67
"05125",83529,33825,51833,5383,12085,5757,4468,35417,5988,5509,4692,4035,10420,12.24,63.31,12.47,95.27,2.2,1.3,0.49,0.57,0.03,1.47,38,17.67,25.47,7.18,3.92,6.05
"05127",10996,4924,6465,806,1626,772,603,4288,681,689,710,584,1612,12.5,61.11,14.66,93.53,0.23,5.71,1.4,0.95,0.01,3.88,49,34.63,26.55,18.23,3.93,12.21
"05129",8261,4292,4798,457,1042,563,383,2967,578,623,519,485,1590,11.45,54.06,19.25,97.26,0.04,1.04,0.75,0.15,0.01,1.8,59,31.98,22.67,23.83,4.7,17.92
"05131",115071,49311,70227,8473,16345,8219,7481,49634,8145,7077,5858,4632,14907,13.64,64.7,12.95,82.34,6.16,6.7,1.57,3.51,0.05,6.42,41,23.42,26.02,13.64,4.7,8.13
"05133",15757,6434,9234,1235,2451,1219,1044,6633,973,926,777,685,2077,14.36,65.49,13.18,79.61,4.94,19.72,1.82,0.13,0.06,13.51,44,35.4,28.22,19.19,4.7,11.28
"05135",17119,9342,9331,940,2112,1053,717,5665,1050,1142,1087,1082,4041,10.34,50.92,23.61,97.14,0.49,0.98,0.68,0.12,0.02,1.57,56,27.07,21.89,18.23,6.38,22.81
"05137",11499,5715,6808,629,1481,716,553,3978,817,838,840,782,2134,11.04,52.94,18.56,97.27,0.08,1.08,0.77,0.05,0.03,1.83,62,31.96,22.24,18.88,4.35,16.57
"05139",45629,20676,26447,2942,6680,3459,2527,18284,3273,2830,2303,1967,7350,13.12,61.16,16.11,66.15,31.97,1.14,0.24,0.4,0.01,1.25,48,25.49,25.93,18.75,6.9,13
"05141",16192,9164,8928,833,1993,1021,713,5454,1000,1074,1053,1008,3777,10.71,51.14,23.33,96.79,0.31,1.33,0.75,0.25,0.04,1.9,56,28.37,21.54,15.43,6.66,25.52
"05143",157715,64330,102627,11639,21320,13241,17439,78386,10101,8887,6757,5029,15596,19.45,70.6,9.89,88,2.24,8.2,1.25,1.54,0.53,6.97,34,20.49,25.04,14.6,7.86,6.5
"05145",67165,27613,41536,4214,9354,5700,5676,29630,4282,4156,3416,2860,9253,16.94,64.32,13.78,93.52,3.56,1.88,0.43,0.32,0.03,2.16,42,27.12,24.38,13.95,11.29,8.93
"05147",8741,4089,5009,614,1251,648,493,3283,623,627,471,414,1458,13.05,58.89,16.68,67.86,30.75,0.79,0.23,0.07,0.1,1.09,56,39.36,26.02,27.05,7.97,13.65
"05149",21139,9157,12510,1378,3117,1546,1294,8814,1334,1252,1098,968,3178,13.43,62.96,15.03,86.63,1.47,12.73,0.58,0.69,0.03,10.63,50,35.9,25.79,15.41,5.18,13.49
"06001",1443741,540183,941578,98378,201417,92448,100745,682972,106589,93929,65207,47658,147591,13.38,68.07,10.22,48.79,14.93,18.97,0.63,20.45,0.63,15.2,33,17.64,24.56,11.04,5.5,3.11
"06003",1208,1514,812,61,149,103,89,524,121,109,57,67,120,15.89,60.76,9.93,73.68,0.58,7.78,18.87,0.33,0.08,6.54,27,11.67,22.85,19.48,8.05,68.1
"06005",35100,15035,21548,1478,4037,2689,1457,13339,2882,2796,2204,2035,6329,11.81,53.72,18.03,85.79,3.87,8.91,1.78,1,0.1,7.56,34,16.03,20.58,9.22,4.36,15.14
"06007",203171,85523,122348,11637,28113,17101,19648,87085,14175,12634,9527,7944,32056,18.09,62.43,15.78,84.52,1.39,10.5,1.9,3.32,0.15,8.86,42,17.74,24,19.79,9.34,6.97
"06009",40554,22946,23933,1791,5634,2660,1390,13124,3443,3422,2958,2809,7373,9.99,50.67,18.18,91.19,0.75,6.82,1.74,0.85,0.09,5.47,40,14.3,22.8,11.79,7.71,28.23
"06011",18804,6774,10732,1517,3310,1795,1250,8111,1266,999,814,652,2135,16.19,68.8,11.35,64.29,0.55,46.54,2.33,1.21,0.39,31.61,34,35.99,31.57,16.07,10.71,9.99
"06013",948816,354577,589750,66128,145048,63124,50696,403962,74223,67765,48758,35660,107272,12,64.83,11.31,65.5,9.36,17.68,0.61,10.96,0.37,13.56,30,13.09,26.54,7.63,4.78,2.95
"06015",27507,10434,17163,1525,3980,2061,1526,12433,2042,1728,1286,1065,3448,13.04,65.21,12.53,78.86,4.3,13.92,6.43,2.32,0.08,8.08,41,28.36,25.07,20.17,10.67,12.11
"06017",156299,71278,96173,8946,24418,11324,6763,61536,14449,12259,8668,6689,19334,11.57,60.72,12.37,89.71,0.52,9.32,1,2.13,0.13,6.64,29,10.93,26.1,7.15,5.39,17.31
"06019",799407,270767,463773,67827,146428,69648,61109,358419,50097,42112,30907,24408,79209,16.36,71.64,9.91,54.3,5.3,43.99,1.6,8.05,0.13,30.76,38,32.48,32.08,22.89,11.81,6.58
"06021",26453,9982,14881,1992,4680,2218,1560,10869,1737,1469,1252,1023,3431,14.28,66.31,12.97,71.78,0.59,29.64,2.09,3.38,0.13,22.17,36,31.54,30.78,18.15,9.09,8.11
"06023",121977,55912,78410,6869,16116,9665,10807,53922,10134,9014,6086,4626,15210,16.78,63.05,12.47,84.71,0.88,6.49,5.72,1.65,0.19,7.03,42,15.09,23.25,19.53,8.59,8.36
"06025",142361,43891,83310,10902,25992,12320,9645,65266,9056,7094,5138,4608,14305,15.43,71.76,10.05,49.37,3.95,72.22,1.87,1.99,0.08,42.81,34,40.96,31.43,22.58,12.63,10.27
"06027",17945,9042,10140,961,2544,1236,673,6116,1597,1314,1101,883,3429,10.64,53.61,19.11,80.06,0.16,12.58,10.04,0.91,0.08,8.83,33,17.67,24.39,12.64,5.91,14.81
"06029",661645,231564,388212,55707,121203,55224,46811,298962,42321,34236,26239,20923,62054,15.42,71.92,9.38,61.6,6.02,38.39,1.51,3.37,0.15,27.51,39,31.53,31.95,20.76,12,9.89
"06031",129461,36563,82376,10437,21137,10014,11228,66542,7917,6009,4359,3503,9557,16.41,75.79,7.38,53.68,8.3,43.61,1.68,3.07,0.19,33.26,29,31.17,28.99,19.51,13.57,5.87
"06033",58309,32528,32888,3074,8433,3749,2309,19805,4503,4401,3567,3167,11359,10.39,53.7,19.48,86.25,2.11,11.39,3.04,0.83,0.16,7.77,59,22.73,24.12,17.59,10.95,26.3
"06035",33828,12000,23385,1679,4357,2246,2771,17502,2653,2190,1364,1029,3054,14.83,69.58,9.03,80.81,8.84,13.84,3.26,0.74,0.43,6.35,28,20.35,21.84,14.02,9.42,19.79
"06037",9516022,3270909,5922625,737374,1525168,683228,701593,4482941,624266,523945,389321,306656,926350,14.55,70.89,9.73,48.71,9.78,44.56,0.81,11.95,0.28,28.75,36,30.1,28.03,17.91,8.23,4.19
"06039",123109,40387,73046,9443,20653,10174,8324,54314,8342,7011,5367,4383,13596,15.03,68.57,11.04,62.23,4.12,44.28,2.61,1.27,0.17,29.77,37,34.61,29.62,21.35,13.24,10.48
"06041",247289,104990,163672,13396,28694,12077,9633,98311,23146,22446,16649,11215,33432,8.78,56.78,13.52,84.03,2.89,11.06,0.43,4.53,0.16,8.12,26,8.75,20.29,6.57,2.97,4.13
"06043",17130,8826,10487,754,2209,1162,765,6222,1471,1283,1211,1040,2940,11.25,53.62,17.16,88.93,0.67,7.76,3.51,0.71,0.13,6.18,38,14.93,21.62,14.79,14.14,25.07
"06045",86265,36937,52517,5138,12699,6544,4673,33310,7312,7288,5056,3753,11709,13,59.29,13.57,80.76,0.62,16.48,4.76,1.2,0.15,12.66,42,19.17,25.55,15.94,7.25,9.94
"06047",210554,68373,117866,18693,41853,19216,14572,92444,12514,10389,8010,6647,20004,16.05,72.66,9.5,56.21,3.83,45.34,1.19,6.8,0.19,31.97,38,36.19,34.52,21.66,13.09,6.67
"06049",9449,4807,5363,528,1374,707,357,3265,732,779,588,520,1663,11.26,54.68,17.6,85.94,0.69,11.51,4.21,0.61,0.07,8.55,49,22.94,25.64,21.46,11.94,21.28
"06051",12853,11757,8924,727,1733,825,998,6121,1146,918,678,554,976,14.18,66.76,7.59,84.17,0.47,17.69,2.4,1.11,0.09,11.84,22,12.06,22.98,11.48,5.79,56.31
"06053",401762,131708,247413,31248,64608,30933,30982,187916,26413,22838,16125,12315,40299,15.41,70.63,10.03,55.92,3.75,46.79,1.05,6.03,0.45,33.25,33,31.57,28.39,13.51,8.72,7.95
"06055",124279,48554,75195,7563,17147,8613,7185,50244,9598,8794,6812,5035,19086,12.71,60.31,15.36,79.98,1.32,23.67,0.84,2.97,0.23,14.89,33,19.6,24.14,8.29,4.29,6.49
"06057",92033,44282,54707,4306,12680,6358,3561,32060,8528,7939,5819,4652,16049,10.78,53.29,17.44,93.39,0.28,5.65,0.88,0.78,0.09,4.67,33,9.68,23.12,8.06,4.75,16.68
"06059",2846289,969484,1797107,216014,436047,194543,189996,1328152,191974,168765,128152,96422,280763,13.51,69.57,9.86,64.81,1.67,30.76,0.7,13.59,0.31,19.23,29,20.54,27,10.33,5.04,3.53
"06061",248399,107302,150081,15924,38485,17394,11141,100678,20134,17571,12908,10139,32560,11.49,62.43,13.11,88.59,0.82,9.67,0.89,2.95,0.16,6.76,28,9.55,26.47,5.81,4.02,12.97
"06063",20824,13386,12372,929,2809,1444,792,6943,1844,1753,1501,1320,3725,10.74,51.29,17.89,91.78,0.62,5.65,2.55,0.53,0.1,4.52,40,11.97,22.7,13.06,9.49,32.77
"06065",1545387,584674,880732,121629,273354,119725,96374,662492,96484,79538,61880,54046,195964,13.98,68.43,12.68,65.58,6.24,36.21,1.18,3.69,0.25,23.32,35,25.05,30.33,14.17,7.53,13.42
"06067",1223499,474814,750022,88922,194344,87895,82218,548955,86193,74549,52353,42308,135875,13.9,68.02,11.11,64.02,9.96,16.01,1.09,11.03,0.59,13.91,37,16.73,27.59,14.13,6.66,4.47
"06069",53234,16499,31776,4705,9781,4152,3213,24141,3610,3002,2192,1488,4315,13.84,72.56,8.11,65.17,1.08,47.93,1.16,2.4,0.19,30.19,28,25.08,32.2,9.95,6.63,3.72
"06071",1709434,601369,1010928,143076,322062,141130,121579,778370,112675,90995,65315,50482,146459,15.37,72.74,8.57,58.91,9.09,39.16,1.17,4.69,0.3,26.15,35,25.79,32.29,15.84,8.31,12.1
"06073",2813833,1040149,1776422,198621,412498,199919,230953,1331495,191181,161622,114391,90275,313750,15.31,69.04,11.15,66.52,5.74,26.69,0.86,8.88,0.48,18,31,17.42,25.72,12.43,5.93,4.37
"06075",776733,346527,557820,31633,62377,33334,56054,403610,56523,51195,35026,30258,106111,11.51,64.07,13.66,49.66,7.79,14.1,0.45,30.84,0.49,11.26,38,18.81,14.52,11.31,4.6,4.86
"06077",563598,189160,329230,44960,100407,47915,37668,247724,37140,31608,23689,18271,59799,15.19,69.75,10.61,58.13,6.69,30.53,1.13,11.41,0.35,22.65,38,28.77,30.97,17.74,10.35,3.98
"06079",246681,102275,157583,12358,31086,20893,22647,110133,19545,16605,11787,9482,35685,17.65,62.26,14.47,84.6,2.03,16.29,0.95,2.66,0.12,9.76,30,14.42,21.65,12.84,5.93,9.32
"06081",707161,260576,456976,45374,91109,40803,40897,316521,53705,48854,35612,27901,88085,11.55,64.06,12.46,59.49,3.51,21.88,0.44,20.04,1.33,16.52,28,14.72,22.92,5.83,3.26,2.48
"06083",399347,142901,249080,26008,57449,32050,37121,184934,26244,22737,17053,14157,50765,17.32,67.21,12.71,72.72,2.3,34.22,1.2,4.09,0.18,19.68,30,20.76,24.92,14.33,6.71,4.39
"06085",1682585,579329,1105656,119418,232168,108026,112690,816739,117690,101025,76614,58404,160527,13.12,69.44,9.54,53.83,2.8,23.98,0.67,25.56,0.34,17.13,28,16.6,24.75,7.53,3.89,2.32
"06087",255602,98873,169374,15544,34707,19939,20948,119702,21917,18756,11669,7820,25487,16,66.49,9.97,75.09,0.97,26.79,0.96,3.44,0.15,19.54,28,16.78,23.76,11.87,6.06,7.82
"06089",163256,68810,95721,9643,24887,12856,8614,62745,12615,11441,9538,7526,24861,13.15,59.58,15.23,89.32,0.75,5.51,2.77,1.87,0.11,5.29,44,16.74,26.14,15.36,8.74,7.82
"06091",3555,2202,2096,147,508,244,100,1196,324,289,236,226,629,9.68,52.07,17.69,94.18,0.2,5.99,1.88,0.17,0.08,3.57,34,14.76,23.35,11.29,9.39,30.97
"06093",44301,21947,25641,2260,6124,3394,1829,15274,3837,3607,2825,2334,8040,11.79,53.4,18.15,87.07,1.31,7.57,3.9,1.19,0.13,6.54,42,16.22,23.97,18.56,9.56,15.45
"06095",394542,134513,245264,28784,64503,29376,25492,178362,29818,25501,17342,12806,37426,13.91,68.85,9.49,56.37,14.91,17.64,0.79,12.75,0.78,15.19,32,16.24,28.35,8.28,6.12,3.06
"06097",458614,183153,288484,27597,64879,32359,27866,194186,38667,35170,23649,16489,57977,13.13,62.51,12.64,81.6,1.42,17.34,1.18,3.07,0.2,12.73,32,15.08,24.45,8.06,4.27,5.87
"06099",446997,150807,261078,35582,80492,37025,30029,196855,29370,24878,18528,14595,46697,15,70.01,10.45,69.33,2.58,31.74,1.27,4.22,0.34,22.61,39,29.64,31.15,15.98,11.65,3.75
"06101",78930,28319,46306,5728,13208,6148,5015,33412,5219,4629,3751,3228,9755,14.14,66.32,12.36,67.52,1.91,22.21,1.55,11.26,0.2,17.76,35,27.02,28.97,15.54,11.76,4.54
"06103",56039,23547,31742,3534,8993,4378,2817,21583,3805,3488,2948,2765,8923,12.84,60.87,15.92,84.79,0.57,15.83,2.1,0.79,0.1,11.75,43,24.34,27.43,17.25,9.75,10.76
"06105",13022,7980,7807,552,1785,897,403,4260,1224,1176,967,817,2241,9.98,50.66,17.21,88.87,0.45,3.97,4.85,0.47,0.12,5.37,47,18.98,22.84,18.65,13.95,29.99
"06107",368021,119639,207852,32826,70599,33521,26498,161527,22119,19127,14419,11487,35917,16.31,71.99,9.76,58.08,1.59,50.77,1.56,3.27,0.11,35.5,38,38.32,33.76,23.91,12.75,7.73
"06109",54501,28336,33134,2466,6520,3610,2849,20264,4708,4182,3306,2988,10067,11.85,53.67,18.47,89.45,2.1,8.16,1.82,0.72,0.17,5.9,37,15.72,20.73,11.44,7.66,25.88
"06111",747915,251712,458908,55837,122610,55287,46055,330866,54657,47369,34610,25700,76265,13.55,68.1,10.2,69.93,1.95,33.42,0.94,5.35,0.22,21.83,30,19.9,28.44,9.23,5.2,3.37
"06113",168660,61587,110399,10964,24441,17219,20797,85559,11118,9183,6647,4966,15782,22.54,71.72,9.36,67.67,2.03,25.91,1.16,9.85,0.3,19.29,29,20.22,25.19,18.37,7.15,3.59
"06115",60219,22636,35119,4960,10659,4962,4542,26358,3798,3264,2609,2161,6410,15.78,69.71,10.64,70.64,3.16,17.35,2.61,7.5,0.2,16.09,47,28.18,31.04,20.79,11.34,9.28
"08001",350794,126811,223207,29549,55363,25359,26078,170613,23431,19668,13971,10836,27363,14.66,72.84,7.8,77.29,2.97,28.19,1.19,3.21,0.12,15.34,32,21.17,28.57,8.91,4.65,3.35
"08003",14966,6088,9458,1034,2338,1560,1513,7069,1059,903,614,509,1440,20.53,69.76,9.62,71.19,0.97,41.41,2.34,0.82,0.19,24.69,31,17.38,27.18,21.29,8.77,10.2
"08005",487967,196835,315684,33720,74287,34052,30092,225668,40371,34026,22306,15660,41929,13.15,68.38,8.59,79.93,7.67,11.81,0.66,3.95,0.12,7.79,25,9.34,26.71,5.8,3.23,3.01
"08007",9898,6212,6213,531,1461,735,402,3716,941,865,697,509,1178,11.49,57.67,11.9,88.33,0.35,16.76,1.4,0.31,0.03,9.6,33,12.71,25.33,11.7,4.89,35.93
"08009",4517,2364,2398,267,599,338,166,1530,335,281,264,227,1014,11.16,53.04,22.45,93.73,0.04,7.02,1.2,0.15,0.09,4.87,41,21.51,24.46,16.92,2.36,19.42
"08011",5998,2366,3619,355,787,434,408,2593,414,383,276,236,954,14.04,62.27,15.91,79.53,3.65,30.24,2.23,0.57,0,14.02,40,22.84,23.76,19.55,5.25,15.34
"08013",273212,111045,189259,16458,35857,21031,25943,138825,22654,18427,11719,8009,21263,17.19,69.96,7.78,88.54,0.88,10.46,0.61,3.06,0.06,6.91,20,7.2,22.95,9.49,4.38,4.35
"08014",31139,15359,20833,2189,4434,2336,2687,15538,2371,1952,1296,933,2426,16.13,71.17,7.79,83.82,1.76,17.9,0.85,3.12,0.08,10.45,25,12.92,25.31,9.07,4.43,3.91
"08015",16242,8392,10279,722,1819,1002,914,6469,1353,1252,1012,853,2762,11.8,55.47,17.01,90.94,1.58,8.58,1.09,0.44,0.05,5.95,30,11.49,19.71,11.71,4.72,21.54
"08017",2231,1105,1219,142,367,195,97,877,179,129,87,80,370,13.09,62.12,16.58,92.87,0.49,8.11,0.76,0.13,0,5.74,27,15.86,28.78,11.08,1.13,20.36
"08019",9322,5128,6561,534,1165,571,354,3965,1102,910,592,396,658,9.92,60.76,7.06,96.37,0.28,3.87,0.73,0.36,0.03,2.25,26,6.6,22.56,5.41,1.99,21.63
"08021",8400,3886,4443,660,1527,768,454,3204,581,460,344,366,1258,14.55,64.18,14.98,72.76,0.21,58.92,1.69,0.15,0.07,25.18,45,27.94,32.13,22.97,6.04,23.31
"08023",3663,2202,2131,207,539,263,150,1265,304,259,256,217,616,11.27,54.9,16.82,60.91,0.79,67.59,2.48,1.01,0.14,34.81,63,31.84,25.01,26.79,13.21,31.74
"08025",5518,1542,3882,243,590,330,424,2940,416,353,228,151,597,13.66,68.38,10.82,82.95,7.05,22.54,2.59,0.82,0.02,6.6,32,22.45,18.83,18.55,5.72,11.93
"08027",3503,2989,2198,194,443,205,103,1124,360,335,279,251,517,8.79,50.27,14.76,95.89,0.37,2.51,1.11,0.29,0,2.34,41,9.69,22.5,13.28,3.68,50.49
"08029",27834,12374,15675,1606,3811,1874,1139,9579,2116,2029,1654,1566,5473,10.82,53.88,19.66,92.29,0.52,11.39,0.76,0.32,0.03,6.11,39,19.9,24.02,12.06,5.58,10.64
"08031",554636,251435,370444,37769,65788,32259,45534,277889,37995,33005,22573,17191,62426,14.03,68.77,11.26,65.3,11.12,31.68,1.31,2.81,0.12,19.46,35,21.11,21.95,14.29,5.67,4.85
"08033",1844,1193,1124,92,234,122,82,689,159,135,114,105,316,11.06,55.04,17.14,95.28,0.05,3.85,1.95,0.38,0.05,2.33,45,23.96,21.91,13.14,6.08,34.2
"08035",175766,63333,112967,16950,31159,10291,5509,82452,14491,11773,7387,4232,7322,8.99,74.28,4.17,92.77,0.95,5.06,0.41,2.51,0.06,3.36,13,3.04,31.56,2.12,1.73,3.8
"08037",41659,22111,30622,2960,5387,2353,3830,23722,3320,2528,1563,930,1249,14.84,76.98,3,85.35,0.34,23.24,0.71,0.82,0.07,12.77,15,13.39,23.5,7.81,3.27,31.49
"08039",19872,7113,12677,1305,3578,1578,644,8737,1946,1542,969,603,1192,11.18,68.54,6,95.22,0.64,3.85,0.63,0.37,0.09,3.13,21,7.52,30.21,4,2.43,4.82
"08041",516929,202428,329662,39038,80402,38708,38678,245537,37977,31264,21807,16117,44787,14.97,70.6,8.66,81.19,6.51,11.3,0.91,2.53,0.24,8.85,26,8.75,27.56,8.04,4.65,4.95
"08043",46145,17145,29912,2236,5543,2644,2524,20583,3618,3062,2389,1985,6729,11.2,61.46,14.58,89.52,5.34,10.35,1.53,0.5,0.06,3.1,33,19.48,20.6,11.69,4.12,11.16
