"GEOID","TotPop","TotVetPop","TotUnits","WhiteP","BlackP","AmIndP","AsianP","PacIsP","OtherP","HispP","A15_24P","Und45P","Ovr65P","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age18_64","DisbP","NoHsP","VetP","UnempP","PovP","MedInc","PciE","GiniCoeff","VacP","ChildrenP"
"42019",183862,15510,78260,96.6,1.1,0.11,1,0.03,1.17,0.66,13.39,55.15,15.15,9983,23485,13543,11077,67936,14946,15216,13411,11032,27853,114743,11.7,7.61,10.87,6.18,8.91,28052,30196,0.4303,6.89,22.44
"42021",143679,14486,65646,94.1,3.63,0.1,0.51,0.02,1.63,1.01,13.01,51.48,18.84,7243,15704,9681,9012,51025,10152,11760,11295,9429,27071,88373,16.9,11.33,12.59,7.43,14.63,21897,22307,0.4261,10.88,19.65
"42023",5085,598,4455,98.33,0.26,0.26,0.28,0,0.88,0.24,10.09,45.01,21.36,219,535,329,184,1535,419,430,449,412,1086,3014,20.7,13.84,14.55,6.27,12.59,22964,22760,0.3945,50.98,19.37
"42025",65249,6740,34253,95.82,1.5,0.19,0.48,0.04,1.98,1.92,10.64,51.59,17.85,3487,7629,3759,3182,22544,5267,5468,4938,4272,11644,40065,16.9,12.98,13.08,8.52,10.35,24308,25054,0.4078,23.35,20.75
"42027",153990,9800,63067,89.37,3.01,0.12,5.19,0.03,2.27,2.04,31.67,67.37,11.28,6771,13418,16135,32640,83556,9126,8783,8144,6826,17366,112112,9,6.98,7.58,5.61,20.01,21047,25237,0.471,10.37,15.92
"42029",498886,32653,192257,85.53,6.14,0.17,3.87,0.03,4.26,4.21,13.37,58.5,12.8,31126,70646,36401,30284,190091,41458,40118,33997,27575,63875,310956,7.2,7.32,8.68,5.72,6.52,38048,42020,0.4471,4.4,24.87
"42031",39988,3310,19971,97.21,1.21,0.15,0.48,0.02,0.94,0.39,19.81,56.73,16.42,2053,4233,3609,4311,16401,2714,2913,2780,2328,6566,25667,15.3,12.13,10.27,7.99,17.31,20855,21777,0.4402,21.7,19.39
"42033",81642,8022,38660,95.43,2.28,0.11,0.48,0.02,1.69,2.07,11.78,53.05,17.46,4053,9069,5054,4564,30189,6629,6521,5797,5126,14258,51088,15,13.44,12.26,8.43,14.32,20923,20693,0.4182,16.1,19.96
"42035",39238,3623,19064,96.49,1.59,0.09,0.51,0.04,1.28,0.76,18.83,57.51,16.18,2205,4530,3356,4034,15832,2606,2856,2529,2330,6350,24771,15.2,13.59,11.64,6.99,16.98,20973,21179,0.4332,19.82,20.69
"42037",67295,5426,29477,95.44,1.85,0.13,0.84,0.02,1.72,1.37,20.18,56.82,16.07,3220,6943,6355,7224,28074,4631,4937,4609,4070,10811,43928,11.5,13.13,9.95,5.44,15.11,22485,23301,0.4451,11.75,18.66
"42039",88765,8066,44612,96.26,1.74,0.18,0.45,0.02,1.34,0.54,13.64,54.38,16.57,5070,11055,6658,5449,32141,6415,6923,6572,5877,14712,54142,16.3,13.28,11.74,8.37,16.75,20841,21452,0.4251,21.03,22.43
"42041",235406,21209,99848,90.88,3.2,0.15,3,0.03,2.74,1.77,14.45,56.29,15.61,12733,27246,16888,17130,92527,17797,17587,16297,14474,36745,149949,11.3,8.82,11.4,5.67,8.24,30241,31350,0.4194,5.08,20.69
"42043",268100,22028,120302,72.7,18.05,0.22,3.2,0.03,5.81,4.32,12.82,57.53,13.74,16794,33796,18191,16172,103654,20387,21260,19346,16022,36841,169044,12.3,11.29,10.72,6.72,12.75,29482,28799,0.4303,10.23,23.21
"42045",558979,36629,222632,72.5,19.73,0.16,4.7,0.03,2.9,1.95,14.98,58.28,14.26,33979,71576,44245,39472,220221,42413,43688,37708,29668,79726,348841,10.9,8.5,8.54,7.59,9.81,31354,33098,0.4631,7.46,23.33
"42047",31946,3031,17619,98.51,0.28,0.11,0.3,0.02,0.79,0.31,10.11,49.89,18.99,1547,3784,1907,1324,10606,2639,2825,2404,2075,6066,19229,15.6,9.36,11.93,6.48,10.61,25058,23497,0.3844,22.63,20.82
"42049",280566,22450,119162,88.24,7.18,0.2,1.1,0.03,3.25,1.93,15.92,58.13,14.55,16757,35079,22305,22349,111243,19749,21476,19854,15584,40824,175934,15.1,10.06,10.37,8.28,16.07,22468,23974,0.4505,8.52,22.74
"42051",136606,12507,62976,93.27,4.63,0.13,0.3,0.02,1.65,0.52,11.52,51.92,17.99,6810,15566,8382,7357,48554,10107,11163,10750,9076,24580,84346,19.8,15.79,11.45,8.77,18.65,20335,20663,0.4322,13.09,20.26
"42053",7716,911,8761,76.94,18,0.17,0.16,0.01,4.72,4.77,14.76,52.66,18.38,182,455,498,641,3426,606,548,573,508,1418,5341,29.1,19.7,13.59,7.71,12.84,17412,14491,0.3881,77.65,12.4
"42055",149618,13296,63106,92.02,3.14,0.2,0.88,0.02,3.74,2.49,12.16,56.56,16.49,9947,19557,10140,8054,55125,10931,10707,9854,8818,24679,89199,11.4,14.97,11.69,6.6,10.27,27058,25398,0.3952,8.02,23.89
"42057",14845,1218,7140,97.34,1.02,0.19,0.13,0.01,1.32,0.4,11.3,54.69,17.14,916,1900,950,728,5303,1119,1103,984,976,2544,8870,14.8,16.4,10.67,8.74,11.89,24637,22706,0.3862,16.34,23.11
"42059",38686,3734,16511,94.57,3.31,0.17,0.29,0.02,1.64,0.97,13.69,55.33,15.33,1948,4296,2720,2575,15160,2836,3053,2950,2512,5931,25075,17.5,14.94,12.05,6.01,14.85,20839,21069,0.4324,14.49,19.85
"42061",45913,4062,22356,92.5,5.21,0.09,0.4,0,1.79,1.3,13.28,55.17,16.24,2497,5105,3057,3040,17727,3486,3433,3200,3007,7458,29211,16.3,12.94,11.01,7.32,12.41,21394,20988,0.4083,24.49,20.13
"42063",88880,7269,38240,94.91,2.74,0.14,0.87,0.01,1.33,0.81,20.95,57.67,15.69,4497,9251,8599,10018,37508,5763,6527,6190,5200,13944,58090,13.4,12.65,10.11,7.44,18.17,19987,22293,0.4434,9.82,18.95
"42065",45200,3741,22437,98.33,0.35,0.19,0.2,0.01,0.92,0.38,12.06,52.54,18.26,2593,5389,3082,2371,15767,3420,3768,3237,2771,8255,27188,15.8,13.01,10.59,6.82,14.48,20958,21516,0.4246,18.38,21.59
"42067",24636,1650,10960,96.79,0.61,0.13,0.35,0.01,2.11,1.34,11.93,55.39,16.78,1559,3347,1598,1340,8739,1868,1862,1638,1489,4134,14589,14.5,17.54,8.78,6.71,11.52,23334,20936,0.3864,15.46,24
"42069",214437,18964,96821,92.01,2.53,0.15,1.7,0.03,3.59,2.98,13.87,54.11,17.67,11559,24174,14865,14879,80308,15579,16277,15086,13559,37895,132595,14.6,11.7,11.13,6.96,13.7,23187,25504,0.4535,11.02,20.49
"42071",519445,35058,202800,88.59,3.66,0.23,1.9,0.03,5.59,5.34,14.08,58.58,14.97,35521,70999,38100,35033,197752,37721,37680,33534,28458,77780,312650,10.7,16.41,8.97,6.28,10.32,27030,26283,0.4108,4.68,24.84
"42073",91108,7911,40956,93.83,3.84,0.08,0.41,0.01,1.83,0.58,12.22,51.82,18.8,4866,10817,6140,4993,31526,6548,7442,6944,5837,17128,54628,14.5,11.67,11.04,7.36,13.84,22558,22722,0.4234,10.36,21.24
"42075",133568,11390,55466,91.01,2.16,0.19,1.15,0.03,5.46,5.59,12.33,55.21,17.02,8458,16986,8731,7733,48298,9931,9798,9220,8148,22729,80074,11.6,14.76,11.1,6.79,10.24,27079,26598,0.4072,5.99,23.03
"42077",349497,24799,142377,79.05,6.13,0.37,2.93,0.04,11.48,11.57,13.12,57.77,14.77,21406,46142,24710,21151,134359,26771,26734,22917,19564,51604,215213,13,13.63,9.27,8.47,12.89,26640,27961,0.4452,6.37,23.66
"42079",320918,29519,148663,90.66,3.36,0.17,0.98,0.02,4.82,4.01,13.24,53.44,17.95,16528,35780,22008,20473,119200,24315,24465,22549,20486,57595,198523,15.4,12.22,11.54,7.25,15.07,23226,24446,0.4516,11.88,20.19
"42081",116111,11100,52621,92.65,4.48,0.19,0.58,0.02,2.09,0.79,14.88,55,16.46,6449,13299,8585,8698,44113,8565,9223,8383,6967,19112,72787,14.6,12.59,12.05,7.81,14.2,22289,22808,0.4217,11.68,20.85
"42083",43450,4421,21251,95.88,2.41,0.23,0.44,0.01,1.03,1.39,13.21,54.78,16.99,2372,5064,3074,2667,16368,3142,3478,3050,2595,7381,26920,17.1,11.15,12.92,9.52,15.67,21392,22471,0.436,18.15,21.06
"42085",116638,10987,51719,91.64,5.77,0.13,0.62,0.01,1.82,0.68,13.84,52.84,18.48,5962,14130,8724,7421,41537,8514,9239,8534,7166,21556,69853,15.9,11.88,12.03,8.4,13.25,22079,22395,0.4211,10.31,21.63
"42087",46682,4040,21535,97.53,0.64,0.11,0.36,0.01,1.34,0.55,11.35,53.52,18.51,2922,5989,2907,2390,16073,3452,3405,3200,2998,8643,27255,17.3,18.55,11.25,8.02,15.32,21676,20164,0.4097,11.99,23.1
"42089",169842,14358,80326,77.23,13.16,0.34,2.05,0.05,7.18,8.35,15.48,57.05,12.78,8688,23270,14706,11593,64944,14932,14499,11975,9833,21701,107567,13.2,10.54,11.12,11.15,11.73,24606,24920,0.3988,26.18,23.89
"42091",799874,52984,325269,81.14,8.67,0.15,6.45,0.04,3.56,2.85,11.9,56.37,15.09,47305,102883,51581,43590,300696,64482,63829,54755,45197,120727,495648,9,6.8,8.59,6.07,6.09,37780,41330,0.4566,5.28,22.94
"42093",18267,1573,7978,95.3,1.4,0.09,1.78,0.01,1.42,1.07,11.22,51.45,18.59,1050,2075,1135,915,6273,1412,1511,1375,1176,3395,10998,13.3,11.33,10.97,5.8,9.87,25333,28786,0.4708,8.9,21.21
"42095",297735,23268,120254,86.28,5.03,0.2,2.42,0.03,6.03,6.7,14,55.75,15.65,16231,36632,21897,19794,113125,23119,23616,20580,17826,46606,185952,12.4,12.01,9.99,7.45,9.63,27898,29229,0.4271,6.66,21.89
"42097",94528,9728,45039,95.37,2.03,0.15,0.35,0.01,2.07,1.43,11.52,52.09,18.53,5273,10522,5664,5228,33443,7151,7425,7031,6167,17516,57569,16.1,15.29,12.92,8.16,13.95,22137,22015,0.4196,12.92,20.57
"42099",45969,4247,20378,97.41,0.64,0.16,0.36,0.04,1.39,0.71,12.37,55.76,13.69,2761,5826,3272,2414,17045,3614,3771,3577,3081,6294,28969,13.8,14.34,12.07,6.91,10.04,28676,25340,0.3575,10.88,23.29
"42101",1526006,77456,669244,41.04,43.37,0.46,6.32,0.05,8.77,8.13,17.37,64.35,12.14,101053,181467,118297,146717,699399,98086,99884,87697,73111,185309,996860,16,19.63,6.57,12.44,26.24,21494,21946,0.502,13.26,22.53
"42103",57369,5349,38455,88.65,5.79,0.31,1.04,0.03,4.19,5.81,12.11,52.19,16.22,2823,7674,4339,2609,19442,5247,4839,4221,3820,9303,34708,15.1,8.41,12.09,11.17,10.09,27041,27456,0.4009,42.84,23.28
"42105",17457,1794,12927,98.12,0.38,0.26,0.26,0.01,0.98,0.63,11.49,50.14,19.49,974,2138,1189,817,5641,1345,1355,1333,1268,3403,10153,18.5,12.41,13.24,7.3,14.34,21141,22375,0.4431,45.41,22.35
"42107",148289,14761,69333,94.42,2.68,0.14,0.48,0.02,2.27,1.8,11.02,52.64,18.09,7711,16535,8715,7624,53811,11344,11717,10774,9569,26828,91723,17.2,14.15,12.48,8.16,12.35,23417,22752,0.4114,13.29,20.05
"42109",39702,2774,16011,96.91,1.08,0.13,0.54,0.02,1.32,1.05,16.41,57.63,15.48,2424,4923,3280,3236,15533,2801,2882,2669,2326,6144,24664,11.9,17.06,9,5.44,11.42,21878,23155,0.4313,10.34,22.4
"42111",77742,7075,38093,95.96,2.4,0.11,0.31,0.02,1.2,0.86,11.09,51.03,18.56,3702,8545,4548,4077,27428,5967,6482,5986,5201,14431,48180,17,15.61,11.3,7.75,13.14,21327,21585,0.4198,21.27,19.46
"42113",6428,741,6300,95.88,2.61,0.4,0.31,0,0.79,0.95,13.53,42.49,24.22,255,486,502,368,1990,499,576,524,541,1557,3845,20,13.11,13.8,5.78,13.92,19383,22633,0.438,62.29,15.96
"42115",43356,4261,22939,98.05,0.36,0.13,0.28,0.03,1.15,0.84,11.44,49.82,18.09,2173,5153,2902,2058,14274,3594,3868,3336,3113,7845,26344,17.5,11.88,12.52,7.48,12.2,23361,23672,0.4113,25.28,21.14
"42117",41981,4385,21348,97.31,0.79,0.22,0.44,0.01,1.23,0.66,15.34,53.13,18.01,2227,4706,3339,3099,15371,3049,3316,2993,2757,7562,25829,14.7,12.01,13.12,7.77,15.71,21032,22023,0.4214,19.91,20.46
"42119",44947,3409,16923,87.69,7.4,0.35,1.16,0.05,3.35,4.58,17.34,59.58,14.8,2097,4690,3584,4212,19993,3303,3141,2693,2376,6654,29983,12.2,15.73,9.28,7.06,12.59,20810,22087,0.4407,9.57,18.49
"42121",54984,5454,27450,97.1,1.04,0.15,0.36,0.02,1.33,0.5,11.43,50.84,17.98,3088,6459,3600,2684,18406,4180,4798,4494,3675,9884,33268,17.1,11.48,12.67,7.45,16.31,22288,21587,0.4034,17.94,21.52
"42123",41815,4449,23527,98.13,0.36,0.19,0.38,0.03,0.92,0.46,11.05,49.82,18.75,2088,4908,2655,1965,13835,3245,3598,3338,2963,7840,25257,16.6,10.53,13.48,6.52,12.04,23085,23874,0.4236,25.82,20.85
"42125",207820,18882,92991,94.15,3.25,0.12,0.64,0.01,1.83,0.74,12.68,52,17.5,10556,24240,13799,12547,73277,16034,17421,16033,13893,36366,128770,14.7,10.03,11.44,6.71,10.67,25629,27778,0.4356,9.54,20.54
"42127",52822,5377,31741,94.2,3.11,0.19,0.48,0.01,2,2.61,10.67,48.63,18.98,2182,5729,3236,2398,17778,4412,4516,4157,4020,10028,32752,16.8,12.76,12.74,7,12.11,22733,23889,0.4206,39.46,19.01
"42129",365169,34900,168159,95.35,2.34,0.1,0.74,0.02,1.45,0.55,11.51,49.85,18.86,17671,40568,23378,18643,123786,28598,31678,28706,25285,68877,223681,14.4,8.07,11.93,6.16,10.09,25380,27576,0.4389,8.98,19.88
"42131",28276,2535,13282,97.41,0.74,0.19,0.34,0.01,1.31,0.92,12.99,53.39,16.01,1521,3393,2018,1654,10182,2195,2300,2193,1964,4528,17599,15.8,10.81,11.44,6.75,12.28,23299,23777,0.4029,16.9,21.75
"42133",434972,35659,178594,88.54,5.6,0.22,1.24,0.03,4.37,3.39,12.49,57.21,14.04,26592,57089,29507,24822,165155,35172,34134,30031,25742,61057,271901,12.1,12.2,10.72,7.34,9.61,29089,27996,0.4021,5.86,23.45
"44001",49875,3800,20785,95.74,0.8,0.16,1.44,0.01,1.86,1.26,16.14,52.91,16.73,2179,5981,4125,3926,18230,4267,4182,3621,3072,8343,31372,11.6,11.5,9.61,7.22,7.58,31131,37606,0.4828,7.06,20.37
"44003",166158,14551,73633,93.42,1.45,0.26,2.03,0.02,2.82,1.92,11.6,53.51,15.69,8191,19512,10234,9046,61204,14014,14366,12215,10587,26069,105835,12.5,9.94,11.05,8.28,8.89,31271,32836,0.4334,6.67,20.62
"44005",82888,8558,41724,90.16,3.46,0.38,1.55,0.08,4.38,2.68,13.07,52.56,16.97,4044,9293,5543,5291,30232,6531,6571,6216,5938,14063,52399,10.9,7.55,13.35,5.69,8.31,33961,38559,0.4503,16.76,19.82
"44007",626667,37590,264255,73.41,8.46,0.66,3.67,0.07,13.73,12.24,16.31,60.74,13.47,37376,74810,48846,53338,268476,45882,45268,38682,31784,84389,404653,13.3,19.77,7.68,9.46,16.45,24950,26175,0.4692,9.74,21.96
"44009",126979,10483,62206,93.82,1.17,0.87,1.63,0.02,2.49,1.57,17.22,53.72,14.98,5658,14668,11298,10566,47893,10606,10663,9900,8574,19017,82471,9.7,7.39,10.38,6.37,8.3,32517,36709,0.4369,20.67,20.07
"45001",25417,1929,12066,69.6,28.28,0.24,0.3,0.02,1.57,0.65,13.61,54.34,16.54,1527,3223,1902,1556,9062,1780,1889,1937,1796,4203,15427,19.7,24.35,9.84,11.86,20.78,19286,17876,0.4337,18.13,22.77
"45003",160099,13950,72248,69.62,24.58,0.43,0.83,0.04,4.51,3.12,13.16,56.25,15.38,10046,20225,10993,10080,59781,11873,12147,11248,10160,24619,98652,13.6,15.56,11.3,8.6,18.92,24576,24677,0.4639,12.46,23
"45005",10419,651,4484,23.66,73.63,0.19,0.39,0.02,2.1,1.46,13.47,58.54,13.2,616,1277,720,683,4206,724,760,782,679,1375,6718,19.3,26.1,8.05,19.09,36.32,17407,14361,0.5471,23.24,22.32
"45007",187126,15321,84707,80.06,16.04,0.26,0.75,0.02,2.87,1.85,12.46,57.13,15.14,12069,25228,12518,10798,69617,13913,13807,12312,11851,28329,113972,16.4,18.64,10.76,9.67,16.23,22841,22218,0.4425,13.81,23.95
"45009",15987,1479,7678,36.09,61.53,0.26,0.43,0.02,1.67,1.04,18.2,56.53,16.04,942,1934,1569,1340,6162,1081,1089,1145,1069,2565,9849,19.8,22.78,11.93,9.4,26.78,18244,18680,0.5097,24.98,22.35
"45011",22621,1723,10448,52.6,44.27,0.38,0.56,0.02,2.17,1.29,13.39,57.55,14.03,1490,3247,1704,1325,8281,1711,1702,1593,1424,3173,13650,20.5,20.91,10.27,15.32,28.74,19818,18109,0.4672,21.49,25.63
"45013",162233,17832,92373,71.88,19.29,0.3,1.16,0.07,7.3,7.98,13.38,54.53,20.36,10960,18119,9956,11756,59383,9289,9291,9886,12273,33032,94853,11.6,9.16,14.79,7.5,11.64,27635,32725,0.4694,30.67,21.17
"45015",177843,20655,73303,66.48,25.03,0.6,2.28,0.1,5.51,3.96,14.72,64.34,10.01,13253,24279,12794,13378,76898,13047,12444,10703,9425,17794,115087,12.4,13.77,15.89,9.68,14.27,25655,23661,0.4167,13.52,25.28
"45017",15175,1343,7342,53.88,42.56,0.34,0.21,0.06,2.94,2.09,11.7,52.1,16.28,910,1798,982,793,5198,1184,1221,1260,1134,2470,9410,16.3,15.59,11.36,10.55,18.17,23503,22483,0.4576,16.97,21.71
"45019",350209,31555,170401,64.22,29.76,0.3,1.35,0.09,4.28,3.74,15.54,61.23,12.77,22886,38496,22528,31910,153065,23989,23993,22572,20487,44721,232830,10.8,12.18,11.41,8.54,17.69,26368,29858,0.4939,17.29,20.75
"45021",55342,3886,23943,75.03,20.38,0.36,0.57,0.03,3.63,2.2,13.76,59.56,13.45,3724,7543,3999,3618,21695,4001,3875,3712,3350,7442,34246,18.7,25.11,9.3,12.45,22.83,19032,18030,0.4554,11.87,24.67
"45023",33140,2487,14706,59.79,37.38,0.41,0.33,0.02,2.08,0.85,12.91,56.45,14.59,2201,4267,2333,1946,12241,2537,2568,2388,2103,4835,20377,17.2,22.63,9.92,13.56,24.02,19066,17927,0.4626,15.19,23.92
"45025",46734,3176,21380,62.81,32.64,0.51,0.37,0.03,3.65,2.29,13.21,58.12,13.55,2987,6406,3447,2725,17771,3567,3412,3221,3038,6332,28845,15,26.46,9.09,10.13,24.52,19391,17464,0.46,18.37,24.73
"45027",34971,3150,17396,47.02,50.05,0.25,0.64,0.01,2.02,1.67,14.54,54.12,16.78,2052,4273,2580,2505,12602,2407,2648,2553,2569,5867,21295,21.2,23.65,11.64,14.87,22.83,16840,17147,0.4713,29.78,22.33
"45029",38892,3889,19832,57.01,39.03,0.83,0.32,0.02,2.79,1.8,12.63,55.48,15.63,2579,5221,2682,2229,13777,2937,2826,2869,2605,6078,23322,19.6,23.32,13.33,12.22,21.64,18397,18221,0.4627,23.76,24.41
"45031",68681,4535,30303,55.86,41.6,0.28,0.3,0.01,1.95,1.07,13.24,56.96,14.26,4359,9279,5083,4013,25483,5012,5110,5127,4518,9793,42230,16.4,21.77,8.72,12.26,22.31,21046,20041,0.4596,12.47,24.25
"45033",32062,2086,13687,48.03,46.1,2.46,0.24,0.02,3.13,1.5,13.78,60.2,12.97,2379,4687,2430,1988,12236,2257,2316,2173,1855,4159,19329,17.6,30.08,8.95,12.41,32.78,16222,14569,0.4665,13.98,26.74
"45035",136555,14345,54912,67.83,25.83,0.66,1.5,0.11,4.08,2.74,13.23,63.73,10.14,9759,20762,10033,8027,56510,10796,9464,8111,7304,13849,85680,11.2,11.11,14.55,8.88,11.37,28084,24736,0.406,10.05,27.11
"45037",26985,2389,10521,58.64,37.17,0.25,0.35,0.04,3.55,4.36,12.56,56.93,13.06,1408,3273,1822,1566,10681,2143,2178,1972,1806,3524,17690,14.5,18.73,11.33,9.14,19.81,21451,20567,0.4471,14.3,21.39
"45039",23956,2144,11640,38.55,59.14,0.21,0.23,0.01,1.86,1.07,12.48,53.47,14.88,1436,2972,1616,1373,8402,1862,2016,1934,1769,3565,14960,16.7,19.9,11.63,9.83,23.24,20418,20162,0.4875,18.6,22.67
"45041",136885,9862,58489,54.88,41.28,0.34,1.22,0.02,2.27,1.38,13.89,59.76,13.16,9226,18695,9439,9580,53876,9782,9672,9303,8314,18017,85168,15.4,17.54,9.58,10.06,19.92,21954,22381,0.4668,11.66,24.62
"45043",60158,6113,33681,63.18,33.6,0.23,0.45,0.02,2.52,1.97,10.83,49.49,19.81,3351,7303,3705,2813,19118,4065,4489,4812,5100,11920,35218,16.2,15.26,12.94,11.9,20.11,21384,24513,0.5026,33.61,21.64
"45045",451225,32645,195348,73.82,18.06,0.31,1.96,0.06,5.79,5.3,13.45,61.03,12.76,31164,59964,30722,29967,184263,33257,31891,28200,24905,57581,284327,11.3,14.66,9.51,8.29,15.17,25349,26657,0.4744,10.81,24.23
"45047",69661,5095,31000,62.85,31.36,0.28,0.82,0.04,4.65,3.3,14.84,59.25,15.14,4735,8923,5259,5077,27613,4777,4630,4325,4114,10544,42610,14.7,20.59,9.61,12.3,20.7,21002,21026,0.4619,15.2,23.7
"45049",21090,1354,9108,42.67,53.86,0.31,0.54,0.04,2.58,2.77,13.05,59.09,13.41,1347,2799,1524,1229,8316,1528,1575,1420,1276,2829,13170,19.2,24.23,8.5,13.39,24.7,18185,19223,0.4959,19.98,24.14
"45051",269291,27985,185438,79.87,13.44,0.47,1.05,0.11,5.06,4.18,13.09,54.82,17.11,15303,29781,16805,18432,102534,18817,18260,18755,19771,46070,168979,14.1,12.67,12.94,9.56,17.98,22222,24144,0.452,38.84,20.14
"45053",24777,1643,10213,43.02,46.03,0.49,0.71,0.05,9.69,9.74,15.01,63.52,11.18,1859,3257,1751,1969,10622,1793,1749,1428,1300,2769,15867,15.2,22.25,8.86,9.65,22.37,20325,17366,0.4386,20.89,24.79
"45055",61697,5747,27438,71.26,24.62,0.32,0.49,0.05,3.27,2.32,12.1,56.44,14.26,4110,8376,4182,3281,22338,4691,4873,4407,4105,8797,37761,15,16.14,12.44,10.02,16.15,23925,22351,0.4407,12.71,24.54
"45057",76652,6196,32381,71.55,23.85,0.31,0.64,0.02,3.63,2.72,11.66,57.44,15.31,5184,9677,4823,4114,29167,5488,5153,5029,5217,11737,47084,13.8,18.32,10.56,11.95,20.79,22326,20899,0.437,10.6,23.26
"45059",66537,5200,30740,70.41,25.45,0.23,0.28,0.05,3.59,2.41,14.06,56.86,15.01,4307,8389,4901,4455,25137,4918,4885,4691,4222,9988,41122,19.1,22.91,10.16,11.4,20.02,20738,19636,0.4259,18.63,23.19
"45061",19220,1081,7786,33.4,64.3,0.27,0.31,0.02,1.71,1.19,14.1,57.29,13.51,1116,2369,1334,1376,7527,1454,1554,1411,1193,2596,12361,16.2,29.28,7.26,14.9,27.55,16614,14675,0.4572,15.54,22.18
"45063",262391,23202,113810,79.28,14.3,0.43,1.42,0.05,4.52,3.58,12.92,60.18,12.24,17472,35671,17581,16313,104771,20242,19604,17214,15306,32111,166118,11.2,11.75,11.73,7.96,12.39,29125,26774,0.4201,9.17,24.45
"45065",10233,1328,5420,48.71,49.67,0.1,0.33,0.06,1.12,0.66,8.82,42.94,23.93,424,760,455,448,3210,728,799,829,1034,2449,6302,17.9,22.03,15.26,11.37,14.14,21285,21313,0.4689,25.9,14.48
"45067",33062,2396,14969,40.63,55.88,0.44,0.53,0.01,2.51,1.48,12.85,56.13,14.68,2249,4348,2363,1887,11961,2240,2493,2548,2371,4852,20139,18,19.28,9.6,12.09,25.23,17042,16783,0.4712,19,24.41
"45069",28933,1843,12039,41.43,50.91,4.52,0.26,0.01,2.87,2.35,12.58,58.75,13.06,1676,3443,1872,1769,11879,2236,2139,1974,1807,3779,18831,19.6,29.68,8.19,12.98,29.19,16822,14466,0.4711,17.93,21.85
"45071",37508,2764,17887,62.12,31,0.35,0.33,0.09,6.12,4.3,13.73,56.2,15.89,2426,4716,2643,2507,13939,2664,2704,2611,2489,5959,23005,14,24.03,9.58,9.47,16.74,23335,21900,0.4487,20.75,22.78
"45073",74273,7916,38617,87.75,7.56,0.24,0.59,0.01,3.85,2.7,12.15,51.99,18.99,4168,8738,4798,4228,25711,5079,5556,5327,5588,14106,44460,19.3,17.48,13.55,11.29,19.18,21807,24282,0.4737,21.54,21.15
"45075",92501,6375,42386,34.35,62.2,0.53,0.81,0.02,2.1,1.26,16.51,57.88,14.85,6162,11480,7490,7784,35900,6573,6365,6444,5843,13734,57328,16.2,21.06,8.99,13.03,24.5,18607,18289,0.4917,18.39,23.18
"45077",119224,8889,51239,88.7,6.59,0.19,1.6,0.01,2.91,2.04,21.99,61.81,13.41,6429,13630,11466,14757,53631,8049,7786,7127,6579,15993,78944,14,17.75,9.38,10.2,18.39,18894,20878,0.4447,13.68,20.37
"45079",384504,33874,161660,47.33,45.91,0.32,2.22,0.11,4.11,3.41,19.29,66.12,9.76,24463,47784,33358,40822,182003,26116,25452,22558,18587,37541,259410,11.1,10.43,11.94,8.67,16.42,25081,26149,0.4686,11.41,22.77
"45081",19875,1388,9255,61.09,26.31,0.42,0.19,0.32,11.67,9.69,12.64,56.99,16.08,1365,2459,1316,1196,7503,1388,1374,1361,1230,3195,12099,15.5,22.32,9.15,10.92,18.14,20515,19614,0.4542,25.94,23.05
"45083",284307,22142,122623,72.34,20.6,0.27,2.02,0.03,4.74,3.56,14.04,59.78,13.45,18970,38386,21032,18886,112591,20998,19948,18535,16652,38227,176630,14.8,19,10.29,9.6,17.02,22162,22019,0.4454,12.89,24.43
"45085",107456,12126,46079,48.23,46.92,0.36,1.11,0.09,3.3,2.12,15.02,61.61,12.96,7949,14922,7921,8218,43333,7486,7702,6517,5626,13921,66104,15.8,17.69,15.71,11.58,18.18,22066,20005,0.4318,14.61,25.53
"45087",28961,2013,14102,66.59,31.3,0.23,0.27,0.04,1.56,0.58,12.18,54.13,16.47,1674,3676,1980,1548,10328,2212,2264,2093,1945,4769,17592,21.2,23.21,9.05,13.46,21.46,19429,18662,0.4522,16.1,22.79
"45089",34423,2122,15371,31.78,65.76,0.33,0.4,0.01,1.72,1.69,12.92,56.08,14.64,2051,4515,2470,1978,12740,2384,2651,2694,2349,5039,21262,18.8,22.93,8.07,10.48,29.92,15565,14741,0.4785,26.22,23.59
"45091",226073,17049,94007,74.82,19.02,0.86,1.51,0.06,3.73,2.78,13.43,61.87,11.34,15534,32569,16108,14251,91769,17691,16338,14129,12417,25626,142703,11.3,13.05,10.1,9.48,13.19,27261,26350,0.4418,8.72,25.54
"46003",2710,223,1248,95.09,0.41,1.48,0.66,0,2.36,2.25,10.48,52.29,19.89,194,381,188,96,842,189,203,186,176,539,1446,12,13.29,11.3,2.05,8.34,23888,21777,0.4053,15.22,26.75
"46005",17398,1501,8301,89.66,0.84,1.09,3.63,0.1,4.68,4.73,12.32,54.24,17.28,1300,2167,1147,997,5970,1305,1400,1281,969,3006,10173,14.8,15.97,11.25,3.45,12.7,25274,25845,0.4428,12.11,24.25
