"GEOID","TotPop","TotVetPop","TotUnits","WhiteP","BlackP","AmIndP","AsianP","PacIsP","OtherP","HispP","A15_24P","Und45P","Ovr65P","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age18_64","DisbP","NoHsP","VetP","UnempP","PovP","MedInc","PciE","GiniCoeff","VacP","ChildrenP"
"01001",54571,6036,22077,78.53,17.67,0.43,0.87,0.06,2.45,1.52,13.51,62.23,12,3579,8281,4290,3080,22100,4332,3873,3083,2777,6546,33412,15,14.89,15.39,7.53,11.55,27775,25253,0.4122,9.71,26.78
"01003",182265,19903,103984,85.67,9.38,0.67,0.74,0.05,3.49,2.85,11.55,55,16.77,11158,23525,11600,9449,65558,13431,13490,12523,12012,30568,109799,14,11.62,14.13,7.66,13.26,25643,26769,0.4364,30.04,22.99
"01005",27457,2174,11878,48,46.89,0.42,0.39,0.11,4.2,3.37,12.84,57.96,14.24,1702,3241,1731,1794,10971,2108,1910,1817,1799,3909,17533,20.5,26.41,10.13,11.3,26.07,16033,16532,0.4758,20.67,21.91
"01007",22915,1650,8958,75.85,22.02,0.28,0.1,0.06,1.69,1.35,13.24,60.61,12.68,1378,2845,1543,1491,9665,1805,1581,1401,1334,2906,14808,16.2,23.86,9.44,9.71,16.49,19745,17611,0.4212,17.55,22.7
"01009",57322,4245,23761,92.58,1.33,0.54,0.2,0.07,5.29,4.75,12.46,58.48,14.72,3616,7964,4033,3107,21942,4163,3922,3694,3582,8439,34777,17.3,24.34,9.77,9.12,14.73,22915,21155,0.4112,11.49,24.61
"01011",10914,739,4501,22.97,70.24,0.21,0.18,0.39,6,4.44,13.17,58.1,13.46,742,1245,726,711,4354,845,852,768,639,1469,7015,19.1,29.69,8.8,13.03,22.17,19179,19822,0.4979,16.91,22.26
"01013",20947,1690,9973,54.42,43.42,0.29,0.84,0.03,1,0.62,12.23,55.63,16.66,1372,2816,1391,1170,7465,1428,1552,1531,1294,3489,12402,19,23.73,10.73,11.93,25.69,18106,17564,0.4691,18.29,24.14
"01015",118572,11636,53293,74.92,20.56,0.46,0.71,0.08,3.26,2.09,14.87,58.6,14.33,7204,15240,8607,9022,47043,8291,8695,8024,7085,16990,74456,18.9,21.2,12.82,11.51,21.41,19649,20881,0.4532,14.13,22.88
"01017",34215,2736,17000,58.78,38.75,0.2,0.49,0.03,1.75,1.06,12.34,54.63,16.68,1953,4282,2298,1925,12456,2402,2647,2467,2302,5706,20806,21,26.22,10.36,13.84,23.27,18092,18478,0.4576,19.8,22.51
"01019",25989,2054,16168,92.66,4.65,0.52,0.21,0,1.96,0.66,11.27,51.54,17.9,1390,3154,1670,1258,8851,1919,2101,1909,2014,4651,15772,20.5,22.92,9.99,9.53,19.48,21349,22472,0.4556,27.28,21.42
"01021",43643,3144,19240,84.12,9.69,0.36,0.3,0.13,5.41,4.81,12.73,60.1,13.57,2996,6073,2983,2573,17162,3017,3180,2807,2487,5921,26762,17.5,24.26,9.61,10.25,18.57,22172,21132,0.4468,15.32,25.11
"01023",13859,863,7301,55.78,43.38,0.13,0.09,0,0.62,0.4,11.36,52.3,18.18,749,1818,904,670,4681,1044,1085,1020,943,2519,8199,25,25.87,8.05,13.69,20.18,16592,19354,0.4709,27.37,22.66
"01025",25833,1585,12632,54.47,43.88,0.4,0.3,0.02,0.94,0.71,12.62,56.32,16.16,1468,3646,1997,1264,9435,1914,1960,1706,1530,4174,15270,17.5,21.59,8.18,14,26.38,17329,19563,0.52,26.21,24.73
"01027",13932,1095,6762,81.68,14.83,0.39,0.17,0,2.92,1.87,11.91,54.14,17.58,801,1773,912,747,4969,1078,1042,919,901,2449,8339,19.7,25.83,10.24,10.65,19.83,19046,18136,0.4216,15.2,22.57
"01029",14972,920,6706,94.04,3.33,0.34,0.15,0.07,2.08,1.24,12.35,56.18,15.77,938,1939,1080,769,5534,1109,1040,1030,1021,2361,9060,18,25.77,8.14,10.99,17.98,18926,19049,0.4381,17.72,23.72
"01031",49948,6153,22384,74.74,16.74,1.29,1.29,0.2,5.75,4.02,12.9,59.86,14.44,3303,6644,3370,3073,19954,3453,3350,3106,2928,7210,30654,17.2,18.23,17.07,6.43,17.15,24492,23441,0.4445,15.11,24.19
"01033",54428,4419,25796,80.45,16.11,0.49,0.42,0.04,2.49,1.18,12.14,54.16,17.39,3134,6719,3598,3010,19623,4051,4208,3733,3497,9463,32931,19.2,16.58,10.43,7.93,16.21,22068,22186,0.441,13.59,22.11
"01035",13228,1115,7103,51.32,46.48,0.33,0.13,0.01,1.73,0.85,12.22,52.09,17.86,776,1669,976,640,4446,979,1031,1000,965,2362,7824,21.5,24.23,10.96,18.21,30.35,16203,16648,0.5235,31.31,23
"01037",11539,951,6466,66.28,31.04,0.35,0.14,0.13,2.06,1.42,11.58,51.17,17.07,561,1325,781,555,4018,863,1005,943,854,1970,7199,19.5,24.21,10.54,12.31,20.2,19281,18855,0.4264,29.28,20.54
"01039",37765,3663,18821,84.79,12.49,0.57,0.41,0,1.74,0.86,11.76,53.2,18.37,2265,4755,2482,1961,13071,2731,2920,2626,2458,6939,22303,23,22.65,12.53,9.3,20.88,18598,20153,0.4657,20.84,22.57
"01041",13906,1171,6742,72.61,23.4,0.41,1.36,0.06,2.16,1.07,12.39,55.38,15.89,829,1867,989,734,5005,1053,1069,934,939,2210,8388,20.4,23.69,11.02,7.91,18.44,20502,21480,0.4715,16.23,23.79
"01043",80406,6561,37026,94.69,1.06,0.51,0.43,0.02,3.29,2.59,12.7,56.57,15.93,4931,10419,5442,4769,30139,5950,5837,5192,5128,12810,48955,17.6,21.2,10.63,8.42,18.59,20805,20653,0.4471,15.5,23.18
"01045",50251,6943,22700,74.1,19.26,0.74,1.06,0.09,4.75,3.49,13.34,60.89,13.45,3690,6809,3250,3454,20098,3454,3528,3077,2836,6759,31015,20,15.8,19.7,7.23,15.98,23853,22707,0.4271,13.62,24.83
"01047",43820,2987,20248,29.14,69.43,0.19,0.34,0.03,0.87,0.48,13.8,58.47,14.07,3197,6368,3343,2705,16058,3145,3369,2916,2602,6165,26060,22.3,24.67,9.33,15.87,36.45,16163,16907,0.518,20.09,26.46
"01049",71109,4396,30974,84.5,1.52,1.36,0.29,0.21,12.13,7.43,12.52,60.32,13.89,5046,10242,5021,3883,27605,4860,4854,4363,4264,9875,42868,16.1,29.48,8.35,9.85,19.52,19561,18494,0.4523,17.51,25.83
"01051",79303,8224,32498,76.23,20.05,0.36,0.65,0.08,2.63,1.79,13.52,60.72,11.9,4859,10462,5579,5144,32835,6367,5890,4908,4546,9436,51160,15,13.8,13.67,7.6,12.96,25571,24007,0.4039,13.4,23.59
"01053",38319,3085,16525,62.07,31.89,3.36,0.24,0.03,2.41,1.29,12.47,57.92,15.17,2385,4770,2553,2227,15038,2728,2858,2505,2223,5812,23828,19,24.81,10.57,12.83,24.91,17840,16294,0.4656,16.01,22.65
"01055",104430,9170,47491,80.27,15.13,0.43,0.64,0.16,3.37,1.93,12.73,56.38,15.81,6140,13445,7224,6070,39296,7260,7634,7257,6890,16508,63936,19.3,18.26,11.44,10.07,18.76,20362,20672,0.4514,14.59,22.97
"01057",17241,1345,8450,86.48,11.42,0.3,0.21,0,1.58,0.76,12.38,53.22,17.89,997,2145,1211,924,6033,1285,1270,1252,1175,3084,10320,24.1,24.21,10,7.46,19.11,17569,18675,0.4414,15.63,22.26
"01059",31704,2066,14023,83.02,3.87,0.68,0.2,0.03,12.2,8.83,13.15,59.52,15.22,2266,4254,2223,1946,12349,2152,2133,1952,1773,4825,19012,18.4,26.94,8.67,8.52,19.8,20271,19282,0.4483,11.25,24.81
"01061",26790,2364,12670,86.33,9.48,0.84,0.25,0.03,3.08,1.98,12.27,53.96,17.45,1576,3320,1788,1498,9559,1968,1988,1858,1847,4674,16125,23.3,24.72,11.4,8.68,19.98,18341,19393,0.4525,13.3,22.36
"01063",9045,468,5017,17.41,81.48,0.19,0.17,0,0.75,0.45,13.75,53.55,16.08,555,1216,738,506,3073,613,774,768,592,1454,5397,23.3,24.42,6.82,18.7,32.88,15685,15062,0.5081,35.08,24.26
"01065",15760,1114,7682,39.76,59.02,0.16,0.22,0.01,0.84,0.57,13.47,55.7,15.04,954,2199,1225,898,5626,1270,1222,1142,977,2370,9475,21.6,26.85,9.41,13.34,27.69,16847,17210,0.4905,22.35,24.84
"01067",17302,1532,8878,68.58,28.56,0.33,0.31,0.01,2.21,1.35,11.36,52.68,17.59,937,2215,1138,827,5962,1231,1265,1287,1361,3044,10340,18.3,20.96,11.44,11.25,16,21772,20897,0.4333,22.22,22.64
"01069",101547,9431,45310,69.97,25.78,0.44,0.81,0.05,2.96,1.92,12.48,58.57,14.45,6731,13987,6690,5986,38762,7355,7406,6648,5983,14675,61946,17,16.73,12.36,6.96,17.69,21838,23375,0.4712,14.52,24.55
"01071",53227,3925,24798,90.83,3.35,1.35,0.35,0.09,4.03,1.45,11.77,54.68,16.48,2975,6879,3548,2718,19248,3853,4128,3785,3586,8773,32469,18.5,25.05,9.51,7.49,16.19,20931,20101,0.4377,14.52,22.52
"01073",658466,48171,301202,53.03,42,0.26,1.39,0.04,3.29,2.6,13.83,60.16,13.13,43897,84275,44662,46405,267957,46460,48773,44702,35959,86443,417495,14.2,12.75,9.58,8.82,17.04,24870,26760,0.4948,13.93,23.47
"01075",14564,1251,7372,86.69,11.28,0.16,0.03,0.01,1.82,0.8,10.96,51.92,18.76,861,1825,865,731,4876,1066,1144,1046,1014,2732,8605,21.1,23.73,11.1,8.45,20.08,19202,21410,0.5026,17.16,22.16
"01077",92709,7277,43762,86.41,9.99,0.36,0.74,0.04,2.46,1.36,14.87,55.84,16.78,5158,11184,6699,7088,35423,6523,6757,6295,5816,15553,57174,17.7,16.75,10.02,8.22,17.94,21224,22833,0.4505,12.48,21.55
"01079",34339,2207,15227,77.6,11.47,5.69,0.12,0.02,5.1,0.89,12.81,56.38,14.56,2156,4280,2437,1963,12925,2848,2633,2269,2229,4999,21376,19.8,22.05,8.43,10.24,16.13,21105,20315,0.4183,11.73,23.19
"01081",140247,10157,62638,71.31,22.75,0.32,2.61,0.07,2.95,2.27,24.44,69.18,9.07,8687,17443,13185,21095,70888,8792,8354,7124,6243,12716,95940,12.3,13.97,9.36,8.61,21.06,21080,23162,0.4776,11.64,22.53
"01083",82782,7205,34658,80.34,12.6,0.66,1.12,0.05,5.24,3.27,12.11,60.09,12.31,5352,11100,5317,4707,33290,6762,6205,5166,4720,10187,52736,13.3,18.93,11.41,7.94,13.33,25451,24872,0.4448,10.02,23.99
"01085",11299,724,5176,25.3,73.55,0.22,0.12,0,0.81,0.49,13.8,55.51,14.65,746,1476,860,699,4050,945,918,830,679,1655,6912,21,23.81,8.5,14.68,23.56,16804,17895,0.5192,17.85,24.18
"01087",21452,1835,10285,15.47,82.64,0.14,0.35,0.01,1.38,0.86,22.09,59.23,14.13,1169,2317,2289,2450,9221,1367,1473,1550,1324,3031,14001,20.2,20.44,10.86,13.95,28.13,16140,16402,0.4751,21.3,20.6
"01089",334811,34377,146628,68.18,24.01,0.76,2.47,0.11,4.47,3.04,14.66,60.45,12.21,20869,44119,24777,24321,137413,28126,25690,20576,17145,40873,214448,12.2,10.53,13.54,8.35,12.41,28736,31367,0.4597,10.48,23.74
"01091",21027,1593,10255,46.37,51.7,0.16,0.25,0.06,1.45,1.13,13.34,55.91,16.28,1307,2853,1644,1161,7597,1472,1580,1461,1333,3424,12412,23.3,16.97,10.08,9.29,22.75,19168,20208,0.4978,16.33,24.69
"01093",30776,2398,14731,93.55,3.85,0.33,0.18,0.05,2.05,1.17,11.51,53.29,18.34,1712,3765,1917,1626,10922,2285,2237,2072,2138,5645,18466,22.8,28.31,9.97,9.81,20.92,17706,18610,0.4527,13.6,21.66
"01095",93019,7446,40222,87.58,1.61,0.76,0.51,0.11,9.43,7.09,13.06,59.07,14.9,6546,12703,6568,5584,35695,6606,6402,5786,5419,13862,55898,16.9,25.44,10.69,8.35,19.95,20484,20480,0.4613,14.48,25
"01097",412992,35202,178278,60.21,34.62,0.89,1.83,0.05,2.4,1.68,14.51,60.51,12.91,28159,56767,30802,29130,164980,29546,30429,26672,23118,53321,256090,15.6,16.36,11.43,9.82,19.49,22669,22581,0.4695,12.06,25.08
"01099",23068,1240,11339,55.13,41.68,1.13,0.29,0.04,1.73,0.61,12.97,56.27,15.68,1382,3314,1821,1172,8284,1680,1711,1686,1393,3618,13609,18.7,24.06,7.2,12.88,25.97,18443,16943,0.4709,23.21,25.32
"01101",229363,20800,101956,39.53,54.71,0.26,2.1,0.07,3.33,2.39,15.52,63.04,11.96,15872,30837,16751,18836,97874,15752,15813,14143,11651,27421,145775,16,14.72,12.18,7.64,20.4,23327,24765,0.4739,12.95,24.49
"01103",119490,9801,51180,79.84,11.87,0.87,0.58,0.09,6.75,4.68,12.58,58.38,14.12,7487,16105,8091,6944,46171,9200,8785,7829,7042,16871,73995,15.5,18.04,10.81,9.83,15.06,22819,23809,0.4396,10.01,23.96
"01105",10591,714,4764,30.25,68.7,0.16,0.28,0.05,0.56,0.81,17.56,58.16,16.7,674,1414,1048,812,4072,632,759,673,598,1769,6269,28.3,27.66,9.02,15.96,26.92,13634,14527,0.469,26.34,24.11
"01107",19746,1494,9485,56.26,41.58,0.14,0.18,0.01,1.82,1.23,12.78,54.17,16.89,1191,2580,1376,1147,6926,1511,1509,1469,1224,3336,11809,24.1,22.53,9.92,12.43,27.43,17216,17024,0.4594,15.42,23.3
"01109",32899,2429,15272,58.19,36.64,0.58,1.99,0.07,2.53,1.44,24.75,64.27,12.8,1846,3682,3308,4833,15615,1899,2026,1866,1754,4211,22006,14.9,18.42,9.32,8.67,27.05,18658,19380,0.4961,14.96,20.31
"01111",22913,1671,11910,76.52,20.11,0.37,0.24,0.02,2.75,1.62,12.63,54.98,16.97,1385,3072,1689,1206,8141,1632,1684,1584,1527,3888,13552,20.8,28.36,9.52,10.25,23.11,19131,19817,0.491,26.1,23.89
"01113",52947,5492,24979,53.73,41.81,0.41,0.45,0.21,3.39,2.26,14.25,61.5,12.69,4005,7103,3886,3661,21452,3746,3744,3339,2838,6720,32728,21.2,21.63,14.06,9.93,22.19,20642,18792,0.4417,16.31,25.5
"01115",83593,6924,35336,88.21,8.55,0.34,0.62,0.06,2.22,1.26,11.85,59.33,13.05,5533,10925,5374,4530,33138,6472,6160,5474,4982,10909,52858,16.2,19.27,10.9,9.51,14.82,24822,23144,0.4249,12.36,23.72
"01117",195085,13858,80956,83.01,10.63,0.28,1.91,0.04,4.13,3.76,11.99,62.53,10.57,13136,28571,12688,10697,80282,15183,14250,12429,10607,20627,124496,11.1,8.51,9.53,5.9,7.7,33709,34081,0.4307,9.06,25.61
"01119",13763,700,6796,24.17,74.95,0.08,0.24,0.03,0.53,0.52,19.78,57.96,14.99,761,1649,1303,1420,5567,932,1075,984,732,2063,8632,25.6,24.57,6.6,15.49,38.1,13246,13951,0.4952,26.93,22.29
"01121",82291,6937,37037,65.3,31.66,0.32,0.41,0.01,2.29,1.45,12.89,57.85,14.09,4941,10844,5747,4857,31820,5973,6261,5704,5157,11591,51415,20.2,22.12,11.02,12.59,22.89,18423,18744,0.4509,14.8,23.44
"01123",41616,3716,22046,69.89,26.63,0.29,0.47,0.02,2.69,1.73,12.22,53.47,17.28,2410,5063,2848,2237,14779,2938,3248,3039,2946,7193,25204,20.2,22.24,11.51,10.12,19.52,20590,21609,0.4593,25.89,22.15
"01125",194656,12207,84890,66.27,29.6,0.27,1.18,0.06,2.62,2.15,23.29,66.28,10.81,11596,23114,18398,26934,94309,11576,12148,11559,9304,21050,131820,12.6,14.23,8.01,7.28,19.22,20949,22487,0.474,19.99,21.47
"01127",67023,5546,30912,91.23,5.86,0.37,0.29,0.05,2.19,1.3,12.08,55,16.25,3871,8541,4360,3737,24452,4944,4992,4857,4472,10894,41022,23.2,23.93,10.69,11.78,19.84,20067,20689,0.4506,15.81,22.54
"01129",17581,1070,8407,65.46,24.91,8.03,0.11,0.07,1.42,0.61,13.05,57.13,14.73,1054,2551,1367,928,6439,1308,1318,1212,1109,2590,10507,22,20.09,8.23,15.3,17.12,21391,20797,0.4428,20.36,25.5
"01131",11670,492,5680,26.79,72.54,0.12,0.03,0.01,0.51,0.45,13.22,57.28,15.01,712,1840,936,607,4132,767,897,850,720,1752,6768,16.4,28.72,5.77,19.51,39.4,13287,13163,0.522,36.2,26.99
"01133",24484,1856,13432,95.61,0.47,0.67,0.25,0.11,2.9,1.54,11.31,52.65,17.7,1329,3021,1524,1246,8542,1919,1841,1709,1790,4333,14852,24.3,30.09,9.69,9.21,24.23,17110,19099,0.478,28.95,21.64
"02013",3141,92,597,21.01,6.97,27.89,35.98,0.6,7.55,11.49,11.24,56.67,4.93,123,193,104,249,1464,431,340,264,171,155,2615,6.4,20.38,3.23,3.21,16.47,21699,24932,0.392,34,11.81
"02016",5561,407,1949,36.04,5.97,15.41,28.88,1.85,11.85,11.27,10.48,60.24,3.47,205,453,249,334,2692,627,605,458,328,193,4553,7.3,20.96,8.82,3.61,10.46,25922,32014,0.3772,49.15,14.66
"02020",291826,30854,113070,65.96,5.56,7.93,8.08,2.02,10.45,4.68,15.61,66.17,7.24,21961,41061,21187,24379,130068,22394,22175,19088,13940,21139,194901,10.7,7.67,14.87,6.31,7.73,34719,36145,0.4145,6.68,25.97
"02050",17013,826,5907,11.13,0.38,82.93,0.94,0.16,4.46,0.63,17.44,72.35,6.12,1796,3431,1618,1349,7082,1162,1048,850,603,1041,9754,10.1,20.01,7.57,15.12,21.8,15577,19055,0.4492,27.09,36.55
"02060",997,91,934,48.24,0,33.5,0.8,0.3,17.15,1.5,11.43,53.16,8.32,48,131,65,49,351,109,116,103,56,83,689,14.1,9.98,13.52,6.6,6.16,41765,37150,0.3456,59.85,22.57
"02068",1826,187,1581,89.65,0.55,3.56,1.04,0.05,5.15,1.64,8,54.38,7.5,114,232,97,49,647,189,191,198,118,137,1278,10.4,11.29,13.17,2.52,10.57,42130,38621,0.3579,54.65,22.51
"02070",4847,211,2427,18.11,0.23,71.59,0.66,0.12,9.28,1.18,17.68,66.58,7.57,452,861,463,394,1914,381,360,327,185,367,2885,12.3,17.41,6.46,12.62,17.91,17488,22066,0.426,45.04,32.91
"02090",97581,11438,41371,77.04,4.53,7.05,2.66,0.41,8.32,3.58,17.29,68.44,6.53,7922,13283,6778,10095,45580,6625,6920,6301,4575,6375,66205,10.1,6.74,17.03,5.64,8,32844,32344,0.4066,13.61,25.62
"02100",2508,278,1590,83.17,0.4,9.17,0.56,0,6.7,1.28,8.53,46.61,13.76,128,276,135,79,765,228,250,274,242,345,1664,15.5,3.33,14.5,8.35,6.44,27614,29141,0.398,28.36,19.9
"02105",2150,235,1797,47.16,0.37,41.4,0.56,0.05,10.47,2.14,10.74,48.42,13.4,125,219,137,94,697,183,208,235,195,288,1438,18.6,11.16,13.37,11.29,13.86,23427,28288,0.4445,44.41,19.72
"02110",31275,2783,13052,69.75,0.89,11.8,6.14,0.7,10.72,3.22,13.26,60,8.43,1982,3983,2212,1934,12799,2669,2772,2575,1860,2635,21304,9.7,4.23,11.62,4.85,6.42,38721,37917,0.3869,5.59,23.46
"02122",55400,6127,30302,84.58,0.49,7.37,1.14,0.21,6.21,1.89,12.68,55.65,11.33,3464,7196,3959,3066,20170,4384,5143,5057,3710,6276,36013,15.6,7.17,14.51,8.19,9.12,26683,30789,0.4266,27.52,23.67
"02130",13477,1381,6190,68.09,0.58,14.17,7,0.2,9.97,2.33,13.07,58.71,10.14,903,1733,937,824,5277,1124,1175,1073,825,1367,8883,12.7,6.26,13.9,7.26,10.25,33070,30610,0.3929,13.3,23.94
"02150",13592,1047,5326,55.34,0.68,13.22,19.57,0.64,10.55,4.25,14.46,66.45,6.73,1151,2102,1004,962,5779,1089,1041,875,640,915,8783,11.4,8.36,11.85,4.88,11.54,28010,27865,0.3631,16.11,28.65
"02164",1631,84,1653,23.3,0.55,65.05,0.37,0.31,10.42,0.92,17.04,65.24,7.79,138,260,149,129,666,134,140,95,71,127,1012,15.8,15.15,8.11,8.12,23.14,19043,22087,0.4412,65.52,30.17
"02170",88995,9519,40578,84.88,0.96,5.51,1.23,0.25,7.17,2.09,13.48,63.97,7.94,6900,14271,6985,5009,35761,7067,7279,6364,4284,7069,56207,11.2,7.7,15.06,9.48,9.86,27822,29465,0.3955,23.79,28.9
"02180",9492,622,3979,16.35,0.28,75.84,1.01,0.09,6.42,0.73,16.77,71.23,6.35,1017,1755,862,730,3989,611,622,534,361,603,5630,10.4,16.37,9.93,14.97,26.46,17046,19942,0.4194,30.33,34.33
"02185",9430,636,2527,33.37,1,54.08,4.51,1.1,5.94,1.89,14.64,62.82,4.26,747,1173,629,752,4004,837,974,839,454,402,6777,8.7,14.62,9.05,11.33,12.63,37199,41712,0.3859,21.21,23.87
"02188",7523,415,2694,11.25,0.49,81.36,0.56,0.16,6.18,0.48,18.85,73.22,6.05,882,1387,710,708,3239,488,454,356,262,455,4413,10.2,20.4,8.46,20.72,19.05,18074,21902,0.3982,32.07,35.29
"02195",3815,357,2149,71.06,0.39,16.09,2.62,0.18,9.65,2.25,11.72,54.73,11.48,227,506,245,202,1355,319,347,338,285,438,2486,10.1,4.73,12.07,4.15,11.64,26086,31836,0.4091,22.24,23.36
"02198",5559,527,2987,50.35,0.31,39.7,0.38,0.38,8.89,1.3,11.71,56.77,10.06,416,778,348,303,1962,471,488,522,363,559,3576,14.9,8.96,12.57,10.56,13.07,21421,25369,0.4278,23.3,25.62
"02220",8881,862,4094,65.29,0.53,16.81,5.96,0.34,11.08,3.11,12.15,58.88,11.35,624,1107,560,519,3498,649,787,696,512,1008,5783,9.1,8.64,12.87,5.59,7.4,31724,32162,0.3774,11.5,23.53
"02230",968,61,611,91.43,0,3.51,0.52,0.1,4.44,1.34,8.78,56.82,9.09,49,68,46,39,433,68,88,103,71,88,728,6,5.36,7.15,7.12,4.78,32054,36470,0.3779,35.35,15.7
"02240",7029,926,3889,80.4,1.08,11.5,0.91,0.26,5.86,2.11,12.62,59.98,9.45,486,1038,510,377,2692,567,605,562,415,664,4516,12.2,8.24,18.92,8.22,9.91,26587,28833,0.3898,38.29,26.31
"02261",9636,904,6057,73.96,0.48,13.65,3.67,0.56,7.68,2.29,12.7,57.12,8.28,621,1304,672,552,3579,850,1012,849,623,798,6490,11.5,10.04,12.57,7.27,6.97,30359,33094,0.3943,38.81,24.37
"02270",7459,372,2176,2.69,0.01,94.99,0.24,0,2.06,0.05,20.71,77.28,5.42,903,1690,821,724,3171,423,365,285,218,404,3954,10.9,24.76,8.53,21.45,29.68,10643,11380,0.3894,21.69,41.57
"02275",2369,344,1472,72.56,0.17,16.21,1.39,0.04,9.62,0.93,11.31,47.78,15.79,129,291,152,116,712,186,243,235,199,374,1475,23.5,9.05,17.94,5.55,7.61,26560,28267,0.4049,21.2,21.95
"02282",662,54,454,42.45,0.3,35.8,4.08,1.81,15.56,1.51,13.14,57.7,9.67,40,83,53,34,259,56,54,60,46,64,436,7,6.74,10.98,5.1,3.26,43971,39428,0.342,42.95,24.47
"02290",5588,450,4032,22.24,0.18,71.44,0.25,0.11,5.78,0.73,14.71,59.68,10.18,443,838,454,368,2054,405,498,455,326,569,3467,16.5,19.19,10.99,18.51,22.88,16279,20109,0.4491,48.88,27.77
"04001",71518,4293,32548,23.26,0.24,72.92,0.28,0.04,3.25,3.52,16.09,64.05,11.56,5960,12407,6780,4728,27439,4793,4815,4156,3680,8268,40590,14.4,25.63,8.76,16.16,34.03,16466,12845,0.4845,41.52,31.68
"04003",131346,19562,59160,78.48,4.16,1.21,1.92,0.32,13.91,21.48,13.29,55.98,17.27,8506,16401,9245,8211,48623,8424,9158,8924,8622,22688,78408,16.6,14.7,20.15,7.75,16.62,22777,23330,0.44,16.8,23.03
"04005",134421,8452,63270,61.72,1.21,27.31,1.37,0.12,8.26,8.89,21.76,66.35,8.87,8945,17362,13324,15925,62877,8664,9289,8677,6683,11924,90709,10.9,12.9,8.25,7.66,21.82,21320,22664,0.4508,27.74,23.65
"04007",53597,6267,32644,76.8,0.43,14.83,0.51,0.09,7.34,12.16,11.06,46.45,23.23,3059,6255,3342,2584,15583,3489,4028,4222,4511,12450,29676,18.7,14.96,14.9,8.33,20.83,21818,20547,0.4379,37.98,21.4
"04009",37220,2841,13003,72.08,1.84,14.44,0.54,0.14,10.97,20.86,16.39,66.68,11.45,3215,5706,3151,2950,15898,2217,2245,1988,1690,4261,22384,13.2,15.64,10.65,10.17,22.33,21724,16967,0.4281,15.83,28.41
"04011",8437,813,4345,77.21,1.05,2.31,0.55,0.06,18.82,31.27,13.43,62.36,12.04,655,1376,640,493,3230,570,611,557,422,1016,4958,10.4,14.38,13.36,9.95,17.47,26339,20297,0.362,22.42,29.19
"04012",20489,3110,16039,69.82,0.63,12.83,0.52,0.03,16.16,14.91,8.89,39.53,32.62,1028,1984,1037,785,5088,1105,1317,1451,1833,6683,10128,17.1,25.97,18.4,7.47,20.22,20617,21854,0.4178,34.55,17.95
"04013",3817117,275434,1636502,73.01,4.99,2.05,3.46,0.2,16.28,18.19,14.25,64.24,12.12,282770,559937,276899,266872,1609495,261506,242459,208461,189848,462641,2346615,9.8,13.85,9.74,8.05,15.82,29126,27552,0.4559,14.32,26.4
"04015",200186,26478,110603,86.86,0.94,2.25,1.05,0.17,8.73,9.48,10.49,46.6,23.31,11005,22906,11709,9288,59384,13552,15172,15002,16507,46658,112263,18.4,16.31,16.58,12.26,18.6,20816,20725,0.4307,27.35,20.61
"04017",107449,7379,56910,49.3,0.87,43.38,0.54,0.07,5.84,6.8,14.76,61.34,13.25,8739,17561,9090,6769,39609,7200,7165,6749,6185,14241,61235,18.8,19.8,9.77,14.37,27.86,18434,16884,0.4617,38.73,29.76
"04019",980263,94083,441175,74.34,3.54,3.33,2.62,0.17,16,22.71,14.96,58.67,15.43,62521,123902,71344,75340,388652,64515,67013,63918,58449,151293,603654,13.2,12.99,12.53,8.88,18.52,24534,25525,0.4653,13.23,22.99
"04021",375770,35541,158891,72.39,4.58,5.57,1.73,0.42,15.31,17.99,11.66,62.94,13.86,30182,55395,22650,21171,150926,22659,21729,20754,22054,52071,223999,12,15.76,13.06,10.08,15.25,25728,20901,0.3987,22.75,26.53
"04023",47420,2262,17961,73.46,0.38,0.69,0.54,0.03,24.9,54.16,14.22,61.44,13.13,3676,8151,4152,2593,17306,3184,3259,2971,2649,6224,26636,8.3,27.8,6.92,12.14,26.75,19329,17116,0.4713,22.51,30.7
"04025",211033,28279,110317,89.33,0.6,1.68,0.85,0.1,7.44,8.52,10.46,44.65,24.06,10468,22658,11916,10167,61093,13607,16203,17780,18457,50767,119997,17,9.81,16.53,9.05,15.32,23071,26335,0.461,17.36,19.08
"04027",195751,15899,88064,70.44,2.01,1.56,1.19,0.16,24.65,37.91,15.84,63.08,15.66,14986,30343,16303,14708,78150,11537,11061,9658,9370,30646,109920,11.5,28.51,11.56,10.89,21.44,20769,18467,0.4211,20.39,28.19
"05001",19019,1427,9462,71.82,24.51,0.19,0.48,0.01,2.99,1.88,11.73,55.06,16.38,1148,2495,1212,1018,6828,1285,1473,1462,1213,3115,11479,19.3,17.56,9.76,6.51,17,21532,23570,0.4681,15.48,23.27
"05003",21853,1493,10181,69.29,25.81,0.32,0.18,0.01,4.38,2.94,12.44,56.11,16.22,1423,2939,1544,1174,7899,1598,1557,1462,1431,3544,12979,18.9,17.22,9.06,8.8,17.19,20597,20300,0.4505,13.82,24.39
