"","GEOID","Occupants","crowdHsng18"
"298","08105",4504,0.0457371225577265
"299","08107",9552,0.0265912897822446
"300","08109",2645,0.0544423440453686
"301","08111",266,0.0225563909774436
"302","08113",3441,0.030223772159256
"303","08115",1017,0.0285152409046214
"304","08117",9707,0.0593386216132688
"305","08119",10183,0.0179711283511735
"306","08121",2030,0.0216748768472906
"307","08123",102101,0.0280016846064191
"308","08125",4051,0.0439397679585288
"309","09001",340491,0.0268964524759832
"310","09003",349064,0.0174753053881237
"311","09005",73987,0.00996120940165164
"312","09007",66892,0.010345033785804
"313","09009",329857,0.0185989686439882
"314","09011",107402,0.0129047876203423
"315","09013",55232,0.00919756662804171
"316","09015",44449,0.0153884226866746
"317","10001",64545,0.0204508482454102
"318","10003",203855,0.0133722498834956
"319","10005",89365,0.0207463772170313
"320","11001",281322,0.0360974257256809
"321","12001",97048,0.0183208309290248
"322","12003",8625,0.031536231884058
"323","12005",70199,0.0199290588185017
"324","12007",8993,0.0219059268319804
"325","12009",228888,0.0146971444549299
"326","12011",682088,0.0405021053001959
"327","12013",4556,0.0274363476733977
"328","12015",76150,0.0167038739330269
"329","12017",62762,0.0154392785443421
"330","12019",73398,0.0196054388402954
"331","12021",140942,0.0448695207957883
"332","12023",24985,0.032939763858315
"333","12027",11996,0.0548516172057352
"334","12029",6520,0.0487730061349693
"335","12031",354387,0.0238270591189857
"336","12033",118740,0.0131379484588176
"337","12035",40629,0.0134386768072067
"338","12037",4297,0.0283919013265069
"339","12039",17080,0.0343091334894614
"340","12041",6511,0.0138227614805713
"341","12043",4433,0.0245883149108956
"342","12045",5359,0.00765068109721963
"343","12047",4485,0.0372352285395764
"344","12049",7772,0.080802882141019
"345","12051",12027,0.079238380310967
"346","12053",73541,0.0125236262764988
"347","12055",41026,0.0353190659581729
"348","12057",516478,0.0329694585248549
"349","12059",7016,0.0249429874572406
"350","12061",57403,0.0143894918384057
"351","12063",16894,0.0362850716230614
"352","12065",5771,0.0154219372725697
"353","12067",2095,0.0558472553699284
"354","12069",130190,0.0207619632844304
"355","12071",271861,0.0243433225067222
"356","12073",112918,0.0182698949680299
"357","12075",16433,0.0251932087871965
"358","12077",2381,0.0184796304073919
"359","12079",6682,0.0389105058365759
"360","12081",143652,0.0230696405201459
"361","12083",136514,0.0168554140967227
"362","12085",63865,0.0189148986142645
"363","12086",870051,0.0625308171589941
"364","12087",30982,0.0365050674585243
"365","12089",31241,0.0126756505873692
"366","12091",77403,0.0193403356459052
"367","12093",13759,0.0465876880587252
"368","12095",458613,0.031562559282009
"369","12097",99158,0.0341071824764517
"370","12099",548216,0.0324488887591752
"371","12101",199227,0.0175578611332801
"372","12103",407720,0.0180883939958795
"373","12105",231260,0.0370448845455332
"374","12107",28264,0.0252264364562695
"375","12109",86268,0.00925024342745862
"376","12111",112872,0.0245499326670919
"377","12113",61345,0.0175238405738039
"378","12115",180551,0.0140791244579094
"379","12117",167304,0.0187562760005738
"380","12119",54636,0.00902335456475584
"381","12121",15083,0.0325532055957038
"382","12123",7356,0.0350734094616639
"383","12125",3892,0.0244090441932169
"384","12127",212985,0.0123107261074724
"385","12129",11068,0.0205095771593784
"386","12131",26432,0.0305690072639225
"387","12133",8484,0.0251060820367751
"388","13001",6682,0.030380125710865
"389","13003",2785,0.0305206463195691
"390","13005",3966,0.0302571860816944
"391","13007",1385,0.0346570397111913
"392","13009",16122,0.0146383823346979
"393","13011",6603,0.0233227320914736
"394","13013",25319,0.0194320470792685
"395","13015",37351,0.0282455623678081
"396","13017",6569,0.00593697670878368
"397","13019",7322,0.016115815350997
"398","13021",58010,0.0201861747974487
"399","13023",4168,0.00839731285988484
"400","13025",6564,0.0287934186471664
"401","13027",6350,0.0296062992125984
"402","13029",12636,0.00965495409939854
"403","13031",26955,0.0240771656464478
"404","13033",8184,0.031524926686217
"405","13035",8157,0.0284418291038372
"406","13037",1853,0.0194279546681058
"407","13039",19327,0.0238009002949242
"408","13043",3965,0.0506935687263556
"409","13045",41150,0.0184204131227217
"410","13047",24636,0.0107160253287871
"411","13049",3559,0.00814835627985389
"412","13051",108151,0.0181875340958475
"413","13053",2550,0.032156862745098
"414","13055",9098,0.0651791602550011
"415","13057",85825,0.0170812700262161
"416","13059",47224,0.0220015246484838
"417","13061",1202,0.0174708818635607
"418","13063",92845,0.0353923205342237
"419","13065",2502,0.0391686650679456
"420","13067",277222,0.0194645446609576
"421","13069",14298,0.0201426772975241
"422","13071",15374,0.0338233381032913
"423","13073",46840,0.00935098206660974
"424","13075",6233,0.0214984758543238
"425","13077",51308,0.0163522257737585
"426","13079",4637,0.0258788009488894
"427","13081",8329,0.0285748589266419
"428","13083",6070,0.0255354200988468
"429","13085",8711,0.0200895419584433
"430","13087",10153,0.0667782921304048
"431","13089",277757,0.0244278272014747
"432","13091",7694,0.019625682349883
"433","13093",4861,0.0164575190290064
"434","13095",34780,0.0276883266244968
"435","13097",48968,0.0198088547622937
"436","13099",4082,0.0546300832925037
"437","13101",1559,0.0314304041051956
"438","13103",20489,0.0185465371662843
"439","13105",7491,0.0146842878120411
"440","13107",8392,0.0222831267874166
"441","13109",4006,0.0309535696455317
"442","13111",10461,0.0159640569735207
"443","13113",39753,0.00862827962669484
"444","13115",35633,0.0268009990738922
"445","13117",73675,0.00992195453003054
"446","13119",8305,0.0193859121011439
"447","13121",400016,0.0185192592296308
"448","13123",11645,0.0188922284242164
"449","13125",1105,0.0515837104072398
"450","13127",33777,0.0201024365692631
"451","13129",20294,0.0359712230215827
"452","13131",9037,0.0276640478034746
"453","13133",7004,0.00613934894346088
"454","13135",288724,0.0306036214516285
"455","13137",15195,0.0245475485357025
"456","13139",63931,0.0544336863180617
"457","13141",2991,0.00568371782012705
"458","13143",11128,0.0177929547088426
"459","13145",12158,0.0133245599605198
"460","13147",10019,0.00978141531090927
"461","13149",4489,0.0287369124526621
"462","13151",73826,0.0114593774550971
"463","13153",56146,0.0314358992626367
"464","13155",3291,0.00698875721665147
"465","13157",22034,0.0152491603884905
"466","13159",5087,0.033811676823275
"467","13161",5270,0.0447817836812144
"468","13163",5609,0.0274558744874309
"469","13165",3409,0.0243473159284248
"470","13167",3361,0.0481999404939006
"471","13169",10510,0.0132254995242626
"472","13171",6368,0.00596733668341709
"473","13173",3724,0.00483351235230934
"474","13175",17183,0.0242099749752663
"475","13177",10354,0.0148734788487541
"476","13179",23232,0.0275051652892562
"477","13181",3424,0.0183995327102804
"478","13183",5601,0.0201749687555794
"479","13185",40472,0.0257214864597747
"480","13187",11649,0.0128766417718259
"481","13189",8103,0.021843761569789
"482","13191",6033,0.0134261561412233
"483","13193",4673,0.013053712818318
"484","13195",10712,0.0280993278566094
"485","13197",3331,0.0201140798558991
"486","13199",8151,0.0157035946509631
"487","13201",2300,0.0634782608695652
"488","13205",7889,0.0216757510457599
"489","13207",9803,0.0194838314801591
"490","13209",3039,0.0220467258966765
"491","13211",6656,0.00826322115384615
"492","13213",14081,0.0325260989986507
"493","13215",72924,0.0206242115078712
"494","13217",36626,0.0208048926991754
"495","13219",13093,0.016879248453372
"496","13221",5621,0.0179683330368262
"497","13223",52389,0.0171410028822844
"498","13225",10103,0.0179154706522815
"499","13227",11841,0.0218731526053543
"500","13229",7072,0.0104638009049774
"501","13231",6106,0.0131018670160498
"502","13233",15011,0.0315102258343881
"503","13235",3817,0.00943149069950223
"504","13237",8660,0.00946882217090069
"505","13239",934,0.0321199143468951
"506","13241",6563,0.0243790949261009
"507","13243",2616,0.0321100917431193
"508","13245",72165,0.0200928427908266
"509","13247",30521,0.0208381114642377
"510","13249",1877,0.0239744272775706
"511","13251",5257,0.0285333840593494
"512","13253",3325,0.0442105263157895
"513","13255",24137,0.023822347433401
"514","13257",9468,0.0199619771863118
"515","13259",1826,0.00711938663745893
"516","13261",11758,0.0267902704541589
"517","13263",2766,0.0300072306579899
"518","13265",612,0.0245098039215686
"519","13267",8237,0.0430982153696734
"520","13269",3437,0.0314227524003491
"521","13271",4931,0.0192658689920909
"522","13273",3247,0.0375731444410225
"523","13275",17352,0.0341171046565237
"524","13277",15058,0.0178642582016204
"525","13279",10403,0.0430645006248198
"526","13281",4777,0.00921080175842579
"527","13283",2641,0.0287769784172662
"528","13285",24843,0.0178319848649519
"529","13287",3023,0.043665233212041
"530","13289",3031,0.0046189376443418
"531","13291",9070,0.0119073869900772
"532","13293",10204,0.0172481379851039
"533","13295",25709,0.0243105527247267
"534","13297",31133,0.0163170911894132
"535","13299",13901,0.017193007697288
"536","13301",2332,0.00986277873070326
"537","13303",7359,0.0250033972007066
"538","13305",10353,0.028590746643485
"539","13307",1101,0.00544959128065395
"540","13309",1937,0.0330407847186371
"541","13311",11588,0.0105281325509147
"542","13313",36043,0.0649779430125128
"543","13315",2606,0.0218726016884114
"544","13317",3879,0.00283578241814901
"545","13319",3237,0.0234785295026259
"546","13321",8038,0.0062204528489674
"547","15001",68412,0.0674589253347366
"548","15003",311525,0.0941401171655565
"549","15005",47,0
"550","15007",22524,0.0780056828272065
"551","15009",54274,0.104617312156834
"552","16001",168741,0.0138733325036595
"553","16003",1675,0.0197014925373134
"554","16005",30841,0.0230213028111929
"555","16007",2350,0.0208510638297872
"556","16009",3346,0.0558876270173341
"557","16011",14772,0.0356079068507988
"558","16013",8190,0.0147741147741148
"559","16015",3110,0.0118971061093248
"560","16017",17584,0.0203025477707006
"561","16019",39000,0.0288461538461538
"562","16021",4605,0.0288816503800217
"563","16023",1050,0.0171428571428571
"564","16025",357,0.0140056022408964
"565","16027",70847,0.0427258740666507
"566","16029",2618,0.0244461420932009
"567","16031",7904,0.0317560728744939
"568","16033",305,0.144262295081967
"569","16035",3707,0.0183436741300243
"570","16037",1761,0.0153321976149915
"571","16039",10285,0.01934856587263
"572","16041",4294,0.0374941779226828
"573","16043",4309,0.0385240194940822
"574","16045",6583,0.0183806775026584
"575","16047",5419,0.0479793319800701
"576","16049",6466,0.0381998144138571
"577","16051",8647,0.0410547010523881
"578","16053",7828,0.0602963719979561
"579","16055",60497,0.0177694761723722
"580","16057",15530,0.0164842240824211
"581","16059",3549,0.0349394195548042
"582","16061",1632,0.0238970588235294
"583","16063",1687,0.0569057498518079
"584","16065",10625,0.0816941176470588
"585","16067",7279,0.0354444291798324
"586","16069",16302,0.0222672064777328
"587","16071",1585,0.032807570977918
"588","16073",4250,0.0611764705882353
"589","16075",8768,0.0559990875912409
"590","16077",2581,0.0348702053467648
"591","16079",5540,0.0222021660649819
"592","16081",3736,0.0211456102783726
"593","16083",30697,0.026843013975307
"594","16085",3461,0.00462294134643167
"595","16087",4018,0.0271279243404679
"596","17001",27300,0.0104395604395604
"597","17003",2323,0.0185105467068446
"598","17005",6218,0.0334512705049855
"599","17007",18731,0.0325129464524051
"600","17009",2087,0.024436990896023
"601","17011",13805,0.0124592538935168
"602","17013",1805,0.0138504155124654
"603","17015",6476,0.00494132180358246
"604","17017",5024,0.0280652866242038
"605","17019",82499,0.0502309118898411
"606","17021",13939,0.0119807733696822
"607","17023",6774,0.0156480661352229
"608","17025",5638,0.033877261440227
"609","17027",14190,0.0148696264975335
"610","17029",21139,0.0111168929466862
"611","17031",1963070,0.0338816241906809
"612","17033",7653,0.0131974389128446
"613","17035",4322,0.0155020823692735
"614","17037",37703,0.0179030846351749
"615","17039",6663,0.0147080894491971
"616","17041",7618,0.0282226306117091
"617","17043",341823,0.0236496666403373
"618","17045",7590,0.0077733860342556
"619","17047",2776,0.013328530259366
"620","17049",13555,0.0196237550719292
"621","17051",7616,0.0168067226890756
"622","17053",5779,0.00830593528292092
"623","17055",16135,0.0149984505732879
"624","17057",14090,0.0145493257629524
"625","17059",2314,0.0133967156439067
"626","17061",5005,0.0121878121878122
"627","17063",19398,0.0122693061140324
"628","17065",3376,0.00710900473933649
"629","17067",7420,0.0119946091644205
"630","17069",1438,0.0090403337969402
"631","17071",2990,0.0123745819397993
"632","17073",20023,0.00589322279378714
"633","17075",11779,0.0168095763647169
"634","17077",23728,0.0118004045853001
"635","17079",3656,0.0150437636761488
"636","17081",15223,0.0138606056624844
"637","17083",8665,0.00957876514714368
"638","17085",9758,0.0132199221151875
"639","17087",4342,0.0122063565177338
"640","17089",178050,0.0366076944678461
"641","17091",40050,0.0163046192259675
"642","17093",40407,0.0189323632043953
"643","17095",20830,0.0168026884301488
"644","17097",244672,0.0237338150667015
"645","17099",44644,0.0116925006719828
"646","17101",6144,0.0309244791666667
"647","17103",13699,0.0127746550843127
"648","17105",14320,0.0146648044692737
"649","17107",10872,0.00625459896983076
"650","17109",11292,0.0155862557562876
"651","17111",111812,0.0148910671484277
"652","17113",66159,0.0127118003597394
"653","17115",44113,0.0110624985831841
"654","17117",18772,0.0118261240144897
"655","17119",107413,0.0141230577304423
"656","17121",15913,0.0170929428768931
"657","17123",4893,0.00817494379726139
"658","17125",6027,0.00962336153973785
"659","17127",6011,0.0242888038595908
"660","17129",5198,0.0128895729126587
"661","17131",6624,0.00603864734299517
"662","17133",13349,0.00719154992883362
"663","17135",11339,0.0149925037481259
"664","17137",13864,0.00973744950952106
"665","17139",5910,0.0328257191201354
"666","17141",20901,0.0220085163389312
"667","17143",73629,0.0124271686427902
"668","17145",8323,0.00997236573350955
"669","17147",6700,0.00343283582089552
"670","17149",6527,0.0113375210663398
"671","17151",1644,0.00912408759124088
"672","17153",2173,0.00644270593649333
"673","17155",2395,0.0133611691022965
"674","17157",11873,0.00918049355680957
"675","17159",6482,0.00431965442764579
"676","17161",60294,0.0198195508674163
"677","17163",103063,0.0123710740032795
"678","17165",10002,0.0193961207758448
"679","17167",83661,0.0161006920787464
"680","17169",2836,0.00282087447108604
"681","17171",1959,0.0188871873404798
"682","17173",9203,0.0153210909486037
"683","17175",2294,0.00697471665213601
"684","17177",19609,0.00683359681778775
"685","17179",54613,0.0123413839195796
"686","17181",6669,0.0293897136002399
"687","17183",31180,0.0160679923027582
"688","17185",4896,0.0110294117647059
"689","17187",6690,0.0378176382660688
"690","17189",5975,0.0200836820083682
"691","17191",7075,0.0200706713780919
"692","17193",6082,0.0131535679052943
"693","17195",23346,0.00998029641052
"694","17197",227848,0.0177662301183245
"695","17199",27089,0.0103362988666987
"696","17201",114608,0.0213335892782354
"697","17203",14566,0.00913085267060277
"698","18001",12476,0.0500160307790959
"699","18003",143500,0.0150174216027875
"700","18005",31669,0.0282610754997
"701","18007",3403,0.0179253599764913
"702","18009",5225,0.0202870813397129
"703","18011",24645,0.0133901399878271
"704","18013",6093,0.0188741178401444
"705","18015",7880,0.015989847715736
"706","18017",14666,0.0183417428064912
"707","18019",44275,0.0103896103896104
"708","18021",10510,0.0189343482397716
"709","18023",12007,0.0209877571416674
"710","18025",3915,0.0234993614303959
"711","18027",11417,0.0344223526320399
"712","18029",18648,0.0126555126555127
"713","18031",10425,0.011031175059952
"714","18033",16789,0.00851748168443624
"715","18035",46028,0.013317980359781
"716","18037",16550,0.020785498489426
"717","18039",72329,0.0256052205892519
"718","18041",9568,0.0215301003344482
"719","18043",29356,0.00534814007357951
"720","18045",7015,0.0114041339985745
"721","18047",8744,0.0156678865507777
"722","18049",7884,0.0110350076103501
"723","18051",13244,0.0246149199637572
"724","18053",26121,0.0104896443474599
"725","18055",12790,0.0364347146207975
"726","18057",116982,0.00878767673659195
"727","18059",28215,0.00907318802055644
"728","18061",14584,0.015907844212836
"729","18063",58078,0.0111746272254554
"730","18065",18408,0.0105932203389831
"731","18067",34550,0.00746743849493488
"732","18069",14754,0.0117256337264471
"733","18071",16746,0.0134957601815359
"734","18073",12539,0.0200175452587926
"735","18075",8149,0.0310467542029697
"736","18077",12759,0.0197507641664707
"737","18079",10659,0.0252368890139788
"738","18081",55777,0.0157591838930025
"739","18083",14955,0.0137746573052491
"740","18085",30676,0.0206024253488069
"741","18087",12079,0.0375858928719265
"742","18089",185437,0.0230590443115452
"743","18091",42904,0.0263145627447324
"744","18093",18487,0.014334397143939
"745","18095",51422,0.0138073198241998
"746","18097",369033,0.0200632463763403
"747","18099",17245,0.0345027544215715
"748","18101",4198,0.0140543115769414
"749","18103",13707,0.0226891369373313
"750","18105",55537,0.0163674667338891
"751","18107",15271,0.0167638006679327
"752","18109",25926,0.0191699452287279
"753","18111",5562,0.0116864437252787
"754","18113",18090,0.0241569928137092
"755","18115",2513,0.00198965380023876
"756","18117",7881,0.0195406674279914
"757","18119",8695,0.0267970097757332
"758","18121",6145,0.0288039056143206
"759","18123",7465,0.00991292699263228
"760","18125",5129,0.00623903294989277
"761","18127",63969,0.0131469930747706
"762","18129",10175,0.00638820638820639
"763","18131",5200,0.0161538461538462
"764","18133",13439,0.0260436044348538
"765","18135",10477,0.00925837548916675
"766","18137",11165,0.0336766681594268
"767","18139",6725,0.00698884758364312
"768","18141",101241,0.0173151193686352
"769","18143",9004,0.0117725455353176
"770","18145",17725,0.0182792665726375
"771","18147",8109,0.0096189419163892
"772","18149",8735,0.0185460789925587
"773","18151",14156,0.0107374964679288
"774","18153",7707,0.0233553912028026
"775","18155",4297,0.0395624854549686
"776","18157",69112,0.0180865840953814
"777","18159",6295,0.012549642573471
"778","18161",2846,0.0140548137737175
"779","18163",75197,0.0159181882255941
"780","18165",6616,0.028869407496977
"781","18167",41874,0.0200362993743134
