"","GEOID","Occupants","crowdHsng18"
"1","01001",21115,0.014160549372484
"2","01003",78622,0.0126046144844954
"3","01005",9186,0.0340735902460266
"4","01007",6840,0.00760233918128655
"5","01009",20600,0.0164563106796116
"6","01011",3609,0
"7","01013",6708,0.0177400119260584
"8","01015",45033,0.0171429840339307
"9","01017",13516,0.0298905001479728
"10","01019",10606,0.014614369224967
"11","01021",16751,0.0270431616022924
"12","01023",5350,0.0136448598130841
"13","01025",9358,0.0178456935242573
"14","01027",5236,0.00916730328495034
"15","01029",5726,0.00855745721271394
"16","01031",19789,0.0137450098539593
"17","01033",21799,0.00380751410615166
"18","01035",4574,0.0109313511149978
"19","01037",4103,0.00901779185961492
"20","01039",15008,0.0213219616204691
"21","01041",5025,0.00935323383084577
"22","01043",30730,0.0180605271721445
"23","01045",18670,0.0167648634172469
"24","01047",16336,0.0310357492654261
"25","01049",26132,0.028509107607531
"26","01051",29143,0.0144803211748962
"27","01053",13428,0.0199582960977063
"28","01055",38777,0.0119142790829615
"29","01057",6947,0.0113718151720167
"30","01059",11210,0.0326494201605709
"31","01061",10479,0.0192766485351656
"32","01063",2955,0.0311336717428088
"33","01065",5658,0.0321668434075645
"34","01067",6669,0.00779727095516569
"35","01069",39253,0.0124066950296793
"36","01071",20626,0.0216231940269563
"37","01073",260924,0.0150273642899848
"38","01075",5974,0.016739203213927
"39","01077",38514,0.0123331775458275
"40","01079",12811,0.0152212942002966
"41","01081",59373,0.031175786973877
"42","01083",32126,0.018302932204445
"43","01085",4180,0.0169856459330144
"44","01087",7637,0.0129632054471651
"45","01089",145256,0.0133488461750289
"46","01091",7768,0.00733779608650875
"47","01093",12212,0.0217818539141828
"48","01095",34896,0.0261348005502063
"49","01097",155831,0.0199446836637126
"50","01099",8149,0.00625843661798994
"51","01101",89835,0.0183781376968887
"52","01103",45646,0.0240546816807606
"53","01105",3079,0.0263072426112374
"54","01107",7530,0.0122177954847278
"55","01109",11547,0.0155018619554863
"56","01111",8643,0.0292722434339928
"57","01113",22740,0.0313544415127529
"58","01115",32172,0.00860997140370509
"59","01117",78328,0.0111709733428659
"60","01119",5047,0.0128789379829602
"61","01121",31407,0.0129588945139619
"62","01123",16448,0.0301556420233463
"63","01125",72379,0.0163445198192846
"64","01127",25036,0.0196517015497683
"65","01129",6007,0.0309638754786083
"66","01131",3804,0.00946372239747634
"67","01133",9403,0.010634903754121
"68","02013",860,0.0255813953488372
"69","02016",1176,0.106292517006803
"70","02020",106524,0.0451823063347227
"71","02050",4558,0.35388328214129
"72","02060",333,0.045045045045045
"73","02068",639,0.0234741784037559
"74","02070",1420,0.229577464788732
"75","02090",36513,0.0591022375592255
"76","02100",1026,0.0789473684210526
"77","02105",799,0.0337922403003755
"78","02110",12521,0.0443255331043846
"79","02122",21741,0.044570166965641
"80","02130",5327,0.0437394405856955
"81","02150",4373,0.0912417104962268
"82","02158",1692,0.493498817966903
"83","02164",425,0.0776470588235294
"84","02170",30879,0.0504873862495547
"85","02180",2875,0.304695652173913
"86","02185",1966,0.317904374364191
"87","02188",1860,0.358064516129032
"88","02195",1170,0.0299145299145299
"89","02198",2356,0.0598471986417657
"90","02220",3561,0.0258354394832912
"91","02230",400,0.035
"92","02240",2163,0.092464170134073
"93","02261",3093,0.0226317491108956
"94","02275",1074,0.021415270018622
"95","02282",232,0.0689655172413793
"96","02290",1906,0.163168940188877
"97","04001",20395,0.130571218435891
"98","04003",49250,0.0214822335025381
"99","04005",47276,0.067899145443777
"100","04007",21708,0.0403077206559794
"101","04009",10782,0.0611203858282322
"102","04011",3225,0.0365891472868217
"103","04012",8912,0.0522890484739677
"104","04013",1520767,0.0455901528636537
"105","04015",85485,0.0377844066210446
"106","04017",34407,0.0875984538030052
"107","04019",400907,0.0382258229464689
"108","04021",137286,0.0365805690310738
"109","04023",15430,0.0500324044069994
"110","04025",96007,0.0235920297478309
"111","04027",72463,0.0697321391606751
"112","05001",7682,0.0147097110127571
"113","05003",7915,0.0152874289324068
"114","05005",18370,0.0231355470876429
"115","05007",94333,0.0354382877678013
"116","05009",14870,0.0244788164088769
"117","05011",4537,0.0348247740797884
"118","05013",1936,0.012396694214876
"119","05015",11161,0.0554609801989069
"120","05017",4308,0.0199628597957289
"121","05019",8505,0.0231628453850676
"122","05021",6441,0.0167675826734979
"123","05023",10731,0.0105302394930575
"124","05025",3292,0.0124544349939247
"125","05027",8962,0.0430707431376925
"126","05029",8475,0.0230088495575221
"127","05031",40800,0.0274509803921569
"128","05033",23701,0.0298721572929412
"129","05035",18756,0.0348155256984432
"130","05037",6694,0.0210636390797729
"131","05039",3033,0.00428618529508737
"132","05041",5111,0.013500293484641
"133","05043",7018,0.0156739811912226
"134","05045",44095,0.0185962127225309
"135","05047",6800,0.0307352941176471
"136","05049",5000,0.037
"137","05051",39894,0.0178723617586605
"138","05053",6780,0.0165191740412979
"139","05055",16879,0.0234018602997808
"140","05057",7971,0.0304855099736545
"141","05059",12377,0.0286822331744365
"142","05061",5096,0.0237441130298273
"143","05063",14268,0.0237594617325484
"144","05065",5049,0.0162408397702515
"145","05067",6095,0.0231337161607875
"146","05069",26977,0.020721355228528
"147","05071",9800,0.0377551020408163
"148","05073",2859,0.018887722980063
"149","05075",6531,0.0139335476956056
"150","05077",3352,0.0173031026252983
"151","05079",3795,0.0389986824769433
"152","05081",5440,0.00900735294117647
"153","05083",8464,0.0268194706994329
"154","05085",26868,0.0200982581509602
"155","05087",6195,0.0285714285714286
"156","05089",6669,0.0163442795021742
"157","05091",16748,0.0363625507523286
"158","05093",16888,0.0441141639033633
"159","05095",3326,0.0180396873120866
"160","05097",3761,0.0223344855091731
"161","05099",3303,0.054798667877687
"162","05101",2899,0.0196619523973784
"163","05103",10055,0.0287419194430632
"164","05105",3708,0.0382955771305286
"165","05107",7498,0.00920245398773006
"166","05109",4299,0.0281460804838334
"167","05111",9437,0.0478965773021087
"168","05113",8204,0.0468064358849342
"169","05115",22628,0.0214778150963408
"170","05117",3826,0.0313643491897543
"171","05119",157083,0.0189708625376393
"172","05121",7455,0.0280348759221999
"173","05123",9319,0.0276853739671639
"174","05125",43604,0.0194248234106963
"175","05127",3855,0.0316472114137484
"176","05129",3271,0.00978294099663711
"177","05131",50670,0.0348332346556148
"178","05133",5854,0.0756747523061155
"179","05135",7354,0.0324993200979059
"180","05137",4954,0.0113039967702866
"181","05139",15904,0.0500503018108652
"182","05141",6852,0.0237886748394629
"183","05143",85891,0.0344389982652432
"184","05145",29263,0.0164713118955678
"185","05147",2890,0.00830449826989619
"186","05149",7491,0.0558002936857562
"187","06001",572870,0.0770960252762407
"188","06003",299,0.0234113712374582
"189","06005",14090,0.0282469836763662
"190","06007",86797,0.031763770637234
"191","06009",17417,0.0200378940115979
"192","06011",7113,0.0694503022634613
"193","06013",392277,0.0482771103072574
"194","06015",9799,0.046841514440249
"195","06017",69172,0.0221476898166888
"196","06019",304624,0.0927766689426966
"197","06021",10017,0.03853449136468
"198","06023",54267,0.038421139919288
"199","06025",44057,0.104773361781329
"200","06027",8083,0.0192997649387604
"201","06029",267913,0.0925375028460732
"202","06031",42735,0.0815022815022815
"203","06033",25966,0.0324270199491643
"204","06035",9493,0.013378278731697
"205","06037",3306109,0.114420304956673
"206","06039",44759,0.0895909202618468
"207","06041",105258,0.0406999942997207
"208","06043",7700,0.0218181818181818
"209","06045",34090,0.0506013493693165
"210","06047",79606,0.0956083712282994
"211","06049",3660,0.0341530054644809
"212","06051",4847,0.0138229832886321
"213","06053",126052,0.136618221051629
"214","06055",49032,0.0628773046173927
"215","06057",40904,0.0197535693330726
"216","06059",1032373,0.0886433488671246
"217","06061",140661,0.0207875672716673
"218","06063",8047,0.00919597365477818
"219","06065",718349,0.0690277288615979
"220","06067",536029,0.0490719718522692
"221","06069",17740,0.0825817361894025
"222","06071",630633,0.0895608063643989
"223","06073",1118980,0.0670387317020858
"224","06075",359673,0.0638162998056568
"225","06077",226727,0.0728850114895888
"226","06079",105317,0.0330620887416087
"227","06081",261969,0.0784329443560116
"228","06083",144962,0.106303720975152
"229","06085",635525,0.0805161087290036
"230","06087",95756,0.0734575379088517
"231","06089",70473,0.0326508024349751
"232","06091",1241,0.0016116035455278
"233","06093",19257,0.0322999428779145
"234","06095",149067,0.0516210831371128
"235","06097",189339,0.0520230908581961
"236","06099",172682,0.0665327017291901
"237","06101",32360,0.0644932014833127
"238","06103",24025,0.0518626430801249
"239","06105",5796,0.0255348516218081
"240","06107",136106,0.0978428577726184
"241","06109",22427,0.0307218977125786
"242","06111",271226,0.0659671270453423
"243","06113",73510,0.0553394096041355
"244","06115",26179,0.0727682493601742
"245","08001",164353,0.0538961868660748
"246","08003",6153,0.0318543799772469
"247","08005",237559,0.0289149221877513
"248","08007",5670,0.0396825396825397
"249","08009",1642,0.0152253349573691
"250","08011",1744,0.0200688073394495
"251","08013",125894,0.0165218358301428
"252","08014",26721,0.0175891620822574
"253","08015",7958,0.00980145765267655
"254","08017",742,0.00808625336927224
"255","08019",4640,0.0146551724137931
"256","08021",3068,0.0371577574967405
"257","08023",1687,0.027267338470658
"258","08025",1194,0.0293132328308208
"259","08027",2083,0.0264042246759482
"260","08029",11882,0.0230600908937889
"261","08031",294358,0.0322396537549515
"262","08033",740,0.0175675675675676
"263","08035",117426,0.0112411220683665
"264","08037",17750,0.0432676056338028
"265","08039",9046,0.0139288083130665
"266","08041",253379,0.0280449445297361
"267","08043",17163,0.0133426557128707
"268","08045",21138,0.0581890434288958
"269","08047",2653,0.00829249905767056
"270","08049",5823,0.0212948651897647
"271","08051",6643,0.0198705404184856
"272","08053",387,0.0258397932816537
"273","08055",3282,0.0240706886045094
"274","08057",575,0.00695652173913044
"275","08059",230153,0.0137864811668759
"276","08061",593,0.00337268128161889
"277","08063",2977,0.00738998992274101
"278","08065",3353,0.0247539516850582
"279","08067",21793,0.0244573945762401
"280","08069",133527,0.0135553109109019
"281","08071",6477,0.0197622356029026
"282","08073",1520,0.00592105263157895
"283","08075",8183,0.0276182329219113
"284","08077",61033,0.0226434879491423
"285","08079",375,0.00533333333333333
"286","08081",5210,0.0284069097888676
"287","08083",10615,0.0301460197833255
"288","08085",17125,0.0268029197080292
"289","08087",10785,0.0434863235975892
"290","08089",7691,0.0135222987907944
"291","08091",2194,0.0141294439380128
"292","08093",7119,0.00913049585615957
"293","08095",1668,0.0413669064748201
"294","08097",7018,0.0135366201196922
"295","08099",4963,0.0376788232923635
"296","08101",63762,0.0232113170854114
"297","08103",2403,0.0295464003329172
