"","GEOID","totPop19","engProf19"
"226","06079",269011,0.0299244268821721
"227","06081",723483,0.0739616549386786
"228","06083",416670,0.111788705690354
"229","06085",1810962,0.0883116266382177
"230","06087",259770,0.0743272895253494
"231","06089",168668,0.00967581283942419
"232","06091",2917,0.000342817963661296
"233","06093",41141,0.014997204734936
"234","06095",415031,0.0500227693834918
"235","06097",474635,0.0552719458109916
"236","06099",503818,0.0951276056036108
"237","06101",89552,0.107736287296766
"238","06103",60073,0.0356233249546385
"239","06105",12114,0.00982334489020967
"240","06107",424107,0.140080215605967
"241","06109",51611,0.00527019433841623
"242","06111",796738,0.0948316761595405
"243","06113",205040,0.0616221225126805
"244","06115",70367,0.0487728622791934
"245","08001",467689,0.0641238087703581
"246","08003",14991,0.0411580281502235
"247","08005",604148,0.0399604070525765
"248","08007",12651,0.0041893921429136
"249","08009",3381,0.020703933747412
"250","08011",5590,0.0243291592128801
"251","08013",307715,0.0172562273532327
"252","08014",64188,0.0129151866392472
"253","08015",18816,0.0138180272108844
"254","08017",1809,0.021558872305141
"255","08019",9120,0.00756578947368421
"256","08021",7588,0.0163415919873484
"257","08023",3589,0.0819169685149067
"258","08025",5590,0.0207513416815742
"259","08027",4727,0.0112121853183838
"260","08029",29057,0.0176893691709399
"261","08031",662746,0.0555491847555474
"262","08033",1735,0
"263","08035",316161,0.00653148237764936
"264","08037",51594,0.0717719114625732
"265","08039",24576,0.00248209635416667
"266","08041",651807,0.0147835172067805
"267","08043",45474,0.0146457316268637
"268","08045",55070,0.0558561830397676
"269","08047",5874,0.00255362614913177
"270","08049",14728,0.00835143943508962
"271","08051",16063,0.00473137022972048
"272","08053",820,0
"273","08055",6447,0.01085776330076
"274","08057",1228,0.011400651465798
"275","08059",544918,0.0138222631662012
"276","08061",1312,0.00609756097560976
"277","08063",7022,0.0328966106522358
"278","08065",7552,0.046875
"279","08067",52717,0.00423013449171994
"280","08069",327055,0.012591154392992
"281","08071",13646,0.0142899018027261
"282","08073",5277,0.0310782641652454
"283","08075",20730,0.0311143270622287
"284","08077",142616,0.00931171818028833
"285","08079",809,0
"286","08081",12238,0.0409380617747998
"287","08083",24654,0.00892350125740245
"288","08085",39351,0.041523722395873
"289","08087",26465,0.0857358775741545
"290","08089",17205,0.0197035745422842
"291","08091",4591,0.000435634937922021
"292","08093",17160,0.000524475524475524
"293","08095",3931,0.048079369117273
"294","08097",17108,0.00689735796118775
"295","08099",11208,0.0408636688079943
"296","08101",156378,0.00817250508383532
"297","08103",5983,0.0122012368377068
"298","08105",10658,0.0315256145618315
"299","08107",23972,0.0111797096612715
"300","08109",6246,0.0419468459814281
"301","08111",564,0.00709219858156028
"302","08113",7747,0.0224603072156964
"303","08115",2082,0.0110470701248799
"304","08117",29340,0.039945466939332
"305","08119",23626,0.000973503767036316
"306","08121",4615,0.00606717226435536
"307","08123",283292,0.0360052525309575
"308","08125",9277,0.0865581545758327
"309","09001",891794,0.0584608104562264
"310","09003",845758,0.0416490296278605
"311","09005",174549,0.0131825447295602
"312","09007",156317,0.0137093214429653
"313","09009",813010,0.0349233096763877
"314","09011",254092,0.0240818286290005
"315","09013",144920,0.00657604195418162
"316","09015",110826,0.0234331294100662
"317","10001",165657,0.0162564817665417
"318","10003",523836,0.0210485724539741
"319","10005",212925,0.0246143008101444
"320","11001",647643,0.0244347580379932
"321","12001",251345,0.0150709184586922
"322","12003",26425,0.00541154210028382
"323","12005",170989,0.0119188953675383
"324","12007",26010,0.00372933487120338
"325","12009",558191,0.0131209568051079
"326","12011",1813971,0.077395945139145
"327","12013",13726,0.00735829812035553
"328","12015",175654,0.0198002892049142
"329","12017",139889,0.00874264595500718
"330","12019",199738,0.0180286174889105
"331","12021",354770,0.100033824731516
"332","12023",65754,0.00688931471849621
"333","12027",35042,0.0948005250841847
"334","12029",15855,0.00668558814254178
"335","12031",872811,0.0269932436690188
"336","12033",294564,0.0111758395459051
"337","12035",105546,0.0259318211964452
"338","12037",11293,0.00823518994067121
"339","12039",43241,0.0274507990101987
"340","12041",17065,0.0137122765895107
"341","12043",13088,0.0612775061124694
"342","12045",14854,0.00976168035545981
"343","12047",13697,0.0238738409870775
"344","12049",25374,0.0712540395680618
"345","12051",37729,0.159532455140608
"346","12053",177854,0.0114363466663668
"347","12055",98555,0.0381208462279945
"348","12057",1334306,0.0637372536734452
"349","12059",18515,0.00772346745881718
"350","12061",147552,0.0229749512036435
"351","12063",45555,0.0129513774558226
"352","12065",13557,0.00619606107545917
"353","12067",8176,0.0351027397260274
"354","12069",328853,0.0216388477526433
"355","12071",703124,0.0546461221633737
"356","12073",274717,0.0072474582934438
"357","12075",38376,0.015791119449656
"358","12077",8032,0.010707171314741
"359","12079",17559,0.0097385955920041
"360","12081",365836,0.0311861052493467
"361","12083",335883,0.0142192370557605
"362","12085",152612,0.0292506487039027
"363","12086",2541448,0.215823026872869
"364","12087",72309,0.0522618207968579
"365","12089",78893,0.00538704321042425
"366","12091",190331,0.0156569344983213
"367","12093",38672,0.0562681009515929
"368","12095",1266748,0.0712312156798353
"369","12097",329600,0.103649878640777
"370","12099",1389825,0.0696799956829097
"371","12101",497328,0.0197455200591963
"372","12103",922238,0.022730574970886
"373","12105",646231,0.0440910448430979
"374","12107",69072,0.0263058837155432
"375","12109",232358,0.00740237048003512
"376","12111",296682,0.0360520692188943
"377","12113",164837,0.00696445579572547
"378","12115",404559,0.0225455372393149
"379","12117",436952,0.0282159138761237
"380","12119",122764,0.00984001824639145
"381","12121",41861,0.0184658751582619
"382","12123",20864,0.00771664110429448
"383","12125",14410,0.00270645385149202
"384","12127",511129,0.0120419698354036
"385","12129",30811,0.00421927233780143
"386","12131",64228,0.00832970044217475
"387","12133",23589,0.0100470558311077
"388","13001",17204,0.0309811671704255
"389","13003",7713,0.0964605211979774
"390","13005",10406,0.0230636171439554
"391","13007",3031,0.0105575717584955
"392","13009",42895,0.00881221587597622
"393","13011",17698,0.0148039326477568
"394","13013",73530,0.0215558275533796
"395","13015",98059,0.0204978635311394
"396","13017",15938,0.0127368553143431
"397","13019",17944,0.0102541239411502
"398","13021",142667,0.00973595856084448
"399","13023",12053,0.0038994441217954
"400","13025",17636,0.00345883420276707
"401","13027",14607,0.00972136646813172
"402","13029",34357,0.0108565939983118
"403","13031",71796,0.00484706668895203
"404","13033",20874,0.00598831081728466
"405","13035",22759,0.00804077507799112
"406","13037",6164,0.0158987670343932
"407","13039",49411,0.00287385400012143
"408","13043",10243,0.0159133066484428
"409","13045",109782,0.0157585032154634
"410","13047",62899,0.00429259606671012
"411","13049",12322,0.0507222853432884
"412","13051",269991,0.013059694582412
"413","13053",9675,0.00465116279069767
"414","13055",23376,0.0159137577002053
"415","13057",232617,0.0251873250880202
"416","13059",119470,0.0284422867665523
"417","13061",2840,0
"418","13063",261911,0.0489746516946596
"419","13065",6228,0.00337186897880539
"420","13067",703917,0.0410588180140556
"421","13069",40084,0.0248228719688654
"422","13071",42367,0.0713054972030118
"423","13073",141111,0.0171779662818632
"424","13075",16052,0.0117742337403439
"425","13077",134547,0.0152288791277397
"426","13079",11664,0.00128600823045267
"427","13081",21268,0.00808726725597141
"428","13083",15421,0.00408533817521562
"429","13085",23221,0.00637354119116317
"430","13087",24892,0.00409770207295517
"431","13089",696356,0.0470046930018554
"432","13091",19764,0.0062234365513054
"433","13093",13188,0.0165301789505611
"434","13095",83729,0.00675990397592232
"435","13097",134320,0.0183814770696843
"436","13099",9638,0.000311267897904129
"437","13101",3806,0.0246978455070941
"438","13103",56321,0.00742174322188882
"439","13105",18023,0.0175886367419409
"440","13107",20951,0.0157510381366045
"441","13109",9939,0.034510514136231
"442","13111",24389,0.00446922793062446
"443","13113",107224,0.0120215623367903
"444","13115",91501,0.0247101124577873
"445","13117",214525,0.0255820999883463
"446","13119",21389,0.0121557810089298
"447","13121",974271,0.0195099720714257
"448","13123",28811,0.0361667418694249
"449","13125",2871,0.00348310693138279
"450","13127",79546,0.0113770648429839
"451","13129",53862,0.0491255430544725
"452","13131",23457,0.0347017947734152
"453","13133",16440,0.0072992700729927
"454","13135",853929,0.0779795509931153
"455","13137",42020,0.0487386958591147
"456","13139",185566,0.0801008805492385
"457","13141",8183,0.00329952340217524
"458","13143",27388,0.00116839491748211
"459","13145",32404,0.00154301938032342
"460","13147",24404,0.00565481068677266
"461","13149",11080,0.00640794223826715
"462","13151",212373,0.0138765285605986
"463","13153",143203,0.0139871371409817
"464","13155",8897,0.00798021805102844
"465","13157",63436,0.0165678794375433
"466","13159",13143,0.00821730198584798
"467","13161",14009,0.0144906845599258
"468","13163",14668,0.0137714753204254
"469","13165",8207,0.0304618009016693
"470","13167",9143,0.00109373291042327
"471","13169",27120,0
"472","13171",17588,0.000454855583352286
"473","13173",9628,0.00114250103863731
"474","13175",44282,0.00185176821281785
"475","13177",27715,0.00418545913765109
"476","13179",55087,0.0146314012380416
"477","13181",7456,0.00335300429184549
"478","13183",17291,0.0230755884564224
"479","13185",107207,0.00544740548658203
"480","13187",30993,0.00761462265672894
"481","13189",20038,0.00304421598961972
"482","13191",13698,0.000730033581544751
"483","13193",12726,0.00927235580700927
"484","13195",27528,0.01453065969195
"485","13197",8010,0.0137328339575531
"486","13199",19852,0.00110820068506951
"487","13201",5456,0
"488","13205",20953,0.0132200639526559
"489","13207",25837,0.00805047025583466
"490","13209",8556,0.0281673679289388
"491","13211",17461,0.00389439321917416
"492","13213",37224,0.02737481194928
"493","13215",181558,0.00888972119102436
"494","13217",101159,0.00932195850097371
"495","13219",36086,0.0125810563653494
"496","13221",14071,0.00753322436216331
"497","13223",149355,0.00745873924542198
"498","13225",25674,0.0138661681078134
"499","13227",29860,0.00328198258539853
"500","13229",17988,0.00739381810095619
"501","13231",17438,0.000516114233283633
"502","13233",39055,0.0444501344258098
"503","13235",10676,0.00028100412139378
"504","13237",20705,0.0103356677131128
"505","13239",2126,0.0136406396989652
"506","13241",15911,0.0105587329520458
"507","13243",6568,0
"508","13245",188087,0.007028662267993
"509","13247",84488,0.0247490767919705
"510","13249",4882,0.00368701351904957
"511","13251",13118,0.0048025613660619
"512","13253",7873,0.00317540962784199
"513","13255",61348,0.0052650453152507
"514","13257",24053,0.00465638381906623
"515","13259",6134,0.146071079230518
"516","13261",28214,0.0179698022258453
"517","13263",6040,0.00198675496688742
"518","13265",1557,0
"519","13267",24057,0.0277673857920771
"520","13269",7707,0.00519008693395614
"521","13271",15274,0.0915935576797172
"522","13273",8188,0.00146555935515388
"523","13275",41814,0.0109771846749892
"524","13277",37715,0.0124883998409121
"525","13279",25066,0.0185111306151759
"526","13281",11231,0.000267117798949337
"527","13283",6386,0.022862511744441
"528","13285",65357,0.0121945621739064
"529","13287",7412,0.0124123043712898
"530","13289",7799,0.00102577253494038
"531","13291",22326,0.00900295619457135
"532","13293",24468,0.00277914010135687
"533","13295",65167,0.00293093129958415
"534","13297",85848,0.00606886590252539
"535","13299",33352,0.00290837131206524
"536","13301",5018,0.0049820645675568
"537","13303",19290,0.00388802488335925
"538","13305",27809,0.00963716782336654
"539","13307",2551,0.0101920815366523
"540","13309",7677,0.000130259215839521
"541","13311",28203,0.0075169308229621
"542","13313",97286,0.0953991324548239
"543","13315",8362,0.0247548433389141
"544","13317",9293,0.0207683202410416
"545","13319",8510,0.00470035252643948
"546","13321",19260,0.00425752855659398
"547","15001",187560,0.030448923011303
"548","15003",922126,0.0533549645059352
"549","15005",65,0.0307692307692308
"550","15007",67429,0.0308472615640155
"551","15009",156072,0.030479522271772
"552","16001",430126,0.0107782370747176
"553","16003",3944,0.00101419878296146
"554","16005",79545,0.00590860519202967
"555","16007",5589,0.00483091787439614
"556","16009",8609,0.00360088279707283
"557","16011",42349,0.0204491251269215
"558","16013",21208,0.0679460580912863
"559","16015",7138,0.00882600168114318
"560","16017",41486,0.00168731620305645
"561","16019",104679,0.014702089244261
"562","16021",11098,0.00144170120742476
"563","16023",2429,0
"564","16025",974,0.0174537987679671
"565","16027",201226,0.0347768181050163
"566","16029",6487,0.00709110528749807
"567","16031",21742,0.0562965688529114
"568","16033",846,0.202127659574468
"569","16035",8362,0.00203300645778522
"570","16037",4037,0
"571","16039",24630,0.0317092976045473
"572","16041",12447,0.00682895476821724
"573","16043",12190,0.0290401968826907
"574","16045",16354,0.0119236883942766
"575","16047",14116,0.0719042221592519
"576","16049",15640,0.0128516624040921
"577","16051",26105,0.0188852710208772
"578","16053",21700,0.119308755760369
"579","16055",147913,0.00273133531197393
"580","16057",37488,0.00232074263764405
"581","16059",7455,0.00187793427230047
"582","16061",3629,0.00799118214384128
"583","16063",4981,0.0893394900622365
"584","16065",35253,0.00280827163645647
"585","16067",19125,0.0832941176470588
"586","16069",37849,0.00396311659489022
"587","16071",4113,0.0262582056892779
"588","16073",10792,0.0744996293550778
"589","16075",21739,0.0304061824370946
"590","16077",7105,0.0409570724841661
"591","16079",11807,0.0109257220293046
"592","16081",10699,0.0191606692214226
"593","16083",78594,0.0254217879227422
"594","16085",10227,0.000195560770509436
"595","16087",9564,0.0393140945211209
"596","17001",62020,0.00162850693324734
"597","17003",5843,0.00102686975868561
"598","17005",15900,0.00144654088050314
"599","17007",50483,0.034605708852485
"600","17009",6332,0.0102653190145294
"601","17011",31430,0.0147311485841553
"602","17013",4586,0.000218054949847362
"603","17015",13696,0.00350467289719626
"604","17017",11683,0.0729264743644612
"605","17019",198391,0.0161045611948123
"606","17021",31202,0.00246779052624832
"607","17023",14813,0.00283534733004793
"608","17025",12543,0.0102048951606474
"609","17027",35541,0.00351706479840185
"610","17029",48975,0.00438999489535477
"611","17031",4876082,0.068090733502841
"612","17033",17955,0.0075744917850181
"613","17035",10152,0.00128053585500394
"614","17037",98357,0.0171518041420539
"615","17039",15075,0.00338308457711443
"616","17041",18294,0.00880069968295616
"617","17043",874210,0.0347147710504341
"618","17045",16512,0.00139292635658915
"619","17047",6088,0.00837713534822602
"620","17049",31876,0.0108231898607103
"621","17051",20380,0.00696761530912659
"622","17053",12550,0.00334661354581673
"623","17055",36648,0.000982318271119843
"624","17057",33427,0.00472671792263739
"625","17059",4809,0.00353503846953629
"626","17061",12466,0.00088240012834911
"627","17063",47542,0.00748811577131799
"628","17065",7729,0.00323457109587269
"629","17067",17017,0.00246812011517894
"630","17069",3824,0.00130753138075314
"631","17071",6481,0.000925783058170036
"632","17073",46563,0.00749522152782252
"633","17075",26324,0.0145494605683027
"634","17077",54848,0.00789454492415403
"635","17079",8997,0.00500166722240747
"636","17081",35582,0.00373784497779776
"637","17083",20894,0.0029673590504451
"638","17085",20670,0.00566037735849057
"639","17087",11928,0.00159289067739772
"640","17089",497298,0.0664571343540493
"641","17091",104104,0.0118343195266272
"642","17093",117363,0.0267886812709287
"643","17095",47707,0.00750413985369023
"644","17097",660770,0.0477912132814746
"645","17099",103628,0.0128440189910063
"646","17101",15250,0.0121967213114754
"647","17103",32672,0.00722331047992165
"648","17105",34085,0.00354994865776735
"649","17107",27450,0.0029143897996357
"650","17109",29118,0.00679991757675664
"651","17111",290796,0.0231502496595552
"652","17113",162297,0.00853373753057666
"653","17115",99025,0.00215097197677354
"654","17117",43171,0.00224687869171435
"655","17119",249469,0.00476211473169011
"656","17121",35320,0.00254813137032843
"657","17123",11028,0.00317373957199855
"658","17125",12920,0
"659","17127",13428,0.000372356270479595
"660","17129",11629,0.000773927250838421
"661","17131",14777,0.000947418285172904
"662","17133",32305,0.00550998297477171
"663","17135",27337,0.00241431027545085
"664","17137",32455,0.00443691264828224
"665","17139",13683,0.00336183585471022
"666","17141",48280,0.0233015741507871
"667","17143",170083,0.0112592087392626
"668","17145",20176,0.0013877874702617
"669","17147",15418,0.00168634064080944
"670","17149",14704,0.00163220892274211
"671","17151",4049,0
"672","17153",5230,0.000191204588910134
"673","17155",5482,0.00875592849325064
"674","17157",30695,0.00469131780420264
"675","17159",14715,0.00536867142371729
"676","17161",134886,0.0246133772222469
"677","17163",245702,0.0070166299012625
"678","17165",22496,0.00533428165007112
"679","17167",185476,0.00469602536177187
"680","17169",6663,0.0246135374455951
"681","17171",4762,0.00314993700125997
"682","17173",20573,0.00184708112574734
"683","17175",5155,0.0011639185257032
"684","17177",42554,0.00397142454293368
"685","17179",125377,0.00307073865222489
"686","17181",16033,0.00436599513503399
"687","17183",72504,0.0066479090808783
"688","17185",10827,0.00637295649764478
"689","17187",16143,0.0181502818559128
"690","17189",13272,0.00406871609403255
"691","17191",15376,0.00780437044745057
"692","17193",13088,0.00641809290953545
"693","17195",52829,0.0109598894546556
"694","17197",648683,0.0330731651669614
"695","17199",63166,0.00530348605262325
"696","17201",266882,0.0212640792560008
"697","17203",36356,0.00148531191550226
"698","18001",32007,0.0119036460774206
"699","18003",346342,0.0209099676042755
"700","18005",77014,0.0156335211779676
"701","18007",8113,0.0053001355848638
"702","18009",11376,0.000966947960618847
"703","18011",61366,0.00914187009092983
"704","18013",14481,0.00580070437124508
"705","18015",19012,0.00541763096991374
"706","18017",35543,0.0414990293447374
"707","18019",109165,0.00665964365868181
"708","18021",24599,0.00459368267002724
"709","18023",30044,0.0388430302223406
"710","18025",9980,0.00210420841683367
"711","18027",30520,0.0167103538663172
"712","18029",46929,0.00149161499286156
"713","18031",24834,0.00237577514697592
"714","18033",40234,0.00352935328329274
"715","18035",109249,0.00334099167955771
"716","18037",39713,0.0100219071840455
"717","18039",189083,0.0331335974148919
"718","18041",21987,0.0038659207713649
"719","18043",72794,0.00420364315740308
"720","18045",15495,0.00542110358180058
"721","18047",21464,0.0075941110696981
"722","18049",18921,0.00724063210189736
"723","18051",31577,0.00167843683693828
"724","18053",62755,0.0018962632459565
"725","18055",30447,0.00489374979472526
"726","18057",301583,0.0095893999330201
"727","18059",70795,0.00563599124231937
"728","18061",37659,0.00212432619028652
"729","18063",154101,0.00876697750176832
"730","18065",45857,0.00148287066314848
"731","18067",77358,0.0036324620595155
"732","18069",34321,0.00396258850266601
"733","18071",41130,0.0177486019936786
"734","18073",31517,0.0113272202303519
"735","18075",19381,0.00577885558020742
"736","18077",30176,0.00470572640509014
"737","18079",25976,0.00381121034801355
"738","18081",143828,0.00657034791556581
"739","18083",34881,0.00358361285513603
"740","18085",73912,0.0213632427751921
"741","18087",35563,0.0327025279082192
"742","18089",456356,0.0200347973950162
"743","18091",103638,0.00567359462745325
"744","18093",43079,0.00227489031778825
"745","18095",122087,0.00696224823281758
"746","18097",882233,0.0355994391504285
"747","18099",43514,0.0256928804522682
"748","18101",9593,0
"749","18103",33938,0.00518592727915611
"750","18105",140043,0.00920431581728469
"751","18107",36025,0.0137682165163081
"752","18109",65886,0.00200346052272106
"753","18111",13250,0.0147924528301887
"754","18113",44376,0.0234586262844781
"755","18115",5573,0
"756","18117",18374,0.00146946772613476
"757","18119",19711,0.00344985033737507
"758","18121",15896,0.00893306492199295
"759","18123",18019,0.000610466729563239
"760","18125",11682,0.000770416024653313
"761","18127",159464,0.00554984197060151
"762","18129",24168,0
"763","18131",11910,0
"764","18133",35521,0.00827679400917767
"765","18135",23476,0.00779519509286079
"766","18137",26744,0.00430002991325157
"767","18139",15714,0.00528191421662212
"768","18141",252836,0.0138983372620988
"769","18143",22335,0.000402955003357958
"770","18145",41904,0.00630011454753723
"771","18147",19329,0.00325935123389725
"772","18149",21656,0.00549501292944219
"773","18151",32572,0.00663146260591919
"774","18153",19672,0.0019316795445303
"775","18155",10035,0.00418535127055306
"776","18157",180237,0.0194743587609647
"777","18159",14358,0.00543251149185123
"778","18161",6661,0.00315267977781114
"779","18163",170341,0.00625803535261622
"780","18165",14709,0.00237949554694405
"781","18167",101290,0.00399842037713496
"782","18169",29798,0.00372508222028324
"783","18171",7780,0.0025706940874036
"784","18173",58775,0.00403232666950234
"785","18175",26245,0.00110497237569061
"786","18177",62484,0.0091703476089879
"787","18179",26301,0.00231930344853808
"788","18181",22659,0.0195507303941039
