"","GEOID","totPop18","groupQt18r"
"1","01001",55200,0.00989130434782609
"2","01003",208107,0.0144829342597798
"3","01005",25782,0.112481576293538
"4","01007",22527,0.092821946996937
"5","01009",57645,0.00941972417382254
"6","01011",10352,0.0415378670788253
"7","01013",20025,0.0160799001248439
"8","01015",115098,0.027037828632991
"9","01017",33826,0.0151362856973925
"10","01019",25853,0.0105983831663637
"11","01021",43930,0.0091736854086046
"12","01023",13075,0.0139961759082218
"13","01025",24387,0.0149259851560258
"14","01027",13378,0.0186873972193153
"15","01029",14938,0.011313428839202
"16","01031",51288,0.0117181406956793
"17","01033",54495,0.00800073401229471
"18","01035",12514,0.00359597251078792
"19","01037",10855,0.0359281437125748
"20","01039",37351,0.0178308479023319
"21","01041",13865,0.0116840966462315
"22","01043",82313,0.0145784991435132
"23","01045",49255,0.0256420667952492
"24","01047",40029,0.0148892053261385
"25","01049",71200,0.0134831460674157
"26","01051",81212,0.0544747081712062
"27","01053",37328,0.0758144020574368
"28","01055",102939,0.0130174180825537
"29","01057",16585,0.0197769068435333
"30","01059",31542,0.00808445881681568
"31","01061",26491,0.00939941867049186
"32","01063",8426,0.00747685734630904
"33","01065",14887,0.0133673675018472
"34","01067",17124,0.0181616444755898
"35","01069",104352,0.00898880711438209
"36","01071",52094,0.0126694053057934
"37","01073",659892,0.0242585150297321
"38","01075",13933,0.0134931457690375
"39","01077",92585,0.023859156450829
"40","01079",33171,0.00699406107744717
"41","01081",159287,0.037021225837639
"42","01083",93052,0.0308644628809698
"43","01085",10236,0.00947635795232513
"44","01087",19054,0.12076204471502
"45","01089",357560,0.024728716858709
"46","01091",19538,0.0120790254887911
"47","01093",29965,0.0168196228933756
"48","01095",95145,0.0108255820064113
"49","01097",414659,0.0215791771069722
"50","01099",21512,0.0115749349200446
"51","01101",226941,0.0304572554099964
"52","01103",119122,0.0156562179949967
"53","01105",9486,0.0846510647269661
"54","01107",20298,0.0760173416100108
"55","01109",33403,0.0572403676316499
"56","01111",22574,0.0216620891290866
"57","01113",58213,0.00986034047377734
"58","01115",87306,0.0251987263189242
"59","01117",211261,0.0141483757058804
"60","01119",12985,0.06907970735464
"61","01121",80565,0.0423012474399553
"62","01123",40636,0.0151589723397972
"63","01125",206213,0.0498077230824439
"64","01127",64493,0.0140325306622424
"65","01129",16643,0.0085321156041579
"66","01131",10809,0.0236839670644833
"67","01133",23875,0.0157068062827225
"68","02013",3425,0.347153284671533
"69","02016",5750,0.238260869565217
"70","02020",296112,0.0251188739395904
"71","02050",18040,0.0471729490022173
"72","02060",890,0.0831460674157303
"73","02068",2232,0.344086021505376
"74","02070",4975,0.071356783919598
"75","02090",99653,0.0425677099535388
"76","02100",2518,0.0198570293884035
"77","02105",2132,0.0731707317073171
"78","02110",32330,0.0195174760284565
"79","02122",58220,0.0289591205771213
"80","02130",13804,0.0205737467400753
"81","02150",13649,0.0243973917503114
"82","02158",8198,0.0328128811905343
"83","02164",1375,0.0763636363636364
"84","02170",103464,0.018905126420784
"85","02180",9925,0.0538035264483627
"86","02185",9797,0.321322853934878
"87","02188",7734,0.0453840186190846
"88","02195",3255,0.0236559139784946
"89","02198",6474,0.0162187210379981
"90","02220",8738,0.0322728313115129
"91","02230",1061,0.139491046182846
"92","02240",6876,0.0474112856311809
"93","02261",9301,0.026771314912375
"94","02275",2484,0.0213365539452496
"95","02282",689,0.0957910014513788
"96","02290",5415,0.0559556786703601
"97","04001",71522,0.0188473476692486
"98","04003",126279,0.0711994868505452
"99","04005",140217,0.0969711233302667
"100","04007",53400,0.0180149812734082
"101","04009",37879,0.111090577892764
"102","04011",9504,0.00989057239057239
"103","04012",20701,0.0102410511569489
"104","04013",4253913,0.0125477413383866
"105","04015",206064,0.0161357636462458
"106","04017",108705,0.0262821397359827
"107","04019",1019722,0.029177560158553
"108","04021",419721,0.0631681521772797
"109","04023",46584,0.00890863815902456
"110","04025",224645,0.0221282467893788
"111","04027",207829,0.0258962897381982
"112","05001",18124,0.0144559699845509
"113","05003",20537,0.00905682426839363
"114","05005",41219,0.0108202527960407
"115","05007",258980,0.010846397405205
"116","05009",37288,0.0139455052563828
"117","05011",10948,0.0179028132992327
"118","05013",5202,0.0271049596309112
"119","05015",27887,0.0100405206727149
"120","05017",10826,0.0662294476260853
"121","05019",22385,0.121822649095376
"122","05021",15061,0.00849877166190824
"123","05023",25230,0.0132778438367023
"124","05025",8226,0.0113056163384391
"125","05027",23892,0.0743763602879625
"126","05029",20906,0.00994929685257821
"127","05031",105701,0.0356761052402532
"128","05033",62472,0.00960430272762198
"129","05035",49013,0.0139146756982841
"130","05037",16998,0.0133545122955642
"131","05039",7432,0.0939181916038751
"132","05041",11887,0.00715066879784639
"133","05043",18502,0.0557237055453464
"134","05045",122416,0.0399294209907202
