ZCTA,time_to_nearest_methadone,count_in_range_methadone,methadone_score
49833,999,0,0.0
49831,999,0,0.0
49829,999,0,0.0
49827,999,0,0.0
49826,999,0,0.0
49825,999,0,0.0
49822,999,0,0.0
49821,999,0,0.0
49820,999,0,0.0
49819,999,0,0.0
49818,999,0,0.0
49817,999,0,0.0
49816,999,0,0.0
49815,999,0,0.0
49814,999,0,0.0
49812,999,0,0.0
49808,999,0,0.0
49807,999,0,0.0
49806,999,0,0.0
49805,999,0,0.0
49802,999,0,0.0
49801,999,0,0.0
49799,25,2,0.3333333333333333
49796,45,0,0.0
49795,23,2,0.4666666666666667
49793,999,0,0.0
49791,42,0,0.0
49788,999,0,0.0
49783,999,0,0.0
49782,203,0,0.0
49781,78,0,0.0
49780,999,0,0.0
49779,108,0,0.0
49777,133,0,0.0
49776,110,0,0.0
49775,195,0,0.0
49774,999,0,0.0
49770,62,0,0.0
49769,77,0,0.0
49768,999,0,0.0
49766,129,0,0.0
49765,64,0,0.0
49764,57,0,0.0
49762,999,0,0.0
49760,999,0,0.0
49759,85,0,0.0
49757,114,0,0.0
49756,59,0,0.0
49755,71,0,0.0
49753,89,0,0.0
49752,999,0,0.0
49751,27,2,0.2
49749,40,0,0.0
49748,999,0,0.0
49747,144,0,0.0
49746,83,0,0.0
49745,999,0,0.0
49744,112,0,0.0
49743,112,0,0.0
49740,82,0,0.0
49738,35,0,0.0
49736,999,0,0.0
49735,0,2,2.0
49733,19,2,0.7333333333333333
49730,29,2,0.06666666666666667
49729,71,0,0.0
49728,999,0,0.0
49727,48,0,0.0
49726,999,0,0.0
49725,999,0,0.0
49724,999,0,0.0
49722,59,0,0.0
49721,55,0,0.0
49720,73,0,0.0
49719,999,0,0.0
49718,77,0,0.0
49717,47,0,0.0
49716,65,0,0.0
49715,999,0,0.0
49713,49,0,0.0
49712,43,0,0.0
49710,999,0,0.0
49709,57,0,0.0
49707,111,0,0.0
49706,52,0,0.0
49705,46,0,0.0
49701,63,0,0.0
49690,85,0,0.0
49689,999,0,0.0
49688,90,0,0.0
49686,95,0,0.0
49684,107,0,0.0
49683,145,0,0.0
49682,123,0,0.0
49680,79,0,0.0
49679,55,0,0.0
49677,78,0,0.0
49676,71,0,0.0
49675,999,0,0.0
49674,136,0,0.0
49670,143,0,0.0
49668,127,0,0.0
49667,59,0,0.0
49666,102,0,0.0
49665,63,0,0.0
49664,135,0,0.0
49663,100,0,0.0
49660,110,0,0.0
49659,47,0,0.0
49657,82,0,0.0
49656,119,0,0.0
49655,93,0,0.0
49654,142,0,0.0
49653,135,0,0.0
49651,83,0,0.0
49650,124,0,0.0
49649,96,0,0.0
49648,92,0,0.0
49646,62,0,0.0
49645,999,0,0.0
49644,137,0,0.0
49643,124,0,0.0
49642,103,0,0.0
49640,999,0,0.0
49639,81,0,0.0
49638,119,0,0.0
49637,117,0,0.0
49636,149,0,0.0
49635,999,0,0.0
49634,999,0,0.0
49633,95,0,0.0
49632,98,0,0.0
49631,58,0,0.0
49630,136,0,0.0
49629,90,0,0.0
49628,999,0,0.0
49627,83,0,0.0
49626,999,0,0.0
49625,999,0,0.0
49623,87,0,0.0
49622,73,0,0.0
49621,129,0,0.0
49620,114,0,0.0
49619,999,0,0.0
49618,108,0,0.0
49617,999,0,0.0
49616,999,0,0.0
49615,62,0,0.0
49614,999,0,0.0
49613,999,0,0.0
49612,65,0,0.0
49611,34,0,0.0
49601,91,0,0.0
49548,11,2,1.2666666666666666
49546,17,2,0.5666666666666667
49544,17,2,0.6666666666666667
49534,13,2,1.0
49525,19,2,0.5
49519,6,2,1.4333333333333333
49512,14,2,1.0
49509,8,2,1.4
49508,12,2,1.1333333333333333
49507,0,2,1.5
49506,7,2,1.1666666666666667
49505,11,2,1.0
49504,12,2,1.0666666666666667
49503,6,2,1.2666666666666666
49464,24,1,0.2
49461,22,2,0.4
49460,35,0,0.0
49459,81,0,0.0
49458,87,0,0.0
49457,19,2,0.6
49456,17,2,0.8666666666666667
49455,38,0,0.0
49454,70,0,0.0
49453,37,0,0.0
49452,37,0,0.0
49451,23,1,0.23333333333333334
49450,52,0,0.0
49449,54,0,0.0
49448,21,2,0.5666666666666667
49446,35,0,0.0
49445,12,2,1.0333333333333332
49444,0,2,1.6666666666666665
49442,0,2,1.7
49441,12,2,1.1333333333333333
49440,7,2,1.3666666666666667
49437,25,2,0.19999999999999998
49436,53,0,0.0
49435,24,2,0.4
49434,40,0,0.0
49431,67,0,0.0
49428,10,2,1.0333333333333332
49426,13,2,0.7333333333333333
49425,36,0,0.0
49424,31,0,0.0
49423,29,1,0.03333333333333333
49421,60,0,0.0
49420,53,0,0.0
49419,36,0,0.0
49418,0,2,1.5
49417,26,2,0.26666666666666666
49415,14,2,1.0333333333333332
49412,45,0,0.0
49411,90,0,0.0
49410,93,0,0.0
49408,50,0,0.0
49406,39,0,0.0
49405,90,0,0.0
49404,28,3,0.1
49403,40,0,0.0
49402,94,0,0.0
49401,24,2,0.23333333333333334
49349,66,0,0.0
49348,30,2,0.0
49347,63,0,0.0
49346,69,0,0.0
49345,33,0,0.0
49344,40,0,0.0
49343,36,0,0.0
49342,65,0,0.0
49341,31,0,0.0
49340,35,0,0.0
49339,39,0,0.0
49338,80,0,0.0
49337,59,0,0.0
49336,58,0,0.0
49335,25,2,0.3333333333333333
49333,35,0,0.0
49332,46,0,0.0
49331,36,0,0.0
49330,38,0,0.0
49329,48,0,0.0
49328,43,0,0.0
49327,42,0,0.0
49326,52,0,0.0
49325,49,0,0.0
49323,28,2,0.1
49322,62,0,0.0
49321,19,2,0.5333333333333333
49320,68,0,0.0
49319,32,0,0.0
49318,31,0,0.0
49316,20,2,0.6666666666666666
49315,14,2,0.8999999999999999
49312,81,0,0.0
49310,39,0,0.0
49309,94,0,0.0
49307,69,0,0.0
49306,24,2,0.2
49305,53,0,0.0
49304,105,0,0.0
49303,36,0,0.0
49302,35,0,0.0
49301,20,2,0.39999999999999997
49289,50,0,0.0
49288,72,0,0.0
49287,53,0,0.0
49286,47,0,0.0
49285,48,0,0.0
49284,41,0,0.0
49283,49,0,0.0
49282,61,0,0.0
49279,52,0,0.0
49277,35,0,0.0
49276,24,2,0.26666666666666666
49274,72,0,0.0
49272,44,0,0.0
49271,85,0,0.0
49270,26,2,0.16666666666666666
49269,36,0,0.0
49268,37,0,0.0
49267,16,2,0.8
49266,82,0,0.0
49265,59,0,0.0
49264,31,0,0.0
49263,48,0,0.0
49262,78,0,0.0
49261,52,0,0.0
49259,50,0,0.0
49256,54,0,0.0
49255,73,0,0.0
49254,43,0,0.0
49253,65,0,0.0
49252,54,0,0.0
49251,31,0,0.0
49250,62,0,0.0
49249,62,0,0.0
49248,47,0,0.0
49247,74,0,0.0
49246,61,0,0.0
49245,45,0,0.0
49242,71,0,0.0
49241,58,0,0.0
49240,37,0,0.0
49238,40,0,0.0
49237,42,0,0.0
49236,35,0,0.0
49235,62,0,0.0
49234,50,0,0.0
49233,53,0,0.0
49232,93,0,0.0
49230,61,0,0.0
49229,41,0,0.0
49228,31,0,0.0
49227,56,0,0.0
49224,27,1,0.1
49221,45,0,0.0
49220,63,0,0.0
49203,47,0,0.0
49202,41,0,0.0
49201,42,0,0.0
49130,47,0,0.0
49129,34,0,0.0
49128,34,0,0.0
49127,18,1,0.4
49126,11,1,0.6333333333333333
49125,27,1,0.1
49120,23,1,0.23333333333333334
49119,33,0,0.0
49117,39,0,0.0
49116,33,0,0.0
49115,31,0,0.0
49113,26,1,0.13333333333333333
49112,38,0,0.0
49111,26,1,0.13333333333333333
49107,26,1,0.13333333333333333
49106,25,1,0.16666666666666666
49104,23,1,0.23333333333333334
49103,23,1,0.23333333333333334
49102,31,0,0.0
49101,28,1,0.06666666666666667
49099,49,0,0.0
49098,15,1,0.5
49097,23,1,0.23333333333333334
49096,54,0,0.0
49095,60,0,0.0
49094,39,0,0.0
49093,34,0,0.0
49092,31,0,0.0
49091,67,0,0.0
49090,32,0,0.0
49089,42,0,0.0
49088,25,1,0.16666666666666666
49087,25,1,0.16666666666666666
49085,13,1,0.5666666666666667
49084,11,1,0.6333333333333333
49083,21,1,0.3
49082,47,0,0.0
49080,29,1,0.03333333333333333
49079,30,1,0.0
49078,29,1,0.03333333333333333
49076,29,1,0.03333333333333333
49075,52,0,0.0
49074,11,1,0.6333333333333333
49073,45,0,0.0
49072,46,0,0.0
49071,20,1,0.3333333333333333
49070,32,0,0.0
49068,17,1,0.43333333333333335
49067,39,0,0.0
49066,47,0,0.0
49065,34,0,0.0
49064,28,1,0.06666666666666667
49061,57,0,0.0
49060,36,0,0.0
49058,45,0,0.0
49057,19,1,0.36666666666666664
49056,53,0,0.0
49055,41,0,0.0
49053,16,2,0.5333333333333333
49052,39,0,0.0
49051,21,1,0.3
49050,29,1,0.03333333333333333
49048,8,1,0.7333333333333333
49047,46,0,0.0
49046,43,0,0.0
49045,40,0,0.0
49043,28,1,0.06666666666666667
49042,42,0,0.0
49040,59,0,0.0
49038,20,1,0.3333333333333333
49037,11,2,0.6333333333333333
49036,44,0,0.0
49034,26,2,0.2
49033,14,1,0.5333333333333333
49032,46,0,0.0
49031,48,0,0.0
49030,72,0,0.0
49029,26,1,0.13333333333333333
49028,63,0,0.0
49027,51,0,0.0
49026,53,0,0.0
49024,12,1,0.6
49022,0,1,1.0
49021,29,1,0.03333333333333333
49017,12,1,0.6
49015,11,2,0.6666666666666666
49014,0,1,1.0
49013,42,0,0.0
49012,27,2,0.1
49011,29,1,0.03333333333333333
49010,46,0,0.0
49009,17,1,0.43333333333333335
49008,9,1,0.7
49007,6,1,0.8
49006,10,1,0.6666666666666666
49004,14,1,0.5333333333333333
49002,10,1,0.6666666666666666
49001,0,1,1.0
48933,5,2,1.6666666666666667
48921,7,2,1.5333333333333334
48917,13,2,1.1333333333333333
48915,8,2,1.4666666666666666
48912,7,2,1.5333333333333334
48911,5,2,1.6666666666666667
48910,0,2,2.0
48906,10,2,1.3333333333333333
48897,62,0,0.0
48896,25,1,0.16666666666666666
48895,27,2,0.2
48894,40,0,0.0
48893,31,0,0.0
48892,25,2,0.3333333333333333
48891,41,0,0.0
48890,44,0,0.0
48889,54,0,0.0
48888,69,0,0.0
48886,56,0,0.0
48885,72,0,0.0
48884,74,0,0.0
48883,21,1,0.3
48881,44,0,0.0
48880,28,1,0.06666666666666667
48879,30,2,0.0
48878,13,1,0.5666666666666667
48877,38,0,0.0
48876,22,2,0.5333333333333333
48875,32,0,0.0
48874,45,0,0.0
48873,49,0,0.0
48872,37,0,0.0
48871,52,0,0.0
48870,76,0,0.0
48867,33,0,0.0
48866,38,0,0.0
48865,61,0,0.0
48864,19,2,0.7333333333333333
48861,41,0,0.0
48860,63,0,0.0
48858,0,1,1.0
48857,39,0,0.0
48856,56,0,0.0
48855,35,0,0.0
48854,17,2,0.8666666666666667
48853,52,0,0.0
48852,58,0,0.0
48851,55,0,0.0
48850,65,0,0.0
48849,55,0,0.0
48848,44,0,0.0
48847,34,0,0.0
48846,54,0,0.0
48845,72,0,0.0
48843,22,1,0.26666666666666666
48842,8,2,1.4666666666666666
48841,54,0,0.0
48840,24,2,0.4
48838,49,0,0.0
48837,24,2,0.4
48836,31,0,0.0
48835,43,0,0.0
48834,73,0,0.0
48832,28,1,0.06666666666666667
48831,56,0,0.0
48829,48,0,0.0
48827,22,2,0.5333333333333333
48825,11,2,1.2666666666666666
48823,12,2,1.2
48822,28,2,0.13333333333333333
48821,13,2,1.1333333333333333
48820,22,2,0.5333333333333333
48819,35,0,0.0
48818,62,0,0.0
48817,27,2,0.2
48816,47,0,0.0
48815,40,0,0.0
48813,28,2,0.13333333333333333
48811,65,0,0.0
48809,46,0,0.0
48808,21,2,0.6
48807,60,0,0.0
48806,47,0,0.0
48801,23,1,0.23333333333333334
48770,84,0,0.0
48768,38,0,0.0
48767,52,0,0.0
48766,75,0,0.0
48765,89,0,0.0
48763,102,0,0.0
48762,157,0,0.0
48761,130,0,0.0
48760,70,0,0.0
48759,63,0,0.0
48757,26,1,0.13333333333333333
48756,80,0,0.0
48755,85,0,0.0
48754,78,0,0.0
48750,153,0,0.0
48749,63,0,0.0
48748,109,0,0.0
48747,31,0,0.0
48746,52,0,0.0
48745,172,0,0.0
48744,59,0,0.0
48743,115,0,0.0
48742,160,0,0.0
48741,65,0,0.0
48740,155,0,0.0
48739,106,0,0.0
48738,999,0,0.0
48737,137,0,0.0
48735,79,0,0.0
48734,31,0,0.0
48733,52,0,0.0
48732,26,1,0.13333333333333333
48731,92,0,0.0
48730,112,0,0.0
48729,75,0,0.0
48728,115,0,0.0
48727,78,0,0.0
48726,78,0,0.0
48725,98,0,0.0
48724,7,1,0.7666666666666667
48723,54,0,0.0
48722,19,1,0.36666666666666664
48721,999,0,0.0
48720,75,0,0.0
48710,17,1,0.43333333333333335
48708,17,1,0.43333333333333335
48706,16,1,0.4666666666666667
48705,139,0,0.0
48703,71,0,0.0
48701,57,0,0.0
48667,31,0,0.0
48662,43,0,0.0
48661,74,0,0.0
48659,56,0,0.0
48658,50,0,0.0
48657,39,0,0.0
48656,71,0,0.0
48655,38,0,0.0
48654,86,0,0.0
48653,47,0,0.0
48652,60,0,0.0
48651,65,0,0.0
48650,38,0,0.0
48649,58,0,0.0
48647,87,0,0.0
48642,34,0,0.0
48640,33,0,0.0
48638,14,1,0.5333333333333333
48637,36,0,0.0
48636,71,0,0.0
48635,99,0,0.0
48634,24,1,0.2
48633,56,0,0.0
48632,38,0,0.0
48631,25,1,0.16666666666666666
48630,53,0,0.0
48629,54,0,0.0
48628,56,0,0.0
48627,47,0,0.0
48626,30,1,0.0
48625,38,0,0.0
48624,62,0,0.0
48623,21,1,0.3
48622,31,0,0.0
48621,91,0,0.0
48619,80,0,0.0
48618,34,0,0.0
48617,27,1,0.1
48616,48,0,0.0
48615,41,0,0.0
48614,62,0,0.0
48613,64,0,0.0
48612,69,0,0.0
48611,23,1,0.23333333333333334
48610,58,0,0.0
48609,20,1,0.3333333333333333
48607,6,1,0.8
48604,0,1,1.0
48603,11,1,0.6333333333333333
48602,9,1,0.7
48601,10,1,0.6666666666666666
48554,11,3,1.7333333333333334
48553,10,3,1.9333333333333331
48551,12,3,1.7
48532,0,3,2.6
48529,12,3,1.6666666666666665
48519,18,3,1.0
48509,16,3,1.1333333333333333
48507,12,3,1.7666666666666666
48506,14,3,1.2
48505,7,3,1.6333333333333335
48504,0,3,2.2
48503,7,3,2.1
48502,7,3,2.1
48476,27,2,0.2
48475,108,0,0.0
48473,14,3,1.4333333333333333
48472,95,0,0.0
48471,75,0,0.0
48470,120,0,0.0
48469,90,0,0.0
48468,141,0,0.0
48467,119,0,0.0
48466,58,0,0.0
48465,111,0,0.0
48464,51,0,0.0
48463,36,0,0.0
48462,32,0,0.0
48461,63,0,0.0
48460,34,0,0.0
48458,12,3,1.2666666666666666
48457,27,1,0.1
48456,112,0,0.0
48455,37,0,0.0
48454,53,0,0.0
48453,72,0,0.0
48451,32,0,0.0
48450,67,0,0.0
48449,18,3,0.9666666666666667
48446,35,0,0.0
48445,114,0,0.0
48444,42,0,0.0
48442,30,1,0.0
48441,131,0,0.0
48440,45,0,0.0
48439,19,3,1.0333333333333332
48438,34,0,0.0
48437,21,3,0.36666666666666664
48436,36,0,0.0
48435,64,0,0.0
48434,113,0,0.0
48433,15,3,1.4666666666666668
48432,110,0,0.0
48430,28,4,0.16666666666666666
48429,28,2,0.13333333333333333
48428,48,0,0.0
48427,96,0,0.0
48426,84,0,0.0
48423,21,3,0.6333333333333333
48422,70,0,0.0
48421,60,0,0.0
48420,18,3,0.8666666666666667
48419,87,0,0.0
48418,47,0,0.0
48417,26,1,0.13333333333333333
48416,66,0,0.0
48415,26,4,0.13333333333333333
48414,37,0,0.0
48413,101,0,0.0
48412,45,0,0.0
48411,30,1,0.0
48401,81,0,0.0
48397,9,14,1.9666666666666668
48393,0,5,1.2666666666666668
48390,9,4,1.2666666666666666
48386,7,2,1.0333333333333334
48383,16,2,0.7
48382,14,3,1.0
48381,18,3,0.5
48380,20,3,0.7666666666666666
48377,13,7,1.1666666666666667
48375,16,6,1.1
48374,13,4,1.0
48371,36,0,0.0
48370,41,0,0.0
48367,41,0,0.0
48363,31,0,0.0
48362,35,0,0.0
48360,27,1,0.1
48359,25,3,0.2333333333333333
48357,25,3,0.4
48356,22,2,0.4666666666666667
48353,17,3,0.5
48350,24,1,0.2
48348,25,1,0.16666666666666666
48346,15,1,0.5
48342,16,6,1.0
48341,14,5,0.9333333333333333
48340,19,3,0.5666666666666667
48336,11,8,1.3
48335,11,8,1.3333333333333333
48334,16,12,1.2
48331,19,6,1.0333333333333332
48329,11,1,0.6333333333333333
48328,8,5,0.8666666666666666
48327,0,2,1.1
48326,23,6,0.6333333333333333
48324,8,3,1.0666666666666667
48323,16,4,0.9999999999999999
48322,17,8,1.0333333333333332
48320,13,5,0.8333333333333333
48317,11,7,1.4333333333333333
48316,18,3,0.6666666666666666
48315,16,4,1.1333333333333333
48314,8,9,1.7333333333333334
48313,12,6,1.5333333333333332
48312,0,10,2.2333333333333334
48310,0,13,2.3666666666666667
48309,19,6,0.8666666666666667
48307,18,5,0.8999999999999999
48306,26,2,0.16666666666666666
48304,18,7,1.1
48302,20,6,0.8666666666666667
48301,16,12,1.0
48243,7,15,2.2333333333333334
48242,25,3,0.4
48240,11,13,1.6666666666666665
48239,10,11,1.7999999999999998
48238,6,15,2.1666666666666665
48237,0,17,2.1999999999999997
48236,8,13,1.7666666666666666
48235,7,14,2.066666666666667
48234,0,15,2.333333333333333
48233,7,15,2.2
48230,10,11,1.7
48229,18,9,1.1666666666666667
48228,8,12,2.033333333333333
48227,0,12,2.2333333333333334
48226,4,15,2.4
48225,8,14,1.9666666666666663
48224,4,14,2.2666666666666666
48223,8,12,1.9333333333333331
48221,9,14,1.9
48220,8,15,2.1333333333333333
48219,11,13,1.6333333333333333
48218,17,9,1.2666666666666666
48217,14,12,1.5666666666666667
48216,7,15,2.2666666666666666
48215,7,12,1.8
48214,8,12,2.0
48213,0,16,2.466666666666667
48212,5,16,2.2666666666666666
48211,0,16,2.5
48210,8,13,2.0
48209,12,13,1.7666666666666666
48208,5,15,2.5
48207,7,15,2.2333333333333334
48206,6,15,2.2
48205,6,14,2.1
48204,0,14,2.3666666666666667
48203,0,16,2.3
48202,6,16,2.3333333333333335
48201,0,15,2.7
48198,10,3,1.0333333333333334
48197,0,2,1.3333333333333333
48195,22,7,0.7666666666666666
48193,27,4,0.26666666666666666
48192,24,6,0.5666666666666667
48191,22,1,0.26666666666666666
48190,15,2,0.5333333333333333
48189,21,2,0.5666666666666667
48188,17,5,1.0333333333333334
48187,17,6,1.0
48186,15,5,1.1
48185,10,7,1.5666666666666667
48184,18,4,0.9333333333333332
48183,28,4,0.16666666666666666
48182,17,3,0.7
48180,15,10,0.9666666666666666
48179,24,1,0.2
48178,22,2,0.5
48177,19,3,0.7333333333333333
48176,16,2,0.9
48174,24,3,0.3666666666666667
48173,28,1,0.06666666666666667
48170,13,7,1.0
48169,33,0,0.0
48168,14,5,0.9666666666666666
48167,16,5,0.8666666666666667
48166,24,1,0.2
48165,13,4,1.1333333333333333
48164,26,4,0.23333333333333334
48162,8,1,0.7333333333333333
48161,0,2,1.0
48160,19,2,0.5666666666666667
48159,25,1,0.16666666666666666
48158,32,0,0.0
48157,15,2,0.8333333333333333
48154,0,12,1.9333333333333336
48152,5,9,1.5333333333333332
48150,6,10,1.7333333333333334
48146,19,8,1.0666666666666667
48145,8,2,0.9666666666666666
48144,16,3,0.8999999999999999
48143,27,1,0.1
48141,9,7,1.3
48140,17,2,0.4666666666666667
48139,21,2,0.43333333333333335
48138,37,0,0.0
48137,46,0,0.0
48135,8,7,1.633333333333333
48134,26,2,0.13333333333333333
48133,14,3,1.0333333333333334
48131,24,2,0.2
48130,17,2,0.43333333333333335
48128,5,10,1.7333333333333334
48127,0,10,1.9000000000000001
48126,10,13,1.8666666666666667
48125,11,10,1.1666666666666665
48124,10,10,1.4
48122,15,12,1.4333333333333333
48120,13,12,1.5666666666666667
48118,26,1,0.13333333333333333
48117,23,1,0.23333333333333334
48116,15,3,0.6
48114,0,2,1.0666666666666667
48111,18,4,0.5
48109,9,3,1.0333333333333332
48108,13,2,1.0666666666666667
48105,14,3,1.0333333333333332
48104,11,2,1.0333333333333332
48103,0,2,1.3333333333333333
48101,19,10,1.0333333333333332
48098,17,7,1.0666666666666667
48097,44,0,0.0
48096,22,2,0.26666666666666666
48095,29,2,0.03333333333333333
48094,20,3,0.6
48093,9,14,2.0666666666666664
48092,5,14,2.1666666666666665
48091,7,14,2.0
48089,11,13,1.8333333333333333
48088,8,13,1.9999999999999998
48085,10,10,1.6333333333333333
48084,10,15,1.7333333333333332
48083,4,14,2.2
48082,9,12,1.6999999999999997
48081,6,13,2.066666666666667
48080,0,14,2.2333333333333334
48079,31,0,0.0
48076,8,17,1.7000000000000002
48075,7,17,1.9
48074,39,0,0.0
48073,9,14,1.8666666666666667
48072,5,16,1.9000000000000001
48071,0,14,2.3
48070,5,16,1.9666666666666668
48069,7,15,2.1666666666666665
48067,5,14,2.1666666666666665
48066,0,13,2.1333333333333333
48065,27,2,0.1
48064,22,1,0.26666666666666666
48063,20,1,0.3333333333333333
48062,0,1,1.0
48060,37,0,0.0
48059,48,0,0.0
48054,39,0,0.0
48051,22,5,0.6333333333333333
48050,9,1,0.7
48049,45,0,0.0
48048,15,3,0.6333333333333333
48047,22,5,0.6333333333333333
48045,13,10,1.4333333333333333
48044,21,4,0.8
48043,15,8,1.3666666666666667
48042,22,4,0.6333333333333333
48041,20,1,0.3333333333333333
48040,30,1,0.0
48039,45,0,0.0
48038,13,7,1.5333333333333332
48036,12,10,1.6999999999999997
48035,9,10,1.833333333333333
48034,12,16,1.4
48033,13,14,1.4
48032,66,0,0.0
48030,6,15,2.1999999999999997
48028,61,0,0.0
48027,30,1,0.0
48026,6,12,2.0666666666666664
48025,16,9,1.0
48023,25,1,0.16666666666666666
48022,31,0,0.0
48021,6,13,2.0666666666666664
48017,10,14,1.7999999999999998
48015,9,14,1.9666666666666666
48014,35,0,0.0
48009,13,14,1.4666666666666666
48006,39,0,0.0
48005,20,1,0.3333333333333333
48003,34,0,0.0
48002,34,0,0.0
48001,40,0,0.0
47997,37,0,0.0
47995,34,0,0.0
47994,46,0,0.0
47993,61,0,0.0
47992,27,1,0.1
47991,67,0,0.0
47990,49,0,0.0
47989,61,0,0.0
47987,57,0,0.0
47983,23,1,0.23333333333333334
47982,72,0,0.0
47981,23,1,0.23333333333333334
47980,41,0,0.0
47978,56,0,0.0
47977,36,0,0.0
47975,44,0,0.0
47974,60,0,0.0
47971,34,0,0.0
47970,31,0,0.0
47969,48,0,0.0
47968,50,0,0.0
47967,44,0,0.0
47966,76,0,0.0
47965,50,0,0.0
47964,56,0,0.0
47963,57,0,0.0
47960,52,0,0.0
47959,51,0,0.0
47958,53,0,0.0
47957,63,0,0.0
47955,29,1,0.03333333333333333
47954,59,0,0.0
47952,77,0,0.0
47951,59,0,0.0
47950,60,0,0.0
47949,61,0,0.0
47948,47,0,0.0
47946,65,0,0.0
47944,42,0,0.0
47943,50,0,0.0
47942,53,0,0.0
47941,8,1,0.7333333333333333
47940,51,0,0.0
47933,40,0,0.0
47932,61,0,0.0
47930,25,1,0.16666666666666666
47929,33,0,0.0
47928,70,0,0.0
47926,58,0,0.0
47925,62,0,0.0
47924,12,1,0.6
47923,23,1,0.23333333333333334
47922,62,0,0.0
47921,48,0,0.0
47920,19,1,0.36666666666666664
47918,51,0,0.0
47917,66,0,0.0
47916,66,0,0.0
47909,13,1,0.5666666666666667
47907,11,1,0.6333333333333333
47906,11,1,0.6333333333333333
47905,0,1,1.0
47904,6,1,0.8
47901,5,1,0.8333333333333334
47885,101,0,0.0
47884,100,0,0.0
47882,86,0,0.0
47881,79,0,0.0
47880,99,0,0.0
47879,92,0,0.0
47876,101,0,0.0
47874,112,0,0.0
47872,71,0,0.0
47871,74,0,0.0
47869,105,0,0.0
47868,62,0,0.0
47866,91,0,0.0
47865,90,0,0.0
47863,102,0,0.0
47862,84,0,0.0
47861,107,0,0.0
47860,99,0,0.0
47859,75,0,0.0
47858,82,0,0.0
47857,71,0,0.0
47855,85,0,0.0
47854,84,0,0.0
47853,68,0,0.0
47850,103,0,0.0
47849,110,0,0.0
47848,72,0,0.0
47847,85,0,0.0
47846,72,0,0.0
47842,91,0,0.0
47841,67,0,0.0
47840,62,0,0.0
47838,96,0,0.0
47837,82,0,0.0
47836,92,0,0.0
47834,72,0,0.0
47833,51,0,0.0
47832,82,0,0.0
47809,91,0,0.0
47807,93,0,0.0
47805,104,0,0.0
47804,94,0,0.0
47803,88,0,0.0
47802,90,0,0.0
47725,19,1,0.36666666666666664
47720,11,1,0.6333333333333333
47715,12,1,0.6
47714,11,1,0.6333333333333333
47713,8,1,0.7333333333333333
47712,9,1,0.7
47711,6,1,0.8
47710,0,1,1.0
47708,5,1,0.8333333333333334
47683,37,0,0.0
47670,46,0,0.0
47666,51,0,0.0
47665,42,0,0.0
47660,44,0,0.0
47654,34,0,0.0
47649,42,0,0.0
47648,32,0,0.0
47640,68,0,0.0
47639,30,1,0.0
47638,18,1,0.4
47637,49,0,0.0
47635,22,1,0.26666666666666666
47634,30,1,0.0
47633,30,1,0.0
47631,35,0,0.0
47630,18,1,0.4
47620,30,1,0.0
47619,35,0,0.0
47616,42,0,0.0
47615,28,1,0.06666666666666667
47613,37,0,0.0
47612,28,1,0.06666666666666667
47611,30,1,0.0
47610,17,1,0.43333333333333335
47601,29,1,0.03333333333333333
47598,58,0,0.0
47597,76,0,0.0
47596,66,0,0.0
47591,75,0,0.0
47590,72,0,0.0
47588,51,0,0.0
47586,40,0,0.0
47585,66,0,0.0
47584,45,0,0.0
47581,61,0,0.0
47580,79,0,0.0
47579,43,0,0.0
47578,65,0,0.0
47577,58,0,0.0
47576,62,0,0.0
47575,65,0,0.0
47574,63,0,0.0
47568,63,0,0.0
47567,54,0,0.0
47564,73,0,0.0
47562,52,0,0.0
47561,89,0,0.0
47558,74,0,0.0
47557,69,0,0.0
47553,58,0,0.0
47552,39,0,0.0
47551,66,0,0.0
47550,42,0,0.0
47546,61,0,0.0
47542,50,0,0.0
47541,53,0,0.0
47537,44,0,0.0
47536,59,0,0.0
47535,76,0,0.0
47532,53,0,0.0
47531,54,0,0.0
47529,54,0,0.0
47528,72,0,0.0
47527,90,0,0.0
47525,63,0,0.0
47524,60,0,0.0
47523,40,0,0.0
47522,41,0,0.0
47521,83,0,0.0
47520,49,0,0.0
47519,71,0,0.0
47516,84,0,0.0
47515,69,0,0.0
47514,62,0,0.0
47513,73,0,0.0
47512,74,0,0.0
47501,67,0,0.0
47471,52,0,0.0
47470,48,0,0.0
47469,75,0,0.0
47468,34,0,0.0
47467,66,0,0.0
47465,50,0,0.0
47464,28,1,0.06666666666666667
47462,43,0,0.0
47460,32,0,0.0
47459,28,1,0.06666666666666667
47458,16,1,0.4666666666666667
47457,39,0,0.0
47456,60,0,0.0
47455,49,0,0.0
47454,61,0,0.0
47453,30,1,0.0
47452,52,0,0.0
47451,27,1,0.1
47449,49,0,0.0
47448,42,0,0.0
47446,40,0,0.0
47443,58,0,0.0
47441,63,0,0.0
47438,74,0,0.0
47437,51,0,0.0
47436,53,0,0.0
47434,17,1,0.43333333333333335
47433,38,0,0.0
47432,80,0,0.0
47431,48,0,0.0
47429,19,1,0.36666666666666664
47427,69,0,0.0
47424,40,0,0.0
47421,33,0,0.0
47420,25,1,0.16666666666666666
47408,18,1,0.4
47406,15,1,0.5
47405,13,1,0.5666666666666667
47404,11,1,0.6333333333333333
47403,0,1,1.0
47401,13,1,0.5666666666666667
