ZCTA,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score
7922,12,12,1.5666666666666664
7921,12,10,1.1666666666666665
7920,18,6,1.1333333333333333
7901,0,32,2.1
7885,4,10,2.0999999999999996
7882,12,3,1.0999999999999999
7881,38,0,0.0
7880,23,2,0.3
7878,10,20,1.8333333333333333
7876,11,7,1.5333333333333332
7874,0,7,1.7
7871,0,6,2.0666666666666664
7870,20,4,0.8666666666666667
7869,7,8,1.7
7866,0,13,2.1
7865,17,3,0.5666666666666667
7863,16,3,0.5666666666666667
7860,0,4,2.033333333333333
7857,5,8,1.7333333333333334
7856,12,8,1.6666666666666665
7853,19,4,0.9333333333333333
7852,10,8,1.6999999999999997
7851,21,4,0.5333333333333333
7850,11,8,1.6
7849,9,7,1.8666666666666667
7848,0,6,2.333333333333333
7847,6,9,1.9333333333333333
7846,15,4,0.8
7843,13,7,1.4
7842,9,9,1.6333333333333333
7840,16,5,0.7333333333333334
7838,26,2,0.23333333333333334
7836,10,8,1.5333333333333332
7834,9,20,1.8666666666666667
7833,25,3,0.3
7832,31,0,0.0
7830,15,3,0.5
7828,9,7,1.4333333333333333
7827,16,2,0.5666666666666667
7826,16,3,1.0333333333333332
7825,22,2,0.3
7823,24,2,0.33333333333333337
7822,7,6,1.9333333333333333
7821,10,6,1.6333333333333333
7820,20,4,0.8333333333333333
7803,4,8,1.9333333333333331
7801,0,13,2.1333333333333333
7764,8,15,2.0999999999999996
7762,11,18,1.7666666666666666
7760,10,12,1.9
7758,5,17,2.2333333333333334
7757,6,15,2.2666666666666666
7756,9,15,1.9333333333333331
7755,9,18,1.9666666666666666
7753,0,18,2.533333333333333
7751,8,26,2.1333333333333333
7750,11,12,1.7666666666666666
7748,0,17,2.466666666666667
7747,0,23,2.6666666666666665
7746,0,22,2.1333333333333333
7740,8,14,2.033333333333333
7739,5,15,2.466666666666667
7738,8,16,2.033333333333333
7737,7,13,2.166666666666667
7735,6,24,2.3666666666666667
7734,0,15,2.3
7733,10,20,1.8
7732,13,12,1.7
7731,0,14,2.0666666666666664
7730,7,23,2.2666666666666666
7728,0,23,3.0
7727,12,16,1.7999999999999998
7726,12,17,1.5333333333333332
7724,0,18,2.6333333333333337
7723,12,14,1.7666666666666666
7722,11,17,1.6666666666666665
7721,5,27,2.466666666666667
7720,8,18,2.033333333333333
7719,9,18,1.9
7718,5,14,2.333333333333333
7717,7,18,2.066666666666667
7716,9,13,2.0
7712,7,19,2.2333333333333334
7711,10,15,1.9
7704,5,13,2.1666666666666665
7703,0,15,2.6333333333333337
7702,0,15,2.666666666666667
7701,0,16,2.6333333333333337
7677,13,33,1.5
7676,8,85,1.9666666666666666
7675,12,62,1.7
7670,11,150,1.8
7666,5,176,2.3333333333333335
7663,7,138,2.2666666666666666
7662,5,140,2.4333333333333336
7661,7,149,2.2333333333333334
7660,6,158,2.1666666666666665
7657,8,178,2.133333333333333
7656,14,50,1.6
7652,0,135,2.6666666666666665
7650,6,181,2.3000000000000003
7649,6,134,2.2666666666666666
7648,10,92,1.8
7647,10,76,1.8
7646,8,144,2.1999999999999997
7645,14,23,1.5333333333333332
7644,6,140,2.2333333333333334
7643,6,167,2.2
7642,11,77,1.7333333333333334
7641,13,129,1.7
7640,14,94,1.4666666666666668
7632,7,169,2.2
7631,8,167,2.0999999999999996
7630,8,108,2.0666666666666664
7628,10,145,1.9666666666666666
7627,15,127,1.4333333333333333
7626,14,128,1.6
7624,15,105,1.4333333333333333
7621,9,154,2.033333333333333
7620,16,124,1.3333333333333335
7608,5,160,2.2333333333333334
7607,3,152,2.5
7606,6,150,2.0666666666666664
7605,5,186,2.4
7604,5,148,2.2333333333333334
7603,4,158,2.2
7601,0,149,2.4
7524,4,115,2.6
7522,2,120,2.7333333333333334
7514,2,126,2.7666666666666666
7513,2,130,2.8
7512,6,113,2.4000000000000004
7508,5,90,2.5
7506,7,104,2.3000000000000003
7505,0,129,2.9333333333333336
7504,0,128,2.9
7503,0,122,2.7333333333333334
7502,3,121,2.6333333333333333
7501,0,127,2.966666666666667
7495,9,19,2.0999999999999996
7481,11,78,1.8666666666666667
7480,36,0,0.0
7470,10,50,2.0
7465,26,12,0.4
7463,10,57,1.8333333333333333
7462,23,2,0.4666666666666667
7461,21,4,0.7666666666666666
7460,15,5,0.9
7458,14,22,1.6
7457,21,18,0.8999999999999999
7456,22,14,0.8
7452,9,101,2.0999999999999996
7450,8,89,2.033333333333333
7446,13,18,1.7
7444,17,23,1.2333333333333334
7442,17,19,1.3
7440,15,34,1.5
7439,7,6,1.6666666666666667
7438,22,4,0.5333333333333333
7436,15,34,1.4666666666666668
7435,22,9,0.7
7432,10,86,1.9666666666666666
7430,13,17,1.7
7424,8,112,2.1999999999999997
7423,7,105,2.066666666666667
7422,34,0,0.0
7421,36,0,0.0
7420,20,17,0.9666666666666666
7419,14,5,1.2333333333333332
7418,33,0,0.0
7417,12,68,1.7999999999999998
7416,14,5,1.2333333333333332
7410,6,135,2.3333333333333335
7407,5,123,2.466666666666667
7405,22,11,0.7333333333333334
7403,21,18,0.8999999999999999
7401,12,36,1.7
7311,7,182,2.3000000000000003
7310,6,190,2.2666666666666666
7307,4,196,2.4
7306,0,196,2.7333333333333334
7305,4,167,2.533333333333333
7304,0,183,2.9
7302,4,193,2.6
7208,4,105,2.5
7206,0,110,2.5
7205,4,115,2.3666666666666667
7204,5,81,2.2
7203,9,58,2.033333333333333
7202,5,107,2.3666666666666667
7201,0,134,2.6
7114,0,153,2.6
7112,6,121,2.4000000000000004
7111,5,102,2.5
7110,5,146,2.3
7109,0,128,2.5
7108,3,120,2.7
7107,4,131,2.6
7106,4,93,2.6
7105,5,171,2.5
7104,6,131,2.4000000000000004
7103,0,144,3.0
7102,2,158,2.8
7095,7,43,2.0
7094,0,194,2.4333333333333336
7093,8,190,2.133333333333333
7092,9,25,1.8666666666666667
7090,12,40,1.7
7088,6,86,2.2
7087,6,201,2.3333333333333335
7086,4,202,2.5333333333333337
7083,0,107,2.4333333333333336
7082,11,24,1.5666666666666669
7081,7,37,2.033333333333333
7080,7,22,1.6666666666666667
7079,7,73,2.3000000000000003
7078,10,31,1.8333333333333333
7077,8,45,1.8333333333333333
7076,10,18,1.5
7075,7,152,2.1333333333333333
7074,8,169,2.1333333333333333
7073,5,158,2.1999999999999997
7072,6,159,2.2333333333333334
7071,8,157,2.1999999999999997
7070,6,155,2.1666666666666665
7069,7,16,1.6666666666666667
7068,11,29,1.7333333333333334
7067,14,37,1.5
7066,14,29,1.4333333333333331
7065,13,44,1.6333333333333333
7064,11,40,1.6
7063,4,19,1.6
7062,5,17,1.6333333333333333
7060,0,20,1.7333333333333332
7059,14,13,1.2333333333333332
7058,0,26,1.9333333333333333
7057,4,142,2.3
7055,0,142,2.6
7054,10,26,1.7333333333333334
7052,7,74,2.1
7050,7,90,2.3000000000000003
7047,9,190,2.0666666666666664
7046,11,20,1.7666666666666666
7045,10,20,1.3333333333333333
7044,4,61,2.066666666666667
7043,6,112,2.1333333333333333
7042,0,101,2.4
7041,7,67,2.166666666666667
7040,8,67,2.133333333333333
7039,12,27,1.6333333333333333
7036,9,78,2.0
7035,14,31,1.6
7034,9,26,1.5999999999999999
7033,6,78,2.0
7032,0,159,2.466666666666667
7031,4,157,2.3666666666666667
7030,7,208,2.2
7029,3,171,2.566666666666667
7028,2,99,2.3666666666666667
7027,10,47,1.7333333333333334
7026,5,130,2.3
7024,3,191,2.566666666666667
7023,8,27,1.7000000000000002
7022,9,175,2.033333333333333
7021,8,29,1.8333333333333335
7020,7,176,2.2
7018,4,109,2.6
7017,5,101,2.5
7016,8,60,1.9
7014,3,157,2.3666666666666667
7013,4,136,2.6
7012,5,138,2.2333333333333334
7011,3,134,2.6333333333333333
7010,7,178,2.2
7009,5,71,2.066666666666667
7008,15,47,1.4
7006,8,29,1.9333333333333331
7005,15,19,1.4666666666666668
7004,6,45,1.8666666666666667
7003,5,107,2.2333333333333334
7002,0,116,2.533333333333333
7001,12,46,1.7666666666666666
6907,6,14,2.0999999999999996
6906,5,16,2.0
6905,0,14,2.0666666666666664
6903,10,10,1.6333333333333333
6902,5,17,2.0
6901,5,19,2.033333333333333
6897,0,16,2.1333333333333333
6896,15,7,1.4333333333333333
6890,7,20,2.1
6883,14,13,1.5333333333333332
6880,0,17,2.2666666666666666
6878,7,18,2.0
6877,17,12,1.2333333333333334
6870,8,16,1.9666666666666666
6856,4,19,2.3
6855,7,19,2.033333333333333
6854,8,19,1.9666666666666668
6853,11,17,1.7
6851,0,17,2.4
6850,5,19,2.2666666666666666
6840,0,18,2.1999999999999997
6831,10,16,1.7666666666666666
6830,0,29,2.433333333333333
6825,6,22,2.4000000000000004
6824,10,19,2.0
6820,11,17,1.8
6812,12,8,1.7999999999999998
6811,5,9,2.5
6810,0,9,3.0
6807,8,15,1.8666666666666665
6804,13,3,1.7
6801,9,4,2.0999999999999996
6798,16,12,1.4
6796,19,4,0.7666666666666666
6795,9,17,2.0999999999999996
6794,32,0,0.0
6793,30,3,0.0
6791,12,14,1.4333333333333333
6790,0,11,2.1666666666666665
6787,13,17,1.7
6786,9,18,1.7666666666666666
6785,36,0,0.0
6784,29,3,0.1
6783,25,7,0.5
6782,13,17,1.6666666666666665
6779,6,21,2.4000000000000004
6778,17,15,1.1666666666666667
6777,29,1,0.03333333333333333
6776,21,3,0.8999999999999999
6770,8,31,2.1999999999999997
6763,21,12,0.8999999999999999
6762,6,21,2.4000000000000004
6759,15,10,1.1333333333333333
6758,28,9,0.2
6757,25,1,0.16666666666666666
6756,14,4,1.3
6755,31,0,0.0
6754,19,1,0.36666666666666664
6752,25,3,0.5
6751,20,11,1.0
6750,20,5,0.6666666666666666
6716,8,19,2.0999999999999996
6712,8,41,1.9666666666666668
6710,0,24,2.9
6708,0,24,3.0
6706,0,30,2.6333333333333337
6705,0,28,2.466666666666667
6704,0,21,2.7333333333333334
6702,0,23,2.8
6615,0,30,2.533333333333333
6614,5,30,2.3666666666666667
6612,12,20,1.7333333333333332
6611,8,31,2.133333333333333
6610,0,29,2.7333333333333334
6608,0,31,2.8666666666666667
6607,3,31,2.666666666666667
6606,0,31,2.7333333333333334
6605,0,26,3.0
6604,0,26,2.8666666666666667
6525,5,40,2.3
6524,13,28,1.5333333333333332
6519,0,31,3.0
6518,13,39,1.6666666666666665
6517,8,21,2.1999999999999997
6516,0,29,2.6
6515,0,38,2.8333333333333335
6514,7,34,2.3000000000000003
6513,0,24,2.533333333333333
6512,6,22,2.4000000000000004
6511,0,26,3.0
6510,0,31,2.8
6498,29,1,0.03333333333333333
6492,9,46,1.8333333333333333
6489,9,34,2.0999999999999996
6488,14,16,1.6
6484,7,37,2.2333333333333334
6483,8,37,2.1333333333333333
6482,20,15,1.0
6481,7,25,2.3000000000000003
6480,8,29,2.1999999999999997
6479,12,32,1.7999999999999998
6478,17,21,1.2333333333333334
6477,8,35,2.1666666666666665
6475,26,4,0.4
6473,9,33,1.9
6472,16,29,1.3333333333333335
6471,9,23,1.9666666666666666
6470,18,9,1.2000000000000002
6469,26,7,0.4
6468,20,17,0.9333333333333333
6467,11,41,1.9
6461,5,30,2.1666666666666665
6460,0,30,2.166666666666667
6457,0,31,3.0
6456,15,14,1.5
6455,9,22,2.0999999999999996
6451,4,48,2.2333333333333334
6450,0,50,2.6
6447,18,32,0.9666666666666666
6444,7,32,2.033333333333333
6443,21,8,0.8999999999999999
6442,29,7,0.1
6441,19,11,1.0999999999999999
6438,20,9,1.0
6437,12,16,1.4
6426,27,11,0.30000000000000004
6424,18,22,1.2000000000000002
6423,30,7,0.0
6422,0,14,2.4333333333333336
6420,18,10,1.2000000000000002
6419,21,10,0.7333333333333333
6418,0,38,2.8666666666666667
6417,28,7,0.2
6416,9,30,2.0999999999999996
6415,21,8,0.8999999999999999
6414,12,21,1.7999999999999998
6413,20,8,0.4666666666666666
6412,24,9,0.6000000000000001
6410,13,44,1.7
6409,27,11,0.30000000000000004
6405,0,21,2.2333333333333334
6403,13,29,1.6666666666666665
6401,0,38,2.8666666666666667
6390,85,0,0.0
6389,6,19,2.4000000000000004
6387,7,14,2.166666666666667
6385,4,11,2.6
6384,15,9,0.7999999999999999
6382,12,10,1.7999999999999998
6380,8,19,2.1999999999999997
6379,5,8,1.6
6378,13,7,1.2666666666666666
6377,10,7,1.4666666666666668
6376,20,9,1.0
6375,9,10,2.0999999999999996
6374,8,18,2.0
6373,12,7,1.2
6371,21,4,0.8999999999999999
6370,25,9,0.5
6365,14,7,1.6
6360,0,20,3.0
6359,0,9,1.5999999999999999
6357,14,9,1.6
6355,15,7,1.5
6354,0,14,2.4
6353,14,10,1.6
6351,0,13,2.033333333333333
6350,20,11,0.7333333333333334
6340,10,11,2.0
6339,19,12,1.0999999999999999
6336,12,15,1.7999999999999998
6335,19,10,1.0999999999999999
6334,9,16,2.0999999999999996
6333,14,10,1.6
6332,6,13,2.1333333333333333
6331,15,17,1.1666666666666665
6330,14,12,1.3333333333333335
6320,0,11,3.0
6282,18,5,1.2000000000000002
6281,16,10,1.2666666666666666
6280,7,15,2.3000000000000003
6279,16,13,1.1666666666666667
6278,24,8,0.6000000000000001
6277,11,12,1.5333333333333334
6269,15,8,1.5
6268,16,8,1.4
6266,9,11,2.0999999999999996
6264,12,15,1.7999999999999998
6263,10,9,1.9666666666666666
6262,11,12,1.8333333333333335
6260,0,11,2.0666666666666664
6259,13,11,1.5666666666666667
6256,9,13,2.0999999999999996
6255,11,12,1.7
6254,11,15,1.9
6250,9,7,2.0999999999999996
6249,16,11,1.4
6248,21,12,0.7333333333333334
6247,19,11,1.0999999999999999
6243,8,12,2.033333333333333
6242,24,14,0.6000000000000001
6241,0,9,2.6333333333333333
6239,0,9,3.0
6238,17,19,1.3
6237,10,14,2.0
6235,12,8,1.7999999999999998
6234,10,9,2.0
6232,16,19,1.4
6231,21,12,0.8999999999999999
6226,0,10,3.0
6160,3,31,2.6333333333333333
6120,0,35,2.8666666666666667
6119,3,31,2.5
6118,0,29,2.333333333333333
6117,6,29,2.4000000000000004
6114,0,31,2.8
6112,0,31,3.0
6111,0,30,2.466666666666667
6110,7,30,2.2666666666666666
6109,7,30,2.2333333333333334
6108,7,31,2.2666666666666666
6107,6,30,2.2
6106,4,31,2.566666666666667
6105,0,31,2.7333333333333334
6103,2,31,2.7666666666666666
6098,13,3,1.4333333333333333
6096,13,25,1.5666666666666667
6095,8,28,2.0999999999999996
6093,19,16,0.8666666666666667
6092,27,7,0.30000000000000004
6091,25,2,0.3333333333333333
6090,28,4,0.2
6089,19,18,1.0999999999999999
6088,13,25,1.4333333333333333
6085,11,19,1.9
6084,11,18,1.5333333333333332
6082,0,25,2.0666666666666664
6081,14,14,1.6
6078,9,24,1.5666666666666667
6076,23,6,0.5
6074,10,23,1.9333333333333331
6073,17,20,1.0666666666666667
6071,13,13,1.4
6070,22,13,0.8
6069,0,1,1.0
6068,15,2,0.7333333333333334
6067,12,32,1.6333333333333333
6066,0,18,2.533333333333333
6065,26,2,0.26666666666666666
6063,17,2,0.8666666666666667
6062,0,36,3.0
6061,19,13,0.7999999999999999
6060,30,4,0.0
6059,22,2,0.5333333333333333
6058,10,3,0.8666666666666666
6057,14,2,1.0666666666666667
6053,0,34,2.533333333333333
6052,3,39,2.5
6051,0,36,2.6
6043,12,20,1.7333333333333332
6042,6,18,2.3333333333333335
6040,0,17,2.1
6039,15,2,0.8333333333333333
6037,8,31,1.9333333333333333
6035,20,11,1.0
6033,0,29,2.2333333333333334
6032,10,27,2.0
6031,15,4,0.7
6029,6,22,1.9666666666666668
6027,31,0,0.0
6026,18,17,1.2000000000000002
6024,0,2,1.1333333333333333
6023,9,35,1.9333333333333331
6022,26,7,0.3
6021,25,3,0.3
6020,19,17,1.0
6019,23,15,0.6333333333333333
6018,5,3,1.1333333333333335
6016,15,21,1.3666666666666667
6013,18,8,0.9333333333333333
6010,0,36,2.466666666666667
6002,9,21,2.0999999999999996
6001,20,18,1.0
5907,50,0,0.0
5906,30,1,0.0
5905,69,0,0.0
5904,36,0,0.0
5903,84,0,0.0
5902,83,0,0.0
5901,76,0,0.0
5875,41,0,0.0
5874,33,0,0.0
5873,21,1,0.3
5872,22,1,0.26666666666666666
5871,34,0,0.0
5868,25,1,0.16666666666666666
5867,33,0,0.0
5866,23,1,0.23333333333333334
5862,34,0,0.0
5860,24,1,0.2
5859,27,1,0.1
5858,36,0,0.0
5857,11,1,0.6333333333333333
5855,0,1,1.0
5853,22,1,0.26666666666666666
5851,18,1,0.4
5850,16,1,0.4666666666666667
5847,34,0,0.0
5846,38,0,0.0
5845,21,1,0.3
5843,37,0,0.0
5842,44,0,0.0
5841,50,0,0.0
5839,29,1,0.03333333333333333
5837,40,0,0.0
5836,38,0,0.0
5833,31,0,0.0
5832,27,1,0.1
5830,17,1,0.43333333333333335
5829,14,1,0.5333333333333333
5828,12,1,0.6
5827,46,0,0.0
5826,49,0,0.0
5825,11,1,0.6333333333333333
5824,13,1,0.5666666666666667
5822,25,1,0.16666666666666666
5821,20,1,0.3333333333333333
5820,36,0,0.0
5819,0,1,1.0
5778,40,0,0.0
5777,16,3,1.0666666666666667
5776,54,0,0.0
5775,36,0,0.0
5774,41,0,0.0
5773,0,3,1.6
5772,34,0,0.0
5770,56,0,0.0
5769,37,0,0.0
5767,38,0,0.0
5766,56,0,0.0
5765,14,2,1.0666666666666667
5764,36,0,0.0
5763,15,2,1.0
5762,30,2,0.0
5761,38,0,0.0
5760,48,0,0.0
5759,10,3,1.9333333333333331
5758,24,1,0.2
5757,23,1,0.23333333333333334
5753,50,0,0.0
5751,19,2,0.7333333333333333
5748,48,0,0.0
5747,55,0,0.0
5744,28,2,0.13333333333333333
5743,34,0,0.0
5742,19,3,0.49999999999999994
5740,44,0,0.0
5739,19,1,0.36666666666666664
5738,27,3,0.23333333333333334
5737,31,0,0.0
5736,9,3,1.5333333333333332
5735,20,3,0.7333333333333333
5734,65,0,0.0
5733,27,2,0.2
5732,26,2,0.26666666666666666
5730,24,1,0.2
5701,0,3,2.3
5682,30,1,0.0
5681,37,0,0.0
5680,49,0,0.0
5679,11,1,0.6333333333333333
5678,10,1,0.6666666666666666
5677,31,0,0.0
5676,27,1,0.1
5675,17,1,0.43333333333333335
5674,52,0,0.0
5673,42,0,0.0
5672,48,0,0.0
5669,32,0,0.0
5667,18,1,0.4
5664,26,1,0.13333333333333333
5663,24,1,0.2
5661,53,0,0.0
5660,30,1,0.0
5658,26,1,0.13333333333333333
5657,54,0,0.0
5656,57,0,0.0
5655,64,0,0.0
5654,12,1,0.6
5653,47,0,0.0
5652,55,0,0.0
5651,11,1,0.6333333333333333
5650,35,0,0.0
5649,8,1,0.7333333333333333
5648,39,0,0.0
5647,33,0,0.0
5641,0,1,1.0
5640,32,0,0.0
5602,13,1,0.5666666666666667
5495,10,6,1.9
5494,29,2,0.06666666666666667
5492,52,0,0.0
5491,45,0,0.0
5489,39,0,0.0
5488,13,1,0.5666666666666667
5487,42,0,0.0
5486,21,6,0.5666666666666667
5485,18,1,0.4
5483,22,1,0.26666666666666666
5482,13,6,1.6666666666666665
5481,18,1,0.4
5478,0,1,1.0
5477,37,0,0.0
5476,55,0,0.0
5474,42,0,0.0
5473,33,0,0.0
5472,49,0,0.0
5471,51,0,0.0
5468,23,5,0.43333333333333335
5465,26,6,0.13333333333333333
5464,40,0,0.0
5463,47,0,0.0
5462,42,0,0.0
5461,24,6,0.4666666666666667
5459,22,1,0.26666666666666666
5458,32,0,0.0
5457,31,0,0.0
5456,33,0,0.0
5455,14,1,0.5333333333333333
5454,23,1,0.23333333333333334
5452,17,6,1.1666666666666667
5450,35,0,0.0
5448,35,0,0.0
5447,43,0,0.0
5446,8,6,1.7999999999999998
5445,25,6,0.43333333333333335
5444,43,0,0.0
5443,52,0,0.0
5442,61,0,0.0
5441,32,0,0.0
5440,28,1,0.06666666666666667
5439,4,6,2.2666666666666666
5408,9,6,2.0999999999999996
5405,3,6,2.7
5404,0,6,2.6
5403,0,6,2.7666666666666666
5401,0,6,3.0
5363,31,0,0.0
5362,21,3,0.5
5361,41,0,0.0
5360,34,0,0.0
5359,24,1,0.2
5358,42,0,0.0
5356,40,0,0.0
5355,22,1,0.26666666666666666
5354,21,2,0.6
5353,0,1,1.0
5352,14,2,1.0666666666666667
5350,27,2,0.2
5346,20,2,0.6666666666666666
5345,11,3,0.8333333333333333
5343,18,1,0.4
5342,38,0,0.0
5341,48,0,0.0
5340,35,0,0.0
5301,0,5,2.033333333333333
5262,46,0,0.0
5261,26,2,0.26666666666666666
5260,24,2,0.4
5257,44,0,0.0
5255,36,0,0.0
5254,39,0,0.0
5253,26,1,0.13333333333333333
5252,56,0,0.0
5251,49,0,0.0
5250,55,0,0.0
5201,35,0,0.0
5161,42,0,0.0
5158,28,2,0.13333333333333333
5156,23,1,0.23333333333333334
5155,32,0,0.0
5154,22,1,0.26666666666666666
5153,37,0,0.0
5152,49,0,0.0
5151,24,1,0.2
5150,29,1,0.03333333333333333
5149,33,0,0.0
5148,39,0,0.0
5146,22,1,0.26666666666666666
5143,39,0,0.0
5142,29,1,0.03333333333333333
5141,19,1,0.36666666666666664
5101,30,1,0.0
5091,31,0,0.0
5089,15,1,0.5
5086,28,3,0.2
5084,15,6,1.4
5083,31,0,0.0
5081,28,2,0.13333333333333333
5079,43,0,0.0
5077,39,0,0.0
5076,38,0,0.0
5075,27,4,0.13333333333333333
5072,40,0,0.0
5071,37,0,0.0
5070,31,0,0.0
5069,27,2,0.2
5068,24,5,0.5333333333333333
5067,35,0,0.0
5065,28,3,0.13333333333333333
5062,43,0,0.0
5061,13,1,0.5666666666666667
5060,0,1,1.0
5059,14,6,1.5333333333333332
5058,27,6,0.26666666666666666
5056,44,0,0.0
5055,13,6,1.5333333333333332
5053,23,3,0.6
5052,11,7,1.8333333333333335
5051,26,2,0.26666666666666666
5050,17,1,0.43333333333333335
5048,26,3,0.4
5046,31,0,0.0
5045,21,2,0.6
5043,21,8,0.7666666666666666
5042,34,0,0.0
5041,19,1,0.36666666666666664
5040,27,2,0.2
5039,29,2,0.06666666666666667
5038,32,0,0.0
5037,21,1,0.3
5036,26,2,0.13333333333333333
5035,33,0,0.0
5034,41,0,0.0
5033,0,2,2.0
5032,20,1,0.3333333333333333
5031,42,0,0.0
5001,0,6,2.7666666666666666
4992,38,0,0.0
4989,21,9,0.8999999999999999
4988,33,0,0.0
4987,40,0,0.0
4986,39,0,0.0
4985,79,0,0.0
4984,48,0,0.0
4983,63,0,0.0
4982,91,0,0.0
4981,16,2,0.7333333333333334
4979,40,0,0.0
4978,27,5,0.30000000000000004
4976,0,1,1.0
4975,13,10,1.7
4974,0,1,1.0
4973,32,0,0.0
4971,41,0,0.0
4970,102,0,0.0
4969,35,0,0.0
4967,30,4,0.0
4966,72,0,0.0
4965,26,1,0.13333333333333333
4964,118,0,0.0
4963,15,9,1.5
4962,8,9,2.1999999999999997
4961,59,0,0.0
4958,39,0,0.0
4957,15,1,0.5
4956,53,0,0.0
4955,27,1,0.1
4953,36,0,0.0
4952,25,1,0.16666666666666666
4951,18,1,0.4
4950,20,1,0.3333333333333333
4949,37,0,0.0
4947,74,0,0.0
4945,111,0,0.0
4944,19,5,0.9666666666666666
4943,31,0,0.0
4942,47,0,0.0
4941,42,0,0.0
4940,31,0,0.0
4939,31,0,0.0
4938,39,0,0.0
4937,12,10,1.7999999999999998
4936,111,0,0.0
4933,33,0,0.0
4932,28,1,0.06666666666666667
4930,24,1,0.2
4929,36,0,0.0
4928,34,0,0.0
4927,22,4,0.8
4926,14,9,1.6
4925,76,0,0.0
4924,16,1,0.4666666666666667
4923,41,0,0.0
4922,37,0,0.0
4921,29,1,0.03333333333333333
4920,41,0,0.0
4918,21,5,0.8999999999999999
4917,19,9,1.0999999999999999
4915,19,1,0.36666666666666664
4912,26,1,0.13333333333333333
4911,27,1,0.1
4910,21,9,0.8999999999999999
4901,0,9,3.0
4864,14,4,1.4
4863,83,0,0.0
4862,23,3,0.36666666666666664
4861,7,4,1.9333333333333336
4860,21,2,0.6
4859,18,3,0.9
4858,12,3,1.5
4856,0,3,2.2666666666666666
4855,30,2,0.0
4854,8,3,1.9
4853,78,0,0.0
4852,30,1,0.0
4851,139,0,0.0
4849,25,3,0.3666666666666667
4848,42,0,0.0
4847,20,3,0.6666666666666666
4843,10,3,1.8666666666666667
4841,0,3,2.6333333333333333
4787,15,1,0.5
4786,20,2,0.5333333333333333
4785,34,0,0.0
4783,28,1,0.06666666666666667
4781,10,1,0.6666666666666666
4780,45,0,0.0
4779,28,1,0.06666666666666667
4777,53,0,0.0
4776,49,0,0.0
4774,43,0,0.0
4773,26,1,0.13333333333333333
4772,23,2,0.26666666666666666
4769,0,2,1.2
4768,78,0,0.0
4766,22,1,0.26666666666666666
4765,60,0,0.0
4764,85,0,0.0
4763,29,1,0.03333333333333333
4762,30,1,0.0
4761,19,1,0.36666666666666664
4760,24,1,0.2
4758,25,1,0.16666666666666666
4757,13,1,0.5666666666666667
4756,0,1,1.0
4750,0,2,1.2
4747,35,0,0.0
4746,18,1,0.4
4745,15,2,0.6333333333333333
4743,0,1,1.0
4742,17,3,0.9333333333333333
4741,457,0,0.0
4740,16,1,0.4666666666666667
4739,26,1,0.13333333333333333
4736,0,3,1.4
4735,34,0,0.0
4734,26,1,0.13333333333333333
4733,69,0,0.0
4732,46,0,0.0
4730,0,1,1.0
4694,17,1,0.43333333333333335
4693,46,0,0.0
4691,24,2,0.23333333333333334
4686,38,0,0.0
4685,57,0,0.0
4684,18,2,0.8
4683,71,0,0.0
4681,73,0,0.0
4680,51,0,0.0
4679,0,1,1.0
4677,31,0,0.0
4676,44,0,0.0
4675,28,1,0.06666666666666667
4674,12,1,0.6
4673,48,0,0.0
4671,29,2,0.03333333333333333
4669,46,0,0.0
4668,34,0,0.0
4667,11,1,0.6333333333333333
4666,24,1,0.2
4664,33,0,0.0
4662,23,1,0.23333333333333334
4660,10,1,0.6666666666666666
4658,43,0,0.0
4657,38,0,0.0
4655,23,1,0.23333333333333334
4654,0,1,1.0
4653,5,1,0.8333333333333334
4652,0,1,1.0
4650,55,0,0.0
4649,39,0,0.0
4648,13,1,0.5666666666666667
4646,29,1,0.03333333333333333
4645,75,0,0.0
4644,31,0,0.0
4643,33,0,0.0
4642,71,0,0.0
4640,21,2,0.6
4637,73,0,0.0
4635,60,0,0.0
4634,34,0,0.0
4631,0,1,1.0
4630,12,1,0.6
4629,37,0,0.0
4628,33,0,0.0
4627,65,0,0.0
4626,29,1,0.03333333333333333
4625,5,1,0.8333333333333334
4624,50,0,0.0
4623,35,0,0.0
4622,48,0,0.0
4619,0,1,1.0
4617,58,0,0.0
4616,51,0,0.0
4614,31,0,0.0
4613,52,0,0.0
4612,7,1,0.7666666666666667
4611,42,0,0.0
4609,33,0,0.0
4607,37,0,0.0
4606,43,0,0.0
4605,0,2,2.0
4579,25,2,0.19999999999999998
4578,16,2,0.5666666666666667
4576,35,0,0.0
4575,31,0,0.0
4574,34,0,0.0
4573,14,1,0.5333333333333333
4572,15,4,1.1666666666666665
4571,41,0,0.0
4570,38,0,0.0
4568,25,1,0.16666666666666666
4564,24,1,0.2
4563,21,2,0.6
4562,26,1,0.13333333333333333
4558,25,1,0.16666666666666666
4556,15,1,0.5
4555,13,3,0.7
4554,25,1,0.16666666666666666
4553,9,1,0.7
4551,21,1,0.3
4548,29,1,0.03333333333333333
4547,23,2,0.4666666666666667
4544,33,0,0.0
4543,0,1,1.0
4541,27,1,0.1
4539,13,1,0.5666666666666667
4538,28,1,0.06666666666666667
4537,23,1,0.23333333333333334
4535,24,1,0.2
4530,12,3,0.6333333333333333
4497,68,0,0.0
