FIPS,Fuel Type
480850316294,Electricity
480850316301,Gas
480850316302,Gas
480850316303,Electricity
480850316311,Electricity
480850316312,Electricity
480850316313,Gas
480850316321,Gas
480850316322,Electricity
480850316331,Electricity
480850316332,Gas
480850316341,Electricity
480850316342,Gas
480850316343,Electricity
480850316351,Electricity
480850316352,Electricity
480850316353,Electricity
480850316361,Gas
480850316362,Electricity
480850316363,Gas
480850316364,Gas
480850316371,Gas
480850316372,Gas
480850316373,Gas
480850316374,Gas
480850316381,Gas
480850316382,Gas
480850316383,Gas
480850316391,Electricity
480850316392,Gas
480850316393,Electricity
480850316401,Electricity
480850316402,Gas
480850316403,Electricity
480850316411,Gas
480850316412,Gas
480850316421,Gas
480850316422,Gas
480850316423,Gas
480850316431,Gas
480850316432,Gas
480850316433,Electricity
480850316451,Gas
480850316452,Gas
480850316461,Gas
480850316462,Gas
480850316463,Electricity
480850316471,Electricity
480850316472,Electricity
480850316481,Gas
480850316482,Gas
480850316483,Gas
480850316484,Gas
480850316485,Electricity
480850316491,Electricity
480850316492,Gas
480850316493,Gas
480850316494,Gas
480850316521,Electricity
480850316522,Electricity
480850316523,Electricity
480850316524,Electricity
480850316531,Gas
480850316532,Gas
480850316533,Gas
480850316534,Gas
480850316535,Electricity
480850316541,Gas
480850316542,Gas
480850316543,Gas
480850316551,Gas
480850316552,Electricity
480850316553,Electricity
480850316554,Gas
480850316561,Electricity
480850316562,Gas
480850316571,Electricity
480850316572,Electricity
480850316581,Electricity
480850316582,Electricity
480850316583,Electricity
480850316591,Electricity
480850316592,Gas
480850316593,Electricity
480850316601,Gas
480850316602,Electricity
480850316611,Gas
480850316612,Gas
480850316621,Gas
480850316622,Gas
480850316623,Gas
480850316631,Gas
480850316632,Gas
480850316641,Gas
480850316642,Gas
480850317041,Electricity
480850317042,Gas
480850317043,Electricity
480850317044,Electricity
480850317061,Gas
480850317062,Gas
480850317081,Gas
480850317082,Electricity
480850317083,Electricity
480850317091,Electricity
480850317092,Gas
480850317093,Gas
480850317111,Electricity
480850317112,Electricity
480850317121,Electricity
480850317122,Gas
480850317123,Electricity
480850317124,Electricity
480850317131,Electricity
480850317132,Electricity
480850317133,Gas
480850317134,Electricity
480850317141,Electricity
480850317142,Electricity
480850317143,Electricity
480850317144,Electricity
480850317151,Gas
480850317152,Gas
480850317161,Electricity
480850317162,Gas
480850317171,Electricity
480850317172,Gas
480850317181,Gas
480850317182,Electricity
480850317191,Electricity
480850317192,Gas
480850317201,Electricity
480850317202,Electricity
480850317203,Electricity
480850318021,Gas
480850318022,Electricity
480850318023,Gas
480850318024,Gas
480850318025,Electricity
480850318041,Electricity
480850318042,Gas
480850318043,Electricity
480850318044,Electricity
480850318051,Gas
480850318052,Gas
480850318053,Gas
480850318061,Electricity
480850318062,Electricity
480850318071,Electricity
480850318072,Gas
480850318073,Gas
480850318074,Gas
480850319001,Electricity
480850319002,Electricity
480850319003,Electricity
480850320031,Electricity
480850320032,Electricity
480850320033,Electricity
480850320034,Gas
480850320041,Gas
480850320042,Electricity
480850320043,Gas
480850320044,Gas
480850320045,Electricity
480850320046,Electricity
480850320081,Gas
480850320082,Electricity
480850320083,Electricity
480850320091,Gas
480850320092,Gas
480850320093,Gas
480850320101,Electricity
480850320102,Electricity
480850320103,Electricity
480850320111,Gas
480850320112,Gas
480850320113,Electricity
480850320114,Electricity
480850320121,Gas
480850320122,Gas
480850320131,Electricity
480850320132,Electricity
480850320133,Electricity
480879503001,Gas
480879503002,Gas
480879503003,Gas
480879503004,Gas
480897501001,Electricity
480897501002,Electricity
480897501003,Electricity
480897501004,Electricity
480897502001,Electricity
480897502002,Electricity
480897503001,Electricity
480897503002,Electricity
480897503003,Electricity
480897503004,Electricity
480897504001,Gas
480897504002,Electricity
480897504003,Electricity
480897504004,Electricity
480897505001,Electricity
480897505002,Gas
480897505003,Electricity
480897505004,Gas
480913101001,Electricity
480913101002,Electricity
480913101003,Electricity
480913101004,Electricity
480913102001,Electricity
480913102002,Electricity
480913102003,Electricity
480913103001,Electricity
480913103002,Electricity
480913103003,Electricity
480913103004,Electricity
480913104011,Electricity
480913104012,Electricity
480913104013,Electricity
480913104014,Electricity
480913104015,Electricity
480913104016,Electricity
480913104031,Electricity
480913104032,Electricity
480913104033,Electricity
480913104041,Electricity
480913104042,Electricity
480913105011,Electricity
480913105012,Electricity
480913105021,Electricity
480913105022,Electricity
480913105031,Electricity
480913105032,Electricity
480913106031,Electricity
480913106032,Electricity
480913106041,Electricity
480913106042,Electricity
480913106051,Electricity
480913106052,Electricity
480913106061,Electricity
480913106062,Electricity
480913106071,Electricity
480913106072,Electricity
480913106073,Electricity
480913106081,Electricity
480913106082,Electricity
480913107011,Electricity
480913107012,Electricity
480913107013,Electricity
480913107021,Electricity
480913107022,Electricity
480913107031,Electricity
480913107032,Electricity
480913107033,Electricity
480913107041,Electricity
480913107042,Electricity
480913107043,Electricity
480913107044,Electricity
480913108011,Electricity
480913108012,Electricity
480913108013,Gas
480913108021,Electricity
480913108022,Electricity
480913109011,Electricity
480913109012,Gas
480913109021,Electricity
480913109022,Electricity
480913109031,Electricity
480913109032,Electricity
480939501001,Electricity
480939501002,Electricity
480939501003,Gas
480939501004,Electricity
480939501005,Gas
480939502001,Electricity
480939502002,Electricity
480939502003,Electricity
480939503001,Electricity
480939503002,Gas
480939503003,Gas
480939503004,Electricity
480939504001,Gas
480939504002,Electricity
480959503001,Electricity
480959503002,Gas
480959503003,Electricity
480970001001,Electricity
480970001002,Electricity
480970001003,Electricity
480970001004,Electricity
480970002001,Electricity
480970002002,Electricity
480970002003,Electricity
480970004001,Electricity
480970004002,Electricity
480970005001,Electricity
480970005002,Electricity
480970005003,Gas
480970005004,Electricity
480970006001,Electricity
480970006002,Electricity
480970006003,Gas
480970007001,Electricity
480970007002,Electricity
480970007003,Electricity
480970007004,Electricity
480970007005,Electricity
480970009001,Electricity
480970009002,Electricity
480970009003,Electricity
480970011001,Electricity
480970011002,Gas
480970011003,Electricity
480970011004,Gas
480970011005,Gas
480970011006,Gas
480990101011,Electricity
480990101012,Electricity
480990101013,Electricity
480990101021,Gas
480990101022,Electricity
480990102011,Electricity
480990102012,Gas
480990102021,Gas
480990102022,Electricity
480990102023,Electricity
480990103001,Electricity
480990103002,Electricity
480990104001,Electricity
480990104002,Electricity
480990104003,Electricity
480990104004,Electricity
480990105011,Electricity
480990105012,Electricity
480990105021,Gas
480990105022,Electricity
480990105031,Gas
480990105032,Gas
480990105033,Gas
480990105041,Electricity
480990106011,Electricity
480990106012,Electricity
480990106013,Electricity
480990106031,Electricity
480990106032,Electricity
480990106033,Electricity
480990106034,Electricity
480990106041,Electricity
480990106042,Electricity
480990106043,Electricity
480990107011,Gas
480990107012,Gas
480990107013,Electricity
480990107021,Electricity
480990107022,Electricity
480990107023,Electricity
480990108021,Electricity
480990108022,Electricity
480990108023,Electricity
480990108031,Electricity
480990108041,Gas
480990108042,Gas
480990108043,Electricity
480999800001,Electricity
481019501001,Electricity
481019501002,Gas
481019501003,Gas
481039501001,Electricity
481039501002,Gas
481039501003,Gas
481039501004,Electricity
481039501005,Electricity
481059501001,Electricity
481059501002,Electricity
481059501003,Gas
481059501004,Electricity
481059501005,Electricity
481079501001,Electricity
481079501002,Gas
481079501003,Gas
481079502001,Gas
481079502002,Gas
481079503001,Gas
481099503001,Electricity
481099503002,Gas
481099503003,Gas
481099503004,Gas
481119501001,Gas
481119501002,Gas
481119503001,Gas
481119503002,Electricity
481119503003,Gas
481119503004,Gas
481130001001,Electricity
481130001002,Electricity
481130001003,Gas
481130002011,Gas
481130002012,Gas
481130002013,Gas
481130002021,Gas
481130002022,Gas
481130002023,Electricity
481130003001,Gas
481130003002,Electricity
481130003003,Gas
481130004011,Electricity
481130004012,Electricity
481130004013,Gas
481130004041,Gas
481130004042,Electricity
481130004043,Electricity
481130004044,Electricity
481130004051,Electricity
481130004052,Electricity
481130004061,Electricity
481130004062,Electricity
481130004063,Gas
481130004064,Gas
481130004065,Electricity
481130005001,Electricity
481130005002,Electricity
481130005003,Electricity
481130005004,Electricity
481130006011,Gas
481130006012,Electricity
481130006013,Electricity
481130006014,Electricity
481130006015,Electricity
481130006031,Electricity
481130006032,Gas
481130006033,Electricity
481130006034,Electricity
481130006051,Electricity
481130006052,Electricity
481130006061,Electricity
481130006062,Electricity
481130006063,Electricity
481130007011,Electricity
481130007012,Electricity
481130007021,Electricity
481130007022,Electricity
481130007023,Electricity
481130008001,Electricity
481130008002,Electricity
481130008003,Electricity
481130008004,Electricity
481130008005,Electricity
481130009001,Gas
481130009002,Electricity
481130009003,Electricity
481130009004,Electricity
481130010011,Gas
481130010012,Gas
481130010021,Gas
481130010022,Gas
481130011011,Electricity
481130011012,Gas
481130011013,Gas
481130011021,Gas
481130011022,Gas
481130011023,Gas
481130012021,Electricity
481130012022,Gas
481130012023,Electricity
481130012031,Gas
481130012032,Gas
481130012041,Gas
481130012042,Gas
481130013011,Electricity
481130013012,Electricity
481130013013,Gas
481130013021,Electricity
481130013022,Electricity
481130013023,Gas
481130014001,Electricity
481130014002,Electricity
481130014003,Electricity
481130014004,Electricity
481130015021,Electricity
481130015022,Electricity
481130015023,Electricity
481130015024,Electricity
481130015031,Electricity
481130015032,Electricity
481130015033,Electricity
481130015041,Electricity
481130015042,Electricity
481130015043,Electricity
481130015044,Electricity
481130016001,Electricity
481130016002,Electricity
481130017011,Electricity
481130017031,Electricity
481130017032,Electricity
481130017033,Electricity
481130017041,Electricity
481130017042,Electricity
481130018001,Electricity
481130018002,Electricity
481130019001,Electricity
481130019002,Electricity
481130020001,Electricity
481130020002,Electricity
481130020003,Electricity
481130020004,Electricity
481130020005,Electricity
481130021001,Electricity
481130021002,Electricity
481130022001,Electricity
481130022002,Electricity
481130024001,Gas
481130024002,Gas
481130024003,Gas
481130025001,Electricity
481130025002,Gas
481130025003,Electricity
481130025004,Electricity
481130027011,Electricity
481130027012,Electricity
481130027013,Electricity
481130027014,Gas
481130027021,Electricity
481130027022,Electricity
481130031011,Electricity
481130031012,Electricity
481130034001,Electricity
481130034002,Electricity
481130037001,Electricity
481130037002,Gas
481130037003,Gas
481130037004,Electricity
481130038001,Gas
481130038002,Gas
481130038003,Electricity
481130039011,Electricity
481130039012,Electricity
481130039021,Gas
481130039022,Electricity
481130040001,Electricity
481130040002,Gas
481130041001,Electricity
481130041002,Electricity
481130042011,Gas
481130042012,Gas
481130042013,Gas
481130042014,Electricity
481130042015,Electricity
481130042021,Gas
481130042022,Electricity
481130042023,Gas
481130043001,Electricity
481130043002,Electricity
481130043003,Electricity
481130044001,Gas
481130044002,Gas
481130044003,Gas
481130045001,Electricity
481130045002,Electricity
481130045003,Gas
481130045004,Gas
481130046001,Electricity
481130046002,Electricity
481130047001,Gas
481130047002,Electricity
481130047003,Electricity
481130048001,Electricity
481130048002,Electricity
481130048003,Electricity
481130048004,Gas
481130049001,Gas
481130049002,Electricity
481130049003,Electricity
481130049004,Electricity
481130050001,Gas
481130050002,Gas
481130050003,Electricity
481130051001,Gas
481130051002,Gas
481130052001,Electricity
481130052002,Gas
481130052003,Gas
481130052004,Gas
481130053001,Gas
481130053002,Gas
481130053003,Gas
481130053004,Gas
481130053005,Gas
481130054001,Electricity
481130054002,Electricity
481130054003,Electricity
481130054004,Electricity
481130055001,Gas
481130055002,Gas
481130055003,Gas
481130055004,Electricity
481130056001,Electricity
481130056002,Electricity
481130056003,Gas
481130056004,Electricity
481130057001,Electricity
481130057002,Electricity
481130057003,Electricity
481130057004,Electricity
481130059011,Gas
481130059012,Electricity
481130059013,Electricity
481130059014,Electricity
481130059015,Electricity
481130059016,Electricity
481130059021,Electricity
481130059022,Electricity
481130060011,Electricity
481130060012,Gas
481130060013,Gas
481130060021,Electricity
481130060022,Electricity
481130060023,Electricity
481130061001,Gas
481130061002,Electricity
481130062001,Electricity
481130062002,Gas
481130062003,Electricity
481130062004,Gas
481130062005,Gas
481130063011,Gas
481130063012,Gas
481130063013,Electricity
481130063014,Gas
481130063015,Gas
481130063016,Electricity
481130063021,Gas
481130063022,Gas
481130063023,Gas
481130064011,Gas
481130064012,Gas
481130064021,Electricity
481130064022,Gas
481130064023,Gas
481130064024,Electricity
481130065011,Electricity
481130065012,Gas
481130065013,Gas
481130065021,Gas
481130065022,Gas
481130065023,Gas
481130067001,Gas
481130067002,Gas
481130067003,Gas
481130067004,Gas
481130068001,Gas
481130068002,Electricity
481130068003,Electricity
481130069001,Electricity
481130069002,Electricity
481130069003,Electricity
481130071011,Electricity
481130071012,Gas
481130071021,Electricity
481130071022,Electricity
481130071023,Electricity
481130071024,Electricity
481130071025,Gas
481130072011,Electricity
481130072012,Electricity
481130072013,Electricity
481130072014,Electricity
481130072015,Electricity
481130072021,Electricity
481130072022,Electricity
481130072023,Electricity
481130072024,Electricity
481130072025,Electricity
481130073011,Gas
481130073012,Gas
481130073021,Gas
481130073022,Gas
481130073023,Gas
481130073024,Electricity
481130076011,Gas
481130076012,Gas
481130076041,Gas
481130076042,Gas
481130076043,Gas
481130076051,Gas
481130076052,Gas
481130077001,Gas
481130077002,Electricity
481130077003,Gas
481130077004,Electricity
481130078011,Gas
481130078012,Gas
481130078041,Electricity
481130078042,Gas
481130078043,Electricity
481130078044,Electricity
481130078051,Electricity
481130078052,Gas
481130078053,Gas
481130078091,Electricity
481130078092,Gas
481130078101,Gas
481130078102,Electricity
481130078103,Gas
481130078104,Electricity
481130078111,Electricity
481130078112,Electricity
481130078113,Electricity
481130078114,Electricity
481130078121,Gas
481130078122,Gas
481130078151,Electricity
481130078152,Electricity
481130078153,Electricity
481130078181,Electricity
481130078182,Electricity
481130078183,Electricity
481130078184,Electricity
481130078191,Electricity
481130078192,Electricity
481130078201,Electricity
481130078202,Electricity
481130078203,Electricity
481130078211,Electricity
481130078212,Electricity
481130078213,Electricity
481130078221,Electricity
481130078222,Electricity
481130078231,Electricity
481130078232,Electricity
481130078233,Gas
481130078241,Gas
481130078242,Gas
481130078251,Electricity
481130078252,Gas
481130078253,Electricity
481130078254,Electricity
481130078255,Electricity
481130078261,Electricity
481130078271,Electricity
481130078272,Electricity
481130078273,Electricity
481130079021,Electricity
481130079022,Gas
481130079023,Gas
481130079024,Electricity
481130079025,Gas
481130079031,Electricity
481130079032,Gas
481130079061,Gas
481130079062,Electricity
481130079091,Electricity
481130079092,Electricity
481130079101,Electricity
481130079102,Electricity
481130079111,Electricity
481130079112,Electricity
481130079121,Electricity
481130079122,Electricity
481130079131,Electricity
481130079132,Electricity
481130079133,Electricity
481130079141,Electricity
481130079142,Electricity
481130080001,Gas
481130080002,Gas
481130080003,Gas
481130080004,Gas
481130080005,Gas
481130080006,Gas
481130081001,Electricity
481130081002,Gas
481130081003,Gas
481130081004,Gas
481130081005,Gas
481130082001,Gas
481130082002,Electricity
481130082003,Gas
481130082004,Gas
481130084001,Gas
481130084002,Gas
481130084003,Gas
481130084004,Gas
481130084005,Gas
481130084006,Gas
481130084007,Gas
481130085001,Gas
481130085002,Gas
481130085003,Gas
481130085004,Electricity
481130086031,Electricity
481130086032,Gas
481130086041,Electricity
481130086042,Electricity
481130087011,Electricity
481130087012,Electricity
481130087013,Electricity
481130087014,Electricity
481130087015,Electricity
481130087031,Electricity
481130087032,Electricity
481130087041,Electricity
481130087042,Electricity
481130087043,Electricity
481130087051,Electricity
481130087052,Electricity
481130088011,Electricity
481130088012,Gas
481130088013,Electricity
481130088021,Electricity
481130088022,Electricity
481130088023,Electricity
481130088024,Electricity
481130088025,Electricity
481130088026,Electricity
481130089001,Gas
481130089002,Electricity
481130089003,Gas
481130090001,Gas
481130090002,Gas
481130090003,Gas
481130090004,Electricity
481130090005,Electricity
481130091011,Electricity
481130091012,Gas
481130091013,Gas
481130091014,Gas
481130091031,Electricity
481130091032,Electricity
481130091041,Gas
481130091042,Gas
481130091051,Gas
481130091052,Gas
481130091053,Gas
481130092011,Gas
481130092012,Gas
481130092013,Gas
481130092014,Gas
481130092015,Gas
481130092021,Gas
481130092022,Gas
481130092023,Gas
481130093011,Gas
481130093012,Gas
481130093013,Gas
481130093031,Gas
481130093032,Gas
481130093033,Gas
481130093041,Electricity
481130093042,Electricity
481130093043,Electricity
481130093044,Electricity
481130094011,Gas
481130094012,Gas
481130094013,Gas
481130094021,Gas
481130094022,Gas
481130095001,Gas
481130095002,Gas
481130096031,Gas
481130096032,Gas
481130096033,Gas
481130096041,Electricity
481130096042,Electricity
481130096043,Gas
481130096044,Electricity
481130096051,Gas
481130096052,Electricity
481130096071,Gas
481130096072,Gas
481130096073,Gas
481130096081,Gas
481130096082,Gas
481130096083,Gas
481130096091,Gas
481130096092,Gas
481130096093,Gas
481130096094,Gas
481130096101,Electricity
481130096102,Electricity
481130096103,Electricity
481130096111,Electricity
481130096112,Gas
481130096113,Gas
481130097011,Gas
481130097012,Electricity
481130097013,Gas
481130097021,Gas
481130097022,Gas
481130098021,Gas
481130098022,Electricity
481130098023,Gas
481130098024,Electricity
481130098025,Electricity
481130098031,Gas
481130098032,Electricity
481130098033,Electricity
481130098041,Electricity
481130098042,Electricity
481130098043,Electricity
481130098044,Electricity
481130099001,Electricity
481130099002,Electricity
481130100001,Electricity
481130100002,Electricity
481130101011,Electricity
481130101012,Electricity
481130101013,Electricity
481130101021,Gas
481130101022,Electricity
481130101023,Gas
481130105001,Electricity
481130105002,Electricity
481130106011,Gas
481130106012,Gas
481130106013,Gas
481130106021,Gas
481130106022,Electricity
481130107011,Electricity
481130107012,Gas
481130107031,Electricity
481130107032,Electricity
481130107041,Electricity
481130107042,Electricity
481130108011,Electricity
481130108012,Gas
481130108013,Electricity
481130108014,Gas
481130108031,Gas
481130108032,Electricity
481130108033,Gas
481130108034,Electricity
481130108035,Electricity
481130108036,Gas
481130108041,Electricity
481130108042,Electricity
481130108051,Electricity
481130108052,Electricity
481130108053,Electricity
481130109021,Electricity
481130109022,Electricity
481130109023,Electricity
481130109031,Electricity
481130109032,Electricity
481130109041,Electricity
481130109042,Electricity
481130110011,Electricity
481130110012,Electricity
481130110013,Electricity
481130110014,Electricity
481130110015,Electricity
481130110016,Gas
481130110021,Gas
481130110022,Gas
481130110023,Electricity
481130111011,Gas
481130111012,Electricity
481130111013,Electricity
481130111031,Electricity
481130111032,Electricity
481130111033,Electricity
481130111041,Gas
481130111042,Electricity
481130111043,Electricity
481130111044,Electricity
481130111051,Electricity
481130111052,Electricity
481130111053,Electricity
481130112001,Electricity
481130112002,Electricity
481130112003,Electricity
481130113001,Electricity
481130113002,Electricity
481130113003,Electricity
481130114011,Electricity
481130114012,Electricity
481130114013,Electricity
481130115001,Electricity
481130115002,Electricity
481130115003,Electricity
481130115004,Electricity
481130116011,Electricity
481130116012,Gas
481130116013,Electricity
481130116021,Gas
481130116022,Electricity
481130116023,Electricity
481130116024,Gas
481130117011,Gas
481130117012,Gas
481130117013,Electricity
481130117014,Electricity
481130117021,Gas
481130117022,Electricity
481130117023,Electricity
481130118001,Electricity
481130118002,Electricity
481130118003,Electricity
481130118004,Gas
481130118005,Electricity
481130119001,Gas
481130119002,Electricity
481130119003,Gas
481130119004,Electricity
481130119005,Electricity
481130119006,Electricity
481130120001,Electricity
481130120002,Gas
481130120003,Electricity
481130120004,Electricity
481130121001,Electricity
481130121002,Electricity
481130121003,Electricity
481130122041,Gas
481130122042,Gas
481130122043,Gas
481130122044,Gas
481130122045,Electricity
481130122061,Electricity
481130122062,Gas
481130122063,Gas
481130122071,Electricity
481130122072,Electricity
481130122073,Electricity
481130122081,Electricity
481130122082,Electricity
481130122091,Gas
481130122092,Electricity
481130122101,Electricity
481130122102,Electricity
481130122111,Electricity
481130122112,Electricity
481130122113,Electricity
481130123011,Gas
481130123012,Gas
481130123013,Electricity
481130123021,Electricity
481130123022,Gas
481130123023,Electricity
481130124001,Gas
481130124002,Gas
481130124003,Gas
481130124004,Gas
481130124005,Gas
481130124006,Gas
481130125001,Gas
481130125002,Gas
481130125003,Gas
481130125004,Gas
481130125005,Gas
481130126011,Electricity
481130126012,Electricity
481130126013,Electricity
481130126031,Gas
481130126032,Gas
481130126041,Electricity
481130126042,Electricity
481130127011,Electricity
481130127012,Gas
481130127013,Electricity
481130127014,Gas
481130127021,Gas
481130127022,Gas
481130127023,Gas
481130128001,Gas
481130128002,Gas
481130128003,Gas
481130128004,Gas
481130128005,Gas
481130128006,Gas
481130129001,Electricity
481130129002,Gas
481130129003,Gas
481130129004,Gas
481130129005,Gas
481130130041,Gas
481130130042,Gas
481130130043,Gas
481130130044,Gas
481130130045,Gas
481130130051,Gas
481130130052,Gas
481130130053,Gas
481130130054,Gas
481130130071,Electricity
481130130072,Gas
481130130073,Gas
481130130081,Gas
481130130082,Electricity
481130130091,Electricity
481130130092,Gas
481130130093,Electricity
481130130101,Electricity
481130130102,Gas
481130130103,Electricity
481130130111,Electricity
481130130112,Electricity
481130130113,Electricity
481130131011,Gas
481130131012,Gas
481130131013,Gas
481130131021,Gas
481130131022,Gas
481130131041,Gas
481130131042,Electricity
481130131051,Electricity
481130131052,Electricity
481130131053,Electricity
481130131054,Electricity
481130132001,Gas
481130132002,Electricity
481130132003,Electricity
481130132004,Gas
481130133001,Gas
481130133002,Gas
481130134001,Gas
481130134002,Gas
481130135001,Gas
481130135002,Gas
481130136051,Gas
481130136052,Gas
481130136053,Electricity
481130136054,Gas
481130136061,Electricity
481130136062,Gas
481130136063,Electricity
481130136071,Electricity
481130136072,Electricity
481130136073,Gas
481130136074,Electricity
481130136081,Gas
481130136082,Gas
481130136091,Electricity
481130136092,Gas
481130136093,Gas
481130136101,Electricity
481130136102,Gas
481130136103,Electricity
481130136104,Electricity
481130136111,Electricity
481130136112,Electricity
481130136151,Electricity
481130136152,Electricity
481130136153,Electricity
481130136161,Electricity
481130136162,Electricity
481130136163,Electricity
481130136171,Gas
481130136172,Electricity
481130136173,Electricity
481130136181,Electricity
481130136182,Gas
481130136191,Gas
481130136192,Gas
481130136193,Electricity
481130136201,Electricity
481130136202,Electricity
481130136203,Electricity
481130136211,Electricity
481130136212,Electricity
481130136213,Electricity
481130136221,Electricity
481130136222,Electricity
481130136231,Electricity
481130136232,Electricity
481130136233,Electricity
481130136241,Electricity
481130136242,Electricity
481130136243,Electricity
481130136251,Electricity
481130136252,Electricity
481130136261,Electricity
481130136262,Electricity
481130137111,Electricity
481130137112,Electricity
481130137121,Gas
481130137122,Gas
481130137131,Electricity
481130137141,Electricity
481130137142,Gas
481130137143,Electricity
481130137144,Gas
481130137151,Gas
481130137152,Electricity
481130137161,Electricity
481130137162,Gas
481130137163,Gas
481130137171,Electricity
481130137172,Electricity
481130137181,Electricity
481130137182,Gas
481130137183,Electricity
481130137191,Electricity
481130137192,Gas
481130137201,Electricity
481130137202,Electricity
481130137203,Electricity
481130137211,Gas
481130137212,Gas
481130137213,Gas
481130137221,Electricity
481130137222,Electricity
481130137251,Electricity
481130137252,Electricity
481130137253,Electricity
481130137261,Gas
481130137262,Electricity
481130137271,Electricity
481130137272,Electricity
481130138031,Electricity
481130138032,Electricity
481130138033,Gas
481130138034,Gas
481130138035,Gas
481130138036,Gas
481130138041,Gas
481130138042,Gas
481130138043,Electricity
481130138051,Electricity
481130138052,Electricity
481130138053,Electricity
481130138061,Electricity
481130138062,Electricity
481130139011,Gas
481130139012,Gas
481130139013,Electricity
481130139021,Gas
481130139022,Gas
481130139023,Gas
481130139024,Electricity
481130140011,Gas
481130140012,Electricity
481130140013,Electricity
481130140014,Gas
481130140021,Gas
481130140022,Electricity
481130141031,Electricity
481130141032,Electricity
481130141131,Electricity
481130141132,Electricity
481130141133,Electricity
481130141134,Electricity
481130141135,Electricity
481130141141,Electricity
481130141142,Electricity
481130141151,Gas
481130141152,Electricity
481130141153,Gas
481130141154,Electricity
481130141155,Gas
481130141156,Gas
481130141161,Electricity
481130141162,Electricity
481130141163,Electricity
481130141164,Electricity
481130141165,Electricity
481130141191,Electricity
481130141192,Gas
481130141193,Gas
481130141201,Gas
481130141202,Electricity
481130141203,Gas
481130141211,Electricity
481130141212,Electricity
481130141213,Electricity
481130141214,Electricity
481130141231,Gas
481130141232,Gas
481130141233,Gas
481130141234,Gas
481130141241,Gas
481130141242,Gas
481130141261,Gas
481130141262,Gas
481130141263,Gas
481130141271,Electricity
481130141272,Gas
481130141273,Electricity
481130141281,Gas
481130141282,Electricity
481130141283,Electricity
481130141291,Electricity
481130141292,Electricity
481130141301,Gas
481130141302,Electricity
481130141303,Gas
481130141311,Electricity
481130141312,Electricity
481130141313,Electricity
481130141314,Gas
481130141321,Electricity
481130141322,Gas
481130141331,Electricity
481130141332,Electricity
481130141333,Electricity
481130141341,Gas
481130141342,Electricity
481130141343,Electricity
481130141351,Gas
481130141352,Electricity
481130141353,Electricity
481130141361,Electricity
481130141362,Electricity
481130141363,Electricity
481130141364,Electricity
481130141371,Electricity
481130141372,Electricity
481130141381,Electricity
481130141382,Electricity
481130141383,Electricity
481130142031,Gas
481130142032,Gas
481130142033,Gas
481130142041,Electricity
481130142042,Electricity
481130142051,Gas
481130142052,Gas
481130142061,Electricity
481130142062,Electricity
481130142063,Electricity
481130142064,Electricity
481130143021,Gas
481130143022,Gas
481130143023,Gas
481130143024,Gas
481130143025,Electricity
481130143061,Electricity
481130143062,Gas
481130143063,Gas
481130143064,Gas
481130143071,Electricity
481130143072,Electricity
481130143073,Gas
481130143074,Gas
481130143075,Gas
481130143081,Electricity
481130143082,Electricity
481130143091,Electricity
481130143092,Electricity
481130143093,Electricity
481130143101,Electricity
481130143102,Electricity
481130143103,Gas
481130143111,Electricity
481130143112,Electricity
481130143113,Electricity
481130143121,Electricity
481130143122,Electricity
481130143123,Electricity
481130143124,Electricity
481130144031,Electricity
481130144032,Electricity
481130144033,Electricity
481130144051,Gas
481130144052,Electricity
481130144053,Electricity
481130144061,Electricity
481130144062,Gas
481130144063,Gas
481130144071,Electricity
481130144072,Electricity
481130144073,Electricity
481130144081,Electricity
481130144082,Gas
481130144083,Electricity
481130145011,Gas
481130145012,Gas
481130145013,Gas
481130145021,Gas
481130145022,Electricity
481130145023,Electricity
481130146011,Gas
481130146012,Electricity
481130146021,Gas
481130146022,Electricity
481130146023,Electricity
481130146031,Electricity
481130147011,Gas
481130147012,Electricity
481130147013,Electricity
481130147014,Electricity
481130147021,Gas
481130147022,Gas
481130147023,Electricity
481130147031,Gas
481130147032,Electricity
481130149011,Electricity
481130149021,Electricity
481130149022,Electricity
481130150001,Electricity
481130150002,Electricity
481130150003,Electricity
481130150004,Electricity
481130150005,Gas
481130151001,Gas
481130151002,Electricity
481130151003,Electricity
481130151004,Gas
481130151005,Electricity
481130152021,Electricity
481130152022,Electricity
481130152041,Electricity
481130152042,Gas
481130152043,Gas
481130152044,Electricity
481130152045,Gas
481130152046,Electricity
481130152051,Electricity
481130152052,Gas
481130152053,Electricity
481130152061,Electricity
481130152062,Electricity
481130152063,Electricity
481130153031,Electricity
481130153032,Electricity
481130153041,Electricity
481130153042,Electricity
481130153051,Gas
481130153052,Gas
481130153053,Gas
481130153061,Gas
481130153062,Electricity
481130153063,Electricity
481130154011,Electricity
481130154012,Gas
481130154013,Gas
481130154014,Gas
481130154015,Electricity
481130154016,Electricity
481130154031,Electricity
481130154032,Electricity
481130154033,Electricity
481130154041,Electricity
481130154042,Electricity
481130154043,Electricity
481130155001,Electricity
481130155002,Gas
481130155003,Electricity
481130156001,Gas
481130156002,Gas
481130156003,Electricity
481130157001,Gas
481130157002,Gas
481130158001,Gas
481130158002,Gas
481130159001,Electricity
481130159002,Electricity
481130159003,Electricity
481130160011,Electricity
481130160012,Gas
481130160013,Gas
481130160014,Gas
481130160021,Electricity
481130160022,Electricity
481130161001,Electricity
481130161002,Electricity
481130162011,Gas
