ZCTA,YEAR,TotalPop,NonrelatedHousehold,NonrelatedGroupDwelling,GroupQuarters,GroupQuarterPercent,NonrelatedHousePercent
09103,2014-2018,25794,34,110,120,0.47,0.13
09104,2014-2018,20207,23,85,389,1.93,0.11
09104,2014-2018,26631,80,138,256,0.96,0.3
09104,2014-2018,143,0,0,0,0.0,0.0
09110,2014-2018,21394,28,107,395,1.85,0.13
09110,2014-2018,28425,118,95,1206,4.24,0.42
09110,2014-2018,37974,205,135,629,1.66,0.54
09110,2014-2018,12191,24,107,423,3.47,0.2
09110,2014-2018,25375,117,224,1055,4.16,0.46
09110,2014-2018,32364,146,254,318,0.98,0.45
09110,2014-2018,13538,216,113,106,0.78,1.6
09120,2014-2018,23619,39,71,136,0.58,0.17
09120,2014-2018,23317,122,51,128,0.55,0.52
09120,2014-2018,15000,50,48,6,0.04,0.33
09120,2014-2018,18720,50,171,449,2.4,0.27
09120,2014-2018,37618,104,181,327,0.87,0.28
09120,2014-2018,34386,129,161,274,0.8,0.38
09120,2014-2018,11371,89,0,18,0.16,0.78
09120,2014-2018,16049,11,56,31,0.19,0.07
09121,2014-2018,689,0,0,0,0.0,0.0
09121,2014-2018,30654,159,84,102,0.33,0.52
09130,2014-2018,25631,100,50,134,0.52,0.39
09130,2014-2018,26634,339,125,8,0.03,1.27
09130,2014-2018,31053,350,229,102,0.33,1.13
09130,2014-2018,53761,316,253,680,1.26,0.59
09130,2014-2018,49158,521,318,349,0.71,1.06
09130,2014-2018,26595,298,137,392,1.47,1.12
09131,2014-2018,40420,327,245,926,2.29,0.81
09131,2014-2018,29964,158,163,49,0.16,0.53
09132,2014-2018,45520,188,102,127,0.28,0.41
09132,2014-2018,34355,379,53,934,2.72,1.1
09132,2014-2018,29617,194,181,434,1.47,0.66
09132,2014-2018,34635,325,165,342,0.99,0.94
09132,2014-2018,37035,150,56,99,0.27,0.41
09133,2014-2018,3273,0,0,3273,100.0,0.0
09133,2014-2018,105799,2795,344,571,0.54,2.64
09133,2014-2018,80524,679,564,1086,1.35,0.84
09134,2014-2018,36227,461,194,131,0.36,1.27
09134,2014-2018,96487,1167,238,1502,1.56,1.21
09134,2014-2018,66590,821,328,611,0.92,1.23
09134,2014-2018,53266,437,217,791,1.48,0.82
09134,2014-2018,19205,127,241,185,0.96,0.66
09135,2014-2018,37350,181,138,280,0.75,0.48
09135,2014-2018,32572,271,258,166,0.51,0.83
09135,2014-2018,47438,541,228,360,0.76,1.14
09135,2014-2018,32096,165,202,62,0.19,0.51
09135,2014-2018,31455,181,53,662,2.1,0.58
09135,2014-2018,30804,150,174,387,1.26,0.49
09136,2014-2018,43342,144,273,1688,3.89,0.33
09136,2014-2018,20443,191,52,112,0.55,0.93
09136,2014-2018,36062,185,230,159,0.44,0.51
09136,2014-2018,27340,182,108,201,0.74,0.67
09136,2014-2018,45282,225,172,243,0.54,0.5
09137,2014-2018,0,0,0,0,,
09137,2014-2018,13730,35,75,5,0.04,0.25
09138,2014-2018,20371,187,109,0,0.0,0.92
09138,2014-2018,28842,149,129,5282,18.31,0.52
09138,2014-2018,43717,483,155,12,0.03,1.1
09139,2014-2018,19053,264,91,239,1.25,1.39
09140,2014-2018,41412,466,290,247,0.6,1.13
09140,2014-2018,70686,1010,1079,362,0.51,1.43
09140,2014-2018,25218,153,238,27,0.11,0.61
09140,2014-2018,55384,368,114,468,0.85,0.66
09140,2014-2018,55215,394,140,53,0.1,0.71
09141,2014-2018,25801,156,116,422,1.64,0.6
09142,2014-2018,33737,65,255,151,0.45,0.19
09143,2014-2018,15070,47,92,105,0.7,0.31
09150,2014-2018,20300,121,31,6,0.03,0.6
09150,2014-2018,11598,74,13,5,0.04,0.64
09150,2014-2018,26863,26,155,329,1.22,0.1
09150,2014-2018,30680,342,59,26,0.08,1.11
09150,2014-2018,18575,18,56,331,1.78,0.1
09160,2014-2018,37085,266,803,236,0.64,0.72
09160,2014-2018,19358,28,82,11,0.06,0.14
09160,2014-2018,32117,108,179,328,1.02,0.34
09160,2014-2018,52210,537,322,869,1.66,1.03
09160,2014-2018,44476,456,246,371,0.83,1.03
09160,2014-2018,30873,37,243,430,1.39,0.12
09160,2014-2018,0,0,0,0,,
09170,2014-2018,40034,332,116,187,0.47,0.83
09170,2014-2018,62348,364,275,5746,9.22,0.58
09170,2014-2018,77342,670,145,471,0.61,0.87
09170,2014-2018,3892,0,0,1674,43.01,0.0
09170,2014-2018,79298,398,364,127,0.16,0.5
09171,2014-2018,90582,760,356,15546,17.16,0.84
09171,2014-2018,36854,235,139,4566,12.39,0.64
09172,2014-2018,35708,517,197,133,0.37,1.45
09172,2014-2018,18875,204,114,331,1.75,1.08
09172,2014-2018,26091,148,146,130,0.5,0.57
09173,2014-2018,71422,446,736,2802,3.92,0.62
09173,2014-2018,30139,307,141,330,1.09,1.02
09173,2014-2018,63572,589,275,719,1.13,0.93
09173,2014-2018,44968,430,93,283,0.63,0.96
09173,2014-2018,25339,292,106,0,0.0,1.15
09173,2014-2018,39803,172,31,28,0.07,0.43
09174,2014-2018,26115,183,97,895,3.43,0.7
09174,2014-2018,26565,108,194,132,0.5,0.41
09174,2014-2018,87240,1016,183,234,0.27,1.16
09174,2014-2018,54975,496,361,177,0.32,0.9
09174,2014-2018,30708,314,125,151,0.49,1.02
09174,2014-2018,47084,273,83,167,0.35,0.58
09175,2014-2018,33836,237,149,904,2.67,0.7
09175,2014-2018,33135,523,133,45,0.14,1.58
09175,2014-2018,33058,109,107,78,0.24,0.33
09175,2014-2018,27734,150,79,191,0.69,0.54
09175,2014-2018,374,0,0,0,0.0,0.0
09176,2014-2018,61124,628,79,202,0.33,1.03
09176,2014-2018,60699,668,345,276,0.45,1.1
09176,2014-2018,38406,485,194,324,0.84,1.26
09176,2014-2018,54825,545,172,323,0.59,0.99
09176,2014-2018,47139,175,166,184,0.39,0.37
09176,2014-2018,72332,1070,714,515,0.71,1.48
09176,2014-2018,50264,712,367,956,1.9,1.42
09176,2014-2018,35389,373,250,4338,12.26,1.05
09177,2014-2018,63425,444,138,732,1.15,0.7
09177,2014-2018,34496,400,107,802,2.32,1.16
09177,2014-2018,25192,212,124,220,0.87,0.84
09177,2014-2018,38410,192,279,492,1.28,0.5
09178,2014-2018,35351,264,32,136,0.38,0.75
09178,2014-2018,25567,125,42,57,0.22,0.49
09178,2014-2018,53849,263,450,658,1.22,0.49
09178,2014-2018,44474,363,122,528,1.19,0.82
09179,2014-2018,45206,516,392,568,1.26,1.14
09179,2014-2018,34363,178,146,120,0.35,0.52
09179,2014-2018,29839,150,210,258,0.86,0.5
09180,2014-2018,54479,334,167,591,1.08,0.61
09180,2014-2018,30385,102,172,196,0.65,0.34
09190,2014-2018,18558,347,59,438,2.36,1.87
09190,2014-2018,20138,193,12,64,0.32,0.96
09190,2014-2018,1478,0,0,121,8.19,0.0
09190,2014-2018,4351,32,100,136,3.13,0.74
09191,2014-2018,74297,503,411,1068,1.44,0.68
09191,2014-2018,85365,618,361,944,1.11,0.72
09191,2014-2018,53072,258,153,29,0.05,0.49
09191,2014-2018,16357,154,33,0,0.0,0.94
09191,2014-2018,31740,148,85,0,0.0,0.47
09191,2014-2018,1962,7,0,51,2.6,0.36
09191,2014-2018,920,23,36,56,6.09,2.5
09193,2014-2018,496,0,0,0,0.0,0.0
09193,2014-2018,26701,99,210,14,0.05,0.37
09193,2014-2018,267,0,0,0,0.0,0.0
09193,2014-2018,8332,110,0,5,0.06,1.32
09194,2014-2018,32384,186,173,149,0.46,0.57
09194,2014-2018,40205,254,44,673,1.67,0.63
09194,2014-2018,27193,174,103,308,1.13,0.64
09194,2014-2018,15,0,0,0,0.0,0.0
09195,2014-2018,62639,592,100,4957,7.91,0.95
09196,2014-2018,2378,35,0,0,0.0,1.47
09196,2014-2018,999,22,40,0,0.0,2.2
09197,2014-2018,63393,609,321,647,1.02,0.96
09197,2014-2018,10518,62,35,23,0.22,0.59
09198,2014-2018,636,0,0,0,0.0,0.0
09200,2014-2018,5042,32,47,94,1.86,0.63
09200,2014-2018,2414,0,65,5,0.21,0.0
09200,2014-2018,11234,0,15,36,0.32,0.0
09200,2014-2018,27330,215,112,212,0.78,0.79
09200,2014-2018,45827,224,83,223,0.49,0.49
09201,2014-2018,16131,40,180,77,0.48,0.25
09201,2014-2018,24382,128,86,0,0.0,0.52
09201,2014-2018,13863,29,215,0,0.0,0.21
09201,2014-2018,42400,374,138,348,0.82,0.88
09202,2014-2018,58742,241,286,1384,2.36,0.41
09202,2014-2018,71321,519,606,1308,1.83,0.73
09202,2014-2018,51496,531,301,301,0.58,1.03
09202,2014-2018,53772,690,285,1304,2.43,1.28
09202,2014-2018,49921,841,310,673,1.35,1.68
09202,2014-2018,56811,691,484,683,1.2,1.22
09202,2014-2018,49380,654,454,284,0.58,1.32
09202,2014-2018,19149,115,135,120,0.63,0.6
09203,2014-2018,2221,0,12,110,4.95,0.0
09203,2014-2018,39724,253,244,269,0.68,0.64
09204,2014-2018,46261,318,238,466,1.01,0.69
09205,2014-2018,42173,397,394,1042,2.47,0.94
09205,2014-2018,12120,0,0,11638,96.02,0.0
09205,2014-2018,53845,637,585,184,0.34,1.18
09205,2014-2018,58347,169,392,81,0.14,0.29
09205,2014-2018,45894,158,469,2601,5.67,0.34
09205,2014-2018,1456,16,0,0,0.0,1.1
09206,2014-2018,92,0,0,0,0.0,0.0
09206,2014-2018,2376,2,10,12,0.51,0.08
09206,2014-2018,49933,289,428,651,1.3,0.58
09206,2014-2018,36309,387,279,240,0.66,1.07
09206,2014-2018,572,0,0,0,0.0,0.0
09206,2014-2018,8756,193,97,0,0.0,2.2
09206,2014-2018,51447,495,191,168,0.33,0.96
09207,2014-2018,829,5,35,0,0.0,0.6
09207,2014-2018,57511,405,365,1987,3.45,0.7
09207,2014-2018,12624,84,0,0,0.0,0.67
09207,2014-2018,49034,409,173,897,1.83,0.83
09208,2014-2018,29405,145,180,1011,3.44,0.49
09208,2014-2018,18065,362,56,83,0.46,2.0
09208,2014-2018,39043,564,197,647,1.66,1.44
09208,2014-2018,51419,795,339,680,1.32,1.55
09208,2014-2018,1544,0,32,140,9.07,0.0
09209,2014-2018,1343,0,20,0,0.0,0.0
09210,2014-2018,39313,45,283,4321,10.99,0.11
09210,2014-2018,44500,312,206,787,1.77,0.7
09210,2014-2018,34878,81,292,721,2.07,0.23
09210,2014-2018,45202,32,274,101,0.22,0.07
09210,2014-2018,72848,771,273,628,0.86,1.06
09210,2014-2018,19080,69,118,1920,10.06,0.36
09210,2014-2018,31148,69,626,1102,3.54,0.22
09210,2014-2018,22565,181,95,196,0.87,0.8
09210,2014-2018,48417,207,480,121,0.25,0.43
09211,2014-2018,29911,69,354,3976,13.29,0.23
09211,2014-2018,49369,333,508,982,1.99,0.67
09211,2014-2018,55623,239,100,6580,11.83,0.43
09211,2014-2018,70039,704,348,800,1.14,1.01
09211,2014-2018,65853,264,424,3566,5.42,0.4
09211,2014-2018,33767,360,328,31,0.09,1.07
09211,2014-2018,56173,329,312,130,0.23,0.59
09211,2014-2018,22484,99,80,2526,11.23,0.44
09211,2014-2018,23990,71,159,125,0.52,0.3
09212,2014-2018,29142,122,98,97,0.33,0.42
09212,2014-2018,4655,12,70,5,0.11,0.26
09212,2014-2018,48438,261,473,115,0.24,0.54
09212,2014-2018,31216,90,297,912,2.92,0.29
09212,2014-2018,32170,0,76,35,0.11,0.0
09212,2014-2018,82572,399,466,2959,3.58,0.48
09212,2014-2018,48721,123,638,490,1.01,0.25
09212,2014-2018,51066,109,291,285,0.56,0.21
09212,2014-2018,54986,158,121,50,0.09,0.29
09213,2014-2018,55316,119,84,0,0.0,0.22
09213,2014-2018,34359,200,120,40,0.12,0.58
09213,2014-2018,0,0,0,0,,
09213,2014-2018,280,0,0,280,100.0,0.0
09213,2014-2018,646,0,0,646,100.0,0.0
09213,2014-2018,37040,399,223,408,1.1,1.08
09214,2014-2018,3669,0,0,3669,100.0,0.0
09214,2014-2018,2389,0,0,0,0.0,0.0
09214,2014-2018,551,0,0,551,100.0,0.0
09215,2014-2018,86811,686,319,4786,5.51,0.79
09215,2014-2018,490,0,0,490,100.0,0.0
09217,2014-2018,31866,277,9,38,0.12,0.87
09220,2014-2018,65347,415,215,990,1.51,0.64
09220,2014-2018,30744,225,73,40,0.13,0.73
09221,2014-2018,5049,13,0,10,0.2,0.26
09221,2014-2018,25339,20,89,81,0.32,0.08
09222,2014-2018,33014,120,169,1211,3.67,0.36
09222,2014-2018,0,0,0,0,,
09222,2014-2018,53914,371,210,445,0.83,0.69
09222,2014-2018,22149,294,112,6196,27.97,1.33
09222,2014-2018,27255,446,0,121,0.44,1.64
09223,2014-2018,3406,25,19,20,0.59,0.73
09223,2014-2018,40019,545,348,79,0.2,1.36
09223,2014-2018,7618,0,17,4024,52.82,0.0
09223,2014-2018,53961,348,484,386,0.72,0.64
09223,2014-2018,45090,328,51,0,0.0,0.73
09223,2014-2018,274,0,14,21,7.66,0.0
09224,2014-2018,34447,282,170,220,0.64,0.82
09224,2014-2018,7904,51,64,28,0.35,0.65
09224,2014-2018,1306,6,0,0,0.0,0.46
09224,2014-2018,50484,507,355,1557,3.08,1.0
09224,2014-2018,7898,87,0,7,0.09,1.1
09225,2014-2018,8979,23,39,23,0.26,0.26
09225,2014-2018,23388,130,114,3837,16.41,0.56
09225,2014-2018,9394,10,0,150,1.6,0.11
09225,2014-2018,40368,174,383,84,0.21,0.43
09225,2014-2018,10385,49,0,0,0.0,0.47
09225,2014-2018,3282,29,25,4,0.12,0.88
09225,2014-2018,1332,0,0,20,1.5,0.0
09225,2014-2018,778,0,0,132,16.97,0.0
09225,2014-2018,94,0,0,0,0.0,0.0
09226,2014-2018,34225,96,149,188,0.55,0.28
09226,2014-2018,28517,136,569,231,0.81,0.48
09226,2014-2018,19881,37,198,142,0.71,0.19
09226,2014-2018,108,0,12,0,0.0,0.0
09226,2014-2018,5,0,0,0,0.0,0.0
09226,2014-2018,597,0,6,0,0.0,0.0
09227,2014-2018,18075,34,278,106,0.59,0.19
09227,2014-2018,1704,0,28,0,0.0,0.0
09227,2014-2018,15118,23,39,29,0.19,0.15
09227,2014-2018,2456,0,20,0,0.0,0.0
09227,2014-2018,7772,25,91,21,0.27,0.32
09227,2014-2018,23517,225,244,0,0.0,0.96
09227,2014-2018,4737,0,0,3517,74.25,0.0
09228,2014-2018,19,0,0,0,0.0,0.0
09228,2014-2018,2859,42,43,0,0.0,1.47
09228,2014-2018,1373,18,23,10,0.73,1.31
09228,2014-2018,1694,26,0,37,2.18,1.53
09228,2014-2018,26085,95,147,218,0.84,0.36
09228,2014-2018,2142,11,75,0,0.0,0.51
09230,2014-2018,33967,596,88,2234,6.58,1.75
09230,2014-2018,21,0,0,9,42.86,0.0
09230,2014-2018,622,7,0,4,0.64,1.13
09230,2014-2018,39273,206,116,331,0.84,0.52
09230,2014-2018,41807,362,192,202,0.48,0.87
09230,2014-2018,633,16,7,6,0.95,2.53
09231,2014-2018,9086,0,0,1500,16.51,0.0
09231,2014-2018,33612,419,287,316,0.94,1.25
09231,2014-2018,12512,221,0,141,1.13,1.77
09231,2014-2018,11361,88,57,29,0.26,0.77
09231,2014-2018,5234,0,6,26,0.5,0.0
09231,2014-2018,28783,241,161,270,0.94,0.84
09232,2014-2018,8597,70,26,55,0.64,0.81
09232,2014-2018,1166,0,15,19,1.63,0.0
09232,2014-2018,686,0,0,0,0.0,0.0
09232,2014-2018,59409,366,153,339,0.57,0.62
09232,2014-2018,8621,53,26,59,0.68,0.61
09232,2014-2018,740,0,0,0,0.0,0.0
09232,2014-2018,354,0,0,106,29.94,0.0
09233,2014-2018,92,0,47,0,0.0,0.0
09233,2014-2018,316,0,0,0,0.0,0.0
09233,2014-2018,99284,1289,760,321,0.32,1.3
09233,2014-2018,96575,1121,488,235,0.24,1.16
09233,2014-2018,38868,243,351,62,0.16,0.63
09233,2014-2018,0,0,0,0,,
09233,2014-2018,1185,0,10,0,0.0,0.0
09234,2014-2018,203,0,0,0,0.0,0.0
09234,2014-2018,6508,12,39,75,1.15,0.18
09234,2014-2018,23003,518,28,0,0.0,2.25
09234,2014-2018,80808,1074,295,107,0.13,1.33
09234,2014-2018,61751,374,431,5154,8.35,0.61
09234,2014-2018,843,20,40,0,0.0,2.37
09235,2014-2018,5729,35,49,0,0.0,0.61
09235,2014-2018,21679,43,35,1167,5.38,0.2
09235,2014-2018,6065,208,61,52,0.86,3.43
09235,2014-2018,782,0,31,9,1.15,0.0
09235,2014-2018,9056,196,0,108,1.19,2.16
09236,2014-2018,5407,39,0,0,0.0,0.72
09236,2014-2018,0,0,0,0,,
09236,2014-2018,2792,14,28,71,2.54,0.5
09236,2014-2018,1100,41,10,0,0.0,3.73
09237,2014-2018,17882,192,92,52,0.29,1.07
09237,2014-2018,6282,0,0,0,0.0,0.0
09237,2014-2018,33264,175,111,734,2.21,0.53
09237,2014-2018,43633,137,220,2038,4.67,0.31
09237,2014-2018,87027,1214,503,532,0.61,1.39
09237,2014-2018,19556,232,39,64,0.33,1.19
09237,2014-2018,263,0,0,0,0.0,0.0
09238,2014-2018,4709,14,83,0,0.0,0.3
09238,2014-2018,13,0,0,0,0.0,0.0
09238,2014-2018,202,0,0,0,0.0,0.0
09238,2014-2018,2140,0,0,0,0.0,0.0
09238,2014-2018,146,0,0,0,0.0,0.0
09239,2014-2018,2479,0,75,25,1.01,0.0
09239,2014-2018,58204,800,573,103,0.18,1.37
09239,2014-2018,35365,696,215,3923,11.09,1.97
09239,2014-2018,42741,448,26,251,0.59,1.05
09239,2014-2018,4571,27,10,0,0.0,0.59
09239,2014-2018,2098,45,23,0,0.0,2.14
09239,2014-2018,54163,319,312,628,1.16,0.59
09240,2014-2018,1929,17,0,17,0.88,0.88
09240,2014-2018,61216,790,387,1931,3.15,1.29
09240,2014-2018,30511,520,214,176,0.58,1.7
09240,2014-2018,69222,634,623,5020,7.25,0.92
09240,2014-2018,14434,113,17,1178,8.16,0.78
09241,2014-2018,45641,665,291,480,1.05,1.46
09241,2014-2018,26563,252,49,254,0.96,0.95
09250,2014-2018,21656,366,90,917,4.23,1.69
09250,2014-2018,94512,850,303,1034,1.09,0.9
09250,2014-2018,59556,710,477,2587,4.34,1.19
09250,2014-2018,51322,1125,168,1048,2.04,2.19
09250,2014-2018,45854,359,178,838,1.83,0.78
09250,2014-2018,57886,455,534,7661,13.23,0.79
09250,2014-2018,39225,812,45,207,0.53,2.07
09250,2014-2018,81214,1103,462,783,0.96,1.36
09251,2014-2018,1186,14,0,114,9.61,1.18
09253,2014-2018,56511,678,456,85,0.15,1.2
09253,2014-2018,25475,591,376,0,0.0,2.32
09253,2014-2018,3028,69,39,22,0.73,2.28
09253,2014-2018,4703,32,18,6,0.13,0.68
09254,2014-2018,37615,179,195,426,1.13,0.48
09254,2014-2018,48923,406,268,431,0.88,0.83
09254,2014-2018,42248,550,85,255,0.6,1.3
09254,2014-2018,8273,112,38,16,0.19,1.35
09254,2014-2018,2464,34,0,14,0.57,1.38
09255,2014-2018,33578,721,11,64,0.19,2.15
09255,2014-2018,75830,912,218,413,0.54,1.2
09255,2014-2018,43957,610,219,130,0.3,1.39
09255,2014-2018,52089,597,321,174,0.33,1.15
09256,2014-2018,1278,0,0,12,0.94,0.0
09256,2014-2018,64116,547,183,208,0.32,0.85
09256,2014-2018,68128,775,216,1287,1.89,1.14
09256,2014-2018,10228,179,52,5,0.05,1.75
09257,2014-2018,60944,1118,571,430,0.71,1.83
09257,2014-2018,56446,785,116,191,0.34,1.39
09258,2014-2018,16783,188,52,68,0.41,1.12
09258,2014-2018,32692,162,122,878,2.69,0.5
09258,2014-2018,51298,324,187,56,0.11,0.63
09258,2014-2018,21732,377,126,18,0.08,1.73
09258,2014-2018,20032,323,71,125,0.62,1.61
09258,2014-2018,17468,89,67,13,0.07,0.51
09259,2014-2018,4388,0,81,0,0.0,0.0
09259,2014-2018,41107,237,141,17,0.04,0.58
09259,2014-2018,84418,564,335,146,0.17,0.67
09259,2014-2018,33642,567,108,72,0.21,1.69
09259,2014-2018,30573,325,140,16,0.05,1.06
09260,2014-2018,26044,1,55,0,0.0,0.0
09260,2014-2018,19650,18,8,34,0.17,0.09
09260,2014-2018,28819,131,124,114,0.4,0.45
09260,2014-2018,24694,86,107,369,1.49,0.35
09261,2014-2018,14149,14,15,0,0.0,0.1
09261,2014-2018,32362,85,539,1154,3.57,0.26
09261,2014-2018,26676,88,157,0,0.0,0.33
09261,2014-2018,17086,0,46,6219,36.4,0.0
09261,2014-2018,43316,194,194,550,1.27,0.45
09262,2014-2018,48952,64,145,81,0.17,0.13
09262,2014-2018,6402,36,90,97,1.52,0.56
09262,2014-2018,12148,41,193,3,0.02,0.34
09262,2014-2018,50541,182,333,776,1.54,0.36
09262,2014-2018,63212,220,364,1177,1.86,0.35
09262,2014-2018,26744,159,120,49,0.18,0.59
09263,2014-2018,61304,569,347,559,0.91,0.93
09263,2014-2018,16228,0,82,46,0.28,0.0
09264,2014-2018,55893,315,396,244,0.44,0.56
09264,2014-2018,62718,356,214,363,0.58,0.57
09264,2014-2018,46890,123,320,319,0.68,0.26
09264,2014-2018,34406,172,322,58,0.17,0.5
09265,2014-2018,24746,237,194,66,0.27,0.96
09265,2014-2018,29986,248,94,485,1.62,0.83
09265,2014-2018,8415,71,36,38,0.45,0.84
09265,2014-2018,52124,208,296,386,0.74,0.4
09265,2014-2018,9670,26,44,0,0.0,0.27
09266,2014-2018,36906,54,231,40,0.11,0.15
09266,2014-2018,3225,0,88,21,0.65,0.0
09266,2014-2018,2606,16,0,0,0.0,0.61
09266,2014-2018,21572,76,291,401,1.86,0.35
09267,2014-2018,34110,224,187,108,0.32,0.66
09267,2014-2018,30927,150,202,231,0.75,0.49
09267,2014-2018,37457,252,129,131,0.35,0.67
09267,2014-2018,2154,18,0,13,0.6,0.84
09267,2014-2018,66406,269,354,358,0.54,0.41
09267,2014-2018,570,0,8,45,7.89,0.0
09267,2014-2018,32579,114,87,96,0.29,0.35
09268,2014-2018,91376,782,318,377,0.41,0.86
09268,2014-2018,45178,99,70,0,0.0,0.22
09269,2014-2018,50782,379,300,1528,3.01,0.75
09269,2014-2018,47576,268,346,73,0.15,0.56
09269,2014-2018,29064,51,123,0,0.0,0.18
09270,2014-2018,53565,360,146,596,1.11,0.67
09270,2014-2018,70595,849,218,2523,3.57,1.2
09270,2014-2018,90340,1081,192,188,0.21,1.2
09270,2014-2018,46470,208,366,562,1.21,0.45
09270,2014-2018,35083,160,170,370,1.05,0.46
09270,2014-2018,61026,686,208,411,0.67,1.12
09270,2014-2018,57416,361,342,515,0.9,0.63
09278,2014-2018,61660,299,378,528,0.86,0.48
09278,2014-2018,22704,67,84,0,0.0,0.3
09280,2014-2018,67053,653,323,713,1.06,0.97
09280,2014-2018,42248,427,60,784,1.86,1.01
09280,2014-2018,88749,1037,669,2186,2.46,1.17
09280,2014-2018,74413,864,195,923,1.24,1.16
09280,2014-2018,39719,417,199,388,0.98,1.05
09280,2014-2018,35777,178,257,137,0.38,0.5
09280,2014-2018,20667,22,0,0,0.0,0.11
09282,2014-2018,37529,198,100,110,0.29,0.53
09282,2014-2018,4721,28,0,0,0.0,0.59
09283,2014-2018,37353,239,119,1841,4.93,0.64
09283,2014-2018,25134,360,111,567,2.26,1.43
09283,2014-2018,52922,539,198,449,0.85,1.02
09283,2014-2018,23867,214,16,610,2.56,0.9
09284,2014-2018,55186,691,529,514,0.93,1.25
09284,2014-2018,34061,347,160,575,1.69,1.02
09284,2014-2018,46036,613,212,482,1.05,1.33
09284,2014-2018,23878,228,251,312,1.31,0.95
09284,2014-2018,16600,60,65,118,0.71,0.36
09286,2014-2018,26591,431,60,2848,10.71,1.62
09286,2014-2018,5872,72,55,61,1.04,1.23
09286,2014-2018,20741,176,81,208,1.0,0.85
09286,2014-2018,15017,132,123,199,1.33,0.88
09286,2014-2018,44628,356,283,2523,5.65,0.8
09286,2014-2018,27693,97,100,3939,14.22,0.35
09286,2014-2018,36913,317,106,422,1.14,0.86
09287,2014-2018,53582,227,96,551,1.03,0.42
09287,2014-2018,46920,316,137,341,0.73,0.67
09288,2014-2018,69720,631,170,73,0.1,0.91
09288,2014-2018,33996,205,101,111,0.33,0.6
09288,2014-2018,71581,215,401,245,0.34,0.3
09288,2014-2018,35072,289,289,10,0.03,0.82
09288,2014-2018,50545,237,205,303,0.6,0.47
09288,2014-2018,20194,68,136,11,0.05,0.34
09300,2014-2018,33185,216,152,457,1.38,0.65
09300,2014-2018,52272,462,149,1446,2.77,0.88
09300,2014-2018,30502,269,216,103,0.34,0.88
09301,2014-2018,45092,168,156,926,2.05,0.37
09301,2014-2018,36225,248,312,2500,6.9,0.68
09301,2014-2018,16644,272,55,104,0.62,1.63
09301,2014-2018,17817,107,19,189,1.06,0.6
09302,2014-2018,38063,151,185,0,0.0,0.4
09302,2014-2018,7232,30,0,16,0.22,0.41
09302,2014-2018,20231,181,171,534,2.64,0.89
09303,2014-2018,59755,574,253,630,1.05,0.96
09303,2014-2018,83782,1147,147,684,0.82,1.37
09303,2014-2018,29404,263,70,59,0.2,0.89
09303,2014-2018,47442,464,41,208,0.44,0.98
09304,2014-2018,2007,9,0,0,0.0,0.45
09304,2014-2018,24506,254,157,1381,5.64,1.04
09304,2014-2018,107,0,0,107,100.0,0.0
09304,2014-2018,184,6,0,0,0.0,3.26
09306,2014-2018,34181,225,104,558,1.63,0.66
09306,2014-2018,56651,339,311,475,0.84,0.6
09306,2014-2018,0,0,0,0,,
09306,2014-2018,72061,357,471,309,0.43,0.5
09306,2014-2018,3112,40,0,0,0.0,1.29
09306,2014-2018,454,0,0,0,0.0,0.0
09310,2014-2018,31624,230,155,436,1.38,0.73
09310,2014-2018,20353,251,235,252,1.24,1.23
09310,2014-2018,27515,72,139,558,2.03,0.26
09310,2014-2018,10896,108,195,1129,10.36,0.99
09310,2014-2018,11573,0,178,28,0.24,0.0
09311,2014-2018,16660,87,96,1287,7.73,0.52
09311,2014-2018,17263,108,81,323,1.87,0.63
09311,2014-2018,58431,382,265,10634,18.2,0.65
09320,2014-2018,1431,6,0,0,0.0,0.42
09320,2014-2018,3777,54,23,5,0.13,1.43
09320,2014-2018,22744,222,0,153,0.67,0.98
09320,2014-2018,12923,23,0,3356,25.97,0.18
09320,2014-2018,1384,0,0,0,0.0,0.0
09320,2014-2018,1970,0,0,8,0.41,0.0
09320,2014-2018,239,22,0,0,0.0,9.21
09320,2014-2018,47,0,0,0,0.0,0.0
09321,2014-2018,18025,79,43,3662,20.32,0.44
09321,2014-2018,23424,225,73,9146,39.05,0.96
09321,2014-2018,55269,195,135,8634,15.62,0.35
09321,2014-2018,873,7,0,0,0.0,0.8
09321,2014-2018,10167,19,202,0,0.0,0.19
09322,2014-2018,58,0,0,0,0.0,0.0
09322,2014-2018,14328,99,97,135,0.94,0.69
09322,2014-2018,1481,0,50,0,0.0,0.0
09322,2014-2018,10742,127,18,0,0.0,1.18
09322,2014-2018,453,2,12,0,0.0,0.44
09322,2014-2018,4816,2,42,0,0.0,0.04
09322,2014-2018,180,0,0,0,0.0,0.0
09323,2014-2018,66800,399,303,488,0.73,0.6
09323,2014-2018,7260,29,0,4,0.06,0.4
09323,2014-2018,4198,15,0,0,0.0,0.36
09323,2014-2018,1015,0,1,13,1.28,0.0
09323,2014-2018,1520,0,0,33,2.17,0.0
09324,2014-2018,6343,0,19,62,0.98,0.0
09324,2014-2018,16834,153,207,0,0.0,0.91
09324,2014-2018,3541,53,7,0,0.0,1.5
09324,2014-2018,1938,126,0,0,0.0,6.5
09324,2014-2018,395,0,0,0,0.0,0.0
09324,2014-2018,38606,379,47,1639,4.25,0.98
