ZCTA,YEAR,TotalPop,NonrelatedHousehold,NonrelatedGroupDwelling,GroupQuarters,GroupQuarterPercent,NonrelatedHousePercent
00764,2014-2018,8438,0,0,8,0.09,0.0
00764,2014-2018,16578,75,133,224,1.35,0.45
00764,2014-2018,5412,35,0,371,6.86,0.65
00764,2014-2018,5819,22,13,207,3.56,0.38
00764,2014-2018,8134,0,0,164,2.02,0.0
00765,2014-2018,20536,117,26,10,0.05,0.57
00765,2014-2018,26613,122,67,1626,6.11,0.46
00765,2014-2018,8804,46,9,283,3.21,0.52
00765,2014-2018,11248,41,10,10,0.09,0.36
00766,2014-2018,12934,82,31,7,0.05,0.63
00766,2014-2018,11530,22,52,12,0.1,0.19
00766,2014-2018,5613,0,17,231,4.12,0.0
00766,2014-2018,13918,121,0,20,0.14,0.87
00766,2014-2018,40543,389,197,854,2.11,0.96
00767,2014-2018,14687,9,0,133,0.91,0.06
00767,2014-2018,27044,91,117,120,0.44,0.34
00767,2014-2018,9229,8,23,0,0.0,0.09
00767,2014-2018,5816,34,0,107,1.84,0.58
00770,2014-2018,23861,105,57,173,0.73,0.44
00770,2014-2018,4088,0,28,142,3.47,0.0
00770,2014-2018,57,0,0,24,42.11,0.0
00770,2014-2018,5943,26,0,5,0.08,0.44
00771,2014-2018,1570,11,0,0,0.0,0.7
00771,2014-2018,38443,120,274,302,0.79,0.31
00771,2014-2018,8332,62,56,74,0.89,0.74
00771,2014-2018,1761,5,0,5,0.28,0.28
00771,2014-2018,7139,95,32,0,0.0,1.33
00771,2014-2018,21331,284,277,190,0.89,1.33
00772,2014-2018,4223,0,0,7,0.17,0.0
00772,2014-2018,3003,0,0,27,0.9,0.0
00772,2014-2018,10094,30,0,58,0.57,0.3
00772,2014-2018,695,3,0,5,0.72,0.43
00772,2014-2018,21105,82,13,180,0.85,0.39
00772,2014-2018,43870,40,95,325,0.74,0.09
00772,2014-2018,7479,35,16,67,0.9,0.47
00772,2014-2018,55039,210,151,1131,2.05,0.38
00773,2014-2018,16991,84,33,326,1.92,0.49
00773,2014-2018,38483,247,142,42,0.11,0.64
00773,2014-2018,4834,0,18,16,0.33,0.0
00773,2014-2018,16566,78,0,270,1.63,0.47
00773,2014-2018,12879,45,35,166,1.29,0.35
00773,2014-2018,18586,185,120,66,0.36,1.0
00773,2014-2018,3939,0,22,0,0.0,0.0
00773,2014-2018,6310,71,0,55,0.87,1.13
00773,2014-2018,5864,0,0,0,0.0,0.0
00774,2014-2018,30889,367,338,173,0.56,1.19
00774,2014-2018,18532,64,22,69,0.37,0.35
00774,2014-2018,31146,69,76,288,0.92,0.22
00774,2014-2018,27396,63,66,33,0.12,0.23
00775,2014-2018,3211,0,0,0,0.0,0.0
00775,2014-2018,19715,17,61,26,0.13,0.09
00775,2014-2018,37597,366,369,554,1.47,0.97
00775,2014-2018,5851,13,8,5,0.09,0.22
00775,2014-2018,3133,0,20,142,4.53,0.0
00775,2014-2018,5667,42,0,0,0.0,0.74
00775,2014-2018,4113,15,0,12,0.29,0.36
00776,2014-2018,8867,60,33,19,0.21,0.68
00776,2014-2018,8232,0,71,5,0.06,0.0
00776,2014-2018,7917,29,60,1192,15.06,0.37
00780,2014-2018,25026,554,299,263,1.05,2.21
00780,2014-2018,3560,11,259,0,0.0,0.31
00782,2014-2018,36,0,0,8,22.22,0.0
00782,2014-2018,9156,59,34,11,0.12,0.64
00782,2014-2018,723,0,0,0,0.0,0.0
00782,2014-2018,7834,23,50,177,2.26,0.29
00782,2014-2018,9489,19,32,273,2.88,0.2
00782,2014-2018,5771,27,25,78,1.35,0.47
00782,2014-2018,4078,3,24,33,0.81,0.07
00782,2014-2018,15369,80,98,17,0.11,0.52
00783,2014-2018,6888,13,20,0,0.0,0.19
00783,2014-2018,3633,28,0,38,1.05,0.77
00783,2014-2018,149,7,0,0,0.0,4.7
00783,2014-2018,17852,35,57,103,0.58,0.2
00783,2014-2018,11725,95,89,24,0.2,0.81
00783,2014-2018,3161,6,1,49,1.55,0.19
00784,2014-2018,29825,59,190,925,3.1,0.2
00784,2014-2018,93,0,0,0,0.0,0.0
00784,2014-2018,11451,24,131,40,0.35,0.21
00784,2014-2018,35,0,0,0,0.0,0.0
00784,2014-2018,1731,0,34,39,2.25,0.0
00784,2014-2018,5059,8,0,681,13.46,0.16
00784,2014-2018,8915,23,65,14,0.16,0.26
00785,2014-2018,5704,23,43,0,0.0,0.4
00785,2014-2018,65,0,0,0,0.0,0.0
00785,2014-2018,4084,20,0,12,0.29,0.49
00785,2014-2018,12926,33,7,35,0.27,0.26
00785,2014-2018,5028,0,0,5,0.1,0.0
00785,2014-2018,3237,27,25,5,0.15,0.83
00786,2014-2018,25425,306,11,936,3.68,1.2
00786,2014-2018,3830,0,16,219,5.72,0.0
00786,2014-2018,2024,0,15,2,0.1,0.0
00786,2014-2018,22831,21,45,19,0.08,0.09
00786,2014-2018,25820,21,94,128,0.5,0.08
00787,2014-2018,28,0,0,0,0.0,0.0
00787,2014-2018,20255,117,43,111,0.55,0.58
00787,2014-2018,8281,39,7,25,0.3,0.47
00787,2014-2018,10400,112,11,229,2.2,1.08
00787,2014-2018,803,0,0,0,0.0,0.0
00788,2014-2018,263,0,0,0,0.0,0.0
00788,2014-2018,6,0,0,0,0.0,0.0
00788,2014-2018,14468,146,98,60,0.41,1.01
00788,2014-2018,10052,167,0,18,0.18,1.66
00790,2014-2018,23335,185,45,217,0.93,0.79
00792,2014-2018,27017,45,36,693,2.57,0.17
00792,2014-2018,7651,10,56,25,0.33,0.13
00792,2014-2018,12404,28,0,357,2.88,0.23
00792,2014-2018,7591,72,0,9,0.12,0.95
00792,2014-2018,11,0,0,0,0.0,0.0
00792,2014-2018,3879,0,12,22,0.57,0.0
00792,2014-2018,18956,181,11,208,1.1,0.95
00793,2014-2018,8359,8,66,40,0.48,0.1
00793,2014-2018,3174,50,25,232,7.31,1.58
00793,2014-2018,9899,15,31,20,0.2,0.15
00793,2014-2018,3231,17,0,22,0.68,0.53
00793,2014-2018,1603,19,0,0,0.0,1.19
00793,2014-2018,420,0,0,0,0.0,0.0
00793,2014-2018,11116,39,34,5,0.04,0.35
00793,2014-2018,212,0,0,212,100.0,0.0
00794,2014-2018,17156,107,85,2522,14.7,0.62
00794,2014-2018,8999,53,13,291,3.23,0.59
00794,2014-2018,3175,0,0,5,0.16,0.0
00795,2014-2018,19148,48,53,941,4.91,0.25
00796,2014-2018,44907,240,255,1951,4.34,0.53
00796,2014-2018,0,0,0,0,,
00797,2014-2018,178,0,0,0,0.0,0.0
00797,2014-2018,12407,51,0,194,1.56,0.41
00797,2014-2018,653,0,22,0,0.0,0.0
00797,2014-2018,634,0,0,120,18.93,0.0
00797,2014-2018,440,0,0,96,21.82,0.0
00798,2014-2018,2253,0,0,18,0.8,0.0
00798,2014-2018,8989,22,21,62,0.69,0.24
00800,2014-2018,977,0,0,114,11.67,0.0
00800,2014-2018,22651,68,52,405,1.79,0.3
00800,2014-2018,29849,124,0,309,1.04,0.42
00800,2014-2018,12248,46,26,268,2.19,0.38
00800,2014-2018,24013,79,87,116,0.48,0.33
00800,2014-2018,344,0,0,10,2.91,0.0
00800,2014-2018,5020,74,0,5,0.1,1.47
00800,2014-2018,6921,14,18,5,0.07,0.2
00800,2014-2018,13097,135,195,122,0.93,1.03
00801,2014-2018,11115,32,109,7,0.06,0.29
00801,2014-2018,20,0,0,0,0.0,0.0
00801,2014-2018,38407,146,110,394,1.03,0.38
00801,2014-2018,548,0,0,0,0.0,0.0
00801,2014-2018,19585,290,36,29,0.15,1.48
00801,2014-2018,33406,168,97,664,1.99,0.5
00801,2014-2018,1115,0,0,32,2.87,0.0
00802,2014-2018,2742,0,0,130,4.74,0.0
00802,2014-2018,44245,327,170,67,0.15,0.74
00802,2014-2018,8905,45,23,0,0.0,0.51
00802,2014-2018,312,0,0,0,0.0,0.0
00802,2014-2018,2217,9,11,5,0.23,0.41
00802,2014-2018,4839,34,22,15,0.31,0.7
00802,2014-2018,20919,47,267,2517,12.03,0.22
00802,2014-2018,4435,28,0,0,0.0,0.63
00803,2014-2018,13269,245,33,6,0.05,1.85
00803,2014-2018,11415,55,85,15,0.13,0.48
00803,2014-2018,16010,17,80,10,0.06,0.11
00803,2014-2018,18444,81,108,338,1.83,0.44
00803,2014-2018,7680,49,4,19,0.25,0.64
00803,2014-2018,5915,0,20,24,0.41,0.0
00803,2014-2018,23800,154,138,1301,5.47,0.65
00803,2014-2018,83,0,0,0,0.0,0.0
00803,2014-2018,131,0,0,0,0.0,0.0
00804,2014-2018,978,4,0,0,0.0,0.41
00804,2014-2018,213,0,0,0,0.0,0.0
00804,2014-2018,29223,42,239,1034,3.54,0.14
00804,2014-2018,2806,0,20,5,0.18,0.0
00804,2014-2018,31525,146,120,50,0.16,0.46
00804,2014-2018,12227,48,26,52,0.43,0.39
00804,2014-2018,5491,37,49,13,0.24,0.67
00805,2014-2018,24930,339,107,233,0.93,1.36
00805,2014-2018,10409,53,59,0,0.0,0.51
00805,2014-2018,18729,128,130,294,1.57,0.68
00805,2014-2018,45193,111,206,404,0.89,0.25
00805,2014-2018,41518,145,260,202,0.49,0.35
00805,2014-2018,27355,91,86,233,0.85,0.33
00805,2014-2018,4755,0,0,14,0.29,0.0
00805,2014-2018,20705,94,25,360,1.74,0.45
00805,2014-2018,5612,25,17,12,0.21,0.45
00806,2014-2018,24364,120,190,867,3.56,0.49
00806,2014-2018,2943,0,0,0,0.0,0.0
00806,2014-2018,16312,52,7,45,0.28,0.32
00806,2014-2018,3072,43,9,23,0.75,1.4
00806,2014-2018,192,0,0,156,81.25,0.0
00806,2014-2018,7223,49,46,0,0.0,0.68
00806,2014-2018,8563,0,49,11,0.13,0.0
00806,2014-2018,1591,35,6,39,2.45,2.2
00806,2014-2018,7181,64,8,150,2.09,0.89
00806,2014-2018,12558,43,229,386,3.07,0.34
00807,2014-2018,12392,68,79,0,0.0,0.55
00807,2014-2018,9433,37,14,113,1.2,0.39
00807,2014-2018,333,0,0,0,0.0,0.0
00807,2014-2018,203,49,0,0,0.0,24.14
00807,2014-2018,15,0,0,15,100.0,0.0
00807,2014-2018,28731,286,175,39,0.14,1.0
00807,2014-2018,19197,114,45,236,1.23,0.59
00807,2014-2018,8317,52,146,18,0.22,0.63
00807,2014-2018,10103,115,46,149,1.47,1.14
00808,2014-2018,36988,224,180,306,0.83,0.61
00808,2014-2018,49836,391,133,111,0.22,0.78
00808,2014-2018,9728,54,265,5,0.05,0.56
00808,2014-2018,6950,10,40,105,1.51,0.14
00808,2014-2018,20731,86,79,202,0.97,0.41
00808,2014-2018,8006,0,20,0,0.0,0.0
00808,2014-2018,24953,151,143,270,1.08,0.61
00808,2014-2018,23864,186,118,317,1.33,0.78
00808,2014-2018,4195,31,38,78,1.86,0.74
00809,2014-2018,8020,45,7,39,0.49,0.56
00809,2014-2018,5487,0,0,16,0.29,0.0
00809,2014-2018,3476,22,0,0,0.0,0.63
00809,2014-2018,9045,24,77,28,0.31,0.27
00809,2014-2018,40337,274,100,227,0.56,0.68
00809,2014-2018,36,0,0,0,0.0,0.0
00809,2014-2018,35686,178,117,529,1.48,0.5
00809,2014-2018,3213,17,19,8,0.25,0.53
00809,2014-2018,9145,92,54,551,6.03,1.01
00810,2014-2018,7790,0,59,681,8.74,0.0
00810,2014-2018,14224,67,23,1588,11.16,0.47
00810,2014-2018,22441,293,80,251,1.12,1.31
00810,2014-2018,28534,250,70,26,0.09,0.88
00810,2014-2018,9593,128,0,21,0.22,1.33
00810,2014-2018,12935,193,81,8,0.06,1.49
00810,2014-2018,18252,108,190,68,0.37,0.59
00810,2014-2018,22385,60,68,213,0.95,0.27
00811,2014-2018,18598,153,47,27,0.15,0.82
00820,2014-2018,9908,21,50,154,1.55,0.21
00820,2014-2018,1495,4,0,5,0.33,0.27
00820,2014-2018,8966,17,109,5,0.06,0.19
00820,2014-2018,18608,82,189,877,4.71,0.44
00820,2014-2018,27630,47,257,490,1.77,0.17
00821,2014-2018,16413,136,153,717,4.37,0.83
00821,2014-2018,188,0,0,39,20.74,0.0
00821,2014-2018,13528,218,114,127,0.94,1.61
00821,2014-2018,25,0,0,25,100.0,0.0
00822,2014-2018,6826,3,15,162,2.37,0.04
00822,2014-2018,4185,0,6,5,0.12,0.0
00822,2014-2018,538,0,0,0,0.0,0.0
00822,2014-2018,8344,92,68,165,1.98,1.1
00822,2014-2018,11202,63,32,182,1.62,0.56
00823,2014-2018,5342,29,0,126,2.36,0.54
00823,2014-2018,19403,329,110,304,1.57,1.7
00823,2014-2018,42081,339,156,25,0.06,0.81
00824,2014-2018,2293,0,0,2293,100.0,0.0
00824,2014-2018,1153,0,9,9,0.78,0.0
00824,2014-2018,3241,0,0,42,1.3,0.0
00824,2014-2018,1955,0,0,5,0.26,0.0
00824,2014-2018,10521,0,70,15,0.14,0.0
00824,2014-2018,87,0,0,0,0.0,0.0
00824,2014-2018,984,6,0,5,0.51,0.61
00824,2014-2018,242,0,0,0,0.0,0.0
00825,2014-2018,9378,20,22,0,0.0,0.21
00826,2014-2018,12737,54,117,51,0.4,0.42
00827,2014-2018,8296,61,26,507,6.11,0.74
00830,2014-2018,45352,523,188,4116,9.08,1.15
00831,2014-2018,1270,0,22,0,0.0,0.0
00831,2014-2018,2252,27,0,111,4.93,1.2
00831,2014-2018,8261,0,64,0,0.0,0.0
00831,2014-2018,3020,0,0,2456,81.32,0.0
00831,2014-2018,384,11,0,0,0.0,2.86
00831,2014-2018,1579,20,0,9,0.57,1.27
00831,2014-2018,12219,103,86,187,1.53,0.84
00831,2014-2018,1159,14,0,4,0.35,1.21
00832,2014-2018,1091,0,0,1091,100.0,0.0
00832,2014-2018,147,0,0,0,0.0,0.0
00832,2014-2018,10859,61,43,8,0.07,0.56
00832,2014-2018,613,2,13,0,0.0,0.33
00832,2014-2018,282,8,0,0,0.0,2.84
00832,2014-2018,1498,42,35,4,0.27,2.8
00832,2014-2018,3087,0,8,2767,89.63,0.0
00832,2014-2018,1239,0,0,0,0.0,0.0
00832,2014-2018,248,0,0,0,0.0,0.0
00833,2014-2018,27809,96,135,670,2.41,0.35
00833,2014-2018,36119,158,283,261,0.72,0.44
00834,2014-2018,1251,0,0,7,0.56,0.0
00834,2014-2018,2305,2,0,20,0.87,0.09
00834,2014-2018,5288,40,18,42,0.79,0.76
00834,2014-2018,4818,7,11,108,2.24,0.15
00834,2014-2018,566,3,0,0,0.0,0.53
00834,2014-2018,695,0,0,0,0.0,0.0
00834,2014-2018,188,0,0,0,0.0,0.0
00834,2014-2018,1658,8,28,24,1.45,0.48
00835,2014-2018,629,0,0,7,1.11,0.0
00835,2014-2018,615,0,6,0,0.0,0.0
00835,2014-2018,374,0,0,0,0.0,0.0
00836,2014-2018,42197,349,567,658,1.56,0.83
00836,2014-2018,18730,44,77,1540,8.22,0.23
00840,2014-2018,38372,388,501,754,1.96,1.01
00840,2014-2018,6076,9,82,5,0.08,0.15
00840,2014-2018,967,0,0,0,0.0,0.0
00840,2014-2018,10232,206,28,12,0.12,2.01
00850,2014-2018,6220,0,32,0,0.0,0.0
00850,2014-2018,11203,0,19,84,0.75,0.0
00850,2014-2018,18078,151,0,412,2.28,0.84
00851,2014-2018,5753,20,0,21,0.37,0.35
00851,2014-2018,867,0,2,0,0.0,0.0
00851,2014-2018,11080,25,23,83,0.75,0.23
00851,2014-2018,5046,72,0,0,0.0,1.43
00851,2014-2018,6396,47,10,750,11.73,0.73
00851,2014-2018,5414,12,99,0,0.0,0.22
00852,2014-2018,27093,285,20,194,0.72,1.05
00852,2014-2018,4788,60,14,27,0.56,1.25
00852,2014-2018,56261,350,139,252,0.45,0.62
00852,2014-2018,86,0,0,0,0.0,0.0
00853,2014-2018,7458,29,32,616,8.26,0.39
00853,2014-2018,6604,21,99,10,0.15,0.32
00853,2014-2018,13167,20,49,86,0.65,0.15
00853,2014-2018,4711,32,13,0,0.0,0.68
00853,2014-2018,19793,84,79,0,0.0,0.42
00854,2014-2018,48968,143,145,3843,7.85,0.29
00854,2014-2018,5927,77,0,1757,29.64,1.3
00855,2014-2018,19246,34,0,202,1.05,0.18
00855,2014-2018,5157,57,0,0,0.0,1.11
00855,2014-2018,598,3,0,15,2.51,0.5
00855,2014-2018,3947,11,0,0,0.0,0.28
00855,2014-2018,802,3,0,0,0.0,0.37
00855,2014-2018,7598,102,17,81,1.07,1.34
00855,2014-2018,5110,34,2,8,0.16,0.67
00856,2014-2018,3623,0,19,0,0.0,0.0
00856,2014-2018,320,9,0,0,0.0,2.81
00856,2014-2018,4460,2,10,0,0.0,0.04
00860,2014-2018,893,18,0,92,10.3,2.02
00860,2014-2018,12759,157,99,442,3.46,1.23
00861,2014-2018,30493,190,109,33,0.11,0.62
00861,2014-2018,26608,263,37,852,3.2,0.99
00861,2014-2018,39731,158,403,4857,12.22,0.4
00861,2014-2018,21013,67,217,388,1.85,0.32
00862,2014-2018,12052,40,43,1064,8.83,0.33
00862,2014-2018,9315,68,25,523,5.61,0.73
00862,2014-2018,14108,36,62,4,0.03,0.26
00863,2014-2018,22294,74,170,914,4.1,0.33
00864,2014-2018,7753,0,0,5066,65.34,0.0
00864,2014-2018,4478,3,5,470,10.5,0.07
00864,2014-2018,31725,72,162,2226,7.02,0.23
00869,2014-2018,18676,78,90,106,0.57,0.42
00869,2014-2018,16033,39,18,30,0.19,0.24
00870,2014-2018,100763,1311,264,1993,1.98,1.3
00872,2014-2018,770,0,0,105,13.64,0.0
00872,2014-2018,20873,258,191,434,2.08,1.24
00872,2014-2018,11210,104,75,19,0.17,0.93
00872,2014-2018,32944,205,213,202,0.61,0.62
00872,2014-2018,40924,274,223,382,0.93,0.67
00873,2014-2018,4709,13,0,0,0.0,0.28
00873,2014-2018,19956,150,283,34,0.17,0.75
00873,2014-2018,1357,0,15,0,0.0,0.0
00873,2014-2018,2713,52,82,30,1.11,1.92
00873,2014-2018,8624,62,44,16,0.19,0.72
00873,2014-2018,3874,0,15,0,0.0,0.0
00873,2014-2018,12991,43,11,70,0.54,0.33
00873,2014-2018,1164,0,0,28,2.41,0.0
00874,2014-2018,1733,12,5,0,0.0,0.69
00874,2014-2018,2640,16,16,27,1.02,0.61
00874,2014-2018,24292,77,297,195,0.8,0.32
00875,2014-2018,3117,7,33,5,0.16,0.22
00875,2014-2018,4379,60,52,5,0.11,1.37
00875,2014-2018,2204,5,8,0,0.0,0.23
00875,2014-2018,63026,362,322,715,1.13,0.57
00875,2014-2018,25835,136,36,879,3.4,0.53
00875,2014-2018,33999,134,327,252,0.74,0.39
00875,2014-2018,7674,31,39,5,0.07,0.4
00875,2014-2018,32803,94,63,514,1.57,0.29
00880,2014-2018,8990,9,0,2487,27.66,0.1
00880,2014-2018,4035,15,9,0,0.0,0.37
00880,2014-2018,2540,25,2,8,0.31,0.98
00880,2014-2018,11974,291,27,124,1.04,2.43
00880,2014-2018,38748,170,65,630,1.63,0.44
00880,2014-2018,142,0,0,0,0.0,0.0
00880,2014-2018,6013,6,14,934,15.53,0.1
00881,2014-2018,9049,0,0,0,0.0,0.0
00881,2014-2018,14422,24,0,313,2.17,0.17
00881,2014-2018,46660,205,143,234,0.5,0.44
00881,2014-2018,44823,253,93,569,1.27,0.56
00882,2014-2018,38796,50,87,323,0.83,0.13
00882,2014-2018,377,0,0,0,0.0,0.0
00882,2014-2018,31119,244,38,451,1.45,0.78
00882,2014-2018,9301,31,45,86,0.92,0.33
00882,2014-2018,12301,0,0,5,0.04,0.0
00882,2014-2018,4327,7,0,67,1.55,0.16
00882,2014-2018,5361,7,6,129,2.41,0.13
00882,2014-2018,4085,30,20,3,0.07,0.73
00882,2014-2018,2283,6,15,0,0.0,0.26
00882,2014-2018,3558,0,9,0,0.0,0.0
00883,2014-2018,17940,115,0,6,0.03,0.64
00883,2014-2018,50174,118,40,481,0.96,0.24
00883,2014-2018,2706,0,19,0,0.0,0.0
00883,2014-2018,8412,8,36,97,1.15,0.1
00883,2014-2018,10283,41,116,5,0.05,0.4
00883,2014-2018,3766,0,19,11,0.29,0.0
00883,2014-2018,17208,15,10,613,3.56,0.09
00884,2014-2018,16392,58,17,5,0.03,0.35
00884,2014-2018,39520,154,129,238,0.6,0.39
00884,2014-2018,13659,116,0,21,0.15,0.85
00884,2014-2018,8355,55,16,8,0.1,0.66
00885,2014-2018,8488,57,0,6,0.07,0.67
00885,2014-2018,18052,65,37,67,0.37,0.36
00885,2014-2018,5243,0,0,0,0.0,0.0
00885,2014-2018,56931,81,151,10921,19.18,0.14
00885,2014-2018,40335,72,117,258,0.64,0.18
00885,2014-2018,147,0,0,0,0.0,0.0
00885,2014-2018,22312,147,50,15,0.07,0.66
00886,2014-2018,53879,367,242,633,1.17,0.68
00886,2014-2018,12570,102,25,0,0.0,0.81
00886,2014-2018,28846,156,137,382,1.32,0.54
00886,2014-2018,5097,5,37,39,0.77,0.1
00886,2014-2018,7797,83,15,11,0.14,1.06
00887,2014-2018,20324,26,44,4,0.02,0.13
00887,2014-2018,53686,424,102,730,1.36,0.79
00887,2014-2018,22059,77,70,440,1.99,0.35
00887,2014-2018,22733,261,117,96,0.42,1.15
00888,2014-2018,4550,74,28,33,0.73,1.63
00888,2014-2018,16024,27,47,16,0.1,0.17
00888,2014-2018,8293,9,61,13,0.16,0.11
00888,2014-2018,7285,33,0,30,0.41,0.45
00888,2014-2018,1004,0,0,9,0.9,0.0
00888,2014-2018,9562,0,19,15,0.16,0.0
00889,2014-2018,15,0,0,0,0.0,0.0
00890,2014-2018,57659,617,480,10373,17.99,1.07
00890,2014-2018,41135,108,286,841,2.04,0.26
00890,2014-2018,13992,54,105,15,0.11,0.39
01000,2014-2018,22924,0,132,1074,4.69,0.0
01000,2014-2018,74993,94,248,1787,2.38,0.13
01000,2014-2018,54682,5,466,10198,18.65,0.01
01000,2014-2018,3028,0,11,4,0.13,0.0
01000,2014-2018,8831,0,61,17,0.19,0.0
01000,2014-2018,3454,0,42,0,0.0,0.0
01000,2014-2018,7023,0,46,867,12.35,0.0
01000,2014-2018,57925,102,391,594,1.03,0.18
01001,2014-2018,33730,0,262,3362,9.97,0.0
01001,2014-2018,50472,121,497,1484,2.94,0.24
01001,2014-2018,23411,24,365,1405,6.0,0.1
01001,2014-2018,28709,44,60,1927,6.71,0.15
01001,2014-2018,30738,138,271,410,1.33,0.45
01001,2014-2018,51057,49,159,1658,3.25,0.1
01001,2014-2018,15801,0,87,210,1.33,0.0
01001,2014-2018,9687,0,216,85,0.88,0.0
01001,2014-2018,43703,81,406,491,1.12,0.19
01002,2014-2018,0,0,0,0,,
01002,2014-2018,46215,198,0,587,1.27,0.43
01002,2014-2018,31125,23,207,648,2.08,0.07
01002,2014-2018,62435,95,295,1648,2.64,0.15
01002,2014-2018,59001,272,194,925,1.57,0.46
01002,2014-2018,92805,588,420,5211,5.61,0.63
01002,2014-2018,39363,73,183,1084,2.75,0.19
01002,2014-2018,64548,306,368,7371,11.42,0.47
01002,2014-2018,47793,81,211,103,0.22,0.17
01002,2014-2018,79597,160,145,3451,4.34,0.2
01003,2014-2018,29882,338,158,619,2.07,1.13
01003,2014-2018,60254,254,858,537,0.89,0.42
01003,2014-2018,64264,984,799,1117,1.74,1.53
01003,2014-2018,59607,810,409,875,1.47,1.36
01003,2014-2018,42910,461,262,36,0.08,1.07
01003,2014-2018,35743,49,182,3009,8.42,0.14
01003,2014-2018,27428,26,270,597,2.18,0.09
01003,2014-2018,21139,132,58,360,1.7,0.62
01003,2014-2018,22800,21,224,1281,5.62,0.09
01003,2014-2018,27726,75,100,326,1.18,0.27
01004,2014-2018,44571,87,194,1566,3.51,0.2
01004,2014-2018,11682,0,43,1583,13.55,0.0
01006,2014-2018,28109,159,217,301,1.07,0.57
01006,2014-2018,5085,31,145,0,0.0,0.61
01007,2014-2018,21556,56,23,547,2.54,0.26
01010,2014-2018,0,0,0,0,,
01011,2014-2018,0,0,0,0,,
01011,2014-2018,0,0,0,0,,
01011,2014-2018,0,0,0,0,,
01011,2014-2018,0,0,0,0,,
01011,2014-2018,0,0,0,0,,
01012,2014-2018,59256,136,423,328,0.55,0.23
01015,2014-2018,0,0,0,0,,
01015,2014-2018,0,0,0,0,,
01015,2014-2018,0,0,0,0,,
01016,2014-2018,1584,0,0,0,0.0,0.0
01016,2014-2018,0,0,0,0,,
01016,2014-2018,0,0,0,0,,
01016,2014-2018,0,0,0,0,,
01016,2014-2018,0,0,0,0,,
01017,2014-2018,0,0,0,0,,
01017,2014-2018,0,0,0,0,,
01017,2014-2018,0,0,0,0,,
01017,2014-2018,0,0,0,0,,
01017,2014-2018,0,0,0,0,,
01017,2014-2018,0,0,0,0,,
01019,2014-2018,148,0,0,0,0.0,0.0
01027,2014-2018,0,0,0,0,,
01027,2014-2018,0,0,0,0,,
01027,2014-2018,43,0,25,0,0.0,0.0
01028,2014-2018,9384,42,76,0,0.0,0.45
01028,2014-2018,5593,71,0,0,0.0,1.27
01030,2014-2018,38733,176,144,2200,5.68,0.45
01030,2014-2018,18204,79,126,129,0.71,0.43
01030,2014-2018,25947,218,113,145,0.56,0.84
01030,2014-2018,41064,713,139,1067,2.6,1.74
01030,2014-2018,42298,420,63,878,2.08,0.99
01030,2014-2018,53142,338,201,547,1.03,0.64
01030,2014-2018,15232,5,112,52,0.34,0.03
01030,2014-2018,30186,217,52,39,0.13,0.72
01030,2014-2018,33531,118,0,194,0.58,0.35
01031,2014-2018,23262,186,56,178,0.77,0.8
01031,2014-2018,0,0,0,0,,
01031,2014-2018,61741,386,110,83,0.13,0.63
01031,2014-2018,90761,655,270,1298,1.43,0.72
01045,2014-2018,47798,110,213,203,0.42,0.23
01045,2014-2018,76078,270,236,782,1.03,0.35
01045,2014-2018,79606,422,390,1603,2.01,0.53
01045,2014-2018,38203,173,171,976,2.55,0.45
01045,2014-2018,42283,189,235,1232,2.91,0.45
01045,2014-2018,94218,906,271,2501,2.65,0.96
01045,2014-2018,74554,299,407,3185,4.27,0.4
01045,2014-2018,83960,428,247,3303,3.93,0.51
01045,2014-2018,48351,288,164,770,1.59,0.6
01046,2014-2018,59505,599,631,1181,1.98,1.01
01046,2014-2018,50348,338,156,1080,2.15,0.67
01046,2014-2018,76756,685,527,348,0.45,0.89
01046,2014-2018,71360,633,529,2483,3.48,0.89
01046,2014-2018,4434,21,39,18,0.41,0.47
01046,2014-2018,44205,503,338,1897,4.29,1.14
01046,2014-2018,72479,1319,837,741,1.02,1.82
01046,2014-2018,103732,933,361,1662,1.6,0.9
01046,2014-2018,78647,466,358,1369,1.74,0.59
01046,2014-2018,73870,761,437,2547,3.45,1.03
01047,2014-2018,15432,262,76,106,0.69,1.7
01047,2014-2018,21896,155,98,3137,14.33,0.71
01047,2014-2018,68796,969,429,776,1.13,1.41
01047,2014-2018,59609,641,206,302,0.51,1.08
01047,2014-2018,12127,266,123,1041,8.58,2.19
01047,2014-2018,43208,213,0,1486,3.44,0.49
01050,2014-2018,1394,8,0,0,0.0,0.57
01050,2014-2018,5567,0,0,9,0.16,0.0
01050,2014-2018,173,0,0,0,0.0,0.0
01050,2014-2018,8254,59,29,7,0.08,0.71
01050,2014-2018,925,0,0,8,0.86,0.0
01050,2014-2018,5693,62,29,33,0.58,1.09
01050,2014-2018,7068,10,0,1334,18.87,0.14
01050,2014-2018,19461,85,52,352,1.81,0.44
01051,2014-2018,10381,19,9,504,4.86,0.18
01051,2014-2018,2158,6,10,14,0.65,0.28
01051,2014-2018,24716,178,73,354,1.43,0.72
01051,2014-2018,12389,62,0,0,0.0,0.5
01051,2014-2018,5542,0,21,36,0.65,0.0
01051,2014-2018,420,9,0,0,0.0,2.14
01051,2014-2018,1231,0,19,0,0.0,0.0
01051,2014-2018,220,0,0,3,1.36,0.0
