"COUNTYFP","cntT","cntTimeDrive","avTimeDrive","pctTimeDrive"
"01001",12,10,16.0616666666667,0.83
"01003",32,19,25.895625,0.59
"01005",9,6,21.45,0.67
"01007",4,0,40.3875,0
"01009",9,5,26.1633333333333,0.56
"01011",3,3,15.9933333333333,1
"01013",9,8,11.5633333333333,0.89
"01015",31,29,12.4916129032258,0.94
"01017",9,1,36.4355555555556,0.11
"01019",6,6,14.1033333333333,1
"01021",9,9,15.5333333333333,1
"01023",4,3,23.11,0.75
"01025",9,4,36.3422222222222,0.44
"01027",4,3,21.4525,0.75
"01029",4,3,18.1125,0.75
"01031",14,11,18.9292857142857,0.79
"01033",14,14,10.48,1
"01035",5,1,43.924,0.2
"01037",3,1,30.8933333333333,0.33
"01039",14,13,12.1171428571429,0.93
"01041",6,3,23.0916666666667,0.5
"01043",18,16,20.1505555555556,0.89
"01045",14,14,15.6535714285714,1
"01047",15,14,14.3973333333333,0.93
"01049",14,10,19.7035714285714,0.71
"01051",15,12,19.684,0.8
"01053",9,2,33.1155555555556,0.22
"01055",30,30,9.39333333333333,1
"01057",5,1,35.034,0.2
"01059",9,6,32.2066666666667,0.67
"01061",6,6,16.0833333333333,1
"01063",3,3,18.6833333333333,1
"01065",6,6,18.6366666666667,1
"01067",6,6,15.6316666666667,1
"01069",22,21,9.47454545454545,0.95
"01071",11,8,22.9036363636364,0.73
"01073",163,156,11.881963190184,0.96
"01075",3,0,43.2633333333333,0
"01077",22,18,16.7318181818182,0.82
"01079",9,9,15.2122222222222,1
"01081",27,25,15.7918518518519,0.93
"01083",16,15,15.3775,0.94
"01085",4,2,24.925,0.5
"01087",12,12,12.26,1
"01089",73,71,11.2576712328767,0.97
"01091",6,3,25.2183333333333,0.5
"01093",8,4,27.06,0.5
"01095",18,16,17.5283333333333,0.89
"01097",115,102,20.5022608695652,0.89
"01099",7,0,54.2785714285714,0
"01101",65,63,11.5452307692308,0.97
"01103",27,23,15.2181481481481,0.85
"01105",3,1,24.1333333333333,0.33
"01107",5,1,37.958,0.2
"01109",8,8,14.77875,1
"01111",6,0,42.3933333333333,0
"01113",13,11,15.4830769230769,0.85
"01115",13,9,24.9169230769231,0.69
"01117",48,44,19.145,0.92
"01119",4,1,27.265,0.25
"01121",22,16,20.9277272727273,0.73
"01123",10,2,37.884,0.2
"01125",47,46,10.4172340425532,0.98
"01127",18,15,19.2227777777778,0.83
"01129",5,2,29.97,0.4
"01131",4,3,22.13,0.75
"01133",7,2,28.6,0.29
"02013",1,1,0,1
"02016",2,2,0,1
"02020",55,54,5.52181818181818,0.98
"02050",3,3,0,1
"02060",1,1,28.5,1
"02068",1,0,130.88,0
"02070",2,2,0,1
"02090",19,17,11.2547368421053,0.89
"02100",1,1,0,1
"02105",2,1,150.465,0.5
"02110",6,6,4.72333333333333,1
"02122",13,10,21.3730769230769,0.77
"02130",4,4,0,1
"02150",5,4,40.554,0.8
"02158",1,NA,NA,NA
"02164",1,1,0,1
"02170",24,19,21.9995833333333,0.79
"02180",2,2,14.46,1
"02185",3,NA,NA,NA
"02188",2,1,1045.095,0.5
"02195",1,1,0,1
"02198",4,3,27.23,0.75
"02220",2,2,9.54,1
"02230",1,0,69.83,0
"02240",2,1,58.985,0.5
"02261",3,3,0,1
"02270",1,1,0,1
"02275",1,1,0,1
"02282",1,1,0,1
"02290",4,NA,NA,NA
"04001",16,2,62.506875,0.12
"04003",32,28,10.95125,0.88
"04005",28,19,27.9510714285714,0.68
"04007",16,11,28.455625,0.69
"04009",9,7,18.88,0.78
"04011",3,2,19.2066666666667,0.67
"04012",9,4,47.5244444444444,0.44
"04013",916,908,6.00082969432314,0.99
"04015",43,38,13.1176744186047,0.88
"04017",31,13,49.5174193548387,0.42
"04019",248,NA,NA,NA
"04021",75,70,11.3772,0.93
"04023",10,9,13.87,0.9
"04025",42,37,11.6942857142857,0.88
"04027",55,49,18.43,0.89
"05001",8,4,22.46875,0.5
"05003",7,5,12.9714285714286,0.71
"05005",9,9,12.51,1
"05007",49,45,14.0983673469388,0.92
"05009",7,7,13.8385714285714,1
"05011",5,5,10.14,1
"05013",2,0,35.22,0
"05015",5,5,18.416,1
"05017",4,4,13.11,1
"05019",5,3,18.202,0.6
"05021",6,4,21.185,0.67
"05023",7,4,31.2514285714286,0.57
"05025",2,0,41.53,0
"05027",5,5,13.972,1
"05029",6,6,14.4766666666667,1
"05031",17,16,9.57294117647059,0.94
"05033",11,11,12.9,1
"05035",20,19,7.9185,0.95
"05037",6,5,13.2266666666667,0.83
"05039",3,1,29.8966666666667,0.33
"05041",5,4,19.598,0.8
"05043",5,5,9.552,1
"05045",25,23,14.2988,0.92
"05047",3,2,23.3133333333333,0.67
"05049",2,1,18.445,0.5
"05051",20,18,11.094,0.9
"05053",4,4,9.39,1
"05055",9,9,10.64,1
"05057",5,4,14.302,0.8
"05059",7,6,14.2071428571429,0.86
"05061",3,2,14.35,0.67
"05063",8,8,9.90125,1
"05065",4,0,44.3675,0
"05067",5,4,15.902,0.8
"05069",24,22,10.7204166666667,0.92
"05071",6,6,11.6966666666667,1
"05073",2,1,19.435,0.5
"05075",6,4,15.3616666666667,0.67
"05077",4,4,16.36,1
"05079",4,4,12.765,1
"05081",4,2,40.3575,0.5
"05083",6,5,9.33333333333333,0.83
"05085",16,14,15.26625,0.88
"05087",4,3,22.1075,0.75
"05089",4,1,46.7175,0.25
"05091",12,11,11.4058333333333,0.92
"05093",12,11,10.9416666666667,0.92
"05095",3,2,19.3666666666667,0.67
"05097",3,2,19.87,0.67
"05099",3,1,30.4566666666667,0.33
"05101",2,1,49.915,0.5
"05103",6,6,11.68,1
"05105",3,1,38.82,0.33
"05107",6,5,15.68,0.83
"05109",3,1,30.0133333333333,0.33
"05111",7,5,20.7628571428571,0.71
"05113",6,5,18.9183333333333,0.83
"05115",11,10,12.1163636363636,0.91
"05117",3,1,34.71,0.33
"05119",95,94,7.24284210526316,0.99
"05121",4,4,11.905,1
"05123",6,5,12.5583333333333,0.83
"05125",21,19,14.1304761904762,0.9
"05127",3,3,9.59,1
"05129",3,1,44.03,0.33
"05131",26,24,9.78076923076923,0.92
"05133",4,3,15.56,0.75
"05135",4,2,25.4675,0.5
"05137",3,2,18.46,0.67
"05139",10,10,12.459,1
"05141",5,2,22.552,0.4
"05143",32,29,11.5971875,0.91
"05145",13,13,15.0807692307692,1
"05147",2,0,44.045,0
"05149",6,6,12.7033333333333,1
"06001",361,361,5.51271468144044,1
"06003",1,1,0,1
"06005",9,4,36.5655555555556,0.44
"06007",51,43,16.3394117647059,0.84
"06009",10,2,43.155,0.2
"06011",5,4,20.248,0.8
"06013",208,208,8.04697115384615,1
"06015",8,6,12.51375,0.75
"06017",43,36,18.7541860465116,0.84
"06019",199,187,9.45035175879397,0.94
"06021",6,2,37.6316666666667,0.33
"06023",31,26,18.7035483870968,0.84
"06025",31,26,20.8032258064516,0.84
"06027",6,4,26.31,0.67
"06029",151,128,14.0677483443709,0.85
"06031",27,11,31.952962962963,0.41
"06033",15,6,30.9106666666667,0.4
"06035",9,6,32.7488888888889,0.67
"06037",2347,NA,NA,NA
"06039",23,19,14.3904347826087,0.83
"06041",56,53,12.0741071428571,0.95
"06043",6,2,37.62,0.33
"06045",21,16,23.4395238095238,0.76
"06047",49,48,9.84612244897959,0.98
"06049",4,NA,NA,NA
"06051",3,1,40.3133333333333,0.33
"06053",94,90,9.78095744680851,0.96
"06055",40,39,8.62825,0.98
"06057",20,20,12.6485,1
"06059",583,583,5.51222984562607,1
"06061",85,80,13.4358823529412,0.94
"06063",7,2,42.1928571428571,0.29
"06065",453,440,10.9404415011038,0.97
"06067",317,314,8.07722397476341,0.99
"06069",11,11,7.45818181818182,1
"06071",369,335,12.0530623306233,0.91
"06073",628,619,7.8281847133758,0.99
"06075",197,196,3.41827411167513,0.99
"06077",139,131,14.386690647482,0.94
"06079",54,48,13.8233333333333,0.89
"06081",158,157,5.81462025316456,0.99
"06083",90,85,9.86411111111111,0.94
"06085",372,371,6.64352150537634,1
"06087",53,52,9.20188679245283,0.98
"06089",48,41,17.1047916666667,0.85
"06091",1,1,0,1
"06093",14,6,36.9235714285714,0.43
"06095",96,95,7.70822916666667,0.99
"06097",100,95,11.0526,0.95
"06099",94,90,10.1948936170213,0.96
"06101",21,20,7.59666666666667,0.95
"06103",11,9,20.7318181818182,0.82
"06105",5,3,41.848,0.6
"06107",78,75,11.8876923076923,0.96
"06109",11,9,22.0227272727273,0.82
"06111",174,172,8.13442528735632,0.99
"06113",41,41,6.4390243902439,1
"06115",14,11,15.2764285714286,0.79
"08001",97,95,7.44618556701031,0.98
"08003",4,4,9.4,1
"08005",147,146,6.4652380952381,0.99
"08007",4,3,22.3775,0.75
"08009",2,2,12.5,1
"08011",1,1,0,1
"08013",68,67,10.8126470588235,0.99
"08014",18,18,7.16722222222222,1
"08015",5,5,6.424,1
"08017",1,1,0,1
"08019",3,3,13.11,1
"08021",2,2,0,1
"08023",2,1,18.815,0.5
"08025",1,1,0,1
"08027",1,1,0,1
"08029",7,5,19.7228571428571,0.71
"08031",144,144,5.12868055555556,1
"08033",1,0,79.9,0
"08035",61,59,10.8372131147541,0.97
"08037",14,12,17.5242857142857,0.86
"08039",7,4,27.4071428571429,0.57
"08041",130,126,10.7266923076923,0.97
"08043",14,13,14.6535714285714,0.93
"08045",11,7,22.4845454545455,0.64
"08047",1,1,0,1
"08049",3,2,24.9566666666667,0.67
"08051",4,2,54.4125,0.5
"08053",1,0,98.01,0
"08055",2,1,18.855,0.5
"08057",1,1,0,1
"08059",138,136,8.28840579710145,0.99
"08061",1,0,60.46,0
"08063",3,2,27.6366666666667,0.67
"08065",2,2,3.155,1
"08067",10,8,15.691,0.8
"08069",73,69,9.98191780821918,0.95
"08071",6,0,56.375,0
"08073",2,1,24.36,0.5
"08075",6,5,12.38,0.83
"08077",29,27,14.1931034482759,0.93
"08079",1,0,82.55,0
"08081",4,3,16.395,0.75
"08083",7,7,15.1271428571429,1
"08085",10,9,17.853,0.9
"08087",8,8,10.35125,1
"08089",7,7,6.58285714285714,1
"08091",1,0,45.96,0
"08093",5,3,29.102,0.6
"08095",2,2,12.775,1
"08097",4,3,15.5925,0.75
"08099",5,3,22.59,0.6
"08101",55,52,10.1241818181818,0.95
"08103",2,2,0,1
"08105",3,3,12.4833333333333,1
"08107",8,5,28.71875,0.62
"08109",2,1,23.545,0.5
"08111",1,0,64.14,0
"08113",4,4,5.67,1
"08115",1,1,0,1
"08117",5,5,16.282,1
"08119",6,6,13.525,1
"08121",2,1,35.73,0.5
"08123",77,76,8.87532467532468,0.99
"08125",2,2,0,1
"09001",211,211,6.19744075829384,1
"09003",224,224,6.24433035714286,1
"09005",51,50,8.99725490196079,0.98
"09007",37,37,9.53243243243243,1
"09009",190,190,5.59573684210526,1
"09011",66,66,9.02439393939394,1
"09013",29,29,10.3648275862069,1
"09015",25,25,8.3928,1
"10001",33,33,9.89090909090909,1
"10003",131,131,6.79595419847328,1
"10005",54,48,15.7587037037037,0.89
"11001",179,179,9.23776536312849,1
"12001",56,56,11.3033928571429,1
"12003",4,3,14.6175,0.75
"12005",44,43,11.0147727272727,0.98
"12007",4,4,12.9275,1
"12009",114,113,13.7461403508772,0.99
"12011",362,361,7.31544198895028,1
"12013",3,3,18.1366666666667,1
"12015",39,35,14.5997435897436,0.9
"12017",28,19,23.5510714285714,0.68
"12019",30,25,16.6736666666667,0.83
"12021",74,71,13.0498648648649,0.96
"12023",12,9,20.515,0.75
"12027",9,2,34.8677777777778,0.22
"12029",4,3,16.8675,0.75
"12031",174,174,8.69109195402299,1
"12033",72,69,10.88625,0.96
"12035",21,20,22.2947619047619,0.95
"12037",6,3,23.93,0.5
"12039",9,8,17.2577777777778,0.89
"12041",5,5,16.01,1
"12043",4,1,38.9525,0.25
"12045",4,2,24.02,0.5
"12047",3,2,19.7833333333333,0.67
"12049",6,5,17.7683333333333,0.83
"12051",7,0,55.6642857142857,0
"12053",45,42,16.248,0.93
"12055",27,24,17.3777777777778,0.89
"12057",321,303,12.5963551401869,0.94
"12059",4,3,18.565,0.75
"12061",31,31,11.0209677419355,1
"12063",11,10,19.44,0.91
"12065",4,3,17.725,0.75
"12067",2,1,42.03,0.5
"12069",56,54,10.3533928571429,0.96
"12071",167,150,17.0437125748503,0.9
"12073",68,67,11.1985294117647,0.99
"12075",10,6,29.811,0.6
"12077",2,1,28.355,0.5
"12079",5,5,9.722,1
"12081",79,77,11.7629113924051,0.97
"12083",63,49,19.1169841269841,0.78
"12085",36,36,10.5811111111111,1
"12086",519,517,5.68526011560694,1
"12087",31,28,12.0670967741935,0.9
"12089",13,13,10.9630769230769,1
"12091",43,40,14.1888372093023,0.93
"12093",12,11,15.2691666666667,0.92
"12095",207,207,8.43188405797101,1
"12097",41,40,10.9319512195122,0.98
"12099",338,325,11.3170118343195,0.96
"12101",134,112,15.9455970149254,0.84
"12103",246,246,7.41983739837398,1
"12105",154,146,14.1033116883117,0.95
"12107",17,11,25.9382352941176,0.65
"12109",41,35,18.469756097561,0.85
"12111",45,45,8.82377777777778,1
"12113",26,18,20.5407692307692,0.69
"12115",95,95,12.1503157894737,1
"12117",86,86,9.27302325581395,1
"12119",19,17,19.4468421052632,0.89
"12121",7,4,25.1428571428571,0.57
"12123",5,4,14.112,0.8
"12125",3,3,10.54,1
"12127",114,106,11.9301754385965,0.93
"12129",5,3,21.634,0.6
"12131",12,1,45.76,0.08
"12133",7,5,23.1942857142857,0.71
"13001",5,5,14.872,1
"13003",3,3,27.8533333333333,1
"13005",3,3,12.9733333333333,1
"13007",2,0,46.065,0
"13009",9,9,8.05777777777778,1
"13011",4,3,26.25,0.75
"13013",18,18,11.1611111111111,1
"13015",15,4,34.912,0.27
"13017",5,0,49.898,0
"13019",6,2,35.1433333333333,0.33
"13021",44,44,8.96227272727273,1
"13023",3,3,28.01,1
"13025",3,3,12.88,1
"13027",5,4,15.538,0.8
"13029",7,3,33.0757142857143,0.43
"13031",12,11,14.7741666666667,0.92
"13033",6,3,23.705,0.5
"13035",3,3,8.23333333333333,1
"13037",2,0,39.325,0
"13039",11,8,18.0736363636364,0.73
"13043",3,0,35.91,0
"13045",17,17,11.0094117647059,1
"13047",11,11,17.7009090909091,1
"13049",2,1,23.6,0.5
"13051",72,72,8.52111111111111,1
"13053",5,4,21.418,0.8
"13055",6,3,27.3533333333333,0.5
"13057",26,18,27.1173076923077,0.69
"13059",30,30,13.9873333333333,1
"13061",1,1,29.22,1
"13063",50,50,10.008,1
"13065",2,2,13.83,1
"13067",120,120,12.0878333333333,1
"13069",9,8,18.4888888888889,0.89
"13071",10,0,38.831,0
"13073",20,19,17.592,0.95
"13075",4,4,15.4675,1
"13077",20,20,14.256,1
"13079",3,1,28.83,0.33
"13081",6,6,11.2533333333333,1
"13083",4,3,16.1,0.75
"13085",3,2,31.1133333333333,0.67
"13087",7,6,15.6114285714286,0.86
"13089",145,145,6.46634482758621,1
"13091",6,4,20.5033333333333,0.67
"13093",3,1,29.6933333333333,0.33
"13095",27,27,10.8751851851852,1
"13097",20,20,17.4125,1
"13099",5,3,18.124,0.6
"13101",2,0,37.045,0
"13103",10,9,20.334,0.9
"13105",5,5,11.368,1
"13107",6,5,17.37,0.83
"13109",3,2,26.45,0.67
"13111",5,1,38.222,0.2
"13113",20,20,11.554,1
"13115",20,19,11.8305,0.95
"13117",45,45,16.2302222222222,1
"13119",5,2,30.338,0.4
"13121",204,203,8.9028431372549,1
"13123",5,0,60.182,0
"13125",1,0,39.15,0
"13127",16,16,7.1075,1
"13129",9,4,32.7977777777778,0.44
"13131",6,5,15.4883333333333,0.83
"13133",7,7,14.9185714285714,1
"13135",113,113,11.5965486725664,1
"13137",8,8,11.90625,1
"13139",36,34,18.7472222222222,0.94
"13141",2,1,33.32,0.5
"13143",5,5,16.806,1
"13145",5,4,21.912,0.8
"13147",5,5,16.192,1
"13149",3,2,20.95,0.67
"13151",25,25,13.1376,1
"13153",23,22,10.7378260869565,0.96
"13155",2,1,30.7,0.5
"13157",11,11,16.0081818181818,1
"13159",3,2,28.3966666666667,0.67
"13161",3,1,34.1866666666667,0.33
"13163",4,0,34.8625,0
"13165",2,0,37.42,0
"13167",3,0,37.5166666666667,0
"13169",6,6,19.6083333333333,1
"13171",3,3,9.31666666666667,1
"13173",2,0,33.26,0
"13175",13,12,15.5484615384615,0.92
"13177",5,5,14.718,1
"13179",15,13,16.0426666666667,0.87
"13181",2,0,35.985,0
"13183",3,1,29.8733333333333,0.33
"13185",25,25,11.154,1
"13187",4,4,18.3925,1
"13189",5,5,8.994,1
"13191",5,1,36.85,0.2
"13193",4,1,34.8725,0.25
"13195",6,5,18.2966666666667,0.83
"13197",2,0,46.32,0
"13199",4,3,20.6475,0.75
"13201",3,1,30.8433333333333,0.33
"13205",5,1,38.722,0.2
"13207",5,5,24.654,1
"13209",3,2,23.3833333333333,0.67
"13211",5,5,12.564,1
"13213",8,3,30.835,0.38
"13215",53,53,8.60169811320755,1
"13217",13,13,11.8561538461538,1
"13219",6,6,21.095,1
"13221",4,1,36.05,0.25
"13223",19,19,16.7652631578947,1
"13225",6,6,10.05,1
"13227",6,0,54.005,0
"13229",4,2,27.3925,0.5
"13231",4,3,20.4425,0.75
"13233",7,7,12.3957142857143,1
"13235",3,2,30.0433333333333,0.67
"13237",5,4,28.004,0.8
"13239",1,1,12.58,1
"13241",5,0,44.39,0
"13243",2,2,9.08,1
"13245",47,47,7.9331914893617,1
"13247",15,15,10.7193333333333,1
"13249",2,2,21.95,1
"13251",5,4,18.91,0.8
"13253",3,0,36.8166666666667,0
"13255",12,12,9.93916666666667,1
"13257",5,5,9.5,1
"13259",2,0,38.815,0
"13261",8,8,9.85,1
"13263",3,1,35.37,0.33
"13265",1,0,34.2,0
"13267",5,3,18.792,0.6
"13269",3,3,13.97,1
"13271",3,0,51.1866666666667,0
"13273",4,3,28.5075,0.75
"13275",11,11,12.6790909090909,1
"13277",9,9,10.58,1
"13279",6,6,12.93,1
"13281",3,3,10.6266666666667,1
"13283",2,0,31.63,0
"13285",14,13,16.32,0.93
"13287",2,1,29.675,0.5
"13289",2,1,30.99,0.5
"13291",6,5,17.24,0.83
"13293",7,7,10.5,1
"13295",13,12,17.2946153846154,0.92
"13297",15,15,15.188,1
"13299",9,9,7.80222222222222,1
"13301",2,2,26.165,1
"13303",5,5,14.096,1
"13305",6,6,17.7233333333333,1
"13307",2,0,38.905,0
"13309",2,0,37.89,0
"13311",5,4,21.794,0.8
"13313",18,17,15.7188888888889,0.94
"13315",4,1,38.91,0.25
"13317",4,1,36.785,0.25
"13319",3,3,26.7733333333333,1
"13321",5,2,33.112,0.4
"15001",50,35,21.6572,0.7
"15003",244,NA,NA,NA
"15005",2,2,0,1
"15007",16,NA,NA,NA
"15009",38,29,18.7586842105263,0.76
"16001",59,59,5.87118644067797,1
"16003",2,1,19.62,0.5
"16005",22,21,5.64090909090909,0.95
"16007",2,0,68.15,0
"16009",2,0,79.685,0
"16011",8,6,16.47375,0.75
"16013",4,3,14.8025,0.75
"16015",1,1,0,1
"16017",9,6,20.7566666666667,0.67
"16019",21,20,4.96952380952381,0.95
"16021",2,1,16.125,0.5
"16023",1,0,96.54,0
"16025",1,0,60.26,0
"16027",29,29,6.33827586206897,1
"16029",2,1,18.76,0.5
"16031",6,4,20.56,0.67
"16033",1,0,63.57,0
"16035",2,1,43.48,0.5
"16037",1,1,0,1
"16039",5,4,19.884,0.8
"16041",2,2,8.48,1
"16043",3,1,37.03,0.33
"16045",3,3,7.02333333333333,1
"16047",2,2,11.54,1
"16049",5,1,66.962,0.2
"16051",4,3,13.18,0.75
"16053",5,4,14.388,0.8
"16055",25,23,13.1652,0.92
"16057",7,4,17.3585714285714,0.57
"16059",3,1,39.1033333333333,0.33
"16061",3,0,62.43,0
"16063",1,0,97.58,0
"16065",6,6,1.16833333333333,1
"16067",5,4,24.442,0.8
"16069",10,8,13.047,0.8
"16071",1,0,55.33,0
"16073",3,2,42.0066666666667,0.67
"16075",4,4,5.1175,1
"16077",2,0,43.345,0
"16079",3,2,12.2966666666667,0.67
"16081",1,1,0,1
"16083",14,13,11.3021428571429,0.93
"16085",3,0,80.1366666666667,0
"16087",3,2,16.4566666666667,0.67
"17001",18,17,8.78055555555556,0.94
"17003",4,2,18.9425,0.5
"17005",4,3,15.64,0.75
"17007",7,6,11.6071428571429,0.86
"17009",2,2,3.2,1
"17011",10,9,15.507,0.9
"17013",2,0,64.18,0
"17015",6,6,16.6183333333333,1
