ZCTA,bupTime,bupCount,metTime,metCount,nalTime,nalCount
46259,12,158,24,1,15,21
46260,0,242,17,2,5,37
46268,0,225,18,2,0,37
46278,8,213,20,2,8,37
46280,0,216,22,2,9,36
46290,6,228,21,2,6,39
46301,15,29,25,3,15,10
46303,17,46,27,4,18,14
46304,17,45,22,3,0,10
46307,0,74,12,7,0,20
46310,24,1,39,0,32,0
46311,0,111,11,14,0,36
46312,0,237,12,23,10,56
46319,9,138,14,12,10,40
46320,0,234,6,25,6,58
46321,0,158,13,19,0,47
46322,8,144,15,15,8,41
46323,6,205,11,22,6,51
46324,4,230,9,22,6,55
46327,4,345,7,25,7,75
46340,26,12,44,0,26,2
46341,0,34,27,1,22,10
46342,0,81,14,4,9,18
46345,9,13,34,0,9,3
46346,14,13,40,0,14,3
46347,20,11,41,0,23,1
46348,25,10,43,0,25,1
46349,21,2,48,0,21,2
46350,0,12,28,1,0,3
46356,0,14,32,0,0,5
46360,0,18,31,0,0,6
46365,24,4,30,1,24,2
46366,25,2,63,0,25,1
46368,0,89,11,4,0,19
46371,12,37,20,1,12,4
46373,8,80,18,9,13,23
46374,32,0,50,0,32,0
46375,0,115,11,12,9,32
46376,14,3,38,0,14,2
46377,20,1,36,0,20,1
46379,17,2,41,0,17,2
46381,24,2,40,0,24,2
46382,23,3,46,0,23,1
46383,0,43,28,1,0,12
46385,12,61,22,4,12,16
46390,17,21,35,0,17,5
46391,18,39,30,1,18,8
46392,28,1,50,0,32,0
46393,10,60,17,4,13,17
46394,6,543,12,32,7,96
46402,0,163,0,15,0,39
46403,8,108,0,7,8,26
46404,0,129,5,15,4,36
46405,8,99,8,7,0,22
46406,0,178,7,15,0,42
46407,4,124,4,14,4,36
46408,0,114,10,11,10,35
46409,0,93,10,7,10,25
46410,0,79,0,7,0,19
46501,19,6,46,0,19,2
46502,14,13,56,0,14,3
46504,22,14,48,0,22,3
46506,0,11,35,0,28,2
46507,15,26,40,0,15,4
46508,18,8,68,0,18,2
46510,15,8,66,0,15,2
46511,24,7,59,0,24,2
46514,0,54,34,0,8,7
46516,0,53,32,0,0,7
46517,0,51,33,0,0,7
46524,25,8,57,0,25,2
46526,0,19,42,0,12,4
46528,0,19,45,0,0,4
46530,0,49,24,1,12,8
46531,17,7,46,0,17,2
46532,19,10,51,0,19,3
46534,0,2,61,0,0,2
46536,21,38,22,1,18,5
46537,14,34,28,1,17,4
46538,22,8,60,0,22,2
46539,17,9,66,0,17,3
46540,16,19,46,0,16,6
46542,20,21,57,0,20,3
46543,19,13,56,0,22,1
46544,0,49,18,1,0,8
46545,0,48,18,1,7,8
46550,14,20,42,0,27,4
46552,17,47,17,1,17,6
46553,12,23,51,0,17,5
46554,23,23,23,1,23,3
46555,27,9,52,0,27,3
46556,6,43,13,1,9,5
46561,11,60,26,1,13,9
46562,14,9,39,0,14,3
46563,0,6,41,0,0,1
46565,30,8,61,0,22,3
46567,26,12,62,0,28,1
46570,23,9,58,0,23,3
46571,23,1,62,0,22,5
46573,18,25,37,0,22,5
46574,23,11,32,0,24,3
46580,0,9,51,0,0,3
46582,12,8,55,0,12,2
46590,8,9,49,0,8,3
46595,10,36,26,1,18,4
46601,0,48,7,1,4,8
46613,4,48,10,1,0,8
46614,10,47,13,1,10,7
46615,6,48,13,1,0,8
46616,6,43,11,1,9,5
46617,0,45,11,1,6,7
46619,0,44,0,1,0,6
46628,0,41,13,1,13,5
46635,7,45,18,1,10,7
46637,0,43,18,1,13,5
46701,19,5,36,0,0,5
46702,13,3,37,0,13,2
46703,0,5,52,0,0,4
46704,9,63,14,2,14,14
46705,15,11,39,0,15,4
46706,0,52,29,2,0,16
46710,12,11,34,0,12,6
46711,45,0,47,0,18,5
46714,35,0,40,0,0,4
46721,21,7,45,0,21,5
46723,12,65,19,2,16,20
46725,0,70,24,2,0,19
46730,8,12,38,0,8,7
46731,39,0,44,0,19,4
46732,31,0,50,0,20,3
46733,29,31,30,1,0,14
46737,14,5,60,0,14,2
46738,12,49,28,2,12,19
46740,40,0,55,0,26,3
46741,17,52,24,2,20,15
46742,22,3,50,0,22,3
46743,19,50,24,2,20,13
46745,23,42,24,2,17,16
46746,28,1,69,0,16,2
46747,24,5,52,0,24,4
46748,9,64,17,2,14,16
46750,0,16,33,0,0,2
46755,0,4,39,0,0,8
46759,48,0,55,0,23,1
46760,31,0,44,0,17,3
46761,21,5,68,0,0,4
46763,23,18,31,0,24,11
46764,12,9,37,0,12,3
46765,16,49,23,2,19,15
46766,39,0,52,0,24,1
46767,24,15,51,0,20,5
46770,16,3,35,0,16,2
46771,25,5,65,0,14,4
46772,43,0,45,0,16,6
46773,26,30,28,1,24,13
46774,12,61,14,2,12,16
46776,23,2,63,0,23,3
46777,23,47,26,2,15,13
46779,15,3,49,0,15,3
46781,37,0,49,0,23,1
46783,0,49,26,2,17,9
46784,0,3,51,0,14,6
46785,20,10,35,0,21,2
46786,10,3,49,0,10,6
46787,22,3,40,0,22,2
46788,28,10,35,0,30,1
46791,22,2,39,0,18,5
46792,17,9,30,1,24,2
46793,12,19,35,0,12,8
46794,17,3,52,0,17,4
46795,7,3,57,0,18,6
46797,26,37,28,1,26,8
46798,17,49,28,2,28,9
46799,16,49,27,2,24,9
46802,0,63,6,2,6,17
46803,6,62,6,2,6,16
46804,0,64,12,2,12,15
46805,0,64,0,2,0,19
46806,8,62,8,2,8,16
46807,5,63,9,2,9,17
46808,0,64,0,2,0,19
46809,10,62,11,2,11,16
46814,0,64,17,2,17,15
46815,0,62,8,2,0,15
46816,11,62,12,2,12,16
46818,0,64,10,2,10,19
46819,12,62,15,2,15,17
46825,0,64,10,2,0,16
46835,7,62,12,2,7,15
46845,0,62,14,2,8,15
46901,0,14,44,0,0,4
46902,0,17,43,0,0,4
46910,19,1,64,0,19,1
46911,24,2,33,0,24,2
46913,30,1,46,0,40,0
46914,14,16,53,0,14,6
46915,23,22,42,0,23,6
46917,27,8,47,0,27,1
46919,25,11,25,1,25,2
46920,31,0,38,0,31,0
46922,30,1,71,0,30,1
46923,0,25,24,1,24,2
46926,24,2,59,0,24,2
46928,18,15,21,1,18,2
46929,18,1,34,0,31,0
46930,26,15,30,1,26,2
46931,15,8,69,0,15,2
46932,19,23,55,0,19,7
46933,10,15,16,1,10,2
46936,15,29,28,1,15,6
46938,14,11,20,1,14,2
46939,26,1,79,0,26,2
46940,16,12,16,1,16,3
46941,15,2,42,0,15,2
46943,30,1,57,0,30,1
46946,30,1,56,0,30,1
46947,0,9,60,0,0,3
46950,16,7,74,0,16,1
46951,28,1,77,0,28,1
46952,0,13,0,1,0,3
46953,0,12,11,1,0,2
46957,29,10,34,0,29,3
46958,14,11,56,0,14,5
46959,18,16,50,0,18,6
46960,34,0,83,0,33,0
46961,13,10,56,0,13,4
46962,25,1,52,0,25,1
46967,22,9,65,0,22,3
46968,24,2,77,0,24,2
46970,0,17,50,0,0,5
46974,24,1,52,0,24,1
46975,0,1,58,0,0,1
46978,21,7,74,0,21,2
46979,19,14,50,0,19,4
46982,19,8,60,0,19,2
46984,16,8,29,1,16,2
46985,37,0,89,0,24,1
46986,20,26,23,1,20,6
46987,13,12,13,1,13,3
46988,23,9,69,0,23,3
46989,21,12,27,1,21,2
46990,21,2,48,0,21,2
46991,0,12,27,1,27,2
46992,0,11,28,1,0,5
46994,14,23,57,0,14,7
46996,28,2,81,0,0,2
46998,24,14,49,0,24,2
47001,0,24,44,0,37,0
47003,11,29,27,1,27,9
47006,0,2,56,0,26,1
47010,13,2,41,0,41,0
47011,36,0,58,0,24,1
47012,0,2,50,0,36,0
47016,33,0,57,0,49,0
47017,22,2,67,0,36,0
47018,0,17,56,0,49,0
47020,35,0,35,0,29,1
47022,19,8,49,0,42,0
47023,17,4,76,0,27,1
47024,24,6,59,0,24,5
47025,0,61,35,0,28,5
47030,27,2,68,0,36,0
47031,19,17,64,0,46,0
47032,14,15,59,0,52,0
47034,7,2,74,0,19,1
47035,12,22,36,0,28,3
47036,21,1,69,0,37,0
47037,0,3,75,0,26,1
47038,36,0,46,0,33,0
47040,24,16,62,0,40,0
47041,20,2,53,0,37,0
47042,17,2,63,0,32,0
47043,43,0,43,0,0,1
47060,9,41,32,0,25,4
47102,0,7,41,0,0,6
47104,43,0,43,0,43,0
47106,12,51,34,0,29,6
47108,19,4,68,0,44,0
47110,18,3,47,0,32,0
47111,0,114,0,1,0,12
47112,0,3,36,0,33,0
47114,14,3,36,0,33,0
47115,22,3,49,0,33,0
47116,23,1,72,0,23,1
47117,29,3,35,0,32,0
47118,0,1,61,0,0,1
47119,21,114,25,1,22,21
47120,34,0,50,0,47,0
47122,23,105,26,1,23,14
47123,6,1,58,0,6,1
47124,21,63,28,1,25,7
47125,22,2,56,0,43,0
47126,18,104,20,1,0,15
47129,0,224,16,4,10,38
47130,0,228,16,4,0,38
47135,20,3,50,0,33,0
47136,16,121,24,1,21,22
47137,25,4,55,0,25,1
47138,32,0,43,0,23,2
47140,18,1,59,0,18,1
47141,28,2,28,1,28,1
47142,22,3,49,0,30,1
47143,21,91,26,1,15,12
47145,39,0,68,0,39,0
47147,31,0,31,0,31,0
47150,0,184,17,3,13,35
47160,14,3,46,0,43,0
47161,14,3,38,0,35,0
47162,31,0,31,0,31,0
47163,13,37,13,1,13,9
47164,24,8,36,0,33,0
47165,0,7,47,0,42,0
47166,24,3,48,0,40,0
47167,0,5,53,0,33,0
47170,12,9,32,0,0,6
47172,0,202,19,3,14,37
47175,22,1,80,0,22,1
47177,21,10,25,1,9,5
47201,0,20,54,0,0,9
47203,0,14,59,0,0,4
47220,16,3,66,0,16,2
47223,22,2,83,0,22,1
47224,30,1,64,0,33,0
47226,12,14,57,0,12,4
47227,25,2,60,0,25,1
47229,10,7,41,0,10,6
47230,26,6,49,0,25,4
47231,23,2,52,0,21,2
47232,21,14,74,0,21,5
47234,19,6,55,0,19,3
47235,28,3,76,0,28,2
47240,25,4,59,0,0,3
47243,39,0,39,0,14,1
47244,22,12,76,0,22,5
47246,19,16,62,0,19,6
47247,13,15,63,0,13,6
47250,33,0,33,0,0,1
47260,33,0,66,0,33,0
47263,13,2,60,0,15,1
47264,35,0,61,0,35,0
47265,0,5,69,0,0,3
47270,22,7,52,0,22,5
47272,19,2,50,0,19,3
47273,19,4,81,0,19,2
47274,0,19,58,0,0,9
47280,10,17,45,0,12,6
47281,25,7,72,0,28,2
47282,8,5,61,0,8,4
47283,29,2,80,0,26,2
47302,4,25,58,0,4,9
47303,0,28,52,0,0,9
47304,0,25,50,0,0,8
47305,0,25,54,0,0,9
47306,3,28,52,0,3,9
47320,18,22,63,0,18,8
47324,11,23,11,1,11,6
47325,17,6,32,0,23,5
47326,31,0,56,0,27,3
47327,19,30,19,1,19,10
47330,10,23,10,1,10,5
47331,0,10,35,0,0,6
47334,17,52,51,0,17,15
47335,21,30,21,1,21,10
47336,26,10,62,0,26,4
47337,16,9,36,0,16,4
47338,18,22,52,0,18,8
47339,29,22,29,1,29,4
47340,26,10,49,0,26,4
47341,15,22,15,1,15,5
47342,22,25,46,0,22,8
47344,17,3,52,0,17,1
47345,16,25,16,1,16,6
47346,21,25,30,1,21,5
47348,27,10,38,0,27,4
47351,17,3,58,0,17,1
47352,17,9,32,0,17,4
47353,0,29,18,1,18,10
47354,26,13,39,0,26,5
47355,23,22,23,1,23,4
47356,19,34,56,0,19,10
47357,20,27,23,1,20,9
47358,30,3,36,0,30,1
47359,27,1,35,0,30,1
47360,19,3,43,0,19,1
47361,9,25,50,0,9,9
47362,0,13,44,0,0,5
47367,18,25,59,0,18,9
47368,19,22,59,0,19,8
47369,42,0,52,0,27,1
47371,43,0,62,0,41,0
47373,27,10,67,0,27,4
47374,0,23,0,1,0,6
47380,37,0,52,0,37,0
47381,53,0,80,0,53,0
47382,34,0,54,0,34,0
47383,16,22,61,0,16,8
47384,21,25,55,0,21,6
47385,14,9,38,0,14,4
47386,15,25,56,0,15,9
47387,26,3,34,0,26,1
47388,13,35,54,0,13,10
47390,22,5,48,0,22,2
47393,19,22,19,1,19,5
47394,29,5,36,0,29,2
47396,14,37,51,0,14,10
47401,13,17,13,1,13,8
47403,0,17,0,1,0,8
47404,0,17,11,1,0,9
47405,10,17,13,1,10,9
47406,9,17,15,1,9,9
47408,12,17,18,1,12,8
47420,10,23,25,1,10,11
47421,0,7,33,0,0,3
47424,0,2,40,0,40,0
47427,51,0,69,0,37,0
47429,0,17,19,1,10,9
47431,36,0,48,0,21,1
47432,13,3,80,0,53,0
47433,22,9,38,0,18,4
47434,17,24,17,1,17,11
47436,25,7,53,0,25,3
47437,27,7,51,0,27,3
47438,42,0,74,0,50,0
47441,34,0,63,0,49,0
47443,30,2,58,0,44,0
47446,16,9,40,0,16,3
47448,26,10,42,0,0,4
47449,32,0,49,0,49,0
47451,11,18,27,1,11,9
47452,15,10,52,0,28,3
47453,30,11,30,1,30,6
47454,0,3,61,0,36,0
47455,32,0,49,0,17,1
47456,31,0,60,0,31,0
47457,25,2,39,0,39,0
47458,16,24,16,1,16,11
47459,27,19,28,1,27,8
47460,15,6,32,0,0,3
47462,28,7,43,0,28,3
47464,12,17,28,1,16,9
47465,22,2,50,0,35,0
47467,37,0,66,0,37,0
47468,27,5,34,0,27,2
47469,0,3,75,0,52,0
47470,26,7,48,0,26,3
47471,29,2,52,0,28,1
47501,29,10,67,0,29,3
47512,23,10,74,0,23,3
47513,31,0,73,0,31,0
47514,28,1,62,0,25,2
47515,36,0,69,0,32,0
47516,15,11,84,0,15,3
47519,37,0,71,0,45,0
47520,29,2,49,0,18,1
47521,26,6,83,0,43,0
47522,27,2,41,0,41,0
47523,22,6,40,0,40,0
47524,20,11,60,0,20,3
47525,43,0,63,0,26,1
47527,30,6,90,0,63,0
47528,29,10,72,0,29,3
47529,37,0,54,0,49,0
47531,40,0,54,0,23,1
47532,26,6,53,0,39,0
47535,34,0,76,0,34,0
47536,43,0,59,0,26,1
47537,34,0,44,0,44,0
47541,27,6,53,0,52,0
47542,11,6,50,0,50,0
47546,0,6,61,0,61,0
47550,39,0,42,0,31,0
47551,40,0,66,0,28,1
47552,31,0,39,0,39,0
47553,26,6,58,0,45,0
47557,21,10,69,0,21,3
47558,40,0,74,0,43,0
47561,19,11,89,0,19,3
47562,38,0,52,0,52,0
47564,26,6,73,0,52,0
47567,38,0,54,0,38,0
47568,43,0,63,0,43,0
47574,44,0,63,0,38,0
47575,23,6,65,0,47,0
47576,22,1,62,0,22,2
47577,40,0,58,0,34,0
47578,39,0,65,0,39,0
47579,34,0,43,0,38,0
47580,29,6,79,0,43,0
47581,25,1,61,0,37,0
47584,36,0,45,0,40,0
47585,35,0,66,0,61,0
47586,20,2,40,0,0,1
47588,32,0,51,0,15,1
47590,28,6,72,0,64,0
47591,0,11,75,0,0,3
47596,34,0,66,0,34,0
47597,17,11,76,0,17,3
47598,40,0,58,0,51,0
47601,17,29,29,1,17,7
47610,11,29,17,1,11,7
47611,27,11,30,1,30,1
47612,20,1,28,1,28,1
47613,24,1,37,0,32,0
47615,26,11,28,1,28,2
47616,35,0,42,0,42,0
47619,26,15,35,0,30,3
47620,0,1,30,1,30,2
47630,0,29,18,1,0,7
47631,21,1,35,0,35,0
47633,27,1,30,1,30,1
47634,20,29,30,1,20,5
47635,22,19,22,1,22,3
47637,38,0,49,0,38,0
47638,21,23,18,1,18,6
47639,10,17,30,1,30,4
47640,34,0,68,0,34,0
47648,0,1,32,0,32,0
47649,26,1,42,0,37,0
47654,18,15,34,0,29,3
47660,29,1,44,0,39,0
47665,18,1,42,0,42,0
47666,19,11,51,0,27,3
47670,14,1,46,0,35,0
47683,21,1,37,0,32,0
47708,7,30,5,1,4,7
47710,5,29,0,1,0,7
47711,0,30,6,1,6,7
47712,11,30,9,1,9,7
47713,6,29,8,1,0,7
47714,0,29,11,1,0,7
47715,0,29,12,1,0,7
47720,14,29,11,1,11,7
47725,18,30,19,1,19,7
47802,0,19,90,0,11,3
47803,9,19,88,0,9,3
47804,0,19,94,0,0,3
47805,13,19,104,0,13,3
47807,0,19,93,0,0,3
47809,4,19,91,0,4,3
47832,16,2,82,0,37,0
47833,34,0,51,0,19,1
47834,23,13,72,0,23,3
47836,25,2,92,0,47,0
47837,21,2,82,0,34,0
47838,30,10,96,0,30,3
47840,34,0,62,0,30,1
47841,40,0,67,0,35,0
47842,0,25,91,0,0,3
47846,26,16,72,0,29,2
47847,12,7,85,0,20,1
47848,44,0,72,0,48,0
47849,38,0,110,0,42,0
47850,23,7,103,0,33,0
47853,22,13,68,0,22,3
47854,15,7,84,0,15,1
47855,31,0,85,0,40,0
47857,25,13,71,0,25,3
47858,30,7,82,0,39,0
47859,18,2,75,0,36,0
47860,19,5,99,0,20,1
47861,36,0,107,0,51,0
47862,12,7,84,0,18,1
47863,12,21,102,0,12,3
47865,34,0,90,0,34,0
47866,27,7,91,0,33,0
47868,43,0,62,0,31,0
47869,25,16,105,0,28,2
47871,15,16,74,0,18,2
47872,0,10,71,0,26,2
47874,30,3,112,0,30,1
47876,14,21,101,0,14,3
47879,24,7,92,0,33,0
47880,8,21,99,0,8,3
47881,23,9,79,0,23,2
47882,32,0,86,0,39,0
47884,8,21,100,0,8,3
47885,14,19,101,0,14,3
47901,0,24,5,1,5,1
47904,0,24,6,1,6,1
47905,0,25,0,1,0,2
47906,0,24,11,1,11,1
47907,6,24,11,1,11,1
47909,0,23,13,1,13,1
47916,27,7,66,0,27,3
47917,21,3,66,0,56,0
47918,46,0,51,0,47,0
47920,19,24,19,1,19,1
47921,32,0,48,0,38,0
47922,15,1,62,0,15,1
47923,20,18,23,1,23,1
47924,12,24,12,1,12,1
47925,42,0,62,0,38,0
47926,20,7,58,0,20,1
47928,0,5,70,0,27,1
47929,32,0,33,0,33,0
47930,23,26,25,1,23,4
47932,22,2,61,0,22,1
47933,0,7,40,0,0,3
47940,15,10,51,0,15,5
47941,8,25,8,1,8,2
47942,25,1,53,0,25,1
47943,27,1,50,0,27,1
47944,31,0,42,0,31,0
47946,36,0,65,0,33,0
47948,28,1,47,0,28,1
47949,29,7,61,0,29,3
47950,31,0,60,0,31,0
47951,17,3,59,0,17,1
47952,18,3,77,0,40,0
47954,22,7,59,0,22,3
47955,15,30,29,1,15,4
47957,36,0,63,0,29,1
47958,30,7,53,0,30,3
47959,36,0,51,0,36,0
47960,33,0,52,0,39,0
47963,0,1,57,0,0,1
47964,17,2,56,0,17,2
47965,11,11,50,0,11,4
47966,12,8,76,0,21,1
47967,30,7,44,0,30,3
47968,19,7,50,0,19,3
47969,31,0,48,0,31,0
47970,20,5,31,0,31,0
47971,24,1,34,0,34,0
47974,12,3,60,0,22,1
47975,34,0,44,0,44,0
47977,24,1,36,0,24,1
47978,0,1,56,0,0,1
47980,34,0,41,0,41,0
47981,16,30,23,1,19,4
47982,27,1,72,0,26,1
47983,21,24,23,1,23,2
47987,25,9,57,0,25,4
47989,22,9,61,0,22,3
47990,16,7,49,0,16,3
47991,31,0,67,0,31,0
47992,22,23,27,1,27,1
47993,33,0,61,0,34,0
47994,23,7,46,0,23,3
47995,30,1,34,0,30,1
47997,17,1,37,0,37,0
48001,0,5,40,0,19,3
48002,21,1,34,0,21,1
48003,22,8,34,0,23,2
48005,20,10,20,1,20,1
48006,34,0,39,0,34,0
48009,0,376,13,14,9,40
48014,0,1,35,0,0,1
48015,6,332,9,14,0,30
48017,0,378,10,14,0,37
48021,0,272,6,13,6,27
48022,18,1,31,0,18,1
48023,0,12,25,1,0,2
48025,0,309,16,9,15,33
48026,0,285,6,12,6,27
48027,21,17,30,1,21,4
48028,26,2,61,0,40,0
48030,0,428,6,15,0,40
48032,37,0,66,0,37,0
48033,0,407,13,14,0,43
48034,0,424,12,16,8,45
48035,0,240,9,10,9,23
48036,0,195,12,10,8,19
48038,0,175,13,7,0,19
48039,0,4,45,0,0,2
48040,0,18,30,1,14,3
48041,20,3,20,1,20,2
48042,0,106,22,4,13,9
48043,0,159,15,8,8,18
48044,0,120,21,4,9,12
48045,8,158,13,10,13,18
48047,11,102,22,5,12,11
48048,0,46,15,3,15,6
48049,22,14,45,0,22,2
48050,8,30,9,1,9,3
48051,9,100,22,5,20,11
48054,0,7,39,0,12,2
48059,18,14,48,0,18,2
48060,0,14,37,0,0,2
48062,0,10,0,1,0,2
48063,20,3,20,1,20,1
48064,22,4,22,1,22,2
48065,13,57,27,2,27,5
48066,0,290,0,13,0,28
48067,0,415,5,14,0,39
48069,0,427,7,15,5,40
48070,0,442,5,16,6,42
48071,0,398,0,14,0,38
48072,0,428,5,16,8,40
48073,0,373,9,14,5,36
48074,14,14,39,0,14,2
48075,0,453,7,17,0,48
48076,0,417,8,17,7,43
48079,18,16,31,0,26,4
48080,0,271,0,14,0,27
48081,0,277,6,13,6,27
48082,0,237,9,12,9,25
48083,0,368,4,14,4,37
48084,0,390,10,15,7,39
48085,0,320,10,10,10,33
48088,0,310,8,13,8,29
48089,7,291,11,13,5,28
48091,0,363,7,14,6,33
48092,0,374,5,14,5,35
48093,0,321,9,14,7,29
48094,11,112,20,3,16,9
48095,0,61,29,2,25,5
48096,12,64,22,2,22,5
48097,40,0,44,0,40,0
48098,8,297,17,7,14,29
48101,0,262,19,10,6,29
48103,0,141,0,2,0,14
48104,0,150,11,2,0,14
48105,0,192,14,3,0,21
48108,0,137,13,2,7,13
48109,0,168,9,3,4,17
48111,0,228,18,4,14,25
48114,0,36,0,2,0,6
48116,0,118,15,3,0,14
48117,21,50,23,1,21,6
48118,0,37,26,1,0,3
48120,7,288,13,12,7,35
48122,0,318,15,12,9,37
48124,0,301,10,10,13,32
48125,0,295,11,10,9,33
48126,0,349,10,13,0,38
48127,0,313,0,10,12,32
48128,0,339,5,10,11,33
48130,0,116,17,2,17,11
48131,0,59,24,2,24,5
48133,13,119,14,3,10,24
48134,9,115,26,2,14,14
48135,0,283,8,7,6,29
48137,16,1,46,0,32,0
48138,11,50,37,0,16,8
48139,12,104,21,2,14,11
48140,12,52,17,2,16,9
48141,0,263,9,7,9,31
48143,8,91,27,1,19,9
48144,8,120,16,3,8,26
48145,8,66,8,2,8,16
48146,0,218,19,8,0,22
48150,0,346,6,10,0,32
48152,0,376,5,9,0,36
48154,0,374,0,12,0,36
48157,15,81,15,2,15,16
48158,15,17,32,0,24,3
48159,20,14,25,1,25,2
48160,0,130,19,2,19,12
48161,0,46,0,2,0,9
48162,0,26,8,1,0,2
48164,18,171,26,4,20,22
48165,8,195,13,4,13,20
48166,0,34,24,1,21,4
48167,0,214,16,5,9,20
48168,0,231,14,5,8,23
48169,0,16,33,0,25,1
48170,0,284,13,7,0,32
48173,11,84,28,1,18,10
48174,0,192,24,3,16,24
48176,0,133,16,2,16,12
48177,8,100,19,3,8,22
48178,0,126,22,2,19,10
48179,13,84,24,1,18,10
48180,0,273,15,10,0,32
48182,0,110,17,3,0,21
48183,0,141,28,4,11,16
48184,0,206,18,4,0,25
48185,0,289,10,7,0,30
48186,0,204,15,5,6,23
48187,0,281,17,6,5,26
48188,0,271,17,5,0,24
48189,16,114,21,2,16,12
48190,11,130,15,2,15,12
48191,17,49,22,1,22,4
48192,0,172,24,6,0,17
48193,8,168,27,4,9,17
48195,0,190,22,7,0,18
48197,0,164,0,2,0,17
48198,0,188,10,3,0,21
48201,0,395,0,15,0,42
48202,0,406,6,16,0,44
48203,0,429,0,16,0,43
48204,0,402,0,14,0,42
48205,6,275,6,14,9,28
48206,0,393,6,15,6,43
48207,0,342,7,15,7,39
48208,0,422,5,15,0,44
48209,0,268,12,13,10,33
48210,0,368,8,13,7,39
48211,0,373,0,16,8,42
48212,0,352,5,16,8,36
48213,0,348,0,16,10,38
48214,0,257,8,12,12,27
48215,5,193,7,12,17,21
48216,0,382,7,15,5,42
48217,5,260,14,12,6,30
48218,8,215,17,9,10,24
48219,0,405,11,13,8,39
48220,0,397,8,15,7,38
48221,0,374,9,14,8,34
48223,8,407,8,12,11,42
48224,0,291,4,14,9,29
48225,6,226,8,14,8,25
48226,0,375,4,15,4,41
48227,0,420,0,12,7,42
48228,0,397,8,12,8,42
48229,6,215,18,9,6,24
48230,0,182,10,11,14,20
48233,3,369,7,15,7,41
48234,0,327,0,15,0,31
48235,0,404,7,14,0,41
48236,0,198,8,13,8,23
48237,0,439,0,17,7,43
48238,0,417,6,15,6,44
48239,10,322,10,11,12,31
48240,0,394,11,13,7,41
48242,0,192,25,3,16,24
48243,4,346,7,15,7,39
48301,0,368,16,12,10,41
48302,0,283,20,6,11,28
48304,0,330,18,7,12,32
48306,0,135,26,2,11,14
48307,0,220,18,5,0,20
48309,0,263,19,6,7,23
48310,0,337,0,13,0,35
48312,0,253,0,10,0,23
48313,0,182,12,6,11,22
48314,0,252,8,9,8,27
48315,0,145,16,4,11,16
48316,10,138,18,3,10,14
48317,0,218,11,7,11,24
48320,0,269,13,5,6,28
48322,0,273,17,8,0,31
48323,0,255,16,4,10,25
48324,0,193,8,3,8,19
48326,0,239,23,6,0,24
48327,0,154,0,2,0,16
48328,0,242,8,5,0,25
48329,0,137,11,1,8,15
48331,0,257,19,6,7,28
48334,0,375,16,12,10,43
48335,0,267,11,8,8,29
48336,0,312,11,8,7,33
48340,0,203,19,3,0,20
48341,0,289,14,5,0,28
48342,0,280,16,6,5,27
48346,0,110,15,1,0,13
48348,0,54,25,1,15,11
48350,20,34,24,1,20,5
48353,14,39,17,3,14,7
48356,0,41,22,2,11,7
48357,0,52,25,3,0,9
48359,0,137,25,3,5,16
48360,0,107,27,1,0,11
48362,11,80,35,0,11,9
48363,13,75,31,0,16,8
48367,18,25,41,0,26,1
48370,9,44,41,0,22,5
48371,0,42,36,0,18,9
48374,0,214,13,4,9,23
48375,0,238,16,6,0,24
48377,0,267,13,7,10,31
48380,11,69,20,3,12,10
48381,0,93,18,3,18,10
48382,0,137,14,3,11,14
48383,0,67,16,2,11,11
48386,0,111,7,2,0,15
48390,0,192,9,4,0,20
48393,0,192,0,5,0,21
48397,7,344,9,14,6,30
48401,23,2,81,0,61,0
48411,12,31,30,1,20,8
48412,22,2,45,0,22,2
48413,0,3,101,0,0,1
48414,16,2,37,0,33,0
48415,0,37,26,4,22,10
48416,22,1,66,0,38,0
48417,14,32,26,1,20,8
48418,20,1,47,0,44,0
48419,8,3,87,0,64,0
48420,9,47,18,3,9,11
48421,29,1,60,0,29,1
48422,30,1,70,0,48,0
48423,11,43,21,3,14,11
48426,23,2,84,0,34,0
48427,0,3,96,0,57,0
48428,30,1,48,0,30,1
48429,0,27,28,2,24,9
48430,0,40,28,4,22,11
48432,11,2,110,0,11,1
48433,0,38,15,3,15,9
48434,25,2,113,0,46,0
48435,34,0,64,0,34,0
48436,21,2,36,0,33,0
48437,11,42,21,3,12,9
48438,14,32,34,0,14,8
48439,0,48,19,3,9,10
48440,30,2,45,0,32,0
48441,0,3,131,0,30,1
48442,17,47,30,1,20,10
48444,14,3,42,0,14,2
48445,15,2,114,0,15,1
48446,0,19,35,0,0,5
48449,15,41,18,3,17,10
48450,23,1,67,0,37,0
48451,15,23,32,0,27,6
48453,0,3,72,0,42,0
48454,32,0,53,0,49,0
48455,15,15,37,0,15,4
48456,22,2,112,0,34,0
48457,22,12,27,1,25,2
48458,0,44,12,3,0,9
48460,25,1,34,0,33,0
48461,31,0,63,0,32,0
48462,0,16,32,0,0,3
48463,0,23,36,0,28,5
48464,18,2,51,0,36,0
48465,19,1,111,0,50,0
48466,19,1,58,0,54,0
48467,26,2,119,0,26,1
48468,29,1,141,0,42,0
48469,0,3,90,0,60,0
48470,26,2,120,0,33,0
48471,0,5,75,0,51,0
48472,23,1,95,0,41,0
48473,0,44,14,3,12,11
48475,19,2,108,0,19,1
48476,8,27,27,2,19,9
48502,0,48,7,3,0,12
48503,0,48,7,3,0,10
