"GEOID","minDisHosp","timeDrive","countDrive"
26163511900,1.04,4.83,34
26163570600,2.24,7.98,21
26163571000,4.66,7.56,26
26163571600,3.4,8.65,25
26163571900,1.73,5.79,22
26163572100,2.25,5.94,24
26163572700,3.47,9.67,26
26163573000,1.4,4.21,24
26163573300,4.41,10.46,34
26075006900,0.81,2.79,2
26049012009,9.37,19.11,3
26163512400,2.95,7.81,27
26163513300,3.23,9.88,18
26163513900,4.93,12.79,24
26163514300,5.32,10.34,28
26163515400,4.08,11.13,26
26163515900,3.79,9.35,35
26163516400,3.11,10.07,26
26163583000,3.11,7.61,29
26163583300,2.03,7.05,26
26163583600,1.47,6.18,23
26163522000,2.24,6.89,34
26163522300,1.33,4.09,34
26163583900,1.01,6.12,20
26163584400,2.95,8.13,17
26163584800,4.46,8.01,10
26163506300,1.67,3.47,27
26163506500,2.15,6.02,27
26163506600,2.05,5.52,27
26163507100,2.27,7.92,27
26163507300,2.42,8.98,31
26163575000,2.58,6.84,25
26163575400,1.18,5.54,25
26163576000,0.95,4.73,26
26163576300,3.75,9.13,23
26163576600,3.69,8.39,20
26163577300,2.32,5.89,22
26163577800,2.8,5.77,20
26049012100,10.72,21.7,3
26049012907,8.98,17.1,4
26049013202,9.01,17.86,4
26163507400,1.47,6.17,30
26163508000,2.48,9.36,30
26163578500,2.48,6.21,28
26049013401,9.2,27.45,5
26011970100,20.43,42.34,0
26065005202,5.33,11.45,7
26125127100,14.57,25.14,6
26125127300,10.94,18.82,7
26125127700,8.45,16.1,6
26125128100,12.58,24.08,6
26053950100,37.24,71.5,0
26053950200,25.4,28.04,1
26065005303,3.17,6.92,7
26065005304,2.81,5.76,7
26065005600,9.88,14.98,6
26065006002,18.86,36.46,0
26125137400,3.5,6.88,12
26125138100,6.96,16.71,5
26125138600,4.55,11.99,7
26017285400,6.3,13.31,11
26017285900,4.6,8.08,10
26009960500,18.11,33.59,0
26009960600,23.71,35.23,0
26017281300,2.99,6.53,10
26017285202,6.15,9.76,3
26049011800,11.84,24.04,4
26041970500,9,0,1
26065004901,8.53,15.16,5
26125139400,6.22,13.91,8
26065005002,10.55,19.3,5
26077000202,1.17,5.54,4
26077000500,1.94,6.72,3
26077001100,1.07,4.69,4
26077001300,1.98,7.88,4
26137950200,4.4,10.45,1
26049001200,1.7,4.31,4
26049001400,0.61,2.76,5
26065006001,22.69,42.95,0
26137950600,11.75,20.89,1
26139020501,5.2,12.76,4
26139020504,5.22,9.82,4
26139020900,1.63,3.1,4
26163554300,2.68,8.14,28
26163554600,3.95,10.89,27
26163554800,5.69,11.87,26
26163555500,3.36,8.59,23
26163556200,1.93,5.86,17
26163556400,3.78,9.52,13
26161412700,2.33,9.84,8
26161413000,3.12,7.29,9
26161414000,1.33,8.93,5
26161414700,4.78,10.91,6
26161414900,5.03,9.2,6
26161415400,6.21,13.54,5
26145012200,19.45,30.34,0
26163544300,4.88,8.1,32
26075006500,14.85,19.84,3
26075006803,19.08,33.82,0
26017286500,1.54,2.54,12
26017990000,8.44,17.67,3
26019000300,6.7,12.82,1
26021000300,4.35,7.96,4
26021000800,1.68,3.52,3
26021001300,3.26,10.15,3
26125191100,0.9,5.79,10
26125191300,3.5,11.34,11
26125192700,3.79,8.54,11
26139021201,5.04,15.73,1
26139021400,12,18.14,7
26125192800,4.1,10.52,11
26125193400,2.38,8.97,13
26125193700,1.62,5.21,18
26125194200,2.5,10.22,13
26125194500,4.76,11.64,13
26125196200,3.38,5.37,28
26125196500,6.49,11.42,26
26125196800,5.82,12.24,29
26125197100,3.64,6.69,31
26125197300,3.93,9.38,31
26125197600,4.33,9.26,30
26163545600,4.67,9.8,27
26145012400,22.24,42.11,0
26161406000,3.11,4.07,7
26161407600,3.02,7.47,7
26123970500,0.85,0,1
26163533000,0.92,3.21,34
26163533100,1.25,3.97,33
26163533600,2.77,7.3,34
26163533900,0.51,3.7,34
26163534200,4.1,9.35,33
26163537500,1.43,4.12,31
26123970700,17.98,37.11,0
26123971000,23.35,50.11,0
26145011600,6.48,12.17,8
26163537600,0.87,2.77,32
26163538200,3.7,9.67,28
26163538300,3.72,11.3,29
26163542700,4.57,9.79,32
26163542800,3.94,10.05,32
26163543200,4.52,8.95,32
26125184200,2.45,5.68,31
26125184400,3.08,6.85,34
26125184700,2.55,7.38,35
26157000600,1.24,0,1
26157000700,8.83,14.09,1
26157001100,10.44,35.41,0
26159010300,1.68,3.66,2
26163544100,6.29,12.75,28
26145010600,3.97,8.71,8
26145010800,4.55,10.17,11
26159010400,0.97,0,2
26159011002,6.18,13.85,1
26159011300,11.22,18.33,2
26159011800,3.28,0,2
26161400100,1.24,2.77,6
26081012002,19.69,24.78,6
26139025800,0.69,3.36,2
26017286000,6.2,8.31,10
26157000200,13.47,24.81,1
26157000400,8.74,19.16,2
26153000300,1.13,27.98,1
26163546100,5.44,11.92,27
26125190200,7.46,18.59,2
26093733602,14.68,23.17,1
26093740300,8.35,14.6,2
26125190400,8.91,16.89,7
26163546300,5.28,12.8,27
26163546600,5.76,12.94,27
26163546900,5.05,10.77,31
26163550300,0.7,1.9,22
26163550500,0.64,2.19,20
26163550700,0.88,0,20
26163551300,1.44,6.69,27
26163551400,2.56,7.96,27
26163551700,3.03,10.6,22
26163552200,2.93,8.7,33
26163552800,2.98,9.31,29
26163553400,3.75,7.6,32
26163554100,1.93,5.99,33
26139024400,13.23,27.51,4
26139025200,3.47,8.1,2
26139025500,4.82,11.06,3
26145011901,8.5,14.54,8
26145011902,11.29,23.26,8
26141950200,38.08,48.58,0
26161410500,3.01,6.4,8
26161410900,1.13,2.52,9
26161411000,1.57,3.98,8
26161411200,2.26,6.64,9
26161412300,2.3,5.81,11
26163517500,0.13,0,33
26163518500,2.31,6.61,32
26163520400,0.8,2.65,34
26163520800,2.26,7.27,32
26163521300,2.93,8.89,35
26145000100,2.67,5.78,11
26145000600,0.97,0,11
26145000900,1.99,4.19,11
26145001300,1.33,3.1,11
26145001600,0.87,2.12,11
26145001700,0.17,0,11
26145010100,7.85,12.81,12
26145010302,1.02,0,11
26145010304,1.1,0,11
26145010403,1.72,6.14,8
26081012004,19.04,26.99,6
26119910300,40.09,62.42,0
26121000300,1.16,3.58,4
26081012202,11.93,20.41,7
26081012500,1.93,3.86,7
26081012605,4.36,10.01,7
26099251200,6.14,13.97,25
26099251500,5.34,12.17,26
26099251600,5.31,12.12,25
26099247300,5.78,12.37,11
26099250300,5.04,11.41,26
26099250500,6.55,12.33,26
26099250700,7.61,12.26,26
26163567800,4.22,8.41,14
26123970100,21.51,49.14,0
26123970400,3.62,10.11,1
26139021603,7.81,15.45,8
26163525500,3.58,10.47,34
26163525800,4.42,9.71,35
26163526400,4.09,10.46,33
26163527200,2.79,6.99,34
26163527300,3.11,7.69,34
26163530400,4.13,9.2,34
26163530900,2.96,9.34,33
26163573600,5.64,11.13,33
26163573800,5.55,12.14,29
26163531300,2.27,5.78,34
26163531500,3.24,7.81,34
26163532200,2.04,5.3,34
26163532400,1.01,3.67,34
26093730101,5.59,17.55,1
26093730600,8.67,20.08,1
26163585500,3.03,8.4,21
26163586200,4.96,8.53,20
26163587000,8.72,17.78,9
26163587900,6.61,13.21,12
26163588300,7.29,16.32,8
26163589400,11.77,23.28,1
26155030100,11.71,28.23,1
26155030300,3.39,7.14,1
26123971200,12.24,33.96,0
26125121800,15.26,27.75,3
26125122700,16.13,28.64,3
26125123100,12.45,26.15,1
26125124500,8.94,19.74,4
26125126200,16.25,29.32,1
26125183100,1.21,3.65,28
26125183300,1.09,4.88,29
26125183600,1.44,5.59,29
26099252100,3.46,10.29,22
26155030800,1.95,5.94,1
26155031302,12.71,39.47,0
26155031700,5.74,8.54,1
26163574000,4.19,9.41,34
26163574900,3.23,8.55,25
26081012800,5.95,10,7
26081012901,4.7,8.38,7
26081013000,6.06,11.18,8
26081013300,3.14,5.96,8
26081013801,4.67,6.77,8
26081014200,5.6,7.54,7
26081014501,2.46,7.34,8
26099254000,4.86,11.77,16
26099254200,3.96,8.96,25
26099255100,6.38,11.12,26
26099255600,4.52,7.41,29
26099255900,4.42,8.69,29
26099256400,5.81,9.94,29
26099256700,4.2,9.68,28
26099258200,4.2,9.11,28
26099258500,3.59,10.37,25
26099258600,4.07,11.72,24
26163540100,1.62,4.83,35
26163540400,1.8,3.03,33
26163540600,3.53,7.1,31
26163541200,4.03,8.05,31
26125183800,1.19,3.01,30
26163538800,1.86,5.03,31
26163539000,3.03,7.87,29
26163539300,1.48,3.54,33
26163539600,0.9,2.46,32
26161444000,7.79,21.12,1
26149040900,8.51,11.13,1
26149041000,18.73,28.73,1
26163556800,3.82,8.34,21
26163557000,2.46,7.42,26
26163557300,3.21,6.54,23
26163558100,4.46,9.04,24
26163558300,3.04,8.14,24
26163558700,4.18,8.9,23
26163559100,3.2,8.5,22
26163560400,3.12,10.69,15
26163561600,2.83,9.18,18
26163562700,5.11,13.04,16
26139022002,12.03,22.09,3
26139022105,4.51,10.23,2
26161404500,3.48,7.59,6
26161405400,2.83,7.85,5
26139022108,4.83,12.05,2
26139022206,4.92,12.09,2
26139023001,7.84,17.52,9
26139023200,17.88,30.11,0
26139023600,7.92,18.36,8
26161453000,6.5,12.44,6
26161455000,9.7,15.79,4
26161464000,11.01,15.88,9
26163503200,1.72,6.82,27
26163503500,2.16,5.86,27
26163504200,4.07,9.24,27
26163562800,3.63,10.12,18
26087340000,22.54,29.17,1
26087342000,14.03,27.5,1
26099215000,12.22,27.33,2
26099217000,16.34,23.78,3
26099218000,14.03,19.94,4
26099220002,11.51,19.5,4
26163565100,5.89,11.39,13
26163565200,4.79,10.12,18
26163565900,2.89,6.9,10
26163566500,1.9,4.43,12
26163566800,0.41,0,11
26117970100,17.18,25.9,1
26149040500,0.66,0,2
26147635000,3.84,11.18,2
26099222102,9.73,16.52,5
26099223500,8.53,13.31,6
26099223800,8.16,13.41,7
26099224200,3.65,9.86,9
26099224500,1.9,5.75,14
26161402300,1.75,0,6
26161402600,1.18,4.36,6
26165380500,0.6,2.73,1
26163523100,3.89,12.95,32
26163504900,1.56,3.72,28
26163505200,2.9,5.65,25
26161402700,2.72,7.6,6
26161403200,2.48,7.94,6
26161403800,2.42,10.21,5
26161404100,2.79,6.9,6
26161404300,3.31,8.71,6
26065002101,1.11,3.49,7
26065002300,0.7,2.73,7
26161420000,7.42,14.24,8
26161421100,14.78,21.68,3
26161422900,9.05,24.13,3
26161423600,11.99,20.15,5
26161431000,14.09,26.42,2
26143970100,20.15,26.96,1
26143970600,24.49,42.77,0
26143970700,28.74,38.42,0
26163567100,1.53,5.93,22
26163567400,4.47,9.47,17
26147637200,5.42,7.64,3
26147640100,6.85,18.07,3
26147641000,5.57,15.53,2
26147643000,2.08,0,2
26147646000,14.59,22.98,1
26039960500,9.79,24.33,1
26041970300,26.09,37.41,0
26041971000,2.08,15.2,1
26025004000,2.65,4.67,3
26027001500,4.82,9.53,9
26065002902,2.47,8.2,6
26065003103,2.15,5.16,6
26055550600,12.36,19.65,1
26055551300,4.11,8.28,1
26027002000,6.12,24.02,1
26059050600,11.13,24.93,1
26059050800,0.56,0,1
26059050900,3.99,9.82,1
26059051100,16.2,33.79,0
26125150000,3.34,11.13,26
26125150200,2.74,9.14,17
26125150500,5.61,12.09,28
26125151000,5.15,12.41,21
26125157000,5.23,12.25,18
26065003500,2.17,6.64,7
26065003602,2.37,6.54,7
26065003902,4.93,10.04,5
26065004301,5.36,10.18,5
26065004491,4.28,9.3,5
26065004494,5,10.67,5
26125161400,2.16,7.13,32
26125161800,0.86,0,31
26125162100,0.51,2.6,32
26125165000,3.3,5.89,19
26125165200,5.61,10.27,14
26125166200,2.13,9.35,18
26125166800,3.26,7.57,21
26125157200,2.03,8.3,13
26125157700,1.24,7.8,17
26125158000,4.53,10.15,30
26125158200,1.72,5.33,31
26125159000,5.56,10.81,33
26073000800,3.47,10.32,3
26073000900,9.43,10.43,3
26073940500,1.35,5.16,3
26075000100,2.44,6.37,2
26075000500,2.22,5.42,2
26075001000,1.68,5.34,2
26061001000,24.3,48.04,0
26063950400,13.7,32.84,0
26029001500,1.6,13.14,2
26031960100,25.27,30.18,0
26031960300,33.66,40.49,0
26063950500,8.55,17.33,1
26125173500,3.05,9.67,31
26125175100,1.69,5.48,35
26125180100,3.07,7.93,29
26125181000,1.58,4.03,33
26055550300,20.69,33.41,0
26047970200,19.42,29.13,1
26103001600,6.59,8.45,2
26103001800,2.97,4.26,2
26103002100,1.99,0,2
26049001500,0.28,0,5
26049001700,4.71,9.3,4
26153000100,33.03,80.07,0
26125128300,8.65,17.48,8
26021020100,10.31,20.59,2
26021020500,2.31,4.39,8
26021021100,4.54,10.37,10
26043950400,1.52,0,2
26049010812,2.04,6.31,4
26049010813,4.27,7.58,4
26049011101,2.4,12.21,4
26049011209,3.86,13.41,4
26049011212,5.91,14.08,4
26049011301,5.09,14.2,4
26049011502,6.9,14.27,5
26049011503,8.26,14.79,5
26049011508,5.69,12.38,5
26049011712,11.83,21.88,4
26125170100,0.82,4.75,30
26125171100,2.96,9.2,31
26125171400,1.17,5.61,34
26125172400,1.91,6.68,34
26125173300,3.58,9.23,27
26045021100,9.36,21.97,1
26045021401,9.46,14.52,7
26045021402,9.81,15.99,7
26043950700,3.1,5.19,2
26045020202,4.68,9.31,7
26045020402,11.1,22.23,6
26045020403,12.37,18.79,6
26045020500,14.94,34.19,0
26045020602,7.77,15.59,1
26049011713,10.85,14.63,5
26053950600,4.98,9.22,1
26055550102,16.03,26.56,2
26065002800,1.33,3.86,7
26163541400,4.03,7.78,32
26149041102,4.07,14.49,1
26069000500,4.29,0,1
26163542200,2.21,5.88,30
26149041300,13.48,19.7,2
26149041400,14.1,18.15,2
26151970300,13.63,31.39,0
26077001503,3.08,7.93,4
26077001506,4.11,10.86,4
26077001601,3.82,9.99,4
26077001801,2.58,5.7,4
26125140302,6.59,10.38,11
26125141100,4.15,10.47,9
26125141300,3.04,8.82,9
26125141600,0.98,4.32,14
26125131800,11.82,18.99,2
26125132600,5.56,8.45,3
26125133100,2.16,9.75,9
26125134300,1.47,9.75,8
26125134500,4.04,10.51,13
26125134900,4.82,11.3,12
26125135100,2.52,0,10
26125135300,2.21,9.09,5
26125136102,3,10.54,9
26057000900,20.63,28.42,1
26059050400,9.26,20.17,2
26025002300,5.32,10.42,3
26125136600,3.75,11.25,13
26043950200,14.64,30.87,0
26061000400,5.49,19.35,2
26061000500,4.69,0,2
26161410200,1.45,6.7,8
26163545100,4.4,10.7,31
26055551400,1.22,0,1
26057000100,8.6,22.83,1
26057000600,2.22,4.46,2
26057000800,7.46,19.52,1
26063951200,7.4,0,1
26065000600,0.84,2.85,7
26065001200,0.97,1.65,7
26125145900,2.19,7.13,12
26151970500,15.51,23.3,2
26151970800,23.33,39.39,0
26151971100,13.06,32.48,0
26125197702,3.16,10.26,29
26127010300,4.99,0,1
26135970202,48.31,60.05,0
26161400400,1.72,3.79,6
26161400600,1.98,4.66,6
26145011200,12.53,21.89,8
26075005100,5.76,11.5,2
26075005200,6.98,12.47,2
26075005302,5.25,9.89,2
26075005600,6.47,10.51,2
26075006000,6.12,9.8,3
26075006100,6.17,10.04,2
26075006301,12.66,23.04,2
26075006401,17.39,26.27,2
26077006103,16.68,28.45,2
26105950100,18.89,41.57,0
26105950300,4.17,9.05,1
26107960200,17.37,36.67,0
26107960300,9.27,22.5,1
26101000100,27.14,48.86,0
26099262500,2.6,8.41,29
26099263200,2.32,5.58,29
26099263400,2.49,5.69,30
26099263700,1.9,4.04,30
26099267600,2.07,5.02,29
26099268300,2.36,7.83,28
26099268400,2.69,7.27,29
26101000600,21.4,47.07,0
26109960100,31.78,39.29,0
26101000300,13.85,20.72,1
26101000500,17.58,46.29,0
26109960400,22.38,26.21,1
26109960700,4.43,8.28,2
26099982100,3.39,11.83,8
26111290500,4.66,13.69,3
26111291000,1.4,6.31,4
26111291102,5.56,14.47,1
26111291400,17.72,34.44,0
26125142300,1.59,4.19,14
26125142600,0.94,0,17
26125143500,5.94,12.6,8
26081001800,4.66,7.85,7
26103000400,0.47,0,2
26103000600,2.29,4.92,2
26103000700,2.53,4.31,2
26103001200,21.92,19.12,1
26081011801,5.13,8.15,7
26081011902,7.52,16.89,7
26077002700,8.92,14.9,4
26077002801,7.24,16,3
26077002905,7.7,14.38,4
26077003003,12.03,26.17,2
26077003302,10.86,20.87,2
26113960100,27.78,49.03,0
26113960300,11.15,21.79,1
26113960400,27.08,43.63,0
26087336000,7.46,15.97,4
26087337000,1.97,0,2
26087339500,17.42,23.75,1
26021021400,7.25,9.46,3
26023950300,14.69,19.54,1
26023950900,6.48,15.04,1
26093713700,10.53,23.11,2
26093722100,11.56,20.75,1
26093725100,1.14,5.39,2
26081012608,6.47,12.66,7
26099225701,2.49,8.22,17
26099227300,2.8,7.17,16
26099228100,4.03,9.21,17
26081001900,1.56,4.15,8
26099230200,3.23,9.62,15
26021001600,6.39,14.5,3
26021001800,7.27,9.36,4
26037010902,9.38,20.97,4
26037011101,11.8,21.95,5
26037011200,4.95,12.12,6
26125128400,9.43,17.99,7
26081002300,1.55,4.23,7
26125160600,2.82,7.66,30
26125160800,3.14,9.6,31
26125161100,1.69,6.13,31
26041971100,1.73,14.96,1
26093720100,15.28,33.27,0
26047970400,6.41,16.72,1
26047970800,2.45,0,2
26005032000,4.67,0,4
26005032402,5.98,10.77,2
26007000400,2.02,11,1
26007000700,5.73,14.45,1
26125128900,7.81,20.32,6
26125130000,8.38,15.86,7
26125130200,8.49,17.17,3
26125130300,3.92,15.03,3
26125131400,8.97,16.45,3
26125131500,10.32,18.41,3
26037010802,0.87,0,3
26055550400,12.85,17.53,1
26045021001,0.77,1.94,7
26099230900,4.73,10.91,17
26099231000,4.17,10.84,19
26023951100,12.1,26.09,1
26023951200,14.17,23.27,2
26025000200,0.87,6.26,4
26025000700,2.04,9.64,4
26025000800,1.57,4.79,4
26025001000,1.98,3.9,4
26025001300,3.97,5.92,6
26125166900,3.82,6.82,22
26125167300,1.99,6,16
26099225200,7.35,15.89,9
26099225500,5.34,15.92,13
26099242000,0.31,0,11
26099242500,1.23,6.28,11
26099244000,2.37,8.29,11
26099245200,0.77,6.25,13
26099245400,1.46,3.43,14
26099247200,3.32,10.15,13
26025001500,7.39,10.94,6
26025001800,6.66,12.47,6
26025002000,7.05,11.95,4
26033970300,0.53,0,1
26099231200,5.66,12.8,20
26099231500,4.57,8.12,28
26099231800,5.06,11.11,21
26031960600,22.98,41.71,0
26025003800,2.19,5.35,5
26021001900,8.68,14.16,4
26021002300,6.35,13.33,2
26021010100,8.68,17.55,3
26021010300,1.03,0,4
26049001800,5.16,9.69,4
26049002400,4.65,10.19,5
26049002700,4.3,8.76,5
26049003000,2.85,7.04,5
26049003400,4.53,12.79,5
26049003700,1.48,3.25,5
26049003800,2.52,6.55,5
26071000400,5.98,10.85,1
26073000400,4.42,8.22,3
26073000600,0.97,4.59,3
26027002100,8.59,20.25,1
26029000100,18.32,31.46,0
26031960800,26.77,29.01,1
26021010400,6.9,12.95,2
26021011100,14.9,23.54,2
26025002500,4.97,18.12,3
26025002800,20.06,36.96,0
26025003000,12.09,28.4,1
26025003300,12.77,21.82,3
26025003600,12.84,17.98,3
26005030901,8.12,18.78,1
26005031000,12.07,34.92,0
26125167800,2.33,9.81,17
26125168400,6.11,10.2,14
26125168800,4.85,11.91,16
26029000800,6.65,22.6,1
26029001300,16.37,24.76,1
26049010110,14.94,21.36,4
26049010202,13.88,25.65,3
26049010304,5.88,12.91,4
26049010502,5.85,13.07,4
26049010604,9.24,19.57,3
26049010610,11.17,22.25,3
26005031300,9.82,13.79,2
26005031900,2.45,8.93,4
26033970500,3.91,6.92,1
26033970800,32.63,27.09,1
26037010300,9.26,16.18,6
26037010500,11.4,21.25,1
26021011200,20.74,29.24,1
26021011600,15.55,38.21,0
26093710700,17.41,32.46,0
26093712101,4.91,14.77,1
26093713300,12.06,23.77,2
26099232000,5.34,10.13,17
26099232400,3.72,10.01,33
26099233000,2.47,6.04,16
26099240400,2.28,7.44,12
26099240800,1.73,8.63,14
26099241200,2.53,9.82,14
26099241400,3.96,11.99,14
26039960300,3.89,12.78,1
26087330000,15.03,30.09,0
26087331000,15.45,39.02,0
26087333500,5.18,12.08,1
26087334500,5.33,17.48,1
26091060100,6.72,12.56,1
26091060800,0.69,0,2
26091061301,2.46,5.08,2
26091061500,1.29,4.04,2
26091061700,5.24,6.83,2
26091062200,15.45,19.73,5
26081003400,1.9,3.28,7
26081003900,2.46,4.64,8
26081004300,3.16,5.02,7
26081011200,6.37,10.23,7
26081011301,7.45,11.53,7
26081011600,7.51,13.29,7
26125144500,5,12.73,7
26125144600,5.04,12.33,8
26125145200,4.54,10.39,10
26125145501,5.74,17.78,7
26055550900,15.56,24.4,1
26107960500,2.14,4.66,2
26107960700,6.14,5.84,2
26107960800,14.81,28,1
26093740500,7.08,19.57,3
26093740900,5.04,12.61,6
26093741602,6.01,18.33,5
26093742202,9.03,17.36,3
26077001802,4.11,7.24,5
26109960200,31.11,50.1,0
26061000700,21.58,32.4,0
26077001905,6.97,14.43,3
26077002101,10.01,19.38,2
26077002102,10.55,20.64,2
26077002202,3.93,6.72,3
26081001600,2.22,4.68,7
26063950200,11.93,29.56,1
26077006701,6.75,16.78,5
26079950200,6.94,18.26,1
26093742401,5.04,8.6,3
26093742500,7.57,19.72,1
26099210000,23.22,37.53,0
26099214000,19.3,25.52,3
26079950300,4.51,0,1
26081000100,4.63,9.13,7
26081000600,4.92,9.15,7
26081000700,3.11,7.16,7
26081001102,1.97,2.12,7
26081001300,1.4,3,7
26081014602,5.71,12.16,7
26081014803,9.99,17.99,7
26081014806,17.4,27.58,3
26085961100,13.26,28.53,1
26085961300,19.6,37.77,0
26099241800,3.85,8.01,14
26081002600,1.99,3.13,7
26081002900,0.48,1.81,7
26081003300,0.97,2.08,7
26093710500,14.79,34.07,0
26089970200,20.01,26.83,1
26089970400,27.33,43.84,0
26089970500,16.97,25.95,1
26021002500,7.11,11.69,2
26081011403,8.7,15.06,7
26081011901,10.06,24.55,6
26081013400,4.94,8.38,8
26081014502,1.47,0,8
26085960100,31.05,61.42,0
26067031900,1.05,0,1
26021021300,3.01,9.41,3
26023951500,1.53,3.71,1
26025003200,12.81,21.47,1
26027001200,9.99,18.95,7
26029000900,11.39,34.06,0
26081001700,3.05,6.62,7
26063950300,14.63,19.43,1
26081010101,14.59,33.35,0
26059051200,14.72,36.77,0
26081010401,18.78,25.72,4
26081010802,7.28,13.29,2
26091061900,19.16,29.66,1
26093724002,5.08,15.04,1
26093733601,12.66,30.13,0
26093743400,11.4,28.92,1
26065001000,1.39,2.6,7
26065003200,2.7,6.59,6
26065005401,5.58,10.71,7
26065006301,12.55,20.25,6
26065980300,23.07,39.02,0
26093743900,14.49,32.53,0
26087334000,4.05,9.47,1
26035000600,1.44,0,2
26037010104,8.15,13.38,6
26037010901,1.33,3.96,5
26043950300,8.57,14,2
26045021002,1.47,5.24,7
26049002800,1.16,3.81,5
26049010503,9.46,20.07,3
26077002802,6.81,10.02,4
26073000200,18.78,40.3,0
26073940600,9.09,13.05,2
26075006303,15.88,26.56,2
26077000201,0.59,3.49,5
26099231900,5.05,11.3,18
26099240700,2.4,9.73,13
26099247400,4.98,10.31,13
26099251900,3.65,9.44,24
26099256800,3.58,8.55,29
26099260700,3.6,10.11,32
26099262200,2.14,8.16,34
26099982000,5.94,12.82,20
26103000300,1.42,3.39,2
26091060301,10.04,16.99,2
26017280400,0.81,2.79,12
26121001300,1.34,4.57,4
26077005502,1.37,0,4
26107981300,0.83,2.72,2
26111290600,6.21,12.75,9
26115830800,18.39,23.95,7
26115832100,1.61,5.16,2
26117970500,10.56,23.78,1
26047970300,16.1,32.04,0
26003000300,22.51,45.19,0
26005030902,15.68,20.91,2
26041970200,29.57,29.83,1
26007000100,20.91,48.23,0
26015010700,13.38,24.74,4
26017285300,7.91,11.12,8
26129950400,16.75,14.03,1
26011970400,18.17,27.78,1
26155031301,20.08,45.21,0
26157000500,11.59,23.98,1
26159010500,2.38,8.92,1
26161400200,0.3,0,6
26161405100,4.21,10.35,5
26161410300,1.91,4.45,8
26051000200,16.45,27.8,1
26053950500,3.94,11.41,1
26163574600,3.63,8.15,24
26163575600,0.19,0,30
26163577400,1.89,4.82,20
26163581100,4.67,10.33,18
26163584700,4.17,7.15,18
26163588200,6.43,13.49,12
26163592000,5.15,10.31,8
26145010501,3.15,5.52,11
26145011800,7.71,8.2,8
26145012900,19.24,29.28,2
26049012503,13.1,20.62,3
26049012702,8.05,15.89,4
26049012802,11.78,21.17,4
26049013111,9.74,20.93,4
26031960700,39.1,44.6,0
26093744800,5.31,17.23,6
26099214500,16.66,28.26,1
26099224400,3.42,8.91,9
26099226100,8.47,13.56,9
26021000900,1.48,4.47,3
26049010912,4.4,10.61,4
26049011714,10.72,17.59,4
26103002500,24.15,34.11,0
26107960600,1.65,0,2
26115830300,10.75,18.4,6
26125167000,5.17,8.94,22
26125171200,2.82,7.95,31
26125180300,2.73,7.38,29
26125191000,0.61,6.37,10
26097950200,28.84,43.09,0
26099231400,4.99,8.97,28
26099240500,3.52,7.12,17
26119910200,29.89,69.26,0
26099245000,1.27,2.84,14
26099252200,4.21,13.23,22
26099260200,1.88,6.11,29
26099261600,1.88,3.88,29
26099262900,3.68,8.51,29
26103000500,0.54,3.27,2
26121000900,3.87,10.21,4
26121001600,7.84,21.49,3
26121002900,14.25,30.55,0
26163595000,3.49,8.41,15
26163596300,4.08,13.2,7
26163985600,3.78,16.15,15
26165380800,2.46,7.02,1
26137950300,1.34,0,1
26139021000,0.3,0,4
26139022107,4.86,10.31,2
26139024300,16.19,27.22,5
26145001800,0.1,0,11
26081000300,3.11,5.13,7
26157001000,13.46,25.07,1
26159012000,13.69,22.39,3
26161403600,2.3,7.46,6
26163518600,2.03,6.12,30
26163522200,2.16,6.77,34
26163525400,3.35,8.59,34
26163532700,0.9,3.47,33
26163536500,3.87,9.37,34
26163582000,3.13,10.18,16
26149040300,1.68,0,1
26125120000,15.3,27.36,1
26125124000,5.85,17.41,4
26125129000,11.75,20,6
26125131600,13.23,21.79,2
26125134000,2.59,8.57,10
26125184100,3.22,8.94,29
26123970600,7.02,15.84,1
26125122400,17.66,26.66,5
26125130400,5.78,19.94,7
26125134400,2.73,8.1,11
26125140700,4.28,8.47,13
26125142700,0.73,0,20
26125145700,3.63,7.98,10
26125156000,4.2,8.9,18
26125160700,3.89,10.08,31
26069000200,8.17,23.33,1
26091061400,0.69,0,2
26093731100,11.55,30.78,0
26093742402,5.65,10.52,3
26093743500,14.15,29.63,1
26093744600,7.37,21.19,5
26099223900,6.29,14.46,7
26147652100,18.75,33,0
26147657200,28.24,33.85,0
26161407000,5.18,0,7
26161415600,7.41,14.61,5
26161446200,0.92,4.01,4
26163501100,3.18,7.73,27
26163501700,1.48,3.13,23
26163507200,2.93,8.86,27
26163511400,2.15,6.48,34
26125168600,4.95,10.7,12
26111291200,5.3,10.36,3
26147633200,11.99,23.64,2
26155031401,10.82,32.55,0
26139020400,10.26,15.84,4
26045021201,6.09,13.79,5
26161448000,4.45,10.18,6
26163577200,1.53,4.43,22
26137950400,15.96,30.92,0
26093722500,10.42,22.38,1
26099222800,7.36,12.43,7
26099247500,3.87,6.86,14
26099262300,0.77,6.89,34
26139021100,3.51,9.27,4
26081001101,1.16,0,7
26001970100,33.11,64.02,0
26005031100,1.87,5.31,2
26017280900,3.56,7.24,11
26009960300,27.12,48.67,0
26163531200,1.59,4.75,34
26103002400,21.21,37.39,0
26019000200,17.39,25.47,1
26145012700,16.66,28.97,1
26021001000,0.2,0,3
26125193500,3.4,11.23,11
26125196000,1.11,0,27
