"GEOID","minDisHosp","timeDrive","countDrive"
6083002707,0.93,3.42,3
6079010204,5.67,14.85,2
6079010503,15.86,19.55,3
6079010602,12.94,17.62,3
6079010703,10.97,21.06,3
6073018513,2.62,6.95,5
6085505001,5.96,12.74,22
6085505006,5.67,12.13,23
6085501600,3.17,5.68,18
6099003001,3.23,7.68,11
6099003605,1.67,6.05,8
6099003802,2.62,7.57,8
6099003907,0.39,0,8
6101050102,0.56,0,6
6101050401,2.31,5.85,5
6101050504,4.94,8.71,5
6075026301,1.36,4.71,33
6073016000,1.93,7.89,24
6073016202,3.09,7.85,27
6073016504,3.44,9.68,28
6073016607,0.93,3.86,27
6073016701,2.2,11.39,19
6075047902,0.28,2.07,22
6085504802,5.63,9.66,25
6107002400,5.07,6.82,5
6107002800,11.76,15.44,5
6037910002,16.89,24.55,2
6037910202,4.39,10.71,2
6065030800,1.15,3.27,29
6065031001,1.34,3.45,29
6065031502,1.09,3.15,28
6065031703,1.45,4.56,27
6101051000,9.84,16.26,5
6085508203,1.88,7.44,20
6065041806,2.23,5.57,18
6065041808,1.53,5.46,14
6065041904,4.65,9.22,33
6099001601,2.12,5.05,12
6099001800,0.48,0,13
6099001900,1.5,4.57,12
6083002932,11.73,17.75,4
6079011902,0.7,4.17,5
6085506604,1.99,7.82,18
6085506703,0.25,0,16
6085506900,1.84,5.6,13
6065040101,3.76,7.59,31
6065040302,4.18,13.76,20
6087110400,2.51,5.74,4
6087120200,16.64,34.05,0
6037980006,1.61,5.38,69
6037980008,2.32,4.7,55
6037980020,6.09,11.41,51
6037980022,2.42,6.16,41
6077001400,0.98,2.61,8
6077002300,3.25,5.33,9
6077002503,3.25,7.65,9
6077002504,3.33,7.86,9
6083002914,1.35,5.5,4
6099002002,2.43,8.01,11
6099002004,1.88,4.94,12
6073008347,5.64,14.89,30
6073008352,6.83,13.45,30
6073008357,6.75,11.45,30
6073008362,1.37,5.03,28
6065044518,11.84,19.28,3
6067000500,1.23,2.93,20
6067000700,2.27,3.48,21
6067001700,0.94,0,20
6067002200,2.87,6.82,19
6107004300,9.63,12.46,1
6107004500,13.58,20.33,2
6111000200,10.69,23.06,2
6065041301,1.92,5.28,16
6065042739,3.58,6.64,8
6071007904,5.42,12.53,16
6071008401,4.61,8.6,20
6037910707,4.5,11.34,2
6037910716,5.73,16.56,2
6037910807,9.95,21.07,8
6037910809,7.6,22.56,7
6037911001,24.87,35.24,0
6083002922,3.25,6.72,4
6067006101,2.14,5.6,21
6067006201,1.84,4.65,20
6087100900,1.18,5.28,4
6091010000,20.57,0,1
6093000500,47.73,155.55,0
6095250103,1.67,3.78,13
6095250105,1.61,4.89,13
6095250604,4.69,9.63,13
6095251200,1.4,2.48,13
6095251701,1.26,3.08,13
6095251803,1.62,4.84,14
6067002400,2.75,6.03,19
6073010014,4.46,9.93,23
6073010107,2.81,8.88,23
6073010502,3.85,10.21,23
6073010800,1.01,3.19,28
6075032902,2.35,9.32,25
6075033204,3.06,7.18,30
6075042700,1.16,3.98,29
6085505009,7.6,14.12,24
6085505202,3.99,7.43,21
6085505301,2.99,7.09,22
6085505303,3.13,9.4,21
6073008365,6.3,11.14,25
6073008506,3,8.12,30
6073008510,0.61,2.94,30
6073008800,1.29,3.94,29
6107000600,14.65,23.92,3
6107000800,9.65,17.2,4
6037920026,10.88,20.92,3
6037920031,4.7,18.28,11
6067005502,2.35,4.49,20
6067005605,0.85,2.4,20
6067005702,1.89,4.86,21
6087120400,15.96,34.61,0
6095252313,4.09,7.69,8
6037670202,2.06,6.98,31
6037670411,3.14,9.28,24
6037670416,6.23,16.46,15
6037700200,1.73,5.14,67
6037700501,1.07,4.3,62
6037900102,27.93,51.51,0
6107001400,11.95,15.58,5
6075061000,3.13,7.73,34
6075980401,35.38,74.94,0
6075980900,1.47,4.31,37
6077001000,3.33,7.8,8
6077001200,1.16,3.3,8
6071003509,3.06,6.7,24
6071003607,1.86,4.02,26
6071003804,1.86,5.02,21
6037127104,1.18,3.09,57
6037134305,2.24,7.05,20
6071009908,4.07,8.46,3
6071009911,4.53,9.19,3
6071010004,2.55,9.48,3
6073020801,9.36,21.48,2
6081608502,1.17,3.5,19
6081609000,2.04,7.7,15
6103000400,10.47,13.29,1
6103000600,4.02,7.21,1
6103000900,21.07,25.45,4
6071004101,3.39,7.79,18
6079010901,2.07,5.54,5
6079011501,3.31,7.47,5
6085502906,3.15,8.29,13
6085503110,2.54,7.13,17
6085503112,3.19,6.89,18
6085503116,4.95,11.58,13
6085503211,4.54,8.05,17
6085503306,3.27,7.6,17
6085503313,5.69,11.11,12
6085503330,5.75,13.19,12
6073017030,4.74,11.8,12
6073017032,2.36,9.26,19
6073017043,5.61,11.33,29
6073020706,3.27,8.89,5
6073017304,4.36,10.7,22
6073017401,1.32,4.83,17
6073017404,1.64,5.88,17
6067006600,3.9,8.54,20
6067007010,4.57,8.29,19
6099000908,1.33,3.19,12
6059042315,2.1,6.73,17
6059042324,0.97,5.31,8
6059042326,3.12,10.11,17
6059042329,3.25,8.71,18
6099002901,14.92,20.03,6
6073009705,1.28,5.09,29
6073009805,3.44,7.97,29
6085503333,4.63,8.7,12
6085503506,2.21,4.24,18
6073004800,1.66,5.02,29
6073004900,2.07,4.78,29
6073005100,1.26,5.71,29
6073005300,1.45,5.87,29
6075015700,0.44,0,34
6073021206,15.48,25.73,5
6067007015,8.75,11.43,18
6039000201,15.05,21.78,2
6039000502,0.93,0,8
6039000503,9.2,12.07,2
6085502603,2.22,3.4,16
6085502901,1.75,4.65,14
6037920044,4.68,10.12,4
6095252314,1.56,5.65,8
6095252401,1.04,3.98,8
6073012502,1.9,2.94,28
6073012700,0.13,0,28
6077003110,3.45,7.65,7
6077003111,2.83,7.25,8
6077003112,3.62,9.72,8
6077003114,4.33,9.63,8
6077003208,6.97,14.1,6
6077003210,6.1,12.65,6
6077003217,5.96,10.91,7
6077003312,1.82,4.92,8
6077003406,4.28,9.09,8
6077003601,4.9,9.46,8
6073021303,8.56,25.3,6
6075010400,0.6,3.08,37
6075010900,0.79,2.03,38
6081613400,5.63,13.99,14
6095252402,3.53,5.48,9
6095252605,0.64,2.6,8
6095252606,1.29,4.59,8
6095252610,2.94,6.29,8
6095252704,2.64,6.48,8
6095252706,4.68,10.21,8
6095252910,1.47,5.76,3
6071008901,28.42,28.36,2
6081600100,3.08,9.43,32
6085501900,0.8,4.26,20
6085502201,0.69,0,20
6055201200,6.61,11.79,7
6055201401,6.23,19.5,2
6073009902,1.54,3.62,27
6107003300,8.28,10.98,3
6107003501,4.53,6.54,2
6107004101,0.9,4.83,2
6071002110,1.08,0,30
6071002301,4.39,8.57,22
6071002401,3.7,8.87,29
6037311000,2.55,6.18,64
6037408624,5.24,8.95,66
6037980031,2.92,11.9,31
6037990300,4.91,10.82,33
6039000106,26.46,41.63,0
6059021815,3.86,10.93,27
6059021822,3.87,10.61,32
6059021823,4.36,10.47,30
6073020022,3.97,12.94,5
6073020029,4.92,12.26,5
6073020108,1.27,4.38,6
6073020210,2.91,6.44,4
6073020214,0.65,3.61,6
6073020305,2.49,8.87,6
6107001701,0.51,0,6
6073016802,9.06,18.66,8
6077005122,2.07,5.11,15
6085500800,2.14,4.46,21
6085501102,2.34,6.55,19
6085508703,2.98,7.47,22
6085508800,4.06,10.77,24
6085509102,3.45,8.14,24
6085509304,3.26,9.08,23
6085509802,0.83,3.79,22
6085509902,0.56,5.04,20
6059032035,4.96,14.5,19
6059032042,10.24,20.59,10
6059032045,4.93,12.33,12
6059032050,8.52,17.65,16
6077005131,4.59,12.75,9
6077005209,3.18,9.13,4
6077005303,0.33,0,9
6077005405,1.36,4.69,7
6037535701,2.55,6.16,89
6037536000,2.25,5.71,94
6037536104,1.91,4.37,94
6037540201,1.16,3.06,92
6037540600,0.68,2.94,90
6037540800,0.94,2.91,92
6057000104,6.78,11.15,2
6065041403,0.84,7.17,19
6065041500,2.7,4.01,19
6065042709,3.34,7.14,10
6065042714,7.14,15.79,6
6065044104,5.23,10.82,1
6065044300,4.79,7.01,7
6065044505,4.98,9.08,5
6065044516,9.6,20.81,3
6065044517,11.98,19.33,1
6029005103,7.14,14.54,10
6029005300,8.05,5.1,2
6029005507,33.43,41.09,0
6029005802,14.38,19.13,2
6057000300,6.24,13.51,1
6057001204,4.29,16.15,1
6073015502,10.55,23.39,6
6085510100,2.5,7.05,20
6085510900,2.07,7.63,20
6065044911,5.84,10.45,5
6065044915,5.42,12.43,5
6065044921,2.83,6.02,5
6065044926,5.38,11.21,5
6065045109,6.84,14.46,4
6059099220,4.01,7.76,33
6059099223,2.47,5.83,53
6059099229,0.85,0,54
6059099242,1.4,3.61,51
6059099244,3.25,5.64,38
6059099305,2.02,6.41,39
6059099402,0.81,3.34,47
6037431002,0.63,5.03,52
6037431501,2.96,7.42,65
6029006003,2.41,6.78,1
6037310701,2.62,7.72,64
6033000300,6.73,0,1
6033000701,4.87,10.42,1
6033000801,0.78,7.14,1
6085511100,2.3,8.11,25
6085511500,1.75,5.58,20
6085511704,3.85,10.64,18
6037534302,2.83,9.04,80
6037534403,2.58,5.82,86
6037534406,3.23,7.61,90
6037534501,2.14,4.66,89
6065045124,7.39,12.66,4
6065045222,3.5,7.83,4
6041105000,4.79,9.54,6
6041106002,3.37,7.04,5
6059032053,5.69,12.58,12
6059032058,2.14,9.54,12
6059042109,10.69,18.71,9
6059042206,7.41,13.71,9
6065045114,5.7,11.89,5
6065045122,6.06,9.74,4
6067004502,3.97,7.21,17
6067004602,3.05,8.58,18
6037920106,9.14,17.81,1
6037920109,4.91,9.05,4
6037920303,8.03,17.42,18
6037920313,2.2,9.11,15
6037920331,0.59,4.75,11
6019003103,4.45,9.42,12
6019004409,2.19,5.07,13
6037127805,0.44,2.48,58
6037224420,0.89,2.8,97
6065045226,1.16,5.71,4
6065045304,3.41,7.1,5
6065045703,4.76,10.91,4
6065045900,8.79,13,1
6065046200,1.12,2.8,1
6065046602,3.32,8.02,16
6037910502,3.02,8.34,2
6065044807,7.66,12.14,3
6059021814,2.43,4.96,54
6065043810,4.25,13.95,13
6065043812,4.57,8.61,8
6083001903,1.56,0,1
6083002005,7.94,13.25,1
6083002013,7.24,15.2,1
6083002206,1.04,4.17,2
6083002404,2.32,7.26,2
6099000601,3.74,9.92,13
6037920336,1.6,8.72,12
6037980003,16.79,40.48,0
6059001101,2.89,8.22,58
6059001402,2.43,6.61,60
6085507205,0.92,5.54,14
6085507301,2.68,9.71,18
6085507600,5.81,15.25,18
6085507703,4.88,9.15,20
6075026002,0.35,0,34
6079011600,8.28,19.76,4
6065042717,6.01,15.88,5
6037701100,0.5,0,68
6071001808,0.89,3.69,29
6071001901,1.73,4.86,28
6071002014,3.93,10.28,21
6071002017,4.68,9.91,20
6071002019,3.33,7.58,21
6073006300,1.23,4.89,27
6073020810,18.8,35.91,0
6057000102,9.21,20.38,2
6037910206,5.98,12.45,2
6073005600,0.25,5.18,29
6073005800,1.72,5.17,29
6073006200,1.98,8.81,27
6065042744,8.83,14.63,8
6065043001,8.31,15.65,8
6065043006,10.56,18.06,8
6037104204,4.12,9.84,31
6037104703,1.3,5.09,49
6037106111,2.67,6.78,22
6037106113,2.32,6.77,24
6037106520,1.79,6.5,28
6037106643,4.38,10.84,23
6037106646,2.36,5,40
6079012304,7.54,16.33,2
6079012505,4.37,11.52,5
6059001501,1.23,4.02,57
6059001507,0.67,1.93,55
6059001602,1.77,9.52,47
6059011300,1.51,5.09,59
6059011502,3.26,7.13,61
6059011601,1.13,3.65,65
6067004701,2.86,6.59,17
6067004702,3.62,8.52,18
6067004904,2.26,5.57,17
6067005001,1.69,6.51,16
6067005205,1.72,0,21
6077002800,3.23,11.48,9
6059110302,1.93,5.19,72
6075047701,1.49,5.24,30
6059062647,0.39,0,28
6059062649,3.14,9.28,28
6059062701,2.4,7.66,30
6065043008,13.94,24.63,4
6065043227,0.88,0,6
6065043235,3.79,12.29,8
6059021825,6.34,14.53,28
6059021827,7.79,16.34,30
6073019702,3.36,7.69,5
6073019902,5.2,11.6,5
6073019905,4.66,11.21,5
6073020019,6.7,14.84,5
6081613800,15.76,51.73,0
6059011716,1.41,4.59,52
6059011718,0.66,4.17,43
6071002704,6.67,12.42,19
6071002706,6.38,8.88,21
6071003403,2,3.87,25
6071003505,3.58,6.89,22
6065040814,3.4,7.38,16
6065041201,0.44,0,23
6037541603,1.76,5.47,89
6065042401,4.97,9.7,17
6059021830,5.33,11.84,35
6059021903,2.19,6.69,53
6059021905,4.92,10.78,41
6059021916,3.71,10.25,43
6065044521,13.57,20.35,2
6065044605,2.07,4.18,3
6065044606,6.62,6,3
6073011902,0.25,0,29
6073012200,1.86,8.35,27
6073008312,0.94,0,28
6073008324,4.48,10.75,26
6073008336,4.44,9.46,24
6073008339,0.99,8.3,27
6075011902,0.4,1.72,37
6075012301,0.52,2.56,37
6075012501,0.69,2.7,37
6075013000,0.58,2.29,37
6075013200,0.58,1.54,38
6075013400,0.45,1.95,35
6075013500,0.09,0,37
6075015300,0.16,2.17,35
6083000400,0.84,4.17,4
6083000502,1.11,4.12,4
6097153706,8.81,13.66,7
6037552800,1.3,4.31,100
6085503118,3.82,9.18,15
6065042408,4.29,12.37,21
6065042409,5.42,15.08,22
6065042410,6.1,13.68,20
6065042512,4.26,10.75,21
6037431800,1.83,7.28,55
6037432401,3.28,7.59,69
6037432500,2.83,8.26,69
6037433402,1.13,4.5,80
6037433503,0.69,1.96,79
6037533503,2.33,4.5,88
6039000507,9,13.09,2
6039000509,7.67,23.8,9
6075015500,0.35,0,38
6041122000,3.18,8.11,24
6047001502,1.64,3.15,2
6099001700,1.25,3.44,13
6073013412,2.76,7.52,24
6073013420,1.73,6.79,23
6073013506,5.82,13.22,24
6073013701,2.26,8.9,24
6059063004,1.8,8.91,36
6059063005,1.03,4.56,31
6059063008,2.13,7.72,34
6059063009,1.93,12.25,33
6059063103,1.06,4.62,36
6059063202,0.86,2.59,37
6059063400,0.67,0,34
6059063702,0.62,0,38
6059063807,0.39,0,41
6037402705,1.41,4.03,29
6059110500,2.32,7.04,83
6059021810,0.61,5.35,43
6059021812,2.87,7.7,44
6037119400,1.84,4.41,56
6073013905,4.94,13.38,24
6073014300,2.6,8.12,28
6073014601,1.5,5.91,29
6073014805,0.42,0,29
6073015301,3.39,8.18,24
6073015406,7.53,19.19,10
6077004002,9.12,16.18,6
6077004204,1.26,2.49,6
6037120010,0.46,2.46,47
6037120103,0.84,2.74,52
6037900104,20.72,35.84,0
6037900504,4.22,7.18,2
6037900507,5.12,10.45,2
6037900606,2.59,8.35,2
6037900803,1.94,7.52,2
6037901003,4.83,12.79,2
6037901009,1.21,5.71,2
6037901101,5.3,11.23,2
6073012304,1.24,2.44,28
6073012402,0.83,2.52,28
6065041911,10.4,11.38,8
6065041913,3.71,8.38,27
6067007017,6.55,12.13,19
6067007102,9.92,16.18,18
6067007208,7.89,16.86,19
6065043246,3.6,12.81,5
6065043252,2.1,12.21,5
6065043271,2.74,10.31,5
6065043276,1.39,6.61,5
6059021924,9.48,15.21,31
6059032003,2.91,9.13,28
6059032028,2.63,12.7,24
6059032030,4.26,12.97,24
6065040403,6.51,12.7,22
6065040604,6.56,13.98,21
6065040607,4.99,12.14,22
6065040807,3.03,8.62,15
6065040809,1.86,5.78,16
6065043304,6.77,13.03,2
6065043401,0.68,0,5
6065043404,1.87,4.48,5
6065043504,4.15,7.23,6
6065043509,4.05,9.54,4
6065043702,3.43,7.37,3
6065048300,2.38,7.24,8
6097154000,6.47,13.62,3
6037534803,1.69,3.58,92
6037534804,2.19,4.86,93
6037534900,1.79,5.19,92
6037433102,1.76,4.56,72
6037320100,2.58,6.53,35
6037535300,2.47,6.35,93
6037535502,2.41,5.97,89
6067007903,1.26,5.25,21
6067007905,2.53,8.56,18
6067008006,5.78,12.29,18
6067008117,0.52,2.29,21
6067008125,3.05,8.45,18
6039000604,3.39,7.93,3
6039000700,3.02,7.04,5
6065042517,1.2,4.36,15
6065042617,0.69,2.99,9
6065042624,5.11,4.55,15
6059086502,1.69,3.67,57
6037124201,3.93,8.3,61
6059087405,0.16,0,61
6037208401,0.31,1.3,93
6081609500,2.72,8.09,15
6059086602,0.35,3.64,57
6059087002,1.61,3.75,63
6059087102,1.52,5.94,66
6059087403,0.47,3.26,55
6059087701,2.53,5.33,65
6059087704,3.07,6.13,60
6059087806,2.05,5.41,58
6059088101,2.19,5.12,63
6059088107,1.79,4.72,56
6037408301,1.81,5.24,74
6037408302,1.92,7.47,69
6037408503,3.25,7.5,58
6037408623,5.72,10.17,66
6037228220,1.04,3.88,89
6037311200,2.09,4.31,65
6037311700,0.72,4.07,68
6001430101,5.71,9.49,25
6001430800,1.66,4.83,29
6037532001,1.75,3.82,86
6061020104,11.96,24.65,2
6053010804,18.14,22.63,2
6053011202,12.98,17.46,1
6059088202,3.39,6.55,58
6059088301,2.93,5.95,55
6059088403,1.17,2.61,56
6037405500,1.04,1.91,67
6037406300,2.61,6.15,53
6037406701,0.69,3.46,62
6037600912,2.26,7.22,76
6037601303,1.76,4.19,82
6037601801,0.59,2.39,82
6037601900,0.95,3.13,83
6037602004,1.81,5.5,86
6037602104,1.36,3.83,83
6037701601,0.71,1.45,61
6037702002,1.8,5.42,60
6037702400,0.88,0,77
6037702502,1.18,6.06,66
6037703002,0.44,0,82
6111000903,8,6.48,4
6071000113,3.36,7.39,29
6037400501,2.33,7.29,26
6053010506,2.77,8,2
6053010604,1.84,5.48,2
6053010607,1.2,4.09,2
6059075813,2.18,9.03,45
6059075902,0.93,3.55,60
6059076204,2.65,6.64,49
6059076206,1.71,4.36,47
6059086406,2.32,5.86,50
6061021204,9.41,19.16,5
6071000117,5.56,11.53,25
6071000304,2.1,5.18,31
6071000404,1.32,4.57,34
6071000606,1.11,3.08,29
6071000819,2.08,7.47,20
6071000821,1.86,4.58,25
6071000901,0.17,0,23
6071001104,1.75,3.79,27
6071001309,1.31,4.08,32
6071001501,0.19,0,29
6071001706,1.89,4.44,29
6053000800,2.32,5.17,2
6053001500,1.84,3.58,3
6111001002,1.33,6.96,5
6111001102,2.64,11.65,5
6053014601,8.75,11.65,6
6055200501,1.21,8.34,8
6055200504,0.76,7.14,8
6055200704,1.5,9.88,8
6055200900,0.73,0,8
6055201005,6.67,9.68,8
6059110604,3.2,7.34,66
6111001201,6.56,12.1,6
6071010700,4.05,0,2
6095252915,3.51,7.64,3
6071010411,10.93,12.43,1
6085511800,7.56,16.74,15
6071011002,5.04,13.58,2
6071011205,1.51,4.21,1
6037576802,1.64,4.22,60
6071010416,5.35,22.2,2
6073001000,0.38,0,29
6073001800,1.87,3.88,30
6071002021,4.11,8.81,23
6071009710,6.57,15.83,3
6071009712,8.48,15.01,3
6071009715,3.1,10.99,3
6071009716,2.7,11.1,3
6081602800,1.91,3.84,31
6081602900,2.66,6.09,26
6037554900,2.3,5.31,85
6059075808,1.05,3.8,46
6073018300,1.97,12.65,3
6073018400,1.96,11.31,5
6073018504,3.64,8.11,5
6073018511,3.46,9.46,5
6073002001,1.89,7.11,29
6073002402,1.99,6.06,29
6073002705,1.37,5.61,29
6073002711,0.99,5.93,29
6073002803,1.27,3.49,29
6073002905,0.48,2.71,29
6089011600,7.88,13.38,5
6089011702,8.05,14.21,5
6073003107,4.45,10.15,24
6073003109,1.93,5.35,28
6073003115,3.19,7.81,24
6073003208,2.62,7.67,24
6073020405,3.57,10.54,5
6071002023,2.83,7.12,23
6071002029,2.27,8.29,23
6071002031,2.33,7.15,25
6071002036,0.78,5.64,28
6071002038,4.97,11.19,25
6071002105,2.3,5.07,26
6071002107,1.43,3.75,26
6067003102,2.38,6.91,19
6067003400,4.94,10.38,18
6067003800,4.7,10.75,16
6067004001,6.05,12.8,17
6067004009,7.61,14.99,14
6067004010,6.95,12.76,16
6067004011,7.32,14.3,14
6037910603,4.36,11.46,2
6071008601,5.62,11.93,17
6071008703,9.2,28.35,3
6071008709,9.68,18.01,15
6087120900,7.58,13.98,4
6089011802,10.21,26.48,2
6089012400,17.11,28.99,4
6071009400,2.02,2.02,1
6037408003,2.43,6.84,51
6037408139,4.82,11.37,49
6037408211,5.45,13.51,60
6069000501,0.85,3.27,2
6071000105,3.76,14.06,19
6037599000,0.24,0,26
6037600201,3.53,6.84,90
6037600602,1.41,4.31,85
6037600802,1.53,4.34,87
6085511911,3.66,13.41,12
6085511916,3.62,8.65,13
6081601000,1.28,4.76,24
6081601603,1.55,6.74,26
6081601901,0.65,1.66,27
6081602100,2.28,5.08,35
6081602200,1.53,3.43,34
6071009707,5.42,12.64,3
6071009708,12.17,26.6,3
6095252201,7.29,12.66,13
6095252312,1.33,5.22,8
6087121403,0.86,3.56,4
6087122100,4.07,8.88,4
6087122202,6.4,12.9,4
6037407001,0.66,3.34,70
6037407301,1.58,4.77,68
6037407701,4.28,11.39,55
6037407802,3.29,8.51,55
6081602300,2.89,4.8,29
6081602600,1.91,6.54,26
6097151000,3.34,7.99,7
6097151201,7.39,11.71,8
6073018514,4,8.04,6
6073018517,0.89,4.56,5
6073018611,8.11,18.6,2
6087122400,6.6,8.91,4
6089010602,0.58,0,5
6071009906,5.19,10.82,3
6073017046,6.15,13.09,29
6073017051,0.93,8.43,19
6073017053,1.7,9.46,8
6073017106,5.22,12.95,13
6085512401,3.3,0,3
6085512503,3.69,11.22,1
6073018613,4.09,12.6,3
6073018803,8.8,19.91,4
6073019205,4.95,10.99,5
6073019207,7.18,15.48,3
6095253300,10.06,19.45,3
6095980000,7.38,24.55,1
6097150303,4.14,11.19,3
6097150306,3.49,8.98,3
6097150610,1.1,2,10
6085512509,4.22,13.14,3
6095252106,6.48,12.4,13
6111000400,2.85,8.26,7
6111000600,1.12,5.55,7
6071010902,3.16,0,1
6111000701,1.96,3.83,8
6097151401,3.14,5.38,8
6097151502,5.66,8.68,9
6071010014,3.1,10.24,3
6071010018,5.84,13.76,3
6071010021,6.11,17.77,2
6071010402,20.44,0,1
6095253101,3.8,7.83,7
6095253201,4.33,9.89,3
6097152501,3.65,6.32,9
6073000500,0.61,2.16,29
6037214800,0.67,2.16,70
6111008303,4.45,9.98,18
6111008402,4.94,8.72,14
6111008900,4.39,12.75,6
6113010203,6.07,8.87,18
6111007613,5.88,15.57,5
6111008002,2.11,6.17,16
6067008907,3.61,13.07,21
6067008909,2.5,10.13,21
6037543903,2.39,4.83,79
6037550100,0.66,4.31,94
6041111000,1.49,6.62,14
6041114100,3.27,11.38,5
6041119201,0.52,0,19
6041121100,2.22,7.51,19
6041126100,3.1,11.34,19
6069000200,9.39,20.9,4
6037460401,2.72,9.29,50
6037461000,4.12,8.28,54
6037461501,3.5,8.92,54
6037461902,1.25,5.05,66
6037462500,2.13,6.07,52
6037462800,1.22,3.48,56
6067009109,3.76,6.72,20
6067009310,7.17,15.29,13
6067009316,2.69,9.61,16
6067009321,1.93,7.58,15
6067009326,8.66,14.74,15
6037555001,1.01,2.98,90
6037555211,0.54,3.53,81
6053011203,12.33,16.85,1
6037408626,4.58,13.1,57
6037408628,5.05,10.38,62
6047000601,10.84,14.57,3
6047000801,7.83,14.12,2
6047001301,1.72,3.65,2
6047001402,2.24,6.66,2
6047001602,1.18,1.91,2
6047001801,2.16,0,2
6047002402,18.14,25.45,1
6037463200,0.14,0,56
6037463800,1.51,5.23,72
6037464000,1.11,4.05,73
6037570701,0.48,0,69
6037570800,1.13,3.79,71
6037571000,1.58,6.09,74
6037571600,2.15,6.31,75
6037571704,2.47,6.74,79
6037572100,1.52,2.73,83
6037572600,1.42,3.91,67
6037573003,0.52,2.37,60
6041132200,20.75,46.36,0
6043000301,10.65,24.42,1
6047002600,4.76,8.8,2
6053000501,1.72,4.28,2
6059063905,0.65,3.2,42
6061020107,4.12,11.82,2
6059074006,1.11,3.86,39
6059074106,1.58,3.69,45
6059074108,1.73,5.34,45
6059074502,2.18,5.58,44
6059074801,1.56,4.95,49
6059074901,1.8,5.7,45
6059075202,0.61,4.31,48
6037573700,2.15,6.06,73
6037574100,2.67,6.67,72
6037574300,1.94,6.46,67
6037574901,1.36,3.81,70
6037575002,0.26,0,65
6047000203,8.2,15.61,4
6059052419,4.73,9.8,34
6059052424,3.72,10.76,28
6059052502,1.51,6.09,41
6059052514,1.8,7.18,34
6053014000,5.42,8.9,3
6037460000,2.95,7.44,48
6037460200,5.5,11.86,39
6037552602,1.62,4.14,91
6037553100,0.83,4.33,98
6037553701,1.97,3.58,94
6037553902,0.63,4.04,91
6037554201,0.99,3.78,94
6037554405,0.58,2.14,92
6037554512,2.7,5.21,92
6037554516,2,4.32,76
6037554518,1.69,5.49,80
6037554521,1.06,0,96
6059075303,1.26,4.55,59
6059075403,0.63,4.54,48
6059075515,2.46,0,41
6059075604,2.94,5.86,39
6037405102,1.93,5.9,71
6037405302,0.43,3.53,71
6059052522,3.72,8.9,35
6059052524,2.18,5.27,42
6059052527,2.93,7.1,40
6059062614,4.8,11.76,34
6059062630,1.48,11.31,29
6059062632,4.08,12.35,9
6059062635,2.13,7.52,29
6037554522,1.8,4.25,93
6037554802,1.98,3.51,95
6037400604,2.43,7.04,34
6037400900,0.48,3.4,36
6037401102,0.31,0,35
6037401202,1.32,3.59,38
6037576301,0.22,0,58
6037576403,1.13,2.88,61
6037576903,1.02,3.11,61
6037577603,0.92,4.78,63
6037401304,1.87,8.07,38
6037401800,2.53,6.11,26
6037401902,1.54,3.4,26
6037402200,1.08,5.25,33
6037402702,1.92,4.44,30
6067009004,2.12,9.94,21
6037433700,1.06,0,81
6059062644,3.55,11.76,33
6037800504,9.12,29.73,1
6061021309,5.85,16.07,4
6061021603,0.93,0,2
6061021902,7.78,17.69,1
6061022100,18.5,30.98,0
6037570303,2.5,6.29,77
6061021304,13.07,27.98,2
6037482521,1.64,2.96,82
6037482701,1,4.81,94
6037500500,1.14,4.02,82
6037500900,2.24,6.04,85
6037501200,2.57,6.83,79
6037502003,0.92,4.08,83
6037502005,1.87,6.38,73
6037550500,2.16,6.9,96
6037550800,1.73,4.12,95
6037551300,0.22,0,96
6037551402,1.2,3.48,95
6037551600,0.32,0,97
6037552200,0.7,3.13,102
6065042300,5.05,6.32,28
6047000303,16.1,26.38,2
6037403312,4.52,8.14,56
6037403322,6.19,10.59,50
6037403324,6.69,15.56,30
6037403407,4.38,10.62,45
6037403500,3.15,9.19,39
6037403802,0.93,2.85,39
6037404000,1.79,4.57,36
6037404503,1.99,5.6,49
6053010702,9.79,15.08,3
6037502601,3.19,8.66,93
6037502901,2.09,7.55,71
6037503201,1.63,6.62,79
6037503301,0.79,3.2,74
6037503703,2,8.81,60
6037503802,1.65,4.79,77
6037504101,1.48,4.69,88
6037404701,0.94,3.29,74
6037404703,0.26,0,77
6037480002,1.8,4.81,56
6037570204,0.55,2.21,93
6037530004,0.82,2.51,79
6037602106,0.84,3.03,80
6037602402,0.39,2.88,78
6037602504,1.14,3.78,77
6037602508,0.87,2.1,80
6037602600,2.23,5.31,83
6037603001,0.68,1.87,87
6037603301,0.79,2.57,83
6037603704,1.84,4.79,79
6037620305,4.53,10.02,53
6037620701,2.96,7,62
6037620901,4.12,10.01,54
6037621301,1.43,3.68,46
6059088601,2.15,3.61,57
6059088701,2.8,5.36,56
6059088802,1.05,2.69,56
6059088901,2.3,4.97,55
6059089003,1.46,5.31,54
6059089102,0.99,4.66,52
6059099212,0.47,0,48
6037800329,5.91,11.7,17
6037800330,6.62,25.15,6
6037800332,3.07,15.03,13
6037800102,4.77,16.4,9
6037800204,1.76,5.67,25
6061021103,3,7.49,15
6061021108,1.63,7,15
6061021122,5.61,16.92,4
6061021129,1.14,9.53,12
6061021130,4.1,11.69,8
6037403000,3.04,6.08,35
6061022300,18.78,33.64,0
6061023600,8.11,19.51,4
