ZCTA,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
56668,,,
8829,,,
75442,,,
8944,,,
73734,,,
36255,,,
7315,,,
97236,792,773,792
44432,112,9,112
4381,,,
43723,,,
71969,,,
7316,,,
76119,6,46,6
7612,,,
75448,,,
71334,,,
61615,,,
58481,,,
45248,,,
43532,,,
4319,,,
44815,,,
6867,,,
76123,,,
71866,,,
79755,,,
71853,,,
9546,,,
15618,,,
15554,,,
75433,,,
5143,,,
3521,,,
9258,,,
7131,,,
7578,,,
75437,,,
9851,63,483,62
56347,,,
55733,,,
5413,,,
54971,,,
75435,,,
87347,,,
75116,,,
73159,,,
843,,,
8419,,,
42127,,,
1314,,,
12763,,,
77571,,,
9496,4,2,4
7995,,,
24442,,,
79756,,,
79766,,,
12836,,,
14261,,,
981,,,
2836,,,
25235,,,
54124,,,
3181,,,
77563,,,
211,1759,175,1754
82227,,,
5426,,,
67354,,,
23415,,,
33948,15,98,93
219,,,
54984,,,
7541,,,
5312,,,
75495,,,
73838,,,
88118,,,
7787,,,
74477,,,
92384,,,
9257,1549,1162,1494
9258,,,
92518,96,86,96
97227,544,544,544
8525,,,
92347,,,
74452,,,
962,,,
7312,,,
84331,,,
84332,,,
84334,,,
73122,,,
7394,,,
9723,178,17,178
743,11,11,11
73135,,,
8566,,,
75468,,,
7652,,,
7733,,,
7734,,,
8856,,,
9192,,,
75471,,,
9177,14,1,14
955,,,
956,,,
77578,,,
963,,,
7395,,,
7665,,,
85625,,,
85626,,,
7381,22,2,22
7244,,,
8438,,,
85213,,,
75497,,,
91913,,,
7788,,,
91914,,,
84318,,,
7511,,,
73116,,,
77459,,,
85627,,,
73937,,,
71462,,,
8233,,,
955,,,
8526,25,24,
8235,,,
77532,,,
94551,3,3,3
7767,,,
766,,,
7664,,,
86335,,,
8432,,,
7345,,,
84119,833,795,833
941,751,531,751
7314,276,27,276
7346,,,
97219,5,5,5
8236,,,
77456,,,
77444,,,
94539,113,111,113
92373,18,18,11
74469,,,
94541,528,55,528
94544,831,93,86
966,,,
74643,,,
76127,,,
74644,,,
94566,,,
77457,,,
942,,,
954,,,
7127,,,
72536,,,
7639,,,
822,98,65,98
92692,,,
92694,,,
7486,,,
94573,,,
77489,,,
94576,,,
77493,,,
94577,183,165,148
77533,,,
75491,,,
85551,,,
94598,,,
7757,,,
9271,53,441,478
89423,,,
7363,4,1,4
94612,1163,879,1163
94619,,,
9474,395,42,395
8434,,,
75496,,,
895,81,69,81
77494,,,
94578,22,22,22
7598,,,
7685,,,
73145,,,
8828,,,
9253,58,48,58
74567,,,
961,,,
7374,,,
9722,139,135,139
9475,5,5,5
77447,,,
74553,,,
91773,,,
7614,176,158,176
9245,172,169,172
7615,,,
7616,,,
8658,,,
9179,17,17,17
72427,,,
72428,,,
97539,,,
7195,,,
71952,,,
77976,,,
95377,,,
7817,,,
84339,,,
73131,,,
71956,,,
74556,,,
7617,211,223,211
9255,,,
76111,198,19,198
77597,,,
85552,,,
74647,,,
76132,,,
72416,,,
8923,,,
92389,,,
73844,,,
91931,,,
8521,12,4,12
73132,,,
7511,,,
92555,,,
77498,,,
7755,,,
94587,,,
72389,,,
7725,,,
85531,,,
94553,413,412,413
77471,,,
8563,73,73,73
8823,,,
74576,,,
77539,,,
9471,268,224,268
74555,,,
7732,,,
91767,23,21,23
77585,,,
953,,,
77591,,,
91768,13,99,13
91791,,,
9497,,,
94971,,,
9483,6,4,6
84341,,,
7353,,,
7588,,,
8226,,,
97348,,,
986,43,42,43
75154,,,
73835,,,
9191,333,24,333
7753,,,
952,,,
77598,,,
77611,,,
7519,,,
97213,726,76,726
943,65,65,65
8522,12,9,12
7549,,,
8872,,,
91792,,,
7592,,,
736,45,386,45
8232,,,
7226,,,
9755,,,
7227,,,
8463,,,
985,219,166,94
85283,,,
92867,56,56,36
36526,,,
71676,,,
81653,,,
7673,,,
952,,,
71922,,,
72383,,,
73743,,,
73744,,,
73747,,,
86351,,,
7148,,,
8833,,,
79759,,,
79761,132,86,132
79762,,,
92321,,,
7447,,,
95388,,,
8466,162,126,162
7375,,,
92358,,,
7452,,,
927,,,
7643,,,
86327,,,
92335,2,2,2
98374,9,9,9
7234,5,22,5
74441,,,
71466,,,
92342,,,
77519,,,
92346,11,1,11
6192,,,
77371,,,
94133,66,14,66
77374,,,
9434,,,
7653,,,
74455,,,
7398,,,
7241,2,,2
7376,,,
86333,,,
71459,,,
71461,,,
7628,,,
74431,,,
9232,,,
8458,,,
94945,35,2,35
85173,,,
7341,,,
933,,,
85194,,,
7648,,,
86343,,,
534,,,
582,,,
22946,,,
17864,,,
2525,,,
81633,,,
52542,,,
3619,,,
9772,4,35,4
8922,,,
76354,,,
7655,,,
92356,,,
26615,,,
53558,,,
26534,,,
7272,,,
9911,,,
25148,,,
5322,,,
24826,,,
97222,117,114,117
89424,,,
87317,,,
7124,,,
72533,,,
8419,,,
3759,,,
54471,,,
3233,,,
49271,,,
4568,,,
4921,,,
738,,,
77482,,,
94588,,,
77433,,,
94533,422,355,422
94536,1,1,1
46759,,,
9293,,,
74557,,,
74558,,,
785,,,
788,,,
95365,,,
89427,,,
7373,,,
29519,,,
8822,,,
81642,,,
92354,142,142,142
77467,,,
7821,,,
95382,,,
7351,16,65,94
76357,,,
9274,,,
95387,,,
62811,,,
57633,,,
77441,,,
77442,,,
94538,791,781,751
84311,,,
2653,6,6,6
177,,,
49417,76,61,76
97534,,,
7761,,,
73768,,,
8863,,,
781,,,
95367,,,
95372,,,
7815,,,
4217,,,
3771,,,
86436,,,
92399,3,3,
74531,,,
9244,9,9,9
73491,,,
7754,,,
8833,,,
7885,,,
49872,,,
211,12,73,92
72396,,,
73755,,,
85282,36,36,
97344,,,
75153,,,
9754,,,
7684,,,
35775,,,
32963,,,
7396,,,
699,,,
8757,,,
7671,,,
97351,,,
759,178,16,178
7358,,,
7318,127,19,127
84128,,,
8815,,,
86444,,,
91744,,,
7235,,,
8823,,,
7562,,,
8435,,,
8436,,,
954,,,
9754,82,76,82
72373,,,
56138,,,
5933,,,
86445,,,
7729,,,
7458,96,89,96
75452,,,
72367,,,
7711,,,
73741,,,
7239,,,
72392,,,
8817,,,
72394,,,
883,,,
9777,,,
72522,,,
76364,,,
74738,,,
95346,,,
9535,33,31,33
95351,839,783,839
75562,,,
9266,,,
92661,,,
76264,,,
74836,,,
85633,,,
713,,,
7817,,,
97731,,,
7252,,,
76427,,,
92866,9,79,9
788,18,18,18
75571,,,
76177,,,
74949,,,
92835,,,
85622,,,
74956,,,
75127,,,
8742,25,24,25
9733,93,75,93
8953,39,27,39
87513,,,
97377,,,
781,181,181,181
923,,,
74855,,,
74857,,,
8563,,,
76366,,,
74936,,,
7484,,,
76245,,,
92648,971,943,971
95228,,,
7488,,,
76379,,,
7494,,,
7455,,,
74833,,,
9535,,,
92663,5,5,5
95313,,,
95315,,,
95316,,,
7493,,,
8971,124,124,124
922,384,379,384
74931,,,
92843,13,97,97
9537,8,,8
74722,,,
76155,,,
74724,,,
92583,,,
92585,,,
9259,,,
8455,,,
7627,,,
74954,,,
9286,,,
76426,,,
982,127,138,127
8457,,,
27278,1,1,
76164,,,
9291,,,
7114,188,18,188
8162,,,
7571,,,
85736,,,
7423,,,
74839,,,
74843,,,
77627,,,
77629,,,
75572,,,
72478,,,
77837,,,
7784,,,
77642,,,
9524,151,94,151
77853,,,
9562,44,4,44
9566,,,
95436,,,
7812,,,
9275,488,482,488
74872,,,
77878,,,
9523,841,751,784
7777,,,
7781,97,68,97
7782,,,
95224,,,
95226,,,
8421,,,
73165,,,
8945,,,
85248,,,
7846,,,
85257,59,22,59
84529,,,
7638,,,
9286,319,299,319
9529,,,
95211,,,
77961,,,
77962,,,
8911,,,
7182,,,
85262,,,
95442,24,19,24
84539,,,
95336,47,24,47
8951,466,41,416
93428,,,
93429,,,
93314,,,
76857,,,
93437,,,
92592,,,
74736,,,
87418,,,
97327,,,
92673,17,89,17
93434,,,
93258,,,
93261,,,
76654,,,
95112,11,922,995
95116,19,55,79
95117,177,169,177
76861,,,
77655,,,
95123,72,71,72
97352,,,
73938,,,
7627,,,
7825,,,
77651,,,
95118,,,
77833,,,
95225,,,
91945,,,
75561,,,
95124,,,
72456,,,
974,3,3,3
9731,96,898,96
73443,,,
714,,,
9541,561,48,546
95341,39,21,39
95446,52,49,12
73858,,,
725,,,
84414,,,
8426,,,
8916,,,
73944,,,
8929,,,
72529,,,
8444,,,
85259,,,
974,28,28,28
85635,2,2,2
91963,,,
9327,,,
7666,,,
7667,,,
74756,,,
76233,,,
7476,,,
74761,,,
74951,,,
7433,,,
976,61,12,61
8427,,,
85637,,,
92596,,,
73433,,,
75141,,,
88125,,,
88126,,,
783,,,
84643,,,
73432,,,
85254,,,
7764,,,
9511,218,235,218
9631,,,
72444,,,
7776,,,
91915,,,
74825,,,
77857,,,
84522,,,
97635,,,
76259,,,
92657,,,
72453,,,
8247,,,
84324,,,
92561,,,
74652,,,
7386,22,2,22
9195,,,
72472,,,
9325,,,
84646,,,
757,,,
7113,6,1,6
8851,,,
8832,,,
8534,,,
7268,,,
72648,,,
9283,,,
7481,25,2,25
92637,,,
72435,,,
8524,132,121,132
7547,,,
7677,,,
777,,,
77458,,,
77468,,,
7821,,,
95628,,,
78212,4,379,4
78213,163,166,163
84521,,,
74827,,,
74829,,,
9196,,,
88112,,,
7756,,,
7751,,,
88114,,,
9462,42,39,42
9463,15,18,15
9465,87,76,87
9467,36,33,327
78214,,,
9525,,,
95254,,,
77867,,,
9531,49,41,49
74653,,,
92562,,,
964,127,8,127
8528,,,
89431,34,34,34
8529,,,
77545,,,
9484,487,487,487
89433,,,
87322,,,
84326,,,
9493,61,36,61
77661,,,
9532,,,
92567,,,
76137,,,
75165,24,4,24
72651,,,
75477,,,
84121,,,
8228,,,
84124,,,
2719,,,
57571,,,
7794,,,
75693,,,
8157,,,
76239,,,
74472,,,
77451,,,
94547,,,
92385,,,
74521,,,
7747,,,
77476,,,
77481,,,
92398,,,
7612,2992,2583,2868
74535,,,
76832,,,
7572,285,261,285
92629,,,
95233,,,
9533,,,
94591,,,
94595,,,
77517,,,
76116,,,
9468,71,73,46
92536,,,
77531,,,
7428,,,
85741,,,
77665,,,
95135,,,
7773,52,14,52
95324,,,
77546,,,
9491,493,426,493
834,486,385,482
7356,,,
9494,,,
9492,,,
8441,812,69,812
95132,,,
723,,,
971,,,
95325,,,
97835,,,
7737,,,
8843,,,
76827,,,
72626,,,
7263,,,
8145,,,
89451,,,
73173,,,
9345,,,
76841,,,
76845,,,
8644,,,
7693,,,
958,,,
951,,,
76678,,,
9328,,,
7821,18,,18
95619,,,
88242,,,
9269,,,
72564,,,
95234,,,
957,,,
7464,,,
75556,,,
75558,,,
76249,,,
72565,,,
72568,,,
72572,,,
95138,5,2,5
7775,,,
72461,,,
9731,18,889,855
742,,,
85225,129,111,14
835,44,4,44
7247,,,
73859,,,
9266,,,
7246,,,
91942,,,
74826,,,
75125,,,
93424,,,
897,,,
94552,,,
84642,,,
756,125,125,125
75566,,,
72471,,,
787,,,
76579,,,
93247,,,
76621,,,
9518,,,
7769,,,
87516,,,
727,,,
88132,,,
72636,,,
76554,,,
93234,,,
85658,,,
72579,,,
72578,,,
8121,,,
72584,,,
78215,,,
9637,,,
9638,,,
78585,,,
78589,2,2,2
78592,,,
78593,,,
7161,,,
8462,,,
8467,,,
7237,,,
78216,12,115,12
9565,6,3,6
78227,6,5,6
95663,,,
95682,,,
78595,,,
76622,,,
76624,,,
84622,,,
84623,,,
78549,,,
9372,,,
7178,,,
7139,,,
816,,,
95633,,,
76626,,,
93274,16,13,16
7774,5,56,5
7775,,,
93723,,,
85338,,,
78217,,,
7281,,,
9115,82,68,61
742,,,
76671,,,
3622,,,
7395,,,
75216,926,154,926
71225,,,
93311,,,
7875,,,
7459,,,
75778,,,
746,,,
84744,,,
92127,,,
81138,,,
92128,,,
76637,,,
76638,,,
95648,,,
7518,,,
9114,551,58,551
87525,,,
9288,,,
92881,,,
81141,,,
9487,8,7,8
77346,,,
7263,,,
7264,,,
85716,51,464,51
72642,,,
9321,,,
76463,,,
74962,,,
74963,,,
8125,,,
72611,,,
7864,19,7,19
7866,,,
95614,,,
76518,,,
76464,,,
76486,,,
7575,,,
72672,,,
93212,,,
95462,,,
8537,,,
851,161,135,161
87519,,,
758,,,
77338,,,
77339,,,
948,134,116,134
9486,18,19,18
72136,,,
7733,4,,4
9422,,,
7735,,,
7352,,,
8531,19,158,19
84635,,,
7261,,,
8497,,,
76685,,,
7669,,,
93291,235,29,235
9554,,,
78132,,,
9417,1497,1337,1497
94112,45,43,45
94114,1,1,1
8532,,,
8534,,,
78238,,,
93224,,,
76712,,,
7682,,,
7462,,,
7241,,,
9556,,,
78154,,,
93226,,,
89825,,,
7116,,,
76522,24,16,24
84634,,,
8755,263,215,263
97357,,,
7657,,,
93244,,,
97841,,,
9213,1156,979,1154
72573,,,
7818,,,
8525,1,38,1
87567,,,
72113,469,226,469
91325,,,
8528,,,
7734,,,
78538,,,
78539,,,
95975,,,
78543,,,
78548,,,
95467,,,
7869,,,
95471,,,
78222,69,69,69
7819,,,
78116,,,
78117,,,
9111,,,
75669,,,
716,,,
73555,,,
84722,,,
84723,,,
78598,,,
95678,92,92,92
95679,,,
7173,,,
8574,,,
7411,,,
8129,,,
97813,,,
8147,,,
72633,,,
72117,,,
72623,,,
7138,,,
72554,,,
76549,,,
76556,,,
8757,322,258,191
9227,13,6,13
78558,,,
962,23,23,23
97875,,,
7451,,,
7163,,,
8144,,,
74959,,,
76432,,,
782,,,
8926,,,
74946,,,
92832,216,187,215
74948,,,
7247,,,
8483,,,
78559,,,
78562,,,
9619,,,
78575,,,
78577,,,
7213,,,
76228,,,
92618,,,
9534,21,154,195
77974,,,
7778,174,137,174
76577,,,
93245,,,
93268,,,
76657,,,
85632,,,
74878,,,
73573,,,
87723,,,
72539,,,
75641,,,
75642,,,
95612,,,
7346,9,9,9
7814,66,66,6
72479,,,
76388,,,
92823,,,
76389,,,
72745,,,
9213,,,
93445,,,
8758,,,
87582,,,
76648,,,
92614,1,1,
92617,,,
76271,,,
85281,147,69,147
8974,,,
73463,,,
73481,,,
78257,,,
74964,,,
76649,,,
7239,,,
76367,,,
9543,567,462,567
92624,,,
92679,,,
7631,161,79,161
92883,,,
76679,,,
8564,,,
8549,,,
9545,227,179,212
7857,,,
7859,,,
7632,63,36,63
76371,,,
7816,,,
9425,13,96,13
72141,,,
8473,,,
75788,,,
95452,,,
7345,,,
9541,,,
57241,,,
7863,,,
9428,,,
9438,,,
944,26,25,26
8521,186,186,186
81146,,,
72677,,,
72679,,,
76445,,,
73453,,,
92677,3,2,3
7485,,,
7229,,,
89519,,,
75146,,,
7217,,,
9787,,,
85912,,,
92114,11,5,11
76454,,,
9562,14,14,14
7621,11,11,11
9547,542,491,542
95435,,,
95445,,,
77991,,,
745,,,
85266,,,
7625,,,
9539,,,
9541,,,
77619,,,
95567,,,
95569,,,
9566,,,
9443,,,
9444,,,
9463,778,764,778
77993,,,
95354,627,569,627
97322,6,6,6
87415,,,
77622,,,
9546,16,19,114
955,233,224,233
76487,,,
76491,,,
9466,8,7,8
78124,,,
7813,48,21,48
73447,,,
9225,773,575,773
7843,,,
97317,,,
95993,44,44,44
84667,,,
7529,,,
7534,,,
9744,,,
9557,,,
75156,,,
73946,,,
92868,,,
9263,,,
73448,,,
8925,,,
72526,,,
72527,,,
9137,,,
7432,,,
72683,,,
9215,52,48,52
92115,22,196,22
7652,,,
9318,,,
77616,,,
75134,,,
9715,,,
9716,,,
7473,,,
74731,,,
77971,,,
7121,21,189,21
8141,,,
73544,,,
8524,38,357,245
7537,,,
9132,1,1,1
75211,25,25,25
73434,,,
9723,,,
85631,,,
9717,18,1,18
84518,,,
52774,,,
53172,,,
72628,,,
7245,,,
75667,,,
7414,,,
7565,,,
9221,458,44,458
7216,,,
7442,,,
778,,,
93728,3,2,3
7781,,,
7782,,,
95833,,,
76934,,,
93516,,,
76949,,,
93519,,,
91342,93,35,93
73564,,,
7736,,,
96142,,,
96155,,,
78655,,,
93654,18,15,18
9662,,,
7473,,,
92211,,,
93528,,,
9353,,,
93531,,,
78415,117,117,117
95948,,,
78516,,,
7458,,,
93623,,,
9663,,,
73661,,,
7611,,,
78535,,,
95968,,,
78251,,,
88345,,,
88346,22,22,22
95758,,,
95814,145,12,145
78584,,,
9655,,,
78671,,,
827,4,3,4
7334,,,
72753,,,
92139,,,
9214,,,
75792,,,
9216,,,
7119,,,
76953,,,
76955,,,
93534,223,188,223
7748,42,38,42
9171,,,
8654,,,
72936,,,
9376,369,366,286
78552,,,
7288,,,
7749,,,
95689,,,
9768,14,5,14
72734,,,
8453,,,
9122,,,
8754,,,
93522,,,
78413,,,
95937,,,
9373,158,141,158
9374,,,
7767,42,47,42
87529,,,
7523,,,
87533,,,
87531,,,
7521,83,78,815
7522,,,
84662,,,
8141,,,
7769,,,
9371,,,
78343,,,
95757,16,8,16
7213,,,
7524,181,155,181
71336,,,
8516,,,
7525,,,
92268,,,
75937,,,
8917,,,
78353,,,
95834,36,35,36
95837,,,
7285,,,
8511,,,
72865,,,
8916,123,792,123
7961,,,
7963,,,
9368,,,
7294,,,
74339,,,
977,,,
8751,,,
7273,18,14,18
7735,25,21,25
7737,,,
93625,,,
7982,,,
7447,,,
75933,,,
75934,,,
7986,,,
8513,,,
93523,,,
7741,159,124,126
93633,,,
7747,,,
93711,,,
9346,,,
93554,,,
7991,,,
7997,,,
93463,,,
78418,,,
9595,,,
87715,,,
72134,,,
9361,,,
9351,,,
78384,,,
91311,76,76,76
87557,,,
87552,,,
75931,,,
93444,,,
74135,32,32,32
71243,,,
71245,,,
85942,,,
7471,,,
81154,,,
7216,,,
88348,,,
72714,,,
8794,,,
763,,,
7539,,,
72211,,,
7927,,,
7931,,,
7933,,,
7796,198,94,198
9414,18,19,18
93612,,,
95842,14,147,14
95843,,,
7841,536,439,536
7846,,,
7847,,,
97882,,,
7556,,,
75219,18,15,18
9135,6,57,6
8542,4,,4
73549,,,
84715,,,
76865,,,
72212,,,
9176,42,42,42
73663,,,
8111,174,1,114
97876,,,
9415,,,
7731,21,134,17
942,,,
9421,,,
76869,,,
7687,,,
85334,,,
84718,,,
8593,,,
72732,,,
95953,,,
95955,,,
8462,,,
767,,,
7366,,,
78566,,,
84657,,,
8514,,,
78248,,,
78249,13,13,13
7825,,,
75248,,,
9142,45,42,45
7353,,,
7513,,,
85653,,,
78221,,,
97383,,,
87937,,,
7615,48,29,48
87562,,,
71219,,,
84652,,,
75182,,,
9271,,,
87523,,,
97826,,,
72639,,,
9629,,,
78583,,,
73658,,,
8652,,,
9168,,,
75249,,,
72934,,,
95629,,,
95497,,,
742,,,
9326,,,
74333,,,
8643,,,
72948,,,
7542,,,
95492,,,
73526,,,
914,,,
78113,,,
73528,,,
75172,,,
78114,,,
95519,,,
9665,,,
9668,,,
7274,,,
72661,,,
76691,,,
8539,,,
72663,,,
72666,,,
87524,,,
7574,,,
72944,,,
74342,,,
7873,,,
93292,347,262,3396
95524,,,
93313,,,
76692,,,
9331,245,2235,245
95564,,,
7353,,,
7676,48,44,46
7678,,,
7671,17,17,17
7912,,,
92236,,,
81231,,,
81232,,,
92239,,,
7412,,,
9259,,,
8578,,,
9264,,,
8471,,,
9324,,,
93215,,,
76543,,,
74145,,,
74146,,,
752,,,
73538,,,
89826,,,
8124,,,
76527,,,
9781,,,
7298,,,
7934,,,
7998,,,
7916,,,
9742,568,51,568
7528,,,
71316,,,
7541,,,
7573,,,
76436,,,
92887,16,2,16
95537,,,
88231,,,
8171,,,
933,632,65,632
79111,,,
93536,2,67,17
8526,,,
817,,,
787,,,
949,,,
8752,,,
7173,,,
78144,,,
78145,,,
78148,,,
78152,,,
95556,,,
8571,,,
7133,,,
76474,,,
9364,,,
9311,635,586,635
8475,,,
97364,,,
78385,,,
95912,,,
7345,,,
792,,,
93543,,,
97753,,,
73951,,,
741,,,
76557,,,
911,16,8,16
78233,,,
9567,,,
84637,,,
7935,,,
7939,,,
93551,,,
95919,,,
9323,219,185,219
933,344,289,344
76459,,,
84638,,,
72546,,,
76566,,,
97469,,,
9179,,,
8727,,,
95925,,,
7693,27,27,27
9322,,,
95635,,,
95664,,,
76569,,,
76519,,,
97411,,,
78564,,,
7941,,,
7956,,,
7958,,,
95665,,,
78229,,,
72544,,,
95645,,,
95646,,,
95673,,,
78236,,,
76882,,,
76887,,,
7444,,,
73547,,,
9562,,,
7146,,,
8565,,,
95677,14,13,14
78237,,,
9275,,,
97824,,,
87935,,,
87936,,,
8535,,,
7544,,,
78247,,,
746,,,
95638,,,
7822,,,
76544,,,
7147,,,
79118,,,
79124,,,
78657,,,
97426,,,
78959,,,
78963,,,
78829,,,
77362,,,
94123,24,19,24
969,,,
9692,,,
72347,,,
87112,233,194,233
87113,,,
7565,,,
8484,42,42,36
89146,313,287,313
7231,51,38,51
73669,,,
882,,,
8728,,,
884,,,
71325,,,
72926,,,
78613,,,
97481,,,
91737,,,
7234,,,
9174,,,
78836,,,
78838,,,
772,13,13,13
8974,,,
78,,,
96121,,,
78659,,,
7866,,,
326,21,18,21
3268,,,
7762,,,
72425,,,
8864,,,
9614,,,
78622,,,
78623,,,
78665,,,
72838,,,
74114,,,
8628,,,
81237,,,
72847,,,
86426,,,
92395,118,118,53
92649,,,
84781,,,
97495,,,
92276,37,2,37
7435,,,
7941,,,
1737,,,
48327,,,
81251,,,
78935,,,
72179,,,
9146,,,
7221,164,125,164
7524,,,
9154,42,49,42
84783,,,
91423,,,
73647,,,
9477,,,
74533,,,
7618,,,
84752,,,
75849,,,
7415,,,
7577,,,
62474,,,
47386,,,
1824,,,
85356,,,
7224,456,411,456
58424,,,
5623,,,
92688,,,
97452,,,
75237,677,569,677
72846,,,
71291,,,
75124,,,
85618,,,
641,,,
29826,,,
9732,79,69,79
85251,,,
92656,,,
91436,,,
73626,,,
8642,,,
87831,,,
96112,,,
96113,,,
96116,,,
75472,,,
74446,,,
8649,42,42,42
7811,,,
74753,,,
9263,42,33,42
7361,16,14,16
76262,,,
92678,,,
8912,63,59,63
861,34,34,34
8644,,,
7523,,,
27948,,,
8452,,,
8958,,,
72774,,,
72776,,,
72826,,,
97431,,,
7362,,,
75227,,,
73625,,,
91364,,,
91367,,,
72156,,,
77855,,,
8124,,,
97115,,,
8716,389,44,389
89123,,,
75853,,,
7416,,,
7875,,,
863,,,
8946,,,
91384,,,
84765,,,
862,,,
85348,,,
8587,,,
9789,,,
79324,,,
75155,,,
7236,,,
7353,,,
8712,119,765,187
8435,,,
9228,,,
8728,,,
84767,,,
85361,,,
7225,48,37,48
9164,,,
8121,,,
7354,,,
89119,667,548,637
75856,,,
92231,144,11,134
85119,,,
8465,,,
71759,,,
7116,164,161,164
9713,,,
8535,,,
924,,,
815,,,
9763,,,
8447,3,295,3
7342,,,
8621,,,
72832,,,
733,,,
7332,,,
71277,,,
92233,,,
8623,,,
92234,2,1,2
72583,,,
8126,,,
9248,,,
89147,,,
97134,,,
78754,33,33,33
78758,,,
78759,,,
7886,,,
78872,,,
844,56,56,56
8954,,,
75639,,,
7134,,,
8952,,,
9753,,,
9754,,,
97135,,,
8487,,,
89148,,,
8729,,,
938,35,283,35
79325,,,
7933,,,
8744,,,
8745,,,
8749,,,
9235,,,
7614,,,
7615,,,
9229,,,
72561,,,
73718,,,
78879,,,
78642,,,
8615,,,
73638,,,
9241,27,27,27
89139,,,
7369,136,84,7
89141,,,
78827,,,
78885,,,
8631,53,413,378
97455,,,
7542,,,
91731,442,441,442
8151,434,49,42
74363,,,
74368,,,
7145,,,
72715,,,
72717,,,
95935,,,
95944,,,
7611,138,14,128
7612,,,
7747,,,
8138,,,
7373,,,
822,139,131,139
8493,,,
8494,,,
77359,,,
8843,,,
7468,,,
8187,,,
7437,,,
88352,,,
7577,,,
73646,,,
8479,25,24,24
7373,,,
75422,,,
64762,,,
14867,18,16,18
7752,,,
8853,,,
85755,,,
7714,,,
7716,,,
7717,,,
7719,,,
93651,,,
9221,446,324,446
8192,,,
75759,,,
71119,,,
88342,,,
7756,,,
73766,,,
72176,,,
78252,,,
78362,,,
95817,14,89,14
95818,,,
78368,,,
95822,221,256,221
7755,25,124,25
95693,,,
95698,,,
93458,565,297,545
773,,,
7731,98,98,98
93662,,,
93668,,,
941,2,19,2
77,,,
8441,1,1,1
85743,2,,2
9217,62,59,62
85749,,,
78263,,,
78372,,,
95823,135,128,135
7764,,,
73554,,,
71929,,,
7512,,,
965,,,
8184,,,
81124,,,
93641,,,
93648,,,
95824,232,215,232
78375,,,
85756,,,
9211,958,789,958
72729,,,
73559,,,
95713,,,
95826,393,43,393
78376,,,
77861,,,
77876,,,
7797,,,
8474,,,
9671,,,
9212,118,99,118
7756,,,
7759,,,
7761,98,89,98
8543,88,88,88
9583,,,
95831,,,
95832,,,
92122,,,
92124,,,
93616,,,
75238,,,
85355,,,
73627,,,
91381,,,
78597,,,
9743,,,
743,,,
7213,,,
78264,,,
78266,,,
93618,34,8,34
7734,,,
9372,138,135,138
7765,,,
91352,81,81,81
9611,,,
96111,,,
7778,,,
78526,,,
81125,,,
81126,,,
7577,,,
72686,,,
91354,,,
84743,,,
95714,,,
95722,,,
88124,,,
97632,,,
8913,,,
81128,,,
85339,,,
7357,,,
7575,,,
92121,,,
7273,,,
95728,,,
78335,,,
95736,,,
97859,,,
94611,17,18,17
9485,6,6,6
94923,,,
94939,12,12,12
9397,199,99,199
72121,,,
87713,,,
7787,16,16,16
7438,,,
8534,,,
91345,54,5,54
72152,,,
825,,,
95215,,,
87549,,,
9593,,,
7788,,,
9394,159,145,159
7529,,,
7555,,,
73569,,,
72132,,,
95227,,,
8975,,,
9287,193,97,193
92882,,,
95969,4,,4
85925,,,
87551,,,
93954,,,
93955,88,51,88
7795,,,
76481,,,
9313,21,171,21
8473,,,
7117,197,173,197
9221,781,778,781
73565,,,
7552,,,
92154,82,,82
78542,,,
7532,,,
81426,,,
8128,,,
8913,12,4,12
9748,,,
93925,,,
775,,,
779,19,19,19
7713,,,
73566,,,
85939,,,
72758,,,
75976,,,
74358,,,
92278,,,
74359,,,
71369,,,
975,,,
77356,,,
97342,,,
95932,25,24,25
78255,,,
7792,,,
9395,,,
7725,,,
93591,,,
7727,,,
7729,,,
74574,,,
76117,,,
7795,,,
53716,,,
81526,,,
72436,,,
9195,,,
73851,,,
79763,,,
443,,,
382,74,45,7
7355,,,
97136,,,
79912,,,
79932,,,
889,,,
8742,,,
92284,,,
8136,,,
1576,,,
35761,,,
3669,19,69,19
12529,,,
95348,28,35,28
95355,,,
73442,,,
756,9,8,9
811,262,169,262
74865,,,
9278,,,
9284,1144,974,1144
7975,8,38,8
15338,,,
52317,,,
24598,,,
27343,,,
89156,,,
9714,,,
77483,,,
9458,,,
9461,116,79,116
9469,111,92,111
826,,,
79835,,,
79849,,,
75968,,,
53181,,,
51351,,,
14814,,,
7365,,,
7366,,,
923,,,
85122,39,39,39
89178,,,
826,126,113,126
84113,,,
11692,335,312,335
63465,,,
6528,,,
46835,,,
42285,,,
31552,,,
7235,,,
55711,,,
6449,,,
92341,,,
74445,,,
21912,,,
2852,278,253,278
94545,,,
75214,,,
12149,,,
16438,,,
1656,,,
1477,,,
14787,,,
18644,,,
9716,,,
5132,,,
7715,,,
75469,,,
1651,25,175,25
6582,,,
7355,,,
951,93,5,93
92359,,,
77454,,,
94556,,,
79537,,,
484,,,
5579,,,
14824,,,
8829,,,
79521,,,
79534,,,
8942,,,
74344,,,
92275,,,
79745,,,
1877,,,
14853,,,
48314,4,8,4
3316,68,68,68
71472,,,
79539,,,
79544,,,
79553,,,
79565,,,
7662,,,
2744,,,
