ZCTA,pop,minDist_OTP
93442,10976,9.54
06441,5026,6.83
63531,348,51.15
35670,6667,17.75
85260,38934,2.91
72209,32016,5.04
03846,966,44.5
77091,27078,2.65
77335,2912,36.78
40442,1403,18.68
30567,3188,11.78
59211,145,144.93
20667,701,4.71
01351,2099,5.21
48302,16019,4.02
48476,459,15.12
68638,1838,79.03
68504,17411,2.84
66617,8708,9.81
78619,4476,15.47
03584,3686,23.25
77614,278,26.7
23651,476,7.22
72840,2181,50.07
74130,2030,5.63
89113,30626,8.22
79051,0,91.02
44612,5518,11.05
79234,24,67.45
56072,2162,53.62
56252,1200,60.3
56270,1085,79.26
44515,26662,2.83
80735,380,116.88
72512,2493,34.98
36373,410,32.21
72315,21875,30.95
80720,2803,83.03
92254,10385,18.01
95547,978,17.73
32136,7933,17.55
80127,44851,9.48
63740,4957,10.55
72004,1020,42.88
72181,8,29.17
60173,12162,3.01
46181,4788,16.83
50434,356,73.97
50670,2198,71.84
50655,766,59.94
51563,684,26.03
91362,36062,5.75
06479,9592,4.83
06473,24278,1.78
52324,2136,12.08
63943,536,20.92
32259,49969,12.61
66778,0,5.63
60480,5370,5.74
08360,42197,3.97
07463,9948,5.15
08830,17940,0.98
40019,4149,12.26
61472,517,27.56
13904,9948,5.85
14445,7875,6.44
70503,30957,12.65
70124,20639,3.6
50074,422,54.17
52074,380,21.8
61957,1912,33.44
04607,1199,41.72
61484,832,51.28
66537,1067,17.71
43029,563,18.32
58778,180,37.83
44112,21909,1.86
44510,2601,1.89
44429,2544,13.03
55912,28804,36.77
56465,1976,14.68
43780,1697,29.13
44443,1672,7.42
49011,2246,13.71
48807,844,30.89
48005,5500,9.46
67659,73,165.38
52769,705,14.28
43014,3507,23.51
44099,2334,19.98
48626,5875,14.07
74370,3594,8.57
91343,66590,0.57
91765,47139,6.6
93040,2007,14.61
93669,164,37.06
81007,31860,10.27
38964,168,62.17
38643,2096,56.83
06065,797,11.69
73074,1095,41.11
72414,353,17.98
94702,17092,0.92
92102,44500,1.91
78041,47261,1.26
93901,27805,2.44
62015,635,37.38
61454,500,55.16
47564,1186,26.67
61021,23031,38.08
61458,669,28.2
20001,46716,1.34
33021,49350,2.85
32361,256,17.14
30002,5920,1.13
01034,2179,11.61
14202,3474,0.5
46978,2012,34.54
24246,366,35.61
30290,8677,7.22
83210,3533,102.43
20723,35091,3.45
48831,3625,28.74
03276,8263,2.92
10519,220,4.48
23180,636,26.18
85714,15693,0.61
94502,14619,3.8
06060,2949,10.34
46312,28448,6.14
04050,282,8.8
04109,100,6.67
62481,430,39.88
62898,2285,43.76
11545,12390,7.24
11213,66295,0.48
14025,3223,12.66
57324,345,82.67
79788,556,40.3
04107,9102,5.88
46175,616,33.58
21053,3302,16.14
85375,28759,8.97
85031,32737,0.87
12917,1332,39.57
64426,354,67.72
58369,1111,83.55
58062,141,50.34
78545,572,63.48
25555,1788,13.63
60097,10826,9.58
61536,2918,7.97
46985,1538,39.38
47585,749,31.12
46166,2101,19.94
67526,3101,79.14
13312,391,36.49
14737,4351,28.52
12495,182,14.77
40023,5178,8.65
23225,42960,2.77
05161,588,21.47
25285,564,26.9
89129,56716,1.83
01237,2580,6.31
11930,893,15.87
47336,3142,16.71
21132,3362,10.66
11959,784,7.21
10014,30738,0.72
10470,15432,1.03
27582,447,12.76
53705,25167,4.44
26215,36,38.49
27104,27892,2.18
71223,360,37.17
50047,6120,11.86
48236,29679,2.37
21663,3356,8.98
43811,835,16.34
43845,4607,25.12
15022,10098,2.71
29544,5301,25.37
61864,1719,11.3
61281,2394,12.43
01057,8745,10.36
92313,12512,2.41
90232,14660,3.28
90242,42553,2.73
92060,92,19.58
80015,67959,5.38
12998,363,32.62
52161,1416,52.75
54762,1302,41.81
54855,939,65.97
68755,292,126.65
86442,33551,3.4
35014,4780,26.03
92886,50545,7.3
93721,7611,0.58
30116,24161,4.61
25187,627,31.6
60109,568,7.9
12973,86,62.17
04281,5131,16.62
04686,129,24.09
67672,2491,159.43
71662,202,77.09
80645,4465,12.15
06062,17720,2.86
06419,6414,12.61
41564,935,6.14
06320,27074,0.23
19810,25707,2.66
05033,2577,24.39
60949,535,18.37
47992,1640,13.93
80123,46586,4.59
33774,19108,6.84
47991,958,34.31
17219,384,30.99
98855,5870,110.35
46164,4420,20.5
60827,28577,2.64
47525,276,32.56
21224,50433,0.45
26716,762,33.67
06335,6428,4.95
32773,30955,12.73
02645,9487,7.84
01012,560,6.95
40121,8965,17.76
01081,1941,10.24
01337,2498,6.59
02747,23512,4.88
33446,24983,3.67
26293,550,40.92
53545,23500,14.06
59424,73,118.79
17211,399,17.93
71826,1227,29.43
20019,62625,1.73
15451,1151,10.09
25287,1309,23.49
48820,17893,10.77
48760,1407,30.23
50169,3108,12.37
50035,7660,6.39
40820,876,36.82
23488,321,7.73
98303,1187,6.24
45692,8731,7.68
25446,1205,12.32
67137,424,54.35
59915,391,25.25
68377,399,42.41
68524,6077,8.58
68358,1926,14.06
20837,6225,8.59
03575,80,30.93
08041,978,6.5
88003,500,1.76
14223,22499,2.57
11021,18185,2.7
11518,10101,8.12
11566,33401,4.41
11379,37851,1.95
04743,4527,152.92
21010,217,3.35
94561,41911,6.06
94703,21937,0.73
91006,33012,4.3
13144,1986,27.97
52203,2036,14.33
50254,279,45.62
40026,6328,8.92
12791,485,32.71
17952,197,14.51
93933,25015,7.29
62939,3111,12.66
20720,23502,8.05
01775,7098,11.49
48659,2711,43.01
55052,1992,39.74
92626,50541,1.83
81076,705,53.21
12956,1370,29.77
14055,1562,19.52
58438,719,81.57
58430,109,54.72
58061,360,40.52
16728,54,30.63
44301,15060,2.7
06375,3767,3.88
06374,7170,14.72
03907,1163,14.33
60559,24529,1.84
04974,2593,20.87
48634,4546,21.74
08825,4327,8.74
52411,8145,9.26
63010,36008,17.21
69352,766,102.1
08069,12558,5.37
44718,11895,3.31
45871,2008,18.13
07422,6377,15.72
87722,684,47.32
32712,46662,10.86
32810,39384,2.28
43771,1895,8.53
45688,608,18.32
29439,2319,8.14
12057,2036,23.37
27916,885,16.74
37406,13937,4.46
33556,22978,11.67
85041,62491,2.76
75681,2148,30.46
13209,12940,3.0
48059,14957,18.38
78729,29315,5.72
13424,2468,6.48
79314,62,66.4
62615,5712,11.85
62380,488,23.95
61604,30582,1.77
08003,29849,3.01
13846,351,47.9
61531,3335,20.64
46074,33114,13.97
46204,8008,0.51
67563,318,120.67
41018,27663,6.38
04429,4545,9.92
01118,14980,2.83
38651,7744,9.44
43112,4945,8.03
53128,9001,12.48
05602,11785,5.66
75212,26320,3.18
76636,1404,34.48
05482,7799,5.32
23323,39568,9.37
23455,49703,4.22
19711,52033,1.94
61726,2427,20.4
68020,520,53.16
08244,10521,5.9
08010,11115,4.63
64438,109,33.36
64767,571,48.61
40334,69,32.61
70820,19507,7.85
75764,166,7.95
92119,23990,4.17
16679,761,22.87
84656,312,74.8
88314,56,74.89
14869,1302,14.58
06089,3156,7.05
34475,12882,4.94
32820,9240,11.67
01832,23419,2.12
01253,672,12.36
94024,23961,8.74
92391,2479,12.2
32033,4660,7.68
93624,1041,29.52
02871,17140,4.68
47354,1225,17.3
50164,540,36.41
73061,1659,28.38
17053,4812,7.47
93675,3759,28.84
99137,384,46.45
74530,159,29.73
15531,4054,13.23
17930,441,18.58
37049,3685,28.14
77036,76831,1.88
39193,959,7.61
68434,8508,24.85
07208,31442,1.58
41821,478,18.74
58057,93,36.69
45111,324,1.43
15368,352,9.41
19130,27410,0.85
02814,7673,11.29
72118,21184,6.55
72128,903,22.42
92173,31866,4.27
18011,5593,10.1
18241,676,8.83
77396,57775,11.28
25839,578,14.48
30750,4753,3.32
34223,17370,21.11
34769,25018,8.69
04635,12,39.12
30182,2498,14.46
64763,1418,46.54
94937,816,22.99
56723,925,64.84
66090,2755,9.2
36539,809,48.25
79540,77,52.2
46582,13546,35.62
42088,2511,31.71
63452,1289,22.83
15610,3746,9.72
26257,1260,31.12
31562,2330,24.21
13622,2344,12.54
25309,13493,11.13
65652,4158,18.88
53508,5729,14.92
52658,778,54.01
25571,2114,18.26
54642,2133,19.51
36605,26306,1.54
91214,30654,7.13
28523,2364,14.17
27105,40530,4.64
27581,4832,5.13
97305,43590,5.25
95661,31327,1.35
92627,63212,0.64
92707,61026,3.15
91803,30385,3.77
59532,168,197.81
44481,9617,2.64
15963,10501,6.08
73537,578,71.34
37013,97819,7.66
35035,1179,15.99
25428,13093,8.12
63089,5409,29.54
99130,856,46.91
19934,14309,7.08
21632,6065,10.4
76501,16801,7.17
30813,44065,6.95
56295,291,87.92
76050,6241,28.37
26621,771,39.39
56626,285,69.39
37892,1973,32.81
25164,1325,22.07
26681,1474,37.02
63448,1405,10.13
54981,15254,34.49
28117,39278,16.25
65256,1695,13.26
22469,1412,13.55
89115,61811,5.74
23876,277,30.1
98225,49877,6.29
04760,677,86.45
67123,718,23.14
73772,3997,53.58
95982,3229,11.93
25267,578,41.69
84780,24872,4.8
19382,54460,9.92
35763,18201,9.58
63621,1128,51.02
38125,37519,7.19
69356,1902,122.49
85396,19085,11.44
37215,22414,5.28
98942,17148,16.21
24072,1067,23.14
94559,27523,8.16
75757,12408,11.78
77550,21449,12.34
30234,2060,3.64
83355,4450,97.55
76471,1940,47.82
02360,59133,2.54
74366,1548,38.53
27407,50288,4.03
49682,4093,45.7
27311,3697,9.03
17236,8518,13.93
42134,17543,21.42
22831,1119,14.76
40170,520,33.14
28731,8354,5.05
95715,91,48.06
35554,1054,22.29
72135,2459,15.79
58413,981,88.7
58649,302,112.1
35752,2680,11.59
85617,1231,32.29
93926,9262,16.57
21788,11563,12.32
56482,6825,46.07
38943,80,82.7
75860,6572,53.14
83870,333,44.63
38358,11632,17.82
37082,6479,9.25
01938,13901,8.64
16923,1558,40.31
30176,6594,20.38
62905,505,22.43
95776,23375,10.39
60914,29969,4.1
89430,393,36.9
04762,544,130.07
01093,283,8.56
48304,16094,4.86
32217,19411,2.11
49783,19299,98.02
28345,12107,25.86
31542,3170,13.38
83660,6261,24.7
72065,5205,13.99
62979,1134,34.71
38626,1006,34.81
80425,179,21.41
39530,7954,5.1
46953,23518,3.62
38328,580,31.45
37729,1826,31.06
56334,5556,56.17
15021,7279,14.29
48468,1048,67.12
65762,412,42.82
18447,10045,5.34
76226,25100,6.05
96115,115,138.59
73843,859,139.1
76023,6533,19.78
54626,1476,41.41
29426,1888,21.42
15868,1309,16.38
06405,27825,6.02
17820,5471,22.81
16440,943,12.32
44629,2661,30.51
44149,18976,14.05
94565,96081,5.97
68325,195,78.73
62553,515,40.91
18038,2841,10.15
76472,1699,22.94
05154,519,18.4
10604,11045,10.0
11101,30043,2.01
56660,335,113.98
38864,1887,68.82
33848,1059,5.9
39824,528,41.51
60160,25412,1.22
43511,1075,23.89
73401,35952,3.13
74840,2003,38.1
73624,2335,67.71
13826,15,14.02
08527,56261,10.23
07016,23882,2.43
88427,211,105.13
65501,158,54.33
57252,4807,114.79
57651,129,142.61
37887,7655,36.92
17013,36291,12.46
15145,7071,4.15
16022,320,16.25
15711,412,29.39
68331,1037,19.18
15644,18704,5.47
75234,33737,0.78
76673,1697,20.76
12733,1642,23.68
13037,9442,11.59
76630,1271,14.67
05201,14197,14.95
23934,370,33.11
77368,166,38.96
02831,3501,6.43
29583,4985,17.29
18254,938,2.76
17029,194,19.83
12160,872,16.6
12817,2119,42.54
60061,27004,0.94
60194,18946,5.71
01266,1369,4.91
11426,20801,1.08
13612,2322,7.21
27803,18791,4.64
68833,380,193.68
23883,2009,13.02
25031,644,22.53
46001,9948,12.23
47441,9421,32.1
46103,206,13.9
62884,2716,25.35
61877,1803,12.09
46410,38047,1.23
60150,1692,24.04
12053,4621,13.5
13402,1774,18.54
13080,3329,14.58
10603,17843,8.13
65001,239,50.29
47234,1622,23.78
94303,48039,2.51
33762,8093,2.0
22443,8534,25.32
40808,87,20.22
43146,12275,10.52
04216,371,50.72
28081,27557,5.56
28203,15946,1.41
27986,2339,8.0
29680,32031,2.61
63636,641,37.66
64866,1296,24.0
65754,1041,21.66
38771,3178,87.86
04330,25687,12.64
01370,4041,5.86
56760,337,96.19
04287,3235,12.29
20876,28919,2.93
01890,22677,3.26
01525,400,7.49
48238,27051,2.02
15042,8434,4.59
29471,1455,43.44
79044,701,54.13
17935,1493,19.39
17981,2747,15.01
79566,376,31.0
76244,76882,8.09
63039,555,26.11
65771,1328,27.37
30720,28382,12.12
31772,536,16.08
15942,2120,9.39
19017,260,5.35
15215,12471,2.45
17102,7493,1.01
58478,110,55.68
40849,432,27.66
50468,1366,73.78
49755,1947,42.21
48134,21792,15.25
76058,18535,13.68
23235,32355,1.9
23502,21640,2.12
21657,853,14.06
49321,17354,10.89
92315,5234,21.4
96129,496,32.49
56534,1246,47.8
39563,13487,12.45
15341,817,20.48
20176,53017,14.27
11739,1027,7.74
10707,10316,3.54
12578,2206,8.96
49046,7900,18.83
48334,18975,8.42
15213,28047,0.45
27209,4591,19.23
35543,1285,15.52
15220,17759,2.51
15687,1234,14.59
55344,17097,8.98
55702,549,30.1
16849,319,15.85
48739,3940,60.93
58051,1850,18.25
58762,206,32.22
45069,51117,3.9
27979,1547,20.31
15065,11558,7.45
19454,29237,7.97
15321,1539,7.1
04634,1808,28.77
49676,3543,31.02
72320,1590,23.15
72206,23158,9.51
44304,5028,0.85
45174,2350,2.02
05819,9145,3.08
24715,439,32.16
25607,1153,28.5
18621,6771,7.34
02838,3519,3.51
19087,32934,1.83
18456,350,19.44
43135,3914,17.47
44146,29223,3.22
45674,651,17.54
92879,46920,1.91
94102,31067,0.25
80204,34098,0.53
03258,2664,7.97
10709,9663,3.0
11950,15884,11.82
25133,982,24.37
42784,2189,15.72
84627,7357,43.97
57547,133,232.3
31075,2677,13.55
83686,47628,4.47
77375,52785,3.4
75215,16681,1.47
43067,1458,23.68
41649,2205,15.38
06705,24861,0.38
49448,3999,11.28
38002,40245,12.47
38359,336,12.12
58445,260,105.15
15001,30945,4.52
15458,2313,5.46
15331,637,7.26
05682,1226,13.57
43614,31607,2.66
73025,13019,10.85
73128,4757,2.03
97224,34625,2.66
13101,2301,24.74
28442,1584,25.03
56320,8306,13.11
55031,2099,18.18
56028,1267,45.45
37701,7714,4.53
77044,45885,6.85
79373,2875,28.17
97014,1202,23.75
19073,19566,4.44
17532,2848,13.04
02830,5935,9.16
29626,12570,7.79
74842,128,43.78
97057,14,70.25
24868,1147,30.75
25173,349,20.81
77565,7945,12.84
72046,4165,21.71
72079,760,24.52
04438,1001,13.49
13433,1844,27.63
13155,586,32.04
80736,679,92.75
89142,35376,4.18
03231,251,6.63
98938,3559,24.54
80930,1995,14.98
06037,19272,3.47
06120,14534,0.39
33765,14270,4.77
32128,19806,7.29
72227,11877,3.68
30047,65420,6.32
31014,13265,18.56
50428,9339,78.49
51453,712,62.66
99103,526,71.04
44142,18674,8.54
23508,22433,3.45
66532,759,30.5
62461,672,47.3
60050,32732,7.58
70740,1634,22.88
52544,7369,42.63
04783,508,135.37
37724,2426,35.43
72658,1615,45.26
62269,32029,13.33
51529,1697,43.47
71839,374,19.14
63435,4442,21.02
55080,2554,38.3
95136,47599,5.43
94568,54420,1.66
93202,3777,21.87
18322,2265,14.91
79406,6880,1.49
05455,1021,6.15
48346,23478,4.4
74338,5353,29.3
97341,2532,50.17
30606,43716,0.8
80137,1658,13.33
32218,61846,12.54
07090,30068,3.49
31649,1096,18.02
62892,374,53.02
61759,1529,18.4
46186,1759,25.28
44822,2749,14.48
74831,722,42.08
07753,37597,2.01
12958,2362,20.31
97060,22609,6.37
62466,4598,17.52
13315,1543,24.78
68643,974,69.28
94403,44300,9.3
29810,4224,44.68
51575,1477,13.88
28689,2071,14.8
58011,446,34.28
97839,312,38.47
62257,2678,32.86
60123,48952,2.5
51527,496,47.53
67870,1265,95.18
20838,252,6.59
01235,2640,7.3
22172,10101,15.55
42333,1401,31.28
40055,1894,19.99
41540,224,11.99
67464,1050,67.44
71202,29709,6.41
04539,1059,20.77
61485,447,31.14
46590,4921,34.11
68966,646,153.83
15474,1875,7.93
06492,44841,6.48
34741,45920,0.6
34233,17989,1.12
85006,28176,0.99
93921,3379,16.36
19975,9341,9.52
83713,30688,3.67
55056,13895,31.41
55390,2548,29.31
56118,471,90.24
46118,4944,9.92
10461,50348,0.13
56310,5425,13.32
56466,2990,21.54
67467,2500,102.26
33143,32197,7.34
03052,8395,2.66
03441,185,6.59
03227,979,27.57
08224,538,14.87
14127,30297,4.11
39216,3998,1.39
65010,6197,13.3
65690,189,34.35
63388,644,31.41
65035,2075,47.31
41385,561,26.57
71350,4038,29.78
13674,145,18.3
52068,4385,19.03
52753,5648,10.68
51006,1008,74.43
50541,836,82.42
13502,32542,5.15
12051,6421,22.4
65725,3148,13.62
10468,78647,0.33
67669,1875,162.81
40068,2000,12.53
40047,20180,12.59
30088,29984,5.88
39859,1085,15.31
51650,352,44.56
38773,3046,92.91
64725,2594,33.18
61073,19165,7.65
60135,6906,15.87
62656,19535,27.43
67152,9134,30.05
44906,16849,3.11
56166,207,82.45
56251,902,45.92
04221,928,23.79
04942,1333,36.42
04253,2082,19.64
21044,44034,3.8
64118,42706,7.12
39751,1457,69.76
87517,346,31.44
65322,581,24.35
64790,856,60.3
66549,1639,49.31
56634,1423,87.6
47516,1330,9.47
46044,3068,19.0
38963,4713,66.85
68046,27811,5.98
69150,316,168.99
03847,337,45.56
10921,3911,8.09
12871,4492,21.42
27455,29020,5.15
12845,4647,38.92
11704,40285,3.96
13057,13772,3.95
64653,704,79.99
68816,205,80.49
41044,897,17.96
65261,770,47.58
59747,177,37.24
68341,1066,29.52
68458,176,35.34
92509,81214,5.38
94548,501,8.18
30312,22275,5.24
30477,2911,37.89
27707,51168,4.65
28163,5469,15.73
43356,1388,7.96
12965,596,60.4
10532,4968,6.53
11211,102624,1.01
12732,689,16.78
85014,27395,1.47
45613,2734,11.44
44417,1736,15.41
52328,2935,9.92
51235,1336,32.37
31045,49,41.75
50170,2803,14.88
51365,338,102.67
67066,308,77.32
66503,15702,56.18
67735,5232,100.75
67056,3098,24.61
45682,2090,15.94
32696,12363,16.43
33579,34271,13.85
32323,422,39.5
55329,1924,25.62
56311,757,80.16
56034,446,70.32
38622,770,55.01
66849,444,49.18
04970,1427,57.13
42232,865,10.43
41139,8004,5.16
42717,6648,47.19
51301,12401,85.39
52569,574,22.98
40220,33240,1.48
03055,15486,13.06
03269,2976,5.75
07436,13009,7.82
07103,32471,1.14
70086,2267,25.72
04943,1665,24.65
21048,10465,6.01
01536,7786,4.16
90031,38535,1.26
96128,674,62.98
80239,47489,6.54
01053,1702,5.23
01602,23854,1.92
01923,27457,0.28
48386,17827,2.21
17980,3096,16.1
35233,1715,5.01
70471,21221,22.86
56520,3828,42.77
19804,17453,1.48
05669,675,12.76
05069,548,18.66
20191,30069,8.38
19133,27419,0.83
38015,2195,26.34
65025,762,28.74
66603,1355,3.62
68924,1169,130.04
66775,141,56.11
07205,21895,1.58
20851,15106,1.43
16420,711,16.75
14818,2129,16.02
07006,25529,5.67
35068,8072,11.07
50833,2337,62.13
08104,22441,0.92
32169,10502,19.89
48469,1292,39.56
85323,42812,3.93
85601,646,39.32
24539,121,37.6
23222,26147,3.14
02833,1144,9.18
79110,19138,4.14
26559,1255,12.87
54440,2869,15.79
53002,2383,22.76
98670,43,59.07
41643,73,16.36
08063,3072,5.0
12955,381,25.97
05153,606,21.24
57033,5467,11.0
60470,497,14.76
21904,7005,7.33
30043,90675,2.01
84513,1575,27.08
07946,3175,6.31
67039,3255,16.6
67052,9357,13.22
62432,417,44.76
82837,59,130.89
06754,1778,13.42
32927,26687,8.38
33010,47231,4.57
32836,20154,8.11
57601,3881,94.84
60626,49730,1.15
32628,5040,49.01
32789,26568,2.76
05036,1089,12.54
05656,3587,22.35
23009,6541,21.27
23109,2178,12.51
29556,12089,34.57
20912,26239,0.88
16680,398,20.15
99016,14543,10.01
25002,0,24.23
26036,684,5.69
40020,110,20.84
46540,11789,31.24
39203,6360,4.09
93033,83782,3.48
93906,65256,3.73
33534,16487,10.03
06484,41155,3.43
32502,3185,1.5
31765,2774,35.04
08505,18078,5.19
14897,811,44.61
55447,21737,8.13
48356,8680,7.99
98198,38089,3.99
60071,3581,8.36
62956,911,19.69
62363,5758,40.87
57438,1554,143.58
21108,18938,4.38
38870,2840,20.04
14706,6189,12.62
02813,7780,8.56
57259,432,100.89
06488,19754,10.95
32608,48905,4.08
60660,43242,1.88
66208,21294,4.13
19403,46165,0.85
15698,507,5.6
30093,55107,2.3
50173,875,47.9
30461,14366,5.54
04643,1053,48.61
57714,810,246.71
37656,3901,7.8
05459,1737,11.59
23663,13832,7.07
45506,13868,2.64
06093,3122,8.62
06516,54918,0.69
30096,67959,6.36
25030,280,18.89
35740,3219,6.1
26591,1264,14.13
08324,282,14.09
08828,2283,8.05
17767,178,25.97
32208,32194,6.43
46227,56614,4.76
04043,11343,19.63
72370,7744,34.55
06811,32388,3.02
71643,1037,64.66
55128,28849,2.9
20839,100,8.25
52209,1046,22.75
02804,2004,5.73
10923,8244,5.83
10303,25947,3.14
12594,4357,16.59
16124,1981,13.57
25125,898,20.42
28537,146,30.65
64843,3372,14.01
31011,694,7.9
80722,259,76.5
15062,7397,1.81
74026,860,41.4
22102,24746,6.26
53140,29219,5.28
35754,5259,12.47
35209,27768,2.52
98593,1418,18.76
53076,4082,16.22
51061,437,85.38
50650,881,47.94
50660,1372,67.38
74354,17926,3.25
11960,696,7.53
14533,2021,17.91
14755,3080,20.68
79011,188,96.08
68972,105,122.45
62999,1794,12.85
62062,8008,11.11
92506,45854,4.94
95703,938,23.47
95013,77,11.59
25922,258,22.87
72417,5024,10.02
72828,45,62.71
92260,34225,9.46
24731,246,27.9
14605,12470,3.93
35633,20747,10.29
65064,465,40.19
06378,5505,4.6
33157,68402,0.43
04562,2130,26.22
04918,307,9.6
61846,4918,33.6
04424,785,44.1
50605,248,82.69
01571,11682,4.67
61940,238,30.86
26537,5021,15.79
94074,197,14.24
95337,37706,4.03
41267,939,16.02
54023,4154,21.05
54827,253,46.28
24581,44,27.42
99218,16518,6.66
89061,5828,36.45
46069,7415,21.61
81054,4858,30.95
23038,1762,25.37
43738,103,10.48
62671,487,26.15
60712,12539,2.45
60113,339,23.05
47944,3412,30.1
04646,65,46.38
60429,15387,1.01
49028,6435,31.36
66509,2669,23.33
68018,432,27.94
21662,455,8.11
50520,85,86.38
04538,1942,29.84
04578,4365,26.95
24124,5007,19.14
36345,8845,16.64
35112,280,11.91
18248,560,8.04
41080,2207,4.2
67444,522,72.77
01267,7955,6.67
90020,39102,2.22
95007,681,9.29
80214,26245,1.27
26346,961,23.5
41045,1620,28.48
16263,200,17.6
13322,902,9.18
61415,1889,41.22
90003,72741,2.41
92582,16783,5.07
95680,10,17.78
22730,175,12.57
17047,2781,26.05
07042,26029,2.95
15712,207,29.38
50069,1009,16.6
49262,1197,23.01
35544,476,11.34
93705,37707,2.96
78391,244,31.05
35131,4332,21.79
35143,3183,16.09
46307,62274,4.26
46550,12786,22.24
83328,5748,110.11
68942,315,99.4
48657,7858,18.16
13409,2519,17.81
13477,1437,12.84
30506,44468,5.85
80125,10552,8.25
06016,6900,5.83
06112,21100,0.49
19730,1064,11.3
03827,3171,7.96
13655,3431,62.34
97121,1412,14.12
89502,45772,2.81
02842,15997,1.08
13202,6581,0.85
83283,210,42.53
41166,1211,9.08
61370,1393,13.1
46156,1606,33.42
52206,2514,12.52
80910,30196,0.99
06107,18914,4.32
06447,6394,10.03
25972,329,26.33
21557,1530,9.09
11958,698,7.33
27315,1659,10.2
07462,6250,14.38
21154,5911,7.02
16828,4345,10.55
75480,1857,40.7
76082,18951,15.79
77873,1284,27.2
26624,2568,44.56
76455,973,73.72
76631,592,31.66
19428,16853,3.19
17021,931,28.68
84738,8517,9.16
99135,311,78.44
98635,1594,64.69
29743,861,17.58
14859,804,21.51
16655,1438,16.04
05486,1666,7.46
23897,403,23.09
76462,3372,20.23
84076,449,78.52
84044,27454,12.52
84325,2358,9.15
79259,61,95.74
49806,513,143.69
54135,3298,38.32
77664,2667,39.4
13618,1563,20.18
73430,1336,22.57
53188,35799,2.08
12723,1561,33.49
69141,408,111.33
03284,843,17.36
78560,5084,19.94
79070,10045,95.09
82422,14,87.62
54730,4994,21.35
98205,14360,7.23
59913,509,22.59
25422,1631,21.56
19958,25027,4.27
04774,548,155.77
78379,1471,37.88
04563,1529,8.4
37052,2803,15.93
03032,5385,5.55
03237,2433,12.32
52760,292,26.86
29567,534,23.94
63124,10827,5.78
91301,25631,10.47
72744,5917,19.31
65789,1666,10.53
63627,3416,40.22
03243,931,8.76
28144,25158,2.99
49970,288,119.87
37175,970,20.98
13077,7135,23.84
83661,9787,36.93
38746,472,81.72
95672,5220,14.76
33870,21760,47.63
55025,24679,15.64
45875,11403,22.35
04617,814,27.01
48823,51230,6.17
48415,9353,14.47
16141,1817,10.02
18069,7789,2.29
02633,4175,12.29
25119,171,19.19
74027,1060,22.04
74110,14812,1.95
42079,1555,23.68
32137,43813,18.14
74079,4248,47.77
01921,8270,1.65
55379,44986,14.1
12586,12129,9.0
38237,16003,30.94
11946,15145,7.78
41051,30166,1.98
01475,10798,3.72
03801,22576,1.98
40171,173,36.14
70802,23968,8.76
11560,6365,10.45
65351,2580,20.46
65067,370,35.54
26148,319,21.66
93427,6071,26.94
49768,487,113.32
15870,1106,26.61
11764,12723,15.45
70654,181,36.17
04257,2617,34.78
60518,3543,19.49
56091,343,61.65
97125,296,26.17
35216,37546,4.22
71859,546,23.69
80640,12864,7.71
45144,4400,18.6
14435,2750,26.88
21640,1440,16.56
38720,589,68.63
15475,1368,7.43
29075,3028,18.84
76109,23512,2.77
32040,7570,24.99
42123,786,26.71
57640,161,116.55
02170,19367,0.16
02576,4467,6.22
35989,3519,20.99
24563,5527,23.05
29657,15869,7.84
37336,4381,8.64
15759,2934,23.79
95717,106,36.23
80478,1330,32.69
14428,7439,11.53
30135,66134,5.81
32536,23426,21.91
12819,323,25.21
15401,31482,5.52
50857,243,55.92
63128,29823,13.21
43314,3033,9.55
63902,0,0.59
18337,14553,10.54
19067,51590,2.93
25411,13087,15.17
16116,2894,3.07
05858,431,12.94
16235,1239,43.08
50115,2723,43.55
67138,336,65.97
70501,31097,6.47
57246,195,104.6
12450,154,17.3
95412,402,37.8
99032,714,36.93
25302,14209,1.95
83114,1050,53.35
35613,25577,8.73
19063,35798,5.12
18055,11631,6.13
98059,38362,6.86
84302,25492,18.62
22637,2419,12.49
28624,1339,13.64
82061,0,61.44
54636,14808,9.03
25183,44,30.93
24977,550,24.97
26547,2632,10.45
53570,2491,23.94
79094,51,31.23
10914,395,8.52
73119,32119,1.08
97451,339,18.13
18825,101,25.15
19144,42556,0.18
97022,3770,13.55
15627,6571,9.34
94503,20306,4.2
16859,548,19.4
78737,16160,9.88
75094,23370,4.93
63363,1878,46.55
37166,14358,49.6
22644,2413,22.47
39664,2385,58.12
62418,2108,57.38
30628,6874,9.85
48722,3033,8.87
03844,2344,10.18
03273,398,18.42
03883,117,29.65
08501,6220,9.54
07014,4971,2.05
48906,26086,5.42
48877,2346,15.49
48472,1761,44.92
62701,1206,0.44
46765,5472,9.89
52358,3525,23.67
61061,6382,24.4
19020,54827,1.18
54173,4206,8.74
35172,3177,10.05
67492,250,69.57
54646,4183,55.66
66967,2009,131.2
98392,3071,9.24
37042,77168,7.81
37711,4765,23.5
10950,50895,12.15
11222,36492,1.64
11378,37279,1.84
13731,880,41.16
15312,3853,10.43
40873,2245,33.91
68769,1671,100.36
49636,401,63.41
33606,19466,4.19
56157,845,71.22
32803,19583,2.28
36512,47,23.76
16929,2515,12.32
21244,35724,2.93
