COUNTYFP,total,IntSub,IntNoSub,noInt,IntSubPct,IntNoSubPct,NoIntPct,year
28093,12772,8403,550,3819,65.79,4.31,29.9,2019
28095,13966,9796,343,3827,70.14,2.46,27.4,2019
28097,4539,3060,173,1306,67.42,3.81,28.77,2019
28099,10657,7070,553,3034,66.34,5.19,28.47,2019
28101,8037,5255,349,2433,65.39,4.34,30.27,2019
28103,3986,2266,223,1497,56.85,5.59,37.56,2019
28105,17798,13673,1260,2865,76.82,7.08,16.1,2019
28107,12488,7583,602,4303,60.72,4.82,34.46,2019
28109,21020,16122,863,4035,76.7,4.11,19.2,2019
28111,4623,3218,166,1239,69.61,3.59,26.8,2019
28113,14404,8210,584,5610,57,4.05,38.95,2019
28115,10783,6896,717,3170,63.95,6.65,29.4,2019
28117,9145,6573,267,2305,71.88,2.92,25.21,2019
28119,3027,1784,30,1213,58.94,0.99,40.07,2019
28121,55909,46646,1365,7898,83.43,2.44,14.13,2019
28123,10180,6155,448,3577,60.46,4.4,35.14,2019
28125,1751,1055,66,630,60.25,3.77,35.98,2019
28127,9486,5670,698,3118,59.77,7.36,32.87,2019
28129,5820,3000,261,2559,51.55,4.48,43.97,2019
28131,6334,4425,174,1735,69.86,2.75,27.39,2019
28133,8322,4974,238,3110,59.77,2.86,37.37,2019
28135,4369,2390,125,1854,54.7,2.86,42.44,2019
28137,10324,7314,534,2476,70.84,5.17,23.98,2019
28139,7834,5096,656,2082,65.05,8.37,26.58,2019
28141,7635,5079,472,2084,66.52,6.18,27.3,2019
28143,3930,2786,131,1013,70.89,3.33,25.78,2019
28145,9808,6482,558,2768,66.09,5.69,28.22,2019
28147,5601,2863,278,2460,51.12,4.96,43.92,2019
28149,18235,13677,761,3797,75,4.17,20.82,2019
28151,17988,11263,764,5961,62.61,4.25,33.14,2019
28153,7683,4714,323,2646,61.36,4.2,34.44,2019
28155,3782,2587,46,1149,68.4,1.22,30.38,2019
28157,3170,1665,49,1456,52.52,1.55,45.93,2019
28159,7269,4633,167,2469,63.74,2.3,33.97,2019
28161,5181,2899,95,2187,55.95,1.83,42.21,2019
28163,8542,5715,214,2613,66.9,2.51,30.59,2019
29001,9258,6928,508,1822,74.83,5.49,19.68,2019
29003,6763,5197,239,1327,76.84,3.53,19.62,2019
29005,2562,1924,127,511,75.1,4.96,19.95,2019
29007,9286,6916,295,2075,74.48,3.18,22.35,2019
29009,13645,9185,1105,3355,67.31,8.1,24.59,2019
29011,4895,3368,276,1251,68.8,5.64,25.56,2019
29013,6547,4610,309,1628,70.41,4.72,24.87,2019
29015,7872,5675,242,1955,72.09,3.07,24.83,2019
29017,4593,3283,55,1255,71.48,1.2,27.32,2019
29019,70619,59255,3592,7772,83.91,5.09,11.01,2019
29021,33501,25627,742,7132,76.5,2.21,21.29,2019
29023,16390,11941,393,4056,72.86,2.4,24.75,2019
29025,3639,2651,95,893,72.85,2.61,24.54,2019
29027,15973,12070,747,3156,75.57,4.68,19.76,2019
29029,16031,12621,516,2894,78.73,3.22,18.05,2019
29031,29594,24907,421,4266,84.16,1.42,14.42,2019
29033,3503,2499,102,902,71.34,2.91,25.75,2019
29035,2333,1539,22,772,65.97,0.94,33.09,2019
29037,39770,33699,1243,4828,84.73,3.13,12.14,2019
29039,5842,4387,309,1146,75.09,5.29,19.62,2019
29041,2686,1961,51,674,73.01,1.9,25.09,2019
29043,31645,26305,832,4508,83.13,2.63,14.25,2019
29045,2657,1852,98,707,69.7,3.69,26.61,2019
29047,91238,80820,2990,7428,88.58,3.28,8.14,2019
29049,8177,6531,289,1357,79.87,3.53,16.6,2019
29051,30154,21683,3038,5433,71.91,10.07,18.02,2019
29053,6397,4831,254,1312,75.52,3.97,20.51,2019
29055,9578,6825,287,2466,71.26,3,25.75,2019
29057,3068,2225,108,735,72.52,3.52,23.96,2019
29059,6209,4219,255,1735,67.95,4.11,27.94,2019
29061,3035,2290,49,696,75.45,1.61,22.93,2019
29063,3807,2737,136,934,71.89,3.57,24.53,2019
29065,6371,4338,308,1725,68.09,4.83,27.08,2019
29067,5137,3300,363,1474,64.24,7.07,28.69,2019
29069,12342,9145,366,2831,74.1,2.97,22.94,2019
29071,40943,33198,922,6823,81.08,2.25,16.66,2019
29073,6076,4815,133,1128,79.25,2.19,18.56,2019
29075,2555,1909,48,598,74.72,1.88,23.41,2019
29077,125201,96148,8452,20601,76.79,6.75,16.45,2019
29079,3936,2929,56,951,74.42,1.42,24.16,2019
29081,3429,2659,31,739,77.54,0.9,21.55,2019
29083,9328,7426,271,1631,79.61,2.91,17.48,2019
29085,3976,2590,145,1241,65.14,3.65,31.21,2019
29087,2022,1450,36,536,71.71,1.78,26.51,2019
29089,3471,2689,85,697,77.47,2.45,20.08,2019
29091,15878,11564,603,3711,72.83,3.8,23.37,2019
29093,4074,2632,185,1257,64.6,4.54,30.85,2019
29095,286601,234104,11154,41343,81.68,3.89,14.43,2019
29097,45759,35683,2645,7431,77.98,5.78,16.24,2019
29099,84444,72329,1987,10128,85.65,2.35,11.99,2019
29101,19864,17157,490,2217,86.37,2.47,11.16,2019
29103,1490,955,51,484,64.09,3.42,32.48,2019
29105,14112,10413,687,3012,73.79,4.87,21.34,2019
29107,13050,9825,489,2736,75.29,3.75,20.97,2019
29109,14787,11479,436,2872,77.63,2.95,19.42,2019
29111,3752,2902,117,733,77.35,3.12,19.54,2019
29113,19286,15691,541,3054,81.36,2.81,15.84,2019
29115,5106,3604,156,1346,70.58,3.06,26.36,2019
29117,5915,4030,248,1637,68.13,4.19,27.68,2019
29119,8259,4561,713,2985,55.22,8.63,36.14,2019
29121,5845,3962,212,1671,67.78,3.63,28.59,2019
29123,5044,3476,130,1438,68.91,2.58,28.51,2019
29125,3762,2474,163,1125,65.76,4.33,29.9,2019
29127,11565,9220,367,1978,79.72,3.17,17.1,2019
29129,1271,837,52,382,65.85,4.09,30.06,2019
29131,10111,7439,473,2199,73.57,4.68,21.75,2019
29133,5026,3457,185,1384,68.78,3.68,27.54,2019
29135,5436,3746,332,1358,68.91,6.11,24.98,2019
29137,3702,2643,82,977,71.39,2.22,26.39,2019
29139,5014,3461,215,1338,69.03,4.29,26.69,2019
29141,7588,5015,495,2078,66.09,6.52,27.39,2019
29143,7371,5332,140,1899,72.34,1.9,25.76,2019
29145,22202,16813,807,4582,75.73,3.63,20.64,2019
29147,8395,6768,174,1453,80.62,2.07,17.31,2019
29149,4249,2610,148,1491,61.43,3.48,35.09,2019
29151,5120,3395,506,1219,66.31,9.88,23.81,2019
29153,3958,2701,118,1139,68.24,2.98,28.78,2019
29155,6730,4898,118,1714,72.78,1.75,25.47,2019
29157,7576,6076,110,1390,80.2,1.45,18.35,2019
29159,16033,12435,446,3152,77.56,2.78,19.66,2019
29161,17981,14536,495,2950,80.84,2.75,16.41,2019
29163,6589,5029,84,1476,76.32,1.27,22.4,2019
29165,39305,35498,969,2838,90.31,2.47,7.22,2019
29167,11712,9235,427,2050,78.85,3.65,17.5,2019
29169,15154,12502,764,1888,82.5,5.04,12.46,2019
29171,1744,1153,108,483,66.11,6.19,27.69,2019
29173,4036,3129,121,786,77.53,3,19.47,2019
29175,8626,6632,188,1806,76.88,2.18,20.94,2019
29177,8868,6895,298,1675,77.75,3.36,18.89,2019
29179,2596,1927,31,638,74.23,1.19,24.58,2019
29181,5059,3440,153,1466,68,3.02,28.98,2019
29183,146631,131936,2837,11858,89.98,1.93,8.09,2019
29185,4139,2826,139,1174,68.28,3.36,28.36,2019
29186,7121,5549,200,1372,77.92,2.81,19.27,2019
29187,24898,19858,609,4431,79.76,2.45,17.8,2019
29189,405984,353347,9134,43503,87.03,2.25,10.72,2019
29195,8272,6502,264,1506,78.6,3.19,18.21,2019
29197,1475,933,42,500,63.25,2.85,33.9,2019
29199,1768,1338,50,380,75.68,2.83,21.49,2019
29201,15230,11767,382,3081,77.26,2.51,20.23,2019
29203,3064,1903,95,1066,62.11,3.1,34.79,2019
29205,2432,1800,71,561,74.01,2.92,23.07,2019
29207,11530,8628,236,2666,74.83,2.05,23.12,2019
29209,12783,10493,466,1824,82.09,3.65,14.27,2019
29211,2128,1501,57,570,70.54,2.68,26.79,2019
29213,22272,18088,897,3287,81.21,4.03,14.76,2019
29215,9728,6499,882,2347,66.81,9.07,24.13,2019
29217,8207,6494,321,1392,79.13,3.91,16.96,2019
29219,12654,10236,370,2048,80.89,2.92,16.18,2019
29221,9231,6237,303,2691,67.57,3.28,29.15,2019
29223,5426,3707,77,1642,68.32,1.42,30.26,2019
29225,13575,9581,620,3374,70.58,4.57,24.85,2019
29227,859,643,6,210,74.85,0.7,24.45,2019
29229,7063,4824,343,1896,68.3,4.86,26.84,2019
29510,141952,105725,5812,30415,74.48,4.09,21.43,2019
30001,3992,3069,220,703,76.88,5.51,17.61,2019
30003,3609,2431,155,1023,67.36,4.29,28.35,2019
30005,2366,1666,114,586,70.41,4.82,24.77,2019
30007,2364,1746,109,509,73.86,4.61,21.53,2019
30009,4524,3613,102,809,79.86,2.25,17.88,2019
30011,628,502,12,114,79.94,1.91,18.15,2019
30013,34329,26560,824,6945,77.37,2.4,20.23,2019
30015,2274,1630,68,576,71.68,2.99,25.33,2019
30017,4903,3907,69,927,79.69,1.41,18.91,2019
30019,857,637,27,193,74.33,3.15,22.52,2019
30021,3930,3064,68,798,77.96,1.73,20.31,2019
30023,3903,2909,48,946,74.53,1.23,24.24,2019
30025,1334,1083,17,234,81.18,1.27,17.54,2019
30027,4912,3913,131,868,79.66,2.67,17.67,2019
30029,38773,32903,871,4999,84.86,2.25,12.89,2019
30031,43777,38329,1534,3914,87.56,3.5,8.94,2019
30033,438,340,8,90,77.63,1.83,20.55,2019
30035,4163,2766,121,1276,66.44,2.91,30.65,2019
30037,351,254,4,93,72.36,1.14,26.5,2019
30039,1308,991,77,240,75.76,5.89,18.35,2019
30041,6369,5075,191,1103,79.68,3,17.32,2019
30043,4484,3651,156,677,81.42,3.48,15.1,2019
30045,906,703,35,168,77.59,3.86,18.54,2019
30047,11802,9172,432,2198,77.72,3.66,18.62,2019
30049,27893,23284,689,3920,83.48,2.47,14.05,2019
30051,895,621,50,224,69.39,5.59,25.03,2019
30053,8122,6152,429,1541,75.74,5.28,18.97,2019
30055,723,548,9,166,75.8,1.24,22.96,2019
30057,3570,2643,344,583,74.03,9.64,16.33,2019
30059,702,447,58,197,63.68,8.26,28.06,2019
30061,1786,1191,40,555,66.69,2.24,31.08,2019
30063,49313,42559,1444,5310,86.3,2.93,10.77,2019
30065,2181,1677,31,473,76.89,1.42,21.69,2019
30067,7782,6315,327,1140,81.15,4.2,14.65,2019
30069,204,172,3,29,84.31,1.47,14.22,2019
30071,1710,1221,60,429,71.4,3.51,25.09,2019
30073,2103,1572,64,467,74.75,3.04,22.21,2019
30075,737,610,47,80,82.77,6.38,10.85,2019
30077,2426,1824,91,511,75.19,3.75,21.06,2019
30079,518,405,13,100,78.19,2.51,19.31,2019
30081,17354,14168,535,2651,81.64,3.08,15.28,2019
30083,4535,3555,110,870,78.39,2.43,19.18,2019
30085,3150,2038,115,997,64.7,3.65,31.65,2019
30087,3166,2278,72,816,71.95,2.27,25.77,2019
30089,5036,3656,72,1308,72.6,1.43,25.97,2019
30091,1639,1368,46,225,83.47,2.81,13.73,2019
30093,14960,11500,708,2752,76.87,4.73,18.4,2019
30095,3761,3092,113,556,82.21,3,14.78,2019
30097,1566,1181,58,327,75.42,3.7,20.88,2019
30099,2464,1881,76,507,76.34,3.08,20.58,2019
30101,1867,1465,69,333,78.47,3.7,17.84,2019
30103,351,266,13,72,75.78,3.7,20.51,2019
30105,3386,2703,108,575,79.83,3.19,16.98,2019
30107,792,574,28,190,72.47,3.54,23.99,2019
30109,498,331,24,143,66.47,4.82,28.71,2019
30111,66385,56304,2018,8063,84.81,3.04,12.15,2019
31001,12712,10097,307,2308,79.43,2.42,18.16,2019
31003,2714,2080,94,540,76.64,3.46,19.9,2019
31005,197,148,7,42,75.13,3.55,21.32,2019
31007,283,226,12,45,79.86,4.24,15.9,2019
31009,213,184,9,20,86.38,4.23,9.39,2019
31011,2311,1855,45,411,80.27,1.95,17.78,2019
31013,4743,3883,119,741,81.87,2.51,15.62,2019
31015,904,658,27,219,72.79,2.99,24.23,2019
31017,1387,1097,52,238,79.09,3.75,17.16,2019
31019,19062,16094,609,2359,84.43,3.19,12.38,2019
31021,2856,2085,142,629,73,4.97,22.02,2019
31023,3363,2705,61,597,80.43,1.81,17.75,2019
31025,9945,8454,279,1212,85.01,2.81,12.19,2019
31027,3506,2862,76,568,81.63,2.17,16.2,2019
31029,1679,1387,28,264,82.61,1.67,15.72,2019
31031,2537,2023,44,470,79.74,1.73,18.53,2019
31033,4395,3493,138,764,79.48,3.14,17.38,2019
31035,2539,2007,106,426,79.05,4.17,16.78,2019
31037,3731,2901,35,795,77.75,0.94,21.31,2019
31039,3727,2557,240,930,68.61,6.44,24.95,2019
31041,4862,3685,164,1013,75.79,3.37,20.84,2019
31043,7404,5712,178,1514,77.15,2.4,20.45,2019
31045,3525,2939,130,456,83.38,3.69,12.94,2019
31047,8965,7107,309,1549,79.27,3.45,17.28,2019
31049,830,608,31,191,73.25,3.73,23.01,2019
31051,2352,1748,60,544,74.32,2.55,23.13,2019
31053,15261,12178,548,2535,79.8,3.59,16.61,2019
31055,218061,187014,5221,25826,85.76,2.39,11.84,2019
31057,872,622,21,229,71.33,2.41,26.26,2019
31059,2510,1937,63,510,77.17,2.51,20.32,2019
31061,1377,1027,44,306,74.58,3.2,22.22,2019
31063,1135,834,36,265,73.48,3.17,23.35,2019
31065,2128,1603,75,450,75.33,3.52,21.15,2019
31067,8979,7259,188,1532,80.84,2.09,17.06,2019
31069,868,636,82,150,73.27,9.45,17.28,2019
31071,884,558,80,246,63.12,9.05,27.83,2019
31073,942,779,24,139,82.7,2.55,14.76,2019
31075,288,218,10,60,75.69,3.47,20.83,2019
31077,1019,757,61,201,74.29,5.99,19.73,2019
31079,23096,19007,756,3333,82.3,3.27,14.43,2019
31081,3713,3247,62,404,87.45,1.67,10.88,2019
31083,1521,1184,46,291,77.84,3.02,19.13,2019
31085,403,327,5,71,81.14,1.24,17.62,2019
31087,1243,894,37,312,71.92,2.98,25.1,2019
31089,4487,3376,207,904,75.24,4.61,20.15,2019
31091,318,205,24,89,64.47,7.55,27.99,2019
31093,2720,2042,100,578,75.07,3.68,21.25,2019
31095,3302,2452,79,771,74.26,2.39,23.35,2019
31097,1809,1352,60,397,74.74,3.32,21.95,2019
31099,2666,2167,57,442,81.28,2.14,16.58,2019
31101,3882,3179,82,621,81.89,2.11,16,2019
31103,304,240,11,53,78.95,3.62,17.43,2019
31105,1577,1195,13,369,75.78,0.82,23.4,2019
31107,3586,2726,105,755,76.02,2.93,21.05,2019
31109,124324,109421,3094,11809,88.01,2.49,9.5,2019
31111,14856,12357,351,2148,83.18,2.36,14.46,2019
31113,347,258,5,84,74.35,1.44,24.21,2019
31115,294,203,16,75,69.05,5.44,25.51,2019
31117,191,120,16,55,62.83,8.38,28.8,2019
31119,14205,11141,611,2453,78.43,4.3,17.27,2019
31121,3373,2530,96,747,75.01,2.85,22.15,2019
31123,1954,1487,48,419,76.1,2.46,21.44,2019
31125,1546,1185,33,328,76.65,2.13,21.22,2019
31127,2977,2306,159,512,77.46,5.34,17.2,2019
31129,1867,1370,54,443,73.38,2.89,23.73,2019
31131,6510,5250,123,1137,80.65,1.89,17.47,2019
31133,1222,883,29,310,72.26,2.37,25.37,2019
31135,1228,1016,11,201,82.74,0.9,16.37,2019
31137,3905,3116,209,580,79.8,5.35,14.85,2019
31139,3022,2488,88,446,82.33,2.91,14.76,2019
31141,12947,10311,342,2294,79.64,2.64,17.72,2019
31143,2052,1754,29,269,85.48,1.41,13.11,2019
31145,4519,3589,47,883,79.42,1.04,19.54,2019
31147,3704,2935,95,674,79.24,2.56,18.2,2019
31149,623,448,47,128,71.91,7.54,20.55,2019
31151,5157,4149,67,941,80.45,1.3,18.25,2019
31153,66260,60361,1439,4460,91.1,2.17,6.73,2019
31155,8501,6961,331,1209,81.88,3.89,14.22,2019
31157,14732,11490,506,2736,77.99,3.43,18.57,2019
31159,6600,5534,179,887,83.85,2.71,13.44,2019
31161,2273,1699,66,508,74.75,2.9,22.35,2019
31163,1368,1044,16,308,76.32,1.17,22.51,2019
31165,544,396,22,126,72.79,4.04,23.16,2019
31167,2418,1989,73,356,82.26,3.02,14.72,2019
31169,2244,1746,30,468,77.81,1.34,20.86,2019
31171,277,243,7,27,87.73,2.53,9.75,2019
31173,2176,1465,93,618,67.33,4.27,28.4,2019
31175,1865,1378,62,425,73.89,3.32,22.79,2019
31177,8185,7038,228,919,85.99,2.79,11.23,2019
31179,3708,3197,100,411,86.22,2.7,11.08,2019
31181,1507,1159,54,294,76.91,3.58,19.51,2019
31183,346,268,8,70,77.46,2.31,20.23,2019
31185,5656,4814,181,661,85.11,3.2,11.69,2019
32001,9940,8538,249,1153,85.9,2.51,11.6,2019
32003,783524,651276,26565,105683,83.12,3.39,13.49,2019
32005,20741,18551,249,1941,89.44,1.2,9.36,2019
32007,18065,15279,846,1940,84.58,4.68,10.74,2019
32009,491,263,40,188,53.56,8.15,38.29,2019
32011,774,632,24,118,81.65,3.1,15.25,2019
32013,6500,5266,176,1058,81.02,2.71,16.28,2019
32015,2198,1899,24,275,86.4,1.09,12.51,2019
32017,2018,1545,76,397,76.56,3.77,19.67,2019
32019,21189,18001,469,2719,84.95,2.21,12.83,2019
32021,2048,1393,48,607,68.02,2.34,29.64,2019
32023,19088,13957,548,4583,73.12,2.87,24.01,2019
32027,1948,1465,20,463,75.21,1.03,23.77,2019
32029,1627,1241,79,307,76.28,4.86,18.87,2019
32031,182180,156247,5661,20272,85.77,3.11,11.13,2019
32033,3516,2699,89,728,76.76,2.53,20.71,2019
32510,22755,18789,811,3155,82.57,3.56,13.87,2019
33001,25052,21815,695,2542,87.08,2.77,10.15,2019
33003,21456,18705,509,2242,87.18,2.37,10.45,2019
33005,30141,25458,801,3882,84.46,2.66,12.88,2019
33007,13768,10845,493,2430,78.77,3.58,17.65,2019
33009,34727,28954,1652,4121,83.38,4.76,11.87,2019
33011,161086,145040,3330,12716,90.04,2.07,7.89,2019
33013,58452,50846,1507,6099,86.99,2.58,10.43,2019
33015,121045,110813,2208,8024,91.55,1.82,6.63,2019
33017,48982,42297,1539,5146,86.35,3.14,10.51,2019
33019,17328,14220,785,2323,82.06,4.53,13.41,2019
34001,99850,83692,2423,13735,83.82,2.43,13.76,2019
34003,339856,305620,4581,29655,89.93,1.35,8.73,2019
34005,166391,148411,2703,15277,89.19,1.62,9.18,2019
34007,187383,157789,3592,26002,84.21,1.92,13.88,2019
34009,40171,34127,1002,5042,84.95,2.49,12.55,2019
34011,50729,39753,1993,8983,78.36,3.93,17.71,2019
34013,285908,230972,8543,46393,80.79,2.99,16.23,2019
34015,104908,92611,1940,10357,88.28,1.85,9.87,2019
34017,258591,221445,5080,32066,85.64,1.96,12.4,2019
34019,47175,42966,657,3552,91.08,1.39,7.53,2019
34021,129936,108154,4388,17394,83.24,3.38,13.39,2019
34023,285005,247223,10996,26786,86.74,3.86,9.4,2019
34025,235362,209087,5725,20550,88.84,2.43,8.73,2019
34027,181884,166676,3065,12143,91.64,1.69,6.68,2019
34029,226160,187186,5846,33128,82.77,2.58,14.65,2019
34031,165429,134692,2959,27778,81.42,1.79,16.79,2019
34033,23933,19358,701,3874,80.88,2.93,16.19,2019
34035,118193,109259,2121,6813,92.44,1.79,5.76,2019
34037,53322,48264,1152,3906,90.51,2.16,7.33,2019
34039,190101,159753,6049,24299,84.04,3.18,12.78,2019
34041,41587,36051,861,4675,86.69,2.07,11.24,2019
35001,267699,215330,10312,42057,80.44,3.85,15.71,2019
35003,1325,722,139,464,54.49,10.49,35.02,2019
35005,23284,16233,1078,5973,69.72,4.63,25.65,2019
35006,8708,5155,289,3264,59.2,3.32,37.48,2019
35007,5853,3998,128,1727,68.31,2.19,29.51,2019
35009,18548,15048,356,3144,81.13,1.92,16.95,2019
35011,672,458,23,191,68.15,3.42,28.42,2019
35013,77842,57063,3177,17602,73.31,4.08,22.61,2019
35015,21251,16900,546,3805,79.53,2.57,17.91,2019
35017,11851,8414,479,2958,71,4.04,24.96,2019
35019,1384,544,48,792,39.31,3.47,57.23,2019
35021,211,109,8,94,51.66,3.79,44.55,2019
35023,1679,1190,99,390,70.88,5.9,23.23,2019
35025,22523,17554,784,4185,77.94,3.48,18.58,2019
35027,7566,5715,426,1425,75.54,5.63,18.83,2019
35028,7931,7177,167,587,90.49,2.11,7.4,2019
35029,8904,5632,242,3030,63.25,2.72,34.03,2019
35031,20942,9452,896,10594,45.13,4.28,50.59,2019
35033,1713,926,16,771,54.06,0.93,45.01,2019
35035,23634,18650,563,4421,78.91,2.38,18.71,2019
35037,3040,1707,123,1210,56.15,4.05,39.8,2019
35039,12730,7348,271,5111,57.72,2.13,40.15,2019
35041,6814,5354,234,1226,78.57,3.43,17.99,2019
35043,51001,42788,1282,6931,83.9,2.51,13.59,2019
35045,43387,29098,1784,12505,67.07,4.11,28.82,2019
35047,11609,6628,515,4466,57.09,4.44,38.47,2019
35049,61921,50216,1333,10372,81.1,2.15,16.75,2019
35051,5555,3511,156,1888,63.2,2.81,33.99,2019
35053,4520,2537,269,1714,56.13,5.95,37.92,2019
35055,12103,8264,348,3491,68.28,2.88,28.84,2019
35057,5644,3614,151,1879,64.03,2.68,33.29,2019
35059,1395,865,30,500,62.01,2.15,35.84,2019
35061,27010,18534,1552,6924,68.62,5.75,25.63,2019
36001,126540,106153,4348,16039,83.89,3.44,12.68,2019
36003,17948,13685,614,3649,76.25,3.42,20.33,2019
36005,503829,382496,20999,100334,75.92,4.17,19.91,2019
36007,78549,64585,2372,11592,82.22,3.02,14.76,2019
36009,31779,23018,1315,7446,72.43,4.14,23.43,2019
36011,31221,25099,871,5251,80.39,2.79,16.82,2019
36013,53075,40857,2346,9872,76.98,4.42,18.6,2019
36015,33989,27483,1228,5278,80.86,3.61,15.53,2019
36017,20697,16351,915,3431,79,4.42,16.58,2019
36019,31301,25097,1167,5037,80.18,3.73,16.09,2019
36021,24966,20090,741,4135,80.47,2.97,16.56,2019
36023,17745,13200,1519,3026,74.39,8.56,17.05,2019
36025,18968,14535,658,3775,76.63,3.47,19.9,2019
36027,108413,95886,2343,10184,88.45,2.16,9.39,2019
36029,389585,317452,12176,59957,81.48,3.13,15.39,2019
36031,15790,12476,769,2545,79.01,4.87,16.12,2019
36033,19015,14162,810,4043,74.48,4.26,21.26,2019
36035,22557,17573,720,4264,77.9,3.19,18.9,2019
36037,23759,19240,605,3914,80.98,2.55,16.47,2019
36039,17100,12697,606,3797,74.25,3.54,22.2,2019
36041,1157,877,84,196,75.8,7.26,16.94,2019
36043,24524,19763,756,4005,80.59,3.08,16.33,2019
36045,42734,35967,987,5780,84.16,2.31,13.53,2019
36047,958567,769579,23349,165639,80.28,2.44,17.28,2019
36049,10247,8136,206,1905,79.4,2.01,18.59,2019
36051,24176,20353,799,3024,84.19,3.3,12.51,2019
36053,25877,21227,980,3670,82.03,3.79,14.18,2019
36055,301948,255061,8816,38071,84.47,2.92,12.61,2019
36057,19660,15119,728,3813,76.9,3.7,19.39,2019
36059,446977,402328,8851,35798,90.01,1.98,8.01,2019
36061,759460,648685,23246,87529,85.41,3.06,11.53,2019
36063,88519,71223,2225,15071,80.46,2.51,17.03,2019
36065,89729,72909,2574,14246,81.25,2.87,15.88,2019
36067,185324,149251,8688,27385,80.54,4.69,14.78,2019
36069,44787,38193,1099,5495,85.28,2.45,12.27,2019
36071,128016,102775,7223,18018,80.28,5.64,14.07,2019
36073,16563,13487,331,2745,81.43,2,16.57,2019
36075,46079,39158,1096,5825,84.98,2.38,12.64,2019
36077,23409,18741,715,3953,80.06,3.05,16.89,2019
36079,34854,32121,648,2085,92.16,1.86,5.98,2019
36081,778932,651783,16602,110547,83.68,2.13,14.19,2019
36083,64906,55353,1882,7671,85.28,2.9,11.82,2019
36085,166246,136650,4631,24965,82.2,2.79,15.02,2019
36087,100438,82941,2390,15107,82.58,2.38,15.04,2019
36089,41933,33764,1141,7028,80.52,2.72,16.76,2019
36091,94406,84615,2148,7643,89.63,2.28,8.1,2019
36093,54302,45586,2058,6658,83.95,3.79,12.26,2019
36095,12559,9546,498,2515,76.01,3.97,20.03,2019
36097,7324,5856,251,1217,79.96,3.43,16.62,2019
36099,13564,10860,316,2388,80.06,2.33,17.61,2019
36101,39861,31486,1081,7294,78.99,2.71,18.3,2019
36103,489301,433676,13243,42382,88.63,2.71,8.66,2019
36105,28184,22761,724,4699,80.76,2.57,16.67,2019
36107,20030,16851,320,2859,84.13,1.6,14.27,2019
36109,39618,33915,2167,3536,85.61,5.47,8.93,2019
36111,69320,59981,1535,7804,86.53,2.21,11.26,2019
36113,28015,23480,701,3834,83.81,2.5,13.69,2019
36115,24014,19265,687,4062,80.22,2.86,16.92,2019
36117,36720,29930,1065,5725,81.51,2.9,15.59,2019
36119,349292,301688,11258,36346,86.37,3.22,10.41,2019
36121,15917,12477,605,2835,78.39,3.8,17.81,2019
36123,8919,6771,143,2005,75.92,1.6,22.48,2019
37001,64439,50260,2213,11966,78,3.43,18.57,2019
37003,14169,10507,383,3279,74.15,2.7,23.14,2019
37005,4920,3774,87,1059,76.71,1.77,21.52,2019
37007,9521,7122,217,2182,74.8,2.28,22.92,2019
37009,11938,8486,338,3114,71.08,2.83,26.08,2019
37011,6551,4717,269,1565,72,4.11,23.89,2019
37013,19701,13738,529,5434,69.73,2.69,27.58,2019
37015,7909,4657,330,2922,58.88,4.17,36.95,2019
37017,13636,9641,352,3643,70.7,2.58,26.72,2019
37019,56056,47638,1709,6709,84.98,3.05,11.97,2019
37021,107479,88044,3231,16204,81.92,3.01,15.08,2019
37023,35156,25448,725,8983,72.39,2.06,25.55,2019
37025,72238,64385,1394,6459,89.13,1.93,8.94,2019
37027,32864,25860,687,6317,78.69,2.09,19.22,2019
37029,3933,3420,100,413,86.96,2.54,10.5,2019
37031,29755,25239,873,3643,84.82,2.93,12.24,2019
37033,9145,6036,257,2852,66,2.81,31.19,2019
37035,62319,50670,1403,10246,81.31,2.25,16.44,2019
37037,29033,22731,2001,4301,78.29,6.89,14.81,2019
37039,12471,9302,537,2632,74.59,4.31,21.1,2019
37041,6133,4242,273,1618,69.17,4.45,26.38,2019
37043,4996,3885,79,1032,77.76,1.58,20.66,2019
37045,35638,23659,2190,9789,66.39,6.15,27.47,2019
37047,21580,14506,774,6300,67.22,3.59,29.19,2019
37049,41226,33707,740,6779,81.76,1.79,16.44,2019
37051,125427,106117,3295,16015,84.6,2.63,12.77,2019
37053,10522,8817,477,1228,83.8,4.53,11.67,2019
37055,15529,14095,293,1141,90.77,1.89,7.35,2019
37057,66653,52845,1676,12132,79.28,2.51,18.2,2019
37059,16405,13790,270,2345,84.06,1.65,14.29,2019
37061,21466,14138,702,6626,65.86,3.27,30.87,2019
37063,125953,109846,3622,12485,87.21,2.88,9.91,2019
37065,21151,13659,679,6813,64.58,3.21,32.21,2019
37067,146816,119697,3549,23570,81.53,2.42,16.05,2019
37069,25381,20062,444,4875,79.04,1.75,19.21,2019
37071,83735,67089,2234,14412,80.12,2.67,17.21,2019
37073,4638,3400,202,1036,73.31,4.36,22.34,2019
37075,3393,1960,205,1228,57.77,6.04,36.19,2019
37077,21400,17091,385,3924,79.86,1.8,18.34,2019
37079,7164,5301,220,1643,73.99,3.07,22.93,2019
37081,203987,156028,15602,32357,76.49,7.65,15.86,2019
37083,21017,12292,1481,7244,58.49,7.05,34.47,2019
37085,45416,35938,1954,7524,79.13,4.3,16.57,2019
37087,26653,19168,1225,6260,71.92,4.6,23.49,2019
