"ZCTA","minDisFQHC","timeDrive","countDrive"
93519,14.1,30.02,0
96121,30.02,30.02,0
25503,9.25,30.02,0
5757,10.37,30.02,0
59920,18.84,30.02,0
24130,10.36,30.03,0
68826,30.46,30.04,0
56185,17.31,30.04,0
22535,15.46,30.04,0
44675,14.2,30.04,0
54110,22.59,30.04,0
3809,16.91,30.04,0
27025,19.64,30.04,0
47958,18.44,30.05,0
25565,10.55,30.05,0
46565,19.5,30.05,0
71846,17.98,30.06,0
47041,20.42,30.06,0
47960,11.64,30.06,0
23876,11.02,30.07,0
32259,9.23,30.07,0
21824,30.89,30.07,0
17314,13.45,30.07,0
26852,12.74,30.07,0
5257,12.77,30.08,0
71023,14.55,30.08,0
54515,19.22,30.08,0
18901,20.84,30.09,0
75944,23.68,30.09,0
43001,18.93,30.09,0
47358,20.23,30.09,0
68873,27.89,30.09,0
22851,15.02,30.09,0
65626,21.12,30.1,0
3467,14.94,30.11,0
63662,20.07,30.11,0
40351,24.23,30.11,0
72351,17.03,30.11,0
64739,24.72,30.12,0
47874,8.85,30.12,0
57445,23.7,30.12,0
54968,23.16,30.12,0
72934,10.33,30.12,0
30176,21.29,30.12,0
17952,11.94,30.13,0
48749,8.84,30.13,0
36502,20.42,30.14,0
64440,8.83,30.14,0
12405,22.42,30.14,0
62215,23.35,30.14,0
75755,12.84,30.14,0
47453,26.44,30.14,0
76234,23.53,30.14,0
46792,19.12,30.15,0
55359,26.78,30.15,0
30669,10.11,30.16,0
18823,13.86,30.16,0
32359,18.3,30.16,0
52594,17.33,30.16,0
32440,12.93,30.16,0
65784,10.48,30.16,0
36564,15.57,30.16,0
53529,17.61,30.17,0
17316,12.92,30.17,0
55967,22.36,30.17,0
57341,23.97,30.17,0
24090,13.67,30.17,0
47282,19.42,30.18,0
97454,17.94,30.18,0
37391,14.8,30.18,0
49620,21.98,30.18,0
50563,23.52,30.18,0
62510,18.57,30.18,0
45883,20.16,30.18,0
99141,25.92,30.18,0
49046,15.13,30.18,0
74002,21.16,30.18,0
37748,14.26,30.19,0
70634,20.8,30.19,0
31307,15.96,30.19,0
54937,28.07,30.19,0
1074,18.73,30.2,0
56243,25.51,30.2,0
56161,20.21,30.2,0
48054,14.69,30.21,0
24343,14.09,30.21,0
24325,9.7,30.21,0
25672,11.24,30.21,0
4476,11.06,30.21,0
20714,9.81,30.21,0
17982,13.35,30.22,0
18942,18.92,30.22,0
8848,11.63,30.22,0
95369,17.15,30.22,0
53505,19.52,30.22,0
54166,24.28,30.22,0
61049,18.32,30.23,0
48441,19.64,30.24,0
37015,20.84,30.24,0
49079,15.71,30.24,0
54485,25.09,30.24,0
72530,10.77,30.24,0
68831,19.35,30.25,0
16327,19.46,30.25,0
62558,14.08,30.25,0
20137,18.27,30.25,0
63760,7.74,30.26,0
73730,21.24,30.26,0
70426,11.54,30.26,0
26320,11.73,30.26,0
67842,24.12,30.26,0
97110,21.85,30.26,0
54446,21.27,30.26,0
23124,17.56,30.26,0
49871,15.2,30.26,0
47359,17.45,30.26,0
63828,11.68,30.27,0
18053,10.55,30.28,0
61755,18.32,30.28,0
23845,13,30.28,0
44615,16.88,30.28,0
74016,18.14,30.28,0
61849,19.09,30.28,0
26711,15.96,30.29,0
74850,14.73,30.29,0
62541,16.24,30.29,0
47620,21.64,30.3,0
16224,12.94,30.3,0
12855,16.01,30.3,0
37052,15.22,30.3,0
68980,23.35,30.31,0
13157,18.25,30.31,0
16749,23.95,30.31,0
86323,14.87,30.31,0
21821,15.93,30.32,0
3836,12.84,30.32,0
25123,12.48,30.32,0
62423,11.88,30.32,0
74058,18.94,30.32,0
48766,13.65,30.32,0
57636,32.11,30.32,0
68840,24.6,30.32,0
24273,8.97,30.33,0
43728,12.97,30.33,0
26817,15.62,30.33,0
67878,20.85,30.33,0
64863,13.89,30.33,0
24132,8.34,30.33,0
74359,19.65,30.33,0
71855,19.88,30.33,0
4843,16.59,30.33,0
3456,15.87,30.33,0
61877,13.47,30.34,0
24520,13.91,30.34,0
32052,13.67,30.34,0
72564,13.24,30.34,0
88348,21.66,30.34,0
68876,22.2,30.34,0
55963,22.49,30.34,0
55020,19.8,30.35,0
97146,9.08,30.35,0
5065,12.83,30.35,0
21082,11.03,30.36,0
72150,19.12,30.36,0
39045,15.43,30.36,0
62282,23.13,30.36,0
31058,13.09,30.36,0
61349,22.59,30.37,0
53506,21.18,30.37,0
4271,16.59,30.38,0
50252,22.42,30.38,0
37012,13.46,30.39,0
54772,15.08,30.39,0
79009,23.62,30.39,0
47611,24.95,30.39,0
54465,17.67,30.39,0
84316,21.62,30.39,0
62890,16.18,30.4,0
18960,19.4,30.42,0
44822,13.62,30.42,0
30170,13.71,30.42,0
61036,20.85,30.42,0
26611,7.93,30.43,0
26405,11.69,30.43,0
75486,18.32,30.43,0
24292,5.92,30.43,0
31527,7.94,30.44,0
78011,20.78,30.44,0
97901,10.59,30.44,0
53034,18.7,30.44,0
60545,16.53,30.44,0
85377,17.67,30.44,0
66833,23.02,30.44,0
24437,17.69,30.44,0
52625,24.53,30.44,0
78007,12.22,30.45,0
89510,41.74,30.45,0
58270,25.2,30.46,0
65461,17.85,30.46,0
50168,24.42,30.47,0
53537,19.04,30.47,0
31784,18.97,30.47,0
27865,16.84,30.47,0
59922,9.87,30.47,0
46115,13.62,30.47,0
48453,32.14,30.48,0
66407,27.8,30.48,0
54876,17.36,30.48,0
12932,14.78,30.48,0
18630,8.27,30.49,0
54466,25.13,30.49,0
58853,17.22,30.49,0
13361,15.77,30.5,0
62617,18.66,30.5,0
89413,13.15,30.51,0
20621,11.01,30.53,0
49026,11.87,30.53,0
4086,16.01,30.53,0
16332,16.13,30.53,0
36528,14.07,30.54,0
12726,19.73,30.54,0
85942,19.51,30.54,0
85927,15.83,30.54,0
72571,6.75,30.54,0
81413,21.52,30.55,0
42064,16.78,30.55,0
66097,20.36,30.55,0
99030,19.92,30.56,0
53119,21.31,30.56,0
36749,16.26,30.56,0
36034,15.62,30.56,0
57340,11.59,30.56,0
29580,15.02,30.57,0
73007,15.43,30.57,0
49061,12.74,30.58,0
54875,13.77,30.58,0
41735,7.8,30.58,0
64090,20.46,30.59,0
13614,21.11,30.59,0
16238,17.15,30.6,0
12412,19.1,30.6,0
64748,17.46,30.61,0
75144,26.07,30.61,0
16651,14.16,30.62,0
47043,10.46,30.62,0
3057,13.78,30.62,0
63747,14.96,30.62,0
78620,16.46,30.62,0
16422,18.81,30.63,0
39156,17.44,30.63,0
38631,12.92,30.63,0
42170,16.22,30.64,0
81055,23.52,30.64,0
63942,18.51,30.64,0
25245,10.03,30.64,0
5859,15.96,30.64,0
36775,14.41,30.64,0
12170,20.03,30.64,0
26339,12.17,30.64,0
25244,10.83,30.65,0
81039,26.63,30.65,0
31798,13.23,30.65,0
57063,20.41,30.65,0
39573,8.34,30.65,0
55011,18.51,30.66,0
22968,18.41,30.66,0
28747,12.74,30.67,0
61485,17.43,30.67,0
61953,14.32,30.67,0
43432,18.29,30.67,0
30678,10.7,30.68,0
27043,18.24,30.68,0
31549,15.56,30.68,0
43344,18.84,30.68,0
72346,11.27,30.68,0
61039,23.98,30.68,0
67519,21.88,30.68,0
96047,20.73,30.68,0
35444,13.98,30.69,0
18322,24.15,30.69,0
40014,18.1,30.69,0
32413,13.4,30.69,0
5660,13.1,30.69,0
43943,9.29,30.69,0
15561,23.43,30.7,0
23089,15.25,30.7,0
22448,17.21,30.7,0
35647,16.7,30.7,0
36006,15.82,30.7,0
82441,24.62,30.7,0
74342,18.52,30.71,0
13746,16.55,30.71,0
28315,19.04,30.71,0
17082,13.4,30.71,0
30173,12.11,30.71,0
71677,20.08,30.71,0
65230,14.18,30.71,0
5682,11.52,30.72,0
82510,12.74,30.72,0
47840,21.86,30.72,0
18603,9.47,30.72,0
72110,23.42,30.72,0
24228,10.74,30.72,0
16024,16.9,30.73,0
43518,17.71,30.73,0
57312,16.15,30.73,0
28396,12.83,30.73,0
35125,20.47,30.74,0
61450,15.93,30.74,0
57426,27.57,30.74,0
54827,18.88,30.74,0
47634,17.73,30.74,0
56222,25.66,30.75,0
72669,19.25,30.75,0
95923,15.2,30.75,0
79556,24.45,30.75,0
14034,22.14,30.75,0
48635,13.32,30.75,0
32361,19.46,30.76,0
47012,18.11,30.76,0
48116,21.04,30.76,0
18912,21.01,30.76,0
67132,20.26,30.76,0
73002,12.93,30.77,0
6793,16.23,30.77,0
71465,16.19,30.77,0
2050,12.84,30.77,0
97051,12.15,30.77,0
49029,17.12,30.77,0
48745,9.71,30.77,0
44637,15.9,30.77,0
30240,15.68,30.78,0
62082,22.38,30.78,0
62631,10.18,30.78,0
74959,14.03,30.79,0
84782,19.55,30.79,0
54666,28.03,30.79,0
41390,8.5,30.8,0
67511,20.32,30.8,0
53536,27.94,30.8,0
71051,14.62,30.82,0
72945,12.93,30.82,0
42154,7.56,30.82,0
67013,19.41,30.83,0
36543,17.61,30.83,0
27242,11.4,30.83,0
84636,28.58,30.83,0
54170,24.94,30.84,0
36473,16.55,30.85,0
60450,24.96,30.85,0
80818,19.05,30.86,0
24082,15.14,30.86,0
73453,14.53,30.86,0
63435,21.79,30.86,0
35477,15.59,30.87,0
32565,10.29,30.87,0
71969,9.18,30.87,0
36455,26.45,30.87,0
47865,17.23,30.87,0
54935,26.81,30.87,0
78121,16.1,30.87,0
65080,15.85,30.87,0
3086,16.27,30.88,0
78545,17.08,30.88,0
15044,14.33,30.88,0
61930,18.13,30.88,0
70644,18.66,30.89,0
50236,18.54,30.9,0
24884,9.7,30.9,0
4762,12.77,30.9,0
5071,18.19,30.9,0
44046,21.54,30.9,0
24363,15.03,30.9,0
22660,22.85,30.9,0
78881,20.48,30.91,0
38569,11,30.91,0
30179,17.53,30.92,0
23304,8.47,30.93,0
47838,17.82,30.94,0
83277,16.16,30.94,0
52537,23.79,30.94,0
74574,8.34,30.94,0
98262,13.82,30.94,0
65620,12.86,30.94,0
54495,31.16,30.95,0
68349,24.82,30.95,0
97451,15.05,30.95,0
54771,23.53,30.95,0
35544,18.4,30.95,0
81328,22.01,30.96,0
22538,15.01,30.96,0
47120,14.48,30.96,0
80439,18.02,30.96,0
98045,36.96,30.96,0
62538,23.5,30.96,0
38851,11.36,30.98,0
47967,13.36,30.98,0
15542,16.82,30.98,0
18325,17.35,30.98,0
25025,8.26,30.98,0
75855,20.37,30.99,0
44638,19.88,30.99,0
78145,19.28,31,0
87824,17.84,31,0
58365,25.01,31,0
54126,21.15,31.01,0
64475,15.7,31.01,0
36425,16.79,31.02,0
45898,15.07,31.02,0
62249,22.5,31.02,0
13841,12.77,31.02,0
35953,20.51,31.02,0
4938,17.53,31.02,0
36474,18.43,31.03,0
41513,13.33,31.03,0
47991,18.49,31.03,0
44255,15.08,31.03,0
76596,21.9,31.03,0
54171,18.52,31.04,0
74442,17.43,31.04,0
68853,25.01,31.04,0
53523,23.23,31.04,0
67492,21.14,31.04,0
93624,14.66,31.04,0
4614,17.48,31.05,0
62366,14.39,31.05,0
49950,27.13,31.06,0
54421,22.71,31.06,0
65753,16.73,31.06,0
32648,13.79,31.07,0
26146,9.76,31.07,0
84338,16.18,31.07,0
45865,16.66,31.07,0
12823,14.68,31.07,0
52054,19.28,31.08,0
66710,15.05,31.08,0
45326,19.12,31.08,0
56658,10.55,31.09,0
52640,15.82,31.09,0
42754,18.9,31.1,0
86022,30.23,31.1,0
81036,24.22,31.1,0
29676,17.66,31.1,0
3872,19.81,31.11,0
60408,24.38,31.11,0
23043,10.42,31.11,0
30456,16.71,31.11,0
62448,21.02,31.11,0
40379,14.88,31.12,0
73644,18.94,31.12,0
72944,13.47,31.12,0
55084,16.58,31.12,0
37870,11.05,31.13,0
14715,16.62,31.13,0
75562,15.9,31.13,0
85087,20.86,31.13,0
61337,18,31.14,0
25142,8.3,31.14,0
60940,17.84,31.14,0
13656,15.49,31.14,0
3883,21.96,31.15,0
51038,20.15,31.15,0
24431,19.68,31.16,0
46732,22.08,31.16,0
58225,24.99,31.16,0
54021,31.25,31.16,0
43739,16.57,31.16,0
26133,12.58,31.17,0
84763,14.8,31.17,0
77415,16.94,31.17,0
66088,16.84,31.17,0
83311,12.95,31.17,0
72619,13.97,31.18,0
65760,10.65,31.18,0
65606,18.18,31.18,0
98266,22.66,31.18,0
67354,13.58,31.18,0
49115,23.79,31.19,0
73030,24.15,31.2,0
24360,21.33,31.2,0
47978,19.57,31.2,0
97419,15.17,31.2,0
23942,13.25,31.2,0
27041,15.82,31.21,0
95494,11.28,31.21,0
59484,19.36,31.21,0
39752,23.74,31.21,0
60961,25.44,31.21,0
23161,14.57,31.22,0
47456,16.23,31.22,0
3281,19.17,31.22,0
35139,12.54,31.23,0
49682,19.84,31.23,0
12737,14.81,31.24,0
26278,8.69,31.24,0
59443,35.45,31.24,0
35051,18.19,31.24,0
27821,16.84,31.24,0
50593,21.53,31.24,0
74943,14.96,31.25,0
97543,18.04,31.25,0
56138,21.97,31.25,0
65641,15.19,31.25,0
5354,16.31,31.25,0
16038,19.32,31.26,0
29335,11.57,31.26,0
58479,21.29,31.26,0
35083,15.59,31.26,0
27962,21.45,31.26,0
18964,15.73,31.27,0
75943,15.69,31.27,0
87713,16.67,31.28,0
4579,12.21,31.28,0
39735,25.52,31.28,0
33865,13.3,31.28,0
12529,11.63,31.29,0
31077,18.9,31.29,0
48353,24.63,31.29,0
44610,24.22,31.3,0
5737,12.92,31.3,0
52654,22.91,31.3,0
26710,12.76,31.3,0
93524,17.42,31.3,0
4011,21.39,31.3,0
67137,18.31,31.3,0
36865,15.3,31.3,0
16444,19.42,31.31,0
72959,18.27,31.32,0
76598,22.27,31.32,0
18980,16.78,31.32,0
14709,14.23,31.32,0
24095,14.28,31.32,0
26291,15.72,31.32,0
64723,17.2,31.33,0
35648,13.12,31.33,0
26743,14.01,31.33,0
36017,16.68,31.33,0
22942,16.75,31.33,0
16730,21.29,31.34,0
17777,17.93,31.34,0
52316,20.96,31.35,0
62336,13.84,31.35,0
73658,13.7,31.35,0
15510,25.31,31.35,0
5035,18.59,31.36,0
62838,24.69,31.36,0
45360,19.71,31.36,0
71937,18.58,31.36,0
87347,15.83,31.37,0
2047,14.43,31.37,0
25671,10.4,31.37,0
17240,19.2,31.38,0
45813,28.21,31.38,0
72395,17.27,31.39,0
20670,15.39,31.39,0
85609,16.13,31.4,0
12485,17.63,31.41,0
58481,29.02,31.41,0
68781,28.75,31.41,0
98857,17.16,31.41,0
43135,18.63,31.41,0
95637,19.42,31.42,0
25502,9.45,31.42,0
42324,13.7,31.42,0
73743,19.71,31.42,0
4693,19.8,31.42,0
24476,19.28,31.42,0
85923,24.9,31.42,0
72736,19.26,31.43,0
42726,12.22,31.43,0
54471,15.02,31.43,0
50276,23.21,31.43,0
46738,23.16,31.44,0
49082,18.89,31.44,0
71418,28.64,31.44,0
78160,17.77,31.44,0
32438,10.64,31.44,0
3838,15.02,31.44,0
49302,18.28,31.45,0
41006,17.05,31.45,0
45623,11.17,31.45,0
95587,14.12,31.45,0
38328,26.83,31.46,0
56514,31.53,31.46,0
60955,18.35,31.46,0
37032,16.2,31.46,0
72927,18.94,31.46,0
35063,5.66,31.47,0
20653,15.75,31.47,0
87063,26.55,31.47,0
65788,13.36,31.47,0
54943,21.89,31.47,0
49920,23.34,31.48,0
4941,11.54,31.48,0
32355,17.12,31.48,0
61474,20.69,31.48,0
93636,12.62,31.48,0
38472,13.79,31.48,0
28387,20.37,31.48,0
62688,20.01,31.48,0
73089,19.66,31.48,0
30660,13.63,31.49,0
30139,20.54,31.49,0
13480,17.84,31.49,0
48622,24.7,31.5,0
75105,18.31,31.5,0
71006,16.65,31.5,0
70660,17.24,31.5,0
67022,23.86,31.5,0
56058,27.46,31.5,0
50261,19.2,31.5,0
39354,13.43,31.5,0
24101,12.48,31.52,0
18354,22.68,31.52,0
85173,22.96,31.52,0
50256,19.81,31.52,0
51542,14.12,31.52,0
84652,25.78,31.52,0
12873,11.36,31.52,0
35774,8.13,31.53,0
33876,18.42,31.53,0
76632,18.77,31.54,0
48616,18.46,31.54,0
29014,14.24,31.54,0
45860,15.86,31.54,0
4677,18.9,31.54,0
97017,18.96,31.54,0
52751,27.92,31.55,0
47964,25.05,31.55,0
3773,18.55,31.56,0
14855,19.6,31.56,0
68818,25.09,31.56,0
73733,15.79,31.56,0
14172,13.88,31.56,0
35772,17.85,31.58,0
49887,32.28,31.58,0
68901,30.54,31.58,0
50538,25.02,31.58,0
48744,14.15,31.59,0
27507,5.63,31.59,0
13032,23,31.6,0
20626,10.47,31.6,0
65728,12.66,31.6,0
19534,19.21,31.6,0
78943,23.8,31.61,0
24221,13.34,31.62,0
31635,16,31.62,0
52641,25.51,31.62,0
64874,13.54,31.62,0
81639,20.3,31.62,0
17049,17.92,31.62,0
14168,22.5,31.62,0
73572,19.75,31.63,0
61359,20.43,31.63,0
52774,28.57,31.63,0
50616,28.09,31.64,0
28756,4.49,31.64,0
16427,22.66,31.64,0
16250,16.79,31.64,0
77519,19.01,31.64,0
39851,19.1,31.64,0
23924,12.52,31.65,0
29080,12.05,31.66,0
67467,28.71,31.66,0
36548,18.56,31.66,0
4578,12.76,31.67,0
75638,21.01,31.67,0
93560,19.19,31.67,0
54490,19.63,31.67,0
47513,18.41,31.68,0
41045,8.41,31.68,0
54932,19.21,31.69,0
38023,22.09,31.69,0
44624,16.78,31.7,0
97759,42.33,31.7,0
3261,16.43,31.7,0
55085,26.09,31.7,0
72067,10.18,31.7,0
36849,19.59,31.7,0
76854,20.61,31.7,0
47868,13.39,31.7,0
45356,17.1,31.71,0
65330,18.95,31.71,0
65723,21.17,31.71,0
72430,10.73,31.72,0
61254,20.77,31.72,0
55991,22.85,31.72,0
55703,13.13,31.72,0
67334,17.31,31.72,0
72932,13.39,31.72,0
47969,20.84,31.72,0
13483,16.17,31.73,0
38847,14.44,31.73,0
45624,9.77,31.73,0
21084,19,31.73,0
49621,12.36,31.73,0
31783,12.72,31.74,0
14719,19.74,31.74,0
53965,24.29,31.74,0
40313,21.16,31.75,0
66043,17.73,31.75,0
3262,12.95,31.76,0
62615,15,31.76,0
26348,15.44,31.76,0
97761,23.83,31.76,0
28752,14.31,31.76,0
78877,18.85,31.76,0
54758,26.81,31.76,0
76599,22.16,31.77,0
48656,16.02,31.77,0
18346,20.76,31.77,0
14806,19.91,31.77,0
17239,20.13,31.77,0
28137,19.98,31.78,0
54846,21.8,31.78,0
48870,16.93,31.78,0
43023,21.5,31.79,0
16046,17.08,31.79,0
73772,19.9,31.79,0
16201,19.07,31.79,0
50051,17.97,31.79,0
32736,14.33,31.79,0
89004,17.83,31.8,0
47950,16.19,31.8,0
18969,16.85,31.8,0
18925,20.01,31.8,0
16361,19.03,31.8,0
78619,10.51,31.8,0
68358,24.4,31.8,0
15848,18.46,31.8,0
48761,14.09,31.8,0
48829,25.15,31.8,0
78012,15.59,31.82,0
63040,12.08,31.82,0
70431,12.89,31.82,0
29821,13,31.82,0
30171,16.61,31.82,0
57744,31.89,31.82,0
64756,21.1,31.82,0
18351,20.54,31.82,0
39656,12.61,31.83,0
59454,19.18,31.83,0
76082,26.65,31.83,0
38046,20.65,31.84,0
66779,19.01,31.85,0
15007,13.88,31.85,0
96141,17.55,31.85,0
12117,21.94,31.85,0
80466,18.15,31.86,0
96146,15.42,31.86,0
36862,17.72,31.86,0
46165,21.17,31.86,0
75937,19.35,31.87,0
55322,14.95,31.88,0
18624,19.62,31.88,0
74856,18.88,31.88,0
43804,16.38,31.88,0
64674,20.17,31.89,0
72555,16.68,31.89,0
18635,8.53,31.89,0
76534,15.83,31.89,0
48893,17.5,31.9,0
85332,21.43,31.9,0
15646,18.74,31.9,0
17983,13.59,31.9,0
21669,17.07,31.9,0
73944,25.78,31.9,0
43837,16.94,31.91,0
30230,17.73,31.91,0
57331,24.32,31.91,0
97431,21.53,31.91,0
71630,17.34,31.92,0
71016,14.2,31.92,0
54645,22.21,31.92,0
21555,8.88,31.92,0
77444,13.93,31.92,0
66033,24.59,31.92,0
81637,26.8,31.93,0
13123,21.49,31.93,0
15801,22.79,31.93,0
61263,20.65,31.93,0
21666,15.83,31.94,0
14471,18.59,31.94,0
66537,25.16,31.94,0
24104,17.76,31.94,0
63038,14.54,31.94,0
85937,30.14,31.94,0
62828,23.01,31.94,0
80622,18.53,31.95,0
48614,13.31,31.95,0
45875,23.93,31.96,0
64668,14.54,31.96,0
12169,17.87,31.96,0
74036,20.76,31.96,0
4085,17.16,31.96,0
54828,18.9,31.96,0
53968,19.21,31.96,0
3814,20.98,31.97,0
60481,20.61,31.97,0
98592,11.53,31.97,0
96006,20.33,31.98,0
46377,16.33,31.98,0
72632,20.58,31.98,0
66026,16.55,31.98,0
22720,20.07,31.98,0
2770,12.76,31.98,0
36856,12.73,31.99,0
64431,18.74,31.99,0
68816,26.23,31.99,0
48720,21.77,32,0
77835,13.06,32,0
55376,29.35,32,0
4459,12.95,32,0
57328,27.08,32.02,0
51554,15.32,32.02,0
30132,14.54,32.02,0
37854,20.77,32.02,0
81335,17.36,32.02,0
93558,25.22,32.03,0
35128,18.91,32.03,0
23920,11.23,32.03,0
18631,12.36,32.03,0
62031,25.57,32.03,0
24351,16.61,32.03,0
57761,34.8,32.03,0
37048,22.96,32.03,0
26714,13.35,32.04,0
16242,16.21,32.04,0
58794,28.64,32.04,0
75844,23.17,32.05,0
3307,17.2,32.05,0
50585,25.52,32.05,0
75472,25.19,32.06,0
88231,22.84,32.06,0
43942,19.05,32.06,0
48041,19.87,32.06,0
21152,17.31,32.06,0
13694,25.48,32.07,0
64018,16.77,32.07,0
20688,12.28,32.07,0
37347,16.79,32.07,0
61064,18.62,32.07,0
16692,6.51,32.08,0
76685,15.77,32.08,0
75491,16.81,32.08,0
49783,22.33,32.08,0
76258,17.41,32.08,0
63068,22.47,32.08,0
50632,14.08,32.09,0
58790,32.6,32.09,0
37049,24.65,32.09,0
19523,12.55,32.09,0
52237,22.67,32.09,0
41632,15.52,32.09,0
32356,23.33,32.09,0
39837,16.47,32.09,0
60933,16.58,32.1,0
5820,12.28,32.11,0
58244,24.22,32.11,0
3071,14.99,32.11,0
12791,19.49,32.11,0
37142,13.9,32.11,0
31649,19.63,32.11,0
62414,19.56,32.13,0
22485,22.79,32.13,0
62518,14.77,32.14,0
88323,16.69,32.14,0
39701,22.09,32.15,0
67041,14.32,32.15,0
63452,27.84,32.16,0
13416,17.17,32.16,0
25676,9.56,32.16,0
68407,27.61,32.16,0
80643,22.89,32.16,0
73010,19.44,32.17,0
21013,12.86,32.17,0
3452,24.5,32.18,0
16620,15.24,32.18,0
50510,18.87,32.19,0
62621,19,32.19,0
42254,15.54,32.2,0
3215,23.98,32.2,0
55301,28.4,32.2,0
73541,8.01,32.2,0
1259,13.02,32.2,0
79373,28.5,32.21,0
30455,12.62,32.21,0
75770,15.6,32.22,0
63623,17.31,32.22,0
58272,27.14,32.22,0
50635,20.28,32.23,0
4664,16.69,32.23,0
29847,14.54,32.23,0
30817,15.18,32.23,0
57013,24.82,32.24,0
43330,18.61,32.24,0
15520,21.42,32.24,0
57660,19.1,32.24,0
48022,18.33,32.24,0
97021,22.1,32.24,0
51354,21.6,32.25,0
47616,16.59,32.25,0
78116,20.51,32.26,0
97461,24.47,32.27,0
52765,25.87,32.27,0
16662,15.17,32.27,0
50861,17.8,32.27,0
45646,15.53,32.27,0
47971,24.7,32.28,0
62910,9.01,32.28,0
84531,24.31,32.28,0
84331,22.44,32.28,0
78934,27.39,32.29,0
58011,31.79,32.29,0
67855,22.98,32.29,0
68667,32.38,32.3,0
38953,14.28,32.3,0
42134,22.29,32.3,0
95918,6.61,32.3,0
54760,26.13,32.3,0
47138,16.51,32.3,0
5251,15.5,32.32,0
37763,14.69,32.32,0
61778,20.81,32.32,0
72454,16.83,32.32,0
45767,10.85,32.32,0
36258,15.91,32.32,0
46571,19.58,32.33,0
39090,21.94,32.33,0
53080,27.54,32.33,0
47449,13.88,32.33,0
61362,19.71,32.33,0
32462,11.11,32.34,0
29137,14.19,32.34,0
40856,7.64,32.34,0
21869,15.86,32.34,0
48440,12.38,32.34,0
60918,26.35,32.34,0
80827,24.15,32.34,0
63438,19.26,32.35,0
64040,18.64,32.35,0
16826,24.17,32.35,0
61272,16.48,32.35,0
17724,18.45,32.35,0
36346,16.95,32.35,0
50595,25.33,32.36,0
78349,16.45,32.36,0
39750,18.96,32.36,0
35984,9.23,32.36,0
16828,19.69,32.36,0
53928,22.63,32.36,0
28460,18.31,32.36,0
14070,28.22,32.37,0
37374,16.14,32.37,0
52354,22,32.38,0
48460,15.59,32.38,0
25848,8.52,32.38,0
36752,10.02,32.38,0
25022,10.24,32.38,0
41862,12.37,32.39,0
3441,19.21,32.39,0
38485,15.85,32.39,0
48848,16.62,32.39,0
4069,18.27,32.39,0
52079,21.28,32.4,0
62230,28.41,32.4,0
71226,19.28,32.4,0
57522,22.66,32.4,0
66449,25.24,32.4,0
29164,15.7,32.4,0
13438,24.01,32.4,0
74867,14.03,32.41,0
68050,19.57,32.41,0
68854,24.12,32.41,0
45302,23.75,32.41,0
85920,23.49,32.41,0
66845,24.57,32.41,0
45686,17.28,32.41,0
18469,13.22,32.42,0
22551,17.93,32.42,0
95690,19.3,32.42,0
71342,21.23,32.43,0
53563,26.5,32.43,0
13162,18.18,32.44,0
14815,15.75,32.44,0
15849,16.52,32.44,0
61031,26.08,32.44,0
66849,21.47,32.44,0
16212,13.82,32.45,0
62547,19.12,32.45,0
61734,16.63,32.45,0
59018,19.92,32.45,0
83332,22.93,32.45,0
16217,20.13,32.46,0
88034,16.99,32.46,0
92385,8.99,32.46,0
63359,18.97,32.46,0
23954,14.54,32.47,0
59752,27.74,32.47,0
30441,12.61,32.47,0
62942,15.11,32.47,0
20187,18.79,32.48,0
61417,19.96,32.48,0
74003,26.87,32.48,0
36353,7.59,32.48,0
4624,13.02,32.48,0
72350,17.14,32.49,0
39464,13.96,32.49,0
61729,20.27,32.5,0
8321,18.35,32.5,0
32141,19.82,32.51,0
71435,26.86,32.51,0
76629,15.59,32.51,0
35031,13.31,32.51,0
82051,23.42,32.51,0
48143,18.08,32.51,0
71462,18.33,32.51,0
77359,17.11,32.52,0
75790,26.38,32.52,0
60416,23.85,32.52,0
74337,18.85,32.52,0
83330,26.7,32.52,0
54644,17.36,32.53,0
60553,21.42,32.53,0
35172,17.17,32.54,0
64781,16.97,32.54,0
35972,7.39,32.54,0
22820,17.18,32.55,0
80105,26.55,32.55,0
74570,23.37,32.56,0
87052,14.18,32.56,0
16373,14.17,32.56,0
77369,17.92,32.56,0
21157,21.52,32.57,0
17980,21.75,32.57,0
93608,15.37,32.57,0
37178,14.01,32.57,0
53074,28.19,32.58,0
24539,13.46,32.58,0
73760,22.5,32.58,0
21814,14.62,32.59,0
54473,17.55,32.59,0
54767,25.75,32.59,0
73004,11.71,32.59,0
87518,16.95,32.6,0
26148,13.77,32.6,0
79088,31.26,32.6,0
66526,31.83,32.6,0
53807,16.5,32.61,0
43511,16.63,32.62,0
76573,18.08,32.62,0
15380,12.6,32.62,0
74423,11.3,32.62,0
62859,24.06,32.62,0
70661,20.11,32.63,0
16840,20.51,32.63,0
66716,24.04,32.63,0
93554,20.52,32.64,0
62271,31.27,32.64,0
66830,17.52,32.65,0
4418,19.15,32.65,0
46706,26.01,32.65,0
75784,20.46,32.65,0
24815,13.66,32.66,0
61452,26.8,32.66,0
31329,21.08,32.67,0
45353,19.54,32.67,0
74941,14.07,32.67,0
68792,23.14,32.67,0
27281,20.8,32.68,0
5830,17.35,32.68,0
57785,32.13,32.69,0
20606,7.69,32.69,0
36026,11.03,32.69,0
15622,18.56,32.69,0
77468,11.35,32.69,0
75773,26.5,32.7,0
