"ZCTA","minDisSUT","timeDrive","countDrive"
96710,6.39,0,3
96712,4.72,0,9
96713,5.78,0,2
96716,7.28,15.42,2
96717,8.4,18.03,2
96719,3.32,5.79,2
96720,7.87,0,21
96725,4.62,0,16
96726,8.25,18.05,4
96727,5.35,0,7
96728,3.24,14.84,19
96729,4.26,0,1
96730,8.2,19.27,8
96731,1.5,0,3
96732,1.18,0,7
96734,0.44,0,46
96737,12.87,21.91,1
96738,1.28,0,2
96740,7.51,0,16
96741,6.88,20.41,8
96742,6.52,14.95,1
96743,3.08,0,6
96744,1.54,0,53
96746,3.56,0,8
96747,3.67,10.27,2
96748,11.46,28.03,1
96749,1.13,0,27
96750,10.91,0,16
96751,1.1,8.47,8
96752,4.48,8.43,2
96753,2.28,0,5
96754,8.61,27.96,2
96755,2.43,0,2
96756,6.36,19.21,6
96757,3.51,8.73,1
96759,3.29,11.8,39
96760,3.39,17.2,20
96762,3.67,11.89,3
96764,4.62,0,3
96765,6.98,15.5,8
96766,0.05,0,8
96768,4.6,0,6
96769,28.04,19.29,2
96770,10.67,25.88,1
96771,2.75,0,21
96772,9.48,0,3
96773,5.87,16.15,3
96774,6.52,11.2,5
96776,3.93,0,5
96777,3.37,0,3
96778,6.5,0,10
96779,2.54,14.22,7
96780,0.97,6.79,4
96781,5.81,0,18
96782,1.59,0,62
96783,4.55,7.82,19
96785,11.18,0,2
96786,3.94,0,45
96789,2.85,0,51
96790,10.9,26.9,2
96791,2.28,0,7
96792,1.72,0,15
96793,2.29,0,7
96795,3.22,13.79,25
96796,8.93,0,2
96797,1.59,0,66
96813,0.5,0,62
96814,0.33,0,56
96815,1.56,6.13,54
96816,1.45,0,54
96817,0.49,0,62
96818,0.43,0,62
96819,0.52,0,62
96821,2.11,0,35
96822,1.84,0,56
96825,5.47,11.04,23
96826,0.79,4.41,56
96850,0.54,3.51,59
96853,0.4,4.25,62
96857,1.44,8.75,45
96859,0.1,0,62
96860,0.14,0,62
96863,2.12,10.6,43
97002,4.64,12.93,12
97004,8.89,19.99,9
97005,0.26,0,51
97006,2.15,11.59,38
97007,2.29,0,36
97008,1.28,0,42
97009,4.08,10.2,13
97011,11.54,16.06,1
97013,7.35,16.65,12
97014,9.6,6.64,1
97015,2.58,5.77,49
97018,2,6.8,3
97019,8.2,19.68,9
97020,4.94,12.88,12
97022,4.82,15.58,3
97023,11.34,22.76,1
97024,2.28,6.39,64
97026,6.57,8.65,10
97027,0.81,0,50
97030,0.65,0,42
97031,5.18,0,3
97032,3.01,7.45,16
97034,3.23,14.4,47
97035,1.34,7.62,55
97038,12.34,24.4,2
97040,8.21,24.96,3
97041,18.46,24.87,2
97042,9.37,25.82,5
97045,3.42,0,43
97048,5.99,20.77,10
97049,19.56,27.96,1
97051,4.95,0,3
97053,3.17,10.14,4
97054,8.44,24.66,3
97055,5.3,0,4
97056,6.47,16.47,4
97058,5.29,0,1
97060,0.97,0,36
97062,1.04,0,48
97067,13.42,22.63,1
97068,2.9,12.24,35
97070,0.54,0,36
97071,1.05,0,12
97080,2.19,5.32,28
97086,2.38,0,48
97089,5.13,14.54,25
97101,8.42,14.48,3
97102,12.92,25.73,2
97106,9.07,19.55,6
97107,7.32,15.73,1
97109,13.81,28.08,1
97110,5.51,17.2,2
97111,5.55,12.41,2
97113,2.82,14.43,9
97114,6.35,13.89,2
97115,4.36,9.28,5
97116,9.64,19.38,6
97117,15.54,26.99,1
97118,8.23,21.07,1
97119,10.68,25.4,6
97121,12.5,28.61,2
97123,5.34,0,24
97124,3.38,0,22
97127,4.74,11.06,2
97128,3.06,0,2
97132,1.45,0,11
97133,5.51,0,6
97134,5.92,19.01,1
97137,6.76,19.06,3
97138,13.4,0,2
97140,4.79,10.58,21
97141,4.53,0,1
97145,8.85,20.28,2
97146,8.87,18.14,2
97148,10.3,20.7,2
97201,0.7,4.08,74
97202,1.98,0,65
97203,5.11,9.72,49
97204,0.27,4.58,78
97205,0.76,0,74
97206,1.02,6.52,65
97208,0.38,1.47,74
97209,0.61,0,79
97210,2.75,5.33,70
97211,1.56,6.77,68
97212,0.87,0,76
97213,0.88,0,74
97214,0.25,0,76
97215,0.97,5.36,74
97216,0.69,0,66
97217,3.27,0,72
97218,0.97,0,70
97219,1.21,0,65
97220,0.81,0,65
97221,2.12,8.27,57
97222,1.27,0,57
97223,0.2,0,53
97224,1.03,0,48
97225,0.52,0,57
97227,0.83,6.08,74
97229,2.35,12.11,43
97230,2.02,0,63
97231,2.91,0,15
97232,0.3,0,76
97233,0.72,0,58
97236,1.56,0,50
97239,0.63,0,49
97266,0.99,0,61
97267,0.56,0,54
97301,0.89,0,14
97302,2.28,0,15
97303,3.41,0,12
97304,4.37,0,12
97305,4.24,0,13
97306,4.12,7.51,15
97317,4.3,10.13,16
97321,1.85,0,10
97322,1.97,0,11
97325,3.61,11.12,12
97330,3.97,0,9
97331,0.52,4.92,9
97333,6.53,0,9
97338,1.39,0,7
97341,8.45,24.3,6
97343,10.37,24.21,1
97344,8.13,18.32,2
97347,2.68,0,1
97348,8.04,17.82,3
97351,3.16,6.48,10
97352,3.16,0,11
97355,4.18,0,3
97358,18.69,19.3,1
97360,15.83,27.34,1
97361,7.43,0,5
97362,4.38,12.67,9
97364,0.46,12.04,2
97365,3.05,0,5
97366,3.82,13.45,6
97367,2.06,0,2
97368,4.44,22.92,2
97369,8.7,15.04,5
97370,8.81,12.33,6
97371,7,14.17,10
97373,3.54,17.06,2
97374,7.4,22.91,3
97375,9.32,25.72,1
97376,7.07,18.93,5
97377,10.54,22.25,10
97378,11.66,22.42,2
97380,10.8,19.79,5
97381,2.95,0,9
97383,3.54,0,10
97384,8.59,15.33,1
97385,5.64,8.8,10
97386,14.12,25.84,1
97388,2.52,13.72,6
97389,5.8,13.45,11
97391,1.9,0,5
97392,4.34,20.69,10
97394,4.46,0,1
97396,8.1,19.97,1
97401,0.57,0,19
97402,3.16,0,20
97403,1.9,6.11,20
97404,2.17,10.52,20
97405,7.65,12.07,19
97408,0.25,0,19
97410,11.77,24.77,1
97415,6.14,0,1
97417,2.75,0,1
97420,5.21,13.82,1
97424,3.55,0,4
97426,7.34,16.97,20
97429,11.14,23.59,1
97435,15.16,27.75,1
97437,11.53,23.38,5
97438,17.15,27.85,3
97439,5.05,0,2
97444,6.01,0,1
97446,5.57,0,6
97448,7.03,18.31,20
97449,13.61,19.58,1
97452,17.91,28.54,3
97453,12.07,24.94,2
97455,7.57,19.13,19
97456,10.5,24.36,1
97457,8.61,17.2,7
97459,5.85,0,1
97469,7.36,16.23,1
97470,4.07,0,8
97471,5.04,0,8
97477,0.41,0,19
97478,7.82,9.34,19
97479,13.68,26.74,8
97487,11.95,18.35,17
97494,6.48,23.56,8
97495,4.12,17.59,8
97496,12.82,21.12,8
97497,14.77,29.46,4
97498,10.15,17.86,1
97501,3.1,0,10
97502,6.17,13.73,10
97503,11.22,0,9
97504,1.73,0,10
97520,8.25,0,9
97524,8.29,14.14,9
97525,11.85,21.49,14
97526,3.84,0,5
97527,4.47,0,5
97530,14.86,23.6,8
97532,12.84,25.97,4
97535,0.34,0,10
97537,10.84,28.87,5
97539,11.26,25.93,1
97540,5.06,7.33,9
97543,11.86,24.42,1
97601,20.07,0,4
97603,3.75,0,4
97627,14.05,25.15,4
97633,13.2,23.29,1
97634,6.96,14.78,4
97641,8.68,0,1
97701,1.96,0,9
97702,5.06,0,9
97720,10.43,0,2
97734,11.57,19.13,3
97738,4.25,0,2
97741,3.76,0,3
97753,8.18,18.84,6
97754,17.2,0,2
97756,1.48,0,8
97760,7.9,25.53,4
97801,0.45,0,6
97812,11,0,1
97813,9.02,21.65,1
97814,4.66,0,1
97818,9.05,0,1
97820,21.28,21.04,1
97823,1,0,1
97824,15.56,23.28,2
97826,13.03,21.23,2
97828,19.62,0,2
97830,3.54,0,1
97833,12.55,25.33,1
97836,5.53,0,2
97838,0.98,0,2
97841,11.46,19.71,2
97844,7.51,18.47,3
97845,2.22,0,1
97846,12.36,21.97,2
97850,1.95,0,2
97859,15.93,28.65,2
97862,3.93,0,4
97865,12.4,15.73,1
97868,17.99,26.88,6
97869,15.99,22.43,1
97875,7.2,11.58,8
97876,13.24,29.65,2
97882,4.8,9.08,2
97883,24.82,23.99,2
97886,12.13,24.89,1
97914,7.79,0,5
98001,1.89,5.1,80
98002,0.4,0,65
98003,0.28,0,80
98004,0.98,0,81
98005,0.43,0,76
98006,1.41,0,70
98007,0.96,0,70
98008,1.1,0,55
98010,6.58,24,9
98011,0.56,0,56
98012,4.31,12.71,49
98014,7.06,18.33,7
98019,6.36,0,5
98020,0.68,0,63
98021,2.16,10.82,67
98022,22.35,25.08,10
98023,1.22,0,69
98024,5.37,14.28,8
98026,1.8,0,67
98027,2.68,0,38
98028,2.33,9.96,72
98029,2.07,9.36,47
98030,1.79,12.52,53
98031,1.55,7.4,67
98032,1.17,0,73
98033,0.72,0,79
98034,0.6,0,82
98036,0.58,0,74
98037,0.74,0,71
98038,8.79,18.85,28
98039,2.26,8.57,81
98040,2.51,11.37,81
98042,5.09,10.67,37
98043,0.76,0,73
98045,10.05,0,4
98047,2.66,9.78,57
98050,4.32,20.08,5
98051,11.81,28.33,2
98052,0.7,0,69
98053,5.3,13.87,20
98055,0.47,0,76
98056,1.8,6.68,82
98057,0.5,0,90
98058,4.07,7.66,69
98059,4.2,9.64,70
98065,4.95,0,5
98068,20.75,24.91,1
98072,0.98,0,55
98074,3.82,13.11,20
98075,3.59,16.11,20
98077,3.5,9.82,28
98087,1.77,6.84,61
98092,2.72,0,56
98101,0.28,0,88
98102,0.68,0,86
98103,0.83,0,88
98104,0.42,0,98
98105,2.22,5.69,90
98106,2.2,5.56,73
98107,0.08,0,67
98108,1.06,0,95
98109,0.24,0,86
98110,1.95,0,3
98112,1.47,0,87
98115,1.28,0,91
98116,3.46,15.32,50
98117,1.42,3.84,64
98118,0.8,0,78
98119,1.23,4.62,84
98121,0.06,0,88
98122,0.9,0,88
98125,0.5,0,81
98126,3.16,8.64,58
98133,0.76,0,75
98134,1.01,0,98
98136,3.45,8.97,51
98144,0.29,0,91
98146,0.51,0,64
98148,1.51,5.2,78
98154,0.44,2.01,94
98155,0.64,0,75
98158,1.6,6.38,70
98164,0.5,2.14,94
98166,0.89,0,73
98168,0.23,0,78
98174,0.44,2.52,88
98177,1.31,6.08,59
98178,1.26,6.61,89
98188,1.29,0,80
98195,0.83,7.05,87
98198,1.27,0,89
98199,1.55,7.49,62
98201,0.54,0,38
98203,0.73,0,35
98204,0.63,0,50
98205,2.53,9.72,29
98207,0.62,5.46,31
98208,0.97,0,43
98220,9.95,18.86,3
98221,4.97,0,8
98223,10.28,0,11
98225,1.12,0,12
98226,2.43,0,11
98229,1.08,0,6
98230,8.66,20.58,6
98232,7.25,11.29,10
98233,2.25,0,11
98235,2.61,13.12,10
98238,6.65,12.24,11
98239,6.76,22.74,4
98240,6.15,15.79,10
98241,12.45,0,1
98244,19.06,28.58,1
98247,1.95,0,6
98248,1.74,0,10
98250,2.55,0,2
98251,21.08,26.85,2
98252,18.14,22.25,10
98255,9.15,20.37,6
98257,4.12,22.36,8
98258,4.57,13.7,23
98263,5.6,16.13,6
98264,6.83,20.7,11
98270,0.86,0,21
98271,3.92,12.38,22
98272,5.09,0,21
98273,2.91,0,12
98274,9.2,11.13,7
98275,1.77,0,44
98276,3.03,6.53,6
98277,1.08,0,4
98278,2.74,9.07,5
98282,7.36,22.38,1
98284,3.13,0,10
98290,5.75,0,18
98292,1.56,0,8
98294,11.6,14.43,2
98295,8.08,18.44,1
98296,4.72,14.72,43
98310,0.43,0,13
98311,1.41,0,7
98312,3.56,0,13
98314,0.97,8.09,13
98315,3.67,15.5,8
98321,3.83,13.21,16
98325,9.59,18.89,3
98327,5.36,15.65,41
98328,19.7,25.23,4
98329,8.34,15.76,17
98331,14.55,0,2
98332,4.17,12.4,35
98333,4.29,17.09,2
98335,1.7,0,30
98337,1.41,4.84,13
98338,8.22,15.96,11
98339,6.41,12.75,3
98342,2.59,12.5,3
98345,2.8,12.58,8
98346,6.3,13.87,3
98353,6,11.61,8
98354,2.29,5.96,66
98356,9.41,23.72,1
98357,2.73,0,1
98358,4.64,25.36,3
98359,1.52,0,22
98360,9.2,26.64,7
98362,8.53,0,8
98363,17.76,0,7
98364,7.82,17.78,3
98365,11.14,27.65,1
98366,2.39,0,11
98367,4.18,0,13
98368,4.68,0,3
98370,1.17,0,9
98371,1.17,0,57
98372,1.27,0,58
98373,1.56,0,51
98374,1.68,0,48
98375,2.85,10.73,28
98380,10.01,20.81,2
98382,3.75,0,6
98383,4.77,9.7,13
98385,3.04,14.24,9
98387,2.92,0,24
98388,6.08,8.71,34
98390,0.23,0,54
98391,1.64,0,38
98392,0.37,0,3
98396,7.76,23.86,3
98402,0.08,0,60
98403,0.71,3.7,51
98404,1.59,5.89,63
98405,0.33,0,55
98406,0.55,0,47
98407,1.48,4.34,37
98408,1.51,5.04,53
98409,0.81,0,53
98416,1.01,4.58,49
98418,0.32,0,61
98421,1.87,6.09,60
98422,2.09,6.41,55
98424,0.84,0,61
98430,1.71,11.35,40
98433,2.38,13.89,36
98438,1.82,8.18,37
98439,2.33,9.38,42
98443,2.77,8.23,54
98444,1.69,5.77,52
98445,2.26,13.01,42
98446,3.16,11.34,37
98447,2.24,10.28,42
98465,1.43,4.38,50
98466,2.16,5.08,47
98467,1.6,0,41
98498,1.47,0,34
98499,0.57,0,44
98501,1.9,0,18
98502,4.65,0,18
98503,1.24,0,18
98506,3.92,0,18
98512,6.77,0,18
98513,4.38,8.92,18
98516,2.9,0,24
98520,4.29,0,8
98528,11.99,24.7,3
98530,8.93,18.27,1
98531,3.12,0,7
98532,3.98,0,7
98536,12.83,29.83,1
98542,11.29,24.76,7
98544,4.42,10.82,7
98546,10.67,22.65,6
98547,4.5,18.33,1
98550,9.73,15.52,8
98558,2.04,5.29,4
98562,7.83,14.08,1
98564,5.54,0,1
98565,6.18,11.21,8
98568,20.19,29.6,1
98570,10.52,26.05,7
98571,11.21,18.29,1
98576,7.07,15.41,14
98577,6.34,0,2
98579,10.41,17.98,7
98580,5.66,15.44,4
98582,6.77,17.48,1
98583,15.25,26.71,8
98584,1.87,0,6
98585,1.89,13.52,1
98586,10.1,22.26,2
98587,3.8,0,1
98589,11.35,24.67,10
98590,0.61,0,1
98591,13.72,23.25,7
98593,13.77,19.28,1
98595,11.96,29.19,1
98596,11.27,22.8,7
98597,7.78,0,1
98604,7.91,17.2,16
98605,7.13,18.55,3
98606,5.34,12.16,16
98607,7.08,16.23,19
98610,14.79,20.78,1
98611,5.1,0,11
98612,2.99,0,1
98613,9.05,24.38,1
98614,8.28,23.56,2
98617,3.58,13.74,1
98620,4.18,0,1
98621,13.64,28,1
98624,3.94,11.52,3
98625,11.3,23.73,10
98626,6.1,0,11
98629,7.7,18.06,4
98631,1.72,0,3
98632,8.5,0,11
98635,9.45,27.4,1
98639,5.05,12.86,1
98640,4.14,0,3
98641,4.19,8.07,3
98642,1.67,0,17
98644,1.87,6.28,3
98645,5.53,14.68,4
98647,7.47,20.74,1
98648,3.14,0,1
98649,14.57,28.19,1
98651,3.88,21.84,3
98660,3.52,8.28,53
98661,1.09,0,49
98662,1.3,0,47
98663,1.23,5.78,53
98664,1.32,9.72,54
98665,0.43,0,49
98671,8.65,26.74,4
98672,6.29,0,3
98673,8.86,21.24,2
98674,8.49,19.24,9
98682,3.56,0,41
98683,1.74,8.32,50
98684,1.37,0,44
98685,2.04,7.88,31
98686,1.86,0,34
98801,0.72,0,5
98802,7.83,0,5
98815,7.97,22.26,5
98821,13.89,27.76,4
98823,21.98,29.57,1
98828,8.48,18.65,5
98829,16.21,25.5,1
98836,5.78,15.52,5
98837,2.45,0,1
98840,8.13,14.26,1
98841,11.72,0,1
98847,15.19,29.11,4
98849,8.98,16.42,1
98850,11.72,24.08,5
98901,2.91,0,18
98902,0.47,0,17
98903,22.43,10.81,15
98908,7.48,8.47,14
98921,0.28,7.16,22
98923,8.87,25.44,14
98926,4.12,0,3
98930,1.22,0,6
98932,7.12,12.07,9
98933,10.44,23.65,3
98934,6.26,12.9,3
98935,12.23,15.9,5
98936,10.79,12.93,16
98938,5.93,13.67,8
98939,3.98,9.56,18
98942,11.64,14.49,14
98944,20.2,0,8
98946,8.26,23.95,3
98947,13.1,29.56,9
98948,6.22,0,13
98951,4.53,0,18
98953,4.19,0,14
99001,0.47,0,35
99003,9.37,19.72,3
99004,16.04,22.53,20
99005,3.77,10.7,10
99006,2.21,0,3
99009,11.41,22.06,2
99011,3.13,12.18,20
99013,7.16,27.62,1
99016,4.29,9.32,33
99019,5.06,13.14,33
99020,6.56,15.82,30
99021,8.64,0,28
99022,6.31,17.35,20
99023,7.51,17.27,11
99025,6.99,16.3,19
99026,9.63,29.31,2
99027,4.67,12.96,33
99029,11.81,28.26,2
99030,13.46,29.83,2
99031,15.39,23.22,18
99033,12.33,24.78,1
99036,8.68,19.1,19
99037,2.27,6.57,29
99040,1.14,0,1
99102,5.22,17.88,3
99110,6.01,11.35,2
99111,14.34,26.07,3
99113,8.59,21.12,3
99114,10.57,0,1
99122,3.51,0,1
99138,9.57,0,1
99148,11.57,23.62,1
99156,6.17,0,1
99161,11.36,23.7,4
99163,1.78,0,4
99164,1.1,6.71,4
99179,5.53,25.14,6
99201,0.37,0,37
99202,0.87,0,37
99203,1.47,6.35,36
99204,0.13,0,36
99205,0.86,0,37
99206,2,0,32
99207,1.66,8.56,37
99208,3.84,0,33
99212,1.4,0,38
99216,0.78,0,32
99217,4.77,15.19,36
99218,1.55,0,32
99223,3.86,10.84,36
99224,1.94,5.91,36
99301,12.2,0,9
99320,9.85,17.4,9
99324,1.39,7.35,4
99328,7.18,0,1
99329,11.38,16.69,3
99336,0.43,0,9
99337,10.05,10.46,9
99338,5.03,10.24,9
99344,0.84,0,1
99346,11.04,12.92,7
99347,3.67,0,1
99350,10.76,13.83,5
99352,1.8,0,9
99353,5.32,12.99,9
99354,3.46,12.74,9
99360,14.99,24.43,3
99361,9.76,20.35,4
99362,2.63,0,4
99363,15.72,24.8,7
99402,15.83,21.33,6
99403,9.68,0,7
99501,0.33,0,29
99502,1.45,0,27
99503,182.43,0,29
99504,1.94,6.47,30
99505,3.93,11.52,30
99506,2.82,0,29
99507,1.09,0,29
99508,0.1,0,30
99513,0.68,2.17,29
99515,1.97,7.42,27
99516,5.19,11.17,27
99517,1.56,4.1,29
99518,0.76,0,29
99540,10.86,21.18,6
99551,13.92,0.19,4
99552,19.59,0.19,4
99557,171.48,9.74,4
99559,8.5,0,4
99567,18.54,0,13
99577,11.29,0,29
99587,6.79,0,1
99591,2.93,0,1
99621,11.98,0.19,4
99660,48.84,0.03,1
99679,34.67,0.19,4
30648,16.45,30.01,0
38858,12.3,30.01,0
50439,15.6,30.01,0
14589,13.94,30.01,0
59920,12.78,30.02,0
50256,9.67,30.02,0
29446,15.47,30.02,0
27343,9.11,30.02,0
55982,16.29,30.02,0
47443,9.36,30.02,0
12981,10.93,30.02,0
96121,22.93,30.02,0
62997,12.73,30.02,0
76685,14.24,30.03,0
25021,12.43,30.03,0
51555,15.67,30.03,0
4852,21.05,30.04,0
35771,9.64,30.04,0
84007,10.97,30.04,0
68826,23.43,30.04,0
47958,14.13,30.05,0
87728,22.34,30.05,0
12965,15,30.05,0
54124,13.97,30.05,0
23893,10.53,30.06,0
49285,14.22,30.06,0
29518,8.82,30.06,0
71846,14.98,30.06,0
12936,10.81,30.06,0
47952,14.21,30.07,0
26852,10.08,30.07,0
71845,22.49,30.07,0
21824,23.93,30.07,0
4487,19.63,30.08,0
71023,12.54,30.08,0
62325,13.36,30.08,0
71726,11.56,30.08,0
68873,21.03,30.09,0
12933,21.38,30.09,0
57263,16.95,30.09,0
68967,18.46,30.09,0
12412,9.09,30.09,0
75551,23.45,30.1,0
65626,15.88,30.1,0
50146,12.62,30.1,0
26804,11.3,30.1,0
13776,10.69,30.11,0
74422,13.71,30.11,0
25676,8.7,30.11,0
30176,17.08,30.12,0
22514,9.38,30.12,0
13464,11.65,30.12,0
25674,8.38,30.12,0
18324,8.58,30.12,0
57445,17.46,30.12,0
59071,16.45,30.12,0
75756,17.11,30.12,0
47874,6.8,30.12,0
55954,15.03,30.13,0
48749,6.31,30.13,0
40311,13.54,30.13,0
76389,26.09,30.13,0
62988,11.2,30.13,0
58329,15.81,30.14,0
47453,9.16,30.14,0
64440,10.38,30.14,0
36502,17.46,30.14,0
62947,10.96,30.14,0
55738,14.31,30.14,0
67732,16.29,30.15,0
47959,10.05,30.15,0
1253,8.2,30.15,0
16650,11.67,30.15,0
18823,10.23,30.16,0
52594,13.55,30.16,0
56382,12.94,30.16,0
50660,12.44,30.16,0
36564,14.51,30.16,0
32359,17.21,30.16,0
74860,10.88,30.17,0
25844,8.63,30.17,0
93430,13.27,30.17,0
61460,16.47,30.17,0
57341,17.51,30.17,0
95571,21.15,30.17,0
30642,8.06,30.17,0
49620,16.49,30.18,0
25202,8.66,30.18,0
45721,11.56,30.18,0
52232,13.61,30.18,0
97454,12.94,30.18,0
62510,14.3,30.18,0
74469,17.94,30.18,0
99141,17.19,30.18,0
38563,15.41,30.19,0
70789,12.11,30.19,0
4435,9.86,30.19,0
38856,13.98,30.2,0
98581,13.69,30.2,0
44864,9.18,30.2,0
14824,11.28,30.2,0
25672,8.86,30.21,0
58643,16.06,30.21,0
54733,9.87,30.21,0
36043,13.94,30.22,0
39352,18.23,30.22,0
18629,9.57,30.22,0
95369,15.42,30.22,0
22843,14.14,30.22,0
63675,10.41,30.22,0
83660,15.08,30.22,0
92061,11.55,30.22,0
77454,8.17,30.22,0
14042,9.44,30.22,0
84642,20.12,30.22,0
56222,17.93,30.23,0
22660,19.72,30.23,0
44842,13.97,30.23,0
74367,13.11,30.23,0
77615,14.65,30.23,0
47527,9.31,30.23,0
72530,9.52,30.24,0
21629,13.41,30.24,0
59344,15.51,30.24,0
54485,17.57,30.24,0
62558,12.52,30.25,0
12448,9.61,30.25,0
70426,12.67,30.26,0
16875,11.7,30.26,0
63760,5.93,30.26,0
67842,17.78,30.26,0
97136,12.43,30.26,0
39359,15.81,30.26,0
73730,16.68,30.26,0
22740,18.36,30.26,0
49760,13.78,30.27,0
51245,13.72,30.27,0
63828,10.19,30.27,0
76534,13.45,30.27,0
67149,14.14,30.27,0
61755,13.48,30.28,0
71417,16.89,30.28,0
68528,5.64,30.28,0
47858,13.59,30.28,0
70346,10.15,30.28,0
54854,13.29,30.28,0
69123,21.73,30.29,0
31050,12.99,30.29,0
77625,21.95,30.29,0
56469,16.26,30.29,0
85263,19.3,30.29,0
83526,19.29,30.29,0
42204,14.16,30.29,0
62541,12.63,30.29,0
56062,12.53,30.29,0
38664,18.85,30.3,0
52218,13.76,30.3,0
55396,16.91,30.3,0
73024,15.08,30.3,0
16224,11.44,30.3,0
54726,16.82,30.31,0
83436,14.3,30.31,0
97327,10.97,30.31,0
37036,12.99,30.31,0
84320,12.89,30.31,0
27242,12.44,30.31,0
8314,10.23,30.32,0
46166,8.46,30.32,0
73945,22.48,30.32,0
16249,11.19,30.32,0
31552,12.49,30.32,0
21821,12.19,30.32,0
50527,10.72,30.32,0
3282,11.46,30.32,0
14423,10.36,30.32,0
63036,13.13,30.32,0
48766,9.78,30.32,0
54740,15.9,30.33,0
71855,17.39,30.33,0
46103,11.92,30.33,0
26817,17.12,30.33,0
56528,12.54,30.34,0
52156,16.32,30.34,0
88348,17.99,30.34,0
72564,10.83,30.34,0
49881,17.58,30.34,0
24520,11.21,30.34,0
30442,19.63,30.35,0
70748,6.46,30.35,0
37144,11.99,30.36,0
25567,9.53,30.36,0
17037,10.77,30.36,0
30667,7.8,30.36,0
53506,13.68,30.37,0
61543,9.05,30.38,0
54498,15.56,30.38,0
3227,11.93,30.38,0
44439,12.52,30.38,0
29052,14.96,30.38,0
24981,8.87,30.38,0
95943,9.51,30.38,0
50250,15.93,30.38,0
40840,7.55,30.38,0
35481,9.48,30.38,0
5761,11.39,30.39,0
84316,16,30.39,0
54772,15.27,30.39,0
79009,20.45,30.39,0
25644,9.09,30.39,0
76527,15.93,30.39,0
62097,11.71,30.4,0
52352,14.41,30.4,0
16678,11.23,30.41,0
44822,10.86,30.42,0
68930,19.89,30.42,0
30170,11.4,30.42,0
93653,17.43,30.42,0
61036,15.23,30.42,0
62319,9.14,30.42,0
29591,16.26,30.43,0
49094,8.52,30.43,0
12064,18.6,30.43,0
54730,12.52,30.44,0
52625,19.06,30.44,0
66833,18.31,30.44,0
31527,6.71,30.44,0
3752,12.63,30.44,0
41632,10.49,30.45,0
24910,9.98,30.46,0
67638,15.14,30.46,0
58270,17.35,30.46,0
61840,11.47,30.46,0
46115,10.46,30.47,0
27865,12.64,30.47,0
59922,13.92,30.47,0
48871,11.93,30.47,0
38943,16.53,30.47,0
18246,7.2,30.47,0
97441,17.18,30.47,0
34134,11.69,30.48,0
39175,17.59,30.48,0
87328,17,30.48,0
66407,19.85,30.48,0
48815,13.04,30.48,0
69133,11.29,30.48,0
12956,9.68,30.48,0
29448,20.9,30.49,0
3278,11.73,30.5,0
76272,11.94,30.5,0
62617,14.37,30.5,0
79838,15.94,30.51,0
26036,7.2,30.51,0
65650,14.86,30.51,0
38050,15.61,30.51,0
29669,12.78,30.51,0
39482,15.67,30.51,0
29593,14.88,30.51,0
30251,11.01,30.52,0
83223,16.65,30.52,0
77655,13.15,30.52,0
50450,17.58,30.52,0
56647,17.15,30.52,0
58317,12.39,30.52,0
46943,12.02,30.53,0
12726,14.8,30.54,0
85942,15.14,30.54,0
85927,13.77,30.54,0
72571,9.89,30.54,0
52644,8.75,30.55,0
81413,16.26,30.55,0
68834,18.14,30.55,0
4855,12.65,30.55,0
75975,14.35,30.56,0
67647,17.07,30.56,0
65567,13.77,30.56,0
13736,12.72,30.56,0
35650,20.81,30.56,0
18623,13.31,30.56,0
3218,10.47,30.57,0
29580,15.51,30.57,0
64681,11.81,30.57,0
12485,14,30.57,0
20645,11.76,30.57,0
21539,8.62,30.58,0
56044,16.27,30.58,0
25555,6.13,30.58,0
49061,9.13,30.58,0
23092,11.63,30.59,0
13614,15.08,30.59,0
31036,17.61,30.59,0
5465,11.34,30.59,0
64090,11.52,30.59,0
98524,13.69,30.6,0
66534,16.01,30.6,0
66527,10.33,30.6,0
64748,13.87,30.61,0
72828,12.78,30.61,0
46913,9.04,30.61,0
36912,11.49,30.61,0
63747,12.11,30.62,0
78006,18.84,30.62,0
3781,5.61,30.62,0
30805,10.31,30.62,0
68342,15.65,30.62,0
65084,16,30.62,0
72016,9.89,30.63,0
38631,10.19,30.63,0
19523,10.02,30.63,0
33857,20.79,30.63,0
16245,14.98,30.63,0
16416,16.43,30.63,0
39156,16.47,30.63,0
31037,15.33,30.63,0
63942,14.65,30.64,0
66932,20.58,30.64,0
81055,18.52,30.64,0
26339,16.19,30.64,0
49303,9.35,30.64,0
36775,12.86,30.64,0
25245,5.55,30.64,0
77859,18.91,30.64,0
17983,10.13,30.64,0
81039,21.17,30.65,0
57063,10.57,30.65,0
51630,13.5,30.65,0
25244,7.93,30.65,0
12136,15.41,30.66,0
16248,13.89,30.66,0
54638,12.91,30.66,0
70339,15.8,30.67,0
12750,13.46,30.67,0
59262,21.93,30.67,0
56175,15.04,30.67,0
65054,13.72,30.67,0
37657,16.08,30.67,0
76078,12.48,30.68,0
31006,21.79,30.68,0
43344,13.75,30.68,0
96047,16.14,30.68,0
51230,13.45,30.68,0
43943,10.38,30.69,0
50577,15.13,30.7,0
77358,15.89,30.7,0
65601,10.98,30.71,0
72459,12.16,30.71,0
68789,14.46,30.72,0
95226,9.71,30.72,0
36432,11.86,30.72,0
