"GEOID","bupTimeBike","bupCountBike60","bupCountBike30","metTimeBike","metCountBike60","metCountBike30","nalTimeBike","nalCountBike60","nalCountBike30"
67363,53.94,3,0,NA,0,0,53.94,1,0
67364,42.49,1,0,183.96,0,0,82.3,0,0
67401,0,11,11,NA,0,0,0,2,2
67416,58.9,1,0,NA,0,0,70,0,0
67442,59.29,1,0,NA,0,0,118.15,0,0
67443,55.96,1,0,NA,0,0,55.96,1,0
67456,0,1,1,NA,0,0,99.98,0,0
67460,0,1,1,NA,0,0,0,1,1
67501,0,4,4,NA,0,0,0,2,2
67502,0,4,4,NA,0,0,0,2,2
67505,17.18,4,1,NA,0,0,17.18,2,1
67530,0,1,1,NA,0,0,375.23,0,0
67550,0,1,1,NA,0,0,378.78,0,0
67625,59.77,1,0,NA,0,0,271.85,0,0
67639,55.65,1,0,NA,0,0,55.65,1,0
67642,0,1,1,NA,0,0,223.09,0,0
67654,0,1,1,NA,0,0,0,2,2
67661,0,1,1,NA,0,0,0,1,1
67748,0,1,1,NA,0,0,187.7,0,0
67846,0,4,4,NA,0,0,0,1,1
67851,55.61,4,0,NA,0,0,55.61,1,0
67855,0,1,1,NA,0,0,461.76,0,0
67859,0,1,1,NA,0,0,161.21,0,0
67950,0,12,12,NA,0,0,NA,0,0
68005,31.39,23,0,52.14,1,0,52.14,2,0
68007,0,16,1,71.99,0,0,49.41,1,0
68010,0,27,8,32.63,1,0,42.25,4,0
68022,42.79,9,0,66.39,0,0,80.71,0,0
68025,0,2,2,199.95,0,0,188.86,0,0
68039,0,1,1,226.65,0,0,206.05,0,0
68046,43.7,25,0,48.81,1,0,55.72,3,0
68047,0,1,1,285.64,0,0,265.04,0,0
68067,54.03,1,0,201.38,0,0,180.77,0,0
68068,42.44,1,0,114.43,0,0,91.86,0,0
68102,0,42,16,14.57,1,1,14.4,8,6
68104,13.58,44,10,32.17,1,0,21.62,8,5
68105,0,41,23,0,1,1,0,8,5
68106,0,47,25,14.17,1,1,0,8,6
68107,0,42,16,21.47,1,1,21.47,7,2
68108,10.34,42,20,12.91,1,1,12.91,7,6
68110,13.75,42,5,30.66,1,0,0,8,2
68111,0,42,15,28.17,1,1,13.79,8,4
68112,19.67,31,2,42.8,1,0,23.72,8,1
68113,26.98,6,6,77.91,0,0,77.91,0,0
68114,0,49,17,40.41,2,0,0,8,4
68116,19.2,25,8,54.01,1,0,45.91,2,0
68117,15.3,45,19,28.25,2,1,21.42,8,4
68118,0,25,7,40.33,1,0,52.8,2,0
68122,0,28,6,60.46,0,0,21.05,6,1
68123,0,13,6,61.06,0,0,61.06,0,0
68124,0,49,14,33.55,2,0,16.86,8,3
68127,21.72,40,2,28.48,2,1,36.12,7,0
68128,29.02,43,2,35.24,2,0,40.21,7,0
68130,25.03,11,4,34.16,1,0,62.58,0,0
68131,0,42,16,12.04,1,1,0,8,6
68132,0,48,27,22.56,1,1,12.28,8,6
68133,35.1,16,0,62.66,0,0,56.93,2,0
68134,0,43,16,52.35,1,0,0,8,2
68135,41.36,8,0,28.63,1,1,78.01,0,0
68136,45.04,5,0,32.29,1,0,81.69,0,0
68137,18.79,21,1,0,1,1,55.28,3,0
68138,33.41,10,0,20.07,1,1,70.06,0,0
68142,21.24,28,3,73.29,0,0,30.76,2,0
68144,0,36,7,20.82,2,1,37.79,6,0
68147,13.47,31,7,32,1,0,32,6,0
68152,20.31,31,2,55,1,0,38.77,8,0
68154,0,29,9,35.7,1,0,35.46,4,0
68157,24.83,38,7,39.03,2,0,35.04,6,0
68164,0,28,4,60.38,0,0,30.24,2,0
68178,9.72,42,16,17.28,1,1,9.77,8,6
68317,57.67,6,0,97.38,0,0,57.67,2,0
68339,57.37,3,0,85.58,0,0,69.02,0,0
68410,0,1,1,NA,0,0,NA,0,0
68430,59.98,4,0,84.29,0,0,59.98,1,0
68461,34.1,11,0,69.44,0,0,34.1,3,0
68502,0,23,17,21.62,1,1,0,8,5
68503,12.96,23,10,15.52,1,1,0,8,5
68504,20.58,23,3,20.58,1,1,16.25,8,3
68505,18.57,23,3,18.57,1,1,0,8,3
68506,0,23,13,16.09,1,1,16.09,8,6
68507,26.51,20,2,26.51,1,1,11.12,8,3
68508,0,23,12,22.17,1,1,13.2,8,4
68510,0,23,14,0,1,1,0,8,6
68512,21.12,23,10,38.95,1,0,21.12,8,3
68516,0,23,19,29.67,1,1,0,8,6
68520,32.65,20,0,42.16,1,0,33.01,8,0
68521,23.88,13,1,40.04,1,0,26.47,5,1
68522,0,17,10,39.72,1,0,23.22,6,2
68523,27.84,17,3,56.05,1,0,39.49,5,0
68524,41.58,4,0,68.56,0,0,62.01,0,0
68526,0,20,10,42.25,1,0,0,8,3
68527,56.36,2,0,56.36,1,0,38.2,3,0
68528,56.91,3,0,83.89,0,0,77.34,0,0
68531,56.1,1,0,72.25,0,0,58.69,1,0
68532,36.76,10,0,72.52,0,0,53.17,2,0
68601,0,1,1,NA,0,0,0,1,1
68701,0,10,10,NA,0,0,0,1,1
68731,30.97,13,0,73.19,0,0,52.59,7,0
68734,59.33,3,0,NA,0,0,59.33,1,0
68763,0,3,3,NA,0,0,0,1,1
68776,0,16,12,43.57,1,0,22.96,10,2
68801,19.3,2,2,NA,0,0,0,3,3
68803,0,2,2,NA,0,0,0,3,3
68810,43.44,2,0,NA,0,0,43.44,3,0
68832,0,1,1,NA,0,0,80.95,0,0
68845,0,4,4,NA,0,0,NA,0,0
68847,0,4,4,NA,0,0,314.83,0,0
68849,0,4,4,NA,0,0,NA,0,0
68850,0,3,3,NA,0,0,NA,0,0
68861,58.02,2,0,NA,0,0,NA,0,0
68901,0,1,1,NA,0,0,0,1,1
68952,54.14,1,0,NA,0,0,313.47,0,0
68955,43.55,1,0,NA,0,0,43.55,1,0
68970,0,1,1,NA,0,0,260.14,0,0
69101,0,3,3,NA,0,0,NA,0,0
69153,0,1,1,NA,0,0,0,1,1
69162,0,1,1,NA,0,0,0,1,1
69301,0,1,1,NA,0,0,0,1,1
69341,0,5,5,NA,0,0,27.21,1,1
69355,54.89,2,0,NA,0,0,73.51,0,0
69361,0,5,5,NA,0,0,0,1,1
69365,32.89,1,0,NA,0,0,NA,0,0
70001,0,123,37,41.64,1,0,0,16,8
70002,0,123,34,43.83,1,0,15.21,16,7
70003,0,59,27,61.44,0,0,19.09,10,7
70005,0,125,52,28.18,1,1,0,16,11
70006,0,77,34,56.65,1,0,0,14,7
70031,42.73,1,0,143.61,0,0,42.73,1,0
70032,18.61,77,11,39.62,1,0,39.62,6,0
70037,0,6,6,86.33,0,0,81.71,0,0
70039,22.91,1,1,173.86,0,0,22.91,1,1
70043,0,75,3,58.6,2,0,49.95,6,0
70047,0,2,2,94.09,0,0,92.17,0,0
70049,52.72,7,0,52.72,1,0,52.72,2,0
70053,18.02,100,21,19.72,2,1,18.02,9,2
70056,0,70,21,0,1,1,0,4,2
70058,0,31,26,21.46,1,1,21.46,3,2
70062,0,36,5,85.8,0,0,38.97,8,0
70065,0,50,11,86.87,0,0,31.62,8,0
70068,0,7,7,0,1,1,0,2,2
70070,0,1,1,175.85,0,0,0,1,1
70072,0,30,11,43.85,1,0,0,3,1
70075,20.24,11,3,73.85,0,0,64.02,0,0
70079,34.36,2,0,71.27,0,0,71.27,0,0
70080,50.69,1,0,198.4,0,0,50.69,1,0
70084,37.25,7,0,37.25,1,0,37.25,2,0
70087,46.97,19,0,102.16,0,0,49.98,1,0
70092,37.51,3,0,88.01,0,0,78.18,0,0
70094,57.07,9,0,85.55,0,0,57.07,1,0
70112,0,129,76,11.15,2,1,11.15,15,7
70113,0,126,74,20.9,2,1,0,15,7
70114,0,110,20,26.91,2,1,0,10,2
70115,0,109,67,26.57,1,1,0,14,7
70116,0,142,72,11.8,2,1,11.8,18,6
70117,0,103,62,23.84,1,1,23.84,13,5
70118,0,123,69,21.2,1,1,0,17,8
70119,0,134,79,0,1,1,0,19,8
70121,0,124,22,37.07,1,0,0,16,7
70122,0,123,56,21.21,1,1,21.21,17,4
70123,0,59,8,65.82,0,0,0,10,2
70124,0,115,38,22.43,1,1,14.37,15,5
70125,0,123,72,14.48,1,1,10.47,17,9
70126,0,80,16,39.43,1,0,18.18,9,3
70127,0,41,14,56.53,1,0,0,7,3
70128,19.48,16,13,74.38,0,0,19.48,3,3
70129,38.92,14,0,83.94,0,0,38.92,3,0
70130,0,126,74,23.75,2,1,7.94,15,7
70131,0,61,20,29.85,1,1,22.89,3,2
70139,7.33,129,74,16.56,2,1,10.24,15,7
70163,6.59,129,74,16.46,2,1,7.28,15,7
70301,0,2,2,237.62,0,0,97.45,0,0
70340,45.29,1,0,NA,0,0,45.29,2,0
70342,23.08,1,1,NA,0,0,23.08,2,2
70343,41.32,1,0,NA,0,0,73.5,0,0
70345,0,5,5,677.94,0,0,167.68,0,0
70354,36.53,5,0,721.81,0,0,202.94,0,0
70359,44.77,10,0,NA,0,0,44.77,5,0
70360,0,11,10,NA,0,0,0,5,5
70363,0,11,1,NA,0,0,39.67,5,0
70364,0,11,10,328.68,0,0,0,5,5
70373,39.06,5,0,436.13,0,0,130.03,0,0
70375,37.09,3,0,337.72,0,0,37.09,3,0
70380,0,1,1,NA,0,0,0,2,2
70394,0,3,3,321.01,0,0,0,3,3
70395,46.99,2,0,NA,0,0,71.11,0,0
70401,0,10,9,0,1,1,0,2,2
70402,6.5,10,9,6.5,1,1,6.5,2,2
70403,0,10,9,21.55,1,1,0,2,2
70420,41.34,24,0,187.23,0,0,0,9,1
70422,0,4,2,104.57,0,0,104.57,0,0
70427,0,6,6,319.74,0,0,0,2,2
70433,0,11,11,165.22,0,0,0,3,2
70435,53.08,11,0,184.46,0,0,53.08,2,0
70436,37.2,2,0,133.98,0,0,133.98,0,0
70443,0,4,2,68.19,0,0,68.19,0,0
70444,0,2,2,211.58,0,0,211.58,0,0
70446,0,1,1,80.35,0,0,80.35,0,0
70447,49.21,20,0,149.57,0,0,49.21,3,0
70448,0,13,4,208.61,0,0,0,7,5
70451,17.18,12,9,17.18,1,1,17.18,2,2
70452,0,1,1,NA,0,0,63.61,0,0
70454,43.08,9,0,57.73,1,0,43.08,2,0
70456,24.5,2,2,121.28,0,0,121.28,0,0
70458,0,12,12,209.53,0,0,0,4,4
70460,26.62,12,7,226.61,0,0,26.62,4,4
70461,0,12,12,230.74,0,0,25.98,4,4
70465,47.51,2,0,166.93,0,0,166.93,0,0
70466,30.95,12,0,30.95,1,0,30.95,2,0
70471,0,13,9,188.31,0,0,0,7,1
70501,0,47,5,70.75,0,0,0,7,1
70503,0,47,41,103.89,0,0,0,8,6
70506,0,47,28,99.54,0,0,0,7,2
70507,0,14,1,83.46,0,0,30.77,2,0
70508,0,50,33,107.03,0,0,0,9,5
70510,0,1,1,210.69,0,0,0,2,2
70513,47.91,7,0,209.05,0,0,122.51,0,0
70514,37.46,1,0,NA,0,0,213.81,0,0
70517,0,2,2,0,1,1,70.67,0,0
70518,0,17,3,128.25,0,0,0,6,1
70519,34.91,6,0,131.93,0,0,34.91,1,0
70520,26.79,7,1,90.25,0,0,41.85,2,0
70523,59.25,1,0,284.62,0,0,218.05,0,0
70524,58.8,2,0,280.85,0,0,163.13,0,0
70526,0,2,2,218.39,0,0,126.32,0,0
70529,40.67,28,0,132.81,0,0,40.67,2,0
70531,57.77,2,0,NA,0,0,182.87,0,0
70533,49.16,1,0,204.33,0,0,49.16,2,0
70534,45.25,2,0,NA,0,0,165.36,0,0
70535,0,2,2,291.09,0,0,178,0,0
70537,49.62,1,0,NA,0,0,256.71,0,0
70538,0,1,1,NA,0,0,250.33,0,0
70541,22.21,1,1,128.69,0,0,22.21,1,1
70546,0,1,1,217.86,0,0,217.86,0,0
70550,49.4,3,0,215.35,0,0,97.64,0,0
70552,0,2,1,149.44,0,0,126.78,0,0
70556,46.78,1,0,NA,0,0,215.11,0,0
70558,32.72,34,0,141.43,0,0,32.72,6,0
70560,0,8,7,171.76,0,0,96.91,0,0
70563,0,9,1,150.36,0,0,95.43,0,0
70570,0,3,3,185.6,0,0,75.2,0,0
70575,27.52,1,1,226.77,0,0,27.52,2,2
70577,0,1,1,159.56,0,0,140.11,0,0
70578,50.85,2,0,167.37,0,0,87.42,0,0
70580,59.44,4,0,NA,0,0,187.3,0,0
70581,43.54,1,0,192.03,0,0,192.03,0,0
70582,0,3,3,79.33,0,0,81.8,0,0
70583,40.42,34,0,117.33,0,0,40.42,3,0
70584,0,1,1,127.48,0,0,0,1,1
70586,0,4,4,312.01,0,0,158.11,0,0
70592,0,37,1,129.93,0,0,0,7,1
70601,0,29,21,0,1,1,0,6,2
70605,0,29,4,42.06,1,0,0,6,2
70607,0,29,4,38.51,1,0,0,6,2
70611,0,2,2,417.12,0,0,0,1,1
70615,32.62,21,0,32.62,1,0,32.62,2,0
70633,0,2,2,431.99,0,0,133.61,0,0
70634,0,2,2,522.53,0,0,0,1,1
70653,0,1,1,542.83,0,0,127.78,0,0
70655,0,1,1,NA,0,0,308.28,0,0
70660,55.16,2,0,469.15,0,0,163.8,0,0
70663,0,1,1,496.65,0,0,94.19,0,0
70665,42.21,1,0,484.82,0,0,131.85,0,0
70669,46.5,3,0,448.96,0,0,46.5,1,0
70706,47.85,1,0,122.37,0,0,92.46,0,0
70710,53.54,2,0,153.72,0,0,149.54,0,0
70711,0,10,1,58.77,1,0,57.29,2,0
70714,35.12,2,0,108.49,0,0,54.82,2,0
70715,33.09,1,0,522.27,0,0,351.77,0,0
70722,0,6,6,249.61,0,0,203.35,0,0
70725,55.21,1,0,174.24,0,0,174.24,0,0
70726,0,2,2,147.73,0,0,117.82,0,0
70730,0,2,2,226.91,0,0,173.24,0,0
70734,33.19,2,0,100.96,0,0,100.96,0,0
70737,0,2,1,119.95,0,0,119.95,0,0
70739,0,1,1,90.95,0,0,61.04,0,0
70744,39.88,1,0,80.35,0,0,78.87,0,0
70747,0,1,1,NA,0,0,NA,0,0
70753,42.9,1,0,NA,0,0,292.69,0,0
70764,0,2,2,128.21,0,0,124.02,0,0
70769,0,4,1,85.42,0,0,85.42,0,0
70770,45.91,1,0,121.4,0,0,91.49,0,0
70774,34.17,1,0,153.18,0,0,153.18,0,0
70777,57.6,2,0,176.49,0,0,122.82,0,0
70778,54.84,1,0,173.86,0,0,173.86,0,0
70780,55.37,7,0,70.64,0,0,66.45,0,0
70791,57.5,1,0,145.25,0,0,89.11,0,0
70801,10.61,46,13,58.68,1,0,27.34,14,6
70802,0,51,23,48.86,1,0,18.4,14,9
70803,20.09,50,11,55.27,1,0,20.09,13,3
70805,0,46,13,57.68,1,0,0,14,6
70806,0,61,23,36.14,1,0,0,14,9
70807,0,14,1,90.01,0,0,33.87,6,0
70808,0,50,22,37.13,1,0,0,14,7
70809,0,62,27,0,1,1,0,14,4
70810,0,61,27,27.26,1,1,27.26,12,4
70811,28.81,15,2,74.25,0,0,29.46,7,2
70812,18.81,24,1,62.01,0,0,18.81,10,2
70814,36.62,46,0,48.4,1,0,18.49,11,1
70815,31.05,62,0,31.05,1,0,0,14,1
70816,0,50,10,39.67,1,0,32.73,9,0
70817,0,40,2,37.05,1,0,37.05,5,0
70818,31.79,2,0,83.38,0,0,55.78,2,0
70819,28.68,46,10,45.92,1,0,19.85,9,1
70820,17.83,50,10,53.51,1,0,17.83,13,3
70836,8.53,61,37,8.53,1,1,8.53,12,7
71033,51.23,6,0,57.75,1,0,51.23,1,0
71038,0,1,1,NA,0,0,192.25,0,0
71040,0,1,1,NA,0,0,141.77,0,0
71055,0,1,1,200.31,0,0,0,1,1
71073,48.23,1,0,198.15,0,0,48.23,1,0
71101,0,59,26,0,1,1,0,7,2
71103,0,61,21,14.69,1,1,14.69,9,2
71104,0,59,26,12.19,1,1,12.19,7,2
71105,0,53,26,29.41,1,1,29.21,6,3
71106,0,42,8,43.9,1,0,0,4,1
71107,0,8,3,61.05,0,0,0,2,2
71108,22.62,43,5,32.91,1,0,32.91,4,0
71109,16.62,41,27,28.88,1,1,28.88,4,3
71110,35.36,38,0,54.28,1,0,35.36,5,0
71111,0,43,12,38.71,1,0,0,5,2
71112,0,53,10,38.97,1,0,0,6,1
71115,0,37,7,53.64,1,0,32.91,4,0
71118,0,22,1,65.24,0,0,39.14,2,0
71119,0,28,6,56.3,1,0,0,3,1
71129,33.58,7,0,75.36,0,0,34.38,1,0
71201,0,16,8,38.27,1,0,0,6,2
71202,38.25,13,0,0,1,1,0,4,2
71203,0,11,3,70.19,0,0,0,4,2
71209,24.98,16,8,40.39,1,0,24.98,6,2
71220,0,2,2,190.32,0,0,0,1,1
71232,0,2,2,262.19,0,0,0,1,1
71238,0,1,1,141.86,0,0,76.57,0,0
71245,40.03,6,0,NA,0,0,40.03,1,0
71253,58.83,1,0,NA,0,0,274.1,0,0
71263,0,2,2,NA,0,0,214.28,0,0
71269,0,1,1,166.45,0,0,0,1,1
71270,0,6,6,232.42,0,0,0,1,1
71272,8.37,6,6,NA,0,0,8.37,1,1
71280,0,1,1,210.48,0,0,124.45,0,0
71282,0,1,1,NA,0,0,143.61,0,0
71291,0,19,5,59.1,1,0,48.04,6,0
71292,0,11,6,70.98,0,0,0,2,2
71295,0,1,1,240.94,0,0,163.64,0,0
71301,0,26,21,27.35,1,1,0,2,1
71302,32.75,21,0,46.97,1,0,32.75,1,0
71303,0,21,21,0,1,1,27.41,1,1
71327,0,1,1,NA,0,0,130.89,0,0
71333,41.03,1,0,NA,0,0,107.58,0,0
71342,0,2,2,301.67,0,0,240.76,0,0
71350,45.96,4,0,240.65,0,0,144.87,0,0
71351,0,3,3,225.78,0,0,133.46,0,0
71360,0,10,5,70.17,0,0,0,2,1
71362,59.59,1,0,NA,0,0,169.62,0,0
71371,49.53,2,0,269.75,0,0,208.84,0,0
71373,0,3,3,NA,0,0,723.41,0,0
71405,0,1,1,118.8,0,0,64.3,0,0
71414,56.52,2,0,NA,0,0,NA,0,0
71426,41.66,1,0,NA,0,0,NA,0,0
71441,55.52,1,0,346.42,0,0,291.38,0,0
71446,30.07,1,0,366.18,0,0,207.82,0,0
71449,0,1,1,363,0,0,NA,0,0
71457,0,2,2,357.43,0,0,375.5,0,0
71459,0,1,1,NA,0,0,177.75,0,0
71461,55.98,1,0,NA,0,0,189.12,0,0
71465,0,1,1,388.67,0,0,315.63,0,0
71467,0,2,2,144.32,0,0,100.98,0,0
71480,59.06,1,0,NA,0,0,NA,0,0
71483,0,1,1,393.56,0,0,342.43,0,0
71601,0,3,1,NA,0,0,295.42,0,0
71602,53.95,3,0,282.12,0,0,253.64,0,0
71603,0,3,2,NA,0,0,295.66,0,0
71638,0,2,2,NA,0,0,144.7,0,0
71640,0,1,1,NA,0,0,326.44,0,0
71646,0,2,2,NA,0,0,193.07,0,0
71653,0,1,1,NA,0,0,294.81,0,0
71655,0,2,2,NA,0,0,0,1,1
71667,0,1,1,NA,0,0,149.65,0,0
71701,0,1,1,NA,0,0,227.24,0,0
71730,0,9,9,NA,0,0,0,1,1
71751,53.16,1,0,NA,0,0,141.45,0,0
71752,57.51,1,0,419.07,0,0,216.45,0,0
71753,0,1,1,456.37,0,0,248.2,0,0
71759,45.02,1,0,NA,0,0,77.04,0,0
71762,0,1,1,NA,0,0,96,0,0
71832,0,1,1,NA,0,0,NA,0,0
71842,57.39,1,0,408.91,0,0,408.91,0,0
71854,0,12,4,0,1,1,0,1,1
71901,0,21,6,256.15,0,0,44.26,2,0
71913,0,21,15,285.69,0,0,0,2,2
72002,21.81,2,2,21.81,1,1,21.81,1,1
72006,0,1,1,NA,0,0,0,1,1
72007,28.47,2,2,146.96,0,0,28.47,1,1
72011,54.77,2,0,54.77,1,0,54.77,1,0
72012,0,1,1,196.95,0,0,78.45,0,0
72015,51.15,2,0,51.15,1,0,51.15,1,0
72019,48.97,2,0,48.97,1,0,48.97,1,0
72022,0,2,2,0,1,1,0,1,1
72023,0,2,2,121.37,0,0,0,1,1
72029,0,3,3,NA,0,0,104.81,0,0
72032,0,3,1,214.91,0,0,48.38,1,0
72034,0,3,2,207.53,0,0,0,1,1
72035,10.01,3,2,200.95,0,0,10.01,1,1
72042,0,1,1,NA,0,0,326.4,0,0
72058,0,1,1,307.91,0,0,93.48,0,0
72068,37.44,8,0,NA,0,0,37.44,2,0
72076,47.41,3,0,70.39,0,0,0,1,1
72082,34.6,8,0,NA,0,0,34.6,2,0
72099,44.83,3,0,81.59,0,0,13.63,1,1
72103,58.54,2,0,63.29,0,0,63.29,0,0
72104,0,3,3,181.25,0,0,0,1,1
72107,52.38,2,0,NA,0,0,52.38,1,0
72110,0,1,1,NA,0,0,0,1,1
72112,0,1,1,285.48,0,0,0,1,1
72113,0,1,1,77.56,0,0,77.56,0,0
72114,0,67,8,36.09,2,0,0,4,3
72116,0,22,4,33.77,1,0,22.69,3,1
72117,0,22,11,0,1,1,36.21,3,0
72118,25.04,24,4,55.14,1,0,26.01,3,1
72119,30.02,11,0,61.2,0,0,37.63,3,0
72120,0,18,3,55.95,1,0,47.44,2,0
72123,55.49,1,0,NA,0,0,55.49,1,0
72127,54.33,1,0,NA,0,0,54.33,1,0
72143,0,8,8,300.75,0,0,0,2,2
72149,12.09,8,8,NA,0,0,12.09,2,2
72150,0,1,1,178.93,0,0,171.16,0,0
72176,59.13,3,0,177.7,0,0,59.13,1,0
72181,44.47,3,0,NA,0,0,44.47,1,0
72201,0,72,47,29.76,2,1,6.43,6,4
72202,0,72,47,25.18,2,1,0,6,4
72204,0,58,45,18,1,1,18,6,1
72205,0,58,55,0,1,1,0,6,5
72206,0,6,2,72.49,0,0,59.2,2,0
72207,0,58,45,13.55,1,1,13.55,6,1
72209,31.2,51,0,44.96,1,0,44.96,3,0
72210,55.45,9,0,65.22,0,0,55.45,2,0
72211,0,58,46,27.63,1,1,0,6,3
72212,21.89,57,6,33.29,1,0,21.89,6,2
72223,0,9,3,61.02,0,0,0,3,1
72227,18.85,61,48,19.86,1,1,19.86,7,3
72301,0,5,4,136.89,0,0,0,1,1
72315,0,4,4,321.88,0,0,0,1,1
72321,57.67,4,0,NA,0,0,57.67,1,0
72322,33.62,1,0,NA,0,0,33.62,1,0
72325,52.84,1,0,210.7,0,0,80.13,0,0
72327,58.89,1,0,213.89,0,0,83.31,0,0
72329,45.34,2,0,399.86,0,0,154.71,0,0
72335,0,1,1,NA,0,0,0,1,1
72351,47.83,2,0,298.81,0,0,159.82,0,0
72358,46.71,2,0,905.14,0,0,75.99,0,0
72359,25.66,1,1,NA,0,0,25.66,1,1
72364,0,5,1,161.55,0,0,31.04,1,0
72370,0,2,2,322.85,0,0,123.39,0,0
72372,58.6,1,0,NA,0,0,58.6,1,0
72401,0,22,18,0,1,1,0,2,2
72404,0,22,4,44.66,1,0,44.66,2,0
72417,0,1,1,64.61,0,0,64.61,0,0
72422,0,1,1,202.41,0,0,0,1,1
72426,59.78,4,0,NA,0,0,59.78,1,0
72450,0,3,3,134.23,0,0,0,2,2
72467,8.43,22,18,8.43,1,1,8.43,2,2
72473,56.62,1,0,240.88,0,0,56.62,1,0
72501,0,3,3,NA,0,0,0,1,1
72543,0,2,2,NA,0,0,0,1,1
72576,0,2,2,187.92,0,0,0,1,1
72578,56.73,2,0,153.22,0,0,56.73,1,0
72601,0,2,2,NA,0,0,0,1,1
72616,0,1,1,NA,0,0,212.94,0,0
72631,52.68,1,0,280.36,0,0,149.67,0,0
72632,0,1,1,306.56,0,0,186.39,0,0
72635,55.18,4,0,NA,0,0,277.28,0,0
72645,0,1,1,NA,0,0,64.17,0,0
72650,0,2,2,NA,0,0,0,2,2
72651,50.62,4,0,NA,0,0,282.95,0,0
72653,0,4,4,289.26,0,0,237.11,0,0
72701,0,27,20,72.19,0,0,25.97,2,1
72703,0,35,20,55.54,1,0,0,3,1
72704,0,31,7,56.91,1,0,0,3,1
72712,0,6,4,95.72,0,0,0,2,2
72714,55.91,4,0,149.79,0,0,55.91,2,0
72718,42.27,10,0,46.73,1,0,46.73,3,0
72719,29.77,4,4,118.04,0,0,29.77,2,2
72722,0,3,1,155.93,0,0,99.99,0,0
72730,34.87,11,0,89,0,0,34.87,1,0
72734,36.09,3,0,133.41,0,0,127.38,0,0
72736,0,3,2,185.83,0,0,109.02,0,0
72739,53.13,2,0,153.19,0,0,63.03,0,0
72740,0,1,1,255.93,0,0,212.89,0,0
72744,0,1,1,174.3,0,0,120.17,0,0
72745,0,12,2,56.02,1,0,56.02,1,0
72749,54.22,1,0,203.46,0,0,149.33,0,0
72753,46.02,1,0,131.34,0,0,77.21,0,0
72756,0,8,2,94.06,0,0,53.21,2,0
72758,32.68,8,0,68.7,0,0,49.87,2,0
72761,0,2,2,171.47,0,0,111.88,0,0
72762,0,33,4,0,1,1,0,3,1
72764,0,26,4,36.48,1,0,36.48,2,0
72768,53.39,2,0,227.43,0,0,148.78,0,0
72769,56.15,1,0,186.68,0,0,140.82,0,0
72801,17.76,4,4,NA,0,0,0,1,1
72802,0,4,4,NA,0,0,17.83,1,1
72830,0,1,1,NA,0,0,0,1,1
72858,45.52,4,0,NA,0,0,45.54,1,0
72901,0,19,16,136.93,0,0,22.14,2,2
72903,0,19,15,136.25,0,0,0,2,2
72904,25.63,17,15,115.2,0,0,27.91,2,2
72908,0,18,8,165.35,0,0,40.7,2,0
72916,0,18,3,180.25,0,0,50.51,2,0
72923,24.37,18,10,157.14,0,0,24.37,2,2
72956,0,16,1,87.89,0,0,58.89,2,0
72958,0,2,2,NA,0,0,276.31,0,0
73003,0,19,16,53.23,1,0,20.55,2,1
73007,47.33,3,0,118.2,0,0,88.5,0,0
73008,16.54,81,1,46.1,3,0,31.06,4,0
73012,0,23,3,49.71,1,0,33.13,2,0
73013,0,33,13,34.7,1,0,0,2,1
73019,14.77,21,21,102.73,0,0,87.95,0,0
73020,0,6,1,97.39,0,0,97.39,0,0
73025,0,17,1,77.88,0,0,56.52,1,0
73026,48.15,9,0,144.63,0,0,130.24,0,0
73030,0,1,1,175.71,0,0,175.71,0,0
73034,0,17,4,76.03,0,0,44.73,1,0
73045,49.19,1,0,133.15,0,0,133.15,0,0
73049,40.19,4,0,86.2,0,0,86.2,0,0
73052,0,1,1,362.65,0,0,348.26,0,0
73054,58.89,2,0,149.27,0,0,120.86,0,0
73064,0,3,1,72.02,0,0,90.97,0,0
73066,17.01,6,4,74.58,0,0,74.58,0,0
73069,0,21,21,91.59,0,0,76.81,0,0
73071,0,21,21,102.02,0,0,87.63,0,0
73072,0,21,21,93.99,0,0,76.89,0,0
73084,0,16,4,71.88,0,0,71.88,0,0
73086,0,1,1,211.39,0,0,211.39,0,0
73097,38.69,19,0,38.69,2,0,57.64,1,0
73099,0,4,2,78.19,0,0,65.71,0,0
73102,0,90,54,9.26,6,3,9.26,6,3
73103,0,92,50,9.81,6,2,9.81,6,3
73104,0,90,50,0,6,2,0,6,3
73105,0,102,41,18.04,5,2,18.04,6,2
73106,0,92,69,0,6,3,0,6,4
73107,0,85,63,15.28,5,3,0,5,4
73108,14.22,88,22,0,5,3,23.97,5,2
73109,0,70,13,19.63,5,3,29.76,5,1
73110,0,37,3,47.87,1,0,47.87,1,0
73111,0,86,37,21.13,5,1,21.13,5,1
73112,0,87,44,27.61,5,1,0,5,3
73114,0,97,5,0,3,1,0,6,1
73115,0,48,3,38.89,5,0,39.49,3,0
73116,0,89,43,26.77,5,1,15.17,5,3
73117,15.17,87,35,15.17,6,2,15.17,5,2
73118,0,85,72,15.29,5,2,15.29,5,4
73119,0,91,9,0,5,2,30.93,6,0
73120,0,82,6,21.27,2,1,21.27,5,1
73121,18.1,78,10,37.4,3,0,37.4,5,0
73122,0,85,32,43.48,4,0,19.04,5,2
73127,24.88,76,10,38.99,4,0,25.33,4,1
73128,45.18,21,0,42.81,2,0,50.33,1,0
