"GEOID","bupTimeBike","bupCountBike60","bupCountBike30","metTimeBike","metCountBike60","metCountBike30","nalTimeBike","nalCountBike60","nalCountBike30"
7495,20.77,34,11,23.26,2,2,51.62,2,0
7501,0,206,74,4.09,3,1,0,24,12
7502,10.95,168,59,10.95,3,1,12.66,22,6
7503,0,201,80,13.53,3,2,0,26,13
7504,0,201,61,11.73,3,2,0,23,11
7505,0,200,74,0,3,1,3.42,24,12
7506,0,152,49,23.32,3,1,22.76,21,12
7508,17.48,153,50,17.48,3,1,18.11,21,5
7512,0,141,46,20.17,2,1,17.11,16,6
7513,4.96,200,80,12.04,3,2,4.96,24,11
7514,0,183,56,14.02,3,1,6.8,23,11
7522,7.69,189,57,7.69,3,1,9.33,24,12
7524,5.86,178,56,13.25,3,1,11.91,23,11
7601,0,271,36,35.77,4,0,0,29,2
7603,10.75,448,49,39.26,12,0,11.8,40,3
7604,0,190,30,22.67,4,1,16.56,25,2
7605,9.35,675,104,23.64,24,1,17.23,61,6
7606,12.44,222,33,39.85,3,0,14.57,24,2
7607,0,201,72,26.84,4,1,9.32,23,14
7608,8.74,185,27,30.02,4,0,17.79,25,2
7620,25.59,65,3,58.86,1,0,40.55,7,0
7621,13.25,166,25,32.36,2,0,19.5,19,1
7624,13.39,63,5,48.08,1,0,39.73,11,0
7626,10.86,95,14,41.66,2,0,25.81,9,1
7627,16.74,88,3,47.3,1,0,31.69,13,0
7628,17.77,114,21,30.27,1,0,28.19,16,1
7630,11.79,110,28,27.12,1,1,27.12,17,6
7631,0,401,32,36.93,11,0,0,31,1
7632,0,661,39,26.65,23,1,11.13,59,1
7640,12.47,79,3,50.47,2,0,43.02,14,0
7641,19.81,96,6,36.57,1,0,36.57,14,0
7642,13.82,105,4,36.41,1,0,36.41,22,0
7643,0,138,23,45.9,2,0,21.52,18,2
7644,9.86,199,39,19.33,3,1,20.28,25,2
7645,16.92,85,4,53.74,1,0,39.18,13,0
7646,13.47,117,66,21.6,1,1,21.6,16,9
7647,8.16,37,7,43.8,2,0,27.35,11,4
7648,0,74,8,49.75,3,0,35.1,17,0
7649,0,117,29,17.24,1,1,17.24,17,6
7650,0,612,41,27.87,27,1,19.82,63,2
7652,0,153,41,0,3,1,0,22,7
7656,20.61,75,5,45.89,1,0,38.96,13,0
7657,9.27,839,21,33.65,25,0,15.36,69,1
7660,0,315,39,42.61,8,0,20.4,36,2
7661,15.33,155,55,20.18,2,1,20.18,21,8
7662,8.36,200,68,25.07,3,1,13.81,23,14
7663,0,194,55,32.82,3,0,21.5,24,11
7666,0,272,53,42.58,5,0,15.92,33,3
7670,0,182,23,45.35,2,0,15.54,17,1
7675,0,67,4,38.46,1,0,38.46,12,0
7676,23.48,112,39,23.8,1,1,23.8,18,7
7677,27.63,91,2,42.66,1,0,37.99,20,0
7701,0,40,26,0,1,1,0,18,16
7702,0,60,26,19.12,2,1,0,24,14
7703,0,70,31,29.5,2,1,0,25,15
7704,0,40,14,15.66,1,1,0,17,10
7711,13.16,65,37,28.28,1,1,13.16,17,8
7712,0,63,37,24.18,1,1,0,16,8
7716,24.78,26,1,41.92,1,0,33.11,13,0
7717,23.77,50,42,24.86,1,1,24.86,9,8
7718,15.78,28,4,40.34,1,0,22.75,14,3
7719,0,44,6,33.26,1,0,22.75,8,0
7720,20.06,51,41,20.06,1,1,20.06,9,8
7721,14.64,35,15,43.54,1,0,14.64,15,6
7722,30.43,54,0,54.73,1,0,0,32,1
7723,14.56,66,18,34.74,1,0,19.94,18,3
7724,0,70,25,26.91,2,1,0,26,13
7726,0,28,11,101.85,0,0,0,16,1
7727,40.71,46,0,54.95,1,0,40.71,17,0
7728,0,27,14,97.28,0,0,0,16,9
7730,0,25,21,62.23,0,0,0,12,9
7731,0,25,3,72.08,0,0,0,8,2
7732,43.07,6,0,61.13,0,0,51.4,4,0
7733,0,34,10,44.18,1,0,20,19,1
7734,0,24,8,60.17,0,0,0,11,5
7735,0,37,17,58.79,1,0,0,15,9
7737,24.91,25,2,43.13,1,0,30.04,13,0
7738,0,40,9,20.8,1,1,0,21,7
7739,12.61,48,32,18.16,1,1,12.61,19,15
7740,0,69,8,44.22,2,0,0,23,4
7746,0,37,3,76.86,0,0,0,21,6
7747,0,37,12,41.56,1,0,0,21,6
7748,0,27,6,41.27,1,0,32.89,14,0
7750,20.14,33,7,48.64,1,0,20.14,15,1
7751,0,42,12,65.12,0,0,0,16,10
7753,0,65,36,0,1,1,0,17,8
7755,0,68,19,36.97,2,0,19.29,23,3
7756,19.49,51,36,21.56,1,1,19.49,9,8
7757,0,46,24,33.29,1,0,13.67,19,10
7758,14.21,33,4,51.22,1,0,14.21,16,3
7760,0,35,2,31.24,1,0,16.93,17,1
7762,8.93,45,8,42.33,1,0,42.33,8,0
7764,12.21,70,21,44.11,2,0,12.21,25,8
7801,0,11,3,35.01,1,0,0,5,4
7803,18.7,9,5,51.45,1,0,18.7,6,4
7820,36.61,2,0,167.55,0,0,76.93,0,0
7821,0,6,1,143.24,0,0,39.39,3,0
7822,35.49,10,0,183.86,0,0,35.49,2,0
7823,0,5,4,83.09,0,0,52.71,1,0
7825,0,2,1,161.75,0,0,84.11,0,0
7826,58.64,7,0,207.01,0,0,58.64,1,0
7827,53.38,5,0,284.2,0,0,53.38,3,0
7828,21.97,5,1,107.24,0,0,31.21,2,0
7830,46.57,1,0,108.36,0,0,46.57,1,0
7832,0,2,1,150.04,0,0,48.98,1,0
7833,27.61,2,1,145.89,0,0,55.49,1,0
7834,0,36,2,0,1,1,25.93,8,1
7836,20.76,6,2,94.44,0,0,23.62,3,1
7838,39.3,2,0,134.65,0,0,102.15,0,0
7840,0,1,1,143.19,0,0,68.53,0,0
7842,36.39,6,0,36.39,1,0,26.19,3,1
7843,28.79,5,1,106.18,0,0,28.18,3,1
7846,37.73,3,0,171.64,0,0,57.39,1,0
7847,18.01,8,4,58.33,1,0,16.33,6,3
7848,0,13,7,162.67,0,0,0,3,1
7849,38.73,8,0,83.79,0,0,38.73,5,0
7850,20.69,5,1,84.24,0,0,31.39,4,0
7852,20.84,7,3,74.65,0,0,0,5,1
7853,36.84,2,0,129.74,0,0,70.66,0,0
7856,29.11,5,1,74.75,0,0,29.37,5,1
7857,0,5,1,95.39,0,0,14.16,2,2
7860,0,9,1,183.64,0,0,0,2,1
7863,31.01,5,0,99.81,0,0,72.46,0,0
7865,36.85,3,0,112.02,0,0,50.49,1,0
7866,25.47,7,4,25.47,1,1,0,4,3
7869,0,26,3,48.49,1,0,0,8,3
7870,24.69,2,1,142.29,0,0,65.65,0,0
7871,0,11,3,122.14,0,0,0,2,1
7874,14.26,4,1,106.37,0,0,0,2,1
7876,0,7,2,76.35,0,0,21.9,5,1
7878,13.5,34,2,13.5,1,1,32.93,8,0
7880,27.27,1,1,148.38,0,0,94.02,0,0
7882,0,7,1,76.24,0,0,45.7,1,0
7885,20.84,7,2,49.95,1,0,20.84,5,2
7901,0,108,20,49.67,2,0,0,12,2
7920,0,17,3,72.72,0,0,66.85,0,0
7921,32.78,20,0,51.19,1,0,51.19,1,0
7922,27.83,48,1,39.74,1,0,33.45,7,0
7924,0,22,1,86.64,0,0,54.56,3,0
7926,33.65,27,0,74.55,0,0,33.65,6,0
7927,0,50,27,49.64,1,0,20.95,8,4
7928,0,86,13,63.09,0,0,20.82,13,4
7930,0,5,1,98.19,0,0,55.98,2,0
7931,0,6,1,81.72,0,0,81.72,0,0
7932,0,81,4,70.06,0,0,0,10,3
7933,13.16,37,1,38.43,1,0,43.3,4,0
7934,14.3,4,1,86.39,0,0,77.05,0,0
7935,18.5,41,4,76.97,0,0,30,8,3
7936,27.56,72,20,72.1,0,0,28.57,10,3
7939,0,9,6,65.98,0,0,66.69,0,0
7940,0,65,4,72.99,0,0,16.06,9,3
7945,34.93,20,0,83.22,0,0,42.32,4,0
7946,12.75,12,4,52.45,1,0,62.81,0,0
7950,0,35,20,42.24,1,0,25.77,10,3
7960,0,35,20,51.1,1,0,0,8,3
7961,14.8,57,19,70.82,0,0,24.89,8,6
7970,27.68,27,1,65.05,0,0,27.68,6,1
7974,18.64,80,10,44.88,1,0,19.36,10,1
7976,33.78,38,0,72.37,0,0,34.84,7,0
7977,8.69,6,1,78.86,0,0,78.86,0,0
7979,45.4,2,0,86.52,0,0,85.69,0,0
7980,0,29,3,44.41,1,0,55.42,3,0
7981,15.04,55,9,55.79,1,0,21.7,8,1
8001,43.82,6,0,82.96,0,0,47.2,1,0
8002,0,169,45,16.81,2,1,0,22,5
8003,0,231,70,50.03,2,0,0,38,16
8004,0,70,13,77.66,0,0,28.98,17,3
8005,0,7,7,155.46,0,0,28.98,2,2
8007,0,202,28,40.59,3,0,15.05,36,4
8009,0,112,13,53.62,1,0,0,27,3
8010,20.98,19,2,56.45,1,0,56.45,2,0
8011,0,20,2,37.66,1,0,37.66,2,0
8012,0,111,27,0,1,1,0,34,9
8015,0,3,1,86.2,0,0,0,0,0
8016,0,19,2,44.64,1,0,44.64,2,0
8020,32.27,24,0,72.61,0,0,32.27,5,0
8021,0,149,51,28.43,1,1,0,34,13
8022,0,19,1,55.3,1,0,55.3,2,0
8026,0,154,45,46.25,1,0,9.19,32,16
8027,42.14,14,0,89.95,0,0,50.41,3,0
8028,16.2,42,11,50.02,1,0,27.46,14,4
8029,14.25,219,53,26.17,3,1,26.17,40,11
8030,0,351,68,31.91,11,0,0,43,6
8031,15.03,203,12,42.95,4,0,15.41,35,5
8033,0,234,56,33.99,3,0,0,36,12
8034,0,209,47,31.63,2,0,0,32,11
8035,8.69,200,14,39.89,3,0,8.69,34,5
8036,0,29,16,27.73,1,1,27.73,4,2
8037,0,8,8,128.38,0,0,27.73,4,4
8038,39.71,5,0,107.86,0,0,39.71,1,0
8039,30.09,3,0,99.44,0,0,32.8,1,0
8041,21.91,17,1,42.21,1,0,42.21,2,0
8042,27.34,16,1,47.87,1,0,47.87,2,0
8043,0,134,44,53.47,1,0,0,31,16
8045,9.31,222,40,46.18,3,0,18.27,35,11
8046,0,16,2,44.51,1,0,44.51,2,0
8048,21.27,30,16,21.27,1,1,21.27,5,2
8049,0,237,28,39.92,3,0,15.43,39,7
8050,0,7,7,179.55,0,0,15.43,2,2
8051,18.38,41,2,52.43,1,0,18.38,9,1
8052,19.7,179,48,20.98,2,1,0,21,5
8053,0,119,31,69.71,0,0,0,28,2
8054,0,109,11,56.8,1,0,0,18,2
8055,0,43,5,68.55,0,0,0,5,2
8056,35.37,16,0,82.38,0,0,35.37,3,0
8057,0,113,13,41.51,1,0,0,16,3
8059,11.56,313,74,37.03,11,0,11.56,43,7
8060,0,28,16,0,1,1,0,3,2
8061,28.56,24,2,62.52,0,0,28.56,5,1
8062,0,6,2,75.47,0,0,0,2,1
8063,17.55,21,11,62.19,0,0,25.94,6,1
8064,19.01,3,2,63.61,0,0,63.61,0,0
8065,0,286,12,28.32,12,2,28.32,33,3
8066,24.37,15,1,72.18,0,0,33.23,3,0
8067,59.93,1,0,152.04,0,0,89.76,0,0
8068,0,15,2,51.1,1,0,51.1,2,0
8070,0,2,2,165.41,0,0,0,1,1
8071,0,41,9,39.32,1,0,17.8,11,2
8072,42.33,5,0,100.73,0,0,42.33,1,0
8073,17.1,21,2,31.54,1,0,31.54,2,0
8074,25.5,15,3,60.86,0,0,27.09,6,1
8075,0,25,7,61.45,0,0,29.79,3,1
8077,0,175,9,34.64,6,0,21.51,23,1
8078,10.87,202,36,31.16,3,0,22.89,35,7
8079,0,5,5,121.91,0,0,0,1,1
8080,0,72,26,26.23,1,1,0,17,6
8081,0,80,5,38.02,1,0,0,21,2
8083,0,245,29,37.09,2,0,8.83,41,7
8084,0,173,38,31.75,1,0,0,37,9
8085,49.11,3,0,111.39,0,0,49.11,1,0
8086,0,39,13,57.36,1,0,21.11,10,2
8087,0,3,3,186.21,0,0,0,0,0
8088,0,6,1,86.91,0,0,21.11,2,0
8089,30.63,22,0,87.41,0,0,21.11,6,0
8090,9.62,47,11,44.86,1,0,9.62,11,2
8091,17.55,112,26,55.94,1,0,17.55,27,8
8093,0,130,14,50.41,2,0,18.24,17,4
8094,0,20,4,70.97,0,0,0,8,1
8095,33.35,13,0,100.62,0,0,33.35,5,0
8096,0,69,13,37.24,1,0,0,17,2
8097,0,51,13,47.14,1,0,0,13,2
8098,0,3,1,110.79,0,0,57.36,1,0
8102,0,556,221,0,21,10,0,62,18
8103,0,537,162,9.37,19,5,0,65,11
8104,0,518,71,19.58,14,1,11.36,59,7
8105,0,490,83,13.29,14,2,13.29,51,4
8106,0,311,14,32.33,6,0,0,44,5
8107,10.45,350,82,28.74,12,2,18.49,41,9
8108,0,364,118,19.25,12,2,15.78,46,11
8109,0,334,96,0,12,2,0,42,6
8110,9.7,447,98,9.7,18,2,9.7,55,6
8201,9.7,34,10,20.43,1,1,9.7,9,5
8202,9.7,13,0,51.44,1,0,51.44,3,0
8203,9.7,3,3,28.36,0,0,0,0,0
8204,0,2,2,69.46,0,0,25.97,3,1
8205,0,13,10,46.53,1,0,25.97,8,2
8210,0,13,13,0,1,1,0,5,3
8212,31.05,2,0,96.31,0,0,56.34,3,0
8215,31.05,10,0,66.91,0,0,56.34,5,3
8217,31.05,8,0,94.19,0,0,56.34,7,0
8221,31.05,28,19,30.53,1,0,56.34,8,2
8223,31.05,8,0,84.1,0,0,56.34,1,0
8224,31.05,3,0,148.71,0,0,0,0,0
8225,31.05,28,24,18.4,1,1,56.34,8,7
8226,31.05,20,1,71.08,0,0,56.34,2,0
