"COUNTYFP","cntT","cntTimeDrive","avTimeDrive","pctTimeDrive"
"01001",12,12,6.355,1
"01003",32,30,7.3690625,0.94
"01005",9,8,7.50555555555556,0.89
"01007",4,4,6.745,1
"01009",9,9,4.09666666666667,1
"01011",3,3,15.9933333333333,1
"01013",9,8,10.1466666666667,0.89
"01015",31,31,5.68290322580645,1
"01017",9,9,6.26,1
"01019",6,6,8.27333333333333,1
"01021",9,9,7.69555555555556,1
"01023",4,4,13.8275,1
"01025",9,6,18.2066666666667,0.67
"01027",4,3,14.345,0.75
"01029",4,4,16.9375,1
"01031",14,14,9.71214285714286,1
"01033",14,14,3.66785714285714,1
"01035",5,4,17.002,0.8
"01037",3,2,17.5433333333333,0.67
"01039",14,13,9.77714285714286,0.93
"01041",6,3,24.5883333333333,0.5
"01043",18,17,7.42,0.94
"01045",14,14,8.30357142857143,1
"01047",15,14,10.7453333333333,0.93
"01049",14,14,3.27857142857143,1
"01051",15,14,7.19133333333333,0.93
"01053",9,9,6.55555555555556,1
"01055",30,30,5.356,1
"01057",5,5,9.968,1
"01059",9,9,10.49,1
"01061",6,6,6.74166666666667,1
"01063",3,3,18.9833333333333,1
"01065",6,6,11.9283333333333,1
"01067",6,6,11.28,1
"01069",22,22,3.42818181818182,1
"01071",11,11,4.49363636363636,1
"01073",163,163,3.46889570552147,1
"01075",3,3,0,1
"01077",22,21,4.45545454545455,0.95
"01079",9,9,8.24777777777778,1
"01081",27,27,5.90481481481481,1
"01083",16,16,5.081875,1
"01085",4,3,23.6275,0.75
"01087",12,12,12.1958333333333,1
"01089",73,73,2.8958904109589,1
"01091",6,5,15.74,0.83
"01093",8,8,9.99875,1
"01095",18,18,5.275,1
"01097",115,115,4.27130434782609,1
"01099",7,4,19.5628571428571,0.57
"01101",65,63,5.24153846153846,0.97
"01103",27,27,4.62703703703704,1
"01105",3,2,13.9966666666667,0.67
"01107",5,5,3.694,1
"01109",8,8,11.3725,1
"01111",6,4,13.7933333333333,0.67
"01113",13,13,7.27692307692308,1
"01115",13,13,3.40307692307692,1
"01117",48,48,4.33729166666667,1
"01119",4,3,15.965,0.75
"01121",22,22,8.1,1
"01123",10,10,10.757,1
"01125",47,47,4.17574468085106,1
"01127",18,18,7.38611111111111,1
"01129",5,5,13.312,1
"01131",4,3,20.7875,0.75
"01133",7,6,6.67571428571429,0.86
"02013",1,NA,NA,NA
"02016",2,NA,NA,NA
"02020",55,54,3.82254545454545,0.98
"02050",3,NA,NA,NA
"02060",1,NA,NA,NA
"02068",1,0,129.12,0
"02070",2,NA,NA,NA
"02090",19,18,7.96052631578947,0.95
"02100",1,0,536.84,0
"02105",2,0,425.035,0
"02110",6,6,3.39,1
"02122",13,9,26.6892307692308,0.69
"02130",4,4,0,1
"02150",5,4,42.87,0.8
"02158",1,NA,NA,NA
"02164",1,1,0,1
"02170",24,19,19.8720833333333,0.79
"02180",2,2,14.46,1
"02185",3,NA,NA,NA
"02188",2,1,1045.095,0.5
"02195",1,1,0,1
"02198",4,3,10.3375,0.75
"02220",2,2,0,1
"02230",1,0,583.74,0
"02240",2,0,173.86,0
"02261",3,2,114.78,0.67
"02275",1,1,0,1
"02282",1,0,1667.25,0
"02290",4,NA,NA,NA
"04001",16,3,77.105,0.19
"04003",32,28,12.17375,0.88
"04005",28,19,28.2221428571429,0.68
"04007",16,10,25.064375,0.62
"04009",9,7,16.9055555555556,0.78
"04011",3,2,18.99,0.67
"04012",9,6,22.4688888888889,0.67
"04013",916,911,2.65255458515284,0.99
"04015",43,38,10.2604651162791,0.88
"04017",31,NA,NA,NA
"04019",248,NA,NA,NA
"04021",75,70,11.0816,0.93
"04023",10,10,4.523,1
"04025",42,39,8.85309523809524,0.93
"04027",55,50,13.332,0.91
"05001",8,8,8.68375,1
"05003",7,5,9.77428571428571,0.71
"05005",9,9,10.0311111111111,1
"05007",49,48,7.10040816326531,0.98
"05009",7,7,8.47285714285714,1
"05011",5,5,6.194,1
"05013",2,2,13.885,1
"05015",5,5,4.022,1
"05017",4,4,0.6875,1
"05019",5,4,9.812,0.8
"05021",6,5,7.47166666666667,0.83
"05023",7,5,17.9214285714286,0.71
"05025",2,1,23.07,0.5
"05027",5,5,3.678,1
"05029",6,6,13.7933333333333,1
"05031",17,17,3.18588235294118,1
"05033",11,11,5.80272727272727,1
"05035",20,20,5.275,1
"05037",6,5,11.4066666666667,0.83
"05039",3,1,26.2866666666667,0.33
"05041",5,4,7.342,0.8
"05043",5,5,9.552,1
"05045",25,24,7.4804,0.96
"05047",3,2,13.6066666666667,0.67
"05049",2,2,0,1
"05051",20,20,4.655,1
"05053",4,4,9.39,1
"05055",9,9,4.70555555555556,1
"05057",5,4,8.544,0.8
"05059",7,6,12.3428571428571,0.86
"05061",3,3,3.26,1
"05063",8,8,5.06625,1
"05065",4,4,6.1225,1
"05067",5,4,13.634,0.8
"05069",24,24,5.87583333333333,1
"05071",6,6,11.695,1
"05073",2,1,19.435,0.5
"05075",6,5,11.1866666666667,0.83
"05077",4,4,16.36,1
"05079",4,4,8.7775,1
"05081",4,3,14.8675,0.75
"05083",6,5,8.64833333333333,0.83
"05085",16,16,8.16625,1
"05087",4,3,22.1075,0.75
"05089",4,4,5.395,1
"05091",12,11,8.46416666666667,0.92
"05093",12,12,4.49166666666667,1
"05095",3,3,7.61666666666667,1
"05097",3,2,19.87,0.67
"05099",3,2,18.1733333333333,0.67
"05101",2,1,21.905,0.5
"05103",6,6,8.82833333333333,1
"05105",3,2,20.63,0.67
"05107",6,5,9.45833333333333,0.83
"05109",3,3,0,1
"05111",7,7,3.31,1
"05113",6,6,14.005,1
"05115",11,11,5.00090909090909,1
"05117",3,3,6.74666666666667,1
"05119",95,95,2.82263157894737,1
"05121",4,4,6.5625,1
"05123",6,5,12.5583333333333,0.83
"05125",21,20,6.32666666666667,0.95
"05127",3,3,5.24333333333333,1
"05129",3,2,17.7733333333333,0.67
"05131",26,26,2.31692307692308,1
"05133",4,3,11.115,0.75
"05135",4,4,6.2775,1
"05137",3,2,18.46,0.67
"05139",10,10,4.735,1
"05141",5,4,17.348,0.8
"05143",32,32,1.989375,1
"05145",13,13,7.52076923076923,1
"05147",2,2,0,1
"05149",6,6,7.285,1
"06001",361,361,2.19542936288089,1
"06003",1,0,43.65,0
"06005",9,8,12.9311111111111,0.89
"06007",51,50,5.28039215686274,0.98
"06009",10,8,12.744,0.8
"06011",5,4,11.198,0.8
"06013",208,208,3.06802884615385,1
"06015",8,6,11.53125,0.75
"06017",43,42,8.72441860465116,0.98
"06019",199,196,3.77326633165829,0.98
"06021",6,5,11.4783333333333,0.83
"06023",31,31,6.52709677419355,1
"06025",31,28,9.66161290322581,0.9
"06027",6,5,8.22666666666667,0.83
"06029",151,150,3.22894039735099,0.99
"06031",27,25,7.14518518518519,0.93
"06033",15,15,8.84666666666667,1
"06035",9,6,27.9055555555556,0.67
"06037",2347,NA,NA,NA
"06039",23,21,9.33608695652174,0.91
"06041",56,54,4.18803571428571,0.96
"06043",6,2,35.72,0.33
"06045",21,19,13.0904761904762,0.9
"06047",49,49,4.29122448979592,1
"06049",4,2,42.68,0.5
"06051",3,2,14.5333333333333,0.67
"06053",94,92,4.77106382978723,0.98
"06055",40,39,5.192,0.98
"06057",20,19,9.5805,0.95
"06059",583,583,1.49641509433962,1
"06061",85,83,4.33694117647059,0.98
"06063",7,7,11.0942857142857,1
"06065",453,450,3.33077262693157,0.99
"06067",317,317,2.77671924290221,1
"06069",11,11,5.88818181818182,1
"06071",369,363,4.1979945799458,0.98
"06073",628,626,3.1112898089172,1
"06075",197,196,1.54939086294416,0.99
"06077",139,139,3.05856115107914,1
"06079",54,54,4.56666666666667,1
"06081",158,157,2.72101265822785,0.99
"06083",90,89,3.86988888888889,0.99
"06085",372,372,2.36916666666667,1
"06087",53,53,3.99169811320755,1
"06089",48,45,8.99645833333333,0.94
"06091",1,1,0,1
"06093",14,6,31.1435714285714,0.43
"06095",96,96,3.2234375,1
"06097",100,97,4.672,0.97
"06099",94,94,3.04808510638298,1
"06101",21,20,6.00571428571429,0.95
"06103",11,9,13.4227272727273,0.82
"06105",5,2,54.706,0.4
"06107",78,77,4.39192307692308,0.99
"06109",11,10,11.83,0.91
"06111",174,172,3.16402298850575,0.99
"06113",41,41,3.28585365853659,1
"06115",14,13,5.99785714285714,0.93
"08001",97,97,3.49556701030928,1
"08003",4,4,10.235,1
"08005",147,147,2.71891156462585,1
"08007",4,3,22.51,0.75
"08009",2,2,12.5,1
"08011",1,1,0,1
"08013",68,67,3.85647058823529,0.99
"08014",18,18,3.07888888888889,1
"08015",5,5,5.668,1
"08017",1,1,0,1
"08019",3,3,7.53666666666667,1
"08021",2,1,15.4,0.5
"08023",2,0,72.245,0
"08025",1,1,0,1
"08027",1,0,50.48,0
"08029",7,7,5.45142857142857,1
"08031",144,144,1.95784722222222,1
"08033",1,0,79.69,0
"08035",61,60,5.93311475409836,0.98
"08037",14,13,11.6628571428571,0.93
"08039",7,4,27.0985714285714,0.57
"08041",130,129,4.373,0.99
"08043",14,13,8.97071428571429,0.93
"08045",11,11,9.37454545454545,1
"08047",1,1,0,1
"08049",3,3,8.81,1
"08051",4,2,54.4125,0.5
"08053",1,0,98.01,0
"08055",2,1,18.855,0.5
"08057",1,0,81.64,0
"08059",138,137,4.20202898550725,0.99
"08061",1,1,0,1
"08063",3,2,27.6366666666667,0.67
"08065",2,2,3.155,1
"08067",10,10,9.849,1
"08069",73,70,6.22095890410959,0.96
"08071",6,5,12.5433333333333,0.83
"08073",2,1,24.36,0.5
"08075",6,5,10.8483333333333,0.83
"08077",29,28,5.3,0.97
"08079",1,0,63.16,0
"08081",4,3,15.24,0.75
"08083",7,7,13.2542857142857,1
"08085",10,10,6.686,1
"08087",8,8,6.6275,1
"08089",7,7,6.58285714285714,1
"08091",1,1,0,1
"08093",5,1,52.594,0.2
"08095",2,2,12.77,1
"08097",4,3,15.41,0.75
"08099",5,5,8.51,1
"08101",55,54,6.54945454545455,0.98
"08103",2,2,0,1
"08105",3,3,2.67666666666667,1
"08107",8,6,18.53625,0.75
"08109",2,2,10.25,1
"08111",1,0,52.11,0
"08113",4,4,5.53,1
"08115",1,1,0,1
"08117",5,5,2.788,1
"08119",6,4,25.065,0.67
"08121",2,0,59.435,0
"08123",77,76,5.79883116883117,0.99
"08125",2,2,0,1
"09001",211,211,2.55848341232227,1
"09003",224,224,2.8246875,1
"09005",51,51,5.41764705882353,1
"09007",37,37,3.90864864864865,1
"09009",190,190,2.20242105263158,1
"09011",66,66,4.43030303030303,1
"09013",29,29,5.34172413793103,1
"09015",25,25,6.1528,1
"10001",33,33,5.38151515151515,1
"10003",131,131,1.85465648854962,1
"10005",54,54,4.005,1
"11001",179,179,1.30217877094972,1
"12001",56,56,4.42910714285714,1
"12003",4,3,11.38,0.75
"12005",44,44,3.71772727272727,1
"12007",4,4,8.45,1
"12009",114,114,3.4459649122807,1
"12011",362,361,1.68337016574586,1
"12013",3,3,18.1366666666667,1
"12015",39,38,5.38128205128205,0.97
"12017",28,28,7.05928571428571,1
"12019",30,30,4.07133333333333,1
"12021",74,74,2.46459459459459,1
"12023",12,12,9.90166666666667,1
"12027",9,9,7.82222222222222,1
"12029",4,3,16.8675,0.75
"12031",174,174,2.05304597701149,1
"12033",72,72,3.49041666666667,1
"12035",21,21,5.91952380952381,1
"12037",6,3,22.335,0.5
"12039",9,9,6.37333333333333,1
"12041",5,5,11.824,1
"12043",4,2,27.8025,0.5
"12045",4,3,8.8275,0.75
"12047",3,3,17.4166666666667,1
"12049",6,6,8.58,1
"12051",7,6,10.1271428571429,0.86
"12053",45,45,5.59488888888889,1
"12055",27,26,8.39111111111111,0.96
"12057",321,321,2.82080996884735,1
"12059",4,3,18.075,0.75
"12061",31,31,2.84193548387097,1
"12063",11,11,8.50272727272727,1
"12065",4,3,17.725,0.75
"12067",2,2,13.22,1
"12069",56,54,5.28625,0.96
"12071",167,166,4.12976047904192,0.99
"12073",68,68,4.20544117647059,1
"12075",10,8,19.899,0.8
"12077",2,2,13.1,1
"12079",5,5,11.268,1
"12081",79,78,3.38810126582278,0.99
"12083",63,59,9.28904761904762,0.94
"12085",36,36,4.37833333333333,1
"12086",519,518,1.39236994219653,1
"12087",31,30,6.68,0.97
"12089",13,13,5.43615384615385,1
"12091",43,43,4.3353488372093,1
"12093",12,11,11.925,0.92
"12095",207,207,1.99864734299517,1
"12097",41,41,2.62634146341463,1
"12099",338,337,2.62869822485207,1
"12101",134,134,3.84231343283582,1
"12103",246,246,1.72735772357724,1
"12105",154,154,5.59,1
"12107",17,17,11.9523529411765,1
"12109",41,41,5.76951219512195,1
"12111",45,45,3.76377777777778,1
"12113",26,25,5.70192307692308,0.96
"12115",95,95,1.99715789473684,1
"12117",86,86,1.97220930232558,1
"12119",19,18,7.91368421052632,0.95
"12121",7,7,8.99428571428571,1
"12123",5,4,14.112,0.8
"12125",3,3,10.54,1
"12127",114,114,3.05350877192982,1
"12129",5,5,13.85,1
"12131",12,11,12.1333333333333,0.92
"12133",7,6,13.64,0.86
"13001",5,5,13.088,1
"13003",3,3,5.74666666666667,1
"13005",3,3,6.02333333333333,1
"13007",2,1,25.53,0.5
"13009",9,9,3.92222222222222,1
"13011",4,4,6.505,1
"13013",18,18,4.55111111111111,1
"13015",15,15,11.1333333333333,1
"13017",5,5,8.236,1
"13019",6,6,15.2233333333333,1
"13021",44,44,2.99068181818182,1
"13023",3,3,3.37666666666667,1
"13025",3,3,6.12,1
"13027",5,4,13.4,0.8
"13029",7,6,9.35285714285714,0.86
"13031",12,11,6.22833333333333,0.92
"13033",6,5,18.345,0.83
"13035",3,3,8.23333333333333,1
"13037",2,2,9.315,1
"13039",11,10,11.3263636363636,0.91
"13043",3,3,14.3966666666667,1
"13045",17,17,7.24294117647059,1
"13047",11,11,6.46090909090909,1
"13049",2,1,21.195,0.5
"13051",72,72,3.40833333333333,1
"13053",5,5,19.722,1
"13055",6,6,7.80166666666667,1
"13057",26,26,2.30961538461538,1
"13059",30,30,2.71833333333333,1
"13061",1,1,0,1
"13063",50,50,4.0422,1
"13065",2,2,13.83,1
"13067",120,120,2.24883333333333,1
"13069",9,9,4.57,1
"13071",10,10,6.734,1
"13073",20,20,5.6345,1
"13075",4,4,4.08,1
"13077",20,20,7.4395,1
"13079",3,3,12.8733333333333,1
"13081",6,6,7.335,1
"13083",4,4,11.1425,1
"13085",3,3,5.36,1
"13087",7,7,11.7628571428571,1
"13089",145,145,3.03675862068966,1
"13091",6,6,11.42,1
"13093",3,3,6.89,1
"13095",27,27,4.18185185185185,1
"13097",20,20,2.124,1
"13099",5,5,7.37,1
"13101",2,1,24.755,0.5
"13103",10,10,8.151,1
"13105",5,5,8.36,1
"13107",6,6,10.2383333333333,1
"13109",3,3,6.27,1
"13111",5,5,10.83,1
"13113",20,20,3.884,1
"13115",20,19,5.174,0.95
"13117",45,45,5.19355555555556,1
"13119",5,5,6.332,1
"13121",204,204,2.2656862745098,1
"13123",5,5,12.916,1
"13125",1,1,25.69,1
"13127",16,16,3.42875,1
"13129",9,9,5.63444444444444,1
"13131",6,6,13.615,1
"13133",7,7,6.65,1
"13135",113,113,2.2170796460177,1
"13137",8,8,5.51125,1
"13139",36,36,5.71027777777778,1
"13141",2,2,12.875,1
"13143",5,5,7.302,1
"13145",5,5,11.258,1
"13147",5,5,5.828,1
"13149",3,2,20.89,0.67
"13151",25,25,5.1392,1
"13153",23,23,4.23608695652174,1
"13155",2,2,8.59,1
"13157",11,11,5.80363636363636,1
"13159",3,3,14.4466666666667,1
"13161",3,3,8.6,1
"13163",4,4,4.4925,1
"13165",2,2,7.955,1
"13167",3,3,15.4166666666667,1
"13169",6,6,9.70666666666667,1
"13171",3,3,6.58333333333333,1
"13173",2,1,15.37,0.5
"13175",13,12,9.00076923076923,0.92
"13177",5,5,10.342,1
"13179",15,14,12.4453333333333,0.93
"13181",2,2,12.765,1
"13183",3,2,17.8733333333333,0.67
"13185",25,25,5.2016,1
"13187",4,4,11.6125,1
"13189",5,5,7.386,1
"13191",5,4,15.098,0.8
"13193",4,3,14.0525,0.75
"13195",6,6,4.60166666666667,1
"13197",2,2,11.565,1
"13199",4,4,12.2375,1
"13201",3,3,12.6033333333333,1
"13205",5,5,4.732,1
"13207",5,5,11.052,1
"13209",3,3,12.1466666666667,1
"13211",5,5,12.552,1
"13213",8,8,8.64875,1
"13215",53,53,2.06245283018868,1
"13217",13,13,8.24153846153846,1
"13219",6,6,4.31166666666667,1
"13221",4,4,15.7625,1
