"COUNTYFP","cntT","cntBupT","cntMetT","cntNalT","avBupTime","avMetTime","avNalTime","pctBupT","pctMetT","pctNalT"
"08059",138,133,126,137,6.28666666666667,16.7802898550725,7.08724637681159,0.96,0.91,0.99
"08061",1,0,0,0,65.64,65.97,45.82,0,0,0
"08063",3,0,0,2,66.8233333333333,164.17,27.6366666666667,0,0,0.67
"08065",2,2,NA,2,3.155,NA,3.155,1,NA,1
"08067",10,8,8,0,11.874,17.968,59.737,0.8,0.8,0
"08069",73,69,13,69,6.28890410958904,43.1645205479452,9.18630136986301,0.95,0.18,0.95
"08071",6,4,NA,4,16.9966666666667,NA,18.2583333333333,0.67,NA,0.67
"08073",2,1,0,1,24.36,112.685,24.36,0.5,0,0.5
"08075",6,5,NA,5,9.41833333333333,NA,12.415,0.83,NA,0.83
"08077",29,27,27,27,8.47827586206897,15.0162068965517,10.5089655172414,0.93,0.93,0.93
"08079",1,0,0,0,83.56,105.38,82.55,0,0,0
"08081",4,3,NA,3,13.8,NA,16.395,0.75,NA,0.75
"08083",7,5,0,7,20.9,62.9557142857143,15.1271428571429,0.71,0,1
"08085",10,9,0,9,15.1,95.348,22.275,0.9,0,0.9
"08087",8,8,NA,8,10.91,NA,10.91,1,NA,1
"08089",7,5,0,7,16.2371428571429,73.5028571428571,7.12714285714286,0.71,0,1
"08091",1,0,0,0,44.08,116.14,44.08,0,0,0
"08093",5,0,0,1,59.638,100.394,58.818,0,0,0.2
"08095",2,0,NA,2,61.44,NA,12.775,0,NA,1
"08097",4,3,NA,0,13.245,NA,40.3675,0.75,NA,0
"08099",5,3,3,4,22.59,22.59,9.972,0.6,0.6,0.8
"08101",55,54,51,52,6.69490909090909,12.6556363636364,7.77854545454545,0.98,0.93,0.95
"08103",2,1,0,1,31.385,141.73,37.865,0.5,0,0.5
"08105",3,3,1,3,23.1133333333333,35.77,12.4833333333333,1,0.33,1
"08107",8,6,NA,5,16.29,NA,25.50875,0.75,NA,0.62
"08109",2,1,0,2,23.545,56.945,0,0.5,0,1
"08111",1,0,0,0,62.74,64.14,88.94,0,0,0
"08113",4,4,0,0,5.67,176.7525,114.64,1,0,0
"08115",1,0,NA,1,47.32,NA,0,0,NA,1
"08117",5,5,0,5,5.762,96.844,16.282,1,0,1
"08119",6,4,0,4,20.4033333333333,66.815,26.345,0.67,0,0.67
"08121",2,0,NA,1,65.495,NA,35.73,0,NA,0.5
"08123",77,76,26,76,8.38220779220779,40.3290909090909,8.52506493506493,0.99,0.34,0.99
"08125",2,1,NA,2,24.22,NA,0,0.5,NA,1
"09001",211,211,210,211,3.89663507109005,8.99919431279621,6.41398104265403,1,1,1
"09003",224,224,223,223,3.48151785714286,8.79209821428571,6.75084821428571,1,1,1
"09005",51,51,42,51,10.0056862745098,17.8772549019608,10.6445098039216,1,0.82,1
"09007",37,37,31,35,6.44945945945946,20.2183783783784,10.3881081081081,1,0.84,0.95
"09009",190,190,189,190,3.04126315789474,10.4846315789474,5.51005263157895,1,0.99,1
"09011",66,66,65,66,4.95136363636364,12.7830303030303,7.79545454545455,1,0.98,1
"09013",29,29,29,29,6.00551724137931,15.938275862069,12.418275862069,1,1,1
"09015",25,25,25,25,6.92,14.1788,8.4344,1,1,1
"10001",33,33,33,33,7.52818181818182,11.0784848484848,9.87363636363636,1,1,1
"10003",131,131,131,131,3.01923664122137,9.00198473282443,5.95664122137405,1,1,1
