ZCTA,minDisHosp
26175,3.24
20020,1.51
06483,4.19
84710,31.05
23898,13.01
05657,4.89
33957,13.74
37012,15.29
38007,10.07
37742,14.2
18042,3.49
02807,24.02
12472,8.89
36584,13.1
32533,10.72
06469,14.47
08759,9.71
32086,8.52
32459,8.5
60942,0.64
60091,2.11
06704,3.04
01346,17.85
51545,18.11
67756,3.1
50025,4.07
61875,10.3
65631,15.24
65263,13.46
75765,17.76
68874,25.96
59853,37.94
03064,2.31
38954,8.54
62610,20.7
53934,0.74
79853,29.61
77504,1.12
63769,20.3
39423,14.27
25920,11.87
01026,19.6
31808,8.94
11430,4.13
13863,24.45
13363,10.56
78141,18.16
62886,11.39
46366,12.08
76070,6.62
52646,21.04
61364,1.46
88113,23.27
75019,4.79
05732,17.79
05257,8.64
05855,2.8
54435,24.08
75152,10.96
24437,9.29
13439,15.97
87107,3.63
12858,17.1
15684,14.71
10069,0.6
62006,21.54
28394,15.37
75080,1.03
77373,4.58
76002,4.09
77045,1.9
75206,2.82
78218,2.69
76179,7.15
12781,12.08
10520,4.27
75407,10.31
59013,21.98
12070,3.88
27927,26.61
32445,15.06
79782,4.16
79520,1.74
76114,4.83
77982,18.17
75038,3.61
77856,33.71
79403,6.54
05471,28.88
05672,11.41
79261,40.43
76360,4.98
76548,3.11
58318,3.45
79561,14.72
22315,4.49
37688,9.86
24894,15.77
37919,4.04
76126,6.56
41064,18.77
22601,0.76
22920,15.95
77807,9.08
79105,18.61
13810,15.02
14548,7.29
41539,13.85
79255,32.21
05766,12.52
79518,37.2
98381,34.41
15617,7.7
15537,5.15
38485,1.55
24139,28.51
76504,2.44
77066,3.49
37240,0.28
14549,9.39
81624,24.44
20155,1.94
23856,13.39
75044,2.91
98610,41.13
05654,9.82
05464,18.01
24472,20.93
40844,9.16
70723,9.32
71118,1.2
70065,0.44
70126,3.29
39039,12.81
63385,2.74
13052,23.74
10928,4.69
70447,5.22
99208,8.04
37820,3.75
24641,2.16
98014,14.24
07604,2.36
05753,0.49
05403,3.51
05647,19.63
75640,13.59
75656,25.58
65081,26.78
64128,0.58
71079,14.48
98499,1.31
98337,1.54
37402,0.81
49743,36.41
24811,13.57
23504,2.53
54653,13.79
23071,12.42
38116,0.71
22520,19.71
04347,3.13
04097,18.12
04092,4.07
54499,29.44
49013,13.35
56186,17.14
05641,6.81
22719,17.2
25022,12.68
98665,4.15
37205,2.49
38241,21.12
99150,18.03
98933,20.09
25053,4.64
25501,14.26
98619,28.6
25134,11.2
98005,1.41
23486,4.94
53590,7.74
54760,9.67
79901,1.42
38459,13.75
38049,15.23
55979,25.14
71474,20.75
71264,11.04
98188,4.13
25915,15.86
54872,19.85
54720,1.65
55304,10.13
55738,22.49
56521,18.94
05445,16.59
05822,20.44
05495,8.56
05465,16.93
63628,2.89
13682,11.94
37335,12.65
37075,1.69
52561,14.64
04290,10.53
53711,4.23
53139,5.92
54527,24.65
53066,1.27
99604,317.76
93004,5.28
72057,17.31
96161,1.52
52627,4.59
25035,13.76
26369,6.12
35083,14.29
63468,32.08
63043,2.72
64470,19.2
63033,3.05
19114,1.47
98031,4.07
54539,12.78
54635,16.36
54407,18.93
53405,0.52
78576,14.08
83118,31.74
88252,33.31
83542,39.61
53961,9.21
61250,17.15
46730,9.74
67345,21.2
67144,10.27
42325,12.68
89521,7.1
89413,13.44
89169,0.59
66712,10.59
67035,18.59
66226,6.67
49203,2.79
59026,30.02
59015,35.38
59638,22.35
08108,2.6
08835,2.43
87044,29.07
88026,7.8
87564,20.9
36585,12.45
35755,14.9
95735,13.46
48894,17.21
48098,6.19
48139,9.9
95130,2.39
90201,3.63
30168,6.25
67835,26.87
67625,11.19
49227,10.27
49252,14.89
48731,8.29
55355,2.17
56576,14.39
68745,20.02
66451,20.22
40291,9.98
40203,0.96
31069,2.77
14470,7.6
12874,17.06
12475,8.36
49323,13.38
48088,1.78
48202,0.83
49955,16.09
39095,3.73
72020,18.58
93043,4.99
81413,19.9
32462,19.42
31714,19.72
61742,8.07
42528,11.58
41832,10.57
26722,14.46
15120,4.32
53192,17.01
96135,11.92
95962,18.44
11040,2.11
10021,0.39
11208,3.13
10001,1.77
01834,2.42
02067,6.65
02134,0.87
01741,5.82
02366,8.59
31779,10.41
31638,9.76
31707,3.02
68003,20.29
52625,13.31
67002,3.75
64504,10.89
63823,8.81
03106,5.57
03246,4.33
90305,1.47
02370,5.24
02116,0.81
48604,1.96
64740,14.95
50076,12.54
50845,12.8
50214,10.7
40460,7.46
92782,3.13
95374,17.11
30041,3.79
30067,2.99
30315,3.6
61059,24.63
63038,11.25
62092,10.68
50421,0.57
48192,0.96
49548,3.96
95668,16.72
59066,40.77
68781,15.56
62858,11.96
62539,20.08
01119,2.53
61723,12.9
61104,1.33
04530,4.36
39092,7.83
38765,13.57
68824,17.03
48117,11.76
49266,8.74
48895,17.72
56312,18.59
39113,9.44
38621,20.88
03077,15.54
04911,16.88
04210,2.89
38833,9.56
64633,1.79
64430,15.29
64157,3.33
64842,16.81
48475,14.22
38764,11.22
49659,19.79
03885,3.95
03867,1.93
42376,13.06
39204,2.49
68726,12.87
03814,17.96
03241,9.29
62054,8.09
62445,16.28
62558,14.04
61317,9.53
55309,8.31
39841,9.38
17224,8.06
61330,13.01
60607,1.2
15074,7.31
03293,20.4
03457,12.53
07465,8.5
07055,0.68
35983,8.2
04009,1.41
04415,22.71
04761,8.97
04021,12.69
04083,19.06
04923,21.0
04495,16.69
30187,7.86
60041,9.8
36606,2.05
35587,15.48
99690,214.14
36258,16.7
56452,41.52
21211,1.71
39218,6.25
89408,29.12
50644,1.44
52175,2.66
52551,12.81
99829,72.55
68601,1.23
68929,8.0
68014,11.59
55068,13.55
56579,24.65
68348,7.78
68401,13.23
68017,12.35
89509,2.6
07039,2.62
07011,1.82
07640,2.44
07002,0.44
08317,10.17
39480,12.04
39366,15.05
38944,14.09
68724,16.24
40162,9.74
48074,8.93
48866,12.5
67068,2.89
66021,6.5
40505,3.42
07932,5.17
08064,0.92
35205,0.78
35802,2.21
36568,11.12
36038,11.38
65534,13.04
64422,21.85
63952,24.02
35062,17.66
95014,5.61
41015,6.26
40347,9.13
36548,6.36
35206,2.05
56680,22.84
55920,9.66
62640,13.18
62347,22.39
94560,4.22
59029,35.85
95923,15.73
94511,11.56
95811,1.63
90670,0.56
55445,5.92
56475,16.96
67701,1.9
67452,23.36
04776,33.52
04426,4.9
21917,11.17
59443,36.06
67028,21.56
15459,22.41
51104,1.5
25186,3.58
24976,10.26
31566,22.4
30214,3.58
40810,12.11
70542,19.17
20629,13.21
45697,5.58
74021,6.68
24701,4.41
51022,13.6
52336,12.62
24471,9.38
53144,4.78
46150,12.94
46030,9.36
46050,12.69
85377,12.75
51237,14.46
52746,13.0
94583,2.01
23027,32.49
25644,12.47
57735,28.14
05457,19.37
05830,15.14
98070,10.07
24849,20.3
25845,22.83
95630,0.39
90021,1.9
95493,8.48
31826,7.7
30449,15.87
62554,9.63
60948,20.4
67863,12.91
20896,3.11
20632,8.7
22844,13.26
37404,0.61
22305,3.24
26501,5.98
35031,14.82
35180,22.39
30467,2.44
99747,939.94
99783,263.01
99602,242.82
21655,11.01
02330,10.01
64086,3.17
85357,52.78
85201,2.07
06403,9.79
06612,9.04
85923,24.57
85933,36.2
72624,23.7
72127,8.22
24729,12.38
72447,16.55
99540,38.04
85718,6.42
46256,1.94
46236,4.85
51433,8.49
50471,12.58
50669,10.97
75780,11.61
50320,7.11
52205,2.24
50620,12.01
50554,15.08
52076,16.39
50206,23.82
94589,2.94
85392,1.82
85256,5.63
71827,17.26
94530,4.57
22724,10.64
24326,19.93
15472,2.16
22652,6.42
53550,10.8
54519,12.16
43524,17.16
72835,13.72
72170,10.95
72338,23.09
50248,14.93
50201,1.77
14778,4.0
42120,8.67
24815,15.89
72901,0.67
06471,11.37
80906,5.02
80903,1.33
80020,3.59
80920,1.38
06331,14.29
81233,16.32
80479,30.71
41224,17.98
37394,15.54
52638,5.12
50046,11.95
91762,2.52
06796,10.34
06752,6.6
72060,15.52
06401,1.61
06778,7.79
06444,7.22
19967,18.63
33543,1.9
33147,1.75
33585,13.32
33812,5.41
32174,5.12
34604,4.9
82224,36.55
36561,13.66
72841,23.51
72540,13.98
72207,2.01
95658,6.89
95323,13.63
92801,1.27
25628,11.52
54618,14.6
95934,12.16
95330,4.67
74534,11.73
26152,10.56
36269,16.6
80743,16.55
06370,9.92
06073,6.84
13327,22.03
14131,12.07
12919,26.13
14608,1.02
76373,14.11
15776,9.25
38131,3.46
15744,6.73
19118,0.61
57323,25.48
73118,3.15
24888,8.23
25169,9.25
31743,16.52
06279,12.39
06010,0.57
33637,1.83
33030,5.16
53936,12.38
53083,5.42
53559,15.03
54772,21.29
31645,11.51
30032,3.68
30538,9.37
30257,9.83
60118,3.8
32643,17.88
93615,14.6
95375,30.12
92376,3.66
96714,16.86
83316,26.09
83615,19.16
61748,10.9
62661,14.82
60083,8.26
60018,4.46
62916,17.24
46239,7.76
61830,11.71
61103,4.61
47846,14.08
91355,3.33
35958,10.96
85365,26.93
36203,6.19
35824,7.77
32607,1.31
32754,8.43
32003,5.68
34436,9.12
32071,20.37
33471,20.17
32830,4.68
24176,13.8
24530,19.71
31622,14.47
05483,10.04
22508,19.77
24216,6.49
23321,5.96
22974,12.62
24150,9.75
05042,10.34
61938,7.01
96813,0.84
62320,23.35
62629,6.61
90274,3.26
92646,3.03
92014,5.78
94065,3.67
46162,10.66
61607,7.11
60553,9.66
61417,15.88
62643,9.14
62818,13.95
60463,1.79
61777,8.66
46777,12.41
47246,11.47
60067,6.2
62440,8.34
47633,21.57
46250,0.55
46165,12.56
47711,2.65
62475,13.47
47223,11.72
46013,3.39
46128,7.9
46741,10.62
25704,2.13
25044,14.19
76006,2.94
78883,30.19
78830,24.55
17557,10.86
15801,3.56
73664,16.27
15311,11.96
54701,4.88
05765,7.57
14525,13.91
13360,47.22
12444,26.25
12189,2.92
73109,1.18
74459,19.37
74633,13.42
16726,15.47
25868,15.85
54111,16.25
54024,8.74
54213,17.42
17329,10.07
53818,0.72
76888,23.24
22741,9.84
54738,18.52
98834,21.23
38023,18.82
25111,20.09
83126,14.24
25932,7.91
25114,6.08
26676,16.42
77340,4.6
79415,6.69
15960,15.79
16930,19.15
16844,10.34
57339,32.27
54537,35.58
17045,28.44
29650,2.14
29420,4.04
21520,20.16
24872,18.32
26731,14.89
54138,50.04
92672,10.83
06281,9.28
06068,13.18
97229,4.75
37721,14.52
37134,11.81
38482,14.8
37916,0.39
32119,2.96
16313,10.37
29838,16.52
19533,4.49
19522,12.38
97730,38.72
97304,9.05
10994,3.22
12786,10.31
54463,16.74
75181,4.39
76010,2.3
52651,14.95
29592,12.4
49728,34.74
21865,18.1
54562,16.53
54170,16.86
54923,2.59
11714,0.66
75965,6.06
60426,0.5
60107,2.29
04652,29.6
21625,10.76
02703,1.73
54638,14.38
03585,10.54
04449,19.22
03084,8.5
06853,4.02
24839,15.02
26817,20.22
25635,13.21
61047,21.42
62849,13.03
05150,4.22
43942,9.99
29162,4.86
29921,15.13
28205,2.43
27313,10.36
56359,1.09
80824,35.19
33409,3.16
79053,18.45
05155,17.22
04353,9.65
79413,1.25
05821,14.54
44081,12.01
74901,3.49
07851,16.72
07764,2.32
08103,0.54
19406,4.16
15444,15.39
94972,13.56
73531,24.32
75638,15.75
27606,4.42
28627,8.74
07047,2.05
08084,0.5
29853,27.25
57050,17.5
57214,27.1
17032,18.94
18445,21.94
18459,13.38
79233,22.05
77336,9.21
98053,5.62
76645,2.49
79372,14.15
78719,5.06
57264,16.42
57421,12.27
57261,19.91
54414,18.27
28372,12.51
13743,25.35
12966,10.71
84516,44.06
84144,1.27
84749,49.73
05452,10.08
79367,12.97
75231,0.87
78344,42.33
75423,14.53
54736,4.31
78050,11.31
61314,16.45
50232,13.81
43604,1.55
74856,14.46
73102,0.54
74084,11.75
15626,9.76
98008,5.5
27846,13.95
45679,3.94
05456,20.84
05061,5.67
98643,18.09
17098,20.25
85342,19.52
62995,24.44
50848,18.82
70079,6.96
07626,3.36
58257,2.45
72834,4.7
90623,0.29
38463,23.06
24322,12.85
79770,47.34
37333,20.13
98372,3.15
74036,15.56
74055,2.12
73041,15.36
05441,21.01
05070,16.89
05359,10.38
53048,18.9
99223,7.41
98033,4.2
98311,3.72
98270,7.49
25130,3.03
22645,9.7
84046,48.7
28606,14.35
28538,11.01
99361,14.17
98445,6.54
44055,6.67
25264,11.91
24827,24.42
43976,10.87
45429,2.45
23039,14.81
98051,15.1
99126,21.54
74331,13.66
79107,6.97
77536,5.01
75040,2.94
79906,3.3
44451,14.84
45634,16.94
44411,12.69
19426,3.65
12883,4.77
10968,4.49
12765,15.85
60549,13.53
56129,13.48
04570,20.25
55970,12.61
04662,9.75
04741,45.76
56733,14.44
06238,9.92
97626,42.42
16912,18.85
74935,20.79
74467,0.41
74442,17.03
72374,15.07
91207,3.41
90077,3.32
93260,23.87
47433,15.13
58370,13.72
58006,32.53
58379,21.69
15132,1.06
18214,11.77
10956,5.29
13475,14.27
12824,20.45
17243,23.74
16672,18.19
17077,10.25
15427,11.07
58078,4.24
58229,28.83
58486,19.61
15005,6.42
16634,18.88
17010,6.56
18323,18.29
11570,1.44
11370,2.67
11436,2.37
12433,13.37
72619,13.42
71758,18.29
71745,25.01
11944,1.18
10511,2.59
12411,5.28
62969,18.99
61358,19.05
52649,11.5
14103,1.78
75006,1.95
71711,9.55
71666,14.09
95368,2.91
60021,3.14
46951,12.56
93512,35.08
49651,23.92
49343,21.74
50027,19.48
50054,12.76
80915,5.66
96148,7.18
33133,1.34
33316,1.3
78640,2.03
67761,36.76
67107,1.8
46219,2.19
46040,7.92
66087,21.7
16121,1.92
97441,5.58
50558,12.96
50574,2.7
50222,10.95
33431,1.72
34667,3.15
18920,15.78
17239,21.15
67439,1.06
67544,5.5
15456,6.18
97501,6.16
97007,8.38
97086,2.62
44308,0.39
51639,7.74
50108,16.3
50216,10.12
04416,17.66
37348,8.4
75147,21.18
15765,11.11
15542,6.81
15333,15.77
02903,0.57
02904,1.71
02896,2.78
80918,2.54
80643,24.3
81504,1.99
81612,5.03
80755,17.17
78724,5.6
78219,2.41
66015,11.07
02324,7.77
17727,23.9
78260,2.57
76308,1.26
02816,9.88
60025,2.75
62947,13.74
60921,24.31
62880,17.41
61739,16.72
37149,8.72
37140,15.01
37191,13.14
02341,8.42
03878,3.84
02050,3.8
97388,9.37
08110,4.51
45879,2.78
43615,2.13
45240,2.58
49802,1.45
62431,14.95
67584,16.57
67882,9.12
28528,14.95
79703,2.04
43447,5.98
43230,1.13
44827,8.16
43214,2.18
03874,6.21
07035,3.08
07306,1.51
38456,10.83
01568,6.68
49256,19.19
11971,6.5
02767,4.15
28623,10.1
15024,2.51
17347,7.94
02128,2.32
01569,10.25
02124,0.86
02715,9.11
02090,1.58
95443,12.57
58626,51.97
43342,9.5
45318,9.4
37777,4.21
57220,18.79
37302,7.37
37210,4.72
15540,14.85
15616,6.9
02828,7.24
77479,1.87
93627,24.97
46052,3.08
45208,1.93
45302,10.73
15061,4.87
01032,13.06
90250,0.29
77581,5.15
78377,9.28
77449,4.65
43110,2.43
77053,4.87
45503,4.1
50677,5.11
47906,6.87
46123,4.39
58712,46.71
91403,1.47
90011,0.52
92368,10.4
95828,2.44
44427,18.89
17516,9.84
17572,11.02
50135,10.59
52362,18.68
64431,18.04
63048,5.47
58787,21.16
97362,6.46
28690,5.59
28668,12.24
27870,5.16
92338,47.68
91304,1.84
94061,1.99
90073,0.33
90710,0.82
94569,4.81
58043,23.47
92252,3.19
93673,12.77
91303,1.92
92606,2.6
15314,8.1
18103,2.39
15330,8.92
58266,33.47
97819,30.7
58345,38.59
58426,34.67
58240,12.16
37138,4.39
37034,16.28
37828,13.32
37902,1.27
90004,1.85
95258,4.44
92802,1.37
90744,2.51
95915,17.38
61550,13.28
60428,2.26
15864,8.79
11731,2.89
10597,3.04
10472,2.41
58575,4.68
44216,6.92
15671,5.89
45775,19.15
43207,4.04
43210,0.96
15126,5.67
61377,14.81
80909,2.0
06339,11.14
06410,4.86
06468,9.4
61847,22.5
62098,10.94
60026,1.06
61234,16.95
61854,13.21
60803,4.21
15340,9.4
17370,12.44
61043,12.27
79734,31.16
18211,9.37
06379,2.29
32301,2.52
60657,0.34
62341,6.08
03862,7.29
02863,2.21
14109,1.57
30223,3.98
71075,4.1
24604,8.33
85705,3.57
85083,4.96
72951,10.73
04858,10.3
04103,2.63
47020,20.3
62060,2.12
16442,17.4
47597,9.68
46115,13.52
46217,5.33
46773,15.42
52577,3.3
46711,13.94
51347,13.12
72111,22.04
63012,12.59
38726,19.02
95073,5.76
34275,5.06
46538,6.94
50310,0.87
97633,25.8
36026,16.62
47588,12.6
08826,14.37
87123,6.18
29827,0.37
11901,2.16
63336,12.41
74022,15.8
46514,4.28
47326,9.58
62433,9.26
79905,0.74
05361,22.25
02739,9.26
02537,1.96
99681,232.72
85226,9.73
85043,4.78
15066,6.0
18634,11.77
54141,15.86
15440,17.18
08070,5.28
18336,4.23
08852,6.8
03779,15.69
80723,11.01
81649,12.26
96741,10.71
83261,12.52
83277,25.28
62088,0.71
62628,10.32
19123,0.72
06019,13.37
15438,10.76
35097,9.59
35907,8.99
46542,13.24
51345,21.07
36786,22.06
36107,1.44
35816,2.68
96708,14.53
61319,10.76
36858,24.2
36553,21.09
32822,3.99
32968,7.35
33128,0.46
46528,3.74
99923,137.38
32535,9.91
61523,15.63
18846,18.92
15846,7.96
72534,15.63
71661,22.02
32159,4.29
48867,0.54
85735,25.34
95641,20.28
97231,12.52
17068,20.8
29018,19.98
34222,4.99
33186,3.6
34981,3.4
33610,5.84
50023,9.82
72704,7.61
06042,1.49
06514,5.85
06118,4.82
08540,2.3
14612,7.2
76009,14.52
79102,4.16
66839,1.39
52039,12.75
50250,18.27
49441,4.11
06063,16.81
46792,19.13
33761,1.26
33069,3.76
32707,3.87
12143,15.83
13464,13.07
28540,8.36
06351,10.59
99773,375.04
99643,100.67
41548,16.59
63536,13.64
31523,10.5
31711,10.87
50213,0.58
52154,12.21
55318,10.03
31210,3.75
30905,1.74
30066,6.28
33908,1.18
04454,42.5
78744,3.26
75218,0.58
47975,14.72
47357,9.07
46033,4.07
46037,3.36
46133,10.35
15352,20.29
30011,9.08
06268,6.43
72030,19.75
78536,34.43
75068,4.46
58040,23.11
92131,7.99
52227,9.7
50258,20.41
50109,15.67
50322,4.22
31022,11.23
47393,12.1
46065,13.53
46807,3.03
72433,7.11
06109,4.24
06513,4.85
19806,1.2
34951,8.46
58341,5.74
45662,5.0
60473,4.23
04556,8.45
49627,22.1
04032,15.36
21677,9.49
46936,13.72
06035,14.96
52164,12.61
52208,14.78
04614,0.65
32578,3.53
47244,13.42
30327,4.79
28340,16.11
80653,17.19
32303,7.32
30134,4.47
51062,19.15
18847,2.26
50138,1.08
49947,36.48
19973,0.81
62711,5.97
32408,5.16
06525,5.8
31527,7.86
33189,0.29
06078,11.83
07945,6.98
31744,14.74
30170,13.34
49777,21.57
04681,24.15
30310,3.77
67024,20.68
41075,1.16
95551,9.61
92241,10.25
84108,6.56
84338,14.99
84315,9.29
84301,11.33
26101,2.93
44857,1.65
93286,17.94
24963,9.77
45015,2.24
58325,22.06
97454,19.6
15217,1.09
18818,16.03
95357,2.89
73742,24.64
73449,10.0
18817,12.58
15437,13.44
73027,16.68
74875,17.34
06443,18.34
06902,0.58
73728,20.65
74061,18.56
29376,9.3
29172,4.45
97818,39.5
97221,2.89
30045,4.23
16229,10.08
16911,14.62
29593,15.28
26823,20.63
25108,8.52
82433,44.79
82325,58.85
45784,12.85
44850,3.02
96819,1.3
96753,5.57
30535,2.78
83712,5.27
74547,14.98
74367,16.41
16502,1.31
19602,1.13
43240,2.3
43333,13.78
44875,1.57
57356,17.35
93647,19.78
93066,3.82
83860,9.25
19940,8.64
15017,2.04
29040,12.97
57766,19.3
57071,13.8
53943,15.08
15122,3.9
16259,13.09
94549,4.03
17845,24.05
02898,14.64
30678,11.87
30547,11.83
54202,28.16
67840,19.69
71339,13.83
66842,23.38
18045,2.28
17217,20.87
17088,7.28
16853,7.53
02859,3.08
75104,7.78
04863,17.79
83540,17.46
60060,5.69
62702,1.64
71407,13.39
02466,1.22
01880,3.94
17602,4.96
29126,13.15
04853,15.33
47524,11.21
49036,3.97
18439,20.16
17271,18.35
15031,4.16
78681,1.95
16881,9.39
19501,8.6
28789,6.43
49905,9.1
62875,15.86
71049,17.9
37307,16.53
29851,6.01
75002,5.03
77020,3.1
78417,4.7
28729,9.32
28733,25.1
73726,21.54
77363,16.28
76115,3.98
62378,20.53
75402,4.54
37318,6.02
79416,4.21
75077,2.77
75166,8.11
20640,10.86
20676,7.12
77060,7.01
76640,15.87
78161,13.03
75790,13.28
75956,18.65
75114,8.91
78574,10.21
05444,19.58
05065,14.17
05253,29.92
38744,13.88
20772,8.08
78044,26.51
23831,11.43
77477,2.25
79563,11.8
75243,1.07
27282,6.53
78374,9.45
12935,25.61
78626,7.05
77407,3.64
76633,15.61
75839,10.84
28405,4.4
02907,0.86
02832,15.14
22625,17.95
01011,19.81
49071,8.0
45504,3.7
74965,16.22
30530,5.88
85938,4.55
28609,15.18
28403,1.42
84770,7.02
84653,5.08
84736,38.36
84404,13.88
22405,5.51
79754,33.07
84115,2.78
13140,12.98
79005,20.44
58428,61.28
15012,7.17
15071,2.81
05463,18.71
45433,1.59
43337,12.75
45801,4.97
43566,7.72
05660,12.45
97028,44.59
18405,11.01
98277,4.02
93255,21.92
92280,32.97
44512,0.86
91916,24.58
71642,19.21
71941,11.06
44504,0.91
43229,1.25
45353,8.83
45808,7.31
73056,24.62
73444,21.64
74450,14.11
57312,17.34
57053,20.99
23805,5.35
39356,22.41
08201,5.86
44840,11.04
43617,3.88
59642,29.4
04455,16.93
04417,14.66
04093,13.43
21225,2.35
77994,13.29
55412,2.05
56280,10.53
55103,1.6
55312,14.89
56292,22.68
14735,25.91
10172,1.21
13460,13.41
16651,17.49
40328,16.3
20747,7.19
21060,3.85
77367,8.23
45236,1.18
44412,17.25
01985,5.7
01270,15.28
76110,1.84
78745,0.51
76511,16.96
77561,8.95
43316,12.54
42038,10.0
70541,4.38
04231,24.21
04496,17.98
43145,11.77
45212,1.74
43934,5.0
45070,14.45
44714,3.31
45821,8.82
74434,10.17
74075,4.89
74120,0.59
15046,2.59
68376,15.39
68872,14.01
68765,2.46
68973,17.53
56544,17.25
55396,20.49
07059,4.44
16317,15.24
18653,10.01
17779,7.76
42215,15.56
69170,29.7
01603,1.62
48152,3.8
48183,1.81
21911,12.63
02659,17.55
01930,0.63
67226,2.21
02191,6.38
07921,5.64
87047,22.09
87701,20.91
10527,9.14
12992,11.73
15131,3.64
40146,10.78
71108,2.72
73117,2.58
68069,7.46
68443,13.54
68063,10.0
68876,25.03
68058,18.53
48615,13.78
49335,11.75
65635,22.21
63785,16.98
15139,3.85
15087,4.08
37025,11.65
55952,17.54
56688,18.6
56381,14.47
20895,2.52
21014,1.58
01929,6.72
01039,5.37
01747,0.93
02493,3.62
65250,10.38
63146,2.0
41759,14.94
28665,15.64
27884,12.4
28527,13.36
03826,1.97
18421,16.61
15136,1.01
44223,3.78
44256,1.44
44104,1.32
40228,8.79
68108,2.1
69149,20.45
43456,16.83
89411,12.68
03047,3.02
03042,11.55
03857,8.26
03230,13.42
03875,16.35
17084,7.41
15551,17.64
37018,14.59
17051,16.71
15315,8.88
16433,8.67
15204,2.59
45680,6.33
16511,6.85
87528,50.87
07740,0.38
02841,0.88
02885,7.61
11366,1.69
10910,11.69
12092,7.4
49337,16.62
71229,11.3
70076,4.0
70750,19.23
03574,16.87
40734,9.55
40402,18.11
14143,7.67
11520,3.32
03774,4.87
14037,19.2
12570,18.51
10019,0.38
38138,0.76
38392,16.88
77428,7.58
03244,14.17
03303,12.01
03465,13.47
03038,2.79
03034,10.18
38849,18.0
38738,2.81
03307,14.51
03850,12.73
13403,2.19
40604,3.18
40299,9.99
56010,22.09
55321,23.53
56336,15.26
29530,9.31
57022,1.7
57340,13.7
57467,19.28
17552,11.74
19038,3.39
16734,5.18
19541,10.06
85255,6.27
86433,18.55
16150,4.52
64620,17.35
14830,4.43
14423,21.57
37914,8.89
84116,5.68
24059,11.88
37873,15.78
37804,5.46
25413,13.37
24738,6.68
73931,20.19
10595,1.59
29370,9.45
79538,19.39
56160,19.16
55020,14.47
56262,12.8
55985,24.45
71323,14.06
70451,5.18
71029,10.78
04102,1.23
04239,9.86
04224,11.1
15044,7.44
14036,13.6
12052,13.53
78938,10.91
79526,14.24
76059,9.18
43527,12.82
12921,18.72
14709,21.62
12480,18.33
12784,8.53
11375,0.83
55446,8.72
03260,8.36
03462,9.29
08850,4.4
08021,2.02
27545,7.19
12487,5.78
04236,9.36
04922,10.02
45766,9.74
64071,14.6
59067,33.74
75478,16.84
77043,2.05
76253,5.76
75453,14.72
12211,3.16
57370,10.87
57793,12.67
04069,19.52
04250,9.29
04957,10.76
48206,1.74
49864,28.42
38772,12.48
72932,14.59
72617,18.65
72668,26.91
14138,18.4
27615,2.81
28071,15.76
56358,11.56
92084,6.61
95688,6.06
95765,5.06
95202,0.67
72129,17.07
72431,12.84
36052,15.1
72326,10.55
71959,25.12
06426,20.37
72482,25.5
94306,1.1
92676,10.56
48619,47.25
48762,25.58
48217,2.14
35224,6.96
35757,3.33
48841,10.94
28582,14.68
49425,10.57
48360,10.54
49034,10.96
56176,20.14
55719,15.54
65017,9.87
85013,1.63
80503,5.43
80902,3.27
49645,19.63
48032,17.97
65661,31.56
80436,32.35
80420,15.23
06002,3.76
64458,18.87
08067,9.55
71949,19.14
44647,3.39
06250,2.99
06777,11.36
06511,1.22
06254,7.67
80443,8.21
11754,2.43
55389,18.47
55072,18.6
48073,1.99
48043,0.81
48835,13.67
48436,16.16
55016,8.07
98146,0.76
25265,15.6
97366,5.11
33778,2.23
85040,3.92
85723,0.08
42058,10.57
51246,0.55
47143,11.64
48465,8.46
21665,17.1
21037,6.65
51631,11.33
03817,18.01
38606,2.86
10016,0.42
27360,2.06
65601,14.26
65305,12.05
80109,3.84
80611,35.1
30092,1.7
30035,4.31
30573,11.96
96732,1.96
63436,19.48
63625,23.5
49002,8.32
49095,16.3
65644,27.88
64636,14.3
58256,20.93
21921,2.45
30108,13.36
81090,27.36
80033,0.95
48439,2.48
49285,20.15
63368,3.81
65744,22.56
66748,10.95
66949,12.51
67483,19.14
21635,15.26
48097,26.23
63351,17.74
63879,11.38
72328,28.97
34482,10.01
33850,7.27
88436,28.13
59844,45.27
87514,15.28
40050,13.63
12923,26.18
28532,0.59
28705,13.15
24292,18.44
64641,16.06
64476,11.63
65682,24.19
63460,28.77
19936,7.4
32909,6.6
46130,11.78
50219,1.32
50119,9.23
68964,21.79
95326,6.88
92411,0.7
93726,1.87
90804,0.6
98388,7.03
03818,11.55
07931,0.85
42083,9.5
58104,3.95
59545,46.33
50131,7.22
50846,8.16
55910,25.13
91321,4.57
66422,13.27
67346,23.97
64029,3.82
88353,42.01
87566,6.46
68836,18.24
17321,22.26
08691,5.45
63105,1.46
56728,4.74
30439,0.76
66540,13.47
67037,8.07
45767,9.15
41815,4.34
41602,1.42
27837,12.19
87731,15.87
88340,11.22
12144,4.22
30013,3.66
19736,7.66
28675,1.52
50072,14.97
45320,17.1
15332,7.8
44333,8.83
45695,21.94
72437,12.95
42378,18.22
28104,5.19
50022,1.55
34614,8.83
02171,3.0
01463,9.06
15101,4.17
03590,15.5
15558,8.0
16063,7.75
54217,14.77
98248,14.08
16405,5.5
16729,12.33
66412,6.9
01590,11.17
49127,7.97
48080,4.27
36801,4.4
03431,1.33
13844,11.91
28211,2.1
87750,26.1
