GEOID,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
251731412,,,
25173142,,,
251731431,,,
251731432,,,
25173151,,,
25173152,,,
251731541,,,
251731542,,,
251731543,,,
25173155,,,
251731611,,,
251731612,,,
251731621,,,
251731622,,,
25173163,,,
25173164,,,
25173165,,,
251731711,,,
251731712,,,
251731713,,,
251731721,,,
251731722,,,
251731723,,,
251731731,,,
251731732,,,
25173181,,,
25173182,,,
25173183,,,
25173184,,,
25173212,,,
25173213,,,
25173214,,,
25173211,,,
25173212,,,
25173213,3,28,3
25173214,,,
25173215,,,
25173216,,,
25173221,,,
25173222,,,
25173223,28,22,28
25173224,,,
25173231,,,
251732411,,,
251732412,,,
25173251,36,26,36
251732611,,,
251732612,,,
251732711,,,
251732712,,,
251732713,,,
25173281,,,
2517331,,,
2517332,,,
251733111,,,
251733112,,,
25173312,,,
25173313,,,
25173321,,,
25173322,,,
25173323,,,
25173324,,,
25173331,,,
25173332,,,
25173333,6,6,6
25173334,,,
251733351,,,
251733352,,,
25173336,,,
25173341,,,
25173342,,,
25173343,,,
25173344,,,
25173351,,,
25173352,,,
251733531,,,
251733532,,,
25173354,,,
25173361,,,
25173362,,,
25173363,,,
251733641,,,
251733642,,,
251733711,,,
251733712,,,
251733721,,,
251733722,,,
25173373,,,
25173381,,,
25173382,,,
25173383,,,
25173384,,,
25173385,,,
25173391,,,
25173392,,,
25173393,,,
25173394,,,
25173395,,,
25173396,,,
25173397,,,
251733981,,,
251733982,,,
25173399,148,142,148
251734,36,4,36
2517341,,,
251734111,,,
251734112,,,
25173412,,,
25173413,,,
25173414,,,
25173415,3,294,3
25173416,96,77,96
25173417,,,
25173418,72,7,72
251734191,44,43,44
251734192,,,
251734211,,,
251734212,,,
251734221,,,
251734222,,,
25173423,,,
25173424,,,
25173425,14,136,14
25173426,,,
25173513,,,
25173514,62,61,62
2517352,,,
2517353,,,
2517354,,,
2517355,16,13,16
2517356,,,
2517357,45,4,45
2517358,,,
2517359,,,
2517351,,,
25173511,,,
251735123,42,37,42
251735124,11,6,11
25173513,7,8,7
251735143,13,14,13
251735144,14,15,14
25173515,,,
251735211,,,
251735212,,,
25173522,,,
25173523,26,25,26
25173524,,,
25173525,21,2,21
25173526,,,
25173527,3,3,3
25173528,,,
25173529,,,
2517353,433,461,381
251735311,15,131,143
251735312,,,
25173532,17,94,97
25173533,,,
25173534,,,
25173535,,,
25173536,,,
25173537,,,
25173538,,,
25173539,29,29,
2517354,23,23,
25173541,14,13,14
25173542,,,
25173543,,,
25173544,,,
25173545,,,
25173546,14,11,14
25173547,7,7,7
25173548,13,8,13
25173549,,,
2517355,,,
25173561,,,
25173563,,,
25173564,,,
25173565,,,
251735661,,,
251735662,,,
251735671,2,2,2
251735672,61,58,61
25173571,,,
25173572,,,
25173573,,,
25173574,,,
25173575,,,
25173576,,,
25173577,,,
25173578,,,
25173581,,,
25173583,,,
25173584,,,
25173585,,,
25173586,,,
25173587,,,
25173591,135,124,135
25173593,264,264,264
2517361,,,
2517362,,,
25173611,,,
25173612,,,
25173613,,,
25173621,,,
251736312,,,
251736313,,,
251736314,,,
251736321,,,
251736322,,,
251736411,,,
251736412,,,
25173651,,,
251736521,,,
251736522,,,
25173661,,,
251736621,,,
251736622,,,
25173671,,,
25173672,,,
251736811,,,
251736812,,,
25173682,52,52,
25173683,12,11,12
25173684,,,
25173685,,,
25173686,,,
25173687,461,488,461
25173688,,,
251736891,,,
251736892,71,67,71
2517369,,,
25173691,,,
25173711,,,
25173712,,,
25173721,,,
25173722,18,18,18
2517373,,,
2517374,,,
25173731,28,27,28
25173732,,,
25173733,41,35,41
25173734,,,
25173735,,,
25173736,,,
25173737,,,
25173738,,,
25173739,,,
2517374,,,
25173741,,,
25173742,,,
25173743,,,
25173744,,,
25173745,,,
25173746,,,
25173747,,,
25173748,,,
25173821,,,
25173822,14,11,14
25173823,,,
25173824,,,
25173825,2,2,2
251738261,,,
251738262,,,
251738311,184,154,155
251738312,325,291,325
25173832,22,21,22
25173833,73,63,73
25173834,212,138,212
251738351,,,
251738352,,,
25173836,37,38,37
25173837,,,
25173838,,,
251738391,,,
251738392,,,
25173841,,,
25173842,,,
25173851,,,
251738521,,,
251738522,32,28,23
25173861,,,
25173871,,,
251738721,,,
251738722,,,
25173881,,,
25173882,,,
25173883,112,112,112
251798,,,
2519951,,,
2519952,,,
25199537,,,
2519954,,,
2519955,,,
252141,66,64,66
252142,14,11,14
252143,3,29,3
252144,8,79,8
252145,,,
252146,13,13,13
252147,,,
252148,,,
252149,,,
252141,,,
2521411,,,
2521412,,,
25214211,,,
25214212,,,
2521422,,,
2521423,,,
2521424,,,
2521425,,,
2521431,,,
2521433,,,
2521434,,,
2521435,,,
2521441,,,
25214421,,,
25214422,,,
25214431,,,
25214432,,,
2521444,,,
2521451,,,
25214611,,,
25214612,,,
2521471,,,
25214811,,,
25214812,2,2,2
25214911,,,
25214912,,,
2521411,,,
2521413,,,
2521414,,,
25214111,,,
25214112,,,
252141131,,,
252141132,,,
25214121,,,
25214122,,,
25214123,,,
25214131,11,9,11
25214132,,,
25214133,,,
252141341,,,
252141342,,,
25214135,,,
25214141,,,
25214142,,,
25214143,,,
252141511,,,
252141512,,,
25214152,,,
25214153,,,
252141611,,,
252141612,,,
25214162,,,
25214163,,,
25214164,,,
25214171,,,
25214172,,,
25214173,,,
25214174,,,
252141751,,,
252141752,,,
252141761,,,
252141762,,,
252141771,24,22,24
252141772,14,14,15
252141781,,,
252141782,,,
252141791,386,424,386
252141792,,,
25214182,,,
25214183,,,
25214184,,,
252141811,8,8,8
252141812,,,
25214182,,,
25214191,,,
25214192,,,
25214193,,,
25214194,,,
25214195,,,
25214196,,,
25214197,,,
25214198,,,
2521421,,,
25214221,,,
25214222,,,
25214231,1,,1
25214232,,,
25214211,148,148,148
25214212,,,
25214221,,,
25214222,,,
252142231,6,6,6
252142232,,,
25214224,,,
252142251,,,
252142252,,,
25214226,,,
25214227,,,
25214228,6,58,6
25214231,,,
2521441,,,
252144122,,,
252144123,,,
252144124,,,
252144211,,,
252144212,,,
252144213,,,
252144221,,,
252144222,,,
252144311,,,
252144312,,,
252145611,,,
252145612,28,36,28
25214562,,,
252145631,,,
252145632,,,
252145641,,,
252145642,,,
25214571,,,
25214572,,,
2523511,,,
2523513,,,
2523514,,,
25235111,,,
25235112,6,6,6
25235121,,,
25235122,,,
25235211,,,
25235212,,,
2523522,,,
25235311,,,
25235312,,,
25235411,,,
25235412,,,
25235511,,,
25235512,,,
2523552,,,
25235611,41,35,41
25235612,,,
25235622,,,
25235623,,,
25235624,,,
25235711,,,
25235713,,,
25235714,,,
25235811,,,
25235812,,,
2523582,,,
25235911,39,32,39
25235912,26,23,26
2523511,,,
2523512,,,
2523513,47,46,47
2523514,,,
25235151,,,
25235152,,,
25235153,,,
2523516,,,
2523517,751,746,751
2523518,883,882,883
2523519,298,35,26
2523511,,,
25235111,,,
25235112,9,13,9
252351131,14,16,14
252351132,,,
25235114,,,
25235115,6,6,6
25235116,,,
252351171,,,
252351172,14,14,14
2523521,,,
25235221,,,
25235222,,,
252352111,,,
252352112,,,
252352121,,,
252352122,,,
252352211,,,
252352212,,,
25235231,,,
252352321,,,
252352322,,,
252352411,,,
252352412,,,
252352511,,,
252352514,,,
252352523,,,
252352524,,,
25235253,,,
25235261,,,
2523531,,,
2523532,5,6,5
2523533,15,19,
2523534,,,
2523535,,,
2523536,,,
2523537,,,
25235381,,,
25235382,,,
25235391,,,
25235392,,,
25235411,,,
25235412,,,
25235413,,,
25235411,,,
252354211,,,
252354212,,,
25235422,,,
25235423,24,28,24
25235431,,,
25235441,,,
25235442,,,
25235451,,,
25235452,8,7,
25235453,,,
25235454,,,
2523561,,,
25235611,,,
25235612,,,
25251,,,
252521,34,31,34
252522,,,
252531,,,
252532,,,
252541,7,7,7
252542,,,
252552,,,
252553,,,
252554,15,7,15
252561,,,
252562,,,
252571,,,
252573,,,
252574,43,36,43
252582,2,23,2
252583,,,
2525113,,,
2525114,,,
2525123,5,4,5
2525124,21,22,21
252513,4,37,4
2525143,11,11,11
2525144,21,25,21
2525145,28,23,28
2525148,,,
252515,9,7,9
252516,15,15,15
2525171,,,
2525172,2,2,2
2525181,,,
2525182,,,
2525211,,,
252522,2,15,2
2525231,,,
2525232,,,
2525233,142,118,142
252531,,,
252532,,,
252533,3997,3831,3975
252534,,,
252535,,,
252541,,,
252542,,,
252543,,,
2525441,96,112,96
252546,135,134,135
2525481,,,
2525511,35,39,35
252552,12,9,12
252553,85,77,85
252554,,,
252555,15,15,15
252556,18,153,18
252557,1,,1
2525591,18,17,18
252551,,,
25255111,,,
2525512,,,
2525611,,,
252562,,,
2525631,,,
252564,,,
2525651,,,
252566,6,3,6
252567,,,
252568,,,
252561,,,
25256111,5,,5
2525612,2,1,2
2525711,152,973,126
252572,395,3818,395
252573,22,19,22
2525742,,,
252575,62,57,62
252576,2,2,2
252577,,,
252578,3,27,3
252579,37,41,37
25257111,734,666,659
25257121,821,796,721
252581,589,575,569
252583,47,48,47
2525841,91,81,91
252585,,,
2525861,113,12,113
2525881,18,88,18
252589,8,8,8
2525811,34,34,34
2525811,15,14,15
2525812,42,42,42
2525813,358,38,358
2525814,51,4,51
2525815,49,31,49
2525817,77,73,77
2525818,575,542,575
2525819,17,17,17
252582,61,69,61
2525821,44,41,44
252591,47,38,47
252592,86,72,86
252593,153,159,153
252594,39,4,39
252596,162,135,162
252597,1,14,1
2525991,9,9,9
2525911,12,12,12
2525911,26,25,26
2525912,145,139,145
2525913,233,226,233
2525914,143,131,143
2525915,3,28,3
2525916,2,1,2
2525917,,,
2525918,21,19,21
2525919,59,46,59
252592,126,129,126
25259211,76,76,76
2525922,84,68,84
2525923,85,79,85
2525924,36,36,36
252511,271,227,271
252512,21,2,21
252513,,,
252514,3,22,3
252515,71,66,71
2525161,,,
2525163,9,9,9
252517,,,
252518,1,9,1
252519,,,
2525111,,,
2525112,74,81,74
25251111,,,
25251112,8,82,8
25251113,27,16,27
25251121,,,
25251131,,,
25251141,,,
25251143,,,
25251151,,,
25251152,,,
25251161,,,
25251167,,,
25251213,14,13,14
25251214,,,
25251215,,,
25251221,166,154,166
25251231,184,167,184
2525124,114,19,114
2525125,18,19,18
2525126,17,19,17
2525127,,,
2525131,,,
2525132,4,4,4
2525133,,,
25251342,,,
25251344,,,
25251346,1,113,1
25251412,,,
25251415,6,6,6
25251416,,,
25251417,,,
25251421,,,
25251422,,,
2525143,3,,3
2525144,63,58,63
25251611,26,26,26
2525162,,,
2525163,,,
2525164,94,99,94
25251651,,,
25251652,,,
25251661,,,
25251662,,,
2525171,,,
2525172,,,
2525173,,,
2525174,,,
25251751,18,18,18
25251752,,,
25251761,89,89,89
25251771,,,
25251772,11,1,11
2525178,,,
25251811,,,
2525182,,,
25251831,,,
2525184,,,
2525185,,,
25259811,,,
2525983,142,125,12
2525987,,,
2525981,,,
25259811,6,6,6
252598121,,,
252598122,,,
25259813,,,
252598151,,,
252598152,,,
25259816,,,
25259817,,,
25259818,,,
252771,,,
2527711,,,
2527722,,,
2527731,2,2,2
2527732,,,
2527733,,,
2527742,,,
2527751,,,
2527761,,,
2527771,15,8,15
2527772,12,4,12
2527773,,,
2527774,,,
2527775,,,
2527781,,,
2527791,,,
25277921,,,
25277922,,,
2527794,,,
25277951,,,
25277952,2,15,2
2527796,,,
25277971,,,
25277972,,,
2527711,33,33,31
2527712,,,
2527713,48,47,48
2527714,,,
2527715,,,
2527716,15,14,15
2527717,,,
2527718,12,13,12
2527711,,,
25277111,,,
252771211,,,
252771212,,,
25277131,,,
25277151,,,
25277161,,,
25277162,,,
25277163,,,
25277171,,,
25277181,529,444,526
25277191,,,
2527721,,,
252772111,,,
252772112,,,
25277221,,,
25277231,,,
25277241,,,
25277251,,,
25277261,,,
25277262,,,
25277271,,,
25277281,,,
25277282,,,
25277283,,,
25277284,,,
25277291,,,
25277292,,,
2527731,,,
2527732,,,
2527733,,,
25277341,,,
25277342,12,12,12
2527735,66,53,66
2527736,8,7,8
2527737,,,
25277381,,,
25277382,,,
25277391,4,38,4
25277392,18,18,18
25277311,,,
25277312,,,
252773111,,,
252773112,16,16,16
252773122,,,
252773123,,,
252773124,21,13,21
25277313,19,11,19
25277314,528,46,49
25277315,24,28,24
25277316,241,228,241
25277317,7,7,7
25277318,222,217,222
25277319,52,37,52
25277321,54,57,54
25277322,258,246,258
252773221,,,
252773222,,,
252773223,91,91,91
252773231,,,
252773232,154,133,154
25277324,,,
25277325,5,34,
25277326,,,
25277327,,,
252773281,,,
252773282,56,54,56
252773291,,,
252773292,,,
2527733,193,128,193
252773311,15,12,15
252773312,,,
25277351,,,
25277352,,,
25277361,,,
25277362,,,
25277363,,,
25277364,,,
25277365,,,
25277371,,,
25277372,,,
25277373,,,
25277381,,,
252773821,,,
252773822,,,
25277391,,,
25277392,,,
25277393,,,
25277394,35,15,35
25277395,,,
25277411,,,
25277412,,,
2527742,,,
252774111,,,
252774112,,,
25277423,,,
252774241,,,
252774242,,,
25277431,,,
252774411,,,
252774412,,,
25277442,,,
25277443,,,
25277444,,,
25277451,,,
25277461,,,
252774711,,,
252774712,,,
25277481,,,
25277491,,,
25277492,,,
2527751,,,
2527752,,,
2527753,,,
252775111,,,
252775112,,,
25277521,,,
25277531,,,
25277532,,,
25277541,,,
25277542,,,
25277543,,,
25277544,,,
25277551,,,
25277552,,,
252775611,,,
252775612,,,
25277571,,,
25277572,11,4,11
25277573,12,12,12
25277574,12,11,12
25277575,,,
252775811,,,
252775812,,,
25277591,,,
2527761,,,
25277611,,,
25277612,,,
25277613,,,
25277614,75,64,75
2611,,,
261971,,,
261974,,,
261975,1,1,1
261976,,,
2631,,,
2632,,,
2633,,,
26532,,,
26533,,,
265341,,,
265342,,,
26535,,,
26536,,,
265372,,,
265373,,,
265374,,,
26538,,,
265391,,,
265392,,,
26531,,,
265311,5,5,5
265312,36,36,36
265313,,,
265318,,,
265319,,,
26532,,,
265321,,,
265322,,,
2653241,,,
2653242,,,
265326,,,
2671,3,3,3
2672,,,
2673,,,
2674,,,
2675,33,28,33
2676,,,
2677,,,
2678,77,77,77
2679,,,
269961,,,
269962,,,
269963,,,
269964,,,
269965,,,
269966,,,
269967,,,
2611971,,,
2611972,,,
2611973,,,
2611974,,,
2611975,34,33,34
26131,,,
26132,,,
261511,,,
261512,,,
261513,,,
2615141,,,
2615142,,,
261515,,,
261516,,,
261517,,,
261518,,,
2615113,13,13,13
2615114,,,
2617283,,,
2617284,,,
2617285,1,,1
2617286,,,
2617287,,,
2617288,,,
2617289,111,18,111
2617281,,,
26172813,,,
26172851,,,
261728521,,,
261728522,,,
26172853,,,
26172854,,,
26172855,,,
26172856,,,
26172857,,,
26172858,,,
26172859,,,
2617286,,,
26172861,,,
26172862,,,
26172863,,,
26172864,,,
26172865,14,1,14
26172866,,,
26191,,,
26192,,,
26193,,,
26194,,,
26195,,,
26213,,,
26214,127,1,127
26215,9,63,9
26216,,,
26217,,,
26218,17,17,17
26219,,,
26211,,,
262111,,,
262113,,,
262114,,,
262115,,,
262116,,,
262117,,,
262118,,,
262119,,,
26212,,,
262121,,,
262122,,,
262123,,,
262124,,,
262125,,,
262111,,,
262112,,,
262113,,,
262114,,,
262115,,,
262116,,,
262111,,,
2621111,,,
2621112,,,
2621113,,,
2621114,,,
2621115,,,
2621116,,,
262121,,,
262122,,,
262123,,,
262124,,,
262125,,,
262126,,,
262127,,,
262129,,,
262121,,,
2621211,,,
2621212,,,
2621213,,,
2621214,,,
2623951,,,
2623952,,,
2623953,,,
2623958,,,
2623959,,,
2623951,,,
26239511,,,
26239512,,,
26239513,,,
26239514,5,4,5
26239515,1,1,1
26239516,1,,1
26252,7,7,7
26253,345,39,345
26255,,,
26256,184,154,158
26257,,,
26258,,,
26259,,,
26251,,,
262511,,,
262512,,,
262513,,,
262514,,,
262515,,,
262516,,,
262517,,,
262518,,,
262519,,,
26252,,,
262521,,,
262522,,,
262523,,,
262524,,,
262525,,,
262526,84,84,84
262527,,,
262528,,,
262529,,,
26253,,,
262531,,,
262532,,,
262533,,,
262534,,,
262535,,,
262536,,,
262537,,,
262538,,,
262539,,,
26254,,,
262541,,,
26271,,,
262711,,,
262712,,,
262715,,,
262716,,,
262717,,,
262718,,,
262719,,,
26272,,,
262721,46,46,46
262722,,,
26291,,,
26292,,,
26293,,,
26294,,,
26295,,,
26298,,,
26299,,,
26291,,,
262911,,,
262912,,,
262913,,,
262914,,,
262915,6,6,6
2631961,,,
2631962,33,33,33
2631963,,,
2631964,,,
2631965,,,
2631966,,,
2631967,,,
2631968,,,
2633971,,,
2633972,,,
2633973,7,48,7
2633974,57,41,57
2633975,,,
2633976,,,
2633977,,,
2633978,,,
2633979,,,
2633971,,,
26339711,,,
2633981,,,
2633982,,,
2633983,,,
26351,,,
26352,,,
26353,,,
26354,11,1,11
26355,,,
26356,24,13,24
26357,,,
26358,,,
26359,,,
26351,,,
263513,,,
2637114,,,
2637115,,,
2637117,,,
2637118,,,
2637121,,,
2637123,,,
2637124,,,
263713,,,
263714,,,
263715,,,
263716,,,
2637171,,,
2637172,1,1,1
2637181,,,
2637182,82,75,82
2637191,,,
2637192,,,
2637111,,,
2637112,,,
26371111,,,
26371114,,,
2637112,,,
2639961,,,
2639962,,,
2639963,,,
2639964,,,
2639965,,,
2641971,,,
2641972,,,
2641973,,,
2641974,,,
2641975,,,
2641976,,,
2641977,,,
2641978,11,1,3
2641979,7,,7
2641971,7,6,7
26419711,,,
2643951,,,
2643952,1,,1
2643953,,,
2643954,,,
2643955,33,33,33
2643956,,,
2643957,4,4,4
2645211,,,
2645212,,,
2645213,,,
2645214,,,
2645221,,,
2645222,14,1,14
2645232,,,
2645233,,,
2645234,,,
2645242,,,
2645243,,,
2645244,,,
264525,,,
2645261,,,
2645262,,,
264527,,,
264528,,,
2645291,163,162,163
2645292,,,
2645211,,,
2645212,,,
2645211,,,
26452121,,,
26452122,,,
26452131,,,
26452132,,,
26452141,,,
26452142,,,
2647971,,,
2647972,,,
2647973,,,
2647974,,,
2647975,,,
2647976,4,3,4
2647977,,,
2647978,28,23,28
26491,,,
26492,,,
26493,,,
26494,25,25,25
26495,,,
26496,,,
26497,,,
26498,,,
26499,27,27,27
26491,,,
264911,2,2,2
264912,,,
264913,,,
264914,128,89,6
264915,57,45,57
264916,14,9,14
264917,,,
264918,,,
264919,,,
26492,,,
264922,,,
264923,16,9,16
264924,,,
264926,,,
264927,,,
264928,243,26,243
264929,,,
26493,,,
264931,,,
264932,,,
264933,,,
264934,,,
264935,,,
264936,111,11,111
264937,114,88,114
264938,,,
26494,,,
2649111,,,
26491111,,,
26491112,,,
26491113,,,
26491114,,,
26491115,,,
2649121,,,
2649122,,,
2649134,,,
2649135,,,
2649151,,,
2649152,,,
2649153,,,
2649154,,,
2649163,,,
2649164,,,
2649161,,,
264917,,,
2649181,,,
26491811,,,
26491812,,,
26491813,,,
2649191,,,
26491911,,,
26491912,,,
2649111,,,
26491111,,,
26491112,,,
26491129,,,
26491121,,,
264911211,,,
264911212,,,
264911213,,,
264911214,,,
26491131,,,
26491132,,,
26491141,,,
26491142,,,
26491152,,,
26491153,,,
26491155,,,
26491158,,,
26491161,,,
26491161,,,
26491171,,,
264911711,,,
264911712,,,
264911713,,,
264911714,,,
2649118,,,
26491191,,,
26491192,,,
2649123,,,
2649126,,,
2649127,,,
2649128,,,
2649129,,,
2649121,,,
26491221,,,
26491222,,,
26491231,33,33,33
264912311,,,
26491241,,,
26491242,,,
26491251,,,
26491253,,,
26491254,,,
26491261,,,
26491262,,,
26491263,,,
26491272,,,
26491273,,,
26491274,,,
26491281,,,
26491282,,,
26491294,,,
26491295,,,
26491296,,,
26491297,,,
2649131,,,
2649132,,,
26491311,,,
264913111,,,
264913112,,,
264913113,,,
26491322,,,
26491324,,,
26491331,,,
26491341,,,
26491342,,,
2649135,,,
2649136,,,
264998,,,
2649981,,,
26511,,,
26512,,,
26513,1991,1327,1976
26514,,,
26515,,,
26516,,,
26517,14,7,14
26518,,,
26519,,,
2653951,,,
2653952,,,
2653953,36,36,36
2653954,,,
2653955,,,
2653956,1,1,1
2653957,,,
26555511,,,
26555512,,,
2655552,,,
2655553,,,
2655554,,,
2655555,,,
2655556,24,24,24
2655557,69,67,69
2655558,,,
2655559,,,
2655551,9,1,9
26555511,28,28,28
26555512,148,148,75
26555513,198,197,198
26555514,81,81,81
26555515,,,
26571,,,
26572,,,
26573,,,
26574,,,
26575,35,34,17
26576,,,
26577,,,
26578,,,
26579,,,
26571,,,
265951,,,
265952,,,
265953,,,
265954,,,
265955,,,
265956,,,
265957,17,17,17
265958,26,19,9
265959,,,
265951,,,
2659511,,,
2659512,,,
26611,,,
26612,,,
26613,,,
26614,,,
26615,,,
26616,,,
26617,,,
26618,,,
26619,8,8,8
26611,,,
2663951,,,
2663952,,,
2663953,,,
2663954,,,
2663955,,,
2663956,,,
2663957,,,
2663958,,,
2663959,,,
2663951,61,61,61
26639511,,,
26639512,,,
26651,,,
26654,,,
26656,,,
26657,2,14,2
26658,26,23,26
26651,,,
266512,,,
2665173,,,
26652,,,
2665211,,,
266522,,,
266523,1,79,1
266526,,,
266527,,,
266528,,,
2665291,,,
2665292,,,
2665313,,,
266532,,,
2665331,,,
2665332,,,
266534,,,
266535,133,14,133
2665361,,,
2665362,,,
266537,,,
2665381,,,
2665382,,,
2665391,,,
2665392,28,24,28
26654,12,6,12
266541,,,
2665431,,,
2665432,,,
2665442,,,
2665443,,,
2665449,,,
26654491,,,
26654492,,,
26654493,,,
26654494,,,
266545,9,9,9
266546,,,
266547,,,
2665481,,,
2665482,,,
2665491,,,
2665492,,,
266551,,,
266552,,,
266551,,,
2665521,,,
2665522,,,
2665532,,,
2665533,,,
2665534,34,31,34
2665541,,,
2665542,,,
2665551,,,
2665552,,,
266556,,,
266557,,,
266558,,,
266559,,,
266561,,,
266562,,,
266561,,,
266562,,,
2665631,,,
2665632,,,
2665641,,,
2665642,,,
266565,,,
266566,345,279,299
266567,438,41,438
266568,133,123,133
26657,,,
266598,,,
2665981,,,
2665982,,,
2665983,,,
266731,,,
266732,,,
266733,,,
266734,,,
2667312,,,
2667313,,,
2667314,,,
2667315,,,
2667316,,,
2667317,79,7,79
2667319,,,
2667321,,,
26679822,,,
26691,,,
26692,,,
26693,,,
26694,12,13,12
26695,,,
26696,,,
26697,,,
26698,,,
26699,,,
26711,,,
26712,,,
26713,,,
26714,,,
26715,,,
26731,,,
26732,,,
26733,,,
26734,,,
26735,,,
26736,,,
26737,,,
26738,,,
26739,,,
2673941,,,
2673942,,,
2673943,,,
2673944,3,3,3
2673945,17,68,71
2673946,,,
26751,,,
26752,,,
26754,,,
26755,,,
26756,,,
26758,,,
26759,14,14,14
26751,88,45,78
267511,,,
267512,46,46,46
267513,,,
26755,,,
267551,,,
267552,,,
2675531,,,
2675532,,,
267554,,,
267555,,,
267556,,,
267557,,,
267558,,,
267559,,,
26756,,,
267561,,,
267562,,,
2675631,,,
2675633,5,5,5
2675634,,,
2675641,,,
2675642,,,
267565,,,
267566,,,
2675671,,,
2675672,,,
2675681,,,
2675683,,,
2675684,,,
267569,,,
26771,3,3,3
267721,593,39,593
267722,,,
26773,,,
26775,6,3,6
26776,82,78,82
26779,,,
26771,181,18,181
267711,,,
267712,,,
267713,,,
2677151,,,
2677152,,,
2677153,,,
2677154,,,
2677156,,,
2677157,,,
2677161,,,
2677163,,,
2677164,,,
2677171,9,2,9
2677172,,,
2677181,391,391,391
2677182,,,
2677183,,,
2677195,,,
2677196,,,
2677197,,,
267722,,,
267723,,,
267724,,,
267725,,,
2677211,,,
2677212,,,
2677221,,,
2677222,,,
2677261,,,
267727,,,
2677281,,,
2677282,,,
2677291,,,
2677293,,,
2677294,,,
2677295,,,
267732,,,
267733,,,
267734,,,
2677332,,,
267734,,,
267735,,,
2677551,,,
2677552,28,28,28
2677612,,,
2677613,,,
2677661,,,
2677671,,,
2677672,,,
2679952,,,
2679953,,,
2679954,,,
26799561,,,
26799562,,,
26811,,,
26812,,,
26813,,,
26814,,,
26815,,,
26816,,,
26817,,,
26818,,,
26819,6,3,6
26811,,,
2681111,15,5,15
2681112,6,5,6
268112,,,
268113,,,
268114,18,95,18
268115,,,
268116,,,
268117,,,
268118,,,
268119,196,196,196
26812,1139,974,178
268121,145,112,145
268122,,,
268123,,,
268124,,,
268125,116,115,116
268126,,,
268127,,,
268128,28,14,28
268129,72,72,72
26813,32,,32
268131,,,
268132,,,
268133,,,
268134,,,
268135,244,238,244
268136,,,
268137,,,
268138,,,
268139,,,
26814,,,
268141,,,
268142,,,
268143,,,
268144,,,
268145,,,
268146,,,
2681111,,,
2681112,,,
268112,,,
2681131,,,
2681132,,,
2681141,,,
2681142,,,
268116,,,
268117,,,
2681181,,,
2681182,,,
2681192,,,
2681193,,,
2681194,,,
2681111,,,
2681112,,,
26811111,,,
26811112,,,
2681112,,,
26811131,,,
26811132,,,
26811141,,,
26811143,,,
26811145,,,
26811146,,,
2681115,14,14,14
2681116,,,
26811171,,,
26811172,,,
26811181,,,
26811183,,,
26811184,,,
26811191,,,
26811192,,,
2681122,,,
2681123,,,
2681124,,,
26811221,,,
26811222,,,
26811223,,,
2681123,,,
2681124,,,
2681125,,,
26811264,,,
26811265,,,
26811266,,,
26811267,2,2,2
26811268,,,
26811271,,,
26811272,,,
26811273,,,
2681128,4,33,4
26811291,,,
26811292,,,
268113,,,
2681131,7,6,7
2681132,,,
2681133,,,
2681134,,,
2681135,,,
2681136,,,
2681137,,,
26811381,,,
26811382,,,
2681139,,,
268114,,,
2681141,,,
2681142,,,
2681143,,,
26811451,,,
26811452,,,
26811461,,,
26811462,,,
26811471,,,
26811473,,,
26811474,9,8,9
26811483,,,
26811484,,,
26811485,,,
26811486,,,
26811487,,,
26831,,,
2683981,,,
2685961,2,,2
26859611,,,
26859612,35,29,35
26859613,,,
268733,,,
2687335,,,
2687331,,,
26873315,,,
2687332,,,
26873325,,,
2687333,,,
26873335,,,
2687334,,,
26873345,,,
2687336,,,
26873365,,,
2687337,,,
26873375,25,24,25
2687338,,,
26873385,,,
2687339,,,
26873395,,,
268734,,,
2687345,1,8,1
2687341,,,
26873415,,,
2687342,,,
26873421,,,
2689971,,,
2689972,,,
2689973,,,
2689974,,,
2689975,,,
2689976,,,
269161,,,
2691631,,,
2691632,,,
2691641,,,
2691642,,,
269165,,,
269166,,,
269167,,,
269168,18,18,18
2691612,,,
26916131,22,18,22
26916132,44,37,44
2691614,6,56,6
2691615,,,
2691616,,,
2691617,,,
2691618,,,
2691619,,,
269162,,,
2691621,,,
2691622,,,
2691623,,,
2691624,,,
2693711,,,
2693713,,,
2693715,,,
2693717,,,
2693711,,,
269371211,,,
269371212,,,
269371261,,,
269371262,,,
26937131,,,
26937133,,,
26937135,,,
26937137,,,
2693721,,,
26937211,,,
26937221,,,
26937223,,,
26937225,,,
26937241,,,
26937242,,,
26937243,,,
2693725,,,
26937251,81,59,62
26937311,,,
26937312,,,
2693736,,,
26937311,,,
26937321,,,
26937331,,,
269373361,,,
269373362,,,
2693742,,,
2693743,,,
2693745,,,
2693746,,,
2693747,,,
2693748,,,
2693749,,,
26937411,,,
269374161,,,
269374162,,,
269374221,,,
269374222,,,
269374241,6,6,6
269374242,,,
26937425,,,
26937427,,,
26937429,,,
26937433,,,
26937434,,,
26937435,,,
26937436,,,
26937437,,,
26937438,,,
26937439,,,
26937442,,,
26937444,,,
26937446,,,
26937447,,,
26937448,,,
26937449,,,
2695961,,,
2695962,,,
269598,,,
2697951,,,
2697952,,,
2697953,,,
2697954,,,
2697955,2,2,2
2699267,,,
269921,,,
2699211,,,
