FIPS,Total Population,Area Land,Internet Total,No Internet Access
482012404001,3675,6.318402,1329,205
482012404002,4625,1.749773,1049,332
482012405011,5230,1.136791,1770,353
482012405012,1438,0.1325944,572,186
482012405021,1179,0.1089476,493,78
482012405022,2221,0.06191148,769,340
482012405023,2579,0.07672043,834,124
482012406001,2790,0.9461341,1027,330
482012407011,6301,0.8379579,2258,266
482012407012,7784,2.018941,2584,490
482012407021,2730,1.627265,863,99
482012407022,11321,2.334879,3151,104
482012408011,1110,0.3439136,616,199
482012408012,1624,0.204994,911,276
482012408013,1808,0.3412811,694,118
482012408014,906,0.235215,429,81
482012408021,3622,3.512399,1154,144
482012408022,3237,1.175986,1142,35
482012409011,3960,1.003139,1046,133
482012409012,7439,1.225106,2340,174
482012409021,1105,2.106542,427,51
482012409022,10492,1.930954,3404,143
482012409023,2898,0.2199755,652,126
482012409024,2163,0.3686843,637,69
482012410001,968,0.7013156,386,52
482012410002,3422,0.6775661,1164,57
482012410003,2204,4.154785,665,147
482012410004,2776,1.08229,814,106
482012411011,2405,0.2982863,798,64
482012411012,2614,0.4919656,813,58
482012411021,1667,0.1677263,468,0
482012411022,963,0.3521742,376,133
482012411023,1643,0.3308235,632,17
482012411024,6744,1.470677,2188,163
482012411025,1756,0.2243898,587,0
482012411031,2571,0.4561789,1007,219
482012411032,1757,0.6179805,580,19
482012412001,5529,1.233968,1810,119
482012412002,1356,0.20635,422,36
482012412003,1266,0.4556094,534,93
482012413001,2680,1.15198,991,42
482012413002,3210,2.52125,1115,21
482012413003,6174,2.92616,1952,178
482012414001,3187,0.763831,1122,73
482012414002,4110,1.958311,1563,24
482012414003,2499,1.471022,601,0
482012415001,2253,3.177926,1234,182
482012415002,1397,2.442462,526,171
482012415003,3328,6.495595,1191,210
482012415004,933,0.7815747,213,20
482012501001,1090,1.207696,347,37
482012501002,3284,1.944225,1086,20
482012501003,5038,2.331287,1258,0
482012502001,2210,0.5445334,728,185
482012502002,8801,1.809765,2341,185
482012503011,4848,2.843634,634,49
482012503012,7128,1.699425,2536,172
482012503021,7302,1.215264,2344,0
482012503022,1682,0.2532907,510,36
482012503023,2657,0.4664107,869,0
482012504011,10531,1.547148,3127,155
482012504012,2148,0.2626387,719,21
482012504021,17433,6.456428,5255,121
482012504022,201,0.3536352,110,0
482012504023,5195,0.796667,2124,286
482012505001,3958,1.29771,1375,43
482012505002,2452,0.4630936,801,32
482012506001,1864,0.4015965,587,80
482012506002,1050,0.8146023,531,80
482012506003,2152,0.5142193,1017,290
482012506004,1252,0.3660403,489,65
482012506005,1481,3.292847,716,34
482012507011,2484,0.5887765,729,78
482012507012,675,5.542151,359,118
482012507013,2618,0.6162863,858,30
482012507021,2469,0.3927883,761,0
482012507022,2290,0.7660499,865,16
482012508001,2305,0.4269471,661,26
482012508002,2359,0.7499255,977,44
482012508003,4248,1.502097,1376,0
482012509001,1167,0.3547777,347,11
482012509002,3527,1.318791,1588,94
482012509003,1126,0.6850186,359,0
482012509004,3797,2.080328,1093,0
482012510001,1473,1.588351,678,19
482012510002,1220,1.400474,463,16
482012511001,1450,0.3417301,552,7
482012511002,824,0.3868099,368,0
482012511003,1715,1.035207,737,55
482012511004,554,1.035153,205,11
482012511005,2534,1.256644,917,29
482012512001,2026,0.3776589,699,0
482012512002,3045,0.4760848,1054,0
482012512003,1818,0.485193,522,21
482012513001,1621,0.4489936,546,0
482012513002,1743,0.3632295,605,0
482012513003,1064,0.3585213,364,0
482012513004,1796,0.9530882,677,0
482012513005,830,0.3996617,325,0
482012514011,2987,0.465106,906,0
482012514021,2247,0.5060803,892,57
482012514022,1632,0.3059964,539,0
482012514023,2387,0.2188389,782,0
482012515011,6002,6.891918,1759,33
482012515021,2191,0.3891968,709,0
482012515022,1782,0.3157084,517,0
482012515023,1366,0.260229,426,0
482012515024,2094,0.5255464,685,17
482012515025,1035,0.2433478,486,49
482012515026,835,0.3670685,354,23
482012515031,2402,0.3583106,787,5
482012516001,1762,10.62662,591,84
482012516002,4843,11.75832,1496,149
482012517001,1921,8.976944,596,153
482012517002,2461,1.611973,904,124
482012517003,1746,2.297898,708,176
482012517004,2373,14.71669,821,37
482012518001,2047,13.9786,680,135
482012519011,4099,1.915513,1274,84
482012519012,731,0.6152812,213,20
482012519013,2525,5.347329,939,38
482012519014,3532,8.431454,1354,260
482012519021,1381,3.736935,635,81
482012519022,1934,1.704917,702,16
482012519023,2918,0.9237919,928,0
482012520001,21439,15.56559,6793,200
482012521001,2392,8.958167,760,100
482012522001,1895,0.8881192,407,47
482012522002,8058,7.479045,2696,290
482012523011,4071,0.4837517,1019,67
482012523012,913,0.2858106,357,18
482012523013,4286,0.2826588,1178,80
482012523021,10339,2.250325,2917,159
482012523022,514,0.3360282,210,41
482012523023,4082,0.3793593,1082,182
482012524001,2829,0.3264174,788,112
482012524002,1610,0.3701604,467,158
482012524003,245,0.8366966,162,0
482012524004,1777,0.5214225,597,14
482012525001,950,9.612416,338,86
482012525002,270,1.271604,108,42
482012525003,872,0.3186559,281,34
482012525004,2116,0.4817501,647,114
482012526001,1762,0.9064969,526,181
482012526002,2736,0.4636377,669,126
482012526003,2177,9.878634,479,56
482012526004,2176,1.557644,668,89
482012527001,1647,6.418702,557,94
482012527002,1667,1.464197,680,117
482012527003,787,10.26581,343,90
482012528001,2972,7.192685,1124,396
482012528002,2829,12.06903,818,297
482012528003,1255,4.292916,437,182
482012529001,1810,0.9088498,600,17
482012529002,610,0.6731992,266,27
482012529003,2710,1.696681,994,92
482012529004,1718,1.062188,605,137
482012529005,2060,1.094128,684,110
482012530001,345,0.4162035,231,78
482012530002,1318,0.7270559,353,32
482012530003,2803,4.621983,932,118
482012531001,6937,10.10958,2054,101
482012531002,5421,1.032855,1572,49
482012532001,2570,2.002691,711,14
482012532002,1406,5.323015,617,170
482012532003,1518,4.540576,503,92
482012532004,2147,1.216973,762,70
482012532005,2378,0.9730663,769,87
482012533001,1951,0.7068983,639,16
482012533002,1562,2.281243,542,89
482012534001,623,4.95556,201,51
482012535001,4179,0.5964205,1456,57
482012535002,1379,0.3396413,511,54
482012535003,2727,1.175102,870,243
482012535004,1531,0.1451891,384,10
482012536001,551,0.3360247,273,63
482012536002,609,0.2054666,356,0
482012536003,1801,0.8619287,775,128
482012536004,3686,0.7153728,1298,193
482012537001,1214,0.1820916,267,37
482012537002,1271,0.4707759,560,14
482012537003,1579,0.4956004,537,111
482012537004,1749,0.4112787,593,243
482012538001,2140,0.5912977,704,52
482012538002,2404,0.955772,735,65
482012538003,1974,0.7005079,554,165
482012538004,1519,0.6646792,639,89
482012539001,1388,0.433624,706,206
482012539002,776,0.9570523,311,34
482012539003,1690,0.3099323,549,120
482012540001,2683,0.4759335,807,178
482012540002,1349,0.5137406,608,89
482012541001,1600,0.5004301,563,222
482012541002,812,0.2388749,182,28
482012541003,1467,0.2986917,469,185
482012541004,1305,0.1979264,438,116
482012542001,800,0.1536335,241,31
482012542002,1019,0.2142863,314,67
482012542003,801,0.1182836,241,32
482012543001,890,0.1734765,306,83
482012543002,1377,0.217311,413,42
482012543003,1481,0.514107,644,152
482012543004,1390,0.270658,445,76
482012544001,878,0.4909826,309,56
482012544002,751,0.1063854,217,80
482012544003,703,0.3594839,203,71
482012544004,639,0.1043217,221,97
482012545001,656,0.9064358,232,60
482012545002,1231,0.994495,363,111
482012546001,1152,0.1381292,276,52
482012546002,1406,0.851109,516,179
482012546003,1120,0.9329078,361,27
482012547001,2397,5.491488,882,91
482013101001,2798,0.4583473,1259,267
482013101002,2548,0.8253652,1397,48
482013102001,1912,0.7214663,949,26
482013103001,641,0.1087947,316,56
482013103002,964,0.0873699,350,95
482013103003,782,0.4314344,277,58
482013103004,912,0.09791242,437,61
482013103005,674,0.07353818,232,72
482013103006,867,0.06933932,313,11
482013104001,1994,0.3341861,531,114
482013104002,725,0.1632884,330,87
482013104003,711,0.1621764,407,149
482013105001,1057,0.6973461,354,126
482013105002,1752,0.2520591,469,198
482013105003,1630,0.2122346,552,139
482013106001,917,0.2271223,320,70
482013106002,1932,0.1477872,725,158
482013106003,730,0.09431048,305,142
482013106004,406,0.1071924,199,58
482013106005,1422,0.1092353,473,126
482013107001,2365,0.3209026,586,99
482013107002,2217,0.430268,762,230
482013108001,1300,0.5254793,483,132
482013108002,1343,0.2079539,513,109
482013109001,753,0.1103225,273,57
482013109002,1343,0.1479312,429,120
482013109003,1217,0.1278431,472,184
482013109004,665,0.1571841,221,32
482013109005,1464,0.1286168,434,82
482013110001,796,0.2382131,285,92
482013110002,705,0.1822688,266,97
482013110003,1376,0.1562088,526,217
482013110004,1054,0.1577594,409,80
482013110005,1823,0.1628394,584,240
482013111001,956,0.3932547,306,141
482013111002,1015,0.1559119,300,88
482013111003,1637,0.1868966,440,111
482013111004,1696,0.2113431,574,281
482013112001,1961,0.2971072,625,184
482013112002,1840,0.225181,653,192
482013112003,1121,0.6168376,480,119
482013113001,1165,0.2051589,371,97
482013113002,2113,0.1428455,608,95
482013113003,1637,0.2174941,452,111
482013114001,1667,0.9041305,485,165
482013115001,1235,0.3604152,385,136
482013115002,1506,0.1562177,485,157
482013115003,3204,0.2413038,715,270
482013115004,1598,0.1399883,560,187
482013116001,1135,0.01996727,359,171
482013116002,2106,0.03257621,854,304
482013116003,682,0.1371072,194,66
482013117001,3271,0.5516431,1134,193
482013117002,2470,0.5091754,650,117
482013118001,1475,0.2048102,452,75
482013118002,1588,0.6276755,384,71
482013118003,1522,0.1133187,397,106
482013119001,1110,0.2420764,302,89
482013119002,1344,0.5588709,396,96
482013120001,1070,0.4141594,333,68
482013120002,3500,0.2961462,263,27
482013121001,4030,0.5142224,0,0
482013122001,446,0.1879152,187,75
482013122002,1014,0.09641319,339,187
482013122003,479,0.1353755,230,81
482013123001,1131,0.2931446,506,93
482013123002,834,0.251761,375,142
482013124001,999,0.1624228,490,197
482013124002,471,0.1169002,240,106
482013124003,586,0.1387574,250,77
482013125001,1804,0.3788234,947,46
482013125002,1666,0.3126149,736,41
482013126001,3591,0.1779761,1801,99
482013126002,1802,0.2505907,974,54
482013126003,720,0.203611,333,70
482013126004,1910,0.2023141,955,54
482013127001,655,0.1163928,282,44
482013127002,1119,0.111526,531,36
482013127003,295,0.08341969,241,101
482013128001,1763,0.1968082,559,215
482013128002,1050,0.1641455,183,43
482013129001,2943,0.3253386,1153,341
482013129002,1418,0.2242308,571,51
482013130001,835,0.1324496,320,20
482013130002,1163,0.1779645,453,34
482013130003,738,0.1134156,464,188
482013131001,3176,1.017336,1525,9
482013131002,873,0.4840926,456,0
482013132001,1234,0.3291262,550,37
482013132002,694,0.2174605,287,18
482013132003,1340,0.3381263,623,151
482013132004,730,0.2943817,308,16
482013133001,1193,0.3530816,565,153
482013133002,1298,0.5233202,482,85
482013134001,887,0.2505309,430,192
482013134002,2085,0.4668813,953,148
482013135001,778,0.1544552,234,61
482013135002,961,0.1696514,318,105
482013135003,1053,0.3043053,271,80
482013136001,1198,0.3200949,542,254
482013136002,1802,0.273724,642,181
482013136003,1650,0.3004354,643,247
482013137001,637,0.162678,281,47
482013137002,1573,0.3482974,662,276
482013138001,1134,0.2162748,429,182
482013138002,729,0.1304489,417,108
482013138003,741,0.2048681,307,101
482013138004,1823,0.2981631,645,118
482013139001,2317,0.823278,1197,14
482013139002,1294,0.1381481,712,31
482013139003,1012,0.1097851,618,79
482013140011,103,0.3900157,15,0
482013140012,531,0.04664114,317,0
482013140013,2082,0.1085461,1232,20
482013140021,1226,0.05255739,783,78
482013140022,962,0.09234058,434,0
482013140023,1524,0.2501502,844,0
482013140024,779,0.05457284,519,78
482013140025,2420,0.2615001,1312,56
482013143001,720,0.1304855,440,122
482013143002,1002,0.3336556,629,16
482013143003,2168,0.1217554,1099,206
482013144001,1452,0.1577498,764,99
482013144002,2075,0.7620383,1115,21
482013201001,1489,0.2101496,590,263
482013201002,1322,0.1697575,385,50
482013202001,2005,0.6878051,600,171
482013202002,438,0.166834,162,41
482013202003,584,0.4118378,252,85
482013202004,2410,0.2735156,747,194
482013205001,2441,1.920228,621,166
482013205002,2142,0.2167045,602,58
482013206011,2512,0.5259503,802,167
482013206021,1532,0.1656332,667,234
482013206022,1866,0.2472181,442,4
482013206023,1562,0.1716236,374,30
482013207001,3677,0.3633468,1227,163
482013207002,1153,0.966635,395,106
482013208001,1262,0.2979802,307,129
482013208002,1540,0.2770306,524,122
482013208003,2355,0.5537157,662,95
482013209001,1225,0.1383145,546,140
482013209002,1980,0.262997,552,31
482013209003,2040,0.2690785,558,50
482013209004,2046,0.223779,586,54
482013210001,1793,0.1857893,368,16
482013210002,1409,0.4771281,371,94
482013210003,2160,0.08376487,756,74
482013210004,1380,0.4199294,325,42
482013210005,2808,0.3634727,742,56
482013211001,4460,1.147505,1548,142
482013211002,2585,0.8149389,762,33
482013211003,1424,0.1748877,359,35
482013212001,2430,0.4163892,753,145
482013212002,1600,0.7268786,460,60
482013213001,2811,0.1237234,863,48
482013213002,1669,0.08683129,607,73
482013213003,2285,0.3912918,514,27
482013214011,2928,0.5097143,747,123
482013214012,1791,0.287562,448,108
482013214021,883,0.1450698,299,78
482013214022,1074,0.2498278,288,68
482013214023,2455,0.3677785,625,178
482013215001,3299,0.3634739,950,386
482013216001,1839,0.2457679,473,78
482013216002,888,0.1873858,233,14
482013216003,1908,0.2979211,559,68
482013216004,1452,0.2243925,385,15
482013216005,826,0.1595571,224,17
482013217001,1642,0.3303668,484,43
482013217002,1798,0.4153455,518,138
482013218001,2200,0.2135133,521,58
482013218002,1955,0.2903168,570,152
482013219001,1463,0.305491,286,24
482013219002,1751,0.1735228,417,70
482013219003,1312,0.3144991,371,44
482013219004,1480,0.1596239,422,106
482013220001,1196,0.07495131,377,73
482013220002,821,0.09098961,273,53
482013220003,2895,0.103753,830,72
482013221001,1773,0.2512402,512,21
482013221002,764,0.2198902,237,82
482013221003,1709,0.3684036,438,65
482013222001,1633,0.3648488,491,113
482013226001,1918,0.4326147,563,46
482013226002,2109,0.3148042,553,47
482013226003,1489,0.2201489,505,28
482013227001,1741,0.3056504,458,71
482013227002,1750,0.1465679,531,173
482013227003,1907,0.1611923,513,60
482013227004,1604,0.1853669,499,15
482013228001,2042,0.2995493,454,21
482013228002,1194,0.1320168,281,25
482013228003,1971,0.3105841,493,58
482013228004,1789,0.4589882,463,86
482013229001,2048,0.327971,584,106
482013229002,762,0.06474084,175,51
482013229003,1284,0.248883,320,39
482013230001,3535,0.3641171,842,221
482013230002,1476,0.08043473,509,33
482013230003,1859,0.09569813,684,213
482013231001,1945,0.5432963,486,26
482013231002,2121,0.2503884,683,118
482013232001,2220,0.2795175,535,40
482013232002,1737,0.1310728,555,115
482013232003,582,0.1966909,165,16
482013232004,1188,0.2060191,329,47
482013233001,1863,0.3581387,718,139
482013233002,1447,0.147808,388,9
482013234001,3242,0.254185,803,95
482013234002,2057,0.1934264,519,79
482013234003,1935,0.1974384,547,53
482013234004,1402,0.123201,368,72
482013235001,2966,0.3632588,976,184
482013235002,1502,0.2859176,462,79
482013235003,1203,0.3824014,426,44
482013236001,1493,0.5925846,1011,172
482013236002,1432,0.5089024,540,0
482013236003,3964,0.4040247,1235,64
482013236004,1658,0.4208842,533,40
482013237011,1412,0.3979617,507,70
482013237012,1450,0.2850052,458,0
482013237013,2072,0.2093971,889,107
482013237021,2410,0.2500251,828,42
482013237022,773,0.1589791,275,67
482013238011,1865,0.2744244,617,81
482013238012,1955,0.2412648,557,69
482013238021,3080,0.4558677,962,100
482013238022,1938,0.4755149,631,84
482013239001,2152,0.3810724,772,172
482013239002,1800,0.7205585,686,81
482013240001,2110,0.6530938,613,64
482013240002,3343,2.428889,1230,87
482013241001,1335,0.125723,327,60
482013241002,1014,0.6567548,297,70
482013241003,774,6.066922,282,104
482013241004,853,0.2607062,251,9
482013241005,1487,0.1260983,385,83
482013242001,1087,2.496563,381,140
482013301001,1857,0.117233,434,60
482013301002,1159,0.1394431,420,98
482013301003,3178,0.1882101,793,305
482013301004,3395,0.5481609,830,113
482013302001,2435,1.341869,614,125
482013302002,2003,0.3659662,687,149
482013303011,6001,0.9425746,1524,219
482013303012,2736,0.2992172,720,147
482013303021,2885,0.9681049,750,97
482013303022,1904,0.2703217,489,182
482013303023,1751,1.146554,516,122
482013303031,1596,0.4535056,532,159
482013303032,1528,1.008247,588,45
482013303033,1107,0.5553848,510,101
482013304001,1123,0.415783,289,101
482013304002,2031,0.6410539,563,85
482013304003,1709,0.6226021,667,283
482013305001,2200,0.530597,611,109
482013305002,1189,0.1695286,387,135
482013305003,1593,0.346353,339,56
482013306001,1866,0.2950149,523,41
482013306002,1778,0.6276461,671,211
482013306003,740,0.1246461,293,56
482013306004,2855,0.3762531,690,75
482013307001,5798,1.932743,1546,266
482013307002,1444,0.2616051,379,85
482013307003,2724,0.2100732,579,76
482013308001,5159,5.658385,1525,126
482013308002,8657,6.362015,3112,235
482013309001,9310,1.726851,3467,246
482013309002,3044,1.656534,635,106
482013309003,930,0.4430986,208,8
482013311001,601,0.1271342,204,81
482013311002,1194,0.2357096,378,176
482013311003,1156,0.2849894,344,108
482013311004,1344,0.5992448,608,157
482013312001,1776,0.3555341,522,107
482013312002,1861,1.013631,906,320
482013313001,911,0.6778599,333,93
482013313002,1202,0.3145185,452,156
482013313003,1480,0.5527921,405,102
482013313004,1627,0.2034542,511,119
482013314001,2414,0.6052171,1147,529
482013315001,808,0.2435254,308,38
482013315002,713,0.1336728,275,15
482013315003,1075,0.1179975,271,67
482013315004,1696,0.2208979,490,0
482013315005,1719,0.2756059,387,100
482013315006,4247,2.5918,1272,155
482013316011,2253,0.5107337,829,104
482013316012,2216,0.3761021,862,215
482013316013,1479,0.1598424,465,46
482013316014,814,0.1416119,324,154
482013316021,1006,1.754109,300,66
482013316022,940,0.5551192,364,91
482013317001,3511,1.228522,956,348
482013317002,562,0.1940835,201,22
482013317003,860,0.5518508,323,115
482013318001,2761,0.5860081,852,256
482013318002,1224,0.3055651,320,50
482013319001,1538,0.2580236,439,103
482013319002,1272,0.1850792,388,75
482013319003,1089,0.2062469,372,53
482013320001,2062,0.2883531,637,232
482013320002,1165,0.1117082,244,95
482013320003,2713,0.3069257,845,262
482013320004,845,0.1460598,284,60
482013321001,1547,0.2299092,444,120
482013321002,2041,0.1850209,505,83
482013322001,1549,0.2787399,466,56
482013322002,2727,0.7181863,692,243
482013322003,616,0.0998688,217,55
482013323001,1403,0.2254547,401,88
482013323002,1762,0.2273285,566,167
482013324001,1396,0.2556487,479,185
482013324002,1502,0.2090099,572,164
482013324003,1217,0.9434677,368,116
482013325001,1547,0.3015844,636,153
482013325002,1402,0.4478299,405,94
482013326001,1187,0.1498324,304,37
482013326002,3303,0.328766,908,94
482013326003,1827,0.6496304,634,118
482013326004,1042,0.1487644,290,6
482013327001,615,0.1626023,219,115
482013327002,1940,0.8150142,531,83
482013328001,1594,0.1963727,443,80
482013328002,1238,0.1376875,408,118
482013328003,2179,0.4191834,622,158
482013329001,2972,0.2754588,742,140
482013329002,2450,0.4375978,675,46
482013330001,2678,0.3055018,718,106
482013330002,1349,0.2756306,322,37
482013331001,1753,0.1606382,526,110
482013331002,2621,0.3026802,813,144
482013332011,2113,0.1414586,865,274
482013332012,1785,0.1626552,686,215
482013332013,793,0.1377354,282,19
482013332021,886,0.5639497,272,27
482013332022,1354,0.1846371,499,104
482013332023,2205,0.05216897,814,188
482013332024,1504,0.06332925,573,136
482013333001,1175,1.041498,361,25
482013333002,7180,0.7119817,2180,585
482013333003,1867,0.908171,501,122
482013335001,2411,0.1310064,630,116
482013335002,2173,0.3503761,655,119
482013335003,1652,0.2490919,774,267
482013336001,1646,0.5469589,371,58
482013336002,1230,0.4180251,339,15
482013336003,1576,0.4251043,473,52
482013337001,2326,0.6580598,649,130
482013337002,1239,2.798355,341,71
482013338001,2058,1.681133,584,69
482013338002,2493,0.3266131,639,289
482013338003,2688,0.5618709,830,84
482013338004,2154,0.4028235,559,85
482013338005,2127,0.3459224,553,97
482013339011,5955,0.7736758,1577,0
482013339012,4254,1.101294,1033,136
482013339021,3346,0.7280837,1140,197
482013339022,4436,0.5979854,1219,95
482013339023,1649,0.2093913,798,75
482013340011,1767,0.2297524,671,68
482013340012,1979,0.2852063,625,87
482013340021,639,0.216511,340,27
482013340022,1699,0.3004717,774,62
482013340031,2258,0.3175663,703,40
482013340032,1574,0.1220469,725,86
482013340033,2646,0.6272179,944,87
482013341001,1670,0.1652915,557,125
482013341002,10775,9.975681,4357,502
482013341003,918,0.1595915,287,0
482013341004,1340,0.2854013,560,48
482013401001,5607,1.719637,1793,116
482013401002,1350,1.535796,815,161
482013402011,415,6.535274,179,0
482013402012,1131,0.2767874,427,43
482013402021,3563,2.894879,1086,15
482013402022,1793,0.5130576,654,13
482013402031,1737,2.963886,644,0
482013402032,2252,1.338049,965,7
482013403011,1592,0.5924016,525,0
482013403012,2286,0.7821689,868,21
482013403021,2330,0.6146322,903,44
482013403022,1725,0.364165,590,0
482013403023,2673,0.3374436,886,42
482013404001,1319,0.6125916,522,4
482013405001,687,0.1272346,324,45
482013405002,2272,0.1695904,868,198
482013405003,1867,0.339024,939,19
482013405004,872,0.2525714,246,0
482013405005,1201,0.1953916,404,14
482013406001,1267,0.3871199,536,41
482013406002,1241,0.2404478,423,14
482013407001,2194,0.3153883,681,84
482013407002,2405,0.3648453,789,13
482013407003,2208,0.3703473,728,154
482013407004,1193,0.1841592,451,0
482013408001,1841,0.5068548,647,0
482013408002,1681,0.2748221,588,0
482013408003,2433,0.332439,818,0
482013409001,1970,0.2063114,688,23
482013409002,2552,1.327324,1278,46
482013410001,2007,0.1428783,873,167
482013410002,2157,0.524731,885,0
482013410003,2815,0.1789116,1357,0
482013410004,1780,0.3215281,869,187
482013411001,2642,0.7917531,1261,135
482013411002,1626,0.994449,545,32
482013412011,2113,1.824549,727,102
482013412012,1864,1.271039,886,21
482013412021,1195,0.5526165,585,39
482013412022,595,0.1047387,320,0
482013412023,1133,0.3781948,441,0
482013412024,1720,0.2930492,663,0
482013413011,1840,3.232391,782,170
482013413012,1572,1.129326,777,35
482013413013,1802,0.1119905,924,61
482013413021,1598,0.1979824,884,135
482013413022,1298,0.5652953,637,29
482013414001,1432,0.6096156,542,0
482013414002,1785,4.101495,589,16
482013414003,1683,0.4714362,727,0
482013415011,3067,0.9465055,1011,0
482013415012,1300,0.193136,746,57
482013415013,2100,0.3163084,693,5
482013415021,3540,0.7483745,1395,15
482013415022,836,0.3996964,516,30
482013416001,1518,0.7598869,462,11
482013416002,4178,1.280278,1595,73
482013416003,1109,5.301691,476,55
482013417001,1091,0.3437305,337,22
482013417002,1383,0.4461646,539,53
482013417003,602,0.2272358,219,30
482013418001,1473,0.8666257,507,23
482013418002,885,0.8264355,325,34
482013420011,1854,0.4676346,761,23
482013420012,2856,1.181677,877,32
482013420013,2334,0.3456595,680,22
482013420021,3352,1.406647,1347,21
482013421001,2013,0.9366885,610,18
482013421002,2310,0.7900531,839,59
482013422001,1971,0.6020437,631,67
482013422002,590,0.3104528,210,7
482013422003,1322,0.1900298,430,41
482013423001,2482,0.4061903,772,0
482013423002,1750,0.317925,445,44
482013423003,4046,0.3552248,1121,81
482013424001,821,0.7940674,221,0
482013424002,2615,0.4782339,957,125
482013425001,2933,0.6440926,1137,77
482013425002,1456,0.8804307,582,0
482013425003,1264,0.9488071,406,43
482013427001,1338,0.4640137,478,48
482013427002,2260,0.4369086,793,70
482013427003,1293,0.4338082,438,34
482013428001,6983,1.615405,2111,20
482013428002,1667,1.259173,609,18
482013429001,836,0.2489857,280,0
482013429002,2779,0.3955771,1138,164
482013429003,2768,1.650559,820,40
482013430001,2593,0.9744829,947,60
482013430002,2364,0.5876201,937,62
482013430003,2086,0.6548887,704,122
482013431001,1600,0.2670171,647,13
482013431002,1401,0.237469,366,24
482013431003,1589,0.2707078,652,24
482013432001,3377,0.4031131,1080,7
482013432002,1660,1.361647,578,9
482013433011,2212,0.6557683,646,30
482013433012,1529,2.687134,505,29
482013433013,1210,1.10382,351,57
482013433021,2607,1.386569,959,74
482013433022,2208,0.3563889,782,58
482013436001,1199,19.97824,500,116
482013436002,774,0.556774,333,71
482013436003,934,0.3416348,364,49
482013437001,1368,1.562925,407,89
482013437002,1215,0.2224883,398,59
482013437003,1363,13.78151,621,84
482013501001,7146,3.729842,2207,124
482013501002,10489,3.47116,3090,159
482013502001,1060,0.3449896,381,0
482013502002,3067,0.3595078,997,0
482013502003,2727,0.2978736,745,56
482013502004,1758,0.3656623,561,15
482013503001,1828,0.2279335,493,21
482013503002,1594,0.2122906,554,8
482013503003,959,0.212274,368,32
482013503004,2350,0.2278675,649,82
482013504001,2089,0.507458,552,28
482013504002,1479,0.2647001,422,18
482013504003,3188,0.2461513,1006,231
482013505001,919,0.278282,310,63
482013505002,1506,0.1250824,543,107
482013505003,3703,1.623747,988,73
482013505004,1723,0.2194987,574,30
482013506011,2778,4.705654,1102,50
482013506012,2201,0.4331321,730,16
482013506021,2799,0.3781261,1101,29
482013506022,2129,0.3366143,623,17
482013506023,4401,0.5218661,1238,24
482013507001,1399,0.3537152,480,4
482013507002,817,0.1996816,269,4
482013508011,2654,0.2576487,1013,36
482013508012,1782,0.1884163,599,0
482013508013,955,0.2757534,328,21
482013508021,6131,5.488859,1998,118
482013508022,2606,0.1957859,850,154
482014101001,3338,0.3424572,1956,365
482014101002,1473,0.1226685,754,70
482014102001,1582,0.1189311,774,16
482014102002,2248,0.2430606,1219,16
482014102003,1746,0.1332373,1079,29
482014103001,93,0.1086839,18,0
482014103002,915,0.1525598,552,0
482014103003,2022,0.1325396,1252,60
482014104011,1968,0.1461408,975,22
482014104012,954,0.09840239,526,21
482014104013,1097,0.09485681,563,34
482014104021,930,0.1212774,514,22
482014104022,1503,0.159315,925,75
482014105001,1645,0.1188863,966,17
482014105002,1278,0.09283055,694,46
482014105003,651,0.09938154,368,17
482014105004,986,0.1137801,526,0
482014106001,2480,0.2442563,1612,76
482014106002,2419,0.1461192,1600,45
482014107011,1188,0.140698,620,42
482014107012,1006,0.08248726,617,205
482014107013,1266,0.07657449,866,16
482014107014,541,0.1183608,378,0
482014107021,1864,0.2068724,1294,298
482014107022,904,0.1443466,258,14
482014108001,1256,0.1311242,649,31
482014108002,1519,0.1421088,1020,108
482014108003,1451,0.1243925,846,69
482014109001,1261,0.1434192,693,73
482014109002,1311,0.0633084,771,48
482014109003,626,0.08308996,282,33
482014110001,1676,0.1744803,1150,20
482014110002,2202,0.1312871,1337,0
482014110003,1297,0.2554155,879,89
482014111001,1406,0.3037948,509,0
482014111002,1091,0.07280149,429,8
482014111003,1244,0.1428497,531,88
482014112001,1107,0.9541538,420,4
482014112002,764,0.3596121,259,20
482014113001,2358,0.3403031,1328,0
482014113002,839,0.1107831,510,0
482014113003,1421,0.09805875,851,53
482014114001,1382,0.2592753,642,55
482014114002,700,0.2260146,243,0
482014114003,728,0.182968,292,0
482014115011,2717,0.2044654,1806,65
482014115012,2667,0.2196234,1643,144
482014115013,2135,0.1656401,939,15
482014115021,1063,0.2011554,665,49
482014115022,578,0.1816866,363,0
482014115023,873,0.1803541,380,0
482014115024,1632,0.1447624,937,20
482014116001,1095,0.2505193,518,10
482014116002,1330,0.2767982,566,0
482014117001,1122,0.1667788,595,65
482014117002,2354,0.3001107,1319,84
482014118001,1393,0.181134,971,214
482014118002,1503,0.1711054,807,81
482014118003,1566,0.3003153,800,0
482014118004,985,0.1777939,511,14
482014119001,732,0.1185357,389,0
482014119002,1060,0.251529,440,0
482014119003,1506,0.3241509,852,0
482014120001,1456,0.1882144,557,9
482014120002,1435,0.2488178,725,0
482014120003,1076,0.140401,346,0
482014121001,2836,0.469842,0,0
