ZCTA,RUCA1,RUCA2,rurality
02940,1,1.0,Urban
03031,1,1.0,Urban
03032,2,2.0,Suburban
03033,2,2.0,Suburban
03034,3,3.0,Rural
03036,2,2.0,Suburban
03037,3,3.0,Rural
03038,1,1.0,Urban
03040,3,3.0,Rural
03041,1,1.0,Urban
03042,2,2.0,Suburban
03043,10,10.0,Rural
03044,2,2.0,Suburban
03045,1,1.0,Urban
03046,3,3.0,Rural
03047,2,2.0,Suburban
03048,2,2.0,Suburban
03049,2,2.0,Suburban
03051,1,1.0,Urban
03052,1,1.0,Urban
03053,1,1.0,Urban
03054,1,1.0,Urban
03055,1,1.0,Urban
03057,2,2.0,Suburban
03060,1,1.0,Urban
03061,1,1.0,Urban
03062,1,1.0,Urban
03063,1,1.0,Urban
03064,1,1.0,Urban
03070,3,3.0,Rural
03071,10,10.0,Rural
03073,1,1.0,Urban
03076,1,1.0,Urban
03077,1,1.0,Urban
03079,1,1.0,Urban
03082,2,2.0,Suburban
03084,10,10.0,Rural
03086,1,1.0,Urban
03087,1,1.0,Urban
03101,1,1.0,Urban
03102,1,1.0,Urban
03103,1,1.0,Urban
03104,1,1.0,Urban
03105,1,1.0,Urban
03106,1,1.0,Urban
03108,1,1.0,Urban
03109,1,1.0,Urban
03110,1,1.0,Urban
03111,1,1.0,Urban
03215,10,10.0,Rural
03216,10,10.0,Rural
03217,6,6.0,Rural
03218,5,5.0,Rural
03220,5,5.0,Rural
03221,10,10.0,Rural
03222,10,10.0,Rural
03223,10,10.0,Rural
03224,5,5.0,Rural
03225,5,5.0,Rural
03226,6,6.0,Rural
03227,10,10.0,Rural
03229,5,5.0,Rural
03230,10,10.0,Rural
03231,10,10.0,Rural
03233,10,10.0,Rural
03234,5,5.0,Rural
03235,7,7.0,Rural
03237,6,6.0,Rural
03238,10,10.0,Rural
03240,10,10.0,Rural
03241,10,10.2,Rural
03242,10,10.0,Rural
03243,10,10.0,Rural
03244,7,7.0,Rural
03245,6,6.0,Rural
03246,4,4.0,Suburban
03247,4,4.0,Suburban
03249,4,4.0,Suburban
03251,10,10.0,Rural
03252,4,4.0,Suburban
03253,5,5.0,Rural
03254,10,10.0,Rural
03255,10,10.0,Rural
03256,6,6.0,Rural
03257,10,10.0,Rural
03258,5,5.0,Rural
03259,10,10.0,Rural
03260,10,10.0,Rural
03261,6,6.0,Rural
03262,10,10.0,Rural
03263,6,6.0,Rural
03264,7,7.0,Rural
03266,10,10.0,Rural
03268,10,10.0,Rural
03269,5,5.0,Rural
03272,10,10.0,Rural
03273,10,10.0,Rural
03275,1,1.0,Urban
03276,7,7.0,Rural
03278,5,5.0,Rural
03279,10,10.0,Rural
03280,10,10.0,Rural
03281,3,3.0,Rural
03282,5,5.0,Rural
03284,10,10.0,Rural
03285,10,10.0,Rural
03287,10,10.0,Rural
03289,5,5.0,Rural
03290,3,3.0,Rural
03291,3,3.0,Rural
03293,10,10.0,Rural
03298,5,5.0,Rural
03299,5,5.0,Rural
03301,4,4.0,Suburban
03302,4,4.0,Suburban
03303,4,4.0,Suburban
03304,5,5.0,Rural
03305,4,4.0,Suburban
03307,5,5.0,Rural
03431,4,4.0,Suburban
03435,4,4.0,Suburban
03440,10,10.0,Rural
03441,5,5.0,Rural
03442,10,10.0,Rural
03443,5,5.0,Rural
03444,5,5.0,Rural
03445,5,5.0,Rural
03446,5,5.0,Rural
03447,6,6.0,Rural
03448,5,5.0,Rural
03449,8,8.0,Rural
03450,5,5.0,Rural
03451,8,8.0,Rural
03452,7,7.0,Rural
03455,5,5.0,Rural
03456,5,5.0,Rural
03457,5,5.0,Rural
03458,7,7.0,Rural
03461,10,10.0,Rural
03462,5,5.0,Rural
03464,5,5.0,Rural
03465,5,5.0,Rural
03466,5,5.0,Rural
03467,5,5.0,Rural
03468,7,7.0,Rural
03469,5,5.0,Rural
03470,5,5.0,Rural
03561,7,7.0,Rural
03570,4,4.0,Suburban
03574,10,10.3,Rural
03575,6,6.0,Rural
03576,10,10.0,Rural
03579,5,5.0,Rural
03580,10,10.3,Rural
03581,4,4.0,Suburban
03582,10,10.0,Rural
03583,6,6.0,Rural
03584,10,10.0,Rural
03585,10,10.0,Rural
03586,10,10.3,Rural
03588,5,5.0,Rural
03589,6,6.0,Rural
03590,10,10.0,Rural
03592,10,10.0,Rural
03593,6,6.0,Rural
03595,6,6.0,Rural
03597,10,10.0,Rural
03598,8,8.0,Rural
03601,8,8.0,Rural
03602,5,5.0,Rural
03603,7,7.0,Rural
03604,7,7.0,Rural
03605,10,10.0,Rural
03607,8,8.0,Rural
03608,7,7.0,Rural
03609,7,7.0,Rural
03740,10,10.0,Rural
03741,5,5.0,Rural
03743,7,7.0,Rural
03745,10,10.0,Rural
03746,10,10.0,Rural
03748,5,5.0,Rural
03749,5,5.0,Rural
03750,5,5.0,Rural
03751,10,10.0,Rural
03752,10,10.0,Rural
03753,10,10.0,Rural
03754,7,7.0,Rural
03755,4,4.0,Suburban
03756,4,4.0,Suburban
03765,10,10.0,Rural
03766,4,4.0,Suburban
03768,10,10.2,Rural
03769,10,10.2,Rural
03770,10,10.0,Rural
03771,10,10.0,Rural
03773,7,7.0,Rural
03774,10,10.0,Rural
03777,5,5.0,Rural
03779,5,5.0,Rural
03780,10,10.0,Rural
03781,10,10.0,Rural
03782,10,10.0,Rural
03784,4,4.0,Suburban
03785,10,10.0,Rural
03801,1,1.0,Urban
03802,1,1.0,Urban
03803,1,1.0,Urban
03804,1,1.0,Urban
03809,6,6.0,Rural
03810,6,6.0,Rural
03811,1,1.0,Urban
03812,10,10.0,Rural
03813,7,7.0,Rural
03814,10,10.0,Rural
03815,2,2.0,Suburban
03816,10,10.0,Rural
03817,10,10.0,Rural
03818,7,7.0,Rural
03819,1,1.0,Urban
03820,1,1.0,Urban
03821,1,1.0,Urban
03822,1,1.0,Urban
03823,2,2.0,Suburban
03824,1,1.0,Urban
03825,3,3.0,Rural
03826,1,1.0,Urban
03827,1,1.0,Urban
03830,2,2.0,Suburban
03832,10,10.0,Rural
03833,1,1.0,Urban
03835,2,2.0,Suburban
03836,10,10.0,Rural
03837,6,6.0,Rural
03838,10,10.0,Rural
03839,1,1.0,Urban
03840,1,1.0,Urban
03841,1,1.0,Urban
03842,1,1.0,Urban
03843,1,1.0,Urban
03844,1,1.0,Urban
03845,10,10.0,Rural
03846,10,10.0,Rural
03847,7,7.0,Rural
03848,1,1.0,Urban
03849,10,10.0,Rural
03850,10,10.0,Rural
03851,1,1.0,Urban
03852,1,1.0,Urban
03853,10,10.0,Rural
03854,1,1.0,Urban
03855,2,2.0,Suburban
03856,1,1.0,Urban
03857,1,1.0,Urban
03858,1,1.0,Urban
03859,1,1.0,Urban
03860,7,7.0,Rural
03861,2,2.0,Suburban
03862,1,1.0,Urban
03864,10,10.0,Rural
03865,1,1.0,Urban
03866,1,1.0,Urban
03867,1,1.0,Urban
03868,1,1.0,Urban
03869,1,1.0,Urban
03870,1,1.0,Urban
03871,1,1.0,Urban
03872,2,2.0,Suburban
03873,1,1.0,Urban
03874,1,1.0,Urban
03875,10,10.0,Rural
03878,1,1.0,Urban
03882,10,10.0,Rural
03883,10,10.0,Rural
03884,2,2.0,Suburban
03885,1,1.0,Urban
03886,10,10.0,Rural
03887,2,2.0,Suburban
03890,10,10.0,Rural
03894,10,10.0,Rural
03896,10,10.0,Rural
03897,10,10.0,Rural
03901,1,1.0,Urban
03902,2,2.0,Suburban
03903,1,1.0,Urban
03904,1,1.0,Urban
03905,1,1.0,Urban
03906,3,3.0,Rural
03907,10,10.0,Rural
03908,1,1.0,Urban
03909,1,1.0,Urban
03910,1,1.0,Urban
03911,1,1.0,Urban
04001,6,6.0,Rural
04002,2,2.0,Suburban
04003,5,5.0,Rural
04004,2,2.0,Suburban
04005,1,1.0,Urban
04006,1,1.0,Urban
04007,1,1.0,Urban
04008,5,5.0,Rural
04009,10,10.0,Rural
04010,3,3.0,Rural
04011,4,4.0,Suburban
04013,1,1.0,Urban
04014,7,7.1,Rural
04015,2,2.0,Suburban
04016,10,10.0,Rural
04017,1,1.0,Urban
04019,2,2.0,Suburban
04020,10,10.0,Rural
04021,1,1.0,Urban
04022,3,3.0,Rural
04024,2,2.0,Suburban
04027,2,2.0,Suburban
04028,10,10.0,Rural
04029,2,2.0,Suburban
04030,2,2.0,Suburban
04032,1,1.0,Urban
04033,2,2.0,Suburban
04034,2,2.0,Suburban
04037,10,10.0,Rural
04038,2,2.0,Suburban
04039,2,2.0,Suburban
04040,10,10.0,Rural
04041,2,2.0,Suburban
04042,2,2.0,Suburban
04043,7,7.1,Rural
04046,2,2.0,Suburban
04047,10,10.0,Rural
04048,2,2.0,Suburban
04049,2,2.0,Suburban
04050,2,2.0,Suburban
04051,10,10.0,Rural
04054,10,10.0,Rural
04055,2,2.0,Suburban
04056,6,6.0,Rural
04057,10,10.0,Rural
04061,2,2.0,Suburban
04062,1,1.0,Urban
04063,1,1.0,Urban
04064,1,1.0,Urban
04066,5,5.0,Rural
04068,2,2.0,Suburban
04069,2,2.0,Suburban
04070,1,1.0,Urban
04071,2,2.0,Suburban
04072,1,1.0,Urban
04073,4,4.0,Suburban
04074,1,1.0,Urban
04076,6,6.0,Rural
04077,2,2.0,Suburban
04078,1,1.0,Urban
04079,5,5.0,Rural
04082,1,1.0,Urban
04083,4,4.0,Suburban
04084,2,2.0,Suburban
04085,2,2.0,Suburban
04086,4,4.0,Suburban
04087,2,2.0,Suburban
04088,10,10.0,Rural
04090,10,10.0,Rural
04091,2,2.0,Suburban
04092,1,1.0,Urban
04093,2,2.0,Suburban
04094,9,9.0,Rural
04095,6,6.0,Rural
04096,1,1.0,Urban
04097,2,2.0,Suburban
04098,1,1.0,Urban
04101,1,1.0,Urban
04102,1,1.0,Urban
04103,1,1.0,Urban
04104,1,1.0,Urban
04105,1,1.0,Urban
04106,1,1.0,Urban
04107,1,1.0,Urban
04108,2,2.0,Suburban
04109,2,2.0,Suburban
04110,1,1.0,Urban
04112,1,1.0,Urban
04116,1,1.0,Urban
04122,1,1.0,Urban
04123,1,1.0,Urban
04124,1,1.0,Urban
04210,1,1.0,Urban
04211,1,1.0,Urban
04212,1,1.0,Urban
04216,10,10.0,Rural
04217,10,10.0,Rural
04219,10,10.0,Rural
04220,2,2.0,Suburban
04221,10,10.0,Rural
04222,2,2.0,Suburban
04223,1,1.0,Urban
04224,10,10.0,Rural
04225,10,10.0,Rural
04226,10,10.0,Rural
04227,10,10.0,Rural
04228,7,7.0,Rural
04230,2,2.0,Suburban
04231,10,10.0,Rural
04234,10,10.0,Rural
04236,2,2.0,Suburban
04237,10,10.0,Rural
04238,2,2.0,Suburban
04239,10,10.0,Rural
04240,1,1.0,Urban
04241,1,1.0,Urban
04243,1,1.0,Urban
04250,1,1.0,Urban
04252,1,1.0,Urban
04253,2,2.0,Suburban
04254,7,7.0,Rural
04255,10,10.0,Rural
04256,2,2.0,Suburban
04257,7,7.0,Rural
04258,2,2.0,Suburban
04259,2,2.0,Suburban
04260,2,2.0,Suburban
04261,10,10.0,Rural
04262,10,10.0,Rural
04263,2,2.0,Suburban
04265,2,2.0,Suburban
04266,2,2.0,Suburban
04267,10,10.0,Rural
04268,7,7.0,Rural
04270,3,3.0,Rural
04271,7,7.0,Rural
04274,2,2.0,Suburban
04275,7,7.0,Rural
04276,7,7.0,Rural
04280,1,1.0,Urban
04281,7,7.0,Rural
04282,2,2.0,Suburban
04284,6,6.0,Rural
04285,10,10.0,Rural
04286,10,10.0,Rural
04287,5,5.0,Rural
04288,2,2.0,Suburban
04289,9,9.0,Rural
04290,2,2.0,Suburban
04291,2,2.0,Suburban
04292,2,2.0,Suburban
04294,10,10.0,Rural
04330,4,4.0,Suburban
04332,4,4.0,Suburban
04333,4,4.0,Suburban
04336,4,4.0,Suburban
04338,4,4.0,Suburban
04341,5,5.0,Rural
04342,5,5.0,Rural
04343,5,5.0,Rural
04344,4,4.0,Suburban
04345,4,4.0,Suburban
04346,5,5.0,Rural
04347,4,4.0,Suburban
04348,5,5.0,Rural
04349,6,6.0,Rural
04350,3,3.0,Rural
04351,5,5.0,Rural
04352,5,5.0,Rural
04353,5,5.0,Rural
04354,6,6.0,Rural
04355,5,5.0,Rural
04357,5,5.0,Rural
04358,5,5.0,Rural
04359,4,4.0,Suburban
04360,5,5.0,Rural
04363,5,5.0,Rural
04364,5,5.0,Rural
04401,1,1.0,Urban
04402,1,1.0,Urban
04406,10,10.0,Rural
04408,2,2.0,Suburban
04410,2,2.0,Suburban
04411,1,1.0,Urban
04412,1,1.0,Urban
04413,10,10.0,Rural
04414,2,2.0,Suburban
04415,2,2.0,Suburban
04416,2,2.0,Suburban
04417,10,10.0,Rural
04418,2,2.0,Suburban
04419,2,2.0,Suburban
04420,10,10.0,Rural
04421,10,10.0,Rural
04422,2,2.0,Suburban
04424,10,10.0,Rural
04426,10,10.0,Rural
04427,2,2.0,Suburban
04428,2,2.0,Suburban
04429,2,2.0,Suburban
04430,10,10.0,Rural
04431,2,2.0,Suburban
04434,2,2.0,Suburban
04435,2,2.0,Suburban
04438,2,2.0,Suburban
04441,10,10.0,Rural
04442,10,10.0,Rural
04443,10,10.0,Rural
04444,1,1.0,Urban
04448,2,2.0,Suburban
04449,2,2.0,Suburban
04450,2,2.0,Suburban
04451,10,10.0,Rural
04453,2,2.0,Suburban
04454,10,10.0,Rural
04455,10,10.0,Rural
04456,2,2.0,Suburban
04457,10,10.0,Rural
04459,10,10.0,Rural
04460,10,10.0,Rural
04461,1,1.0,Urban
04462,7,7.0,Rural
04463,10,10.0,Rural
04464,10,10.0,Rural
04468,1,1.0,Urban
04469,1,1.0,Urban
04471,8,8.0,Rural
04472,2,2.0,Suburban
04473,1,1.0,Urban
04474,2,2.0,Suburban
04475,2,2.0,Suburban
04476,10,10.0,Rural
04478,10,10.0,Rural
04479,10,10.0,Rural
04481,10,10.0,Rural
04485,10,10.0,Rural
04487,10,10.0,Rural
04488,2,2.0,Suburban
04489,1,1.0,Urban
04490,10,10.0,Rural
04491,10,10.0,Rural
04492,10,10.0,Rural
04493,2,2.0,Suburban
04495,10,10.0,Rural
04496,2,2.0,Suburban
04497,8,8.0,Rural
04530,4,4.0,Suburban
04535,10,10.0,Rural
04537,10,10.0,Rural
04538,10,10.0,Rural
04539,10,10.0,Rural
04541,10,10.0,Rural
04543,10,10.0,Rural
04544,10,10.0,Rural
04547,10,10.0,Rural
04548,5,5.0,Rural
04549,10,10.0,Rural
04551,10,10.0,Rural
04553,10,10.0,Rural
04554,10,10.0,Rural
04555,10,10.0,Rural
04556,10,10.0,Rural
04558,10,10.0,Rural
04562,5,5.0,Rural
04563,10,10.0,Rural
04564,10,10.0,Rural
04565,5,5.0,Rural
04568,10,10.0,Rural
04570,10,10.0,Rural
04571,10,10.0,Rural
04572,10,10.0,Rural
04573,10,10.0,Rural
04574,10,10.0,Rural
04575,10,10.0,Rural
04576,10,10.0,Rural
04578,5,5.0,Rural
04579,5,5.0,Rural
04605,8,8.0,Rural
04606,10,10.0,Rural
04607,10,10.0,Rural
04609,7,7.0,Rural
04611,10,10.0,Rural
04612,10,10.0,Rural
04613,10,10.0,Rural
04614,8,8.0,Rural
04616,10,10.0,Rural
04617,10,10.0,Rural
04619,7,7.0,Rural
04622,10,10.0,Rural
04623,10,10.0,Rural
04624,10,10.0,Rural
04625,10,10.0,Rural
04626,10,10.0,Rural
04627,10,10.0,Rural
04628,10,10.0,Rural
04629,8,8.0,Rural
04630,10,10.0,Rural
04631,10,10.0,Rural
04634,8,8.0,Rural
04635,10,10.0,Rural
04637,10,10.0,Rural
04640,8,8.0,Rural
04642,10,10.0,Rural
04643,10,10.0,Rural
04644,7,7.0,Rural
04645,10,10.0,Rural
04646,10,10.0,Rural
04648,10,10.0,Rural
04649,10,10.0,Rural
04650,10,10.0,Rural
04652,10,10.0,Rural
04653,10,10.0,Rural
04654,10,10.0,Rural
04655,10,10.0,Rural
04657,10,10.0,Rural
04658,10,10.0,Rural
04660,10,10.0,Rural
04662,10,10.0,Rural
04664,8,8.0,Rural
04666,10,10.0,Rural
04667,8,8.0,Rural
04668,10,10.3,Rural
04669,10,10.0,Rural
04671,8,8.0,Rural
04672,7,7.0,Rural
04673,10,10.0,Rural
04674,10,10.0,Rural
04675,10,10.0,Rural
04676,10,10.0,Rural
04677,8,8.0,Rural
04679,10,10.0,Rural
04680,10,10.0,Rural
04681,10,10.0,Rural
04683,10,10.0,Rural
04684,8,8.0,Rural
04685,10,10.0,Rural
04686,10,10.0,Rural
04691,10,10.0,Rural
04693,10,10.0,Rural
04694,10,10.3,Rural
04730,7,7.0,Rural
04732,8,8.0,Rural
04733,8,8.0,Rural
04734,8,8.0,Rural
04735,8,8.0,Rural
04736,7,7.0,Rural
04737,10,10.0,Rural
04738,8,8.0,Rural
04739,10,10.0,Rural
04740,10,10.3,Rural
04741,10,10.0,Rural
04742,10,10.3,Rural
04743,10,10.0,Rural
04744,10,10.0,Rural
04745,10,10.0,Rural
04746,10,10.0,Rural
04747,10,10.0,Rural
04750,8,8.0,Rural
04751,8,8.0,Rural
04756,10,10.0,Rural
04757,8,8.0,Rural
04758,8,8.0,Rural
04760,8,8.0,Rural
04761,8,8.0,Rural
04762,9,9.0,Rural
04763,8,8.0,Rural
04764,8,8.0,Rural
04765,10,10.0,Rural
04766,8,8.0,Rural
04768,8,8.0,Rural
04769,7,7.0,Rural
04772,10,10.0,Rural
04773,10,10.0,Rural
04774,10,10.0,Rural
04775,8,8.0,Rural
04776,10,10.0,Rural
04777,10,10.0,Rural
04779,9,9.0,Rural
04780,8,8.0,Rural
04781,10,10.0,Rural
04783,9,9.0,Rural
04785,10,10.0,Rural
04786,8,8.0,Rural
04787,8,8.0,Rural
04841,7,7.0,Rural
04843,7,7.0,Rural
04847,10,10.0,Rural
04848,10,10.0,Rural
04849,10,10.0,Rural
04850,10,10.0,Rural
04851,10,10.0,Rural
04852,10,10.0,Rural
04853,10,10.0,Rural
04854,10,10.3,Rural
04855,10,10.0,Rural
04856,10,10.0,Rural
04858,10,10.3,Rural
04859,10,10.0,Rural
04860,10,10.0,Rural
04861,10,10.3,Rural
04862,10,10.0,Rural
04863,10,10.0,Rural
04864,10,10.3,Rural
04865,10,10.0,Rural
04901,4,4.0,Suburban
04903,4,4.0,Suburban
04910,5,5.0,Rural
04911,10,10.0,Rural
04912,10,10.0,Rural
04915,7,7.0,Rural
04917,5,5.0,Rural
04918,5,5.0,Rural
04920,10,10.0,Rural
04921,3,3.0,Rural
04922,6,6.0,Rural
04923,10,10.0,Rural
04924,6,6.0,Rural
04925,10,10.0,Rural
04926,5,5.0,Rural
04927,5,5.0,Rural
04928,3,3.0,Rural
04929,3,3.0,Rural
04930,10,10.1,Rural
04932,2,2.0,Suburban
04933,10,10.1,Rural
04935,5,5.0,Rural
04936,10,10.0,Rural
04937,4,4.0,Suburban
04938,7,7.0,Rural
04939,2,2.0,Suburban
04940,7,7.0,Rural
04941,10,10.0,Rural
04942,10,10.0,Rural
04943,6,6.0,Rural
04944,4,4.0,Suburban
04945,10,10.0,Rural
04947,10,10.0,Rural
04949,10,10.0,Rural
04950,10,10.0,Rural
04951,3,3.0,Rural
04952,10,10.0,Rural
04953,10,10.1,Rural
04954,6,6.0,Rural
04955,10,10.0,Rural
04956,10,10.0,Rural
04957,5,5.0,Rural
04958,10,10.0,Rural
04961,6,6.0,Rural
04962,5,5.0,Rural
04963,4,4.0,Suburban
04964,10,10.0,Rural
04965,3,3.0,Rural
04966,10,10.0,Rural
04967,7,7.0,Rural
04969,2,2.0,Suburban
04970,10,10.0,Rural
04971,10,10.0,Rural
04972,2,2.0,Suburban
04973,10,10.0,Rural
04974,2,2.0,Suburban
04975,4,4.0,Suburban
04976,7,7.0,Rural
04978,5,5.0,Rural
04979,10,10.0,Rural
04981,2,2.0,Suburban
04982,10,10.0,Rural
04983,10,10.0,Rural
04984,10,10.0,Rural
04985,10,10.0,Rural
04986,6,6.0,Rural
04987,6,6.0,Rural
04988,6,6.0,Rural
04989,5,5.0,Rural
04992,7,7.0,Rural
05001,4,4.0,Suburban
05009,4,4.0,Suburban
05030,8,8.0,Rural
05031,10,10.0,Rural
05032,10,10.0,Rural
05033,10,10.0,Rural
05034,10,10.0,Rural
05035,10,10.0,Rural
05036,10,10.0,Rural
05037,10,10.0,Rural
05038,10,10.0,Rural
05039,10,10.0,Rural
05040,10,10.0,Rural
05041,10,10.0,Rural
05042,10,10.0,Rural
05043,5,5.0,Rural
05045,10,10.2,Rural
05046,10,10.0,Rural
05047,4,4.0,Suburban
05048,5,5.0,Rural
05049,5,5.0,Rural
05050,8,8.0,Rural
05051,10,10.0,Rural
05052,5,5.0,Rural
05053,10,10.0,Rural
05054,5,5.0,Rural
05055,10,10.0,Rural
05056,10,10.0,Rural
05058,5,5.0,Rural
05059,5,5.0,Rural
05060,10,10.0,Rural
05061,10,10.0,Rural
05062,10,10.0,Rural
05065,10,10.0,Rural
05067,10,10.0,Rural
05068,10,10.0,Rural
05069,10,10.0,Rural
05070,10,10.0,Rural
05071,10,10.0,Rural
05072,10,10.0,Rural
05073,10,10.0,Rural
05074,10,10.0,Rural
05075,5,5.0,Rural
05076,10,10.0,Rural
05077,10,10.0,Rural
05079,10,10.0,Rural
05081,10,10.0,Rural
05083,10,10.2,Rural
05084,10,10.0,Rural
05085,10,10.0,Rural
05086,10,10.0,Rural
05088,4,4.0,Suburban
05089,7,7.2,Rural
05091,10,10.0,Rural
05101,7,7.0,Rural
05141,10,10.0,Rural
05142,10,10.0,Rural
05143,10,10.0,Rural
05146,10,10.0,Rural
05148,10,10.0,Rural
05149,10,10.0,Rural
05150,7,7.0,Rural
05151,8,8.0,Rural
05152,10,10.0,Rural
05153,10,10.0,Rural
05154,10,10.0,Rural
05155,10,10.0,Rural
05156,7,7.0,Rural
05158,10,10.0,Rural
05159,10,10.0,Rural
05161,10,10.0,Rural
05201,4,4.0,Suburban
05250,10,10.0,Rural
05251,10,10.0,Rural
05252,6,6.0,Rural
05253,10,10.0,Rural
05254,10,10.0,Rural
05255,10,10.0,Rural
05257,4,4.0,Suburban
05260,5,5.0,Rural
05261,5,5.0,Rural
05262,5,5.0,Rural
05301,7,7.0,Rural
05302,7,7.0,Rural
05303,7,7.0,Rural
05304,7,7.0,Rural
05340,10,10.0,Rural
05341,10,10.0,Rural
05342,9,9.0,Rural
05343,10,10.0,Rural
05344,10,10.0,Rural
05345,8,8.0,Rural
05346,10,10.0,Rural
05350,6,6.0,Rural
05351,8,8.0,Rural
05352,6,6.0,Rural
05353,10,10.0,Rural
05354,8,8.0,Rural
05355,10,10.0,Rural
05356,10,10.0,Rural
05357,8,8.0,Rural
05358,10,10.0,Rural
05359,10,10.0,Rural
05360,10,10.0,Rural
05361,9,9.0,Rural
05362,8,8.0,Rural
05363,10,10.0,Rural
05401,1,1.0,Urban
05402,1,1.0,Urban
05403,1,1.0,Urban
05404,1,1.0,Urban
05405,1,1.0,Urban
05406,1,1.0,Urban
05407,1,1.0,Urban
05408,1,1.0,Urban
05439,1,1.0,Urban
05440,2,2.0,Suburban
05441,8,8.0,Rural
05442,3,3.0,Rural
05443,2,2.0,Suburban
05444,2,2.0,Suburban
05445,2,2.0,Suburban
05446,1,1.0,Urban
05447,10,10.0,Rural
05448,8,8.0,Rural
05449,1,1.0,Urban
05450,10,10.0,Rural
05451,1,1.0,Urban
05452,1,1.0,Urban
05453,1,1.0,Urban
05454,2,2.0,Suburban
05455,8,8.0,Rural
05456,2,2.0,Suburban
05457,8,8.0,Rural
05458,2,2.0,Suburban
05459,8,8.0,Rural
05460,8,8.0,Rural
05461,2,2.0,Suburban
05462,2,2.0,Suburban
05463,2,2.0,Suburban
05464,2,2.0,Suburban
05465,1,1.0,Urban
05466,2,2.0,Suburban
05468,2,2.0,Suburban
05469,2,2.0,Suburban
05470,10,10.0,Rural
05471,10,10.0,Rural
05472,10,10.0,Rural
05473,2,2.0,Suburban
05474,2,2.0,Suburban
05476,10,10.0,Rural
05477,2,2.0,Suburban
05478,7,7.1,Rural
05479,7,7.1,Rural
05481,7,7.1,Rural
05482,1,1.0,Urban
05483,8,8.0,Rural
05485,8,8.0,Rural
05486,2,2.0,Suburban
05487,2,2.0,Suburban
05488,8,8.0,Rural
05489,2,2.0,Suburban
05490,2,2.0,Suburban
05491,2,2.0,Suburban
05492,3,3.0,Rural
05494,2,2.0,Suburban
05495,1,1.0,Urban
05501,1,1.0,Urban
05601,4,4.0,Suburban
05602,4,4.0,Suburban
05603,4,4.0,Suburban
05604,4,4.0,Suburban
05609,4,4.0,Suburban
05620,4,4.0,Suburban
05633,4,4.0,Suburban
05640,5,5.0,Rural
05641,4,4.0,Suburban
05647,10,10.2,Rural
05648,5,5.0,Rural
05649,4,4.0,Suburban
05650,5,5.0,Rural
05651,5,5.0,Rural
05652,3,3.0,Rural
05653,3,3.0,Rural
05654,4,4.0,Suburban
05655,10,10.0,Rural
05656,10,10.0,Rural
05657,10,10.0,Rural
05658,10,10.2,Rural
05660,3,3.0,Rural
05661,10,10.0,Rural
05662,10,10.0,Rural
05663,7,7.0,Rural
05664,7,7.0,Rural
05665,10,10.0,Rural
05666,5,5.0,Rural
05667,10,10.2,Rural
05669,7,7.0,Rural
05670,4,4.0,Suburban
05671,7,7.0,Rural
05672,10,10.0,Rural
05673,10,10.0,Rural
05674,10,10.0,Rural
05675,5,5.0,Rural
05676,7,7.0,Rural
05677,7,7.0,Rural
05678,4,4.0,Suburban
05679,5,5.0,Rural
05680,10,10.0,Rural
05681,5,5.0,Rural
05682,5,5.0,Rural
05701,4,4.0,Suburban
05702,4,4.0,Suburban
05730,5,5.0,Rural
05731,5,5.0,Rural
05732,7,7.2,Rural
05733,10,10.0,Rural
05734,10,10.0,Rural
05735,7,7.2,Rural
05736,4,4.0,Suburban
05737,5,5.0,Rural
05738,5,5.0,Rural
05739,10,10.0,Rural
05740,7,7.0,Rural
05741,10,10.0,Rural
05742,5,5.0,Rural
05743,7,7.2,Rural
05744,5,5.0,Rural
05745,10,10.0,Rural
05746,10,10.0,Rural
05747,10,10.0,Rural
05748,10,10.0,Rural
05750,7,7.2,Rural
05751,5,5.0,Rural
05753,7,7.0,Rural
05757,5,5.0,Rural
05758,5,5.0,Rural
05759,5,5.0,Rural
05760,10,10.0,Rural
05761,10,10.0,Rural
05762,5,5.0,Rural
05763,5,5.0,Rural
05764,10,10.0,Rural
05765,5,5.0,Rural
05766,10,10.0,Rural
05767,10,10.0,Rural
05768,10,10.0,Rural
05769,10,10.0,Rural
05770,10,10.0,Rural
05772,10,10.0,Rural
05773,5,5.0,Rural
05774,10,10.0,Rural
05775,10,10.0,Rural
05776,10,10.0,Rural
05777,4,4.0,Suburban
05778,10,10.0,Rural
05819,7,7.0,Rural
05820,10,10.0,Rural
05821,8,8.0,Rural
05822,10,10.0,Rural
05823,8,8.0,Rural
05824,10,10.0,Rural
05825,10,10.0,Rural
05826,10,10.0,Rural
05827,10,10.0,Rural
05828,8,8.0,Rural
05829,10,10.0,Rural
05830,10,10.0,Rural
05832,8,8.0,Rural
05833,10,10.0,Rural
05836,10,10.0,Rural
05837,10,10.0,Rural
05838,7,7.0,Rural
05839,10,10.0,Rural
05840,10,10.0,Rural
05841,10,10.0,Rural
05842,10,10.0,Rural
05843,10,10.0,Rural
05845,10,10.0,Rural
05846,10,10.0,Rural
05847,10,10.0,Rural
05848,8,8.0,Rural
05849,7,7.0,Rural
05850,7,7.0,Rural
05851,7,7.0,Rural
05853,10,10.0,Rural
05855,7,7.0,Rural
05857,10,10.3,Rural
05858,10,10.0,Rural
05859,10,10.3,Rural
05860,10,10.0,Rural
05861,8,8.0,Rural
05862,10,10.0,Rural
05863,7,7.0,Rural
