YEAR,COUNTYFP,TotalPop,TotalVetPop,MalePop,MaleVetPop,Male18To34,MaleVet18To34,Male35To54,MaleVet35To54,Male55To64,MaleVet55To64,Male65To74,MaleVet65To74,Male75Plus,MaleVet75Plus,FemalePop,FemaleVetPop,Female18To34,FemaleVet18To34,Female35To54,FemaleVet35To54,Female55To64,FemaleVet55To64,Female65To74,FemaleVet65To74,Female75Plus,FemaleVet75Plus,VetPercent
2014-2018,47103,26168,2252,12684,2116,3103,141,4346,286,2497,397,1686,756,1052,536,13484,136,2905,26,4390,54,2576,34,1967,14,1646,8,8.61
2014-2018,47105,41355,4551,19993,4287,4327,264,5826,565,3682,757,3800,1349,2358,1352,21362,264,4265,20,6079,73,4041,97,4096,43,2881,31,11.0
2014-2018,47107,41439,3190,19819,3007,5070,160,6592,479,3588,510,2834,1052,1735,806,21620,183,5162,37,7068,24,3851,106,3105,9,2434,7,7.7
2014-2018,47109,20137,1378,9703,1268,2436,35,3226,177,1709,204,1475,435,857,417,10434,110,2400,0,3288,8,1825,78,1657,6,1264,18,6.84
2014-2018,47111,17769,1115,8581,1105,2449,20,3034,179,1485,258,1045,346,568,302,9188,10,2565,0,2973,10,1597,0,1204,0,849,0,6.27
2014-2018,47113,75473,5810,34817,5357,10820,464,11265,1291,6034,1058,4235,1394,2463,1150,40656,453,12029,130,12635,150,7134,128,4924,33,3934,12,7.7
2014-2018,47115,22355,1751,10747,1684,2687,145,3595,405,2009,263,1569,532,887,339,11608,67,2724,0,3693,0,2214,22,1751,0,1226,45,7.83
2014-2018,47117,24588,1655,11875,1586,3176,73,4324,357,2154,355,1436,403,785,398,12713,69,3213,6,4410,55,2277,0,1690,8,1123,0,6.73
2014-2018,47119,68720,5472,32407,5077,9143,615,11285,905,5977,990,3927,1509,2075,1058,36313,395,9733,92,12203,169,6663,90,4445,8,3269,36,7.96
2014-2018,47121,9393,839,4675,719,1045,15,1556,119,850,175,837,249,387,161,4718,120,965,13,1594,69,921,31,784,4,454,3,8.93
2014-2018,47123,35940,3672,17583,3452,4273,180,5832,582,3137,662,2811,1236,1530,792,18357,220,4269,17,5726,141,3346,55,3100,0,1916,7,10.22
2014-2018,47125,130873,25891,59735,20681,23071,4189,20434,7628,8426,3914,5024,3071,2780,1879,71138,5210,27927,1397,23895,2742,9624,797,5757,232,3935,42,19.78
2014-2018,47127,5029,579,2398,540,514,36,829,155,449,50,371,183,235,116,2631,39,576,21,824,4,486,14,443,0,302,0,11.51
2014-2018,47129,17464,1701,9935,1588,3118,57,3626,370,1492,294,1082,444,617,423,7529,113,1691,2,2553,44,1411,18,1109,19,765,30,9.74
2014-2018,47131,23813,1850,11336,1724,2747,68,3914,455,2059,244,1599,479,1017,478,12477,126,2863,3,3935,82,2316,17,1868,2,1495,22,7.77
2014-2018,47133,17099,1327,8259,1303,2019,94,2756,365,1496,232,1245,330,743,282,8840,24,2003,0,2857,24,1606,0,1387,0,987,0,7.76
2014-2018,47135,6162,525,3066,472,772,29,942,74,595,54,474,171,283,144,3096,53,700,25,970,1,570,24,495,0,361,3,8.52
2014-2018,47137,4143,406,2040,370,394,9,612,56,383,25,398,152,253,128,2103,36,344,0,656,15,405,0,395,21,303,0,9.8
2014-2018,47139,13394,1163,6658,1123,1501,15,2337,239,1242,180,998,457,580,232,6736,40,1410,7,2255,12,1283,0,1042,20,746,1,8.68
2014-2018,47141,60332,4177,29554,3888,11021,187,8803,790,4204,811,3407,988,2119,1112,30778,289,9847,51,9067,83,4773,84,4051,23,3040,48,6.92
2014-2018,47143,25040,2387,12264,2251,3446,178,4004,405,2094,418,1713,752,1007,498,12776,136,3323,0,4085,109,2239,27,1823,0,1306,0,9.53
2014-2018,47145,42789,5037,20705,4666,4634,182,6594,1030,4086,939,3401,1407,1990,1108,22084,371,4674,39,6748,149,4435,96,3454,60,2773,27,11.77
2014-2018,47147,52203,4120,25473,3825,7146,454,9276,654,4608,765,2886,1069,1557,883,26730,295,6950,38,9667,121,4803,67,3108,58,2202,11,7.89
2014-2018,47149,230160,18148,111852,16391,41934,2198,40877,4919,15518,2863,9002,3931,4521,2480,118308,1757,41642,419,42815,816,16802,306,10287,120,6762,96,7.88
2014-2018,47151,16595,1277,8127,1277,2175,78,3014,302,1335,238,1039,389,564,270,8468,0,2123,0,2926,0,1460,0,1130,0,829,0,7.7
2014-2018,47153,11587,1287,5687,1162,1398,72,1933,251,1026,245,872,308,458,286,5900,125,1357,19,1901,70,1101,15,890,15,651,6,11.11
2014-2018,47155,76046,6649,36541,6037,9726,205,12193,1103,6519,1244,5186,2108,2917,1377,39505,612,9447,52,12845,243,7382,125,5927,128,3904,64,8.74
2014-2018,47157,699282,51042,324993,45605,110423,3246,112183,11340,53348,10239,32251,12684,16788,8096,374289,5437,115745,766,125933,2437,63084,1353,39901,595,29626,286,7.3
2014-2018,47159,14954,1151,7307,1104,1940,94,2581,234,1370,164,949,435,467,177,7647,47,1836,0,2681,23,1409,10,1025,7,696,7,7.7
2014-2018,47161,10404,1541,5083,1424,1171,68,1697,452,986,297,811,400,418,207,5321,117,1209,0,1728,49,996,40,808,26,580,2,14.81
2014-2018,47163,125960,12526,60370,11766,14809,700,20098,2226,10863,2090,8837,3646,5763,3104,65590,760,14528,61,20710,292,11838,173,10020,71,8494,163,9.94
2014-2018,47165,136217,11610,65512,10801,17796,845,24344,2458,11224,1868,7928,3223,4220,2407,70705,809,18075,82,25444,388,12058,201,8822,124,6306,14,8.52
2014-2018,47167,45856,5442,22151,4700,6696,385,7845,1522,3828,952,2455,1118,1327,723,23705,742,6331,82,8478,479,4209,101,2742,34,1945,46,11.87
2014-2018,47169,7677,572,4222,530,1792,78,1300,143,522,80,420,126,188,103,3455,42,992,0,1082,0,638,37,465,0,278,5,7.45
2014-2018,47171,14532,1781,7161,1712,1695,69,2228,340,1354,308,1113,504,771,491,7371,69,1505,0,2228,41,1392,10,1228,0,1018,18,12.26
2014-2018,47173,15071,1479,7394,1376,1868,53,2517,244,1417,348,1058,413,534,318,7677,103,1844,24,2581,39,1474,3,1065,7,713,30,9.81
2014-2018,47175,4638,439,2304,437,498,19,738,13,469,88,400,172,199,145,2334,2,436,0,754,0,481,0,413,2,250,0,9.47
2014-2018,47177,30823,2175,15023,2095,4008,126,5404,425,2582,402,1865,557,1164,585,15800,80,3913,0,5207,25,2780,28,2225,12,1675,15,7.06
2014-2018,47179,102348,10788,49459,9880,15339,479,16022,2442,8067,2021,6272,2767,3759,2171,52889,908,15941,91,15996,205,8756,310,6789,159,5407,143,10.54
2014-2018,47181,13482,1203,7468,1096,2190,173,2660,212,1187,214,883,274,548,223,6014,107,1288,33,1913,47,1110,15,945,6,758,6,8.92
2014-2018,47183,27053,2152,13047,2059,4627,252,3748,463,2111,289,1526,568,1035,487,14006,93,4504,25,3959,30,2153,13,1740,7,1650,18,7.95
2014-2018,47185,20642,1995,9909,1858,2528,149,3295,262,1727,393,1441,537,918,517,10733,137,2429,8,3454,71,1946,31,1596,18,1308,9,9.66
2014-2018,47187,158025,9982,76135,9112,17950,631,32161,2400,13653,1415,8213,2558,4158,2108,81890,870,18522,95,34233,384,14366,243,8808,95,5961,53,6.32
2014-2018,47189,100704,8685,48682,8066,12616,730,18455,2080,8469,1272,6103,2325,3039,1659,52022,619,12607,63,19403,366,9123,169,6650,21,4239,0,8.62
2014-2018,48001,46636,4012,29499,3689,9078,327,12780,1017,3814,658,2440,1060,1387,627,17137,323,4382,89,5372,133,3011,83,2419,10,1953,8,8.6
2014-2018,48003,12299,685,6267,589,2313,68,2231,270,910,44,492,78,321,129,6032,96,2056,72,2096,24,850,0,551,0,479,0,5.57
2014-2018,48005,64865,5929,31278,5594,9298,710,10727,1145,5297,934,3566,1528,2390,1277,33587,335,9547,133,11050,75,5319,80,4202,34,3469,13,9.14
2014-2018,48007,20044,2584,9858,2410,2095,116,2723,444,1851,392,1891,805,1298,653,10186,174,1823,66,3000,52,1971,32,1938,24,1454,0,12.89
2014-2018,48009,6869,625,3348,604,837,26,1108,128,621,153,439,157,343,140,3521,21,740,1,1142,10,727,8,469,0,443,2,9.1
2014-2018,48011,1520,165,743,152,150,8,261,52,164,29,112,43,56,20,777,13,154,0,216,13,175,0,120,0,112,0,10.86
2014-2018,48013,35240,3245,17442,3026,5406,287,6003,657,2803,653,1993,815,1237,614,17798,219,5226,38,5968,82,2913,85,2101,0,1590,14,9.21
2014-2018,48015,22460,1455,11107,1383,2885,138,3525,200,2188,225,1548,433,961,387,11353,72,2780,2,3571,28,2117,19,1695,19,1190,4,6.48
2014-2018,48017,5068,293,2620,293,841,3,878,47,430,44,238,87,233,112,2448,0,760,0,763,0,396,0,256,0,273,0,5.78
2014-2018,48019,18001,2634,8823,2401,1578,120,2443,392,1968,291,1804,879,1030,719,9178,233,1672,0,2566,104,2141,56,1668,51,1131,22,14.63
2014-2018,48021,61472,7222,31324,6587,8673,352,11207,2003,5988,1462,3654,1786,1802,984,30148,635,7756,58,10318,290,5805,200,3941,71,2328,16,11.75
2014-2018,48023,2791,246,1318,229,244,12,398,56,281,50,213,52,182,59,1473,17,290,0,423,0,283,8,225,0,252,9,8.81
2014-2018,48025,25742,2368,16371,2144,6344,376,6319,436,1951,469,1075,500,682,363,9371,224,2833,136,2858,41,1558,26,1148,12,974,9,9.2
2014-2018,48027,228884,49034,106790,38332,40193,8876,35821,13377,15186,7223,9760,5326,5830,3530,122094,10702,44442,3592,40840,4906,17203,1661,11348,316,8261,227,21.42
2014-2018,48029,1410804,149790,684085,126499,253014,17138,239109,38420,95349,23138,60225,27090,36388,20713,726719,23291,243617,5058,249111,10528,106799,5152,72342,1672,54850,881,10.62
2014-2018,48031,9216,1155,4643,965,851,32,1433,112,1052,209,826,381,481,231,4573,190,762,0,1392,85,1029,75,880,30,510,0,12.53
2014-2018,48033,493,40,243,40,62,0,59,0,40,3,51,19,31,18,250,0,58,0,60,0,41,0,54,0,37,0,8.11
2014-2018,48035,14222,1355,6913,1233,1467,77,2008,124,1311,234,1275,368,852,430,7309,122,1491,62,2117,25,1400,18,1250,17,1051,0,9.53
2014-2018,48037,71547,7163,35858,6821,11224,616,12499,1769,5619,1362,3993,1768,2523,1306,35689,342,9414,41,11775,150,6024,58,4618,41,3858,52,10.01
2014-2018,48039,259378,18903,130575,17507,40624,2332,51085,5249,20495,2693,11942,4344,6429,2889,128803,1396,38326,256,48443,635,20425,303,12837,161,8772,41,7.29
2014-2018,48041,173841,8353,87926,7440,49060,1419,21723,1658,8661,1103,5268,1764,3214,1496,85915,913,44556,237,21760,445,9174,149,5909,82,4516,0,4.8
2014-2018,48043,7434,770,3742,709,908,66,1184,106,664,115,647,274,339,148,3692,61,954,39,1059,0,678,9,568,13,433,0,10.36
2014-2018,48045,1255,80,692,77,191,5,203,19,111,8,102,14,85,31,563,3,118,1,161,0,107,2,80,0,97,0,6.37
2014-2018,48047,5335,253,2866,240,1308,19,809,64,252,45,288,17,209,95,2469,13,715,13,739,0,399,0,361,0,255,0,4.74
2014-2018,48049,29211,2965,14387,2737,4064,224,4459,624,2541,402,1996,817,1327,670,14824,228,3842,40,4466,48,2603,83,2133,13,1780,44,10.15
2014-2018,48051,13863,1245,6759,1178,1695,136,2020,167,1359,171,999,351,686,353,7104,67,1758,27,2082,0,1321,11,1104,4,839,25,8.98
2014-2018,48053,35875,3837,17501,3653,4123,154,5314,739,3381,667,2909,1056,1774,1037,18374,184,4086,0,5419,64,3613,95,3021,25,2235,0,10.7
2014-2018,48055,31311,2131,15601,1922,5483,207,5040,408,2583,304,1573,656,922,347,15710,209,4850,0,5188,99,2605,40,1774,49,1293,21,6.81
2014-2018,48057,16349,1172,8284,979,2515,8,2601,110,1399,214,1061,376,708,271,8065,193,2154,63,2661,75,1350,28,1015,13,885,14,7.17
2014-2018,48059,10543,1198,5165,1146,1236,86,1586,314,1030,118,792,302,521,326,5378,52,1196,0,1707,36,1037,0,773,12,665,4,11.36
2014-2018,48061,290558,13420,137838,12663,48620,912,46705,2930,18583,2284,13974,3655,9956,2882,152720,757,47815,163,52581,213,22073,142,16276,134,13975,105,4.62
2014-2018,48063,9414,722,4472,655,1197,28,1425,75,760,119,610,205,480,228,4942,67,1272,0,1589,29,870,16,725,22,486,0,7.67
2014-2018,48065,4491,431,2118,429,514,43,685,80,430,53,280,166,209,87,2373,2,649,1,760,0,396,1,316,0,252,0,9.6
2014-2018,48067,23275,2409,11039,2242,2630,160,3442,444,2065,263,1742,757,1160,618,12236,167,2662,0,3799,158,2203,2,1911,0,1661,7,10.35
2014-2018,48069,5508,228,2781,224,776,0,951,46,509,52,326,35,219,91,2727,4,800,0,868,0,453,4,352,0,254,0,4.14
2014-2018,48071,28992,1986,14520,1866,4397,71,5608,532,2435,333,1363,589,717,341,14472,120,4319,97,5541,19,2284,0,1468,4,860,0,6.85
2014-2018,48073,38680,2942,19704,2606,5880,106,6666,384,3128,453,2421,868,1609,795,18976,336,5036,69,5970,87,3225,97,2650,22,2095,61,7.61
2014-2018,48075,5878,335,3811,335,2182,72,821,119,403,31,232,42,173,71,2067,0,551,0,658,0,308,0,204,0,346,0,5.7
2014-2018,48077,8234,817,4081,768,891,40,1244,110,840,138,649,247,457,233,4153,49,833,17,1252,4,863,15,691,0,514,13,9.92
2014-2018,48079,2083,84,1033,77,319,2,317,15,193,16,103,14,101,30,1050,7,343,0,306,0,165,2,119,5,117,0,4.03
2014-2018,48081,2596,204,1243,184,158,0,442,14,244,18,215,79,184,73,1353,20,183,0,449,0,228,2,277,13,216,5,7.86
2014-2018,48083,6562,633,3337,615,812,14,893,56,654,126,609,194,369,225,3225,18,598,0,914,1,681,8,511,7,521,2,9.65
2014-2018,48085,692780,42290,336007,38247,97960,3615,145010,12030,49904,6105,28490,9682,14643,6815,356773,4043,99033,640,150408,2053,52425,688,34221,384,20686,278,6.1
2014-2018,48087,2270,198,1111,196,298,0,388,50,196,30,159,76,70,40,1159,2,290,0,346,0,210,2,154,0,159,0,8.72
2014-2018,48089,16128,1234,8006,1196,2054,54,2322,119,1571,203,1261,449,798,371,8122,38,1792,14,2351,13,1575,11,1206,0,1198,0,7.65
2014-2018,48091,103781,12591,50629,10898,12497,562,17278,2533,9618,2231,7111,3378,4125,2194,53152,1693,12540,230,17543,729,10338,488,7646,116,5085,130,12.13
2014-2018,48093,10472,865,5173,823,1229,40,1496,90,934,178,883,248,631,267,5299,42,1081,0,1588,0,883,0,943,19,804,23,8.26
2014-2018,48095,3692,208,2435,196,896,21,864,24,283,31,253,49,139,71,1257,12,308,0,367,12,219,0,175,0,188,0,5.63
2014-2018,48097,30067,2468,14692,2323,4202,239,4453,331,2769,255,1972,812,1296,686,15375,145,4049,10,4705,49,2845,60,2139,10,1637,16,8.21
2014-2018,48099,49594,10422,21284,8180,7175,2124,8114,2726,3023,1373,1859,1165,1113,792,28310,2242,10609,730,10190,954,3470,323,2365,174,1676,61,21.01
2014-2018,48101,1076,61,493,54,96,0,160,12,99,5,96,19,42,18,583,7,127,0,148,7,96,0,113,0,99,0,5.67
2014-2018,48103,3333,171,1664,171,556,0,607,95,265,21,124,40,112,15,1669,0,530,0,536,0,258,0,206,0,139,0,5.13
2014-2018,48105,2649,160,1303,87,393,0,441,0,230,47,160,15,79,25,1346,73,385,0,436,0,225,17,176,56,124,0,6.04
2014-2018,48107,4270,205,2092,205,596,4,637,67,383,30,269,58,207,46,2178,0,564,0,668,0,364,0,291,0,291,0,4.8
2014-2018,48109,1705,143,893,143,218,0,257,45,189,28,112,36,117,34,812,0,280,0,210,0,123,0,105,0,94,0,8.39
2014-2018,48111,4962,334,2562,300,916,12,850,27,443,76,190,98,163,87,2400,34,810,0,857,24,335,10,232,0,166,0,6.73
2014-2018,48113,1898100,93879,924114,84893,336939,8544,340653,20012,133481,16239,72618,21611,40423,18487,973986,8986,334297,1902,346315,3679,142623,1990,87494,833,63257,582,4.95
2014-2018,48115,9800,424,5641,311,2499,25,1687,49,667,37,432,108,356,92,4159,113,1181,0,1276,87,642,7,545,9,515,10,4.33
2014-2018,48117,12960,591,6398,523,2188,18,2200,134,962,124,618,111,430,136,6562,68,2047,48,2186,11,1061,9,661,0,607,0,4.56
2014-2018,48119,3995,440,1965,395,499,0,575,107,410,86,294,114,187,88,2030,45,447,0,613,3,409,0,319,32,242,10,11.01
2014-2018,48121,601616,41061,291871,37231,96211,4073,119705,12007,41757,6916,23346,9136,10852,5099,309745,3830,99844,841,122771,1706,44663,796,26982,364,15485,123,6.83
2014-2018,48123,15726,1262,8314,1202,2012,205,3165,176,1434,169,958,363,745,289,7412,60,1692,0,2078,10,1415,14,1143,31,1084,5,8.02
2014-2018,48125,1736,141,892,132,232,0,291,11,154,15,97,41,118,65,844,9,101,0,278,3,167,3,179,3,119,0,8.12
2014-2018,48127,7468,377,3551,377,1201,59,1103,55,490,48,443,82,314,133,3917,0,1077,0,1277,0,586,0,484,0,493,0,5.05
2014-2018,48129,2701,280,1315,257,409,41,329,59,235,22,180,47,162,88,1386,23,361,0,361,8,217,12,247,0,200,3,10.37
2014-2018,48131,8393,509,4322,490,1413,32,1373,131,602,29,546,149,388,149,4071,19,1159,0,1202,0,619,0,555,8,536,11,6.06
2014-2018,48133,14527,1204,7267,1169,2034,54,1997,249,1337,149,1056,435,843,282,7260,35,1707,0,2062,18,1283,12,1159,0,1049,5,8.29
2014-2018,48135,110734,6269,55928,5843,22743,778,18772,1663,7884,931,4019,1372,2510,1099,54806,426,20394,105,18146,177,7824,104,4635,12,3807,28,5.66
2014-2018,48137,1708,228,853,209,175,1,237,63,106,64,210,36,125,45,855,19,178,0,293,0,150,19,124,0,110,0,13.35
2014-2018,48139,123271,10252,59815,9383,18292,775,22136,2579,10082,1704,6096,2599,3209,1726,63456,869,18342,104,23075,431,10507,188,6844,119,4688,27,8.32
2014-2018,48141,587732,48167,278179,42183,103433,8123,94123,13350,39196,7021,24653,7754,16774,5935,309553,5984,102954,2163,104281,2681,46281,568,29924,384,26113,188,8.2
2014-2018,48143,32738,2298,15676,2184,6682,108,4257,522,2183,256,1560,694,994,604,17062,114,7452,21,4244,46,2202,32,1764,15,1400,0,7.02
2014-2018,48145,13616,1259,6304,1130,1905,39,1897,202,1099,188,779,394,624,307,7312,129,2148,14,2432,59,1152,23,821,33,759,0,9.25
2014-2018,48147,26918,3223,14391,2974,4186,198,4814,592,2314,559,1847,805,1230,820,12527,249,2854,18,4048,103,2257,55,1776,25,1592,48,11.97
2014-2018,48149,19860,1720,9688,1617,2060,27,2816,161,2029,168,1624,584,1159,677,10172,103,2091,17,2839,54,2002,10,1653,11,1587,11,8.66
2014-2018,48151,3076,284,1487,264,365,24,479,55,257,25,209,77,177,83,1589,20,386,3,407,2,290,5,279,10,227,0,9.23
2014-2018,48153,4293,315,2082,292,578,18,653,50,364,33,243,91,244,100,2211,23,573,11,663,4,365,0,330,0,280,8,7.34
2014-2018,48155,1146,79,588,79,72,5,240,5,83,4,74,19,119,46,558,0,114,0,155,0,103,0,88,0,98,0,6.89
2014-2018,48157,533470,26289,257891,23849,75300,2343,105156,7631,43106,4146,23724,5973,10605,3756,275579,2440,77489,382,112292,1240,45273,546,25899,184,14626,88,4.93
2014-2018,48159,8076,907,3945,843,950,122,1213,176,754,133,604,198,424,214,4131,64,932,13,1238,41,768,10,679,0,514,0,11.23
2014-2018,48161,15138,1262,7880,1220,2132,50,2733,335,1313,140,968,351,734,344,7258,42,1811,15,2063,0,1299,3,1164,10,921,14,8.34
2014-2018,48163,14775,588,9130,550,4514,161,2663,146,828,46,669,181,456,16,5645,38,1726,0,1816,9,847,19,687,0,569,10,3.98
2014-2018,48165,13037,432,6621,426,2487,176,2281,28,1018,49,430,77,405,96,6416,6,2264,0,2319,6,903,0,542,0,388,0,3.31
2014-2018,48167,246264,21572,119696,19428,35710,1854,42447,4734,21499,3656,13064,5161,6976,4023,126568,2144,35660,410,44498,1005,22186,489,14177,198,10047,42,8.76
2014-2018,48169,5237,140,3503,134,1337,6,1478,30,363,8,188,29,137,61,1734,6,378,0,581,1,319,5,220,0,236,0,2.67
2014-2018,48171,20979,1918,9972,1794,1984,34,2630,165,1847,190,1824,530,1687,875,11007,124,1887,0,2828,30,2192,28,2096,35,2004,31,9.14
2014-2018,48173,1092,49,567,45,215,0,187,2,95,14,42,12,28,17,525,4,123,0,176,0,123,0,45,0,58,4,4.49
2014-2018,48175,5901,558,2903,490,683,0,807,123,614,72,470,102,329,193,2998,68,633,11,943,24,606,0,371,33,445,0,9.46
2014-2018,48177,15079,1118,7550,987,2237,59,2370,215,1407,111,926,311,610,291,7529,131,2024,33,2418,37,1291,31,977,13,819,17,7.41
2014-2018,48179,16846,1456,9018,1417,2685,50,3411,417,1334,230,880,337,708,383,7828,39,2171,0,2393,31,1284,0,982,6,998,2,8.64
2014-2018,48181,97862,10208,46929,9360,13191,858,15329,1813,8424,1691,6228,2856,3757,2142,50933,848,13324,63,16191,294,9113,237,6963,189,5342,65,10.43
2014-2018,48183,91497,7641,43763,6999,14613,743,14285,1202,7182,1299,4542,1865,3141,1890,47734,642,14394,177,15017,179,7801,96,5513,72,5009,118,8.35
2014-2018,48185,21410,1738,11911,1624,3434,67,4099,308,2084,412,1535,484,759,353,9499,114,2176,0,3178,49,1885,48,1366,17,894,0,8.12
2014-2018,48187,114044,17747,55329,14449,16798,1251,20518,5512,8531,2678,5944,2946,3538,2062,58715,3298,16511,426,21693,1819,9254,819,6623,178,4634,56,15.56
2014-2018,48189,24755,1284,13048,1164,4854,55,4310,376,1817,121,1175,309,892,303,11707,120,3706,50,3723,34,1853,27,1243,4,1182,5,5.19
2014-2018,48191,2360,153,1146,151,283,16,322,8,217,22,170,38,154,67,1214,2,244,0,379,1,206,0,207,0,178,1,6.48
2014-2018,48193,6551,600,3196,561,736,31,928,44,589,52,513,188,430,246,3355,39,733,0,883,28,600,11,537,0,602,0,9.16
2014-2018,48195,3906,226,1953,214,581,34,681,0,288,26,257,77,146,77,1953,12,606,0,599,0,288,0,230,0,230,12,5.79
2014-2018,48197,3037,234,1498,224,432,24,412,38,281,50,232,58,141,54,1539,10,348,5,519,0,246,0,225,5,201,0,7.7
2014-2018,48199,42342,3801,20473,3569,5677,283,7069,798,3549,566,2676,1164,1502,758,21869,232,5753,37,7249,50,3850,62,2926,43,2091,40,8.98
2014-2018,48201,3360565,161592,1655492,145905,601780,17361,616100,39997,238009,24132,131438,36562,68165,27853,1705073,15687,583381,3782,617193,7174,251775,2749,150933,1085,101791,897,4.81
2014-2018,48203,49509,4557,23814,4232,6709,262,8000,1019,4342,726,3143,1439,1620,786,25695,325,6926,51,8334,170,4518,56,3296,17,2621,31,9.2
2014-2018,48205,4517,326,2810,319,870,28,1215,108,352,67,222,43,151,73,1707,7,427,0,561,7,265,0,224,0,230,0,7.22
2014-2018,48207,4691,310,2525,300,789,28,775,27,402,76,314,57,245,112,2166,10,493,1,626,7,345,0,364,2,338,0,6.61
2014-2018,48209,156358,11272,77020,10312,32109,1117,24962,2922,10209,1997,6632,2765,3108,1511,79338,960,31731,175,25163,344,10899,226,7232,138,4313,77,7.21
2014-2018,48211,2754,150,1394,150,347,16,563,30,231,0,162,94,91,10,1360,0,358,0,489,0,226,0,164,0,123,0,5.45
2014-2018,48213,62952,6790,30193,6291,7555,444,9105,975,5563,1184,4674,2034,3296,1654,32759,499,7414,101,9751,192,6164,100,5303,65,4127,41,10.79
2014-2018,48215,566829,18854,271742,17963,103554,1753,95885,4605,32180,2398,22991,4503,17132,4704,295087,891,103272,87,104422,350,37266,185,27552,184,22575,85,3.33
2014-2018,48217,27100,2700,13288,2553,3413,239,4077,423,2386,444,2005,744,1407,703,13812,147,3396,13,4130,56,2478,33,2092,45,1716,0,9.96
2014-2018,48219,17066,926,8289,847,2955,80,2565,143,1345,157,840,213,584,254,8777,79,2850,11,2737,49,1422,2,969,0,799,17,5.43
2014-2018,48221,44859,5310,21783,4897,4972,267,6211,984,4138,868,3745,1419,2717,1359,23076,413,4787,51,6372,61,4572,147,4138,71,3207,83,11.84
2014-2018,48223,27173,2457,13194,2286,3635,197,4373,368,2284,495,1746,690,1156,536,13979,171,3608,13,4490,22,2305,106,1984,18,1592,12,9.04
2014-2018,48225,18447,1851,10075,1741,2382,28,3755,300,1674,288,1255,565,1009,560,8372,110,1785,0,2448,22,1569,28,1350,30,1220,30,10.03
2014-2018,48227,28619,2458,16570,2256,5490,165,6574,544,2345,602,1290,530,871,415,12049,202,3803,0,3842,51,1969,82,1261,13,1174,56,8.59
2014-2018,48229,3118,136,1615,136,629,11,420,4,231,71,225,50,110,0,1503,0,397,0,435,0,367,0,160,0,144,0,4.36
2014-2018,48231,70018,6620,34062,6082,10149,682,11380,1056,5905,1230,4173,1786,2455,1328,35956,538,10227,233,11721,92,6114,140,4455,70,3439,3,9.45
2014-2018,48233,15974,1132,8025,1065,2320,148,2585,167,1526,159,921,333,673,258,7949,67,2147,20,2605,30,1404,13,981,4,812,0,7.09
2014-2018,48235,1152,99,634,91,177,0,198,19,120,13,70,21,69,38,518,8,90,0,156,8,122,0,75,0,75,0,8.59
2014-2018,48237,6976,430,4052,422,1447,23,1372,108,547,101,405,90,281,100,2924,8,613,0,979,8,514,0,458,0,360,0,6.16
