<<<<<<< Updated upstream
G_ZCTA,ZCTA,pop,minDist_OTP
G57358,57358,35,90.43
G37321,37321,19345,23.03
G38321,38321,2292,20.53
G37095,37095,2531,39.22
G77662,77662,26077,9.22
G23436,23436,1038,5.61
G26033,26033,2387,16.24
G35085,35085,9116,14.93
G36616,36616,8,5.2
G85550,85550,4994,55.33
G85648,85648,19771,43.45
G72553,72553,52,44.83
G92386,92386,2140,25.24
G95542,95542,2072,53.63
G81023,81023,1192,22.44
G32204,32204,7507,3.67
G10177,10177,0,0.93
G17737,17737,6378,17.04
G83835,83835,21559,33.41
G98833,98833,162,80.45
G24054,24054,6740,10.88
G68846,68846,232,66.08
G68438,68438,110,10.83
G24557,24557,7532,27.93
G28581,28581,285,19.8
G94516,94516,148,5.42
G77414,77414,23989,30.64
G77422,77422,13542,10.95
G77423,77423,11901,24.4
G77426,77426,2096,32.16
G77435,77435,4258,38.7
G94534,94534,38444,4.49
G77440,77440,23,46.64
G77448,77448,182,40.31
G89406,89406,23972,76.99
G85193,85193,5077,9.37
G87301,87301,24123,94.44
G89409,89409,162,92.57
G87305,87305,3416,99.71
G89410,89410,11172,22.51
G87310,87310,1151,68.06
G73105,73105,5409,2.57
G89412,89412,195,106.81
G14585,14585,95,14
G14070,14070,6847,25.96
G55977,55977,203,35.44
G32639,32639,123,35.02
G42240,42240,41743,3.27
G60557,60557,157,9.19
G51431,51431,432,79.85
G32640,32640,10790,15.37
G39462,39462,1214,57.01
G35896,35896,700,1.82
G35901,35901,20049,5.63
G32648,32648,570,56.03
G51443,51443,1628,60.76
G42276,42276,14272,27.63
G39466,39466,26057,41.84
G02199,02199,1149,1.17
G56356,56356,282,27.8
G36874,36874,7511,14.47
G86045,86045,11634,64.79
G72076,72076,38595,9.69
G43914,43914,194,28.43
G74729,74729,2925,18.2
G57024,57024,488,30.71
G37852,37852,2718,43.68
G01850,01850,16267,3.32
G07502,07502,16791,1.12
G73567,73567,652,17.67
G55615,55615,190,87.18
G27909,27909,39515,4.04
G25688,25688,295,8.97
G85337,85337,2669,29.22
G72687,72687,6460,55.64
G80231,80231,37241,3.24
G67156,67156,14693,31.93
G54751,54751,25969,24.19
G90024,90024,50288,1.47
G28334,28334,24780,5.73
G85937,85937,7793,22.76
G72519,72519,3789,44.67
G71720,71720,2320,59.13
G93908,93908,12093,3.38
G85145,85145,3763,26.45
G71860,71860,2208,32.8
G84112,84112,1989,2.48
G97208,97208,0,0.38
G85192,85192,1940,47.91
G79772,79772,13875,78.71
G79789,79789,783,47.79
G79830,79830,7883,149.95
G79839,79839,2057,60.97
G10454,10454,38203,0.35
G71486,71486,5344,35.36
G59471,59471,279,114.85
G07878,07878,803,0.83
G43160,43160,21854,21.63
G45325,45325,2266,9.02
G97488,97488,1206,28.1
G16847,16847,263,12.5
G78393,78393,2166,27.7
G52588,52588,34,57.64
G15347,15347,641,0.64
G83802,83802,205,73.29
G70444,70444,10223,27.06
G44045,44045,477,5.52
G15348,15348,285,9.43
G06020,06020,0,9.11
G61013,61013,504,32.36
G43101,43101,285,15.29
G56653,56653,1275,120.4
G31650,31650,3404,28.64
G29137,29137,1849,25.32
G56657,56657,328,89.9
G47853,47853,110,18.9
G63629,63629,1422,60.16
G61416,61416,294,50.55
G36860,36860,1889,29.86
G63630,63630,3966,51.03
G47857,47857,443,17.72
G59701,59701,33646,63.97
G56661,56661,865,105.02
G58260,58260,183,133.98
G47863,47863,246,8.54
G47866,47866,593,13.25
G29360,29360,20651,6.18
G37309,37309,2588,10.35
G06111,06111,30323,3.15
G81137,81137,5745,19.48
G81401,81401,22633,57.3
G20016,20016,34783,3.71
G30673,30673,7626,37.31
G70632,70632,554,27.15
G49781,49781,3614,64.07
G21624,21624,207,12.14
G40013,40013,5143,20.36
G02338,02338,7824,8.76
G08023,08023,312,3.33
G43501,43501,870,40.51
G29676,29676,5305,16.86
G12024,12024,0,14.46
G05743,05743,3862,17.25
G26218,26218,3014,29.85
G79842,79842,434,128.88
G79843,79843,2317,161.39
G79846,79846,105,191.05
G79852,79852,682,184.2
G79855,79855,2155,114.46
G79920,79920,6,3.62
G79924,79924,59729,9.44
G05038,05038,1383,15.68
G98934,98934,1312,26.99
G54514,54514,1768,85.44
G25040,25040,487,23.92
G02047,02047,92,10.99
G74727,74727,1810,37.9
G35146,35146,11870,18.74
G29475,29475,2016,43.9
G49817,49817,659,106.73
G43553,43553,139,28.67
G64101,64101,278,1.45
G29479,29479,6758,35.72
G49821,49821,1274,73.06
G64102,64102,0,1.59
G49826,49826,186,135.46
G57780,57780,46,224.98
G58577,58577,1895,37.62
G39773,39773,15695,51.57
G36251,36251,4895,26.8
G63028,63028,26452,35.11
G57724,57724,233,175.11
G49008,49008,16719,1.57
G52240,52240,34689,21.89
G36262,36262,1427,24.22
G59008,59008,490,53.03
G22485,22485,25261,15.52
G59854,59854,197,46.38
G33130,33130,27818,6.2
G33131,33131,16715,6.73
G27344,27344,18798,0.32
G47942,47942,666,36.97
G57349,57349,1449,52.57
G59729,59729,2220,41.75
G49628,49628,167,79.36
G53094,53094,19111,25.03
G59730,59730,2026,39.4
G59731,59731,100,62.35
G63755,63755,25354,11.67
G63758,63758,165,7.09
G22125,22125,888,10.96
G59733,59733,302,57.03
G12816,12816,4269,26.43
G48065,48065,11178,15.34
G17075,17075,94,18.82
G17253,17253,283,20.82
G41840,41840,861,21.28
G86535,86535,1298,91.35
G93420,93420,30136,14.67
G06027,06027,1405,12.59
G04576,04576,587,32.71
G01258,01258,489,9.75
G21901,21901,17698,4.05
G07647,07647,5412,5.35
G71652,71652,929,49.06
G30821,30821,765,35.69
G61057,61057,111,35.27
G47871,47871,246,8.2
G04064,04064,8327,8.6
G64108,64108,7799,0.65
G01242,01242,471,8.43
G14721,14721,105,20.45
G57642,57642,1997,68.63
G97493,97493,330,35.55
G38452,38452,1330,22.84
G06264,06264,88,5.2
G83808,83808,131,64.72
G83601,83601,11,55.32
G61724,61724,494,19.75
G60646,60646,27987,3.27
G23025,23025,266,10.16
G37660,37660,39062,10.32
G49908,49908,3444,134.72
G23030,23030,4712,17.95
G49910,49910,316,113.12
G64433,64433,302,32.63
G27889,27889,26576,20.22
G49912,49912,913,107.92
G23040,23040,4444,35.35
G49915,49915,400,90.67
G23045,23045,129,15.3
G43733,43733,0,23.85
G58702,58702,0,2.53
G23047,23047,1990,11.28
G59088,59088,1437,36.1
G56321,56321,1512,10.03
G31784,31784,764,26.92
G59918,59918,650,45.91
G49746,49746,3315,35.72
G64110,64110,17176,2.6
G58581,58581,265,71.56
G49837,49837,9549,105.12
G57790,57790,1043,200.49
G57791,57791,300,195.26
G53565,53565,4716,32.17
G61929,61929,683,17.68
G82701,82701,5486,220.16
G33707,33707,25143,6.83
G27810,27810,4074,42.74
G22902,22902,24539,5.44
G53571,53571,161,11.85
G79036,79036,5135,33.21
G75482,75482,25003,29
G75432,75432,3509,31.25
G77098,77098,13549,2.1
G23015,23015,4047,17.16
G22427,22427,5156,16.11
G23460,23460,2029,2.58
G23187,23187,239,3.51
G25126,25126,25,16.05
G24719,24719,25,24.52
G54656,54656,17524,19.78
G26283,26283,1580,32.99
G59526,59526,2662,184.13
G22473,22473,5168,25.22
G60661,60661,9926,0.84
G36750,36750,2538,15.78
G30531,30531,10818,15
G61031,61031,1541,33.46
G46617,46617,9422,3.79
G83263,83263,9354,28.77
G26003,26003,41053,4.2
G35151,35151,7516,23.03
G85354,85354,7547,26.77
G86545,86545,1373,77.47
G90057,90057,49492,0.55
G83825,83825,273,52.69
G55077,55077,13474,8.1
G59404,59404,27618,126.37
G92865,92865,20741,5.02
G95552,95552,659,52.6
G81148,81148,312,20.27
G56323,56323,539,74.7
G52537,52537,7265,53.96
G60952,60952,686,30.11
G39475,39475,13418,58.75
G30633,30633,9227,12.86
G60602,60602,1244,0.72
G60603,60603,1174,0.98
G51461,51461,1134,66.21
G48710,48710,0,7.6
G32680,32680,10111,43.85
G32681,32681,47,15.38
G42322,42322,11,21.07
G48724,48724,484,1.38
G39483,39483,6265,57.54
G37682,37682,687,12.82
G53813,53813,5889,32.46
G43749,43749,2376,26.56
G64117,64117,14673,5.82
G31023,31023,14276,1.25
G52307,52307,249,15.63
G52308,52308,143,35.78
G60652,60652,43907,1.4
G63053,63053,56,20.48
G66218,66218,8296,10.39
G23917,23917,2917,21.34
G54612,54612,5094,30.07
G66223,66223,25468,4.64
G34449,34449,2966,33.7
G65301,65301,33830,1.56
G23920,23920,3096,25.4
G68314,68314,547,23.61
G63107,63107,9490,1.79
G30548,30548,18630,7.1
G36360,36360,19117,16.43
G50102,50102,146,38.04
G67211,67211,18974,2.16
G04006,04006,154,13.74
G96009,96009,345,76.44
G96056,96056,1572,64.08
G81140,81140,2351,17.28
G78638,78638,2304,19.57
G97429,97429,838,21.87
G84761,84761,3250,67.08
G75851,75851,4878,46.57
G71670,71670,1162,86.17
G91402,91402,70686,1.31
G90056,90056,7795,1.85
G87901,87901,6398,66.17
G81411,81411,52,62.95
G97479,97479,9550,15.24
G06074,06074,25823,4.55
G31794,31794,27308,4.01
G83276,83276,3827,71.85
G83338,83338,20867,110.93
G60625,60625,79243,1.78
G62841,62841,131,9.61
G46254,46254,40603,6.57
G81435,81435,5278,45.71
G33190,33190,16305,3.16
G30276,30276,15245,12.51
G30642,30642,11949,30.14
G60163,60163,5161,1.49
G36274,36274,11295,23.68
G49920,49920,4212,104.97
G49921,49921,430,155.5
G58705,58705,525,10.62
G49925,49925,489,110.11
G43756,43756,4834,20.98
G53821,53821,8235,52.38
G27576,27576,18104,13.88
G29424,29424,390,0.86
G22623,22623,817,20.41
G49738,49738,9599,22.86
G59912,59912,14841,15.34
G59916,59916,169,37.26
G57584,57584,57,165.53
G43457,43457,1536,25.82
G43458,43458,521,19.62
G39631,39631,3204,48.58
G42631,42631,195,26.05
G36043,36043,3636,16.99
G68319,68319,573,57.82
G23924,23924,5962,33.63
G82501,82501,19688,189.41
G82512,82512,182,168.49
G82514,82514,1724,171.09
G28725,28725,55,8.27
G24325,24325,907,19.19
G28726,28726,3219,4.4
G45103,45103,32525,1.28
G58456,58456,567,95.7
G57473,57473,127,139.49
G59858,59858,1326,47.28
G81430,81430,711,54.56
G73071,73071,42656,11.79
G97138,97138,10293,13.41
G95060,95060,47367,6.36
G26040,26040,1996,9.54
G54880,54880,29958,14.63
G02176,02176,28116,3.3
G05352,05352,964,8.51
G36742,36742,1606,49.06
G81645,81645,1114,72.74
G20230,20230,0,0.8
G62274,62274,7857,35.79
G67118,67118,703,32.12
G39422,39422,4793,42.93
G87943,87943,146,94.53
G97118,97118,864,28.82
G06269,06269,10124,7.32
G70656,70656,3936,38.42
G97498,97498,1539,48.47
G88024,88024,251,17.37
G75436,75436,2159,63.89
G88025,88025,255,57.12
G85383,85383,50308,13.8
G97499,97499,1800,26.98
G70661,70661,1978,29.3
G73731,73731,115,84.23
G72360,72360,5718,38.1
G73736,73736,445,44.26
G72366,72366,2194,55.21
G91754,91754,33058,2.32
G70706,70706,23001,18.8
G71423,71423,4335,20.46
G71429,71429,3228,52.8
G39641,39641,3450,59.81
G52030,52030,451,20.18
G56117,56117,400,53.74
G36048,36048,1470,38.22
G30747,30747,15438,20.96
G39645,39645,4982,48.76
G39647,39647,1112,66.09
G63040,63040,8258,15.94
G52257,52257,241,26.73
G36266,36266,5276,19.24
G59016,59016,1131,81.53
G63445,63445,3345,36.39
G37043,37043,47576,6.38
G36688,36688,216,2.79
G58065,58065,48,49.55
G43040,43040,34169,19.99
G29375,29375,75,3.6
G49707,49707,21897,58.12
G27530,27530,38865,5.9
G29377,29377,1402,1.5
G53205,53205,9510,2.52
G63933,63933,3423,23.79
G53206,53206,22766,1.47
G42337,42337,2396,35.99
G51510,51510,3792,3.04
G32701,32701,21997,3.51
G46930,46930,90,12.02
G58530,58530,1056,28.03
G59919,59919,575,48.89
G61820,61820,38156,2.06
G22630,22630,32392,15.1
G16333,16333,329,22.57
G99333,99333,29,60.61
G36767,36767,1456,52.03
G68041,68041,1256,21.41
G48071,48071,30226,1.02
G10173,10173,0,0.74
G87537,87537,2510,6.52
G29446,29446,915,30.57
G05775,05775,545,20.91
G39096,39096,1887,67.11
G02382,02382,14961,3.79
G89402,89402,16,13.26
G39452,39452,27551,30.53
G08048,08048,12227,2.52
G79014,79014,4052,100.17
G71430,71430,2549,19.56
G87565,87565,375,29.05
G17214,17214,934,15.04
G35443,35443,2157,38.4
G35160,35160,26312,22.1
G86020,86020,2216,54.2
G95936,95936,114,51.53
G91723,91723,18875,1.29
G95971,95971,6254,51.55
G81133,81133,1199,30.47
G65753,65753,5124,17.12
G89149,89149,39372,3.94
G07203,07203,21582,3.48
G08074,08074,15,6.83
G87002,87002,21691,6.5
G10023,10023,62435,0.47
G27406,27406,63465,6.39
G61274,61274,201,17.29
G59522,59522,1775,155.92
G61276,61276,110,11.49
G29056,29056,2187,32.17
G61278,61278,479,12.5
G57061,57061,74,50.07
G56557,56557,2835,57.53
G37051,37051,3253,19.39
G63456,63456,4317,25.88
G36420,36420,10369,43.6
G33013,33013,32980,3.7
G31089,31089,4695,21.63
G33014,33014,41316,6.52
G36425,36425,1127,54.66
G56335,56335,268,32.79
G27265,27265,50139,4.05
G56636,56636,4979,75.43
G59647,59647,324,52.37
G57625,57625,4410,128.33
G57626,57626,1060,142.66
G57630,57630,29,94.42
G49749,49749,3992,27.99
G53505,53505,441,12.97
G57636,57636,208,126.41
G43505,43505,52,35.69
G37355,37355,26366,46.34
G61831,61831,134,23.21
G64053,64053,5461,5.98
G42701,42701,50987,4.01
G30812,30812,394,1.27
G56140,56140,46,31.68
G52312,52312,80,21.64
G63061,63061,169,39.13
G59030,59030,1273,57.52
G25427,25427,13895,8.01
G19021,19021,9675,2.8
G35032,35032,44,26.19
G86001,86001,46041,5.02
G86322,86322,12002,31.01
G72083,72083,196,17.6
G92371,92371,17882,11.02
G91702,91702,62348,10.56
G92147,92147,551,5.05
G49901,49901,199,172.43
G60945,60945,175,24.72
G97204,97204,1100,0.43
G80802,80802,322,59.55
G86323,86323,16394,13.63
G27568,27568,596,17.38
G58645,58645,282,132.24
G43724,43724,9319,29.38
G11973,11973,43,11.52
G44874,44874,331,17.79
G17344,17344,3624,2.1
G29133,29133,919,43.85
G37037,37037,8046,35.3
G76550,76550,12905,46.02
G77963,77963,5712,27.85
G84074,84074,50853,18.38
G70633,70633,8233,19.33
G04939,04939,1011,25.08
G01515,01515,2159,9
G02108,02108,4082,0.5
G56371,56371,105,23.57
G65327,65327,226,22.43
G31639,31639,10237,24.96
G36832,36832,24509,36.22
G29127,29127,8339,24
G57237,57237,705,87.1
G59648,59648,506,91.88
G36850,36850,2654,42.98
G57243,57243,780,99.91
G56649,56649,9210,128.81
G31643,31643,9062,17.65
G33810,33810,50302,5.26
G43761,43761,49,21.53
G58718,58718,841,24.01
G36432,36432,2223,26.61
G59201,59201,5583,203.73
G47367,47367,23,9.98
G60969,60969,58,15.19
G31029,31029,16459,18.5
G49024,49024,28710,5.21
G36276,36276,2615,34.28
G63069,63069,15247,23.29
G36278,36278,4755,26.67
G31030,31030,17701,13.08
G52326,52326,565,32.47
G32925,32925,1506,10.41
G63459,63459,3940,24.7
G56560,56560,43862,4.57
G58075,58075,9231,40.98
G63461,63461,5709,12.57
G31554,31554,8611,25.96
G33172,33172,43083,10.59
G63467,63467,15,21.2
G31556,31556,88,19.58
G29067,29067,11093,29.64
G59535,59535,77,155.28
G45106,45106,12382,10.28
G77502,77502,38272,0.55
G80860,80860,610,18.77
G47925,47925,197,32.3
G10006,10006,3454,0.63
G27052,27052,9906,16.8
G87753,87753,174,56.88
G86429,86429,7743,8.38
G80545,80545,845,39.84
G33950,33950,22017,17.65
G30711,30711,3551,10.64
G83422,83422,3213,140.38
G32455,32455,4514,33.59
G89832,89832,1351,110.73
G50531,50531,227,107.67
G47930,47930,1374,13.07
G50104,50104,68,39.19
G63464,63464,13,35.97
G59003,59003,1343,116.8
G59327,59327,2691,96.02
G68131,68131,13502,1.76
G89426,89426,144,149.91
G60655,60655,28804,2.12
G46048,46048,2191,18.53
G47983,47983,254,9.9
G40339,40339,0,11.05
G42328,42328,1331,25.48
G70075,70075,5823,7.55
G04260,04260,5723,12.15
G04419,04419,2789,10.33
G20880,20880,455,3.58
G01937,01937,174,0.38
G56345,56345,14557,25.05
G47369,47369,1327,24.64
G36442,36442,2985,44.96
G59215,59215,920,180.53
G63126,63126,14781,10.25
G36445,36445,4713,34.14
G36451,36451,4330,59.18
G47373,47373,2468,16.33
G49101,49101,3025,12.41
G56125,56125,61,69.7
G42647,42647,3422,28.26
G30756,30756,138,7.26
G36064,36064,9780,8.55
G30807,30807,70,30.92
G63357,63357,5331,31.27
G54929,54929,8682,29.83
G54931,54931,323,15.09
G54934,54934,514,12.76
G82520,82520,13545,175.14
G82523,82523,885,160.68
G45121,45121,9245,0.84
G65717,65717,3012,38.21
G24343,24343,9791,13.13
G98294,98294,7127,22.25
G83462,83462,659,106.94
G83464,83464,444,134.07
G83465,83465,163,141.34
G98321,98321,15788,14.67
G83468,83468,122,132.16
G98326,98326,657,44.66
G83469,83469,28,104.02
G66419,66419,370,25.34
G42544,42544,5490,11.77
G40507,40507,1727,0.22
G40385,40385,2817,7.66
G04434,04434,1121,15.29
G21902,21902,212,4.11
G48180,48180,61574,7.07
G56479,56479,5146,29.23
G38666,38666,6613,39.5
G39309,39309,371,13.75
G63080,63080,13587,50.26
G95064,95064,10299,2.27
G91101,91101,21394,1.74
G90270,90270,27454,2.7
G81059,81059,541,61.71
G35976,35976,17252,28.84
G85131,85131,19387,16.23
G72543,72543,12076,48.19
G72464,72464,31,26.38
G81621,81621,5929,88.69
G71433,71433,4208,24.35
G86305,86305,18204,38.77
G86313,86313,237,7.19
G71441,71441,501,37.73
G74426,74426,9688,39.59
G92311,92311,33612,41.29
G81625,81625,12478,123.08
G81630,81630,900,26.9
G81631,81631,8411,84.55
G71446,71446,22127,43.33
G81632,81632,10011,76.59
G71447,71447,1313,21.3
G76033,76033,26310,26.82
G81635,81635,6634,39.21
G71449,71449,9024,43.47
G81637,81637,8554,88.9
G36545,36545,10030,50.36
G52758,52758,220,14.82
G33073,33073,34652,5.1
G61087,61087,1493,23.2
G52761,52761,30619,24.54
G47514,47514,1668,37.01
G36558,36558,3414,57.17
G59410,59410,607,78.22
G47520,47520,2854,29.59
G59411,59411,678,62.14
G49289,49289,162,24.51
G59412,59412,1539,106.24
G47649,47649,1519,22.13
G29331,29331,194,12.74
G22407,22407,58526,6.85
G56022,56022,42,94.15
G42347,42347,6244,20.77
G60611,60611,32426,0.76
G30650,30650,12063,25.4
G39503,39503,54993,12.95
G48741,48741,1982,36.76
G42354,42354,281,29.32
G56032,56032,269,58.33
G59230,59230,4613,180.67
G33025,33025,71763,1.96
G31213,31213,0,2.77
G47381,47381,193,31.41
G59241,59241,486,199.47
G49115,49115,460,19.6
G06023,06023,1247,4.55
G32424,32424,7182,36.61
G31321,31321,7640,19.14
G60456,60456,4308,2.06
G47263,47263,245,28.87
G50154,50154,424,33.23
G67565,67565,562,111.33
G30655,30655,25210,10.67
G30161,30161,34286,1.51
G83645,83645,826,55.3
G62902,62902,4568,10.73
G60654,60654,19135,0.17
G05340,05340,602,27.76
G97905,97905,143,83.26
G84636,84636,490,84.04
G22963,22963,16014,15.52
G07970,07970,178,7.14
G87401,87401,47483,1.16
G12884,12884,539,22.17
G12007,12007,0,16.41
G13069,13069,24511,10.38
G28602,28602,29105,4.95
G44699,44699,811,33.8
G44017,44017,18903,11.58
G43735,43735,438,9.24
G74747,74747,187,11.19
G97640,97640,110,87.58
G15601,15601,57955,0.91
G17745,17745,18753,24.16
G10010,10010,33730,0.32
G02561,02561,301,5.87
G87319,87319,1831,97.18
G89421,89421,578,124.02
G08085,08085,20731,7
G10964,10964,1283,5.46
G95585,95585,483,71.78
G53715,53715,14229,1.03
G02148,02148,61354,2.95
G29079,29079,10,5.75
G17508,17508,530,4.33
G90266,90266,35573,3.02
G33945,33945,0,20.95
G51055,51055,1608,69.22
G37801,37801,26381,6.62
G50561,50561,395,81.42
G50255,50255,73,41.31
G52210,52210,708,33.64
G67511,67511,272,105.45
G67529,67529,296,106.87
G40434,40434,0,23.15
G40033,40033,12823,36.89
G41311,41311,6507,31.47
G50439,50439,168,85.57
G40769,40769,18075,18.16
G48205,48205,33953,2.16
G04637,04637,155,25.32
G04847,04847,1583,11.06
G02453,02453,28877,1.65
G48092,48092,26893,1.62
G73106,73106,12683,0.53
G87311,87311,4021,80.11
G97216,97216,16870,2.61
G89418,89418,369,114.77
G84180,84180,0,1.36
G89419,89419,5523,97.8
G73110,73110,33383,1.86
G72377,72377,9,22.22
G72379,72379,0,81.55
G80816,80816,6245,24.82
G73746,73746,29,87.27
G70722,70722,4865,33.08
G85530,85530,1824,35.97
G38036,38036,520,17.6
G78644,78644,18274,23.79
G77057,77057,41503,2.61
G77201,77201,0,2.52
G24523,24523,20085,19.62
G57761,57761,1457,201.53
G22433,22433,390,10.63
G61931,61931,1080,36.36
G31024,31024,20438,34.56
G37745,37745,17434,20.41
G38310,38310,6002,9.76
G75631,75631,3151,27.9
G77085,77085,18274,5.61
G77656,77656,16041,22.92
G76957,76957,0,9.61
G24401,24401,35702,5.19
G22603,22603,15921,8.76
G22835,22835,11636,28.6
G25507,25507,811,5.46
G24737,24737,182,31.83
G26563,26563,550,15.95
G53817,53817,158,44.99
G33477,33477,13710,3.24
G95916,95916,1216,26.4
G93553,93553,1781,14.76
G90304,90304,25591,0.58
G96125,96125,184,42.8
G81427,81427,1039,55.43
G81236,81236,1364,75.63
G33744,33744,145,5.47
G31032,31032,15113,11.16
G30609,30609,2291,2.07
G62339,62339,874,23.43
G04921,04921,1581,21.1
G04949,04949,818,20.43
G04961,04961,827,46.73
G04962,04962,190,4.31
G04987,04987,1023,22.33
G01005,01005,4991,13.64
G01028,01028,16200,2.49
G01054,01054,1983,9.78
G01128,01128,2672,4.72
G01230,01230,8542,3.92
G05740,05740,22,26.56
G07302,07302,43770,1.38
G25234,25234,1086,37.36
G07307,07307,43055,2.29
G25252,25252,1186,26.24
G97523,97523,5586,26.81
G91766,91766,72332,1.86
G70726,70726,57241,9.93
G80821,80821,1066,73.3
G88039,88039,333,67.13
G70736,70736,471,24.53
G34234,34234,21865,4.71
G31763,31763,24186,9.01
G30284,30284,96,7.19
G30635,30635,14964,31.73
G83541,83541,1012,89.78
G47949,47949,1247,29.83
G51646,51646,716,62.81
G42757,42757,2863,21.54
G70354,70354,4464,35.38
G93923,93923,12833,17.45
G30560,30560,4759,14.2
G04066,04066,687,19.23
G04413,04413,199,33.89
G03461,03461,6106,9.96
G88021,88021,19189,29.12
G08225,08225,8344,2.04
G12901,12901,32846,1.97
G29520,29520,13892,23.62
G10310,10310,23262,2.04
G79201,79201,7238,104.05
G26155,26155,7849,31.77
G35490,35490,4206,18.19
G35057,35057,13542,6.64
G35036,35036,367,12.83
G36022,36022,12141,16.57
G85623,85623,5337,29.06
G03071,03071,5316,13.33
G97907,97907,462,70.62
G08210,08210,16413,4.7
G28562,28562,38598,3.86
G23459,23459,1330,5.56
G26521,26521,226,15.65
G36456,36456,1393,49.14
G71675,71675,1862,76.85
G72959,72959,2864,28.41
G93527,93527,1618,46.52
G94104,94104,546,0.97
G95525,95525,1433,18.83
G05751,05751,726,9.98
G24210,24210,16779,23.28
G23551,23551,880,2.03
G99224,99224,21241,5.19
G98921,98921,627,14.59
G54474,54474,3929,5.85
G83001,83001,17145,139.82
G07417,07417,10883,6.81
G07423,07423,4101,3.54
G16361,16361,35,40.44
G16365,16365,17803,24.08
G16372,16372,443,22.47
G16374,16374,1793,27.34
G12130,12130,729,15.62
G16421,16421,2673,8.31
G12150,12150,895,7.36
G12161,12161,199,9.77
G12987,12987,198,29.23
G12401,12401,35339,1.58
G70118,70118,36194,2.33
G01220,01220,8209,3.06
G38760,38760,925,89.53
G16373,16373,3368,25.99
G18087,18087,508,5.46
G40419,40419,3964,14.42
G40342,40342,21952,11.31
G70805,70805,27365,10.04
G04282,04282,5772,10.12
G21767,21767,1019,4.4
G48375,48375,22827,5.96
