"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP"
"1066","McCracken County, Kentucky","21145",2000,65514,86.19,10.84,1.06,23.38,23.56,16.83,15.94,11.18,19.73,39.54
"1067","McCreary County, Kentucky","21147",2000,17080,97.61,0.62,0.62,27.69,21.35,16.71,10.6,8.16,47.37,68.74
"1068","McLean County, Kentucky","21149",2000,9938,98.1,0.36,0.84,24.2,21.82,18.18,14.47,10.62,29.17,45.51
"1069","Madison County, Kentucky","21151",2000,70872,92.4,4.43,0.97,21.89,20.56,13.72,9.78,7.68,24.75,36.4
"1070","Magoffin County, Kentucky","21153",2000,13332,98.94,0.14,0.42,26.78,23.36,15.07,10.55,4.17,49.92,59.62
"1071","Marion County, Kentucky","21155",2000,18212,88.82,9.06,0.79,25.24,23.08,14.81,12.84,7.46,29.49,44.15
"1072","Marshall County, Kentucky","21157",2000,30125,98.08,0.12,0.76,21.78,22.8,18.78,17.5,12.51,23.09,38.6
"1073","Martin County, Kentucky","21159",2000,12578,98.69,0.03,0.62,28.14,23.79,15.28,9.74,5.88,45.96,83.12
"1074","Mason County, Kentucky","21161",2000,16800,90.48,7.14,0.95,24.12,23.49,15.86,15.5,9.39,26.65,40.2
"1075","Meade County, Kentucky","21163",2000,26349,91.27,4.05,2.15,29.75,23.91,13.66,8.12,12.38,22.05,32.66
"1076","Menifee County, Kentucky","21165",2000,6556,96.95,1.08,1.11,24.92,21.71,18.61,11.78,8.13,42.44,55.6
"1077","Mercer County, Kentucky","21167",2000,20817,93.42,3.64,1.27,24.4,23.12,17.23,14.59,9.18,24.22,37.77
"1078","Metcalfe County, Kentucky","21169",2000,10037,96.83,1.64,0.53,24.62,22.37,16.67,15.03,7.78,42.03,53.87
"1079","Monroe County, Kentucky","21171",2000,11756,95.08,2.73,1.45,23.91,21.92,17.55,15.28,6.38,42.2,59.71
"1080","Montgomery County, Kentucky","21173",2000,22554,94.33,3.45,1.15,24.9,22.56,16.25,12.86,9.2,29.49,44.49
"1081","Morgan County, Kentucky","21175",2000,13948,94.15,4.34,0.61,22.35,24.85,14.78,11.78,7.69,43.64,51.74
"1082","Muhlenberg County, Kentucky","21177",2000,31839,93.71,4.62,0.73,22.63,22.53,17.47,15.47,8.72,34.25,46.57
"1083","Nelson County, Kentucky","21179",2000,37477,92.27,5.48,1.05,27.68,24.31,14.91,10.63,9.05,21,34.11
"1084","Nicholas County, Kentucky","21181",2000,6813,97.99,0.84,0.54,23.6,22.09,17.45,15.37,9.51,37.12,47.06
"1085","Ohio County, Kentucky","21183",2000,22916,97.21,0.74,1.01,24.89,21.94,17.3,14.38,10.15,33.04,46.17
"1086","Oldham County, Kentucky","21185",2000,46178,92.95,4.19,1.3,27.38,29.48,16.69,7.03,9.87,13.51,19.35
"1087","Owen County, Kentucky","21187",2000,10547,96.6,1.12,1,25.54,23.15,16.72,14.02,9.28,32.06,41.11
"1088","Owsley County, Kentucky","21189",2000,4858,98.5,0.1,0.72,24.58,22.21,16.98,15.05,6.83,50.77,78
"1089","Pendleton County, Kentucky","21191",2000,14390,98.08,0.48,0.67,28.38,23.66,15.14,10.44,9.33,27.19,40.21
"1090","Perry County, Kentucky","21193",2000,29390,96.87,1.63,0.52,24.37,24.25,16.7,11.19,7.25,41.65,64.43
"1091","Pike County, Kentucky","21195",2000,68736,97.86,0.45,0.65,23.69,23.94,16.97,12.29,7.08,38.24,72.31
"1092","Powell County, Kentucky","21197",2000,13237,97.98,0.62,0.66,26.62,23.15,16.01,10.59,8.22,43.85,57.95
"1093","Pulaski County, Kentucky","21199",2000,56217,96.87,1.07,0.81,23.4,22.82,17.49,15.1,10.27,34.41,51.74
"1094","Robertson County, Kentucky","21201",2000,2266,98.54,0.04,0.93,23.79,22.11,18.31,16.95,9.09,39.14,40.07
"1095","Rockcastle County, Kentucky","21203",2000,16582,98.31,0.14,0.62,24.45,22.2,16.66,13.24,7.12,42.32,52.77
"1096","Rowan County, Kentucky","21205",2000,22094,95.33,1.55,1.06,20.25,18.83,14.17,10.39,7.72,29.1,41.61
"1097","Russell County, Kentucky","21207",2000,16315,97.71,0.56,0.86,22.53,21.96,18.8,16.48,10.21,38.18,59.15
"1098","Scott County, Kentucky","21209",2000,33061,91.25,5.29,1.61,26.27,23.96,13.07,8.88,8.62,19.48,30.58
"1099","Shelby County, Kentucky","21211",2000,33337,84.87,8.77,4.51,25.17,24.49,16.45,10.77,8.65,20.89,28.59
"1100","Simpson County, Kentucky","21213",2000,16405,87.25,10.18,0.91,26.24,22.59,15.79,13.12,9.65,26.39,35.96
"1101","Spencer County, Kentucky","21215",2000,11766,96.69,1.12,1.12,26.95,25.96,15.02,9.12,9.17,24.62,33.22
"1102","Taylor County, Kentucky","21217",2000,22927,93.09,5.02,0.82,23.4,22.24,17.25,15.21,8.1,31.96,50.3
"1103","Todd County, Kentucky","21219",2000,11971,88.65,8.74,1.66,26.59,21.55,15.89,13.96,8.48,36.53,43.16
"1104","Trigg County, Kentucky","21221",2000,12597,87.7,9.79,0.9,22.91,21.79,19.81,16.59,12.8,27.85,46.02
"1105","Trimble County, Kentucky","21223",2000,8125,97.21,0.3,1.37,26.4,23.26,16.43,11.4,9.07,29.33,39.16
"1106","Union County, Kentucky","21225",2000,15637,84.42,12.64,1.56,25.31,21.35,15.22,12.87,8.96,23.1,42.02
"1107","Warren County, Kentucky","21227",2000,92522,85.79,8.55,2.67,23.13,21.79,14.27,10.46,9.16,19.71,33.08
"1108","Washington County, Kentucky","21229",2000,10916,89.65,7.48,1.6,25.26,22.73,15.91,14.96,6.48,31.16,39.81
"1109","Wayne County, Kentucky","21231",2000,19923,96.15,1.44,1.46,25.34,21.73,16.93,13.63,8.89,42.24,65.06
"1110","Webster County, Kentucky","21233",2000,14120,92.66,4.63,1.9,24.12,22.73,16.35,14.96,8.92,29.07,43.76
"1111","Whitley County, Kentucky","21235",2000,35865,97.76,0.34,0.69,25.78,21.12,16.49,12.92,8.44,38.65,60.76
"1112","Wolfe County, Kentucky","21237",2000,7065,98.81,0.24,0.51,25.92,23.5,16.07,12.67,6.99,46.36,68.29
"1113","Woodford County, Kentucky","21239",2000,23208,90.24,5.41,2.99,25.38,26.57,16.69,10.4,9.26,17.38,33.9
"1114","Acadia Parish, Louisiana","22001",2000,58861,80.1,18.19,0.91,29.83,21.78,14.23,12.27,7.51,35.3,42
"1115","Allen Parish, Louisiana","22003",2000,25440,68.12,24.27,4.5,24.63,23.82,14.01,11.8,9.07,36.76,36.71
"1116","Ascension Parish, Louisiana","22005",2000,76627,76.18,20.18,2.46,30.1,24.38,13.08,7.69,7.55,20.41,26.95
"1117","Assumption Parish, Louisiana","22007",2000,23388,66.55,31.23,1.21,28.46,22.85,15.08,10.88,6.68,40.65,37.75
"1118","Avoyelles Parish, Louisiana","22009",2000,41481,67.86,29.35,0.97,26.78,21.87,14.74,13.68,8.16,40.24,43.58
"1119","Beauregard Parish, Louisiana","22011",2000,32986,83.41,12.82,1.42,27.46,22.71,16.09,11.9,11.5,25,35.85
"1120","Bienville Parish, Louisiana","22013",2000,15752,54.64,43.55,0.95,27.25,20.26,16.09,17.59,9.12,28.15,44.04
"1121","Bossier Parish, Louisiana","22015",2000,98310,72.93,20.7,3.12,28.01,23.43,14.44,10.44,12.97,17,30.86
"1122","Caddo Parish, Louisiana","22017",2000,252161,52.16,44.41,1.49,26.77,21.7,14.81,13.66,10.22,21.33,37.08
"1123","Calcasieu Parish, Louisiana","22019",2000,183577,72.84,23.84,1.34,27.38,22.92,14.6,11.85,10.09,22.96,35.23
"1124","Caldwell Parish, Louisiana","22021",2000,10560,79.51,17.84,1.49,24.71,22.34,16.13,13.89,9.37,34.59,46.16
"1125","Cameron Parish, Louisiana","22023",2000,9991,92.52,3.88,2.15,28.38,23.9,15.49,10.59,7.45,31.87,32.47
"1126","Catahoula Parish, Louisiana","22025",2000,10920,71.29,26.94,0.92,25.81,22.38,15.71,14.4,8.04,38.62,45.31
"1127","Claiborne Parish, Louisiana","22027",2000,16851,51.5,47.03,0.76,25.58,21.11,15.65,17.3,9.56,34.26,40.69
"1128","Concordia Parish, Louisiana","22029",2000,20247,60.12,37.4,1.48,27.78,22.48,15.47,14.67,8.55,35.42,43.19
"1129","De Soto Parish, Louisiana","22031",2000,25494,55.26,41.94,1.55,28.36,21.73,16.01,14.06,8.55,29.73,43.4
"1130","East Baton Rouge Parish, Louisiana","22033",2000,412852,55.09,39.93,1.78,26.18,21.8,13.72,9.91,8.17,16.11,30.59
"1131","East Carroll Parish, Louisiana","22035",2000,9421,31.13,66.84,1.19,30.29,19.74,12.79,12.46,6.58,42.08,38.4
"1132","East Feliciana Parish, Louisiana","22037",2000,21360,51.45,46.87,0.74,25.69,25,15.59,10.62,9.29,29.28,36.84
"1133","Evangeline Parish, Louisiana","22039",2000,35434,69.79,28.34,1.04,29.57,21.3,14.11,12.76,7.15,44.54,47.55
"1134","Franklin Parish, Louisiana","22041",2000,21263,66.77,31.47,0.75,27.89,20.76,15.16,15.32,8.19,38.58,36.08
"1135","Grant Parish, Louisiana","22043",2000,18698,84.82,11.83,1.14,28.27,21.88,16.26,12.7,11.58,26.9,44.15
"1136","Iberia Parish, Louisiana","22045",2000,73266,64.32,30.64,1.5,30,22.2,13.99,11.41,7.68,33.09,37.65
"1137","Iberville Parish, Louisiana","22047",2000,33320,48.63,49.48,1.03,26.2,23.97,14.22,10.74,7.07,34.34,36.28
"1138","Jackson Parish, Louisiana","22049",2000,15397,70.71,27.81,0.61,25.29,20.58,16.96,16.15,9.98,26.39,45.26
"1139","Jefferson Parish, Louisiana","22051",2000,455466,65.44,22.7,7.12,25.3,23.57,15.88,11.93,9.03,20.73,34.99
"1140","Jefferson Davis Parish, Louisiana","22053",2000,31435,79.97,17.72,0.99,29.31,21.34,14.7,13.29,8.45,30.64,39.52
"1141","Lafayette Parish, Louisiana","22055",2000,190503,72.31,23.7,1.74,27.35,23.83,13.01,9.51,8.01,20.17,29.22
"1142","Lafourche Parish, Louisiana","22057",2000,89974,82.18,12.54,1.43,27.29,22.79,14.43,11.27,6.85,33.67,37.78
"1143","La Salle Parish, Louisiana","22059",2000,14282,85.6,12.13,0.82,26.07,21.4,15.89,14.77,8.98,31.47,38.6
"1144","Lincoln Parish, Louisiana","22061",2000,42509,56.94,39.63,1.16,22.13,17.16,12.15,11.34,6.79,19.6,26.26
"1145","Livingston Parish, Louisiana","22063",2000,91814,93.54,4.19,1.11,29.48,23.68,14.45,8.51,8.52,22.78,34.06
"1146","Madison Parish, Louisiana","22065",2000,13728,37.06,60.16,2.1,32.62,19.3,12.72,11.62,6.47,36.61,35.78
"1147","Morehouse Parish, Louisiana","22067",2000,31021,55.49,43.05,0.74,27.5,21.2,14.49,15.11,8.77,33.42,41.14
"1148","Natchitoches Parish, Louisiana","22069",2000,39080,57.21,38.17,1.45,26,18.94,13.53,12.08,8.34,27.29,35.8
"1149","Orleans Parish, Louisiana","22071",2000,484674,26.59,66.72,3.06,26.7,21.88,13.79,11.69,7.96,25.31,38.89
"1150","Ouachita Parish, Louisiana","22073",2000,147250,63.85,33.46,1.19,27.93,20.98,13.75,11.84,8.82,21.39,35.07
"1151","Plaquemines Parish, Louisiana","22075",2000,26757,68.81,23.27,1.62,29.21,23.82,14.43,9.77,7.85,31.32,31.89
"1152","Pointe Coupee Parish, Louisiana","22077",2000,22763,60.27,37.57,1.08,27.27,22.92,15.7,13.88,8.21,30.87,40.41
"1153","Rapides Parish, Louisiana","22079",2000,126337,65.74,30.31,1.38,27.23,22.29,15.37,13.05,10.69,25.39,45.33
"1154","Red River Parish, Louisiana","22081",2000,9622,57.58,40.52,1.01,30.08,20.06,15.08,14.37,7.39,32.63,37.76
"1155","Richland Parish, Louisiana","22083",2000,20981,60.37,37.78,1.08,27.28,21.68,14.24,15.02,7.12,38.13,40.57
"1156","Sabine Parish, Louisiana","22085",2000,23459,71.3,16.77,2.74,26.24,19.96,17.98,16.51,10.87,29.15,44.96
"1157","St. Bernard Parish, Louisiana","22087",2000,67229,84.37,7.58,5.09,25.22,23.5,15.23,13.78,9.46,26.87,40.14
"1158","St. Charles Parish, Louisiana","22089",2000,48072,70.52,25.05,2.8,30.31,26.44,13.28,8.96,8.3,20.03,26.61
"1159","St. Helena Parish, Louisiana","22091",2000,10525,46.17,52.07,0.99,28.99,21.69,15.83,12.46,7.91,32.52,43.45
"1160","St. James Parish, Louisiana","22093",2000,21216,49.67,49.23,0.61,29.5,23,14.39,11.13,6.92,26.06,33.84
"1161","St. John the Baptist Parish, Louisiana","22095",2000,43044,50.99,44.61,2.86,31.19,24.25,13.58,7.8,7.99,23.12,28.3
"1162","St. Landry Parish, Louisiana","22097",2000,87700,56.05,41.92,0.91,29.49,21.17,14.86,13.41,7.55,37.98,45
"1163","St. Martin Parish, Louisiana","22099",2000,48583,65.48,31.83,0.83,29.49,23.19,14.26,10.13,6.78,37.11,38.65
"1164","St. Mary Parish, Louisiana","22101",2000,53500,61.78,31.67,2.15,29.68,22.83,15.17,11.03,7.79,34.06,38.45
"1165","St. Tammany Parish, Louisiana","22103",2000,191268,85.25,9.82,2.48,28.44,26.23,15.95,10.02,10.56,16.13,28.36
"1166","Tangipahoa Parish, Louisiana","22105",2000,100588,68.89,28.22,1.53,27.73,21.6,14.27,10.63,8.37,28.48,39.45
"1167","Tensas Parish, Louisiana","22107",2000,6618,42.94,55.03,1.25,26.47,22.82,14.96,15.53,8.85,36.79,45.35
"1168","Terrebonne Parish, Louisiana","22109",2000,104503,73.25,17.72,1.56,29.2,22.97,14.29,9.75,7.55,32.95,41.15
"1169","Union Parish, Louisiana","22111",2000,22803,69.17,27.87,2.02,25.66,21.26,16.77,14.91,9.1,28.33,40.67
"1170","Vermilion Parish, Louisiana","22113",2000,53807,81.82,13.99,1.38,28.07,22.41,14.17,13.51,7.74,34.36,39.76
"1171","Vernon Parish, Louisiana","22115",2000,52531,71.35,16.72,5.92,29.14,18.77,11.57,7.93,12.66,19.86,30.2
"1172","Washington Parish, Louisiana","22117",2000,43926,66.92,31.37,0.76,26.82,21.4,15.79,14.32,9.6,31.78,50.83
"1173","Webster Parish, Louisiana","22119",2000,41831,65.1,32.66,0.9,25.59,21.39,16.68,16.3,10.29,29.16,40.34
"1174","West Baton Rouge Parish, Louisiana","22121",2000,21601,62.01,35.41,1.45,28.06,24.37,14.36,9.71,7.06,26.59,34.48
"1175","West Carroll Parish, Louisiana","22123",2000,12314,79.11,18.8,1.35,25.62,21.28,16.23,15.54,8.19,40.46,39.21
"1176","West Feliciana Parish, Louisiana","22125",2000,15111,48.06,50.13,1.04,20.26,31.96,14.23,7.21,10.43,46.75,21.88
"1177","Winn Parish, Louisiana","22127",2000,16894,65.7,31.94,0.87,24.83,22.34,15.61,14,9.99,34.58,41.67
"1178","Androscoggin County, Maine","23001",2000,103793,96.4,0.62,0.95,23.93,23.76,15.6,14.42,12,20.16,37.23
"1179","Aroostook County, Maine","23003",2000,73938,96.44,0.36,0.6,22.61,23.42,18.18,16.98,12.22,23.07,42.49
"1180","Cumberland County, Maine","23005",2000,265612,95.22,1.01,0.95,23.33,25.48,15.59,13.3,10.85,9.87,27.9
"1181","Franklin County, Maine","23007",2000,29467,97.57,0.24,0.54,23.51,23.38,17.1,14.2,12.02,14.77,34.74
"1182","Hancock County, Maine","23009",2000,51791,97.15,0.24,0.65,22.29,24.53,18.48,16,13.05,12.24,30.9
"1183","Kennebec County, Maine","23011",2000,117114,96.97,0.33,0.73,23.85,24.63,16.93,14.18,12.22,14.76,36.12
"1184","Knox County, Maine","23013",2000,39618,97.88,0.2,0.57,22.36,24.13,18.22,17.24,13.44,12.53,28.22
"1185","Lincoln County, Maine","23015",2000,33616,98.13,0.17,0.46,22.69,23.76,19.79,18.17,14.2,12.07,32.74
"1186","Oxford County, Maine","23017",2000,54755,97.87,0.16,0.53,24.17,25.13,17.3,16.06,12.83,17.65,36.8
"1187","Penobscot County, Maine","23019",2000,144919,96.23,0.47,0.61,22.84,24.24,16.06,13.06,11.44,14.3,33.62
"1188","Piscataquis County, Maine","23021",2000,17235,97.48,0.21,0.52,23.41,24.08,19.29,17.38,14.47,19.71,41.86
"1189","Sagadahoc County, Maine","23023",2000,35214,95.88,0.87,1.11,25.77,26.01,16.65,12.31,14.21,12.03,29.16
"1190","Somerset County, Maine","23025",2000,50888,97.66,0.23,0.46,24.69,24.33,17.41,14.3,12.06,19.19,38.47
"1191","Waldo County, Maine","23027",2000,36280,97.52,0.17,0.59,24.19,24.38,18.38,13.64,12.08,15.41,33.7
"1192","Washington County, Maine","23029",2000,33941,93.22,0.23,0.81,22.93,22.83,17.8,17.25,14.11,20.13,43.41
"1193","York County, Maine","23031",2000,186742,97.08,0.4,0.7,24.78,25.75,16.6,13.62,12.4,13.46,30.09
"1194","Allegany County, Maryland","24001",2000,74930,92.54,5.29,0.76,20.56,21.12,16.78,17.92,12.8,20.1,36
"1195","Anne Arundel County, Maryland","24003",2000,489656,79.75,13.43,2.63,25.25,25.59,16.33,9.97,12.55,13.55,23.42
"1196","Baltimore County, Maryland","24005",2000,754292,73.43,19.95,1.83,23.65,23.94,15.8,14.63,10.24,15.65,29.52
"1197","Calvert County, Maryland","24009",2000,74563,83.01,13.05,1.52,29.58,27.62,15.33,8.89,11.81,13.07,24.71
"1198","Caroline County, Maryland","24011",2000,29772,80.71,14.67,2.65,26.8,23.56,16.08,13.54,10.33,24.98,32.85
"1199","Carroll County, Maryland","24013",2000,150897,95.07,2.25,0.99,27.73,26.72,15.96,10.78,9.24,14.7,23.29
"1200","Cecil County, Maryland","24015",2000,85951,92.55,3.86,1.52,27.68,24.69,15.79,10.47,10.96,18.83,30.21
"1201","Charles County, Maryland","24017",2000,120546,67.29,25.88,2.26,28.75,26.26,15.21,7.8,11.98,14.17,25.65
"1202","Dorchester County, Maryland","24019",2000,30674,68.84,28.23,1.26,23.31,22.92,18.07,17.68,11.06,25.78,38.14
"1203","Frederick County, Maryland","24021",2000,195277,88.06,6.27,2.39,27.6,26.64,14.85,9.65,10.26,12.91,22.65
"1204","Garrett County, Maryland","24023",2000,29846,98.43,0.43,0.44,25.08,22.48,17.54,14.95,9.98,20.77,33.14
"1205","Harford County, Maryland","24025",2000,218590,85.8,9.15,1.91,27.89,26.17,15.92,10.14,11.31,13.27,24.76
"1206","Howard County, Maryland","24027",2000,247842,72.63,14.26,3.02,28.06,27.85,15.62,7.45,8.73,6.9,18.25
"1207","Kent County, Maryland","24029",2000,19197,78.4,17.28,2.84,20.76,20.87,18.65,19.32,12.46,21.21,31.44
"1208","Montgomery County, Maryland","24031",2000,873341,59.46,14.81,11.52,25.39,25.98,16.02,11.24,7.39,9.68,21.36
"1209","Prince George's County, Maryland","24033",2000,801515,24.31,62.17,7.12,26.77,24.51,14.84,7.73,9.71,15.12,27.42
"1210","Queen Anne's County, Maryland","24035",2000,40563,88.41,8.72,1.09,25.41,26.02,18.25,12.89,11.47,15.85,26.09
"1211","St. Mary's County, Maryland","24037",2000,86211,80.43,13.81,2,27.93,25.17,14.44,9.08,13.2,14.65,23.81
"1212","Somerset County, Maryland","24039",2000,24747,55.82,40.85,1.35,18.5,22.81,15.48,14.16,11.29,30.46,36.49
"1213","Talbot County, Maryland","24041",2000,33812,81.2,15.26,1.82,21.66,22.44,19.64,20.4,13.28,15.57,30.81
"1214","Washington County, Maryland","24043",2000,131923,89.08,7.69,1.19,23.43,24.2,15.72,14.17,11.1,22.21,30.95
"1215","Wicomico County, Maryland","24045",2000,84644,71.54,23.14,2.18,24.77,23.08,15.3,12.79,10.61,19.32,29.28
"1216","Worcester County, Maryland","24047",2000,46543,80.43,16.54,1.28,20.54,22.35,19.76,20.09,14.46,18.32,33.9
"1217","Baltimore city, Maryland","24510",2000,651154,30.96,64.04,1.7,24.78,22.47,14.31,13.2,8.46,31.63,44.74
"1218","Barnstable County, Massachusetts","25001",2000,222230,93.38,1.73,1.35,20.45,22.79,18.74,23.07,14.68,8.19,31.76
"1219","Berkshire County, Massachusetts","25003",2000,134953,94.08,1.9,1.69,22.37,23.07,17.25,17.95,11.12,14.95,31.5
"1220","Bristol County, Massachusetts","25005",2000,534678,89.39,1.83,3.6,24.64,23.58,15.17,14.12,9.07,26.81,33.29
"1221","Dukes County, Massachusetts","25007",2000,14987,90,2.31,1.03,22.67,27.96,17.86,14.37,10.16,9.6,24.63
"1222","Essex County, Massachusetts","25009",2000,723419,83.12,1.99,11.04,25.18,24.89,15.5,13.87,8.98,15.39,30.59
"1223","Franklin County, Massachusetts","25011",2000,71535,94.38,0.83,1.99,23.47,25.71,16.95,14.23,11.21,12.05,30.66
"1224","Hampden County, Massachusetts","25013",2000,456228,74.44,7.46,15.17,26.05,22.81,14.81,14.52,9.98,20.78,37.39
"1225","Hampshire County, Massachusetts","25015",2000,152251,89.54,1.8,3.42,19.61,22.8,14.43,12.04,9.02,10.64,25.27
"1226","Middlesex County, Massachusetts","25017",2000,1465396,83.58,3.18,4.55,22.46,24.62,15.07,12.78,7.77,11.53,25.43
"1227","Nantucket County, Massachusetts","25019",2000,9520,86.92,8.22,2.23,19.2,28.58,14.78,10.5,9.65,8.36,26.17
"1228","Norfolk County, Massachusetts","25021",2000,650308,87.92,3.09,1.84,23.43,25.15,15.87,14.41,8.91,8.72,23.59
"1229","Plymouth County, Massachusetts","25023",2000,472822,87.58,4.32,2.44,26.75,25.23,16.18,11.8,9.93,12.36,28.35
"1230","Suffolk County, Massachusetts","25025",2000,689807,52.12,20.85,15.52,20.22,20.72,12.31,11.04,5.59,21.86,37.46
"1231","Worcester County, Massachusetts","25027",2000,750963,86.45,2.43,6.77,25.63,24.82,14.45,13.05,9.43,16.54,29.75
"1232","Alcona County, Michigan","26001",2000,11719,97.44,0.16,0.69,19,19.75,24.3,24.46,17.96,20.25,45.13
"1233","Alger County, Michigan","26003",2000,9862,87.46,6.03,1,20.54,24.7,17.92,17.18,13.86,18.45,31.78
"1234","Allegan County, Michigan","26005",2000,105665,91.01,1.24,5.72,28.86,24.63,14.56,11.1,8.77,17.68,27.74
"1235","Alpena County, Michigan","26007",2000,31314,97.8,0.23,0.58,23.69,23.83,17.36,17.11,12.32,16.9,40.26
"1236","Antrim County, Michigan","26009",2000,23110,96.21,0.18,1.23,24.37,22.26,19.29,17.45,12.67,15.39,34.18
"1237","Arenac County, Michigan","26011",2000,17269,94.38,1.79,1.38,23.31,22.8,18.67,16.56,12.1,23.22,38.16
"1238","Baraga County, Michigan","26013",2000,8746,78.31,4.94,0.93,22.94,22.67,17.2,16.27,12.41,19.4,36.2
"1239","Barry County, Michigan","26015",2000,56755,96.55,0.24,1.46,27.19,24.55,16.85,11.8,10.36,13.24,27.71
"1240","Bay County, Michigan","26017",2000,110157,92.7,1.22,3.91,24.46,23.63,16.65,14.68,10.71,17.57,33.64
"1241","Benzie County, Michigan","26019",2000,15998,95.45,0.27,1.46,23.4,23.18,18.35,17.52,13.35,14.63,34.14
"1242","Berrien County, Michigan","26021",2000,162453,78.05,15.84,3.01,26.04,22.88,16.25,14.43,10.06,18.07,33.02
"1243","Branch County, Michigan","26023",2000,45787,92.02,2.59,2.98,25.55,23.83,15.79,13.11,9.87,20.02,29.92
"1244","Calhoun County, Michigan","26025",2000,137985,82.42,10.81,3.15,25.98,22.67,15.81,13.67,11.01,16.77,35.38
"1245","Cass County, Michigan","26027",2000,51104,88.19,6.08,2.41,25.54,23.83,18.11,13.55,11.28,19.56,33.92
"1246","Charlevoix County, Michigan","26029",2000,26090,95.78,0.16,1.04,25.92,23.56,17.67,14.93,11.76,13.98,29.89
"1247","Cheboygan County, Michigan","26031",2000,26448,94.32,0.23,0.76,23.68,21.83,19.13,17.94,12.67,18.13,36.55
"1248","Chippewa County, Michigan","26033",2000,38543,75.21,5.42,1.55,21.31,24.54,14.89,12.68,12.49,17.62,28.29
"1249","Clare County, Michigan","26035",2000,31252,96.67,0.32,1.09,24.39,20.95,19.4,17.27,13.42,23.88,45.13
"1250","Clinton County, Michigan","26037",2000,64753,94.85,0.62,2.61,28.09,25.36,16.49,10.86,8.8,10.8,23.45
"1251","Crawford County, Michigan","26039",2000,14273,95.71,1.49,0.99,24.5,23.02,18.8,16.62,13.95,19.18,39.36
"1252","Delta County, Michigan","26041",2000,38520,95.51,0.09,0.49,23.81,23.75,17.19,16.98,13.72,13.88,33.25
"1253","Dickinson County, Michigan","26043",2000,27472,97.53,0.12,0.68,25.15,24.34,15.37,18.1,13.17,11.23,30.61
"1254","Eaton County, Michigan","26045",2000,103655,88.65,5.21,3.21,26.14,24.31,16.5,11.34,9.56,10.47,28.07
"1255","Emmet County, Michigan","26047",2000,31437,93.78,0.45,0.91,25.35,24.72,16.7,14.3,10.53,11.04,27.95
"1256","Genesee County, Michigan","26049",2000,436141,74.09,20.26,2.33,27.42,23.33,15.13,11.6,9.58,16.86,34.64
"1257","Gladwin County, Michigan","26051",2000,26023,97.05,0.12,0.96,23.24,20.45,21.06,18.32,13.02,21.73,41.39
"1258","Gogebic County, Michigan","26053",2000,17370,93.82,1.72,0.88,20.43,21.14,17.06,22.63,15.49,14.52,40.84
"1259","Grand Traverse County, Michigan","26055",2000,77654,95.63,0.38,1.49,25.41,25.56,15.58,13.06,10.22,10.71,25.89
"1260","Gratiot County, Michigan","26057",2000,42285,89.92,3.68,4.43,23.79,22.68,14.66,13.53,9.05,16.53,29.03
"1261","Hillsdale County, Michigan","26059",2000,46527,96.81,0.42,1.2,26.31,22.48,16.36,13.31,9.76,16.86,33.64
